Marathi,Telugu
निकटवर्तीयांना,బంధువు తదుపరి
रात्रीचे कर्तव्य,నైట్ డ్యూటీ
शून्य अहवाल,నిల్ రిపోర్ట్
प्रवेश नाही,ప్రవేశం లేదు
मागणी प्रमाणपत्र नाही (= थकबाकी प्रमाणपत्र नाही),డిమాండ్ సర్టిఫికేట్ లేదు (= బకాయి సర్టిఫికేట్ లేదు)
नामांकन,నామకరణం
नाममात्र किंमत,నామమాత్రపు ఖర్చు
नाममात्र मूल्य (= चेहरा मूल्य),నామమాత్రపు విలువ (= ముఖ విలువ)
नामांकन,నామినేట్
नामनिर्देशन,నామినేషన్
नॉमिनी,నామినీ
नॉन-एज,నాన్-ఏజ్
गैर-विरोधाभासी,నాన్-కాంట్రిబ్యూటరీ
अनावश्यक,అనవసరమైనది
नॉन-गॅझेटेड,గెజిటెడ్ కానిది
व्याज नसलेले बेअरिंग,వడ్డీ లేని బేరింగ్
न्यायालयीन,న్యాయ-కాని
गैर-मंत्री,నాన్-మిస్టీరియల్
वाटाघाटी न करता,చర్చించలేనిది
गैर-अधिकृत,నాన్-ఆఫీషియల్
पेमेंट,"ఎగవేత, చెల్లింపులో వైఫల్యం"
पेमेंट नसलेले प्रमाणपत्र,పేమెంట్ కాని సర్టిఫికేట్
नॉन-प्रॅक्टिसिंग भत्ता,ప్రాక్టీస్ కాని భత్యం
नॉन-रिकरिंग खर्च,పునరావృతం కాని వ్యయం
परत न करण्यायोग्य,తిరిగి ఇవ్వబడదు
नॉन-स्टॅट्यूटरी,నాన్-స్టాట్యూటరీ
करपात्र उत्पन्न,టాక్సబుల్ కాని ఆదాయం
गैर-तांत्रिक पोस्ट,నాన్-టెక్నికల్ పోస్ట్
अपारंपरिक,సాంప్రదాయేతర
गैर-शाब्दिक संप्रेषण,అశాబ్దిక కమ్యూనికేషన్
हरकत प्रमाणपत्र नाही,అభ్యంతర ధృవీకరణ పత్రం లేదు
"नफा नाही, तोटा नाही","లాభం లేదు, నష్టం లేదు"
नियम,ప్రమాణం
सामान्य,సాధారణ
धुम्रपान निषिद्ध,పొగ త్రాగరాదు
उल्लेखनीय,గుర్తించదగినది
लागू नाही (एन.ए.),వర్తించదు (N.A.)
उपलब्ध नाही (एन.ए.),అందుబాటులో లేదు (N.A.)
टीप,గమనిక
सूचना,నోటీసు
लक्षात घेण्यासारखे,గుర్తించదగినది
सूचना,నోటిఫికేషన్
अधिसूचित क्षेत्र,నోటిఫైడ్ ప్రాంతం
नोटिंग आणि मसुदा,గమనించడం మరియు ముసాయిదా
कल्पित वेतन,నోషనల్ పే
बोलण्यायोग्य नाही,బేరానికి వీలులేని
बोलण्यायोग्य साधन नाही,చర్చించదగిన పరికరం కాదు
न्यूक्लियस,న్యూక్లియస్
निरर्थक,శూన్య
शून्य आणि शून्य,శూన్య మరియు శూన్యత
क्रमांक,సంఖ్య
क्रमांकन,నంబరింగ్
अंक,సంఖ్య
शपथ,ప్రమాణస్వీకారం
निष्ठा शपथ,విధేయత ప్రమాణం
कार्यालयाची शपथ,కార్యాలయ ప్రమాణం
आज्ञाधारक,విధేయత
शब्द,సంస్మరణ
ऑब्जेक्ट,వస్తువు
आक्षेप,అభ్యంతరం
उद्दीष्ट,లక్ష్యం
वस्तू आणि कारणे,వస్తువులు మరియు కారణాలు
अनिवार्य,విధిగా
अश्लील,అశ్లీల
अश्लील हावभाव,అశ్లీల సంజ్ఞ
निरीक्षक,పరిశీలకుడు
अप्रचलित,వాడుకలో లేదు
अडथळा,అడ్డంకి
स्पष्ट,స్పష్టంగా
अधूनमधून,అప్పుడప్పుడు
भोगवटा,ఆక్యుపెన్సీ
व्यापक,యజమాని
व्यवसाय,వృత్తి
व्यापू,ఆక్రమించు
ऑक्ट्रोई कर्तव्य,ఆక్ట్రోయి డ్యూటీ
सुट्टीचा दिवस,సెలవు
कामावर नसणे,ఆఫ్ డ్యూటీ
आक्षेपार्ह,ప్రమాదకరం
ऑफर,ఆఫర్
भेटीची ऑफर,నియామకం ఆఫర్
कार्यालय,కార్యాలయం
नफा कार्यालय,లాభం యొక్క కార్యాలయం
अधिकृत,అధికారిక
अधिकृतम,అధికారికత
अधिकृत कर्तव्य,అధికారిక విధి
अधिकृत,అధికారిక సభ్యులు
अधिकृत भाषा,అధికారిక భాష
अधिकृतपणे,అధికారికంగా
अधिकृत अहवाल,అధికారిక నివేదిక
अधिकृत आवृत्ती,అధికారిక వెర్షన్
अधिकृत,ఆఫీషియేటింగ్
रेकॉर्ड बंद,మనలో మనమాట
ठीक आहे (ओ.के.),సరే (O.K.)
लोकपाल,అంబుడ్స్‌మన్
खाते अनुदान वर,ఖాతా మంజూరులో
मागणीवर,కోరిక మేరకు
कर्तव्य,విధి నిర్వహణలో
एक बाजू,ఏక పక్షంగా
लाइन वर,లైన్‌లో
विशिष्ट कर्तव्य,ఆన్-స్పెషల్ డ్యూటీ
नोकरीच्या प्रशिक्षणात,ఉద్యోగ శిక్షణ లో
ओनस,ఓనస్
मुक्त दिवस,ఓపెన్ డే
ओपन सिस्टम,ఓపెన్ సిస్టమ్
उघडत आहे,తెరవడం
प्रारंभिक शिल्लक,ప్రారంభ నిల్వ
उघडण्याची वेळ,తెరచు వేళలు
मुक्त शिक्षण,ఓపెన్ లెర్నింగ్
खुले पत्र,ఓపెన్ లెటర్
मुक्त विद्यापीठ,ఓపెన్ యూనివర్శిటీ
ऑपरेटिंग किंमत,నిర్వహణ ఖర్చు
ऑपरेटिंग स्टाफ,ఆపరేటింగ్ సిబ్బంది
ऑपरेशन,ఆపరేషన్
ऑपरेटिव्ह,ఆపరేటివ్
मत,అభిప్రాయం
विरोधी,వ్యతిరేకత
पर्याय,ఎంపిక
तोंडी,నోటి
ऑर्डर,ఆర్డర్
ऑर्डर तपासणी,ఆర్డర్ చెక్
आरक्षणाचा आदेश,రిజర్వేషన్ క్రమం
अध्यादेश,నిర్ణయం
संस्था,సంస్థ
संघटनेचा आलेख,వ్యవశ్థాపక పట్టిక
आयोजक,నిర్వాహకుడు
देणारं,ఆధారిత
मूळ,అసలైన
मूळ विभाग,అసలు విభాగం
मूळ विक्री डीड,ఒరిజినల్ సేల్ డీడ్
ओस्टेंसिबल मालक,అనియంత్రిత యజమాని
उद्रेक,అకస్మాత్తుగా వ్యాపించడం
पोशाख भत्ता,దుస్తులను భత్యం
आउटगोइंग मेंबर,అవుట్గోయింగ్ సభ్యుడు
आउटगोइंग फाईल,అవుట్గోయింగ్ ఫైల్
खर्च,వ్యయం
आउटलेट,అవుట్లెట్
बाह्यरेखा,రూపురేఖలు
आउटलुक,Lo ట్లుక్
कोर्टाबाहेर,కోర్టు నుండి
कालबाह्य,కాలాంతరం చెందింది
नियमबाह्य,పనిచేయటంలేదు
मुद्रण बाहेर,ముద్రణ నుండి
वळण बाहेर,మలుపు తిరిగింది
टर्न वाटपाच्या बाहेर,మలుపు కేటాయింపు
चौकी,అవుట్‌పోస్ట్
आउटपुट,అవుట్పుట్
पूर्णपणे खरेदी,పూర్తిగా కొనుగోలు
आउटसोर्स,Our ట్‌సోర్స్
थकबाकी,అసాధారణ
वय जास्त,వయస్సు కంటే ఎక్కువ
एकंदरीत,మొత్తం
एकूणच तूट,మొత్తం లోటు
ओव्हर बिलिंग,ఓవర్ బిల్లింగ్
ओव्हरचार्ज,అధిక ఛార్జ్
थकीत,మీరిన
अत्यल्प मूल्य,అతిగా అంచనా
ओव्हरहेड चार्ज,ఓవర్ హెడ్ ఛార్జ్
आच्छादित,అతివ్యాప్తి
अधिलिखित प्राधान्य,ప్రాధాన్యతను అధిగమించడం
अति-नियम,ఓవర్-రూల్
देखरेख,పర్యవేక్షణ
ओव्हरटाइम वेतन,ఓవర్ టైం పే
ओव्हरल्यूएशन,ఓవర్‌వాల్యుయేషన్
मालकी,యాజమాన్యం
पॅकेज,ప్యాకేజీ
पॅकेज डील,ప్యాకేజీ ఒప్పందం
पॅकिंग आणि चिन्हांकित करणे,ప్యాకింగ్ మరియు మార్కింగ్
पॅकिंग यादी,ప్యాకింగ్ జాబితా
करार,ఒప్పందం
देय,చెల్లించిన
देय भांडवल,చెల్లింపుల మూలధనం
पत्रक,కరపత్రం
पॅनेल,ప్యానెల్
कागद,కాగితం
पॅरा,పారా
मुख्यमंत्र,పారామౌంట్
पालक,తల్లిదండ్రులు
पालक,తల్లిదండ్రుల
मूळ कार्यालय,మాతృ కార్యాలయం
उत्कृष्टतेच्या पलीकडे,అత్యద్బుతము
पॅरी पासू,పారి పాసు
समानता,పారిటీ
संसद,పార్లమెంటు
भाग,భాగం
भाग फाइल,పార్ట్ ఫైల్
आंशिक,పాక్షికం
सहभागी व्हा,పాల్గొనండి
विशेष,ప్రత్యేకించి
तपशील,వివరాలు
विभाजन,విభజన
भागीदार,భాగస్వామి
भागीदारी डीड,భాగస్వామ్య దస్తావేజు
भाग देय,పార్ట్ చెల్లింపు
अर्ध - वेळ,పార్ట్ టైమ్
पार्टी,పార్టీ
भाषेचा मुल्य,సమాన విలువ
पास,పాస్
रस्ता,పాసేజ్
संकेतशब्द,పాస్వర్డ్
पेटंट,పేటెంట్
संरक्षक,పోషకుడు
वेतन,చెల్లించండి
वेतनपत्र,చెల్లించే బిల్లు
वेतन प्रमाणपत्र,పే సర్టిఫికేట్
वेतन दिवस,పే రోజు
देयक,చెల్లింపుదారు
देयक,చెల్లింపుదారు
देय,చెల్లింపు
पैसे द्या,చెల్లించండి
वेतन ऑर्डर,పే ఆర్డర్
वेतन रोल,పేరోల్
वेतन स्केल,పే స్కేల్
विचित्र,ధనవి
दंड,శిక్ష
दंडविधान,శిక్షా స్మృతి
दंडात्मक व्याज,శిక్షా వడ్డీ
दंड द्या,జరిమానా విధించండి
दंड,పెనాల్టీ
प्रलंबित,పెండింగ్‌లో ఉంది
पेन डाउन स्ट्राइक,పెన్ డౌన్ సమ్మె
पेन्शन,పెన్షన్
पेन्शन करण्यायोग्य,పెన్షనబుల్
पेन्शनर,పెన్షనర్
पेन्शन योजना,పెన్షన్ పథకం
वार्षिक,ఏడాదికి
प्रति वाहक,ప్రతి బేరర్‌కు
दरडोई (= प्रत्येक डोके),తలసరి (= తలకి)
टक्केवारी,శాతం
बारमाही,శాశ్వత
प्राधान्य खरेदी,ప్రిఫరెన్షియల్ కొనుగోలు
सादर करा,ప్రదర్శించండి
कामगिरी,పనితీరు
कालावधी,కాలం
नियतकालिक,ఆవర్తన
पुनरावलोकन अंतर्गत कालावधी,సమీక్షలో ఉన్న కాలం
खोटे बोलणे,పెర్జరీ
भत्ता देणाऱ्या,ప్రోత్సాహకాలు
कायम,శాశ్వత
प्रति मेन्सेम,ప్రతి మెన్సెం
परवानगीयोग्य,అనుమతించదగినది
परवानगी,అనుమతి
परवानगी,అనుమతి
परवानगी,అనుమతి
चिरस्थायी,శాశ్వత
चिरस्थायी,శాశ్వతత్వం
परवानग्या (= पर्क्स),Perquisites (= ప్రోత్సాహకాలు)
वैयक्तिक,వ్యక్తి
वैयक्तिक मालमत्ता,వ్యక్తిగత ఆస్తులు
वैयक्तिक बंध,వ్యక్తిగత బంధం
व्यक्तिमत्व,వ్యక్తిత్వం
व्यक्तिमत्त्व नॉन ग्रेटा,Persona non grata
कर्मचारी,సిబ్బంది
कर्मचारी धोरण,సిబ్బంది విధానం
दृष्टीकोन,దృష్టికోణం
मनापासून,పర్సుయేషన్
समर्पक,సంబంధిత
पेरूसल,పెరెసల్
याचिका,పిటిషన్
याचिकाकर्ता,పిటిషనర్
टप्पा,దశ
फोटो,ఛాయాచిత్రం
फोटोस्टॅट,ఫోటోస్టాట్
शारीरिक तपासणी,భౌతిక తనిఖీ
शारीरिक दोष,శారీరక లోపం
शारीरिक शिक्षण,శారీరక విద్య
शारीरिकदृष्ट्या अपंग,శారీరకంగా వికలాంగులు
शारीरिक सत्यापन,భౌతిక ధృవీకరణ
पीसमेल,పీస్‌మీల్
तुकडा दर,ముక్క రేటు
तीर्थयात्रा,యాత్రికుడు
पायलट प्रोग्राम,పైలట్ ప్రోగ్రామ్
पिन,పిన్
प्लेसमेंट सेवा,ప్లేస్‌మెంట్ సేవ
जन्मस्थान,పుట్టిన స్థలం
कामाचे ठिकाण,పనిచేసే ప్రదేశం
फिर्यादी,వాది
योजना,ప్రణాళిక
नियोजन,ప్రణాళిక
वनस्पती,మొక్క
प्लेअर,ప్లేయర్
विनंती,అభ్యర్ధన
विनवणीकर्ता,ప్లీడర్
Combiscite,ప్రజాభిప్రాయ సేకరణ
तारण,ప్రతిజ్ఞ
पूर्ण सत्र,హాజరు కావలసిన సభాసమావేశం
प्लेनिपोटेन्टरी,ప్లీనిపోటెన్షియరీ
प्लिंथ क्षेत्र,పునాది ప్రాంతం
धोरण,విధానం
राजकीय क्रियाकलाप,రాజకీయ కార్యకలాపాలు
मतदान,ఎన్నికలో
प्रदूषण,కాలుష్యం
राजकीय,రాజకీయ
तलाव,పూల్
पोर्टफोलिओ,పోర్ట్‌ఫోలియో
स्थिती,స్థానం
सकारात्मक,అనుకూల
पोस्ट,పోస్ట్
पोस्ट दिनांकित,పోస్ట్ డేటెడ్
फॅक्टो नंतर मंजुरी,ఫాక్టో అనంతర అనుమతి
पदव्युत्तर,పోస్ట్ గ్రాడ్యుయేట్
मरणोत्तर,మరణానంతర
पोस्टिंग,పోస్టింగ్
मॉर्टम नंतरची परीक्षा,పోస్ట్ మార్టం పరీక్ష
पुढे ढकलणे,వాయిదా
पोस्टस्क्रिप्ट (पी.एस.),పోస్ట్‌స్క్
शक्ती,శక్తి
पॉवर ऑफ अटर्नी,పవర్ ఆఫ్ అటార్నీ
व्यावहारिक,ఆచరణీయమైనది
सराव,ప్రాక్టీస్
प्री-ऑडिट,ప్రీ-ఆడిట్
खबरदारी,ముందు జాగ్రత్త
उदाहरण,పూర్వదర్శనం
PRECSIS,Precis
तंतोतंत,ఖచ్చితమైనది
अटकाव करणे,మూసివేయు
पूर्वसूचना,ముందస్తు భావన
पूर्ववर्ती,పూర్వీకుడు
प्रबळ,ప్రధానమైనది
प्रस्तावना,ముందుమాట
प्राधान्य,ఇష్టపడండి
गाठ,పక్షపాతం
प्राथमिक,ప్రాథమిక
अकाली,అకాల
आवारात,ప్రాంగణం
प्रीमियम,ప్రీమియం
प्रीपेड,ప్రీపెయిడ్
प्रीपेड कार्ड,ప్రీపెయిడ్ కార్డ్
पूर्व नियोजित,ముందే ప్రణాళిక
प्रीपोन,ప్రిపోన్
प्री-रीसिप्ट बिल,ముందే రియోటెడ్ బిల్లు
प्रीरोजेटिव्ह,హక్కు
लिहून द्या,సూచించండి
लिहून दिले,సూచించబడింది
विहित फॉर्म,సూచించిన రూపం
सादरीकरण,ప్రదర్శన
अध्यक्ष,అధ్యక్షత
अध्यक्ष,అధ్యక్షుడు
दाबा,నొక్కండి
कॉपी दाबा,కాపీని నొక్కండి
गॅलरी दाबा,ప్రెస్ గ్యాలరీ
गृहीत धरले,.హించారు
संभाव्य वेतन,Ump హించిన వేతనం
गृहीत धरले,Upp హించబడింది
सबब,సాకు
प्रचलित,వ్యాప్తి చెందడం
प्रतिबंध करा,నిరోధించండి
प्रतिबंध,నివారణ
प्रतिबंधात्मक,నివారణ
किंमत चढउतार (= किंमत हालचाली),ధర హెచ్చుతగ్గులు (= ధర కదలికలు)
किंमत,ధర
प्राइम फीसी,ప్రిమా ఫేసీ
प्रामुख्याने,ప్రధానంగా
प्राथमिक,ప్రాథమిక
प्राथमिक पावती,ప్రాథమిక రశీదు
प्राचार्य,ప్రిన్సిపాల్
मुख्य कर्जदार,ప్రధాన రుణగ్రహీత
प्रिंटर,ప్రింటర్
मुद्रण,ముద్రణ
पूर्वीचे संकेत,ముందు సూచన
प्राधान्य ग्रेडिंग,ప్రాధాన్యత గ్రేడింగ్
कारागृह,జైలు
कैदी,ఖైదీ
गोपनीयता,గోప్యత
खाजगी आणि गोपनीय,ప్రైవేట్ మరియు రహస్య
विशेषाधिकार,ప్రత్యేక హక్కు
विशेषाधिकार समिती,ప్రివిలేజ్ కమిటీ
बक्षीस,బహుమతి
संभाव्यता,సంభావ్యత
प्रोबेट,ప్రోబేట్
प्रोबेशन,పరిశీలన
प्रोबेशनरी,ప్రొబేషనరీ
प्रोबेशनर,ప్రొబేషనర్
चौकशी,పరిశోధన
प्रक्रियात्मक नियम,విధాన నియమాలు
प्रक्रिया,విధానం
कार्यवाही,ప్రొసీడింగ్స్
प्रक्रिया,ప్రక్రియ
प्रक्रिया,ప్రాసెసింగ్
मिरवणूक,Procession రేగింపు
घोषणा,ప్రకటించండి
घोषणा,ప్రకటన
खरेदी,సేకరణ
उत्पादन,ఉత్పత్తి
उत्पादन,ఉత్పత్తి
व्यवसाय,వృత్తి
व्यावसायिक कामगिरी,వృత్తిపరమైన సాధన
प्रवीणता प्रमाणपत्र,ప్రావీణ్యత ధృవీకరణ పత్రం
प्रोफाइल,ప్రొఫైల్
नफा,లాభం
कार्यक्रम,ప్రోగ్రామ్
कार्यक्रमाचे वेळापत्रक,ప్రోగ్రామ్ షెడ్యూల్
प्रोग्रामिंग,ప్రోగ్రామింగ్
प्रगती,పురోగతి
पुरोगामी,ప్రగతిశీల
प्रतिबंधीत,నిషేధించబడింది
प्रतिबंधित क्षेत्र,నిషేధిత ప్రాంతం
मनाई,నిషేధం
निषिद्ध ऑर्डर,నిషేధ క్రమం
प्रकल्प,ప్రాజెక్ట్
प्रोजेक्शन,ప్రొజెక్షన్
प्रमुख,ప్రముఖ
वचन,వాగ్దానం
शपथपत्र,ప్రామిసరీ నోటు
प्रचार,ప్రోత్సహించండి
प्रवर्तक,ప్రమోటర్
जाहिरात,ప్రచారం
प्रोमेट,ప్రాం
प्रचार,ప్రోమల్గేట్
उच्चार,ఉచ్చారణ
घोषणा,ఉచ్చారణ
पुरावा,రుజువు
पाठवण्याचा पुरावा,పంపకం యొక్క రుజువు
पुरावा वाचन,రుజువు పఠనం
प्रसार,ప్రచారం
प्रसार,ప్రచారం
योग्य,సరైనది
मालमत्ता,ఆస్తి
प्रस्ताव,ప్రతిపాదన
प्रस्ताव,ప్రతిపాదించండి
प्रोपॉन्ड,ప్రతిపాదన
मालकी,యాజమాన్యం
औपचारिकता,యాజమాన్యం
प्रो-रता,ప్రో-రాటా
प्रो-रता कोटा,ప్రో-రాటా కోటా
प्रोरोग,ప్రోరోగ్
साधक आणि बाधक,లాభాలు మరియు నష్టాలు
CORCIBLE,నిషేధించండి
खटला,ప్రాసిక్యూషన్
प्रॉस्पेक्टस,ప్రాస్పెక్టస్
प्रोटेम्पोर अपॉईंटमेंट,ప్రోటీంపోర్ నియామకం
प्रोटोकॉल,ప్రోటోకాల్
सिद्ध करा,నిరూపించండి
प्रदान केलेले,అందించబడింది
भविष्य निर्वाह निधी,భవిష్య నిధి
तरतूद,నియమం
तात्पुरते,తాత్కాలిక
तात्पुरती यादी,తాత్కాలిక జాబితా
प्रोव्हिसो,ప్రొవిసో
निकटता,సామీప్యం
प्रॉक्सी,ప్రాక్సీ
सार्वजनिक,ప్రజా
प्रकाशन,ప్రచురణ
सार्वजनिक कर्तव्य,పబ్లిక్ డ్యూటీ
जनहित खटला,ప్రజా ప్రయోజన వ్యాజ్యం
प्रसिद्धी,పబ్లిసిటీ
प्रकाशित,ప్రచురించండి
वक्तृत्व,ఆలస్యము కానట్టి
शिक्षा,శిక్ష
खरेदी,కొనుగోలు
पूर्णपणे तात्पुरते,పూర్తిగా తాత్కాలిక
हेतू,ప్రయోజనం
पाठपुरावा,వెంబడించండి
उद्योगधंदा,ముసుగు
कार्यक्षेत्र,పరిధి
वर ठेवले,ఉంచండి
पुट-अप स्लिप,పుట్-అప్ స్లిప్
पात्रता,అర్హత
पात्र उमेदवार,అర్హత కలిగిన అభ్యర్థి
पात्र,అర్హత
पात्रता परीक्षा,అర్హత పరీక్ష
पात्रता चाचणी,క్వాలిఫైయింగ్ టెస్ట్
गुणात्मक तंत्रे,గుణాత్మక పద్ధతులు
गुणवत्ता,నాణ్యత
गुणवत्ता नियंत्रण,నాణ్యత నియంత్రణ
प्रमाण,పరిమాణం
अलग ठेवणे रजा,దిగ్బంధం సెలవు
तिमाही,త్రైమాసికంలో
खंडणी,క్వాష్
अर्ध,పాక్షం
अर्ध-परिमाण,పాక్షిక-శాశ్వత
क्वेरी,ప్రశ్న
प्रश्न,ప్రశ్న
शंकास्पद,ప్రశ్నార్థకం
प्रश्न तास,ప్రశ్న గంట
प्रश्नावली,ప్రశ్నాపత్రం
सोडा,నిష్క్రమించండి
कोरम,కోరం
कोटा,కోటా
कोटेशन,కొటేషన్
कोट,కోట్
शर्यत,జాతి
वांशिक भेदभाव,జాతి వివక్ష
रॅक,రాక్
छापा,దాడి
रेल्वे,రైల్వే
वाढवा,పెంచండి
यादृच्छिक,యాదృచ్ఛికంగా
यादृच्छिक नमुना,యాదృచ్ఛిక నమూనా
श्रेणी,పరిధి
श्रेणी,ర్యాంక్
रँक आणि फाईल,శ్రేణీకరించు మరియు దాఖలుచేయు
रँकिंग,ర్యాంకింగ్
वेगवान कृती शक्ती,రాపిడ్ యాక్షన్ ఫోర్స్
दुर्मिळ,అరుదైన
पुरळ,దద్దుర్లు
रेट करण्यायोग्य मूल्य,రేట్ విలువ
दर,రేటు
दर करार,రేటు ఒప్పందం
दर यादी,రేటు జాబితా
मंजुरी,ధృవీకరణ
रेटिंग,రేటింగ్
गुणोत्तर,నిష్పత్తి
रेशन,రేషన్
तर्कसंगत,హేతుబద్ధమైన
तर्कसंगतता,హేతుబద్ధీకరణ
रेशन भत्ता,రేషన్ భత్యం
कच्चा माल,ముడి సరుకు
कच्चे उत्पादन,ముడి ఉత్పత్తి
प्रतिक्रिया,స్పందన
वाचन,పఠనం
समायोजित करा,రీజస్ట్
तयार योजना,రెడీమేడ్ ప్లాన్
रेडी रीकॉनर,రెడీ లెక్కింపు
वास्तविक,నిజమైన
वास्तविक कमाई,నిజమైన సంపాదన
रिअल इस्टेट,రియల్ ఎస్టేట్
वास्तविकता,వాస్తవికత
प्राप्ती,సాక్షాత్కారం
लक्षात घ्या,గ్రహించండి
पुनर्बांधणी,తిరిగి నియామకం
पुनर्बांधणी,తిరిగి స్వాధీనం
कारण,కారణం
पुनर्मूल्यांकन,పున ass పరిశీలన
सूट,రిబేటు
आठवते,గుర్తుకు తెచ్చుకోండి
कमी करा,తగ్గుతుంది
पावती,రసీదు
पावती पुस्तक,రసీదు పుస్తకం
पावती आणि वितरण,రశీదులు మరియు పంపిణీ
प्राप्त करा,స్వీకరించండి
प्राप्तकर्ता,రిసీవర్
अलीकडील,ఇటీవలి
रिसेप्शन,రిసెప్షన్
ग्रहणक्षम,గ్రహణ
सुट्टी,విరామ కాలము
प्राप्तकर्ता,గ్రహీత
परस्पर,పరస్పరం
परस्पर मागणी,పరస్పర డిమాండ్
परतावा,పరస్పర
परस्परसंवाद,పరస్పరం
बेपर्वा,నిర్లక్ష్యంగా
गणना,కోలు
नोंदणीयोग्य सेवा,లెక్కించదగిన సేవ
पुनर्प्राप्ती,పునరుద్ధరణ
ओळख,గుర్తింపు
ओळखले,గుర్తించబడింది
आठवते,గుర్తుకు తెచ్చుకోండి
शिफारस करा,సిఫార్సు చేయండి
शिफारस,సిఫార్సు
शिफारस पत्र,సిఫార్సు లేఖ
समेट,సయోధ్య
सलोखा,సయోధ్య
पुनर्विचार,పున ons పరిశీలన
पुनर्रचना,పునర్నిర్మాణం
पुनर्रचना,పునర్నిర్మాణం
फाईलची पुनर्रचना,ఫైల్ యొక్క పునర్నిర్మాణం
विक्रम,రికార్డ్
रेकॉर्ड बुक,రికార్డ్ బుక్
सेवेची नोंद,సేవా రికార్డు
सहकार्य,సహాయం
पुनर्प्राप्त,కోలుకోండి
पुनर्प्राप्ती,రికవరీ
करमणूक,వినోదం
भरती,నియామకం
भरती प्राधिकरण,నియామక అధికారం
भरती,నియామక
भरती नियम,నియామక నియమాలు
दुरुस्ती,సరిదిద్దడం
आवर्ती,పునరావృత
सोडवा,రీడీమ్
विमोचन,విముక్తి
पुनर्निर्देशित,మళ్ళించబడింది
निराकरण करा,పరిష్కారం
निवारण,RedRessal
लाल-टॅपिझम,ఎరుపు-టాపిజం
कपात,తగ్గింపు
निरर्थक,అనవసరమై
पुन्हा रोजगार,తిరిగి ఉపాధి
पुन्हा प्रवेश,రీ-ఎంట్రీ
संदर्भ,చూడండి
संदर्भ,సూచన
रेफरल,రెఫరల్
वेतन पुनर्स्थापना,పే యొక్క రీఫిక్సేషన్
सुधारणा,సంస్కరణ
पासून टाळा,కల్పించుకోకుండా
रीफ्रेशमेंट,రిఫ్రెష్మెంట్
परतावा,వాపసు
परत करण्यायोग्य,తిరిగి చెల్లించదగినది
नकार,తిరస్కరణ
नकार द्या,తిరస్కరించండి
रजा नाकारली,సెలవు నిరాకరించారు
खंडन,తిరస్కరణ
संदर्भ,గురించి
प्रदेश,ప్రాంతం
प्रादेशिक,ప్రాంతీయ
नोंदणी करा,రిజిస్టర్
नोंदणीकृत,నమోదు చేయబడింది
नोंदणीकृत कार्यालय,రిజిస్టర్డ్ ఆఫీస్
नोंदणी प्राधिकरण,అధికారాన్ని నమోదు చేస్తుంది
नोंदणी शुल्क,రిజిస్ట్రేషన్ ఫీజు
नोंदणी पत्रक,సభ్యత్వ నమోదుపత్రం
नोंदणी,రిజిస్ట్రీ
खंत,చింతిస్తున్నాము
पुन्हा एकत्र येत आहे,తిరిగి సమూహపరచడం
नियमित,రెగ్యులర్
नियमित केडर,రెగ్యులర్ కేడర్
नियमित करणे,రెగ్యులరైజేషన్
नियमित सेवा,సాధారణ సేవ
नियम,నిబంధనలు
पुनर्वसन,పునరావాసం
तालीम,రిహార్సల్
परतफेड,రీయింబర్స్
पुन्हा स्थापित करा,పున in స్థాపన
पुनरुच्चार करा,పునరుద్ఘాటించిన
नाकारणे,తిరస్కరించండి
नकार,తిరస్కరణ
पुन्हा जॉइंडर,Reahinder
संबंध,సంబంధం
नातेवाईक,సాపేక్ష
सापेक्ष मूल्यांकन,సాపేక్ష మదింపు
विश्रांती,విశ్రాంతి
नियम विश्रांती,నియమాల సడలింపు
सोडणे,విడుదల
प्रकाशन तारीख,విడుదల తారీఖు
संबंधित,సంబంధిత
संबंधित कागदपत्रे,సంబంధిత పత్రాలు
विश्वसनीय,నమ్మదగినది
मदत,ఉపశమనం
मदत आणि पुनर्वसन,ఉపశమనం మరియు పునరావాసం
मदत यादी,ఉపశమన జాబితా
मदत कामे,ఉపశమన రచనలు
आराम करा,ఉపశమనం
रिलीव्हर,రిలీవర్
सोडणे,విడిచిపెట్టడం
शुल्क सोडणे,ఛార్జ్ యొక్క వదులు
स्थानांतरण,పున oc స్థాపన
अनिच्छा,అయిష్టత
टिप्पणी,వ్యాఖ్య
टीका स्तंभ,వ్యాఖ్యల కాలమ్
उपाययोजना,నివారణా చర్యలు
उपचारात्मक उपाय,పరిష్కార చర్యలు
उपचारात्मक हस्तांतरण,పరిష్కార బదిలీ
स्मरणपत्र,రిమైండర్
माफी,ఉపశమనం
पाठवा,రిమిట్
पैसे,రెమిటీ
पाठिंबा,చెల్లింపులు
दूरस्थ,రిమోట్
रिमोट कंट्रोल,రిమోట్ కంట్రోల్
काढणे,తొలగింపు
मानधन,పారితోషికం
प्रस्तुत करा,రెండర్
नूतनीकरण,పునరుద్ధరణ
मागणीचे नूतनीकरण,డిమాండ్ పునరుద్ధరణ
निर्विवाद,త్యజించండి
नूतनीकरण,పునరుద్ధరణ
भाडे,అద్దె
भाड्याने जागा,అద్దె స్థలం
पुन्हा उघडणे,తిరిగి తెరవడం
पुनर्रचना,పునర్వ్యవస్థీకరణ
पुनर्रचना,పున or స్థాపన
दुरुस्त करण्यायोग्य,మరమ్మతు
