Odiya,Malayalam
ସଞ୍ଜିନୀ ସଂଗ୍ରହ |,സഞ്ജിനി ശേഖരം
ଜେନୋମିକ୍ସ,ജനിതകശാസ്ത്രം
ଜେନୋଟାଇପ୍,ജനിതകരൂപം
1. ଜିନ୍ ଗଠନ 2. ଜିନ୍ ପ୍ରକାର |,1. ജീൻ ഘടന 2. ജീൻ തരം
ଲିନେଜ୍ |,വംശാവലി
ବଂଶ 2. ବଂଶ,1. ജനുസ്സ് 2. വംശം
1. ଜର୍ମ 2. ଜର୍ମ,1. ബീജം 2. ബീജം
ଜୀବାଣୁ,അണുനാശിനി
ଅଙ୍କୁର,മുളപ്പിക്കൽ
1. ଜର୍ମପ୍ଲାସ୍ 2. ଜର୍ମପ୍ଲାସ୍ |,1. ജെർംപ്ലാസ്ം 2. ജെർംപ്ലാസം
ଗିବରେଲିକ୍ ଏସିଡ୍ |,ഗിബ്ബെറലിക് ആസിഡ്
ସଂଗ୍ରହ,പെറുക്കുക
ତୁଷ,തുഷ്
1. ଗ୍ଲୁଟେନ୍ 2. ଗ୍ଲୁଟନ୍ |,1. ഗ്ലൂറ്റൻ 2. ഗ്ലൂട്ടണി
ଗ୍ଲାଇକୋଲିସିସ୍,ഗ്ലൈക്കോളിസിസ്
ଭଲ,കൊള്ളാം
ସୁବର୍ଣ୍ଣ ବିପ୍ଳବ |,സുവർണ്ണ വിപ്ലവം
1. ବର୍ଗୀକରଣ 2. ବର୍ଗୀକରଣ 3. ସ୍ତରକରଣ,1. വർഗ്ഗീകരണം 2. വർഗ്ഗീകരണം 3. വർഗ്ഗീകരണം
1. ଗ୍ରାଫ୍ଟେଡ୍ ପ୍ଲାଣ୍ଟ 2. ପେନୁମ୍ବ୍ରାଲ୍ ପ୍ଲାଣ୍ଟ |,1. ഒട്ടിച്ച ചെടി 2. പെൻബ്രൽ ചെടി
କଲମ ଅସଙ୍ଗତ |,പേന പൊരുത്തമില്ലാത്ത
ଗ୍ରାନା,ഗ്രാന
ଗ୍ରାନ୍ୟୁଲେସନ୍,ഗ്രാനുലേഷൻ
ସବୁଜ ଖତ,പച്ചിലവളം
ସବୁଜ ବିପ୍ଳବ |,ഹരിത വിപ്ലവം
ଅଭିବୃଦ୍ଧି ଏବଂ ବିକାଶ,വളർച്ചയും വികസനവും
1. ଗୁଣ୍ଡ ରୋଗ,1. മോണരോഗം
ହେଟେରୋଜକ୍ସୁଆଲ୍ |,ഭിന്നലിംഗക്കാരൻ
1. ପ୍ରକୃତି 2. ପ୍ରକୃତି 3. ରୂପଗୁନା 4. ଦୃଶ୍ୟ |,1. പ്രകൃതി 2. പ്രകൃതി 3. രൂപഗുണ 4. ഭാവം
1. ଓଲା 2. କରକାପତ୍ 3. କର୍କା |,1. ഓല 2. കർക്കപ്പട്ട് 3. കർക്ക
ରୋମିଲୱାଚ୍ |,റോമിൽ വാച്ച്
ସାଲାଇନ୍ ସିଷ୍ଟ୍ |,സലൈൻ സിസ്റ്റ്
harrow,ഹാരോ
1. ଅମଳ ସୂଚକାଙ୍କ 2. ଅମଳ ସୂଚକାଙ୍କ |,1. വിളവെടുപ്പ് സൂചിക 2. വിളവെടുപ്പ് സൂചിക
1. ଅମଳ 2. ଅମଳ ହୋଇଥିବା ଫସଲ 3. ସମାପ୍ତ ଫସଲ 4. ଅମଳ |,1. വിളവെടുപ്പ് 2. വിളവെടുത്ത വിള 3. പൂർത്തിയായ വിള 4. വിളവ്
1. କାଟିବା 2. ଅମଳ 3. ଅମଳ କରିବା |,1. പറിക്കൽ 2. വിളവെടുപ്പ് 3. പറിക്കൽ
1. ଅଣ୍ଡା ଦେବା 2. ଅଣ୍ଡା ବଳ |,1. മുട്ടയിടൽ 2. മുട്ട ശക്തി
ଶୁଖିଲା ଘାସ |,ഉണങ്ങിയ പുല്ല്
ଶୁଖିଲା ଫିଡ୍ |,ഉണങ്ങിയ തീറ്റ
ganji,ഗഞ്ചി
କୁହୁଡି,മൂടൽമഞ്ഞ്
ଦୁର୍ବଳ,മൂടൽമഞ്ഞ്
1. ବାଲି 2. ସୀତା 3. ମୁଣ୍ଡକ 4. ଶୀର୍ଷ 5. ମୁଣ୍ଡ 6. ସିରା |,1. ബാലി 2. സിത്ത 3. മുണ്ടക് 4. ടോപ്പ് 5. തല 6. സിറ
ଗଭୀରର ଶେଷ,തോടിന്റെ അവസാനം
ଉପର ଛେଦନ,മുകളിൽ അരിവാൾകൊണ്ടു
ବାଡ଼,വേലി
ହେପାଜତ,കസ്റ്റഡി
କୁଣ୍ଡାଲିନି |,കുണ്ഡലിനി
ହେମାଟାଇଟ୍ |,ഹെമറ്റൈറ്റ്
1. b ଷଧ 2. b ଷଧ |,1. സസ്യം 2. സസ്യം
1. ବଟାନିକାଲ୍ କଲେକ୍ସନ୍ 2. ବଟାନିକାଲ୍ ସଂଗ୍ରହାଳୟ |,1.ബൊട്ടാണിക്കൽ ശേഖരം 2.ബൊട്ടാണിക്കൽ മ്യൂസിയം
b ଷଧୀୟ,കളനാശിനി
ବଂଶାନୁକ୍ରମିକ,പാരമ്പര്യം
ବଂଶାନୁକ୍ରମିକ,പാരമ്പര്യം
ସମଲିଙ୍ଗୀ,ബൈസെക്ഷ്വൽ
ହେଟେରୋକ୍ରୋମାଟିକ୍ |,ഹെറ്ററോക്രോമാറ്റിക്
ହେଟେରୋଫର୍ଟିଲାଇଜେସନ୍ |,heterofertilization
1. ହାଇବ୍ରିଡୋଜ 2. ହେଟେରୋସିସ୍ |,1. ഹൈബ്രിഡോസ് 2. ഹെറ്ററോസിസ്
ସେକ୍ସକ୍ରୋମୋଜୋମ୍ |,സെക്സ്ക്രോമസോമുകൾ
ପୋଷଣ,വളർത്തി
ଷୋଡେସିମାଲ୍ |,ഹെക്സാഡെസിമൽ
ଶୀତଳତା,തണുത്ത സുഷുപ്തി
ଉଚ୍ଚ ସାନ୍ଦ୍ରତା ବୃକ୍ଷ ରୋପଣ |,ഉയർന്ന സാന്ദ്രത നടീൽ
1. ପିଣ୍ଡଲକ୍ 2. ପାହାଡ (ଧାନ),1. പിൻഡ്ലക്ക് 2. കുന്ന് (നെല്ല്)
ହିଷ୍ଟୋଗ୍ରାମ୍ |,ഹിസ്റ്റോഗ്രാം
ଉଚ୍ଚ ବ tech ଷୟିକ ଉଦ୍ୟାନ କୃଷି |,ഹൈടെക് ഹോർട്ടികൾച്ചർ
1.curd 2. hive,1.തൈര് 2. കൂട്
1. ତୃଣକ 2. ତୃଣକ,1. കളനിയന്ത്രണം 2. കളനിയന്ത്രണം
ଧରିବା,പിടിക്കുന്നു
ଘରୋଇ ଚାଷ,സ്വകാര്യ ഫാം
ହୋମିଓଷ୍ଟାସିସ୍ |,ഹോമിയോസ്റ്റാസിസ്
ମାତୃଭୂମି,മാതൃഭൂമി
ଏକତା,ഏകതാനത
1. ସମଲିଙ୍ଗୀ 2. ସମଲିଙ୍ଗୀ |,1. ഏകതാനമായ 2. ഏകതാനമായ
ସହାନୁଭୂତି,സഹതാപം
ସମଲିଙ୍ଗୀ,ഹോമോസൈഗസ്
1. ଖୁରଲିକା 2. ଖାଦ୍ୟ ପାତ୍ର 3. ହାପର୍ |,1. ഖുറിക്ക 2. ഭക്ഷണ പാത്രം 3. ഹാപ്പർ
1. ସ୍ତର 2. ରାଶି,1. പാളി 2. ചക്രവാളം
ଉଦ୍ୟାନ କୃଷି ଫସଲ |,ഹോർട്ടികൾച്ചറൽ വിളകൾ
1. ଉଦ୍ୟାନ କୃଷି 2. ଉଦ୍ୟାନ କୃଷି 3. ଉଦ୍ୟାନ କୃଷି 4. ଉଦ୍ୟାନ କୃଷି,1. ഹോർട്ടികൾച്ചർ 2. ഹോർട്ടികൾച്ചർ 3. ഹോർട്ടികൾച്ചർ 4. ഹോർട്ടികൾച്ചർ
