English,Assamese
general register,সাধাৰণ পঞ্জীয়ন
generalization,সাধাৰণীকৰণ
generalization,সাধাৰণীকৰণ
general-purpose language,বহল বস্তু ভাষা
general-purpose operating sysem,বহল উদ্দেশ্যৰ অপাৰেচন চিষ্টেম
general-purpose regisgter,বিস্তৃত উদ্দেশ্য পঞ্জীয়ন
generated error,ত্ৰুটি সৃষ্টি কৰা হৈছে
generating function,প্ৰজনন কাৰ্য্য
generic class,ক্লাছ জেনেৰেল
generic function,ক্লাছ ফাংচন
generic name,সাধাৰণ শ্ৰেণীৰ নাম
gigo,gigo
global,"১.ইউনিভাৰ্চেল, ২.গ্লোবেল"
global code,ইউনিভাৰ্চেল কোড
global lock,ইউনিভাৰ্চেল লক
global network,"1. ইউনিভাৰ্চেল নেটৱৰ্ক, 2. ইউনিভাৰ্চেল নেটৱৰ্ক"
global network,ইউনিভাৰ্চেল নেটৱৰ্ক
global user,"1. বিশ্ব ব্যৱহাৰকাৰী, 2. ৰাজহুৱা ব্যৱহাৰকাৰী, 3. সাৰ্বজনীন ব্যৱহাৰকাৰী"
global variable,গোলকীয় চলকসমূহ
globalisation,"১.গোলকীকৰণ, ২.গোলকীকৰণ"
gopher,Gopher (এটা নেটৱাৰ্কত এটা প্ৰটোকল)
gopher client,gopher ৰিচেপ্টৰ
gopher server,"1. gopher চাৰ্ভাৰ, 2. gopher চাৰ্ভাৰ"
gopher site,gopher চাইট
gopher space,gopher স্থান
graceful degradation,আকৰ্ষণীয় অৱক্ষয়
grammar checker,ব্যাকৰণ পৰিৱৰ্তক
grammar graceful exit,ব্যাকৰণ hottie বহিৰ্মুখীতা
grand total,"1.মুঠ মুঠ, 2.মহান মুঠ, 3.মুঠ মুঠ"
graph,"১.গ্ৰাফ, ২.গ্ৰাফ"
graph plotting,"১.গ্ৰাফ সংকেত, ২.গ্ৰাফ সংকেত"
graphic character,"১.গ্ৰাফিক আখৰ, ২.গ্ৰাফিক আখৰ"
graphic controller,"১.গ্ৰাফিক নিয়ন্ত্ৰক, ২.গ্ৰাফিক নিয়ন্ত্ৰক"
graphic data structure,"1. চিত্ৰাঙ্কিত তথ্যৰ গঠন, 2. চিত্ৰাংকিত তথ্যৰ গঠন"
graphic display program,"1. গ্ৰাফিক প্ৰদৰ্শন প্ৰগ্ৰেম, 2. গ্ৰাফিক প্ৰদৰ্শন প্ৰগ্ৰেম"
graphic display resolution,"1.গ্ৰাফিক প্ৰদৰ্শন ৰিজ&#39;লিউচন, 2.গ্ৰাফিক প্ৰদৰ্শন"
graphic language,"১.গ্ৰাফিক ভাষা, ২.গ্ৰাফিক ভাষা"
graphic language,"১.গ্ৰাফিক ভাষা, ২.গ্ৰাফিক ভাষা"
graphic panel,"১.গ্ৰাফিক প্লেট, ২.গ্ৰাফিক প্লেট"
graphical animation,"1.গ্ৰাফিক এনিমেচন, 2.গ্ৰাফিক এনিমেচন"
graphical interface format (GIF),গ্ৰাফিক স্থানান্তৰ বিন্যাস (GIF)
graphical user interface (GUI),"1.গ্ৰাফিক ব্যৱহাৰকাৰী আন্তঃপৃষ্ঠ (GUI), 2.গ্ৰাফিক ব্যৱহাৰকাৰী আন্তঃপৃষ্ঠ"
graphics,"১.গ্ৰাফিক্স, ২.গ্ৰাফিক্স"
graphics application,"১.গ্ৰাফিক্স প্ৰয়োগ, ২.গ্ৰাফিক প্ৰয়োগ"
graphics cursor,"1.গ্ৰাফিক্স কাৰ্চাৰ, 2.গ্ৰাফিক কাৰ্চাৰ"
graphics mode,"1.গ্ৰাফিক্স মোড, 2.গ্ৰাফিক মোড"
graphics package,"1.গ্ৰাফিক্স পেকেজ, 2.গ্ৰাফিক্স পেকেজ"
graphics software,"1.গ্ৰাফিক্স চফ্টৱেৰ, 2.গ্ৰাফিক্স চফ্টৱেৰ"
graphics software,"1.গ্ৰাফিক্স চফ্টৱেৰ, 2.গ্ৰাফিক্স চফ্টৱেৰ"
graphics software package,"1.গ্ৰাফিক্স চফ্টৱেৰ পেকেজ, 2.গ্ৰাফিক চফ্টৱেৰ পেকেজ"
gray scale,ধূসৰ স্কেল
greedy method,"১/ লোভী পদ্ধতি, ২/ লোভী পদ্ধতি"
grep,আঙুৰ
grid,গ্ৰিড
grid chart,গ্ৰীড চাৰ্ট
grid computing,গ্ৰীড গণনা
grid modulation,গ্ৰীড মডুলেচন
ground wave,মাটিৰ তৰংগ
group,গোট
group address,গোটৰ ঠিকনা
group code,গ্ৰুপ ক&#39;ড
group communication,গোটৰ যোগাযোগ
group communication,গোটৰ যোগাযোগ
group identification,"১.গোট পৰিচয়, ২.গোট পৰিচয়"
group name,গোটৰ নাম
groupware,গ্ৰুপৱেৰ
growth,বৃদ্ধি
guard,"১.ৰক্ষক, ২.ৰক্ষক"
guided media,নিৰ্দেশিত মাধ্যম
gunzip,গুনজিপ
hack,ডিকোড কৰক
hacker,ডিকোডাৰ
hacker's dictionary,ডিকোডাৰ অভিধান
half adder,হাফ এডাৰ
half bridge,আধা দলং
half duplex,হাফ ডুপ্লেক্স
half duplex line,হাফ ডুপ্লেক্স লাইন
half duplex mode,হাফ ডুপ্লেক্স মোড
half intensity,আধা তীব্ৰতা
half router,ছেমি ৰাউটাৰ
half subtracter,অৰ্ধ-বিভাগীয়
half toning,হাফ ইমেজ
half word,আধা শব্দ
hamiltonious cycle,হেমিল্টনিয়ান চক্ৰ
hamming code,হামিং কোড
hand,হাত
hand copy,ছপা কপি
handle,হেণ্ডলিং
handling,হেণ্ডলিং
hang,নিলম্বন
happy net,সুখদায়ক ফান্দ
hard copy device,হাৰ্ড কপি ডিভাইচ
hard disk,"1.হাৰ্ড ডিস্ক, 2.অনমনীয় ডিস্ক"
hard disk crash,অনমনীয় ডিস্কৰ পতন
hard error,কঠিন ভুল
hardware flow control,হাৰ্ডৱেৰ প্ৰবাহ নিয়ন্ত্ৰণ
harmonic,"১.হাৰমনিক, ২.হাৰমনিক"
harmonic mean,"1.হাৰমনিক গড়, 2. হাৰমনিক গড়"
hash,হেকিং
hash diagram,হেকিং ডায়াগ্ৰাম
hash table,চিমিং টেবুল
hashing technique,হেকিং কৌশল
header,"1.হেডাৰ, 2.প্ৰৱেশ"
heap,"1.ষ্টেক, 2.ষ্টেক"
heap sort,গণ সজাই পৰাই তোলা
help,সাহায্য
help screen,সহায় পৰ্দা
helpnet,"1.সহায় নেটৱাৰ্ক, 2.সহায় নেটৱাৰ্ক"
hertz,হাৰ্টজ (কম্পাঙ্ক/কম্পাঙ্কৰ একক)
heuristic,স্বতস্ফূৰ্ত
heuristic method,অভিজ্ঞতাভিত্তিক পদ্ধতি
hexadecimal numbers,ষড়দশমিক সংখ্যা
hidden line,পৰোক্ষ ৰেখা
hierarchical data base,স্তৰভিত্তিক তথ্য সংৰক্ষণ
hierarchical file system,স্তৰভিত্তিক ফাইল ব্যৱসায়
hierarchical topography,স্তৰভিত্তিক ৰূপৰেখা
high level language,উচ্চ পৰ্যায়ৰ ভাষা
high memory area,উচ্চ স্মৃতিশক্তি এলেকা
high performance,উচ্চ পৰিৱেশন
hit,"১.অধিগ্ৰহণ, ২.হিট, ৩.চান্স"
hit rate,হিট হাৰ
hit ratio,হিট ৰেচিঅ&#39;
hole,"১. ফুটা, ব্যৱধান ২. ফুটা"
home directory,হোম ডাইৰেকটৰী
home page,হোম পেজ
homogeneous coordinate,সমজাতীয় স্থানাংক
hop,জঁপিওৱা
hop count,হপ কাউন্ট (নেট ৱৰ্কৰ ক্ষেত্ৰত)
horn,শিঙ
host computer,ফিডাৰ কম্পিউটাৰ
host computer,ফিডাৰ কম্পিউটাৰ
host language,ফিডাৰ ভাষা
hot key,"1.এক্টিভ কী, 2.হট কী"
hyper text markup language (HTML),হাইপাৰ টেক্সট মাৰ্কড লেংগুৱেজ (HTML)
hypothesis,অনুমান
I pod,i pod
I/O buffer,ইনপুট/আউটপুট বাফাৰ
I/O port,"1.ইনপুট/আউটপুট গেটৱে, 2.I/O গেটৱে"
I/O unit,ইনপুট/আউটপুট ইউনিট
identifier,বক্তা
identity,"1. পৰিচয়, 2. পৰিচয়, 3. ব্যক্তিত্ব, 4. পৰিচয়"
image,প্ৰতিফলন
image sensor,প্ৰতিফলন সেন্সৰ
impact printer,ইমপেক্ট প্ৰিন্টাৰ
impedence,ইম্পিডেন্স
imperative programme language,নিৰ্দেশনামূলক প্ৰগ্ৰেম ভাষা
imperative statement,কমাণ্ড ষ্টেটমেন্ট
implicit address,অস্পষ্ট ঠিকনা
impossible event,অসম্ভৱ পৰিঘটনা
inactive node,নিষ্ক্ৰিয় ন&#39;ড
inconsistency,অসামঞ্জস্যতা
increment,বৃদ্ধি
index,পইণ্টাৰ
index data item,সূচক তথ্য বস্তু
index file,সূচী নথিপত্ৰ
index register,সূচী পঞ্জীয়ন
index sequential,পইণ্টাৰ ক্ৰমিক
indexed addressing,সূচীভুক্ত ঠিকনা
indexed language,সূচীভুক্ত ভাষা
indexed sequence file,সূচীভুক্ত ক্ৰম নথিপত্ৰ
indexed sequential sccess method (ISAM),সূচীভুক্ত ক্ৰমিক অভিগম পদ্ধতি (ISAM)
indirect addressing,পৰোক্ষ সম্বোধন
Informatics,information বিজ্ঞান
Information,জাননী
information bit,তথ্য বিট
information management,তথ্য ব্যৱস্থাপনা
information management system (IMS),তথ্য ব্যৱস্থাপনা ব্যৱস্থা (IMS)
information retrieval,তথ্য উদ্ধাৰ কৰা
information system,তথ্য ব্যৱস্থা
information technology (IT),তথ্য প্ৰযুক্তি (আই টি)
infrastructure management,আন্তঃগাঁথনি ব্যৱস্থাপনা
Inheritance,উত্তৰাধিকাৰ
inherited error,অন্তৰ্নিহিত ভুল
Initial,প্ৰাথমিক
initial address,আৰম্ভণি ঠিকনা
initial state,প্ৰাৰম্ভিক পৰ্যায়
Initialization,আৰম্ভণি
ink jet printer,ইংক জেট প্ৰিন্টাৰ
Innumerable,অসংখ্য
i-node table,শেষ ন&#39;ড টেবুল
inoperable time,অকাৰ্য্যকৰী সময়
input buffer register,বিনিয়োগ বাফাৰ ৰেজিষ্টাৰ
input output processor (I/O processor),ইনপুট আউটপুট প্ৰচেছৰ (I/O প্ৰচেছৰ)
input output register (I/O register),বিনিয়োগ ইছ্যু পঞ্জীয়ন (I/O পঞ্জীয়ন)
input output statement (I/O statement),বিনিয়োগৰ উৎপাদন বিবৃতি (I/O বিবৃতি)
input/output (I/O),বিনিয়োগ / ইছ্যু (I/O)
input/output buffer (I/O buffer),ইনপুট/আউটপুট বাফাৰ (I/O বাফাৰ)
input/output device (I/O device),ইনপুট/আউটপুট ডিভাইচ (I/O ডিভাইচ)
Insert,বিনিয়োগ
insertion sort,ইন্টাৰপলেচন সজাই পৰাই তোলা
installation time,সংস্থাপনৰ সময়
Instance,চিত্ৰণ
Instruction,নিৰ্দেশনা
instruction counter,নিৰ্দেশনা কাউণ্টাৰ
instruction cycle,নিৰ্দেশনা চক্ৰ
instruction set,নিৰ্দেশনা ছেট
integer programming,পূৰ্ণসংখ্যা প্ৰগ্ৰেমিং
integer variable,পূৰ্ণসংখ্যা চলক
integrated modem,সংহত মডেম
integrated services digital network (ISDN),সংহত সেৱাসমূহ ডিজিটেল নেটৱৰ্ক (ISDN)
Integrity,একতা
intelligent controller,acumen নিয়ন্ত্ৰক
intelligent terminal,চোকা টাৰ্মিনেল
inter block,শেষ ব্লক
inter block gap,আন্তঃ খণ্ডৰ ব্যৱধান
inter communication system,যোগাযোগ ব্যৱস্থা
Interaction,ভাৱ-বিনিময়
interactive graphics,পাৰস্পৰিক ক্ৰিয়াৰ গ্ৰাফ
interactive keyboard printer,"1.মিউচুৱেল কিবৰ্ড প্ৰিন্টাৰ, 2.মিউচুৱেল কিবৰ্ড প্ৰিন্টাৰ"
intercom service,পাৰস্পৰিক যোগাযোগ সেৱা
Interface,"1.আন্তঃপৃষ্ঠ, 2.আন্তঃপৃষ্ঠ"
Interleaving,"১/ ব্যাখ্যা, ২. ব্যাখ্যা"
intermediate buffer,মধ্যৱৰ্তী বাফাৰ
internal block,অভ্যন্তৰীণ অংশ
internal communication,আভ্যন্তৰীণ যোগাযোগ
internal fragmentation,আভ্যন্তৰীণ খণ্ডন
internal memory,আভ্যন্তৰীণ স্মৃতিশক্তি
internal sort,অভ্যন্তৰীণ সজাই পৰাই তোলা
internal timer,অভ্যন্তৰীণ ঘড়ী
international organization for standardization (ISO),আন্তৰ্জাতিক প্ৰামাণিককৰণ সংস্থা (ISO)
international technical support organization,আন্তঃৰাষ্ট্ৰীয় কাৰিকৰী সহায়ক প্ৰতিষ্ঠান
Internet,ইণ্টাৰনেট
internet engineering task force (IETF),ইণ্টাৰনেট ইঞ্জিনিয়াৰিং ৱৰ্কিং গ্ৰুপ (IETF)
internet explorer,ইন্টাৰনেট এক্সপ্ল&#39;ৰাৰ
internet hunt,ইণ্টাৰনেট অন্বেষণ
internet monthly report,ইণ্টাৰনেটৰ মাহেকীয়া প্ৰতিবেদন
internet packet exchange,ইণ্টাৰনেট পেকেট বিনিময়
internet protocol (IP),ইণ্টাৰনেট প্ৰট&#39;কল (IP)
internet protocol remove (IP),"1.ইণ্টাৰনেট মেনুৱেল, 2.ইণ্টাৰনেট প্ৰট&#39;কল"
internet relay chat (IRC),ইণ্টাৰনেট সম্প্ৰচাৰ সংলাপ (IRC)
internet service provider,ইণ্টাৰনেট সেৱা প্ৰদানকাৰী
internet services list,ইণ্টাৰনেট সেৱাৰ তালিকা
internet society,ইণ্টাৰনেট সমাজ
internet tools,"1. ইণ্টাৰনেট ডিভাইচ, 2. ডিভাইচ"
internet working,ইণ্টাৰনেট পৰিচালনা
internet working,ইণ্টাৰনেট পৰিচালনা
Interpolation,আন্তঃপ্ৰক্ষেপণ
Interpret,ব্যাখ্যা
Interpreter,"1. দোভাষী, 2. বৈষম্যকাৰী, 3. স্মৃতিশক্তিৰ স্থানান্তৰকাৰী"
interprocess communication,আন্তঃপ্ৰক্ৰিয়া যোগাযোগ
Interrupt,অন্তৰায়ক
interrupt handler,বাধা নিয়ন্ত্ৰক
interrupt mask,interrupt কভাৰ
interrupt signal,বাধা সংকেত
interrupt vector,interrupt ভেক্টৰ
Interruption,মাজতে বাধা দিয়া
Intersect,ছেক্সন
Intranet,"১.ইণ্টাৰনেট, ২.ইণ্টাৰনেট"
Invariant,অপৰিৱৰ্তনীয়
inventory master file,তথ্যৰ মূল ফাইল
inverse multiplexer,ইনভাৰ্ছ মাল্টিপ্লেক্সাৰ
inverse scanning,বিপৰীত স্কেনিং
inverted file,ওলোটা ফাইল
inverted list file,ওলোটা তালিকা নথিপত্ৰ
inverted page table,বিপৰীত পৃষ্ঠা টেবুল
Inverter,"১.বিনিময়কাৰী, ২.প্ৰতীক"
internet working,ইণ্টাৰনেট পৰিচালনা
Interpolation,আন্তঃপ্ৰক্ষেপণ
Interpret,ব্যাখ্যা
Interpreter,"১. দোভাষী, ২. বৈষম্যকাৰী, ৩. স্মৃতিশক্তিৰ স্থানান্তৰকাৰী"
interprocess communication,আন্তঃপ্ৰক্ৰিয়া যোগাযোগ
Interrupt,অন্তৰায়ক
interrupt handler,বাধা নিয়ন্ত্ৰক
interrupt mask,interrupt কভাৰ
interrupt signal,বাধা সংকেত
interrupt vector,interrupt ভেক্টৰ
Interruption,মাজতে বাধা দিয়া
Intersect,ছেক্সন
Intranet,"১.ইণ্টাৰনেট, ২.ইণ্টাৰনেট"
Invariant,অপৰিৱৰ্তনীয়
inventory master file,তথ্যৰ মূল ফাইল
inverse multiplexer,ইনভাৰ্ছ মাল্টিপ্লেক্সাৰ
inverse scanning,বিপৰীত স্কেনিং
inverted file,ওলোটা ফাইল
inverted list file,ওলোটা তালিকা নথিপত্ৰ
inverted page table,বিপৰীত পৃষ্ঠা টেবুল
Inverter,"১.বিনিময়কাৰী, ২.প্ৰতীক"
job management,কাৰ্য্য ব্যৱস্থাপনা
job oriented language,কাৰ্য্যমুখী ভাষা
job priority,কাৰ্য্যৰ অগ্ৰাধিকাৰ
job scheduling,চাকৰিৰ সময়সূচী
job sequencing,কাৰ্য্য ক্ৰমবিন্যাস
job table,কৰ্মসূচী
join (JOIN),সন্নিৱিষ্ট কৰা
joint photographic group (jpg),যৌথ ফটোগ্ৰাফী গোট (JPG)
Journal,আলোচনী
joy stick,জয় লাঠি
Judgement,"১.মূল্যায়ন কৰা, ২.সিদ্ধান্ত লোৱা"
Jump,জাপ মৰা
jump instruction,জাম্প নিৰ্দেশনা
Jumper,জাম্পাৰ
Junction,"১/ সংগম, ২. সন্ধি, ৩. যৌথ"
Junk,আৱৰ্জনা
Justification,ন্যায্যতা প্ৰদান কৰা
k bytes,কিলো বাইট
karnaugh map,কাৰ্নফ মানচিত্ৰ
karnaugh map,karnoff ছবি
KB (Kilo Byte),KB (কিলোগ্ৰাম বাইট)
Kernel,"১.অষ্টি, ২.কেৰ্ণেল, ৩.কৰ্ণেল"
kernel mode,আঠটা মোড
Kerning,অভ্যস্ততা
Key,চাবি
key board,কিবৰ্ড
key bounce,"1.কী বাউন্স, 2.কী প্ৰত্যাখ্যান"
key click,কি ক্লিক কৰক
key compression,কি সংকোচন
key disk,"1.কী ডিস্ক, 2.কী ডিস্ক"
key encryption,কী এনকোডিং
key field,মূল অঞ্চল
key file,"1.key ফাইল, 2.key ফাইল"
key frame,মূল গঠন
key management,কী ব্যৱস্থাপনা
key pad,কী পেড
key pad,কী পেড
key phrase,মূল বাক্যাংশ
key pulse,কী পালছ
key punch,কী পাঞ্চাৰ
key sorting,key সজাই পৰাই তোলা
key stroke,"1.কী ষ্ট্ৰ&#39;ক, 2.কী ষ্ট্ৰ&#39;ক, 3.কী চাপ"
key to address transformation,ঠিকনা স্থানান্তৰ কি&#39;
key to disk,"1. ডিস্ক কি&#39;, 2. ডিস্ক কি&#39;"
key to floppy,ফ্লপি কি&#39;
key to tape,টেপ কি&#39;
key word,মূল শব্দ
Kick,"১.কিক, ২.থাম্প"
Kill,কুটি
Kilobit,কিলো বিট
Knots,গাঁঠি
knowledge based information services,জ্ঞান ভিত্তিক তথ্য সেৱা
knowledge discovery,জ্ঞান অভিযান
knowledge discovery database (KDD),জ্ঞান অনুসন্ধান ডাটাবেছ
knowledge engineering,জ্ঞান অভিযান্ত্ৰিকী
knowledge management,জ্ঞান ব্যৱস্থাপনা
knowledge worker,জ্ঞান কৰ্মী
Lan adapter,lan এডাপ্টাৰ
Lan server,"1.LAN চাৰ্ভাৰ, 2.LAN চাৰ্ভাৰ"
LAN workplace,LAN কৰ্মস্থলী
Landscape,অনুভূমিক ছবি
Landscape,"1.অনুভূমিক ছবি, 2.লেণ্ডস্কেপ"
Language,ভাষা
language interpreter,ভাষা প্ৰশিক্ষক
language processor,ভাষা প্ৰচেছৰ
language translator,"1.ভাষা Transferr, 2.ভাষা অনুবাদক"
Laptop,লেপটপ
large scale integration (lsi),ব্যাপক সংহতি (LSI)
large scale integration (LSI),গণ সংহতি (LSI)
Laser,লেজাৰ
laser printer,লেজাৰ প্ৰিন্টাৰ
last in first out (LIFO),শেষৰ ইনপুট প্ৰথম সংখ্যা (LIFO)
Layer,কোট
Layout,"ব্লুপ্ৰিণ্ট, বিন্যাস"
Leaf,"১.পাত, ২.পাত, ৩. চিঠি"
leaf node,পাতৰ ন&#39;ড
leaf site,পাতৰ দাগ
Lease,লীজ
leased channel,"1.লিজ চেনেল, 2.লিজ ব্যৱস্থা"
leased line,"১.লাইন, ২.লিছ লাইন"
least significant bit (lsb),নূন্যতম অৰ্থপূৰ্ণ বিট shell.sb)
least significant digit,কম উল্লেখযোগ্য নম্বৰ
legacy system,"1. উত্তৰাধিকাৰী ব্যৱস্থা, 2. উত্তৰাধিকাৰী ব্যৱস্থা"
Lemma ,"১.লেমা, ২.উপাপাদ্য"
letter quality (LQ),চিঠিৰ মানদণ্ড (LQ)
Lexeme,শব্দাংশ
Lexicography,অভিধানবিজ্ঞান
Library,"১.আৰ্কাইভ, ২.লাইব্ৰেৰী"
library program,"১.লাইব্ৰেৰী প্ৰগ্ৰেম, ২.আৰ্কাইভ প্ৰগ্ৰেমিং"
library sub-routine,লাইব্ৰেৰী ডাইৰেকটৰী
licence agrement,"১/ অনুজ্ঞাপত্ৰ চুক্তি, ২/ অনুজ্ঞাপত্ৰ চুক্তি"
light emitter diode (LED),লাইট ইমিটিং ডাইঅ&#39;ড (LEDs)
light gun,লাইট বন্দুক
light pen,লাইট পেন
line adapter,ৰৈখিক এডাপ্টাৰ
line editing,শাৰী সম্পাদনা
line printer,"1.লাইন প্ৰিন্টাৰ, 2.লাইন প্ৰিন্টাৰ"
Linear,"১.ৰৈখিক, ২.ৰৈখিক"
lines per minute (LPM),প্ৰতি মিনিটত লাইন (LPM)
Link,"1. লিংক, লিংক, 2. শৃংখল, 3. বান্ধোন"
linked list,শৃংখলাবদ্ধ তালিকা
LINUX,লিনাক্স
liquid crystal display (LCD),"1.লিকুইড স্ফটিক প্ৰদৰ্শন, 2.তৰল স্ফটিক প্ৰদৰ্শন (এলচিডি)"
list processing,তালিকা প্ৰক্ৰিয়াকৰণ
Literal,"১.চিঠি, ২.আক্ষৰিক"
Live,"1. সক্ৰিয়, 2. জীৱিত, 3. বৈদ্যুতিক, 4. গতিশীল"
live node,জীৱন্ত গাঁঠি
Load,"1.লোড, 2.লোড"
load module,"1.লোড মডিউল, 2.লোড মডুলেটৰ"
Local,"১.স্থানীয়, ২.স্থানীয়"
local access,স্থানীয় প্ৰৱেশ
local area network (Lan),স্থানীয় এলেকা নেটৱাৰ্ক (LAN)
local definition,স্থানীয় স্পষ্টতা
local exchange,"1. স্থানীয় নেটৱৰ্ক, 2. স্থানীয় কেন্দ্ৰ 3. স্থানীয় বিনিময়"
local memory,স্থানীয় স্মৃতিশক্তি
local mode,স্থানীয় ধৰণ
local variable,স্থানীয় চলক
Lock,"লুপ, লক"
locked file,লুপ ফাইল
log in=log on,অধিবেশন আৰম্ভ
log off-log out,term end
Logging,লেখক
logic analyser,যুক্তি বিশ্লেষক
logic bomb,লজিক বোমা
logic card,লজিক কাৰ্ড
logic chart (flow chart),লজিক চাৰ্ট (ফ্ল&#39;চাৰ্ট)
logic circuit,লজিক বৰ্তনী
logic design,লজিক ডিজাইন
logic diagram,লজিক ডায়েগ্ৰাম
logic flow chart,লজিকেল ফ্ল&#39;চাৰ্ট
logic function,লজিক ফাংচন
logic gate,লজিক গেট
logic programming,"1. লজিক প্ৰগ্ৰেমিং, 2. লজিক প্ৰগ্ৰেমিং"
logic shift,লজিক বিচ্যুতি
logic state,লজিক অৱস্থা
logic switch,লজিক চুইচ
logic unit,লজিক ইউনিট
Logical,যুক্তিসংগত
logical connection,যুক্তিসংগত সংযোগ
logical data structure,লজিকেল ডাটা গঠন
logical diagram,লজিকেল ডায়েগ্ৰাম
logical expression,লজিকেল এক্সপ্ৰেচন
logical flow chart (flow chart),লজিকেল ফ্ল&#39;চাৰ্ট
logical IF,লজিকেল IF (লজিকেল যদি)
logical operation,যুক্তিসংগত কাৰ্য্য
logical operator,যুক্তিসংগত অপাৰেটৰ
logical relation,যুক্তিসংগত সংযোগ
logical scheme,যুক্তিসংগত পৰিকল্পনা
logical symbol,"1. যুক্তিবাদী চৰিত্ৰ, 2. যুক্তিসংগত চৰিত্ৰ"
logical type,যুক্তিসংগত আৰ্হি
logical value,লজিকেল মান
logical variable,লজিকেল ভেৰিয়েবল
look ahead carry,অভাৰভিউ লাভ কৰা হৈছে
look ahead set,পূৰ্বদৰ্শন ছেট
Look-up,পৰ্যবেক্ষণ
Loop,"১.লুপ, ২.লুপ"
loop control,লুপ নিয়ন্ত্ৰণ
loop initialization,লুপ আৰম্ভণি
loop modification,লুপৰ তাৰতম্য
loop network,"1.লুপ নেটৱৰ্ক, 2.লুপ নেটৱৰ্ক"
loop start,লুপ আৰম্ভণি
loop termination,লুপ-এণ্ডিং
loop-back test,কাউণ্টাৰ-লুপ পৰীক্ষা
loosely coupled,শিথিলভাৱে সংযুক্ত
lossless compression,ক্ষতিহীন সংকোচন
lossy compression,হাছে কম্প্ৰেছন
low byte,কম বাইট
low level language,নিম্নস্তৰৰ ভাষা
low pass filter,লো পাছ ফিল্টাৰ
lower bound,"1.নিম্ন কণ্ডিচনেড, 2. তলত বান্ধি থোৱা আছে"
mac protocol (medium access control),"1.MAC প্ৰটোকল, 2.MAC নৈতিকতা (মধ্যমীয়া প্ৰৱেশ নিয়ন্ত্ৰণ)"
Machine,"১.যন্ত্ৰ, ২.যন্ত্ৰ"
machine address,মেচিনৰ ঠিকনা
machine code,"১.মেচিন ক’ড, ২.মেচিন ক’ড"
machine cycle,মেচিনৰ চকা
machine dependent language,যান্ত্ৰিক ভাষা
machine dependent software,যান্ত্ৰিক চফ্টৱেৰ
machine error,ডিভাইচৰ ভুল
machine idle time,মেচিনৰ অচল সময়
machine independent language,মেচিন ভাষা
machine instruction,হাতপুথি
machine intelligence,মেচিন চেন্স
machine language,"১.মেচিন লেংগুৱেজ, ২.মেচিন লেংগুৱেজ"
machine learning,মেচিন লাৰ্নিং
machine operation,মেচিন অপাৰেচন
machine oriented language,মেচিন ভাষা
machine run,মেচিনৰ পৰিৱেশন
machine simulation,মেচিন চিমুলেচন
machine spoiled time,মেচিন হাইজেকিং সময়
machine translation,মেচিন অনুবাদ
machine word,মেচিন শব্দ
macro (=macro instruction),মেক্ৰ&#39; নিৰ্দেশনা
macro argument,মেক্ৰ&#39; স্কেল
macro assembly program,গণ সমাবেশ কাৰ্যসূচী
macro call,স্থূল কল
macro code,"১.মেক্ৰ’ ক’ড, ২.মেক্ৰ’ ক’ড"
macro command,মেক্ৰ&#39; কমাণ্ড
macro declaration,মেক্ৰ&#39; ঘোষণা
macro definition,মেক্ৰ&#39; সংজ্ঞা
macro flow chart,মেক্ৰ&#39; ফ্ল&#39; চাৰ্ট
macro generator,মেক্ৰ&#39; জেনেৰেটৰ
macro instruction,মেক্ৰ&#39; নিৰ্দেশনা
macro language,স্থূল ভাষা
macro library,মেক্ৰ&#39; লাইব্ৰেৰী
macro parameter,মেক্ৰ&#39; প্ৰাচল
macro processing,মেক্ৰ&#39; প্ৰচেছিং
macro processor,"1.মেক্ৰ&#39; প্ৰচেছৰ, 2. মেক্ৰ&#39;প্ৰচেছৰ"
macro programming,মেক্ৰ&#39; প্ৰগ্ৰেমিং
macro prototype,স্থূল প্ৰট&#39;টাইপ
Macro-coding,"1.মেক্ৰ&#39; এনকোডিং, 2.মেক্ৰ&#39; ক&#39;ডিং"
magabyte (MB),মেগাবাইট (MB)
magic character,যাদুৰ চিহ্ন
magic number,যাদু সংখ্যা
magnetic bubble memory,চুম্বকীয় বুদবুদ স্মৃতিশক্তি
magnetic card,চুম্বকীয় কাৰ্ড
magnetic cell,"১.চুম্বকীয় কোষ, ২.চুম্বকীয় কোষ"
magnetic character,চুম্বকীয় চিহ্ন
magnetic core storage,চুম্বকীয় কোৰ সংৰক্ষণ
magnetic disk,"1.চুম্বকীয় ডিস্ক, 2. চুম্বকীয় ডিস্ক"
magnetic disk address,চুম্বকীয় ডিষ্কৰ ঠিকনা
magnetic disk memory,চুম্বকীয় ডিস্ক মেমৰি
magnetic drum,চুম্বকীয় ড্ৰাম
magnetic encoding,"1.চুম্বকীয় এনকোডিং, 2.চুম্বকীয় ক&#39;ডিং, 3.চুম্বকীয় ক&#39;ডিং"
magnetic head,চুম্বকীয় শীৰ্ষ
magnetic ink,চুম্বকীয় চিয়াঁহী
magnetic ink character recognition (MICR),চুম্বকীয় চিয়াঁহী আখৰ চিনাক্তকৰণ (MICR)
magnetic media,চুম্বকীয় মাধ্যম
magnetic reading,চুম্বকীয় পঢ়া
magnetic recording,চুম্বকীয় ৰেকৰ্ডিং
magnetic storage,চুম্বকীয় সংৰক্ষণ
