Assamese,Punjabi
পুনৰাবৃত্তিমূলক অখণ্ড,ਦੁਹਰਾਉਣ ਵਾਲਾ ਅਟੁੱਟ
পুনৰাবৃত্তিমূলক সন্নিৱিষ্ট,ਦੁਹਰਾਓ ਸੰਮਿਲਨ
পুনৰাবৃত্তি,ਦੁਹਰਾਓ
পুনৰাবৃত্তি সূত্ৰ,ਦੁਹਰਾਓ ਫਾਰਮੂਲਾ
পুনৰাবৃত্তিমূলক সংহতি সূত্ৰ,ਆਵਰਤੀ ਏਕੀਕਰਣ ਫਾਰਮੂਲਾ
পুনৰাবৃত্তিমূলক পদ্ধতি,ਆਵਰਤੀ ਪ੍ਰਕਿਰਿਆ
পুনৰাবৃত্তিমূলক পদ্ধতি,ਆਵਰਤੀ ਢੰਗ
jacobian,ਜੈਕੋਬੀਅਨ
জাকোবি সাৰনিক,ਜੈਕੋਬੀ ਸਰਨਿਕ
জেকবি মেট্ৰিক্স,ਜੈਕੋਬੀ ਮੈਟ੍ਰਿਕਸ
গোটৰ সংমিশ্ৰণ,ਸੈੱਟ ਦਾ ਸੁਮੇਲ
"সংযোগ, সংযোগ (ed.) সংযোগ (v.)",ਸੰਯੁਕਤ (v.) ਸੰਯੁਕਤ (v.)
সংযোগ ঘনত্বৰ কাৰ্য্য,ਸੰਯੁਕਤ ਘਣਤਾ ਫੰਕਸ਼ਨ
সংযুক্ত কম্পাঙ্ক কাৰ্য্য,ਸੰਯੁਕਤ ਬਾਰੰਬਾਰਤਾ ਫੰਕਸ਼ਨ
যৌথ নিৰ্ভৰশীল চলক,ਸੰਯੁਕਤ ਨਿਰਭਰ ਵੇਰੀਏਬਲ
যৌগিক সম্ভাৱনা,ਸੰਯੁਕਤ ਸੰਭਾਵਨਾ
সন্নিৱিষ্ট কৰা,ਸੰਮਿਲਨ
"কুঠাৰ, জাম্প, প্লুটি","ਕੁੱਦੀ, ਛਾਲ, ਪਲੂਟੀ"
প্লুটি বিচ্ছিন্নতা,ਪਲੂਟੀ ਬੰਦ
"ন্যায়পৰায়ণতা, ন্যায্যতা","ਨਿਆਂ, ਨਿਆਂ"
ন্যায্যতা দিয়া,ਜਾਇਜ਼ ਠਹਿਰਾਓ
carnafe মানচিত্ৰ,carnafe ਨਕਸ਼ਾ
"গুটি, ছাই","ਕਰਨਲ, ਸੁਆਹ"
মেপিং পইণ্ট,ਮੈਪਿੰਗ ਬਿੰਦੂ
"বিশুদ্ধ গতিশীলতা, বিশুদ্ধ গতিশীলতা","ਸ਼ੁੱਧ ਗਤੀਸ਼ੀਲਤਾ, ਸ਼ੁੱਧ ਗਤੀਸ਼ੀਲਤਾ"
গতিশক্তি,ਗਤੀਆਤਮਿਕ ਊਰਜਾ
"গতিবিদ্যা, গতিবিদ্যা","ਗਤੀ ਵਿਗਿਆਨ, ਗਤੀ ਵਿਗਿਆਨ"
কলমোগ’ৰফ-স্মিৰ্নভ পৰীক্ষা,ਕੋਲਮੋਗੋਰੋਫ-ਸਮਰਨੋਵ ਟੈਸਟ
ক্ৰ&#39;নেকাৰ বদ্বীপ,ਕ੍ਰੋਨੇਕਰ ਡੈਲਟਾ
তিঁয়হ,ਖੀਰਾ
লেগ্ৰেঞ্জ ফাংচন,Lagrange ਫੰਕਸ਼ਨ
লেগ্ৰেঞ্জ বহুগুণক,Lagrange ਗੁਣਕ
"তক্তা, বোৰ্ড","ਤਖ਼ਤੀ, ਬੋਰਡ"
লেপ্লেচ ৰূপান্তৰ,ਲੈਪਲੇਸ ਟ੍ਰਾਂਸਫਾਰਮ
ডাঙৰ সংখ্যা,ਵੱਡੀ ਗਿਣਤੀ
বৈশিষ্ট্যপূৰ্ণ উৎপত্তি,ਵਿਸ਼ੇਸ਼ਤਾ ਮੂਲ
কাষৰ পৃষ্ঠা,ਪਾਸੇ ਦਾ ਸਫ਼ਾ
লেটিন বৰ্গক্ষেত্ৰ,ਲਾਤੀਨੀ ਵਰਗ
"নাভিৰ ৰচী, লেটাছ মলদ্বাৰ","ਨਾਭੀਨਾਲ, ਲੈਟਸ ਗੁਦਾ"
"নিয়ম, নীতি","ਨਿਯਮ, ਅਸੂਲ"
বেগ সংমিশ্ৰণ নিয়ম,ਵੇਗ ਸੁਮੇਲ ਨਿਯਮ
সামঞ্জস্যতা নিয়ম,ਅਨੁਕੂਲਤਾ ਨਿਯਮ
হ্ৰাস পোৱা ৰিটাৰ্ণৰ নিয়ম,ਘੱਟ ਰਿਹਾ ਰਿਟਰਨ ਨਿਯਮ
মাধ্যাকৰ্ষণৰ নিয়ম,ਗੰਭੀਰਤਾ ਦਾ ਨਿਯਮ
গোটৰ বাবে সমৰূপতা নিয়ম,ਸਮੂਹ ਲਈ ਸਮਰੂਪਤਾ ਦਾ ਨਿਯਮ
আঙঠিৰ বাবে সমৰূপতা নিয়ম,ਰਿੰਗਾਂ ਲਈ ਸਮਰੂਪਤਾ ਦਾ ਨਿਯਮ
বৃদ্ধি পোৱা খৰচৰ আইন,ਵਧਦੀ ਲਾਗਤ ਦਾ ਕਾਨੂੰਨ
ঘাতকৰণ নিয়ম,ਵਿਆਖਿਆ ਨਿਯਮ
জড়তা নিয়ম,ਜੜਤਾ ਕਾਨੂੰਨ
বৃহৎ সংখ্যাৰ নিয়ম,ਵੱਡੀ ਗਿਣਤੀ ਦਾ ਕਾਨੂੰਨ
সম্ভাৱনা নিয়ম,ਸੰਭਾਵਨਾ ਨਿਯਮ
"চাইন নিয়ম, চাইন নিয়ম","ਸਾਈਨ ਨਿਯਮ, ਸਾਈਨ ਨਿਯਮ"
সূচকৰ নিয়ম,ਘਾਤਕਾਂ ਦਾ ਕਾਨੂੰਨ
গতিৰ নিয়ম,ਗਤੀ ਦੇ ਨਿਯਮ
"স্তৰ, স্তৰ","ਪਰਤ, ਪੱਧਰ"
ফৰৱাৰ্ড সহগ,ਅੱਗੇ ਗੁਣਾਕ
সন্মুখৰ তিৰ্যক,ਸਾਹਮਣੇ ਵਿਕਰਣ
ফৰৱাৰ্ড উপ-মেট্ৰিক্স,ਫਾਰਵਰਡ ਸਬ-ਮੈਟ੍ਰਿਕਸ
ফ্ৰন্ট পোষ্ট,ਸਾਹਮਣੇ ਪੋਸਟ
"নূন্যতম, নূন্যতম, নূন্যতম","ਘੱਟੋ-ਘੱਟ, ਘੱਟੋ-ਘੱਟ, ਘੱਟੋ-ਘੱਟ"
কম সাধাৰণ সাধাৰণ (LCM),ਸਭ ਤੋਂ ਘੱਟ ਆਮ (LCM)
নূন্যতম উপাদানসমূহ,ਘੱਟੋ-ਘੱਟ ਭਾਗ
সৰ্বনিম্ন শ্ৰেণী,ਸਭ ਤੋਂ ਹੇਠਲੀ ਸ਼੍ਰੇਣੀ
নূন্যতম ওভাৰহেড সীমা,ਘੱਟੋ-ਘੱਟ ਓਵਰਹੈੱਡ ਸੀਮਾ
বাওঁফালে ছেট কৰা হৈছে,ਖੱਬੇ ਸੈੱਟ
ঘড়ীৰ কাঁটাৰ বিপৰীত দিশত,ਘੜੀ ਦੇ ਉਲਟ
ঘড়ীৰ কাঁটাৰ বিপৰীত দিশত স্ক্ৰু,ਘੜੀ ਦੇ ਉਲਟ ਪੇਚ
বাওঁফালৰ বিপৰীত,ਖੱਬੇ ਉਲਟ
বাওঁফালৰ গুণন,ਖੱਬਾ ਗੁਣਾ
লাইবনিজৰ সূত্ৰ,ਲੀਬਨੀਜ਼ ਫਾਰਮੂਲਾ
দৈৰ্ঘ্য,ਲੰਬਾਈ
টুংগাকুদি,ਤੁੰਗਕੁੜੀ
ট্ৰেগাছ বক্ৰ,tragus ਕਰਵ
হাওঁফাওঁৰ মাছ,ਲੰਗਫਿਸ਼
স্তৰৰ বক্ৰ,ਪੱਧਰ ਕਰਵ
আত্মবিশ্বাসৰ স্তৰ,ਵਿਸ਼ਵਾਸ ਦਾ ਪੱਧਰ
তাৎপৰ্য্যৰ স্তৰ,ਮਹੱਤਤਾ ਦੇ ਪੱਧਰ
কালক্ৰমিকভাৱে,ਕਾਲਕ੍ਰਮ ਅਨੁਸਾਰ
অভিধানৰ ক্ৰম,ਡਿਕਸ਼ਨਰੀ ਆਰਡਰ
সম্ভাৱনা ফলন,ਸੰਭਾਵਨਾ ਫੰਕਸ਼ਨ
সম্ভাৱনা অনুপাত পৰীক্ষা,ਸੰਭਾਵਨਾ ਅਨੁਪਾਤ ਟੈਸਟ
"সীমা, প্ৰান্তীয়","ਸੀਮਾ, ਸੀਮਾ"
"প্ৰান্তীয়, চৰম","ਸੀਮਾਂਤ, ਅਤਿਅੰਤ"
প্ৰান্তীয় মূল্য,ਸੀਮਾਂਤ ਮੁੱਲ
প্ৰান্তীয় বেগ,ਸੀਮਾਂਤ ਗਤੀ
গড়ত পৰিসৰ,ਮਤਲਬ ਵਿੱਚ ਸੀਮਾ
সংহতিৰ সীমা,ਏਕੀਕਰਣ ਦੀ ਸੀਮਾ
ক্ৰমৰ সীমা,ਕ੍ਰਮ ਸੀਮਾ
"ক্লাষ্টাৰ পইণ্ট, সীমা বিন্দু","ਕਲੱਸਟਰ ਪੁਆਇੰਟ, ਸੀਮਾ ਬਿੰਦੂ"
প্ৰান্তীয় বেগ,ਸੀਮਾਂਤ ਗਤੀ
"ৰেখা, ৰেখা, উপবৃত্তাকাৰ","ਰੇਖਾ, ਰੇਖਾ, ਅੰਡਾਕਾਰ"
"ৰৈখিক, ৰৈখিক, ৰৈখিক","ਰੇਖਿਕ, ਰੇਖਿਕ, ਰੇਖਿਕ"
ৰৈখিক বিজাবল্লী,ਰੇਖਿਕ ਬਿਜਵੱਲੀ
ৰৈখিক বীজগণিতীয় সমীকৰণ,ਰੇਖਿਕ ਬੀਜਗਣਿਤ ਸਮੀਕਰਨ
ৰৈখিক আনুমানিককৰণ,ਰੇਖਿਕ ਅਨੁਮਾਨ
ৰৈখিক এছিম্পট&#39;ট,ਰੇਖਿਕ ਲੱਛਣ
ৰৈখিক সহগ,ਰੇਖਿਕ ਗੁਣਾਂਕ
শ্বক সঞ্চয়,ਸਦਮਾ ਇਕੱਠਾ
শ্বক নিষেধাজ্ঞা,ਸਦਮਾ ਪਾਬੰਦੀ
ৰৈখিক নিৰ্ভৰশীলতা,ਰੇਖਿਕ ਨਿਰਭਰਤਾ
ৰৈখিক অৱভেদ্য সমীকৰণ,ਰੇਖਿਕ ਅੰਤਰ ਸਮੀਕਰਨ
"ৰৈখিক মাত্ৰা, ৰৈখিক জোখ, ৰৈখিক দৈৰ্ঘ্য-প্ৰস্থ","ਰੇਖਿਕ ਮਾਪ, ਰੇਖਿਕ ਮਾਪ, ਰੇਖਿਕ ਲੰਬਾਈ-ਚੌੜਾਈ"
"ৰৈখিক সমীকৰণ, দ্বিঘাত সমীকৰণ","ਰੇਖਿਕ ਸਮੀਕਰਨ, ਚਤੁਰਭੁਜ ਸਮੀਕਰਨ"
ৰৈখিক সমতা,ਰੇਖਿਕ ਸਮਰੂਪਤਾ
ৰৈখিক ভগ্নাংশ ৰূপান্তৰ,ਲੀਨੀਅਰ ਫਰੈਕਸ਼ਨਲ ਰੂਪਾਂਤਰਨ
ৰৈখিক ফলন,ਰੇਖਿਕ ਫੰਕਸ਼ਨ
ৰৈখিক ফলন,ਰੇਖਿਕ ਫੰਕਸ਼ਨ
ৰৈখিক গোট,ਰੇਖਿਕ ਸਮੂਹ
ৰৈখিক স্বাধীনতা,ਰੇਖਿਕ ਸੁਤੰਤਰਤਾ
ৰৈখিক স্বাধীন সম্পৰ্ক,ਰੇਖਿਕ ਸੁਤੰਤਰ ਸਬੰਧ
ৰৈখিক বৈষম্য,ਰੇਖਿਕ ਅਸਮਾਨਤਾ
ৰৈখিক অসমজাতীয় অৱভেদ্য সমীকৰণ,ਰੇਖਿਕ ਗੈਰ-ਸਰੂਪ ਵਿਭਿੰਨ ਸਮੀਕਰਨ
ৰৈখিক অখণ্ড সমীকৰণ,ਰੇਖਿਕ ਅਟੁੱਟ ਸਮੀਕਰਨ
ৰৈখিক আন্তঃপ্ৰক্ষেপণ,ਰੇਖਿਕ ਇੰਟਰਪੋਲੇਸ਼ਨ
ৰৈখিক নূন্যতম বৰ্গ ৰিগ্ৰেছন বিশ্লেষণ,ਲੀਨੀਅਰ ਸਭ ਤੋਂ ਘੱਟ ਵਰਗ ਰਿਗਰੈਸ਼ਨ ਵਿਸ਼ਲੇਸ਼ਣ
"এককভাৱে, ৰৈখিকভাৱে","ਇਕਵਚਨ, ਰੇਖਿਕ ਤੌਰ &#39;ਤੇ"
ৰৈখিকভাৱে নিৰ্ভৰশীল,ਰੇਖਿਕ ਤੌਰ &#39;ਤੇ ਨਿਰਭਰ
ৰৈখিকভাৱে স্বাধীন,ਰੇਖਿਕ ਤੌਰ &#39;ਤੇ ਸੁਤੰਤਰ
ৰৈখিক মেপিং,ਰੇਖਿਕ ਮੈਪਿੰਗ
ৰৈখিক ক্ৰম,ਰੇਖਿਕ ਕ੍ਰਮ
ৰৈখিক ক্ৰমিককৰণ,ਰੇਖਿਕ ਸੀਰੀਅਲਾਈਜ਼ੇਸ਼ਨ
ৰৈখিক প্ৰগ্ৰেমিং,ਰੇਖਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ
ৰৈখিক প্ৰগ্ৰেমিং এলগৰিদম,ਲੀਨੀਅਰ ਪ੍ਰੋਗਰਾਮਿੰਗ ਐਲਗੋਰਿਦਮ
ৰৈখিক প্ৰগ্ৰেমিং সমস্যা,ਲੀਨੀਅਰ ਪ੍ਰੋਗਰਾਮਿੰਗ ਸਮੱਸਿਆ
ৰৈখিক ৰিগ্ৰেছন,ਰੇਖਿਕ ਰਿਗਰੈਸ਼ਨ
ৰৈখিক ৰিগ্ৰেছন সহগ,ਲੀਨੀਅਰ ਰਿਗਰੈਸ਼ਨ ਗੁਣਾਂਕ
"ৰৈখিক সম্পৰ্ক, ঘাতীয় সম্পৰ্ক","ਰੇਖਿਕ ਸਬੰਧ, ਘਾਤਕ ਸਬੰਧ"
ৰৈখিক জনসংখ্যা,ਰੇਖਿਕ ਆਬਾਦੀ
ৰৈখিক উপস্থান,ਰੇਖਿਕ ਉਪਸਪੇਸ
ৰৈখিক ৰূপান্তৰ,ਰੇਖਿਕ ਪਰਿਵਰਤਨ
ৰৈখিক ৰিগ্ৰেছন,ਰੇਖਿਕ ਰਿਗਰੈਸ਼ਨ
ৰৈখিক অৱভেদ্য অনুমান,ਰੇਖਿਕ ਅੰਤਰ ਅਨੁਮਾਨ
ৰৈখিক বেগ,ਰੇਖਿਕ ਵੇਗ
ৰেখাৰ অবিচ্ছেদ্য,ਲਾਈਨ ਅਟੁੱਟ
ছেদক ৰেখা,ਇੰਟਰਸੈਕਸ਼ਨ ਦੀ ਲਾਈਨ
ৰিগ্ৰেছনৰ ৰেখা,ਰਿਗਰੈਸ਼ਨ ਦੀ ਲਾਈਨ
স্থানীয় ভেক্টৰ,ਸਥਾਨਿਕ ਵੈਕਟਰ
স্থানীয় অনুকূল,ਸਥਾਨਕ ਸਰਵੋਤਮ
"locus, লোকাছ","ਟਿਕਾਣਾ, ਟਿਕਾਣਾ"
লগ লগ লগ,ਲਾਗ ਲਾਗ ਲਾਗ
"লগাৰিদমিক, লগাৰিদমিক","ਲਘੂਗਣਕ, ਲਘੂਗਣਕ"
লগাৰিদমিক সঠিকতা,ਲਘੂਗਣਕ ਸ਼ੁੱਧਤਾ
লগাৰিদম গণনা,ਲਘੂਗਣਕ ਗਣਨਾ
"লগাৰিদমিক বক্ৰ, লগাৰিদমিক বক্ৰ","ਲਘੂਗਣਕ ਕਰਵ, ਲਘੂਗਣਕ ਵਕਰ"
লগাৰিদমিক ডেৰাইভেটিভ,ਲਘੂਗਣਕ ਡੈਰੀਵੇਟਿਵ
লগাৰিদমিক ডিফাৰেন্সিয়েল,ਲਘੂਗਣਕ ਅੰਤਰ
"লগাৰিদমিক ফলন, লগাৰিদমিক ফলন","ਲਘੂਗਣਕ ਫੰਕਸ਼ਨ, ਲਘੂਗਣਕ ਫੰਕਸ਼ਨ"
"লগাৰিদমিক গড়, জ্যামিতিক গড়","ਲਘੂਗਣਕ ਮੱਧਮਾਨ, ਜਿਓਮੈਟ੍ਰਿਕ ਮੱਧਮਾਨ"
লগাৰিদমিক স্বাভাৱিক বিতৰণ,ਲਘੂਗਣਕ ਆਮ ਵੰਡ
লগাৰিদমিক সম্পৰ্ক,ਲਘੂਗਣਕ ਸਬੰਧ
লগাৰিদমিক স্কেল,ਲਘੂਗਣਕ ਸਕੇਲ
"লগাৰিদম শৃংখলা, লগাৰিদম শৃংখলা","ਲਘੂਗਣਕ ਲੜੀ, ਲਘੂਗਣਕ ਲੜੀ"
"লগাৰিদমিক সৰ্পিল, লগাৰিদমিক সৰ্পিল","ਲਘੂਗਣਕ ਸਪਿਰਲ, ਲਘੂਗਣਕ ਸਪਿਰਲ"
"লগাৰিদম টেবুল, লগাৰিদমিক টেবুল","ਲਘੂਗਣਕ ਸਾਰਣੀ, ਲਘੂਗਣਕ ਸਾਰਣੀ"
"লগাৰিদম, লগাৰিদম","ਲਘੂਗਣਕ, ਲਘੂਗਣਕ"
তর্ক শাস্ত্র,ਤਰਕ
যুক্তিগতভাৱে সমতুল্য,ਤਰਕਪੂਰਣ ਬਰਾਬਰ
"বৃদ্ধিৰ বক্ৰ, পাৰ্ল-ৰিড বক্ৰ","ਵਿਕਾਸ ਵਕਰ, ਮੋਤੀ-ਰੀਡ ਕਰਵ"
"log স্বাভাৱিক বিতৰণ, log স্বাভাৱিক বিতৰণ","ਲੌਗ ਸਧਾਰਣ ਵੰਡ, ਆਮ ਵੰਡ ਨੂੰ ਲੌਗ ਕਰੋ"
"দ্ৰাঘিমাংশ, দ্ৰাঘিমাংশ","ਲੰਬਕਾਰ, ਲੰਬਕਾਰ"
"লুপ, লুপ, ফাঁচ (নং.), লুপ (ver.), প্ৰস্পন্দ","ਲੂਪ, ਲੂਪ, ਨੂਜ਼ (ਸੰ.), ਲੂਪ (ਵਰ.), ਪ੍ਰਸਪੰਦਾ"
"নিৰ্বাচনী প্ৰচাৰ, লটাৰী","ਚੋਣ ਮੁਹਿੰਮ, ਲਾਟਰੀ"
আণ্ডাৰলাইন কৰক,ਰੇਖਾਂਕਿਤ
নিম্ন সীমা,ਹੇਠਲੀ ਸੀਮਾ
লো ৰিমেন-ইন্টিগ্ৰেল,ਲੋਅ ਰੀਮੈਨ-ਇੰਟੈਗਰਲ
কম ৰাশি,ਘੱਟ ਰਕਮ
ত্ৰিকোণীয় মেট্ৰিক্স অনুসৰণ কৰা,ਹੇਠ ਦਿੱਤੇ ਤਿਕੋਣੀ ਮੈਟ੍ਰਿਕਸ
mclarin বিয়পি পৰে,mclarin ਫੈਲ
"মায়া নম্বৰ, মেজিক নম্বৰ, টেকসইতা নম্বৰ","ਮਾਇਆ ਨੰਬਰ, ਮੈਜਿਕ ਨੰਬਰ, ਟਿਕਾਊਤਾ ਨੰਬਰ"
যাদু বৰ্গক্ষেত্ৰ,ਜਾਦੂ ਵਰਗ
ৰেডিয়েন্ট সীমা,ਚਮਕਦਾਰ ਸੀਮਾ
মেইলিং প্ৰশ্নাৱলী,ਮੇਲਿੰਗ ਪ੍ਰਸ਼ਨਾਵਲੀ
ডাকযোগে জৰীপ কৰা,ਡਾਕ ਦੁਆਰਾ ਸਰਵੇਖਣ
ওভাৰহেড সীমা,ਓਵਰਹੈੱਡ ਸੀਮਾ
দীঘল চাপ,ਲੰਬੀ ਚਾਪ
বাউণ্ড ছেট,ਬੰਨ੍ਹਿਆ ਸੈੱਟ
বহুমূলীয়া ফলন,ਬਹੁਮੁੱਲ ਫੰਕਸ਼ਨ
"মানচিত্ৰ, মানচিত্ৰ, মানচিত্ৰ","ਨਕਸ਼ਾ, ਨਕਸ਼ਾ, ਨਕਸ਼ਾ"
গোটত মেপিং কৰা,ਸੈੱਟ ਵਿੱਚ ਮੈਪਿੰਗ
গোটসমূহৰ মেপিং,ਸੈੱਟ ਦੀ ਮੈਪਿੰਗ
প্ৰান্তীয় সম্ভাৱনা,ਮਾਮੂਲੀ ਸੰਭਾਵਨਾ
গাণিতিক বিশ্লেষণ,ਗਣਿਤਿਕ ਵਿਸ਼ਲੇਸ਼ਣ
গাণিতিক যুক্তি,ਗਣਿਤ ਦਾ ਤਰਕ
গাণিতিক কেন্দ্ৰ,ਗਣਿਤ ਕੇਂਦਰ
গাণিতিক জটিলতা,ਗਣਿਤਿਕ ਗੁੰਝਲਤਾ
গাণিতিক অৰ্থনীতি,ਗਣਿਤਿਕ ਅਰਥ ਸ਼ਾਸਤਰ
গাণিতিক প্ৰত্যাশা,ਗਣਿਤਿਕ ਉਮੀਦ
গাণিতিক ৰূপ,ਗਣਿਤਿਕ ਰੂਪ
"গাণিতিক বিন্যাস, গাণিতিক বিন্যাস","ਗਣਿਤਕ ਫਾਰਮੈਟ, ਗਣਿਤ ਦਾ ਫਾਰਮੈਟ"
গাণিতিক পৰিচয়সমূহ,ਗਣਿਤਿਕ ਪਛਾਣ
"গাণিতিক যুক্তি, গাণিতিক যুক্তি","ਗਣਿਤਿਕ ਤਰਕ, ਗਣਿਤਿਕ ਤਰਕ"
গাণিতিক আৰ্হি,ਗਣਿਤ ਦਾ ਮਾਡਲ
গাণিতিক উদ্দেশ্য,ਗਣਿਤ ਦਾ ਇਰਾਦਾ
মেট্ৰিক্স তিৰ্যকীকৰণ,ਮੈਟ੍ਰਿਕਸ ਵਿਕਰਣੀਕਰਨ
মেট্ৰিক্স বিপৰীত,ਮੈਟ੍ਰਿਕਸ ਉਲਟ
মেট্ৰিক্স ওলোটা,ਮੈਟ੍ਰਿਕਸ ਉਲਟਾ
মেট্ৰিক্স পুনৰাবৃত্তিমূলক পদ্ধতি,ਮੈਟ੍ਰਿਕਸ ਰੀਕਰਸਿਵ ਵਿਧੀ
মেট্ৰিক্স পদ্ধতি,ਮੈਟ੍ਰਿਕਸ ਵਿਧੀ
মেট্ৰিক্স গুণন,ਮੈਟ੍ਰਿਕਸ ਗੁਣਾ
ধ্ৰুৱকসমূহৰ মেট্ৰিক্স,ਸਥਿਰਾਂਕ ਦਾ ਮੈਟ੍ਰਿਕਸ
প্ৰধান মেট্ৰিক্স,ਪ੍ਰਭਾਵੀ ਮੈਟਰਿਕਸ
মেট্ৰিক্স অপাৰেটৰ,ਮੈਟ੍ਰਿਕਸ ਆਪਰੇਟਰ
মেট্ৰিক্স বহুপদ,ਮੈਟਰਿਕਸ ਬਹੁਪਦ
মেট্ৰিক্স প্ৰিন্টিং,ਮੈਟ੍ਰਿਕਸ ਪ੍ਰਿੰਟਿੰਗ
মেট্ৰিক্স উৎপাদন,ਮੈਟ੍ਰਿਕਸ ਉਤਪਾਦ
সৰ্বাধিক কৰা হৈছে,ਵੱਧ ਤੋਂ ਵੱਧ
"সৰ্বোচ্চ, সৰ্বোচ্চ, সৰ্বোচ্চ","ਵੱਧ ਤੋਂ ਵੱਧ, ਵੱਧ ਤੋਂ ਵੱਧ, ਸਭ ਤੋਂ ਵੱਧ"
সৰ্বোচ্চ নিৰপেক্ষ মান,ਅਧਿਕਤਮ ਸੰਪੂਰਨ ਮੁੱਲ
সৰ্বোচ্চ F-অনুপাত,ਅਧਿਕਤਮ F- ਅਨੁਪਾਤ
সৰ্বোচ্চ সম্ভাৱনা,ਵੱਧ ਤੋਂ ਵੱਧ ਸੰਭਾਵਨਾ
মহলপিষ্ঠা,mahalpistha
মহান সিদ্ধান্ত,ਮਹਾਨ ਸਿੱਟਾ
ফাংচনৰ সৰ্বোচ্চ,ਫੰਕਸ਼ਨ ਦਾ ਅਧਿਕਤਮ
মেক্সৱেল-বল্টছমেন পৰিসংখ্যা,ਮੈਕਸਵੈੱਲ-ਬੋਲਟਸਮੈਨ ਸਟੈਟਿਸਟਿਕਸ
গড় বিচ্যুতি,ਮਤਲਬ ਭਟਕਣਾ
বিচ্যুতি বৰ্গ গড়,ਡਿਵੀਏਸ਼ਨ ਵਰਗ ਦਾ ਮਤਲਬ
বৰ্গ গড় ভুল,ਵਰਗ ਮਤਲਬ ਗਲਤੀ
"গড়, গড় মূল্য","ਮਤਲਬ, ਮਤਲਬ ਮੁੱਲ"
গড় উপপাদ্য,ਮਤਲਬ ਪ੍ਰਮੇਯ
বুদবুদযুক্ত জোখ,ਬੁਲਬੁਲਾ ਮਾਪ
"মধ্যম, মধ্যম, মধ্যম, মধ্যম","ਮੱਧ, ਮੱਧ, ਮੱਧ, ਮੱਧ"
মধ্যম কেন্দ্ৰ,ਮੱਧ ਕੇਂਦਰ
মধ্যম বক্ৰ,ਮੱਧ ਵਕਰ
মেছ&#39;থেলিঅ&#39;মা,mesothelioma
বাৰ্তা,ਸੁਨੇਹਾ
"কাষ্টম, পদ্ধতি","ਕਸਟਮ, ਵਿਧੀ"
ডিলিচন পদ্ধতি,ਮਿਟਾਉਣ ਦੀ ਵਿਧੀ
ওলোটা পদ্ধতি,ਉਲਟ ਢੰਗ
পুনৰাবৃত্তি পদ্ধতি,ਦੁਹਰਾਓ ਵਿਧੀ
নূন্যতম বৰ্গক্ষেত্ৰ,ਘੱਟੋ-ਘੱਟ ਵਰਗ
টৰ্ক পদ্ধতি,ਟਾਰਕ ਢੰਗ
একেধৰণৰ ত্ৰিভুজ পদ্ধতি,ਸਮਾਨ ਤਿਕੋਣ ਵਿਧੀ
ঢাল অৱনমিত পদ্ধতি,ਢਲਾਨ ਉਤਰਨ ਢੰਗ
সংকলন পদ্ধতি,ਸੰਕਲਨ ਵਿਧੀ
অনিৰ্দিষ্ট সহগ পদ্ধতি,ਅਨਿਸ਼ਚਿਤ ਗੁਣਾਂਕ ਵਿਧੀ
দূৰত্বৰ জনসংখ্যা,ਦੂਰੀ ਆਬਾਦੀ
মেট্ৰিক ব্যৱস্থা,ਮੀਟਰਿਕ ਸਿਸਟਮ
মেট্ৰিক একক,ਮੀਟ੍ਰਿਕ ਯੂਨਿਟ
মাইক্ৰ’ তত্ত্ব,ਮਾਈਕਰੋ ਥਿਊਰੀ
মাজ,ਮਿਡਲ
মধ্যমীয়া,ਮੱਧ
কেন্দ্ৰীয় বিন্দু,ਕੇਂਦਰੀ ਬਿੰਦੂ
মধ্যবিন্দুৰ সূত্ৰ,ਮੱਧ ਬਿੰਦੂ ਫਾਰਮੂਲਾ
নূন্যতম বহুপদ,ਨਿਊਨਤਮ ਬਹੁਪਦ
ন্যূনতম তত্ত্ব,ਘੱਟੋ-ਘੱਟ ਥਿਊਰੀ
"নূন্যতম, সৰ্বনিম্ন, সৰ্বনিম্ন","ਨਿਊਨਤਮ, ਸਭ ਤੋਂ ਘੱਟ, ਸਭ ਤੋਂ ਘੱਟ"
নিম্ন বিন্দু,ਘੱਟ ਬਿੰਦੂ
নূন্যতম বহুপদ,ਘੱਟੋ-ਘੱਟ ਬਹੁਪਦ
কাৰ্য্যৰ নূন্যতম,ਫੰਕਸ਼ਨ ਦਾ ਘੱਟੋ-ਘੱਟ
চুটি চাপ,ਛੋਟਾ ਚਾਪ
চুটি চিঠি,ਛੋਟਾ ਅੱਖਰ
সীমাবদ্ধ উপগোট,ਸੀਮਾਬੱਧ ਸਬਸੈੱਟ
"বিয়োগ, ঋণ","ਘਟਾਓ, ਕਰਜ਼ਾ"
বিয়োগ চিহ্ন,ਘਟਾਓ ਦਾ ਚਿੰਨ੍ਹ
মিশ্ৰিত ভগ্নাংশ,ਮਿਸ਼ਰਤ ਭਾਗ
বিকল্প যন্ত্ৰ,ਵਿਕਲਪਕ ਜੰਤਰ
"ধৰণ, ধৰণ, পদ্ধতি, পদ্ধতি, ব্যৱস্থাপ্ৰণালী, ধৰণ","ਮੋਡ, ਮੋਡ, ਵਿਧੀ, ਢੰਗ, ਸਿਸਟਮ, ਮੋਡ"
