Bengali,Punjabi
জড়িত,ਸ਼ਾਮਲ ਹੋਣਾ ਸ਼ਾਮਲ ਹੈ
আয়ন,ਆਇਨ
ইরেডিয়েশন,ਇਰੈਡੀਏਸ਼ਨ
সেচ,ਸਿੰਜਾਈ
আইএসও অ্যালিলস,ਆਈਸੋ ਐਲੇਲਸ
আইএসও পণ্য বক্ররেখা,ISO ਉਤਪਾਦ ਕਰਵ
আইসোবার,ਆਈਸੋਬਾਰ
আইসোগামি,ਆਈਸੋਗੈਮ
বিচ্ছিন্নতা দূরত্ব,ਇਕੱਲਤਾ ਦੂਰੀ
আইসোপ্লয়েড,ਆਈਸੋਪਲੋਇਡ
আইসোক্যান্ট,ਇਕੱਲਤਾ
আইসোটোপ,ਆਈਸੋਟੋਪ
ভারতীয় বার্চ,ਭਾਰਤੀ ਬੁਰਸ਼
ইন্ডিয়ান ব্লু পাইন,ਭਾਰਤੀ ਨੀਲਾ ਪਾਈਨ
ভারতীয় চেরি,ਭਾਰਤੀ ਚੈਰੀ
ভারতীয় জুনিপার,ਭਾਰਤੀ ਜੂਨੀਪਰ
ভারতীয় কিনো গাছ,ਭਾਰਤੀ ਕੀੋ ਟ੍ਰੀ
ভারতীয় লরাল ট্রি,ਭਾਰਤੀ ਲੜੀ ਦਾ ਰੁੱਖ
ভারতীয় ম্যাডার,ਇੰਡੀਅਨ ਮੈਡਡਰ
ভারতীয় ম্যাডলার,ਇੰਡੀਅਨ ਮੈਡਲਰ
ইন্ডিয়ান পোডো ফিলাম,ਇੰਡੀਅਨ ਪੋਡੋ ਫਾਈਲਮ
নীল,ਇੰਡੀਗੋ
ইতালিয়ান বাজরা,ਇਤਾਲਵੀ ਬਾਦਾ
আইভরি গাছ,ਆਈਵਰੀ ਟ੍ਰੀ
আইভী লাউ/লিটল লাউ,Ivy ਗੌਡ / ਛੋਟਾ ਬਾਰੀਰਡ
গুড়,Jaggery
জাপোনিকা রাইস,ਜੌਂਕਾ ਚਾਵਲ
জ্যাসিড,ਜੱਸੇ
জাভানিকা রাইস,ਜਾਵਾਨਿਕਾ ਰਾਈਸ
জেলিং,ਜੇਲਿੰਗ
ঝুম চাষ,ਜੇਹਮ ਕਾਸ਼ਤ
জাম্পিং জিন,ਜੰਜਾਈ
জাঙ্ক ডিএনএ,ਜੰਕ ਡੀ ਐਨ ਏ
কিশোর পর্ব,ਜੁਵੇਨਾਈਲ ਪੜਾਅ
জ্যাকারান্ডা,ਜਾਬਾੰਡਾ
জ্যাকফ্রুট,ਜੈਕਫਰੂਟ
জামুন,ਜੰਜਾ
জুঁই,ਜੈਸਮੀਨ
জাট্টি খট্টি,ਜਤਤੀ ਖਤੀ
জ্যাটট্রোফা,ਜੱਟਟਰੋਫਾ
পাট,ਜੱਟ
জ্যাসিডস,ਜੱਸੇਜ਼
কওলিন,ਕੂਲਿਨ
কওলিনাইট,ਕਾਓਲਿਨਾਈਟ
কওলিনাইট,ਕਾਓਲਿਨਾਈਟ
ক্যারিঞ্চাইমা,ਕੈਰੀਨਚਯਮਾ
ক্যারিওডেসমা,ਕੈਰੀਓਡਮਾ
ক্যারিওগামি,ਕੈਰੀਗਮੀ
ক্যারিওগ্রাম (আইডিওগ্রাম),ਕੈਰੀਓਗ੍ਰਾਮ (ਆਈਡੀਓਸ਼ਨ)
ক্যারিওকাইনেসিস,ਕਰੈਕਿਨੇਸਿਸ
ক্যারোলজি,ਕੈਰੀਓਲੋਜੀ
ক্যারিওলাইসিস,Karyoolysis
ক্যারিওন,ਕੈਰੀਓਨ
ক্যারিওটাইপ,ਕੈਰੀਓਟਾਈਪ
কেল্প (শেত্তলা),ਕੈੱਲਪ (ਐਲਗੀ)
কেলভিন চক্র,ਕੈਲਵਿਨ ਚੱਕਰ
কেরাটিন,ਕੇਟਿਨ
কার্নেল,ਕਰਨਲ
খাইরা রোগ,ਖਹਿਰਾ ਦੀ ਬਿਮਾਰੀ
খরিফ,ਸਾਉਣੀ
দুষ্টুমি,ਮਜ਼ਾਕ ਕਰਨਾ
কিনেটোচোর,ਕਿਨੇਟੋਕੋਰ
বাগানের,ਕਿਚਨ ਗਾਰਡਨ
ক্লেইনফিল্টার সিনড্রোম,ਕਲੀਨਫਿਲਟਰ ਸਿੰਡਰੋਮ
ক্লেনো খণ্ড,ਕੇਲੇਨੋ ਦਾ ਟੁਕੜਾ
গিঁটিং,ਬੰਦ
কোচের পোস্টুলেট,ਕੋਚ ਦਾ ਅਹੁਦਾ
কোপ্পেনের শ্রেণিবিন্যাস (জলবায়ু),ਕੋਪੇਨ ਦਾ ਵਰਗੀਕਰਣ (ਜਲਵਾਯੂ)
ক্রেবস চক্র,ਕਰਬਸ ਚੱਕਰ
কুর্তোসিস,ਕੁਰਟੋਸਿਸ
কেভিকে (কৃষ্ণ ভিগায়ান কেন্দ্র),ਕੇਵੀਕੇ (ਕ੍ਰਿਸ਼ੀ ਵਿਗਯਾਨ ਕੇਂਦਰ)
কাদম,ਕੜਮ
কালে,ਕਲੇ
ক্যানস ঘাস,ਗਾਂ ਘਾਹ
করোন্ডা,ਕਾਰੌਂਦਾ
"কিডনি বিন, রাজমাহ","ਗੁਰਦੇ ਬੀਨ, ਰਾਜਮਾਹ"
কিউইফ্রিউট,ਕੀਵੀਫਰੀਨ
নোল খোল,ਨੋਲ ਗਾਲ
কোডাম্পুলি,ਕੋਡੋਮਪੁਲੀ
কোডো মিললেট,ਕੋਡੋ ਬਾਜਲੇਟ
কোকাম মাখন গাছ (ম্যাঙ্গোস্টিন),ਕੋਕੈਮ ਬਟਰ ਲੁੱਕ (ਮੰਗੋਸੀ)
খাপ্রো বিটল,ਖਾਪਰਾ ਬੀਟਲ
এল.ডি .50 (মারাত্মক ডোজ 50),L.d.50 (ਮਾਰੂ ਖੁਰਾਕ 50)
অবতরণ করতে ল্যাব,ਲੈਬ ਲੈਂਡ
লেবেল,ਲੇਬਲ
শ্রম,ਕਿਰਤ
ল্যাক অপেরন মডেল,ਲੈਕ ਓਪਰਨ ਮਾਡਲ
স্তন্যদান,ਦੁੱਧ ਚੁੰਘਾਉਣ
ল্যাকটোজেনিক হরমোন (প্রোল্যাকটিন),ਲੈਕਟੂਨਿਕ ਹਾਰਮੋਨ (ਪ੍ਰੋਲਾਟਿਨਿਨ)
ল্যাকটোজ,ਲੈਕਟੋਜ਼
পিছিয়ে থাকা স্ট্র্যান্ড,ਪਛੜਣ ਵਾਲਾ ਸਟ੍ਰੈਂਡ
ল্যাম্বদা ক্লোনিং ভেক্টর,ਲਾਂਬਡਾ ਕਲੋਨਿੰਗ ਵੈਕਟਰ
ফলকিত বায়ু প্রবাহ,ਲਿੰਮੀ ਹਵਾ ਦਾ ਪ੍ਰਵਾਹ
ল্যাম্প ব্রাশ ক্রোমোজোম,ਲੈਂਪ ਬੁਰਸ਼ ਕ੍ਰੋਮੋਸੋਮ
জমি,ਜ਼ਮੀਨ
ভূমি সক্ষমতা শ্রেণিবিন্যাস,ਲੈਂਡ ਸਮਰੱਥਾ ਵਰਗੀਕਰਣ
ভূমি সক্ষমতা মানচিত্র,ਜ਼ਮੀਨੀ ਸਮਰੱਥਾ ਦਾ ਨਕਸ਼ਾ
ভূমি অবক্ষয়,ਭੂਮੀ ਦੇ ਨਿਘਾਰ
ভূমি সমতুল্য অনুপাত,ਜ਼ਮੀਨ ਦੇ ਬਰਾਬਰ ਅਨੁਪਾਤ
জমি সমতলকরণ,ਲੈਂਡ ਲੈਵਲਿੰਗ
জমি উদ্ধার,ਲੈਂਡ ਰੀਲੇਜੇਸ਼ਨ
ল্যান্ডস্কেপিং,ਲੈਂਡਸਕੇਪਿੰਗ
জমির উপযুক্ততা,ਜ਼ਮੀਨ ਅਨੁਕੂਲਤਾ
ভূমি ব্যবহারের প্যাটার্ন,ਜ਼ਮੀਨ ਦੀ ਵਰਤੋਂ ਪੈਟਰਨ
ল্যাঙ্গারহান্স সেল,ਲੰਗਰਹੈਨਜ਼ ਸੈੱਲ
ভ্রষ্টতা হার,ਲੈਪ ਰੇਟ
লার্ভা,ਲਾਰਵਾ
বিলম্ব,ਲੇਟੈਂਸੀ
সুপ্ত,ਲੇਟ
সুপ্ত সংক্রমণ,ਅਵੈਂਟ ਇਨਫੈਕਸ਼ਨ
পার্শ্বীয়,ਪਾਸੇ
লেটারাইট মাটি,ਬਾਅਦ ਵਿਚ ਮਿੱਟੀ
ল্যাটেক্স,ਲੈਟੇਕਸ
ল্যাথাইরিজম,ਲਾਠੀਵਾਦ
ল্যাটিন স্কয়ার ডিজাইন (এলএসডি),ਲਾਤੀਨੀ ਵਰਗ ਡਿਜ਼ਾਈਨ (LSD)
জাল,ਜਾਲੀ
সমন্বিত সুবিধার আইন,ਅਭੇਦ ਲਾਭ ਦਾ ਕਾਨੂੰਨ
ধ্রুবক রিটার্ন আইন,ਨਿਰੰਤਰ ਵਾਪਸੀ ਦਾ ਕਾਨੂੰਨ
হ্রাসের আইন,ਘਟਦੀ ਵਾਪਸੀ ਦਾ ਕਾਨੂੰਨ
ক্রমবর্ধমান retuns আইন,ਵਧਦੀ ਰਿਟੇਨਜ਼ ਦਾ ਕਾਨੂੰਨ
সীমাবদ্ধ কারণগুলির আইন,ਸੀਮਤ ਕਾਰਕਾਂ ਦਾ ਕਾਨੂੰਨ
সর্বনিম্ন আইন,ਘੱਟੋ ਘੱਟ ਦਾ ਕਾਨੂੰਨ
প্রতিস্থাপন আইন,ਬਦਲ ਦਾ ਕਾਨੂੰਨ
পরিবর্তনশীল অনুপাত,ਵੇਰੀਏਬਲ ਅਨੁਪਾਤ ਦਾ ਕਾਨੂੰਨ
স্তর,ਪਰਤ
বিন্যাস,ਖਾਕਾ
লিচেট,ਲੀਚੇਟ
ফাঁস দক্ষতা,ਕੁਸ਼ਲਤਾ ਭਾਸ਼ਣ ਦੇਣ
ফাঁস প্রয়োজনীয়তা,ਲੈਣ ਤੋਂ ਲੈ ਕੇ
শীর্ষস্থানীয় স্ট্র্যান্ড,ਪ੍ਰਮੁੱਖ ਸਟ੍ਰੈਂਡ
পাতার ক্ষেত্রের সময়কাল,ਪੱਤਾ ਖੇਤਰ ਦੀ ਮਿਆਦ
গাছের পাতা সূচক এলাকা,ਪੱਤਾ ਖੇਤਰ ਸੂਚਕ
পাতার অঞ্চল অনুপাত,ਪੱਤਾ ਖੇਤਰ ਅਨੁਪਾਤ
পাতা খনিজ,ਪੱਤਾ ਮਾਈਨਰ
পাতা পরীক্ষা,ਪੱਤਾ ਟੈਸਟਿੰਗ
পাতা,ਪੱਤਾ
লিফলেট,ਪਰਚਾ
ইজারা,ਲੀਜ਼
শিম,ਫਲ਼ੀ
লিসা - (কম শক্তি ইনপুট টেকসই কৃষি),ਲੀਸਾ - (ਘੱਟ energy ਰਜਾ ਇਨਪੁਟ ਟਿਕਾ. ਖੇਤੀਬਾੜੀ)
লেন্টিসেল,ਲੈਂਟਿਕਲ
লেন্টো কৈশিক পয়েন্ট,ਲੈਂਟੋ ਕੇਸ਼ਿਕਾ ਬਿੰਦੂ
লেপটোনেমা,Letoxtonema
লেপটোস্পিরোসিস,Lextospirosis
লিরো-মরফিক,ਲੀਰੋ-ਮੌਰਫਿਕ
ক্ষত,ਜਖਮ
মারাত্মক রূপান্তর,ਜਾਨਲੇਵਾ
লিউকোপ্লাস্ট,ਲੁੱਕੋਪਲਾਸਟ
স্তর টেরেস,ਪੱਧਰ ਦੇ ਛੱਤ
লেভেলার (লেভেলার),ਲੇਵਲਰ (ਲੇਵੀਲਰ)
সমতলকরণ (জমির),ਪੱਧਰ (ਜ਼ਮੀਨ ਦਾ)
লে ফার্মিং,ਲੇਅ ਖੇਤੀ
ন্যূনতম লাইবিগের আইন,ਘੱਟੋ ਘੱਟ ਦਾ ਝੂਠ
লিগেশন,ਭੰਡਾਰਨ
হালকা ক্ষতিপূরণ পয়েন্ট,ਲਾਈਟ ਮੁਆਵਜ਼ਾ ਬਿੰਦੂ
হালকা স্যাচুরেশন তীব্রতা,ਹਲਕੀ ਸੰਤ੍ਰਿਪਤਾ ਤੀਬਰਤਾ
হালকা সংক্রমণ অনুপাত,ਹਲਕਾ ਸੰਚਾਰ ਅਨੁਪਾਤ
হালকা ফাঁদ,ਹਲਕਾ ਜਾਲ
লিমিং,ਸੀਮਿਤ
সীমাবদ্ধতা,ਸੀਮਾ
সীমাবদ্ধ ফ্যাক্টর,ਸੀਮਤ ਕਾਰਕ
লিমোনাইট,ਲਿਮੋਨਾਈਟ
লাইন,ਲਾਈਨ
লিনিয়ার প্রতিক্রিয়া,ਲੀਨੀਅਰ ਜਵਾਬ
লিঙ্কেজ,ਲਿੰਕਜ
লিঙ্কেজ গ্রুপ,ਲਿੰਕੇਜ ਸਮੂਹ
লিঙ্কার,ਲਿੰਕ
লিন্ট সূচক,ਲਿੰਟ ਇੰਡੈਕਸ
লিন্টার,ਲਾਈਨਟਰਸ
লিপিড,ਲਿਪਿਡ
লাইপোলাইসিস,ਲਿਪੋਲੀਸਿਸ
তরলকরণ,ਤਰਲ
লিস্টার,ਲਿਸਟਰ
লিস্টার,ਲਿਸਟਰ
তালিকা,ਸੂਚੀ
লিথোস্ফিয়ার,Lithospere
লিটার,ਕੂੜਾ
লাইভ মালচেস,ਲਾਈਵ ਮਲਚ
লিভারওয়ার্ট,ਜਿਗਰਵੋਰਟ
পশুসম্পত্তি,ਪਸ਼ੂ
স্থানীয় নিয়ন্ত্রণ,ਸਥਾਨਕ ਨਿਯੰਤਰਣ
লোকস,ਟਿਕਾਣੇ
পঙ্গপাল,ਟਿੱਡੀ
লজিং (ফসল লজিং),ਠਹਿਰਣਾ (ਫਸਲ ਰਿਹਾਇਸ਼)
লডিকুল,ਲੋਡਿਕੂਲ
লোস,ਲਾਹਨਤ
লোগারথিমিক রূপান্তর,ਲਾਡਰਥਿਮਿਕ ਤਬਦੀਲੀ
দীর্ঘ - দিনের উদ্ভিদ,ਲੰਮੇ ਦਿਨ ਦਾ ਪੌਦਾ
দীর্ঘ তরঙ্গ বিকিরণ,ਲੰਬੇ ਵੇਵ ਰੇਡੀਏਸ਼ਨ
লুপ,ਲੂਪ
লোপিং,Lopping
কাঠ,ਲੰਬਰ
লাক্স,ਲੱਕਸ
বিলাসবহুল খরচ (পুষ্টি),ਲਗਜ਼ਰੀ ਸੇਵਨ (ਪੌਸ਼ਟਿਕ)
বিলাসবহুল জিন,ਲਗਜ਼ਰੀ ਜੀਨ
লাইকোপেন,ਲਾਇਕੋਪਿਨ
লিম্ফ,ਲਿੰਫ
লাইসিমিটার,ਲਸੀਮੀਟਰ
কোষের লিসিস,ਸੈੱਲ ਦਾ lysis
লাইসোজিনি,ਲਿੰਗੀ
লাইসোসোম,ਲਾਇਸੋਸੋਮ
লাইসোজাইম,ਪਤਸਿਮੇਮ
লক্ষ গাছ,Lac ਰੁੱਖ
লক্ষ,Lac
"লেডির আঙুল, ওকরা","Lady ਰਤ ਦੀ ਉਂਗਲ, ਭਿੰਡੀ"
ল্যান্ড ক্যালট্রপস,ਲੈਂਡ ਕੈਲੀਪਰੋਪਸ
ল্যান্টানা,ਲੌਨਟਾਨਾ
ল্যাথিরাস,ਲਾਥੀਰਸ
পেঁয়াজ,ਲੀਕ
লেবু ঘাস,ਨਿੰਬੂ ਘਾਹ
লেবু,ਨਿੰਬੂ
মসুর ডাল,ਦਾਲ
লকুরিস,ਲੇਕਿ ur ਨਸ
লেটুস,ਸਲਾਦ
লিলি,ਲਿਲੀ
চুন,ਚੂਨਾ
তিসি,ਅਲਸੀ
লিচি,ਲੀਚੀ
ছোট বাজরা,ਬਹੁਤ ਘੱਟ ਬਾਜਰੇ
দীর্ঘ তরমুজ,ਲੌਂਗ ਤਰਬੂਜ
দীর্ঘ মরিচ,ਲੰਬੀ ਮਿਰਚ
লোকাট,ਭੌਤਿਕ
পদ্ম,ਕਮਲ
Lurcerne,Lurcesne
লক্ষ পোকামাকড়,Lac ਕੀੜੇ
লেডি বার্ড বিটল,ਲੇਡੀ ਬਰਡ ਬੀਟਲ
পাতা খনিজ,ਪੱਤਾ ਮਾਈਨਰ
পাতা রোলার,ਪੱਤਾ ਰੋਲਰ
পাতার ওয়েবার,ਪੱਤਾ ਵੈਬਬਰ
পঙ্গপাল,ਟਿੱਡੀ
ম্যাক্রো বিবর্তন,ਮੈਕਰੋ ਈਵੇਲੂਸ਼ਨ
ম্যাক্রোক্লিমেট,ਮੈਕ੍ਰੋਲਮੇਟ
ম্যাক্রোমোলিকুল,ਮੈਕਰੋਮੋਲਕੋਲ
ম্যাক্রোমুটেশন,ਮੈਕਰੋਟੇਸ਼ਨ
ম্যাক্রোনিউট্রিয়েন্ট,ਮੈਕਸੋਰਨਯੂਟੀਂਟ
ম্যাক্রোপোরস,ਮੈਕਰੌਪੋਰਸ
ম্যাগগট,ਮੈਗਗੋਟ
ম্যাগমা,ਮੈਗਮਾ
ম্যাগনেসিয়া,ਮੈਗਨੇਸ਼ੀਆ
ম্যাগনেসিয়াম,ਮੈਗਨੀਸ਼ੀਅਮ
চৌম্বক আন্দোলক,ਚੁੰਬਕੀ ਸਟ੍ਰਾਇਰ
মাত্রা,ਵਿਸ਼ਾਲਤਾ
মহুয়া কেক,ਮੂਹਾ ਕੇਕ
রক্ষণাবেক্ষণ লাইন,ਰੱਖਿਅਕ ਲਾਈਨ
রক্ষণাবেক্ষণ,ਰੱਖ ਰਖਾਵ
ভুট্টা শেলার,ਮੱਕੀ ਸ਼ਰਨ
পুরুষ জীবাণুমুক্ত,ਮਰਦ ਨਿਰਜੀਵ
ত্রুটি,ਖਰਾਬ
ম্যালিগেন্সি,ਖਰਾਬ
অপুষ্টি,ਕੁਪੋਸ਼ਣ
অসৎ আচরণ,ਗਲਤ
ম্যাল্টিং,ਖਰਾਬ
ম্যানেজার,ਖੁਰਲੀ
ম্যানগ্রোভ,ਮੈਂਗ੍ਰੋਵ
ম্যানোমিটার,ਮੈਨੋਮੀਟਰ
ম্যানোমিটার,ਮੈਨੋਮੀਟਰ
মন্টিসা (লোগারিদমের),Mantissa (loarithm)
সার,ਖਾਦ
সার,ਖਾਦ
প্রান্তিক,ਹਾਸ਼ੀਏ
প্রান্তিক ব্যয়,ਹਾਸ਼ੀਏ ਦੀ ਲਾਗਤ
প্রান্তিক জমি,ਹਾਸ਼ੀਏ ਦੀ ਧਰਤੀ
প্রান্তিক পণ্য,ਹਾਸ਼ੀਏ ਦਾ ਉਤਪਾਦ
প্রান্তিক রিটার্ন,ਹਾਸ਼ੀਏ ਦੀ ਵਾਪਸੀ
সামুদ্রিক,ਸਮੁੰਦਰੀ
চিহ্নিতকারী (জেনেটিক),ਮਾਰਕਰ (ਜੈਨੇਟਿਕ)
বাজার,ਮਾਰਕੀਟ
বিপণনযোগ্য,ਮਾਰਕਿਟੇਬਲ
বিপণনযোগ্য উদ্বৃত্ত,ਮਾਰਕੇਟੇਬਲ ਸਰਪਲੱਸ
বিপণন উদ্বৃত্ত,ਮਾਰਕੀਟ ਸਰਪਲੱਸ
বিপণন,ਮਾਰਕੀਟਿੰਗ
মার্শ,ਮਾਰਸ਼
ভর প্রবাহ,ਪੁੰਜ ਵਹਾਅ
গণ নির্বাচন,ਪੁੰਜ ਚੋਣ
ভর স্পেকট্রমিটার,ਪੁੰਜ-ਸਪੈਕਟ੍ਰੋਮੀਟਰ
মাস্ট,ਮਸਤ
মাতৃ উত্তরাধিকার,ਜਣੇਪੇ ਵਿਰਾਸਤ
সঙ্গম,ਮੇਲ
ম্যাট্রিক সম্ভাবনা,ਮੈਟ੍ਰਿਕ ਸਮਰੱਥਾ
পরিপক্কতা,ਪੱਕਣ
পরিপক্কতা (ফসল),ਪਰਿਪੱਕਤਾ (ਫਸਲ)
সর্বাধিক উপলব্ধ জল,ਵੱਧ ਤੋਂ ਵੱਧ ਉਪਲਬਧ ਪਾਣੀ
সর্বাধিক ফসল,ਵੱਧ ਤੋਂ ਵੱਧ ਫਸਲਿੰਗ
সর্বাধিক অবশিষ্টাংশ সীমা,ਵੱਧ ਤੋਂ ਵੱਧ ਬਚੀ ਸੀਮਾ
সর্বাধিক টেকসই ফলন,ਵੱਧ ਤੋਂ ਵੱਧ ਟਿਕਾ able ਉਪਜ
সর্বাধিক থার্মোমিটার,ਵੱਧ ਤੋਂ ਵੱਧ ਥਰਮਾਮੀਟਰ
সর্বাধিক জল ধারণ ক্ষমতা,ਵੱਧ ਤੋਂ ਵੱਧ ਪਾਣੀ ਵਾਲੀ ਸਮਰੱਥਾ
Medow orpharding,ਮੈਦਾਨ ਬਗੀਚੇ
Meyly,Maly
বিচ্যুতি,ਮਤਲਬ ਭਟਕਣਾ
গড় জীবন (পারমাণবিক),ਭਾਵ ਜ਼ਿੰਦਗੀ (ਪ੍ਰਮਾਣੂ)
সমুদ্র স্তর গড়,ਮਤਲਬ ਸਮੁੰਦਰ ਦਾ ਪੱਧਰ
বর্গ মানে,ਮਤਲਬ ਵਰਗ
পরিমাপ করা,ਮਾਪ
মাপা,ਮਾਪ
যান্ত্রিক,ਮਕੈਨੀਕਲ
যান্ত্রিক বিশ্লেষণ (মাটি),ਮਕੈਨੀਕਲ ਵਿਸ਼ਲੇਸ਼ਣ (ਮਿੱਟੀ)
যান্ত্রিক প্রতিবন্ধকতা,ਮਕੈਨੀਕਲ ਰੁਕਾਵਟ
যান্ত্রিক কৃষক,ਮਕੈਨੀਜ਼ਡ ਖੇਤੀ
মধ্যমা,ਮੀਡੀਅਨ
Medic ষধি উদ্ভিদ,ਚਿਕਿਤਸਕ ਪੌਦਾ
ভূমধ্যসাগরীয় জলবায়ু,ਮੈਡੀਟੇਰੀਅਨ ਜਲਵਾਯੂ
মেগাগামেটোজেনেসিস,ਮੇਗੈਗਾਮੋਨੇਜਨੇਸਿਸ
মেগাস্পোরঙ্গিয়া,ਮੇਗਾਸਪੋਰੰਗੀਆ
মেগস্পোর (ম্যাক্রোস্পোর),ਮੈਗਾਸਪੋਰ (ਮੈਕਰੋਪੋਰ)
মেগাস্পোরোজেনেসিস,Meagasporogenisis
মায়োসিস,Meiosis
মৃদু মাটি,ਮਿੱਟੀ
ডিএনএর গলে,ਡੀ ਐਨ ਏ ਪਿਘਲਣਾ
ঝিল্লি ফিল্টার,ਝਿੱਲੀ ਫਿਲਟਰ
মেন্ডেলিয়ান উত্তরাধিকার,ਮੈਂਡੇਲਿਅਨ ਵਿਰਾਸਤ
মেন্ডেলিজম,ਗੰਦਗੀ
মেন্ডেলের উত্তরাধিকার আইন,ਮੈਨੈਂਡਲ ਦੀ ਵਿਰਾਸਤ ਦਾ ਕਾਨੂੰਨ
পণ্যদ্রব্য,ਵਪਾਰੀ
বুধ,ਪਾਰਾ
মেরিস্টেম,ਬੇਰਹਿਮ
মেসোক্লিমেট,ਮੇਸੋਲਮੇਟ
মেসোডার্ম,Mesoderm
মেসোফিল,ਮੇਸੋਫਿਲ
মেসোফাইট,ਮੇਸੋਫਾਈਟ
মেসো-ছিদ্র,ਮੇਸੋ-ਪਿਓਜ਼
মেসোস্ফিয়ার,Mesospere
ম্যাসেঞ্জার আরএনএ (এম-আরএনএ),ਮੈਸੇਂਜਰ ਆਰ ਐਨ ਏ (ਐਮ-ਆਰ ਐਨ ਏ)
বিপাক,Metabolism
বিপাক,Metabolites
ধাতব বাঁধ,ਧਾਤ ਦਾ ਡੈਮ
রূপান্তরিত শিলা,ਮੈਟਾਮੋਰਫਿਕ ਚੱਟਾਨਾਂ
রূপান্তর,ਮੈਟਮੋਰਫੋਸਿਸ
মেটাফেজ,ਮਛੂਤ
মেটাস্ট্রাস,ਮੈਟਸਟ੍ਰਸਸ
মেটাক্সেনিয়া,ਪਾਚਕ
আবহাওয়া,ਮੀਟਰ ਵਿਗਿਆਨ
Methaemoglobineamia,ਮੈਥੇਮੋਗਲੋਬਿਨੇਮੀਆ
পদ্ধতি প্রদর্শন,Method ੰਗ ਪ੍ਰਦਰਸ਼ਨ
মিকা,ਮੀਕਾ
মাইক্রো বেসিন,ਮਾਈਕਰੋ ਬੇਸਿਨ
মাইক্রো ফাউনা,ਮਾਈਕਰੋ ਫੂਨਾ
মাইক্রোব,ਮਾਈਕਰੋਬ
মাইক্রোবিয়াল বায়োমাস কার্বন,ਮਾਈਕਰੋਬਾਇਲ ਬਾਇਓਮਾਸ ਕਾਰਬਨ
মাইক্রোবিয়াল অবক্ষয়,ਮਾਈਕਰੋਬਾਇਲ ਡੀਗ੍ਰੇਡੇਸ਼ਨ
মাইক্রোবায়াল কীটনাশক,ਮਾਈਕਰੋਬਾਇਲ ਕੀਟਨਾਸ਼ਕ
মাইক্রোবায়োলজি,ਮਾਈਕਰੋਬਾਇਓਲੋਜੀ
মাইক্রোবায়োটিক,ਮਾਈਕਰੋਬਾਇਟਿਕ
মাইক্রোক্লিমেট,ਮਾਈਕਰੋਕਲੀਮੇਟ
মাইক্রোএনভায়রনমেন্ট,ਮਾਈਕ੍ਰੋਜ਼ਵਾਇਸ਼ਨ
মাইক্রোফ্লোরা,ਮਾਈਕ੍ਰੋਫਲੋਰਾ
মাইক্রোগামেটোজেনেসিস,ਮਾਈਕਰੋਗਾਮੇਟੋਜੀਨੇਸਿਸ
মাইক্রোইরিগেশন,ਮਾਈਕ੍ਰਿਤੀ
মাইক্রোমিটোরোলজি,ਮਾਈਕ੍ਰੋਮੇਟੋਰੋਲੋਜੀ
মাইক্রোনিউট্রিয়েন্ট,ਮਾਈਕਰੋਨਟੀਐਂਟ
মাইক্রোপ্লট,ਮਾਈਕ੍ਰੋਪੋਲਟ
মাইক্রোপোর,ਮਾਈਕ੍ਰੋਫੋਰ
মাইক্রোপাইল,ਮਾਈਕ੍ਰੋਪਾਈਲ
মাইক্রোস্কোপি,ਮਾਈਕਰੋਸਕੋਪੀ
মাইক্রোস্পোরাঙ্গিয়াম,ਮਾਈਕਰੋਸਪੋਰੋਰੀਅਮ
মাইক্রোস্পোর সংস্কৃতি,ਮਾਈਕਰੋਸਪੋਰ ਸਭਿਆਚਾਰ
মাইক্রোস্পোর মাদার সেল,ਮਾਈਕਰੋਸਪੋਰ ਮਾਂ ਸੈੱਲ
মাইক্রোস্পোর,ਮਾਈਕਰੋਸਪੋਰਸ
মাইক্রোটোম,ਮਾਈਕ੍ਰੋਟੋਮ
মাইক্রোটোপোগ্রাফি,ਮਾਈਕ੍ਰੋਟੋਗ੍ਰਾਫੀ
মিড-সিজন সংশোধন,ਮਿਡ-ਸੀਜ਼ਨ ਸੁਧਾਰ
স্থানান্তর,ਮਾਈਗ੍ਰੇਸ਼ਨ
দুধের শস্য মঞ্চ,ਦੁੱਧ ਅਨਾਜ ਪੜਾਅ
মিলেপেড,ਮਿਲਪੀਦ
মিল্টস,ਮਿਲਟਸ
মিলিং পুনরুদ্ধার,ਮਿਲਿੰਗ ਰਿਕਵਰੀ
মিলিং,ਮਿਲਿੰਗ
খনিজ পুষ্টি,ਖਣਿਜ ਪੋਸ਼ਣ
খনিজ মাটি,ਖਣਿਜ ਮਿੱਟੀ
খনিজকরণ,ਖਣਿਜ
খনিজ,ਖਣਿਜ
সর্বনিম্ন থার্মোমিটার,ਘੱਟੋ ਘੱਟ ਥਰਮਾਮੀਟਰ
ন্যূনতম জমায়েত,ਘੱਟੋ ਘੱਟ ਖੇਤ
গৌণ ফসল,ਮਾਮੂਲੀ ਫਸਲਾਂ
মিওটিক সূচক,Miyotic ਇੰਡੈਕਸ
মিসেন্স মিউটেশন,ਗਲਤ ਵਿਆਖਿਆ
কুয়াশা সেচ,ਧੁੰਦਲੀ ਸਿੰਚਾਈ
কুয়াশা,ਧੁੰਦ
মাইটোকন্ড্রিয়া,ਮਾਈਟੋਚੋਂਡਰੀਆ
মাইটোসিস,ਮੀਟੋਸਿਸ
