Telugu,Punjabi
సంయుక్తంగా మరియు వంశపారంపర్యంగా,ਸਾਂਝੇ ਅਤੇ ਬਹੁਤ ਸਾਰੇ
ఉమ్మడి యాజమాన్యం,ਸੰਯੁਕਤ ਮਾਲਕੀ
ఉమ్మడి బాధ్యత,ਸੰਯੁਕਤ ਜ਼ਿੰਮੇਵਾਰੀ
ఉమ్మడి వెంచర్,ਗਠਜੌੜ੍ਹ
జర్నల్,ਰਸਾਲਾ
జర్నలిస్ట్,ਪੱਤਰਕਾਰ
తీర్పు,ਨਿਰਣਾ
జ్యుడిషియల్,ਨਿਆਂਇਕ
న్యాయ కస్టడీ,ਨਿਆਂਇਕ ਹਿਰਾਸਤ
న్యాయ విచారణ,ਜੁਡੀਸ਼ੀਅਲ ਜਾਂਚ
న్యాయ నోటీసు,ਨਿਆਂਇਕ ਨੋਟਿਸ
న్యాయ శక్తి,ਨਿਆਂਇਕ ਸ਼ਕਤੀ
న్యాయ సేవ,ਜੁਡੀਸ਼ੀਅਲ ਸੇਵਾ
న్యాయవ్యవస్థ,ਨਿਆਂਪਾਲਿਕਾ
న్యాయమైన,ਨਿਆਈ
జూనియర్ అడ్మినిస్ట్రేటివ్ గ్రేడ్,ਜੂਨੀਅਰ ਪ੍ਰਬੰਧਕੀ ਗ੍ਰੇਡ
జూనియర్ గుమస్తా,ਜੂਨੀਅਰ ਕਲਰਕ
ర్యాంకులో జూనియర్,ਰੈਂਕ ਵਿੱਚ ਜੂਨੀਅਰ
జూనియారిటీ,ਜੂਨੀਅਰਤਾ
జూనియర్ చాలా,ਜੂਨੀਅਰ ਸਭ ਤੋਂ ਵੱਧ
జూనియర్ స్కేల్,ਜੂਨੀਅਰ ਪੈਮਾਨੇ
అధికార పరిధి,ਅਧਿਕਾਰ ਖੇਤਰ
కేవలం,ਬਸ
న్యాయం,ਜਸਟਿਸ
న్యాయమైన,ਜਾਇਜ਼
న్యాయంచేయటానికి,ਜਾਇਜ਼
కీ,ਕੁੰਜੀ
కీనోట్ చిరునామా,ਕੀਨੋਟ ਐਡਰੈਸ
తిరిగి కిక్ చేయండి,ਪਿੱਛੇ ਲੱਤ ਮਾਰੋ
బంధువు,ਰਿਸ਼ਤੇਦਾਰ
కిత్ మరియు బంధువు,ਕਿਥ ਅਤੇ ਰਿਸ਼ਤੇਦਾਰ
తెలుసుకోవడం,ਪਤਾ ਹੈ ਕਿੱਦਾਂ
పరిజ్ఞానం,ਗਿਆਨਵਾਨ
శ్రమ,ਕਿਰਤ
కార్మిక ఛార్జీలు,ਲੇਬਰ ਚਾਰਜ
కార్మిక ఒప్పందం,ਲੇਬਰ ਇਕਰਾਰਨਾਮਾ
లేబర్ కోర్ట్,ਲੇਬਰ ਕੋਰਟ
కార్మిక వివాదం,ਮਜ਼ਦੂਰੀ ਵਿਵਾਦ
కార్మిక శక్తి,ਲੇਬਰ ਫੋਰਸ
కార్మిక చట్టాలు,ਕਿਰਤ ਕਾਨੂੰਨ
లేబర్ రూమ్,ਲੇਬਰ ਰੂਮ
లేబర్ యూనియన్,ਲੇਬਰ ਯੂਨੀਅਨ
కార్మిక సంక్షేమం,ਲੇਬਰ ਭਲਾਈ
ల్యాండ్ అక్విజిషన్,ਜ਼ਮੀਨੀ ਜਲੂਣ
ల్యాండ్ మార్క్,ਲੈਂਡ ਮਾਰਕ
భూమి రికార్డులు,ਲੈਂਡ ਰਿਕਾਰਡ
భూ సంస్కరణలు,ਜ਼ਮੀਨੀ ਸੁਧਾਰ
భూమి ఆదాయం,ਲੈਂਡ ਮਾਲੀਆ
భూమి పరిష్కారం,ਲੈਂਡ ਬੰਦੋਬਸਤ
స్థల కౌలు సమయం,ਭੂਮੀ ਕਾਰਜਕਾਲ
భూ వినియోగ ధృవీకరణ పత్రం,ਭੂਮੀ ਵਰਤੋਂ ਸਰਟੀਫਿਕੇਟ
లోపం,ਲੰਘਣਾ
పెద్ద ఎత్తున,ਵੱਡੇ ਪੱਧਰ 'ਤੇ
చివరి తేదీ,ਆਖਰੀ ਤਾਰੀਖ
శాశ్వత,ਸਦੀਵੀ
చివరగా,ਅੰਤ ਵਿੱਚ
చివరి చెల్లింపు,ਆਖਰੀ ਭੁਗਤਾਨ
ఆలస్యం,ਦੇਰ ਨਾਲ
ఆలస్యంగా హాజరు ప్రకటన,ਲੇਟ ਹਾਜ਼ਰੀ ਦਾ ਬਿਆਨ
లేట్ డ్యూటీ,ਦੇਰ ਨਾਲ ਡਿ duty ਟੀ
ఆలస్యంగా చెల్లింపు,ਦੇਰ ਨਾਲ ਭੁਗਤਾਨ
తాజాది,ਤਾਜ਼ਾ
ప్రశంసనీయం,ਸ਼ੁਕਰਾਨਾ
ప్రయోగం,ਲਾਂਚ
చట్టం,ਕਾਨੂੰਨ
చట్టం మరియు క్రమం,ਕਾਨੂੰਨ ਅਤੇ ਆਰਡਰ
లా బ్రేకర్,ਕਾਨੂੰਨ ਤੋੜਨ ਵਾਲਾ
లా కోర్ట్ (= న్యాయ న్యాయస్థానం),ਕਾਨੂੰਨ ਕੋਰਟ (= ਕਾਨੂੰਨ ਦੀ ਅਦਾਲਤ)
దావా,ਮੁਕੱਦਮੇ
న్యాయవాది,ਵਕੀਲ
తీసివేయు,ਕੰਮ ਬੰਦ
లేఅవుట్,ਖਾਕਾ
నాయకుడు,ਨੇਤਾ
నాయకత్వ నాణ్యత,ਲੀਡਰਸ਼ਿਪ ਕੁਆਲਟੀ
కరపత్రం,ਪਰਚਾ
లీక్,ਲੀਕ
లీపు సంవత్సరం,ਲੀਪ ਸਾਲ
నేర్చుకోవడం,ਸਿੱਖਣਾ
లీజు,ਲੀਜ਼
లీజుకు తీసుకున్న వసతి,ਲੀਜ਼ਡ
లీజుహోల్డ్,ਕਿਰਾਏ ਤੇ
లీజుహోల్డర్,ਲੀਜ਼ ਧਾਰਣਾ
లీజింగ్,ਲੀਜ਼ਿੰਗ
వదిలి,ਛੱਡੋ
ఎన్‌క్యాష్‌మెంట్ వదిలివేయండి,ਛੱਡੋ ਇਨਕੈਸ਼ਮੈਂਟ
జీతం వదిలేయండి,ਤਨਖਾਹ ਛੱਡੋ
ఖాళీని వదిలివేయండి,ਖਾਲੀ ਥਾਂ ਛੱਡੋ
చెల్లింపు లేకుండా వదిలివేయండి,ਬਿਨਾਂ ਭੁਗਤਾਨ ਕੀਤੇ ਛੱਡੋ
పేతో వదిలివేయండి,ਤਨਖਾਹ ਨਾਲ ਛੱਡੋ
లెక్చర్ హాల్,ਲੈਕਚਰ ਹਾਲ
లెడ్జర్,ਲੇਜਰ
లెడ్జర్ సంతులనం,ਲੇਜਰ ਬਕਾਇਆ
లెగసీ,ਵਿਰਾਸਤ
చట్టపరమైన,ਕਾਨੂੰਨੀ
చట్టబద్ధత,ਕਾਨੂੰਨੀਤਾ
చట్టబద్ధత,ਕਾਨੂੰਨੀਕਰਨ
చట్టబద్ధంగా,ਕਾਨੂੰਨੀ ਤੌਰ 'ਤੇ
చట్టపరమైన అభ్యాసం,ਕਾਨੂੰਨੀ ਅਭਿਆਸ
లెగటీ,ਲੀਜਟੇ
స్పష్టంగా,ਜਾਇਜ਼
శాసనసభ,ਵਿਧਾਨਕ
శాసనసభ వ్యాపారం,ਵਿਧਾਨਕ ਕਾਰੋਬਾਰ
శాసనసభ,ਵਿਧਾਨ ਸਭਾ
చట్టబద్ధత,ਜਾਇਜ਼ਤਾ
చట్టబద్ధమైనది,ਜਾਇਜ਼
విశ్రాంతి,ਮਨੋਰੰਜਨ
సానుకూలత,ਕਥਾ
అద్దెదారు,ਕਿਰਾਏਦਾਰ
లేఖ,ਪੱਤਰ
లెటర్ ప్యాడ్,ਪੱਤਰ ਪੈਡ
లెవీ,ਲੇਵੀ
బాధ్యత,ਦੇਣਦਾਰੀ
బాధ్యత,ਜਵਾਬਦੇਹ
అనుసంధానం,ਸੰਪਰਕ
గ్రంధాలయం,ਲਾਇਬ੍ਰੇਰੀ
లైసెన్స్,ਲਾਇਸੈਂਸ
లైసెన్స్ హోల్డర్,ਲਾਇਸੈਂਸ ਧਾਰਕ
లైసెన్స్,ਲਾਇਸੰਸਸ਼ੁਦਾ
లైసెన్సు,ਲਾਇਸੰਸਸ਼ੁਦਾ
లియన్,ਹੱਕਦਾਰ
జీవిత ధృవీకరణ పత్రం,ਜੀਵਨ ਸਰਟੀਫਿਕੇਟ
పరిమితి,ਸੀਮਾ
పరిమితి,ਸੀਮਾ
పరిమితం,ਸੀਮਤ
పరిమిత ఆందోళన,ਸੀਮਤ ਚਿੰਤਾ
పరిమిత బాధ్యత,ਸੀਮਤ ਦੇਣਦਾਰੀ
పరిమిత టెండర్,ਸੀਮਤ ਟੈਂਡਰ
లింక్,ਲਿੰਕ
లింక్ చేయబడింది,ਲਿੰਕਡ
లింక్డ్ ఫైల్,ਲਿੰਕਡ ਫਾਈਲ
లింక్ భాష,ਲਿੰਕ ਭਾਸ਼ਾ
లిక్విడేటెడ్ నష్టాలు,ਤਰਲ ਪਦਾਰਥ
లిక్విడేషన్,ਤਰਲ
లిక్విడేటర్,ਤਰਲ
జాబితా,ਸੂਚੀ
వ్యాపార జాబితా,ਵਪਾਰ ਦੀ ਸੂਚੀ
అక్షరాస్యులు,ਪੜ੍ਹਾਉਣਾ
వ్యాజ్యం,ਮੁਕੱਦਮਾ
వ్యాజ్యం,ਮੁਕੱਦਮਾ
లివరీ భత్యం,Livel ਭੱਤਾ
పశువులు,ਪਸ਼ੂ
జీవన ప్రమాణం,ਜੀਵਤ ਮਾਨਕ
జీవన వేతనం,ਜੀਵਤ ਤਨਖਾਹ
లోడ్,ਲੋਡ ਹੋ ਰਿਹਾ ਹੈ
ఋణం,ਕਰਜ਼ਾ
రుణగ్రహీత,ਲੋਨਰ
రుణాల విభాగం,ਕਰਜ਼ਾ ਵਿਭਾਗ
లాబీ,ਲਾਬੀ
లాబీయింగ్,ਲਾਬਿੰਗ
వ్యవధిలో లాక్ చేయండి,ਸਮੇਂ ਤੇ ਲਾਕ
లాక్ అవుట్,ਲਾਕ ਆਉਟ
లోకస్ స్టాండి,ਲੋਕੇ ਸਟੈਂਡਸੀ
బస,ਠਹਿਰਨਾ
లాగ్ బుక్,ਲੌਗ ਬੁੱਕ
లాజిక్,ਤਰਕ
లోగో,ਲੋਗੋ
సుదూర కాల్,ਲੰਬੀ ਦੂਰੀ ਦੀ ਕਾਲ
పొడవాటి చేతి,ਲੰਬਾ ਹੱਥ
చాలా,ਬਹੁਤ
తక్కువ,ਘੱਟ
అత్యల్ప రేటు,ਘੱਟ ਰੇਟ
తక్కువ శ్రేణి,ਘੱਟ ਗ੍ਰੇਡ
లాయల్,ਵਫ਼ਾਦਾਰ
మొత్తం మొత్తం,ਉੱਕਾ ਪੁੱਕਾ
లంప్సమ్ గ్రాంట్,Lumpsum ਗਰਾਂਟ
యంత్రాలు,ਮਸ਼ੀਨਰੀ
ప్రభుత్వ యంత్రాలు,ਸਰਕਾਰ ਦੀ ਮਸ਼ੀਨਰੀ
పత్రిక,ਰਸਾਲਾ
మెయిలింగ్ జాబితా,ਮੇਲਿੰਗ ਲਿਸਟ
నిర్వహించండి,ਕਾਇਮ ਰੱਖੋ
నిర్వహణ,ਰੱਖ ਰਖਾਵ
ప్రధాన,ਮੇਜਰ
మెజారిటీ,ਬਹੁਮਤ
ప్రధాన రచనలు,ਮੇਜਰ ਕੰਮ
మేకప్,ਸ਼ਰ੍ਰੰਗਾਰ
దుర్వినియోగం,ਭਿਆਨਕਤਾ
అనారోగ్యం,ਬੁਰਾਈਆਂ
మాలాఫైడ్,ਮਲਾਫਾਈਡ
దుర్మార్గం,ਬਦਸਲੂਕੀ
దుర్వినియోగం,ਗਲਤ
దుర్వినియోగం,ਬਦਸਲੂਕੀ
నిర్వహణ,ਪ੍ਰਬੰਧਨ
నిర్వాహకుడు,ਮੈਨੇਜਰ
ఆదేశం,ਆਦੇਸ਼
తప్పనిసరి,ਲਾਜ਼ਮੀ ਹੈ
మండేలు,ਮੰਡੇਜ਼
పనిగంటలు,ਮੈਨਹੋਰਸ
మానిఫెస్టో,ਮੈਨੀਫੈਸਟੋ
తారుమారు,ਹੇਰਾਫੇਰੀ
యుక్తి,ਚਾਲ
మానవశక్తి,ਮਨੁੱਖ ਸ਼ਕਤੀ
మ్యాన్-టు-మ్యాన్ ర్యాంకింగ్,ਮੈਨ-ਟੂ-ਮੈਨ ਰੈਂਕਿੰਗ
మాన్యువల్,ਮੈਨੂਅਲ
మాన్యువల్ లేబర్,ਹੱਥੀਂ ਕਿਰਤ
తయారీ,ਉਤਪਾਦਨ
తయారీదారు,ਨਿਰਮਾਤਾ
మాన్యుస్క్రిప్ట్,ਖਰੜੇ
మ్యాప్,ਨਕਸ਼ਾ
మార్జిన్,ਹਾਸ਼ੀਏ
ఉపాంత,ਹਾਸ਼ੀਏ
వైవాహిక స్థితి,ਵਿਵਾਹਿਕ ਦਰਜਾ
మార్కెటింగ్,ਮਾਰਕੀਟਿੰਗ
మార్కెటింగ్ ఎకానమీ,ਮਾਰਕੀਟਿੰਗ ਆਰਥਿਕਤਾ
మార్క్,ਮਾਰਕ
గణాంకాల పట్టి,ਮਾਰਕਸਸ਼ੀਟ
వచ్చిన మార్కులు,ਅੰਕ ਪ੍ਰਾਪਤ ਕੀਤੇ
మాస్,ਪੁੰਜ
సామూహిక కమ్యూనికేషన్,ਪੁੰਜ ਸੰਚਾਰ
సామూహిక వినియోగం,ਪੁੰਜ ਦੀ ਖਪਤ
సామూహిక రోగనిరోధకత,ਪੁੰਜ ਟੀਕਾਕਰਨ
మాస్ మీడియా,ਮਾਸ ਮੀਡੀਆ
భారీ ఉత్పత్తి,ਵੱਡੇ ਪੱਧਰ ਉੱਤੇ ਉਤਪਾਦਨ
మాస్టర్ ఫైల్,ਮਾਸਟਰ ਫਾਈਲ
వేడుకల మాస్టర్,ਸਮਾਰੋਹ
మాస్టర్ ప్లాన్,ਮੁੱਖ ਯੋਜਨਾ
మ్యాచింగ్ గ్రాంట్,ਮੇਲ ਖਾਂਦਾ ਗ੍ਰਾਂਟ
పదార్థం,ਸਮੱਗਰੀ
ప్రసూతి,ਜਣੇਪਾ
ప్రసూతి సెలవు,ਜਣੇਪਾ - ਛੁੱਟੀ
మెట్రిక్యులేట్,ਮੈਟ੍ਰਿਕ
మ్యాట్రిమోనియల్,ਵਿਆਹ
పరిపక్వత,ਸਿਆਣੇ
పరిపక్వత తేదీ,ਮਿਆਦ ਪੂਰੀ ਹੋਣ ਦੀ ਮਿਤੀ
గరిష్టంగా,ਵੱਧ ਤੋਂ ਵੱਧ
అంటే,ਮਤਲਬ
కొలత,ਮਾਪ
కొలత,ਮਾਪ
కొలమానాలను,ਉਪਾਅ
మెకానిక్,ਮਕੈਨਿਕ
యాంత్రిక,ਮਕੈਨੀਕਲ
విధానం,ਵਿਧੀ
మీడియా,ਮੀਡੀਆ
మధ్యవర్తిత్వం,ਵਿਚੋਲੇ
మెడికల్,ਮੈਡੀਕਲ
వైద్య ప్రయోజనం,ਡਾਕਟਰੀ ਲਾਭ
వైద్య పరీక్ష,ਮੈਡੀਕਲ ਜਾਂਚ
మెడికో-లీగల్,ਮੈਡੀਕੋ-ਕਾਨੂੰਨੀ
మధ్యస్థం,ਮਾਧਿਅਮ
కెమెరాలో సమావేశం,ਕੈਮਰੇ ਵਿਚ ਮਿਲਣਾ
సభ్యుడు,ਸਦੱਸ
మెమో,ਮੀਮੋ
స్మారక చిహ్నం,ਯਾਦਗਾਰ
మానసిక సామర్థ్యం,ਮਾਨਸਿਕ ਯੋਗਤਾ
మెను,ਮੇਨੂ
విలీనం,ਅਭੇਦ
మెరిట్,ਮੈਰਿਟ
మెరిట్ జాబితా,ਮੈਰਿਟ ਸੂਚੀ
మెరిటోరియస్,ਹੋਣਹਾਰ
యోగ్యత,ਗੁਣ
మెరిట్ స్కాలర్‌షిప్,ਮੈਰਿਟ ਸਕਾਲਰਸ਼ਿਪ
సందేశం,ਸੁਨੇਹਾ
విధానం,ਵਿਧੀ
పద్దతి,Method ੰਗ
మెట్రోపాలిటన్ ప్రాంతం,Metroopolitan ਖੇਤਰ
మధ్య ఆదాయ సమూహం,ਮਿਡਲ ਇਨਕਮ ਗਰੁੱਪ
మిడిల్మాన్,ਵਿਚੋਲੇ
మిడ్‌వైఫరీ,ਮਿਡਵਾਈਫਰੀ
వలస,ਪ੍ਰਵਾਸੀ
మైలేజ్,ਮਾਈਲੇਜ
మిలిటెన్సీ,ਅੱਤਵਾਦ
మిలీనియం,ਹਜ਼ਾਰ ਸਾਲ
సూక్ష్మ,ਛੋਟਾ
కనిష్ట,ਘੱਟੋ ਘੱਟ
గనుల తవ్వకం,ਮਾਈਨਿੰਗ
మంత్రి,ਮੰਤਰਾਲੇ
మంత్రిత్వ శాఖ,ਮੰਤਰਾਲਾ
మైనర్,ਨਾਬਾਲਗ
మైనారిటీ,ਘੱਟ ਗਿਣਤੀ
చిన్న పనులు,ਮਾਮੂਲੀ ਕੰਮ
నిమిషాలు,ਮਿੰਟ
దుర్వినియోగం,ਗ਼ਲਤਫ਼ਹਿਮੀ
దుర్వినియోగం,ਦੁਰਵਿਵਹਾਰ
న్యాయం యొక్క గర్భస్రావం,ਇਨਸਾਫ ਦੀ ਗਰਭਪਾਤ
ఇతరాలు,ਫੁਟਕਲ
అల్లరి,ਸ਼ਰਾਰਤ
మిస్‌క్లాసిఫికేషన్,ਮਿਸਲਸੀਫਿਕੇਸ਼ਨ
దుష్ప్రవర్తన,ਦੁਰਾਚਾਰ
తప్పుదారి పట్టించేది,ਗੁੰਮਰਾਹ
దుర్వినియోగం,ਗ਼ਲਤ ਪ੍ਰਬੰਧਨ
తప్పుగా పేర్కొనడం,ਗਲਤ ਜਾਣਕਾਰੀ
వాస్తవాలను తప్పుగా గుర్తించడం,ਤੱਥਾਂ ਦਾ ਗਲਤ ਹਿੱਸਾ
అపార్థం,ਗਲਤਫਹਿਮੀ
దుర్వినియోగం,ਦੁਰਵਰਤੋਂ
మిశ్రమ ఆర్థిక వ్యవస్థ,ਮਿਕਸਡ ਆਰਥਿਕਤਾ
మాబ్,ਭੀੜ
మొబైల్,ਮੋਬਾਈਲ
మొబిలిటీ,ਗਤੀਸ਼ੀਲਤਾ
మోడ్,ਮੋਡ
మోడల్,ਮਾਡਲ
మోడరేటర్,ਸੰਚਾਲਕ
మార్పు,ਸੋਧ
కార్యనిర్వహణ పద్ధతి,ਮੋਡਸ ਓਪਰੇਂਡੀ
ద్రవ్య మంజూరు,ਮੁਦਰਾ ਗਰਾਂਟ
డబ్బు,ਪੈਸਾ
మానిటర్,ਮਾਨੀਟਰ
ఏకస్వామ్యం,ਮੋਨੋਗਮ
మోనోగ్రామ్,ਮੋਨੋਗ੍ਰਾਮ
గుత్తాధిపత్యం,ਏਕਾਧਿਕਾਰ
మోనోటోనీ,ਏਕਾਧਿਕਾਰ
నెలవారీ టూర్ డైరీ,ਮਾਸਿਕ ਟੂਰ ਡਾਇਰੀ
నెల నుండి నెల,ਮਹੀਨੇ ਤੋਂ ਮਹੀਨੇ
నైతికత,ਨੈਤਿਕ
ధైర్యం,ਮਨੋਬਲ
నైతిక టర్పిట్యూడ్,ਨੈਤਿਕ ਮਿਹਨਤ
తాత్కాలిక నిషేధం,ਮੋਹਰ
మరణాలు,ਮੌਤ
తాకట్టు,ਗਿਰਵੀਨਾਮਾ
చాలా రహస్య,ਸਭ ਗੁਪਤ
మాతృ భాష,ਮਾਤਾ - ਭਾਸ਼ਾ
కదలిక,ਮੋਸ਼ਨ
చలన అధ్యయనం,ਮੋਸ਼ਨ ਅਧਿਐਨ
ప్రేరణ,ਪ੍ਰੇਰਣਾ
ఉద్దేశ్యం,ਮਨੋਰਥ
నినాదం,ਮੋਟੋ
మౌత్‌పీస్,ਮੂੰਹ
కదిలే,ਚੱਲ
కదలిక,ਮੂਵ
ఉద్యమం,ਅੰਦੋਲਨ
బహుళ,ਬਹੁਪੱਖੀ
బహుళార్ధసాధక,ਮਲਟੀਪਰਪਜ਼
మునిసిపల్ పన్ను,ਮਿ municipal ਂਸਪਲ ਟੈਕਸ
మ్యూజియం,ਅਜਾਇਬ ਘਰ
మస్టర్ రోల్,ਸੰਗੀਤ ਰੋਲ
మ్యుటేషన్,ਪਰਿਵਰਤਨ
ముటాటిస్ ముటాండిస్,ਮੈਟਿਸ ਬਦਬੂ
పరస్పర అవగాహన,ਆਪਸੀ ਸਮਝ
పేరును చూపించే కార్డు,ਨਾਮ ਕਾਰਡ
మాదకద్రవ్య,ਨਸ਼ੀਲੇ ਪਦਾਰਥ
కథనం మదింపు,ਬਿਰਤਾਂਤ ਦਾ ਮੁਲਾਂਕਣ
కథకుడు,ਬਿਰਤਾਂਤਕਾਰ
దేశం,ਰਾਸ਼ਟਰ
జాతీయ,ਰਾਸ਼ਟਰੀ
జాతీయవాదం,ਰਾਸ਼ਟਰਵਾਦ
జాతీయత,ਕੌਮੀਅਤ
జాతీయం,ਰਾਸ਼ਟਰੀਕਰਨ
జాతీయ భాష,ਰਾਸ਼ਟਰੀ ਭਾਸ਼ਾ
నేషనల్ సేవింగ్స్ సర్టిఫికేట్,ਰਾਸ਼ਟਰੀ ਬਚਤ ਪ੍ਰਮਾਣ ਪੱਤਰ
స్థానిక,ਦੇਸੀ
సహజ,ਕੁਦਰਤੀ
నాచురలైజేషన్,ਨੈਚੁਰਲਾਈਜ਼ੇਸ਼ਨ
నావికా శక్తి,ਨੇਵਲ ਫੋਰਸ
నావిగేబుల్,ਨੇਵੀਗੇਬਲ
నావిగేషన్,ਨੇਵੀਗੇਸ਼ਨ
Nayes,Nayes
అవసరమైన చర్య,ਜ਼ਰੂਰੀ ਕਾਰਵਾਈ
అవసరం,ਲੋੜੀਂਦਾ
ప్రతికూల,ਨਕਾਰਾਤਮਕ
నిర్లక్ష్యం,ਅਣਗਹਿਲੀ
నిర్లక్ష్యం,ਅਣਗਹਿਲੀ
అతితక్కువ,ਅਣਗੌਲਿਆ
చర్చల చర్చ,ਗੱਲਬਾਤ
చర్చించదగిన పరికరం,ਗੱਲਬਾਤ ਕਰਨ ਯੋਗ ਸਾਧਨ
చర్చలు,ਗੱਲਬਾਤ
సంధానకర్త,ਗੱਲਬਾਤ ਕਰਨ ਵਾਲਾ
నేపాటిజం,ਨੇਪੋਟਿਜ਼ਮ
నెట్,ਨੈੱਟ
నికర పెట్టుబడి,ਸ਼ੁੱਧ ਨਿਵੇਸ਼
తటస్థ,ਨਿਰਪੱਖ
వార్తలు,ਖ਼ਬਰਾਂ
వార్తాలేఖ,ਨਿ let ਜ਼ਲੈਟਰ
వార్తాపత్రిక,ਅਖਬਾਰ
న్యూస్ రీడర్,ਖ਼ਬਰਾਂ ਪਾਠਕ
బంధువు తదుపరి,ਅਗਲਾ ਵਾਰਿਸ
నైట్ డ్యూటీ,ਨਾਈਟ ਡਿ duty ਟੀ
నిల్ రిపోర్ట్,ਨੀਲ ਰਿਪੋਰਟ
ప్రవేశం లేదు,ਕੋਈ ਦਾਖਲਾ ਨਹੀਂ
డిమాండ్ సర్టిఫికేట్ లేదు (= బకాయి సర్టిఫికేట్ లేదు),ਕੋਈ ਡਿਮਾਂਡ ਸਰਟੀਫਿਕੇਟ ਨਹੀਂ (= ਕੋਈ ਡੁਕੇਜ਼ ਸਰਟੀਫਿਕੇਟ ਨਹੀਂ)
నామకరణం,ਨਾਮਕਰਨ
నామమాత్రపు ఖర్చు,ਮਾਮੂਲੀ ਕੀਮਤ
నామమాత్రపు విలువ (= ముఖ విలువ),ਨਾਮਾਤਰ ਮੁੱਲ (= ਫੇਸ ਵੈਲਯੂ)
నామినేట్,ਨਾਮਜ਼ਦ
నామినేషన్,ਨਾਮਜ਼ਦਗੀ
నామినీ,ਨਾਮਜ਼ਦ
నాన్-ఏజ్,ਗੈਰ-ਉਮਰ
నాన్-కాంట్రిబ్యూటరీ,ਗੈਰ-ਯੋਗਦਾਨ ਦੇਣ ਵਾਲੀ
అనవసరమైనది,ਗੈਰ-ਜ਼ਰੂਰੀ
గెజిటెడ్ కానిది,ਗੈਰ-ਗਜ਼ਟਡ
వడ్డీ లేని బేరింగ్,ਗੈਰ-ਵਿਆਜ ਸਹਿਣਸ਼ੀਲ
న్యాయ-కాని,ਗੈਰ-ਨਿਆਂਇਕ
నాన్-మిస్టీరియల్,ਗੈਰ-ਮੰਤਰੀਆਂ
చర్చించలేనిది,ਗੈਰ-ਗੱਲਬਾਤ ਕਰਨ ਯੋਗ
నాన్-ఆఫీషియల్,ਗੈਰ-ਅਧਿਕਾਰੀ
"ఎగవేత, చెల్లింపులో వైఫల్యం",ਗੈਰ-ਭੁਗਤਾਨ
పేమెంట్ కాని సర్టిఫికేట్,ਗੈਰ-ਭੁਗਤਾਨ ਸਰਟੀਫਿਕੇਟ
ప్రాక్టీస్ కాని భత్యం,ਗੈਰ-ਅਭਿਆਸ ਭੱਤਾ
పునరావృతం కాని వ్యయం,ਗੈਰ-ਆਵਰਤੀ ਖਰਚਾ
తిరిగి ఇవ్వబడదు,ਪਰਤਾਵਾਂ ਨਹੀ
నాన్-స్టాట్యూటరీ,ਗੈਰ-ਕਾਨੂੰਨੀ
టాక్సబుల్ కాని ఆదాయం,ਗੈਰ-ਟੈਕਸਯੋਗ ਆਮਦਨੀ
నాన్-టెక్నికల్ పోస్ట్,ਗੈਰ-ਤਕਨੀਕੀ ਪੋਸਟ
సాంప్రదాయేతర,ਗੈਰ-ਰਵਾਇਤੀ
అశాబ్దిక కమ్యూనికేషన్,ਨਾਜ਼ਬਾਨੀ ਸੰਚਾਰ
అభ్యంతర ధృవీకరణ పత్రం లేదు,ਕੋਈ ਇਤਰਾਜ਼ ਸਰਟੀਫਿਕੇਟ ਨਹੀਂ
"లాభం లేదు, నష్టం లేదు","ਕੋਈ ਲਾਭ ਨਹੀਂ, ਨੁਕਸਾਨ ਨਹੀਂ"
ప్రమాణం,ਆਦਰਸ਼
సాధారణ,ਆਮ
పొగ త్రాగరాదు,ਸਿਗਰਟਨੋਸ਼ੀ ਮਨ੍ਹਾਂ ਹੈ
గుర్తించదగినది,ਨੋਟ ਕਰਨ ਯੋਗ
వర్తించదు (N.A.),ਲਾਗੂ ਨਹੀਂ (ਐਨ.ਏ.)
అందుబాటులో లేదు (N.A.),ਉਪਲਬਧ ਨਹੀਂ (ਐਨ.ਏ.)
గమనిక,ਨੋਟ
నోటీసు,ਨੋਟਿਸ
గుర్తించదగినది,ਧਿਆਨ ਦੇਣ ਯੋਗ
నోటిఫికేషన్,ਸੂਚਨਾ
నోటిఫైడ్ ప్రాంతం,ਸੂਚਿਤ ਖੇਤਰ
గమనించడం మరియు ముసాయిదా,ਨੋਟਿੰਗ ਅਤੇ ਡਰਾਫਟਿੰਗ
నోషనల్ పే,ਕਲਪਨਾਤਮਕ ਤਨਖਾਹ
బేరానికి వీలులేని,ਗੱਲਬਾਤ ਕਰਨ ਯੋਗ ਨਹੀਂ
చర్చించదగిన పరికరం కాదు,ਗੱਲਬਾਤ ਯੋਗ ਸਾਧਨ ਨਹੀਂ
న్యూక్లియస్,ਨਿ nuc ਕਲੀਅਸ
శూన్య,ਨਲ
శూన్య మరియు శూన్యత,ਨਲ ਅਤੇ ਵੋਇਡ
సంఖ్య,ਗਿਣਤੀ
నంబరింగ్,ਨੰਬਰ
సంఖ్య,ਅੰਕ
ప్రమాణస్వీకారం,ਸਹੁੰ
విధేయత ప్రమాణం,ਵਫ਼ਾਦਾਰੀ ਦੀ ਸਹੁੰ
కార్యాలయ ప్రమాణం,ਦਫਤਰ ਦੀ ਸਹੁੰ
విధేయత,ਆਗਿਆਕਾਰੀ
సంస్మరణ,ਮਾਹਰ
