Gujarati,Telugu
ખુલ્લા કલેક્ટર,ఓపెన్ కలెక్టర్
ખુલ્લા કલેક્ટર  સાધન,ఓపెన్ కలెక్టర్  పరికరం
સંપર્ક સ્વર ખોલો,ఓపెన్ కాంటాక్ట్ టోన్
ખુલ્લા અંતરે,అవధులు లేకుండుట
ખુલ્લી રેખા,ఓపెన్-ఎండ్ లైన్
ફાઇલ ખોલો,ఫైలును తెరవండి
ખુલ્લો લૂપ નિયંત્રણ,ఓపెన్ లూప్ కంట్రోల్
ખુલ્લી લૂપ પદ્ધતિ,ఓపెన్ లూప్ సిస్టమ్
ખુલ્લું સંખ્યા,ఓపెన్ నంబరింగ్
ખુલ્લી રૂટલી,ఓపెన్ రొటీన్
ખુલ્લી દુકાન,ఓపెన్ షాప్
ખુલ્લી દુકાન  સંચાલન,ఓపెన్ షాప్  ఆపరేషన్
ખોલો,ఓపెన్ సబ్‌ట్రౌటిన్
ખુલ્લી પદ્ધતિ,ఓపెన్ సిస్టమ్
ખુલ્લી સિસ્ટમો  સંબંધ,ఓపెన్ సిస్టమ్స్  ఇంటర్ కనెక్షన్
ખુલ્લી સિસ્ટમો  પરસ્પર કાર્ય,ఓపెన్ సిస్టమ్స్  ఇంటర్‌వర్కింగ్
ખુલ્લું વાયર,ఓపెన్ వైర్
ખુલ્લી તાર,ఓపెన్-వైర్ లైన్
પ્રબંધ,ఒపెరాండ్
કામચલાઉ ક્ષેત્ર,ఆపరేషన్ ఫీల్డ్
સંચાલન મોડ,మోడ్ ఆపరేట్ చేయండి
સંચાલન વિલંબ,ఆపరేటింగ్ ఆలస్యం
કાર્યરત  વાતાવરણ,ఆపరేటింగ్  పర్యావరణం
ચાલક,ఆపరేటింగ్ పరిధి
કાર્યરત ગુણોત્તર,ఆపరేటింగ్ నిష్పత్తి
સંચાલન જગ્યા,ఆపరేటింగ్ స్థలం
કાર્યરત પદ્ધતિ,ఆపరేటింగ్ సిస్టమ్
કાર્યરત પદ્ધતિ  કાર્ય,ఆపరేటింగ్ సిస్టమ్  ఫంక్షన్
કામગીરીનો સમય,ఆపరేటింగ్ సమయం
કાર્યકારી વોલ્ટેજ  સૂચક,ఆపరేటింగ్ వోల్టేజ్  సూచిక
સંચાલન,ఆపరేషన్
કાર્યકારી  પાત્ર,కార్యాచరణ  పాత్ర
કાર્યકારી પદ્ધતિ,కార్యాచరణ మోడ్
કાર્યકારી ચિહ્ન,కార్యాచరణ సంకేతం
કાર્યકારી એકમ,కార్యాచరణ యూనిట్
કાર્યરત શબ્દ,కార్యాచరణ పదం
કામગીરી સંહિતા,ఆపరేషన్ కోడ్
કામગીરી નિયંત્રણ  ભાષા,ఆపరేషన్ నియంత్రణ  భాష
કામગીરી નિયંત્રણ  નિવેદન,ఆపరేషన్ నియంత్రణ  ప్రకటన
કામગીરી ચક્ર,ఆపరేషన్ చక్రం
કામગીરી ડીકોડર,ఆపరేషన్ డీకోడర్
સંચાલન  અભિમાન,ఆపరేషన్  వ్యక్తీకరణ
કામગીરી ક્ષેત્ર,ఆపరేషన్ ఫీల్డ్
કામગીરી નંબર,ఆపరేషన్ సంఖ్య
કામગીરીનો ભાગ,ఆపరేషన్ భాగం
કામગીરી ગુણોત્તર,ఆపరేషన్ నిష్పత్తి
કામગીરી વિશ્લેષણ  (= કામગીરી  સંશોધન),కార్యకలాపాల విశ్లేషణ  (= కార్యకలాపాలు  పరిశోధన)
કામગીરી નિયંત્રણ,కార్యకలాపాల నియంత్రణ
કામગીરી  બહુવિધ,కార్యకలాపాలు  మల్టీ టాస్క్
કામગીરીનો સમય,ఆపరేషన్ సమయం
Operatorપરેટર,ఆపరేటర్
Operatorપરેટર  સત્તા  રેકર્ડ,ఆపరేటర్  అధికారం  రికార్డ్
Operatorપરેટર  આદેશ આપવો,ఆపరేటర్  కమాండ్
પ્રચાલક,ఆపరేటర్ కన్సోల్
પ્રચાલક  ભાષા,ఆపరేటర్ నియంత్రణ  భాష
પ્રચાલક  પેનલ,ఆపరేటర్ నియంత్రణ  ప్యానెల్
પ્રચારક ભૂલ,ఆపరేటర్ లోపం
પ્રચાલક  સંહિતા,ఆపరేటర్ మార్గదర్శకత్వం  కోడ్
Operatorપરેટર  હસ્તક્ષેપ  વિભાગ,ఆపరేటర్  జోక్యం  విభాగం
પ્રચાલક,ఆపరేటర్ సందేశం
ભાગ -ઓપરેટર,ఆపరేటర్ భాగం
પ્રચાલક,ఆపరేటర్ ట్రంక్
ઓ.પી. રજિસ્ટર,OP రిజిస్టర్
દ્વિસંગી  શોધ વૃક્ષ,ఆప్టికల్ బైనరీ  శోధన చెట్టు
શિષ્ટાચારનું લક્ષણ  માન્યતા,ఆప్టికల్ పాత్ర  గుర్తింపు
Ticalપિક ફાઇબર,ఆప్టికల్ ఫైబర్
Ticalપિક ફ ont ન્ટ,ఆప్టికల్ ఫాంట్
ઓપ -ચિહ્ન  પ્રયોગ,ఆప్టికల్ మార్క్  పఠనం
ઓપ્ટિકલ મેમરી,ఆప్టికల్ మెమరీ
Ticalપવાદી વાચક,ఆప్టికల్ రీడర్
Scંચાં સ્કેનર,ఆప్టికల్ స్కానర్
Scંચાં સ્કેનીંગ,ఆప్టికల్ స్కానింగ్
Ticalપ્ટિકલ લાકડી,ఆప్టికల్ మంత్రదండం
મહત્તમ મર્જ કરવું  ઝાડ,సరైన విలీనం  చెట్టు
Optimપ્ટિમાઇઝેશન,సర్వోత్తమీకరణం
ઈષ્ટ,ఆప్టిమం కోడింగ్
પૂરતું  કાર્યક્રમ,వాంఛనీయ  ప్రోగ్రామింగ్
વિકલ્પ,ఎంపిక
વૈકલ્પિક અટક  સૂચના,ఐచ్ఛిక హాల్ట్  సూచన
વૈકલ્પિક વિરામ  સૂચના,ఐచ్ఛిక విరామం  సూచన
વૈકલ્પિક બંધ  સૂચના,ఐచ్ఛిక స్టాప్  సూచన
વૈકલ્પિક શબ્દ,ఐచ్ఛిక పదం
વિકલ્પ -યાદી,ఎంపిక జాబితా
ઓપ કપાળ,ఆప్టో కప్లర్
ટોઇલેક્ટ્રોનિક્સ,ఆప్టోఎలక్ట్రానిక్స్
ટોઇલેક્ટ્રોનું  પ્રાતળતા,ఆప్టోఎలెక్ట్రానిక్  సాంకేతికం
ચકચારક,Optoisolater
નમાના,లేదా
અથવા સર્કિટ,లేదా సర్క్యూట్
આદેશિત વૃક્ષ,ఆర్డర్ చేసిన చెట్టు
પૂર્વગ્રહ ક્રમ,ఆర్డరింగ్ బయాస్
સંબંધ,ఆర్డరింగ్ రిలేషన్
હુકમ,ఆర్డర్ గణాంకాలు
ઓર્ડર વાયર સર્કિટ્સ  (= ઓર્ડર સર્કિટ),ఆర్డర్ వైర్ సర్క్యూట్లు  (= ఆర్డర్ సర్క్యూట్)
ઓર્ડર વાયર  અનેકગણું,ఆర్డర్ వైర్  మల్టీప్లెక్స్
સામાન્ય પ્રતીક,సాధారణ చిహ్నం
અથવા તત્વ,లేదా మూలకం
સંગઠનાત્મક  જાણ  પદ્ધતિ,సంస్థాగత  సమాచారం  వ్యవస్థ
અથવા દરવાજો,లేదా గేట్
મૂળ ભાષા,అసలు భాష
અથવા મિક્સર,లేదా మిక్సర్
અથવા કામગીરી,లేదా ఆపరేషన్
વિકલાંગ  વિશ્લેષણ,ఆర్తోగోనల్  విశ్లేషణ
રૂ or,ఆర్తోగోనల్ ప్రాతిపదిక
વિકલાંગ યાદી,ఆర్తోగోనల్ జాబితా
વિકલાંગ  યાદ,ఆర్తోగోనల్  మెమరీ
ઓર્થપ્રેમી  વિશ્લેષણ,ఆర్థోనార్మల్  విశ్లేషణ
ઓસિલેટીંગ પ્રકારની,డోలనం చేసే విధమైన
બહાર,అవుట్ కనెక్టర్
બહારનો ભાગ,అవుట్ డిగ్రీ
બાહ્ય સંહિતા,బాహ్య కోడ్
ઉડાઉ  સંસ્કાર,అవుట్లర్  మాక్రోఇన్స్ట్రక్షన్
ઉત્પાદન,అవుట్పుట్
ઉત્પાદન -ક્ષેત્ર,అవుట్పుట్ ప్రాంతం
ઉત્પાદનપત્ર,అవుట్పుట్ వాదన
આઉટપુટ,అవుట్పుట్ బ్లాక్
ઉત્પાદન અવરોધ  પરિબળ,అవుట్పుట్ నిరోధించడం  కారకం
ઉત્પાદન ક્ષમતા,అవుట్పుట్ సామర్ధ్యం
ઉત્પાદન,అవుట్పుట్ సామర్థ్యం
ઉત્પાદન પદ્ધતિ,అవుట్పుట్ ఛానెల్
અપેક્ષા -માહિતી,అవుట్పుట్ డేటా
ઉત્પાદન,అవుట్పుట్ పరికరం
ઉત્પાદન ફાઈલ,అవుట్పుట్ ఫైల్
કાર્ય -પ્રવાહ  (= આઉટપુટ  પ્રવાહ),అవుట్పుట్ జాబ్ స్ట్రీమ్  (= అవుట్పుట్  స్ట్రీమ్)
મર્યાદિત  પ્રક્રિયા,అవుట్పుట్ లిమిటెడ్  ప్రక్రియ
મર્યાદિત  પદ્ધતિ,అవుట్పుట్ లిమిటెడ్  వ్యవస్థ
આઉટપુટ મોડ્યુલ,అవుట్పుట్ మాడ్యూల్
આદિમ,అవుట్పుట్ ఆదిమ
ઉત્પાદન,అవుట్పుట్ ప్రక్రియ
ઉત્પાદન કાર્યક્રમ,అవుట్పుట్ ప్రోగ్రామ్
ઉત્પાદન કાર્યક્રમ  વિધિ,అవుట్పుట్ ప్రోగ్రామ్  మాడ్యూల్
ઉત્પાદન પંચ,అవుట్పుట్ పంచ్
આઉટપુટ કતાર,అవుట్పుట్ క్యూ
ઉત્પાદન નોંધણી,అవుట్పుట్ రిజిస్టర్
ઉત્પાદન નોંધણી  બફર,అవుట్పుట్ రిజిస్టర్  బఫర్
નિત્યક્રમ,అవుట్పుట్ రొటీన్
નિત્યક્રમ  જનરેટર,అవుట్పుట్ రొటీన్  జనరేటర్
ઉત્પાદન,అవుట్పుట్ స్థితి
અંકુશ,అవుట్పుట్ స్టేట్మెంట్
અનુકરળ પ્રવાહ,అవుట్పుట్ స్ట్రీమ్
ઉત્પાદન -ટેપ  વર્ગીકરણ,అవుట్పుట్ టేప్  సార్టింగ్
ઉત્પાદન એકમ,అవుట్పుట్ యూనిట్
આઉટપુટ કતાર,అవుట్పుట్ వర్క్ క్యూ
ઉત્પાદન લેખક,అవుట్పుట్ రచయిత
સ્પૂલ વિસ્તાર,స్పూల్ ప్రాంతం
ઓવરસેસ,అధిక సామర్థ్యం
છીનવી લેવું,ఓవర్ఫ్లో
ઓવરફ્લો ચેક,ఓవర్ఫ్లో చెక్
છલકાઇની સ્થિતિ,ఓవర్ఫ్లో కండిషన్
ઓવરફ્લો ભૂલ,ఓవర్ఫ్లో లోపం
ઓવરફ્લો અપવાદ,ఓవర్ఫ్లో మినహాయింపు
ભરવાડ ક્ષેત્ર,ఓవర్ఫ్లో ఫీల్డ్
ઓવરફ્લો સૂચક,ఓవర్ఫ్లో సూచిక
છીનવી સ્થિતિ,ఓవర్ఫ్లో స్థానం
છલકડો વિક્રમ,ఓవర్ఫ్లో రికార్డ్
ઓવરહેડ બીટ,ఓవర్ హెడ్ బిట్
ઉપરના ભાગમાં  સંચાલન,ఓవర్ హెడ్  ఆపరేషన్
ઓવરલે કીબોર્ડ,కీబోర్డ్ అతివ్యాప్తి
ઓવરલે મોડ્યુલ,అతివ్యాప్తి మాడ్యూల్
Overંચો માર્ગ,అతివ్యాప్తి మార్గం
ઓવરલે કાર્યક્રમ,అతివ్యాప్తి కార్యక్రమం
ઓવરલે ક્ષેત્ર,అతివ్యాప్తి ప్రాంతం
Overંચો ભાગ,అతివ్యాప్తి విభాగం
ઓવરલે માળખું,అతివ్యాప్తి నిర్మాణం
ઓવરલે અવેક્ષક,అతివ్యాప్తి పర్యవేక్షకుడు
ઓવરલે વૃક્ષ,అతివ్యాప్తి చెట్టు
ઓવરલોડ,ఓవర్లోడ్
ઓવરલોડ સિમ્યુલેટર,ఓవర్‌లోడ్ సిమ్యులేటర్
વધુ પડતા સંપ્રદાય,ఓవర్ ప్రింటింగ్
વધુપડતું કરવું,ఓవర్ పంచ్
વિક્ષેપ,అంతరాయాన్ని అధిగమించండి
વધુ પડતું ચાલ,ఓవర్ రన్
અતિ આગળ વધવું,లోపం ఓవర్‌రన్
પોતાનું કોડિંગ,సొంత కోడింగ్
માલિક,యజమాని
પેકિંગ,పేసింగ్
પહાડી,ప్యాక్
પ packageકિંગ,ప్యాకేజీ
ભરેલું એરે,ప్యాక్ చేసిన శ్రేణి
ભરેલું ફોર્મેટ,ప్యాక్ చేసిన ఫార్మాట్
પેકેટ,ప్యాకెట్
પેકેટ એસેમ્બલર/-  બેધ્યાન,ప్యాకెట్ సమీకరించేవాడు/-  విడదీయండి
પેકેટ વિધાનસભા,ప్యాకెట్ అసెంబ్లీ
પેકેટ  છૂટાછવાયા,ప్యాకెట్  వేరుచేయడం
પેકેટ ફોર્મેટ,ప్యాకెట్ ఫార్మాట్
પેકેટ સ્તર  પ્રોટોકોલ,ప్యాకెట్ పొర  ప్రోటోకాల్
પેકેટ મોડ  સંચાલન,ప్యాకెట్ మోడ్  ఆపరేషన్
પેકેટ મોડ  અંતિમ,ప్యాకెట్ మోడ్  టెర్మినల్
પેકેટ રેડિયો,ప్యాకెట్ రేడియో
પેકેટ અનુક્રમ,ప్యాకెట్ సీక్వెన్సింగ్
પેકેટ સ્વિચ કરેલું  માહિતી સેવા,ప్యాకెట్ మారిపోయింది  డేటా సేవ
પેકેટ સ્વિચિંગ,ప్యాకెట్ స్విచింగ్
પ packકિંગ,ప్యాకింగ్
પેકિંગ ઘનતા,ప్యాకింగ్ సాంద్రత
પ packકિંગ પરિબળ,ప్యాకింగ్ కారకం
પેકિંગ અપૂર્ણાંક,ప్యాకింగ్ భిన్నం
પ packકિંગ ક્રમ,ప్యాకింగ్ క్రమం
પ padક,ప్యాడ్
પ -દનું પાત્ર,ప్యాడ్ పాత్ర
ગાદી,పాడింగ్
પાનું,పేజీ
પૃષ્ઠને સરનામું,పేజీ చిరునామా
પૃષ્ઠ નિયંત્રણ,పేజీ నియంత్రణ
પૃષ્ઠ ડેટા સેટ,పేజీ డేటా సెట్
પાનાની .ંડાઈ,పేజీ లోతు
પૃષ્ઠની .ંડાઈ નિયંત્રણ,పేజీ లోతు నియంత్రణ
પૃષ્ઠ પ્રદર્શન,పేజీ ప్రదర్శన
પાનાનું યંત્ર,పేజ్డ్ మెషిన్
પેજ મેમરી,పేజ్ మెమరీ
પેજ મેમરી  સંચાલન,పేజ్ మెమరీ  నిర్వహణ
પાકેલું  વિભાજન,పేజ్  విభజన
પૃષ્ઠ છેવટે  પાત્ર,పేజీ ముగింపు  పాత్ర
પૃષ્ઠને ઠીક કરવું,పేజీ ఫిక్సింగ్
પૃષ્ઠ પગથિયાં,పేజీ అడుగు
માળખું,పేజీ ఫ్రేమ్
પાનું મથાળું,పేజీ శీర్షిక
પૃષ્ઠ,పేజీ ఇన్
પાનાની ચાવી,పేజీ కీ
પાના તાળ,పేజీ లాక్
પૃષ્ઠને તસવીર,పేజీ లాకింగ్
પાનાની બહાર,పేజీ అవుట్
પાચિક,పేజీ పూల్
પૃષ્ઠ મુદ્રક,పేజీ ప్రింటర్
પૃષ્ઠ રીડર,పేజీ రీడర్
પાના સીલ,పేజీ సీలింగ్
પૃષ્ઠ અદલાબદલી,పేజీ మార్పిడి
પાટિયા,పేజీ పట్టిక
પૃષ્ઠ ફેરબદલી,పేజీ మలుపు
પૃષ્ઠ ક્રમાંકન,Pagination
આંચકી,పేజింగ్
રક્તવાહિની,పేజింగ్ పరికరం
પેજિંગ ડ્રમ,పేజింగ్ డ్రమ్
પ્રજાગની તકનીક,పేజింగ్ టెక్నిక్
મુરબ્બો,పేజింగ్ టెర్మినల్
જોડીવાળી કેબલ,జత చేసిన కేబుల్
જોડી પ્રાપ્ત,జత లాభం
પેનલ,ప్యానెల్
પેનલ ડેટા સેટ,ప్యానెల్ డేటా సెట్
પેનલ વ્યાખ્યા  કાર્યક્રમ,ప్యానెల్ నిర్వచనం  ప్రోగ్రామ్
પેનલ નંબર,ప్యానెల్ సంఖ్య
કાગળની અગવડતા  એકમ,పేపర్-అడ్వాన్స్  యూనిట్
કાગળનું જામ,పేపర్ జామ్
કાગળની સંવેદના,పేపర్ సెన్సింగ్
પેપર સેન્સર,పేపర్ సెన్సార్
કાગળના છોડવા,పేపర్ స్కిప్
કાગળની ટેપ,పేపర్ టేప్
કાગળની ટેપ  માર્ગ,పేపర్ టేప్  ఛానెల్
કાગળની ટેપ કોડ,పేపర్ టేప్ కోడ్
પેપર ટેપ -આઉટપિંગ  સાધન,పేపర్ టేప్ అవుట్పుట్  పరికరం
પેપર ટેપ રીડર,పేపర్ టేప్ రీడర్
કાગળની ટેપ  નોંધણી,పేపర్ టేప్  రికార్డర్
પેપર ટેપ ગતિ,పేపర్ టేప్ వేగం
કાગળની ટેપ પદ્ધતિ,పేపర్ టేప్ సిస్టమ్
કાગળ ટેપ પ્રકાર,పేపర్ టేప్ రకం
કાગળ ફેંકવો  (= કાગળ અવગણો),పేపర్ త్రో  (= పేపర్ స్కిప్)
પર્વતની વાનગી,పారాబొలిక్ డిష్
સ્પષ્ટ રૂપક,పారాబొలిక్ ప్రొఫైల్
ફકરો,పేరా
ફકરો  વિધાનસભા,పేరా  అసెంబ్లీ
ફકાતનું મથાળું,పేరా శీర్షిక
ફકરાની ચાવી,పేరా కీ
ફકાતનું નામ,పేరా పేరు
સમાંતર પ્રવેશ,సమాంతర ప్రాప్యత
સમાંતર ઉમેરો,సమాంతర అదనంగా
સમાંતર અલ્ગોરિધમનો,సమాంతర అల్గోరిథం
સમાંતર અંકગણિત,సమాంతర అంకగణితం
સમાંતર અંકગણિત  તત્ત્વ,సమాంతర అంకగణితం  మూలకం
સમાંતર દ્વિસંગી  પ્રહાર,సమాంతర బైనరీ  Adder
સમાંતર થોડુંક  ટ્રાન્સમિશન,సమాంతర బిట్  ప్రసార
સમાંતર,బిట్ ద్వారా సమాంతరంగా
સમાંતર દ્વારા  પાત્ર,ద్వారా సమాంతరంగా  పాత్ర
સમાંતર કમ્પ્યુટર,సమాంతర కంప్యూటర్
સમાંતર આંકડા  નિયંત્રક,సమాంతర డేటా  నియంత్రిక
સમાંતર આંકડા  માધ્યમ,సమాంతర డేటా  మధ్యస్థం
સમાંતર  બહાર,సమాంతరంగా సమాంతరంగా  అవుట్
સમાંતર  ઇનપુટ આઉટપુટ,సమాంతర  ఇన్పుట్/అవుట్పుట్
સમાંતર સિરીયલ  બહાર,సీరియల్‌లో సమాంతరంగా  అవుట్
સમાંતર ઇન્ટરફેસ,సమాంతర ఇంటర్ఫేస్
સમાંતરતા,సమాంతరత
સમાંતર કામગીરી,సమాంతర ఆపరేషన్
સમાંતર બંદર,సమాంతర పోర్ట్
સમાંતર પ્રક્રિયા,సమాంతర ప్రాసెసింగ్
સમાંતર પ્રક્રિયા  કોમ્પ્યુટર,సమాంతర ప్రాసెసింగ్  కంప్యూటర్
સમાંતર  કાર્યક્રમ,సమాంతర  ప్రోగ్రామింగ్
સમાંતર લખાણ  પદ્ધતિ,సమాంతర తిరిగి వ్రాయడం  వ్యవస్థ
સમાંતર દોડવું  (= સમાંતર  પ્રક્રિયા),సమాంతర పరుగు  (= సమాంతరంగా  ప్రాసెసింగ్)
સમાંતર શોધ  સંગ્રહ,సమాంతర శోధన  నిల్వ
સમાંતર સંગ્રહ,సమాంతర నిల్వ
સમાંતર ટર્મિન,సమాంతర టెర్మినల్
સિનિયલ  રૂપાંતર કરનાર,సమాంతర-నుండి-సీరియల్  కన్వర్టర్
સમાંતર બદલી,సమాంతర బదిలీ
સમાંતર  ટ્રાન્સમિશન,సమాంతర  ప్రసార
પરિમાણ,పరామితి
પરિમાણ અવરોધ,పారామితి బ్లాక్
પરિમાણ કાર્ડ,పారామితి కార్డు
પરિમાણ  વર્ણનકર્તા,పరామితి  వివరణ
પરિમાણ  વર્ણન -સૂચિ,పరామితి  డిస్క్రిప్టర్ జాబితా
પરિમાણ,పారామితి ఉత్తీర్ణత
પરિમાણ પરીક્ષણ,పారామితి పరీక్ష
પરિમાણ શબ્દ,పారామితి పదం
પરચુરણ  કાર્યક્રમ,పారామెట్రిక్  ప్రోగ్రామింగ్
પરચુરણ  પ્રખ્યાત,పారామెట్రిక్  టెక్నిక్
પરચુરણ  વિવિધતા,పారామెట్రిక్  వైవిధ్యం
પેરેમેટ્રોન,పారామెట్రాన్
પરજીવી સંકેત,పరాన్నజీవి సిగ్నల్
કૌંસ મુક્ત  સંકેત,కుండలీకరణం ఉచితం  సంజ్ఞామానం
માતાપિતાનો વિસ્તાર,తల్లిదండ్రుల విభాగం
સમાનતા,పారిటీ బిట్
સમાનતા તપાસ,పారిటీ చెక్
સમાનતા ચેક કોડ,పారిటీ చెక్ కోడ్
સમાનતા તપાસ  માળખું,పారిటీ చెక్  మాతృక
સમમૂલ્ય,పారిటీ అంకె
સમાનતાનો ધ્વજ,పారిటీ జెండా
સમયંત્ર,పారిటీ లైన్ సర్క్యూట్
બાદમાં,పార్స్
પારર,పార్సర్
બાદબાકી વૃક્ષ,పార్స్ చెట్టు
પાર્કસ,పార్సింగ్
આંશિક વહન,పాక్షిక క్యారీ
આંશિક કર્કશતા,పాక్షిక కార్ట్నెస్
આંશિક કાર્ય,పాక్షిక ఫంక్షన్
આંશિક રીતે લાયક  નામ,పాక్షికంగా అర్హత  పేరు
આંશિક ક્રમ,పాక్షిక క్రమం
આંશિક વાંચન પલ્સ,పాక్షిక రీడ్ పల్స్
આંશિક પુનરાવર્તિત  કાર્ય,పాక్షిక పునరావృత  ఫంక్షన్
આંશિક શબ્દ,పాక్షిక పదం
આંશિક લેખન પલ્સ,పాక్షిక వ్రాత పల్స్
પાર્ટીશન પ્રવેશ  પદ્ધતિ,విభజించబడిన ప్రాప్యత  విధానం
પાર્ટીશન કરેલ માહિતી  સમૂહ,విభజన డేటా  సెట్
વિભાજન,విభజన
આંશિક કાર્યક્રમ,పార్ట్ ప్రోగ్రామింగ్
પક્ષકાર સેવા,పార్టీ-లైన్ సేవ
પાસ્કલ વત્તા,పాస్కల్-ప్లస్
પર્વત,పాస్‌బ్యాండ్
પાસબેન્ડ માળા,పాస్‌బ్యాండ్ ఛానల్
પાસ ડેટા સેટ,పాస్డ్ డేటా సెట్
પાસ સૂચના,పాస్ ఇన్స్ట్రక్షన్
નિષ્ક્રિય ગ્રાફિક્સ,నిష్క్రియాత్మక గ్రాఫిక్స్
નિષ્ક્રિય સ્થિતિ,నిష్క్రియాత్మక మోడ్
નિષ્ક્રિય કેન્દ્ર,నిష్క్రియాత్మక స్టేషన్
પાસશ,పాస్వర్డ్
ગાળો,పాచ్
નારડો,ప్యాచ్ బే
કોતરણી,ప్యాచ్ బోర్డ్
નારડો,ప్యాచ్ ప్యానెల్
પ્લાચ,ప్యాచ్ ప్లగ్
પરચૂરણ,ప్యాచ్ రొటీన్
માર્ગ -વિશ્લેષણ,పాత్ విశ్లేషణ
માર્ગની સ્થિતિ,మార్గం పరిస్థితి
પાથ પરિબળ (= પાથ  લૂપ ફેક્ટર),మార్గం కారకం (= మార్గం  లూప్ కారకం)
વારાડો  સ્પષ્ટ  સાધન,నమూనా  ఉచ్చారణ  పరికరం
પેટર્લ -હેન્ડલિંગ  નિવેદન,నమూనా నిర్వహణ  ప్రకటన
દાખલાની સૂચિ,నమూనా జాబితా
વારાડો  માન્યતા,నమూనా  గుర్తింపు
દાખલાની સંવેદનશીલતા  દોષ,నమూనా సున్నితమైన  తప్పు
થોભવું,పాజ్ బోధన
થોભવું,పాజ్ చేయండి
પી સી જુનિયર,పి సి జూనియర్
ટોચનો ભાર,పీక్ లోడ్
સહભાગી થી સહભાગી,పీర్ టు పీర్
સહભાગી થી સહભાગી  વાતચીત,పీర్ టు పీర్  కమ్యూనికేషన్
PEG0CATLE CONT COTTE CONT COT COT COT COT COT COT COT COT COT COT COT COT COT COT COT CONT COTTE CONT COTTE CONT,PEG0COUNT
પેલ,పెల్
પેલ મેટ્રિક્સ,పెల్ మ్యాట్రిక్స్
પેન (પ્રકાશ) નિયંત્રણ,పెన్ను (కాంతి) నియంత్రణ
ફાંફાં,పెర్కోలేషన్
પૂર્ણ સંહિતા,పర్ఫెక్ట్ కోడ్
પરિપૂર્ણ  જાળવણી,పరిపూర్ణత  నిర్వహణ
છિદ્રિત ટેપ,చిల్లులు గల టేప్
છિદ્રિત ટેપ  સંહિતા,చిల్లులు గల టేప్  కోడ్
છિદ્રિત ટેપ  વાચકો,చిల్లులు గల టేప్  రీడర్
છિદ્રક,పెర్ఫొరేటర్
કામગીરી  વિશ્લેષણ અને  મૂલ્યાંકન,పనితీరు  విశ్లేషణ మరియు  మూల్యాంకనం
કામગીરી  મૂલ્યાંકન,పనితీరు  మూల్యాంకనం
કામગીરી  સમૂહ,పనితీరు  సమూహం
કામગીરી  અનુશ્રવણ,పనితీరు  పర్యవేక్షణ
કામગીરી  ઉદ્દેશ,పనితీరు  లక్ష్యం
કામગીરી  આવશ્યકતા,పనితీరు  అవసరం
કામગીરી  વિશિષ્ટતા,పనితీరు  స్పెసిఫికేషన్
કામગીરી  ખરાઈ,పనితీరు  ధృవీకరణ
સમયગાળો વ્યાખ્યા,కాలం నిర్వచనం
ઉપસર્ગ,పరిధీయ
ઉપસર્ગ  સંબોધન,పరిధీయ  చిరునామా
પેરિફેરલ બસ,పరిధీయ బస్సు
પેરિફેરલ નિયંત્રણ,పరిధీయ నియంత్రణ
પેરિફેરલ નિયંત્રણ  એકમ,పరిధీయ నియంత్రణ  యూనిట్
ઉપસર્ગ  રૂપાંતર  કાર્યક્રમ,పరిధీయ  మార్పిడి  ప్రోగ్రామ్
પેરિફેરલ ઉપકરણ,పరిధీయ పరికరం
ઉપસર્ગ  સામાન,పరిధీయ  పరికరాలు
ઉપસર્ગ  અંતરાલ એડેપ્ટર,పరిధీయ  ఇంటర్ఫేస్ అడాప్టర్
ઉપસર્ગ  અંતરી,పరిధీయ  ఇంటర్ఫేస్ ఛానెల్
ઉપસર્ગ  ઇન્ટરફેસ રજિસ્ટર,పరిధీయ  ఇంటర్ఫేస్ రిజిస్టర్
ઉપસર્ગ  અટકાવવું,పరిధీయ  అంతరాయం
પેરિફેરલ નોડ,పరిధీయ నోడ్
ઉપસર્ગ  સંચાલન,పరిధీయ  ఆపరేషన్
ઉપસર્ગ  પ્રોસેસર,పరిధీయ  ప్రాసెసర్
ઉપસર્ગ  પેટા -પ્રણાલી,పరిధీయ  ఉపవ్యవస్థ
પેરિફેરલ તબદીલી,పరిధీయ బదిలీ
પેરિફેરલ થડ,పరిధీయ ట్రంక్
કાયમી ભૂલ,శాశ్వత లోపం
કાયમી ફાઈલ,శాశ్వత ఫైల్
કાયમી  યાદ,శాశ్వత  మెమరీ
કાયમી  વાંચો/લખો ભૂલ,శాశ్వత  లోపం చదవండి/వ్రాయండి
કાયમી સંકેત,శాశ్వత సిగ్నల్
કાયમી સંગ્રહ,శాశ్వత నిల్వ
કાયમી વર્ચ્યુઅલ  સરકીટ,శాశ్వత వర్చువల్  సర్క్యూట్
પરસ્પાદક,"వ్యక్తిగత కంప్యూటర్, వ్యక్తిగత గణన యంత్రం"
પેટ્રી ચોખ્ખી,పెట్రీ నెట్
ફેન્ટમ સર્કિટ,ఫాంటమ్ సర్క్యూట్
ફેન્ટમ જૂથ,ఫాంటమ్ గ్రూప్
તબક્કા,దశ స్థిరాంకం
તબક્કાની ડીકોડર,దశ డీకోడర్
તબક્કાપ,దశ వక్రీకరణ
તબક્કાવાળું,దశ ఎన్కోడ్
તબક્કાની એન્કોડિંગ,దశ ఎన్కోడింగ్
તબક્કાઓ  વિપુલતા,దశ విలోమం  మాడ్యులేషన్
