Assamese,Bengali
নৈমন বিভৱ,নাইমান বিভাব
নিউৰিষ্টাৰ,নিউরিস্টার
নিস্তেজ,মুডি
অদ্ৰৱীভূত পৰমাণু,অ দ্রবীভূত পরমাণু
স্মৃতিত বেদনাতুৰ,নস্টালজিক
নিৰপেক্ষ ৰশ্মি,নিরপেক্ষ মরীচি
নিৰপেক্ষ বিদ্যুৎ প্ৰবাহৰ পাৰস্পৰিক ক্ৰিয়া,নিরপেক্ষ বর্তমান মিথস্ক্রিয়া
অন্তৰ্নিহিত ভুল,অন্তর্নিহিত ত্রুটি
নিৰপেক্ষ ফিল্টাৰ,নিরপেক্ষ ফিল্টার
নিৰপেক্ষ আঁহ,নিরপেক্ষ ফাইবার
নিৰপেক্ষ মাটিৰ সংযোগ,নিরপেক্ষ স্থল সংযোগ
"নষ্টালজিক জগ, বিষাদময় বাঁহী","নস্টালজিক জগ, বিষণ্ণ বাঁশি"
"নন-ডিডক্টিবেল মেছন, চাৰ্জলেছ মেছন","নন-ডিডাক্টিবল মেসন, চার্জলেস মেসন"
নষ্টালজিক ডিষ্টাৰ্বেন্স মোড,নস্টালজিক ঝামেলা মোড
নিৰপেক্ষ কণা,নিরপেক্ষ কণা
নষ্টালজিক ৰিলে,নস্টালজিক রিলে
নিৰপেক্ষ ৰিগ্ৰেছন পথ,নিরপেক্ষ রিগ্রেশন পথ
নিৰপেক্ষ তাপ,নিরপেক্ষ তাপ
নষ্টালজিক তৰংগ,নস্টালজিক তরঙ্গ
নিউট্ৰেল থ্ৰ&#39;টল চাৰ্কিট,নিরপেক্ষ থ্রটল সার্কিট
নিৰপেক্ষ ৰাশিফল,নিরপেক্ষ রাশিফল
উদাসীনতা,উদাসীনতা
নিউট্ৰেল ট্ৰেন্সফৰ্মাৰ,নিরপেক্ষ ট্রান্সফরমার
নিউট্ৰিন&#39;,নিউট্রিনো
নিউট্ৰডিন,নিউট্রোডিন
নাইট্ৰ&#39;ডাইন বৰ্তনী,নাইট্রোডাইন সার্কিট
নিউট্ৰডিন পদ্ধতি,নিউট্রোডাইন পদ্ধতি
নিউট্ৰন,নিউট্রন
নিউট্ৰন শোষণ,নিউট্রন শোষণ
নিউট্ৰন সক্ৰিয়কৰণ বিশ্লেষণ,নিউট্রন অ্যাক্টিভেশন বিশ্লেষণ
"নিউট্ৰন যুগ, ফাৰ্মি যুগ","নিউট্রন এজ, ফার্মি এজ"
নিউট্ৰন এলবিডো,নিউট্রন অ্যালবেডো
নিউট্ৰন ক্ষীণকৰণ,নিউট্রন ক্ষয়
নিউট্ৰন বান্ধনি শক্তি,নিউট্রন বাঁধাই শক্তি
নিউট্ৰন বোমাবৰ্ষণ,নিউট্রন বোমাবর্ষণ
নিউট্ৰন বুষ্টাৰ,নিউট্রন বুস্টার
নিউট্ৰন বটল,নিউট্রন বোতল
নিউট্ৰন ধৰা পৰা,নিউট্রন ক্যাপচার
নিউট্ৰন শৃংখলাবদ্ধ বিক্ৰিয়া,নিউট্রন চেইন বিক্রিয়া
নিউট্ৰন ইন্টাৰচেপ্টৰ,নিউট্রন ইন্টারসেপ্টর
নিউট্ৰন কেলকুলেটৰ,নিউট্রন ক্যালকুলেটর
"নিউট্ৰন অঞ্চল, নিউট্ৰন সম্ভাৱনা অঞ্চল","নিউট্রন অঞ্চল, নিউট্রন সম্ভাবনা অঞ্চল"
নিউট্ৰন ইতিহাস,নিউট্রন ইতিহাস
নিউট্ৰন ক্ষয়,নিউট্রন ক্ষয়
নিউট্ৰন অৱক্ষয়,নিউট্রন অবক্ষয়
নিউট্ৰন ঘনত্ব,নিউট্রন ঘনত্ব
নিউট্ৰন ডিটেক্টৰ,নিউট্রন ডিটেক্টর
নিউট্ৰন বিবৰ্তন,নিউট্রন বিবর্তন
নিউট্ৰন বিবৰ্তনমাপক,নিউট্রন ডিফ্র্যাক্টোমিটার
নিউট্ৰন প্ৰসাৰণ,নিউট্রন বিস্তার
নিউট্ৰনৰ মাত্ৰা,নিউট্রন ডোজ
নিউট্ৰন অৰ্থনীতি,নিউট্রন অর্থনীতি
নিউট্ৰন প্ৰভাৱ,নিউট্রন প্রভাব
নিউট্ৰন শক্তি শ্ৰেণী,নিউট্রন শক্তি শ্রেণী
নিউট্ৰন অতিৰিক্ত,নিউট্রন অতিরিক্ত
নিউট্ৰন অতিৰিক্ত,নিউট্রন অতিরিক্ত
নিউট্ৰন প্ৰবাহ,নিউট্রন প্রবাহ
নিউট্ৰন গামা ৰেকৰ্ডাৰ,নিউট্রন গামা রেকর্ডার
নিউট্ৰনৰ আধা জীৱন,নিউট্রনের অর্ধেক জীবন
নিউট্ৰন কঠিন হোৱা,নিউট্রন শক্ত হওয়া
"নিউট্ৰন সমান্তৰাল, নিউট্ৰন হাউইটজাৰ","নিউট্রন সমান্তরাল, নিউট্রন হাউইটজার"
নিউট্ৰন আৱেগিক বিকিৰণ বিক্ৰিয়া,নিউট্রন ইন্ডাকটিভ স্ক্যাটারিং বিক্রিয়া
নিউট্ৰন বিকিৰণ,নিউট্রন বিকিরণ
নিউট্ৰ&#39; অলসতা,নিউট্রো অলসতা
নিউট্ৰন বয়স,নিউট্রন বয়স
নিউট্ৰন নথিপত্ৰ,নিউট্রন নথি
নিউট্ৰন ৰচনা,নিউট্রন অথরিং
নিউট্ৰন ৰচনা পদ্ধতি,নিউট্রন অথরিং পদ্ধতি
নিউট্ৰন চুম্বকীয় ক্ষমতা,নিউট্রন চৌম্বকীয় মুহূর্ত
নিউট্ৰন মনোক্ৰমেটৰ,নিউট্রন একরঙা
নিউট্ৰন সমৃদ্ধি কাৰক,নিউট্রন সমৃদ্ধকরণ ফ্যাক্টর
নিউট্ৰন সংখ্যা,নিউট্রন সংখ্যা
নিউট্ৰন অপটিক্স,নিউট্রন অপটিক্স
নিউট্ৰন পদাৰ্থ বিজ্ঞান,নিউট্রন পদার্থবিদ্যা
"নিউট্ৰন-প্ৰ’টন মডেল, নিউট্ৰন-প্ৰ’টন মডেল","নিউট্রন-প্রোটন মডেল, নিউট্রন-প্রোটন মডেল"
নিউট্ৰন বিকিৰণ ধৰা পৰা,নিউট্রন বিকিরণ ক্যাপচার
নিউট্ৰন বিকিৰণৰ চিত্ৰণ,নিউট্রন বিকিরণ চিত্র
নিউট্ৰন কাউণ্টাৰবেলেন্সাৰ,নিউট্রন কাউন্টারব্যালেন্সার
নিউট্ৰন-প্ৰতিফলিত কণা,নিউট্রন-প্রতিফলিত কণা
নিউট্ৰন প্ৰতিফলন,নিউট্রন প্রতিফলন
নিউট্ৰন সমৃদ্ধ,নিউট্রন সমৃদ্ধ
নিউট্ৰন বিকিৰণ,নিউট্রন বিক্ষিপ্তকরণ
নিউট্ৰন নিৰ্বাচন,নিউট্রন নির্বাচন
নিউট্ৰনৰ উৎপত্তি,নিউট্রন উৎপত্তি
"নিউট্ৰন বৰ্ণালীমাপক, নিউট্ৰন বৰ্ণালীমাপক","নিউট্রন স্পেকট্রোমিটার, নিউট্রন স্পেকট্রোমিটার"
নিউট্ৰন বৰ্ণালীবিজ্ঞান,নিউট্রন স্পেকট্রোস্কোপি
নিউট্ৰন তাপ,নিউট্রন তাপ
নিউট্ৰন ট্ৰেনজিট তত্ত্ব,নিউট্রন ট্রানজিট তত্ত্ব
নিউট্ৰন টাৰ্বাইন,নিউট্রন টারবাইন
নিউট্ৰনৰ বেগ চলক,নিউট্রন বেগ পরিবর্তনশীল
"নিউট্ৰন উৎপাদন, নিউট্ৰন উৎপাদন","নিউট্রন উৎপাদন, নিউট্রন পণ্য"
নিউট্ৰন পৰিৱৰ্তন,নিউট্রন ট্রানজিশন
নিৰপেক্ষ বৃত্ত সীমা,নিরপেক্ষ বৃত্তের সীমানা
নষ্টালজিক বৃত্ত,নস্টালজিক বৃত্ত
নেভা-পৰ্দা,নেভা-পর্দা
বাতৰি সম্প্ৰচাৰ,সংবাদ সম্প্রচার
বাতৰি সম্প্ৰচাৰক,সংবাদ সম্প্রচারক
নিউটনৰ শীতলতাৰ নিয়ম,নিউটনের শীতলতার সূত্র
নিউটনৰ মাধ্যাকৰ্ষণ নিয়ম,নিউটনের মাধ্যাকর্ষণ সূত্র
নিউটনৰ প্ৰতিৰোধৰ নিয়ম,নিউটনের প্রতিরোধের সূত্র
নিউটনৰ গতিৰ নিয়ম,নিউটনের গতির সূত্র
নিউটন ৰিং,নিউটন রিং
নিউটনৰ পোহৰৰ তত্ত্ব,নিউটনের আলোর তত্ত্ব
নিউটনৰ ধাৰণা,নিউটনিয়ান ধারণা
নিউটনৰ প্ৰবাহ,নিউটনিয়ান প্রবাহ
নিউটনৰ তৰল,নিউটনিয়ান তরল
newtany ফোকাচ,newtany ফোকাস
নিউটনৰ ঘৰ্ষণৰ নিয়ম,নিউটনের ঘর্ষণ সূত্র
নিউটনৰ তৰল পদাৰ্থ,নিউটনিয়ান তরল
নিউটানি মেকানিক্স,নিউটানি মেকানিক্স
নিউটনৰ সম্ভাৱ্য শক্তি,নিউটনিয়ান সম্ভাব্য শক্তি
newtney নিৰ্দেশনা ফ্ৰেম,নিউটনি নির্দেশনা ফ্রেম
"নিউটন টেলিস্কোপ, নিউটন টেলিস্কোপ","নিউটন টেলিস্কোপ, নিউটন টেলিস্কোপ"
নিউটনৰ ৰূপান্তৰ,নিউটনিয়ান রূপান্তর
নিউটনৰ বেগ,নিউটনিয়ান বেগ
নিউটনৰ আঠালতীয়াতা,নিউটনিয়ান সান্দ্রতা
দ্বিতীয় কাষৰীয়া প্ৰতিবেশী,দ্বিতীয় সংলগ্ন প্রতিবেশী
"নিকাড বেটাৰী, নিকেল কেডমিয়াম বেটাৰী","নিক্যাড ব্যাটারি, নিকেল ক্যাডমিয়াম ব্যাটারি"
নিকেল-লোহাৰ বেটাৰী,নিকেল-লোহার ব্যাটারি
বাহিৰ,আউট
নিকেল প্ৰিজম,নিকেল প্রিজম
নীলা তাপ,নীল তাপ
neer গণ বৰ্ণালীবিজ্ঞানী,neer ভর স্পেকট্রোগ্রাফার
ৰাতিৰ মেৰুকৰণৰ ভুল,রাতের মেরুকরণ ত্রুটি
ৰাতিৰ যুঁজাৰু বিমান,রাতের যুদ্ধ বিমান
ৰাতিৰ পৰিসৰ,রাতের পরিসীমা
ৰাতিৰ দৃষ্টি,রাতের দৃষ্টি
ৰাতিৰ সংকেত,রাতের সংকেত
শব্দ বিকিৰণ,শব্দ বিকিরণ
ৰাতিৰ পোহৰৰ বৰ্ণালী,রাতের আলো বর্ণালী
ৰাতিৰ দৃষ্টিশক্তিৰ পৰিসৰ,রাতের দৃষ্টি পরিসীমা
নাইট ভিজন বাইনোকুলাৰ,নাইট ভিশন দূরবীন
নাইট ভিজন বাইনোকুলাৰ,নাইট ভিশন দূরবীন
নীল নদী,নীল
নিপকো বৃত্ত,নিপকো বৃত্ত
nipco ডিস্ক ব্যৱস্থা,নিপকো ডিস্ক সিস্টেম
নিট,বোনা
নাইট্ৰাইল,নাইট্রিল
নিজৰ নিৰ্দেশনা,নিজস্ব নির্দেশ
দ্ৰুত অপাৰেচন,দ্রুত অপারেশন
শূন্য লোড বৈশিষ্ট্য,শূন্য লোড বৈশিষ্ট্য
শূন্য লোড অৱস্থা,শূন্য লোড অবস্থা
শূন্য লোড লছ,শূন্য লোড ক্ষতি
শূন্য লোড বিচ্ছিন্নকাৰী,শূন্য লোড সংযোগ বিচ্ছিন্নকারী
অপাৰেচন নিৰ্দেশনা,অ-অপারেশন নির্দেশনা
মিহি ধাতু,সূক্ষ্ম ধাতু
খচৰা প্ৰস্তুত কৰা,খসড়া
ক্ৰ&#39;নোমিটাৰ,ক্রোনোমিটার
নাইট কৰ্পছ,নাইট কর্পস
ৰাতিৰ ওলোটা,রাতের বিপরীত
ন&#39;ড বিশ্লেষণ,নোড বিশ্লেষণ
ফিল্টাৰ ডায়াগ্ৰাম,ফিল্টার ডায়াগ্রাম
ন&#39;ড সমীকৰণ,নোড সমীকরণ
ফিল্টাৰ অৰ্ধকঠিন,পরিস্রাবণ অর্ধ-সলিড
"নোডুলাৰ প্লেন, নোডুলাৰ প্লেন","nodular সমতল, nodular সমতল"
ফিল্টাৰৰ তলত,ফিল্টার নীচে
"ন&#39;ড পইণ্ট, ন&#39;ড পইণ্ট, ক্লিভেজ পইণ্ট, ফিল্টাৰেচন পইণ্ট, পতন পইণ্ট","নোড পয়েন্ট, নোড পয়েন্ট, ক্লিভেজ পয়েন্ট, পরিস্রাবণ পয়েন্ট, পতন বিন্দু"
ফিল্টাৰ পইণ্ট কী কৰা,ফিল্টার পয়েন্ট কীিং
উন্নত স্লাইড,উন্নত স্লাইড
ফিল্টাৰ পৃষ্ঠা,ফিল্টার পৃষ্ঠা
অৱক্ষয়ী,অপজাত সম্বন্ধীয়
"ন&#39;ড, ন&#39;ড, পাত, নিৰ্তি, ফিল্টাৰেট, কণ্ডাইল, গাঁঠি","node, node, leaf, nirti, filtrate, condyle, গিঁট"
শব্দ উৎপাদক,শব্দ জেনারেটর
শব্দ হ্ৰাস কৰা,শব্দ হ্রাস
শব্দ প্ৰতিৰোধক,নয়েজ ইনহিবিটার
"শব্দ, শব্দ","noise, noise"
শব্দ বিশ্লেষণ,গোলমাল বিশ্লেষণ
শব্দৰ সম্পৰ্ক,শব্দের সম্পর্ক
শব্দ বেণ্ড-প্ৰসাৰণ,নয়েজ ব্যান্ড-এক্সটেনশন
শব্দ প্ৰুফ মাইক্ৰ&#39;ফোন,নয়েজ প্রুফ মাইক্রোফোন
ৰাভে কোত্ৰন,রেভ কোট্রান
শব্দ নিয়ন্ত্ৰণ,শব্দ নিয়ন্ত্রণ
কোলাহলপূৰ্ণ কাৰেণ্ট জেনেৰেটৰ,শোরগোল বর্তমান জেনারেটর
শব্দ ডাইঅ&#39;ড,গোলমাল ডায়োড
শব্দ সমতুল্য শক্তি,শব্দ সমতুল্য শক্তি
শব্দ সমতুল্য প্ৰতিৰোধ ক্ষমতা,গোলমাল সমতুল্য প্রতিরোধের
শব্দৰ ভুল,গোলমাল ত্রুটি
ৰভাংক,রাবঙ্ক
শব্দ ক্ষেত্ৰৰ শক্তি,শব্দ ক্ষেত্রের শক্তি
শব্দ সহগ,গোলমাল সহগ
শব্দ ফিল্টাৰ,শব্দ পরিশোধন
শব্দ মুক্ত ব্যৱস্থা,শব্দ মুক্ত সিস্টেম
হূলস্থুলীয়া,সশব্দ
শব্দৰ উচ্চতাৰ স্তৰ,শব্দ উচ্চতার মাত্রা
শব্দ সীমিতকাৰী,শব্দ সীমাবদ্ধকারী
হাইগ্ৰ&#39;মিটাৰ,হাইগ্রোমিটার
শব্দ মডুলেচন,নয়েজ মড্যুলেশন
শব্দ প্ৰদূষণ,শব্দ দূষণ
শব্দ শক্তি,শব্দ শক্তি
শব্দ প্ৰতিৰোধী,শব্দ প্রতিরোধী
শব্দ দমন,শব্দ দমন
শব্দ ৰেটিং,গোলমাল রেটিং
শব্দৰ অনুপাত,শব্দ অনুপাত
শব্দ ডেম্পিং এন্টেনা ব্যৱস্থা,শব্দ স্যাঁতসেঁতে অ্যান্টেনা সিস্টেম
শব্দ ডেম্পিং সহগ,শব্দ স্যাঁতসেঁতে সহগ
শব্দ প্লেবেক বেণ্ড,নয়েজ প্লেব্যাক ব্যান্ড
শব্দৰ উষ্ণতা,শব্দ তাপমাত্রা
শব্দৰ উষ্ণতাৰ সমতুল্য,শব্দ তাপমাত্রা সমতুল্য
শব্দ থাৰ্মোমিটাৰ,শব্দ থার্মোমিটার
শব্দ একক,নয়েজ ইউনিট
শব্দ ভল্টেজ জেনেৰেটৰ,নয়েজ ভোল্টেজ জেনারেটর
ৰাৱত,ravata
নাম বেণ্ড,নাম ব্যান্ড
নামমাত্ৰ কম্পাঙ্ক,নামমাত্র ফ্রিকোয়েন্সি
নামমাত্ৰ ইম্পিডেন্স,নামমাত্র প্রতিবন্ধকতা
নামমাত্ৰ ৰেখা সম্প্ৰসাৰণ,নামমাত্র লাইন এক্সটেনশন
প্ৰান্তিককৰণ চাৰ্ট,প্রান্তিককরণ চার্ট
নন বণ্ডিং ইলেক্ট্ৰন যোৰ,অ বন্ধন ইলেকট্রন জোড়া
অ-বণ্ডিং আণৱিক কক্ষপথ,অ বন্ধন আণবিক অরবিটাল
অ-পৰিবাহী সংযোজন,নন-কন্ডাক্টিং কাপলিং
শীতল অঞ্চল,শীতল এলাকা
স্কেলাৰ মাইক্ৰ&#39;ফোন,স্কেলার মাইক্রোফোন
অবিচ্ছেদ্য,অবিচ্ছেদ্য
অন্যান্য ইলেক্ট্ৰনিকছ,অন্যান্য ইলেকট্রনিক্স
অপ্ৰত্যাৱৰ্তনীয় বল,অপরিবর্তনীয় বল
বহন সময়,ভারবহন সময়কাল
ইনডাক্টিভ কইলিং,প্রবর্তক কুণ্ডলী
অৰৈখিক অখণ্ড সমীকৰণ,অ-রৈখিক অবিচ্ছেদ্য সমীকরণ
অৰৈখিক প্ৰগ্ৰেমিং,নন-লিনিয়ার প্রোগ্রামিং
অৰৈখিক সময় ভিত্তি,নন-লিনিয়ার টাইম বেস
অৰৈখিকতা,অ-রৈখিকতা
অৰৈখিক বিকৃতি,অরৈখিক বিকৃতি
ভগ্নাংশ যম,ভগ্নাংশ ইয়াম
আলেখী ৰিলে,আলেখে রিলে
অসঙ্গতিপূৰ্ণ সুৰ,অসামঞ্জস্যপূর্ণ স্বন
নন ঋণাত্মক আধান,অ নেতিবাচক চার্জ
অঋণাত্মক নিষেধাজ্ঞা,অ নেতিবাচক সীমাবদ্ধতা
"un-ohm বৰ্তনী, অৰৈখিক পৰিধি","আন-ওম সার্কিট, অ-রৈখিক পরিধি"
অ-অমিক সংস্পৰ্শ,অ-ওমিক যোগাযোগ
অ-অমিক প্ৰতিৰোধ ক্ষমতা,আন-ওমিক প্রতিরোধ
নন-ক্ৰমবিন্যাস,নন-সিকোয়েন্সিং
অমেৰুকৃত ৰিলে,অপোলারাইজড রিলে
অনুনাদী ভৰোৱা লাইন,অনুরণিত ভরাট লাইন
অনুনাদী সংবহন লাইন,অনুরণিত ট্রান্সমিশন লাইন
অনুনাদী তাঁৰ,অনুরণিত তার
অনুনাদী এন্টেনা,অনুরণিত অ্যান্টেনা
পাৰস্পৰিক যোগাযোগ চুইচ,পারস্পরিক যোগাযোগ সুইচ
নন-এক্যুমুলেটৰ কেমেৰা টিউব,নন-সঞ্চয়কারী ক্যামেরা টিউব
এচিনক্ৰ&#39;নাছ,অ্যাসিঙ্ক্রোনাস
অতাপীয় বিকিৰণ,অ-তাপীয় বিকিরণ
অশোষক মাধ্যম,অ-শোষক মাধ্যম
অসক্ৰিয়,অ-সক্রিয়
মৌলিক সংখ্যা,মৌলিক সংখ্যা
আন এটা এডিয়াবেটিক বিক্ৰিয়া,আরেকটি adiabatic প্রতিক্রিয়া
"এডিয়াবেটিক সংক্ৰমণ, এটা এডিয়াবেটিক সংক্ৰমণ","adiabatic সংক্রমণ, একটি adiabatic সংক্রমণ"
অক্ষীয় দিশ,অক্ষীয় দিক
অক&#39;লা বস্তু,অ-কালো বস্তু
নন বণ্ডিং ইলেক্ট্ৰন,বন্ধনহীন ইলেকট্রন
বন্দীহীন বিভাজন,captureless disintegration
কেন্দ্ৰীয় সংঘৰ্ষ,কেন্দ্রীয় সংঘর্ষ
কেন্দ্ৰীয় আস্থাৰ ব্যৱধান,কেন্দ্রীয় আত্মবিশ্বাসের ব্যবধান
কেন্দ্ৰীয় বিতৰণ,কেন্দ্রীয় বিতরণ
কেন্দ্ৰিক বল,কেন্দ্রমুখী বল
কেন্দ্ৰপৃথক বল,অপকেন্দ্র বল
অ-চক্ৰান্তকাৰী অঞ্চল,অ-সঞ্চালন এলাকা
প্ৰতিপত্তি,প্রতিপত্তি
অসমতাপূৰ্ণ প্ৰভাৱ,অসামঞ্জস্যপূর্ণ প্রভাব
অসমান বৰষুণ,অসম বৃষ্টিপাত
অ-প্ৰান্তিককৰণ,অ প্রান্তিককরণ
নন কলিনিয়াৰ পৰমাণু,সমরেখাবিহীন পরমাণু
ৰেণ্ডম মজিয়া,এলোমেলো মেঝে
অবিনিময়যোগ্যতা,অ বিনিময়যোগ্যতা
ডাইলেক্ট্ৰিক,অস্তরক
অৰক্ষণশীল শক্তি,অ-রক্ষণশীল শক্তি
অসবযোগী ব্যৱস্থা,অ-সহযোগী ব্যবস্থা
কুলমেট বিকিৰণ,কুলমেট বিক্ষিপ্ত
উলংঘাৰ নিয়ম,লঙ্ঘন নিয়ম
স্ফটিকীয়,স্ফটিক
অচক্ৰীয় পৰিৱৰ্তন,অ্যাসাইক্লিক পরিবর্তন
অক্ষুণ্ণ,অবিকৃত
অপাঠ্য স্তৰ,অযোগ্য স্তর
অক্ষুণ্ণ অৱস্থা,দূষিত রাষ্ট্র
অবিনাশী পৰিদৰ্শন,অবিনাশী পরিদর্শন
অবিনাশকাৰী পৰীক্ষা,অ ধ্বংসাত্মক পরীক্ষা
অৰৈখিক ৰেখা,নন-লিনিয়ার লাইন
অপ্ৰসাৰণ,অ-প্রসারণ
"মাত্ৰিক, মাত্ৰিক","মাত্রিক, মাত্রিক"
স্কেলাৰ এন্টেনা,স্কেলার অ্যান্টেনা
বৃষ্টিপাতকাৰী মাধ্যম,ক্ষরণ মাধ্যম
অবিক্ষিপ্ত এক্স-ৰে শোষণ মিটাৰ,অ-বিচ্ছুরণকারী এক্স-রে শোষণ মিটার
শক্তি সংৰক্ষণ,শক্তি সংরক্ষণ
"শক্তি-সংৰক্ষণকাৰী ভৰ, নবীকৰণযোগ্য ভৰ","শক্তি-সংরক্ষণকারী ভর, পুনর্নবীকরণযোগ্য ভর"
অভাৱনীয়,অনির্দেশ্য
ইলেক্ট্ৰ&#39;লাইটিক,ইলেক্ট্রোলাইটিক
বিদ্যুৎচুম্বকীয়,ইলেক্ট্রোম্যাগনেটিক
অস্বাভাৱিক অৱস্থা,অস্বাভাবিক অবস্থা
"অস্বাভাৱিক বিকাৰ, ভাৰসাম্যহীন বিকাৰ","অস্বাভাবিক ব্যাধি, ভারসাম্যহীন ব্যাধি"
ন্যায্য বিতৰণ,ন্যায়সঙ্গত বন্টন
বিষম তাপগতিবিদ্যা,অস্বাভাবিক তাপগতিবিদ্যা
অতুলনীয়তা,অতুলনীয়তা
"সমান্তৰাল ইলেক্ট্ৰন, বিভিন্ন কক্ষপথৰ ইলেক্ট্ৰন","সমান্তরাল ইলেকট্রন, বিভিন্ন অরবিটাল ইলেকট্রন"
অচুম্বকীয়,অ চৌম্বক
অচুম্বকীয় পৰ্যায়,অ-চৌম্বকীয় পর্যায়
অসমান মহাকৰ্ষণ ক্ষেত্ৰ,অসম মহাকর্ষীয় ক্ষেত্র
অসমতাপূৰ্ণ বিক্ষিপ্ততা,অনুপাতহীন ঝামেলা
অ-হাইড্ৰজেন ব্যৱস্থা,অ-হাইড্রোজেন সিস্টেম
নন হাইড্ৰজেন,অ হাইড্রোজেন
আদৰ্শ গেছ,আদর্শ গ্যাস
আদৰ্শ মাধ্যম,আদর্শ মাধ্যম
আদৰ্শ পৰিবাহী,আদর্শ কন্ডাক্টর
মডেল ব্যৱস্থা,মডেল সিস্টেম
সন্নিৱিষ্ট নকৰা বেজী,ঢোকানো ইনজেকশন
অ-ইণ্ডাক্টিভ ৰেজিষ্টেন্স,অ প্রবর্তক প্রতিরোধের
জ্বলনশীল,দাহ্য
"জ্বলনশীল, জ্বলনশীল শিখাৰ সৈতে","দাহ্য, দাহ্য শিখা সহ"
অসম্পূৰ্ণ,অপূর্ণ
অ-পাৰস্পৰিক ক্ৰিয়াশীল,অ ইন্টারেক্টিভ
অপাৰস্পৰিক ক্ৰিয়াশীল কণা,অ মিথস্ক্রিয়া কণা
অ-ইণ্টাৰএপিকেল সংযোগী ৰেখা,নন-ইন্টারপিকাল কনজেক্ট লাইন
অৰৈখিক বৈশিষ্ট্য,অ-রৈখিক বৈশিষ্ট্য
"অৰৈখিক বৰ্তনী, বিষম বৰ্তনী","নন-লিনিয়ার সার্কিট, অস্বাভাবিক সার্কিট"
অৰৈখিক স্থিতিস্থাপকতা,অ-রৈখিক স্থিতিস্থাপকতা
অৰৈখিক বিদ্যুৎগতিবিদ্যা,নন-লিনিয়ার ইলেক্ট্রোডাইনামিকস
চুক্তিৰ চাবি,চুক্তি কী
পোহৰহীন,আলোহীন
অচুম্বকীয়,চুম্বকীয়
অচুম্বকীয়,অ চৌম্বক
"দোলনীয়, দোলনীয়","oscillating, oscillating"
দোলনীয়,দোদুল্যমান
ওভাৰলেপিং,ওভারল্যাপিং
ওভাৰলেপিং সংকেত,ওভারল্যাপিং সংকেত
যোৰবিহীন নীতি,জোড়াবিহীন নীতি
নিৰৱচ্ছিন্ন কক্ষপথ,নিরবচ্ছিন্ন কক্ষপথ
আসদানিৰা,আসদানির
অ-পৰিবাহী ফছফৰ,অ-পরিবাহী ফসফর
অভৌতিক,বস্তুহীন
অ-বস্তু আখৰ,অ-বস্তুগত অক্ষর
অসমতাপূৰ্ণ বিন্যাস,অপ্রতিসম বিন্যাস
অসমান জাল,অসম জাল
অমেৰু অণু,অপোলার অণু
অবিভৱ শক্তি,অ-সম্ভাব্য শক্তি
বাধাহীন অঞ্চল,বাধাহীন এলাকা
প্ৰি-প্লেনিং স্তৰ,পূর্ব পরিকল্পনা স্তর
অবিভাজ্য জালি,অ-বিভাজ্য জালি
অউদ্ধৃত স্তৰ,উদ্ধৃতিহীন স্তর
"অবিকিৰণমূলক সংঘৰ্ষ, বিকিৰণহীন প্ৰভাৱ","নন-রেডিয়েটিভ সংঘর্ষ, নন-রেডিয়েটিভ প্রভাব"
"তেজস্ক্ৰীয়, অ-তেজস্ক্ৰীয়","তেজস্ক্রিয়, অ-তেজস্ক্রিয়"
তেজস্ক্ৰীয়,তেজস্ক্রিয়
বৰষুণ কৰা ডাৱৰ,বৃষ্টির মেঘ
সুবিধাবাদী,সুবিধাবাদী
অপুনৰাবৃত্তিমূলক,অ পুনরাবৃত্ত
নন-ৰিকাৰিং ফিল্ম,অ-পুনরাবৃত্ত ফিল্ম
লিখাৰ ব্যৱস্থা,লিখন পদ্ধতি
অ-আপেক্ষিক,আপেক্ষিক নয়
অ-আপেক্ষিক গতিবিজ্ঞান,অ-আপেক্ষিক গতিবিদ্যা
অ-আপেক্ষিকতাবাদী কোৱাণ্টাম বলবিজ্ঞান,অ-আপেক্ষিক কোয়ান্টাম মেকানিক্স
অ-আপেক্ষিকতাবাদী চৌহদ,অ-আপেক্ষিক প্রাঙ্গনে
অ-আপেক্ষিক বেগ,অ-আপেক্ষিক বেগ
non recurring,অ পুনরাবৃত্ত
অ-পুনৰাবৃত্তিমূলক শীৰ্ষ ইণ্ডাক্টেন্স,অ-পুনরাবৃত্ত শিখর আবেশ
অপ্ৰতিৰোধ্য,অপ্রতিরোধ্য
নন ৰেজোনেন্স পদ্ধতি,অনুরণনহীন পদ্ধতি
অনুনাদী প্ৰ&#39;টন,অনুরণিত প্রোটন
অপ্ৰত্যাৱৰ্তনীয়,অপরিবর্তনীয়
অণু,অণু
ঘূৰ্ণনশীল পৃথিৱী (ডিভাইচ),ঘূর্ণায়মান পৃথিবী (যন্ত্র)
টৰ্ক দোলক,টর্ক অসিলেটর
অটো অগ্নিনিৰ্বাপক কেলকুলেটৰ,স্বয়ংক্রিয় নির্বাপক ক্যালকুলেটর
অসম সংবেদনশীলতা,আসাম সংবেদনশীলতা
এক্সট্ৰাপিৰামিডাল,এক্সট্রাপিরামিডাল
নন স্পেকট্ৰল ৰং,অ বর্ণালী রঙ
অবিভাজিত স্বৰবৰ্ণ যোৰ,অভেদ্য স্বর জোড়া
অতিপৰিবাহী উপবৃত্তাকাৰ,অতিপরিবাহী উপবৃত্তাকার
