Odiya,Tamil
ଭିତର ବିଭାଗ,உள்துறை பிரிவு
ଆଭ୍ୟନ୍ତରୀଣ ଯୋଗାଯୋଗ |,உள் தொடர்புகள்
ଆଭ୍ୟନ୍ତରୀଣ ପ୍ରତ୍ୟାଖ୍ୟାନ |,உள் மறுப்பு
ଆଭ୍ୟନ୍ତରୀଣ ସ୍ମୃତି,உள் நினைவகம்
ଆଭ୍ୟନ୍ତରୀଣ ସର୍ଟିଂ,உள் வரிசையாக்கம்
ଆଭ୍ୟନ୍ତରୀଣ ଘଣ୍ଟା |,உள் கடிகாரம்
ଆନ୍ତର୍ଜାତୀୟ ଆସୋସିଏସନ ଫର ଷ୍ଟାଣ୍ଡାର୍ଡାଇଜେସନ୍ (ISO),தரநிலைப்படுத்தலுக்கான சர்வதேச சங்கம் (ISO)
ଆନ୍ତର୍ଜାତୀୟ ବ technical ଷୟିକ ସହାୟତା ପ୍ରତିଷ୍ଠାନ |,சர்வதேச தொழில்நுட்ப ஆதரவு நிறுவனம்
ଇଣ୍ଟରନେଟ୍ |,இணையதளம்
ଇଣ୍ଟରନେଟ୍ ଇଞ୍ଜିନିୟରିଂ ୱାର୍କିଂ ଗ୍ରୁପ୍ (IETF),இணைய பொறியியல் பணிக்குழு (IETF)
ଇଣ୍ଟରନେଟ୍ ଏକ୍ସପ୍ଲୋରର |,இன்டர்நெட் எக்ஸ்ப்ளோரர்
ଇଣ୍ଟରନେଟ୍ ଅନୁସନ୍ଧାନ |,இணைய ஆய்வு
ଇଣ୍ଟରନେଟ୍ ମାସିକ ରିପୋର୍ଟ |,இணைய மாத அறிக்கை
ଇଣ୍ଟରନେଟ୍ ପ୍ୟାକେଟ୍ ବିନିମୟ |,இணைய பாக்கெட் பரிமாற்றம்
ଇଣ୍ଟରନେଟ୍ ପ୍ରୋଟୋକଲ୍ (IP),இணைய நெறிமுறை (IP)
"1. ଇଣ୍ଟରନେଟ୍ ମାନୁଆଲ୍, 2. ଇଣ୍ଟରନେଟ୍ ପ୍ରୋଟୋକଲ୍ |","1.இன்டர்நெட் மேனுவல், 2.இன்டர்நெட் புரோட்டோகால்"
ଇଣ୍ଟରନେଟ୍ ବ୍ରୋଡକାଷ୍ଟ ସଂଳାପ (IRC),இணைய ஒலிபரப்பு உரையாடல் (IRC)
ଇଣ୍ଟରନେଟ୍ ସେବା ପ୍ରଦାନକାରୀ |,இணைய சேவை வழங்குபவர்
ଇଣ୍ଟରନେଟ୍ ସେବା ତାଲିକା |,இணைய சேவை பட்டியல்
ଇଣ୍ଟରନେଟ୍ ସୋସାଇଟି |,இணைய சமூகம்
"1. ଇଣ୍ଟରନେଟ୍ ଉପକରଣ, 2. ଉପକରଣ |","1. இணைய சாதனம், 2. சாதனம்"
ଇଣ୍ଟରନେଟ୍ ଅପରେସନ୍,இணைய செயல்பாடு
ଇଣ୍ଟରନେଟ୍ ଅପରେସନ୍,இணைய செயல்பாடு
ଇଣ୍ଟରପୋଲେସନ୍ |,இடைச்செருகல்
ବ୍ୟାଖ୍ୟା,விளக்கம்
"1. ଅନୁବାଦକ, 2. ଭେଦଭାବକାରୀ, 3. ସ୍ମୃତି ସ୍ଥାନାନ୍ତରକାରୀ |","1. மொழிபெயர்ப்பாளர், 2. பாகுபாடு செய்பவர், 3. நினைவூட்டல் பரிமாற்றம் செய்பவர்"
ପାରସ୍ପରିକ ଯୋଗାଯୋଗ,இடைச்செயல் தொடர்பு
antarayak,அந்தரயக்
ବାଧା ନିୟନ୍ତ୍ରକ |,குறுக்கீடு கையாளுபவர்
ବାଧା କଭର୍ |,குறுக்கீடு கவர்
ବାଧା ସଙ୍କେତ,குறுக்கீடு சமிக்ஞை
ଭେକ୍ଟର ବାଧା,குறுக்கீடு திசையன்
ବାଧା,குறுக்கீடு
ଛକ,குறுக்குவெட்டு
"1. ଇଣ୍ଟରନେଟ୍, 2. ଇଣ୍ଟରନେଟ୍","1.இணையம், 2.இன்ட்ராநெட்"
ଅକ୍ଷୟ,மாறாத
ଭଣ୍ଡାର ମୁଖ୍ୟ ଫାଇଲ୍ |,சரக்கு முக்கிய கோப்பு
ଓଲଟା ମଲ୍ଟିପ୍ଲେକ୍ସର୍ |,தலைகீழ் மல்டிபிளெக்சர்
ଓଲଟା ସ୍କାନିଂ |,தலைகீழ் ஸ்கேனிங்
ଓଲଟା ଫାଇଲ୍ |,தலைகீழ் கோப்பு
ଓଲଟା ତାଲିକା ଫାଇଲ୍ |,தலைகீழ் பட்டியல் கோப்பு
ଓଲଟା ପୃଷ୍ଠା ସାରଣୀ |,தலைகீழ் பக்க அட்டவணை
"1. ଇଣ୍ଟରଚେଞ୍ଜର, 2. ପ୍ରତୀକ","1. பரிமாற்றி, 2. சின்னம்"
ଇଣ୍ଟରନେଟ୍ ଅପରେସନ୍,இணைய செயல்பாடு
ଇଣ୍ଟରପୋଲେସନ୍ |,இடைச்செருகல்
ବ୍ୟାଖ୍ୟା,விளக்கம்
"1. ଅନୁବାଦକ, 2. ଭେଦଭାବକାରୀ, 3. ସ୍ମୃତି ସ୍ଥାନାନ୍ତରକାରୀ |","1. மொழிபெயர்ப்பாளர், 2. பாகுபாடு செய்பவர், 3. நினைவூட்டல் பரிமாற்றம் செய்பவர்"
ପାରସ୍ପରିକ ଯୋଗାଯୋଗ,இடைச்செயல் தொடர்பு
antarayak,அந்தரயக்
ବାଧା ନିୟନ୍ତ୍ରକ |,குறுக்கீடு கையாளுபவர்
ବାଧା କଭର୍ |,குறுக்கீடு கவர்
ବାଧା ସଙ୍କେତ,குறுக்கீடு சமிக்ஞை
ଭେକ୍ଟର ବାଧା,குறுக்கீடு திசையன்
ବାଧା,குறுக்கீடு
ଛକ,குறுக்குவெட்டு
"1. ଇଣ୍ଟରନେଟ୍, 2. ଇଣ୍ଟରନେଟ୍","1.இணையம், 2.இன்ட்ராநெட்"
ଅକ୍ଷୟ,மாறாத
ଭଣ୍ଡାର ମୁଖ୍ୟ ଫାଇଲ୍ |,சரக்கு முக்கிய கோப்பு
ଓଲଟା ମଲ୍ଟିପ୍ଲେକ୍ସର୍ |,தலைகீழ் மல்டிபிளெக்சர்
ଓଲଟା ସ୍କାନିଂ |,தலைகீழ் ஸ்கேனிங்
ଓଲଟା ଫାଇଲ୍ |,தலைகீழ் கோப்பு
ଓଲଟା ତାଲିକା ଫାଇଲ୍ |,தலைகீழ் பட்டியல் கோப்பு
ଓଲଟା ପୃଷ୍ଠା ସାରଣୀ |,தலைகீழ் பக்க அட்டவணை
"1. ଇଣ୍ଟରଚେଞ୍ଜର, 2. ସାଇମ୍ବଲ୍ |","1. பரிமாற்றம் செய்பவர், 2. சின்னம்"
କାର୍ଯ୍ୟ ପରିଚାଳନା,பணி மேலாண்மை
କାର୍ଯ୍ୟ ଭିତ୍ତିକ ଭାଷା |,செயல் சார்ந்த மொழி
କାର୍ଯ୍ୟ ପ୍ରାଥମିକତା |,பணி முன்னுரிமை
କାର୍ଯ୍ୟ ନିର୍ଘଣ୍ଟ,வேலை திட்டமிடல்
କାର୍ଯ୍ୟ କ୍ରମ,பணி வரிசைப்படுத்துதல்
କାର୍ଯ୍ୟ ସୂଚୀ,வேலை திட்டம்
ସନ୍ନିବେଶ,செருகல்
ମିଳିତ ଫଟୋଗ୍ରାଫି ଗ୍ରୁପ୍ (JPG),கூட்டு புகைப்படக் குழு (JPG)
ପତ୍ରିକା,இதழ்
ଆନନ୍ଦ ବାଡ଼ି,மகிழ்ச்சி குச்சி
"1. ମୂଲ୍ୟାଙ୍କନ, 2. ନିଷ୍ପତ୍ତି","1.மதிப்பீடு, 2.முடிவு"
ଡେଇଁପଡ |,குதிக்க
ଜମ୍ପ ନିର୍ଦ୍ଦେଶ,குதிக்கும் அறிவுறுத்தல்
ଜମ୍ପର୍ |,குதிப்பவர்
"1. ମିଳନ, 2. ଚୁକ୍ତି, 3. ମିଳିତ |","1. சங்கமம், 2. ஒப்பந்தம், 3. கூட்டு"
ଚମତ୍କାର,குப்பை
ଯଥାର୍ଥତା |,நியாயப்படுத்துதல்
କିଲୋ ବାଇଟ୍ |,கிலோ பைட்
କର୍ନୋଫ୍ ମାନଚିତ୍ର,கர்னாஃப் வரைபடம்
କର୍ଣ୍ଣଫ୍ ଚିତ୍ର |,கர்னாஃப் படம்
କେବି (କିଲୋଗ୍ରାମ ବାଇଟ୍),KB (கிலோகிராம் பைட்)
"1. ଆଶ୍ଟି, 2. କର୍ଣ୍ଣଲ, 3. କଲ","1. அஸ்தி, 2. கர்னல்கள், 3. கர்னல்"
ଆଠ ମୋଡ୍ |,எட்டு முறை
ଏକୀକରଣ,பழக்கப்படுத்துதல்
ଚାବି,முக்கிய
କୀବୋର୍ଡ୍,விசைப்பலகை
"1. କି ବାଉନ୍ସ, 2. କେ ପ୍ରତ୍ୟାଖ୍ୟାନ କରନ୍ତୁ |","1.விசை துள்ளல், 2.விசை நிராகரிப்பு"
କି କ୍ଲିକ୍ କରନ୍ତୁ |,முக்கிய கிளிக்
କି ସଙ୍କୋଚନ,முக்கிய சுருக்கம்
"1.କି ଡିସ୍କ, 2.କି ଡିସ୍କ","1.விசை வட்டு, 2.விசை வட்டு"
କି ଏନକୋଡିଂ |,முக்கிய குறியாக்கம்
ମୁଖ୍ୟ କ୍ଷେତ୍ର |,முக்கிய பகுதி
"1.କି ଫାଇଲ୍, 2.କି ଫାଇଲ୍ |","1.விசை கோப்பு, 2.விசை கோப்பு"
ମୁଖ୍ୟ ଗଠନ,முக்கிய கட்டமைப்பு
କି ପରିଚାଳନା,முக்கிய மேலாண்மை
କି ପ୍ୟାଡ୍ |,முக்கிய திண்டு
କି ପ୍ୟାଡ୍ |,முக்கிய திண்டு
ମୁଖ୍ୟ ବାକ୍ୟାଂଶ |,முக்கிய சொற்றொடர்
କି ନାଡ,முக்கிய துடிப்பு
କି ପଞ୍ଚର୍ |,முக்கிய பஞ்சர்
କି ପ୍ରକାର,முக்கிய வகை
"1. କି ଷ୍ଟ୍ରୋକ୍, 2. କି ଷ୍ଟ୍ରୋକ୍, 3. କି ଚାପ |","1.கீ ஸ்ட்ரோக், 2. கீ ஸ்ட்ரோக், 3. கீ பிரஷர்"
ଠିକଣା ସ୍ଥାନାନ୍ତର ଚାବି |,முகவரி பரிமாற்ற விசை
"1. ଡିସ୍କ କି, 2. ଡିସ୍କ କି |","1. வட்டு விசை, 2. வட்டு விசை"
ଫ୍ଲପି କି,நெகிழ் விசை
ଟେପ୍ କି,டேப் சாவி
ମୁଖ୍ୟ ଶବ୍ଦ,முக்கிய சொல்
"1. କିକ୍, 2. ଥମ୍ପ୍","1.உதை, 2.தும்பு"
ହାଟ,குடிசை
କିଲୋ ବିଟ୍ |,கிலோ பிட்
ନୋଟ୍,முடிச்சு
ଜ୍ଞାନ ଆଧାରିତ ସୂଚନା ସେବା |,அறிவு சார்ந்த தகவல் சேவைகள்
ଜ୍ଞାନ ଅନୁସନ୍ଧାନ |,அறிவு தேடல்
ଜ୍ଞାନ ସନ୍ଧାନ ଡାଟାବେସ୍ |,அறிவு தேடல் தரவுத்தளம்
ଜ୍ଞାନ ଇଞ୍ଜିନିୟରିଂ,அறிவு பொறியியல்
ଜ୍ଞାନ ପରିଚାଳନା,அறிவு மேலாண்மை
ଜ୍ଞାନ କର୍ମୀ |,அறிவு பணியாளர்
ଲାନ୍ ଆଡାପ୍ଟର |,லான் அடாப்டர்
"1.LAN ସର୍ଭର, 2.LAN ସର୍ଭର |","1.LAN சர்வர், 2.LAN சர்வர்"
LAN କର୍ମକ୍ଷେତ୍ର |,LAN பணியிடம்
ଭୂସମାନ୍ତର ଚିତ୍ର |,கிடைமட்ட படம்
"1. ଭୂସମାନ୍ତର ପ୍ରତିଛବି, 2. ଲ୍ୟାଣ୍ଡସ୍କେପ୍ |","1.கிடைமட்ட படம், 2.நிலப்பரப்பு"
ଭାଷା,மொழி
ଭାଷା ଶିକ୍ଷକ,மொழி பயிற்றுவிப்பாளர்
ଭାଷା ସଞ୍ଚାଳକ,மொழி செயலி
"1. ଭାଷା ସ୍ଥାନାନ୍ତର, 2. ଭାଷା ଅନୁବାଦକ |","1.மொழி மாற்றுபவர், 2.மொழி மொழிபெயர்ப்பாளர்"
ଲାପଟପ୍,மடிக்கணினி
ବିସ୍ତୃତ ଏକୀକରଣ (LSI),விரிவான ஒருங்கிணைப்பு (LSI)
ମାସ ଏକୀକରଣ (LSI),வெகுஜன ஒருங்கிணைப்பு (LSI)
ଲେଜର,லேசர்
ଲେଜର ପ୍ରିଣ୍ଟର୍ |,லேசர் அச்சுப்பொறி
ଶେଷ ଇନପୁଟ୍ ପ୍ରଥମ ଇସୁ (LIFO),கடைசி உள்ளீடு முதல் வெளியீடு (LIFO)
ସ୍ତର,அடுக்கு
"ବ୍ଲୁ ପ୍ରିଣ୍ଟ, ଲେଆଉଟ୍ |","வரைபடம், தளவமைப்பு"
"1. ପତ୍ର, 2. ପତ୍ର, 3 ଚିଠି","1. இலைகள், 2. இலைகள், 3. கடிதம்"
ପତ୍ର ନୋଡ୍ |,இலை முனை
ପତ୍ର ଦାଗ |,இலைப்புள்ளி
ଲିଜ୍,குத்தகை
"1. ଚ୍ୟାନେଲ୍, 2. ସିଷ୍ଟମ୍ ମୁକ୍ତ କରନ୍ତୁ |","1.லீஸ் சேனல், 2.லீஸ் சிஸ்டம்"
"1. ଲାଇନ୍, 2. ଲାଇସ୍ ଲାଇନ୍ |","1.கோடு, 2.லீஷ் லைன்"
ସର୍ବନିମ୍ନ ଅର୍ଥପୂର୍ଣ୍ଣ ବିଟ୍ shell.sb),குறைந்தபட்ச அர்த்தமுள்ள பிட் ஷெல்.எஸ்பி)
ସର୍ବନିମ୍ନ ଗୁରୁତ୍ୱପୂର୍ଣ୍ଣ ସ୍କୋର |,குறைந்த குறிப்பிடத்தக்க மதிப்பெண்
"1. ଉତ୍ତରାଧିକାରୀ ସିଷ୍ଟମ୍, 2. ଉତ୍ତରାଧିକାରୀ ସିଷ୍ଟମ୍ |","1. பரம்பரை அமைப்பு, 2. பரம்பரை அமைப்பு"
"1. ଲେମା, 2. ତତ୍ତ୍। |","1. லெமா, 2. தேற்றம்"
ଅକ୍ଷର ଗୁଣ (LQ),கடிதத்தின் தரம் (LQ)
verbatim,வார்த்தைகளால்
ଲେକ୍ସିକୋଲୋଜି |,அகராதியியல்
"1. archive, 2. ଲାଇବ୍ରେରୀ |","1.காப்பகம், 2.நூலகம்"
"1. ଲାଇବ୍ରେରୀ ପ୍ରୋଗ୍ରାମ୍, 2. ଆର୍କାଇଭ୍ ପ୍ରୋଗ୍ରାମିଂ |","1.நூலக திட்டம், 2.காப்பக நிரலாக்கம்"
ଲାଇବ୍ରେରୀ ଡିରେକ୍ଟୋରୀ |,நூலக அடைவு
"1. ଲାଇସେନ୍ସ ଚୁକ୍ତି, 2. ଲାଇସେନ୍ସ ଚୁକ୍ତି |","1. உரிம ஒப்பந்தம், 2. உரிம ஒப்பந்தம்"
ହାଲୁକା ନିର୍ଗତ ଡାୟୋଡ୍ (ଏଲଇଡି),ஒளி உமிழும் டையோட்கள் (எல்இடி)
ହାଲୁକା ବନ୍ଧୁକ |,லேசான துப்பாக்கி
ହାଲୁକା କଲମ |,ஒளி பேனா
ର line ଖ୍ୟ ଆଡାପ୍ଟର |,நேரியல் அடாப்டர்
ରେଖା ସମ୍ପାଦନା |,வரி எடிட்டிங்
"1. ଲାଇନ୍ ପ୍ରିଣ୍ଟର୍, 2. ଲାଇନ୍ ପ୍ରିଣ୍ଟର୍ |","1.லைன் பிரிண்டர், 2.லைன் பிரிண்டர்"
"1. ଲାଇନ୍, 2. ଲାଇନ୍","1.நேரியல், 2.நேரியல்"
ପ୍ରତି ମିନିଟ୍ ରେଖା (LPM),நிமிடத்திற்கு வரிகள் (LPM)
"1. ଲିଙ୍କ୍, ଲିଙ୍କ୍, 2. ଶୃଙ୍ଖଳା, 3 ବନ୍ଧନ","1. இணைப்பு, இணைப்பு, 2. சங்கிலி, 3. பத்திரம்"
ଶୃଙ୍ଖଳିତ ତାଲିକା |,சங்கிலியால் பிணைக்கப்பட்ட பட்டியல்
ଲିନକ୍ସ,லினக்ஸ்
"1. ଲିକ୍ୱିଡ୍ କ୍ରିଷ୍ଟାଲ୍ ଡିସପ୍ଲେ, 2. ଲିକ୍ୱିଡ୍ କ୍ରିଷ୍ଟାଲ୍ ଡିସପ୍ଲେ (LCD)","1.லிக்விட் கிரிஸ்டல் டிஸ்ப்ளே, 2.லிக்விட் கிரிஸ்டல் டிஸ்ப்ளே (எல்சிடி)"
ତାଲିକା ପ୍ରକ୍ରିୟାକରଣ |,பட்டியல் செயலாக்கம்
"1. ଲେଟର୍, 2. ଲିଟେରାଲ୍ |","1.எழுத்து, 2.எழுத்து"
"1. ସକ୍ରିୟ, 2. ଜୀବନ୍ତ, 3. ବ electrical ଦୁତିକ, 4. ଚଳପ୍ରଚଳ |","1. செயலில், 2. வாழும், 3. மின், 4. நகரும்"
ଜୀବନ୍ତ ଗଣ୍ଠି |,நேரடி முடிச்சு
"1. ଲୋଡ୍, 2. ଲୋଡ୍","1.ஏற்றுதல், 2.ஏற்றுதல்"
"1. ଲୋଡ୍ ମଡ୍ୟୁଲ୍, 2. ଲୋଡ୍ ମଡ୍ୟୁଲେଟର |","1.load module, 2.load modulator"
"1. ଲୋକାଲ୍, 2. ଲୋକାଲ୍","1.உள்ளூர், 2.உள்ளூர்"
ସ୍ଥାନୀୟ ପ୍ରବେଶ,உள்ளூர் அணுகல்
ସ୍ଥାନୀୟ କ୍ଷେତ୍ର ନେଟୱାର୍କ (LAN),லோக்கல் ஏரியா நெட்வொர்க் (LAN)
ସ୍ଥାନୀୟ ସ୍ୱଚ୍ଛତା |,உள்ளூர் தெளிவு
"1. ସ୍ଥାନୀୟ ନେଟୱାର୍କ, 2 ସ୍ଥାନୀୟ କେନ୍ଦ୍ର 3 ସ୍ଥାନୀୟ ବିନିମୟ |","1. உள்ளூர் நெட்வொர்க், 2. உள்ளூர் மையம் 3. உள்ளூர் பரிமாற்றம்"
ସ୍ଥାନୀୟ ସ୍ମୃତି,உள்ளூர் நினைவகம்
ସ୍ଥାନୀୟ ମୋଡ୍ |,உள்ளூர் முறை
ଲୋକାଲ୍ ଭେରିଏବଲ୍ |,உள்ளூர் மாறி
"ଲୁପ୍, ଲକ୍ |","வளைய, பூட்டு"
ଲୁପ୍ ଫାଇଲ୍ |,லூப் கோப்பு
ଅଧିବେଶନ ଆରମ୍ଭ,அமர்வு ஆரம்பம்
ଅବଧି ଶେଷ,கால முடிவு
ଲେଖକ,எழுதுதல்
ତର୍କ ବିଶ୍ଳେଷଣକାରୀ |,தர்க்க பகுப்பாய்வி
ଲଜିକ୍ ବୋମା |,தர்க்க வெடிகுண்டு
ଲଜିକ୍ କାର୍ଡ |,தர்க்க அட்டை
ଲଜିକ୍ ଚାର୍ଟ (ଫ୍ଲୋଚାର୍ଟ),தர்க்க விளக்கப்படம் (பாய்வு விளக்கப்படம்)
ଲଜିକ୍ ସର୍କିଟ୍ |,தர்க்க சுற்று
ତାର୍କିକ ଡିଜାଇନ୍ |,தர்க்க வடிவமைப்பு
ତାର୍କିକ ଚିତ୍ର,தர்க்க வரைபடம்
ଲଜିକାଲ୍ ଫ୍ଲୋଚାର୍ଟ |,தருக்க பாய்வு விளக்கப்படம்
ତାର୍କିକ କାର୍ଯ୍ୟ,தர்க்க செயல்பாடு
ତାର୍କିକ ଫାଟକ,தர்க்க வாயில்
"1. ଲଜିକ୍ ପ୍ରୋଗ୍ରାମିଂ, 2. ଲଜିକ୍ ପ୍ରୋଗ୍ରାମିଂ |","1. லாஜிக் புரோகிராமிங், 2. லாஜிக் புரோகிராமிங்"
ତର୍କ ବିସ୍ଥାପନ |,தர்க்க இடப்பெயர்ச்சி
ତର୍କ ସ୍ଥିତି |,தர்க்க நிலை
ଲଜିକ୍ ସୁଇଚ୍ |,தர்க்க சுவிட்ச்
ତର୍କ ଏକକ |,தர்க்க அலகு
ଯୁକ୍ତିଯୁକ୍ତ,தருக்க
ଯୁକ୍ତିଯୁକ୍ତ ସଂଯୋଗ |,தருக்க இணைப்பு
ତାର୍କିକ ତଥ୍ୟ ଗଠନ,தருக்க தரவு அமைப்பு
ତାର୍କିକ ଚିତ୍ର,தருக்க வரைபடம்
ଯୁକ୍ତିଯୁକ୍ତ ଅଭିବ୍ୟକ୍ତି |,தருக்க வெளிப்பாடு
ଲଜିକାଲ୍ ଫ୍ଲୋଚାର୍ଟ |,தருக்க பாய்வு விளக்கப்படம்
ଲଜିକାଲ୍ IF (ଲଜିକାଲ୍ ଯଦି),தருக்க IF (லாஜிக்கல் என்றால்)
ଯୁକ୍ତିଯୁକ୍ତ କାର୍ଯ୍ୟ,பகுத்தறிவு செயல்பாடு
ଯୁକ୍ତିଯୁକ୍ତ ଅପରେଟର୍ |,பகுத்தறிவு இயக்குபவர்
ଯୁକ୍ତିଯୁକ୍ତ ସଂଯୋଗ |,பகுத்தறிவு இணைப்பு
ଯୁକ୍ତିଯୁକ୍ତ ଯୋଜନା |,தர்க்கரீதியான திட்டம்
"1. ଯୁକ୍ତିଯୁକ୍ତ ଚରିତ୍ର, 2. ଯୁକ୍ତିଯୁକ୍ତ ଚରିତ୍ର |","1. பகுத்தறிவு தன்மை, 2. தருக்க தன்மை"
ଯୁକ୍ତିଯୁକ୍ତ pattern ାଞ୍ଚା |,தருக்க முறை
ତାର୍କିକ ମୂଲ୍ୟ,தருக்க மதிப்பு
ଲଜିକାଲ୍ ଭେରିଏବଲ୍ |,தருக்க மாறி
ପୂର୍ବାବଲୋକନ,கண்ணோட்டத்தை அடைந்தது
ପୂର୍ବାବଲୋକନ ସେଟ୍ |,முன்னோட்ட தொகுப்பு
ପର୍ଯ୍ୟବେକ୍ଷଣ,கவனிப்பு
"1.loop, 2.loop","1.லூப், 2.லூப்"
ଲୁପ୍ କଣ୍ଟ୍ରୋଲ୍ |,வளைய கட்டுப்பாடு
ଲୁପ୍ ପ୍ରାରମ୍ଭିକରଣ |,வளைய துவக்கம்
ଲୁପ୍ ଭେରିଏସନ |,வளைய மாறுபாடு
"1. ଲପ୍ ନେଟୱାର୍କ, 2. ଲପ୍ ନେଟୱାର୍କ |","1.லூப் நெட்வொர்க், 2.லூப் நெட்வொர்க்"
ଲୁପ୍ ପ୍ରାରମ୍ଭିକରଣ |,வளைய துவக்கம்
ଲୁପ୍-ଏଣ୍ଡିଙ୍ଗ୍ |,வளைய-முடிவு
କାଉଣ୍ଟର-ଲୁପ୍ ପରୀକ୍ଷା |,எதிர்-லூப் சோதனை
ଖାଲି ଯୋଡି |,தளர்வாக இணைக்கப்பட்டது
କ୍ଷତିହୀନ ସଙ୍କୋଚନ |,இழப்பற்ற சுருக்கம்
ହାସ୍ ସଙ୍କୋଚନ |,ஹஸ்ஸே சுருக்கம்
କମ୍ ବାଇଟ୍ |,குறைந்த பைட்
ନିମ୍ନ ସ୍ତରର ଭାଷା |,குறைந்த அளவிலான மொழி
ନିମ୍ନ ପାସ୍ ଫିଲ୍ଟର୍ |,குறைந்த பாஸ் வடிகட்டி
"1. କମ୍ କଣ୍ଡିସନ୍, 2 ନିମ୍ନରେ ବନ୍ଧା |","1.குறைந்த நிலை, 2. கீழே பிணைக்கப்பட்டுள்ளது"
"1.MAC ପ୍ରୋଟୋକଲ୍, 2.MAC ନ ics ତିକତା (ମଧ୍ୟମ ପ୍ରବେଶ ନିୟନ୍ତ୍ରଣ)","1.MAC நெறிமுறை, 2.MAC நெறிமுறைகள் (நடுத்தர அணுகல் கட்டுப்பாடு)"
"1. ମେସିନ୍, 2. ମେସିନ୍ |","1. இயந்திரம், 2. இயந்திரம்"
ଯନ୍ତ୍ର ଠିକଣା,இயந்திர முகவரி
"1. ମେସିନ୍ କୋଡ୍, 2. ମେସିନ୍ କୋଡ୍ |","1. இயந்திரக் குறியீடு, 2. இயந்திரக் குறியீடு"
ମେସିନ୍ ଚକ,இயந்திர சக்கரம்
ଯାନ୍ତ୍ରିକ ଭାଷା |,இயந்திரமயமாக்கப்பட்ட மொழி
ଯାନ୍ତ୍ରିକ ସଫ୍ଟୱେର୍ |,இயந்திர மென்பொருள்
ଉପକରଣ ତ୍ରୁଟି,சாதன பிழை
ମେସିନ୍ ନିଷ୍କ୍ରିୟ ସମୟ |,இயந்திரம் செயலற்ற நேரம்
ମେସିନ୍ ଭାଷା,இயந்திர மொழி
ମାନୁଆଲ୍ |,கையேடு
ଯନ୍ତ୍ରର ଅର୍ଥ,இயந்திர உணர்வு
"1. ମେସିନ୍ ଭାଷା, 2. ମେସିନ୍ ଭାଷା |","1.இயந்திர மொழி, 2.இயந்திர மொழி"
ଯନ୍ତ୍ର ଶିକ୍ଷା,இயந்திர வழி கற்றல்
ମେସିନ୍ ଅପରେସନ୍,இயந்திர செயல்பாடு
ମେସିନ୍ ଭାଷା,இயந்திர மொழி
ମେସିନ୍ କାର୍ଯ୍ୟଦକ୍ଷତା,இயந்திர செயல்திறன்
ମେସିନ୍ ଅନୁକରଣ,இயந்திர உருவகப்படுத்துதல்
ମେସିନ୍ ଅପହରଣ ସମୟ |,இயந்திர கடத்தல் நேரம்
ମେସିନ୍ ଅନୁବାଦ,இயந்திர மொழிபெயர்ப்பு
ମେସିନ୍ ଶବ୍ଦ |,இயந்திர வார்த்தைகள்
ମାକ୍ରୋ ନିର୍ଦ୍ଦେଶ,மேக்ரோ அறிவுறுத்தல்
ମାକ୍ରୋ ସ୍କେଲ୍ |,மேக்ரோ அளவுகோல்
ଜନ ସମାବେଶ କାର୍ଯ୍ୟକ୍ରମ |,வெகுஜன அசெம்பிளிங் திட்டம்
ମୋଟ କଲ୍,மொத்த அழைப்பு
"1. ମାକ୍ରୋ କୋଡ୍, 2. ମାକ୍ରୋ କୋଡ୍ |","1.மேக்ரோ குறியீடு, 2.மேக்ரோ குறியீடு"
ମାକ୍ରୋ କମାଣ୍ଡ୍ |,மேக்ரோ கட்டளை
ମାକ୍ରୋ ଘୋଷଣା,மேக்ரோ பிரகடனம்
ମାକ୍ରୋ ସଂଜ୍ଞା,மேக்ரோ வரையறை
ମାକ୍ରୋ ଫ୍ଲୋ ଚାର୍ଟ |,மேக்ரோ ஓட்ட விளக்கப்படம்
ମାକ୍ରୋ ଜେନେରେଟର,மேக்ரோ ஜெனரேட்டர்
ମାକ୍ରୋ ନିର୍ଦ୍ଦେଶ,மேக்ரோ அறிவுறுத்தல்
ମୋଟ ଭାଷା,மொத்த மொழி
ମାକ୍ରୋ ଲାଇବ୍ରେରୀ |,மேக்ரோ நூலகம்
ମାକ୍ରୋ ପାରାମିଟର |,மேக்ரோ அளவுரு
ମାକ୍ରୋ ପ୍ରକ୍ରିୟାକରଣ |,மேக்ரோ செயலாக்கம்
"1. ମାକ୍ରୋ ପ୍ରୋସେସର୍, 2 ମାକ୍ରୋପ୍ରୋସେସର୍ |","1.மேக்ரோ செயலி, 2. மேக்ரோப்ராசசர்"
ମାକ୍ରୋ ପ୍ରୋଗ୍ରାମିଂ |,மேக்ரோ நிரலாக்க
ମୋଟ ପ୍ରୋଟୋଟାଇପ୍ |,மொத்த முன்மாதிரி
"1. ମାକ୍ରୋ ଏନକୋଡିଂ, 2. ମାକ୍ରୋ କୋଡିଂ |","1.மேக்ரோ என்கோடிங், 2.மேக்ரோ கோடிங்"
ମେଗାବାଇଟ୍ (MB),மெகாபைட் (MB)
ଯାଦୁ ପ୍ରତୀକ |,மந்திர சின்னம்
ଯାଦୁ ସଂଖ୍ୟା,மந்திர எண்
ଚୁମ୍ବକୀୟ ବବୁଲ୍ ସ୍ମୃତି,காந்த குமிழி நினைவகம்
