English,Assamese
Huygens principle,huygens আইন
hybrid,হাইব্ৰিড
hybridisation,সংকৰকৰণ
Hydraulic,"হাইড্ৰলিক, হাইড্ৰলিক, মোবাইল হাইড্ৰলিক, হাইড্ৰলিক"
Hydrodynamic,"হাইড্ৰ&#39;ডাইনেমিক, হাইড্ৰ&#39;ডাইনেমিক"
hydrodynamics,"হাইড্ৰ’ডাইনেমিক্স, হাইড্ৰ’ডাইনেমিক্স, হাইড্ৰ’ডাইনেমিক্স"
hydrogenous material,হাইড্ৰজেন পদাৰ্থ
Hydrology,জলবিজ্ঞান
Hydrosphere,ৱাটাৰ বৰ্ড
Hydrostatic,হাইড্ৰষ্টেটিক
Hydrostatics,"হাইড্ৰষ্টেটিক্স, হাইড্ৰষ্টেটিক্স"
Hygrometer,"হাইগ্ৰ&#39;মিটাৰ, হাইগ্ৰ&#39;মিটাৰ"
hygrometry,হাইগ্ৰ&#39;মেট্ৰি
Hygroscope,হাইগ্ৰ&#39;মিটাৰ
Hygroscopic,হাইগ্ৰ&#39;স্কোপিক
Hyperbolic,হাইপাৰবলিক
Hypercharge,উচ্চ চাৰ্জ হাইপাৰ চাৰ্জ
Hyperfine,নূন্যতম
hypermetropia,দীঘলীয়া দৃষ্টি
Hypernuclei,hyperrani - নিউক্লিয়াস
hyperon,হাইপাৰন
Hypersonic,supersonic
hyper space,চুপাৰ আকাশ
hypothesis,অনুমান
Hypothetical,"কাল্পনিক, কাল্পনিক"
hypsometer,উতলাংক
Hysterisis,নিদ্ৰাহীনতা
Ice,বৰফ
ice crystel,বৰফ-স্ফটিক
Ideal,আদৰ্শ
idealized,আদৰ্শগত
Identical,"একে, একে, অবিচ্ছেদ্য"
identification,"চিনাক্তকৰণ, চিনাক্তকৰণ, চিনাক্তকৰণ, চিনাক্তকৰণ"
identification beacon,"চিনাক্তকৰণ বিকন, চিনাক্তকৰণ বিকন"
Identity,"একে, একে, সৰ্বব্যাপী, ব্যক্তিত্ব"
Idle,কৰ্মহীন
idle time,"নিষ্ক্ৰিয় সময়, কাৰ্যসূচী পৰীক্ষাৰ সময়"
Ignite,জ্বলোৱা
Ignitor,igniter
ignition,ইগনিচন
Ignore,নিৰ্দেশনাক অৱজ্ঞা কৰা
illuminance,আলোকসজ্জা ঘনত্ব
illuminant,ইলুমিনেটৰ
Illuminating,ইলুমিনেটৰ
illumination photometer,আলোকসজ্জা গেজ
Illuminator,ইলুমিনেটৰ
image,প্ৰতিফলন
Imaginary,"কল্পিত, কাল্পনিক, কাল্পনিক"
immersed body,ডুব যোৱা বস্তু
Immersion,বিসৰ্জন
immittance,ইম্পিডেন্স অনুপ্ৰৱেশ
Impact,"প্ৰভাৱ, প্ৰভাৱ, প্ৰভাৱ, সংঘৰ্ষ, পুনৰুত্থান"
impact effect,ইমপেক্ট ইফেক্ট
Impedance,ইম্পিডেন্স
Impinging,আচৰিত
imposed pressure,প্ৰয়োগ কৰা চাপ
impregnated,"impregnated, সন্নিৱিষ্ট কৰা"
impulse,impulse
Impure,অশুদ্ধ
impurity conductivity (=extrinsic conductivity),অতিৰিক্ত পৰিবাহীতা (বাহ্যিক পৰিবাহীতা)
Inaudibility,অশ্ৰাব্যতা
Inaudible,অশ্ৰাব্য
Incandescence,ইনকাণ্ডেচেণ্ট
incandescent,ইনকাণ্ডেচেণ্ট
Incoherent,ৰেপচ&#39;ডিক
incoming,আগন্তুক
Incompressibility,অসংকোচনীয়তা
increasing oscillation,বৃদ্ধি পোৱা দোলন
incremental permeability,বৃদ্ধি পোৱা চুম্বকত্ব
independent distribution,বিনামূলীয়া বিতৰণ
Indeterminate,"অসীম, অনিৰ্দিষ্ট, অনিৰ্দিষ্ট, ৪অনিৰ্দিষ্ট"
Index,"মাৰাত্মক, পইণ্টাৰ, 3index"
indirect,"পৰোক্ষ, পৰোক্ষ"
Induced,অনুপ্ৰাণিত
Induction,"আগমন, প্ৰৰোচনা, প্ৰৰোচনা"
inductive,প্ৰেৰণাদায়ক
inductor,প্ৰেৰণাদায়ক
Inertial,জড়তা
inexhaustible source,অক্ষয় উৎস
Infinite,"অসীম, অসীম"
Infinities,"অসীম, অসীম"
infinity,"অসীম, অসীম"
Inflammability,জ্বলনশীলতা
Inflammable,জ্বলনশীল
Inflow,ইনফ্ল&#39;
Influx,ইনফ্ল&#39;
information,জাননী
infralow-frequency,অতি কম কম্পাঙ্ক
Infra-red,ইনফ্ৰাৰেড
Infrasonic,অশ্ৰাব্য
Infrasonics,আভা শ্ৰবিকি
Inhomogeneity,অসামঞ্জস্যতা
Inhomogeneous,disparate
initial,প্ৰাৰম্ভিক
Injection,বেজী দিয়া
Inlet,প্ৰৱেশদ্বাৰ
Inner,"ভিতৰৰ, ভিতৰৰ, ভিতৰৰ, ভিতৰৰ"
Input,"ইনপুট (n.), ইনপুট (v.)"
Insensitive,insolent
Insertion,লাইভচন
insignificant,"তুচ্ছ, তুচ্ছ"
Inspection,তত্বাৱধান
Installation,"সংস্থাপন, সংস্থাপন, সংস্থাপন"
instant,মুহূৰ্ত
instruction,নিৰ্দেশনা
instrument,যন্ত্ৰ
Instrumental,যান্ত্ৰিক
Instrumentation,"যান্ত্ৰিকীকৰণ, সমাবেশ"
Insulated,"ইনচুলেটিং, ইনচুলেটিং"
Insulation,ইনচুলেটিং
insulator,"ইনচুলেটিং, ইনচুলেটিং, ইনচুলেটিং"
Integer,"১গোটা সংখ্যা, পূৰ্ণসংখ্যা"
integrability,সংহতিযোগ্যতা
integral,"integral, পূৰ্ণসংখ্যা"
Integration,সংহতি
Intense,"তীব্ৰ, উত্তেজিত"
intensification,তীব্ৰকৰণ
intensifier,"ট্ৰেকচন, ত্বৰণ"
Intensity,"তীব্ৰতা, তীব্ৰতা, তীব্ৰতা"
Intensive,তীব্ৰ
Interaction,ভাৱ-বিনিময়
interatomic,আন্তঃপৰমাণু
Interchange,"বিনিময়, লেনদেন"
Interdependency,"আন্তঃনিৰ্ভৰশীলতা, আন্তঃনিৰ্ভৰশীলতা"
Interdependent,আন্তঃনিৰ্ভৰশীল
inter diffusion,পাৰস্পৰিক প্ৰসাৰণ
Interface,আন্তঃপৃষ্ঠ পৃষ্ঠা
interface connection (=feed __through),ক্ৰছ ভৰোৱা
interfacial angle,আন্তঃপৃষ্ঠ কোণ
interference,"হস্তক্ষেপ, হস্তক্ষেপ, বাধা"
Intergalactic,আন্তঃনক্ষত্ৰীয়
Interior,"inner, inner, inner (v.), ভিতৰৰ, ভিতৰৰ, ভিতৰৰ (v.)"
Interlocking,"synapse, চিনেপ্স"
Intermediate,"মধ্যৱৰ্তী, গৌণ, মধ্যম, মধ্যম"
Intermetallic,আন্তঃধাতুৰ
intermittent,"intermittent, মাজে মাজে"
Intermolecular,আন্তঃআণৱিক
internal,আভ্য়ন্তৰীণ
International,আন্তৰ্জাতিক
interplanar,অন্তৰ্স্থলী
interplanetary,আন্তঃগ্ৰহীয়
Interpolation,আন্তঃপ্ৰক্ষেপণ
Interpretability,অৰ্থপূৰ্ণতা
interpreter,"নিৰ্বাচক, দোভাষী"
interrupter,interrupter
intersecting,ছেদ কৰা
Intersection,"ছেদ, ছেদ, ছেদ"
interspace,ব্যৱধান
Interstellar,আন্তঃনক্ষত্ৰীয়
Interstitial,অন্তৰ্স্থলী
Interval,"ফাঁক, ফাঁক"
Intimate,বন্ধ
Intra,অৱশেষত
Intra-atomic,আন্তঃপৰমাণু
Intrinsic,"নাজ (উত্তৰাধিকাৰী), অন্তৰ (অভ্যন্তৰীণ)"
Invariant,নিশ্চয়
Invention,"উদ্ভাৱন, উদ্ভাৱন"
Inverse,"বিপৰীত, বিপৰীত, বিপৰীত"
Inversion,"inversion, ওলোটা"
invert,প্ৰতিনিধিত্ব কৰা
Inverted,"inverse, inverse"
inviscid,অন্ধ
inviscid fluid,টাৰ্বিড লিকুইড
Invisibility,অদৃশ্যতা
Invisible,অদৃশ্য
Ion,আয়ন
Ionic,আয়নিক
Ionisable,আয়নীয়কৰণযোগ্য
Ionise,"to ionize, আয়নীয়কৰণ কৰা"
Ionosphere,"আয়নমণ্ডল, আয়নমণ্ডল"
inospheric,আয়নমণ্ডল
iris (in waveguide),আইৰিছ
Irradiated,বিকিৰণ কৰা
Irradiation,বিকিৰণ
irrational,অযুক্তিকৰ
irreducible,"অপ্ৰত্যাহাৰযোগ্য, অপুৰণীয়, অপূৰণীয়"
Irregular,যাদৃচ্ছিক
Irreversible,অপ্ৰত্যাৱৰ্তনীয়
irrotational,ঘূৰ্ণনশীল
isentropic,"সমতাত্ত্বিক, সমৰূপী বক্ৰ"
Isentropically,সাপনট্ৰপিকেলি
I signal,"মই সংকেত দিওঁ, মই সংকেত দিওঁ"
isobar,"আইছ’বাৰ, আইছ’ট’প"
Isobaric,"সমবেৰিক, সুষম, সুষম"
Isochore,"সমমিতি ৰেখা, সমস্থানিক ৰেখা"
Isochoric,সম-আয়নিক
isochromatic,সমৰূপী
isochronic line,ছিঙ্ক লাইন
isochronous motion,সমকালীন গতি
Isoclinal,সমমিতি
Isoelectric,সমবিভৱনশীল
Isoenergetic,সম-শক্তিশালী
Isogonal,"সমপক্ষীয় (v.), সমদ্বিখণ্ডীয় ৰেখা (ed.)"
Isolate,"to dissociate, (adj.), পৃথক কৰা"
isolated,"বিচ্ছিন্ন, বিচ্ছিন্ন, একক"
Isolation,"পৃথকীকৰণ, পৃথকীকৰণ, পৃথকীকৰণ"
Isomeric,আইছ&#39;মাৰ
Isomerisation,আইছ&#39;মাৰ
Isomerism,আইছ&#39;মেৰিজম
Isometric,"সমমিতি, ত্ৰিভুজ, ঘন, সমমিতিক"
Isomorphism,সমৰূপতা
isomorphous,সমৰূপী
Isotherm,সমতাপ
Isothermal,সমতাপ
Isotope,আইছ&#39;ট&#39;প
isotopic,আইছ&#39;ট&#39;প
Isotropic,সমতলীয়
isotropic line (=circular line),বৃত্তাকাৰ ৰেখা
Isotropy,সমৰূপতা
Iteration,পুনৰাবৃত্তি
1-type (=intrinsic semiconductor ),অন্তৰ্নিহিত অৰ্ধপৰিবাহী
Jamin's interferometer,জাম ইন্টাৰফেৰ&#39;মিটাৰ
Jerk,"জৰ্ক, ৰিবাউণ্ড"
Jet,"জেট, মূৰ"
jet and rocket propulsion,জেট-ৰকেট প্ৰপালচন
j-j coupling,জে-জে কাপলিং
Jolly's balance,জোলি বেন্ট
Joule heat,জুল-তাপ
joule meter,জ্যুলেমিটাৰ
Joule-Thomson effect,জোল-থমছন প্ৰভাৱ
joule (unit),জোল
Jump,"কুঠাৰ, জাম্প, বাঁহী"
junction,সন্ধি
junction point,সংগম স্থান
just scale,সঠিক চিলেবল
juxtaposition,"কেসনিধি, সান্নিধ্য"
kaleidoscope,"কেলিডস্কোপ, কেলিডস্কোপ"
kappa meson (=k=meson),"কাপ্পা মেছনছ, কে-মেছনছ"
kathode (=Cathode),কেথ&#39;ড
kation (=cation),ঘানায়ান
K-band,কে-বেণ্ড
K-capture (=K-electron capture),কে-কেপচাৰ
K-capturer,k-গ্ৰাহক
Kelvin approximation,কেলভিন আনুমানিক
kernel of homomorphism,একক একক
kerr cell,ker কোষ
Key,"চাবি, পৰ্দা, চাবি"
key board,"কী বৰ্ড, পৰ্দাৰ বাৰ"
key note,মুকলি স্বৰবৰ্ণ
key pulse,কী পালছ
key word,মূল শব্দ
Kick,প্ৰক্ষেপণ
kick back,বিৰোধ কৰা
Kilo,কিলোগ্ৰাম
kilojoule (KJ),কিলোজুল
kiloparsec,কিলোপাৰ্চেক
kiloton bomb,কিলোটন বোমা
Kinematical,গতিশীল
Kinematically,বিশুদ্ধভাৱে গতিশীল
Kinetic,"গতিশীল, গতিশীল"
Kinetically,গতিশীলভাৱে
Kink,হাড়ভঙা
klystron,ক্লাইষ্ট্ৰন
knife edge,চোকা প্ৰান্ত
Kruskal limit,kruskal সীমান্ত
Kryogenic,থাৰ্মোজেনিক
Label,লেবেল
Labelled,"চিহ্নিত, লিপিবদ্ধ, লেবেলযুক্ত"
Laboratory,পৰীক্ষাগাৰত
Ladar,চিৰি
Laevorotation,ঘড়ীৰ কাঁটাৰ বিপৰীত দিশত
laevorotatory,"ঘড়ীৰ কাঁটাৰ বিপৰীত দিশত, বাওঁ মেৰুত্ব"
lag and lead,আগলৈ পিছলৈ
Lagrange's expansion,লেগ্ৰেঞ্জ সম্প্ৰচাৰ
Laggrangian,লেগ্ৰেঞ্জিয়ানবাদ
Lamb shift,মেৰ পোৱালি সৃষ্টি
Lamina,প্লেংক বৰ্ড
lamina dorsalis,পৃষ্ঠীয় প্লেট
laminar flow,"পৃষ্ঠৰ প্ৰবাহ, সমতল প্ৰবাহ"
laminate,"প্লেটিং, পেনেল, লেভেল, লেয়াৰ বণ্ড"
Laminating,স্তৰবিন্যাস
Lamination,লেমিনা
lamp,"লেম্প, লেম্প"
lamp black,"কাজল, দীপ কাজল"
Lande's interval rule,land-interval নিয়ম
Lande splitting factor,লেণ্ড বিভাজন কাৰক
Landing,লেণ্ডিং
lapping,"মাইক্ৰ&#39; ঘৰ্ষণ, লেমিনেচন, পৰিধান"
Larmor frequency,larmore কম্পাঙ্ক
Larmor precession,larmore precession
Laser,লেজাৰ
Lasing,লেজাৰাইজেচন
Latent,গোপনীয়
Lateral,"পাৰ্শ্বীয়, পাৰ্শ্বীয়, পাৰ্শ্বীয়"
Latitude,"অক্ষাংশ, অক্ষাংশ"
lattice,"জালি, জালি"
Laue class,laue ক্লাছ
Launcher,মুক্তি দিয়া
Launching,মুক্তি দিয়া
launch pad,লঞ্চ প্লেটফৰ্ম
law of mass action,ভৰ অনুপাত নিয়ম
law of multiple proportion,বহু অনুপাতৰ নিয়ম
layer,"স্তৰ, স্তৰ"
L-band,এল-বেণ্ড
Lead,"সীহ, সীহ, সীহ, সীহ, সীহ"
leading,আগলৈ
Leak,"লাইম, লিকিং (ক্ৰ.), ৰাইজেন লাইন, চ্যাৱান"
Leakage,"চোবাই খোৱা, জাৰণ, লিক হোৱা"
Least,"নূন্যতম, নূন্যতম, নূন্যতম"
least count (of a vernier),নূন্যতম গণনা
Lecher's wire,লেচ তাঁৰ
Leduc effect,লেডুক ইফেক্ট
legal ohm,বৈধ ওম
L-electron,-ইলেক্ট্ৰন
length contraction,দৈৰ্ঘ্যৰ বাধা
Lengthening,প্ৰসাৰণ
Lens,লেন্স
Lenz's law,লেঞ্জৰ নিয়ম
Level,সমতল সুৰংগ
level flight,অনুভূমিক উৰণ
Levelling,"লেভেলিং, লেভেলিং"
levelling screw,"অনুভূমিক স্ক্ৰু, লেভেলিং স্ক্ৰু"
level of confidence,আত্মবিশ্বাসৰ স্তৰ
level of significance,তাৎপৰ্য্যৰ স্তৰ
level surface,"অনুভূমিক পৃষ্ঠা, সমতল পৃষ্ঠা, সমবিভৱ পৃষ্ঠা"
Lever,"লিভাৰ, লিভাৰ"
Libration,ভাৰ্চুৱেল দোলন
Lidar,"লিডাৰ, লেজাৰ ইনফ্ৰাৰেড ৰাডাৰ"
Life,"জীৱন, বয়স"
lift,"lift, উত্তোলন"
lift off,মুক্তিৰ মুহূৰ্ত
light,"চুটি, পোহৰ, মূক, চুটি, চুটি, ৬পোহৰ"
Lighting,"temperate., পোহৰ ওলোৱা"
Lightning,বিজুলী
light year,পোহৰ বছৰ আলোকবৰ্ষ
Like,"সমজাতীয়, সমজাতীয়, সমজাতীয়"
Limit,"সীমা, প্ৰান্তীয়"
Limiting,"সীমা, সীমা, চৰম"
limiting magnitude (=magnitude ___limit),বৰ্তমানৰ সীমা
Line,"ৰেখা, ৰেখা, উপবৃত্তাকাৰ"
Liner,"ৰৈখিক, ৰৈখিক, ৰৈখিক"
Linearisation,ৰৈখিককৰণ
linearity,"একাগ্ৰতা, ৰৈখিকতা"
Linearly,"এককভাৱে, ৰৈখিকভাৱে"
line drop,ৰেখা বিভৱ
line imperfection (onedimensional),ৰৈখিক অসম্পূৰ্ণতা
line of percussion,ষ্ট্ৰ&#39;ক লাইন
line spectrum,ৰৈখিক বৰ্ণালী
line voltage,লাইন ভল্টেজ
Link,"বন্ধন, ডোঙা, শৃংখল, গ্ৰন্থি, লিংক"
Liquefaction,তৰলীকৰণ
Liquefied,তৰলীকৃত
liquefier,তৰলীকৃত
Liquid,জুলীয়া
liquid bath,তৰল পদাৰ্থৰ জলাশয়
liquid crystal,তৰল স্ফটিক
liquidity,তৰলতা
liquid rocket,তৰল-চালিত ৰকেট
Lissajous figures,lisaju ফিগাৰ
List,"তালিকা, তালিকা"
Listing,"তালিকাভুক্ত কৰা, তালিকাভুক্ত কৰা"
litre,লেতেৰা
live programme,লাইভ অনুষ্ঠান
live wire,বৈদ্যুতিক তাঁৰ
load,"বোজা, বোজা, বোজা, বোজা, বোজা"
Loadstone,চুম্বক শিল
localised,"স্থানীয়, স্থানীয়"
locally Maxwellian,স্থানীয় maxwelly
Location,"স্থান, অৱস্থান, অৱস্থান, অৱস্থান, অৱস্থান"
locked dislocation,বান্ধ খাই থকা দোষ
lock in,"তালাক, চালান"
Locus,"locus, লোকাছ"
Lodestone,চুম্বক শিল
Logarithmic,লগাৰিদমিক
logic,তর্ক শাস্ত্র
logical,যুক্তিসংগত
Logistics,"লজিষ্টিক, অপাৰেচন বিজ্ঞান"
London Van Der Waals attraction,লণ্ডন Vanderwaals আকৰ্ষণ
long distance Transmission,দূৰৱৰ্তী সংক্ৰমণ
longitude,"দ্ৰাঘিমাংশ, দ্ৰাঘিমাংশ"
longitude of perihelion,ৰাভিনেচৰ দ্ৰাঘিমাংশ
Longitudinal,"দীৰ্ঘায়িত, দীৰ্ঘায়িত"
long note,দীঘল স্বৰবৰ্ণ
Loop,"লুপ, লুপ, লুপ (সম্পা.), লুপ (v.), প্ৰসন্দ"
loosely bound,শিথিলভাৱে বান্ধি থোৱা
lossely packed,"বিৰলভাৱে পেক কৰা, পেক কৰা"
Lorentz Fitzgerald contraction,লৰেণ্টৰ ফিটজেৰাল্ডৰ সংকোচন
lossless line (=loss free line),ক্ষতি মুক্ত লাইন
lossy dielectric,ক্ষয়প্ৰাপ্ত ডাইলেক্ট্ৰিক
loudness (of sound),শক্তি
Low,"কম চাপৰ অঞ্চল, বিষণ্ণতা"
Lowering,"অৱজ্ঞা, নিম্ন"
Lowest,"সৰ্বনিম্ন, আটাইতকৈ সৰু"
low vaccum,inferior ভেকুৱাম
luminance,উজ্জ্বলতা
Luminescence,সন্দীপ্তি
Luminescent,উজ্জ্বল
luminosity,শিখা।
luminous,"দীপ, প্ৰদীপী, জ্যোতি-"
lunar day,চন্দ্ৰৰ দিন
lunar eclipse,চন্দ্ৰগ্ৰহণ
lunar satellite,চন্দ্ৰ উপগ্ৰহ
lunar variation,চন্দ্ৰৰ পৰ্যায় পৰিৱৰ্তন
lux,লাক্স
Lyman series,লাইমেন ছিৰিজ
Macro,গোটেই অংশ
Macroscopic,গোটেই অংশ
magic lantern,যাদু বন্তি চিত্ৰকল্প বন্তি
magic number,"মায়া নম্বৰ, মেজিক নম্বৰ, পাৰ্মানেন্স নম্বৰ"
Magnetically,চুম্বকীয়ভাৱে
magnetic,চুম্বকীয়
magnetic bottle,চুম্বকীয় ৰেজিষ্টৰ
magnetisable,চুম্বকীয়কৰণ
magnetisation,চুম্বকীয়কৰণ
magnetism,চুম্বকত্ব
magnetocaloric effect,চুম্বক তাপীয় প্ৰভাৱ
Magnetohydro-dynamics,চুম্বক হাইড্ৰ&#39;ডাইনেমিক্স
Magnetohydro-statics,চুম্বক হাইড্ৰ&#39;ষ্টেটিক্স
Magentometer,চুম্বকমাপক
Magneton,চুম্বক
Magnetosphere,চুম্বক বৃত্ত
magnetostatics,ষ্টেটিক চুম্বকত্ব
magnetron rectifier,magnetron ৰেক্টিফায়াৰ
magnified image,বৃদ্ধি কৰা ছবি
magnifier,মেগনিফায়াৰ
magnify,"magnify, বৃদ্ধি কৰা"
magnifying,"মেগনিফায়াৰ, বৃদ্ধি-"
magnifying glass (magnifying lens),মেগনিফাইং লেন্স
magnitude,"মাত্ৰা, পৰিমাণ"
Magnon,মেগনন
main band,মূল বেণ্ড
Mainline,মূল পথৰ মূল লাইন
Mains,"মূল তাঁৰ, মূল টেপ"
Maintenance,"ৰক্ষণাবেক্ষণ, পুষ্টি, ৰক্ষণাবেক্ষণ"
Majorana effect,mayorana নিষ্কাশন
major axis,মুখ্য অক্ষ
major defect,মূল ত্ৰুটি
majority,বহুমুখী
major tone,মাষ্টাৰ টোন
make and break,সংস্পৰ্শ আৰু ভাঙি
malleability,নমনীয়তা
manoeuvre,দক্ষতাসমূহ
mainpulation,মেনুৱেল মেনিপুলেচন
manipulator,অপাৰেটৰজনক
manned baloon,মানৱীয় বেলুন
Manometer,"barometer, মানোমিটাৰ"
many body,বহুভুজ
man year,মানুহ মানুহ বছৰ
Marginal,"প্ৰান্তীয়, প্ৰান্তীয়, প্ৰান্তীয়"
marginal entropy,প্ৰান্তীয় এণ্ট্ৰপি
margin of safety,নিৰাপদ চৌহদ
mariner's compass,নাৱিক ডছুইচাক
Mark,"চিহ্ন, চিহ্ন, চিহ্ন"
Marker,মাৰ্কাৰ
Maser,maser
Mask,"মাস্ক, মাস্ক, আৱৰণ"
Masking,ঢাকি পেলাওক
Mass,"ভৰ, ভৰ, ডাঙৰ ডাঙৰ"
mass abundance,ভৰ প্ৰাচুৰ্য্য
mass action,ভৰ অনুপাত বিক্ৰিয়া
mass concentration,"ভৰৰ ঘনত্ব, ভৰৰ ঘনত্ব, ভৰৰ ঘনত্ব, ভৰৰ প্ৰাচুৰ্য্য"
mass defect,ভৰ ক্ষতি
massive nucleus,মাষ্টাৰ নিউক্লিয়াছ
mass motion,ভৰ গতি
mass resistivity,ভৰ প্ৰতিৰোধ ক্ষমতা
master plate,"মাষ্টাৰ প্লেট, মাষ্টাৰ প্লেট"
Match,মিল থকা
Matched,মিল থকা হৈছে
Matching,মিল থকা
Matrix,"মেট্ৰিক্স, মেট্ৰিক্স, মেট্ৰিক্স, মেট্ৰিক্স"
Matter,"পদাৰ্থ, পদাৰ্থ"
Maxima,সৰ্বোচ্চ
Maximum,"সৰ্বোচ্চ, সৰ্বোচ্চ, সৰ্বোচ্চ, সৰ্বোচ্চ, সৰ্বোচ্চ"
maximum permissible,সৰ্বোচ্চ অনুমোদিত
Maxwell-Boltz-mann distribution law,মেক্সৱেল-ৱল্টছমেন বিতৰণ আইন
Mazwellian distribution,maxwelly বিতৰণ
Mc Leod guage,"মেকলিয়ড গেজ, মেকলিয়ড গেজ"
Mean,অৰ্থ
mean free path,"মানে মুক্ত পথ, মানে মুক্ত পথ"
mean life,গড় বয়সৰ মধ্যম বয়স
mean life time,জীৱনৰ অৰ্থ
Measure,বিচনা জোখা
measurement,"জোখ, জোখ, জোখ"
mechanical,"বল, যান্ত্ৰিক"
mechanical advantage,যান্ত্ৰিক সুবিধা
Mechanics,"বল বিজ্ঞান, বলবিজ্ঞান, বলবিজ্ঞান"
Mechanisation,যান্ত্ৰিকীকৰণ
Mechanism,"ব্যৱস্থা, যান্ত্ৰিকতা"
Median,"মধ্যম, মধ্যম, মধ্যম, মধ্যম"
Mega,"স্থূল, গুৰু, মহা, স্পষ্ট, নিয়ুত (দশলাক্ষ)"
Megacurie,megacurie গেস্টবুক
megohm,মাগোম
Meissner effect,মাউছনাৰ ইফেক্ট
M-electron,এম-ইলেক্ট্ৰন
melody,"intonation, ছন্দ"
Melt,"to melt (adj.), গলিত, গলিত (ver.)"
Melting,"thaw, গলিব"
melting point,গলনাংক
Memory,"মেমৰি, মেমৰি চিষ্টেম"
Meniscus,"মেনিস্কাছ, মেনিস্কাছ"
Mercurial,"পৰিয়া, murial"
mercurial barometer,"পাৰা-বেৰ’মিটাৰ, পাৰা-বেৰ’মিটাৰ"
Mercuric,"পাৰ্দিক, ময়ুৰিক"
meridian,মেৰিডিয়ান
merit (of coil),সহগ
Meson,ৰাজমিস্ত্ৰী
mesonic potential well (=Yukawa potential well),"মেচোনি খুঁটা, ইউকাৱা খুঁটা"
Message,বাৰ্তা
metal,"ধাতু, মৌলিক পদাৰ্থ"
metallography,"ধাতুৰ কাম, ধাতুৰ চিত্ৰণ"
metaphysics,আধ্যাত্মিকতা
metastable,মিতব্যয়ী
Meteorite,উল্কাপিণ্ড
Meteoritic,উল্কাপিণ্ড
meteorological,বতৰ বিজ্ঞান
meteorologist,বতৰ বিজ্ঞানী
meter bridge,"মিটাৰ দলং, মিটাৰ দলং"
Metric,"দূৰত্ব, মিটাৰ"
Michelson interferometer,মাইকেলছনৰ ইন্টাৰফেৰ’মিটাৰ
microampere,মাইক্ৰ&#39;এম্পিয়াৰ
micro analysis,মাইক্ৰ&#39; বিশ্লেষণ
microcanonical assembly,মাইক্ৰ&#39;-কেননিক ছেট
microcanonical ensemble,মাইক্ৰ&#39; কেননিক সম্প্ৰদায়
Microcircuit,মাইক্ৰ&#39; চাৰ্কিট
Microcrack,মাইক্ৰ&#39; ফিচাৰ
Micron,মাইক্ৰন
microphone,মাইক্ৰ&#39;ফোন
Microphotograph,"মাইক্ৰ&#39;ফটোগ্ৰাফ, মাইক্ৰস্কোপফটো"
Microphysics,মাইক্ৰ&#39;ফিজিক্স
Microscope,"মাইক্ৰস্কোপ, মাইক্ৰস্কোপ"
microscopic,"মাইক্ৰস্কোপিক, মাইক্ৰস্কোপ, মাইক্ৰস্কোপ"
microscopic impurity,সূক্ষ্ম পদাৰ্থ
Microscopy,মাইক্ৰস্কোপ
microstate,"মাইক্ৰ&#39;ষ্টেট, মাইক্ৰ&#39;ষ্টেট"
microtorr,মাইক্ৰ&#39;ট&#39;ৰ
microwave,মাইক্ৰ&#39; ৱেভ
mid-day,মেৰিডিয়ান
middle,মাজ
migrating ion,ইনকামিং আয়ন
mile,মাইল
milky way,"আকাশ গংগা, মিলখা মেখলা"
Miller index,মিলাৰ সূচকাংক
mineral,খনিজ পদাৰ্থ
miniature circuit,শ্বৰ্ট চাৰ্কিট
Miniaturization,চুটি কৰা
minimal path,নূন্যতম পথ
minimum,"সৰ্বনিম্ন, সৰ্বনিম্ন, সৰ্বনিম্ন, সৰ্বনিম্ন"
minimum ionization,সৰ্বনিম্ন আয়নীয়কৰণ
minority carrier,সংখ্যালঘু বাহক
minority emitter,সংখ্যালঘু নিৰ্গমনকাৰী
minor tone,চুটি সুৰ
Minute,"শিল্প, মিনিট, মিনিট"
Mirage,মাৰিচিকা
Mirror,"দাপোন, মুকুৰ"
mirror nuclei,"প্ৰতিপ নিউক্লিয়াছ, প্ৰতিপ নিউক্লিয়াছ"
miscibility,মিশ্ৰণযোগ্যতা
mismatched lines,মিল নোহোৱা ৰেখা
mismatching,কুমেলোন
misorientation,"orientering, টেলি-অৰিয়েণ্টেচন"
Missile,"মিছাইল, মিছাইল"
missing electron,অনুপস্থিত ইলেক্ট্ৰন
missing line,অনুপস্থিত লাইন
mistuning,অশ্লীলতা
Mixer,"মিক্সাৰ, মিক্সাৰ, মিক্সাৰ (ব্যক্তি)"
M.K.S. System,এম কে। s. প্রণালী
mobile,"চলন্ত, চলন্ত, চলন্ত"
mobile antenna (=portable antenna),পোৰ্টেবল এন্টেনা
Modility,গতিশীলতা
Mode,"পদ্ধতি, পদ্ধতি, ব্যৱস্থা, ধৰণ, পলিমাৰ, ধৰণ, পৰ্যায়, 8. ধৰণ"
Moderation,বিমন্দন
moderator,মডাৰেটৰ
moderator lattice,জিলিকি থকা জালি
modification,"পৰিৱৰ্তন, ৰূপান্তৰ, ৰূপান্তৰ"
modified exponential curve,ৰূপান্তৰিত ঘাতীয় বক্ৰ
modifier,"কনভাৰ্টাৰ, কনভাৰ্টাৰ, কেলিব্ৰেটৰ"
modify,ৰূপান্তৰ
modular circuit,মডিউলাৰ বৰ্তনী
