Punjabi,Tamil
ਏਕੀਕ੍ਰਿਤ ਪੋਸ਼ਕ ਪ੍ਰਬੰਧਨ,ஒருங்கிணைந்த ஊட்டச்சத்து மேலாண்மை
ਏਕੀਕ੍ਰਿਤ ਕੀੜੇ ਪ੍ਰਬੰਧਨ,ஒருங்கிணைந்த பூச்சி மேலாண்மை
ਤੀਬਰਤਾ,தீவிரம்
ਤੀਬਰ,தீவிர
ਇੰਟਰਕ੍ਰਾਪ,இடைக்கால
ਅੰਤਰਾਲ (ਅੰਤਰਾਲ),இடைக்கணிப்பு (இடைக்கால)
ਦਿਲਚਸਪੀ,ஆர்வம்
ਇੰਟਰਨਿਓ,இன்டர்னோட்
ਅੰਤਰਾਪਾ (ਸੈੱਲ ਡਿਵੀਜ਼ਨ),இடைமுகம் (செல் பிரிவு)
ਇੰਟਰਪੋਲੇਸ਼ਨ,இடைக்கணிப்பு
ਅੰਤਰ-ਨਿਰਜੀਵ,இடை-மாடி
ਵਸਤੂ ਸੂਚੀ,சரக்கு
ਉਲਟਾ,தலைகீழ்
ਸ਼ਾਮਲ ਹੋਣਾ ਸ਼ਾਮਲ ਹੈ,ஈடுபாடு
ਆਇਨ,அயன்
ਇਰੈਡੀਏਸ਼ਨ,கதிர்வீச்சு
ਸਿੰਜਾਈ,நீர்ப்பாசனம்
ਆਈਸੋ ਐਲੇਲਸ,ஐசோ அல்லீல்கள்
ISO ਉਤਪਾਦ ਕਰਵ,ஐஎஸ்ஓ தயாரிப்பு வளைவு
ਆਈਸੋਬਾਰ,ஐசோபார்
ਆਈਸੋਗੈਮ,ஐசோகாமி
ਇਕੱਲਤਾ ਦੂਰੀ,தனிமைப்படுத்தும் தூரம்
ਆਈਸੋਪਲੋਇਡ,ஐசோப்ளாய்டு
ਇਕੱਲਤਾ,ஐசோகண்ட்
ਆਈਸੋਟੋਪ,ஐசோடோப்
ਭਾਰਤੀ ਬੁਰਸ਼,இந்திய பிர்ச்
ਭਾਰਤੀ ਨੀਲਾ ਪਾਈਨ,இந்திய நீல பைன்
ਭਾਰਤੀ ਚੈਰੀ,இந்திய செர்ரி
ਭਾਰਤੀ ਜੂਨੀਪਰ,இந்திய ஜூனிபர்
ਭਾਰਤੀ ਕੀੋ ਟ੍ਰੀ,இந்திய கினோ மரம்
ਭਾਰਤੀ ਲੜੀ ਦਾ ਰੁੱਖ,இந்திய லாரல் மரம்
ਇੰਡੀਅਨ ਮੈਡਡਰ,இந்திய மேட்
ਇੰਡੀਅਨ ਮੈਡਲਰ,இந்திய மேட்லர்
ਇੰਡੀਅਨ ਪੋਡੋ ਫਾਈਲਮ,இந்திய போடோ பைலம்
ਇੰਡੀਗੋ,இண்டிகோ
ਇਤਾਲਵੀ ਬਾਦਾ,இத்தாலிய தினை
ਆਈਵਰੀ ਟ੍ਰੀ,தந்தம் மரம்
Ivy ਗੌਡ / ਛੋਟਾ ਬਾਰੀਰਡ,ஐவி சுரைக்காய்/சிறிய சுண்டைக்காய்
Jaggery,வெல்லம்
ਜੌਂਕਾ ਚਾਵਲ,ஜபோனிகா அரிசி
ਜੱਸੇ,ஜாசிட்
ਜਾਵਾਨਿਕਾ ਰਾਈਸ,ஜவானிகா ரைஸ்
ਜੇਲਿੰਗ,கூச்சலிடுதல்
ਜੇਹਮ ਕਾਸ਼ਤ,ஜம் சாகுபடி
ਜੰਜਾਈ,ஜம்பிங் மரபணு
ਜੰਕ ਡੀ ਐਨ ਏ,குப்பை டி.என்.ஏ
ਜੁਵੇਨਾਈਲ ਪੜਾਅ,சிறார் கட்டம்
ਜਾਬਾੰਡਾ,ஜகரந்தா
ਜੈਕਫਰੂਟ,ஜாக்ஃப்ரூட்
ਜੰਜਾ,ஜமுன்
ਜੈਸਮੀਨ,மல்லிகை
ਜਤਤੀ ਖਤੀ,ஜட்டி கட்டி
ਜੱਟਟਰੋਫਾ,ஜட்ரோஃபா
ਜੱਟ,சணல்
ਜੱਸੇਜ਼,ஜாசிட்ஸ்
ਕੂਲਿਨ,கயோலின்
ਕਾਓਲਿਨਾਈਟ,கயோலினைட்
ਕਾਓਲਿਨਾਈਟ,கயோலினைட்
ਕੈਰੀਨਚਯਮਾ,கரியென்சிமா
ਕੈਰੀਓਡਮਾ,Karyodesma
ਕੈਰੀਗਮੀ,கரியோகாமி
ਕੈਰੀਓਗ੍ਰਾਮ (ਆਈਡੀਓਸ਼ਨ),கரியோகிராம் (இடைஜியோகிராம்)
ਕਰੈਕਿਨੇਸਿਸ,காரியோகினேசிஸ்
ਕੈਰੀਓਲੋਜੀ,கரியாலஜி
Karyoolysis,காரியோலிசிஸ்
ਕੈਰੀਓਨ,காரியோன்
ਕੈਰੀਓਟਾਈਪ,காரியோடைப்
ਕੈੱਲਪ (ਐਲਗੀ),கெல்ப் (ஆல்கா)
ਕੈਲਵਿਨ ਚੱਕਰ,கெல்வின் சுழற்சி
ਕੇਟਿਨ,கெராடின்
ਕਰਨਲ,கர்னல்
ਖਹਿਰਾ ਦੀ ਬਿਮਾਰੀ,கைரா நோய்
ਸਾਉਣੀ,கரிப்
ਮਜ਼ਾਕ ਕਰਨਾ,விளையாடினேன்
ਕਿਨੇਟੋਕੋਰ,கினெடோகோர்
ਕਿਚਨ ਗਾਰਡਨ,சமையலறை தோட்டம்
ਕਲੀਨਫਿਲਟਰ ਸਿੰਡਰੋਮ,க்ளீன்ஃபில்டர் நோய்க்குறி
ਕੇਲੇਨੋ ਦਾ ਟੁਕੜਾ,க்ளெனோ துண்டு
ਬੰਦ,முடிச்சு
ਕੋਚ ਦਾ ਅਹੁਦਾ,கோச்சின் போஸ்டுலேட்
ਕੋਪੇਨ ਦਾ ਵਰਗੀਕਰਣ (ਜਲਵਾਯੂ),கோபனின் வகைப்பாடு (காலநிலை)
ਕਰਬਸ ਚੱਕਰ,கிரெப்ஸ் சுழற்சி
ਕੁਰਟੋਸਿਸ,கர்டோசிஸ்
ਕੇਵੀਕੇ (ਕ੍ਰਿਸ਼ੀ ਵਿਗਯਾਨ ਕੇਂਦਰ),கே.வி.கே (கிருஷி விஜியன் கேந்திரா)
ਕੜਮ,கதம்
ਕਲੇ,காலே
ਗਾਂ ਘਾਹ,கன்ஸ் புல்
ਕਾਰੌਂਦਾ,கரோண்டா
"ਗੁਰਦੇ ਬੀਨ, ਰਾਜਮਾਹ","சிறுநீரக பீன், ராஜ்மா"
ਕੀਵੀਫਰੀਨ,கிவிஃப்ரியட்
ਨੋਲ ਗਾਲ,KNOL கோல்
ਕੋਡੋਮਪੁਲੀ,கோடம்புலி
ਕੋਡੋ ਬਾਜਲੇਟ,கோடோ தினை
ਕੋਕੈਮ ਬਟਰ ਲੁੱਕ (ਮੰਗੋਸੀ),கோகம் வெண்ணெய் மரம் (மங்கோஸ்டீன்)
ਖਾਪਰਾ ਬੀਟਲ,கப்ரா வண்டு
L.d.50 (ਮਾਰੂ ਖੁਰਾਕ 50),L.D.50 (மரணம் டோஸ் 50)
ਲੈਬ ਲੈਂਡ,தரையிறக்க ஆய்வகம்
ਲੇਬਲ,லேபிள்
ਕਿਰਤ,தொழிலாளர்
ਲੈਕ ਓਪਰਨ ਮਾਡਲ,லாக் ஓபரான் மாதிரி
ਦੁੱਧ ਚੁੰਘਾਉਣ,பாலூட்டுதல்
ਲੈਕਟੂਨਿਕ ਹਾਰਮੋਨ (ਪ੍ਰੋਲਾਟਿਨਿਨ),லாக்டோஜெனிக் ஹார்மோன் (புரோலாக்டின்)
ਲੈਕਟੋਜ਼,லாக்டோஸ்
ਪਛੜਣ ਵਾਲਾ ਸਟ੍ਰੈਂਡ,பின்தங்கிய இழை
ਲਾਂਬਡਾ ਕਲੋਨਿੰਗ ਵੈਕਟਰ,லாம்ப்டா குளோனிங் திசையன்
ਲਿੰਮੀ ਹਵਾ ਦਾ ਪ੍ਰਵਾਹ,லேமினார் காற்று ஓட்டம்
ਲੈਂਪ ਬੁਰਸ਼ ਕ੍ਰੋਮੋਸੋਮ,விளக்கு தூரிகை குரோமோசோம்
ਜ਼ਮੀਨ,நில
ਲੈਂਡ ਸਮਰੱਥਾ ਵਰਗੀਕਰਣ,நில திறன் வகைப்பாடு
ਜ਼ਮੀਨੀ ਸਮਰੱਥਾ ਦਾ ਨਕਸ਼ਾ,நில திறன் வரைபடம்
ਭੂਮੀ ਦੇ ਨਿਘਾਰ,நில சீரழிவு
ਜ਼ਮੀਨ ਦੇ ਬਰਾਬਰ ਅਨੁਪਾਤ,நில சமமான விகிதம்
ਲੈਂਡ ਲੈਵਲਿੰਗ,நில சமநிலை
ਲੈਂਡ ਰੀਲੇਜੇਸ਼ਨ,நில மீட்பு
ਲੈਂਡਸਕੇਪਿੰਗ,இயற்கையை ரசித்தல்
ਜ਼ਮੀਨ ਅਨੁਕੂਲਤਾ,நில பொருந்தக்கூடிய தன்மை
ਜ਼ਮੀਨ ਦੀ ਵਰਤੋਂ ਪੈਟਰਨ,நில பயன்பாட்டு முறை
ਲੰਗਰਹੈਨਜ਼ ਸੈੱਲ,லாங்கர்ஹான்ஸ் செல்கள்
ਲੈਪ ਰੇਟ,குறைவு வீதம்
ਲਾਰਵਾ,லார்வா
ਲੇਟੈਂਸੀ,தாமதம்
ਲੇਟ,உள்ளுறை
ਅਵੈਂਟ ਇਨਫੈਕਸ਼ਨ,மறைந்திருக்கும் தொற்று
ਪਾਸੇ,பக்கவாட்டு
ਬਾਅਦ ਵਿਚ ਮਿੱਟੀ,லேட்டரைட் மண்
ਲੈਟੇਕਸ,லேடெக்ஸ்
ਲਾਠੀਵਾਦ,லாடிரிசம்
ਲਾਤੀਨੀ ਵਰਗ ਡਿਜ਼ਾਈਨ (LSD),லத்தீன் சதுர வடிவமைப்பு (எல்.எஸ்.டி)
ਜਾਲੀ,நட்டு
ਅਭੇਦ ਲਾਭ ਦਾ ਕਾਨੂੰਨ,முக்கிய நன்மை சட்டம்
ਨਿਰੰਤਰ ਵਾਪਸੀ ਦਾ ਕਾਨੂੰਨ,நிலையான வருமானத்தின் சட்டம்
ਘਟਦੀ ਵਾਪਸੀ ਦਾ ਕਾਨੂੰਨ,வருவாயைக் குறைக்கும் சட்டம்
ਵਧਦੀ ਰਿਟੇਨਜ਼ ਦਾ ਕਾਨੂੰਨ,மீண்டும் அதிகரிக்கும் சட்டம்
ਸੀਮਤ ਕਾਰਕਾਂ ਦਾ ਕਾਨੂੰਨ,கட்டுப்படுத்தும் காரணிகளின் சட்டம்
ਘੱਟੋ ਘੱਟ ਦਾ ਕਾਨੂੰਨ,குறைந்தபட்ச சட்டம்
ਬਦਲ ਦਾ ਕਾਨੂੰਨ,மாற்று சட்டம்
ਵੇਰੀਏਬਲ ਅਨੁਪਾਤ ਦਾ ਕਾਨੂੰਨ,மாறி விகிதாச்சாரத்தின் சட்டம்
ਪਰਤ,அடுக்கு
ਖਾਕਾ,தளவமைப்பு
ਲੀਚੇਟ,லீகேட்
ਕੁਸ਼ਲਤਾ ਭਾਸ਼ਣ ਦੇਣ,கசிவு திறன்
ਲੈਣ ਤੋਂ ਲੈ ਕੇ,வெளியேறும் தேவை
ਪ੍ਰਮੁੱਖ ਸਟ੍ਰੈਂਡ,முன்னணி ஸ்ட்ராண்ட்
ਪੱਤਾ ਖੇਤਰ ਦੀ ਮਿਆਦ,இலை பரப்பளவு காலம்
ਪੱਤਾ ਖੇਤਰ ਸੂਚਕ,இலை பகுதி அட்டவணை
ਪੱਤਾ ਖੇਤਰ ਅਨੁਪਾਤ,இலை பரப்பளவு விகிதம்
ਪੱਤਾ ਮਾਈਨਰ,இலை சுரங்கத் தொழிலாளர்
ਪੱਤਾ ਟੈਸਟਿੰਗ,இலை சோதனை
ਪੱਤਾ,இலை
ਪਰਚਾ,துண்டுப்பிரசுரம்
ਲੀਜ਼,குத்தகை
ਫਲ਼ੀ,பருப்பு
ਲੀਸਾ - (ਘੱਟ energy ਰਜਾ ਇਨਪੁਟ ਟਿਕਾ. ਖੇਤੀਬਾੜੀ),LEISA - (குறைந்த ஆற்றல் உள்ளீடு நிலையான விவசாயம்)
ਲੈਂਟਿਕਲ,Lenticel
ਲੈਂਟੋ ਕੇਸ਼ਿਕਾ ਬਿੰਦੂ,லென்டோ கேபிலரி புள்ளி
Letoxtonema,லெப்டோனெமா
Lextospirosis,லெப்டோஸ்பிரோசிஸ்
ਲੀਰੋ-ਮੌਰਫਿਕ,லீரோ-மோர்பிக்
ਜਖਮ,புண்
ਜਾਨਲੇਵਾ,மரணம் பிறழ்வு
ਲੁੱਕੋਪਲਾਸਟ,லுகோபிளாஸ்ட்
ਪੱਧਰ ਦੇ ਛੱਤ,நிலை மொட்டை மாடி
ਲੇਵਲਰ (ਲੇਵੀਲਰ),சமநிலையாளர் (லெவியர்)
ਪੱਧਰ (ਜ਼ਮੀਨ ਦਾ),சமன் செய்தல் (நிலத்தின்)
ਲੇਅ ਖੇਤੀ,லே விவசாயம்
ਘੱਟੋ ਘੱਟ ਦਾ ਝੂਠ,லிபிக்கின் குறைந்தபட்ச சட்டம்
ਭੰਡਾਰਨ,லிகேஷன்
ਲਾਈਟ ਮੁਆਵਜ਼ਾ ਬਿੰਦੂ,ஒளி இழப்பீட்டு புள்ளி
ਹਲਕੀ ਸੰਤ੍ਰਿਪਤਾ ਤੀਬਰਤਾ,ஒளி செறிவு தீவிரம்
ਹਲਕਾ ਸੰਚਾਰ ਅਨੁਪਾਤ,ஒளி பரிமாற்ற விகிதம்
ਹਲਕਾ ਜਾਲ,ஒளி பொறி
ਸੀਮਿਤ,லிமிங்
ਸੀਮਾ,வரம்பு
ਸੀਮਤ ਕਾਰਕ,கட்டுப்படுத்தும் காரணி
ਲਿਮੋਨਾਈਟ,லிமோனைட்
ਲਾਈਨ,வரி
ਲੀਨੀਅਰ ਜਵਾਬ,நேரியல் பதில்
ਲਿੰਕਜ,இணைப்பு
ਲਿੰਕੇਜ ਸਮੂਹ,இணைப்புக் குழு
ਲਿੰਕ,இணைப்பான்
ਲਿੰਟ ਇੰਡੈਕਸ,லின்ட் இன்டெக்ஸ்
ਲਾਈਨਟਰਸ,லின்டர்ஸ்
ਲਿਪਿਡ,கொழுமியம்
ਲਿਪੋਲੀਸਿਸ,லிபோலிசிஸ்
ਤਰਲ,கலைப்பு
ਲਿਸਟਰ,லிஸ்டர்
ਲਿਸਟਰ,லிஸ்டர்
ਸੂਚੀ,பட்டியல்
Lithospere,லித்தோஸ்பியர்
ਕੂੜਾ,குப்பை
ਲਾਈਵ ਮਲਚ,நேரடி தழைக்கூளம்
ਜਿਗਰਵੋਰਟ,லிவர்வார்ட்
ਪਸ਼ੂ,கால்நடைகள்
ਸਥਾਨਕ ਨਿਯੰਤਰਣ,உள்ளூர் கட்டுப்பாடு
ਟਿਕਾਣੇ,இடம்
ਟਿੱਡੀ,வெட்டுக்கிளி
ਠਹਿਰਣਾ (ਫਸਲ ਰਿਹਾਇਸ਼),தங்குமிடம் (பயிர் உறைவிடம்)
ਲੋਡਿਕੂਲ,லோடிகுல்
ਲਾਹਨਤ,Lodess
ਲਾਡਰਥਿਮਿਕ ਤਬਦੀਲੀ,மடக்கை மாற்றம்
ਲੰਮੇ ਦਿਨ ਦਾ ਪੌਦਾ,நீண்ட - நாள் ஆலை
ਲੰਬੇ ਵੇਵ ਰੇਡੀਏਸ਼ਨ,நீண்ட அலை கதிர்வீச்சு
ਲੂਪ,லூப்
Lopping,லோப்பிங்
ਲੰਬਰ,மரம் வெட்டுதல்
ਲੱਕਸ,லக்ஸ்
ਲਗਜ਼ਰੀ ਸੇਵਨ (ਪੌਸ਼ਟਿਕ),ஆடம்பர நுகர்வு (ஊட்டச்சத்து)
ਲਗਜ਼ਰੀ ਜੀਨ,சொகுசு மரபணுக்கள்
ਲਾਇਕੋਪਿਨ,லைகோபீன்
ਲਿੰਫ,நிணநீர்
ਲਸੀਮੀਟਰ,லைசிமீட்டர்
ਸੈੱਲ ਦਾ lysis,கலத்தின் லிசிஸ்
ਲਿੰਗੀ,லைசோஜெனி
ਲਾਇਸੋਸੋਮ,லைசோசோம்
ਪਤਸਿਮੇਮ,லைசோசைம்
Lac ਰੁੱਖ,லாக் மரம்
Lac,லாக்
"Lady ਰਤ ਦੀ ਉਂਗਲ, ਭਿੰਡੀ","லேடிஸ் விரல், ஓக்ரா"
ਲੈਂਡ ਕੈਲੀਪਰੋਪਸ,லேண்ட் கால்ட்ரோப்ஸ்
ਲੌਨਟਾਨਾ,லந்தானா
ਲਾਥੀਰਸ,லாதிரஸ்
ਲੀਕ,லீக்
ਨਿੰਬੂ ਘਾਹ,எலுமிச்சை புல்
ਨਿੰਬੂ,எலுமிச்சை
ਦਾਲ,பயறு
ਲੇਕਿ ur ਨਸ,லெக்வோர்ஸ்
ਸਲਾਦ,கீரை
ਲਿਲੀ,லில்லி
ਚੂਨਾ,சுண்ணாம்பு
ਅਲਸੀ,ஆளி விதை
ਲੀਚੀ,லிச்சி
ਬਹੁਤ ਘੱਟ ਬਾਜਰੇ,சிறிய தினை
ਲੌਂਗ ਤਰਬੂਜ,நீண்ட முலாம்பழம்
ਲੰਬੀ ਮਿਰਚ,நீண்ட மிளகு
ਭੌਤਿਕ,லோகாட்
ਕਮਲ,தாமரை
Lurcesne,லுர்சர்ன்
Lac ਕੀੜੇ,லாக் பூச்சி
ਲੇਡੀ ਬਰਡ ਬੀਟਲ,லேடி பேர்ட் வண்டு
ਪੱਤਾ ਮਾਈਨਰ,இலை சுரங்கத் தொழிலாளர்
ਪੱਤਾ ਰੋਲਰ,இலை ரோலர்
ਪੱਤਾ ਵੈਬਬਰ,இலை வெபர்
ਟਿੱਡੀ,வெட்டுக்கிளி
ਮੈਕਰੋ ਈਵੇਲੂਸ਼ਨ,மைக்ரோ பரிணாமம்
ਮੈਕ੍ਰੋਲਮੇਟ,மேக்ரோக்ளைமேட்
ਮੈਕਰੋਮੋਲਕੋਲ,மேக்ரோமிகுலூல்
ਮੈਕਰੋਟੇਸ਼ਨ,மேக்ரோனேஷன்
ਮੈਕਸੋਰਨਯੂਟੀਂਟ,மேக்ரோனூட்ரியண்ட்
ਮੈਕਰੌਪੋਰਸ,மேக்ரோபோர்கள்
ਮੈਗਗੋਟ,மாகோட்
ਮੈਗਮਾ,மாக்மா
ਮੈਗਨੇਸ਼ੀਆ,மெக்னீசியா
ਮੈਗਨੀਸ਼ੀਅਮ,வெளிமம்
ਚੁੰਬਕੀ ਸਟ੍ਰਾਇਰ,காந்த அசை
ਵਿਸ਼ਾਲਤਾ,அளவு
ਮੂਹਾ ਕੇਕ,மஹுவா கேக்
ਰੱਖਿਅਕ ਲਾਈਨ,பராமரிப்பாளர் வரி
ਰੱਖ ਰਖਾਵ,பராமரிப்பு
ਮੱਕੀ ਸ਼ਰਨ,மக்காச்சோளம் ஷெல்லர்
ਮਰਦ ਨਿਰਜੀਵ,ஆண் மலட்டு
ਖਰਾਬ,செயலிழப்பு
ਖਰਾਬ,வீரியம்
ਕੁਪੋਸ਼ਣ,ஊட்டச்சத்து குறைபாடு
ਗਲਤ,முறைகேடு
ਖਰਾਬ,மால்டிங்
ਖੁਰਲੀ,மேலாளர்
ਮੈਂਗ੍ਰੋਵ,சதுப்புநிலங்கள்
ਮੈਨੋਮੀਟਰ,மனோமீட்டர்
ਮੈਨੋਮੀਟਰ,மனோமீட்டர்
Mantissa (loarithm),மன்டிசா (மடக்கை)
ਖਾਦ,உரம்
ਖਾਦ,உரமாக்குதல்
ਹਾਸ਼ੀਏ,ஓரளவு
ਹਾਸ਼ੀਏ ਦੀ ਲਾਗਤ,விளிம்பு செலவு
ਹਾਸ਼ੀਏ ਦੀ ਧਰਤੀ,விளிம்பு நிலம்
ਹਾਸ਼ੀਏ ਦਾ ਉਤਪਾਦ,விளிம்பு தயாரிப்பு
ਹਾਸ਼ੀਏ ਦੀ ਵਾਪਸੀ,விளிம்பு வருவாய்
ਸਮੁੰਦਰੀ,மரைன்
ਮਾਰਕਰ (ਜੈਨੇਟਿਕ),குறிப்பாக்கி (மரபணு)
ਮਾਰਕੀਟ,சந்தை
ਮਾਰਕਿਟੇਬਲ,சந்தைப்படுத்தக்கூடியது
ਮਾਰਕੇਟੇਬਲ ਸਰਪਲੱਸ,சந்தைப்படுத்தக்கூடிய உபரி
ਮਾਰਕੀਟ ਸਰਪਲੱਸ,சந்தைப்படுத்தப்பட்ட உபரி
ਮਾਰਕੀਟਿੰਗ,சந்தைப்படுத்தல்
ਮਾਰਸ਼,சதுப்பு நிலம்
ਪੁੰਜ ਵਹਾਅ,வெகுஜன ஓட்டம்
ਪੁੰਜ ਚੋਣ,வெகுஜன தேர்வு
ਪੁੰਜ-ਸਪੈਕਟ੍ਰੋਮੀਟਰ,வெகுஜன-ஸ்பெக்ட்ரோமீட்டர்
ਮਸਤ,மாஸ்ட்
ਜਣੇਪੇ ਵਿਰਾਸਤ,தாய்வழி பரம்பரை
ਮੇਲ,இனச்சேர்க்கை
ਮੈਟ੍ਰਿਕ ਸਮਰੱਥਾ,மெட்ரிக் ஆற்றல்
ਪੱਕਣ,முதிர்வு
ਪਰਿਪੱਕਤਾ (ਫਸਲ),முதிர்ச்சி (பயிர்)
ਵੱਧ ਤੋਂ ਵੱਧ ਉਪਲਬਧ ਪਾਣੀ,கிடைக்கும் அதிகபட்ச நீர்
ਵੱਧ ਤੋਂ ਵੱਧ ਫਸਲਿੰਗ,அதிகபட்ச பயிர்
ਵੱਧ ਤੋਂ ਵੱਧ ਬਚੀ ਸੀਮਾ,அதிகபட்ச எச்ச வரம்பு
ਵੱਧ ਤੋਂ ਵੱਧ ਟਿਕਾ able ਉਪਜ,அதிகபட்ச நிலையான மகசூல்
ਵੱਧ ਤੋਂ ਵੱਧ ਥਰਮਾਮੀਟਰ,அதிகபட்ச வெப்பமானி
ਵੱਧ ਤੋਂ ਵੱਧ ਪਾਣੀ ਵਾਲੀ ਸਮਰੱਥਾ,அதிகபட்ச நீர் வைத்திருக்கும் திறன்
ਮੈਦਾਨ ਬਗੀਚੇ,புல்வெளி பழத்தோட்டம்
Maly,மீலி
ਮਤਲਬ ਭਟਕਣਾ,சராசரி விலகல்
ਭਾਵ ਜ਼ਿੰਦਗੀ (ਪ੍ਰਮਾਣੂ),சராசரி வாழ்க்கை (அணு)
ਮਤਲਬ ਸਮੁੰਦਰ ਦਾ ਪੱਧਰ,சராசரி கடல் மட்டம்
ਮਤਲਬ ਵਰਗ,சராசரி சதுரம்
ਮਾਪ,அளவீடு
ਮਾਪ,அளவீட்டு
ਮਕੈਨੀਕਲ,இயந்திர
ਮਕੈਨੀਕਲ ਵਿਸ਼ਲੇਸ਼ਣ (ਮਿੱਟੀ),இயந்திர பகுப்பாய்வு (மண்)
ਮਕੈਨੀਕਲ ਰੁਕਾਵਟ,இயந்திர தடுப்பு
ਮਕੈਨੀਜ਼ਡ ਖੇਤੀ,இயந்திரமயமாக்கப்பட்ட விவசாயம்
ਮੀਡੀਅਨ,சராசரி
ਚਿਕਿਤਸਕ ਪੌਦਾ,மருத்துவ ஆலை
ਮੈਡੀਟੇਰੀਅਨ ਜਲਵਾਯੂ,மத்திய தரைக்கடல் காலநிலை
ਮੇਗੈਗਾਮੋਨੇਜਨੇਸਿਸ,மெகாகமெடோஜெனெஸிஸ்
ਮੇਗਾਸਪੋਰੰਗੀਆ,மெகாஸ்போரங்கியா
ਮੈਗਾਸਪੋਰ (ਮੈਕਰੋਪੋਰ),மெகாஸ்போர் (மேக்ரோஸ்போர்)
Meagasporogenisis,மெகாஸ்போரோஜெனெஸிஸ்
Meiosis,ஒடுக்கற்பிரிவு
ਮਿੱਟੀ,மூத்த மண்
ਡੀ ਐਨ ਏ ਪਿਘਲਣਾ,டி.என்.ஏ உருகுதல்
ਝਿੱਲੀ ਫਿਲਟਰ,சவ்வு வடிகட்டி
ਮੈਂਡੇਲਿਅਨ ਵਿਰਾਸਤ,மெண்டிலியன் பரம்பரை
ਗੰਦਗੀ,மெண்டலிசம்
ਮੈਨੈਂਡਲ ਦੀ ਵਿਰਾਸਤ ਦਾ ਕਾਨੂੰਨ,மெண்டலின் பரம்பரை விதி
ਵਪਾਰੀ,பொருட்கள்
ਪਾਰਾ,புதன்
ਬੇਰਹਿਮ,மெரிஸ்டெம்
ਮੇਸੋਲਮੇਟ,மீசோக்ளைமேட்
Mesoderm,மீசோடர்ர்
ਮੇਸੋਫਿਲ,மெசோபில்
ਮੇਸੋਫਾਈਟ,மெசோஃபைட்
ਮੇਸੋ-ਪਿਓਜ਼,மெசோ-போர்ஸ்
Mesospere,மீசோஸ்பியர்
ਮੈਸੇਂਜਰ ਆਰ ਐਨ ਏ (ਐਮ-ਆਰ ਐਨ ਏ),மெசஞ்சர் ஆர்.என்.ஏ (எம்-ஆர்.என்.ஏ)
Metabolism,வளர்சிதை மாற்றம்
Metabolites,வளர்சிதை மாற்றங்கள்
ਧਾਤ ਦਾ ਡੈਮ,உலோக அணை
ਮੈਟਾਮੋਰਫਿਕ ਚੱਟਾਨਾਂ,உருமாற்ற பாறைகள்
ਮੈਟਮੋਰਫੋਸਿਸ,உருமாற்றம்
ਮਛੂਤ,மெட்டாஃபேஸ்
ਮੈਟਸਟ੍ਰਸਸ,மெட்டாஸ்ட்ரஸ்
ਪਾਚਕ,மெட்டாக்சீனியா
ਮੀਟਰ ਵਿਗਿਆਨ,வானிலை ஆய்வு
ਮੈਥੇਮੋਗਲੋਬਿਨੇਮੀਆ,மெத்தமோகுளோபினீமியா
Method ੰਗ ਪ੍ਰਦਰਸ਼ਨ,முறை ஆர்ப்பாட்டம்
ਮੀਕਾ,மைக்கா
ਮਾਈਕਰੋ ਬੇਸਿਨ,மைக்ரோ பேசின்
ਮਾਈਕਰੋ ਫੂਨਾ,மைக்ரோ விலங்கினங்கள்
ਮਾਈਕਰੋਬ,நுண்ணுயிர்
ਮਾਈਕਰੋਬਾਇਲ ਬਾਇਓਮਾਸ ਕਾਰਬਨ,நுண்ணுயிர் பயோமாஸ் கார்பன்
ਮਾਈਕਰੋਬਾਇਲ ਡੀਗ੍ਰੇਡੇਸ਼ਨ,நுண்ணுயிர் சீரழிவு
ਮਾਈਕਰੋਬਾਇਲ ਕੀਟਨਾਸ਼ਕ,நுண்ணுயிர் பூச்சிக்கொல்லி
ਮਾਈਕਰੋਬਾਇਓਲੋਜੀ,நுண்ணுயிரியல்
ਮਾਈਕਰੋਬਾਇਟਿਕ,மைக்ரோபயாடிக்
ਮਾਈਕਰੋਕਲੀਮੇਟ,மைக்ரோக்ளைமேட்
ਮਾਈਕ੍ਰੋਜ਼ਵਾਇਸ਼ਨ,நுண்ணிய சூழல்
ਮਾਈਕ੍ਰੋਫਲੋਰਾ,மைக்ரோஃப்ளோரா
ਮਾਈਕਰੋਗਾਮੇਟੋਜੀਨੇਸਿਸ,மைக்ரோகாமெட்டோஜெனெஸிஸ்
ਮਾਈਕ੍ਰਿਤੀ,நுண்ணிய நீரிழிவு
ਮਾਈਕ੍ਰੋਮੇਟੋਰੋਲੋਜੀ,மைக்ரோமீட்டரியாலஜி
ਮਾਈਕਰੋਨਟੀਐਂਟ,நுண்ணூட்டச்சத்து
ਮਾਈਕ੍ਰੋਪੋਲਟ,மைக்ரோ பிளாட்
ਮਾਈਕ੍ਰੋਫੋਰ,மைக்ரோபோர்
ਮਾਈਕ੍ਰੋਪਾਈਲ,மைக்ரோபைல்
ਮਾਈਕਰੋਸਕੋਪੀ,நுண்ணோக்கி
ਮਾਈਕਰੋਸਪੋਰੋਰੀਅਮ,மைக்ரோஸ்போரங்கியம்
ਮਾਈਕਰੋਸਪੋਰ ਸਭਿਆਚਾਰ,மைக்ரோஸ்போர் கலாச்சாரம்
