Telugu,Kannada
అడపాదడపా,ಪ್ರತಿಶಮನದ
అడపాదడపా కరెంట్,ಮಧ್ಯಂತರ ಪ್ರವಾಹ
ఇంటర్‌మోడ్యులేషన్,ಅಂತರಗಣನೆ
ఇంటర్మోడ్యులేషన్ వక్రీకరణ,ಇಂಟರ್ಮೋಡ್ಯುಲೇಷನ್ ಅಸ್ಪಷ್ಟತೆ
ఇంటర్‌మోడ్యులేషన్ ఉద్గారం,ಇಂಟಿಡ್ಯುಲೇಶನ್ ಹೊರಸೂಸುವಿಕೆ
ఇంటర్‌మోడ్యులేషన్ పరీక్ష,ಇಂಟರಲ್ಫುಲೇಷನ್ ಪರೀಕ್ಷೆ
అంతర్జాలం,ಅಂತರ್ಜಾಲ
ఇంటర్నెట్ ప్రసారం,ಇಂಟರ್ನೆಟ್ ಪ್ರಸಾರ
ఇంటర్నెట్ చాటింగ్,ಇಂಟರ್ನೆಟ್ ಚಾಟಿಂಗ್
ఇంటర్నెట్ ప్రోటోకాల్ స్టాక్,ಇಂಟರ್ನೆಟ್ ಪ್ರೋಟೋಕಾಲ್ ಸ್ಟ್ಯಾಕ್
ఇంటర్నెట్ రేడియో,ಅಂತರ್ಜಾಲ ರೇಡಿಯೋ
ఇంటర్నెట్ స్ట్రీమింగ్,ಅಂತರ್ಜಾಲ ಸ್ಟ್ರೀಮಿಂಗ್
ఇంటర్నెట్ వీడియో,ಇಂಟರ್ನೆಟ್ ವೀಡಿಯೊ
ఇంటర్‌పెరాబిలిటీ,ಪರಸ್ಪರ ಕಾರ್ಯಸಾಧ್ಯತೆ
ఇంటర్‌పోలేషన్,ರಾಕ್ಷಸ
వ్యాఖ్యాత,ವ್ಯಾಖ್ಯಾನಕಾರ
అంతరాయం,ಅಡಚಣೆ
అంతరాయం,ಅಡಚಣೆ
అంతరాయం,ಅಡಚಣೆದಾರ
విరామం,ಮಧ್ಯಂತರ
ఇంట్రాకోడింగ్,ಬಿಲ್ಲೆ
ఇంట్రాఫ్రేమ్,ಒಳಭಾಗ
ఇంట్రానెట్,ಅಂತಃಪ್ರವಾಹ
ఇంట్రాపికర్,ಅಂತಃಪ್ರವೇಶ
ఇంట్రావేబ్,ಇಂಟ್ರಾವೆಬ್
అంతర్గత సెమీకండక్టర్,ಆಂತರಿಕ ಅರೆವಾಹಕ
విలోమ కరెంట్,ವಿಲೋಮ ಪ್ರವಾಹ
విలోమ ప్రాదేశిక ఆపరేట్,ವಿಲೋಮ ಪ್ರಾದೇಶಿಕ ಕಾರ್ಯಾಚರಣೆ
విలోమ,ತಲೆಕೆಳಗಾದ
విలోమ ఎల్ యాంటెన్నా,ತಲೆಕೆಳಗಾದ ಎಲ್ ಆಂಟೆನಾ
విలోమ V యాంటెన్నా,ತಲೆಕೆಳಗಾದ ವಿ ಆಂಟೆನಾ
ఇన్వర్టర్,ವಶಪಡಿಸಿಕೊಳ್ಳುವವನು
సక్రమంగా,ಅಕ್ರಮವಾದ
అసంబద్ధమైన మూలకం,ಅಪ್ರಸ್ತುತ
ఐసోలేషన్ నెట్‌వర్క్,ಪ್ರತ್ಯೇಕ ಜಾಲ
ఐసోలేటర్,ಪ್ರತ್ಯೇಕಿಸುವವನು
జామర్,ದಮ್ಮಗ
జామింగ్,ಕಟುಕ
పరిభాష ఫైల్,ದರ್ಜಿ ಫೈಲ್
జావా స్క్రిప్ట్,ಜಾವಾ ಸ್ಕ್ರಿಪ್ಟ್
జింగిల్,ಕನ್ನಡಿಯ
జిట్టర్,ಗಲಿಬಿಲಿ
జాయినర్,ಸೇರುವವನು
ఉమ్మడి,ಜಂಟಿ
జాయింటెడ్,ಕಲುಷಿತ
జంపర్,ಜಿಗಿತಗಾರ
జంక్,ಮಂಜುಗಡ್ಡ
చెత్త మెయిల్,ಅನಗತ್ಯ ಪತ್ರ
కెర్నల్,ಪಟಲ
కీ,ಕೀಲಿ
కీబోర్డ్,ಕೀಲಿ ಹಲಗೆ
KEEER,ಮನವಿ
కీనోట్,ಕಶೇಟು
కిలోసైకిల్,ಕಿಲೋಸೈಕಲ್
కిలోవోల్ట్,ಕಿಲೋವೋಲ್ಟ್
కిలోవాట్,ಕಿಲೋವ್ಯಾಟ್
కైనమాటిక్స్,ಚಲನಶಾಸ್ತ್ರ
మోకాలి పాయింట్ వోల్టేజ్,ಮೊಣಕಾಲಿನ ವೋಲ್ಟೇಜ್
నాబ్,ಗುಬ್ಬಿ
జ్ఞాన స్థావరం,ಜ್ಞಾನದ ತಳಹದಿ
జ్ఞాన ప్రాతినిధ్యం,ಜ್ಞಾನ ನಿರೂಪಣೆ
L నెట్‌వర్క్,ಎಲ್ ನೆಟ್‌ವರ್ಕ್
L సెక్షన్ ఫిల్టర్,L ವಿಭಾಗ ಫಿಲ್ಟರ್
లాగ్ మరియు సీసం,ಮಂದಗತಿ ಮತ್ತು ಸೀಸ
లాగింగ్ కరెంట్,ಹಿಂದುಳಿದ ಪ್ರವಾಹ
లాగింగ్ పవర్ ఫ్యాక్టర్,ಮಂದಗತಿಯ ವಿದ್ಯುತ್ ಅಂಶ
లామినేటెడ్,ಹಾಳಾದ
దీపం,ದೀಪ
ల్యాప్‌టాప్,ಅಬ್ಬರ
లేజర్ ఫ్రీక్వెన్సీ,ಲೇಸರ್ ಆವರ್ತನ
గుప్త లోపం,ಸುಪ್ತ ದೋಷ
గుప్త వేడి,ಸುಪ್ತ ಶಾಖ
అక్షాంశం,ಅಕ್ಷಾಂಶ
పొర,ಹರಿ
లేఅవుట్,ಲೆಔಟ್
లేఅవుట్ ప్రణాళిక,ವಿನ್ಯಾಸ
సీసం,ಮುನ್ನಡೆಸಿಸು
ప్రముఖ దశ,ಪ್ರಮುಖ ಹಂತ
లీక్ ప్రూఫ్,ಸೋರಿಕೆ ಪುರಾವೆ
లీకేజ్,ಸೋರಿಕೆ
లీజుకు ఇచ్చిన సర్క్యూట్,ಗುತ್ತಿಗೆ ಸರ್ಕ್ಯೂಟ್
లెన్స్,ಮಸೂರ
స్థాయి సూచిక,ಸಮಗ್ರ ಸೂಚಕ
కాంతి నియంత్రణ,ಲಘು ನಿಯಂತ್ರಣ
లైట్ పెన్,ತಿಳಿ ಪೆನ್ನು
మెరుపు అరెస్టర్,ಮಿಂಚಿನ ಬಂಧಕ
పరిమితి,ಮಿತಿಗೊಳಿಸು
పరిమితం చేసే యాంప్లిఫైయర్,ಆಂಪ್ಲಿಫೈಯರ್ ಅನ್ನು ಸೀಮಿತಗೊಳಿಸುವುದು
లైన్ నష్టం,ರೇಖೆಯ ನಷ್ಟ
లైన్ శబ్దం,ರೇಖೆಯ ಶಬ್ದ
దృష్టి రేఖను,ದೃಷ್ಟಿ
పంక్తి దశ,ರೇಖೆಯ ಹಂತ
లైన్ ట్రాన్స్మిషన్,ಸಾಲು ಹರಡುವಿಕೆ
పంక్తి అన్‌లోడ్ చేయబడింది,ರೇಖೆಯನ್ನು ಇಳಿಸಲಾಗಿಲ್ಲ
లీనియర్ క్వాంటిజర్,ರೇಖೀಯ ಪರಿಮಾಣ
సరళత,ರೇಖಾತ್ವ
లైన్-కోక్సియల్,ಸಾಲು ಸಹಭಾಗಿ
లైన్-ఈక్వలైజర్,ಸಾಲಿನ
లైన్-ఫ్రీక్వెన్సీ,ಸಾಲು ಆವರ್ತನ
లైన్-ఇంపెడెన్స్,ಸಾಲು-ಉಚ್ಚಾರಣೆ
లైన్-క్వార్టర్ తరంగదైర్ఘ్యం,ಸಾಲು-ತ್ರೈಮಾಸಿಕ ತರಂಗಾಂತರ
లింక్,ಮರ
లింకర్,ಕೊಂಡಿ
లిప్-మైక్రోఫోన్,ತುಟಿಯೊಳಗಿರುವ
ప్రత్యక్ష ప్రసారం,ನೇರ ಪ್ರಸಾರ
లైవ్ సర్క్యూట్,ಲೈವ್ ಸರ್ಕ್ಯೂಟ್
ప్రత్యక్ష కార్యక్రమం,ನೇರ ಕಾರ್ಯಕ್ರಮ
లోడ్,ಹೊರೆ
లోడ్ సామర్థ్యం,ಲೋಡ್ ಸಾಮರ್ಥ್ಯ
లోడ్ మోసే సామర్థ్యం,ಸಾಗಿಸುವ ಸಾಮರ್ಥ್ಯವನ್ನು ಲೋಡ್ ಮಾಡಿ
లోడ్ లక్షణం,ಲೋಡ್ ವಿಶಿಷ್ಟ
లోడ్ ఇంపెడెన్స్,ಪ್ರತಿರೋಧವನ್ನು ಲೋಡ್ ಮಾಡಿ
లోడ్ చేయబడింది,ತುಂಬಿರುವ
లోడర్,ತುಂಬುವವನು
లోడ్,ಲೋಡ್ ಮಾಡುವುದು
కాయిల్ లోడ్ అవుతోంది,ಸುರುಳಿಯನ್ನು ಲೋಡ್ ಮಾಡಲಾಗುತ್ತಿದೆ
లోడ్-టెస్ట్,ಹೊರೆ ಪರೀಕ್ಷೆ
లోబ్,ಹಾಲೆ
లోబ్ యాంటెన్నా,ಹಾಲೆ ಆಂಟೆನಾ
లోకల్ ఏరియా నెట్వర్క్,ಸ್ಥಳೀಯ ಪ್ರದೇಶ ಜಾಲ
స్థానిక బ్యాటరీ,ಸ್ಥಳೀಯ ಬ್ಯಾಟರಿ
స్థానిక ఓసిలేటర్,ಸ್ಥಳೀಯ ಆಂದೋಲನಕಾರ
లాగ్,ಬ ೦ ದಿಸು
లాగ్ బుక్,ಲಾಗ್ ಪುಸ್ತಕ
లాగిన్ (లాగిన్ అవ్వండి),ಲಾಗ್ ಇನ್ ಮಾಡಿ (ಲಾಗ್ ಆನ್ ಮಾಡಿ)
లాగ్ ఆఫ్ (లాగ్ అవుట్),ಲಾಗ್ ಆಫ್ ಮಾಡಿ (ಲಾಗ್ .ಟ್ ಮಾಡಿ)
లాగ్ షీట్,ಹಾಳೆ
లోగరిథం,ಲಾಗರಿಥಮ್
లోగరిథమిక్ యాంప్లిఫైయర్,ಲಾಗರಿಥಮಿಕ್ ಆಂಪ್ಲಿಫಯರ್
లోగరిథమిక్ నిష్పత్తి,ಲಾಗರಿಥಮಿಕ್ ಅನುಪಾತ
లోగరిథమిక్ ప్రతిస్పందన,ಲಾಗರಿಥಮಿಕ್ ಪ್ರತಿಕ್ರಿಯೆ
లోగరిథమిక్ స్కేల్,ಲಾಗರಿಥಮಿಕ್ ಪ್ರಮಾಣ
లాగింగ్,ಕಪ್ಪೆ
లాజిక్,ತರ್ಕ
లాజిక్ గేట్,ತರ್ಕ ದ್ವಾರ
లాజిక్ ఆపరేషన్,ತರ್ಕ ಕಾರ್ಯಾಚರಣೆ
తార్కిక,ತಾರ್ಕಿಕ
తార్కిక ఫ్రేమ్,ತಾರ್ಕಿಕ ಚೌಕಟ್ಟು
లోగో ఇన్సర్టర్,ಲೋಗಾ ಒಳಹರಿ
రేఖాంశం,ರೇಖಾಂಶ
లూప్,ಕುಣಿಕೆ
లూప్ యాంటెన్నా,ಲೂಪ್ ಆಂಟೆನಾ
లూప్ లాభం,ಲೂಪ್ ಲಾಭ
లూప్ పరీక్ష,ಲೂಪ್ ಪರೀಕ್ಷೆ
వదులుగా పరిచయం,ಸಡಿಲ ಸಂಪರ್ಕ
వదులుగా కలపడం,ಸಡಿಲ ಜೋಡಣೆ
లాస్‌లెస్ యాంటెన్నా,ನಷ್ಟವಿಲ್ಲದ ಆಂಟೆನಾ
లాస్‌లెస్ కంప్రెషన్,ನಷ್ಟವಿಲ್ಲದ ಸಂಕೋಚನ
లాస్సీ కంప్రెషన్,ನಷ್ಟದ ಸಂಕೋಚನ
లౌడ్నెస్ (ధ్వని),ಜೋರಾಗಿ (ಧ್ವನಿ)
లౌడ్‌స్పీకర్,ಮೋಡಿಮಾಡುವ
తక్కువ పౌన .పున్యం,ಕಡಿಮೆ ಆವರ್ತನ
తక్కువ స్థాయి భాష,ಕೆಳಮಟ್ಟದ ಭಾಷೆ
తక్కువ నష్టం ఫీడర్,ಕಡಿಮೆ ನಷ್ಟ ಫೀಡರ್
తక్కువ నష్టం సౌకర్యవంతమైన ఏకాక్షక కేబుల్,ಕಡಿಮೆ ನಷ್ಟ ಹೊಂದಿಕೊಳ್ಳುವ ಏಕಾಕ್ಷ ಕೇಬಲ್
తక్కువ శబ్దం రిసీవర్,ಕಡಿಮೆ ಶಬ್ದ ರಿಸೀವರ್
తక్కువ కక్ష్య ఉపగ్రహ,ಕಡಿಮೆ ಕಕ್ಷೆಯ ಉಪಗ್ರಹ
తక్కువ పాస్ ఫిల్టర్,ಕಡಿಮೆ ಪಾಸ್ ಫಿಲ್ಟರ್
తక్కువ ప్రతిచర్య ఎర్తింగ్,ಕಡಿಮೆ ಪ್ರತಿಕ್ರಿಯಾತ್ಮಕ ಅರ್ಥ
తక్కువ నిరోధక మార్గం,ಕಡಿಮೆ ಪ್ರತಿರೋಧ ಮಾರ್ಗ
లగ్,ಹುರಿದುಂಬಿಸು
ప్రకాశం,ಪ್ರಕಾಶ
ముద్ద,ಉಂಡವಾದ
స్థూల బ్లాక్,ಬೃಹತ್ ಬ್ಲಾಕ್
స్థూల నిర్వచనం,ಬೃಹತ್ ವ್ಯಾಖ್ಯಾನ
స్థూల దృష్టి,ಬೃಹತ್ ದೃಷ್ಟಿ
మేజిక్ కన్ను,ಮಾಯಾ ಕಣ್ಣು
అయస్కాంతం,ಕಾಂತ
అయిస్కాంత క్షేత్రం,ಕಾಂತಕ್ಷೇತ್ರ
అయస్కాంత ప్రవాహం,ಕಾಂತೀಯ ಹರಿವೆ
అయస్కాంత ధ్రువం,ಕಾಂತ ಧ್ರುವ
అయస్కాంత తుఫాను,ಕಾಂತೀಯ ಬಿರುಗಾಳಿ
మాగ్నెటిక్ స్విచ్,ಕಾಂತೀಯ ಸ್ವಿಚ್
అయస్కాంత టేప్,ಕಾಂತೀಯ ಟೇಪ್
అయస్కాంతత్వం,ಕಾಂತಶಾಸ್ತ್ರ
మెయిల్ విలీనం,ಮೇಲ್ ವಿಲೀನ
మెయిలింగ్ జాబితా,ಮೇಲಿಂಗ್ ಪಟ್ಟಿ
ప్రధాన క్యారియర్,ಮುಖ್ಯ ವಾಹಕ
నిర్వహించండి,ನಿರ್ವಹಿಸು
నిర్వహణ,ನಿರ್ವಹಣೆ
నిర్వహణ బృందం,ನಿರ್ವಹಣಾ ತಂಡ
మెజారిటీ క్యారియర్,ಬಹುಮತ
కాంటాక్ట్ రిలే చేయండి,ಸಂಪರ್ಕ ರಿಲೇ ಮಾಡಿ
మేక్-అండ్-బ్రేక్ స్విచ్,ಮೇಕ್ ಮತ್ತು ಬ್ರೇಕ್ ಸ್ವಿಚ್
మగ-కనెక్టర్,ಪುರುಷ ಸಮರಸಗಾರ
మనిషి శబ్దం చేశాడు,ಮನುಷ್ಯ ಶಬ್ದ ಮಾಡಿದನು
నిర్వహణ సమాచార వ్యవస్థ (తప్పు),ನಿರ್ವಹಣಾ ಮಾಹಿತಿ ವ್ಯವಸ್ಥೆ (ಎಂಐಎಸ್)
మార్చబడింది,ಕೈಗತ್ತಿದ
మాన్యువల్ నియంత్రణ,ಕೈಪಿಡಿ ನಿಯಂತ್ರಣ
మాన్యువల్ పద్ధతి,ಕೈಪಿಡಿ ವಿಧಾನ
ముందు జాగ్రత్త యొక్క మాన్యువల్,ಸುರಕ್ಷತಾ ಮುನ್ನೆಚ್ಚರಿಕೆ ಕೈಪಿಡಿ
మానవీయంగా పనిచేస్తుంది,ಹಸ್ತಚಾಲಿತವಾಗಿ ಕಾರ್ಯನಿರ್ವಹಿಸುತ್ತದೆ
తయారీదారు,ತಯಾರಕ
ముసుగు,ಮುಖವಾಡ
మాస్కీ,ಮಂಜುಗಡ್ಡೆ
మాస్కర్,ಮಾಸ್ಕರ್
మాస్కింగ్,ಮರೆತುಹೋಗುವುದು
మాస్కింగ్ ప్రవర్తన,ಮರೆಮಾಚುವ ವರ್ತನೆ
ఆడియో యొక్క మాస్కింగ్ ప్రభావం,ಆಡಿಯೊದ ಮರೆಮಾಚುವ ಪರಿಣಾಮ
మాస్కింగ్ థ్రెషోల్డ్,ಮರೆಮಾಚುವ ಮಿತಿ
మాస్కింగ్ టోన్,ಮರೆಮಾಚುವ ಸ್ವರ
మాస్ట్,ಮಾಸ್ಟಿ
మాస్ట్ రేడియేటర్,ಮಾಸ್ಟ್ ರೇಡಿಯೇಟರ್
మాస్టర్ కంట్రోల్,ಮಾಸ್ಟರ್ -ನಿಯಂತ್ರಣ
మాస్టర్ ఓసిల్లట్రార్,ಮಾಸ್ಟರ್ ಆಸಿಲಾರೆಟರ್
మ్యాచ్-ఇంపెడెన్స్,ಪಂದ್ಯ
సరిపోయే నెట్‌వర్క్,ಹೊಂದಾಣಿಕೆಯ ನೆಟ್‌ವರ್ಕ್
మ్యాచింగ్ స్టబ్,ಹೊಂದಾಣಿಕೆಯ ಸ್ಟಬ್
మ్యాచింగ్ ట్రాన్స్ఫార్మర్,ಹೊಂದಾಣಿಕೆಯ ಟ್ರಾನ್ಸ್‌ಫಾರ್ಮರ್
మెటీరియల్-ప్రోక్వర్,ಭೌತಿಕ ಪ್ರಚೋದನೆ
మాతృక,ಕುಶಲತೆ
గరిష్టీకరణ,ಗರಿಷ್ಠೀಕರಣ
గరిష్ట డిమాండ్ సూచిక,ಗರಿಷ್ಠ ಬೇಡಿಕೆ ಸೂಚಕ
గరిష్ట శక్తి సాంద్రత,ಗರಿಷ್ಠ ವಿದ್ಯುತ್ ಸಾಂದ್ರತೆ
గరిష్ట సున్నితత్వం,ಗರಿಷ್ಠ ಸಂವೇದನೆ
గరిష్ట ఉష్ణోగ్రత,ಗರಿಷ್ಠ ಉಷ್ಣ
గరిష్టంగా ఉపయోగపడే ఫ్రీక్వెన్సీ,ಗರಿಷ್ಠ ಬಳಸಬಹುದಾದ ಆವರ್ತನ
గరిష్ట విలువ,ಗರಿಷ್ಠ ಮೌಲ್ಯ
వైఫల్యానికి సగటు సమయం,ವೈಫಲ್ಯದ ಸರಾಸರಿ ಸಮಯ
సగటు విలువ,ಸರಾಸರಿ ಮೌಲ್ಯ
కొలిచిన సిగ్నల్,ಅಳತೆ ಸಂಕೇತ
కొలత,ಅಳತೆ
కొలిచే పరికరం,ಅಳೆಯುವ ಸಾಧನ
కొలిచే పరికరాలు,ಉಪಕರಣಗಳನ್ನು ಅಳೆಯುವುದು
కొలత పరికరం,ಅಳತೆ ಸಾಧನ
క్షేత్ర బలం యొక్క కొలత పరికరం,ಕ್ಷೇತ್ರದ ಶಕ್ತಿಯ ಅಳತೆ ಸಾಧನ
కొలిచే టేప్,ಅಳೆಯುವ ಟೇಪ್
విధానం,ಯಾಂತ್ರಿಕ ವ್ಯವಸ್ಥೆ
మీడియా సర్వర్,ಮಾಧ್ಯಮ ಸರ್ವರ್
మధ్యస్థం,ಮಾಧ್ಯಮ
మధ్యస్థ పౌన frequency పున్యం,ಮಧ್ಯಮ ಆವರ್ತನ
మీడియం ఫ్రీక్వెన్సీ వేవ్,ಮಧ್ಯಮ ಆವರ್ತನ ತರಂಗ
మీడియం వేవ్ (MW),ಮಧ್ಯಮ ತರಂಗ (ಮೆಗಾವ್ಯಾಟ್)
మెగా-ఓహెచ్,ಬಗೆಗಿನ
మెగర్,ಮೊಳಕೆಯೊಲೆ
మెమరీ,ನೆನಪು
మార్గదర్శకత్వం,ಮಾರ್ಗದರ್ಶನ
మెనూ పట్టిక,ಮೆನು ಬಾರ್
మెర్క్యురీ స్విచ్,ಪಾದರಸ
విలీనం,ವಿಲೀನ
సందేశం,ಸಂದೇಶ
మెటాడేటా,ಮಾಪಕ
మెటల్-ఆక్సైడ్ సెమీకండక్టర్ డయోడ్,ಲೋಹದ-ಆಕ್ಸೈಡ್ ಸೆಮಿಕಂಡಕ್ಟರ್ ಡಯೋಡ್
మెటల్-షీట్డ్ కేబుల్,ಲೋಹದ ಕವಚದ ಕೇಬಲ್
మీటర్,ಮೀಟರ
మీటరింగ్ ప్యానెల్,ಒಂದುರಂಗ ಫಲಕ
మైకా,ಮೈಕಾ
మైకా-ఇన్సులేషన్,ಮೈಕಾ ಚಿಲ್ಲರೆ
సూక్ష్మ-,ಸೂಕ್ಷ್ಮ-
మైక్రో కాంపోనెంట్,ಸೂಕ್ಷ್ಮ ಘಟಕ
మైక్రో కంప్యూటర్,ಸೂಕ್ಷ್ಮ ಕಂಪ್ಯೂಟರ್
మైక్రో కంట్రోలర్,ಸೂಕ್ಷ್ಮ ನಿಯಂತ್ರಕ
మైక్రో-ఎలక్ట్రానిక్స్,ಮೈಕ್ರೋ ಎಲೆಕ್ಟ್ರಾನಿಕ್ಸ್
మైక్రోఫోన్,ಮೈಕ್ರೋಫೋನ್
మైక్రోఫోనిక్స్,ಮೈಕ್ರೋಫಿಕಮೋನ
మైక్రోప్రాసెసర్,ಮೈಕ್ರೋ ಕಾಲ್ಪನಿಕ
కీ సూక్ష్మ వోల్ట్,ಮೈಕ್ರೋ-ವೋಲ್ಟ್ (ಎಂವಿ)
మైక్రోవేవ్,ಮೈಕ್ರೋವೇವ್
మైక్రోవేవ్ యాంటెన్నా,ಮೈಕ್ರೋವೇವ್ ಆಂಟೆನಾ
మైక్రోవేవ్ బీమ్,ಮೈಕ್ರೋವೇವ್ ಕಿರಣ
మిడ్-బ్యాండ్,ಮಧ್ಯವರ್ತಿ
వలస,ವಲಸೆ
వలస మార్గం,ವಲಸೆ ಮಾರ್ಗ
సూక్ష్మ,ಕಿರುಚಲ
సూక్ష్మీకరించినది,ಬಹುಸಂಖ್ಯಾತರಾಗಿರುವ
కనిష్ట,ಕನಿಷ್ಠ
కనీస ఉష్ణోగ్రత,ಉಷ್ಣ ತಾಪಮಾನ
కనిష్టంగా ఉపయోగపడే క్షేత్ర బలం,ಕನಿಷ್ಠ ಬಳಸಬಹುದಾದ ಕ್ಷೇತ್ರ ಶಕ್ತಿ
మైనారిటీ క్యారియర్,ಅಲ್ಪಸಂಖ್ಯಾತ ವಾಹಕ
తప్పు,ಬಾಳಿಕೆ
కలపండి,ಮಿಶ್ರಣ
మిశ్రమ బ్లాంకింగ్,ಮಿಶ್ರಿತ ಖಾಲಿ
మిశ్రమ సమకాలీకరణ,ಮಿಶ್ರ ಸಿಂಕ್
మిక్సర్,ಮಿಶ್ರಣ
మిక్సర్ ట్యూబ్,ಮಿಕ್ಸರ್ ಟ್ಯೂಬ್
మిక్సింగ్,ಮಿಶ್ರಣ
మిక్సింగ్ సర్క్యూట్,ಮಿಶ್ರಣ ಸರ್ಕ್ಯೂಟ್
జ్ఞాపకశక్తి,ಜ್ಞಾಪಕ
జ్ఞాపకశక్తి,ಜ್ಞಾಪಕಶಾಸ್ತ್ರ
మొబైల్,ಮೊಬೈರಿ
మొబైల్ మల్టీమీడియా అప్లికేషన్,ಮೊಬೈಲ್ ಮಲ್ಟಿಮೀಡಿಯಾ ಅಪ್ಲಿಕೇಶನ್
మొబైల్ టీవీ,ಮೊಬೈಲ್ ಟಿವಿ
మోడ్,ಕ್ರಮ
వైఫల్య మోడ్,ವೈಫಲ್ಯದ ವಿಧಾನ
ప్రచార మోడ్,ಪ್ರಸರಣದ ವಿಧಾನ
మోడల్,ಮಾದರಿ
మోడెమ్,ತಿಕ್ಕಲು
ఆధునిక FM ట్రాన్స్మిటర్,ಆಧುನಿಕ ಎಫ್‌ಎಂ ಟ್ರಾನ್ಸ್‌ಮಿಟರ್
ఆధునిక పోకడలు,ಆಧುನಿಕ ಪ್ರವೃತ್ತಿಗಳು
కాన్ఫిగరేషన్ మోడ్‌లు,ಸಂರಚನೆಯ ವಿಧಾನಗಳು
సవరించండి,ಮಾರ್ಪಡಿಸು
మాడ్యులేటెడ్ నిరంతర వేవ్,ಮಾಡ್ಯುಲೇಟೆಡ್ ನಿರಂತರ ತರಂಗ
మాడ్యులేటెడ్ సిగ్నల్,ಮಾಡ್ಯುಲೇಟೆಡ್ ಸಂಕೇತ
మాడ్యులేటెడ్ వేవ్‌ఫార్మ్,ಮಾಡ್ಯುಲೇಟೆಡ್ ತರಂಗರೂಪ
మాడ్యులేషన్,ಉಚ್ulationಾಟನೆ
మాడ్యులేషన్ యాంప్లిట్యూడ్,ರೂಪಾಂತರದ ವೈಶಾಲ್ಯ
మాడ్యులేషన్ సామర్ధ్యం,ಮಾಡ್ಯುಲೇಷನ್ ಸಾಮರ್ಥ್ಯ
మాడ్యులేషన్ ఫ్రీక్వెన్సీ,ಮಾಡ್ಯುಲೇಷನ್ ಆವರ್ತನ
మాడ్యులేషన్ సూచిక,ವಿತರಣೀಯ ಸೂಚ್ಯಂಕ
మాడ్యులేషన్ లీనియారిటీ,ಮಾಡ್ಯುಲೇಷನ್ ರೇಖೀಯತೆ
మాడ్యులేషన్ మీటర్,ವಾಚನ
మాడ్యులేషన్ మానిటర్,ಮಾಡ್ಯುಲೇಷನ್ ಮಾನಿಟರ್
మాడ్యులేషన్ శాతం,ವ್ಯತಿರಿಕ್ತ ಶೇಕಡಾವಾರು
మాడ్యులేటర్,ಆಯೋಜಕ
మాడ్యూల్,ಘಟಕ
తేమ,ತೇವಾಂಶ
ఊపందుకుంటున్నది,ಮೊಳಕೆ
మానిటర్,ಮೇಲ್ವಿಚಾರಣೆ ಮಾಡು
పర్యవేక్షణ,ಉಸ್ತುವಾರಿ
పర్యవేక్షణ మరియు విశ్లేషణ పద్ధతులు,ಮೇಲ್ವಿಚಾರಣೆ ಮತ್ತು ವಿಶ್ಲೇಷಣೆ ತಂತ್ರಗಳು
పర్యవేక్షణ మరియు నియంత్రణ,ಮೇಲ್ವಿಚಾರಣೆ ಮತ್ತು ನಿಯಂತ್ರಣ
పర్యవేక్షణ స్టేషన్,ಮೇಲ್ವಿಚಾರಣಾ ಕೇಂದ್ರ
మోనోక్రోమ్,ಏಕಾಧೀನ
మోనోఫోనిక్ ట్రాన్స్మిషన్,ಏಕತಾನತೆಯ ಪ್ರಸಾರ
మార్ఫ్,ಮಾರ್ಫ್
మార్ఫింగ్,ಮಾರ್ಫಿಂಗ್
మార్ఫిజం,ರೂಪಾಂತರ
మొజాయిక్,ಮೋಸನ
మదర్‌బోర్డు,ತಾಯಿಯ ಹಲಗೆ
చలన పరిహారం,ಚಲನೆಯ ಪರಿಹಾರ
చలన అంచనా,ಚಲನೆಯ ಅಂದಾಜು
మోషన్ వెక్టర్,ಚಲನೆಯ ವೆಕ್ಟರ್
మోషన్ వీడియో,ಚಲನೆಯ ವಿಡಿಯೋ
మోటారు,ಮೋಡ
మోటారు ఆపరేటర్,ಮೋಟಾರು ಆಯೋಜಕ
మోటార్ స్టార్టర్,ಮೋಟಾರುಕಲೆ
మౌంట్,ಆರೋಹಿಸು
మౌస్,ಇಲಿ
మౌస్ ఇంటర్ఫేస్,ಮೌಸ್ ಸಂಪರ್ಕಸಾಧನ
ఉద్యమం,ಚಲನೆ
మల్టీ ఛానల్ పొడిగింపు,ಬಹು ಚಾನಲ್ ವಿಸ್ತರಣೆ
మల్టీకాస్టింగ్,ಬಹುಕಾಂತೀಯ
మల్టీచానెల్ సిగ్నల్స్,ಮಲ್ಟಿಚಾನಲ್ ಸಂಕೇತಗಳು
మల్టీడైరెక్షనల్ మైక్రోఫోన్,ಬಹು ನಿರ್ಣಯದ ಮೈಕ್ರೊಫೋನ್
బహుభాషా వ్యాఖ్యానం,ಬಹುಭಾಷಾ ವ್ಯಾಖ್ಯಾನ
మల్టీమీడియా,ಮಲ್ಟಿಮೀದಿ
మల్టీమీడియా కియోస్క్,ಮಲ್ಟಿಮೀಡಿಯ ಕಿಯೋಸ್ಕ್
మల్టీమీటర్,ಬಹುಮಾಪಕ
మల్టీపాత్,ಬೃಹತ್
మల్టీపాత్ రిసెప్షన్,ಮಲ್ಟಿಪಾತ್ ಸ್ವಾಗತ
మల్టీఫేస్,ಬಹುಕೋಶ
బహుళ,ಬಹು
