Malayalam,Kannada
ഗ്രൂപ്പ് പ്രിന്റിംഗ്,ಗುಂಪು ಮುದ್ರಣ
ഗ്രൂപ്പ് സെപ്പറേറ്റർ,ಗುಂಪು ವಿಭಜಕ
ഗാർഡ് ബാൻഡ്,ಕಾವಲುಗಾರ
ഗാർഡ് സിഗ്നൽ,ಗಾರ್ಡ್ ಸಂಕೇತ
ഗൈഡൻസ് കോഡ്,ಮಾರ್ಗದರ್ಶನ ಸಂಹಿತೆ
ഗൈഡ് മാർജിൻ,ಮಾರ್ಗದರ್ಶಿ ಅಂಚು
ഉള്ക്കടല്,ಬಿದ್ದು
പകുതി ചുമ,ಅರೆರೇಖೆ
ഹാഫ്-ഡ്യൂപ്ലെക്സ്,ಅರೆತಲೆ
ഹാഫ്-ഡ്യൂപ്ലെക്സ്  ചാനല്,ಅರೆತಲೆ  ಚಾನಲ್
ഹാഫ്-ഡ്യുപ്ലെക്സ് സർക്യൂട്ട്,ಅರ್ಧದಷ್ಟು ಸರ್ಕ್ಯೂಟ್
ഹാഫ്-ഡ്യൂപ്ലെക്സ്  ശസ്തകിയ,ಅರೆತಲೆ  ಕಾರ್ಯಾಚರಣೆ
ഹാഫ്-ഡ്യുപ്ലെക്സ് സേവനം,ಅರ್ಧದಷ್ಟು-ಡ್ಯುಪ್ಲೆಕ್ಸ್ ಸೇವೆ
ഹാഫ്-ഡ്യൂപ്ലെക്സ്  പകർച്ച,ಅರೆತಲೆ  ರೋಗ ಪ್ರಸಾರ
പകുതി നിർദ്ദേശം,ಅರ್ಧದಷ್ಟು ಸೂಚನೆ
പകുതി തീവ്രത,ಅರ್ಧದಷ್ಟು
പകുതി-പതന്റ്,ಅರ್ಧದಷ್ಟು
പകുതി വേഗത്തിലാക്കുക,ಅರೆ ಹುದ್ದೆ
അർദ്ധ തടയുന്നത്,ಅರ್ಧಚಂದ್ರಾಕೃತಿಯ
ഹാഫ്ടോൺ പ്ലോട്ടിംഗ്,ಹಾಫ್ಫ್ಟೋನ್ ಪ್ಲಾಟಿಂಗ್
പകുതി വാക്ക്,ಅರೆಬಂದ
ഹാമിംഗ് കോഡ്,ಹ್ಯಾಮಿಂಗ್ ಕೋಡ್
ഹമ്മിംഗ് ദൂരം,ಸುತ್ತುವರಿಯುವ ಅಂತರ
ഹാൻഡ്-ഫീഡ് പഞ്ച്,ಕೈ-ಫೀಡ್ ಪಂಚ್
കൈകൊണ്ട്  കണക്കുകൂട്ടല് യന്തം,ಕೈಯಲ್ಲಿ  ಕ್ಯಾಲ್ಕುಲೇಟರ್
ഹാൻഡ്ലർ,ದರ್ವಿತ
ഹാൻഡ് ഓഫ്,ಕೈ
കൈകൊണ്ട്  പശ്ചാത്തലം,ಕೈಗೆಟುಕುವುದು  ಹಿನ್ನೆಲೆ
കൈകൊണ്ട്,ಕೈ ಹಾಕಿ
കൈ വിറയൽ,ಕೈ ನಡುಗುವುದು
ഹാർഡ് കോപ്പി,ಹದಗೆಟ್ಟ
ഹാർഡ്-കോപ്പി ലോഗ്,ಗಟ್ಟಿಮುಟ್ಟಾದ ಲಾಗ್
ഹാർഡ്-കോപ്പി വീഡിയോ  ഇന്റർഫേസ്,ಗಟ್ಟಿಮುಟ್ಟಾದ  ಅಂತರಸಂಪರ
ഹാർഡ് ഡിസ്ക്,ಹಾರ್ಡ್ ಡಿಸ್ಕ್
കഠിനമായ പിശക്,ಕಠಿಣ ದೋಷ
കഠിനമായേജിംഗ്,ಕಠಿಣ ವಲಯ
ഹാർഡ് സ്റ്റോപ്പ്,ಹಾರ್ಡ್ ಸ್ಟಾಪ್
ഹാർഡ്വെയർ,ಚರಂಡಿ
ഹാർഡ്വെയർ പരിശോധന,ಹಾರ್ಡ್‌ವೇರ್ ಚೆಕ್
ഹാർഡ്വെയർ പിശക്  വീണ്ടെടുക്കൽ,ಹಾರ್ಡ್‌ವೇರ್ ದೋಷ  ಚೇತರಿಕೆ
ഹാർഡ്വെയർ ഭാഷ,ಯಂತ್ರಕೋಪಿ ಭಾಷೆ
ഹാർഡ്വെയർ താരിഫ്,ಹಾರ್ಡ್‌ವೇರ್ ಸುಂಕ
കഠിനമായി വയർ,ಗಟ್ಟಿಮುಟ್ಟಾದ
ഹാർഡ്വീൻ,ಗಡಸು
ഹാർവിക്  വളച്ചൊടിക്കൽ,ಸಾಮರಸ್ಯದ  ಅಸ್ಪಷ್ಟತೆ
ഹാർവിക്  ടെലിഫോൺ റിംഗർ,ಸಾಮರಸ್ಯದ  ದೂರವಾಣಿ ರಿಂಗರ್
ഹാഷ്,ಒತ್ತು
ഹാഷ് സൂചിക,ಹ್ಯಾಶ್ ಸೂಚ್ಯಂಕ
ഹാഷിംഗ്,ಹ್ಯಾಷಿ
അൽഗോരിതം ഹാഷിംഗ്,ಹ್ಯಾಶಿಂಗ್ ಅಲ್ಗಾರಿದಮ್
ഹാഷിംഗ് ഫംഗ്ഷൻ,ಹ್ಯಾಶಿಂಗ್ ಕಾರ್ಯ
ഹാഷിംഗ് ടെക്നിക്,ಹ್ಯಾಶಿಂಗ್ ತಂತ್ರ
ഹാഷ് ആകെ,ಹ್ಯಾಶ್ ಒಟ್ಟು
ഹാഷ് മൂല്യം,ಹ್ಯಾಶ್ ಮೌಲ್ಯ
തലക്കെട്ടിൽ,ತಲೆಗಾರ
തലക്കെട്ട് കാർഡ്,ಹೆಪ್ಪರ್ ಕಾರ್ಡ್
തലക്കെട്ട് ലേബൽ,ಹೆನರ್ ಲೇಬಲ್
തലക്കെട്ട് സെഗ്മെന്റ്,ಹೆಡರ್ ವಿಭಾಗ
തലക്കെട്ട് ഷീറ്റ്,ವಶವಾಗು
തല വിടവ്,ತಲೆಯ ಅಂತರ
തലക്കെട്ട്,ಶಿರೋನಾಮೆ
തലക്കെട്ട് രേഖകൾ,ಶಿರೋನಾಮೆಯ ದಾಖಲೆಗಳು
പിടിച്ചു,ನಡೆ
അറപ്പ്,ಹಿಂಜರಿಯುವುದು
ഹിസ്റ്റൻനെ  സീകരണം,ಭಿನ್ನಾಭಿಪ್ರಾಯ  ಆರತಕ್ಷತೆ
ഹിസ്റ്റൻനെ  ആലപിക്കുന്ന,ಭಿನ್ನಾಭಿಪ್ರಾಯ  ಪುನರಾವರ್ತಕ
വൈവിധ്യമാർന്ന  മസ്തീനകം,ಭಿನ್ನಜಾತಿಯ  ಬಹುಪರಣ
വൈവിധ്യമാർന്ന  നെറ്റ്വർക്ക്,ಭಿನ್ನಜಾತಿಯ  ಜಾಲ
ഹ്യൂറിസ്റ്റിക്,ಕವಚ
ഹ്യൂറിസ്റ്റിക് രീതി,ಹ್ಯೂರಿಸ್ಟಿಕ್ ವಿಧಾನ
ഹെക്സാഡെസിമൽ,ಷೂಕ್ಸಿನೀಲ್
ഹെക്സാഡെസിമൽ  സ്ഥിരമായ,ಷೂಕ್ಸಿನೀಲ್  ನಿರಂತರ
ഹെക്സാഡെസിമൽ  നൃത്തം,ಷೂಕ್ಸಿನೀಲ್  ನಿದರ್ಶನ
ഹെക്സ് പാഡ്,ಹೆಕ್ಸ್ ಪ್ಯಾಡೆ
മറഞ്ഞിരിക്കുന്ന ലൈൻ,ಗುಪ್ತ ರೇಖೆ
മറഞ്ഞിരിക്കുന്ന ലൈൻ  നീക്കംചെയ്യൽ,ಗುಪ್ತ ರೇಖೆ  ತೆಗೆಯುವುದು
ശ്രേറിയര്  വര്ഗീകരണം,ಕ್ರಮಾನುಗತಕ್ಕೆ ಸಂಬಂಧಿಸಿದ  ವರ್ಗೀಕರಣ
ശ്രേറിയര്  കന്വൂട്ടര്  നെറ്റ്വർക്ക്,ಕ್ರಮಾನುಗತಕ್ಕೆ ಸಂಬಂಧಿಸಿದ  ಕಂಪ್ಯೂಟರ್  ಜಾಲ
ശ്രേറിയരാജ്യമായി  സമന്വയിപ്പിച്ചു  നെറ്റ്വർക്ക്,ಕ್ರಮಾನುಗತ ರೀತಿಯಲ್ಲಿ  ಸಿಂಕ್ರೊನೈಸ್ ಮಾಡಿದ  ಜಾಲ
ശ്രേറിയര്  നെറ്റ്വർക്ക്,ಕ್ರಮಾನುಗತಕ್ಕೆ ಸಂಬಂಧಿಸಿದ  ಜಾಲ
ശ്രേറിയര്  ഘടന,ಕ್ರಮಾನುಗತಕ್ಕೆ ಸಂಬಂಧಿಸಿದ  ರಚನೆ
അധികാരശ്രേണി,ಶ್ರೇಣಮಾನ
ന്റെ ശ്രേണി  ഓപ്പറേഷനുകൾ,ಶ್ರೇಣಿ  ಕಾರ್ಯಾಚರಣೆ
ഉയർന്ന വിലാസം,ಹೆಚ್ಚಿನ ಉದ್ದೇಶ
ഉയർന്ന ബൈറ്റ്,ಉನ್ನತ ವಾಯ
ഉയർന്ന സാന്ദ്രത,ಹೆಚ್ಚಿನ ಸಾಂದ್ರತೆ
ഉയർന്ന ആവൃത്തി  വിതരണ  അസ്ഥികൂട്,ಹೆಚ್ಚಿನ ಆವರ್ತನ  ವಿತರಣೆ  ಚೌಕಟ್ಟು
ഉയർന്ന തലത്തിലുള്ള കംപൈലർ,ಉನ್ನತ ಮಟ್ಟದ ಕಂಪೈಲರ್
ഉയർന്ന ലെവൽ ഡാറ്റ ലിങ്ക് നിയന്ത്രണം,ಉನ್ನತ ಮಟ್ಟದ ಡೇಟಾ ಲಿಂಕ್ ನಿಯಂತ್ರಣ
ഉയർന്ന നിലവാരം  അസംബ്ലി,ಉನ್ನತ ಮಟ್ಟ  ಷೋಬರೆ
ഉയർന്ന ലെവൽ ഉറവിടം  കോഡ്,ಉನ್ನತ ಮಟ್ಟದ ಮೂಲ  ಸಂಹಿತೆ
ഉയർന്ന വിളക്കുകൾ,ಅಧಿಕ ಬೆಳಕು
ഉയർന്ന ഓർഡർ  സ്ഥാനം,ಉನ್ನತ ಕ್ರಮ  ಸ್ಥಾನ
ഉയർന്ന പാസ്,ಎತ್ತರದ ಪಾಸ್
ഉയർന്ന പ്രകടനം  സജ്ജീകരണം,ಉನ್ನತ ಪ್ರದರ್ಶನ  ಉಪಕರಣ
ഉയർന്ന പഞ്ച്,ಎತ್ತರದ ಗಾಡಿ
ഉയർന്ന വേഗത വഹിക്കുന്നു,ಹೈಸ್ಪೀಡ್ ಕ್ಯಾರಿ
ഉയർന്ന സ്പീഡ് റീഡർ,ಅತಿ ವೇಗದ ಓದುಗ
ഉയർന്ന ഉപയോഗം ഗ്രൂപ്പ്,ಹೆಚ್ಚಿನ ಬಳಕೆಯ ಗುಂಪು
ഹൈവേ,ಹೆದ್ದಾರಿ
ഹായ്-ലോ താരിഫ്,ಹೈ-ಲೋ ಸುಂಕ
ഹിരാഗാന,ಪೃಷ್ಠ
ചരിത്ര ഫയൽ,ಹಿಸ್ಟರಿ ಫೈಲ್
ചരിത്രം പ്രവർത്തിപ്പിക്കുക,ಇತಿಹಾಸ ಓಟ
തല്ലുക,ಹಿಟ್
ഈച്ചയിൽ അടിക്കുക  പ്രിന്റർ,ನೊಣದಲ್ಲಿ ಹಿಟ್  ಮುದ್ರಕ
വരിയിൽ അടിക്കുക,ಸಾಲಿನಲ್ಲಿ ಒತ್ತಿರಿ
ഹിറ്റ് അനുപാതം,ಹಿಟ್ ಅನುಪಾತ
കൈവശം വയ്ക്കുക,ಸೌಲಭ್ಯವನ್ನು ಹಿಡಿದುಕೊಳ್ಳಿ
ഹോൾഡിംഗ് ബീം,ಹಿಡಿದ ಕಿರಣ
ഹോൾഡിംഗ് സമയം,ಸಮಯ ಹಿಡಿದು
നിർദ്ദേശം പിടിക്കുക,ಸೂಚನೆಯನ್ನು ಹಿಡಿದುಕೊಳ್ಳಿ
പാറ്റേൺ പിടിക്കുക,ಹೋಲ್ಡ್ ಪ್ಯಾಟರ್ನ್
ഹോളറിത്ത് കാർഡ്,ಹಾಲೆರಿತ್ ಕಾರ್ಡ್
ഹോളറിത്ത് കോഡ്,ಹೊಲೆರಿತ್ ಕೋಡ್
ഹോളോഗ്രാം,ಹೊಲೊಗ್ರಾಮ್
ഹോളോഗ്രാഫിക് അടിസ്ഥാനമാക്കിയുള്ളത്  ഏര്പ്പാട്,ಹೊಲೊಗ್ರಾಫಿಕ್ ಆಧಾರಿತ  ವ್ಯವಸ್ಥೆ
വീട്ടുവിലാസം,ಮನೆ ವಿಳಾಸ
ഹോം കീ,ಮನೆ ಕೀಲ
ഹോം ലൂപ്പ്,ಮನೆಯ ಲೂಪ್
ഹോം നമ്പറിംഗ്  പ്ലാൻ ഏരിയ,ಮನೆ ಸಂಖ್ಯೆ  ಯೋಜನಾ ಪ್ರದೇಶ
ഹോമോസ്റ്റാറ്റിസ്,ಹೋಮಿಯೋಸ್ಟಾಟಿಸ್
വീട്ടു സ്ഥാനം,ಮನೆಯ ಸ್ಥಾನ
ഹോം റെക്കോർഡ്,ಮನೆಯ ದಾಖಲೆ
ഏകാകിതമായ  നെറ്റ്വർക്ക്,ಏಕರೂಪದ  ಜಾಲ
ഹോപ്പർ,ಕುಳಿ
തിരശ്ചീന തീറ്റ,ಸಮತಲ ಆಹಾರ
തിരശ്ചീന റാസ്റ്റർ  എണ്ണുക,ಸಮತಲ ರಾಸ್ಟರ್  ಎಣಿಕೆ
തിരശ്ചീന സംവിധാനം,ಸಮತಲ ವ್ಯವಸ್ಥೆಯ
തിരശ്ചീന പട്ടിക,ಸಮತಲದ ಪಟ್ಟಿ
തിരശ്ചീനമായ  അവസഹമായ  കഥാപാതം,ಸಮತಲವಾದ  ಲೇಪನ  ಪಾತ್ರ
തിരശ്ചീനമായ  പൊത്തൗണ്ട്,ಸಮತಲವಾದ  ವೃತ್ತಾಕಾರವಾಗಿ ಸುತ್ತು
ആതിഥേയന്,ಅತಿಥೆಯ
ഹോസ്റ്റ് ആപ്ലിക്കേഷൻ  കാരപരിപാടി,ಹೋಸ್ಟ್ ಅಪ್ಲಿಕೇಶನ್  ಕಾರ್ಯಕ್ರಮ
ഹോസ്റ്റ് കമ്പ്യൂട്ടർ,ಹೋಸ್ಟ್ ಕಂಪ್ಯೂಟರ್
ഹോസ്റ്റ് ഇന്റർഫേസ്,ಹೋಸ್ಟ್ ಇಂಟರ್ಫೇಸ್
ഹോസ്റ്റ് നോഡ്,ಆತಿಥ್ಯದ ಹೆಬ್ಬೆ
ഹോസ്റ്റ് സ്വിച്ച്,ಹೋಸ್ಟ್ ಸ್ವಿಚ್
ഹോസ്റ്റ് സിസ്റ്റം,ಆತಿಥ್ಯ)
ചൂടുള്ള ചേസിസ്,ಬಿಸಿ ಚಾಸಿಸ್
ചൂടുള്ള നില,ಬಿಸಿ ನಿಂತ
ഹോട്ട് സോൺ,ಬಿಸಿ ವಲಯ
വീട് സൂക്ഷിക്കുന്നു,ಮನೆ ಕಂಟಿಮಿ
വീട് സൂക്ഷിക്കുന്നു  ശസ്തകിയ,ಮನೆ ಕಂಟಿಮಿ  ಕಾರ್ಯಾಚರಣೆ
ഹബ്,ಕೇಂದ್ರ
ഹബ് ലേ .ട്ട്,ಹೂಬ್ ವಿನ್ಯಾಸ
മനുഷ്യ എയ്ഡഡ്  യന്തം  വിവർത്തനം,ಮಾನವನ ನೆರವಿನ  ಯಂತ್ರ  ಭಾಷಾಂತರ
മനുഷ്യന്റെ ഓറിയന്റഡ്  ഭാഷ,ಮಾನವ ಆಧಾರಿತ  ಭಾಷೆ
വേട്ട,ಬೇಟೆ
ഹൈബ്രിഡ് കോയിൽ,ಹೈಬದಿ ತಯಾರಕ
ഹൈബ്രിഡ് കമ്പ്യൂട്ടർ,ಹೈಬ್ರಿಡಿಕ್ ಕಂಪ್ಯೂಟರ್
ഹൈബ്രിഡ് സംയോജിപ്പിച്ചിരിക്കുന്നു  സഞ്ചാരം,ಹೈಬ್ರಿಡ್ ಸಂಯೋಜಿತ  ಸುತ್ತಾಟ
ഹൈബ്രിഡ് ഇന്റർഫേസ്,ಹೈಬ್ರಿಡ್‌ಪೋಕ್ಷಿ
ഹൈബ്രിഡ്  പ്രോഗ്രാമിംഗ്,ಸಂಕರಜದ  ಪ್ರೋಗ್ರಾಮಿಂಗ್
ഹൈബ്രിഡ് സെറ്റ്,ಮಿಶ್ರತಾರ
ഹൈബ്രിഡ് സിസ്റ്റം,ಹೈಬ್ರಿಡಬಂ
ഹൈഫൻ ഡ്രോപ്പ്,ಹಿಫೆನ್
തിരിച്ചറിയല്  ഡിവിഷൻ,ಗುರುತಿಸುವಿಕೆ  ವಿಭಾಗ
തിരിച്ചറിയല്,ಗುರುತಿಸಿಕೊಳ್ಳುವಿಕೆ
ഐഡന്റിഫയർ പദം,ಗುರುತಿಸುವ ಪದ
വക്തിതം,ಗುರುತು
ഐഡന്റിറ്റി ഘടകം,ಗುರುತಿನ ಅಂಶ
ഐഡന്റിറ്റി ഗേറ്റ്,ಗುರುತಿನ ಗೇಟ್
ഐഡന്റിറ്റി പ്രവർത്തനം,ಗುರುತಿನ ಕಾರ್ಯಾಚರಣೆ
ഐഡന്റിറ്റി യൂണിറ്റ്,ಗುರುತಿನ ಘಟಕ
നിഷ്ക്രിയ പ്രതീകം,ಐಡಲ್ ಪಾತ್ರ
നിഷ്ക്രിയ ലൈൻ,ನಿಷ್ಕಪಟ ಸಾಲು
നിഷ്ക്രിയ ലൈൻ  അവസാനിപ്പിക്കല്,ನಿಷ್ಕಪಟ ಸಾಲು  ಮುಕ್ತಾಯ
നിഷ്ക്രിയ ലിങ്ക്,ಐಡಲ್ ಲಿಂಕ್
ഉണ്ടെങ്കിൽ-മാത്രം  ഘടകമാണെങ്കിൽ,If ಮತ್ತು only-  ಅಂಶವಾಗಿದ್ದರೆ
ഉണ്ടെങ്കിൽ-മാത്രം  ഗേറ്റ് ആണെങ്കിൽ,If ಮತ್ತು only-  ಗೇಟ್ ಇದ್ದರೆ
ഉണ്ടെങ്കിൽ-മാത്രം  പ്രവർത്തനമാണെങ്കിൽ,If ಮತ್ತು only-  ಕಾರ್ಯಾಚರಣೆ ಇದ್ದರೆ
റിപ്പയർ ആണെങ്കിൽ,ರಿಪೀಟರ್ ಆಗಿದ್ದರೆ
If സ്റ്റേറ്റ്മെന്റ്,ಹೇಳಿಕೆ ಇದ್ದರೆ
എങ്കിൽ ഘടകമാണ്,ಇಫ್-ನಂತರ ಅಂಶ
എങ്കിൽ,ಒಂದು ವೇಳೆ
ആണെങ്കിൽ ഗേറ്റ്,ಒಂದು ಗೇಟ್ ಇಫ್
ആണെങ്കിൽ  ശസ്തകിയ,ಒಂದು ವೇಳೆ  ಕಾರ್ಯಾಚರಣೆ
അവഗണിക്കുക,ನಿರ್ಲಕ್ಷ್ಯ
പ്രതീകം അവഗണിക്കുക,ಅಕ್ಷರವನ್ನು ನಿರ್ಲಕ್ಷಿಸಿ
നിയമവിരുദ്ധ പ്രതീകം,ಅಕ್ರಮ ಪಾತ್ರ
നിയമവിരുദ്ധ പ്രവർത്തനം,ಅಕ್ರಮ ಕಾರ್ಯಾಚರಣೆ
പതിഛായ,ಚಿತ್ರ
ഇമേജ് ആന്റിന,ಚಿತ್ರದ ಆಂಟೆನಾ
ഇമേജ് ഏരിയ,ಚಿತ್ರದ ಪ್ರದೇಶ
ഇമേജ് പിഴ,ಇಮೇಜ್ ಡಿಸ್ಸೆಕ್ಟರ್
ഇമേജ് ഗ്രാഫിക്സ്,ಚಿತ್ರ ಗ್ರಾಫಿಕ್ಸ್
ഇമേജ് പ്രിന്റർ,ಚಿತ್ರದ ಮುದ್ರಕ
ഇമേജ് പ്രോസസ്സിംഗ്,ಚಿತ್ರ ಸಂಸ್ಕರಣೆ
ഇമേജ് സെൻസർ,ಚಿತ್ರ ಸಂವೇದಕ
ഇമേജ് സ്പേസ്,ಚಿತ್ರದ ಸ್ಥಳ
ഉടനടി പ്രവേശനം,ತಕ್ಷಣದ ಪ್ರವೇಶ
ഉടനടി പ്രവേശനം  ശേഖരണം,ತಕ್ಷಣದ ಪ್ರವೇಶ  ಸಂಗ್ರಹಣೆ
ഉടനടി വിലാസം,ತಕ್ಷಣದ ವಿಳಾಸ
സതരമായ  അഭിസംബോധന,ತಕ್ಷಣದ  ಸಂಬೋಧಿಸುವುದು
ഉടനടി ഡാറ്റ,ತಕ್ಷಣದ ಡೇಟಾ
സതരമായ  നിര്ദ്ദേശം,ತಕ್ಷಣದ  ಸೂಚನಾ
സതരമായ  നടപടി,ತಕ್ಷಣದ  ಸಂಸ್ಕರಣೆ
ഉടനടി ചുമതല,ತಕ್ಷಣದ ಕಾರ್ಯ
ഇംപാക്റ്റ് പേപ്പർ,ಪ್ರಭಾವದ ಕಾಗದ
ഇംപാക്റ്റ് പ്രിന്റർ,ಪ್ರಭಾವದ ಮುದ್ರಕ
അത്യതാരവും  മാക്രോസ്ട്രൽ,ಕಡ್ಡಾಯವಾದ  ಬೃಹತ್ ಪ್ರಮಾಣದಲ್ಲಿ
അനിവാര്യമായ പ്രവർത്തനം,ಕಡ್ಡಾಯ ಕಾರ್ಯಾಚರಣೆ
അത്യതാരവും  പ്രസ്താവന,ಕಡ್ಡಾಯವಾದ  ಹೇಳಿಕೆ
സൂചന,ಗಮನ
വ്യക്തമായ വിലാസം,ಸೂಚ್ಯ ವಿಳಾಸ
വ്യക്തമായ  പഖാപനം,ಸೂಚ್ಯ  ಪ್ರಕಟಿಸುವುದು
സൂചിപ്പിച്ച വിലാസം,ಸೂಚನೆ ವಿಳಾಸ
നിര്മാര്ജം,ಮುದ್ರಣ
മുദ്രകുട്ട,ಮುದ್ರೆ
മുദ്രണം സ്ഥാനം,ಮುದ್ರೆ
മെച്ചപ്പെടുത്തിയ മൊബൈൽ  ടെലിഫോൺ സേവനം,ಸುಧಾರಿತ ಮೊಬೈಲ್  ದೂರವಾಣಿ ಸೇವೆ
പചോദനം,ಪ್ರಚೋದನೆ
പ്രേരണ ശബ്ദം,ಪ್ರಚೋದನೆ
നിഷ്ക്രിയ ലിങ്ക്,ನಿಷ್ಕ್ರಿಯ ಲಿಂಕ್
നിഷ്ക്രിയ നോഡ്,ನಿಷ್ಕ್ರಿಯ ನೋಡಿದ
നിഷ്ക്രിയ സ്റ്റേഷൻ,ನಿಷ್ಕ್ರಿಯ ನಿಲ್ದಾಣ
ഇതിനൊപ്പം സിഗ്നിംഗ്,ಒಳಹರಿವು
ആകസ്മികമായ സമയം,ಘಟನೆಯ ಸಮಯ
ഇൻസ്റ്റൻസിയന്റ് പരാജയം,ಪ್ರಾರಂಭಿಕ ವೈಫಲ್ಯ
ഇൻ-സർക്യൂട്ട്  അനുകലനം,ಸರ್ಕ್ಯೂಟ್  ವಿಗ್ರಹ
ഉൾപ്പെടുത്തൽ,ಸೇರ್ಪಡೆ
ഉൾക്കൊള്ളുന്ന അല്ലെങ്കിൽ  ശസ്തകിയ,ಒಳಗೊಳ್ಳುವ-ನಾರ್  ಕಾರ್ಯಾಚರಣೆ
ഉൾക്കൊള്ളുന്ന അല്ലെങ്കിൽ മൂലകം,ಅಂತರ್ಗತ ಅಥವಾ ಅಂಶ
ഉൾക്കൊള്ളുന്ന അല്ലെങ്കിൽ ഗേറ്റ്,ಅಂತರ್ಗತ-ಅಥವಾ ಗೇಟ್
ഉൾക്കൊള്ളുന്ന അല്ലെങ്കിൽ  ശസ്തകിയ,ಅಂತರ್ಗತ ಅಥವಾ  ಕಾರ್ಯಾಚರಣೆ
സമഗ്രമായ റഫറൻസ്,ಅಂತರ್ಗತ ಉಲ್ಲೇಖ
ഉൾക്കൊള്ളുന്ന സെഗ്മെന്റ്,ಅಂತರ್ಗತ ವಿಭಾಗ
ഇൻകമിംഗ് സന്ദേശം,ಒಳಬರುವ ಸಂದೇಶ
ഇൻകമിംഗ് തുമ്പിക്കൈ,ಒಳಬಂದ ಕಾಂಡ
അനിശ്ചിതത്വക്കാരൻ,ಪ್ರತಿಜ್ಞಾಪಕ
ഇൻക്രിമെന്റും,ಏರಿಕೆ
വർദ്ധനവ്  കംപൈലർ,ಏರಿಕೆಯ  ಕೊಲೆಗಡುಕ
വർദ്ധനവ്  കന്വൂട്ടര്,ಏರಿಕೆಯ  ಕಂಪ್ಯೂಟರ್
വർദ്ധനവ്  നടപ്പാക്കല്,ಏರಿಕೆಯ  ಮರಣಹೊಂದುವುದು
വർദ്ധനവ്  സൂർ,ಏರಿಕೆಯ  ಸಂಯೋಜಕ
വർദ്ധനവ്  പതിപാദനം,ಏರಿಕೆಯ  ನಿರೂಪಣೆ
വർദ്ധനവ് വെക്റ്റർ,ಹೆಚ್ಚುತ್ತಿರುವ ವೆಕ್ಟರ್
വർദ്ധനവ്,ಹೆಚ್ಚಿಸುವ ಸಾಧನ
വർദ്ധിപ്പിക്കൽ വലുപ്പം,ಹೆಚ್ಚಳ
ഇന്മീഡിന്,ಕೈಗಾಡಿಸು
നിഷേധം,ಇಸತ್
ഇൻഡന്റ് ടാബ്  കഥാപാതം,ಇಂಡೆಂಟ್ ಟ್ಯಾಬ್  ಪಾತ್ರ
അനിശ്ചിതത്വം  ഏര്പ്പാട്,ಅನಿರ್ದಿಷ್ಟ  ವ್ಯವಸ್ಥೆ
ഇൻഡീറ്റർ (x)  സംസ്ഥാനം,ಅನಿರ್ದಿಷ್ಟ (ಎಕ್ಸ್)  ರಾಜ್ಯ
സൂചിക ബിൽഡ്,ಸೂಚ್ಯ ನಿರ್ಮಾಣ
സൂചിക പ്രതീകം,ಸೂಚ್ಯ ಅಕ್ಷರ
സൂചിക ഡാറ്റ ഇനം,ಸೂಚ್ಯಂಕ ಡೇಟಾ ಐಟಂ
സൂചികയിലുള്ള വിലാസം,ಸೂಚ್ಯ ವಿಳಾಸ
സൂചികയിലുള്ള ഡാറ്റയുടെ പേര്,ಸೂಚ್ಯಂಕದ ಡೇಟಾ ಹೆಸರು
സൂചിക ഡാറ്റ സജ്ജമാക്കി,ಸೂಚ್ಯಂಕದ ಡೇಟಾ ಸೆಟ್
സൂചികയിലുള്ള ഫയൽ,ಸೂಚ್ಯಂಕದ ಫೈಲ್
സൂചികയിലുള്ള തുടർച്ചയായ  ആക്സസ് രീതി,ಸೂಚ್ಯ ಅನುಕ್ರಮ  ಪ್ರವೇಶ ವಿಧಾನ
സൂചികയിലുള്ള തുടർച്ചയായ  ഡാറ്റ സെറ്റ്,ಸೂಚ್ಯ ಅನುಕ್ರಮ  ದತ್ತಾಂಶಗಳು
സൂചികയിലുള്ള തുടർച്ചയായ  സംഘടന,ಸೂಚ್ಯ ಅನುಕ್ರಮ  ಸಂಸ್ಥೆ
ഇന്ഡക്സ് എൻട്രി,ಸೂಚ್ಯ ಪ್ರವೇಶ
സൂചിക ഫയൽ,ಸೂಚ್ಯಂಕ
സൂചിക ദ്വാരം,ಸೂಚ್ಯ ರಂಧ್ರ
സൂചിക,ಸ ೦ ಗೀತ
സൂചികയിലി  അമൃതിയുള്ള,ಇಂಡೆಕ್ಸಿಂಗ್ ಮತ್ತು  ಅಮೂರ್ತಗೊಳಿಸುವ
സൂചിക നാമം,ಸೂಚ್ಯಂಕದ ಹೆಸರು
സൂചിക പദ്ധതി,ಸೂಚ್ಯ ಯೋಜನೆ
സൂചിക രജിസ്റ്റർ,ಸೂಚ್ಯಂಕ ನೋಂದಣಿ
സൂചിക മടക്കം  കഥാപാതം,ಸೂಚ್ಯಂಕ  ಪಾತ್ರ
സൂചിക തുടർച്ചയായ  ഫയല്,ಸೂಚ್ಯ ಅನುಕ್ರಮ  ಕಲೆ
സൂചിക തുടർച്ചയായ  സന്വദായം,ಸೂಚ್ಯ ಅನುಕ್ರಮ  ವಿಧಾನ
സൂചിക സ്ലോട്ട്,ಸೂಚ್ಯ ಸ್ಲಾಟ್
സൂചിക പദം,ಸೂಚ್ಯ ಪದ
സൂചിക വാക്ക്,ಸೂಚ್ಯ ಪದ
സൂചകം,ಸೂಚನೆ
