Malayalam,Hindi
നാനോടെക്നോളജി,अतिसूक्ष्मप्रौद्योगिकी
നായിസീഫോം,कुंभीरूप
മയക്കുമരുന്ന്,स्वापक
നാസ്റ്റിക് ചലനം,अनुकुंचनीय गति
ദേശീയ പ്രകടനം,राष्ट्रीय प्रदर्शन
ദേശസാൽക്കരണം (ഭൂമിയുടെ),भूमि का राष्ट्रीयकरण
സാഭാവികമായ,"प्राकृतिक, प्राकृत"
പ്രകൃതി മണ്ണൊലിപ്പ്,प्राकृतिक अपरदन
പ്രകൃതിദത്ത കൃഷി,प्राकृतिक खेती
പ്രകൃതിവിഭവങ്ങൾ,प्राकृतिक संसाधन
സ്വാഭാവിക തിരഞ്ഞെടുപ്പ്,प्राकृतिक वरण
പ്രകൃതിദത്ത സസ്യങ്ങൾ,प्राकृतिक वनस्पति
കഴുത്ത് (ഹോർട്ട്),वृंत
നെക്രോസിസ്,ऊतकक्षय
അമൃതിനെ,मकरंद
നെഗറ്റീവ് നിയോത്തത്തു,ऋणात्मक ऐलीलोपैथी
നെമാറ്റിഡ്,सूत्रकृमिनाशी
നെമാറ്റോഡ് റെസിസ്റ്റന്റ് റൂട്ട്സ്റ്റോക്ക്,सूत्रकृमिरोधी मूलवृंत
നെമറ്റോളജി,सूत्रकृमिविज्ञान
നിയോട്ടനി,चिरडिंभता
നെറ്റ് അറ്റ ​​സ്വാസിലിലേഷൻ നിരക്ക് (NAR),नेट स्वांगीकरण दर
മൊത്തം നേട്ടം,कुल लाभ
അറ്റ വരുമാനം (കാർഷിക വരുമാനം),कुल आय (फार्म आय)
അറ്റ് ജലസേചന ആവശ്യകത,कुल सिंचाई आवश्यकता
അറ്റ ഉൽപാദനക്ഷമത,कुल उत्पादकता
നെറ്റ് റിട്ടേൺ,कुल प्रतिफल
നെറ്റിംഗ്,"जाली लगाना, जाली से पकड़ना"
ന്യൂറോൺ,"न्यूरॉन, तंत्रिकोशिका"
നിക്ഷ്പക്ഷമായ,"निष्प्रभावी, उदासीन"
ന്യൂട്രലിസം,उदासीनता
നിഷ്പക്ഷത,"उदासीनीकरण, निष्प्रभावीकरण"
ന്യൂട്രൽ മണ്ണ്,उदासीन मृदा
ന്യൂട്രോൺ ഈർപ്പം മീറ്റർ,न्यूट्रॉन नमीमापी
മാടം,"निकेत, कर्मस्थिति, कर्मता"
നിക്കോട്ടിൻ,निकोटिन
രാത്രി മണ്ണ്,"मल, विष्ठा"
നൈട്രേറ്റ് സ്വാംശീകരണം,नाइट्रेट स्वांगीकरण
നൈട്രേറ്റ് റിഡക്ഷൻ,नाइट्रेट अवकरण
വിഷാംശം നൈട്രേറ്റ് വിഷാംശം,नाइट्रेट विषाक्तता
നൈട്രെ,"शोरा, नाइटर"
നൈട്രിഫിക്കേഷൻ ഇൻഹിബിറ്റർ,नाइट्रीकरण संदमक
നൈട്രജൻ സ്വാംശീകരണം,नाइट्रोजन स्वांगीकरण
നൈട്രജൻ സൈക്കിൾ,नाइट्रोजन चक्र
നൈട്രജൻ കുറവ്,नाइट्रोजन न्यूनता
നൈട്രജൻ ഫിക്സേഷൻ,नाइट्रोजन स्थिरीकरण
നൈട്രജനസ്,नाइट्रोजनी
നോബിബൈസേഷൻ,उत्कृष्टीकरण
നോബൽ ചൂരൽ,"पौंडा, मोटा गन्ना"
രാത്രി),रात्रिचर
നോഡ്,"गांठ, पर्वसंधि, नोड"
നോഡ്യൂലേറ്റഡ് പ്ലാന്റ്,ग्रांथिल (मूल) पादप
ഉടുപ്പകമായ,ग्रंथन
നോഡ്യൂൾ,ग्रंथि
നാമകണ്ഠ,"घुमंतू, चलवाही, खानाबदोश"
നാമപദം,नाम पद्धति
നോൺ അല്ലേലിക്,अविकल्पी
നോൺ കാപ്പിലറി പോർ,अकेशिका रंध्र
മത്സരിക്കാത്ത വിള,अप्रतिस्पर्धी सस्य
അസംബന്ധ മ്യൂട്ടേഷൻ,निरर्थक उत्परिवर्तन
പ്രാധാന്യമുള്ളത്,असार्थक
ആസിഡ് ഇതര വളം,अनम्लकारी उर्वरक
സംയോജനം,अयुग्मन
ഡിസ്ക്രിപ്റ്റ് (മൃഗം),अज्ञातकुल (पशु)
അനിവാര്യമല്ലാത്ത ഘടകം,अनावश्यक तत्व
ഏകീകൃതമല്ലാത്തത്,असमांग
നോൺ-ഹോമോലോഗസ്,"असमधर्मी, असमजात"
ധ്രുവീയ സംയുക്തം,अध्रुवीय यौगिक
പുനരുപയോഗ energy ർജ്ജം,अनवीकरणीय ऊर्जा
അനിയന്ത്രിതമല്ലാത്ത കോൺടാക്റ്റ് കളനാശിനി,अवरणात्मक स्पर्श शाकनाशी
-തിരഞ്ഞെടുക്കാത്ത കളനാശിനി,अवरणात्मक शाकनाशी
നോൺ നോൺ നോൺ ന്യൂട്രജൻ ഫിക്സേഷൻ,असहजीवी नाइट्रोजन स्थिरीकरण
സാധാരണ വിതരണം,सामान्य वितरण
സാധാരണ തൈകൾ,सामान्य पौध
സാധാരണ പരിഹാരം,सामान्य विलयन
സാധാരണ നിലയുറപ്പിക്കുക,सामान्यीकरण
വടക്കൻ മായ്ക്കൽ,नार्दर्न शोषण
വ്യക്തമാക്കാവുന്ന രോഗം,"सूचनीय रोग, विज्ञाप्य रोग"
നടീൽ വരെ,बिना जुताई के बुवाई
വിഷമയമായ കളകൾ,अनिष्टकारी खरपतवार
ന്യൂക്ലിയർ കാന്തിക,नाभिकीय चुंबकीय अनुनाद
ന്യൂക്ലി ആസിഡ്,न्यूक्लिक अम्ल
ന്യൂക്ലിയോബോക്റ്റർ,न्यूक्लियोबैक्टर
ന്യൂക്ലിയോലസ്,"न्यूक्लियोलस, केंद्रिका"
ന്യൂക്ലിയോടൈഡ്,न्यूक्लियोटाइड
അണുകേന്ദ്രം,केन्द्रक
ശൂന്യമായ അനുമാനങ്ങൾ,निराकरणीय परिकल्पना
Nulliisomic,शून्यसूत्री
അസാധുവായ മ്യൂട്ടേഷൻ,शून्य उत्परिवर्तन
നഴ്സ് സെൽ,धात्री कोशिका
നഴ്സ് വിള,"पोषक फसल, पोषक सस्य"
ശിശുപരിപാലനസ്ഥലം,"रोपणी, नर्सरी, पौधशाला"
കുരു,"दृढ़ फल, गुठली, दृढ़कण"
പോഷക സൈക്ലിംഗ്,पोषक चक्र
പോഷകങ്ങളുടെ കുറവ് ലക്ഷണങ്ങൾ,पोषक न्यूनता लक्षण
പോഷകാഹാരം,पोषण
പോഷക മൂല്യം,पोषण मान
പോഷകമൂല്യം സൂചിക,पोषण मान सूचकांक
കാർഷിക മേഖലയുമായി ബന്ധപ്പെട്ട പ്രധാന സസ്യങ്ങളുടെ പേരുകൾ,उभयनिष्ठ
നാഗായ് കർപ്പൂരം,ककरोंदा
നാർസിസസ്,नर्गिस
നിഗീതേ,कलौंजी
നൈഗർ,रामतिल
രാത്രി ജാസ്മിൻ,रात की रानी
നിപ ഈന്തപ്പഴം,गोफल
നട്ട് പുല്ല്,सागरमोथा
നട്ട് സെഡ്ജ്,मोथा
ജാതിക്ക,जायफल
നെമറ്റോഡ്,सूत्रकृमि
നട്ട് ഡെവിൾ,नट घुन
നെമാറ്റോളജിസ്റ്റിന്,सूत्रकृमि विज्ञानी
AIEROBS ബാധ്യത,अविकल्पी वायुजीव
അനീറോബുകൾ ബാധ്യസ്ഥമാക്കുക,अविकल्पी अवायुजीव
പരാന്നഭോജിയെ ബാധ്യത,अविकल्पी परजीवी
ബാധ്യതപ്പെടുത്തുക,अविकल्पी
ഓഫ്-തരം സസ്യങ്ങൾ,अवांछित पौधे
ഓയിൽ കേക്ക്,खली
Okazaki screatment,ओकाजाकी खंड
ഒലിക്കറിയെ,"शाकभाजी उत्पादन, शाकभाजी संवर्धन"
ഒളിഗോജൻ,अल्पजीन
ഒലിഗോനോക്കെട്ട്,अल्पन्यूक्लियोटाइड
ഒലിവ് ഓയിൽ,जैतून का तेल
ഒമേഗ -3-ഫാറ്റി ആസിഡ്,ओमेगा-3-वसीय अम्ल
ഓമ്നിവസ്,सर्वाहारी
ഓങ്കോജിൻ,अर्बुद जीन
ഓങ്കോജെനിക് വൈറസ്,अर्बुदजनक विषाणु
ഓങ്കോളജി,"कैंसर विज्ञान, अर्बुदविज्ञान"
ഓൺ-ഫാം റിസർച്ച്,प्रक्षेत्र पर अनुसंधान
Ocyyte,अडंक
നടത്തിപ്പ് ചിലവ്,प्रचालन लागत
ഓപ്പറേഷൻ,"ओपेरॉन, प्रचालेक"
അവസര തകരാറുകൾ,अवसरी सस्यन
ഒപ്റ്റിമൽ ഡോസ്,इष्टतम मात्रा
ഒപ്റ്റിമൽ ഡോസ്,इष्टतम आर्थिक मात्रा
ഓർച്ചാർഡ് കാര്യക്ഷമത,फलोद्यान की दक्षता
ജൈവ കൃഷി,जैविक कृषि
ഓർഗാനിക് കോളലൈസ്,"कार्बनिक कोलॉइड्स, कार्बनिक कलिल"
ജൈവ കൃഷി,जैविक खेती
ജൈവ വളം,जैविक खाद
ജൈവവസ്തു,"जैविक पदार्थ, कार्बनिक पदार्थ"
ഓർഗാനിക് നൈട്രജൻ (മണ്ണ്),जैविक नाइट्रोजन (मृदा)
ഓർഗാനിക് ഫോസ്ഫറസ്,जैविक फॉस्फोरस
ജൈവ മണ്ണ്,"कार्बनिक मृदा, जैविक मृदा"
ജൈവ മാലിന്യങ്ങൾ,जैविक अपशिष्ट
ജയിച്ചിട്,"जैविक, कार्बनिक"
സംഘടിത മാർക്കറ്റിംഗ്,संगठित विपणन
കോട്ടോറോജെനിസിസ്,अंग विकास
കക്ഷിപ്ത മൂല്യനിർണ്ണയം,इंद्रियग्राही मूल्यांकन
ഓർന്നുതശാസ്തം,पक्षिविज्ञान
ഓർത്തഡോക്സ് സീഡ്,सुसाध्य बीज
ഓർത്തോഗണൽ പോളിനോമിയൽ സമവാക്യം,लांबिक बहुपद समीकरण
ഓസ്മോസിസ്,परासरण
ഓസ്മോട്ടിക് ഇഫക്റ്റ്,परासरणी प्रभाव
ഓസ്മോട്ടിക് സാധ്യത,परासरणी विभव
വ്യാപനം,"उद्भेद, फैलना"
പ്രജനനം,बहिः प्रजनन
ചൂള,"अवन, बंद चूल्हा"
അമിതവിശന്തം,शिशिर लंघन
തലമുറയെ ഓവർലാപ്പുചെയ്യുന്നു,अतिव्यापी पीढ़ी
അണ്ഡം,अंडाणु
ഓക്സിഡേഷൻ,ऑक्सीकरण
ഓക്സിലോഫിറ്റുകൾ,अम्लोद्भिद्
ഓട്സ്,जई
എണ്ണപ്പന,तेल ताड़
ഒലിയാൻഡർ,कनेर
ഒലിവുമരം,जैतून
ഉള്ളി,प्याज
ഓപിയം പോപ്പി,पोस्त
"ഓറിയന്റൽ വിമാനം, യൂറോപ്യൻ തലം മരം",चिनार
പുറത്താക്കല്,पैकिंग
പദ്ദോക്ക്,बाड़ा
ജോടിയാക്കിയ വരി നടുന്നത്,युगल पंक्ति बुवाई
പാലറ്റിറ്റി,"खाद्यता, स्वादिष्टता"
പാനിക്കിൾ,"पुष्पगुच्छ, यौगिक असीमाक्ष"
നെഞ്ചന്തർ വിപരീതം,पराकेंद्री प्रतिलोमन
പാരാമീറ്റർ,प्राचल
പരോപജീവി,परजीवी
പാർഗോയിലിംഗ്,अंशक्वथनन
പാരഞ്ചെമ,मृदूतक
രക്ഷാകർതൃ പാറ,"जनक शैल, मूल शैल"
പോമർനെന്റ് വരൾച്ച,"स्थायी अनावृष्टि, स्थायी सूखा"
പാർത്താനോജെനിസിസ്,अनिषेकजनन
ഭാഗിക ഘടകം ഉൽപാദനക്ഷമത,आंशिक कारक उत्पादकता
പങ്കാളിത്ത ഗ്രാമീണ വിലയിരുത്തൽ,सहभागी ग्रामीण आकलन
കണികാ സാന്ദ്രത,कण घनत्व
നിഷ്ക്രിയ ആഗിരണം,निष्क्रिय अवशोषण
പുല്ത്തകിടി,चरागाह
മൂന്വലനം,पाश्चुरीकरण
പിസിആർ (പോളിമറൈസ് ചെയിൻ പ്രതികരണം),पी.सी.आर. (पॉलिमरेज शृंखला अभिक्रिया)
കർഷക കൃഷി,भूस्वामित्व खेती
തത്വം (മണ്ണ്),पीट (मृदा)
പെഡ്,पेड
പെഡൽ,"पुष्पवृंत, वृंत"
പെഡിഗ്രി,वंशावली
പെഡോജനെസിസ്,मृदाजनन
പെഡയോളജി,मृदाविज्ञान
തൊലി,छिलका उतारना
പുറംതൊലി,"छीलना, विशल्कन"
ഉരുളപ്പ്,टिकियाकरण
പെർകോലേഷൻ,अंतःस्रवण
വറ്റാത്ത,बहुवर्षीय पादप
പെരിസെൻട്രിക് വിപരീതം,परिकेंद्री प्रतिलोमन
പെരി-അർബൻ,परिनगरीय
അനുകിലി,पारगम्यता
അനുവദന,स्थायी कृषि
സ്ഥിരമായ വിൽറ്റിംഗ് പോയിന്റ് (പിഡബ്ല്യുപി),स्थायी म्लानि बिंदु
അനുകൂലമായ ഗുണകം,पारगम्यता गुणांक
പ്രവേശനക്ഷര നിരക്ക്,पारगम्यता दर
പതക്കാരി,पारगम्यतामापी
സ്ഥിരമായ കളനാശിനി,दीर्घस्थायी शाकनाशी
കീടനാശിനി,पीड़कनाशी
പെട്രോഫൈറ്റ്,शैलोद्भिद्
ഫേജ്,"विभोजी, फाज"
ഘട്ടംഘട്ടമായി നടീൽ,समयांतराल बुवाई
ഫാസ്മിഡ്,"फैस्मिड, प्रणाभक"
ഫല്ലോജൻ,कागजन
ഫിനോളിക് സംയുക്തങ്ങൾ,फिनोलिक यौगिक
അന്തര്വാഹകർ,"रूपानुकृति विज्ञान, फलोद्गदिकी"
ഫിനോടൈപ്പ്,"लक्षण प्ररूप, समलक्षणी, लक्षण"
ഫെറോമോൺ,फीरोमोन
Flom,"पोषवाह, फ्लोएम"
ഫോസ്ഫേറ്റ് ഫിക്സേഷൻ,फॉस्फेट स्थिरीकरण
ഫോസ്ഫേറ്റ് റോക്ക്,फॉस्फेट शैल
ഫോസ്ഫേറ്റ് സോളിയൂഷൻ,फॉस्फेट विलयीकरण
ഫോസ്ഫേറ്റ് സോളിൗലിംഗ്,फॉस्फेट विलयीकरण
ഫോസ്ഫാറ്റൈഡ്,फॉस्फेटाइड
ഫോസ്ഫോ-ഗിപ്സം,फॉस्फो-जिप्सम/फॉस्फोरसयुक्त जिप्सम
ഫോസ്ഫോലിപിഡ്,फॉस्फोलिपिड
ഫോസ്ഫോറിലേഷൻ,फॉस्फोरिलीकरण
ഫോട്ടോ സ്പെക്ട്രോമീറ്റർ,प्रकाश वर्णक्रमापी
ഫോട്ടോഅട്ടോട്രോഫ്,प्रकाशस्वपोषी
ഫോട്ടോകോമിക്കൽ പ്രതികരണം,प्रकाश रासायनिक अभिक्रिया
ഫോട്ടോഡെസെമിഷൻ,प्रकाशिक अपघटन
ഫോട്ടോമെട്രി,प्रकाशमिति
ഫോട്ടോമോർഫോജെനിസിസ്,प्रकाशीय संरचना विकास
ഫോട്ടോൺ,फोटॉन
ഫോട്ടോ-ഓക്സിഡേഷൻ,प्रकाश ऑक्सीकरण
ഫോട്ടോപോർഡ്,"दीप्तिकाल, प्रकाशकाल"
ഫോട്ടോപോർഡോഡിസീസ്,दीप्तिकालिता
ഫോട്ടോഫോസ്ഫോറിലേഷൻ,प्रकाशीय फॉस्फोरिलीकरण
ഫോട്ടോറിക്റ്റിവേഷൻ,प्रकाश पुनर्सक्रियण
ഫോട്ടോകൂറൽ,प्रकाशग्राही
ഫോട്ടോഗ്രാസ്,प्रकाशीय श्वसन
ഫോട്ടോസിന്തസിസ്,प्रकाश संश्लेषण
ഫോട്ടോസിന്തറ്റിക് കാര്യക്ഷമത,प्रकाश संश्लेषी दक्षता
ഫോട്ടോസിന്തറ്റിക് ക്യൂടന്റ്,प्रकाश संश्लेषी गुणांक
ഫോട്ടോസിനെറ്റിക്,प्रकाश संश्लेषी सक्रिय विकिरण
ഫോട്ടോട്രോപ്പിസം,प्रकाशानुवर्तन
ഫൈലോഡി,पर्णाभता
ഫിലിലോട്ടക്സി,पर्णविन्यास
ശാരീരിക കാലാവസ്ഥ,भौतिक अपक्षय
ഫിസിയോളജിക്കൽ ഡിസോർഡർ,कार्यिकीय विकार
ഫിസിയോളജിക്കൽ വരൾച്ച,कार्यिकीय शुष्कता
ഫിസിയോളജിക്കൽ നഷ്ടം,कार्यिकीय भार ह्रास
ഫിസിയോളജിക്കൽ മെച്യൂരിറ്റി,कार्यिकीय परिपक्वता
ഫൈറ്റോക്രോം,पादपवर्णक
Fytoyxട്രാക്ഷൻ,पादप निष्कर्षण
ഫിട്ടോമസ്,पादप भार
ഫൈറ്റോമറ്റോഡ്,पादप सूत्रकृमि
ഫൈറ്റോറെമിയേഷൻ,पादप उपचार
ഫൈറ്റോസിഡേഫോർ,पादप सिडरोफोर
ഫൈറ്റോടോക്സിക്,पादप विषालु
ഫൈറ്റോട്രോൺ,फाइटोट्रोन
ചിതപ്പു,चित्रालेख
പൈ ഡയഗ്രം,पाइ आरेख
പൈസോമീറ്റർ,दाबमापी
പിച്ചർ കൃഷി,घट खेती
പ്ലെയ്സ്മെന്റ് (വളം),"अवस्थापन, निवेशन (उर्वरक)"
മറുപിള്ള,"बीजांडआसन (पौधों में), अपरा, प्लेसेंटा"
പ്ലാച്ചിംഗ്,"सुहागा, पाटा फेरना"
നടുക ബ്രീഡിംഗ്,पादप प्रजनन
പ്ലാന്റ് സാന്ദ്രത,पादप सघनता
സസ്യ പരിസ്ഥിതിശാസ്ത്രം,पादप पारिस्थितिकी
സസ്യ വളർച്ച പ്രമോട്ടർ,पादप वृद्धिकारक
സസ്യങ്ങളുടെ വളർച്ചാ റെഗുലേറ്റർ,पादप वृद्धि नियामक
നടുക,पादप प्रवेशन
നടുക പോഷകങ്ങൾ,पादप पोषक (तत्व)
നടുക പോഷകാഹാരം,पादप पोषण
കപ്പല്വിലക്ക് നിയന്ത്രണം നടുക,पादप संगरोध नियमन
ടിഷ്യു ടെസ്റ്റ് നടീൽ,पादप ऊतक परीक्षण
പ്ലാന്റേഷൻ വിളകൾ,"रोपणी फसलें, बागानी फसलें"
ആസൂത്രി,"प्लांटर, रोपण यंत्र"
നടീൽ മെറ്റീരിയൽ,रोपण सामग्री
നടീൽ അനുപാതം,रोपण अनुपात
പ്ലാസ്മ,प्रद्रव्य
പ്ലാസ്മ മെംബ്രൺ,प्लाज्मा झिल्ली
പ്ലാസ്മിഡ്,प्लाज्मिड
പ്ലാസ്മോഡെസ്മാത,प्रद्रव्यतंतु
പ്ലാസ്മോളിസിസ്,प्रद्रव्यलयन
പാനിസ്ഥാപാതം,"सुघट्यता, प्लास्टिकता"
പ്ലാസ്റ്റിക്കൂർ,प्लास्टीकल्चर
പ്ലാസ്റ്റിഡ്,लवक
പ്ലിയോട്രോപിക് ജീൻ,बहुप्रभावी जीन
പ്ലോട്ട് (പരീക്ഷണാത്മക),प्रखंड (प्रायोगिक)
ഉഴുന്നത്,जुताई
ഉഴവുമുള്ള,खूड़तली
പ്ലോൺ-സോൾ പ്ലെയ്സ്മെന്റ്,खूड़तली निवेशन
പ്ലവിയൽ അരി ഇറങ്ങുന്നു,वर्षा-आधारित धान की भूमियां
മ്പാപരമായ,वर्षा सबंधी
ന്യൂമാറ്റിക് സ്പ്രേയർ,वायुचालुत फुहारक
ന്യൂമാറ്റോഫോർ,श्वसनमूल
പോഡ്സോൾ മണ്ണ്,पॉडजोल मृदा
പോഡ്സോളിസേഷൻ,पॉडजोलीभवन
പോയിന്റ് മ്യൂട്ടേഷൻ,बिंदु उत्परिवर्तन
പോയിസോൺ വിതരണം,प्वासों वितरण
പരാക്കോള്ള,परागक
പോളിംബ്രോണി,बहुभ्रूणता
പോളിമറൈസേഷൻ,बहुलकन
പോളിമോർഫിസം,बहुरूपता
പോളിസ്പെർമി,बहुपट्टीय गुणसूत्र
പോളിടെൻ ക്രോമസോം,पॉलीटिन गुणसूत्र
പൊമോളജി,फलकृषि विज्ञान
ജനസംഖ,"सरंध्रता, आबादी"
പോറോസിറ്റി (പൂർ-സ്പേസ്),सरंध्रता
കാരണം,उद्भव-पश्चात्
വിളവെടുപ്പ് പോസ്റ്റുചെയ്യുക,"कटाई उपरांत, तुड़ाई उपरांत, सस्योत्तर"
വിളവെടുപ്പ് കൃഷി,कटाई-उपरांत जुताई
പൊട്ടാസ്യം ആഗിരണം അനുപാതം,पोटैशियम अवशोषण अनुपात
പൊട്ടാസ്യം ഫിക്സേഷൻ,पोटैशियम स्थिरीकरण
സാധ്യതയുള്ള അസിഡിറ്റി,संभाव्य अम्लता
സാധ്യതയുള്ള വിള വിളവ്,संभाव्य फसल उपज
സാധ്യതയുള്ള ബാഷ്പീകരണം,संभाव्य वाष्पन
സാധ്യതയുള്ള ഇടപാടുകളുടെ,संभाव्य वाष्पोपरिवर्तन
കോഴി വളർത്തൽ,कुक्कुट पालन
പുല്മൈതാനം,"प्रेयरी, घास का बड़ा मैदान"
പ്രീ-ബിയറിംഗ് കാലയളവ്,फलनपूर्व अवधि
മഴ,"अवक्षेपण, वर्षण"
കൃത്യമായ കൃഷി,परिशुद्ध कृषि
കാർഷിക മേഖല,परिशुद्ध कृषि
വേട്ടക്കാരന്,परभक्षी
ഉയർന്നുവരുന്നു,उद्भव-पूर्व
മുൻകൂട്ടി ഉയർന്നുവരുന്ന ചികിത്സ,उद्भव-पूर्व उपचार
പ്രവചിക്കുന്ന ചികിത്സ,बुवाई-पूर्व उपचार (शाकनाशी)
പത്രങ്ങൾ,प्रेसमड (चीनी की मैली)
മർദ്ദ ഗ്രേഡിയന്റ്,दाब प्रवणता
വില ഇലാസ്തികത,कीमत लोच
വില സൂചിക,कीमत सूचकांक
പ്രാഥമിക സംസ്കാരം,प्राथमिक संवर्ध
പ്രാഥമിക വളര്ച്ച,प्राथमिक वृद्धि
പ്രാഥമിക ടില്ലേഷൻ,प्राथमिक कर्षण
പ്രിമറർ,प्रारंभक
പ്രൈമിംഗ് (പുകയില),रचाना (तंबाकू)
പ്രാഥമിക ഘട്ടം,आद्य अवस्था
പ്രിയോൺ,प्रियोन
സംഭാവത,संभाव्यता
അന്വേഷണം,संपरीक्षक
പ്രശ്നം മണ്ണ്,समस्याग्रस्त मृदा
നടപടി,प्रसंस्करण
പ്രൊഡക്ഷൻ പ്രവർത്തനം,उत्पादन फलन
ഉത്പാദനക്ഷമത,अत्पादकता
ലാഭം,लाभ
സൊജനി-പരിശോധന,संतति परीक्षण
പുരോഗമന കർഷകൻ,प्रगतिशील किसान
പദ്ധതി വിലയിരുത്തൽ,परियोजना मूल्यांकन
പ്രോകാരോട്ട്,अकेन्द्रिक
പ്രൊമോട്ടർ,उन्नायक
രോഗപ്രതിജ്ഞാ സ്പ്രേ,रोग निरोधी छिड़काव
ഉടമസ്ഥാവകാശ കൃഷി,स्वामित्व फसल
പ്രകൃതിദത്ത,पुंपूर्वी
പ്രോട്ടീൻ,प्रोटीन
പ്രോട്ടീൻ എഞ്ചിനീയറിംഗ്,प्रोटीन इंजीनियरी
പ്രോട്ടീൻ സീക്വൻസിംഗ്,प्रोटीन अनुक्रमण
പ്രോട്ടീൻ സിന്തസിസ്,प्रोटीन संश्लेषण
പ്രോട്ടമിക്സ്,प्रोटीन संजीनिकी
പ്രോട്ടോജിനി,स्त्री पूर्वता
പ്രോട്ടോപ്ലാസം,जीवद्रव्य
പ്രോട്ടോട്രോപ്പ്,प्रपोषित
പ്രോസിക് ആസിഡ് (എച്ച്സിഎൻ / ധൂരിൻ),प्रूसिक अम्ल
സ്യൂഡോലെലെ,कूट विकल्पी
സ്യൂഡോർമാഫ്രോഡൈറ്റ്,आभासी उभयलिंगी
സൈക്കോമീറ്റര്,"साइक्रोमीटर, आर्द्रतामापी"
ചെളിക്കുണ്ട്,"कादों, गाद, कीचड़"
പുഡ് ചെയ്ത മണ്ണ്,गादयुक्त मिट्टी
പുഡ്ലിംഗ്,"कादों करना, गाद करना"
പൾപ്പിംഗ്,गूदा निकालना
പൾസ് വിത്ത്,दलहनी बीज
പൾമാറൈസേഷൻ,"पेषण, पीसना, चूर्णन"
പൾവറൈസേഷൻ (മണ്ണ്),भुरभुरा करना (मिट्टी)
പങ്കും,"तीखा, सख़्त"
ശുദ്ധമായ സംസ്കാരം,शुद्ध संवर्ध
ശുദ്ധമായ വരി,शुद्ध वंशक्रम
ശുദ്ധമായ ലൈൻ തിരഞ്ഞെടുക്കൽ,शुद्ध वंशक्रम वरण
ശുദ്ധത,रेचक
ശുദ്ധീകരണം,शोधन
ശുദ്ധത പരിശോധന,शुद्धता परीक्षण
പൈറനോമീറ്റർ,पाइरैनोमीटर
പൈജിമീറ്റര്,भू-तापमापी
പൈറഹെലിയോമീറ്റർ,सौर विकिरणमापी
നെല്ല്,धान
പാൽമരോസ,गंधीज घास
പാൽമിര ഈന്തപ്പന,ताड़
പണ്ഡിനസ്,केतिकी
പപ്പായ,पपीता
പാര പുല്ല്,पैरा घास
അയമോദകച്ചെടി,"पार्सले, अजमोद"
"പാർത്താനിയം, (കോൺഗ്രസ് പുല്ല്)",गाजर घास (कांग्रेस घास)
പാട്ടൂ ouloulyouly,पचौली
പീച്ച്,आड़ू
"മയിൽ പുഷ്പം, പാരഡൈസ് ഫ്ലവർ",गुलमोहर
പിയർ,नाशपाती
പേൾ മില്ലറ്റ്,बाजरा
പീസ്,मटर
പെക്കൻ നട്ട്,पीकन नट
തന്തള,ब्राह्मी
പെപ്പിനോ,पेपिनो
കുരുമുളക്,काली मिर्च
പെരില്ല,भसिंडा
പെരിവിങ്കിൾ,सदाबहार
പെർസിമോൺ,जापानी फल
ഫൽസ,फालसा
പാവ്,अरहर
പിമ്പപീൽ (അനഗലിസ്),कृष्णनील
പൈൻമരം,चीड़
പൈനാപ്പിൾ,अनन्नास
"പിസ്ത, ഗ്രീൻ ബദാം",पिस्ता
പ്ലം,"अलूचा, बेर"
ചൂണ്ടിക്കാണിച്ച പൊറോട്ട,परवल
മാതളനാരകം,अनार
പൊങ്കം,करंज
പോപ്ലാർ,पोपलर
പോപ്പി,अफीम
പോരുണ്ടുക,खुर्सा
ഉരുളക്കിഴങ്ങ്,आलू
മുമ്പിലുള്ള പോപ്പി,सत्यानाशी
"ഇന്ത്യ, ചൈന ട്രീയുടെ അഭിമാനം","बकैन, नीम"
പ്രോസോ മില്ലറ്റ്,चीना
സൈലിയം,इसबगोल
ശാലസാൻ,पुलासन
പമാണി,कद्दू
Pummelo,पुमैलो
ചായം പൂശിയ ബഗ്,चित्तीदार मत्कुण
തത്ത,तोता
മയൂരം,मोर
പോഡ് ബോറർ,फली वेधक
പോഡ് ഈച്ച,फली मक्खी
പൾസ് വണ്ട്,ढ़ोरा
പൈറില്ല,पाइरिल्ला
പാത്തോളജിസ്റ്റിന്,"रोग विज्ञानी, विकृति विज्ञानी"
ഉടമദാസ്റ്റിക്,मृदा विज्ञानी
നടുക ബ്രീഡർ,पादप प्रजनक
പാത്തോളജിസ്റ്റ് നടത്തം,पादप रोग विज्ञानी
പ്ലാന്റ് ഫിസിയോളജിസ്റ്റ്,पादप क्रियाविज्ञानी
മൂവി,फल विज्ञानी
Q 10,क्यू दस
Qtl (ക്വാണ്ടിറ്റേറ്റീവ് സ്വഭാവസംഭക്ഷണം),मात्रात्मक विशेषक विस्थल
ക്വാഡ്രം,चतुष्कोण
ക്വാഡ്രാറ്റിക് പ്രതികരണം,द्विघाती अनुक्रिया
ക്വാഡ്രുപ്പിൾ ക്രോപ്പിംഗ്,चतुः सस्यन
ഗുണപരമായ അനന്തരാവകാശം,गुणात्मक वंशागति
ഗുണനിലവാരമുള്ള വിത്ത്,गुणता बीज
ക്വാസ്ടെറ്റീവ് ജനിതകശാസ്ത്രം,मात्रात्मक आनुवंशिकी
