Malayalam,Assamese
ആന്തരികം,আভ্য়ন্তৰীণ
അന്താരാഷ്ട്ര,আন্তৰ্জাতিক
ഇന്റർസ്റ്റീഷ്യൽ,অন্তৰ্স্থলী
ഗ്രഹാന്തരം,আন্তঃগ্ৰহীয়
ഇന്റർപോളേഷൻ,আন্তঃপ্ৰক্ষেপণ
അർത്ഥപൂർണത,অৰ্থপূৰ্ণতা
"ഇലക്‌ടർ, ഇന്റർപ്രെറ്റർ","নিৰ্বাচক, দোভাষী"
തടസ്സപ്പെടുത്തുന്നയാൾ,interrupter
വിഭജിക്കുന്നു,ছেদ কৰা
"കവല, കവല, കവല","ছেদ, ছেদ, ছেদ"
ഇടവേള,ব্যৱধান
നക്ഷത്രാന്തരം,আন্তঃনক্ষত্ৰীয়
ഇന്റർസ്റ്റീഷ്യൽ,অন্তৰ্স্থলী
"വിടവ്, വിടവ്","ফাঁক, ফাঁক"
അടുത്ത്,বন্ধ
ഒടുവിൽ,অৱশেষত
ഇന്ററാറ്റോമിക്,আন্তঃপৰমাণু
"നാസ് (അവകാശി), അന്തർ (ആന്തരികം)","নাজ (উত্তৰাধিকাৰী), অন্তৰ (অভ্যন্তৰীণ)"
ഉറപ്പാണ്,নিশ্চয়
"കണ്ടുപിടുത്തം, കണ്ടുപിടിത്തം","উদ্ভাৱন, উদ্ভাৱন"
"വിപരീതം, വിപരീതം, വിപരീതം","বিপৰীত, বিপৰীত, বিপৰীত"
"വിപരീതം, വിപരീതം","inversion, ওলোটা"
പ്രതിനിധീകരിക്കാൻ,প্ৰতিনিধিত্ব কৰা
"വിപരീതം, വിപരീതം","inverse, inverse"
അന്ധൻ,অন্ধ
കലങ്ങിയ ദ്രാവകം,টাৰ্বিড লিকুইড
അദൃശ്യത,অদৃশ্যতা
അദൃശ്യ,অদৃশ্য
അയോൺ,আয়ন
അയോണിക്,আয়নিক
അയണീകരിക്കാവുന്ന,আয়নীয়কৰণযোগ্য
"അയണീകരിക്കാൻ, അയണീകരിക്കാൻ","to ionize, আয়নীয়কৰণ কৰা"
"അയണോസ്ഫിയർ, അയണോസ്ഫിയർ","আয়নমণ্ডল, আয়নমণ্ডল"
അയണോസ്ഫിയർ,আয়নমণ্ডল
ഐറിസ്,আইৰিছ
വികിരണം,বিকিৰণ কৰা
വികിരണം,বিকিৰণ
യുക്തിരഹിതമായ,অযুক্তিকৰ
"മാറ്റാനാകാത്ത, അപരിഹാര്യമായ, പരിഹരിക്കാനാവാത്ത","অপ্ৰত্যাহাৰযোগ্য, অপুৰণীয়, অপূৰণীয়"
ക്രമരഹിതം,যাদৃচ্ছিক
മാറ്റാനാവാത്ത,অপ্ৰত্যাৱৰ্তনীয়
കറങ്ങുന്നു,ঘূৰ্ণনশীল
"ഐസോട്രോപിക്, ഐസോട്രോപിക് വക്രം","সমতাত্ত্বিক, সমৰূপী বক্ৰ"
സപാൻട്രോപ്പിക്കൽ,সাপনট্ৰপিকেলি
"ഞാൻ സിഗ്നൽ, ഞാൻ സിഗ്നൽ","মই সংকেত দিওঁ, মই সংকেত দিওঁ"
"ഐസോബാറുകൾ, ഐസോടോപ്പുകൾ","আইছ’বাৰ, আইছ’ট’প"
"ഐസോബാറിക്, സമതുലിതമായ, സമതുലിതമായ","সমবেৰিক, সুষম, সুষম"
"ഐസോമെട്രിക് ലൈൻ, ഐസോടോപ്പ് ലൈൻ","সমমিতি ৰেখা, সমস্থানিক ৰেখা"
ഐസോ-അയോണിക്,সম-আয়নিক
ഹോമോലോജസ്,সমৰূপী
സിൻക്രണസ് ലൈൻ,ছিঙ্ক লাইন
സിൻക്രണസ് വേഗത,সমকালীন গতি
ഐസോമെട്രിക്,সমমিতি
തുല്യശക്തി,সমবিভৱনশীল
തുല്യ ഊർജ്ജസ്വലമായ,সম-শক্তিশালী
"ഇക്വിലാറ്ററൽ (വി.), ഐസോസിലിസ് ലൈൻ (എഡി.)","সমপক্ষীয় (v.), সমদ্বিখণ্ডীয় ৰেখা (ed.)"
"വേർപെടുത്തുക, (അദ്ദേഹം.), വേർപെടുത്തുക, വേർപെടുത്തുക (ver.)","to dissociate, (adj.), পৃথক কৰা"
"ഒറ്റപ്പെട്ട, ഒറ്റപ്പെട്ട, ഒറ്റ","বিচ্ছিন্ন, বিচ্ছিন্ন, একক"
"വേർപിരിയൽ, വേർപിരിയൽ, വേർപിരിയൽ","পৃথকীকৰণ, পৃথকীকৰণ, পৃথকীকৰণ"
ഐസോമർ,আইছ&#39;মাৰ
ഐസോമർ,আইছ&#39;মাৰ
ഐസോമെറിസം,আইছ&#39;মেৰিজম
"ഐസോമെട്രിക്, ട്രൈറ്റസോൾ, ക്യൂബിക്, ഐസോമെട്രിക്","সমমিতি, ত্ৰিভুজ, ঘন, সমমিতিক"
ഐസോമോർഫിസം,সমৰূপতা
ഐസോമോർഫിക്,সমৰূপী
ഐസോതെർം,সমতাপ
ഐസോതെർം,সমতাপ
ഐസോടോപ്പുകൾ,আইছ&#39;ট&#39;প
ഐസോടോപ്പുകൾ,আইছ&#39;ট&#39;প
ഐസോട്രോപിക്,সমতলীয়
വൃത്താകൃതിയിലുള്ള രേഖ,বৃত্তাকাৰ ৰেখা
ഐസോമോർഫിസം,সমৰূপতা
ആവർത്തനം,পুনৰাবৃত্তি
ആന്തരിക അർദ്ധചാലകം,অন্তৰ্নিহিত অৰ্ধপৰিবাহী
ജാം ഇന്റർഫെറോമീറ്റർ,জাম ইন্টাৰফেৰ&#39;মিটাৰ
"ഞെട്ടൽ, തിരിച്ചടി","জৰ্ক, ৰিবাউণ্ড"
"ജെറ്റ്, തല","জেট, মূৰ"
ജെറ്റ്-റോക്കറ്റ് പ്രൊപ്പൽഷൻ,জেট-ৰকেট প্ৰপালচন
ജെ-ജെ കപ്ലിംഗ്,জে-জে কাপলিং
ജോളി ബെന്റ്,জোলি বেন্ট
ജൂൾ-ചൂട്,জুল-তাপ
ജൂൾമീറ്റർ,জ্যুলেমিটাৰ
ജൂൾ-തോംസൺ പ്രഭാവം,জোল-থমছন প্ৰভাৱ
ജൂൾ,জোল
"പാര, ചാട്ടം, ഓടക്കുഴൽ","কুঠাৰ, জাম্প, বাঁহী"
ഉടമ്പടി,সন্ধি
സംഗമസ്ഥാനം,সংগম স্থান
ശരിയായ അക്ഷരം,সঠিক চিলেবল
"കേശനിധി, സാമീപ്യം","কেসনিধি, সান্নিধ্য"
"കാലിഡോസ്കോപ്പ്, കാലിഡോസ്കോപ്പ്","কেলিডস্কোপ, কেলিডস্কোপ"
"കപ്പ മേസൺസ്, കെ-മേസൺസ്","কাপ্পা মেছনছ, কে-মেছনছ"
കാഥോഡ്,কেথ&#39;ড
ഘനായൻ,ঘানায়ান
കെ-ബാൻഡ്,কে-বেণ্ড
കെ-ക്യാപ്ചർ,কে-কেপচাৰ
കെ-റിസെപ്റ്റർ,k-গ্ৰাহক
കെൽവിൻ ഏകദേശ കണക്ക്,কেলভিন আনুমানিক
ഏകതാനതയുടെ യൂണിറ്റ്,একক একক
കെർ സെൽ,ker কোষ
"താക്കോൽ, തിരശ്ശീല, താക്കോൽ","চাবি, পৰ্দা, চাবি"
"കീ ബോർഡ്, കർട്ടൻ ബാർ","কী বৰ্ড, পৰ্দাৰ বাৰ"
തുറക്കുന്ന സ്വരാക്ഷരം,মুকলি স্বৰবৰ্ণ
കീ പൾസ്,কী পালছ
പ്രധാന പദം,মূল শব্দ
പ്രൊജക്ഷൻ,প্ৰক্ষেপণ
പ്രതിരോധം,বিৰোধ কৰা
കി. ഗ്രാം,কিলোগ্ৰাম
കിലോജൂൾ,কিলোজুল
കിലോപാർസെക്ക്,কিলোপাৰ্চেক
കിലോടൺ ബോംബ്,কিলোটন বোমা
ചലനാത്മകം,গতিশীল
തികച്ചും ചലനാത്മകം,বিশুদ্ধভাৱে গতিশীল
"ചലനാത്മകം, ചലനാത്മകം","গতিশীল, গতিশীল"
ചലനാത്മകമായി,গতিশীলভাৱে
ഒടിവ്,হাড়ভঙা
ക്ലൈസ്ട്രോൺ,ক্লাইষ্ট্ৰন
മൂർച്ചയുള്ള അറ്റം,চোকা প্ৰান্ত
ക്രസ്കൽ അതിർത്തി,kruskal সীমান্ত
തെർമോജനിക്,থাৰ্মোজেনিক
ലേബൽ,লেবেল
"അടയാളപ്പെടുത്തിയ, ആലേഖനം ചെയ്ത, ലേബൽ ചെയ്ത","চিহ্নিত, লিপিবদ্ধ, লেবেলযুক্ত"
ലബോറട്ടറി,পৰীক্ষাগাৰত
ഗോവണി,চিৰি
എതിർ ഘടികാരദിശയിൽ,ঘড়ীৰ কাঁটাৰ বিপৰীত দিশত
"എതിർ ഘടികാരദിശയിൽ, ഇടത് ധ്രുവത","ঘড়ীৰ কাঁটাৰ বিপৰীত দিশত, বাওঁ মেৰুত্ব"
പിറകോട്ടും മുന്നോട്ടും,আগলৈ পিছলৈ
ലഗ്രാഞ്ച് പ്രക്ഷേപണം,লেগ্ৰেঞ্জ সম্প্ৰচাৰ
ലഗ്രാൻജിയനിസം,লেগ্ৰেঞ্জিয়ানবাদ
കുഞ്ഞാടിന്റെ സൃഷ്ടി,মেৰ পোৱালি সৃষ্টি
"പലക, പലക",প্লেংক বৰ্ড
ഡോർസൽ പ്ലേറ്റ്,পৃষ্ঠীয় প্লেট
"ഉപരിതല ഒഴുക്ക്, ലെവൽ ഫ്ലോ","পৃষ্ঠৰ প্ৰবাহ, সমতল প্ৰবাহ"
"പ്ലേറ്റിംഗ്, പാനൽ, ലെവൽ, ലെയർ ബോണ്ട്","প্লেটিং, পেনেল, লেভেল, লেয়াৰ বণ্ড"
വർഗ്ഗീകരണം,স্তৰবিন্যাস
ലാമിന,লেমিনা
"വിളക്ക്, വിളക്ക്","লেম্প, লেম্প"
"കാജൽ, ദീപ് കാജൽ","কাজল, দীপ কাজল"
ലാൻഡേ-ഇന്റർവെൽ നിയമം,land-interval নিয়ম
ലാൻഡ് വിഭജന ഘടകം,লেণ্ড বিভাজন কাৰক
ലാൻഡിംഗ്,লেণ্ডিং
"മൈക്രോ അബ്രേഷൻ, ലാമിനേഷൻ, ധരിക്കുക","মাইক্ৰ&#39; ঘৰ্ষণ, লেমিনেচন, পৰিধান"
ലാർമോർ ആവൃത്തി,larmore কম্পাঙ্ক
ലാർമോർ പ്രീസെഷൻ,larmore precession
ലേസർ,লেজাৰ
ലേസറൈസേഷൻ,লেজাৰাইজেচন
രഹസ്യം,গোপনীয়
"ലാറ്ററൽ, ലാറ്ററൽ, ലാറ്ററൽ","পাৰ্শ্বীয়, পাৰ্শ্বীয়, পাৰ্শ্বীয়"
"അക്ഷാംശം, അക്ഷാംശം","অক্ষাংশ, অক্ষাংশ"
"ലാറ്റിസ്, ലാറ്റിസ്","জালি, জালি"
ലോ ക്ലാസ്,laue ক্লাছ
വിക്ഷേപണം,মুক্তি দিয়া
വിക്ഷേപണം,মুক্তি দিয়া
ലോഞ്ച് പ്ലാറ്റ്ഫോം,লঞ্চ প্লেটফৰ্ম
ബഹുജന അനുപാത നിയമം,ভৰ অনুপাত নিয়ম
ഒന്നിലധികം അനുപാത നിയമം,বহু অনুপাতৰ নিয়ম
"പാളി, ലെവൽ","স্তৰ, স্তৰ"
എൽ-ബാൻഡ്,এল-বেণ্ড
"ലീഡ്, ലീഡ്, ലീഡ്, ലീഡ്, ലീഡ്","সীহ, সীহ, সীহ, সীহ, সীহ"
മുന്നോട്ട്,আগলৈ
"ലൈം, ലീക്കിംഗ് (Cr.), റൈസൺ ലൈൻ, ച്യവൻ","লাইম, লিকিং (ক্ৰ.), ৰাইজেন লাইন, চ্যাৱান"
"ച്യൂയിംഗ്, നാശം, ചോർച്ച","চোবাই খোৱা, জাৰণ, লিক হোৱা"
"മിനിമം, മിനിമം, മിനിമം","নূন্যতম, নূন্যতম, নূন্যতম"
ഏറ്റവും കുറഞ്ഞ എണ്ണം,নূন্যতম গণনা
ലാച്ച് വയർ,লেচ তাঁৰ
ലെഡക് പ്രഭാവം,লেডুক ইফেক্ট
സാധുവായ ഓം,বৈধ ওম
- ഇലക്ട്രോൺ,-ইলেক্ট্ৰন
നീളം നിയന്ത്രണം,দৈৰ্ঘ্যৰ বাধা
നീട്ടൽ,প্ৰসাৰণ
ലെന്സ്,লেন্স
ലെൻസ് നിയമം,লেঞ্জৰ নিয়ম
പരന്ന തുരങ്കം,সমতল সুৰংগ
തിരശ്ചീന ഫ്ലൈറ്റ്,অনুভূমিক উৰণ
"നിരപ്പാക്കൽ, നിരപ്പാക്കൽ","লেভেলিং, লেভেলিং"
"തിരശ്ചീന സ്ക്രൂ, ലെവലിംഗ് സ്ക്രൂ","অনুভূমিক স্ক্ৰু, লেভেলিং স্ক্ৰু"
അത്മവിശ്വാസത്തിന്റെ അളവ്,আত্মবিশ্বাসৰ স্তৰ
പ്രാധാന്യം ലെവൽ,তাৎপৰ্য্যৰ স্তৰ
"തിരശ്ചീന പേജ്, ഫ്ലാറ്റ് പേജ്, ഇക്വിപോട്ടൻഷ്യൽ പേജ്","অনুভূমিক পৃষ্ঠা, সমতল পৃষ্ঠা, সমবিভৱ পৃষ্ঠা"
"ലിവർ, ലിവർ","লিভাৰ, লিভাৰ"
വെർച്വൽ ആന്ദോളനം,ভাৰ্চুৱেল দোলন
"ലിഡാർ, ലേസർ ഇൻഫ്രാറെഡ് റഡാർ","লিডাৰ, লেজাৰ ইনফ্ৰাৰেড ৰাডাৰ"
"ജീവിതം, പ്രായം","জীৱন, বয়স"
"ഉയർത്തുക, ഉയർത്തുക","lift, উত্তোলন"
വീണ്ടെടുക്കൽ നിമിഷം,মুক্তিৰ মুহূৰ্ত
"ചെറുത്, വെളിച്ചം, മങ്ങിയത്, ചെറുത്, ചെറുത്, 6 വെളിച്ചം","চুটি, পোহৰ, মূক, চুটি, চুটি, ৬পোহৰ"
"മിതശീതോഷ്ണ., പ്രകാശം","temperate., পোহৰ ওলোৱা"
മിന്നൽ,বিজুলী
പ്രകാശവർഷം പ്രകാശവർഷം,পোহৰ বছৰ আলোকবৰ্ষ
"ഏകതാനമായ, ഏകതാനമായ, ഏകതാനമായ","সমজাতীয়, সমজাতীয়, সমজাতীয়"
"പരിധി, നാമമാത്ര","সীমা, প্ৰান্তীয়"
"പരിധി, പരിധി, അതിരുകടന്ന","সীমা, সীমা, চৰম"
നിലവിലെ പരിധി,বৰ্তমানৰ সীমা
"രേഖ, രേഖ, ദീർഘവൃത്താകൃതി","ৰেখা, ৰেখা, উপবৃত্তাকাৰ"
"രേഖീയ, രേഖീയ, രേഖീയ","ৰৈখিক, ৰৈখিক, ৰৈখিক"
രേഖീയവൽക്കരണം,ৰৈখিককৰণ
"ഏകതാനത, രേഖീയത","একাগ্ৰতা, ৰৈখিকতা"
"ഒറ്റയ്ക്ക്, രേഖീയമായി","এককভাৱে, ৰৈখিকভাৱে"
ലൈൻ സാധ്യത,ৰেখা বিভৱ
രേഖീയ അപൂർണ്ണത,ৰৈখিক অসম্পূৰ্ণতা
സ്ട്രോക്ക് ലൈൻ,ষ্ট্ৰ&#39;ক লাইন
രേഖീയ സ്പെക്ട്രം,ৰৈখিক বৰ্ণালী
ലൈൻ വോൾട്ടേജ്,লাইন ভল্টেজ
"ബോണ്ട്, ചരട്, ചങ്ങല, ഗ്രന്ഥി, ലിങ്ക്","বন্ধন, ডোঙা, শৃংখল, গ্ৰন্থি, লিংক"
ദ്രവീകരണം,তৰলীকৰণ
ദ്രവീകരിച്ചത്,তৰলীকৃত
ദ്രവീകരിച്ചത്,তৰলীকৃত
ദ്രാവകം,জুলীয়া
ദ്രാവക റിസർവോയർ,তৰল পদাৰ্থৰ জলাশয়
ലിക്വിഡ് ക്രിസ്റ്റൽ,তৰল স্ফটিক
ദ്രവ്യത,তৰলতা
ദ്രാവക ചാലക റോക്കറ്റ്,তৰল-চালিত ৰকেট
ലിസാജു കണക്കുകൾ,lisaju ফিগাৰ
"പട്ടിക, പട്ടിക","তালিকা, তালিকা"
"ലിസ്റ്റിംഗ്, ലിസ്റ്റിംഗ്","তালিকাভুক্ত কৰা, তালিকাভুক্ত কৰা"
ലിറ്റർ,লেতেৰা
തത്സമയ പ്രോഗ്രാം,লাইভ অনুষ্ঠান
വൈദ്യുത വയർ,বৈদ্যুতিক তাঁৰ
"ലോഡ്, ലോഡ്, ലോഡ്, ലോഡ്, ലോഡ്","বোজা, বোজা, বোজা, বোজা, বোজা"
കാന്തം കല്ല്,চুম্বক শিল
"പ്രാദേശിക, പ്രാദേശിക","স্থানীয়, স্থানীয়"
പ്രാദേശിക മാക്സ്വെല്ലി,স্থানীয় maxwelly
"സ്ഥാനം, സ്ഥാനം, സ്ഥാനം, സ്ഥാനം, സ്ഥാനം","স্থান, অৱস্থান, অৱস্থান, অৱস্থান, অৱস্থান"
ബന്ധിത തെറ്റ്,বান্ধ খাই থকা দোষ
"തലാഖ്, ചരക്ക്","তালাক, চালান"
"ലോക്കസ്, ലോക്കസ്","locus, লোকাছ"
കാന്തം കല്ല്,চুম্বক শিল
ലോഗരിഥമിക്,লগাৰিদমিক
യുക്തി,তর্ক শাস্ত্র
ന്യായമായ,যুক্তিসংগত
"ലോജിസ്റ്റിക്സ്, ഓപ്പറേഷൻ സയൻസ്","লজিষ্টিক, অপাৰেচন বিজ্ঞান"
ലണ്ടൻ വണ്ടർവാൾസ് ആകർഷണങ്ങൾ,লণ্ডন Vanderwaals আকৰ্ষণ
റിമോട്ട് ട്രാൻസ്മിഷൻ,দূৰৱৰ্তী সংক্ৰমণ
"രേഖാംശം, രേഖാംശം","দ্ৰাঘিমাংশ, দ্ৰাঘিমাংশ"
രവിനെക്കിന്റെ രേഖാംശം,ৰাভিনেচৰ দ্ৰাঘিমাংশ
"രേഖാംശ, രേഖാംശ","দীৰ্ঘায়িত, দীৰ্ঘায়িত"
നീണ്ട സ്വരാക്ഷരങ്ങൾ,দীঘল স্বৰবৰ্ণ
"ലൂപ്പ്, ലൂപ്പ്, ലൂപ്പ് (എഡി.), ലൂപ്പ് (വി.), പ്രസന്ദ്","লুপ, লুপ, লুপ (সম্পা.), লুপ (v.), প্ৰসন্দ"
അയഞ്ഞ ബന്ധനം,শিথিলভাৱে বান্ধি থোৱা
"വിരളമായി പായ്ക്ക്, പാക്ക്","বিৰলভাৱে পেক কৰা, পেক কৰা"
ലോറന്റിന്റെ ഫിറ്റ്സ്ജെറാൾഡ് സങ്കോചം,লৰেণ্টৰ ফিটজেৰাল্ডৰ সংকোচন
നഷ്ട രഹിത ലൈൻ,ক্ষতি মুক্ত লাইন
ദ്രവിച്ച വൈദ്യുത,ক্ষয়প্ৰাপ্ত ডাইলেক্ট্ৰিক
ശക്തി,শক্তি
"താഴ്ന്ന മർദ്ദം, വിഷാദം","কম চাপৰ অঞ্চল, বিষণ্ণতা"
"നിന്ദ, താഴ്ന്ന","অৱজ্ঞা, নিম্ন"
"ഏറ്റവും ചെറിയ, ഏറ്റവും ചെറിയ","সৰ্বনিম্ন, আটাইতকৈ সৰু"
താഴ്ന്ന വാക്വം,inferior ভেকুৱাম
തിളക്കം,উজ্জ্বলতা
സന്ദീപ്തി,সন্দীপ্তি
പ്രസരിപ്പുള്ള,উজ্জ্বল
ജ്വാല.,শিখা।
"ദീപ്, പ്രദീപി, ജ്യോതി-","দীপ, প্ৰদীপী, জ্যোতি-"
ചാന്ദ്ര ദിനം,চন্দ্ৰৰ দিন
ചന്ദ്രഗ്രഹണം,চন্দ্ৰগ্ৰহণ
ചന്ദ്രൻ ഉപഗ്രഹം,চন্দ্ৰ উপগ্ৰহ
ചന്ദ്രന്റെ ഘട്ട മാറ്റം,চন্দ্ৰৰ পৰ্যায় পৰিৱৰ্তন
ലക്സ്,লাক্স
ലൈമാൻ സീരീസ്,লাইমেন ছিৰিজ
മൊത്തത്തിലുള്ള,গোটেই অংশ
മൊത്തത്തിലുള്ള,গোটেই অংশ
"മാന്ത്രിക വിളക്ക്, ചിത്ര വിളക്ക്",যাদু বন্তি চিত্ৰকল্প বন্তি
"മായ നമ്പർ, മാജിക് നമ്പർ, പെർമനൻസ് നമ്പർ","মায়া নম্বৰ, মেজিক নম্বৰ, পাৰ্মানেন্স নম্বৰ"
കാന്തികമായി,চুম্বকীয়ভাৱে
കാന്തിക,চুম্বকীয়
കാന്തിക പ്രതിരോധം,চুম্বকীয় ৰেজিষ্টৰ
കാന്തികമാക്കൽ,চুম্বকীয়কৰণ
കാന്തികവൽക്കരണം,চুম্বকীয়কৰণ
കാന്തികത,চুম্বকত্ব
കാന്തം താപ പ്രഭാവം,চুম্বক তাপীয় প্ৰভাৱ
കാന്തം ഹൈഡ്രോഡൈനാമിക്സ്,চুম্বক হাইড্ৰ&#39;ডাইনেমিক্স
കാന്തം ഹൈഡ്രോസ്റ്റാറ്റിക്സ്,চুম্বক হাইড্ৰ&#39;ষ্টেটিক্স
മാഗ്നെറ്റോമീറ്റർ,চুম্বকমাপক
മാഗ്നെറ്റൺ,চুম্বক
കാന്തം വൃത്തം,চুম্বক বৃত্ত
സ്റ്റാറ്റിക് കാന്തികത,ষ্টেটিক চুম্বকত্ব
മാഗ്നെട്രോൺ റക്റ്റിഫയർ,magnetron ৰেক্টিফায়াৰ
വലുതാക്കിയ ചിത്രം,বৃদ্ধি কৰা ছবি
മാഗ്നിഫയർ,মেগনিফায়াৰ
"വലുതാക്കുക, വലുതാക്കുക","magnify, বৃদ্ধি কৰা"
"മാഗ്നിഫയർ, മാഗ്നിഫിക്കേഷൻ-","মেগনিফায়াৰ, বৃদ্ধি-"
മാഗ്നിഫൈയിംഗ് ലെൻസ്,মেগনিফাইং লেন্স
"മാഗ്നിറ്റ്യൂഡ്, മാഗ്നിറ്റ്യൂഡ്","মাত্ৰা, পৰিমাণ"
മാഗ്നൺ,মেগনন
പ്രധാന ബാൻഡ്,মূল বেণ্ড
"പ്രധാന റോഡ്, മെയിൻ ലൈൻ",মূল পথৰ মূল লাইন
"പ്രധാന വയർ, പ്രധാന ടാപ്പ്","মূল তাঁৰ, মূল টেপ"
"പരിപാലനം, പോഷണം, പരിപാലനം","ৰক্ষণাবেক্ষণ, পুষ্টি, ৰক্ষণাবেক্ষণ"
മയോറാന സത്തിൽ,mayorana নিষ্কাশন
പ്രധാന അക്ഷം,মুখ্য অক্ষ
പ്രധാന ന്യൂനത,মূল ত্ৰুটি
ബഹുസ്വരമായ,বহুমুখী
മാസ്റ്റർ ടോൺ,মাষ্টাৰ টোন
ബന്ധപ്പെടുകയും തകർക്കുകയും ചെയ്യുക,সংস্পৰ্শ আৰু ভাঙি
വഴക്കം,নমনীয়তা
കഴിവുകൾ,দক্ষতাসমূহ
മാനുവൽ കൃത്രിമത്വം,মেনুৱেল মেনিপুলেচন
ഓപ്പറേറ്റർ,অপাৰেটৰজনক
മനുഷ്യരുള്ള ബലൂൺ,মানৱীয় বেলুন
"മാനുമീറ്റർ, മാനുമീറ്റർ","barometer, মানোমিটাৰ"
ബഹുമുഖം,বহুভুজ
മനുഷ്യൻ മനുഷ്യൻ വർഷങ്ങൾ,মানুহ মানুহ বছৰ
"നാമമാത്രമായ, നാമമാത്രമായ, നാമമാത്രമായ","প্ৰান্তীয়, প্ৰান্তীয়, প্ৰান্তীয়"
മാർജിനൽ എൻട്രോപ്പി,প্ৰান্তীয় এণ্ট্ৰপি
സുരക്ഷിതമായ പരിസരം,নিৰাপদ চৌহদ
നാവികൻ ഡ്സുചക്,নাৱিক ডছুইচাক
"അടയാളങ്ങൾ, അടയാളങ്ങൾ, അടയാളങ്ങൾ","চিহ্ন, চিহ্ন, চিহ্ন"
മാർക്കർ,মাৰ্কাৰ
മേസർ,maser
"മുഖംമൂടി, മുഖംമൂടി, മൂടുപടം","মাস্ক, মাস্ক, আৱৰণ"
മൂടിവയ്ക്കുക,ঢাকি পেলাওক
"പിണ്ഡം, പിണ്ഡം, ബൾക്ക്","ভৰ, ভৰ, ডাঙৰ ডাঙৰ"
ബഹുജന സമൃദ്ധി,ভৰ প্ৰাচুৰ্য্য
ബഹുജന അനുപാത പ്രതികരണം,ভৰ অনুপাত বিক্ৰিয়া
"ബഹുജന ഏകാഗ്രത, ബഹുജന ഏകാഗ്രത, ബഹുജന ഏകാഗ്രത, ബഹുജന സമൃദ്ധി","ভৰৰ ঘনত্ব, ভৰৰ ঘনত্ব, ভৰৰ ঘনত্ব, ভৰৰ প্ৰাচুৰ্য্য"
ബഹുജന നഷ്ടം,ভৰ ক্ষতি
മാസ്റ്റർ ന്യൂക്ലിയസ്,মাষ্টাৰ নিউক্লিয়াছ
ബഹുജന വേഗത,ভৰ গতি
ബഹുജന പ്രതിരോധം,ভৰ প্ৰতিৰোধ ক্ষমতা
"മാസ്റ്റർ പ്ലേറ്റ്, മാസ്റ്റർ പ്ലേറ്റ്","মাষ্টাৰ প্লেট, মাষ্টাৰ প্লেট"
പൊരുത്തം,মিল থকা
പൊരുത്തപ്പെട്ടു,মিল থকা হৈছে
പൊരുത്തപ്പെടുന്നു,মিল থকা
"മാട്രിക്സ്, മാട്രിക്സ്, മാട്രിക്സ്, മാട്രിക്സ്","মেট্ৰিক্স, মেট্ৰিক্স, মেট্ৰিক্স, মেট্ৰিক্স"
"ദ്രവ്യം, പദാർത്ഥം","পদাৰ্থ, পদাৰ্থ"
പരമാവധി,সৰ্বোচ্চ
"ഏറ്റവും ഉയർന്ന, ഉയർന്ന, ഉയർന്ന, ഉയർന്ന, ഉയർന്ന","সৰ্বোচ্চ, সৰ্বোচ্চ, সৰ্বোচ্চ, সৰ্বোচ্চ, সৰ্বোচ্চ"
അനുവദനീയമായ പരമാവധി,সৰ্বোচ্চ অনুমোদিত
മാക്സ്വെൽ-വോൾട്ട്സ്മാൻ വിതരണ നിയമം,মেক্সৱেল-ৱল্টছমেন বিতৰণ আইন
പരമാവധി വിതരണം,maxwelly বিতৰণ
"മക്ലിയോഡ് ഗേജ്, മക്ലിയോഡ് ഗേജ്","মেকলিয়ড গেজ, মেকলিয়ড গেজ"
അർത്ഥമാക്കുന്നത്,অৰ্থ
"സ്വതന്ത്ര പാത എന്നർത്ഥം, സ്വതന്ത്ര പാത എന്നാണ് അർത്ഥമാക്കുന്നത്","মানে মুক্ত পথ, মানে মুক্ত পথ"
ശരാശരി പ്രായം ശരാശരി പ്രായം,গড় বয়সৰ মধ্যম বয়স
ജീവിതകാലം അർത്ഥമാക്കുന്നത്,জীৱনৰ অৰ্থ
കിടക്ക അളക്കുക,বিচনা জোখা
"അളക്കുക, അളക്കുക, അളക്കുക","জোখ, জোখ, জোখ"
"ബലം, മെക്കാനിക്കൽ","বল, যান্ত্ৰিক"
മെക്കാനിക്കൽ നേട്ടം,যান্ত্ৰিক সুবিধা
"ശക്തി ശാസ്ത്രം, മെക്കാനിക്സ്, മെക്കാനിക്സ്","বল বিজ্ঞান, বলবিজ্ঞান, বলবিজ্ঞান"
യന്ത്രവൽക്കരണം,যান্ত্ৰিকীকৰণ
"മെക്കാനിസം, മെക്കാനിക്സ്","ব্যৱস্থা, যান্ত্ৰিকতা"
"ഇടത്തരം, ഇടത്തരം, ഇടത്തരം, ഇടത്തരം","মধ্যম, মধ্যম, মধ্যম, মধ্যম"
"സ്ഥൂലം, ഗുരു, മഹാ, വ്യക്തം, നിയുത് (ദശലക്ഷം)","স্থূল, গুৰু, মহা, স্পষ্ট, নিয়ুত (দশলাক্ষ)"
മെഗാക്യൂറി,megacurie গেস্টবুক
മാഗോം,মাগোম
മൗസ്നർ പ്രഭാവം,মাউছনাৰ ইফেক্ট
എം-ഇലക്ട്രോൺ,এম-ইলেক্ট্ৰন
"സ്വരം, താളം","intonation, ছন্দ"
"ഉരുകുക (adj.), ഉരുകുക, ഉരുകുക (ver.)","to melt (adj.), গলিত, গলিত (ver.)"
