Assamese,Kannada
মেচিন চিমুলেচন,ಯಂತ್ರ ಸಿಮ್ಯುಲೇಶನ್
মেচিন হাইজেকিং সময়,ಯಂತ್ರ ಅಪಹರಣ ಸಮಯ
মেচিন অনুবাদ,ಯಂತ್ರ ಅನುವಾದ
মেচিন শব্দ,ಯಂತ್ರ ಪದಗಳು
মেক্ৰ&#39; নিৰ্দেশনা,ಮ್ಯಾಕ್ರೋ ಸೂಚನೆ
মেক্ৰ&#39; স্কেল,ಮ್ಯಾಕ್ರೋ ಸ್ಕೇಲ್
গণ সমাবেশ কাৰ্যসূচী,ಸಾಮೂಹಿಕ ಜೋಡಣೆ ಕಾರ್ಯಕ್ರಮ
স্থূল কল,ಒಟ್ಟು ಕರೆ
"১.মেক্ৰ’ ক’ড, ২.মেক্ৰ’ ক’ড","1.ಮ್ಯಾಕ್ರೋ ಕೋಡ್, 2.ಮ್ಯಾಕ್ರೋ ಕೋಡ್"
মেক্ৰ&#39; কমাণ্ড,ಮ್ಯಾಕ್ರೋ ಆಜ್ಞೆ
মেক্ৰ&#39; ঘোষণা,ಮ್ಯಾಕ್ರೋ ಘೋಷಣೆ
মেক্ৰ&#39; সংজ্ঞা,ಮ್ಯಾಕ್ರೋ ವ್ಯಾಖ್ಯಾನ
মেক্ৰ&#39; ফ্ল&#39; চাৰ্ট,ಮ್ಯಾಕ್ರೋ ಫ್ಲೋ ಚಾರ್ಟ್
মেক্ৰ&#39; জেনেৰেটৰ,ಮ್ಯಾಕ್ರೋ ಜನರೇಟರ್
মেক্ৰ&#39; নিৰ্দেশনা,ಮ್ಯಾಕ್ರೋ ಸೂಚನೆ
স্থূল ভাষা,ಸ್ಥೂಲ ಭಾಷೆ
মেক্ৰ&#39; লাইব্ৰেৰী,ಮ್ಯಾಕ್ರೋ ಲೈಬ್ರರಿ
মেক্ৰ&#39; প্ৰাচল,ಮ್ಯಾಕ್ರೋ ಪ್ಯಾರಾಮೀಟರ್
মেক্ৰ&#39; প্ৰচেছিং,ಮ್ಯಾಕ್ರೋ ಸಂಸ್ಕರಣೆ
"1.মেক্ৰ&#39; প্ৰচেছৰ, 2. মেক্ৰ&#39;প্ৰচেছৰ","1.ಮ್ಯಾಕ್ರೋ ಪ್ರೊಸೆಸರ್, 2. ಮ್ಯಾಕ್ರೋಪ್ರೊಸೆಸರ್"
মেক্ৰ&#39; প্ৰগ্ৰেমিং,ಮ್ಯಾಕ್ರೋ ಪ್ರೋಗ್ರಾಮಿಂಗ್
স্থূল প্ৰট&#39;টাইপ,ಒಟ್ಟು ಮೂಲಮಾದರಿ
"1.মেক্ৰ&#39; এনকোডিং, 2.মেক্ৰ&#39; ক&#39;ডিং","1.ಮ್ಯಾಕ್ರೋ ಎನ್ಕೋಡಿಂಗ್, 2.ಮ್ಯಾಕ್ರೋ ಕೋಡಿಂಗ್"
মেগাবাইট (MB),ಮೆಗಾಬೈಟ್ (MB)
যাদুৰ চিহ্ন,ಮ್ಯಾಜಿಕ್ ಚಿಹ್ನೆ
যাদু সংখ্যা,ಮ್ಯಾಜಿಕ್ ಸಂಖ್ಯೆ
চুম্বকীয় বুদবুদ স্মৃতিশক্তি,ಮ್ಯಾಗ್ನೆಟಿಕ್ ಬಬಲ್ ಮೆಮೊರಿ
চুম্বকীয় কাৰ্ড,ಮ್ಯಾಗ್ನೆಟಿಕ್ ಕಾರ್ಡ್
"১.চুম্বকীয় কোষ, ২.চুম্বকীয় কোষ","1.ಮ್ಯಾಗ್ನೆಟಿಕ್ ಸೆಲ್, 2.ಮ್ಯಾಗ್ನೆಟಿಕ್ ಸೆಲ್"
চুম্বকীয় চিহ্ন,ಕಾಂತೀಯ ಚಿಹ್ನೆ
চুম্বকীয় কোৰ সংৰক্ষণ,ಮ್ಯಾಗ್ನೆಟಿಕ್ ಕೋರ್ ಸಂಗ್ರಹಣೆ
"1.চুম্বকীয় ডিস্ক, 2. চুম্বকীয় ডিস্ক","1.ಮ್ಯಾಗ್ನೆಟಿಕ್ ಡಿಸ್ಕ್, 2. ಮ್ಯಾಗ್ನೆಟಿಕ್ ಡಿಸ್ಕ್"
চুম্বকীয় ডিষ্কৰ ঠিকনা,ಮ್ಯಾಗ್ನೆಟಿಕ್ ಡಿಸ್ಕ್ ವಿಳಾಸ
চুম্বকীয় ডিস্ক মেমৰি,ಮ್ಯಾಗ್ನೆಟಿಕ್ ಡಿಸ್ಕ್ ಮೆಮೊರಿ
চুম্বকীয় ড্ৰাম,ಕಾಂತೀಯ ಡ್ರಮ್
"1.চুম্বকীয় এনকোডিং, 2.চুম্বকীয় ক&#39;ডিং, 3.চুম্বকীয় ক&#39;ডিং","1.ಮ್ಯಾಗ್ನೆಟಿಕ್ ಎನ್ಕೋಡಿಂಗ್, 2.ಮ್ಯಾಗ್ನೆಟಿಕ್ ಕೋಡಿಂಗ್, 3.ಮ್ಯಾಗ್ನೆಟಿಕ್ ಕೋಡಿಂಗ್"
চুম্বকীয় শীৰ্ষ,ಮ್ಯಾಗ್ನೆಟಿಕ್ ಟಾಪ್
চুম্বকীয় চিয়াঁহী,ಕಾಂತೀಯ ಶಾಯಿ
চুম্বকীয় চিয়াঁহী আখৰ চিনাক্তকৰণ (MICR),ಮ್ಯಾಗ್ನೆಟಿಕ್ ಇಂಕ್ ಕ್ಯಾರೆಕ್ಟರ್ ರೆಕಗ್ನಿಷನ್ (MICR)
চুম্বকীয় মাধ্যম,ಕಾಂತೀಯ ಮಾಧ್ಯಮ
চুম্বকীয় পঢ়া,ಕಾಂತೀಯ ಓದುವಿಕೆ
চুম্বকীয় ৰেকৰ্ডিং,ಮ್ಯಾಗ್ನೆಟಿಕ್ ರೆಕಾರ್ಡಿಂಗ್
চুম্বকীয় সংৰক্ষণ,ಕಾಂತೀಯ ಸಂಗ್ರಹ
চুম্বকীয় ৰেখা,ಕಾಂತೀಯ ಪಟ್ಟಿ
চুম্বকীয় টেপ,ಮ್ಯಾಗ್ನೆಟಿಕ್ ಟೇಪ್
চুম্বকীয় টেপ কাৰ্টিজ,ಮ್ಯಾಗ್ನೆಟಿಕ್ ಟೇಪ್ ಕಾರ್ಟ್ರಿಡ್ಜ್
চুম্বকীয় টেপ ড্ৰাইভ,ಮ್ಯಾಗ್ನೆಟಿಕ್ ಟೇಪ್ ಡ್ರೈವ್
চুম্বকীয় টেপ পূৰ্বসূৰী,ಮ್ಯಾಗ್ನೆಟಿಕ್ ಟೇಪ್ ಪೂರ್ವಗಾಮಿ
চুম্বকীয় টেপ লাইব্ৰেৰিয়ান,ಮ್ಯಾಗ್ನೆಟಿಕ್ ಟೇಪ್ ಲೈಬ್ರರಿಯನ್
চুম্বকীয় টেপ প্ৰৱেশ,ಮ್ಯಾಗ್ನೆಟಿಕ್ ಟೇಪ್ ಪ್ರವೇಶ
চুম্বকীয় টেপ ইউনিট,ಮ್ಯಾಗ್ನೆಟಿಕ್ ಟೇಪ್ ಘಟಕ
"1.চুম্বকীয় পাতল স্তৰ, 2.চুম্বকীয় পাতল ফিল্ম","1.ಮ್ಯಾಗ್ನೆಟಿಕ್ ಥಿನ್ ಲೇಯರ್, 2.ಮ್ಯಾಗ್ನೆಟಿಕ್ ಥಿನ್ ಫಿಲ್ಮ್"
চুম্বকীয় পথ,ಕಾಂತೀಯ ಮಾರ್ಗ
চুম্বকীয় আলোকীয় সংৰক্ষণ,ಕಾಂತೀಯ ಆಪ್ಟಿಕಲ್ ಸಂಗ್ರಹಣೆ
"1.চুম্বক প্ৰিন্টাৰ, 2.চুম্বক প্ৰিন্টাৰ","1.ಮ್ಯಾಗ್ನೆಟ್ ಪ್ರಿಂಟರ್, 2.ಮ್ಯಾಗ್ನೆಟ್ ಪ್ರಿಂಟರ್"
চুম্বকীয় বিকৃতি,ಕಾಂತೀಯ ಅಸ್ಪಷ್ಟತೆ
চুম্বকীয়ভাৱে বিকৃত কৰিব পৰা টেবলেট,ಕಾಂತೀಯವಾಗಿ ವಿರೂಪಗೊಳಿಸಬಹುದಾದ ಟ್ಯಾಬ್ಲೆಟ್
"১.মেইল বক্স, ২.মেইল বক্স","1. ಮೇಲ್ ಬಾಕ್ಸ್, 2. ಮೇಲ್ ಬಾಕ್ಸ್"
মেইল মাৰ্জ কৰক,ಮೇಲ್ ವಿಲೀನ
"১.মুখ্য নিয়ন্ত্ৰণ একক, ২.মুখ্য নিয়ন্ত্ৰণ একক","1. ಮುಖ್ಯ ನಿಯಂತ್ರಣ ಘಟಕ, 2. ಮುಖ್ಯ ನಿಯಂತ್ರಣ ಘಟಕ"
মূল ফ্ৰেম,ಮುಖ್ಯ ಚೌಕಟ್ಟು
"1.মূল ফ্ৰেম ব্যৱস্থা, 2.মূল ফ্ৰেম ব্যৱস্থা","1.ಮುಖ್ಯ ಚೌಕಟ್ಟಿನ ವ್ಯವಸ್ಥೆ, 2.ಮುಖ್ಯ ಚೌಕಟ್ಟಿನ ಯಾಂತ್ರಿಕ ವ್ಯವಸ್ಥೆ"
"১.মূল স্মৃতি, ২.মূল স্মৃতি","1.ಮುಖ್ಯ ಸ್ಮರಣೆ, 2.ಮುಖ್ಯ ಸ್ಮರಣೆ"
"১.মূল কাৰ্যসূচী, ২.মূল কাৰ্যসূচী","1.ಮುಖ್ಯ ಕಾರ್ಯಕ್ರಮ, 2.ಮುಖ್ಯ ಕಾರ್ಯಕ್ರಮ"
মূল সংৰক্ষণ,ಮುಖ್ಯ ಸಂಗ್ರಹಣೆ
"১.মেইন চুইচ, ২.মেইন চুইচ","1.ಮುಖ್ಯ ಸ್ವಿಚ್, 2.ಮುಖ್ಯ ಸ್ವಿಚ್"
"1.ৰক্ষণাবেক্ষণ, 2.ৰক্ষণাবেক্ষণ","1.ನಿರ್ವಹಣೆ, 2.ನಿರ್ವಹಣೆ"
ৰক্ষণাবেক্ষণ পেনেল,ನಿರ್ವಹಣೆ ಫಲಕ
ৰক্ষণাবেক্ষণৰ সময়,ನಿರ್ವಹಣೆ ಸಮಯ
ডাঙৰ বৃত্ত,ದೊಡ್ಡ ವೃತ್ತ
কী ডিভাইচ,ಪ್ರಮುಖ ಸಾಧನ
মূল চাবি,ಮುಖ್ಯ ಕೀ
মূল মঞ্চ,ಮುಖ್ಯ ಹಂತ
মূল গঠন,ಮುಖ್ಯ ರಚನೆ
মূল কাম,ಮುಖ್ಯ ಕೆಲಸ
সংখ্যাগৰিষ্ঠ উপাদান,ಬಹುಪಾಲು ಘಟಕ
সংখ্যাগৰিষ্ঠতা গেট,ಬಹುಪಾಲು ಗೇಟ್
সংখ্যাগৰিষ্ঠতা অপাৰেচন,ಬಹುಪಾಲು ಕಾರ್ಯಾಚರಣೆ
ৰিইম্বৰ্চেমেণ্টৰ সময়সীমা,ಮರುಪಾವತಿ ಅವಧಿ
মিছঅপাৰেচন ৰুটিন,ತಪ್ಪಾದ ಕಾರ್ಯಾಚರಣೆಯ ದಿನಚರಿ
ব্যৱস্থাপনা বিকাশ,ನಿರ್ವಹಣೆ ಅಭಿವೃದ್ಧಿ
ব্যৱস্থাপনা তথ্য ব্যৱস্থা (MIS),ನಿರ್ವಹಣಾ ಮಾಹಿತಿ ವ್ಯವಸ್ಥೆ (MIS)
ব্যৱস্থাপনা বিজ্ঞান,ನಿರ್ವಹಣಾ ವಿಜ್ಞಾನ
মানচেষ্টাৰ এনকোডিং,ಮ್ಯಾಂಚೆಸ್ಟರ್ ಎನ್ಕೋಡಿಂಗ್
গুণন,ಗುಣಾಕಾರ
অনুমান কৰা চলক,ಅಂದಾಜು ವೇರಿಯಬಲ್
আনুমানিক সূচকাংক,ಊಹೆಯ ಸೂಚ್ಯಂಕ
মানৱ যন্ত্ৰৰ অনুকৰণ,ಮಾನವ ಯಂತ್ರ ಸಿಮ್ಯುಲೇಶನ್
মেনুৱেল ঠিকনা চুইচ,ಹಸ್ತಚಾಲಿತ ವಿಳಾಸ ಸ್ವಿಚ್
হাতৰ দ্বাৰা বিশ্লেষণ কৰা,ಹಸ್ತಚಾಲಿತ ವಿಶ್ಲೇಷಣೆ
মেনুৱেল কল,ಹಸ್ತಚಾಲಿತ ಕರೆ
হাতৰ দ্বাৰা প্ৰৱেশ কৰা,ಹಸ್ತಚಾಲಿತ ಪ್ರವೇಶ
"১.মেনুৱেল চেণ্টাৰ, ২.মেনুৱেল চেণ্টাৰ","1.ಹಸ್ತಚಾಲಿತ ಕೇಂದ್ರ, 2.ಹಸ್ತಚಾಲಿತ ಕೇಂದ್ರ"
"1. মেনুৱেল ইনপুট, 2. মেনুৱেল ইনপুট","1. ಹಸ್ತಚಾಲಿತ ಇನ್ಪುಟ್, 2. ಹಸ್ತಚಾಲಿತ ಇನ್ಪುಟ್"
মেনুৱেল অপাৰেচন,ಹಸ್ತಚಾಲಿತ ಕಾರ್ಯಾಚರಣೆ
বহুতৰ লগত বহুতৰ সম্পৰ্ক,ಹಲವು-ಹಲವು ಸಂಬಂಧ
মাল্টি-ডিকোডাৰ,ಬಹು-ಡಿಕೋಡರ್
মানচিত্ৰ পদ্ধতি,ನಕ್ಷೆ ವಿಧಾನ
মেপিং,ಮ್ಯಾಪಿಂಗ್
প্ৰান্ত,ಅಂಚು
প্ৰান্তীয় ভুল,ಕನಿಷ್ಠ ದೋಷ
প্ৰান্তীয় অনুসন্ধান,ಕನಿಷ್ಠ ವಿಚಾರಣೆ
প্ৰান্তীয় পৰীক্ষা,ಕನಿಷ್ಠ ಪರೀಕ್ಷೆ
চিহ্ন ধৰা পেলোৱা,ಚಿಹ್ನೆ ಪತ್ತೆ
চিন পঢ়া,ಸೈನ್ ಓದುವಿಕೆ
চিহ্ন স্কেনিং,ಚಿಹ್ನೆ ಸ್ಕ್ಯಾನಿಂಗ್
sign sense,ಸಂಕೇತ ಅರ್ಥ
মাৰ্কাৰ,ಮಾರ್ಕರ್
চিহ্নিত কৰা,ಗುರುತು ಹಾಕುವುದು
মাৰ্কাৰ তৰংগ,ಮಾರ್ಕರ್ ತರಂಗ
মাৰ্কভ শৃংখল,ಮಾರ್ಕೊವ್ ಸರಣಿ
মাৰ্কভ উৎস,ಮಾರ್ಕೊವ್ ಮೂಲ
markup ভাষা,ಮಾರ್ಕ್ಅಪ್ ಭಾಷೆ
maser,ಮೇಸರ್
maser,ಮೇಸರ್
"১.মাস্ক, ২.অভাৰ, ৩.অভাৰ","1.ಮುಖವಾಡ, 2.ಮುಸುಕು, 3.ಮುಸುಕು"
"1. কভাৰ বিট, 2. কভাৰ বিট, 3. মাস্ক দুটা অংক","1. ಕವರ್ ಬಿಟ್, 2. ಕವರ್ ಬಿಟ್, 3. ಮುಖವಾಡ ಎರಡು ಅಂಕೆಗಳು"
মাস্ক প্ৰগ্ৰেমেবল ডিভাইচ,ಮಾಸ್ಕ್ ಪ್ರೊಗ್ರಾಮೆಬಲ್ ಸಾಧನ
কভাৰ ৰেজিষ্টাৰ,ಕವರ್ ರಿಜಿಸ್ಟರ್
"1. কভাৰ ৰম, 2. কভাৰ ৰম","1. ಕವರ್ ರಾಮ್, 2. ಕವರ್ ರಾಮ್"
আৱৰণ,ಕವರ್
বিশাল পৰিসংখ্যা,ಬೃಹತ್ ಡೇಟಾ
"1.মাছ মেমৰি, 2.মাছ মেমৰি","1.ಮಾಸ್ ಮೆಮೊರಿ, 2.ಮಾಸ್ ಮೆಮೊರಿ"
বৃহৎ পৰিমাণে সমান্তৰাল,ಬೃಹತ್ ಸಮಾನಾಂತರ
মুখীয়াল,ಮುಖ್ಯಸ್ಥ
মাষ্টাৰ কাৰ্ড,ಮಾಸ್ಟರ್ ಕಾರ್ಡ್
"1.হেড ঘড়ী, 2.নিয়ন্ত্ৰক ঘড়ী","1.ಹೆಡ್ ವಾಚ್, 2. ಕಂಟ್ರೋಲರ್ ವಾಚ್"
মূল ক&#39;ন্সোল,ಮುಖ್ಯ ಕನ್ಸೋಲ್
প্ৰাইম ডাটা,ಪ್ರಧಾನ ಡೇಟಾ
মাষ্টাৰ ডায়েগ্ৰাম,ಮಾಸ್ಟರ್ ರೇಖಾಚಿತ್ರ
মাষ্টাৰ ফাইল,ಮಾಸ್ಟರ್ ಫೈಲ್
প্ৰধান গোট,ಪ್ರಮುಖ ಗುಂಪು
মাষ্টাৰ কি&#39;,ಮುಖ್ಯ ಕೀ
মূল লাইব্ৰেৰীৰ টেপসমূহ,ಮುಖ್ಯ ಗ್ರಂಥಾಲಯದ ಟೇಪ್‌ಗಳು
প্ৰাইম প্ৰচেছৰ,ಪ್ರಧಾನ ಪ್ರೊಸೆಸರ್
ফ্লেগশ্বিপ প্ৰগ্ৰেম,ಪ್ರಮುಖ ಕಾರ್ಯಕ್ರಮ
হেড চেণ্টাৰ,ಮುಖ್ಯ ಕೇಂದ್ರ
"১.মাষ্টাৰ টেপ, ২.মাষ্টাৰ টেপ","1.ಮಾಸ್ಟರ್ ಟೇಪ್, 2.ಮಾಸ್ಟರ್ ಟೇಪ್"
"১.প্ৰিন্সিপাল টাৰ্মিনেল, ২.মেইন টাৰ্মিনেল","1.ಪ್ರಧಾನ ಟರ್ಮಿನಲ್, 2.ಮುಖ್ಯ ಟರ್ಮಿನಲ್"
প্ৰধান অধীনস্থ যন্ত্ৰ,ಪ್ರಧಾನ ಅಧೀನ ಸಾಧನ
প্ৰধান অধীনস্থ ব্যৱস্থা,ಪ್ರಧಾನ ಅಧೀನ ವ್ಯವಸ್ಥೆ
"১.মেচ, ২.মেচ, ৩.মিল","1. ಪಂದ್ಯ, 2. ಪಂದ್ಯ, 3. ಭೇಟಿ"
মিল থকা,ಹೊಂದಾಣಿಕೆ
গাণিতিক প্ৰগ্ৰেমিং,ಗಣಿತ ಪ್ರೋಗ್ರಾಮಿಂಗ್
গাণিতিক অনুকৰণ,ಗಣಿತದ ಸಿಮ್ಯುಲೇಶನ್
"১.মেট্ৰিক্স, ২.মেট্ৰিক্স","1.ಮಾತೃಕೆ, 2.ಮಾತೃಕೆ"
"1.মেট্ৰিক্স প্ৰিন্টাৰ, 2.মেট্ৰিক্স প্ৰিন্টাৰ","1.ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಪ್ರಿಂಟರ್, 2.ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಪ್ರಿಂಟರ್"
মেট্ৰিক্স চুইচ,ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಸ್ವಿಚ್
মেট্ৰিক্স টেবুল,ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಟೇಬಲ್
maxi কম্পিউটাৰ,ಮ್ಯಾಕ್ಸಿ ಕಂಪ್ಯೂಟರ್
maxi কম্পিউটাৰ,ಮ್ಯಾಕ್ಸಿ ಕಂಪ್ಯೂಟರ್
শিখৰ মৌল,ಗರಿಷ್ಠ ಅಂಶ
যোগপদ,ಯೋಗಪ್ಯಾಡ್
মেক্সৱেল ডেমন,ಮ್ಯಾಕ್ಸ್ವೆಲ್ ಡ್ಯಾಮನ್
"১.গড়, ২.গড়","1.ಅರ್ಥ, 2.ಅರ್ಥ"
গড় আৰোগ্যৰ সময়,ಅಂದರೆ ಚೇತರಿಕೆಯ ಸಮಯ
বিফলতাৰ অৰ্থ সময়,ವೈಫಲ್ಯ ಎಂದರೆ ಸಮಯ
বিফলতাৰ মধ্যম সময় (m t b f),ವೈಫಲ್ಯ ಸರಾಸರಿ ಸಮಯ (m t b f)
বিফলতাৰ সময় বুজাইছে,ವೈಫಲ್ಯದ ಸಮಯ ಎಂದರ್ಥ
মেৰামতিৰ অৰ্থ সময়,ದುರಸ್ತಿ ಸರಾಸರಿ ಸಮಯ
সংশোধনৰ গড় সময় (MTTR),ತಿದ್ದುಪಡಿ ಸರಾಸರಿ ಸಮಯ (MTTR)
মধ্যমীয়া স্কেল সংহতি (MSI),ಮಧ್ಯಮ ಪ್ರಮಾಣದ ಏಕೀಕರಣ (MSI)
মধ্যম সংহতি (MSI),ಮಧ್ಯಮ ಏಕೀಕರಣ (MSI)
গড় টাৰ্ম সংৰক্ষণ ডিভাইচ,ಸರಾಸರಿ ಪದ ಸಂಗ್ರಹ ಸಾಧನ
প্ৰতি ছেকেণ্ডত মেগা বিট (Mbps),ಮೆಗಾ ಬಿಟ್ ಪ್ರತಿ ಸೆಕೆಂಡಿಗೆ (Mbps)
উপাদান বস্তু,ಘಟಕ ವಸ್ತು
উপাদান ৰেকৰ্ড,ಘಟಕ ದಾಖಲೆ
"১.স্মৃতি, ২.স্মৃতি","1.ನೆನಪು, 2.ನೆನಪು"
"1.মেমৰি এৰে, 2.মেমৰি এৰে","1.ಮೆಮೊರಿ ಅರೇ, 2.ಮೆಮೊರಿ ಅರೇ"
"১/ মেমৰি ফাণ্ড, ২/ মেমৰি বেংক","1. ಮೆಮೊರಿ ಫಂಡ್, 2. ಮೆಮೊರಿ ಬ್ಯಾಂಕ್"
"1.মেমৰি বাফাৰ ৰেজিষ্টাৰ, 2.মেমৰি বাফাৰ ৰেজিষ্টাৰ","1.ಮೆಮೊರಿ ಬಫರ್ ರಿಜಿಸ್ಟರ್, 2.ಮೆಮೊರಿ ಬಫರ್ ರಿಜಿಸ್ಟರ್"
"১.মেমৰি বাছ, ২. মেমৰি বাছ","1.ಮೆಮೊರಿ ಬಸ್, 2. ಮೆಮೊರಿ ಬಸ್"
মেমৰি কাৰ্ড,ಮೆಮೊರಿ ಕಾರ್ಡ್
স্মৃতিশক্তি কোষ,ಮೆಮೊರಿ ಕೋಶ
স্মৃতিশক্তি হেৰুৱা,ಮರೆವು
"1.মেমৰি কোৰ, 2.মেমৰি কোৰ","1.ಮೆಮೊರಿ ಕೋರ್, 2.ಮೆಮೊರಿ ಕೋರ್"
স্মৃতি চক্ৰ,ಮೆಮೊರಿ ಚಕ್ರ
"1.মেমৰি ডাটা ৰেজিষ্টাৰ, 2.মেমৰি ডাটা ৰেজিষ্টাৰ","1.ಮೆಮೊರಿ ಡೇಟಾ ರಿಜಿಸ್ಟರ್, 2.ಮೆಮೊರಿ ಡೇಟಾ ರಿಜಿಸ್ಟರ್"
"1.মেমৰি ডাম্প ,2.মেমৰি ডাম্প","1.ಮೆಮೊರಿ ಡಂಪ್, 2.ಮೆಮೊರಿ ಡಂಪ್"
"1.মেমৰি এক্সচেঞ্জ, 2.মেমৰি এক্সচেঞ্জ","1.ಮೆಮೊರಿ ಎಕ್ಸ್ಚೇಂಜ್, 2.ಮೆಮೊರಿ ಎಕ್ಸ್ಚೇಂಜ್"
"1.স্মৃতিৰ স্তৰ, 2.স্মৃতিৰ স্তৰ","1.ಸ್ಮೃತಿ ಕ್ರಮಾನುಗತ, 2.ಮೆಮೊರಿ ಶ್ರೇಣಿ"
স্মৃতিশক্তিৰ নিৰ্দেশনা,ಮೆಮೊರಿ ಸೂಚನೆ
"১.স্মৃতি ব্যৱস্থাপনা, ২.স্মৃতি ব্যৱস্থাপনা","1.ಮೆಮೊರಿ ಮ್ಯಾನೇಜ್ಮೆಂಟ್, 2.ಮೆಮೊರಿ ಮ್ಯಾನೇಜ್ಮೆಂಟ್"
"1.মেমৰি মেপ, 2.মেমৰি মেপ","1.ಮೆಮೊರಿ ಮ್ಯಾಪ್, 2.ಮೆಮೊರಿ ಮ್ಯಾಪ್"
"1. মেমৰি মেপ কৰা আউটপুট, 2. ইনপুট, 3. মেমৰি মেপ কৰা I/O","1. ಮೆಮೊರಿ ಮ್ಯಾಪ್ ಮಾಡಿದ ಔಟ್‌ಪುಟ್, 2. ಇನ್‌ಪುಟ್, 3. ಮೆಮೊರಿ ಮ್ಯಾಪ್ ಮಾಡಿದ I/O"
"1.মেমৰি মডেল, 2.মেমৰি মডেল, 3.মেমৰি মডেল","1.ಮೆಮೊರಿ ಮಾಡೆಲ್, 2.ಮೆಮೊರಿ ಮಾಡೆಲ್, 3.ಮೆಮೊರಿ ಮಾಡೆಲ್"
"1.মেমৰি মডিউল, 2.মেমৰি মডিউল","1.ಮೆಮೊರಿ ಮಾಡ್ಯೂಲ್, 2.ಮೆಮೊರಿ ಮಾಡ್ಯೂಲ್"
"1.মেমৰি সূচী ৰেজিষ্টাৰ, 2.মেমৰি সূচী ৰেজিষ্টাৰ","1.ಮೆಮೊರಿ ಇಂಡೆಕ್ಸ್ ರಿಜಿಸ್ಟರ್, 2.ಮೆಮೊರಿ ಇಂಡೆಕ್ಸ್ ರಿಜಿಸ್ಟರ್"
মেমৰি শক্তি,ನೆನಪಿನ ಶಕ್ತಿ
স্মৃতিশক্তি সুৰক্ষা,ಮೆಮೊರಿ ರಕ್ಷಣೆ
"1.মেমৰি ৰেফাৰেন্স নিৰ্দেশনা, 2.মেমৰি ৰেফাৰেন্স নিৰ্দেশনা","1.ಮೆಮೊರಿ ರೆಫರೆನ್ಸ್ ಸೂಚನೆ, 2.ಮೆಮೊರಿ ರೆಫರೆನ್ಸ್ ಸೂಚನೆ"
"১.মেমৰি প্ৰগ্ৰেম, ২.মেমৰি প্ৰগ্ৰেম","1.ಮೆಮೊರಿ ಪ್ರೋಗ್ರಾಂ, 2.ಮೆಮೊರಿ ಪ್ರೋಗ್ರಾಂ"
"1.মেমৰি ইউনিট, 2.মেমৰি ইউনিট","1.ಮೆಮೊರಿ ಯೂನಿಟ್, 2.ಮೆಮೊರಿ ಯೂನಿಟ್"
মেনু,ಮೆನು
মেনু বাৰ,ಮೆನು ಬಾರ್
মেনু চালিত,ಮೆನು ಚಾಲಿತ
মেনু নিৰ্বাচন,ಮೆನು ಆಯ್ಕೆ
মূল-চালিত কাৰ্যসূচী,ಮುಖ್ಯ ಚಾಲಿತ ಕಾರ್ಯಕ್ರಮ
"১.অন্তৰ্নিহিত, ২.এত্ৰিত","1.ಅಂತರ್ಗತ, 2.ವಿಲೀನ"
মাৰ্জাৰ এক্সচেঞ্জ সজাই পৰাই তোলা,ವಿಲೀನ ವಿನಿಮಯ ವಿಂಗಡಣೆ
"1. একত্ৰীকৰণ সজাই পৰাই তোলা, 2. কেটেলগ নিৰ্বাচন","1. ವಿಲೀನವನ್ನು ವಿಂಗಡಿಸುವುದು, 2. ಕ್ಯಾಟಲಾಗ್ ಆಯ್ಕೆ"
"১/ একত্ৰীকৰণ, ২. একত্ৰীকৰণ","1. ವಿಲೀನ, 2. ವಿಲೀನ"
জালি নেটৱাৰ্ক,ಜಾಲರಿ ಜಾಲ
বাৰ্তা প্ৰেৰণ,ಸಂದೇಶ ಕಳುಹಿಸುವಿಕೆ
বাৰ্তা,ಸಂದೇಶ
বাৰ্তা প্ৰমাণীকৰণ,ಸಂದೇಶ ದೃಢೀಕರಣ
বাৰ্তা কোষ,ಸಂದೇಶ ಕೋಶ
বাৰ্তা বৰ্তনী,ಸಂದೇಶ ಸರ್ಕ್ಯೂಟ್
বাৰ্তা বিন্যাস,ಸಂದೇಶ ಸ್ವರೂಪ
বাৰ্তা পৰ্টে,ಸಂದೇಶದ ಹೆಡರ್
বাৰ্তা ধৰণ,ಸಂದೇಶ ಮೋಡ್
বাৰ্তা প্ৰেৰণ,ಸಂದೇಶ ಕಳುಹಿಸುವಿಕೆ
"1.বাৰ্তা সজাই পৰাই তোলা, 2.বাৰ্তা সজাই পৰাই তোলা","1.ಸಂದೇಶ ವಿಂಗಡಣೆ, 2.ಸಂದೇಶ ವಿಂಗಡಣೆ"
বাৰ্তা লাইন,ಸಂದೇಶ ಸಾಲು
বাৰ্তা চুইচ,ಸಂದೇಶ ಸ್ವಿಚ್
বাৰ্তাৰ লিখনী,ಸಂದೇಶ ಪಠ್ಯ
বাৰ্তা স্থানান্তৰ এজেন্ট,ಸಂದೇಶ ವರ್ಗಾವಣೆ ಏಜೆಂಟ್
চুপাৰ এছেম্বলাৰ,ಸೂಪರ್ ಅಸೆಂಬ್ಲರ್
মেটাক্লাছ,ಮೆಟಾಕ್ಲಾಸ್
