Bengali,Odiya
নিউট্রন ক্ষয়,ନିଉଟ୍ରନ୍ କ୍ଷୟ |
নিউট্রন অবক্ষয়,ନ୍ୟୁଟ୍ରନ୍ ଡ଼ିଗ୍ରେଡେସନ୍ |
নিউট্রন ঘনত্ব,ନ୍ୟୁଟ୍ରନ୍ ସାନ୍ଧ୍ରତା |
নিউট্রন ডিটেক্টর,ନ୍ୟୁଟ୍ରନ୍ ଡିଟେକ୍ଟର୍ |
নিউট্রন বিবর্তন,ନ୍ୟୁଟ୍ରନ୍ ବିଭାଜନ |
নিউট্রন ডিফ্র্যাক্টোমিটার,ନ୍ୟୁଟ୍ରନ୍ ଡିଫ୍ରାକ୍ଟୋମିଟର |
নিউট্রন বিস্তার,ନ୍ୟୁଟ୍ରନ୍ ବିସ୍ତାର |
নিউট্রন ডোজ,ନ୍ୟୁଟ୍ରନ୍ ଡୋଜ |
নিউট্রন অর্থনীতি,ନ୍ୟୁଟ୍ରନ୍ ଅର୍ଥନୀତି |
নিউট্রন প্রভাব,ନିଉଟ୍ରନ୍ ପ୍ରଭାବ |
নিউট্রন শক্তি শ্রেণী,ନ୍ୟୁଟ୍ରନ୍ ଶକ୍ତି ଶ୍ରେଣୀ |
নিউট্রন অতিরিক্ত,ନ୍ୟୁଟ୍ରନ୍ ଅତ୍ୟଧିକ |
নিউট্রন অতিরিক্ত,ନ୍ୟୁଟ୍ରନ୍ ଅତ୍ୟଧିକ |
নিউট্রন প্রবাহ,ନ୍ୟୁଟ୍ରନ୍ ଫ୍ଲକ୍ସ |
নিউট্রন গামা রেকর্ডার,ନ୍ୟୁଟ୍ରନ୍ ଗାମା ରେକର୍ଡର୍ |
নিউট্রনের অর্ধেক জীবন,ନ୍ୟୁଟ୍ରନ୍ ର ଅଧା ଜୀବନ |
নিউট্রন শক্ত হওয়া,ନ୍ୟୁଟ୍ରନ୍ କଠିନତା |
"নিউট্রন সমান্তরাল, নিউট্রন হাউইটজার","ନ୍ୟୁଟ୍ରନ୍ ସମାନ୍ତରାଳ, ନିଉଟ୍ରନ୍ ହାୱିଜର୍ |"
নিউট্রন ইন্ডাকটিভ স্ক্যাটারিং বিক্রিয়া,ନ୍ୟୁଟ୍ରନ୍ ଇନ୍ଦୁକ୍ଟିଭ୍ ବିଛାଇବା ପ୍ରତିକ୍ରିୟା |
নিউট্রন বিকিরণ,ନ୍ୟୁଟ୍ରନ୍ ବିକିରଣ |
নিউট্রো অলসতা,ନ୍ୟୁଟ୍ରୋ ଲଘୁଚାପ |
নিউট্রন বয়স,ନ୍ୟୁଟ୍ରନ୍ ବୟସ |
নিউট্রন নথি,ନ୍ୟୁଟ୍ରନ୍ ଡକ୍ୟୁମେଣ୍ଟ୍ |
নিউট্রন অথরিং,ନ୍ୟୁଟ୍ରନ୍ ଲେଖକ |
নিউট্রন অথরিং পদ্ধতি,ନ୍ୟୁଟ୍ରନ୍ ଲେଖକ ପଦ୍ଧତି |
নিউট্রন চৌম্বকীয় মুহূর্ত,ନ୍ୟୁଟ୍ରନ୍ ଚୁମ୍ବକୀୟ ମୁହୂର୍ତ୍ତ |
নিউট্রন একরঙা,ନ୍ୟୁଟ୍ରନ୍ ମୋନୋକ୍ରୋମେଟର୍ |
নিউট্রন সমৃদ্ধকরণ ফ্যাক্টর,ନ୍ୟୁଟ୍ରନ୍ ସମୃଦ୍ଧ କାରକ |
নিউট্রন সংখ্যা,ନ୍ୟୁଟ୍ରନ୍ ସଂଖ୍ୟା |
নিউট্রন অপটিক্স,ନ୍ୟୁଟ୍ରନ୍ ଅପ୍ଟିକ୍ସ |
নিউট্রন পদার্থবিদ্যা,ନ୍ୟୁଟ୍ରନ୍ ପଦାର୍ଥ ବିଜ୍ଞାନ |
"নিউট্রন-প্রোটন মডেল, নিউট্রন-প্রোটন মডেল","ନ୍ୟୁଟ୍ରନ୍-ପ୍ରୋଟନ୍ ମଡେଲ୍, ନ୍ୟୁଟ୍ରନ୍-ପ୍ରୋଟନ୍ ମଡେଲ୍ |"
নিউট্রন বিকিরণ ক্যাপচার,ନ୍ୟୁଟ୍ରନ୍ ବିକିରଣ କ୍ୟାପଚର୍ |
নিউট্রন বিকিরণ চিত্র,ନ୍ୟୁଟ୍ରନ୍ ବିକିରଣ ଚିତ୍ରଣ |
নিউট্রন কাউন্টারব্যালেন্সার,ନ୍ୟୁଟ୍ରନ୍ କାଉଣ୍ଟରବାଲାନ୍ସର୍ |
নিউট্রন-প্রতিফলিত কণা,ନିଉଟ୍ରନ୍-ପ୍ରତିଫଳିତ କଣିକା |
নিউট্রন প্রতিফলন,ନ୍ୟୁଟ୍ରନ୍ ପ୍ରତିଫଳନ |
নিউট্রন সমৃদ্ধ,ନ୍ୟୁଟ୍ରନ୍ ସମୃଦ୍ଧ |
নিউট্রন বিক্ষিপ্তকরণ,ନିଉଟ୍ରନ୍ ବିଛାଇବା |
নিউট্রন নির্বাচন,ନିଉଟ୍ରନ୍ ଚୟନ |
নিউট্রন উৎপত্তি,ନ୍ୟୁଟ୍ରନ୍ ଉତ୍ପତ୍ତି |
"নিউট্রন স্পেকট্রোমিটার, নিউট্রন স্পেকট্রোমিটার","ନ୍ୟୁଟ୍ରନ୍ ସ୍ପେକ୍ଟ୍ରୋମିଟର, ନ୍ୟୁଟ୍ରନ୍ ସ୍ପେକ୍ଟ୍ରୋମିଟର |"
নিউট্রন স্পেকট্রোস্কোপি,ନ୍ୟୁଟ୍ରନ୍ ସ୍ପେକ୍ଟ୍ରସ୍କୋପି |
নিউট্রন তাপ,ନିଉଟ୍ରନ୍ ଉତ୍ତାପ |
নিউট্রন ট্রানজিট তত্ত্ব,ନ୍ୟୁଟ୍ରନ୍ ଗମନାଗମନ ସିଦ୍ଧାନ୍ତ |
নিউট্রন টারবাইন,ନ୍ୟୁଟ୍ରନ୍ ଟର୍ବାଇନ୍ |
নিউট্রন বেগ পরিবর্তনশীল,ନ୍ୟୁଟ୍ରନ୍ ବେଗ ଭେରିଏବଲ୍ |
"নিউট্রন উৎপাদন, নিউট্রন পণ্য","ନିଉଟ୍ରନ୍ ଉତ୍ପାଦନ, ନିଉଟ୍ରନ୍ ଉତ୍ପାଦ |"
নিউট্রন ট্রানজিশন,ନ୍ୟୁଟ୍ରନ୍ ସଂକ୍ରମଣ
নিরপেক্ষ বৃত্তের সীমানা,ନିରପେକ୍ଷ ବୃତ୍ତ ସୀମା |
নস্টালজিক বৃত্ত,ନାଷ୍ଟାଲଜିକ୍ ବୃତ୍ତ |
নেভা-পর্দা,ନେଭା-ପରଦା |
সংবাদ সম্প্রচার,ସମ୍ବାଦ ପ୍ରସାରଣ |
সংবাদ সম্প্রচারক,ସମ୍ବାଦ ପ୍ରସାରଣକାରୀ |
নিউটনের শীতলতার সূত্র,ନ୍ୟୁଟନ୍ କୁଲିଂର ନିୟମ |
নিউটনের মাধ্যাকর্ষণ সূত্র,ନ୍ୟୁଟନ୍ ର ମାଧ୍ୟାକର୍ଷଣ ନିୟମ |
নিউটনের প্রতিরোধের সূত্র,ନ୍ୟୁଟନ୍ ପ୍ରତିରୋଧର ନିୟମ |
নিউটনের গতির সূত্র,ନ୍ୟୁଟନ୍ ଗତିର ନିୟମ |
নিউটন রিং,ନ୍ୟୁଟନ୍ ରିଙ୍ଗ୍ |
নিউটনের আলোর তত্ত্ব,ନ୍ୟୁଟନ୍ ର ଆଲୋକର ସିଦ୍ଧାନ୍ତ |
নিউটনিয়ান ধারণা,ନ୍ୟୁଟୋନିଆନ୍ ଧାରଣା |
নিউটনিয়ান প্রবাহ,ନ୍ୟୁଟୋନିଆନ୍ ପ୍ରବାହ |
নিউটনিয়ান তরল,ନ୍ୟୁଟୋନିୟନ୍ ତରଳ |
newtany ফোকাস,ନ୍ୟୁଟାନି ଫୋକସ୍ |
নিউটনের ঘর্ষণ সূত্র,ନ୍ୟୁଟନ୍ ର ଘର୍ଷଣ ନିୟମ |
নিউটনিয়ান তরল,ନ୍ୟୁଟୋନିୟନ୍ ତରଳ |
নিউটানি মেকানিক্স,ନ୍ୟୁଟାନି ମେକାନିକ୍ସ |
নিউটনিয়ান সম্ভাব্য শক্তি,ନ୍ୟୁଟୋନିୟନ୍ ସମ୍ଭାବ୍ୟ ଶକ୍ତି |
নিউটনি নির্দেশনা ফ্রেম,newtney ନିର୍ଦ୍ଦେଶ ଫ୍ରେମ୍ |
"নিউটন টেলিস্কোপ, নিউটন টেলিস্কোপ","ନ୍ୟୁଟନ୍ ଟେଲିସ୍କୋପ୍, ନ୍ୟୁଟନ୍ ଟେଲିସ୍କୋପ୍ |"
নিউটনিয়ান রূপান্তর,ନ୍ୟୁଟୋନିଆନ୍ ପରିବର୍ତ୍ତନ
নিউটনিয়ান বেগ,ନ୍ୟୁଟୋନିୟନ୍ ବେଗ
নিউটনিয়ান সান্দ্রতা,ନ୍ୟୁଟୋନିଆନ୍ ସାନ୍ଦ୍ରତା |
দ্বিতীয় সংলগ্ন প্রতিবেশী,ଦ୍ୱିତୀୟ ପାଖ ପଡୋଶୀ |
"নিক্যাড ব্যাটারি, নিকেল ক্যাডমিয়াম ব্যাটারি","ନିକାଦ ବ୍ୟାଟେରୀ, ନିକେଲ କ୍ୟାଡମିୟମ ବ୍ୟାଟେରୀ |"
নিকেল-লোহার ব্যাটারি,ନିକେଲ୍-ଲୁହା ବ୍ୟାଟେରୀ |
আউট,ବାହାରେ
নিকেল প্রিজম,ନିକେଲ୍ ପ୍ରିଜିମ୍ |
নীল তাপ,ନୀଳ ଉତ୍ତାପ |
neer ভর স্পেকট্রোগ্রাফার,ନିର ମାସ ସ୍ପେକ୍ଟ୍ରୋଗ୍ରାଫର୍ |
রাতের মেরুকরণ ত্রুটি,ରାତି ପୋଲାରାଇଜେସନ୍ ତ୍ରୁଟି |
রাতের যুদ্ধ বিমান,ରାତ୍ରି ଯୁଦ୍ଧ ବିମାନ |
রাতের পরিসীমা,ରାତି ପରିସର
রাতের দৃষ্টি,ରାତି ଦର୍ଶନ
রাতের সংকেত,ରାତ୍ରି ସଙ୍କେତ
শব্দ বিকিরণ,ଶବ୍ଦ ବିକିରଣ |
রাতের আলো বর্ণালী,ରାତ୍ରି ଆଲୋକ ସ୍ପେକ୍ଟ୍ରମ୍ |
রাতের দৃষ্টি পরিসীমা,ରାତ୍ରି ଦର୍ଶନ ପରିସର |
নাইট ভিশন দূরবীন,ରାତ୍ରି ଦର୍ଶନ ବାଇନୋକୁଲାର |
নাইট ভিশন দূরবীন,ରାତ୍ରି ଦର୍ଶନ ବାଇନୋକୁଲାର |
নীল,ନୀଳ
নিপকো বৃত্ত,ନିପକୋ ସର୍କଲ୍ |
নিপকো ডিস্ক সিস্টেম,ନିପ୍କୋ ଡିସ୍କ ସିଷ୍ଟମ୍ |
বোনা,ବୁଣା
নাইট্রিল,ନାଇଟ୍ରାଇଲ୍ |
নিজস্ব নির্দেশ,ନିଜର ନିର୍ଦ୍ଦେଶ
দ্রুত অপারেশন,ଶୀଘ୍ର କାର୍ଯ୍ୟ
শূন্য লোড বৈশিষ্ট্য,ଶୂନ୍ୟ ଭାର ବ characteristics ଶିଷ୍ଟ୍ୟଗୁଡିକ
শূন্য লোড অবস্থা,ଶୂନ ଲୋଡ୍ ଅବସ୍ଥା
শূন্য লোড ক্ষতি,ଶୂନ୍ୟ ଭାର ହ୍ରାସ |
শূন্য লোড সংযোগ বিচ্ছিন্নকারী,ଶୂନ ଲୋଡ୍ ବିଚ୍ଛିନ୍ନକର୍ତ୍ତା |
অ-অপারেশন নির্দেশনা,ଅଣ-ଅପରେସନ୍ ନିର୍ଦ୍ଦେଶ
সূক্ষ্ম ধাতু,ସୂକ୍ଷ୍ମ ଧାତୁ |
খসড়া,ଡ୍ରାଫ୍ଟ
ক্রোনোমিটার,କ୍ରୋନୋମିଟର
নাইট কর্পস,ନାଇଟ୍ କର୍ପସ୍ |
রাতের বিপরীত,ରାତିର ଓଲଟା |
নোড বিশ্লেষণ,ନୋଡ୍ ବିଶ୍ଳେଷଣ |
ফিল্টার ডায়াগ্রাম,ଫିଲ୍ଟର ଚିତ୍ର
নোড সমীকরণ,ନୋଡ୍ ସମୀକରଣ
পরিস্রাবণ অর্ধ-সলিড,ଫିଲ୍ଟରେଟ୍ ସେମିସୋଲିଡ୍ |
"nodular সমতল, nodular সমতল","ନୋଡୁଲାର ପ୍ଲେନ, ନୋଡୁଲାର ପ୍ଲେନ |"
ফিল্টার নীচে,ଫିଲ୍ଟର୍ ତଳ |
"নোড পয়েন্ট, নোড পয়েন্ট, ক্লিভেজ পয়েন্ট, পরিস্রাবণ পয়েন্ট, পতন বিন্দু","ନୋଡ୍ ପଏଣ୍ଟ, ନୋଡ୍ ପଏଣ୍ଟ, କ୍ଲିଭେଜ୍ ପଏଣ୍ଟ, ଫିଲ୍ଟ୍ରେସନ୍ ପଏଣ୍ଟ, ପତନ ପଏଣ୍ଟ |"
ফিল্টার পয়েন্ট কীিং,ଫିଲ୍ଟର୍ ପଏଣ୍ଟ କିଙ୍ଗ୍ |
উন্নত স্লাইড,ଉନ୍ନତ ସ୍ଲାଇଡ୍
ফিল্টার পৃষ্ঠা,ଫିଲ୍ଟର୍ ପୃଷ୍ଠା |
অপজাত সম্বন্ধীয়,ଅବକ୍ଷୟକାରୀ |
"node, node, leaf, nirti, filtrate, condyle, গিঁট","ନୋଡ୍, ନୋଡ୍, ପତ୍ର, ନିର୍ତି, ଫିଲ୍ଟରେଟ୍, କଣ୍ଡିଲ୍, ଗଣ୍ଠି |"
শব্দ জেনারেটর,ଶବ୍ଦ ଜେନେରେଟର
শব্দ হ্রাস,ଶବ୍ଦ ହ୍ରାସ
নয়েজ ইনহিবিটার,ଶବ୍ଦ ନିରୋଧକ |
"noise, noise","ଶବ୍ଦ, ଶବ୍ଦ"
গোলমাল বিশ্লেষণ,ଶବ୍ଦ ବିଶ୍ଳେଷଣ |
শব্দের সম্পর্ক,ଶବ୍ଦ ସମ୍ବନ୍ଧ
নয়েজ ব্যান্ড-এক্সটেনশন,ଶବ୍ଦ ବ୍ୟାଣ୍ଡ-ବିସ୍ତାର
নয়েজ প্রুফ মাইক্রোফোন,ଶବ୍ଦ ପ୍ରୁଫ୍ ମାଇକ୍ରୋଫୋନ୍ |
রেভ কোট্রান,rave kotran
শব্দ নিয়ন্ত্রণ,ଶବ୍ଦ ନିୟନ୍ତ୍ରଣ
শোরগোল বর্তমান জেনারেটর,କୋଳାହଳ କରେଣ୍ଟ ଜେନେରେଟର |
গোলমাল ডায়োড,ଶବ୍ଦ ଡାୟୋଡ୍ |
শব্দ সমতুল্য শক্তি,ଶବ୍ଦ ସମାନ ଶକ୍ତି |
গোলমাল সমতুল্য প্রতিরোধের,ଶବ୍ଦ ସମାନ ପ୍ରତିରୋଧ |
গোলমাল ত্রুটি,ଶବ୍ଦ ତ୍ରୁଟି |
রাবঙ্ক,ravank
শব্দ ক্ষেত্রের শক্তি,ଶବ୍ଦ କ୍ଷେତ୍ର ଶକ୍ତି
গোলমাল সহগ,ଶବ୍ଦ କୋଏଫିସିଏଣ୍ଟ୍ |
শব্দ পরিশোধন,ଶବ୍ଦ ଫିଲ୍ଟର୍ |
শব্দ মুক্ত সিস্টেম,ଶବ୍ଦ ମୁକ୍ତ ସିଷ୍ଟମ୍ |
সশব্দ,କୋଳାହଳ
শব্দ উচ্চতার মাত্রা,ଶବ୍ଦ ଉଚ୍ଚତା ସ୍ତର |
শব্দ সীমাবদ্ধকারী,ଶବ୍ଦ ସୀମା
হাইগ্রোমিটার,ହାଇଗ୍ରୋମିଟର
নয়েজ মড্যুলেশন,ଶବ୍ଦ ମୋଡ୍ୟୁଲେସନ୍ |
শব্দ দূষণ,ଶବ୍ଦ ପ୍ରଦୂଷଣ
শব্দ শক্তি,ଶବ୍ଦ ଶକ୍ତି
শব্দ প্রতিরোধী,ଶବ୍ଦ ପ୍ରତିରୋଧକ |
শব্দ দমন,ଶବ୍ଦ ଦମନ
গোলমাল রেটিং,ଶବ୍ଦ ମୂଲ୍ୟାୟନ
শব্দ অনুপাত,ଶବ୍ଦ ଅନୁପାତ
শব্দ স্যাঁতসেঁতে অ্যান্টেনা সিস্টেম,ଶବ୍ଦ ଡମ୍ପିଂ ଆଣ୍ଟେନା ସିଷ୍ଟମ୍ |
শব্দ স্যাঁতসেঁতে সহগ,ଶବ୍ଦ ଡମ୍ପିଂ କୋଏଫିସିଏଣ୍ଟ୍ |
নয়েজ প্লেব্যাক ব্যান্ড,ଶବ୍ଦ ପ୍ଲେକ୍ ବ୍ୟାଣ୍ଡ |
শব্দ তাপমাত্রা,ଶବ୍ଦ ତାପମାତ୍ରା
শব্দ তাপমাত্রা সমতুল্য,ଶବ୍ଦ ତାପମାତ୍ରା ସମାନ |
শব্দ থার্মোমিটার,ଶବ୍ଦ ଥର୍ମୋମିଟର |
নয়েজ ইউনিট,ଶବ୍ଦ ଏକକ |
নয়েজ ভোল্টেজ জেনারেটর,ଶବ୍ଦ ଭୋଲଟେଜ୍ ଜେନେରେଟର
ravata,ରାଭାଟା |
নাম ব্যান্ড,ନାମ ବ୍ୟାଣ୍ଡ |
নামমাত্র ফ্রিকোয়েন্সি,ନାମକରଣ ଫ୍ରିକ୍ୱେନ୍ସି |
নামমাত্র প্রতিবন্ধকতা,ନାମମାତ୍ର ପ୍ରତିବନ୍ଧକ |
নামমাত্র লাইন এক্সটেনশন,ନାମକରଣ ରେଖା ବିସ୍ତାର
প্রান্তিককরণ চার্ট,ଆଲାଇନ୍ମେଣ୍ଟ ଚାର୍ଟ
অ বন্ধন ইলেকট্রন জোড়া,ଅଣ ବନ୍ଧନ ଇଲେକ୍ଟ୍ରୋନ ଯୋଡି |
অ বন্ধন আণবিক অরবিটাল,ଅଣ-ବନ୍ଧନ ମଲିକୁଲାର କକ୍ଷପଥ |
নন-কন্ডাক্টিং কাপলিং,ଅଣ-ପରିଚାଳନା କପଲିଂ |
শীতল এলাকা,ଶୀତଳ କ୍ଷେତ୍ର |
স্কেলার মাইক্রোফোন,ସ୍କାଲାର୍ ମାଇକ୍ରୋଫୋନ୍ |
অবিচ্ছেদ্য,ଅବିଚ୍ଛେଦ୍ୟ |
অন্যান্য ইলেকট্রনিক্স,ଅନ୍ୟ ଇଲେକ୍ଟ୍ରୋନିକ୍ସ |
অপরিবর্তনীয় বল,ଅଦୃଶ୍ୟ ଶକ୍ତି |
ভারবহন সময়কাল,ପ୍ରସବ ଅବଧି
প্রবর্তক কুণ্ডলী,ଇନ୍ଦ୍ରିୟାତ୍ମକ କୋଇଲିଂ |
অ-রৈখিক অবিচ্ছেদ্য সমীকরণ,ଅଣ-ର ar ଖ୍ୟ ଇଣ୍ଟିଗ୍ରାଲ୍ ସମୀକରଣ |
নন-লিনিয়ার প্রোগ্রামিং,ଅଣ-ର ar ଖ୍ୟ ପ୍ରୋଗ୍ରାମିଂ |
নন-লিনিয়ার টাইম বেস,ଅଣ-ର ar ଖ୍ୟ ସମୟ ଆଧାର |
অ-রৈখিকতা,ଅଣ-ର ar ଖିକତା |
অরৈখিক বিকৃতি,ଅଣନ ar ତିକ ବିକୃତି |
ভগ্নাংশ ইয়াম,ଭଗ୍ନାଂଶ ୟାମ
আলেখে রিলে,ଆଲେକି ରିଲେ |
অসামঞ্জস্যপূর্ণ স্বন,ଅସନ୍ତୁଷ୍ଟ ସ୍ୱର |
অ নেতিবাচক চার্জ,ଅଣ ନକାରାତ୍ମକ ଚାର୍ଜ |
অ নেতিবাচক সীমাবদ্ধতা,ଅଣ ନକାରାତ୍ମକ ପ୍ରତିବନ୍ଧକ |
"আন-ওম সার্কিট, অ-রৈখিক পরিধি","un-ohm ସର୍କିଟ, ଅଣ-ରେଖା ପରିସର |"
অ-ওমিক যোগাযোগ,ଅଣ-ଓହମିକ୍ ଯୋଗାଯୋଗ |
আন-ওমিক প্রতিরোধ,ଅଣ-ଓହମିକ୍ ପ୍ରତିରୋଧ |
নন-সিকোয়েন্সিং,ଅଣ-କ୍ରମ |
অপোলারাইজড রিলে,ଅଣପୋଲାରାଇଜଡ୍ ରିଲେ |
অনুরণিত ভরাট লাইন,ରେଜୋନାଣ୍ଟ ଫିଲ୍ ଲାଇନ୍ |
অনুরণিত ট্রান্সমিশন লাইন,ରେଜୋନାଣ୍ଟ ଟ୍ରାନ୍ସମିସନ୍ ଲାଇନ୍ |
অনুরণিত তার,ରେଜୋନାଣ୍ଟ ତାର
অনুরণিত অ্যান্টেনা,ରେଜୋନାଣ୍ଟ ଆଣ୍ଟେନା |
পারস্পরিক যোগাযোগ সুইচ,ପ୍ରତିକ୍ରିୟା ସୁଇଚ୍
নন-সঞ্চয়কারী ক্যামেরা টিউব,ଅଣ-ଜମାକାରୀ କ୍ୟାମେରା ଟ୍ୟୁବ୍ |
অ্যাসিঙ্ক্রোনাস,ଅସନ୍ତୁଳିତ |
অ-তাপীয় বিকিরণ,ଅଣ-ତାପଜ ବିକିରଣ |
অ-শোষক মাধ্যম,ଅବଶୋଷଣକାରୀ ମାଧ୍ୟମ |
অ-সক্রিয়,ଅଣ-ସକ୍ରିୟ |
মৌলিক সংখ্যা,ମୌଳିକ ସଂଖ୍ୟା
আরেকটি adiabatic প্রতিক্রিয়া,ଅନ୍ୟ ଏକ ଆଡିଆବିକ୍ ପ୍ରତିକ୍ରିୟା |
"adiabatic সংক্রমণ, একটি adiabatic সংক্রমণ","ଆଡିଆବାଟିକ୍ ସଂକ୍ରମଣ, ଏକ ଆଡିଆବିକ୍ ସଂକ୍ରମଣ |"
অক্ষীয় দিক,ଅକ୍ଷୀୟ ଦିଗ |
অ-কালো বস্তু,ଅଣ-କଳା ବସ୍ତୁ |
বন্ধনহীন ইলেকট্রন,ଅଣ ବନ୍ଧନ ଇଲେକ୍ଟ୍ରନ୍ |
captureless disintegration,କ୍ୟାପଚରହୀନ ବିଚ୍ଛିନ୍ନତା |
কেন্দ্রীয় সংঘর্ষ,କେନ୍ଦ୍ରୀୟ ଧକ୍କା |
কেন্দ্রীয় আত্মবিশ্বাসের ব্যবধান,କେନ୍ଦ୍ରୀୟ ଆତ୍ମବିଶ୍ୱାସ ବ୍ୟବଧାନ |
কেন্দ্রীয় বিতরণ,କେନ୍ଦ୍ରୀୟ ବଣ୍ଟନ |
কেন্দ্রমুখী বল,ସେଣ୍ଟ୍ରିପେଟାଲ୍ ଫୋର୍ସ |
অপকেন্দ্র বল,ସେଣ୍ଟ୍ରିଫୁଗୁଲ୍ ଫୋର୍ସ |
অ-সঞ্চালন এলাকা,ଅଣ-ସର୍କୁଲାର୍ କ୍ଷେତ୍ର |
প্রতিপত্তি,ପ୍ରତିଷ୍ଠା
অসামঞ্জস্যপূর্ণ প্রভাব,ଅନୁପଯୁକ୍ତ ପ୍ରଭାବ |
অসম বৃষ্টিপাত,ଅସମାନ ବର୍ଷା
অ প্রান্তিককরণ,ଅଣ-ଶ୍ରେଣୀବଦ୍ଧତା |
সমরেখাবিহীন পরমাণু,ଅଣ କଲିନାର୍ ପରମାଣୁ |
এলোমেলো মেঝে,ଅନିୟମିତ ଚଟାଣ |
অ বিনিময়যোগ্যতা,ଅଦଳବଦଳ
অস্তরক,ଡାଇଲେକ୍ଟ୍ରିକ୍ |
অ-রক্ষণশীল শক্তি,ଅଣ-ସଂରକ୍ଷଣ ଶକ୍ତି |
অ-সহযোগী ব্যবস্থা,ଅଣ-ସହଯୋଗୀ ବ୍ୟବସ୍ଥା |
কুলমেট বিক্ষিপ্ত,କୁଲମେଟ ବିଛାଇବା |
লঙ্ঘন নিয়ম,ଉଲ୍ଲଂଘନ ନିୟମ |
স্ফটিক,ସ୍ଫଟିକ୍
অ্যাসাইক্লিক পরিবর্তন,acyclic ପରିବର୍ତ୍ତନ |
অবিকৃত,ଦୁର୍ନୀତିଗ୍ରସ୍ତ
অযোগ্য স্তর,ଅବ g ଧ ସ୍ତର |
দূষিত রাষ্ট্র,ଦୁର୍ନୀତିଗ୍ରସ୍ତ ଅବସ୍ଥା |
অবিনাশী পরিদর্শন,ଅବିସ୍ମରଣୀୟ ଯାଞ୍ଚ |
অ ধ্বংসাত্মক পরীক্ষা,ବିନାଶକାରୀ ପରୀକ୍ଷା |
নন-লিনিয়ার লাইন,ଅଣ-ରେଖା ରେଖା |
অ-প্রসারণ,ଅଣ-ବିସ୍ତାର |
"মাত্রিক, মাত্রিক","ଡାଇମେନ୍ସନାଲ୍, ଡାଇମେନ୍ସନାଲ୍"
স্কেলার অ্যান্টেনা,ସ୍କାଲାର୍ ଆଣ୍ଟେନା |
ক্ষরণ মাধ্যম,ବର୍ଷା
অ-বিচ্ছুরণকারী এক্স-রে শোষণ মিটার,ଅଣ-ବିଛିନ୍ନ ଏକ୍ସ-ରେ ଅବଶୋଷଣ ମିଟର |
শক্তি সংরক্ষণ,ଶକ୍ତି ସଂରକ୍ଷଣ
"শক্তি-সংরক্ষণকারী ভর, পুনর্নবীকরণযোগ্য ভর","ଶକ୍ତି ସଂରକ୍ଷଣ ମାସ, ନବୀକରଣଯୋଗ୍ୟ ମାସ |"
অনির্দেশ্য,ଅପ୍ରତ୍ୟାଶିତ
ইলেক্ট্রোলাইটিক,ଇଲେକ୍ଟ୍ରୋଲାଇଟିକ୍ |
ইলেক্ট্রোম্যাগনেটিক,ବ elect ଦ୍ୟୁତିକ ଚୁମ୍ବକୀୟ
অস্বাভাবিক অবস্থা,ଅସ୍ୱାଭାବିକ ଅବସ୍ଥା |
"অস্বাভাবিক ব্যাধি, ভারসাম্যহীন ব্যাধি","ଅସ୍ୱାଭାବିକ ବ୍ୟାଧି, ଅସନ୍ତୁଳିତ ବ୍ୟାଧି |"
ন্যায়সঙ্গত বন্টন,ସମାନ ବଣ୍ଟନ |
অস্বাভাবিক তাপগতিবিদ্যা,ଅନୋମାଲ୍ ଥର୍ମୋଡାଇନାମିକ୍ସ |
অতুলনীয়তা,ଅସଙ୍ଗତି
"সমান্তরাল ইলেকট্রন, বিভিন্ন অরবিটাল ইলেকট্রন","ସମାନ୍ତରାଳ ଇଲେକ୍ଟ୍ରନ୍, ଭିନ୍ନ ଅର୍ବିଟାଲ୍ ଇଲେକ୍ଟ୍ରନ୍ |"
অ চৌম্বক,ଚୁମ୍ବକୀୟ ନୁହେଁ
অ-চৌম্বকীয় পর্যায়,ଅଣ ଚୁମ୍ବକୀୟ ଚରଣ |
অসম মহাকর্ষীয় ক্ষেত্র,ଅସମାନ ମାଧ୍ୟାକର୍ଷଣ କ୍ଷେତ୍ର |
অনুপাতহীন ঝামেলা,ଅନୁପଯୁକ୍ତ ବିଶୃଙ୍ଖଳା |
অ-হাইড্রোজেন সিস্টেম,ଅଣ-ହାଇଡ୍ରୋଜେନ୍ ସିଷ୍ଟମ୍ |
অ হাইড্রোজেন,ଅଣ ହାଇଡ୍ରୋଜେନ୍ |
আদর্শ গ্যাস,ଆଦର୍ଶ ଗ୍ୟାସ୍ |
আদর্শ মাধ্যম,ଆଦର୍ଶ ମାଧ୍ୟମ |
আদর্শ কন্ডাক্টর,ଆଦର୍ଶ କଣ୍ଡକ୍ଟର |
মডেল সিস্টেম,ମଡେଲ୍ ସିଷ୍ଟମ୍ |
ঢোকানো ইনজেকশন,ଅଣସଂରକ୍ଷିତ ଇଞ୍ଜେକ୍ସନ୍ |
অ প্রবর্তক প্রতিরোধের,ଅଣ-ଇନ୍ଦ୍ରିୟାତ୍ମକ ପ୍ରତିରୋଧ |
দাহ্য,ଜ୍ୱଳନ୍ତ
"দাহ্য, দাহ্য শিখা সহ","ଜ୍ୱଳନ୍ତ, ଜ୍ୱଳନ୍ତ ଅଗ୍ନି ସହିତ |"
অপূর্ণ,ଅସମ୍ପୂର୍ଣ୍ଣ
