Bengali,Assamese
ইনপুট পালস সার্কিট,ইনপুট পালছ বৰ্তনী
বিনিয়োগ নিবন্ধন,বিনিয়োগ পঞ্জীয়ন
বিনিয়োগ শেষ,বিনিয়োগ শেষ
বিনিয়োগের সমতুল্য,বিনিয়োগৰ সমতুল্য
ইনপুট ভোল্টেজ,ইনপুট ভল্টেজ
ইনপুট-আউটপুট মডেল,ইনপুট-আউটপুট মডেল
INR বাফার,INR বাফাৰ
স্রোত প্রবাহ,ইনফ্ল&#39; কাৰেণ্ট
সন্নিবেশ ক্ষতি,সন্নিৱিষ্ট ক্ষতি
তাত্ক্ষণিক নমুনা,তৎক্ষণাত নমুনা সংগ্ৰহ কৰা
তাত্ক্ষণিক ভোল্টেজ,তৎক্ষণাত ভল্টেজ
নাজ স্ট্যান্ড অফ রেশিও,naz ষ্টেণ্ড অফ ৰেচিঅ&#39;
নির্দেশ,নিৰ্দেশনা
নির্দেশ,নিৰ্দেশনা
নির্দেশ চক্র,নিৰ্দেশনা চক্ৰ
নির্দেশ চক্র,নিৰ্দেশনা চক্ৰ
নির্দেশনা ডিকোডার,নিৰ্দেশনা ডিকোডাৰ
"নির্দেশ বিন্যাস, বিন্যাস","নিৰ্দেশনা বিন্যাস, বিন্যাস"
নির্দেশনা রেজিস্টার,নিৰ্দেশনা পঞ্জীয়ন
নির্দেশনাবলী,নিৰ্দেশনা ছেট
নির্দেশ ক্রিয়া,নিৰ্দেশনা ক্ৰিয়া
মেশিন,যন্ত্ৰ
যান্ত্রিকীকরণ,যান্ত্ৰিকীকৰণ
যান্ত্রিকীকরণ পরিবর্ধক,যান্ত্ৰিকীকৰণ পৰিবৰ্ধক
যান্ত্রিকীকরণ ট্রান্সফরমার,যান্ত্ৰিকীকৰণ ট্ৰেন্সফৰ্মাৰ
উত্তাপ গেট,ইনচুলেটেড গেট
প্রতিরোধী গেট ভাগ্য,প্ৰতিৰোধী গেট ভাগ্য
অন্তরক,ইনচুলেটৰ
প্রতিষেধক,এন্টিপাৰ্স্পিৰেণ্ট
INT সংকেত,INT সংকেত
INTA সংকেত,INTA সংকেত
INTE সংকেত,INTE সংকেত
ইন্টিগ্রেটেড সার্কিট (IC),সংহত বৰ্তনী (IC)
ইন্টিগ্রেটেড সার্কিট (IC),সংহত বৰ্তনী (IC)
ইন্টিগ্রেটেড ইনজেকশন লজিক,সংহত ইনজেকচন লজিক
ইন্টিগ্রেটর,ইন্টিগ্ৰেটৰ
intensifier,intensifier
ডিফারেনশিয়াল ট্রান্সডুসার,ডিফাৰেন্সিয়েল ট্ৰেন্সডুচাৰ
আন্তঃইলেকট্রোড ক্যাপাসিট্যান্স,আন্তঃইলেক্ট্ৰ&#39;ড ধাৰণক্ষমতা
ইন্টারফেস,আন্তঃপৃষ্ঠ
ইন্টারফেস চার্জ,আন্তঃপৃষ্ঠ চাৰ্জ
ইন্টারফেস কাপলিং,আন্তঃপৃষ্ঠ সংযোজন
ইন্টারফেস সার্কিট,আন্তঃপৃষ্ঠ বৰ্তনী
হস্তক্ষেপ ক্ষয়,হস্তক্ষেপ ক্ষীণকৰণ
হস্তক্ষেপ ফিল্টার,হস্তক্ষেপ ফিল্টাৰ
সিন্যাপস স্ক্যানিং,চিনেপ্স স্কেনিং
সিন্যাপ্স,চিনেপ্স
আন্তঃবন্ধন হ্যান্ড শেক,আন্তঃবন্ধন হেণ্ড শ্বেক
মধ্যবর্তী ফ্রিকোয়েন্সি (IF),মধ্যৱৰ্তী কম্পাঙ্ক (IF)
মধ্য ফ্রিকোয়েন্সি,মধ্যম কম্পাঙ্ক
বিরতিহীন ব্যর্থতা,মাজে মাজে বিফলতা
ইন্টারমডুলেশন,আন্তঃমডুলেচন
ইন্টারমডুলেশন বিকৃতি (IMD),আন্তঃমডুলেচন বিকৃতি (IMD)
অভ্যন্তরীণ ফ্রিকোয়েন্সি ক্ষতিপূরণ,আভ্যন্তৰীণ কম্পাঙ্ক ক্ষতিপূৰণ
দোভাষী,ব্যাখ্যাকৰোতা
বাধা,মাজতে বাধা দিয়া
বাধা,মাজতে বাধা দিয়া
অবিচ্ছিন্ন একটানা তরঙ্গ (ICW),বিচ্ছিন্ন অবিৰত তৰংগ (ICW)
ইন্টার সিম্বল ইন্টারফারেন্স (আইএসআই),আন্তঃপ্ৰতীক হস্তক্ষেপ (ISI)
বিঘ্নিত নিবন্ধন,ৰেজিষ্টাৰত বাধা দিয়া
বাধা সংকেত,বাধা সংকেত
বস্তুগত অর্থ,বস্তুগত ধন
ইনভার্স ফুরিয়ার ট্রান্সফর্ম (IFT),বিপৰীত ফুৰিয়েৰ ৰূপান্তৰ (IFT)
বিপরীত স্তর,বিপৰীত স্তৰ
বিপরীত বিদ্যুৎ সরবরাহ,ৰিভাৰ্ছ পাৱাৰ চাপ্লাই
বিপরীত,বিপৰীতমুখী
বিপরীত,বিপৰীতমুখী
বিপরীত যোজক,বিপৰীত যোগকৰণ
বিপরীত পরিবর্ধক,ইনভাৰ্ছ এম্প্লিফায়াৰ
বিপরীত পরিবর্ধক,ইনভাৰ্ছ এম্প্লিফায়াৰ
বিপরীত বিনিয়োগ,বিপৰীত বিনিয়োগ
আইও/এম সংকেত,Io/M সংকেত
আইও/আর সংকেত,Io/R সংকেত
জল ladsr,পানী ladsr
আয়ন,আয়ন
আয়ন রোপণ,আয়ন ৰোপণ
আয়ন রোপণ,আয়ন ৰোপণ
আয়ন অনুরণন শোষণ,আয়ন অনুনাদ শোষণ
আয়নকরণ,আয়নীয়কৰণ
আয়নকরণ,আয়নীয়কৰণ
আয়নকরণ বর্তমান,আয়নীয়কৰণ কাৰেণ্ট
আয়নোস্ফিয়ার সংক্রমণ,আয়নমণ্ডল সংক্ৰমণ
আয়নোস্ফিয়ার সংক্রমণ,আয়নমণ্ডল সংক্ৰমণ
লোহার মজ্জা,লোহাৰ কোৰ
লোহার ভ্যান মিটার,লোহাৰ ভেন মিটাৰ
আইএসএ বাস,আই এছ এ বাছ
বিচ্ছিন্ন পরিবর্ধক,আইছ&#39;লেটিং এম্প্লিফায়াৰ
বিভাজক,বিভাজক
আইসোটোপিক বিকিরণ,সমস্থানিক বিকিৰণ
জে/এস অনুপাত,J/S অনুপাত
জ্যাক,jack
জ্যাক প্লাগ,জেক প্লাগ
জে-ডিসপ্লে,j-প্ৰদৰ্শন
চুক্তির ভাগ্য,চুক্তিৰ ভাগ্য
ঝাঁকুনি,জিটাৰ
JK ফ্লিপ-ফ্লপ,জে কে ফ্লিপ-ফ্লপ
জনসন কোড,জনছন কোড
জনসন স্কোরার,johnson স্ক&#39;ৰকাৰী
জনসন রেভ,জনছন ৰেভ
জোন শিয়ারিং সার্কিট,জ&#39;ন ছিয়াৰিং চাৰ্কিট
j-অপারেটর,j-অপাৰেটৰ
জোসেফসন চুক্তি,জোচেফছন চুক্তি
জয়স্টিক,জয়ষ্টিক
পলক,টিপটিপিয়া
সন্ধি,সন্ধি
চুক্তি ধারণ,চুক্তি ধাৰণ কৰা
জংশন ডায়োড,জংচন ডাইঅ&#39;ড
চুক্তি বিচ্ছেদ,চুক্তি পৃথকীকৰণ
যৌথ তাপ,সংযোগস্থলৰ তাপ
জংশন ট্রানজিস্টর,জংচন ট্ৰেঞ্জিষ্টৰ
carnow মানচিত্র,carnow মানচিত্ৰ
কর্নরো অঙ্কন,cornrow অংকন
কেল সহগ,কেল সহগ
কেলভিন ডবল ব্রিজ,কেলভিন ডাবল ব্ৰীজ
কেলভিন ওয়ারস ভোল্টেজ ডিভাইডার,kelvin wars ভল্টেজ ডিভাইডাৰ
ker সেল,ker কোষ
কী বোর্ড,কী বৰ্ড
কী বোর্ড,কী বৰ্ড
কী স্টোরেজ রেজিস্টার,কী সংৰক্ষণ পঞ্জিকা
কীবোর্ড,কিবৰ্ড
কীবোর্ড,কিবৰ্ড
keyed AGC,কীযুক্ত AGC
পাল্টা আঘাত,কাউণ্টাৰ ইনজুৰি
কিলো হার্টজ,কিলো হাৰ্টজ
কির্চফের ধারার আইন,কিৰ্চহফৰ ধাৰাটোৰ আইন
kirchhoff ভোল্টেজ আইন,kirchhoff ভল্টেজ নিয়ম
ভোল্টেজ জানুন,ভল্টেজ জানি লওক
কেভিকে রেটার,কেভিকে ৰেটাৰ
পরীক্ষাগার পাওয়ার সাপ্লাই,পৰীক্ষাগাৰৰ শক্তি যোগান
পরীক্ষাগার মান,পৰীক্ষাগাৰৰ মানদণ্ড
ল্যাভিরিন্থ সন্নিবেশ,লেভিৰিন্থ সন্নিৱিষ্ট কৰক
প্রলক্ষ প্রক্রিয়া,প্ৰলাক্ষ প্ৰক্ৰিয়া
এলিভেটেড ডি/এ কনভার্টার,উচ্চ D/A ৰূপান্তৰক
অনুতাপ,অনুতাপ কৰা
ফিরে ক্ষতিপূরণ পুনর্বিনিয়োগ পরিবর্ধক,পিছলৈ ক্ষতিপূৰণ পুনৰ বিনিয়োগ এম্প্লিফায়াৰ
ল্যামবার্টের কোসাইন নিয়ম,লেম্বাৰ্টৰ ক’চাইন নিয়ম
বাতি রিচার্জ,লেম্প ৰিচাৰ্জ
স্থানীয় নেটওয়ার্ক ম্যানেজার,স্থানীয় নে&#39;টৱৰ্ক ব্যৱস্থাপক
কভার এলাকা,কভাৰ এৰিয়া
আড়াআড়ি মোড,লেণ্ডস্কেপ মোড
আড়াআড়ি মনিটর,লেণ্ডস্কেপ মনিটৰ
ভাষা সমাবেশ,ভাষা একত্ৰিত কৰা
ভাষা প্রসেসর,ভাষা প্ৰচেছৰ
ভাষা অনুরণন প্রোগ্রামিং,ভাষা অনুনাদ প্ৰগ্ৰেমিং
সাধারণ,সাধাৰণ
ল্যাপ্লেস সমীকরণ,লেপ্লেচ সমীকৰণ
ল্যাপ্লেস রূপান্তর,লেপ্লেচ ৰূপান্তৰ
এলএপিএম,এল এ পি এম
ল্যাপটপ কম্পিউটার,লেপটপ কম্পিউটাৰ
LARAM,লাৰাম
বড় ফ্রেম,ডাঙৰ ফ্ৰেম
বড় ব্যাসার্ধ লেবেলিং,বৃহৎ ব্যাসাৰ্ধৰ লেবেলিং
"LSI LSI, বিশাল একীকরণ","এল এছ আই এল এছ আই, বৃহৎ সংহতি"
গণ ইন্টিগ্রেশন (LSI),গণ সংহতি (LSI)
দীর্ঘ সংকেত পরিবর্ধক,দীঘল সংকেত পৰিবৰ্ধক
larmore পরিশোধক,larmore পিউৰিফায়াৰ
লেজার,লেজাৰ
লেজার ডায়োড,লেজাৰ ডাইঅ&#39;ড
লেজার ইঞ্জিন,লেজাৰ ইঞ্জিন
লেজার প্রিন্টার,লেজাৰ প্ৰিন্টাৰ
লেজার স্টোরেজ,লেজাৰ সংৰক্ষণ
লেজার সিল,লেজাৰ চিল
শেষ প্রবেশ প্রস্থান,শেষ প্ৰৱেশৰ প্ৰস্থান
ল্যাচ,লেচ
বন্ধ কুঁচি,লেচ অফ
লেদ শিয়ারিং,লেথ শ্বিয়াৰিং
সুপ্ততা,নিদ্ৰাহীনতা
পার্শ্ব শিয়ারিং সিস্টেম,কাষৰ ছিয়াৰিং ব্যৱস্থা
পার্শ্বীয় বিস্তার,পাৰ্শ্বীয় প্ৰসাৰণ
পাশ্বর্ীয় পিএনপি ট্রানজিস্টর,পাৰ্শ্বীয় পিএনপি ট্ৰেঞ্জিষ্টৰ
সাইড ট্রানজিস্টর,কাষৰ ট্ৰেঞ্জিষ্টৰ
আমি কমিয়ে দিচ্ছি,l ক্ষীণ কৰা
চুক্তির নিয়ম,সন্ধিৰ নিয়ম
স্তর,কোট
স্তর ইন্টারফেস,স্তৰৰ আন্তঃপৃষ্ঠ
আয়নোস্ফিয়ারিক স্তর,আয়নমণ্ডলীয় স্তৰ
স্তর,স্তৰ
রূপরেখা,ৰুপৰেখা
টেমপ্লেট টেমপ্লেট,সাঁচ সাঁচ
আবেদন মূল্যায়ন,আবেদন মূল্যায়ন
এলসি,এল চি
LCALL নির্দেশাবলী,LCALL নিৰ্দেশনা
ld,ld
"নেতৃত্ব, নেতৃত্ব","সীহ, সীহ"
অগ্রাধিকার ক্ষতিপূরণ রিচার্জ পরিবর্ধক,অগ্ৰাধিকাৰ ক্ষতিপূৰণযুক্ত ৰিচাৰ্জ এম্প্লিফায়াৰ
সামনের কোর,ফ্ৰন্ট কোৰ
জারা এনালগ সুইচিং,জাৰণ এনালগ চুইচিং
ক্ষয় প্রবাহ,খহনীয়া প্ৰবাহ
ক্ষয় মোড,খহনীয়া ধৰণ
প্যাডক বাঁশি পরিবর্ধক,পেডক বাঁহী এম্প্লিফায়াৰ
প্যাডক প্লুটি পরীক্ষা,পেডক প্লুটি পৰীক্ষা
শেখার বক্ররেখা,শিক্ষণ বক্ৰ
লিজড লাইন মডেম,লিজড লাইন মডেম
লিজের সময়,লিজৰ সময়
অন্তত অর্থপূর্ণ খেলা,কম অৰ্থপূৰ্ণ খেল
Leclanche শুষ্ক কোষ,লেক্লাঞ্চ শুকান কোষ
হালকা নির্গত ডায়োড,পোহৰ নিৰ্গত কৰা ডাইঅ&#39;ড
LED নির্দেশক,LED সূচক
ঘড়ির কাঁটার বিপরীত মেরুকরণ,ঘড়ীৰ কাঁটাৰ বিপৰীত দিশত মেৰুকৰণ
বাম ন্যায্যতা,বাওঁফালৰ ন্যায্যতা
কিংবদন্তি,কিংবদন্তী
ল্যাঞ্জের আইন,lange ৰ নিয়ম
লিও প্রিন্টার,লিও প্ৰিন্টাৰ
চিঠির গুণমান,চিঠিৰ মানদণ্ড
স্তর সক্রিয় বিনিয়োগ,স্তৰৰ সক্ৰিয় বিনিয়োগ
লেভেল কোডিং,স্তৰৰ ক&#39;ডিং
স্তর স্থানান্তরকারী,লেভেল শ্বিফ্টাৰ
স্তর স্থানান্তর,স্তৰ স্থানান্তৰ
স্তরবিন্যাস,স্তৰবিন্যাস
স্তরের সংবেদনশীল অন্তরায়ম,স্তৰ সংবেদনশীল অন্তৰায়াম
আক্ষরিক শাহান,আক্ষৰিক শ্বাহন
অভিধান,অভিধান
লিডেন জার,লেইডেন জাৰ
দোভাষী সংগ্রহ,দোভাষী সংগ্ৰহ
ক্যারিয়ার বয়স,বাহক বয়স
আলো,পাতল
হালকা বক্ররেখা,পোহৰৰ বক্ৰ
হালকা নির্গত ডায়োড (এলইডি),লাইট ইমিটিং ডাইঅ&#39;ড (LED)
হালকা লাভ,পোহৰৰ লাভ
ফটোমিটার,ফটোমিটাৰ
হালকা লেখনী,পোহৰৰ ষ্টাইলাছ
আলোক নল,পোহৰৰ নলী
সীমাবদ্ধ,limiter
প্রান্তিক বিকিরণ,প্ৰান্তীয় বিকিৰণ
লিন্ডেম্যান ইলেক্ট্রোমিটার,lindemann ইলেক্ট্ৰ&#39;মিটাৰ
লাইন কোড,লাইন ক&#39;ড
লাইন সীমাবদ্ধতা,লাইন নিষেধাজ্ঞা
লাইন ড্রাইভার,লাইন ড্ৰাইভাৰ
লাইন হ্যান্ডলার,লাইন হেণ্ডলাৰ
লাইন ইন্টারফেস,লাইন আন্তঃপৃষ্ঠ
লাইন আউটপুট ট্রান্সফরমার,লাইন আউটপুট ট্ৰেন্সফৰ্মাৰ
লাইন বর্ণালী,ৰেখা বৰ্ণালী
লাইন সিঙ্ক SMPS,লাইন ছিঙ্ক SMPS
লাইন তরঙ্গ ফর্ম,ৰেখা তৰংগ ৰূপ
রৈখিক পরিবর্ধক,ৰৈখিক পৰিবৰ্ধক
লিনিয়ার অ্যারে,ৰৈখিক এৰে
রৈখিক পারস্পরিক সম্পর্ক সহগ,ৰৈখিক সম্পৰ্ক সহগ
রৈখিক বিকৃতি,ৰৈখিক বিকৃতি
রৈখিক ঢাল সংযোগ,ৰৈখিক ঢাল সংযোগ
রৈখিক হস্তক্ষেপ,ৰৈখিক হস্তক্ষেপ
লিনিয়ার মডুলেশন পদ্ধতি,ৰৈখিক মডুলেচন পদ্ধতি
লিনিয়ার আর্ট ফিল্টার,ৰৈখিক কলা ফিল্টাৰ
রৈখিক মেরুকরণ,ৰৈখিক মেৰুকৰণ
রৈখিক এলাকা,ৰৈখিক ক্ষেত্ৰফল
রৈখিক নিয়ামক,ৰৈখিক নিয়ন্ত্ৰক
রৈখিক গতি,ৰৈখিক গতি
রৈখিক সুইচিং,ৰৈখিক চুইচিং
রৈখিক প্রশস্ততা modulated সিস্টেম,ৰৈখিক প্ৰসাৰণ মডুলেটেড ব্যৱস্থা
"লিঙ্ক স্তর, চেইন স্তর","লিংক স্তৰ, শৃংখল স্তৰ"
সিরিয়াল প্রোগ্রাম,ছিৰিয়েল প্ৰগ্ৰেম
সংযোগকারী লিমিটার,সংযোগ কৰা সীমাবদ্ধক
ঠোঁটের মাইক্রোফোন,ওঁঠৰ মাইক্ৰ&#39;ফোন
লিসাজু চিত্র,lisaju চিত্ৰ
লিসাজাস পদ্ধতি,Lissajous পদ্ধতি
শ্রোতা,দৰ্শক
দর্শকদের ক্লান্তি,দৰ্শকৰ ক্লান্তি
হেডফোন শোনা,শুনা হেডফোন
লিথিয়াম প্রাথমিক ব্যাটারি,লিথিয়াম প্ৰাথমিক বেটাৰী
লিথোগ্রাফি,লিথ&#39;প্ৰিণ্টিং
রক প্রিন্টিং,ৰক প্ৰিন্টিং
সরাসরি সংগীত,লাইভ মিউজিক
লয়েড ফিশার ম্যাগনেটিক স্কোয়ার,লয়ড ফিচাৰ মেগনেটিক স্কোৱাৰ
ভার,ভাৰ
লোড ফ্যাক্টর,লোড ফ্যাক্টৰ
লোড প্রতিবন্ধকতা,লোড ইম্পিডেন্স
লিফট লাইন,লিফ্ট লাইন
ভার,ভাৰ
লোব বায়বীয়,লোব আকাশী
স্থানিক নেটওয়ার্ক (LAN),স্থানীয় নেটৱাৰ্ক (LAN)
স্থানীয় বাস,স্থানীয় বাছ
স্থানীয় বাস ভিডিও সিস্টেম,স্থানীয় বাছ ভিডিঅ&#39; ব্যৱস্থা
স্থানীয় ট্রান্সমিশন বাস,স্থানীয় ট্ৰেন্সমিছন বাছ
স্থানীয় আলাপ,স্থানীয় কথা
অ্যাসাইনমেন্ট পরিবর্ধক,এচাইনমেণ্ট এম্প্লিফায়াৰ
অভিভাবক,ৰক্ষক
সীমাবদ্ধতা লুপ,বাধা লুপ
অধিবেশন শুরু,অধিবেশন আৰম্ভ
লগারিদমিক ফ্রিকোয়েন্সি অ্যান্টেনা,লগাৰিদমিক কম্পাঙ্ক এন্টেনা
প্রচার লেখা,প্ৰচাৰ লিখা
যুক্তি বিশ্লেষক,যুক্তি বিশ্লেষক
লজিক সেল অ্যারে,লজিক চেল এৰে
লজিক সার্কিট,লজিক বৰ্তনী
যুক্তি এন্ট্রি,যুক্তি প্ৰৱেশ
যুক্তি মোট,যুক্তিৰ মুঠ
লজিক ক্যালকুলাস,লজিক কেলকুলাছ
লজিক গেট,লজিক গেট
যুক্তি বিশ্লেষণ,যুক্তি বিশ্লেষণ
জনগণ,জনগোষ্ঠীসমূহ
লগারিদমিক পরিবর্ধক,লগাৰিদমিক এম্প্লিফায়াৰ
লগারিদমিক পরিবর্ধক,লগাৰিদমিক এম্প্লিফায়াৰ
লগারিদমিক আবহাওয়া,লগাৰিদমিক বতৰৰ পৰিৱৰ্তন
লগারিদমিক স্কেল,লগাৰিদমিক স্কেল
উপবৃত্তাকার জোড়া,উপবৃত্তাকাৰ যোৰ
বড় শব্দ,ডাঙৰ শব্দ
"লাউডস্পিকার, পরিবর্ধক ডিভাইস","লাউডস্পীকাৰ, এম্প্লিফাইং ডিভাইচ"
কম ফ্রিকোয়েন্সি ক্ষতিপূরণ,কম কম্পাঙ্ক ক্ষতিপূৰণ
কম ফ্রিকোয়েন্সি শব্দ,কম কম্পাঙ্ক শব্দ
কম ফ্রিকোয়েন্সি খাঁজ ফিল্টার,কম কম্পাঙ্ক খাঁজ ফিল্টাৰ
কম ফ্রিকোয়েন্সি সংক্রমণ,কম কম্পাঙ্ক সংক্ৰমণ
কম ফ্রিকোয়েন্সি ট্রান্সফরমার,কম কম্পাঙ্ক ট্ৰেন্সফৰ্মাৰ
নিম্ন স্তরের এনালগ সংকেত,"নিম্ন স্তৰৰ, এনালগ সংকেত"
নিচু শব্দ,কম শব্দ
কম শব্দ তারের,কম শব্দৰ কেবল
কম পাস ফিল্টার,লো পাছ ফিল্টাৰ
কম পাস ফিল্টার,লো পাছ ফিল্টাৰ
কম শক্তি আরসি সার্কিট,কম শক্তিৰ RC বৰ্তনী
নিম্ন থ্রেশহোল্ড যুক্তি,কম থ্ৰেছহোল্ড লজিক
কম ভোল্টেজ পাওয়ার উৎস,কম ভল্টেজৰ শক্তিৰ উৎস
কম প্লেব্যাক ফ্রিকোয়েন্সি,কম প্লেবেক কম্পাঙ্ক
কম প্লেব্যাক ফ্রিকোয়েন্সি,কম প্লেবেক কম্পাঙ্ক
এলপি স্লট,এল পি স্লট
এলপি রেকর্ড,এল পি ৰেকৰ্ড
LS ভোল্টেজ অফসেট সুরক্ষা,LS ভল্টেজ অফছেট সুৰক্ষা
অন্তত অর্থপূর্ণ খেলা,কম অৰ্থপূৰ্ণ খেল
অন্তত উল্লেখযোগ্য স্কোর,কম উল্লেখযোগ্য নম্বৰ
বিশাল একীকরণ,বৃহৎ সংহতি
কম সম্ভাবনা,কম বিভৱ
তাকান,ৰূপ
লুমেন,লুমেন
লুমেন ঘন্টা,লুমেন ঘন্টা
উজ্জ্বলতা,উজ্জ্বলতা
আলোকসজ্জা চিহ্ন,আলোকসজ্জা চিন
শিখা প্রবাহ,শিখাৰ প্ৰবাহ
লুমার-ব্রোধন ফটোমিটার,লুমাৰ-ব্ৰোধন ফটোমিটাৰ
স্থানীয় উপাদান মডেল,স্থানীয়কৃত উপাদান আৰ্হি
লিনিয়ার ভোল্টেজ ডিফারেনশিয়াল ট্রান্সফরমার,ৰৈখিক ভল্টেজ ডিফাৰেন্সিয়েল ট্ৰেন্সফৰ্মাৰ
মেশিন চক্র,মেচিন চক্ৰ
মেশিন ভাষা,মেচিন ভাষা
ম্যাকিটোশ কম্পিউটার,macitosh কম্পিউটাৰ
ম্যাজিক চা,যাদু চাহ
চুম্বক,চুম্বক
চৌম্বক পরিবর্ধক,চুম্বকীয় পৰিবৰ্ধক
চৌম্বকীয় বুদ্বুদ মেমরি,চুম্বকীয় বুদবুদ স্মৃতিশক্তি
চৌম্বক কোর,চুম্বকীয় কোৰ
চৌম্বক যুগল,চুম্বকীয় সংযোজন
চৌম্বকীয় ডেটা স্টোরেজ,চুম্বকীয় তথ্য সংৰক্ষণ
চৌম্বকীয় বিচ্যুতি,চুম্বকীয় বিচ্যুতি
চৌম্বকীয় ডিস্ক,চুম্বকীয় ডিস্ক
চৌম্বক ক্ষেত্র,চুম্বকীয় ক্ষেত্ৰ
চৌম্বক প্রবাহ,চুম্বকীয় প্ৰবাহ
চৌম্বকীয় ফোকাস,চুম্বকীয় ফ&#39;কাচ
চুম্বক সংশ্লেষণ,চুম্বক সংশ্লেষণ
চৌম্বক বল লাইন,চুম্বকীয় বল ৰেখা
চৌম্বক সংগ্রাহক,চুম্বকীয় সংগ্ৰাহক
চৌম্বক মেরুতা,চুম্বকীয় মেৰুত্ব
চৌম্বক মেরুতা,চুম্বকীয় মেৰুত্ব
চৌম্বকীয় স্যাচুরেশন,চুম্বকীয় পৰিপূৰকতা
চৌম্বক রক্ষা,চুম্বকীয় ৰক্ষাকৱচ
চৌম্বক বিক্ষিপ্ততা,চুম্বকীয় বিক্ষিপ্ততা
চৌম্বকীয় টেপ,চুম্বকীয় টেপ
ম্যাগনেটোমিটার,চুম্বকমাপক
চৌম্বক চালিকা শক্তি (mmf),চুম্বকীয় চালিকা শক্তি (mmf)
ম্যাগনেট্রন,মেগনেট্ৰন
বিবর্ধন,বৃদ্ধি
আয়তন,পৰিমাণ
মাত্রার তুলনাকারী,মাত্ৰা তুলনাকাৰী
পরিমাণ ফাংশন,পৰিমাণৰ ফলন
বড় কম্পিউটার,ডাঙৰ কম্পিউটাৰ
প্রধান লাইন স্ট্রীম,মূল লাইন ষ্ট্ৰিম
সংখ্যাগরিষ্ঠ বাহক,সংখ্যাগৰিষ্ঠ বাহক
সংখ্যাগরিষ্ঠ বাহক বর্তমান,সংখ্যাগৰিষ্ঠ বাহক কাৰেণ্ট
"পাম্প সমন্বয়কারী, রিকম্বিন্যান্ট","পাম্প সমন্বয়ক, পুনঃসংযোজিত"
ম্যান (মেট্রোপলিটন এরিয়া নেটওয়ার্ক),MAN (মেট্ৰ&#39;পলিটান এৰিয়া নেটৱৰ্ক)
ম্যানচেস্টার কোডিং,মানচেষ্টাৰ ক&#39;ডিং
মানুষের আওয়াজ,মানুহৰ কোলাহল
ম্যান্টিসা,mantissa
ম্যাপিং,মেপিং
মার্কোনি অ্যান্টেনা,মাৰ্কোনি এন্টেনা
সাইন/সময় অনুপাত,চিহ্ন/সময় অনুপাত
আবরণ,কভাৰটো
মাস্ক প্রোগ্রাম করা রম,মাস্ক প্ৰগ্ৰেম কৰা rom
ভাল কাজ বাধা,ভাল কামৰ বাধা
কভার রম,কভাৰ ৰম
"আয়তন, ভর","আয়তন, ভৰ"
মাস্টার ঘড়ি,মাষ্টাৰ ঘড়ী
মাস্টার অসিলেটর,মাষ্টাৰ দোলক
মিলে যাওয়া ফিল্টার,মিল থকা ফিল্টাৰ
মিলে যাওয়া লোড,মিল থকা লোড
ম্যাচিং,মিল থকা
ম্যাট্রিক্স সমীকরণ,মেট্ৰিক্স সমীকৰণ
হেড অ্যান্টেনা টিভি,হেড এন্টেনা টিভি
সর্বোচ্চ এগিয়ে,সৰ্বোচ্চ ফৰৱাৰ্ড
সর্বোচ্চ লাভ,সৰ্বোচ্চ লাভ
সর্বোচ্চ শক্তি স্থানান্তর উপপাদ্য,সৰ্বোচ্চ শক্তি স্থানান্তৰ উপপাদ্য
সর্বোচ্চ স্কোর,সৰ্বোচ্চ নম্বৰ
সর্বোচ্চ বিপরীত ভোল্টেজ,সৰ্বোচ্চ বিপৰীত ভোল্টেজ
সর্বাধিক ব্যবহারযোগ্য ফ্রিকোয়েন্সি (MUF),সৰ্বোচ্চ ব্যৱহাৰযোগ্য কম্পাঙ্ক (MUF)
সর্বোচ্চ,maxterm
ম্যাক্সওয়েল সমীকরণ,মেক্সৱেল সমীকৰণ
মাইক্রো চ্যানেল গঠন,মাইক্ৰ&#39; চেনেলৰ গঠন
M-প্রাপ্ত ফিল্টার,M-উত্পন্ন ফিল্টাৰ
গড় মুক্ত পথ,মানে মুক্ত পথ
গড় মূল্য,গড় মূল্য
বর্গক্ষেত্রের গড় মান,বৰ্গ গড় মান
পরিমাপক যন্ত্রপাতি,জোখ লোৱা যন্ত্ৰ
যান্ত্রিক ফিল্টার,যান্ত্ৰিক ফিল্টাৰ
মেডিকেল ইলেকট্রনিক্স,চিকিৎসা ইলেক্ট্ৰনিকছ
মেগা ওহম,মেগা ওম
মেগাবাইট,মেগাবাইট
মেগার,megger
স্মারক,স্মৃতিচাৰণ
মেমরি অ্যাক্সেস সময়,মেমৰি অভিগম সময়
মেমরি অ্যারে,মেমৰি এৰে
মেমরি বাফার রেজিস্টার,মেমৰি বাফাৰ ৰেজিষ্টাৰ
মেমরি সেল,স্মৃতিশক্তি কোষ
মেমরি সেল &#39;ঘোড়দৌড়&#39; মঞ্চ,স্মৃতি কোষৰ ‘ৰেচ আৰউণ্ড’ পৰ্যায়
মেমরি চিপ,মেমৰি চিপ
মাইক্রো সার্কিট,মাইক্ৰ&#39; চাৰ্কিট
মেমরি চক্র,স্মৃতি চক্ৰ
মেমরি চক্র,স্মৃতি চক্ৰ
মেমরি মানচিত্র,মেমৰি মেপ
মেমরি ম্যাপ করা ইনপুট/আউটপুট,মেমৰি মেপ কৰা ইনপুট/আউটপুট
