Tamil,Kannada
"ஹைட்ரோஸ்டேடிக்ஸ், ஹைட்ரோஸ்டேடிக்ஸ்","ಹೈಡ್ರೋಸ್ಟಾಟಿಕ್ಸ್, ಹೈಡ್ರೋಸ್ಟಾಟಿಕ್ಸ್"
"ஹைக்ரோமீட்டர், ஹைக்ரோமீட்டர்","ಹೈಗ್ರೋಮೀಟರ್, ಆರ್ದ್ರಮಾಪಕ"
ஹைக்ரோமெட்ரி,ಹೈಗ್ರೋಮೆಟ್ರಿ
ஈரப்பதமானி,ಹೈಗ್ರೋಮೀಟರ್
ஹைக்ரோஸ்கோபிக்,ಹೈಗ್ರೊಸ್ಕೋಪಿಕ್
மிகைப்படுத்தல்,ಹೈಪರ್ಬೋಲಿಕ್
அதிக கட்டணம் அதிக கட்டணம்,ಹೆಚ್ಚಿನ ಚಾರ್ಜ್ ಹೈಪರ್ ಚಾರ್ಜ್
குறைந்தபட்ச,ಸೂಕ್ಷ್ಮ
நீண்ட பார்வை,ದೀರ್ಘ ದೃಷ್ಟಿ
ஹைப்பர்ராணி - கரு,ಹೈಪರ್ರಾಣಿ - ನ್ಯೂಕ್ಲಿಯಸ್
ஹைபரான்,ಹೈಪರಾನ್
சூப்பர்சோனிக்,ಶಬ್ದಾತೀತ
சூப்பர் வானம்,ಸೂಪರ್ ಆಕಾಶ
கருதுகோள்,ಕಲ್ಪನೆ
"அனுமானம், அனுமானம்","ಕಾಲ್ಪನಿಕ, ಕಾಲ್ಪನಿಕ"
கொதிநிலை,ಕುದಿಯುವ ಬಿಂದು
தூக்கமின்மை,ನಿದ್ರಾಹೀನತೆ
பனிக்கட்டி,ಮಂಜುಗಡ್ಡೆ
பனிக்கட்டி,ಐಸ್-ಸ್ಫಟಿಕ
ஏற்றதாக,ಆದರ್ಶ
இலட்சியப்படுத்தப்பட்டது,ಆದರ್ಶೀಕರಿಸಲಾಗಿದೆ
"ஒரே மாதிரியான, ஒரே மாதிரியான, ஒருங்கிணைந்த","ಒಂದೇ, ಒಂದೇ, ಅವಿಭಾಜ್ಯ"
"அடையாளம், அடையாளம், அடையாளம், அடையாளம்","ಗುರುತಿಸುವಿಕೆ, ಗುರುತಿಸುವಿಕೆ, ಗುರುತಿಸುವಿಕೆ, ಗುರುತಿಸುವಿಕೆ"
"அடையாளக் கலங்கரை விளக்கம், அடையாளக் கலங்கரை விளக்கம்","ಗುರುತಿನ ದಾರಿದೀಪ, ಗುರುತಿನ ದಾರಿದೀಪ"
"ஒரே மாதிரியான, ஒரே மாதிரியான, எங்கும் நிறைந்த, தனித்துவம்","ಒಂದೇ, ಒಂದೇ, ಸರ್ವವ್ಯಾಪಿ, ಪ್ರತ್ಯೇಕತೆ"
வேலையில்லாத,ಕೆಲಸವಿಲ್ಲದ
"செயலற்ற நேரம், நிரல் தேர்வு நேரம்","ನಿಷ್ಕ್ರಿಯ ಸಮಯ, ಪ್ರೋಗ್ರಾಂ ಪರೀಕ್ಷೆಯ ಸಮಯ"
பற்றவைக்க,ಉರಿಯಲು
பற்றவைப்பான்,ಇಗ್ನೈಟರ್
பற்றவைப்பு,ದಹನ
அறிவுறுத்தலை புறக்கணித்தல்,ಸೂಚನೆಯನ್ನು ನಿರ್ಲಕ್ಷಿಸಿ
வெளிச்சம் அடர்த்தி,ಪ್ರಕಾಶ ಸಾಂದ್ರತೆ
ஒளிரும்,ಪ್ರಕಾಶಕ
ஒளிரும்,ಪ್ರಕಾಶಕ
வெளிச்சம் அளவுகோல்,ಪ್ರಕಾಶಮಾನ ಮಾಪಕ
ஒளிரும்,ಪ್ರಕಾಶಕ
பிரதிபலிப்பு,ಪ್ರತಿಬಿಂಬ
"கற்பனையானது, கற்பனையானது, கற்பனையானது","ಕಾಲ್ಪನಿಕ, ಕಾಲ್ಪನಿಕ, ಕಾಲ್ಪನಿಕ"
நீரில் மூழ்கிய பொருள்,ಮುಳುಗಿದ ವಸ್ತು
மூழ்குதல்,ಮುಳುಗುವಿಕೆ
மின்மறுப்பு ஊடுருவல்,ಪ್ರತಿರೋಧ ನುಗ್ಗುವಿಕೆ
"தாக்கம், தாக்கம், தாக்கம், மோதல், மீள் எழுச்சி","ಪರಿಣಾಮ, ಪರಿಣಾಮ, ಪರಿಣಾಮ, ಘರ್ಷಣೆ, ಮರುಕಳಿಸುವಿಕೆ"
தாக்க விளைவு,ಪರಿಣಾಮ ಪರಿಣಾಮ
மின்தடை,ಪ್ರತಿರೋಧ
அதிர்ச்சியளிக்கிறது,ಆಘಾತಕಾರಿ
அழுத்தம் கொடுக்கப்பட்டது,ಅನ್ವಯಿಸಿದ ಒತ್ತಡ
"செறிவூட்டப்பட்ட, உட்பொதிக்கப்பட்ட","ತುಂಬಿದ, ಎಂಬೆಡೆಡ್"
உந்துவிசை,ಉದ್ವೇಗ
தூய்மையற்ற,ಅಶುದ್ಧ
புற கடத்துத்திறன் (வெளிப்புற கடத்துத்திறன்),ಬಾಹ್ಯ ವಾಹಕತೆ (ಬಾಹ್ಯ ವಾಹಕತೆ)
செவிக்கு புலப்படாமை,ಕೇಳಿಸುವುದಿಲ್ಲ
செவிக்கு புலப்படாத,ಕೇಳಿಸುವುದಿಲ್ಲ
ஒளிரும்,ಪ್ರಕಾಶಮಾನ
ஒளிரும்,ಪ್ರಕಾಶಮಾನ
ராப்சோடிக்,ರಾಪ್ಸೋಡಿಕ್
வரவிருக்கும்,ಮುಂಬರುವ
அடக்க முடியாத தன்மை,ಅಸಂಕುಚಿತತೆ
அதிகரிக்கும் அலைவு,ಹೆಚ್ಚುತ್ತಿರುವ ಆಂದೋಲನ
அதிகரித்த காந்தம்,ಹೆಚ್ಚಿದ ಕಾಂತೀಯತೆ
இலவச விநியோகம்,ಉಚಿತ ವಿತರಣೆ
"எல்லையற்ற, தீர்மானிக்கப்படாத, தீர்மானிக்கப்படாத, 4நிச்சயமற்ற","ಅನಂತ, ಅನಿರ್ದಿಷ್ಟ, ಅನಿರ್ದಿಷ್ಟ, 4ಅನಿರ್ದಿಷ್ಟ"
"கொடிய, சுட்டி, 3இண்டெக்ஸ்","ಮಾರಕ, ಪಾಯಿಂಟರ್, 3 ಸೂಚ್ಯಂಕ"
"மறைமுக, மறைமுக","ಪರೋಕ್ಷ, ಪರೋಕ್ಷ"
உத்வேகம் பெற்றது,ಪ್ರೇರಿತ
"வருகை, தூண்டல், தூண்டல்","ಆಗಮನ, ಇಂಡಕ್ಷನ್, ಇಂಡಕ್ಷನ್"
ஊக்கமளிக்கும்,ಸ್ಪೂರ್ತಿದಾಯಕ
தூண்டுபவர்,ಪ್ರೇರಕ
செயலற்ற,ಜಡತ್ವ
விவரிக்க முடியாத ஆதாரம்,ಅಕ್ಷಯ ಮೂಲ
"எல்லையற்ற, எல்லையற்ற","ಅನಂತ, ಅನಂತ"
"முடிவிலி, எல்லையற்ற","ಅನಂತ, ಅನಂತ"
"எல்லையற்ற, எல்லையற்ற","ಅನಂತ, ಅನಂತ"
எரியக்கூடிய தன்மை,ಸುಡುವಿಕೆ
எரியக்கூடியது,ದಹಿಸುವ
வரத்து,ಒಳಹರಿವು
வரத்து,ಒಳಹರಿವು
தகவல்,ಮಾಹಿತಿ
மிக குறைந்த அதிர்வெண்,ಬಹಳ ಕಡಿಮೆ ಆವರ್ತನ
அகச்சிவப்பு,ಅತಿಗೆಂಪು
செவிக்கு புலப்படாத,ಕೇಳಿಸುವುದಿಲ್ಲ
அவ ஷ்ரவிகி,ಅವ ಶ್ರಾವಿಕಿ
இணக்கமின்மை,ಅಸಾಮರಸ್ಯ
வேறுபட்டது,ಭಿನ್ನವಾದ
ஆரம்ப,ಆರಂಭಿಕ
ஊசி,ಇಂಜೆಕ್ಷನ್
நுழைய,ನಮೂದಿಸಿ
"உள், உள், உள், உள்","ಒಳ, ಒಳ, ಒಳ, ಒಳ"
"உள்ளீடு (n.), உள்ளீடு (v.)","ಇನ್ಪುಟ್ (ಎನ್.), ಇನ್ಪುಟ್ (ವಿ.)"
இழிவான,ಅಹಂಕಾರಿ
வாழ்வு,ಲೈವ್ಶನ್
"முக்கியமற்ற, முக்கியமற்ற","ಅತ್ಯಲ್ಪ, ಅತ್ಯಲ್ಪ"
மேற்பார்வை,ಮೇಲ್ವಿಚಾರಣೆ
"நிறுவல், நிறுவல், நிறுவல்","ಅನುಸ್ಥಾಪನೆ, ಅನುಸ್ಥಾಪನೆ, ಅನುಸ್ಥಾಪನೆ"
கணம்,ಕ್ಷಣ
அறிவுறுத்தல்,ಸೂಚನಾ
இயந்திரம்,ಯಂತ್ರ
இயந்திரவியல்,ಯಾಂತ್ರಿಕ
"இயந்திரமயமாக்கல், சட்டசபை","ಯಾಂತ್ರೀಕರಣ, ಜೋಡಣೆ"
"காப்பு, காப்பு","ನಿರೋಧನ, ನಿರೋಧನ"
காப்பு,ನಿರೋಧಕ
"இன்சுலேடிங், இன்சுலேட்டிங், இன்சுலேடிங்","ನಿರೋಧನ, ನಿರೋಧನ, ನಿರೋಧನ"
"1முழு எண், முழு எண்","1ಸಂಪೂರ್ಣ ಸಂಖ್ಯೆ, ಪೂರ್ಣಾಂಕ"
ஒருங்கிணைப்பு,ಸಮಗ್ರತೆ
"ஒருங்கிணைந்த, முழு எண்","ಅವಿಭಾಜ್ಯ, ಪೂರ್ಣಾಂಕ"
ஒருங்கிணைப்பு,ಏಕೀಕರಣ
"தீவிர, சீற்றம்","ತೀವ್ರ, ಉಗ್ರ"
தீவிரப்படுத்துதல்,ತೀವ್ರತೆ
"இழுவை, முடுக்கி","ಎಳೆತ, ವೇಗವರ್ಧನೆ"
"தீவிரம், தீவிரம், தீவிரம்","ತೀವ್ರತೆ, ತೀವ್ರತೆ, ತೀವ್ರತೆ"
தீவிரமான,ತೀವ್ರ
தொடர்பு,ಪರಸ್ಪರ ಕ್ರಿಯೆ
அணுக்கரு,ಪರಸ್ಪರ ಪರಮಾಣು
"பரிமாற்றம், பரிவர்த்தனை","ವಿನಿಮಯ, ವಹಿವಾಟು"
"ஒன்றுக்கொன்று சார்ந்திருத்தல், ஒன்றுக்கொன்று சார்ந்திருத்தல்","ಪರಸ್ಪರ ಅವಲಂಬನೆ, ಪರಸ್ಪರ ಅವಲಂಬನೆ"
ஒன்றையொன்று சார்ந்தது,ಪರಸ್ಪರ ಅವಲಂಬಿತ
பரஸ்பர பரவல்,ಪರಸ್ಪರ ಪ್ರಸರಣ
இடைமுகப் பக்கம்,ಇಂಟರ್ಫೇಸ್ ಪುಟ
குறுக்கு நிரப்பு,ಅಡ್ಡ ಭರ್ತಿ
இடைமுக கோணம்,ಇಂಟರ್ಫೇಸ್ ಕೋನ
"குறுக்கீடு, குறுக்கீடு, தடை","ಹಸ್ತಕ್ಷೇಪ, ಅಡಚಣೆ, ಅಡಚಣೆ"
விண்மீன்களுக்கு இடையேயான,ಇಂಟರ್ ಗ್ಯಾಲಕ್ಟಿಕ್
"உள், உள், உள் (வி.), உள், உள், உள் (வி.)","ಒಳ, ಒಳ, ಒಳ (ವಿ.), ಒಳ, ಒಳ, ಒಳ (ವಿ.)"
"ஒத்திசைவு, ஒத்திசைவு","ಸಿನಾಪ್ಸ್, ಸಿನಾಪ್ಸ್"
"இடைநிலை, இரண்டாம் நிலை, நடுத்தர, இடைநிலை","ಮಧ್ಯಂತರ, ಮಾಧ್ಯಮಿಕ, ಮಧ್ಯಮ, ಮಧ್ಯಮ"
உலோகங்களுக்கிடையேயான,ಇಂಟರ್ಮೆಟಾಲಿಕ್
"இடைப்பட்ட, இடைப்பட்ட","ಮಧ್ಯಂತರ, ಮಧ್ಯಂತರ"
மூலக்கூறுகளுக்கிடையேயான,ಅಂತರ ಅಣು
உள்,ಆಂತರಿಕ
சர்வதேச,ಅಂತಾರಾಷ್ಟ್ರೀಯ
இடைநிலை,ತೆರಪಿನ
கிரகங்களுக்கு இடையேயான,ಅಂತರಗ್ರಹ
இடைச்செருகல்,ಇಂಟರ್ಪೋಲೇಷನ್
அர்த்தமுள்ள தன்மை,ಅರ್ಥಪೂರ್ಣತೆ
"தேர்வாளர், மொழிபெயர்ப்பாளர்","ಇಲೆಕ್ಟರ್, ಇಂಟರ್ಪ್ರಿಟರ್"
குறுக்கீடு செய்பவர்,ಅಡ್ಡಿಪಡಿಸುವವನು
வெட்டும்,ಛೇದಿಸುತ್ತಿದೆ
"குறுக்குவெட்டு, குறுக்குவெட்டு, குறுக்குவெட்டு","ಛೇದಕ, ಛೇದನ, ಛೇದನ"
இடைவெளி,ಮಧ್ಯಂತರ
நட்சத்திரங்களுக்கு இடையேயான,ಅಂತರತಾರಾ
இடைநிலை,ತೆರಪಿನ
"இடைவெளி, இடைவெளி","ಅಂತರ, ಅಂತರ"
நெருக்கமான,ಮುಚ್ಚಿ
இறுதியில்,ಕೊನೆಯಲ್ಲಿ
அணுக்கரு,ಪರಸ್ಪರ ಪರಮಾಣು
"நாஸ் (பரம்பரை), அந்தர் (உள்)","ನಾಜ್ (ಆನುವಂಶಿಕವಾಗಿ), ಅಂತರ (ಆಂತರಿಕ)"
நிச்சயம்,ಖಚಿತವಾಗಿ
"கண்டுபிடிப்பு, கண்டுபிடிப்பு","ಆವಿಷ್ಕಾರ, ಆವಿಷ್ಕಾರ"
"தலைகீழ், தலைகீழ், எதிர்","ವಿಲೋಮ, ವಿಲೋಮ, ವಿರುದ್ಧ"
"தலைகீழ், தலைகீழ்","ವಿಲೋಮ, ವಿಲೋಮ"
பிரதிநிதித்துவம்,ಪ್ರತಿನಿಧಿಸಲು
"தலைகீழ், தலைகீழ்","ವಿಲೋಮ, ವಿಲೋಮ"
குருடர்,ಬ್ಲೈಂಡ್
கொந்தளிப்பான திரவம்,ಪ್ರಕ್ಷುಬ್ಧ ದ್ರವ
கண்ணுக்கு தெரியாதது,ಅದೃಶ್ಯತೆ
கண்ணுக்கு தெரியாத,ಅಗೋಚರ
அயனி,ಅಯಾನು
அயனி,ಅಯಾನಿಕ್
அயனியாக்கம் செய்யக்கூடியது,ಅಯಾನೀಕರಿಸಬಲ್ಲ
"அயனியாக்கம், அயனியாக்கம்","ಅಯಾನೀಕರಿಸಲು, ಅಯಾನೀಕರಿಸಲು"
"அயனோஸ்பியர், அயனோஸ்பியர்","ಅಯಾನುಗೋಳ, ಅಯಾನುಗೋಳ"
அயனோஸ்பியர்,ಅಯಾನುಗೋಳ
கருவிழி,ಐರಿಸ್
கதிர்வீச்சு,ವಿಕಿರಣಗೊಂಡಿತು
கதிர்வீச்சு,ವಿಕಿರಣ
பகுத்தறிவற்ற,ಅಭಾಗಲಬ್ಧ
"ஈடுசெய்ய முடியாத, சீர்படுத்த முடியாத, சீர்செய்ய முடியாத","ಸರಿಪಡಿಸಲಾಗದ, ಸರಿಪಡಿಸಲಾಗದ, ಸರಿಪಡಿಸಲಾಗದ"
ஒழுங்கற்ற,ಅನಿಯಮಿತ
மீள முடியாதது,ಬದಲಾಯಿಸಲಾಗದ
சுழலும்,ತಿರುಗುತ್ತಿದೆ
"ஐசோட்ரோபிக், ஐசோட்ரோபிக் வளைவு","ಐಸೊಟ್ರೊಪಿಕ್, ಐಸೊಟ್ರೊಪಿಕ್ ಕರ್ವ್"
சப்பான்ட்ரோபிகல்,ಸಪಾನ್ಟ್ರೋಪಿಕಲ್
"நான் சமிக்ஞை செய்கிறேன், நான் சமிக்ஞை செய்கிறேன்","ನಾನು ಸಂಕೇತ, ನಾನು ಸಂಕೇತ"
"ஐசோபார்கள், ஐசோடோப்புகள்","ಐಸೊಬಾರ್‌ಗಳು, ಐಸೊಟೋಪ್‌ಗಳು"
"ஐசோபாரிக், சமச்சீர், சமநிலை","ಐಸೊಬಾರಿಕ್, ಸಮತೋಲಿತ, ಸಮತೋಲಿತ"
"ஐசோமெட்ரிக் கோடு, ஐசோடோப்பு கோடு","ಐಸೊಮೆಟ್ರಿಕ್ ಲೈನ್, ಐಸೊಟೋನಿಕ್ ಲೈನ್"
ஐசோ-அயனி,ಐಸೊ-ಅಯಾನಿಕ್
ஒரே மாதிரியான,ಏಕರೂಪದ
ஒத்திசைவு வரி,ಸಿಂಕ್ರೊನಸ್ ಲೈನ್
ஒத்திசைவான வேகம்,ಸಿಂಕ್ರೊನಸ್ ವೇಗ
ஐசோமெட்ரிக்,ಸಮಮಾಪನ
சமபலம்,ಈಕ್ವಿಪೊಟೆನ್ಷಿಯಲ್
சம ஆற்றல்,ಸಮಾನ ಶಕ್ತಿಯುತ
"சமபக்க (வி.), ஐசோசெல்ஸ் கோடு (எட்.)","ಸಮಬಾಹು (v.), ಸಮದ್ವಿಬಾಹು ರೇಖೆ (ed.)"
"பிரிக்க, (adj.), பிரிக்க","ಬೇರ್ಪಡಿಸಲು, (adj.), ಪ್ರತ್ಯೇಕಿಸಲು"
"தனிமைப்படுத்தப்பட்ட, தனிமைப்படுத்தப்பட்ட, ஒற்றை","ಪ್ರತ್ಯೇಕ, ಪ್ರತ್ಯೇಕ, ಏಕ"
"பிரித்தல், பிரித்தல், பிரித்தல்","ಪ್ರತ್ಯೇಕತೆ, ಪ್ರತ್ಯೇಕತೆ, ಪ್ರತ್ಯೇಕತೆ"
ஐசோமர்,ಐಸೋಮರ್
ஐசோமர்,ಐಸೋಮರ್
ஐசோமெரிசம்,ಐಸೋಮೆರಿಸಂ
"ஐசோமெட்ரிக், முக்கோணம், கன சதுரம், ஐசோமெட்ரிக்","ಸಮಮಾಪನ, ತ್ರಿಕೋನ, ಘನ, ಸಮಮಾಪನ"
ஐசோமார்பிசம்,ಐಸೊಮಾರ್ಫಿಸಮ್
ஐசோமார்பிக்,ಐಸೊಮಾರ್ಫಿಕ್
சமவெப்பம்,ಐಸೊಥರ್ಮ್
சமவெப்பம்,ಐಸೊಥರ್ಮ್
ஐசோடோப்புகள்,ಸಮಸ್ಥಾನಿಗಳು
ஐசோடோப்புகள்,ಸಮಸ್ಥಾನಿಗಳು
ஐசோட்ரோபிக்,ಐಸೊಟ್ರೊಪಿಕ್
வட்ட கோடு,ವೃತ್ತಾಕಾರದ ರೇಖೆ
ஐசோமார்பிசம்,ಐಸೊಮಾರ್ಫಿಸಮ್
மீண்டும் மீண்டும்,ಪುನರಾವರ್ತನೆ
உள்ளார்ந்த குறைக்கடத்தி,ಆಂತರಿಕ ಅರೆವಾಹಕ
ஜாம் இன்டர்ஃபெரோமீட்டர்,ಜಾಮ್ ಇಂಟರ್ಫೆರೋಮೀಟರ್
"ஜெர்க், மீள்வலி","ಎಳೆತ, ಮರುಕಳಿಸುವಿಕೆ"
"ஜெட், தலை","ಜೆಟ್, ತಲೆ"
ஜெட்-ராக்கெட் உந்துவிசை,ಜೆಟ್-ರಾಕೆಟ್ ಪ್ರೊಪಲ್ಷನ್
ஜே-ஜே இணைப்பு,ಜೆ-ಜೆ ಜೋಡಣೆ
ஜாலி வளைந்த,ಜಾಲಿ ಬಾಗಿದ
ஜூல்-வெப்பம்,ಜೌಲ್-ಶಾಖ
ஜூல்மீட்டர்,ಜೌಲ್ಮೀಟರ್
ஜூல்-தாம்சன் விளைவு,ಜೌಲ್-ಥಾಮ್ಸನ್ ಪರಿಣಾಮ
ஜூல்,ಜೌಲ್
"மண்வெட்டி, ஜம்ப், புல்லாங்குழல்","ಗುದ್ದಲಿ, ಜಿಗಿತ, ಕೊಳಲು"
ஒப்பந்தம்,ಒಪ್ಪಂದ
சங்கமிக்கும் இடம்,ಸಂಗಮ ಸ್ಥಳ
சரியான எழுத்து,ಸರಿಯಾದ ಉಚ್ಚಾರಾಂಶ
"கேசநிதி, அருகாமை","ಕೇಶನಿಧಿ, ಸಾಮೀಪ್ಯ"
"கலைடாஸ்கோப், கலைடாஸ்கோப்","ಕೆಲಿಡೋಸ್ಕೋಪ್, ಕೆಲಿಡೋಸ್ಕೋಪ್"
"கப்பா மேசன்ஸ், கே-மேசன்ஸ்","ಕಪ್ಪ ಮೇಸನ್ಸ್, ಕೆ-ಮೇಸನ್ಸ್"
கேத்தோடு,ಕ್ಯಾಥೋಡ್
கானாயன்,ಘನಯಾನ್
கே-பேண்ட்,ಕೆ-ಬ್ಯಾಂಡ್
கே-பிடிப்பு,ಕೆ-ಕ್ಯಾಪ್ಚರ್
கே-ரிசெப்டர்,ಕೆ-ಗ್ರಾಹಕ
கெல்வின் தோராயம்,ಕೆಲ್ವಿನ್ ಅಂದಾಜು
ஒருமைப்பாட்டின் அலகு,ಏಕರೂಪತೆಯ ಘಟಕ
ker செல்,ಕೆರ್ ಕೋಶ
"திறவுகோல், திரை, திறவுகோல்","ಕೀ, ಪರದೆ, ಕೀ"
"சாவி பலகை, திரைப் பட்டை","ಕೀ ಬೋರ್ಡ್, ಕರ್ಟನ್ ಬಾರ್"
தொடக்க உயிர்,ಆರಂಭಿಕ ಸ್ವರ
முக்கிய துடிப்பு,ಪ್ರಮುಖ ನಾಡಿ
முக்கிய சொல்,ಪ್ರಮುಖ ಪದ
கணிப்பு,ಪ್ರೊಜೆಕ್ಷನ್
எதிர்ப்பு,ಪ್ರತಿರೋಧ
கிலோ,ಕೇಜಿ
கிலோஜூல்,ಕಿಲೋಜೌಲ್
கிலோபார்செக்,ಕಿಲೋಪಾರ್ಸೆಕ್
கிலோடன் குண்டு,ಕಿಲೋಟನ್ ಬಾಂಬ್
இயக்கவியல்,ಚಲನಶಾಸ್ತ್ರ
முற்றிலும் மாறும்,ಸಂಪೂರ್ಣವಾಗಿ ಕ್ರಿಯಾತ್ಮಕವಾಗಿ
"இயக்கவியல், மாறும்","ಚಲನಶೀಲ, ಕ್ರಿಯಾತ್ಮಕ"
மாறும்,ಕ್ರಿಯಾತ್ಮಕವಾಗಿ
எலும்பு முறிவு,ಮುರಿತ
கிளிஸ்ட்ரான்,ಕ್ಲೈಸ್ಟ್ರಾನ್
கூர்மையான விளிம்பு,ಚೂಪಾದ ಅಂಚು
குருஸ்கல் எல்லை,ಕ್ರುಸ್ಕಲ್ ಗಡಿ
தெர்மோஜெனிக்,ಥರ್ಮೋಜೆನಿಕ್
முத்திரை,ಲೇಬಲ್
"குறிக்கப்பட்ட, பொறிக்கப்பட்ட, பெயரிடப்பட்ட","ಗುರುತಿಸಲಾಗಿದೆ, ಕೆತ್ತಲಾಗಿದೆ, ಲೇಬಲ್ ಮಾಡಲಾಗಿದೆ"
ஆய்வகம்,ಪ್ರಯೋಗಾಲಯ
ஏணி,ಏಣಿ
எதிரெதிர் திசையில்,ಅಪ್ರದಕ್ಷಿಣಾಕಾರವಾಗಿ
"எதிரெதிர் திசையில், இடது துருவமுனைப்பு","ಅಪ್ರದಕ್ಷಿಣಾಕಾರವಾಗಿ, ಎಡ ಧ್ರುವೀಕರಣ ರೋಟರ್"
முன்னும் பின்னுமாக,ಹಿಂದಕ್ಕೆ ಮತ್ತು ಮುಂದಕ್ಕೆ
லாக்ரேஞ்ச் ஒளிபரப்பு,ಲಾಗ್ರೇಂಜ್ ಪ್ರಸಾರ
லக்ராஞ்சியனிசம்,ಲಗ್ರಾಂಜಿಯನಿಸಂ
ஆட்டுக்குட்டி உருவாக்கம்,ಕುರಿಮರಿ ಸೃಷ್ಟಿ
"பலகை, பலகை","ಹಲಗೆ, ಹಲಗೆ"
முதுகுத்தட்டு,ಡಾರ್ಸಲ್ ಪ್ಲೇಟ್
"மேற்பரப்பு ஓட்டம், நிலை ஓட்டம்","ಮೇಲ್ಮೈ ಹರಿವು, ಮಟ್ಟದ ಹರಿವು"
"முலாம், குழு, நிலை, அடுக்கு பிணைப்பு","ಲೋಹಲೇಪ, ಫಲಕ, ಮಟ್ಟ, ಪದರದ ಬಂಧ"
அடுக்குப்படுத்தல்,ಶ್ರೇಣೀಕರಣ
லேமினா,ಲ್ಯಾಮಿನಾ
"விளக்கு, விளக்கு","ದೀಪ, ದೀಪ"
"காஜல், தீப் காஜல்","ಕಾಜಲ್, ದೀಪ್ ಕಾಜಲ್"
நில இடைவெளி விதி,ಲ್ಯಾಂಡೆ-ಮಧ್ಯಂತರ ನಿಯಮ
நிலத்தை பிரிக்கும் காரணி,ಲ್ಯಾಂಡೆ ವಿಭಜಿಸುವ ಅಂಶ
தரையிறக்கம்,ಲ್ಯಾಂಡಿಂಗ್
"மைக்ரோ சிராய்ப்பு, லேமினேஷன், உடைகள்","ಸೂಕ್ಷ್ಮ ಸವೆತ, ಲ್ಯಾಮಿನೇಶನ್, ಉಡುಗೆ"
லார்மோர் அதிர்வெண்,ಲಾರ್ಮೋರ್ ಆವರ್ತನ
larmore precession,ಲಾರ್ಮೋರ್ ಪೂರ್ವಭಾವಿ
லேசர்,ಲೇಸರ್
லேசரைசேஷன்,ಲೇಸರೀಕರಣ
இரகசியம்,ರಹಸ್ಯ
"பக்கவாட்டு, பக்கவாட்டு, பக்கவாட்டு","ಲ್ಯಾಟರಲ್, ಲ್ಯಾಟರಲ್, ಲ್ಯಾಟರಲ್"
"அட்சரேகை, அட்சரேகை","ಅಕ್ಷಾಂಶ, ಅಕ್ಷಾಂಶ"
"லட்டு, லட்டு","ಜಾಲರಿ, ಜಾಲರಿ"
லாவ் வகுப்பு,ಲಾವ್ ವರ್ಗ
ஏவுதல்,ಉಡಾವಣೆ
ஏவுதல்,ಉಡಾವಣೆ
துவக்க மேடை,ಉಡಾವಣಾ ವೇದಿಕೆ
வெகுஜன விகித சட்டம்,ಸಾಮೂಹಿಕ ಅನುಪಾತ ಕಾನೂನು
பல விகித விதி,ಬಹು ಅನುಪಾತದ ನಿಯಮ
"அடுக்கு, நிலை","ಪದರ, ಮಟ್ಟ"
எல்-பேண்ட்,ಎಲ್-ಬ್ಯಾಂಡ್
"முன்னணி, முன்னணி, முன்னணி, முன்னணி, முன்னணி","ಮುನ್ನಡೆ, ಮುನ್ನಡೆ, ಮುನ್ನಡೆ, ಮುನ್ನಡೆ, ಮುನ್ನಡೆ"
முன்னோக்கி,ಮುಂದೆ
"சுண்ணாம்பு, கசிவு (Cr.), ரைசன் லைன், சியவான்","ಲೈಮ್, ಲೀಕಿಂಗ್ (Cr.), ರೈಸನ್ ಲೈನ್, ಚ್ಯವನ್"
"மெல்லுதல், அரிப்பு, கசிவு","ಚೂಯಿಂಗ್, ತುಕ್ಕು, ಸೋರಿಕೆ"
"குறைந்தபட்சம், குறைந்தபட்சம், குறைந்தபட்சம்","ಕನಿಷ್ಠ, ಕನಿಷ್ಠ, ಕನಿಷ್ಠ"
குறைந்தபட்ச எண்ணிக்கை,ಕನಿಷ್ಠ ಎಣಿಕೆ
தாழ்ப்பாள் கம்பி,ತಾಳ ತಂತಿ
லெடுக் விளைவு,ಲೆಡಕ್ ಪರಿಣಾಮ
செல்லுபடியாகும் ஓம்,ಮಾನ್ಯ ಓಮ್
-எதிர் மின்னணு,- ಎಲೆಕ್ಟ್ರಾನ್
நீளம் கட்டுப்பாடு,ಉದ್ದದ ನಿರ್ಬಂಧ
நீளம்,ಉದ್ದನೆ
லென்ஸ்,ಮಸೂರ
லென்ஸ் விதி,ಲೆನ್ಜ್ ಕಾನೂನು
தட்டையான சுரங்கப்பாதை,ಸಮತಟ್ಟಾದ ಸುರಂಗ
கிடைமட்ட விமானம்,ಸಮತಲ ವಿಮಾನ
"சமன்படுத்துதல், சமன்படுத்துதல்","ಲೆವೆಲಿಂಗ್, ಲೆವೆಲಿಂಗ್"
"கிடைமட்ட திருகு, சமன்படுத்தும் திருகு","ಅಡ್ಡ ಸ್ಕ್ರೂ, ಲೆವೆಲಿಂಗ್ ಸ್ಕ್ರೂ"
தன்னம்பிக்கை அளவு,ಆತ್ಮವಿಶ್ವಾಸದ ಮಟ್ಟ
முக்கியத்துவம் நிலை,ಪ್ರಾಮುಖ್ಯತೆಯ ಮಟ್ಟ
