Malayalam,Hindi
രേഖീയ ഗുണകം,रैखिक गुणांक
ഷോക്ക് ശേഖരണം,एकघात संचय
ഷോക്ക് നിയന്ത്രണം,एकघात प्रतिबंध
രേഖീയ ആശ്രിതത്വം,रैखिक आश्रितता
ലീനിയർ ഡിഫറൻഷ്യൽ സമവാക്യം,रैखिक अवकलन समीकरण
"ലീനിയർ ഡൈമൻഷൻ, ലീനിയർ മെഷർമെന്റ്, ലീനിയർ ദൈർഘ്യം-വീതി","रैखिक विमा, रैखिक माप, रैखिक लंबाई-चौड़ाई"
"ലീനിയർ ഇക്വേഷൻ, ക്വാഡ്രാറ്റിക് ഇക്വേഷൻ","रैखिक समीकरण, एकघात समीकरण"
രേഖീയ ഏകത,रैखिक समघात
ലീനിയർ ഫ്രാക്ഷണൽ കൺവേർഷൻ,रैखिक भिन्नात्मक रूपांतरण
രേഖീയ പ്രവർത്തനം,रैखिक फलन
രേഖീയ പ്രവർത്തനം,रैखिक फलनक
രേഖീയ ഗ്രൂപ്പ്,रैखिक समूह
രേഖീയ സ്വാതന്ത്ര്യം,रैखिक स्वतंत्रता
രേഖീയ സ്വതന്ത്ര ബന്ധം,रैखिक स्वतंत्र संबंध
രേഖീയ അസമത്വം,रैखिक असमिका
ലീനിയർ നോൺ-ഹോമോജീനസ് ഡിഫറൻഷ്യൽ ഇക്വേഷൻ,रैखिक असमघाती अवकल समीकरण
ലീനിയർ ഇന്റഗ്രൽ സമവാക്യം,रैखिक समाकल समीकरण
ലീനിയർ ഇന്റർപോളേഷൻ,रैखिक अंतर्वेशन
ലീനിയർ ലീസ്റ്റ് സ്ക്വയർ റിഗ്രഷൻ അനാലിസിസ്,रैखिक न्यूनतम वर्ग समाश्रयण विश्लेषण
"ഏകവചനമായി, രേഖീയമായി","एकघाततः, रैखिकतः"
രേഖീയമായി ആശ്രയിക്കുന്നത്,रैखिकतः परतंत्र
രേഖീയമായി സ്വതന്ത്രമായ,रैखिकतः स्वतंत्र
ലീനിയർ മാപ്പിംഗ്,रैखिक प्रतिचित्रण
രേഖീയ ക്രമം,रैखिक क्रम
ലീനിയർ സീരിയലൈസേഷൻ,रैखिक क्रमीकरण
ലീനിയർ പ്രോഗ്രാമിംഗ്,रैखिक प्रोग्रामन
ലീനിയർ പ്രോഗ്രാമിംഗ് അൽഗോരിതം,रैखिक प्रोग्रामन कलन-विधि
ലീനിയർ പ്രോഗ്രാമിംഗ് പ്രശ്നം,रैखिक प्रोग्रामन समस्या
ലീനിയർ റിഗ്രഷൻ,रैखिक समाश्रयण
ലീനിയർ റിഗ്രഷൻ കോഫിഫിഷ്യന്റ്,रैखिक समाश्रयण गुणांक
"രേഖീയ ബന്ധം, എക്സ്പോണൻഷ്യൽ ബന്ധം","रैखिक संबंध, एकघाती संबंध"
രേഖീയ ജനസംഖ്യ,रैखिक समष्टि
രേഖീയ ഉപസ്ഥലം,रैखिक उपसमष्टि
രേഖീയ പരിവർത്തനം,रैखिक रूपांतरण
ലീനിയർ റിഗ്രഷൻ,रैखिक उपनति
ലീനിയർ ഡിഫറൻഷ്യൽ എസ്റ്റിമേറ്റ്,रैखिक अनभिनत आकल
രേഖീയ പ്രവേഗം,रैखिक वेग
ലൈൻ ഇന്റഗ്രൽ,रेखा समाकल
കവലയുടെ വരി,प्रतिच्छेद-रेखा
റിഗ്രഷൻ ലൈൻ,समाश्रयण-रेखा
സ്പേഷ്യൽ വെക്റ്റർ,स्थानगत सदिश
പ്രാദേശിക ഒപ്റ്റിമൽ,स्थानीय इष्टतम
"ലോക്കസ്, ലോക്കസ്","बिन्दुपथ, रेखापथ"
ലോഗ് ലോഗ് ലോഗ്,"लॉग, लठठा, संलेख"
"ലോഗരിഥമിക്, ലോഗരിഥമിക്","लघुगणकीय, लॉगेरिथ्मीय"
ലോഗരിഥമിക് കൃത്യത,लघुगणकीय यथार्थता
ലോഗരിതം കണക്കുകൂട്ടൽ,लॉगेरिथ्मीय परिकलन
"ലോഗരിഥമിക് വക്രം, ലോഗരിഥമിക് വക്രം","लॉगेरिथ्मीय वक्र, लघुगणकीय वक्र"
ലോഗരിഥമിക് ഡെറിവേറ്റീവ്,लघुगणकीय अवकलज
ലോഗരിഥമിക് ഡിഫറൻഷ്യൽ,लघुगणकीय अवकलन
"ലോഗരിഥമിക് ഫംഗ്ഷൻ, ലോഗരിഥമിക് ഫംഗ്ഷൻ","लॉगेरिथ्मीय फलन, लघुगणकीय फलन"
"ലോഗരിഥമിക് ശരാശരി, ജ്യാമിതീയ ശരാശരി","लघुगणकीय माध्य, गुणोत्तर माध्य"
ലോഗരിഥമിക് സാധാരണ വിതരണം,लघुगणकीय प्रसामान्य बंटन
ലോഗരിഥമിക് ബന്ധം,लघुगणकीय संबंध
ലോഗരിഥമിക് സ്കെയിൽ,लघुगणकीय मापक्रम
"ലോഗരിതം സീരീസ്, ലോഗരിതം സീരീസ്","लॉगेरिथ्मीय श्रेणी, लघुगणकीय श्रेणी"
"ലോഗരിഥമിക് സർപ്പിളം, ലോഗരിഥമിക് സർപ്പിളം","लॉगेरिथ्मीय सर्पिल, लघुगणकीय सर्पिल"
"ലോഗരിതം പട്ടിക, ലോഗരിതം പട്ടിക","लॉगेरिथ्मीय सारणी, लघुगणकीय सारणी"
"ലോഗരിതം, ലോഗരിതം","लॉगेरिथ्म, लघुगणक"
യുക്തി,तर्क
യുക്തിപരമായി തുല്യമാണ്,तर्कत: तुल्य
"ഗ്രോത്ത് കർവ്, പേൾ-റീഡ് കർവ്","वृद्धिघात वक्र, पर्ल-रीड वक्र"
"ലോഗ് നോർമൽ ഡിസ്ട്രിബ്യൂഷൻ, ലോഗ് നോർമൽ ഡിസ്ട്രിബ്യൂഷൻ","लघुगणक प्रसामान्य बंटन, लॉग प्रसामान्य बंटन"
"രേഖാംശം, രേഖാംശം","रेखांश, देशांतर"
"ലൂപ്പ്, ലൂപ്പ്, നൂസ് (നമ്പർ), ലൂപ്പ് (വെർ.), പ്രസ്പന്ദ","पाश, ल्रूप, फंदा (सं.) पाशन (क्रि.), प्रस्पंद"
"തിരഞ്ഞെടുപ്പ് പ്രചാരണം, ലോട്ടറി","प्रचयन, प्रचायिका, लॉटरी"
അടിവരയിടുക,अधोरेखा
താഴ്ന്ന പരിധി,निम्न परिबंध
ലോ റീമാൻ-ഇന്റഗ്രൽ,निम्न रीमान-समाकल
കുറഞ്ഞ തുക,निम्न योगफल
ത്രികോണ മാട്രിക്സ് പിന്തുടരുന്നു,निम्न त्रिभुजीय आव्यूह
മക്ലാരിൻ സ്പ്രെഡ്,मैक्लारिन प्रसार
"മായ നമ്പർ, മാജിക് നമ്പർ, ഡ്യൂറബിലിറ്റി നമ്പർ","माया संख्या, मैजिक संख्या, स्थायित्व संख्या"
മാന്ത്രിക ചതുരം,मैजिक वर्ग
റേഡിയന്റ് പരിധി,कांतिमान-सीमा
മെയിലിംഗ് ചോദ്യാവലി,डाक प्रेषित प्रश्नावली
മെയിൽ വഴിയുള്ള സർവേ,डाक द्वारा सर्वेक्षण
ഓവർഹെഡ് പരിധി,उपरि परिबंध
നീണ്ട ആർക്ക്,दीर्घ चाप
ബന്ധിത സെറ്റ്,उपरिबद्‌ध समुच्चय
മൾട്ടിവാല്യൂഡ് ഫംഗ്ഷൻ,बहुमान फलन
"ഭൂപടം, ഭൂപടം, ഭൂപടം","नक्शा, मानचित्र, प्रतिचित्र"
സെറ്റുകളിലേക്ക് മാപ്പിംഗ്,समुच्चय में प्रतिचित्रित करना
സെറ്റുകളുടെ മാപ്പിംഗ്,समुच्चय का प्रतिचित्रण
നാമമാത്ര സംഭാവ്യത,उपांत प्रायिकता
ഗണിത വിശകലനം,गणितीय विश्लेषण
ഗണിത യുക്തി,गणितीय तर्क
ഗണിതശാസ്ത്ര കേന്ദ്രം,गणितीय केंद्र
ഗണിതശാസ്ത്ര സങ്കീർണ്ണത,गणितीय जटिलता
ഗണിതശാസ്ത്ര സാമ്പത്തികശാസ്ത്രം,गणितीय अर्थशास्त्र
ഗണിതശാസ്ത്ര പ്രതീക്ഷ,गणितीय प्रत्याशा
ഗണിത രൂപം,गणितीय रूप
"ഗണിത ഫോർമാറ്റ്, ഗണിത ഫോർമാറ്റ്","गणितीय संरूपण, गणितीय संरूप"
ഗണിത ഐഡന്റിറ്റികൾ,गणितीय सर्वसमिका
"ഗണിതശാസ്ത്ര യുക്തി, ഗണിതശാസ്ത്ര യുക്തി","गणितीय तर्कशास्त्र, गणितीय तर्क"
ഗണിത മാതൃക,गणितीय निदर्श
ഗണിതപരമായ ഉദ്ദേശം,गणितीय आशय
മാട്രിക്സ് ഡയഗണലൈസേഷൻ,मैट्रिक्स विकर्णन
മാട്രിക്സ് വിപരീതം,आव्यूह-व्युत्क्रम
മാട്രിക്സ് വിപരീതം,आव्यूह-व्युत्क्रमण
മാട്രിക്സ് ആവർത്തന രീതി,आव्यूह पुनरावर्ती विधि
മാട്രിക്സ് രീതി,मैट्रिक्स पद्‌धति
മാട്രിക്സ് ഗുണനം,आव्यूह गुणन
സ്ഥിരാങ്കങ്ങളുടെ മാട്രിക്സ്,अचरों का आव्यूह
പ്രബലമായ മാട്രിക്സ്,प्रभाविता आव्यूह
മാട്രിക്സ് ഓപ്പറേറ്റർ,आव्यूह संकारक
മാട്രിക്സ് ബഹുപദം,आव्यूह बहुपद
മാട്രിക്സ് പ്രിന്റിംഗ്,आव्यूह मुद्रण
മാട്രിക്സ് ഉൽപ്പന്നം,आव्यूह-गुणनफल
പരമാവധി,अधिकतमीकृत
"പരമാവധി, പരമാവധി, ഉയർന്നത്","महत्तम, अधिकतम, उच्चतम"
പരമാവധി കേവല മൂല്യം,अधिकतम निरपेक्ष मान
പരമാവധി എഫ്-അനുപാതം,महत्तम F-अनुपात
പരമാവധി സാധ്യത,अधिकतम संभाविता
മഹൽപിഷ്ഠ,महाल्पिष्ठ
മഹത്തായ നിഗമനം,महाल्पिष्ठ निकष
പ്രവർത്തനത്തിന്റെ പരമാവധി,फलन का अधिकतम
മാക്സ്വെൽ-ബോൾട്ട്സ്മാൻ സ്ഥിതിവിവരക്കണക്കുകൾ,मैक्सवेल-बोल्ट्समान सांख्यिकी
അർത്ഥം വ്യതിയാനം,माध्य विचलन
ഡീവിയേഷൻ സ്ക്വയർ ശരാശരി,विचलन वर्ग माध्य
ചതുരം അർത്ഥം പിശക്,वर्ग माध्य त्रुटि
"അർത്ഥം, ശരാശരി മൂല്യം","माध्यमान, औसत मान"
അർത്ഥം സിദ്ധാന്തം,माध्यमान प्रमेय
ബബ്ലി അളവ്,ककुदता माप
"ഇടത്തരം, ഇടത്തരം, ഇടത്തരം, ഇടത്തരം","मध्य, मध्यस्थ, माध्यिका, मीडियन"
മീഡിയൻ സെന്റർ,माध्यिका केंद्र
മീഡിയൻ കർവ്,मध्यककुदी वक्र
മെസോതെലിയോമ,मध्यककुदता
സന്ദേശം,संदेश
"ആചാരം, രീതി","रीति, विधि"
ഇല്ലാതാക്കൽ രീതി,विलोपन विधि
വിപരീത രീതി,प्रतिलोमन-विधि
ആവർത്തന രീതി,पुऩरावृत्ति विधि
ഏറ്റവും കുറഞ്ഞ ചതുരം,न्यूनतम वर्ग विधि
ടോർക്ക് രീതി,आघूर्ण विधि
സമാനമായ ത്രികോണ രീതി,समरूप त्रिभुज विधि
ചരിവ് ഇറക്കം രീതി,प्रवणतम अवरोहण विधि
സമാഹാര രീതി,संकलन-विधि
നിർണ്ണയിക്കാത്ത ഗുണക രീതി,अनिर्घारित गुणांक विधि
ദൂരം ജനസംഖ്യ,दूरीक समष्टि
മെട്രിക് സിസ്റ്റം,मीटरी पद्‌धति
മെട്രിക് യൂണിറ്റ്,मेट्रिक इकाई
സൂക്ഷ്മ സിദ്ധാന്തം,सूक्ष्म सिद्‌धांत
മധ്യഭാഗം,मध्य
ഇടത്തരം,मध्यपद
കേന്ദ്ര പോയിന്റ്,मध्य बिंदु
മിഡ്‌പോയിന്റ് ഫോർമുല,मध्यबिंदु सूत्र
കുറഞ്ഞ ബഹുപദം,अल्पिष्ठ बहुपद
മിനിമ സിദ്ധാന്തം,अल्पमहिष्ठ सिद्‌धांत
"ഏറ്റവും കുറഞ്ഞ, ഏറ്റവും താഴ്ന്ന, ഏറ്റവും താഴ്ന്ന","न्यूनतम, अल्पतम, निम्नतम"
താഴ്ന്ന പോയിന്റ്,निम्निष्ठ बिंदु
ഏറ്റവും കുറഞ്ഞത് ബഹുപദം,अल्पतम बहुपद
പ്രവർത്തനത്തിന്റെ ഏറ്റവും കുറഞ്ഞത്,फलन का न्यूनतम
ചെറിയ ആർക്ക്,लघु चाप
ചെറിയ കത്ത്,लघु अक्षष
പരിമിതമായ ഉപവിഭാഗം,निम्न परिबद्‌ध उपसमुच्चय
"മൈനസ്, കടം","माइनस, ऋण"
മൈനസ് ചിഹ്നം,ऋण चिह्न
മിക്സഡ് ഫ്രാക്ഷൻ,मिश्र भिन्न
ഇതര ഉപകരണം,सविकल्प युक्ति
"മോഡ്, മോഡ്, രീതി, രീതി, സിസ്റ്റം, മോഡ്","बहुलक, मोड, विधि, रीति, प्रणाली, विधा"
"മോഡുലസ്, മോഡുലസ്","मापांक, मोड्यूलस"
സങ്കീർണ്ണ സംഖ്യയുടെ മോഡുലസ്,सम्मिश्र संख्या का मापांक
നിമിഷം,आघूर्ण
ടോർക്ക് ഫംഗ്ഷൻ,आघूर्णजनक फलन
ശക്തിയുടെ നിമിഷം,बल का आघूर्ण
ആവൃത്തി-വിതരണ നിമിഷം,बारंबारता-बंटन का आघूर्ण
ജഡത്വത്തിന്റെ നിമിഷം,जड़त्व आघूर्ण
ആവേഗത്തിന്റെ നിമിഷം,संवेग आघूर्ण
പ്രേരണ,संवेग
ഒരു പോസ്റ്റ്,एकपद
ഒറ്റ ഏകീകരണം,एकैक समाकारी
"ഏകതാനത, ഏകരൂപം","एकरूपता, एकैक समाकारिता"
ഏകപക്ഷീയമായ,एकदिष्ट
ഏകദിശയിലുള്ള ആരോഹണ ക്രമം,एकदिष्ट वर्धमान अनुक्रम
തികച്ചും,एकदिष्टतः
ഏകദിശയിൽ ചന്ദ്രക്കല,एकदिष्टतः वर्धमान जाल
ഏകതാനമായി വർദ്ധിക്കുന്ന ക്രമം,एकदिष्टतः वर्धमान अनुक्रम
ഏകീകൃത പ്രവർത്തനം,एकदिष्ट फलन
മോണ്ടി-കാർലോ കണക്കുകൂട്ടൽ,मॉन्टे-कार्लो परिकलन
മോണ്ടെ-കാർലോ രീതി,मॉन्टे-कार्लो विधि
മോറ (കായികം),मोरा (खेल)
മരണ സ്ഥിതിവിവരക്കണക്കുകൾ,मृत्यु आंकड़े
മിക്കവാറും,प्रायिकतम
ചലനം,गति
ചലിക്കുന്ന ശരാശരി,गतिमान माध्य
എം-ജനസംഖ്യ,M-समष्टि
ഇന്റഗ്രലിന്റെ എം-ടെസ്റ്റ്,समाकल का M-परीक्षण
ഒന്നിലധികം തീരുമാന-പ്രശ്നം,बहुगत निर्णय-समस्या
ബഹുപദ സാധാരണ വിതരണം,बहुविम प्रसामान्य बंटन
പോളിനോമിയൽ റാൻഡം വേരിയബിൾ,बहुविम यादृच्छिक चर
മൾട്ടിപ്ലക്സ് ഗതാഗത പ്രശ്നം,बहुसूचक परिवहन समस्या
ബഹുപദം,बहुपद
ബഹുപദ വിതരണം,बहुपद बंटन
"മൾട്ടിപ്പിൾ, മൾട്ടിപ്പിൾ, മൾട്ടിപ്പിൾ, പല (വി.), മൾട്ടിപ്പിൾ, റിഫ്രാക്റ്റീവ് (എൻ.)","गुणित, बहुगुण, बहु, बहुत (वि.), गुणज, अपवर्त्य (सं.)"
മൾട്ടിപ്പിൾ ചോയ്സ് പ്രശ്നം,बहुविकल्पी समस्या
കോൺഫെഡറേറ്റ് പ്രവിശ്യകൾ,बहुसंबद्‌धित प्रांत
ഒന്നിലധികം പരസ്പരബന്ധം,बहु सहसंबंध
ഒന്നിലധികം ആവൃത്തി പട്ടിക,बहु-बारंबारता सारणी
ഒന്നിലധികം ഇന്റഗ്രൽ,बहु समाकल
ഒന്നിലധികം സംയോജനം,बहु समाकलन
ഒന്നിലധികം റിഗ്രഷൻ,बहु समाश्रयण
ഒന്നിലധികം റിഗ്രഷൻ വിശകലനം,बहुसमाश्रयण विश्लेषण
മൾട്ടിപ്പിൾ റിഗ്രഷൻ കോഫിഫിഷ്യന്റ്,बहुसमाश्रयण गुणांक
ഒന്നിലധികം റിഗ്രഷൻ സമവാക്യം,बहुसमाश्रयण समीकरण
മൾട്ടി റൂട്ട്,बहु मूल
ഗുണനം,गुणन
(നിർണ്ണയത്തിന്റെ) നിരയുടെ ഗുണനം,(सारणिक का) स्तंभशः गुणन
(നിർണ്ണയത്തിന്റെ) രേഖീയ ഗുണനം,(सारणिक का) पंक्तिशः गुणन
ഗുണന ഘടകം,गुणन कारक
ഗുണിത പ്രവർത്തനം,गुणनात्मक फलन
ഗുണപരമായ ഗ്രൂപ്പ്,गुणनात्मक समूह
ഗുണന വിപരീതം,गुणनात्मक प्रतिलोम
ബഹുസ്വരത,बहुकता
ബഹുസ്വരത,मूल-बहुकता
പൂജ്യങ്ങളുടെ ഗുണിതം,शून्यक की बहुकता
ഗുണനം,गुणक
"ഗുണിക്കുക, ഗുണിക്കുക","गुणा करना, संवर्धन"
ഒന്നിലധികം വിതരണം,बहुचर बंटन
ഒന്നിലധികം സാധാരണ വിതരണം,बहुचर प्रसामान्य बंटन
ബഹുവിധ ജനസംഖ്യ,बहुचर समष्टि
"പരസ്പര, പരസ്പര","पारस्परिक, अन्योन्य"
നബ്ല,नाब्ला
നാപിരിയ,नैपिरीय
"നേപ്പിയർ ലോഗരിതം, നേപ്പിയർ ലോഗരിതം","नैपिरीय लघुगणक, नैपिरीय लॉगेरिथ्म"
"സ്വാഭാവിക ലോഗരിതം, സ്വാഭാവിക ലോഗരിതം","प्राकृतिक लघुगणक, प्राकृतिक लॉगेरिथ्म"
"പോസിറ്റീവ് പൂർണ്ണസംഖ്യ, പോസിറ്റീവ് പൂർണ്ണസംഖ്യ","धन पूर्णसंख्या, धन पूर्णांक"
നോട്ടിക്കൽ മൈൽ,समुद्री मील
n-vim,n-विम
n-vim വെക്റ്റർ-സ്പെയ്സ്,n-विम सदिश-समष्टि
ആവശ്യമായതും മതിയായതുമായ നിയന്ത്രണങ്ങൾ,आवश्यक तथा पर्याप्त प्रतिबंध
ആവശ്യമായ നിയന്ത്രണങ്ങൾ,आवश्यक प्रतिबंध
നിരോധനം,निषेध
"നെഗറ്റീവ്, നെഗറ്റീവ്, നെഗറ്റീവ്","ऋण, ऋणात्मक, नेगेटिव"
ക്രെഡിറ്റ് വക്രത,ऋण वक्रता
നെഗറ്റീവ് നിശ്ചിത ഏകതാനത,ऋणात्मक निश्चित समघात
നെഗറ്റീവ് ഫിക്സഡ് മാട്രിക്സ്,ऋणात्मक निश्चित् आव्यूह
നെഗറ്റീവ് അർദ്ധനിശ്ചിത ഏകത,ऋणात्मक अर्धनिश्चित समघात
"അയൽപക്കം, സാമീപ്യം","प्रतिवेश, सामीप्य"
"ഒന്നിലധികം സാമ്പിളിംഗ്, ഇൻക്ലൂസീവ് സാംപ്ലിംഗ്","बहुक्रम प्रतिचयन, समावेशी प्रतिचयन"
മൊത്തം ജനന നിരക്ക്,नेट जनन दर
ന്യൂട്ടനി മെക്കാനിക്സ്,न्यूटनी यांत्रिकी
ന്യൂട്ടന്റെ ഡിവിഡഡ് ഡിഫറൻസ് ഫോർമുല,न्यूटन का विभाजित अंतर सूत्र
ന്യൂട്ടന്റെ ചലന നിയമങ്ങൾ,न्यूटन के गति-नियम
പേര് അസൈൻമെന്റ്,नेमेन नियतन
നെയ്മാൻ-പിയേഴ്സൺ-തത്ത്വം,नेमेन-पियर्सन-सिद्‌धांत
പൂജ്യം സാധ്യതയുള്ള ഘടകം,शून्यंभावी अवयव
പൂജ്യം സാധ്യതയുള്ള മാട്രിക്സ്,शून्यंभावी आव्यूह
"നോഡ്, നോഡ്, ഇല, നിബ്, ഫിൽട്ടർ","नोड, आसंधि, पात, निर्नति, निस्पंद"
അൻ-അബെലി ഗ്രൂപ്പ്,अन-आबेली ग्रुप
ആപേക്ഷികമായ ഒത്തുചേരൽ,सापेक्षष अभिसरण
അതീന്ദ്രിയമായ,अबीजीय
അഴിമതിയില്ലാത്ത,अनपभ्रष्ट
അഴിമതിയില്ലാത്ത അടിസ്ഥാന സ്ഥിരമായ പരിഹാരം,अनपभ्रष्ट आधारी सुसंगत हल
അഗാൻ,अघन
സാന്ദ്രമായ മൊത്തം,अघन समुच्चय
പോയിന്റുകളുടെ എണ്ണമറ്റ അനന്തത,बिंदुओं का अगणनीय अनंत
എണ്ണമറ്റ സെറ്റ്,अगणनीय समुच्चय
സമാനതകളില്ലാത്ത,अनवकलनीय
നോൺ-സബ്സെറ്റ്,अरिक्त उपसमुच्चय
യൂക്ലിഡിയൻ ജ്യാമിതി,अयूक्लिडी ज्यामिति
"ആനുപാതികമല്ലാത്ത, ആനുപാതികമല്ലാത്ത","असमांगी, असमघात"
വിഭജിക്കുന്നതല്ല,अप्रतिच्छेदी
നോൺ-ലീനിയർ ബീജഗണിത സമവാക്യങ്ങൾ,अरैखिक बीजीय समीकरण
നോൺ-ലീനിയർ ഡിഫറൻഷ്യൽ സമവാക്യം,अरैखिक अवकल समीकरण
നോൺ-ലീനിയർ സമവാക്യം,अरैखिक समीकरण
നോൺ-ലീനിയർ പ്രോഗ്രാമിംഗ്,अरैखिक प्रोग्रामन
നോൺ-ലീനിയർ റിഗ്രഷൻ,अरैखिक समाश्रयण
നോൺ-ലീനിയർ ബന്ധം,अरैखिक संबंध
നോൺ നെഗറ്റീവ് പൂർണ്ണസംഖ്യ അല്ലാത്ത പൂർണ്ണസംഖ്യ,"ऋणेतर पूर्णसंख्या, ऋणेतर पूर्णांक"
നോൺ നെഗറ്റീവ് വേരിയബിൾ,ऋणेतर चर
നോൺ-പാരാമെട്രിക് ടെസ്റ്റ്,अप्राचलिक परीक्षण
സാധ്യതയില്ലാത്ത സമീപനം,प्रायिकतेतर दृष्टिकोण
വിപരീത മാട്രിക്സ്,व्युत्क्रमणीय आव्यूह
അസമമായ മാട്രിക്സ്,असममित आव्यूह
നിസ്സാരമായ,अतुच्छ
നോൺ-സീറോ ഡിറ്റർമിനന്റ്,शून्येतर सारणिक
ശൂന്യം,अरिक्त
നോൺ-സബ്സെറ്റ്,अरिक्त उपसमुच्चय
നോൺ-സീറോ ഡിറ്റർമിനന്റ്,शून्येतर सारणिक
അല്ലെങ്കിൽ കോംപ്ലിമെന്ററി ഗേറ്റുകൾ,अथवा पूरक द्वार
"സാധാരണ, സ്വാഭാവിക, സാധാരണ, സാധാരണ, സാധാരണ, സാധാരണ, സാധാരണ","प्रसामान्य, प्राकृतिक, मानक, सामान्य, साधारण, अभिलंब, नॉर्मल"
സാധാരണ ത്വരണം,अभिलंब त्वरण
സാധാരണ കോൺ,अभिलंब कोण
സാധാരണ വക്രം,प्रसामान्य वक्र
സാധാരണ സാന്ദ്രത പ്രവർത്തനം,प्रसामान्य घनत्व फलन
സാധാരണ വിതരണം,प्रसामान्य बंटन
സാധാരണ വിതരണ പ്രവർത്തനം,प्रसामन्य बंटन फलन
മാട്രിക്സിന്റെ സാധാരണ രൂപം,आव्यूह का प्रसामान्य रूप
സാധാരണ ആവൃത്തി,प्रसामान्य बारंबारता
നോർമലൈസ്ഡ് കർവ്,प्रसामान्यीकृत वक्र
നോർമലൈസ്ഡ് ഫ്ലോട്ടിംഗ് പോയിന്റ് നമ്പർ,प्रसामान्यीकृत चलबिंदु संख्या
നോർമലൈസർ,प्रसामान्यक
സാധാരണ മാട്രിക്സ്,प्रसामान्य आव्यूह
സാധാരണ പ്രോബബിലിറ്റി കർവ്,प्रसामान्य प्रायिकता वक्र
സാധാരണ സംഭാവ്യത വിതരണം,प्रसामान्य प्रायिकता बंटन
"സാധാരണ ഉപഗ്രൂപ്പ്, പ്രത്യേക ഉപഗ്രൂപ്പ്","प्रसामान्य उपसमूह, विशिष्ट उपसमूह"
സ്റ്റാൻഡേർഡ് ലീനിയർ സ്പേസ്,मानकित रैखिक समष्टि
വെക്റ്റർ സ്റ്റാൻഡേർഡ്,सदिश मानक
"ഗേറ്റ് അല്ല, ഗേറ്റ് അല്ല","NOT गेट, न गेट"
രാത്രികാല ഇടതൂർന്ന കൂട്ടം,नकुत्रापि सघन समुच्चय
ശൂന്യമായ സിദ്ധാന്തം,निराकरणीय परिकल्पना
പൂജ്യം മാട്രിക്സ്,शून्य आव्यूह
ശൂന്യമായ സെറ്റ്,रिक्त समुच्चय
പൂജ്യം വെക്റ്റർ,शून्य सदिश
നമ്പർ,संख्या
നമ്പർ അക്ഷം,संख्या अक्ष
നമ്പർ സിസ്റ്റം,संख्या पद्‌धति
"സംഖ്യാപരമായ (വി.), സംഖ്യാപരമായ (വി.)","संख्यांक (सं.), संख्यात्मक (वि.)"
"നമ്പറിലേക്ക്, നമ്പറിലേക്ക്","संख्यान, संख्या देना"
ഭാഗം,अंश
സംഖ്യാ ഗുണകം,संख्यात्मक गुणांक
സംഖ്യാ കണക്കുകൂട്ടൽ,संख्यात्मक अभिकलन
സംഖ്യാ വ്യത്യാസം,संख्यात्मक अवकलन
സംഖ്യാ രീതി,संख्यात्मक विधि
"n-വെക്റ്റർ, n-വെക്റ്റർ","n-सदिश, n-वेक्टर"
n-വെക്റ്റർ സ്പേസ്,n-सदिश समष्टि
"വസ്തു, ശരീരം, വസ്തു","वस्तु, पिडं, बिबं"
വസ്തുനിഷ്ഠമായ പ്രവർത്തനം,उद्‌देश्य फलन
"ചരിഞ്ഞ, ചരിഞ്ഞ","तिर्यक, तिरछा"
ചരിഞ്ഞ ലക്ഷണം,तिर्यक अनंतस्पर्शी
ചരിഞ്ഞ അക്ഷം,तिर्यक अक्ष
"ക്രോസ് സെക്ഷൻ, ക്രോസ് സെക്ഷൻ","तिर्यक परिच्छेद, तिरछी काट"
നിരീക്ഷണം,प्रेक्षण
നിരീക്ഷിച്ച ആവൃത്തി,प्रेक्षित बारंबारता
മങ്ങിയ ആംഗിൾ,अधिक कोण
അഷ്ടഭുജം,अष्टभुज
അഷ്ടഭുജം,अष्टफलक
ഒക്ടൽ സിസ്റ്റം,अष्टाधारी पद्‌धति
ഒക്ടന്റ്,अष्टांशक
വിചിത്രമായ,विषम
അസമമായ വക്രം,विषम वक्र
ഒറ്റ സംഖ്യ,विषम संख्या
വിചിത്രമായ ക്രമമാറ്റം,विषम क्रमचय
വിചിത്രമായ ബഹുപദം,विषम बहुपद
"ഓഗിവ്, പൈലോൺ","ओजाइव, तोरण"
ഏകാന്ത കൂട്ടായ്മ,एकैकी संगति
ഒന്ന്-ഒരു പ്രവർത്തനം,एकैकी फलन
ഒറ്റ ഭൂപടം,एकैकी प्रतिचित्र
വൺ-വേ വർഗ്ഗീകരണം,एकधा वर्गीकरण
ഓവർലാപ്പ് മാപ്പ്,आच्छादक प्रतिचित्र
"തുറന്ന, തുറന്ന (വി.)","खुला, विवृत (वि.)"
തുറന്ന ഗോളം,विवृत गोलक
തുറന്ന ഇടവേള,विवृत अंतराल
തുറന്ന സെമിലൈൻ,विवृत अर्धरेखा
തുറന്ന സെറ്റ്,विवृत समुच्चय
പ്രവർത്തിക്കുന്നു,प्रचालन
ഓപ്പറേഷൻ സയൻസ്,संक्रिया विज्ञान
ഓപ്പറേഷൻ സയൻസ്,संक्रिया विज्ञान
"ഓപ്പറേറ്റർ, ഓപ്പറേറ്റർ, ഓപ്പറേറ്റർ","प्रचालक, ऑपरेटर, संकारक"
എതിർകോണ്,सम्मुख कोण
വിപരീത സംഭവം,विपरीत घटना
