Telugu,English
ఉచిత ఎలక్ట్రాన్,Free electron
ఖాళీ స్థల నష్టం,Free space loss
ఖాళీ స్థలం మార్గం నష్టం,Free space path loss
తరచుదనం,Frequency
ఫ్రీక్వెన్సీ కేటాయింపు,Frequency allocation
ఫ్రీక్వెన్సీ ఛేంజర్,Frequency changer
తరంగ స్థాయి మార్పిని,Frequency converter
ఫ్రీక్వెన్సీ కౌంటర్,Frequency counter
ఫ్రీక్వెన్సీ వక్రీకరణ,Frequency distortion
ఫ్రీక్వెన్సీ డివైడర్,Frequency divider
ఫ్రీక్వెన్సీ డొమైన్,Frequency domain
ఫ్రీక్వెన్సీ డబుల్,Frequency doubler
ఫ్రీక్వెన్సీ మాడ్యులేషన్,Frequency modulation
ఫ్రీక్వెన్సీ మానిటర్,Frequency monitor
ఫ్రీక్వెన్సీ మల్టీప్లెక్స్,Frequency multiplex
ఫ్రీక్వెన్సీ గుణకం,Frequency multiplier
ఫ్రీక్వెన్సీ పరిధి,Frequency range
ఫ్రీక్వెన్సీ స్పందన,Frequency response
ఫ్రీక్వెన్సీ షిఫ్ట్,Frequency shift
ఫ్రీక్వెన్సీ స్పెక్ట్రం,Frequency spectrum
ఫ్రీక్వెన్సీ సింథసైజర్,Frequency synthesizer
ఫ్రీక్వెన్సీ టాలరెన్స్,Frequency tolerance
ఫ్రీక్వెన్సీ ట్రాన్స్లేటర్ బాక్స్,Frequency translator box
ఫ్రీక్వెన్సీ వైవిధ్యం,Frequency variation
ఫ్రెస్నెల్ జోన్,Fresnel zone
అంచు ప్రాంత,Fringe-area
ముందు వాకిలి,Front porch
పూర్తి అడర్,Full adder
పూర్తి వేవ్ సరిదిద్దడం,Full wave rectification
పూర్తి వేవ్ రెక్టిఫైయర్,Full wave rectifier
ఫంక్షన్,Function
ఫంక్షన్ కీ,Function key
ఫంక్షనల్ టెస్టింగ్,Functional testing
ప్రాథమిక,Fundamental
ప్రాథమిక పౌన .పున్యం,Fundamental frequency
ప్రాథమిక వేగం,Fundamental velocity
గరాటు,Funnel
ఫ్యూజ్,Fuse
ఫ్యూజ్ వైర్,Fuse wire
మసక లాజిక్,Fuzzy logic
లాభం,Gain
నియంత్రణ సంపాదించు,Gain control
గలోయిస్ ఫీల్డ్,Galois field
స్వరసప్తకం,Gamut
గ్యాంగ్ కండెన్సర్,Gang condenser
గ్యాప్,Gap
గేట్వే,Gateway
గేజ్,Gauge
గాస్సియన్ కర్వ్,Gaussian curve
గాస్సియన్ వైట్ శబ్దం,Gaussian white noise
జనరేటర్,Generator
సాధారణ పేరు,Generic name
జియోస్టేషనరీ ఉపగ్రహం,Geostationary satellite
జియోసింక్రోనస్ ఉపగ్రహం,Geosynchronous satellite
గ్లిచ్,Glitch
గ్రాఫిక్ ఆర్ట్,Graphic art
గ్రాఫిక్ ఈక్వలైజర్,Graphic equalizer
గ్రాఫిక్స్,Graphics
గ్రాటిక్యూల్,Graticule
గురుత్వాకర్షణ త్వరణం,Gravitational acceleration
గ్రే స్కేల్,Gray scale
గ్రిడ్,Grid
గ్రిడ్ బయాస్,Grid bias
గ్రిడ్ డ్రైవింగ్ శక్తి,Grid driving power
గ్రిడ్ ఉద్గారం,Grid emission
గ్రిడ్ మాడ్యులేటెడ్ క్లాస్ సి యాంప్లిఫైయర్,Grid modulated class C amplifier
గ్రిల్,Grill
గ్రౌండింగ్,Grinding
గాడి,Groove
భూమి వాహకత,Ground conductivity
గ్రౌండ్ రిటర్న్ సర్క్యూట్,Ground return circuit
భూమిలో ముద్రించుట,Ground rod (earth rod)
గ్రౌండ్ స్కాటర్ ప్రచారం,Ground scatter propagation
గ్రౌండ్ సెగ్మెంట్,Ground segment
గ్రౌండ్ వేవ్,Ground wave
గ్రౌండ్ వేవ్ ప్రచారం,Ground wave propagation
గ్రౌండ్ వేవ్ సిగ్నల్,Ground wave signal
గ్రౌన్దేడ్,Grounded
సమూహ ఆలస్యం,Group delay
నెట్‌వర్క్ & కవరేజ్ పెరుగుదల,Growth of network & coverage
గార్డ్ బ్యాండ్,Guard band
గార్డు విరామం,Guard interval
గన్ డయోడ్,Gunn diode
వ్యక్తి,Guy
గై వైర్,Guy wire
గైడ్ ఏరియల్ మాస్ట్ (గైడ్ యాంటెన్నా మాస్ట్),Guyed aerial mast (guyed antenna mast)
హాక్,Hack
హ్యాకర్,Hacker
సగం యాడర్,Half adder
సగం డ్యూప్లెక్స్,Half duplex
సగం శక్తి బ్యాండ్‌విడ్త్,Half power bandwidth
సగం వేవ్ డైపోల్,Half wave dipole
సగం వేవ్ సరిదిద్దడం,Half wave rectification
హాఫ్టోన్,Halftone
హామింగ్ దూరం,Hamming distance
హార్డ్ డిస్క్ క్రాష్,Hard disc crash
హార్డ్ డిస్క్ ఆధారిత ఆడియో డెలివరీ సిస్టమ్,Hard disk based audio delivery system
హార్డ్ డిస్క్ ఆధారిత రికార్డింగ్,Hard disk based recording
హార్డ్వేర్,Hardware
హార్డ్వేర్ చిరునామా,Hardware address
హార్మోనిక్,Harmonic
హార్మోనిక్ వక్రీకరణ,Harmonic distortion
హార్మోనిక్ ఉద్గారం,Harmonic emission
హార్మోనిక్ ఫిల్టర్ యూనిట్,Harmonic filter unit
హార్మోనిక్ జనరేటర్,Harmonic generator
హార్మోనిక్ సప్రెజర్,Harmonic suppressor
హార్మోనిక్స్,Harmonics
హజార్డ్,Hazard
హెడ్ ​​ఫోన్,Head phone
హెడ్ ​​రూమ్,Head room
హెడ్‌ఎండ్,Headend
శీర్షిక,Header
వినికిడి విధానం,Hearing mechanism
వేడి శోషక,Heat absorber
వేడి సమతుల్యత,Heat balance
వేడి అవరోధం,Heat barrier
హీట్ కండక్టర్,Heat conductor
హీట్ సింక్,Heat sink
కృష్ణ,Hertz (Hz)
హెటెరోడిన్,Heterodyne
హెటెరోడైన్ రిసీవర్,Heterodyne receiver
హెటెరోడైన్ విజిల్ (హెటెరోడిన్ జోక్యం),Heterodyne whistle (heterodyne interference)
హ్యూరిస్టిక్,Heuristic
హెక్సాడెసిమల్,Hexadecimal
క్రమానుగత మాడ్యులేషన్,Hierarchical modulation
హై-ఫై,Hi-Fi (high fidelity)
అధిక బూస్ట్,High boost
అధిక పౌన .పున్యం,High frequency
అధిక ఫ్రీక్వెన్సీ డోలనం,High frequency oscillation
అధిక పౌన frequency పున్య ప్రతిస్పందన,High frequency response
ఉన్నత స్థాయి ప్రోగ్రామ్ భాష,High level programme language
హై పాస్ ఫిల్టర్,High pass filter
అధిక శక్తి ట్రాన్స్మిటర్,High power transmitter
అధిక నాణ్యత రిసెప్షన్,High quality reception
హై స్పీడ్ కనెక్టివిటీ,High speed connectivity
అధిక స్పీడ్ డేటా వ్యవస్థ,High speed data system
హిస్టోగ్రాం,Histogram
హోమ్ పేజీ,Home page
హుక్,Hook
హుక్ అప్ వైర్,Hook up wire
క్షితిజ సమాంతర బ్లాక్అవుట్ కాలం,Horizontal blackout period
క్షితిజ సమాంతర ఖాళీ,Horizontal blanking
క్షితిజ సమాంతర నిర్వచనం (క్షితిజ సమాంతర రిజల్యూషన్),Horizontal definition (horizontal resolution)
క్షితిజ సమాంతర విక్షేపం డోలనం,Horizontal deflection oscillation
క్షితిజ సమాంతర రేఖ,Horizontal line
క్షితిజ సమాంతర విభాగం,Horizontal section
క్షితిజ సమాంతర స్వీప్ సర్క్యూట్,Horizontal sweep circuit
హార్న్ లౌడ్ స్పీకర్,Horn loudspeaker
హోస్ట్,Host
హాట్ స్పాట్,Hot spot
హౌస్ కీపింగ్,House keeping
హబ్,Hub
హ్యూ,Hue
హఫ్మన్ కోడింగ్,Huffman coding
హమ్,Hum
మానవ ఆడియో అవగాహన,Human audio perception
మానవ ఆడియో వ్యవస్థ,Human audio system
మానవ వినికిడి విధానం,Human hearing mechanism
మానవ వీడియో అవగాహన,Human video perception
తేమ,Humidity
హైబ్రిడ్,Hybrid
హైబ్రిడ్ సర్క్యూట్,Hybrid circuit
హైబ్రిడ్ ఇంటర్‌గ్రేటెడ్ సర్క్యూట్,Hybrid intergrated circuit
హైడ్రోమీటర్,Hydrometer
హైపర్,Hyper
హైపర్ మీడియా,Hyper media
హైపర్ టెక్స్ట్,Hyper text
హైపర్లింక్,Hyperlink
ఐకాన్,Icon
గుర్తింపు,Identification
ఐడెంటిఫైయర్,Identifier
మండించండి,Ignite
జ్వలన,Ignition
ప్రకాశం,Illuminance
ప్రకాశం,Illumination
చిత్రం,Image
చిత్ర యాంటెన్నా,Image antenna
చిత్ర సంగ్రహణ,Image capture
చిత్ర ఐకానోస్కోప్,Image iconoscope
చిత్ర మ్యాప్,Image map
చిత్రం ఆర్థికాన్,Image orthicon
బొమ్మ లేదా చిత్రం సరి చేయడం,Image processing
చిత్ర సెట్టర్,Image setter
Inary హాత్మక,Imaginary
ఇంపెడెన్స్,Impedance
ఇంపెడెన్స్ మ్యాచింగ్,Impedance matching
ఇంపెడెన్స్ మ్యాచింగ్ సర్క్యూట్,Impedance matching circuit
ఇంపెడెన్స్ అసమతుల్యత,Impedance mismatch
ఖాళీ స్థలం యొక్క ఇంపెడెన్స్,Impedance of free space
ఇంపెడెన్స్ పరివర్తన,Impedance transformation
దిగుమతి,Import
ఇంప్రెగ్నేటెడ్,Impregnated
వోల్టేజ్ ఆకట్టుకోండి,Impress voltage
ప్రేరణ,Impulse
ప్రేరణ ప్రతిస్పందన,Impulse response
అశుద్ధ వాహకత,Impurity conductivity
అశుద్ధ సెమీకండక్షన్,Impurity semiconduction
క్రియారహితం,Inactive
నిష్క్రియాత్మక విండో,Inactive window
వినబడని,Inaudible
ప్రకాశించే,Incandescence
సంఘటన రే,Incident ray
చేర్చడం,Inclusion
ఇన్కమింగ్ సిగ్నల్,Incoming signal
సూచిక,Indicator
స్వదేశీ,Indigenous
ఇండక్టెన్స్,Inductance
ప్రేరక-రియాక్టన్స్,Inductive-reactance
మంట పదార్థం,Inflammable material
సమాచారం ప్యాచ్,Infor patch
సమాచారం,Information
సమాచార నిర్మాణం,Information architecture
సమాచార బిట్,Information bit
సమాచార అంకె,Information digit
ఇన్ఫర్మేషన్ కియోస్క్,Information kiosk
సమాచార ప్రక్రియ,Information process
సమాచార సాంకేతికత,Information technology
ఇన్ఫోటైన్మెంట్,Infotainment
పరారుణ రేడియేషన్,Infrared radiation
మౌలిక సదుపాయాలు,Infrastructure
తీసుకోండి,Ingest
పదార్థాలు,Ingredients
ప్రారంభ పదం (IW),Initialization word (IW)
లోపలి సంకేతాలు,Inner codes
ఇన్నోవేషన్,Innovation
ఇన్పుట్,Input
ఇన్పుట్ లైన్,Input line
ఇన్పుట్ యూనిట్,Input unit
ఇన్పుట్ వోల్టేజ్,Input voltage
ఇన్పుట్-అవుట్పుట్,Input-output
చొప్పించండి,Insert
చొప్పించే నష్టం,Insertion loss
సంస్థాపన,Installation
తక్షణ వోల్టేజ్,Instantaneous voltage
సూచన,Instruction
ఇన్సులేటింగ్ పదార్థం,Insulating material
ఇన్సులేషన్,Insulation
ఇన్సులేషన్ నిరోధకత,Insulation resistance
ఇన్సులేటర్,Insulator
ఇంటిగ్రేటెడ్ సర్క్యూట్,Integrated circuit
నెట్‌వర్క్‌ను సమగ్రపరచడం,Integrating network
ఇంటిగ్రేటర్,Integrator
ఇంటెలిజెన్స్,Intelligence
తీవ్రత,Intensity
ప్రసంగం యొక్క తీవ్రత,Intensity of speech
ఇంటర్ ఛానల్ జోక్యం,Inter channel interference
ఇంటర్‌లీవ్,Interleave
పరస్పర చర్య,Interaction
ఇంటరాక్టివిటీ,Interactivity
ఇంటర్‌కామ్,Intercom
ఇంటర్కనెక్టివిటీ,Interconnectivity
ఇంటర్ఫేస్,Interface
ఇంటర్ఫేస్ స్కానింగ్,Interface scanning
జోక్యం,Interference
జోక్యం జోన్,Interference zone
జోక్యం చేసుకునే ఛానెల్,Interfering channel
జోక్యం చేసుకునే ఫ్రీక్వెన్సీ,Interfering frequency
రేడియో ఫ్రీక్వెన్సీ సిగ్నల్ జోక్యం చేసుకుంటుంది,Interfering radio frequency signal
ఇంటర్‌ఫ్రేమ్,Interframe
ఇంటర్‌లీవ్,Interleave
ఇంటర్‌లీవ్డ్,Interleaved
ఇంటర్‌లీవ్డ్ స్ట్రీమ్,Interleaved stream
ఇంటర్‌లీవర్,Interleaver
ఇంటర్‌లీవింగ్,Interleaving
ఇంటర్‌లీవింగ్,Interleaving
ఇంటర్‌లీవింగ్ కాలం,Interleaving period
ఇంటర్‌లాక్ సర్క్యూట్,Interlock circuit
ఇంటర్‌లాక్ స్విచ్,Interlock switch
ఇంటర్‌లాకింగ్,Interlocking
ఇంటర్మీడియట్ వైఫల్యం,Intermediate failure
ఇంటర్మీడియట్ ఫ్రీక్వెన్సీ,Intermediate frequency
ఇంటర్మీడియట్ ఫ్రీక్వెన్సీ ఓసిలేటర్,Intermediate frequency oscillator
అడపాదడపా,Intermittent
అడపాదడపా కరెంట్,Intermittent current
ఇంటర్‌మోడ్యులేషన్,Intermodulation
ఇంటర్మోడ్యులేషన్ వక్రీకరణ,Intermodulation distortion
ఇంటర్‌మోడ్యులేషన్ ఉద్గారం,Intermodulation emission
ఇంటర్‌మోడ్యులేషన్ పరీక్ష,Intermodulation test
అంతర్జాలం,Internet
ఇంటర్నెట్ ప్రసారం,Internet broadcasting
ఇంటర్నెట్ చాటింగ్,Internet chatting
ఇంటర్నెట్ ప్రోటోకాల్ స్టాక్,Internet protocol stack
ఇంటర్నెట్ రేడియో,Internet radio
ఇంటర్నెట్ స్ట్రీమింగ్,Internet streaming
ఇంటర్నెట్ వీడియో,Internet video
ఇంటర్‌పెరాబిలిటీ,Interoperability
ఇంటర్‌పోలేషన్,Interpolation
వ్యాఖ్యాత,Interpreter
అంతరాయం,Interrupt
అంతరాయం,Interruption
అంతరాయం,Interruptor
విరామం,Interval
ఇంట్రాకోడింగ్,Intracoding
ఇంట్రాఫ్రేమ్,Intraframe
ఇంట్రానెట్,Intranet
ఇంట్రాపికర్,Intrapicture
ఇంట్రావేబ్,Intraweb
అంతర్గత సెమీకండక్టర్,Intrinsic semiconductor
విలోమ కరెంట్,Inverse current
విలోమ ప్రాదేశిక ఆపరేట్,Inverse spatial operate
విలోమ,Inverted
విలోమ ఎల్ యాంటెన్నా,Inverted L antenna
విలోమ V యాంటెన్నా,Inverted V antenna
ఇన్వర్టర్,Inverter
సక్రమంగా,Irregular
అసంబద్ధమైన మూలకం,Irrelevant element
ఐసోలేషన్ నెట్‌వర్క్,Isolation network
ఐసోలేటర్,Isolator
జామర్,Jammer
జామింగ్,Jamming
పరిభాష ఫైల్,Jargon file
జావా స్క్రిప్ట్,Java script
జింగిల్,Jingle
జిట్టర్,Jitter
జాయినర్,Joiner
ఉమ్మడి,Joint
జాయింటెడ్,Jointed
జంపర్,Jumper
జంక్,Junk
చెత్త మెయిల్,Junk mail
కెర్నల్,Kernel
కీ,Key
కీబోర్డ్,Keyboard
KEEER,Keyer
కీనోట్,Keynote
కిలోసైకిల్,Kilocycle
కిలోవోల్ట్,Kilovolt
కిలోవాట్,Kilowatt
కైనమాటిక్స్,Kinematics
మోకాలి పాయింట్ వోల్టేజ్,Knee point voltage
నాబ్,Knob
జ్ఞాన స్థావరం,Knowledge base
జ్ఞాన ప్రాతినిధ్యం,Knowledge representation
L నెట్‌వర్క్,L network
L సెక్షన్ ఫిల్టర్,L section filter
లాగ్ మరియు సీసం,Lag and lead
లాగింగ్ కరెంట్,Lagging current
లాగింగ్ పవర్ ఫ్యాక్టర్,Lagging power factor
లామినేటెడ్,Laminated
దీపం,Lamp
ల్యాప్‌టాప్,Laptop
లేజర్ ఫ్రీక్వెన్సీ,Laser frequency
గుప్త లోపం,Latent error
గుప్త వేడి,Latent heat
అక్షాంశం,Latitude
పొర,Layer
లేఅవుట్,Layout
లేఅవుట్ ప్రణాళిక,Layout plan
సీసం,Lead
ప్రముఖ దశ,Leading phase
లీక్ ప్రూఫ్,Leak proof
లీకేజ్,Leakage
లీజుకు ఇచ్చిన సర్క్యూట్,Leased circuit
లెన్స్,Lens
స్థాయి సూచిక,Level indicator
కాంతి నియంత్రణ,Light control
లైట్ పెన్,Light pen
మెరుపు అరెస్టర్,Lightning arrester
పరిమితి,Limiter
పరిమితం చేసే యాంప్లిఫైయర్,Limiting amplifier
లైన్ నష్టం,Line loss
లైన్ శబ్దం,Line noise
దృష్టి రేఖను,Line of sight
పంక్తి దశ,Line phase
లైన్ ట్రాన్స్మిషన్,Line transmission
పంక్తి అన్‌లోడ్ చేయబడింది,Line unloaded
లీనియర్ క్వాంటిజర్,Linear quantiser
సరళత,Linearity
లైన్-కోక్సియల్,Line-coaxial
లైన్-ఈక్వలైజర్,Line-equaliser
లైన్-ఫ్రీక్వెన్సీ,Line-frequency
లైన్-ఇంపెడెన్స్,Line-impedance
లైన్-క్వార్టర్ తరంగదైర్ఘ్యం,Line-quarter wavelength
లింక్,Link
లింకర్,Linker
లిప్-మైక్రోఫోన్,Lip-microphone
ప్రత్యక్ష ప్రసారం,Live broadcast
లైవ్ సర్క్యూట్,Live circuit
ప్రత్యక్ష కార్యక్రమం,Live programme
లోడ్,Load
లోడ్ సామర్థ్యం,Load capacity
లోడ్ మోసే సామర్థ్యం,Load carrying capacity
లోడ్ లక్షణం,Load characteristic
లోడ్ ఇంపెడెన్స్,Load impedance
లోడ్ చేయబడింది,Loaded
లోడర్,Loader
లోడ్,Loading
కాయిల్ లోడ్ అవుతోంది,Loading coil
లోడ్-టెస్ట్,Load-test
లోబ్,Lobe
లోబ్ యాంటెన్నా,Lobe antenna
లోకల్ ఏరియా నెట్వర్క్,Local area network
స్థానిక బ్యాటరీ,Local battery
స్థానిక ఓసిలేటర్,Local oscillator
లాగ్,Log
లాగ్ బుక్,Log book
లాగిన్ (లాగిన్ అవ్వండి),Log in (log on)
లాగ్ ఆఫ్ (లాగ్ అవుట్),Log off (log out)
లాగ్ షీట్,Log sheet
లోగరిథం,Logarithm
లోగరిథమిక్ యాంప్లిఫైయర్,Logarithmic amplifier
లోగరిథమిక్ నిష్పత్తి,Logarithmic ratio
లోగరిథమిక్ ప్రతిస్పందన,Logarithmic response
లోగరిథమిక్ స్కేల్,Logarithmic scale
లాగింగ్,Logging
లాజిక్,Logic
లాజిక్ గేట్,Logic gate
లాజిక్ ఆపరేషన్,Logic operation
తార్కిక,Logical
తార్కిక ఫ్రేమ్,Logical frame
లోగో ఇన్సర్టర్,Logo inserter
రేఖాంశం,Longitude
లూప్,Loop
లూప్ యాంటెన్నా,Loop antenna
లూప్ లాభం,Loop gain
లూప్ పరీక్ష,Loop test
వదులుగా పరిచయం,Loose contact
వదులుగా కలపడం,Loose coupling
లాస్‌లెస్ యాంటెన్నా,Lossless antenna
లాస్‌లెస్ కంప్రెషన్,Lossless compression
లాస్సీ కంప్రెషన్,Lossy compression
లౌడ్నెస్ (ధ్వని),Loudness (sound)
లౌడ్‌స్పీకర్,Loudspeaker
తక్కువ పౌన .పున్యం,Low frequency
తక్కువ స్థాయి భాష,Low level language
తక్కువ నష్టం ఫీడర్,Low loss feeder
తక్కువ నష్టం సౌకర్యవంతమైన ఏకాక్షక కేబుల్,Low loss flexible coaxial cable
తక్కువ శబ్దం రిసీవర్,Low noise receiver
తక్కువ కక్ష్య ఉపగ్రహ,Low orbitting satellite
తక్కువ పాస్ ఫిల్టర్,Low pass filter
తక్కువ ప్రతిచర్య ఎర్తింగ్,Low reactance earthing
తక్కువ నిరోధక మార్గం,Low resistance path
లగ్,Lug
ప్రకాశం,Luminance
ముద్ద,Lumped
స్థూల బ్లాక్,Macro block
స్థూల నిర్వచనం,Macro definition
స్థూల దృష్టి,Macro vision
మేజిక్ కన్ను,Magic eye
అయస్కాంతం,Magnet
అయిస్కాంత క్షేత్రం,Magnetic field
అయస్కాంత ప్రవాహం,Magnetic flux
అయస్కాంత ధ్రువం,Magnetic pole
అయస్కాంత తుఫాను,Magnetic storm
మాగ్నెటిక్ స్విచ్,Magnetic switch
అయస్కాంత టేప్,Magnetic tape
అయస్కాంతత్వం,Magnetism
మెయిల్ విలీనం,Mail merge
మెయిలింగ్ జాబితా,Mailing list
ప్రధాన క్యారియర్,Main carrier
నిర్వహించండి,Maintain
నిర్వహణ,Maintenance
నిర్వహణ బృందం,Maintenance team
మెజారిటీ క్యారియర్,Majority carrier
కాంటాక్ట్ రిలే చేయండి,Make contact relay
మేక్-అండ్-బ్రేక్ స్విచ్,Make-and-break switch
మగ-కనెక్టర్,Male-connector
మనిషి శబ్దం చేశాడు,Man made noise
నిర్వహణ సమాచార వ్యవస్థ (తప్పు),Management information system (MIS)
మార్చబడింది,Manipulated
మాన్యువల్ నియంత్రణ,Manual control
మాన్యువల్ పద్ధతి,Manual method
ముందు జాగ్రత్త యొక్క మాన్యువల్,Manual of safety precaution
మానవీయంగా పనిచేస్తుంది,Manually operated
తయారీదారు,Manufacturer
ముసుగు,Mask
మాస్కీ,Maskee
మాస్కర్,Masker
మాస్కింగ్,Masking
మాస్కింగ్ ప్రవర్తన,Masking behaviour
ఆడియో యొక్క మాస్కింగ్ ప్రభావం,Masking effect of audio
మాస్కింగ్ థ్రెషోల్డ్,Masking threshold
మాస్కింగ్ టోన్,Masking tone
మాస్ట్,Mast
మాస్ట్ రేడియేటర్,Mast radiator
మాస్టర్ కంట్రోల్,Master control
మాస్టర్ ఓసిల్లట్రార్,Master oscillatror
మ్యాచ్-ఇంపెడెన్స్,Match-impedance
సరిపోయే నెట్‌వర్క్,Matching network
మ్యాచింగ్ స్టబ్,Matching stub
మ్యాచింగ్ ట్రాన్స్ఫార్మర్,Matching transformer
మెటీరియల్-ప్రోక్వర్,Material-procurement
మాతృక,Matrix
గరిష్టీకరణ,Maximization
గరిష్ట డిమాండ్ సూచిక,Maximum demand indicator
గరిష్ట శక్తి సాంద్రత,Maximum power density
గరిష్ట సున్నితత్వం,Maximum sensitivity
గరిష్ట ఉష్ణోగ్రత,Maximum temperature
గరిష్టంగా ఉపయోగపడే ఫ్రీక్వెన్సీ,Maximum usable frequency
గరిష్ట విలువ,Maximum value
వైఫల్యానికి సగటు సమయం,Mean time to failure
సగటు విలువ,Mean value
కొలిచిన సిగ్నల్,Measured signal
కొలత,Measurement
కొలిచే పరికరం,Measuring device
కొలిచే పరికరాలు,Measuring equipment
కొలత పరికరం,Measuring instrument
క్షేత్ర బలం యొక్క కొలత పరికరం,Measuring instrument of field strength
కొలిచే టేప్,Measuring tape
విధానం,Mechanism
మీడియా సర్వర్,Media server
మధ్యస్థం,Medium
మధ్యస్థ పౌన frequency పున్యం,Medium frequency
మీడియం ఫ్రీక్వెన్సీ వేవ్,Medium frequency wave
మీడియం వేవ్ (MW),Medium wave (MW)
మెగా-ఓహెచ్,Mega-ohm
మెగర్,Megger
మెమరీ,Memory
మార్గదర్శకత్వం,Mentoring
మెనూ పట్టిక,Menu bar
మెర్క్యురీ స్విచ్,Mercury switch
విలీనం,Merging
సందేశం,Message
మెటాడేటా,Metadata
మెటల్-ఆక్సైడ్ సెమీకండక్టర్ డయోడ్,Metal-oxide semiconductor diode
మెటల్-షీట్డ్ కేబుల్,Metal-sheathed cable
మీటర్,Meter
మీటరింగ్ ప్యానెల్,Metering panel
మైకా,Mica
మైకా-ఇన్సులేషన్,Mica-insulation
సూక్ష్మ-,Micro-
మైక్రో కాంపోనెంట్,Micro component
మైక్రో కంప్యూటర్,Micro computer
మైక్రో కంట్రోలర్,Micro-controller
మైక్రో-ఎలక్ట్రానిక్స్,Micro-electronics
మైక్రోఫోన్,Microphone
మైక్రోఫోనిక్స్,Microphonics
మైక్రోప్రాసెసర్,Microprocessor
కీ సూక్ష్మ వోల్ట్,Micro-volt (mV)
మైక్రోవేవ్,Microwave
మైక్రోవేవ్ యాంటెన్నా,Microwave antenna
మైక్రోవేవ్ బీమ్,Microwave beam
మిడ్-బ్యాండ్,Mid-band
వలస,Migration
వలస మార్గం,Migration path
సూక్ష్మ,Miniature
సూక్ష్మీకరించినది,Miniaturized
కనిష్ట,Minimum
కనీస ఉష్ణోగ్రత,Minimum temperature
కనిష్టంగా ఉపయోగపడే క్షేత్ర బలం,Minimum usable field strength
మైనారిటీ క్యారియర్,Minority carrier
తప్పు,Miscue
కలపండి,Mix
మిశ్రమ బ్లాంకింగ్,Mixed blanking
మిశ్రమ సమకాలీకరణ,Mixed sync
మిక్సర్,Mixer
మిక్సర్ ట్యూబ్,Mixer tube
మిక్సింగ్,Mixing
మిక్సింగ్ సర్క్యూట్,Mixing circuit
జ్ఞాపకశక్తి,Mnemonic
జ్ఞాపకశక్తి,Mnemonics
మొబైల్,Mobile
మొబైల్ మల్టీమీడియా అప్లికేషన్,Mobile multimedia application
మొబైల్ టీవీ,Mobile TV
మోడ్,Mode
వైఫల్య మోడ్,Mode of failure
ప్రచార మోడ్,Mode of propagation
మోడల్,Model
మోడెమ్,Modem
ఆధునిక FM ట్రాన్స్మిటర్,Modern FM transmitter
ఆధునిక పోకడలు,Modern trends
కాన్ఫిగరేషన్ మోడ్‌లు,Modes of configuration
సవరించండి,Modify
మాడ్యులేటెడ్ నిరంతర వేవ్,Modulated continuous wave
మాడ్యులేటెడ్ సిగ్నల్,Modulated signal
మాడ్యులేటెడ్ వేవ్‌ఫార్మ్,Modulated waveform
మాడ్యులేషన్,Modulation
మాడ్యులేషన్ యాంప్లిట్యూడ్,Modulation amplitude
మాడ్యులేషన్ సామర్ధ్యం,Modulation capability
మాడ్యులేషన్ ఫ్రీక్వెన్సీ,Modulation frequency
మాడ్యులేషన్ సూచిక,Modulation index
మాడ్యులేషన్ లీనియారిటీ,Modulation linearity
మాడ్యులేషన్ మీటర్,Modulation meter
మాడ్యులేషన్ మానిటర్,Modulation monitor
మాడ్యులేషన్ శాతం,Modulation percentage
మాడ్యులేటర్,Modulator
మాడ్యూల్,Module
తేమ,Moisture
ఊపందుకుంటున్నది,Momentum
మానిటర్,Monitor
పర్యవేక్షణ,Monitoring
పర్యవేక్షణ మరియు విశ్లేషణ పద్ధతులు,Monitoring and analysis techniques
పర్యవేక్షణ మరియు నియంత్రణ,Monitoring and control
పర్యవేక్షణ స్టేషన్,Monitoring station
మోనోక్రోమ్,Monochrome
మోనోఫోనిక్ ట్రాన్స్మిషన్,Monophonic transmission
మార్ఫ్,Morph
మార్ఫింగ్,Morphing
మార్ఫిజం,Morphism
మొజాయిక్,Mosaic
మదర్‌బోర్డు,Motherboard
చలన పరిహారం,Motion compensation
చలన అంచనా,Motion estimation
మోషన్ వెక్టర్,Motion vector
మోషన్ వీడియో,Motion video
మోటారు,Motor
మోటారు ఆపరేటర్,Motor operator
మోటార్ స్టార్టర్,Motor starter
మౌంట్,Mount
మౌస్,Mouse
మౌస్ ఇంటర్ఫేస్,Mouse interface
ఉద్యమం,Movement
మల్టీ ఛానల్ పొడిగింపు,Multi channel extension
మల్టీకాస్టింగ్,Multicasting
మల్టీచానెల్ సిగ్నల్స్,Multichannel signals
మల్టీడైరెక్షనల్ మైక్రోఫోన్,Multidirectional microphone
బహుభాషా వ్యాఖ్యానం,Multilingual commentary
మల్టీమీడియా,Multimedia
మల్టీమీడియా కియోస్క్,Multimedia kiosk
మల్టీమీటర్,Multimeter
మల్టీపాత్,Multipath
మల్టీపాత్ రిసెప్షన్,Multipath reception
మల్టీఫేస్,Multiphase
బహుళ,Multiple
బహుళ యాక్సెస్ సిస్టమ్,Multiple access system
మల్టీప్లెక్స్,Multiplex
మల్టీప్లెక్సర్,Multiplexer
మల్టీప్లెక్సింగ్,Multiplexing
మల్టీస్టేజ్ యాంప్లిఫైయర్,Multistage amplifier
మల్టీ టాస్కింగ్,Multitasking
మల్టీవిబ్రేటర్,Multivibrator
మ్యూట్,Mute
పరస్పర ప్రవర్తన,Mutual conductance
