Telugu,Gujarati
ఇన్పుట్ అవుట్పుట్ చక్రం,ઇનપુટ આઉટપુટ ચક્ર
ఇన్పుట్ అవుట్పుట్  పరికరం,ઇનપુટ આઉટપુટ  સાધન
ఇన్పుట్ అవుట్పుట్  అంతరాయం,ઇનપુટ આઉટપુટ  અટકાયત
ఇన్పుట్-అవుట్పుట్ (I/O),ઇનપુટ-આઉટપુટ (I/O)
ఇన్పుట్ అవుట్పుట్  గ్రంధాలయం,ઇનપુટ આઉટપુટ  પુસ્તકાલય
ఇన్పుట్ అవుట్పుట్  పరిమిత ఆపరేషన్,ઇનપુટ આઉટપુટ  મર્યાદિત કામગીરી
ఇన్పుట్ అవుట్పుట్  ప్రాసెసర్,ઇનપુટ આઉટપુટ  પ્રોસેસર
ఇన్పుట్ అవుట్పుట్  ప్రస్తావించడం,ઇનપુટ આઉટપુટ  સંદર્ભ
ఇన్పుట్ అవుట్పుట్  రిజిస్టర్,ઇનપુટ આઉટપુટ  નોંધણી કરવી
ఇన్పుట్ అవుట్పుట్  దినచర్య,ઇનપુટ આઉટપુટ  રોજિંદા
ఇన్పుట్ అవుట్పుట్  విభాగం,ઇનપુટ આઉટપુટ  વિભાગ
ఇన్పుట్ అవుట్పుట్  ప్రకటన,ઇનપુટ આઉટપુટ  નિવેદન
ఇన్పుట్ అవుట్పుట్  మారడం,ઇનપુટ આઉટપુટ  ફેરબદલ
ఇన్పుట్ అవుట్పుట్ యూనిట్,ઇનપુટ આઉટપુટ એકમ
ఇన్పుట్ ప్రక్రియ,ઇનપુટ પ્રક્રિયા
ఇన్పుట్ ప్రోగ్రామ్,ઇનપુટ કાર્યક્રમ
ఇన్పుట్ రీడర్,ઇનપુટ વાચક
ఇన్పుట్ రిఫరెన్స్,ઇનપુટ સંદર્ભ
ఇన్పుట్ రొటీన్,ઇનપુટ નિત્યક્રમ
ఇన్పుట్ విభాగం,ઇનપુટ અનુભાગ
ఇన్పుట్ స్థితి,ઇનપુટ રાજ્ય
ఇన్పుట్ స్టేషన్,ઇનપુટ સ્ટેશન
ఇన్పుట్ నిల్వ,ઇનપુટ સંગ્રહ
ఇన్పుట్ స్ట్రీమ్,ઇનપુટ સ્ટ્રીમ
ఇన్పుట్ అనువాదకుడు,ઇનપુટ અનુવાદક
ఇన్పుట్ యూనిట్,ઇનપુટ એકમ
ఇన్పుట్ ధ్రువీకరణ,ઇનપુટ માન્યતા
విచారణ మరియు  లావాదేవీ  ప్రాసెసింగ్,તપાસ  સોદા  પ્રક્રિયા
విచారణ పాత్ర,તપાસનું પાત્ર
విచారణ ప్రదర్శన  టెర్మినల్,તપાસ  અંતિમ
విచారణ/ప్రత్యుత్తరం,પૂછપરછ/જવાબ
విచారణ/ప్రతిస్పందన  ఆపరేషన్,તપાસ/પ્રતિસાદ  સંચાલન
విచారణ స్టేషన్,તપાસ કેન્દ્ર
విచారణ లావాదేవీ,તપાસ
విచారణ యూనిట్,તપાસ એકમ
లిఖితం,લખવું
చొప్పించండి,દાખલ કરવું
చొప్పించే చిత్రం  పాత్ర,નિવેશ ચિત્ર  પાત્ર
చొప్పించడం క్రమబద్ధీకరణ,સંક્ષિપ્ત રૂપ
మొక్క లోపల,અંદરનો છોડ
స్పూల్ ప్రాంతంలో,સ્પૂલ વિસ્તારમાં
సంస్థాపనా ఛార్జ్,સ્થાપન -ખર્ચ
సంస్థాపనా ప్రాసెసింగ్ నియంత్రణ,સ્થાપન પ્રક્રિયા નિયંત્રણ
సంస్థాపనా టేప్  సంఖ్య,સ્થાપન ટેપ  નંબર
సంస్థాపనా సమయం,સ્થાપન સમય
ఇన్-స్ట్రీమ్ విధానం,શાસ્ત્રીય કાર્યપદ્ધતિ
సూచన,સૂચના
సూచన చిరునామా,સૂચના સરનામું
సూచన చిరునామా  రిజిస్టర్,સૂચના સરનામું  નોંધણી કરવી
సూచన చిరునామా  ఆపు,સૂચના સરનામું  બંધ
బోధనా ప్రాంతం,પ્રશિક્ષણ ક્ષેત્ર
ఇన్స్ట్రక్షన్ కోడ్,સૂચના સંહિતા
సూచన  స్థిరాంకం,સૂચના  સતત
సూచన నియంత్రణ  యూనిట్,સૂચના નિયંત્રણ  એકમ
ఇన్స్ట్రక్షన్ కౌంటర్,સૂચના કાઉન્ટર
ఇన్స్ట్రక్షన్ డెక్ ఇన్స్ట్రక్షన్ డీకోడర్,સૂચના તૂતક
ఇన్స్ట్రక్షన్ ఫార్మాట్,સૂચનાપત્રક
ఇన్స్ట్రక్షన్ మిక్స్,પ્રશિક્ષણ
సూచన  మాడిఫైయర్,સૂચના  ફેરફાર કરનાર
ఇన్స్ట్రక్షన్ ప్యాక్,સૂચના પેક
ఇన్స్ట్రక్షన్ రిజిస్టర్,સૂચના રજિસ્ટર
సూచన  కచేరీలు,સૂચના  ભંડાર
ఇన్స్ట్రక్షన్ సెట్,સૂચના સમૂહ
సూచన  ప్రకటన,સૂચના  નિવેદન
సూచనల నిల్వ,સૂચના સંગ્રહ
సూచన పదం,પ્રશિક્ષક શબ્દ
పూర్ణాంక స్థిరాంకం,પૂર્ણતા
పూర్ణ సంఖ్య  ప్రోగ్రామింగ్,પૂર્ણ થનાર  કાર્યક્રમ
పూర్ణాంక వేరియబుల్,પૂર્ણાંક ચલ
సమగ్ర సరిహద్దు,અભિન્ન સીમા
ఇంటిగ్రేటెడ్ అడాప్టర్,એકીકૃત એડેપ્ટર
ఇంటిగ్రేటెడ్  అటాచ్మెంట్,સંકલિત  જોડાણ
ఇంటిగ్రేటెడ్  కమ్యూనికేషన్  అడాప్టర్,સંકલિત  વાતચીત  અનુકૂલન
ఇంటిగ్రేటెడ్ డేటా  బేస్,સંકલિત આધારસામક  પાયો
ఇంటిగ్రేటెడ్ డేటా  ప్రాసెసింగ్,સંકલિત આધારસામક  પ્રક્રિયા
ఇంటిగ్రేటెడ్ డిజిటల్  నెట్‌వర్క్,સંકલિત ડિજિટલ  નેટવર્ક
ఇంటిగ్రేటెడ్ డిస్క్,એકીકૃત ડિસ્ક
ఇంటిగ్రేటెడ్  ఎమ్యులేటర్,સંકલિત  -નેપ -સમાયોજિત કરવું
ఇంటిగ్రేటెడ్ ఫైల్  అడాప్టర్,એકીકૃત ફાઈલ  અનુકૂલન
ఇంటిగ్రేటెడ్ మోడెమ్,સંકલિત મોડેમ
ఇంటిగ్రేటెడ్  సాఫ్ట్‌వేర్,સંકલિત  સ software
ఇంటిగ్రేటెడ్ పదం  ప్రాసెసింగ్,સંકલિત શબ્દ  પ્રક્રિયા
ఇంటిగ్రేటెడ్ పదం  ప్రాసెసింగ్  పరికరాలు,સંકલિત શબ્દ  પ્રક્રિયા  સામાન
మోటారును సమగ్రపరచడం,એકીકૃત મોટર
తెలివైన  నియంత్రిక,બુદ્ધિશાળી  નિયંત્રક
ఇంటెలిజెంట్ కాపీయర్,બુદ્ધિશાળી
తెలివైన  టెర్మినల్,બુદ્ધિશાળી  અંતિમ
అర్థమయ్యే క్రాస్  చర్చ,બુદ્ધિગમ્ય ક્રોસ  વાતચીત
పరస్పర చర్య,ક્રિયાપ્રતિક્રિયા
పరస్పర  గ్రాఫిక్స్,ક્રમાંકિત  ગ્રાજક
పరస్పర  కీబోర్డ్ ప్రింటర్,ક્રમાંકિત  પાટિયું
ఇంటరాక్టివ్ రొటీన్,ક્રિયાપ્રતિક્રિય
ఇంటరాక్టివ్ సిస్టమ్,ક્રિયાપ્રતિક્રિયા પદ્ધતિ
ఇంటర్‌బ్లాక్ గ్యాప్,કળશ
అడ్డగించబడింది  టెర్మినల్,વિઘટિત  અંતિમ
ట్రంక్ అడ్డగించడం,અટકાયત થડ
ఇంటర్‌సెప్ట్ ఆపరేటర్,વિક્ષેપ
సేవ సేవ,વિક્ષેપ
ఇంటర్‌కమ్యూనికేషన్ సిస్టమ్,આંતર -પદ્ધતિ પદ્ધતિ
ఇంటర్‌కామ్ సేవ,આંતરકોમ સેવા
ఇంటర్‌కనెక్టింగ్  యూనిట్,સંબંધ  એકમ
ఇంటర్ సైకిల్,આંતરડા
ఇంటర్‌ఎక్స్‌చేంజ్  ఛానెల్,ઉપદ્રવ  માર્ગ
ఇంటర్ఫేస్,પ્રસારણ
ఇంటర్ఫేస్  ప్రాసెసర్,પ્રસારણ  પ્રોસેસર
ఇంటర్ఫేస్ రొటీన్,પ્રજનન
ఇంటర్ఫేస్  స్పెసిఫికేషన్,પ્રસારણ  વિશિષ્ટતા
ఇంటర్‌ఫిక్స్,વિધિ
ఇంటీరియర్ లేబుల్,આંતરિક લેબલ
ఇంటర్లాంగేజ్,આંતરવંચન
ఇంటర్‌లీవ్,ઇન્ટરલેવ
ఇంటర్‌లీవ్డ్ శ్రేణి,ઇન્ટરલીવ્ડ એરે
ఇంటర్‌లీవ్డ్  సబ్‌స్క్రిప్ట్,અંતરે  આવરણ
ఇంటర్‌లీవింగ్,સાંધા
అంతరాయ,ગાળો
ఇంటర్మీడియట్  బఫర్,મધ્યમ  બફર
ఇంటర్మీడియట్  పంపిణీ  ఫ్రేమ్,મધ્યમ  વિતરણને લગતું  ક્રમાંક
ఇంటర్మీడియట్  పరికరాలు,મધ્યમ  સામાન
ఇంటర్మీడియట్ నోడ్,મધ્યવર્તી નોડ
ఇంటర్మీడియట్ పాస్  (సార్టింగ్),મધ્યવર્તી પાસ  (સ ing ર્ટિંગ)
ఇంటర్మీడియట్ మొత్తం,મધ્યવર્તી કુલ
ఇంటర్మీడియట్ ఆలస్యం,મધ્યવર્તી વિલંબ
అడపాదడపా లోపం,તૂટક તૂટક ભૂલ
ఇంటర్‌మిక్స్ టేప్,અંતરાલ ટેપ
అంతర్గత బ్లాక్,આંતરિક અવરોધ
అంతర్గత ఆకృతి,આંતરિક ફોર્મેટ
అంతర్గత  ఫ్రాగ్మెంటేషన్,આંતરિક  વિભાજન
అంతర్గత అంతరాయం,આંતરિક વિક્ષેપ
అంతర్గత లేబుల్,આંતરિક લેબલ
అంతర్గత జ్ఞాపక శక్తి,આંતરિક યાદગાર
అంతర్గత మోడల్,આંતરિક મોડેલ
అంతర్గత పేరు,આંતરિક નામ
అంతర్గత విధానం,આંતરિક કાર્યપદ્ધતિ
అంతర్గత రీడర్,આંતરિક વાચક
అంతర్గత స్కీమా,આંતરિક સ્કીમા
అంతర్గత విధమైన,આંતરિક પ્રકાર
అంతర్గత నిల్వ,આંતરિક સંગ્રહ
అంతర్గత వచనం,આંતરિક લખાણ
అంతర్గత టైమర్,આંતરિક સમયર
అంతర్గత రచయిత,આંતરિક લેખક
అంతర్జాతీయ  బీజగణితం  భాష,આંતરરાષ્ટ્રીય  બીજગણિત  ભાષા
అంతర్జాతీయ  దిశ దూరం  డయలింగ్,આંતરરાષ્ટ્રીય  દિશા  ક dialંગ
అంతర్జాతీయ  సంస్థ కోసం  ప్రామాణీకరణ  (ISO),આંતરરાષ્ટ્રીય  વ્યવસ્થા  માનકીકરણ  (આઇએસઓ)
అంతర్జాతీయ  రికార్డ్ క్యారియర్,આંતરરાષ્ટ્રીય  રેકોર્ડ કેરિયર
ఇంటర్‌ఆఫీస్ ట్రంక్,આંતર- થડ
ఇంటర్‌పోజిషన్,વિખવાદ
ఇంటర్‌పోజిషన్ ట్రంక్,અંતરાલ થડ
వ్యాఖ్యాత,દુભાષિયા
ఇంటర్ప్రెటర్ కోడ్,દુભાષિયા સંહિતા
ఇంటర్‌ప్రెటివ్ కోడ్,અર્થઘટન
వ్యాఖ్యాన  అమలు,અર્થઘટન  અમલ
వ్యాఖ్యాన  ప్రోగ్రామ్,અર્થઘટન  કાર્યક્રમ
వ్యాఖ్యాన  దినచర్య,અર્થઘટન  રોજિંદા
ఇంటర్‌ప్రెటివ్ ట్రేస్  ప్రోగ్రామ్,અર્થઘટન ટ્રેસ  કાર્યક્રમ
ఇంటర్‌కార్డ్ గ్యాప్,હસ્તક્ષેપ ગેપ
ఇంటర్‌రోబాంగ్,ઇન્ટ્રોબેંગ
ప్రశ్నించడం,પ્રશંસાત્મક
విచారణ,પૂછપરછ
ప్రశ్నించేది,પૂછપરછ કરનાર
ఇంటర్‌ఆర్ట్‌పుట్ అభ్యర్థన  సిగ్నల్,આંતરિક વિનંતી  સંકેત
అంతరాయం డ్రైవర్,વિક્ષેપ
అంతరాయ హ్యాండ్లర్,અવરોધવું
అంతరాయం  దినచర్య,વિક્ષેપજનક  રોજિંદા
అంతరాయం వ్యవస్థ,વિક્ષેપજનક પદ્ધતિ
అంతరాయం  నెట్‌వర్క్,અટકાયત  નેટવર્ક
అంతరాయం జాప్యం,વિલંબમાં વિક્ષેપ પાડવો
అంతరాయం అనుసంధానం,અવરોધવું
అంతరాయ ముసుగు,વિક્ષેપિત માસ્ક
అంతరాయం ప్రాధాన్యత,અવરોધવું
అంతరాయ స్టాకింగ్,વિક્ષેપ
అంతరాయ ఉచ్చు,અવરોધવું
అంతరాయ ట్రిగ్గర్  సిగ్నల్,અવરોધવું  સંકેત
అంతరాయం వెక్టర్,અવરોધવું
ఇంటర్‌సాటెలైట్ లింక్,આંતરસાત્લાઇટ લિંક
అంతరాష్ట్రం  గుద్దడం,અંતરીક  મુક્કો મારવો તે
ఇంటర్‌సింబోల్  జోక్యం,આંતરપ્રિમિબોલ  હસ્તક્ષેપ
విరామ సేవ  విలువ,અંતરાલ સેવા  મૂલ્ય
విరామ టైమర్,અંતરાલનો સમય
ఇంటర్‌వర్కింగ్,પરસ્પર કાર્ય
సన్నిహిత,ઘનિષ્ઠ
ఇంట్రాస్టేట్ టోల్,અંતર્ગત ટોલ
చొరబాటు స్వరం,અંકુશ
చెల్లని పాత్ర,અમાન્ય
చెల్లని ఎక్స్‌క్లూజివ్  సూచన,અમાન્ય  સંદર્ભ
చెల్లని కీ  కండిషన్,અમાન્ય કી  શરત
ఇన్వెంటరీ మాస్టర్  ఫైల్,સૂચિ માસ્ટર  ફાઈલ
విలోమం,Vertંધું કરવું
విలోమ ఫైల్,Vertલૂશ ફાઇલ
ఇన్వర్టర్,Inલટું
ఆహ్వాన జాబితా,આમંત્રણ સૂચિ
ఆహ్వానం,વૃત્તિ
సహాయం కోరు,આગ્રહક
ఇన్వోక్డ్ విధానం,ઉપદ્રવની કાર્યપદ્ધતિ
ఇన్వోకింగ్ బ్లాక్,આગળ ધપતી અવરોધ
అయాంటరెంట్ సిగ్నల్,કર્તવ્ય -સંકેત
తిరిగి పొందలేనిది  లోపం,વસૂલાતપાત્ર  ભૂલ
అసంబద్ధత,અસંગતિ
కోలుకోలేని  అయస్కాంత ప్రక్రియ,ફેરવી ન શકાય એવું  ચુંબકીય પ્રક્રિયા
వివిక్త స్థానం,અલગ સ્થાન
ISO పరిమాణం,આઇએસઓ કદ
ISO ప్రమాణం,આઇ.એસ.ઓ. માનક
అంశం అడ్వాన్స్,બાબત
అంశం గణన,વસ્તુની ગણતરી
అంశం పరిమాణం,વસ્તુનું કદ
మళ్ళి,ભારપૂર્વક કહેવું
మరల,પુનરાગમન
పునరావృత కారకం,પુનરાવર્તન પરિબળ
పునరావృత దినచర్య,પુનરાવર્તન
పునరుక్తి డూ-గ్రూప్,અનુરામી-જૂથ
పునరుక్తి ఆపరేషన్,પુનરાવર્તિત કામગીરી
IVERSION సంజ్ఞామానం,આંચકી
జిట్టర్,ગફલત
జాబ్ బ్యాచ్,નોકરીની બેચ
జాబ్ క్లాస్,રોજગાર વર્ગ
ఉద్యోగ నియంత్రణ,કાર્ય -નિયંત્રણ
ఉద్యోగ నియంత్రణ  భాష,કાર્ય -નિયંત્રણ  ભાષા
ఉద్యోగ నియంత్రణ  ప్రకటన,કાર્ય -નિયંત્રણ  નિવેદન
ఉద్యోగ నిర్వచనం,રોજગાર વ્યાખ્યા
జాబ్-ఫ్లో కంట్రోల్,નોકરીમાં પ્રવાહ નિયંત્રણ
ఉద్యోగ ఇన్పుట్ పరికరం,જોબ ઇનપુટ ઉપકરણ
జాబ్ ఇన్పుట్ ఫైల్,કામ ઇનપુટ ફાઇલ
ఉద్యోగ ఇన్పుట్ స్ట్రీమ్,રોજગાર ઇનપુટ પ્રવાહ
జాబ్ లైబ్రరీ,નોકરીનું પુસ્તકાલય
ఉద్యోగ నిర్వహణ,રોજગાર વ્યવસ્થા
ఉద్యోగ పేరు,નોકરીનું નામ
ఉద్యోగ-ఆధారిత  భాష,નોકરીમાં લક્ષી  ભાષા
ఉద్యోగ-ఆధారిత  టెర్మినల్,નોકરીમાં લક્ષી  અંતિમ
ఉద్యోగ అవుట్పుట్ పరికరం,કાર્યપદ્ધતિ
ఉద్యోగ అవుట్పుట్ ఫైల్,કાર્યપદ્ધતિ ફાઇલ
ఉద్యోగ అవుట్పుట్ స్ట్రీమ్,કાર્યપદ્ધતિ
జాబ్ ప్యాక్ ప్రాంతం,જોબ પેક ક્ષેત્ર
ఉద్యోగ ప్రాధాన్యత,કાર્ય -અગ્રતા
ఉద్యోగ ప్రాసెసింగ్,કાર્ય -પ્રક્રિયા
జాబ్ ప్రోగ్రామ్ మోడ్,જોબ પ્રોગ્રામ મોડ
ఉద్యోగ-రికవరీ  నియంత్రణ ఫైల్,વ્યવસાય-પાકી  નિયંત્રણ ફાઈલ
జాబ్ సెపరేటర్ పేజీ,જોબ વિભાજક પૃષ્ઠ
ఉద్యోగ ప్రకటన,કાર્ય -પત્રક
ఉద్యోగ దశ,કાર્ય -પગલું
ఉద్యోగ దశ దీక్ష,કાર્ય -પગલું દીક્ષા
ఉద్యోగ దశ పున art ప్రారంభం,જોબ સ્ટેપ ફરીથી પ્રારંભ
జాబ్ స్టిక్,નોકરીની લાકડી
ఉద్యోగ ప్రవాహం,વ્યવસાય પ્રવાહ
ఉద్యోగ మద్దతు పని,કાર્ય -સમર્થન કાર્ય
కామాంగు,ધક્કો મારવો
చేరండి,જોડવું
ఉమ్మడి ప్రాప్యత ఖర్చు,સંયુક્ત પ્રવેશ -ખર્ચ
ఉమ్మడి సమాచార కంటెంట్,સંયુક્ત માહિતી સામગ્રી
జోసెఫ్సన్ జంక్షన్,જોસેફસન જંકશન
జర్నల్,રોજમેળ
జర్నలింగ్,લાતરિયો
జర్నల్ రిపోర్ట్,રોજમેળ અહેવાલ
జర్నల్ టేప్,નમેલી ટેપ
జంబో గ్రూప్,જમઈ જૂથ
జంపర్,ગડબડી
జంపర్ ఎంచుకోదగినది,જમ્પર પસંદ કરવા યોગ્ય
జంప్ ఇన్స్ట్రక్షన్,વધતી સૂચના
జంక్టర్,એક જ્કર
జంక్,કચરો
సమర్థన,ઉચિતતા
సమర్థన పరిధి,ઉચિત શ્રેણી
జస్టిఫైడ్ మార్జిన్,વાજબી ગાળો
కర్నాగ్ మ్యాప్,કરણી નકશો
కటక్నా,કટાકના
కెర్నింగ్,ઉશ્કેરણી
కీబోర్డ్,પાટિયું
కీబోర్డ్  కంప్యూటర్,પાટિયું  કોમ્પ્યુટર
కీబోర్డ్ ఎంట్రీ,પાટિયું નોંધ
కీబోర్డ్ విచారణ,પાટિયું તપાસ
కీబోర్డ్ లాకౌట్,પાટિયું
కీబోర్డ్  పెర్ఫొరేటర్,પાટિયું  છિદ્રક
కీబోర్డ్ పంచ్,કીબોર્ડ પંચ
కీబోర్డ్  పంపండి/స్వీకరించండి,પાટિયું  મોકલો/પ્રાપ્ત કરો
కీ క్లిక్,મુખ્ય ક્લિક
కీ-క్లిక్ ఫిల్టర్,કી-ક્લિક ફિલ્ટર
కీ-నడిచే,મહત્ત્વનું
కీడ్ డైరెక్ట్  యాక్సెస్,ચાહક  પ્રવેશ
కీ-గుప్తీకరించే కీ,કી-એન્ક્રિપ્ટિંગ કી
కీ ఎంట్రీ,મુખ્ય નોંધ
కీ మడత =  హాషింగ్,કી ફોલ્ડિંગ =  હસવું
కీయింగ్ చిర్ప్,ચાવી
కీయింగ్ వేవ్,ઉત્સવ
కీ మత్,સાદડી
కీ ప్యాడ్,મુખ્ય પ padડ
కీ దశ,મુખ્ય તબક્કો
కీ పల్స్,મુખ્ય નાડી
కీ-పల్సింగ్ సిగ్నల్,ધૂમ્રપાનનો સંકેત
కీ పంచ్,મુખ્ય પંચ
కీ సార్టింగ్,મુખ્ય વર્ગીકરણ
కీ స్ట్రోక్,મુખ્ય સ્ટ્રોક
కీ-స్ట్రోక్  ధృవీకరణ,કીકથ  ખરાઈ
కీ టేప్,કી ટેપ
కీ టెలిఫోన్ సెట్,મુખ્ય ટેલિફોન સેટ
కీ టెలిఫోన్  వ్యవస్థ,મુખ્ય ટેલિફોન  પદ્ધતિ
కీ-టు-డిస్క్,ચાવી
ఫ్లాపీకి కీ,ફ્લોપીની ચાવી
టేప్ చేయడానికి కీ,ટેપ
కీ ట్రాన్స్ఫర్మేషన్,ચાવીરૂપ પરિવર્તન
కీ పదం సందర్భం,મુખ્ય શબ્દ સંદર્ભ
కీ-పదం  పరామితి,શબ્દ  પરિમાણ
కిలోబాడ్,કિલોબ aud ડ
కిలోబైట్,કિલોબાઇટ
కిలోమెగా,કિલોમગા
కిప్స్ (కిలోఇన్స్ట్రక్షన్స్-పెర్సెకండ్),કીપ્સ (કિલોઇંસ્ટ્રક્શન-પેરસેકન્ડ)
లేబుల్ స్థిరాంకం,લેબલ
సాధారణం అని లేబుల్ చేయబడింది,લેબલ ધરાવતું
లేబులింగ్,લેબલિંગ
లేబుల్ జాబితా,લેબલ યાદી
లేబుల్ రికార్డ్,લેબલ રેકોર્ડ
లేబుల్ వేరియబుల్,ચલ ચલ
లేస్డ్ కార్డ్,શેકવામાં આવેલું કાર્ડ
భూ-లైన్ సౌకర్యం,જમીન-લાઇન સુવિધા
భాష (కోబోల్),ભાષા (કોબોલ)
భాష  కన్వర్టర్,ભાષા  એકત્રીકરણ કરનાર
భాష  వ్యాఖ్యాత,ભાષા  દુભાષિયા
భాష  ప్రాసెసర్,ભાષા  પ્રોસેસર
భాష  ప్రకటన,ભાષા  નિવેદન
భాషా ఉపసమితి,ભાષા -ઉપસ્કરણ
భాష  అనువాదం  లక్షణం,ભાષા  ભાષાંતર  લક્ષણ
భాష  అనువాదకుడు,ભાષા  ભાષાંતર કરનાર
పెద్ద ఎత్తున  అనుసంధానం,મોટા પાયે  એકીકરણ
లేజర్  కమ్యూనికేషన్,વાટાઘાટ કરનાર  વાતચીત
లేజర్ ఎమల్షన్  నిల్వ,લેસર પ્રવાહી દૂતો  સંગ્રહ
లేజర్ జెట్ ప్రింటర్,લેસર જેટ પ્રિન્ટર
గొళ్ళెం,ખડતલ
లాచింగ్,ઉશ્કેરાટ
జాప్యం (సమయం),લેટન્સી (સમય)
పార్శ్వ పునరావృతం  తనిఖీ,પાર્શ્વ  તપાસ
పార్శ్వ రివర్సల్,પાર્શ્વ
నాయకుడు,નેતા
లీడర్ రికార్డ్,અગત્ય
ప్రముఖ నియంత్రణ,અગ્રણી નિયંત્રણ
ప్రముఖ నిర్ణయం,અગ્રણી નિર્ણય
ప్రముఖ ముగింపు,મુખ્ય અંત
ప్రముఖ గ్రాఫిక్స్,અગ્રણી ગ્રાફિક્સ
ప్రముఖ సున్నా,અગ્રણી શૂન્ય
లీప్‌ఫ్రాగ్ పరీక్ష,કૂદકો
లీజుకు తీసుకున్న ఛానెల్,લીઝીકૃત માળા
లీజుకు ఇచ్చిన సర్క్యూట్  డేటా-ట్రాన్స్మిషన్  సేవ,લીઝ્ડ સર્કિટ  માહિતી સંક્રમણ  સેવા
లీజుకు తీసుకున్న పంక్తి,લીઝેલી રેખા
లీజింగ్,લીઝેલું
తక్కువ తరచుగా  ఉపయోగించిన మెమరీ,ઓછામાં ઓછું વારંવાર  વપરાયેલ મેમરી
కనీసం ఇటీవల ఉపయోగించబడింది  మెమరీ,ઓછામાં ઓછું તાજેતરમાં વપરાય છે  યાદ
తక్కువ ముఖ్యమైనది,ઓછામાં ઓછું
తక్కువ ముఖ్యమైనది  పాత్ర,ઓછામાં ઓછું  પાત્ર
తక్కువ ముఖ్యమైనది  అంకె,ઓછામાં ઓછું  અંક
ఎడమ చేతి మార్జిన్  ఇండెంట్,ડાબી બાજુ  માંગ
ఎడమ సమర్థన,ડાબી ઉચિત
కాలు,પગ
పొడవు,લંબાઈ
పొడవు  స్పెసిఫికేషన్,લંબાઈ  વિશિષ્ટતા
లేఖ,અક્ષર
లెటర్ కోడ్,પત્ર -આચાર
లేఖ అవుట్,પત્ર લખવો
అక్షర నాణ్యత,પત્ર -ગુણવત્તા
లెటర్ షిఫ్ట్,પત્ર -પાળી
స్థాయి,સ્તર
స్థాయి పరిహారం,કક્ષાના વળતર આપનાર
స్థాయి సూచిక,કક્ષાના સૂચક
స్థాయి సంఖ్య,ક levelલસ સંખ્યા
ప్రాప్యత స్థాయి,પ્રવેશ -સ્તર
చిరునామా స్థాయి,સંબોધન
స్థాయి-వన్ వేరియబుల్,સ્તર-એક ચલ
స్థాయి క్రమం,સમતલ હુકમ
స్థాయి ఓవర్లోడ్,સ્તના ઓવરલોડ
స్థాయి మూలం  భాష,કક્ષા  ભાષા
స్థాయి రాష్ట్రాలు  రిజిస్టర్,કક્ષાના રાજ્યો  નોંધણી કરવી
లెక్సీమ్,શણગારવું
నిఘంటువు,શબ્દકોશ
లైబ్రేరియన్,ગ્રંથપાલ
లైబ్రేరియన్ ప్రోగ్రామ్,ગ્રંથાલય કાર્યક્રમ
గ్రంధాలయం,પુસ્તકાલય
లైబ్రరీ డైరెక్టరీ,ગ્રંથાલયની ડિરેક્ટરી
లైబ్రరీ సౌకర్యం,ગ્રંથાલયની સુવિધા
లైబ్రరీ ఫైల్ ఎడిటర్,ગ્રંથાલય ફાઇલ સંપાદક
లైబ్రరీ ప్రోగ్రామ్,ગ્રંથાલય કાર્યક્રમ
లైబ్రరీ రొటీన్,સુસજ્જ
లైబ్రరీ సబ్‌ట్రౌటిన్,ગ્રંથાલય
లైబ్రరీ టేప్,ગ્રંથાલયની ટેપ
లైబ్రరీ ట్రాక్,ગ્રંથાલયનો પાટા
లైసెన్స్  డాక్యుమెంటేషన్,પરાક્રમિત  દસ્તાવેજીકરણ
లైసెన్స్  ప్రచురణ,પરાક્રમિત  પ્રકાશન
లైట్ బటన్,પ્રકાશ બટન
లైట్ కండ్యూట్,પ્રકાશ -નળી
లైట్-ఎమిటింగ్  డయోడ్,પ્રકાશ-ઉત્સુક  પશુ -વ્યવસ્થા
లైట్-ఎమిటింగ్  డయోడ్ ప్రదర్శన,પ્રકાશ-ઉત્સુક  ડાયોડ પ્રદર્શન
లైట్ గైడ్,પ્રકાશ માર્ગદર્શિકા
లైట్ గన్,પ્રકાશ બંદૂક
లైట్ పెన్,પ્રકાશ કલમ
లైట్ పెన్ శ్రద్ధ,પ્રકાશ કલમનું ધ્યાન
లైట్ పెన్ డిటెక్షన్,પ્રકાશ પેન -તપાસ
లైట్ పెన్ హిట్,પ્રકાશ પેન હિટ
లైట్ పెన్ సమ్మె,પ્રકાશ કલમ હડતાલ
లైట్ పెన్ ట్రాకింగ్,પ્રકાશ પેન ટ્રેકિંગ
కాంతి స్థిరత్వం,પ્રકાશ સ્થિરતા
పరిమితి తనిఖీ,મર્યાદા તપાસ
పరిమిత దూరం  అడాప్టర్,મર્યાદિત અંતર  અનુકૂલન
పరిమితి,મર્યાદા
పరిమితి సర్క్యూట్,મર્યાદિત સર્કિટ
లైన్,પંક્તિ
లైన్ అడాప్టర్,રેખા
లైన్ అడాప్టర్ యూనిట్,રેખા
సరళ సరిహద్దు  ఆటోమాటా,રેખીય  નકલો
లీనియర్ కాంబినర్,રેખીય પટ્ટી
సరళ వక్రీకరణ,રેખીય વિકૃતિ
లీనియర్ ఇంటిగ్రేటెడ్  సర్క్యూట్,રેખીય એકીકૃત  સરકીટ
సరళత,સુશોભન
సరళ భాష,રેખીય ભાષા
సరళ జాబితా,રેખીય યાદી
