English,Marathi
Intersect,छेदनबिंदू
Intranet,"1.इंटरनेट, 2.इंट्रानेट"
Invariant,अपरिवर्तनीय
inventory master file,इन्व्हेंटरी मुख्य फाइल
inverse multiplexer,व्यस्त मल्टीप्लेक्सर
inverse scanning,व्यस्त स्कॅनिंग
inverted file,उलट फाइल
inverted list file,उलट यादी फाइल
inverted page table,उलट पृष्ठ सारणी
Inverter,"1. इंटरचेंजर, 2. प्रतीक"
internet working,इंटरनेट ऑपरेशन
Interpolation,इंटरपोलेशन
Interpret,व्याख्या
Interpreter,"1. दुभाषी, 2. भेदभाव, 3. स्मृती हस्तांतरणकर्ता"
interprocess communication,आंतरप्रक्रिया संप्रेषण
Interrupt,अंतरायक
interrupt handler,व्यत्यय हँडलर
interrupt mask,कव्हर व्यत्यय आणणे
interrupt signal,व्यत्यय सिग्नल
interrupt vector,व्यत्यय वेक्टर
Interruption,व्यत्यय
Intersect,छेदनबिंदू
Intranet,"1.इंटरनेट, 2.इंट्रानेट"
Invariant,अपरिवर्तनीय
inventory master file,इन्व्हेंटरी मुख्य फाइल
inverse multiplexer,व्यस्त मल्टीप्लेक्सर
inverse scanning,व्यस्त स्कॅनिंग
inverted file,उलट फाइल
inverted list file,उलट यादी फाइल
inverted page table,उलट पृष्ठ सारणी
Inverter,"1. इंटरचेंजर, 2. प्रतीक"
job management,कार्य व्यवस्थापन
job oriented language,क्रियाभिमुख भाषा
job priority,कार्य प्राधान्य
job scheduling,नोकरीचे वेळापत्रक
job sequencing,कार्य अनुक्रम
job table,कामाचे वेळापत्रक
join (JOIN),अंतर्भूत
joint photographic group (jpg),संयुक्त छायाचित्रण गट (JPG)
Journal,मासिक
joy stick,आनंदाची काठी
Judgement,"1.आकलन, 2.निर्णय"
Jump,उडी
jump instruction,उडी सूचना
Jumper,जम्पर
Junction,"1. संगम, 2. तह, 3. संयुक्त"
Junk,कचरा
Justification,औचित्य
k bytes,किलो बाइट
karnaugh map,कार्नॉफ नकाशा
karnaugh map,कार्नोफ चित्र
KB (Kilo Byte),KB (किलोग्राम बाइट)
Kernel,"1. आष्टी, 2. कर्नल, 3. कर्नल"
kernel mode,आठ मोड
Kerning,अनुकूलता
Key,की
key board,कीबोर्ड
key bounce,"1.की बाउन्स, 2.की नाकारणे"
key click,की क्लिक
key compression,की कॉम्प्रेशन
key disk,"1.की डिस्क, 2.की डिस्क"
key encryption,की एन्कोडिंग
key field,मुख्य क्षेत्र
key file,"1.की फाइल, 2.की फाइल"
key frame,मुख्य रचना
key management,मुख्य व्यवस्थापन
key pad,की पॅड
key pad,की पॅड
key phrase,मुख्य वाक्यांश
key pulse,की नाडी
key punch,की पंचर
key sorting,की क्रमवारी
key stroke,"1.की स्ट्रोक, 2.की स्ट्रोक, 3.की प्रेशर"
key to address transformation,पत्ता हस्तांतरण की
key to disk,"1. डिस्क की, 2. डिस्क की"
key to floppy,फ्लॉपी की
key to tape,टेप की
key word,मुख्य संज्ञा
Kick,"1.किक, 2.थांप"
Kill,झोपडी
Kilobit,किलो बिट
Knots,गाठ
knowledge based information services,ज्ञान आधारित माहिती सेवा
knowledge discovery,ज्ञान शोध
knowledge discovery database (KDD),ज्ञान शोध डेटाबेस
knowledge engineering,ज्ञान अभियांत्रिकी
knowledge management,ज्ञान व्यवस्थापन
knowledge worker,ज्ञान कार्यकर्ता
Lan adapter,लॅन अडॅप्टर
Lan server,"1.LAN सर्व्हर, 2.LAN सर्व्हर"
LAN workplace,LAN कामाची जागा
Landscape,क्षैतिज चित्र
Landscape,"1.क्षैतिज प्रतिमा, 2.लँडस्केप"
Language,इंग्रजी
language interpreter,भाषा प्रशिक्षक
language processor,भाषा प्रोसेसर
language translator,"1.भाषा हस्तांतरणकर्ता, 2.भाषा अनुवादक"
Laptop,लॅपटॉप
large scale integration (lsi),सर्वसमावेशक एकत्रीकरण (LSI)
large scale integration (LSI),मास इंटिग्रेशन (LSI)
Laser,लेसर
laser printer,लेसर प्रिंटर
last in first out (LIFO),लास्ट इनपुट फर्स्ट इश्यू (LIFO)
Layer,थर
Layout,"खाका, मांडणी"
Leaf,"1. पाने, 2. पाने, 3. पत्र"
leaf node,लीफ नोड
leaf site,पानांची जागा
Lease,भाडेपट्टी
leased channel,"1. लीज चॅनेल, 2. लीज सिस्टम"
leased line,"1.लाइन, 2.लीश लाईन"
least significant bit (lsb),किमान अर्थपूर्ण बिट shell.sb)
least significant digit,किमान लक्षणीय स्कोअर
legacy system,"1. इनहेरिटेड सिस्टम, 2. इनहेरिटन्स सिस्टम"
Lemma ,"1. लेमा, 2. प्रमेय"
letter quality (LQ),अक्षर गुणवत्ता (LQ)
Lexeme,शब्दशः
Lexicography,शब्दकोषशास्त्र
Library,"1.संग्रहण, 2.लायब्ररी"
library program,"1.लायब्ररी प्रोग्राम, 2.अर्काइव्ह प्रोग्रामिंग"
library sub-routine,लायब्ररी निर्देशिका
licence agrement,"1. परवाना करार, 2. परवाना करार"
light emitter diode (LED),प्रकाश उत्सर्जक डायोड्स (एलईडी)
light gun,हलकी बंदूक
light pen,हलकी पेन
line adapter,रेखीय अडॅप्टर
line editing,ओळ संपादन
line printer,"1.लाइन प्रिंटर, 2.लाइन प्रिंटर"
Linear,"१.रेखीय, २.रेखीय"
lines per minute (LPM),लाइन्स प्रति मिनिट (LPM)
Link,"1. दुवा, दुवा, 2. साखळी, 3. बंध"
linked list,साखळीबद्ध यादी
LINUX,लिनक्स
liquid crystal display (LCD),"1.लिक्विड क्रिस्टल डिस्प्ले, 2.लिक्विड क्रिस्टल डिस्प्ले (LCD)"
list processing,यादी प्रक्रिया
Literal,"1.अक्षर, 2.अक्षर"
Live,"1. सक्रिय, 2. जिवंत, 3. इलेक्ट्रिकल, 4. हालचाल"
live node,थेट गाठ
Load,"1.लोड, 2.लोड"
load module,"1.लोड मॉड्यूल, 2.लोड मॉड्युलेटर"
Local,"1.स्थानिक, 2.स्थानिक"
local access,स्थानिक प्रवेश
local area network (Lan),लोकल एरिया नेटवर्क (LAN)
local definition,स्थानिक स्पष्टता
local exchange,"1. स्थानिक नेटवर्क, 2. स्थानिक केंद्र 3. स्थानिक विनिमय"
local memory,स्थानिक स्मृती
local mode,स्थानिक मोड
local variable,स्थानिक व्हेरिएबल
Lock,"पळवाट, लॉक"
locked file,लूप फाइल
log in=log on,सत्र सुरू
log off-log out,मुदत समाप्त
Logging,संलेखन
logic analyser,तर्क विश्लेषक
logic bomb,लॉजिक बॉम्ब
logic card,लॉजिक कार्ड
logic chart (flow chart),लॉजिक चार्ट (फ्लोचार्ट)
logic circuit,लॉजिक सर्किट
logic design,तर्कशास्त्र रचना
logic diagram,तर्कशास्त्र आकृती
logic flow chart,तार्किक फ्लोचार्ट
logic function,तर्कशास्त्र कार्य
logic gate,लॉजिक गेट
logic programming,"1. लॉजिक प्रोग्रामिंग, 2. लॉजिक प्रोग्रामिंग"
logic shift,तर्क विस्थापन
logic state,तर्क स्थिती
logic switch,लॉजिक स्विच
logic unit,तर्कशास्त्र युनिट
Logical,तार्किक
logical connection,तार्किक संयोजन
logical data structure,तार्किक डेटा संरचना
logical diagram,तार्किक आकृती
logical expression,तार्किक अभिव्यक्ती
logical flow chart (flow chart),तार्किक फ्लोचार्ट
logical IF,लॉजिकल IF (तार्किक असल्यास)
logical operation,तर्कशुद्ध ऑपरेशन
logical operator,तर्कसंगत ऑपरेटर
logical relation,तर्कसंगत कनेक्शन
logical scheme,तार्किक योजना
logical symbol,"1. तर्कशुद्ध वर्ण, 2. तार्किक वर्ण"
logical type,तार्किक नमुना
logical value,तार्किक मूल्य
logical variable,लॉजिकल व्हेरिएबल
look ahead carry,विहंगावलोकन प्राप्त केले
look ahead set,पूर्वावलोकन सेट
Look-up,निरीक्षण
Loop,"1.लूप, 2.लूप"
loop control,पळवाट नियंत्रण
loop initialization,लूप आरंभीकरण
loop modification,लूप भिन्नता
loop network,"1.लूप नेटवर्क, 2.लूप नेटवर्क"
loop start,लूप आरंभीकरण
loop termination,लूप एंडिंग
loop-back test,काउंटर-लूप चाचणी
loosely coupled,सैलपणे जोडलेले
lossless compression,दोषरहित कॉम्प्रेशन
lossy compression,हॅसे कॉम्प्रेशन
low byte,कमी बाइट
low level language,निम्न पातळीची भाषा
low pass filter,कमी पास फिल्टर
lower bound,"1.कमी कंडिशन, 2. खाली बांधलेले"
mac protocol (medium access control),"1.MAC प्रोटोकॉल, 2.MAC नीतिशास्त्र (मध्यम प्रवेश नियंत्रण)"
Machine,"1. मशीन, 2. मशीन"
machine address,मशीन पत्ता
machine code,"1. मशीन कोड, 2. मशीन कोड"
machine cycle,मशीन चाक
machine dependent language,यांत्रिक भाषा
machine dependent software,यांत्रिक सॉफ्टवेअर
machine error,डिव्हाइस त्रुटी
machine idle time,मशीन निष्क्रिय वेळ
machine independent language,मशीन भाषा
machine instruction,मॅन्युअल
machine intelligence,मशीन सेन्स
machine language,"1.मशीन लँग्वेज, 2.मशीन लँग्वेज"
machine learning,मशीन लर्निंग
machine operation,मशीन ऑपरेशन
machine oriented language,मशीन भाषा
machine run,मशीन कामगिरी
machine simulation,मशीन सिम्युलेशन
machine spoiled time,मशीन अपहरण वेळ
machine translation,मशीन भाषांतर
machine word,मशीन शब्द
macro (=macro instruction),मॅक्रो सूचना
macro argument,मॅक्रो स्केल
macro assembly program,मास असेंबलिंग कार्यक्रम
macro call,एकूण कॉल
macro code,"1.मॅक्रो कोड, 2.मॅक्रो कोड"
macro command,मॅक्रो कमांड
macro declaration,मॅक्रो घोषणा
macro definition,मॅक्रो व्याख्या
macro flow chart,मॅक्रो फ्लो चार्ट
macro generator,मॅक्रो जनरेटर
macro instruction,मॅक्रो सूचना
macro language,ढोबळ भाषा
macro library,मॅक्रो लायब्ररी
macro parameter,मॅक्रो पॅरामीटर
macro processing,मॅक्रो प्रक्रिया
macro processor,"1.मॅक्रो प्रोसेसर, 2. मॅक्रोप्रोसेसर"
macro programming,मॅक्रो प्रोग्रामिंग
macro prototype,एकूण प्रोटोटाइप
Macro-coding,"1.मॅक्रो एन्कोडिंग, 2.मॅक्रो कोडिंग"
magabyte (MB),मेगाबाइट (MB)
magic character,जादूचे प्रतीक
magic number,जादूची संख्या
magnetic bubble memory,चुंबकीय बबल मेमरी
magnetic card,चुंबकीय कार्ड
magnetic cell,"1.मॅग्नेटिक सेल, 2.चुंबकीय सेल"
magnetic character,चुंबकीय चिन्ह
magnetic core storage,चुंबकीय कोर स्टोरेज
magnetic disk,"1.चुंबकीय डिस्क, 2. चुंबकीय डिस्क"
magnetic disk address,चुंबकीय डिस्क पत्ता
magnetic disk memory,चुंबकीय डिस्क मेमरी
magnetic drum,चुंबकीय ड्रम
magnetic encoding,"1.मॅग्नेटिक एन्कोडिंग, 2.मॅग्नेटिक कोडिंग, 3.मॅग्नेटिक कोडिंग"
magnetic head,चुंबकीय शीर्ष
magnetic ink,चुंबकीय शाई
magnetic ink character recognition (MICR),मॅग्नेटिक इंक कॅरेक्टर रेकग्निशन (MICR)
magnetic media,चुंबकीय माध्यम
magnetic reading,चुंबकीय वाचन
magnetic recording,चुंबकीय रेकॉर्डिंग
magnetic storage,चुंबकीय संचयन
magnetic strip,चुंबकीय पट्टी
magnetic tape,चुंबकीय टेप
magnetic tape cartridge,चुंबकीय टेप काडतूस
magnetic tape drive,चुंबकीय टेप ड्राइव्ह
magnetic tape header,चुंबकीय टेप अग्रदूत
magnetic tape librarian,चुंबकीय टेप ग्रंथपाल
magnetic tape transport,चुंबकीय टेप प्रवेश
magnetic tape unit,चुंबकीय टेप युनिट
magnetic thin film,"1.चुंबकीय पातळ थर, 2.चुंबकीय पातळ फिल्म"
magnetic track,चुंबकीय मार्ग
magneto optic storage,चुंबकीय ऑप्टिकल स्टोरेज
magnetographic printer,"1.चुंबक प्रिंटर, 2.मॅग्नेट प्रिंटर"
Magnetostriction,चुंबकीय विकृती
magnetostrictive tablet,चुंबकीय विकृत टॅबलेट
mail box,"1. मेल बॉक्स, 2. मेल बॉक्स"
mail merge,मेल विलीनीकरण
main control unit,"1. मुख्य नियंत्रण एकक, 2. मुख्य नियंत्रण एकक"
main frame,मुख्य चौकट
main frame system,"1.मुख्य फ्रेम प्रणाली, 2.मुख्य फ्रेम यंत्रणा"
main memory,"1.मुख्य मेमरी, 2.मुख्य मेमरी"
main program,"1.मुख्य कार्यक्रम, 2.मुख्य कार्यक्रम"
main storage,मुख्य स्टोरेज
main switch,"1.मुख्य स्विच, 2.मुख्य स्विच"
Maintenance,"1. देखभाल, 2. देखभाल"
maintenance panel,देखभाल पॅनेल
maintenance time,देखभाल वेळ
major cycle,मोठे वर्तुळ
major device,की डिव्हाइस
major key,मुख्य की
major state,प्रमुख मंच
major structure,मुख्य रचना
major task,मुख्य काम
majority element,बहुसंख्य घटक
majority gate,बहुसंख्य गेट
majority operation,बहुसंख्य ऑपरेशन
makeup time,परतफेड कालावधी
malfunction routine,चुकीचे ऑपरेशन नित्यक्रम
management development,व्यवस्थापन विकास
management information system (MIS),व्यवस्थापन माहिती प्रणाली (MIS)
management science,व्यवस्थापन विज्ञान
Manchester coding,मँचेस्टर एन्कोडिंग
Manifolding,गुणाकार
manipulated variable,अंदाजे चल
manipulating indexing,अनुमानित निर्देशांक
man-machine simulation,मानवी मशीन सिम्युलेशन
manual address switch,मॅन्युअल पत्ता स्विच
manual analysis,मॅन्युअल विश्लेषण
manual answering,मॅन्युअल कॉल
manual entry,मॅन्युअल एंट्री
manual exchange,"1.मॅन्युअल सेंटर, 2.मॅन्युअल सेंटर"
manual input,"1. मॅन्युअल इनपुट, 2. मॅन्युअल इनपुट"
manual operation,मॅन्युअल ऑपरेशन
many to many relationship,अनेक ते अनेक संबंध
many to one decoder,मल्टी-डिकोडर
map method,नकाशा पद्धत
Mapping,मॅपिंग
Margin,समास
margin error,किरकोळ त्रुटी
marginal check,किरकोळ चौकशी
marginal test,किरकोळ चाचणी
mark detection,चिन्ह ओळख
mark reading,साइन वाचन
mark scanning,चिन्ह स्कॅनिंग
mark sense,चिन्ह अर्थ
Marker,मार्कर
Marking,चिन्हांकित करणे
marking wave,मार्कर लाट
markov chain,मार्कोव्ह साखळी
markov source,मार्कोव्ह स्त्रोत
mark-up language,मार्कअप भाषा
Maser,maser
Maser,maser
Mask,"1. मुखवटा, 2. बुरखा, 3. बुरखा"
mask bit,"1. कव्हर बिट, 2. कव्हर बिट, 3. मास्क दुहेरी अंक"
mask programmable device,मास्क प्रोग्राम करण्यायोग्य डिव्हाइस
mask register,कव्हर रजिस्टर
masked ROM,"1. कव्हर रॉम, 2. कव्हर रॉम"
Masking,कव्हर
mass data,प्रचंड डेटा
mass memory,"1.मास मेमरी, 2.मास मेमरी"
massively parallel,मोठ्या प्रमाणात समांतर
Master,सरदार
master card,मास्टर कार्ड
master clock,"1.हेड घड्याळ, 2.नियंत्रित घड्याळ"
master consol,मुख्य कन्सोल
master data,प्राइम डेटा
master diagram,मुख्य आकृती
master file,मास्टर फाइल
master group,प्रमुख गट
master key,गुरुकिल्ली
master library tape,मुख्य लायब्ररी टेप्स
master processor,प्राइम प्रोसेसर
master program,प्रमुख कार्यक्रम
master station,मुख्य केंद्र
master tape,"1.मास्टर टेप, 2.मास्टर टेप"
master terminal,"1.प्रिन्सिपल टर्मिनल, 2.मुख्य टर्मिनल"
master/slave device,मुख्य अधीनस्थ उपकरण
master/slave system,मुख्य अधीनस्थ प्रणाली
Match,"1. जुळणी, 2. जुळणी, 3. भेट"
Matching,जुळणे
mathematical programming,गणितीय प्रोग्रामिंग
mathematical simulation,गणितीय अनुकरण
Matrix,"1.मॅट्रिक्स, 2.मॅट्रिक्स"
matrix printer,"1.मॅट्रिक्स प्रिंटर, 2.मॅट्रिक्स प्रिंटर"
matrix switch,मॅट्रिक्स स्विच
matrix table,मॅट्रिक्स सारणी
maxi computer,मॅक्सी संगणक
Maxicomputer,मॅक्सी संगणक
maximal element,शिखर घटक
maxterm (standard sum term),योगपॅड
maxwell daemon,मॅक्सवेल डेमन
Mean,"1.मीन, 2.मीन"
mean repair time,म्हणजे पुनर्प्राप्ती वेळ
mean time between failure (MTBF),अपयश म्हणजे वेळ
mean time between failure (MTBF),अयशस्वी सरासरी वेळ (m t b f)
mean time to failure,म्हणजे अपयशाची वेळ
mean time to repair,दुरुस्ती सरासरी वेळ
mean time to repair (MTTR),सुधारणा सरासरी वेळ (MTTR)
medium scale integration (MSI),मीडियम स्केल इंटिग्रेशन (MSI)
medium scale integration (MSI),मध्यम एकत्रीकरण (MSI)
medium term storage device,मीन टर्म स्टोरेज डिव्हाइस
megabit per second (MB Ps),मेगा बिट प्रति सेकंद (Mbps)
member object,घटक ऑब्जेक्ट
member record,घटक रेकॉर्ड
Memory,"1.मेमरी, 2.मेमरी"
memory array,"1.मेमरी अॅरे, 2.मेमरी अॅरे"
memory bank,"1. मेमरी फंड, 2. मेमरी बँक"
memory buffer register,"1.मेमरी बफर रजिस्टर, 2.मेमरी बफर रजिस्टर"
memory bus,"1.मेमरी बस, 2. मेमरी बस"
memory card,मेमरी कार्ड
memory cell,मेमरी सेल
memory compaction,स्मृती भ्रंश
memory core,"1.मेमरी कोर, 2.मेमरी कोर"
memory cycle,स्मृती चक्र
memory data register,"1.मेमरी डेटा रजिस्टर, 2.मेमरी डेटा रजिस्टर"
memory dump,"1.मेमरी डंप, 2.मेमरी डंप"
memory exchange,"1.मेमरी एक्सचेंज, 2.मेमरी एक्सचेंज"
memory hierarchy,"1.मेमरी पदानुक्रम, 2.मेमरी पदानुक्रम"
memory instruction,मेमरी सूचना
memory management,"1.मेमरी व्यवस्थापन, 2.मेमरी व्यवस्थापन"
memory map,"1.मेमरी नकाशा, 2.मेमरी नकाशा"
memory mapped I/O,"1. मेमरी मॅप केलेले आउटपुट, 2. इनपुट, 3. मेमरी मॅप केलेले I/O"
memory model,"1.मेमरी मॉडेल, 2.मेमरी मॉडेल, 3.मेमरी मॉडेल"
memory module,"1.मेमरी मॉड्यूल, 2.मेमरी मॉड्यूल"
memory pointer register,"1.मेमरी इंडेक्स रजिस्टर, 2.मेमरी इंडेक्स रजिस्टर"
memory power,स्मृती शक्ती
memory protection,मेमरी संरक्षण
memory reference instruction,"1.मेमरी संदर्भ सूचना, 2.मेमरी संदर्भ सूचना"
memory resident program,"1.मेमरी प्रोग्राम, 2.मेमरी प्रोग्राम"
memory unit,"1.मेमरी युनिट, 2.मेमरी युनिट"
Menu,मेनू
menu bar,मेनू बार
menu drive,मेनू चालवलेला
menu selection,मेनू निवड
menu-driven program,मुख्य-चालित कार्यक्रम
Merge,"1.निहित, 2.विलीन"
merge exchange sort,विलीनीकरण एक्सचेंज क्रमवारी
merge sort,"1. वर्गीकरण विलीनीकरण, 2. कॅटलॉग निवड"
Merging,"1. विलीनीकरण, 2. विलीनीकरण"
mesh network,जाळीचे जाळे
Messagaing,संदेशवहन
Message,संदेश
message authentication,संदेश प्रमाणीकरण
message box,संदेश सेल
message circuit,संदेश सर्किट
message format,संदेश स्वरूप
message header,संदेश शीर्षलेख
message mode,संदेश मोड
message passing,संदेशवहन
message polling,"1.संदेश वर्गीकरण, 2.संदेश वर्गीकरण"
message queue,संदेश ओळ
message switch,संदेश स्विच
message text,संदेश मजकूर
message transfer agent,संदेश हस्तांतरण एजंट
meta assembler,सुपर असेंबलर
meta class,मेटाक्लास
meta compilation,"1. अधिक संकलन, 2. अधिक व्याख्या"
meta compiler,"1. अधिक दुभाषी, 2. अधिक संकलक"
meta language,बोली
meta network,"1.मेटा नेटवर्क, 2.मेटा नेटवर्क"
meta system,हुकूमशाही
Method,प्रक्रिया
metropolitan area network (MAN),मेट्रोपॉलिटन एरिया नेटवर्क (MAN)
Micro,सूक्ष्म
micro code,"1.मायक्रोकोड, 2.मायक्रोकोड"
micro computer,मायक्रो कॉम्प्युटर
micro controller,सूक्ष्म नियंत्रक
micro cycle,सूक्ष्म सायकल
micro electronic mechanical system (MEMS),मायक्रोइलेक्ट्रॉनिक मेकॅनिकल मेकॅनिझम (MEMS)
micro electronics,सूक्ष्म इलेक्ट्रॉनिक्स
micro miniauthorization,सूक्ष्म सूक्ष्मीकरण
micro order,सूक्ष्म ऑर्डर
micro/mainframe link,"1.मायक्रो, 2.मेनफ्रेम लिंक"
Microchip,मायक्रो चिप
Microcobol,सूक्ष्म कोबोल
Microcode,सूक्ष्म कोड
Microfiche,"1.मायक्रोफाइल, 2.मायक्रोफिश, 3.मायक्रोफाइल"
Microfloppy,मायक्रो फ्लॉपी
microform reader,मायक्रोफॉर्म वाचन यंत्र
Microframe,सूक्ष्म फ्रेम
Micrographics,मायक्रोग्राफिक्स
Microphone,मायक्रोफोन
Microphotograph,मायक्रोफोटोग्राफ
microprocessing unit,"1.मायक्रोप्रोसेसिंग युनिट, 2.मायक्रोप्रोसेसिंग युनिट"
Microprocessor,मायक्रोप्रोसेसर
microprocessor chip,मायक्रोप्रोसेसर चिप
microprocessor compiler,मायक्रोप्रोसेसर दुभाषी
microprocessor unit (MPU),मायक्रो प्रोसेसर युनिट (MPU)
Microprogram,"1. मायक्रोप्रोग्राम, 2. मायक्रो प्रोग्राम"
Microsequence,सूक्ष्म क्रम
Microsoft,मायक्रोसॉफ्ट
microsoft windows,मायक्रोसॉफ्ट विंडोज
Microwave,सूक्ष्म लहर
microwave link,मायक्रो वेव्ह लिंक
microwave propagation,मायक्रोवेव्ह ट्रान्समिशन
middle management,मध्यम व्यवस्थापन
Middleware,"1.मिडलवेअर, 2. मधली भांडी"
Midicomputer,मिडी संगणक
Midpoint,मध्यवर्ती बिंदू
Midterm,मध्यक
migration path,स्थलांतर मार्ग
million instructions per second (MIPS),प्रति सेकंद दशलक्ष सूचना (MIPS)
minicomputer,मिनी संगणक
Minidiskette,लहान डिस्केट
minimal kernel,"1.लहान कोलन, 2.लिटल ऍश"
minimal product,किमान उत्पादन
minimal tree,विरळ झाड
minimax (min-max) algorithm,"1.मिनिमॅक्स अल्गोरिदम, 2.अल्गोरिदम"
minimax procedure,सूक्ष्मीकरण प्रक्रिया
minimum cost spanning tree,सर्वात कमी किमतीचे विस्तार झाड
minimum latency coding,"1.कमी लेटन्सी एन्कोडिंग, 2.कमी लेटन्सी कोडिंग"
minor device,लहान साधन
Minterim,"1. गुणाकार, 2. गुणाकार, 3. गुणाकार पद"
minus flag,क्रेडीट कार्ड
minus flag,क्रेडीट कार्ड
minus zone,क्रेडिट क्षेत्र
mirror,मिरर केलेली डिस्क
mirror site,"1. मिरर स्पॉट, 2. फोटोकॉपी, 3. मिरर कॉपी"
mixed-radix notation,मिश्र मूलांक नोटेशन
Mixer,मिक्सर
Mnemonic,स्मृतीविषयक
mnemonic address,मेमोनिक पत्ता
Mnemonics,संस्मरणीय
Mobile,"1.मोबाइल, 2.जंगम"
mobile computing,"1. मोबाईल संगणन, 2. मोबाईल संगणन"
Model,"1.मॉडेल, 2.मॉडेल"
modeless editor,मोडलेस संपादक
Modelling,"1. मॉडेलिंग, 2. मॉडेलिंग"
Modem,मोडेम
Moderate,"1.साधारण, 2.सामान्य, 3.सामान्य"
Moderation,विमानमंडन
Moderator,नियंत्रक
modified instruction,सुधारित सूचना
Modifier,सुधारक
modifier bit,सुधारक बिट
Modify,सुधारणा
Modular,मॉड्यूलर
Modularity,"1. मॉड्यूलरिटी, 2. मॉड्यूलरिटी"
Modulation,मॉड्यूलेशन
Module,मॉड्यूल
module architecture,मॉड्यूलर रचना
Monitor,मॉनिटर
monitoring program,"1.मॉनिटर प्रोग्राम, 2.मॉनिटर प्रोग्राम"
monocrome display,मोनोक्रोमॅटिक डिस्प्ले
monolithic integrated circuit,मोनोलिथिक इंटिग्रेटेड सर्किट
monolithic technology,मोनोलिथिक तंत्रज्ञान
monospace font,सिंगल स्पेस फॉन्ट
Monostable,एक स्थितीय
Monotoricity,नीरसपणा
Morph,"1. आकार, 2. फॉर्म"
Morpheme,फॉर्म
Morphism,आकार
Mortgage,"1. गहाण, 2. गहाण, गहाण"
mosfet (MOSFET),MOSFET (MOSFET)
most significant bit,"1. सर्वोच्च दोन अंक, 2. सर्वोच्च बिट"
mother board,मदर बोर्ड
mother register,आई नोंदणी
motion picture,चित्रपट
motion picture experts group (MPEG),चित्रपट तज्ञ गट (MPEG)
Mount,माउंट
Mouse,"1.माऊस, 2.माऊस"
Move,"1.जंगम, 2.विस्थापन"
move character,हलणारे चिन्ह
MS-DOS,एमएस-डॉस
MS-Windows,एमएस-विंडोज
multi aspect,एकाधिक अभिमुखता
multi processor,मल्टी प्रोसेसर
multi programming,"1.मल्टीप्रोग्रामिंग, 2.मल्टीप्रोग्रामिंग"
multi tasking,मल्टीटास्किंग
Multibus,बाहुबस
Multicast,प्रसारण
multicast address,बहुरूपी पत्ता
Multicasting,प्रसारण
Multichip,मल्टीचिप
Multics,multix
multijob operation,मल्टीटास्किंग ऑपरेशन
multilevel memory,"1.मल्टीलेव्हल मेमरी, 2. बहुस्तरीय मेमरी"
multimedia technology,"1.मल्टीमीडिया तंत्रज्ञान, 2.मल्टीमीडिया तंत्रज्ञान"
Multimode,बहुविधता
Multiple,अनेक
multiple precision,"1.प्रिसिजन, 2.मल्टी खात्री"
multiple regression,एकाधिक प्रतिगमन
Multiplex,"1.मल्टीप्लेक्स, 2.मल्टीप्लेक्स"
multiplex mode,मल्टिप्लेक्स मोड
Multiplexer,मल्टिप्लेक्सर
Multiplexing,"1. मल्टिप्लेक्सिंग, 2. मल्टीप्लेक्सिंग"
multipoint network,मल्टीपॉइंट नेटवर्क
Multiprocessing,एकाधिक प्रक्रिया
multiprocessor system,मल्टीप्रोसेसर प्रणाली
multipurpose internet mail extention (MIME),बहुउद्देशीय इंटरनेट मेल विस्तार (MIME)
Multischedule,प्लेसमेंट
Multistation,मल्टीसेंटर
Multithreading,मल्टीथ्रेडिंग
multivalued logic,बहुपदी तर्क
multivariate analysis,बहुविविध विश्लेषण
Multivibrator,मल्टीव्हायब्रेटर
mutual exclusion,"1.परस्पर बहिष्कार, 2.परस्पर बहिष्कार"
mutual information,परस्पर माहिती
naïve user,"1. नवशिक्या, 2. अंतर्ज्ञानी वापरकर्ता"
name server,"1.नाव सर्व्हर, 2.नाव सर्व्हर"
NAND operation,नंद ऑपरेशन
Nano,नॅनो
narrow band,"अरुंद पट्टा, अरुंद पट्टा"
national information infrastructure,राष्ट्रीय माहिती पायाभूत सुविधा
National Information Standards Organization (NAND NISO),राष्ट्रीय माहिती मानक संघटना (आणि NISO)
native code,नैसर्गिक कोड
native compiler,"1.प्राकृत दुभाषी, 2.प्राकृत प्रोग्रामर, 3.प्राकृत शाळा"
native software,प्राकृत सॉफ्टवेअर
natural compiler,नैसर्गिक कंपाइलर
natural language processing,नैसर्गिक भाषा प्रक्रिया
natural language querry,नैसर्गिक भाषा प्रश्न
natural number,"1.नैसर्गिक संख्या, 2.प्लस पूर्णांक"
Navigation,ऑपरेशन
Navigator,दिग्दर्शक
negative logic,व्यस्त तर्क
nested loop,"1.आवश्यक लूप, 2.एंटर लूप"
nested macros,"1. नेस्टेड मॅक्रो, 2. नेस्टेड मॅक्रो"
Net,"नेट, नेट"
net address,"1.नेट पत्ता, 2.नेट पत्ता"
net citizen,"1.नेट सिटिझन, 2.नेट सिटिझन"
netscape navigator,नेटस्केप नेव्हिगेटर
network access control,नेटवर्क प्रवेश नियंत्रण
network architecture,"1.नेटवर्क आर्किटेक्चर, 2.नेटवर्क स्ट्रक्चर"
network file system (NFS),नेटवर्क फाइल सिस्टम (NFS)
network integrity,"1.नेटवर्क इंटिग्रिटी, 2.नेटवर्क इंटिग्रिटी"
network interconnection,नेटवर्क इंटरकनेक्शन
network layer,नेटवर्क स्तर
network management,नेटवर्क व्यवस्थापन
network topology,नेटवर्क टोपोलॉजी
