Bengali,Assamese
লজিক ডায়াগ্রাম,লজিক ডায়েগ্ৰাম
লজিক্যাল ফ্লোচার্ট,লজিকেল ফ্ল&#39;চাৰ্ট
লজিক ফাংশন,লজিক ফাংচন
লজিক গেট,লজিক গেট
"1. লজিক প্রোগ্রামিং, 2. লজিক প্রোগ্রামিং","1. লজিক প্ৰগ্ৰেমিং, 2. লজিক প্ৰগ্ৰেমিং"
যুক্তি স্থানচ্যুতি,লজিক বিচ্যুতি
যুক্তি অবস্থা,লজিক অৱস্থা
লজিক সুইচ,লজিক চুইচ
লজিক ইউনিট,লজিক ইউনিট
যৌক্তিক,যুক্তিসংগত
যৌক্তিক সংযোগ,যুক্তিসংগত সংযোগ
যৌক্তিক তথ্য কাঠামো,লজিকেল ডাটা গঠন
লজিক্যাল ডায়াগ্রাম,লজিকেল ডায়েগ্ৰাম
যৌক্তিক অভিব্যক্তি,লজিকেল এক্সপ্ৰেচন
লজিক্যাল ফ্লোচার্ট,লজিকেল ফ্ল&#39;চাৰ্ট
লজিক্যাল IF (যৌক্তিক যদি),লজিকেল IF (লজিকেল যদি)
যুক্তিসঙ্গত অপারেশন,যুক্তিসংগত কাৰ্য্য
যুক্তিবাদী অপারেটর,যুক্তিসংগত অপাৰেটৰ
যুক্তিসঙ্গত সংযোগ,যুক্তিসংগত সংযোগ
যৌক্তিক পরিকল্পনা,যুক্তিসংগত পৰিকল্পনা
"1. যুক্তিবাদী চরিত্র, 2. যৌক্তিক চরিত্র","1. যুক্তিবাদী চৰিত্ৰ, 2. যুক্তিসংগত চৰিত্ৰ"
যৌক্তিক প্যাটার্ন,যুক্তিসংগত আৰ্হি
যৌক্তিক মান,লজিকেল মান
যৌক্তিক পরিবর্তনশীল,লজিকেল ভেৰিয়েবল
অর্জিত ওভারভিউ,অভাৰভিউ লাভ কৰা হৈছে
পূর্বরূপ সেট,পূৰ্বদৰ্শন ছেট
পর্যবেক্ষণ,পৰ্যবেক্ষণ
"1.লুপ, 2.লুপ","১.লুপ, ২.লুপ"
লুপ নিয়ন্ত্রণ,লুপ নিয়ন্ত্ৰণ
লুপ ইনিশিয়ালাইজেশন,লুপ আৰম্ভণি
লুপ বৈচিত্র,লুপৰ তাৰতম্য
"1.লুপ নেটওয়ার্ক, 2.লুপ নেটওয়ার্ক","1.লুপ নেটৱৰ্ক, 2.লুপ নেটৱৰ্ক"
লুপ ইনিশিয়ালাইজেশন,লুপ আৰম্ভণি
লুপ-এন্ডিং,লুপ-এণ্ডিং
পাল্টা লুপ পরীক্ষা,কাউণ্টাৰ-লুপ পৰীক্ষা
ঢিলেঢালাভাবে মিলিত,শিথিলভাৱে সংযুক্ত
ক্ষতিহীন কম্প্রেশন,ক্ষতিহীন সংকোচন
হ্যাসে কম্প্রেশন,হাছে কম্প্ৰেছন
কম বাইট,কম বাইট
নিম্ন স্তরের ভাষা,নিম্নস্তৰৰ ভাষা
কম পাস ফিল্টার,লো পাছ ফিল্টাৰ
"1.নিম্ন শর্তযুক্ত, 2. নীচে আবদ্ধ","1.নিম্ন কণ্ডিচনেড, 2. তলত বান্ধি থোৱা আছে"
"1.MAC প্রোটোকল, 2.MAC নীতিশাস্ত্র (মিডল অ্যাক্সেস কন্ট্রোল)","1.MAC প্ৰটোকল, 2.MAC নৈতিকতা (মধ্যমীয়া প্ৰৱেশ নিয়ন্ত্ৰণ)"
"1. মেশিন, 2. মেশিন","১.যন্ত্ৰ, ২.যন্ত্ৰ"
মেশিন ঠিকানা,মেচিনৰ ঠিকনা
"1. মেশিন কোড, 2. মেশিন কোড","১.মেচিন ক’ড, ২.মেচিন ক’ড"
মেশিন চাকা,মেচিনৰ চকা
যান্ত্রিক ভাষা,যান্ত্ৰিক ভাষা
যান্ত্রিক সফ্টওয়্যার,যান্ত্ৰিক চফ্টৱেৰ
ডিভাইস ত্রুটি,ডিভাইচৰ ভুল
মেশিন অলস সময়,মেচিনৰ অচল সময়
মেশিন ভাষা,মেচিন ভাষা
ম্যানুয়াল,হাতপুথি
মেশিন সেন্স,মেচিন চেন্স
"1.মেশিন ল্যাঙ্গুয়েজ, 2.মেশিন ল্যাঙ্গুয়েজ","১.মেচিন লেংগুৱেজ, ২.মেচিন লেংগুৱেজ"
মেশিন লার্নিং,মেচিন লাৰ্নিং
মেশিন অপারেশন,মেচিন অপাৰেচন
মেশিন ভাষা,মেচিন ভাষা
মেশিন কর্মক্ষমতা,মেচিনৰ পৰিৱেশন
মেশিন সিমুলেশন,মেচিন চিমুলেচন
মেশিন হাইজ্যাকিং সময়,মেচিন হাইজেকিং সময়
যন্ত্রানুবাদ,মেচিন অনুবাদ
মেশিন শব্দ,মেচিন শব্দ
ম্যাক্রো নির্দেশ,মেক্ৰ&#39; নিৰ্দেশনা
ম্যাক্রো স্কেল,মেক্ৰ&#39; স্কেল
গণ সমাবেশ কর্মসূচি,গণ সমাবেশ কাৰ্যসূচী
স্থূল কল,স্থূল কল
"1.ম্যাক্রো কোড, 2.ম্যাক্রো কোড","১.মেক্ৰ’ ক’ড, ২.মেক্ৰ’ ক’ড"
ম্যাক্রো কমান্ড,মেক্ৰ&#39; কমাণ্ড
ম্যাক্রো ঘোষণা,মেক্ৰ&#39; ঘোষণা
ম্যাক্রো সংজ্ঞা,মেক্ৰ&#39; সংজ্ঞা
ম্যাক্রো ফ্লো চার্ট,মেক্ৰ&#39; ফ্ল&#39; চাৰ্ট
ম্যাক্রো জেনারেটর,মেক্ৰ&#39; জেনেৰেটৰ
ম্যাক্রো নির্দেশ,মেক্ৰ&#39; নিৰ্দেশনা
স্থূল ভাষা,স্থূল ভাষা
ম্যাক্রো লাইব্রেরি,মেক্ৰ&#39; লাইব্ৰেৰী
ম্যাক্রো প্যারামিটার,মেক্ৰ&#39; প্ৰাচল
ম্যাক্রো প্রক্রিয়াকরণ,মেক্ৰ&#39; প্ৰচেছিং
"1.ম্যাক্রো প্রসেসর, 2. ম্যাক্রোপ্রসেসর","1.মেক্ৰ&#39; প্ৰচেছৰ, 2. মেক্ৰ&#39;প্ৰচেছৰ"
ম্যাক্রো প্রোগ্রামিং,মেক্ৰ&#39; প্ৰগ্ৰেমিং
স্থূল প্রোটোটাইপ,স্থূল প্ৰট&#39;টাইপ
"1.ম্যাক্রো এনকোডিং, 2.ম্যাক্রো কোডিং","1.মেক্ৰ&#39; এনকোডিং, 2.মেক্ৰ&#39; ক&#39;ডিং"
মেগাবাইট (MB),মেগাবাইট (MB)
জাদু প্রতীক,যাদুৰ চিহ্ন
জাদু সংখ্যা,যাদু সংখ্যা
চৌম্বকীয় বুদ্বুদ মেমরি,চুম্বকীয় বুদবুদ স্মৃতিশক্তি
চৌম্বক কার্ড,চুম্বকীয় কাৰ্ড
"1.ম্যাগনেটিক সেল, 2.ম্যাগনেটিক সেল","১.চুম্বকীয় কোষ, ২.চুম্বকীয় কোষ"
চৌম্বকীয় প্রতীক,চুম্বকীয় চিহ্ন
চৌম্বকীয় কোর স্টোরেজ,চুম্বকীয় কোৰ সংৰক্ষণ
"1. ম্যাগনেটিক ডিস্ক, 2. চৌম্বকীয় ডিস্ক","1.চুম্বকীয় ডিস্ক, 2. চুম্বকীয় ডিস্ক"
চৌম্বকীয় ডিস্ক ঠিকানা,চুম্বকীয় ডিষ্কৰ ঠিকনা
চৌম্বকীয় ডিস্ক মেমরি,চুম্বকীয় ডিস্ক মেমৰি
চৌম্বক ড্রাম,চুম্বকীয় ড্ৰাম
"1. ম্যাগনেটিক এনকোডিং, 2. ম্যাগনেটিক কোডিং, 3. ম্যাগনেটিক কোডিং","1.চুম্বকীয় এনকোডিং, 2.চুম্বকীয় ক&#39;ডিং, 3.চুম্বকীয় ক&#39;ডিং"
চৌম্বক শীর্ষ,চুম্বকীয় শীৰ্ষ
চৌম্বক কালি,চুম্বকীয় চিয়াঁহী
ম্যাগনেটিক ইঙ্ক ক্যারেক্টার রিকগনিশন (MICR),চুম্বকীয় চিয়াঁহী আখৰ চিনাক্তকৰণ (MICR)
চৌম্বক মাধ্যম,চুম্বকীয় মাধ্যম
চৌম্বকীয় পড়া,চুম্বকীয় পঢ়া
চৌম্বকীয় রেকর্ডিং,চুম্বকীয় ৰেকৰ্ডিং
চৌম্বকীয় স্টোরেজ,চুম্বকীয় সংৰক্ষণ
তরিৎ - চৌম্বকীয় ফিতা,চুম্বকীয় ৰেখা
চৌম্বকীয় টেপ,চুম্বকীয় টেপ
চৌম্বক টেপ কার্তুজ,চুম্বকীয় টেপ কাৰ্টিজ
চৌম্বকীয় টেপ ড্রাইভ,চুম্বকীয় টেপ ড্ৰাইভ
চৌম্বক টেপ অগ্রদূত,চুম্বকীয় টেপ পূৰ্বসূৰী
চৌম্বক টেপ গ্রন্থাগারিক,চুম্বকীয় টেপ লাইব্ৰেৰিয়ান
চৌম্বকীয় টেপ অ্যাক্সেস,চুম্বকীয় টেপ প্ৰৱেশ
চৌম্বকীয় টেপ ইউনিট,চুম্বকীয় টেপ ইউনিট
"1.চৌম্বকীয় পাতলা স্তর, 2.চৌম্বকীয় পাতলা ফিল্ম","1.চুম্বকীয় পাতল স্তৰ, 2.চুম্বকীয় পাতল ফিল্ম"
চৌম্বক পথ,চুম্বকীয় পথ
চৌম্বক অপটিক্যাল স্টোরেজ,চুম্বকীয় আলোকীয় সংৰক্ষণ
"1. চুম্বক প্রিন্টার, 2. চুম্বক প্রিন্টার","1.চুম্বক প্ৰিন্টাৰ, 2.চুম্বক প্ৰিন্টাৰ"
চৌম্বকীয় বিকৃতি,চুম্বকীয় বিকৃতি
চৌম্বকীয়ভাবে বিকৃত ট্যাবলেট,চুম্বকীয়ভাৱে বিকৃত কৰিব পৰা টেবলেট
"1. মেইল বক্স, 2. মেইল বক্স","১.মেইল বক্স, ২.মেইল বক্স"
মেইল মার্জ,মেইল মাৰ্জ কৰক
"1. প্রধান নিয়ন্ত্রণ ইউনিট, 2. প্রধান নিয়ন্ত্রণ ইউনিট","১.মুখ্য নিয়ন্ত্ৰণ একক, ২.মুখ্য নিয়ন্ত্ৰণ একক"
প্রধান ফ্রেম,মূল ফ্ৰেম
"1. মেইন ফ্রেম সিস্টেম, 2. মেইন ফ্রেম মেকানিজম","1.মূল ফ্ৰেম ব্যৱস্থা, 2.মূল ফ্ৰেম ব্যৱস্থা"
"1. প্রধান মেমরি, 2. প্রধান মেমরি","১.মূল স্মৃতি, ২.মূল স্মৃতি"
"1. প্রধান প্রোগ্রাম, 2. প্রধান প্রোগ্রাম","১.মূল কাৰ্যসূচী, ২.মূল কাৰ্যসূচী"
প্রধান স্টোরেজ,মূল সংৰক্ষণ
"1. প্রধান সুইচ, 2. প্রধান সুইচ","১.মেইন চুইচ, ২.মেইন চুইচ"
"1. রক্ষণাবেক্ষণ, 2. রক্ষণাবেক্ষণ","1.ৰক্ষণাবেক্ষণ, 2.ৰক্ষণাবেক্ষণ"
রক্ষণাবেক্ষণ প্যানেল,ৰক্ষণাবেক্ষণ পেনেল
রক্ষণাবেক্ষণ সময়,ৰক্ষণাবেক্ষণৰ সময়
বড় বৃত্ত,ডাঙৰ বৃত্ত
কী ডিভাইস,কী ডিভাইচ
প্রধান কী,মূল চাবি
মূলমঞ্চ,মূল মঞ্চ
প্রধান কাঠামো,মূল গঠন
প্রধান কাজ,মূল কাম
সংখ্যাগরিষ্ঠ উপাদান,সংখ্যাগৰিষ্ঠ উপাদান
সংখ্যাগরিষ্ঠ গেট,সংখ্যাগৰিষ্ঠতা গেট
সংখ্যাগরিষ্ঠ অপারেশন,সংখ্যাগৰিষ্ঠতা অপাৰেচন
প্রতিদান সময়কাল,ৰিইম্বৰ্চেমেণ্টৰ সময়সীমা
ভুল অপারেশন রুটিন,মিছঅপাৰেচন ৰুটিন
ব্যবস্থাপনা উন্নয়ন,ব্যৱস্থাপনা বিকাশ
ম্যানেজমেন্ট ইনফরমেশন সিস্টেম (MIS),ব্যৱস্থাপনা তথ্য ব্যৱস্থা (MIS)
ব্যবস্থাপনা বিজ্ঞান,ব্যৱস্থাপনা বিজ্ঞান
ম্যানচেস্টার এনকোডিং,মানচেষ্টাৰ এনকোডিং
গুণ,গুণন
আনুমানিক পরিবর্তনশীল,অনুমান কৰা চলক
অনুমানমূলক সূচক,আনুমানিক সূচকাংক
মানুষের মেশিন সিমুলেশন,মানৱ যন্ত্ৰৰ অনুকৰণ
ম্যানুয়াল ঠিকানা সুইচ,মেনুৱেল ঠিকনা চুইচ
ম্যানুয়াল বিশ্লেষণ,হাতৰ দ্বাৰা বিশ্লেষণ কৰা
ম্যানুয়াল কল,মেনুৱেল কল
ম্যানুয়াল এন্ট্রি,হাতৰ দ্বাৰা প্ৰৱেশ কৰা
"1.ম্যানুয়াল সেন্টার, 2.ম্যানুয়াল সেন্টার","১.মেনুৱেল চেণ্টাৰ, ২.মেনুৱেল চেণ্টাৰ"
"1. ম্যানুয়াল ইনপুট, 2. ম্যানুয়াল ইনপুট","1. মেনুৱেল ইনপুট, 2. মেনুৱেল ইনপুট"
সংক্ষিপ্ত কাজ,মেনুৱেল অপাৰেচন
বহু থেকে বহু সম্পর্ক,বহুতৰ লগত বহুতৰ সম্পৰ্ক
মাল্টি-ডিকোডার,মাল্টি-ডিকোডাৰ
মানচিত্র পদ্ধতি,মানচিত্ৰ পদ্ধতি
ম্যাপিং,মেপিং
মার্জিন,প্ৰান্ত
প্রান্তিক ত্রুটি,প্ৰান্তীয় ভুল
প্রান্তিক তদন্ত,প্ৰান্তীয় অনুসন্ধান
প্রান্তিক পরীক্ষা,প্ৰান্তীয় পৰীক্ষা
প্রতীক সনাক্তকরণ,চিহ্ন ধৰা পেলোৱা
সাইন রিডিং,চিন পঢ়া
প্রতীক স্ক্যানিং,চিহ্ন স্কেনিং
সাইন সেন্স,sign sense
চিহ্নিতকারী,মাৰ্কাৰ
চিহ্নিত করা,চিহ্নিত কৰা
মার্কার তরঙ্গ,মাৰ্কাৰ তৰংগ
মার্কভ চেইন,মাৰ্কভ শৃংখল
মার্কভ উৎস,মাৰ্কভ উৎস
মার্কআপ ভাষা,markup ভাষা
maser,maser
maser,maser
"1. মুখোশ, 2. পর্দা, 3. পর্দা","১.মাস্ক, ২.অভাৰ, ৩.অভাৰ"
"1. কভার বিট, 2. কভার বিট, 3. মাস্ক ডবল ডিজিট","1. কভাৰ বিট, 2. কভাৰ বিট, 3. মাস্ক দুটা অংক"
মাস্ক প্রোগ্রামেবল ডিভাইস,মাস্ক প্ৰগ্ৰেমেবল ডিভাইচ
কভার রেজিস্টার,কভাৰ ৰেজিষ্টাৰ
"1. কভার রম, 2. কভার রম","1. কভাৰ ৰম, 2. কভাৰ ৰম"
আবরণ,আৱৰণ
বিশাল পরিসংখ্যান,বিশাল পৰিসংখ্যা
"1. ভর মেমরি, 2. ভর মেমরি","1.মাছ মেমৰি, 2.মাছ মেমৰি"
ব্যাপকভাবে সমান্তরাল,বৃহৎ পৰিমাণে সমান্তৰাল
প্রধান,মুখীয়াল
মাস্টার কার্ড,মাষ্টাৰ কাৰ্ড
"1.মাথা ঘড়ি, 2.কন্ট্রোলার ঘড়ি","1.হেড ঘড়ী, 2.নিয়ন্ত্ৰক ঘড়ী"
প্রধান কনসোল,মূল ক&#39;ন্সোল
প্রধান তথ্য,প্ৰাইম ডাটা
মাস্টার ডায়াগ্রাম,মাষ্টাৰ ডায়েগ্ৰাম
প্রধান নথি,মাষ্টাৰ ফাইল
প্রধান গ্রুপ,প্ৰধান গোট
প্রধান চাবি,মাষ্টাৰ কি&#39;
প্রধান লাইব্রেরি টেপ,মূল লাইব্ৰেৰীৰ টেপসমূহ
প্রাইম প্রসেসর,প্ৰাইম প্ৰচেছৰ
ফ্ল্যাগশিপ প্রোগ্রাম,ফ্লেগশ্বিপ প্ৰগ্ৰেম
প্রধান কেন্দ্র,হেড চেণ্টাৰ
"1.মাস্টার টেপ, 2.মাস্টার টেপ","১.মাষ্টাৰ টেপ, ২.মাষ্টাৰ টেপ"
"1.প্রিন্সিপাল টার্মিনাল, 2.প্রধান টার্মিনাল","১.প্ৰিন্সিপাল টাৰ্মিনেল, ২.মেইন টাৰ্মিনেল"
প্রধান অধস্তন ডিভাইস,প্ৰধান অধীনস্থ যন্ত্ৰ
প্রধান অধস্তন ব্যবস্থা,প্ৰধান অধীনস্থ ব্যৱস্থা
"1. মিল, 2. মিল, 3. দেখা","১.মেচ, ২.মেচ, ৩.মিল"
ম্যাচ,মিল থকা
গাণিতিক প্রোগ্রামিং,গাণিতিক প্ৰগ্ৰেমিং
গাণিতিক সিমুলেশন,গাণিতিক অনুকৰণ
"1.ম্যাট্রিক্স, 2.ম্যাট্রিক্স","১.মেট্ৰিক্স, ২.মেট্ৰিক্স"
"1.ম্যাট্রিক্স প্রিন্টার, 2.ম্যাট্রিক্স প্রিন্টার","1.মেট্ৰিক্স প্ৰিন্টাৰ, 2.মেট্ৰিক্স প্ৰিন্টাৰ"
ম্যাট্রিক্স সুইচ,মেট্ৰিক্স চুইচ
ম্যাট্রিক্স টেবিল,মেট্ৰিক্স টেবুল
ম্যাক্সি কম্পিউটার,maxi কম্পিউটাৰ
ম্যাক্সি কম্পিউটার,maxi কম্পিউটাৰ
শীর্ষ উপাদান,শিখৰ মৌল
যোগপ্যাড,যোগপদ
ম্যাক্সওয়েল ড্যামন,মেক্সৱেল ডেমন
"1.মান, 2.অর্থ","১.গড়, ২.গড়"
মানে পুনরুদ্ধারের সময়,গড় আৰোগ্যৰ সময়
ব্যর্থতা মানে সময়,বিফলতাৰ অৰ্থ সময়
ব্যর্থতার মধ্যবর্তী সময় (mt b f),বিফলতাৰ মধ্যম সময় (m t b f)
ব্যর্থতার সময় মানে,বিফলতাৰ সময় বুজাইছে
মেরামতের গড় সময়,মেৰামতিৰ অৰ্থ সময়
সংশোধন গড় সময় (MTTR),সংশোধনৰ গড় সময় (MTTR)
মিডিয়াম স্কেল ইন্টিগ্রেশন (MSI),মধ্যমীয়া স্কেল সংহতি (MSI)
মিডিয়াম ইন্টিগ্রেশন (MSI),মধ্যম সংহতি (MSI)
মানে টার্ম স্টোরেজ ডিভাইস,গড় টাৰ্ম সংৰক্ষণ ডিভাইচ
প্রতি সেকেন্ডে মেগা বিটস (Mbps),প্ৰতি ছেকেণ্ডত মেগা বিট (Mbps)
উপাদান বস্তু,উপাদান বস্তু
উপাদান রেকর্ড,উপাদান ৰেকৰ্ড
"1.স্মৃতি, 2.স্মৃতি","১.স্মৃতি, ২.স্মৃতি"
"1.মেমরি অ্যারে, 2.মেমরি অ্যারে","1.মেমৰি এৰে, 2.মেমৰি এৰে"
"1. মেমরি ফান্ড, 2. মেমরি ব্যাংক","১/ মেমৰি ফাণ্ড, ২/ মেমৰি বেংক"
"1.মেমরি বাফার রেজিস্টার, 2.মেমরি বাফার রেজিস্টার","1.মেমৰি বাফাৰ ৰেজিষ্টাৰ, 2.মেমৰি বাফাৰ ৰেজিষ্টাৰ"
"1.মেমরি বাস, 2. মেমরি বাস","১.মেমৰি বাছ, ২. মেমৰি বাছ"
মেমরি কার্ড,মেমৰি কাৰ্ড
মেমরি সেল,স্মৃতিশক্তি কোষ
স্মৃতিশক্তি হ্রাস,স্মৃতিশক্তি হেৰুৱা
"1.মেমরি কোর, 2.মেমরি কোর","1.মেমৰি কোৰ, 2.মেমৰি কোৰ"
মেমরি চক্র,স্মৃতি চক্ৰ
"1.মেমরি ডেটা রেজিস্টার, 2.মেমরি ডেটা রেজিস্টার","1.মেমৰি ডাটা ৰেজিষ্টাৰ, 2.মেমৰি ডাটা ৰেজিষ্টাৰ"
"1.মেমরি ডাম্প,2.মেমরি ডাম্প","1.মেমৰি ডাম্প, 2.মেমৰি ডাম্প"
"1.মেমরি এক্সচেঞ্জ, 2.মেমরি এক্সচেঞ্জ","1.মেমৰি এক্সচেঞ্জ, 2.মেমৰি এক্সচেঞ্জ"
"1.মেমরি অনুক্রম, 2.মেমরি অনুক্রম","1.স্মৃতিৰ স্তৰ, 2.স্মৃতিৰ স্তৰ"
মেমরি নির্দেশনা,স্মৃতিশক্তিৰ নিৰ্দেশনা
"1.মেমরি ম্যানেজমেন্ট, 2.মেমরি ম্যানেজমেন্ট","১.স্মৃতি ব্যৱস্থাপনা, ২.স্মৃতি ব্যৱস্থাপনা"
"1.মেমরি ম্যাপ, 2.মেমরি ম্যাপ","1.মেমৰি মেপ, 2.মেমৰি মেপ"
"1. মেমরি ম্যাপ করা আউটপুট, 2. ইনপুট, 3. মেমরি ম্যাপ করা I/O","1. মেমৰি মেপ কৰা আউটপুট, 2. ইনপুট, 3. মেমৰি মেপ কৰা I/O"
"1.মেমরি মডেল, 2.মেমরি মডেল, 3.মেমরি মডেল","1.মেমৰি মডেল, 2.মেমৰি মডেল, 3.মেমৰি মডেল"
"1.মেমরি মডিউল, 2.মেমরি মডিউল","1.মেমৰি মডিউল, 2.মেমৰি মডিউল"
"1.মেমরি ইনডেক্স রেজিস্টার, 2.মেমরি ইনডেক্স রেজিস্টার","1.মেমৰি সূচী ৰেজিষ্টাৰ, 2.মেমৰি সূচী ৰেজিষ্টাৰ"
স্মৃতি শক্তি,মেমৰি শক্তি
মেমরি সুরক্ষা,স্মৃতিশক্তি সুৰক্ষা
"1.মেমরি রেফারেন্স নির্দেশ, 2.মেমরি রেফারেন্স নির্দেশ","1.মেমৰি ৰেফাৰেন্স নিৰ্দেশনা, 2.মেমৰি ৰেফাৰেন্স নিৰ্দেশনা"
"1.মেমরি প্রোগ্রাম, 2.মেমরি প্রোগ্রাম","১.মেমৰি প্ৰগ্ৰেম, ২.মেমৰি প্ৰগ্ৰেম"
"1.মেমরি ইউনিট, 2.মেমরি ইউনিট","1.মেমৰি ইউনিট, 2.মেমৰি ইউনিট"
তালিকা,মেনু
মেনু বার,মেনু বাৰ
মেনু চালিত,মেনু চালিত
মেনু নির্বাচন,মেনু নিৰ্বাচন
প্রধান চালিত প্রোগ্রাম,মূল-চালিত কাৰ্যসূচী
"1. অন্তর্নিহিত, 2. একত্রিত","১.অন্তৰ্নিহিত, ২.এত্ৰিত"
মার্জার এক্সচেঞ্জ বাছাই,মাৰ্জাৰ এক্সচেঞ্জ সজাই পৰাই তোলা
"1. একত্রীকরণ বাছাই, 2. ক্যাটালগ নির্বাচন","1. একত্ৰীকৰণ সজাই পৰাই তোলা, 2. কেটেলগ নিৰ্বাচন"
"1. একত্রীকরণ, 2. একত্রীকরণ","১/ একত্ৰীকৰণ, ২. একত্ৰীকৰণ"
জালি নেটওয়ার্ক,জালি নেটৱাৰ্ক
মেসেজিং,বাৰ্তা প্ৰেৰণ
বার্তা,বাৰ্তা
বার্তা প্রমাণীকরণ,বাৰ্তা প্ৰমাণীকৰণ
বার্তা সেল,বাৰ্তা কোষ
বার্তা সার্কিট,বাৰ্তা বৰ্তনী
বার্তা বিন্যাস,বাৰ্তা বিন্যাস
বার্তা পোর্ট,বাৰ্তা পৰ্টে
বার্তা মোড,বাৰ্তা ধৰণ
মেসেজিং,বাৰ্তা প্ৰেৰণ
"1.বার্তা বাছাই, 2.বার্তা বাছাই","1.বাৰ্তা সজাই পৰাই তোলা, 2.বাৰ্তা সজাই পৰাই তোলা"
বার্তা লাইন,বাৰ্তা লাইন
বার্তা সুইচ,বাৰ্তা চুইচ
বার্তার পাঠ্য,বাৰ্তাৰ লিখনী
বার্তা স্থানান্তর এজেন্ট,বাৰ্তা স্থানান্তৰ এজেন্ট
সুপার অ্যাসেম্বলার,চুপাৰ এছেম্বলাৰ
মেটাক্লাস,মেটাক্লাছ
"1. আরও সংকলন, 2. আরও ব্যাখ্যা","1. অধিক সংকলন, 2. অধিক ব্যাখ্যা"
"1. আরও দোভাষী, 2. আরও কম্পাইলার","1. অধিক দোভাষী, 2. অধিক কম্পাইলাৰ"
উপভাষা,উপভাষা
"1.মেটা নেটওয়ার্ক, 2.মেটা নেটওয়ার্ক","1.মেটা নেটৱৰ্ক, 2.মেটা নেটৱৰ্ক"
একনায়কত্ব,একনায়কত্ববাদ
প্রক্রিয়া,প্ৰক্ৰিয়া
মেট্রোপলিটন এরিয়া নেটওয়ার্ক (ম্যান),মেট্ৰ&#39;পলিটান এৰিয়া নেটৱৰ্ক (MAN)
মাইক্রো,মাইক্ৰ&#39;
"1.মাইক্রোকোড,2.মাইক্রোকোড","১.মাইক্ৰ’ক’ড, ২.মাইক্ৰ’ক’ড"
মাইক্রোকম্পিউটার,মাইক্ৰ&#39;কম্পিউটাৰ
মাইক্রো কন্ট্রোলার,মাইক্ৰ&#39; নিয়ন্ত্ৰক
মাইক্রো চক্র,মাইক্ৰ&#39; চক্ৰ
মাইক্রোইলেক্ট্রনিক মেকানিক্যাল মেকানিজম (MEMS),মাইক্ৰ&#39;ইলেক্ট্ৰনিক যান্ত্ৰিক ব্যৱস্থা (MEMS)
মাইক্রো ইলেকট্রনিক্স,মাইক্ৰ&#39; ইলেক্ট্ৰনিক্স
মাইক্রো মিনিয়েচারাইজেশন,মাইক্ৰ&#39; ক্ষুদ্ৰকৰণ
মাইক্রো অর্ডার,মাইক্ৰ&#39; অৰ্ডাৰ
"1.মাইক্রো, 2.মেনফ্রেম লিঙ্ক","১.মাইক্ৰ’, ২.মেইনফ্ৰেম লিংক"
মাইক্রো চিপ,মাইক্ৰ&#39; চিপ
মাইক্রো কোবল,মাইক্ৰ&#39; ক&#39;বল
মাইক্রো কোড,মাইক্ৰ&#39; ক&#39;ড
"1.মাইক্রোফাইল, 2.মাইক্রোফিশ, 3.মাইক্রোফাইল৷","১.মাইক্ৰ’ফাইল, ২.মাইক্ৰ’ফিছ, ৩.মাইক্ৰ’ফাইল"
মাইক্রো ফ্লপি,মাইক্ৰ&#39; ফ্লপি
মাইক্রোফর্ম রিডিং ডিভাইস,মাইক্ৰ&#39;ফৰ্ম পঢ়া যন্ত্ৰ
মাইক্রো ফ্রেম,মাইক্ৰ&#39; ফ্ৰেম
মাইক্রোগ্রাফিক্স,মাইক্ৰ&#39;গ্ৰাফিক্স
মাইক্রোফোন,মাইক্ৰ&#39;ফোন
মাইক্রোফটোগ্রাফ,মাইক্ৰ&#39;ফটোগ্ৰাফ
"1.মাইক্রোপ্রসেসিং ইউনিট, 2.মাইক্রোপ্রসেসিং ইউনিট","১.মাইক্ৰ’প্ৰচেছিং ইউনিট, ২.মাইক্ৰ’প্ৰচেছিং ইউনিট"
মাইক্রোপ্রসেসর,মাইক্ৰ&#39;প্ৰচেছৰ
মাইক্রোপ্রসেসর চিপ,মাইক্ৰ&#39;প্ৰচেছৰ চিপ
মাইক্রোপ্রসেসর ইন্টারপ্রেটার,মাইক্ৰ&#39;প্ৰচেছৰ ইন্টাৰপ্ৰেটাৰ
মাইক্রো প্রসেসর ইউনিট (MPU),মাইক্ৰ&#39; প্ৰচেছৰ ইউনিট (MPU)
"1. মাইক্রোপ্রোগ্রাম, 2. মাইক্রো প্রোগ্রাম","১.মাইক্ৰ’প্ৰগ্ৰেম, ২.মাইক্ৰ’ প্ৰগ্ৰেম"
মাইক্রো ক্রম,মাইক্ৰ&#39; ক্ৰম
মাইক্রোসফট,মাইক্ৰ’ছফ্ট
মাইক্রোসফট উইন্ডোজ,মাইক্ৰ’ছফ্ট উইণ্ড’জ
মাইক্রো তরঙ্গ,মাইক্ৰ&#39; ৱেভ
মাইক্রো ওয়েভ লিঙ্ক,মাইক্ৰ&#39; ৱেভ লিংক
মাইক্রোওয়েভ ট্রান্সমিশন,মাইক্ৰৱেভ ট্ৰেন্সমিছন
মধ্যম ব্যবস্থাপনা,মধ্যম ব্যৱস্থাপনা
"1.মিডলওয়্যার, 2. মধ্যম জিনিসপত্র","1.মিডলৱেৰ, 2. মধ্যমীয়া ৱেৰ"
মিডি কম্পিউটার,মিডি কম্পিউটাৰ
