English,Marathi
Impact,"प्रभाव, प्रभाव, प्रभाव, टक्कर, प्रतिक्षेप"
impact effect,प्रभाव प्रभाव
Impedance,प्रतिबाधा
Impinging,धक्कादायक
imposed pressure,दबाव लागू
impregnated,"impregnated, embedded"
impulse,आवेग
Impure,अशुद्ध
impurity conductivity (=extrinsic conductivity),बाह्य चालकता (बाह्य चालकता)
Inaudibility,ऐकण्यायोग्यता
Inaudible,ऐकू न येणारा
Incandescence,तप्त झाल्यावर प्रकाशमान होणारा
incandescent,तप्त झाल्यावर प्रकाशमान होणारा
Incoherent,रॅपसोडिक
incoming,आगामी
Incompressibility,संकुचितता
increasing oscillation,वाढीव दोलन
incremental permeability,वाढलेले चुंबकत्व
independent distribution,मोफत वितरण
Indeterminate,"अनंत, अनिश्चित, अनिश्चित, 4 अनिश्चित"
Index,"घातक, सूचक, 3 निर्देशांक"
indirect,"अप्रत्यक्ष, अप्रत्यक्ष"
Induced,प्रेरणा दिली
Induction,"आगमन, प्रेरण, प्रेरण"
inductive,प्रेरणादायी
inductor,प्रेरक
Inertial,जडत्व
inexhaustible source,अक्षय स्रोत
Infinite,"अनंत, अनंत"
Infinities,"अनंत, अनंत"
infinity,"अनंत, अनंत"
Inflammability,ज्वलनशीलता
Inflammable,ज्वलनशील
Inflow,आवक
Influx,आवक
information,माहिती
infralow-frequency,खूप कमी वारंवारता
Infra-red,इन्फ्रारेड
Infrasonic,ऐकू न येणारा
Infrasonics,अवा श्राविकी
Inhomogeneity,विसंगतता
Inhomogeneous,असमान
initial,आरंभिक
Injection,इंजेक्शन
Inlet,प्रविष्ट करा
Inner,"आतील, आतील, आतील, आतील"
Input,"इनपुट (n.), इनपुट (v.)"
Insensitive,उद्धट
Insertion,लिव्हेशन
insignificant,"क्षुल्लक, नगण्य"
Inspection,पर्यवेक्षण
Installation,"स्थापना, स्थापना, स्थापना"
instant,क्षण
instruction,सूचना
instrument,मशीन
Instrumental,यांत्रिक
Instrumentation,"यांत्रिकीकरण, असेंब्ली"
Insulated,"इन्सुलेट, इन्सुलेट"
Insulation,इन्सुलेट
insulator,"insulating, insulating, insulating"
Integer,"1 संपूर्ण संख्या, पूर्णांक"
integrability,अखंडता
integral,"अविभाज्य, पूर्णांक"
Integration,एकीकरण
Intense,"तीव्र, चिडलेला"
intensification,तीव्रता
intensifier,"कर्षण, प्रवेग"
Intensity,"तीव्रता, तीव्रता, तीव्रता"
Intensive,तीव्र
Interaction,परस्परसंवाद
interatomic,आंतरपरमाणू
Interchange,"देवाणघेवाण, व्यवहार"
Interdependency,"परस्परावलंबन, परस्परावलंबन"
Interdependent,परस्परावलंबी
inter diffusion,परस्पर प्रसार
Interface,इंटरफेस पृष्ठ
interface connection (=feed __through),क्रॉस फिल
interfacial angle,इंटरफेस कोन
interference,"हस्तक्षेप, हस्तक्षेप, अडथळा"
Intergalactic,अंतरगॅलेक्टिक
Interior,"आतील, आतील, आतील (v.), आतील, आतील, आतील (v.)"
Interlocking,"synapse, synapse"
Intermediate,"मध्यवर्ती, दुय्यम, मध्य, मध्य"
Intermetallic,intermetallic
intermittent,"मधूनमधून, मधूनमधून"
Intermolecular,intermolecular
internal,अंतर्गत
International,आंतरराष्ट्रीय
interplanar,इंटरस्टिशियल
interplanetary,आंतरग्रहीय
Interpolation,इंटरपोलेशन
Interpretability,अर्थपूर्णता
interpreter,"निर्वाचक, दुभाषी"
interrupter,व्यत्यय आणणारा
intersecting,छेदन करणारा
Intersection,"छेदनबिंदू, छेदनबिंदू, छेदनबिंदू"
interspace,मध्यांतर
Interstellar,इंटरस्टेलर
Interstitial,इंटरस्टिशियल
Interval,"अंतर, अंतर"
Intimate,बंद
Intra,शेवटी
Intra-atomic,आंतरपरमाणू
Intrinsic,"नाझ (वारसा), अंतर (अंतर्गत)"
Invariant,खात्रीने
Invention,"शोध, शोध"
Inverse,"व्यस्त, उलट, विरुद्ध"
Inversion,"उलटा, उलटा"
invert,प्रतिनिधित्व करणे
Inverted,"व्यस्त, व्यस्त"
inviscid,आंधळा
inviscid fluid,गढूळ द्रव
Invisibility,अदृश्यता
Invisible,अदृश्य
Ion,आयन
Ionic,आयनिक
Ionisable,ionizable
Ionise,"आयनीकरण करणे, आयनीकरण करणे"
Ionosphere,"ionosphere, ionosphere"
inospheric,ionosphere
iris (in waveguide),बुबुळ
Irradiated,विकिरणित
Irradiation,विकिरण
irrational,तर्कहीन
irreducible,"भरून न येणारे, भरून न येणारे, भरून न येणारे"
Irregular,अनियमित
Irreversible,अपरिवर्तनीय
irrotational,फिरत आहे
isentropic,"isotropic, isotropic वक्र"
Isentropically,Sapantropically
I signal,"मी सिग्नल करतो, मी सिग्नल करतो"
isobar,"isobars, isotopes"
Isobaric,"isobaric, संतुलित, संतुलित"
Isochore,"समस्थानिक रेखा, समस्थानिक रेखा"
Isochoric,iso-ionic
isochromatic,एकसंध
isochronic line,सिंक ओळ
isochronous motion,समकालिक गती
Isoclinal,सममितीय
Isoelectric,इक्विपटेन्शिअल
Isoenergetic,सम-उत्साही
Isogonal,"समभुज (v.), समद्विभुज रेषा (सं.)"
Isolate,"वेगळे करणे, (अ‍ॅड.), वेगळे करणे"
isolated,"अलिप्त, अलिप्त, एकल"
Isolation,"वेगळे करणे, वेगळे करणे, वेगळे करणे"
Isomeric,isomer
Isomerisation,isomer
Isomerism,आयसोमेरिझम
Isometric,"isometric, tritezole, cubic, isometric"
Isomorphism,समरूपता
isomorphous,समरूपी
Isotherm,isotherm
Isothermal,isotherm
Isotope,समस्थानिक
isotopic,समस्थानिक
Isotropic,समस्थानिक
isotropic line (=circular line),वर्तुळाकार रेषा
Isotropy,समरूपता
Iteration,पुनरावृत्ती
1-type (=intrinsic semiconductor ),आंतरिक अर्धसंवाहक
Jamin's interferometer,जॅम इंटरफेरोमीटर
Jerk,"धक्का, प्रतिक्षेप"
Jet,"जेट, डोके"
jet and rocket propulsion,जेट-रॉकेट प्रणोदन
j-j coupling,जे-जे जोडणी
Jolly's balance,आनंदी वाकलेला
Joule heat,जूल-उष्णता
joule meter,ज्युलमीटर
Joule-Thomson effect,जूल-थॉमसन प्रभाव
joule (unit),जूल
Jump,"कुदळ, उडी, बासरी"
junction,करार
junction point,संगमाचे ठिकाण
just scale,योग्य अक्षर
juxtaposition,"kesanidhi, निकटता"
kaleidoscope,"कॅलिडोस्कोप, कॅलिडोस्कोप"
kappa meson (=k=meson),"कप्पा मेसन्स, के-मेसन्स"
kathode (=Cathode),कॅथोड
kation (=cation),घानायन
K-band,के-बँड
K-capture (=K-electron capture),के-कॅप्चर
K-capturer,k-रिसेप्टर
Kelvin approximation,केल्विन अंदाजे
kernel of homomorphism,एकजिनसीपणाचे एकक
kerr cell,केर सेल
Key,"किल्ली, पडदा, किल्ली"
key board,"की बोर्ड, पडदा बार"
key note,सुरुवातीचा स्वर
key pulse,की नाडी
key word,मुख्य संज्ञा
Kick,प्रक्षेपण
kick back,प्रतिकार
Kilo,किलो
kilojoule (KJ),किलोज्युल
kiloparsec,किलोपारसेक
kiloton bomb,किलोटन बॉम्ब
Kinematical,किनेमॅटिक
Kinematically,पूर्णपणे गतिमान
Kinetic,"गतीशील, गतिमान"
Kinetically,गतिमानपणे
Kink,फ्रॅक्चर
klystron,klystron
knife edge,तीक्ष्ण धार
Kruskal limit,kruskal सीमा
Kryogenic,थर्मोजेनिक
Label,लेबल
Labelled,"चिन्हांकित, कोरलेले, लेबल केलेले"
Laboratory,प्रयोगशाळा
Ladar,शिडी
Laevorotation,घड्याळाच्या उलट दिशेने
laevorotatory,"घड्याळाच्या उलट दिशेने, डावी ध्रुवीयता"
lag and lead,पुढे आणि मागे
Lagrange's expansion,Lagrange प्रसारण
Laggrangian,Lagrangianism
Lamb shift,कोकरू निर्मिती
Lamina,फळी बोर्ड
lamina dorsalis,पृष्ठीय प्लेट
laminar flow,"पृष्ठभाग प्रवाह, पातळी प्रवाह"
laminate,"प्लेटिंग, पॅनेल, लेव्हल, लेयर बाँड"
Laminating,स्तरीकरण
Lamination,लॅमिना
lamp,"दिवा, दिवा"
lamp black,"काजल, दीप काजल"
Lande's interval rule,lande-interval नियम
Lande splitting factor,लांडे विभाजन घटक
Landing,लँडिंग
lapping,"सूक्ष्म घर्षण, लॅमिनेशन, पोशाख"
Larmor frequency,larmore वारंवारता
Larmor precession,larmore precession
Laser,लेसर
Lasing,लेझरायझेशन
Latent,गुप्त
Lateral,"पार्श्व, बाजूकडील, बाजूकडील"
Latitude,"अक्षांश, अक्षांश"
lattice,"जाळी, जाळी"
Laue class,laue वर्ग
Launcher,प्रक्षेपण
Launching,प्रक्षेपण
launch pad,लाँच प्लॅटफॉर्म
law of mass action,वस्तुमान गुणोत्तर कायदा
law of multiple proportion,एकाधिक गुणोत्तर नियम
layer,"स्तर, स्तर"
L-band,एल-बँड
Lead,"आघाडी, आघाडी, आघाडी, आघाडी, आघाडी"
leading,पुढे
Leak,"चुना, गळती (Cr.), Risen Line, च्यवन"
Leakage,"चघळणे, गंजणे, गळणे"
Least,"किमान, किमान, किमान"
least count (of a vernier),किमान गणना
Lecher's wire,कुंडीची तार
Leduc effect,Leduc प्रभाव
legal ohm,वैध ओम
L-electron,- इलेक्ट्रॉन
length contraction,लांबीची मर्यादा
Lengthening,वाढवणे
Lens,लेन्स
Lenz's law,लेन्झचा कायदा
Level,सपाट बोगदा
level flight,क्षैतिज उड्डाण
Levelling,"समतल करणे, समतल करणे"
levelling screw,"क्षैतिज स्क्रू, लेव्हलिंग स्क्रू"
level of confidence,आत्मविश्वास पातळी
level of significance,महत्त्व पातळी
level surface,"क्षैतिज पृष्ठ, सपाट पृष्ठ, समतुल्य पृष्ठ"
Lever,"लीव्हर, लीव्हर"
Libration,आभासी दोलन
Lidar,"लिडर, लेझर इन्फ्रारेड रडार"
Life,"आयुष्य, वय"
lift,"लिफ्ट, लिफ्ट"
lift off,विमोचन क्षण
light,"लहान, प्रकाश, मंद, लहान, लहान, 6 प्रकाश"
Lighting,"समशीतोष्ण., प्रकाश"
Lightning,वीज
light year,प्रकाश वर्ष प्रकाश वर्ष
Like,"एकसंध, एकसंध, एकसंध"
Limit,"मर्यादा, किरकोळ"
Limiting,"मर्यादा, मर्यादा, टोक"
limiting magnitude (=magnitude ___limit),वर्तमान मर्यादा
Line,"रेषा, रेषा, लंबवर्तुळाकार"
Liner,"रेखीय, रेखीय, रेखीय"
Linearisation,रेखीयकरण
linearity,"एकसंधता, रेखीयता"
Linearly,"एकेरी, रेखीय"
line drop,ओळ संभाव्य
line imperfection (onedimensional),रेखीय अपूर्णता
line of percussion,स्ट्रोक लाइन
line spectrum,रेखीय स्पेक्ट्रम
line voltage,लाइन व्होल्टेज
Link,"बंध, तार, साखळी, ग्रंथी, दुवा"
Liquefaction,द्रवीकरण
Liquefied,द्रवरूप
liquefier,द्रवरूप
Liquid,द्रवपदार्थ
liquid bath,द्रव साठा
liquid crystal,लिक्विड क्रिस्टल
liquidity,तरलता
liquid rocket,द्रव-चालित रॉकेट
Lissajous figures,lisaju आकडेवारी
List,"यादी, यादी"
Listing,"सूची, सूची"
litre,कचरा
live programme,थेट कार्यक्रम
live wire,इलेक्ट्रिक वायर
load,"भार, भार, भार, भार, भार"
Loadstone,चुंबक दगड
localised,"स्थानिक, स्थानिक"
locally Maxwellian,स्थानिक मॅक्सवेल
Location,"स्थान, स्थान, स्थान, स्थान, स्थान"
locked dislocation,संलग्न दोष
lock in,"तलाक, माल"
Locus,"locus, locus"
Lodestone,चुंबक दगड
Logarithmic,लॉगरिदमिक
logic,तर्कशास्त्र
logical,वाजवी
Logistics,"लॉजिस्टिक्स, ऑपरेशन्स सायन्स"
London Van Der Waals attraction,लंडन वेंडरवाल आकर्षणे
long distance Transmission,रिमोट ट्रान्समिशन
longitude,"रेखांश, रेखांश"
longitude of perihelion,रेविनेचचे रेखांश
Longitudinal,"रेखांशाचा, रेखांशाचा"
long note,लांब स्वर
Loop,"loop, loop, loop (ed.), loop (v.), prasand"
loosely bound,सैलपणे बांधलेले
lossely packed,"विरळ पॅक, पॅक"
Lorentz Fitzgerald contraction,lorents fittsgerald आकुंचन
lossless line (=loss free line),तोटा मुक्त ओळ
lossy dielectric,सडलेले डायलेक्ट्रिक
loudness (of sound),शक्ती
Low,"कमी दाबाचे क्षेत्र, नैराश्य"
Lowering,"तिरस्कार, कमी"
Lowest,"सर्वात कमी, सर्वात लहान"
low vaccum,निकृष्ट व्हॅक्यूम
luminance,प्रकाशमानता
Luminescence,संदीप्ती
Luminescent,तेजस्वी
luminosity,ज्योत.
luminous,"दीप, प्रदीपी, ज्योती-"
lunar day,चंद्र दिवस
lunar eclipse,चंद्रग्रहण
lunar satellite,चंद्र उपग्रह
lunar variation,चंद्र टप्प्यात बदल
lux,लक्स
Lyman series,लिमन मालिका
Macro,स्थूल
Macroscopic,स्थूल
magic lantern,"मॅजिक लँटर्न, सचित्र कंदील"
magic number,"माया क्रमांक, जादूचा क्रमांक, स्थायी क्रमांक"
Magnetically,चुंबकीयदृष्ट्या
magnetic,चुंबकीय
magnetic bottle,चुंबकीय प्रतिरोधक
magnetisable,चुंबकीकरण
magnetisation,चुंबकीकरण
magnetism,चुंबकत्व
magnetocaloric effect,चुंबक थर्मल प्रभाव
Magnetohydro-dynamics,चुंबक हायड्रोडायनामिक्स
Magnetohydro-statics,चुंबक हायड्रोस्टॅटिक्स
Magentometer,मॅग्नेटोमीटर
Magneton,मॅग्नेटन
Magnetosphere,चुंबक मंडळ
magnetostatics,स्थिर चुंबकत्व
magnetron rectifier,मॅग्नेट्रॉन रेक्टिफायर
magnified image,मोठे केलेली प्रतिमा
magnifier,भिंग
magnify,"मोठे करणे, मोठे करणे"
magnifying,"भिंग, मोठेपणा-"
magnifying glass (magnifying lens),आवर्धक लेन्स
magnitude,"विशालता, विशालता"
Magnon,मॅग्नॉन
main band,मुख्य बँड
Mainline,"मुख्य रस्ता, मुख्य मार्ग"
Mains,"मुख्य तार, मुख्य नळ"
Maintenance,"देखभाल, पोषण, देखभाल"
Majorana effect,mayorana अर्क
major axis,प्रमुख अक्ष
major defect,मुख्य दोष
majority,बहुविध
major tone,मास्टर टोन
make and break,संपर्क आणि खंडित
malleability,लवचिकता
manoeuvre,कौशल्ये
mainpulation,मॅन्युअल हाताळणी
manipulator,ऑपरेटर
manned baloon,मानवयुक्त फुगा
Manometer,"बॅरोमीटर, मॅनोमीटर"
many body,पॉलीहेड्रॉन
man year,माणूस माणूस वर्षे
Marginal,"सीमांत, सीमांत, सीमांत"
marginal entropy,सीमांत एन्ट्रॉपी
margin of safety,सुरक्षित परिसर
mariner's compass,नाविक Dsuichak
Mark,"गुण, गुण, गुण"
Marker,मार्कर
Maser,maser
Mask,"मुखवटा, मुखवटा, आवरण"
Masking,झाकणे
Mass,"वस्तुमान, वस्तुमान, मोठ्या प्रमाणात"
mass abundance,वस्तुमान विपुलता
mass action,वस्तुमान गुणोत्तर प्रतिक्रिया
mass concentration,"वस्तुमान एकाग्रता, वस्तुमान एकाग्रता, वस्तुमान एकाग्रता, वस्तुमान विपुलता"
mass defect,वस्तुमान नुकसान
massive nucleus,मास्टर न्यूक्लियस
mass motion,वस्तुमान गती
mass resistivity,वस्तुमान प्रतिरोधकता
master plate,"मास्टर प्लेट, मास्टर प्लेट"
Match,जुळणे
Matched,जुळले
Matching,जुळणारे
Matrix,"मॅट्रिक्स, मॅट्रिक्स, मॅट्रिक्स, मॅट्रिक्स"
Matter,"पदार्थ, पदार्थ"
Maxima,कमाल
Maximum,"सर्वोच्च, सर्वोच्च, सर्वोच्च, सर्वोच्च, सर्वोच्च"
maximum permissible,जास्तीत जास्त परवानगी
Maxwell-Boltz-mann distribution law,मॅक्सवेल-वोल्ट्समन वितरण कायदा
Mazwellian distribution,मॅक्सवेल वितरण
Mc Leod guage,"मॅक्लिओड गेज, मॅक्लिओड गेज"
Mean,अर्थ
mean free path,"म्हणजे मुक्त मार्ग, म्हणजे मुक्त मार्ग"
mean life,सरासरी वय मध्यम वय
mean life time,म्हणजे आयुष्यभर
Measure,बेड मोजा
measurement,"मोजणे, मोजणे, मोजणे"
mechanical,"शक्ती, यांत्रिक"
mechanical advantage,यांत्रिक फायदा
Mechanics,"बल विज्ञान, यांत्रिकी, यांत्रिकी"
Mechanisation,यांत्रिकीकरण
Mechanism,"यंत्रणा, यांत्रिकी"
Median,"मध्यक, मध्य, मध्य, मध्य"
Mega,"स्थूल, गुरु, महा, स्पष्ट, नियुत (दशलक्षा)"
Megacurie,मेगाक्युरी
megohm,मॅगोम
Meissner effect,मॉसनर प्रभाव
M-electron,एम-इलेक्ट्रॉन
melody,"स्वर, ताल"
Melt,"वितळणे (adj.), वितळणे, वितळणे (ver.)"
Melting,"वितळणे, वितळणे"
melting point,द्रवणांक
Memory,"मेमरी, मेमरी सिस्टम"
Meniscus,"meniscus, meniscus"
Mercurial,"pariya, murial"
mercurial barometer,"mercury-barometer, mercury-barometer"
Mercuric,"पारडिक, मयुरनिक"
meridian,मेरिडियन
merit (of coil),गुणांक
Meson,गवंडी
mesonic potential well (=Yukawa potential well),"मासोनी पोल, युकावा पोल"
Message,संदेश
metal,"धातू, मूलभूत पदार्थ"
metallography,"धातूकाम, धातूचे चित्रण"
metaphysics,मेटाफिजिक्स
metastable,काटकसरी
Meteorite,उल्का
Meteoritic,उल्का
meteorological,हवामानशास्त्रीय
meteorologist,हवामानशास्त्रज्ञ
meter bridge,"मीटर पूल, मीटर पूल"
Metric,"अंतर, मीटर"
Michelson interferometer,मिशेलसन इंटरफेरोमीटर
microampere,microampere
micro analysis,सूक्ष्म विश्लेषण
microcanonical assembly,मायक्रो-कॅनोनिकल संच
microcanonical ensemble,मायक्रो कॅनॉनिकल समुदाय
Microcircuit,सूक्ष्म सर्किट
Microcrack,मायक्रो फिशर
Micron,मायक्रॉन
microphone,मायक्रोफोन
Microphotograph,"मायक्रोफोटोग्राफ, मायक्रोस्कोप फोटो"
Microphysics,सूक्ष्म भौतिकशास्त्र
Microscope,"सूक्ष्मदर्शक, सूक्ष्मदर्शक"
microscopic,"सूक्ष्मदर्शक, सूक्ष्मदर्शक, सूक्ष्मदर्शक"
microscopic impurity,छान बाब
Microscopy,सूक्ष्मदर्शक
microstate,"मायक्रोस्टेट, मायक्रोस्टेट"
microtorr,मायक्रोटॉर
microwave,सूक्ष्म लहर
mid-day,मेरिडियन
middle,मधला
migrating ion,येणारे आयन
mile,मैल
milky way,"आकाश गंगा, मिल्खा मेखला"
Miller index,मिलर निर्देशांक
mineral,खनिजे
miniature circuit,शॉर्ट सर्किट
Miniaturization,लहान करणे
minimal path,किमान मार्ग
minimum,"सर्वात कमी, सर्वात कमी, सर्वात कमी, सर्वात कमी"
minimum ionization,सर्वात कमी आयनीकरण
minority carrier,अल्पसंख्याक वाहक
minority emitter,अल्पसंख्याक उत्सर्जित करणारे
minor tone,लहान टोन
Minute,"कला, मिनिट, मिनिट"
Mirage,मारिचिका
Mirror,"आरसा, मुकूर"
mirror nuclei,"प्रतिप न्यूक्लियस, प्रतिप न्यूक्लियस"
miscibility,मिसळण्याची क्षमता
mismatched lines,न जुळलेल्या ओळी
mismatching,कुमेलोन
misorientation,"ओरिएंटियरिंग, टेली ओरिएंटेशन"
Missile,"क्षेपणास्त्रे, क्षेपणास्त्रे"
missing electron,अनुपस्थित इलेक्ट्रॉन
missing line,गहाळ ओळी
mistuning,असभ्यता
Mixer,"मिक्सर, मिक्सर, मिक्सर (व्यक्ती)"
M.K.S. System,एमके. s पद्धत
mobile,"हलवणे, हलवणे, हलवणे"
mobile antenna (=portable antenna),पोर्टेबल अँटेना
Modility,गतिशीलता
Mode,"पद्धत, पद्धत, प्रणाली, मोड, पॉलिमर, मोड, स्टेज, 8. मोड"
Moderation,विमानमंडन
moderator,नियंत्रक
moderator lattice,चमकणारी जाळी
modification,"बदल, रूपांतर, परिवर्तन"
modified exponential curve,रूपांतरित घातांकीय वक्र
modifier,"कनवर्टर, कनवर्टर, कॅलिब्रेटर"
modify,रूपांतरित करा
modular circuit,मॉड्यूलर सर्किट
modulated,"संगीत, मोड्युलेटेड"
modulation,"संगीत, मॉड्युलेशन"
Modulator,मॉड्युलेटर
Module,"मॉड्यूल, मॉड्यूलर"
Modulus,"मापांक, मापांक"
moire effect,झुंड प्रभाव
Moisture,ओलसर
Molar,"gram molecular, molar, mole"
molarity,"ग्राम आण्विकता, molarity"
mole,"ग्राम रेणू, तीळ"
Molecular,आण्विक रेणू
Molecule,रेणू
Moment,क्षण
moment arm,क्षण हात
Momentary,क्षणिक
Momentum,आवेग
monatomic (=monoatomic),मोनोअॅटॉमिक
Monitor,"मॉनिटर, मॉनिटर, डायनॅमिक विश्लेषक"
monitoring,देखरेख
monochromatic,मोनोक्रोमॅटिक
monochromator,"monochromator, monochromator"
Monochromic,मोनोक्रोमॅटिक
monoclinic,नीरसपणा
monocular microscope,मोनोक्युलर मायक्रोस्कोप
Monoenergetic,सामोरजी
Monokinetic,वेगवान
Monomorphism,"एकजिनसीपणा, एकसंधता"
Monopole,monopolar
monotonic,मोनोक्युलर
Morse key,मोर्स की
mosaic crystal,मोज़ेक-क्रिस्टल
Mosfet,"MOSFETs, मेटल ऑक्साइड सेमीकंडक्टर"
most probable,बहुधा
mother crystal,आई क्रिस्टल
Motif-formula,आकृतिबंध सूत्र
motion,अंतर रूपांतरण गती
motion picture,चित्रपट
motivating force,प्रेरक शक्ती
Motor,मोटर
Mount,"माउंट, माउंट, धारक, आरोपकर्ता, टेकडी"
mouth,"तोंड, तोंड"
mouth piece,प्रमुख स्पीकर
movable contact,एसपी संपर्ककर्ता
movable jockey,एसपी संपर्ककर्ता
movable pully,जंगम कप्पी
Movie,चित्रपट
move camera,चित्रपट कॅमेरा
Moving,मोबाईल
multiaperture device,एकाधिक छिद्र उपकरण
Multicomponent,बहुघटक
multicore cable,अनेक केबल्स
Multimeter,मल्टीमीटर
multiple absorption,polymath अमूर्तता
multiple contact,"एकाधिक संपर्क, एकाधिक संपर्क"
multiple echo,एकाधिक अनुनाद
multiple ionised,मल्टी ionized
multiple operation,मल्टीटास्किंग ऑपरेशन
multiple reaction,एकाधिक प्रतिक्रिया
multiple reflection,एकाधिक प्रतिबिंब
multiplication,गुणाकार
multiplicative collision,प्रचारात्मक प्रभाव
multiplicative effect,गुणाकार प्रभाव
multiplicator,गुणक
Multiplicity,अनेकत्व
Multiplier,गुणक
multiply,"गुणाकार, गुणाकार"
multistage rocket,"मल्टीस्टेज रॉकेट, मल्टीस्टेज रॉकेट"
मु-(μ ) meson,"mu-meson, μ-meson"
Muon,"muon, mumason"
Muonic,muoni
music,संगीत
musical,"संगीत, संगीत"
music scale,स्वारा हरभरा
Mutual,"परस्पर, परस्पर"
Myopia,"दूरदृष्टी, मायोपिया"
Nail,"नखे, नखे"
NAND,आणि पूरक
Nano,नॅनो
Natural,"नैसर्गिक, नैसर्गिक"
nautical mile,नॉटिकल मैल
Navigation,"ऑपरेशन्स, नेव्हिगेशन"
Navigator,नेव्हिगेटर
Nearest,जवळचे
Nebula,नेबुला
needle,सुई यादी
Negative,"नकारात्मक, नकारात्मक, नकारात्मक"
Negligible,उपेक्षणीय
neighbouring point,"शेजारचा बिंदू, शेजारचा बिंदू"
neon-lamp,निऑन दिवा
Neptune,नेपच्यून
Nernst effect,सर्वात चांगला प्रभाव
net charge,निव्वळ शुल्क
network,जाळी (सर्किट)
Neumann's potential,नैमन विभव
neutral,मूडी
neutral atom,विरघळणारा अणू
neutralising coil,तटस्थीकरण पत्रिका
neutrality,उदासीनता
neutral meson,"नॉन-डिस्चार्ज मेसन, चार्जलेस मेसन"
Neutrino,न्यूट्रिनो
Neutron,न्यूट्रॉन
Newscast,बातम्या प्रसारित
Neutonian,न्यूटनी
nicol,काढा
nicol prism,वेंट प्रिझम
Niel temperature,निळी उष्णता
noble metal,बारीक धातू
nodal diagram,फिल्टर आकृती
nodal point,"नोड, पॉइंट, नोड पॉइंट, क्लीवेज पॉइंट, फिल्टरेशन पॉइंट, ड्रॉप पॉइंट"
Node,"नोड, नोड, पाईप"
Noise,"आवाज, आवाज"
no-load condition,शून्य लोड स्थिती
non-absorbing medium,शोषून न घेणारे माध्यम
Non-additive number,मुळसंख्या
non-classical,प्रतिष्ठा
non-coulomb scattering,नॉन-कुलंब स्कॅटरिंग
non-degenerate,दूषित
non destructive,अविनाशी
Non-dissipative,ऊर्जा संवर्धन
non electronic,अनिलेक्ट्रॉनी
non-hydrogen like system,नॉन-हायड्रोजन प्रणाली
non-integral,अपूर्णांक संख्या
non ohmic contact,निनावी संपर्क
non primitive lattice,न विभाज्य जाळी
non-rectifying,संधीसाधू
non-relativistic,नातेवाईक नसलेले
non-sinusoidal,अलौकिक
non-superconductor,सुपर कंडक्टर
non-transition element,नॉन-ट्रान्झिशनल घटक
non-uniform convergence,असमान अभिसरण
non-zero spin,शून्य नसलेली फिरकी
NOR,किंवा पूरक
normal acceleration,सामान्य प्रवेग
normal atom,"उत्तेजित अणू, सामान्य अणू"
Normal,"सामान्य, सामान्य, सामान्य"
Normalization,सामान्यीकरण
normal permeability,सामान्य चुंबकत्व
normal pressure,मानक दबाव
normal temperature,मानक तापमान
normal Zeeman triplet,साधा geman triad
North,उत्तर द्या
nose,"nasa, नाकपुड्या, नाक"
Notation,"नोटेशन, नोटेशन, नोटेशन पद्धत, नोटेशन पद्धत"
Note,स्वर
NOT gate,गेट नाही गेट नाही
nozzle,चंकी
nuclear,"आण्विक, आण्विक"
nuclear apparatus,"न्यूक्लियस ऑर्गन, न्यूक्लियस एग्रीगेट"
nuclear bomb,अणुबॉम्ब अणुबॉम्ब
nuclear explosion,आण्विक स्फोट
nuclear isomierism,"आण्विक आयसोमेरिझम, आण्विक अणुभट्टी"
nuclear level,आण्विक पातळी आण्विक ऊर्जा पातळी
nuclear reactor,परमाणु अणुभट्टी अणुभट्टी
nuclear species,परमाणु प्रजाती परमाणु प्रजाती
nuclear spin,"आण्विक फिरकी, आण्विक फिरकी"
Nucleation,न्यूक्लिएशन
Nucleon,न्यूक्लिओन
Nucleus,"केंद्रक, केंद्रक, केंद्रक"
Null,शून्य
null point,शून्य विक्षेपण स्थिती
numerical aperture,संख्यात्मक छिद्र
numerical content,संख्यात्मक आरक्षण
Object,"वस्तू, शरीर, वस्तू"
objective,"उद्देश (v.), उद्दिष्ट, उद्दिष्ट (सं.)"
oblique,तिरकस
observatory,"वेधशाळा, वेधशाळा"
Observed,निरीक्षण केले
observer,निरीक्षक
occupation number,स्थापना क्रमांक
Octagonal,अष्टचंद्रीय
octahedral,अष्टचंद्रीय
octave,"अष्टक, अष्टक"
odd,विषम
Off-centre,केंद्राभिमुख
off-diagonal,वर कर्ण
off load,एक्झॉस्ट लोड
ohm,ओम
ohmic,ओमी
Onsager conductivity equation,ओनसागर चालकता समीकरण
opacifier,"अपारदर्शक, शामक"
Opacimeter,अपारदर्शकता
Opacity,"अपारदर्शकता, अपारदर्शकता"
Opalescencee,"दुधाळपणा, दुधाळपणा, उपलब्धता"
opaque,"अपारदर्शक, अपारदर्शक"
Operating,"ऑपरेटर, ऑपरेशन"
Operator,"ऑपरेटर, ऑपरेटर, ऑपरेटर"
Opposing,विरोधक
opposite,"विरुद्ध, विरुद्ध"
Optic,"ऑप्टिकल, व्हिज्युअल"
Optical,"व्हिज्युअल, ऑप्टिकल, ऑप्टिकल"
optical acitivity,ध्रुवीयता
optical electron,"व्हिज्युअल इलेक्ट्रॉन, ऑप्टिकल इलेक्ट्रॉन"
optical emulsion,ऑप्टिकल इमल्शन
optical illusion,भ्रम
optically,वरवर पाहता
optically active,polarizer
optical path,ऑप्टिकल अंतर
optical pyrometer,ऑप्टिकल कॅलरीमीटर
