Kannada,Telugu
ಲೊಕೇಟರ್ ವೇರಿಯಬಲ್,లొకేటర్ వేరియబుల్
ಬ ೦ ದೆ,లాక్
ಲಾಕ್ ಮಾಡಿದ ಹೆಸರು,లాక్ చేసిన పేరు
ಲಾಕ್ ಮಾಡಿದ ಪುಟ,లాక్ చేసిన పేజీ
ಲಾಕ್ ಮಾಡಿದ ದಾಖಲೆ,లాక్ చేసిన రికార్డ్
ಲಾಕಿಂಗ್,లాకింగ్
ಲಾಕ್,లాక్ అవుట్
ಬೀಗಮುದ್ರೆ ಮಾಡ್ಯೂಲ್,లాకౌట్ మాడ్యూల్
ಲಾಕ್ ಅಪ್ ಮೇಜಿನ,లాక్-అప్ పట్టిక
ಬ ೦ ದಿಸು,లాగ్
ಕಸಕ,లాగర్
ಕಪ್ಪೆ,లాగింగ్
ತಾರ್ಕಿಕ ಪ್ರವೇಶ ಮಟ್ಟ,తార్కిక ప్రాప్యత స్థాయి
ತಾರ್ಕಿಕ ಆಡ್,లాజికల్ యాడ్
ತಾರ್ಕಿಕ ವಿಶ್ಲೇಷಣೆ,తార్కిక విశ్లేషణ
ತಾರ್ಕಿಕ ಚಾರ್ಟ್  (= ಫ್ಲೋ ಚಾರ್ಟ್),తార్కిక చార్ట్  (= ఫ్లో చార్ట్)
ತಾರ್ಕಿಕ ಮಗು  ಭಾಗ,తార్కిక పిల్లవాడు  విభాగం
ತಾರ್ಕಿಕ ಹೋಲಿಕೆ,తార్కిక పోలిక
ತಾರ್ಕಿಕ ಸಂಯೋಗ,తార్కిక సంయోగం
ತಾರ್ಕಿಕ ಸ್ಥಿರ,తార్కిక స్థిరాంకం
ತಾರ್ಕಿಕ ದತ್ತ  ರಚನೆ,తార్కిక డేటా  నిర్మాణం
ತಾರ್ಕಿಕ ನಿರ್ಧಾರ,తార్కిక నిర్ణయం
ತಾರ್ಕಿಕ ವಿನ್ಯಾಸ,తార్కిక రూపకల్పన
ತಾರ್ಕಿಕ ಸಾಧನ  ಭಾಷಣ,తార్కిక పరికరం  చిరునామా
ತಾರ್ಕಿಕ ರೇಖೆ,తార్కిక రేఖాచిత్రం
ತಾರ್ಕಿಕ ವ್ಯತ್ಯಾಸ,తార్కిక వ్యత్యాసం
ತಾರ್ಕಿಕ ವಿಘಟನೆ,తార్కిక విచ్ఛిన్నం
ತಾರ್ಕಿಕ ಅಂಶ,తార్కిక మూలకం
ತಾರ್ಕಿಕ ಅಭಿವ್ಯಕ್ತಿ,తార్కిక వ్యక్తీకరణ
ತಾರ್ಕಿಕ ಕೊಡೆ,తార్కిక ఫైల్
ತಾರ್ಕಿಕ ಹರಿವಿನ ಚಾರ್ಟ್  (ಫ್ಲೋ ಚಾರ್ಟ್),లాజికల్ ఫ్లో చార్ట్  (ఫ్లో చార్ట్)
ತಾರ್ಕಿಕ ಗುಂಪು  ಸೂಚನಾ,తార్కిక సమూహం  సూచన
ಒಂದು ವೇಳೆ ತಾರ್ಕಿಕ,ఉంటే తార్కిక
ತಾರ್ಕಿಕ ಸೂಚನೆ,తార్కిక సూచన
ತಾರ್ಕಿಕ ಮಟ್ಟ,తార్కిక స్థాయి
ತಾರ್ಕಿಕ ಸಾಲಿನ ಗುಂಪು,లాజికల్ లైన్ గ్రూప్
ತಾರ್ಕಿಕ ಗುಣ,లాజికల్ గుణకారం
ತಾರ್ಕಿಕ ಸಂಖ್ಯೆ,తార్కిక సంఖ్య
ತಾರ್ಕಿಕ ಕಾರ್ಯಾಚರಣೆ,తార్కిక ఆపరేషన్
ತಾರ್ಕಿಕ ನಿರ್ವಾಹಕ,లాజికల్ ఆపరేటర్
ತಾರ್ಕಿಕ ಪುಟ  ಗುರುತಿಸಿಕೊಳ್ಳುವಿಕೆ,తార్కిక పేజీ  ఐడెంటిఫైయర్
ತಾರ್ಕಿಕ ಪುಟ  ಸಂಖ್ಯೆ,తార్కిక పేజీ  సంఖ్య
ತಾರ್ಕಿಕ ಪೋಷಕ  ಭಾಗ,తార్కిక తల్లిదండ్రులు  విభాగం
ತಾರ್ಕಿಕ ಪ್ರಾಥಮಿಕ,తార్కిక ప్రాధమిక
ತಾರ್ಕಿಕ ಉತ್ಪನ್ನ,తార్కిక ఉత్పత్తి
ತಾರ್ಕಿಕ ದಾಖಲೆ,తార్కిక రికార్డ్
ತಾರ್ಕಿಕ ದಾಖಲೆ  ನಿರ್ಬಂಧ,తార్కిక రికార్డ్  బ్లాక్
ತಾರ್ಕಿಕ ಸಂಬಂಧ,తార్కిక సంబంధం
ತಾರ್ಕಿಕ ಶಿಖರ,లాజికల్ షిఫ్ట్
ತಾರ್ಕಿಕ ರಚನೆ,తార్కిక నిర్మాణం
ತಾರ್ಕಿಕ ಮೊತ್ತ,తార్కిక మొత్తం
ತಾರ್ಕಿಕ ಸ್ವಿಚ್,లాజికల్ స్విచ్
ತಾರ್ಕಿಕ ಚಿಹ್ನೆ,తార్కిక చిహ్నం
ತಾರ್ಕಿಕ ಪದ,తార్కిక పదం
ತಾರ್ಕಿಕ ಟೈಮರ್,లాజికల్ టైమర్
ತಾರ್ಕಿಕ ಪತ್ತೆಹಚ್ಚುವಿಕೆ,లాజికల్ ట్రేసింగ్
ತಾರ್ಕಿಕ ಟ್ರ್ಯಾಕ್,తార్కిక ట్రాక్
ತಾರ್ಕಿಕ ಘಟಕ,తార్కిక యూనిట్
ತಾರ್ಕಿಕ ವೇರಿಯಬಲ್,లాజికల్ వేరియబుల్
ತಾರ್ಕಿಕ ಪ್ರಮಾಣ,తార్కిక వాల్యూమ్
ತಾರ್ಕಿಕ ವಿಶ್ಲೇಷಕ,లాజికల్ ఎనలైజర్
ತರ್ಕಪಟ್ಟೆ,లాజిక్ కార్డ్
ತರ್ಕ ಚಾರ್ಟ್ (= ಹರಿವು  ಚಾರ್ಟ್),లాజిక్ చార్ట్ (= ప్రవాహం  చార్ట్)
ತರ್ಕ ಡಿಕೋಡರ್,లాజిక్ డీకోడర్
ತರ್ಕ ವಿನ್ಯಾಸ,లాజిక్ డిజైన్
ತರ್ಕ ಸಾಧನ,లాజిక్ పరికరం
ತರ್ಕ ರೇಖಾಚಿತ್ರ,లాజిక్ రేఖాచిత్రం
ತರ್ಕ ಅಂಶ,లాజిక్ ఎలిమెంట్
ತರ್ಕ ಅಭಿವ್ಯಕ್ತಿ,లాజిక్ వ్యక్తీకరణ
ತರ್ಕ ಕುಟುಂಬ,లాజిక్ కుటుంబం
ತರ್ಕ ಹರಿವಿನ ಚಾರ್ಟ್  (= ಫ್ಲೋ ಚಾರ್ಟ್),లాజిక్ ఫ్లో చార్ట్  (= ఫ్లో చార్ట్)
ತರ್ಕ ಕಾರ್ಯ,లాజిక్ ఫంక్షన్
ತರ್ಕ ಸೂಚನೆ,లాజిక్ ఇన్స్ట్రక్షన్
ತರ್ಕ ಬೆಳಕು,లాజిక్ లైట్
ತರ್ಕ ಕಾರ್ಯಾಚರಣೆ,లాజిక్ ఆపరేషన్
ತರ್ಕ ತನಿಖೆ,లాజిక్ ప్రోబ్
ತರ್ಕ ಉತ್ಪನ್ನ,లాజిక్ ఉత్పత్తి
ತರ್ಕ ಬದಲಾವಣ,లాజిక్ షిఫ్ట్
ತರ್ಕ ಸಣ್ಣ ದೋಷ,లాజిక్ షార్ట్ ఫాల్ట్
ತರ್ಕ ಸಂಕೇತ,లాజిక్ సిగ్నల్
ತರ್ಕ ಸ್ಥಿತಿ,లాజిక్ స్థితి
ತರ್ಕ ಚಿಹ್ನೆ,లాజిక్ చిహ్నం
ತರ್ಕ ಘಟಕ,లాజిక్ యూనిట్
ಲಾಗ್ ಇನ್ ಮಾಡಿ (= ಲಾಗ್ ಆನ್ ಮಾಡಿ),లాగిన్ (= లాగిన్)
ಲಾಗ್ ಆಫ್ ಮಾಡಿ (= ಲಾಗ್ out ಟ್),లాగ్ ఆఫ్ (= లాగ్ అవుట్)
ಲಾಗ್ ಆನ್,లాగాన్
ಲಾಗ್ ಔಟ್,లాగ్ అవుట్
ಲಾಗ್ ಆವರ್ತಕ  ಆನಂತಾ,లాగ్ ఆవర్తన  యాంటెన్నా
ಉದ್ದವಾಗಿ  ಸಮತೋಲನ,రేఖాంశ  సంతులనం
ರೇಖಾಂಶದ ಪರಿಶೀಲನೆ,రేఖాంశ చెక్
ಉದ್ದದ ಸರ್ಕ್ಯೂಟ್,రేఖాంశ సర్క్యూట్
ಉದ್ದವಾಗಿ  ಪ್ರಚೋದನೆ,రేఖాంశ  ఇండక్షన్ శబ్దం
ಉದ್ದದ ಮೋಡ್  ವಿಳಂಬ ರೇಖೆ,రేఖాంశ-మోడ్  ఆలస్యం లైన్
ಉದ್ದನೆಯ ಸಮಾನತೆ  ಪರಿಶೀಲನೆ,రేఖాంశ సమానత్వం  తనిఖీ
ಉದ್ದವಾಗಿ  ಪುನರುಕ್ತಿ  ಪರಿಶೀಲನೆ,రేఖాంశ  పునరావృతం  తనిఖీ
ಉದ್ದವಾಗಿ  ರೋಗ ಪ್ರಸಾರ  ಪರಿಶೀಲನೆ,రేఖాంశ  ప్రసార  తనిఖీ
ಮುಂದೆ ನೋಡು,ముందుకు చూడు
ಮುಂದೆ ಕ್ಯಾರಿ ನೋಡಿ,క్యారీ ముందుకు చూడండి
ಮುಂದೆ ಯುನಿಟ್ ನೋಡಿ,యూనిట్ ముందుకు చూడండి
ಮೇಲೆ ನೋಡು,పైకి చూడు
ನೋಟ ಟೇಬಲ್,లుక్-అప్-టేబుల్
ಕುಣಿಕೆ,లూప్
ಲೂಪ್-ಬ್ಯಾಕ್ ಪರೀಕ್ಷೆ,లూప్-బ్యాక్ పరీక్ష
ಕುರಿಮರ,లూప్ బాడీ
ಲೂಪ್ ಬಾಕ್ಸ್,లూప్ బాక్స్
ಲೂಪ್ ಚೆಕ್,లూప్ చెక్
ಲೂಪ್ ಪೂರ್ಣಗೊಳಿಸುವಿಕೆ,లూప్ పూర్తి
ಲೂಪ್ ಕಂಪ್ಯೂಟಿಂಗ್,లూప్ కంప్యూటింగ్
ಲೂಪ್ ನಿಯಂತ್ರಣ,లూప్ నియంత్రణ
ಲೂಪ್ ನಿಯಂತ್ರಣ  ಹೇಳಿಕೆ,లూప్ నియంత్రణ  ప్రకటన
ಕುಣಿಕೆ-ನಿಯಂತ್ರಕ  ವೇರಿಯಬಲ್,లూప్ నియంత్రణ  వేరియబుల్
ಲೇಪಕ ಕೌಂಟರ್,లూప్ కౌంటర్
ಲೂಪ್ ಪ್ರತಿಕ್ರಿಯೆ  ಸಂಕೇತ,లూప్ అభిప్రాయం  సిగ్నల్
ಲೇಪನ,లూపింగ్
ಲೂಪಿಂಗ್ ಮರಣದಂಡನೆ,లూపింగ్ ఎగ్జిక్యూషన్
ಲೂಪ್ ಪ್ರಾರಂಭ,లూప్ ప్రారంభించడం
ಲೂಪ್ ಇನ್ಪುಟ್ ಸಿಗ್ನಲ್,లూప్ ఇన్పుట్ సిగ్నల్
ಲೂಪ್‌ ಜ್ಯಾಕ್  ಸ್ವಿಟ್ ಕಾಯ್ದೆ,లూప్ జాక్  స్విచ్బోర్డ్
ಲೂಪ್ ಮಾರ್ಪಾಡು,లూప్ సవరణ
ಲೂಪ್ ನೆಟ್ವರ್ಕ್,లూప్ నెట్‌వర్క్
ಲೂಪ್ ಪ್ರತಿರೋಧ,లూప్ నిరోధకత
ಲೂಪ್ ರಿವರ್ಸ್  ಬ್ಯಾಟರಿ,లూప్ రివర్స్  బ్యాటరీ
ಸ್ವಯಂ ಪರಿಶೀಲನೆ ಲೂಪ್ ಮಾಡಿ,లూప్ సెల్ఫ్ చెకింగ్
ಲೂಪ್ ಸಿಗ್ನಲಿಂಗ್,లూప్ సిగ్నలింగ్
ಲೂಪ್ ಪ್ರಾರಂಭ,లూప్ ప్రారంభం
ಲೂಪ್ ಮುಕ್ತಾಯ,లూప్ ముగింపు
ಲೂಪ್ ಪರೀಕ್ಷೆ,లూప్ పరీక్ష
ಲೂಪ್ ವರ್ಗಾವಣೆ  ಕಾರ್ಯ,లూప్ బదిలీ  ఫంక్షన్
ಲೂಪ್ ಪ್ರಸರಣ,లూప్ ట్రాన్స్మిషన్
ಲೂಪ್ ಪ್ರಸರಣ ಚೌಕಟ್ಟು,లూప్ ట్రాన్స్మిషన్ ఫ్రేమ్
ಲೂಪ್ ನವೀಕರಣ,లూప్ నవీకరణ
ಸಡಿಲವಾಗಿ ಜೋಡಿಸಲಾಗಿದೆ,వదులుగా కపుల్డ్
ನಷ್ಟ,నష్టం
ಮಹತ್ವದ ನಷ್ಟ,ప్రాముఖ్యత కోల్పోవడం
ಜೋರಾಗಿ ನಷ್ಟ,శబ్దం నష్టం
ಕಡಿಮೆ ಚಟುವಟಿಕೆ ಡೇಟಾ  ಸಂಸ್ಕರಣೆ,తక్కువ కార్యాచరణ డేటా  ప్రాసెసింగ్
ಕಡಿಮೆ ಉಪನಾಯ,తక్కువ బైట్
ಕೆಳಮಟ್ಟದ ಎಂಪಿಯು,తక్కువ-ముగింపు MPU
"ಕೆಳಗಿನ ಸರಹದ್ದು, ಎಲ್ಲೆ",దిగువ బౌండ్
ಕೆಳ ಪರಂಪರೆ,దిగువ కర్టేట్
ಕೆಳಮಟ್ಟದ ಭಾಷೆ,తక్కువ-స్థాయి భాష
ತಗ್ಗು-ಶಬ್ದ  ಉಲ್ಬಣಕ,తక్కువ శబ్దం  యాంప్లిఫైయర్
ಕಡಿಮೆ ಕ್ರಮ,తక్కువ ఆర్డర్
ಕಡಿಮೆ ಕ್ರಮದ ಅಂಕೆಗಳು,తక్కువ ఆర్డర్ అంకె
ಕಡಿಮೆ ಕ್ರಮಾಂಕದ ಸ್ಥಾನ,తక్కువ-ఆర్డర్ స్థానం
ಕಡಿಮೆ ಪಾಸ್ ಫಿಲ್ಟರ್,తక్కువ పాస్ ఫిల్టర్
ಕಡಿಮೆ ಕಾರ್ಯಕ್ಷಮತೆ  ಉಪಕರಣ,తక్కువ పనితీరు  పరికరాలు
ಕಡಿಮೆ ವೇಗ,తక్కువ వేగం
ಕಡಿಮೆ ವೇಗ ಸಂಗ್ರಹಣೆ,తక్కువ వేగం నిల్వ
ಕೆಳ ಟೇಪ್,తక్కువ టేప్
ಲುಕಾಸಿವಿಕ್  ನಿದರ್ಶನ,లుకాసివిచ్  సంజ్ఞామానం
ಉಂಡೆ ಲೋಡ್,లాంప్డ్ లోడింగ్
ಯಂತ್ರ ವಿಳಾಸ,యంత్ర చిరునామా
ಯಂತ್ರ ಲಭ್ಯ  ಕಾಲ,యంత్రం అందుబాటులో ఉంది  సమయం
ಯಂತ್ರ ಪರಿಶೀಲನೆ,మెషిన్ చెక్
ಯಂತ್ರ ಪರಿಶೀಲನೆ  ದರ್ವಿತ,మెషిన్ చెక్  హ్యాండ్లర్
ಯಂತ್ರ ಪರಿಶೀಲನೆ  ಸೂಚನೆ,మెషిన్ చెక్  సూచిక
ಯಂತ್ರ ಪರಿಶೀಲನೆ  ಅಡಚಣೆ,మెషిన్ చెక్  అంతరాయం
ಯಂತ್ರ ಸಂಕೇತ,యంత్ర కోడ్
ಯಂತ್ರ ಅರಿವು,యంత్ర జ్ఞానం
ಯಂತ್ರ ಚಕ್ರ,యంత్ర చక్రం
ಯಂತ್ರ  ಅವಲಂಬಿತ,యంత్రం  ఆధారపడి ఉంటుంది
ಯಂತ್ರ  ಅವಲಂಬಿತ  ಭಾಷೆ,యంత్రం  ఆధారపడి ఉంటుంది  భాష
ಯಂತ್ರ  ಅವಲಂಬಿತ  ಸಾಫ್ಟ್ವೇರ್,యంత్రం  ఆధారపడి ఉంటుంది  సాఫ్ట్‌వేర్
ಯಂತ್ರ ಸಮೀಕರಣ,యంత్ర సమీకరణం
ಯಂತ್ರ  ಸಮಾನತೆ,యంత్రం  సమానత్వం
ಯಂತ್ರ ದೋಷ,యంత్ర లోపం
ಯಂತ್ರ ಐಡಲ್ ಸಮಯ,మెషిన్ ఐడిల్ సమయం
ಯಂತ್ರ  ಸ್ವತಂತ್ರ,యంత్రం  స్వతంత్ర
ಯಂತ್ರ  ಸ್ವತಂತ್ರ  ಭಾಷೆ,యంత్రం  స్వతంత్ర  భాష
ಯಂತ್ರ  ಸ್ವತಂತ್ರ  ಸಾಫ್ಟ್ವೇರ್,యంత్రం  స్వతంత్ర  సాఫ్ట్‌వేర్
ಯಂತ್ರ  ಸ್ವತಂತ್ರ  ಪರಿಹಾರ,యంత్రం  స్వతంత్ర  పరిష్కారం
ಯಂತ್ರ  ಸೂಚನಾ,యంత్రం  సూచన
ಯಂತ್ರ  ಸೂಚನಾ ಸಂಕೇತ,యంత్రం  ఇన్స్ట్రక్షన్ కోడ్
ಯಂತ್ರ  ಸೂಚನಾ  ಹೇಳಿಕೆ,యంత్రం  సూచన  ప్రకటన
ಯಂತ್ರ  ಬುದ್ಧಿಶಕ್ತಿ,యంత్రం  ఇంటెలిజెన్స్
ಯಂತ್ರ,మెషిన్ ఇంటెమేట్
ಯಂತ್ರ ಭಾಷೆ  ಸಂಹಿತೆ,యంత్ర భాష  కోడ్
ಯಂತ್ರ ಕಲಿಕೆ,యంత్ర అభ్యాస
ಯಂತ್ರ ತರ್ಕ,మెషిన్ లాజిక్
ಯಂತ್ರ ಕಾರ್ಯಾಚರಣೆ,యంత్ర ఆపరేషన్
ಯಂತ್ರ ಆಧಾರಿತ  ಭಾಷೆ,మెషిన్ ఓరియెంటెడ్  భాష
ಯಂತ್ರ ಓದಬಲ್ಲ,మెషిన్ చదవగలిగేది
ಯಂತ್ರ ಓದಬಲ್ಲ  ಮಾಧ್ಯಮ,మెషిన్ చదవగలిగేది  మధ్యస్థం
ಯಂತ್ರ ಓಟ,మెషిన్ రన్
ಯಂತ್ರ ಸಂವೇದಕ  ಮಾಹಿತಿ,మెషిన్ సెన్సిబుల్  సమాచారం
ಯಂತ್ರ  ವೇಷಭೂಷಣ,యంత్రం  అనుకరణ
ಯಂತ್ರ ಹಾಳಾದ  ಕಾಲ,మెషిన్ చెడిపోయింది  సమయం
ಯಂತ್ರೋಪಕರಣ  ನಿಯಂತ್ರಣ,యంత్ర పరికరం  నియంత్రణ
ಯಂತ್ರ  ಭಾಷಾಂತರ,యంత్రం  అనువాదం
ಯಂತ್ರ ಬಳಕೆ  ಕಾಲ,యంత్ర వినియోగం  సమయం
ಬುದ್ದಿ,మాక్రోగ్యుమెంట్
ಸಣ್ಣಕಾಯಿ,మాక్రోఅసెంబ్లర్
ಬೃಹತ್ಕೃಷ್ಟಿ  ಕಾರ್ಯಕ್ರಮ,మాక్రోఅసెంబ్లీ  ప్రోగ్రామ్
ಸ್ಥೂಲಕಾಯದ,మాక్రోకాల్
ಸ್ಥೂಲಕಾಂಡ,మాక్రోకోడ్
ಬುದ್ದಿ,మాక్రోకోడింగ్
ಬುದ್ದಿ,మాక్రోకామాండ్
ಮ್ಯಾಕ್ರೋಡೆಕ್ಲೇಶನ,మాక్రోడెక్లేషన్
ಮ್ಯಾಕ್ರೋಡೆಫಿನಿಷನ್,మాక్రోడ్ ఫినిషన్
ಮ್ಯಾಕ್ರೋಡೆಫಿನಿಷನ್  ಗ್ರಂಥಾಲಯ,మాక్రోడ్ ఫినిషన్  గ్రంధాలయం
ಸ್ಥೂಲಕಾಯ,స్థూల ఎలిమెంట్
ಸ್ಥೂಲಕಹ,స్థూల ఎక్సెర్సిజర్
ಬೃಹತ್ ಎಕ್ಸ್‌ಪಾನ್ಸನ,స్థూల ఎక్స్‌పాన్షన్
ಒಂದು ಬಗೆಯ ಶವ,మాక్రోఫ్లోచార్ట్
ಬೃಹತ್ಕಂತ್ಣೀಯ  ಕಾರ್ಯಕ್ರಮ,మాక్రోజెనరేటింగ్  ప్రోగ్రామ్
ಸ್ಥೂಲಕಾಯ,మాక్రోజెనరేషన్
ಬುದ್ದಿ,మాక్రోజెనరేటర్
ಬೃಹತ್ ಪ್ರಮಾಣದಲ್ಲಿ,మాక్రోఇన్స్ట్రక్షన్
ಬೃಹತ್ ಭಾಷೆಯ  (ಮ್ಯಾಕ್ರೋಲ್),మాక్రోలాంగ్వేజ్  (మాక్రోల్)
ಸ್ಥೂಲಕಾಯದ,మాక్రోలిబ్రరీ
ಮ್ಯಾಕ್ರೋ (= ಮ್ಯಾಕ್ರೋ  ಸೂಚನಾ),స్థూల (= స్థూల మాక్రో  సూచన)
ತೂರಾಟದಾನದವ,మాక్రోపారామీటర్
ಬೃಹತ್ಕಟ  ಸೂಚನಾ,మాక్రోప్రాసెసింగ్  సూచన
ಬೃಹತ್ಕಣ,మాక్రోప్రోగ్రామింగ్
ಬುದ್ದಿವಾಳಿಯಾದ,మాక్రోప్రొటోటైప్
ಬುದ್ದಿವಾಳಿಯಾದ  ಹೇಳಿಕೆ,మాక్రోప్రొటోటైప్  ప్రకటన
ಸ್ಥೂಲಕಾಯ  ಸಂಖ್ಯೆ,మాక్రోస్టేట్మెంట్  సంఖ్య
ವ್ಯವಸ್ಥಾಪನೆ,మాక్రోసిస్టమ్
ಸ್ಥೂಲ,మాట్రోట్రేస్
ಒಂದು ಸಣ್ಣ,మాక్‌సిమా
ಮ್ಯಾಡ್ಕ್ಯಾಪ್,MADCAP
ಗಾಡಿ,మాగ్
ಕಾಂತೀಯ ಗುಳ್ಳೆ  ನೆನಪು,అయస్కాంత బబుల్  మెమరీ
ಕಾಂತತ್ವ,అయస్కాంత కార్డు
ಕಾಂತತ್ವ  ಓದುಗ,అయస్కాంత కార్డు  రీడర్
ಕಾಂತತ್ವ  ಸಂಗ್ರಹಣೆ,అయస్కాంత కార్డు  నిల్వ
ಕಾಂತ ಕೋಶ,అయస్కాంత కణం
ಕಾಂತೀಯ  ಪಾತ್ರ,అయస్కాంత  పాత్ర
ಕಾಂತೀಯ ಕೇಂದ್ರ,అయస్కాంత కోర్
ಕಾಂತೀಯ ಕೇಂದ್ರ  ಸಂಗ್ರಹಣೆ,అయస్కాంత కోర్  నిల్వ
ಕಾಂತೀಯ ವಿಳಂಬ  ಕಾಲ,అయస్కాంత ఆలస్యం  సమయం
ಕಾಂತೀಯ ಡಿಸ್ಕ್,మాగ్నెటిక్ డిస్క్
ಕಾಂತೀಯ ಡಿಸ್ಕ್  ಭಾಷಣ,మాగ్నెటిక్ డిస్క్  చిరునామా
ಕಾಂತೀಯ ಡಿಸ್ಕ್  ನೆನಪು,మాగ్నెటిక్ డిస్క్  మెమరీ
ಕಾಂತೀಯ ಡಿಸ್ಕ್  ಸಂಗ್ರಹಣೆ,మాగ్నెటిక్ డిస్క్  నిల్వ
ಕಾಂತೀಯ ಡಿಸ್ಕ್  ಸಂಗ್ರಹ,మాగ్నెటిక్ డిస్క్  స్టోర్
ಕಾಂತೀಯ ಡಿಸ್ಕ್ ಘಟಕ,మాగ్నెటిక్ డిస్క్ యూనిట్
ಕಾಂತೀಯ ಡ್ರಮ್  ಸಂಗ್ರಹಣೆ,మాగ్నెటిక్ డ్రమ్  నిల్వ
ಕಾಂತೀಯ ಡ್ರಮ್  ಘಟಕ,మాగ్నెటిక్ డ్రమ్  యూనిట్
ಕಾಂತೀಯ ಎನ್‌ಕೋಡಿಂಗ್,మాగ్నెటిక్ ఎన్కోడింగ్
ಕಾಂತೀಯ ಕೈ  ಸ್ಕ್ಯಾನರ್,అయస్కాంత చేతి  స్కానర్
ಕಾಂತೀಯ  ಗರ್ಭಕಂಠ,అయస్కాంత  హిస్టెరిసిస్ లూప్
ಕಾಂತೀಯ ಶಾಯಿ,అయస్కాంత సిరా
ಕಾಂತೀಯ ಶಾಯಿ  ಅಕ್ಷರ,అయస్కాంత సిరా  అక్షర సార్టర్
ಕಾಂತೀಯ ಶಾಯಿ  ಸ್ಕ್ಯಾನರ್,అయస్కాంత సిరా  స్కానర్
ಕಾಂತೀಯ ಸ್ಮರಣೆ,అయస్కాంత జ్ఞాపకం
ಕಾಂತೀಯ ಓದುವಿಕೆ,అయస్కాంత పఠనం
ಕಾಂತೀಯ  ರೆಕಾರ್ಡಿಂಗ್,అయస్కాంత  రికార్డింగ్
ಕಾಂತೀಯ ಸ್ಲಾಟ್  ಓದುಗ,మాగ్నెటిక్ స్లాట్  రీడర్
ಕಾಂತೀಯ ಸಂಗ್ರಹ,అయస్కాంత నిల్వ
ಕಾಂತೀಯ ಪಟ್ಟಿ,మాగ్నెటిక్ స్ట్రిప్
ಕಾಂತೀಯ ಪಟ್ಟಿ  ಲೆಕ್ಕಪತ್ರ  ಯಂತ್ರ,మాగ్నెటిక్ స్ట్రిప్  అకౌంటింగ్  యంత్రం
ಕಾಂತೀಯ ಪಟ್ಟಿ  ಓದುಗ,మాగ్నెటిక్ స్ట్రిప్  రీడర్
ಕಾಂತೀಯ ಟೇಪ್ ಕಾರ್ಟ್ರಿಡ್ಜ್,మాగ్నెటిక్ టేప్ గుళిక
ಕಾಂತೀಯ ಟೇಪ್  ಕ್ಯಾಸೆಲೆ,అయస్కాంత టేప్  క్యాసెట్
ಕಾಂತೀಯ ಟೇಪ್  ಡೆಕ್ (= ಕಾಂತೀಯ  ಟೇಪ್ ಡ್ರೈವ್),అయస్కాంత టేప్  డెక్ (= అయస్కాంతం  టేప్ డ్రైవ్)
ಕಾಂತೀಯ ಟೇಪ್  ಚಾಲನೆ,అయస్కాంత టేప్  డ్రైవ్
ಮ್ಯಾಗ್ನೆಟಿಕ್ ಟೇಪ್ ಫೈಲ್,మాగ్నెటిక్ టేప్ ఫైల్
ಕಾಂತೀಯ ಟೇಪ್  ಲೇಬಲ್,అయస్కాంత టేప్  లేబుల్
ಕಾಂತೀಯ ಟೇಪ್  ನಾಯಕ,అయస్కాంత టేప్  నాయకుడు
ಕಾಂತೀಯ ಟೇಪ್  ಗ್ರಂಥಪಾಲಕ,అయస్కాంత టేప్  లైబ్రేరియన్
ಕಾಂತೀಯ ಟೇಪ್  ನಿಲ್ದಾಣ,అయస్కాంత టేప్  స్టేషన్
ಕಾಂತೀಯ ಟೇಪ್ ಸಂಗ್ರಹ,మాగ్నెటిక్ టేప్ నిల్వ
ಕಾಂತೀಯ ಟೇಪ್  ವ್ಯವಸ್ಥೆ,అయస్కాంత టేప్  ఉపవ్యవస్థ
ಕಾಂತೀಯ ಟೇಪ್  ಅಂತಿಮ,అయస్కాంత టేప్  టెర్మినల్
ಕಾಂತೀಯ ಟೇಪ್  ಟ್ರೇಲರ್,అయస్కాంత టేప్  ట్రైలర్
ಕಾಂತೀಯ ಟೇಪ್  ಸಾಗಿಸು  (ಮ್ಯಾಗ್ನೆಟಿಕ್ ಟೇಪ್  ಡ್ರೈವ್),అయస్కాంత టేప్  రవాణా  (అయస్కాంత టేప్  డ్రైవ్)
ಕಾಂತೀಯ ಟೇಪ್ ಘಟಕ,మాగ్నెటిక్ టేప్ యూనిట్
ಮ್ಯಾಗ್ನೆಟಿಕ್ ತೆಳುವಾದ ಚಿತ್ರ,మాగ్నెటిక్ సన్నని చిత్రం
ಮ್ಯಾಗ್ನೆಟಿಕ್ ತೆಳುವಾದ ಚಿತ್ರ  ಸಂಗ್ರಹಣೆ,మాగ్నెటిక్ సన్నని చిత్రం  నిల్వ
ಕಾಂತೀಯ ಟ್ರ್ಯಾಕ್,మాగ్నెటిక్ ట్రాక్
ಕಾಂತ ತಂತಿ  ಸಂಗ್ರಹಣೆ,అయస్కాంత వైర్  నిల్వ
ಕಾಂತ ಸಂಯೋಜಕ  ಮುದ್ರಕ,మాగ్నెటోగ్రాఫిక్  ప్రింటర్
ಆಕ್ಷರ  ಡಿಸ್ಕ್ ಸಂಗ್ರಹ,మాగ్నెటో-ఆప్టిక్  డిస్క్ నిల్వ
ಕಾಂತೀಯ,మాగ్నెటోస్ట్రక్షన్
ಚಿರತೆ,మాగ్ టేప్
