Marathi,Kannada
लोखंडी शिधा,ಕಬ್ಬಿಣದ ಪಡಿತರ
लोखंडी बाजू,ಕಬ್ಬಿಣದ ಬದಿಗಳು
लोखंडी टिपलेला बाण,ಕಬ್ಬಿಣದ ತುದಿಯ ಬಾಣ
इस्थमियन खेळ,ಇಸ್ತಮಿಯನ್ ಆಟಗಳು
जॅनिसरी,ಜನಿಸರಿ
रखवालदार,ದ್ವಾರಪಾಲಕ
रखवालदार,ದ್ವಾರಪಾಲಕ
भाला,ಜಾವೆಲಿನ್
जिम क्रो कायदे,ಜಿಮ್ ಕ್ರೌ ಕಾನೂನುಗಳು
जिंगो,ಜಿಂಗೊ
जिंगो,ಜಿಂಗೊ
जिंगो,ಜಿಂಗೊ
जिंगोइझम,ಜಿಂಗೋಯಿಸಂ
संयुक्त कारवाई,ಜಂಟಿ ಕ್ರಿಯೆ
संयुक्त नियंत्रण,ಜಂಟಿ ನಿಯಂತ್ರಣ
संयुक्त वहिवाट,ಜಂಟಿ ಆಕ್ಯುಪೆನ್ಸಿ
ज्युरी,ತೀರ್ಪುಗಾರರು
फक्त कारण,ಕೇವಲ ಕಾರಣ
ठेवा,ಇರಿಸಿಕೊಳ್ಳಿ
अभिलेखागाराचा रक्षक,ಆರ್ಕೈವ್ಸ್ ಕೀಪರ್
केटल-ड्रम,ಕೆಟಲ್-ಡ್ರಮ್
मुख्य शब्द,ಪ್ರಮುಖ ಪದ
राजा,ರಾಜ
राज्य,ಸಾಮ್ರಾಜ್ಯ
किंगलेट,ಕಿಂಗ್ಲೆಟ್
किंग मेकर,ಕಿಂಗ್ ಮೇಕರ್
राजेशाही,ರಾಜತ್ವ
राजेशाही,ರಾಜತ್ವ
किचन कॅबिनेट,ಕಿಚನ್ ಕ್ಯಾಬಿನೆಟ್
नाइट,ನೈಟ್
राजत्व,ರಾಜತ್ವ
Kinghts हॉस्पिटलर्स,ಕಿಂಗ್ಟ್ಸ್ ಆಸ್ಪತ್ರೆಗಳು
सेंट जॉनचे शूरवीर,ನೈಟ್ಸ್ ಆಫ್ ಸೇಂಟ್ ಜಾನ್
नाइट टेम्पलर,ನೈಟ್ ಟೆಂಪ್ಲರ್
कु क्लक्स क्लान (KKK),ಕು ಕ್ಲಕ್ಸ್ ಕ್ಲಾನ್ (ಕೆಕೆಕೆ)
कुमिंतंग,ಕುಮಿಂಟಾಂಗ್
सामान्य,ಲೌಕಿಕ
लान्स,ಲ್ಯಾನ್ಸ್
लान्सर,ಲ್ಯಾನ್ಸರ್
नंतर गुप्ता,ನಂತರ ಗುಪ್ತರು
कायदेशीर वारस,ಕಾನೂನುಬದ್ಧ ಉತ್ತರಾಧಿಕಾರಿ
अराजकता (=विकार),ಕಾನೂನುಬಾಹಿರತೆ (=ಅಸ್ವಸ್ಥತೆ)
अराजकता (=विकार),ಕಾನೂನುಬಾಹಿರತೆ (=ಅಸ್ವಸ್ಥತೆ)
कायद्याचे प्रभू,ಕಾನೂನು ಪ್ರಭುಗಳು
धार्मिकतेचा कायदा,ಧರ್ಮನಿಷ್ಠೆಯ ಕಾನೂನು
लीग ऑफ नेशन्स,ಲೀಗ್ ಆಫ್ ನೇಷನ್ಸ್
वारसा (= मृत्युपत्र),ಪರಂಪರೆ (=ಬಿಕ್ವೆಸ್ಟ್)
वारसा (= मृत्युपत्र),ಪರಂಪರೆ (=ಬಿಕ್ವೆಸ್ಟ್)
कायदेशीर वारस,ಕಾನೂನು ಉತ್ತರಾಧಿಕಾರಿ
लेगेट,ಕಾನೂನುಬದ್ಧ
लेगेट,ಕಾನೂನುಬದ್ಧ
लेगेट,ಕಾನೂನುಬದ್ಧ
दंतकथा,ದಂತಕಥೆ
दंतकथा,ದಂತಕಥೆ
फौज,ಲೀಜನ್
फौज,ಲೀಜನ್
लीजन ऑफ ऑनर,ಲೀಜನ್ ಆಫ್ ಆನರ್
Lese majeste (=lese majeste),ಲೆಸ್ ಮೆಜೆಸ್ಟಿ (=ಲೆಸ್ ಮೆಜೆಸ್ಟೆ)
कमी राज्ये,ಕಡಿಮೆ ರಾಜ್ಯಗಳು
विश्वासपत्रे,ರುಜುವಾತು ಪತ್ರಗಳು
लीज-स्वामी,ಲೀಜ್-ಲಾರ್ಡ್
लीग माणूस,ಲೀಜ್ ಮನುಷ್ಯ
लीग माणूस,ಲೀಜ್ ಮನುಷ್ಯ
जन्मठेप,ಜೀವಾವಧಿ ಶಿಕ್ಷೆ
वंश,ವಂಶಾವಳಿ
लिटल इंग्‍लंडर,ಲಿಟಲ್ ಇಂಗ್ಲೆಂಡರ್
लहान वाहन (= कमी वाहन),ಚಿಕ್ಕ ವಾಹನ (=ಕಡಿಮೆ ವಾಹನ)
किनारी राज्य,ಸಮುದ್ರತೀರ ರಾಜ್ಯ
धार्मिक विधी,ಪ್ರಾರ್ಥನೆಗಳು
पूजाविधी,ಧರ್ಮಾಚರಣೆ
स्थानिक निष्ठा,ಸ್ಥಳೀಯ ನಿಷ್ಠೆ
स्थानिक स्वराज्य संस्था,ಸ್ಥಳೀಯ-ಸ್ವಯಂ ಸರ್ಕಾರ
लांब संसद,ದೀರ್ಘ ಸಂಸತ್ತು
कमी देश,ಕಡಿಮೆ ದೇಶಗಳು
निष्ठावंत,ನಿಷ್ಠಾವಂತ
निष्ठा,ನಿಷ್ಠೆ
मॅकियाव्हेलियन धोरण,ಮ್ಯಾಕಿಯಾವೆಲಿಯನ್ ನೀತಿ
मॅग्ना कार्टा,ಮ್ಯಾಗ್ನ ಕಾರ್ಟ
मॅग्नम कॉन्सिलियम,ಮ್ಯಾಗ್ನಮ್ ಕಾನ್ಸಿಲಿಯಮ್
मलम निषेध,ಮಾಲುಮ್ ನಿಷೇಧ
मंदामस,ಮ್ಯಾಂಡಮಸ್
आज्ञापत्र,ಆದೇಶ
"आदेश, वर्ग &#39;अ&#39;","ಆದೇಶ, ವರ್ಗ &#39;ಎ&#39;"
"आदेश, वर्ग &#39;ब&#39;","ಆದೇಶ, ವರ್ಗ &#39;ಬಿ&#39;"
"आदेश, वर्ग &#39;क&#39;","ಆದೇಶ, ವರ್ಗ &#39;ಸಿ&#39;"
आदेश प्रणाली,ಆದೇಶ ವ್ಯವಸ್ಥೆ
अनिवार्य राज्य,ಕಡ್ಡಾಯ ರಾಜ್ಯ
मँगोनेल,ಮ್ಯಾಂಗೋನೆಲ್
जाहीरनामा,ಪ್ರಣಾಳಿಕೆ
युक्ती,ಕುಶಲತೆಗಳು
मॅन ऑफ वॉर,ಮ್ಯಾನ್ ಆಫ್ ವಾರ್
मनोर,ಮ್ಯಾನರ್
मनोर,ಮ್ಯಾನರ್
मनुष्य-शक्ती,ಮಾನವ ಶಕ್ತಿ
मनुष्य-शक्ती,ಮಾನವ ಶಕ್ತಿ
मॅन्युमिशन,ಮ್ಯಾನುಮಿಷನ್
मनुमित,ಮನುಮಿತ್
हस्तलिखित,ಹಸ್ತಪ್ರತಿ
हस्तलिखित,ಹಸ್ತಪ್ರತಿ
हस्तलिखित,ಹಸ್ತಪ್ರತಿ
लुटारू,ಮಾರೌಡರ್
सागरी पट्टा,ಕಡಲ ಬೆಲ್ಟ್
सागरी सभ्यता,ಕಡಲ ನಾಗರಿಕತೆ
सागरी ध्वज,ಕಡಲ ಧ್ವಜ
सागरी शक्ती,ಕಡಲ ಶಕ್ತಿಗಳು
सागरी सार्वभौमत्व,ಕಡಲ ಸಾರ್ವಭೌಮತ್ವ
सागरी युद्ध,ಕಡಲ ಯುದ್ಧ
मार्क्विस,ಮಾರ್ಕ್ವಿಸ್
Marquisate,ಮಾರ್ಕ್ವಿಸೇಟ್
मार्शल लॉ,ಸಮರ ಕಾನೂನು
मार्शल रेस,ಸಮರ ಜನಾಂಗಗಳು
हुतात्मा,ಹುತಾತ್ಮ
नरसंहार,ಹತ್ಯಾಕಾಂಡ
युक्तीचा वस्तुमान,ಕುಶಲ ಸಮೂಹ
मास्टर-एट-आर्म्स,ಮಾಸ್ಟರ್-ಅಟ್-ಆರ್ಮ್ಸ್
समारंभांचा गुरु,ಕಾರ್ಯಕ್ರಮ ನಿರ್ವಾಹಕ
गृहस्थ,ಮನೆಯ ಯಜಮಾನ
घोड्याचा मास्टर,ಮಾಸ್ಟರ್ ಆಫ್ ದಿ ಹಾರ್ಸ್
मास्टर ऑफ द रोल्स,ರೋಲ್ಸ್ ಮಾಸ್ಟರ್
जुळवा,ಹೊಂದಾಣಿಕೆ
जुळवा,ಹೊಂದಾಣಿಕೆ
मॅचलॉक,ಮ್ಯಾಚ್‌ಲಾಕ್
वैवाहिक युती,ವೈವಾಹಿಕ ಮೈತ್ರಿ
भूमध्य शक्ती,ಮೆಡಿಟರೇನಿಯನ್ ಶಕ್ತಿಗಳು
मेन्शेविक,ಮೆನ್ಶೆವಿಕ್
भाडोत्री सैन्य,ಕೂಲಿ ಸೈನ್ಯ
भाडोत्री सैनिक,ಕೂಲಿ ಸೈನಿಕ
व्यापारी,ವ್ಯಾಪಾರಿ
मध्यम वयोगटातील,ಮಧ್ಯ ವಯಸ್ಸು
मध्य पूर्व,ಮಧ್ಯ ಪೂರ್ವ
मधला रस्ता,ಮಧ್ಯದ ಹಾದಿ
मधला मार्ग,ಮಧ್ಯಮ ಮಾರ್ಗ
मध्यम मार्ग (=मध्यम मार्ग),ಮಧ್ಯಮ ಮಾರ್ಗ (=ಮಧ್ಯಮ ಕೋರ್ಸ್)
स्थलांतरित,ವಲಸೆಗಾರ
स्थलांतर,ವಲಸೆ
स्थलांतर,ವಲಸೆ
स्थलांतर,ವಲಸೆ
सैन्यवाद,ಮಿಲಿಟರಿಸಂ
सैन्यवाद,ಮಿಲಿಟರಿಸಂ
सैन्यवाद,ಮಿಲಿಟರಿಸಂ
सैन्यवाद,ಮಿಲಿಟರಿಸಂ
सैन्यवादी,ಮಿಲಿಟರಿವಾದಿ
सैन्यवादी,ಮಿಲಿಟರಿವಾದಿ
सैन्यीकरण,ಮಿಲಿಟರಿಕರಣ
सैन्यीकरण,ಮಿಲಿಟರಿಕರಣ
सैन्यीकरण,ಮಿಲಿಟರಿಕರಣ
लष्करी रणनीतीकार (=रणनीती),ಮಿಲಿಟರಿ ತಂತ್ರಗಾರ (=ತಂತ್ರಜ್ಞ)
लष्करी रणनीतीकार (=रणनीती),ಮಿಲಿಟರಿ ತಂತ್ರಗಾರ (=ತಂತ್ರಜ್ಞ)
लष्करी डावपेच (=रणनीती),ಮಿಲಿಟರಿ ತಂತ್ರಗಳು (=ತಂತ್ರಗಳು)
मिलिशिया,ಮಿಲಿಟಿಯಾ
मिलिशिया,ಮಿಲಿಟಿಯಾ
कुशासन,ದುರಾಡಳಿತ
गहाळ लिंक,ಲಿಂಕ್ ಕಾಣೆಯಾಗಿದೆ
मिशन,ಮಿಷನ್
मिशन,ಮಿಷನ್
मिशन,ಮಿಷನ್
मिश्र शर्यत,ಮಿಶ್ರ ಜನಾಂಗ
आधुनिक इतिहास,ಆಧುನಿಕ ಇತಿಹಾಸ
मोडस विवेंडी,ವಿಧಾನ ವಿವೆಂಡಿ
एकतावाद,ಮೊನಾಕಿಸಂ
सम्राट,ರಾಜ
सम्राट,ರಾಜ
राजेशाही,ರಾಜಪ್ರಭುತ್ವ
राजेशाही,ರಾಜಪ್ರಭುತ್ವ
राजसत्तावादी,ರಾಜಪ್ರಭುತ್ವವಾದಿ
राजेशाही,ರಾಜಪ್ರಭುತ್ವ
मठ,ಮಠ
मठ,ಮಠ
मठ,ಮಠ
संन्यासी,ಸನ್ಯಾಸತ್ವ
संन्यासी,ಸನ್ಯಾಸತ್ವ
संन्यासी,ಸನ್ಯಾಸಿ
मातृ देश,ಮಾತೃ ದೇಶ
मातृभूमी,ಮಾತೃಭೂಮಿ
संसदेची जननी,ಸಂಸತ್ತಿನ ತಾಯಿ
मुक्रकर्स,ಮುಕ್ರೇಕರ್ಸ್
मम्मी,ಮಮ್ಮಿ
संग्रहालय,ವಸ್ತುಸಂಗ್ರಹಾಲಯ
मस्केट,ಮಸ್ಕೆಟ್
मस्केटियर,ಮಸ್ಕಿಟೀರ್
कस्तुरी,ಮಸ್ಕೆಟ್ರಿ
कस्तुरी,ಮಸ್ಕೆಟ್ರಿ
मस्टर मास्टर,ಮಸ್ಟರ್ ಮಾಸ್ಟರ್
मस्टर-रोल,ಮಸ್ಟರ್-ರೋಲ್
मस्टर-रोल,ಮಸ್ಟರ್-ರೋಲ್
विद्रोह,ದಂಗೆ
विद्रोह कायदा,ದಂಗೆ ಕಾಯಿದೆ
गूढ जहाज,ರಹಸ್ಯ ಹಡಗು
आख्यान,ನಿರೂಪಣೆ
राष्ट्र,ರಾಷ್ಟ್ರ
मुळ,ಸ್ಥಳೀಯ
मूळ राज्य,ಸ್ಥಳೀಯ ರಾಜ್ಯ
निसर्गवाद,ನೈಸರ್ಗಿಕತೆ
नैसर्गिक हक्क,ನೈಸರ್ಗಿಕ ಹಕ್ಕುಗಳು
नाझी,ನಾಜಿ
नाझी क्रांती,ನಾಜಿ ಕ್ರಾಂತಿ
नाझीवाद,ನಾಜಿಸಂ
पूर्वे जवळ,ಪೂರ್ವದ ಹತ್ತಿರ
निग्रो,ನೀಗ್ರೋ
निग्रोफिल,ನೀಗ್ರೋಫಿಲ್
निग्रोफिलिझम,ನೀಗ್ರೋಫಿಲಿಸಮ್
नेग्रोफोबिया,ನೀಗ್ರೋಫೋಬಿಯಾ
तटस्थ,ತಟಸ್ಥ
तटस्थ देश,ತಟಸ್ಥ ದೇಶ
नवीन करार,ಹೊಸ ಒಪ್ಪಂದ
नवीन जग,ಹೊಸ ಪ್ರಪಂಚ
कुलीनता,ಉದಾತ್ತತೆ
नोबल,ಉದಾತ್ತ
नोबल,ಉದಾತ್ತ
भटक्या,ಅಲೆಮಾರಿ
भटक्यांचा जमाव,ಅಲೆಮಾರಿ ಗುಂಪು
भटक्या,ಅಲೆಮಾರಿ ಧರ್ಮ
गैर-आक्रमकता करार,ಆಕ್ರಮಣ ರಹಿತ ಒಪ್ಪಂದ
गैर-आक्रमकता करार,ಆಕ್ರಮಣ ರಹಿತ ಒಪ್ಪಂದ
युद्धविरहित राज्य,ಯುದ್ಧಮಾಡದ ರಾಜ್ಯ
असहकार,ಅಸಹಕಾರ
असहकार चळवळ,ಅಸಹಕಾರ ಚಳುವಳಿ
उलट,ಮುಖಮುಖ
उलट,ಮುಖಮುಖ
ऑक्लोक्रसी (=मोबोक्रसी),ಓಕ್ಲೋಕ್ರಸಿ (=ಮೊಬೊಕ್ರಸಿ)
ऑक्लोक्रॅट,ಓಕ್ಲೋಕ್ರಾಟ್
अधिकृत दस्तऐवज,ಅಧಿಕೃತ ದಾಖಲೆ
जुने जग,ಹಳೆಯ ಪ್ರಪಂಚ
कुलीन वर्ग,ಒಲಿಗಾರ್ಕಿ
हल्ला,ಹಲ್ಲೆ
ओपन वाटाघाटी,ಮುಕ್ತ ಮಾತುಕತೆ
खुला प्रश्न,ಪ್ರಶ್ನೆಯನ್ನು ತೆರೆಯಿರಿ
रेकॉर्ड उघडा,ದಾಖಲೆಗಳನ್ನು ತೆರೆಯಿರಿ
ओरिएंट,ಓರಿಯಂಟ್
प्राच्यविद्या,ಓರಿಯಂಟಲಿಸಂ
प्राच्यविद्या,ಓರಿಯಂಟಲಿಸಂ
ओरिएंटलिस्ट,ಓರಿಯಂಟಲಿಸ್ಟ್
मूळ,ಮೂಲ
मूळ,ಮೂಲ
ऑर्थोग्राफी,ಆರ್ಥೋಗ್ರಫಿ
शत्रुत्वाचा उद्रेक,ಹಗೆತನದ ಏಕಾಏಕಿ
आउट-पोस्ट,ಔಟ್-ಪೋಸ್ಟ್
अतिप्रभु,ಅತಿ-ಪ್ರಭು
ओव्हर-राईड,ಓವರ್-ರೈಡ್
ओव्हर-राईड,ಓವರ್-ರೈಡ್
मूर्तिपूजक,ಪೇಗನ್
मूर्तिपूजक,ಪೇಗನ್
मूर्तिपूजक,ಪೇಗನಿಸಂ
मूर्तिपूजक,ಪೇಗನಿಸಂ
पॅगोडा,ಪಗೋಡ
पॅगोडा,ಪಗೋಡ
पॅगोडा,ಪಗೋಡ
राजवाड्याचे कारस्थान,ಅರಮನೆಯ ಒಳಸಂಚುಗಳು
पॅलेटिनेट,ಪ್ಯಾಲಟಿನೇಟ್
ताडपत्री,ತಾಳೆ ಎಲೆ
पाम रविवार,ಪಾಮ್ ಭಾನುವಾರ
Panegyrist,ಪ್ಯಾನೆಜಿರಿಸ್ಟ್
घबराट,ದಿಗಿಲು
घबराट,ದಿಗಿಲು
घाबरणारा,ಗಾಬರಿ ಹುಟ್ಟಿಸುವವನು
पोपपद,ಪಪಾಸಿ
पोपपद,ಪಪಾಸಿ
पोपपद,ಪಪಾಸಿ
पोपपद,ಪಪಾಸಿ
पोपचा बैल,ಪಾಪಲ್ ಬುಲ್
पोपवाद,ಪಾಪಲಿಸಂ
पोपवाद,ಪಾಪಲಿಸಂ
पोपवादी,ಪಾಪಲಿಸ್ಟ್
पोप राज्य,ಪಾಪಲ್ ರಾಜ್ಯ
पापवाद (=पॅपिस्ट्री),ಪ್ಯಾಪಿಸಂ (=ಪ್ಯಾಪಿಸ್ಟ್ರಿ)
पापिस्ट,ಪಾಪಿಸ್ಟ್
पॅपिरस,ಪಪೈರಸ್
बोधकथा,ಉಪಮೆ
परम,ಪ್ಯಾರಾಮೌಂಟ್
सर्वोच्चता (=सर्वोच्च शक्ती),ಪರಮಾಪ್ತತೆ (=ಪರಮ ಶಕ್ತಿ)
सर्वोत्कृष्ट महिला,ಪ್ಯಾರಾಮೌಂಟ್ ಮಹಿಳೆ
परम स्वामी,ಪರಮ ಪ್ರಭು
चर्मपत्र,ಚರ್ಮಕಾಗದ
चर्मपत्र,ಚರ್ಮಕಾಗದ
चर्मपत्र,ಚರ್ಮಕಾಗದ
क्षमा करा,ಕ್ಷಮಿಸು
पारले,ಪಾರ್ಲಿಗಳು
पारले,ಪಾರ್ಲಿಗಳು
संसद (=संसद),ಸಂಸತ್ತು (=ಸಂಸತ್ತು)
संसद,ಸಂಸತ್ತು
संसद,ಸಂಸತ್ತು
संसद,ಸಂಸತ್ತು
संसद कायदा,ಸಂಸತ್ ಕಾಯಿದೆ
संसदपटू,ಸಂಸದೀಯ
संसदपटू,ಸಂಸದೀಯ
संसदीय प्रतिनिधी,ಸಂಸದೀಯ ಏಜೆಂಟ್
पारनेलिझम,ಪಾರ್ನೆಲಿಸಮ್
पॅरोल,ಪೆರೋಲ್
पॅरोल,ಪೆರೋಲ್
पॅरिसाइड,ಪ್ಯಾರಿಸೈಡ್
पॅरिसाइड,ಪ್ಯಾರಿಸೈಡ್
पक्षपाती,ಪಕ್ಷಪಾತಿ
पक्षपाती,ಪಕ್ಷಪಾತಿ
पक्षपाती,ಪಕ್ಷಪಾತಿ
पास,ಉತ್ತೀರ್ಣ
पास शब्द (=वॉच शब्द),ಪಾಸ್ ವರ್ಡ್ (=ವಾಚ್ ವರ್ಡ್)
कुलपिता,ಪಿತೃಪ್ರಧಾನ
कुलपिता,ಕುಲಪತಿಗಳು
पॅट्रिशियन,ಪೆಟ್ರೀಷಿಯನ್
घराणेशाही,ಪಿತೃತ್ವ
पॅक्स ब्रिटानिका,ಪ್ಯಾಕ್ಸ್ ಬ್ರಿಟಾನಿಕಾ
पॅक्स रोमाना,ಪ್ಯಾಕ್ಸ್ ರೊಮಾನಾ
वंशावळ,ವಂಶಾವಳಿ
वंशावळ,ವಂಶಾವಳಿ
वंशानुगत व्यक्ती,ವಂಶಾವಳಿಯ ವ್ಯಕ್ತಿ
समवयस्क,ಪೀರ್
समवयस्क,ಪೀರ್
पिरेज,ಪೀರೇಜ್
पिरेज,ಪೀರೇಜ್
पिरेज,ಪೀರೇಜ್
आयर्लंडचे समवयस्क,ಐರ್ಲೆಂಡ್‌ನ ಗೆಳೆಯರು
स्कॉटलंडचे समवयस्क,ಸ್ಕಾಟ್ಲೆಂಡ್ನ ಗೆಳೆಯರು
द्वीपकल्प मोहीम,ಪೆನಿನ್ಸುಲರ್ ಅಭಿಯಾನ
द्वीपकल्पीय युद्ध,ಪೆನಿನ್ಸುಲರ್ ಯುದ್ಧ
पेनंट,ಪೆನ್ನಂಟ್
लोकांची सनद (=राष्ट्रीय सनद),ಜನರ ಸನ್ನದು (=ರಾಷ್ಟ್ರೀಯ ಚಾರ್ಟರ್)
लोकांचा मोर्चा (=लोकप्रिय आघाडी),ಪೀಪಲ್ಸ್ ಫ್ರಂಟ್ (=ಜನಪ್ರಿಯ ಮುಂಭಾಗ)
लबाडी,ದ್ರೋಹ
कालावधी,ಅವಧಿ
कालावधी,ಅವಧಿ
परिघ,ಪರಿಧಿ
कायमस्वरूपी तोडगा,ಶಾಶ್ವತ ವಸಾಹತು
शाश्वत जागीर,ಶಾಶ್ವತ ಫೈಫ್
फॅलान्क्स,ಫ್ಯಾಲ್ಯಾಂಕ್ಸ್
फॅलान्क्स,ಫ್ಯಾಲ್ಯಾಂಕ್ಸ್
फारो,ಫೇರೋ
चित्रचित्र,ಪಿಕ್ಟೋಗ್ರಾಮ್
चित्रचित्र,ಪಿಕ್ಟೋಗ್ರಾಫ್
चित्रचित्र,ಪಿಕ್ಟೋಗ್ರಾಫ್
यात्रेकरू,ಯಾತ್ರಿಕ
यात्रेकरू पिता,ಯಾತ್ರಿ ಪಿತಾಮಹರು
लुटणे,ಸುಲಿಗೆ
लुटणे,ಸುಲಿಗೆ
खांब,ಕಂಬ
स्तंभलेख (अशोकाचे),ಸ್ತಂಭ ಶಾಸನಗಳು (ಅಶೋಕನ)
स्तंभलेख (अशोकाचे),ಸ್ತಂಭ ಶಾಸನಗಳು (ಅಶೋಕನ)
स्तंभलेख (अशोकाचे),ಸ್ತಂಭ ಶಾಸನಗಳು (ಅಶೋಕನ)
समुद्री डाकू,ಪೈರೇಟ್
समुद्री डाकू,ಪೈರೇಟ್
खडबडीत लढाई,ಪಿಚ್ಡ್ ಯುದ್ಧ
प्लॉट,ಕಥಾವಸ್ತು
पोलिस,ಪೋಲಿಸ್
पोलिस,ಪೋಲಿಸ್
पोलिटार्क,ಪೊಲಿಟಾರ್ಚ್
पोलिटिकल एजंट,ರಾಜಕೀಯ ಏಜೆಂಟ್
राजकीय आश्रय,ರಾಜಕೀಯ ಆಶ್ರಯ
राजकीय निवासी,ರಾಜಕೀಯ ನಿವಾಸಿ
राजकीय दहशतवाद,ರಾಜಕೀಯ ಭಯೋತ್ಪಾದನೆ
मतदान कर,ಚುನಾವಣಾ ತೆರಿಗೆ
पोंटून,ಪಾಂಟೂನ್
प्रीमियर,ಪ್ರೀಮಿಯರ್
प्रीमियर,ಪ್ರೀಮಿಯರ್
प्रीमियरशिप,ಪ್ರೀಮಿಯರ್‌ಶಿಪ್
अध्यक्षपद,ಅಧ್ಯಕ್ಷತೆ
अध्यक्षपद,ಅಧ್ಯಕ್ಷತೆ
राष्ट्रपती,ಅಧ್ಯಕ್ಷರು
राष्ट्रपती,ಅಧ್ಯಕ್ಷರು
प्रेसीडियम,ಪ್ರೆಸಿಡಿಯಮ್
पंतप्रधान,ಪ್ರಧಾನ ಮಂತ್ರಿ
प्रिमोजेनिचर,ಪ್ರೈಮೊಜೆನಿಚರ್
राजकुमार,ರಾಜಕುಮಾರ
राजकुमार,ರಾಜಕುಮಾರ
प्रिन्स बिशप,ಪ್ರಿನ್ಸ್ ಬಿಷಪ್
राजकुमार सोबती,ಪ್ರಿನ್ಸ್ ಕನ್ಸೋರ್ಟ್
राजकुमार रीजंट,ಪ್ರಿನ್ಸ್ ರೀಜೆಂಟ್
पिंस regnant,ಪಿನ್ಸ್ ರೆಗ್ನೆಂಟ್
राजकुमारी रीजंट,ಪ್ರಿನ್ಸೆಸ್ ರೀಜೆಂಟ್
राजकुमारी रॉयल,ರಾಜಕುಮಾರಿ ರಾಯಲ್
प्रधानता,ಪ್ರಿನ್ಸಿಪಾಲಿಟಿ
प्रधानता,ಪ್ರಿನ್ಸಿಪಾಲಿಟಿ
प्रधानता,ಪ್ರಿನ್ಸಿಪಾಲಿಟಿ
बक्षीस,ಬಹುಮಾನ
बक्षीस,ಬಹುಮಾನ
बक्षीस रक्कम,ಪ್ರಶಸ್ತಿ ಹಣ
व्यावसायिक शिपाई,ವೃತ್ತಿಪರ ಸೈನಿಕ
वचन,ಭರವಸೆ
प्रोमोंटरी किल्ला,ಮುಂಚೂಣಿ ಕೋಟೆ
संरक्षक,ರಕ್ಷಿಸಿ
संरक्षक,ರಕ್ಷಿಸಿ
संरक्षक,ರಕ್ಷಿಸಿ
प्रोटेज,ಆಶ್ರಿತ
उत्पत्ती,ಮೂಲತತ್ವ
उत्पत्ती,ಮೂಲತತ್ವ
प्रोव्हनन्स सिस्टम,ಮೂಲ ವ್ಯವಸ್ಥೆ
झिओनिस्ट समर्थक,ಪರ-ಜಿಯೋನಿಸ್ಟ್
सार्वजनिक शत्रू,ಸಾರ್ವಜನಿಕ ಶತ್ರು
सार्वजनिक शत्रू,ಸಾರ್ವಜನಿಕ ಶತ್ರು
विरामचिन्हे,ಪಂಕ್ಟೇಶನ್ಸ್
पुनिक युद्धे,ಪ್ಯೂನಿಕ್ ಯುದ್ಧಗಳು
प्युरिटन,ಪ್ಯೂರಿಟನ್
पुट्श,ಪುಟ್ಚ್
क्वाड्रिगा,ಕ್ವಾಡ್ರಿಗಾ
चौपट युती,ಕ್ವಾಡ್ರುಪಲ್ ಮೈತ್ರಿ
क्वेकर,ಕ್ವೇಕರ್
राणी,ರಾಣಿ
राणीची पत्नी,ರಾಣಿ ಪತ್ನಿ
क्वीन डोजर,ರಾಣಿ ವರದಕ್ಷಿಣೆ
राणी,ಕ್ವೀಂಡಮ್
राणी,ಕ್ವೀಂಡಮ್
राणी आई,ರಾಣಿ ತಾಯಿ
राणी regnant,ರಾಣಿ ರೆಗ್ನೆಂಟ್
क्विझलिंग,ಕ್ವಿಸ್ಲಿಂಗ್
क्विझलिंग,ಕ್ವಿಸ್ಲಿಂಗ್
भाडे सोडा,ಬಾಡಿಗೆ ಬಿಟ್ಟು
थरथर,ಬತ್ತಳಿಕೆ
वॉरंटो,ಕ್ವೊ ವಾರೆಂಟೊ
शर्यत,ಜನಾಂಗ
वांशिक वर्चस्व,ಜನಾಂಗೀಯ ಮೇಲುಗೈ
रॅक,ರ್ಯಾಕ್
रॅक,ರ್ಯಾಕ್
छापा टाकला,ದಾಳಿ
छापा टाकला,ದಾಳಿ
तटबंदी,ರಾಂಪಾರ್ಟ್
तटबंदी,ರಾಂಪಾರ್ಟ್
लूटमार,ದರೋಡೆಕೋರರು
खंडणी,ರಾನ್ಸಮ್
खंडणी,ರಾನ್ಸಮ್
नासाडी,ರಾವೇಜ್
नासाडी,ರಾವಜಸ್
क्षेत्र,ಸಾಮ್ರಾಜ್ಯ
मागील गार्ड,ಹಿಂದಿನ ಸಿಬ್ಬಂದಿ
मागील गार्ड क्रिया,ಹಿಂದಿನ ಸಿಬ್ಬಂದಿ ಕ್ರಮ
बंडखोर,ಬಂಡಾಯಗಾರ
बंडखोरी,ಬಂಡಾಯ
बंडखोरीची ओळख,ಬಂಡಾಯದ ಗುರುತಿಸುವಿಕೆ
रिकंडक्शन,ಪುನರ್ನಿರ್ಮಾಣ
टोपण,ವಿಚಕ್ಷಣ
पुनर्रचना,ಪುನರ್ನಿರ್ಮಾಣ
विक्रम,ರೆಕಾರ್ಡ್ ಮಾಡಿ
रेकॉर्ड ऑफिस,ದಾಖಲೆ ಕಚೇರಿ
विक्रमी निवृत्ती,ರೆಕಾರ್ಡ್ ನಿವೃತ್ತಿ
लाल शर्ट,ಕೆಂಪು ಶರ್ಟ್‌ಗಳು
सुधारणा,ಸುಧಾರಣೆ
