Kannada,Marathi
ಕವಣೆ,जेलिंग
ಜಮ್ ಕೃಷಿ,झूम शेती
ಜಿಗಿಯುವ ಜೀನ್,जंपिंग जीन
ಜಲ್ಲಿಕ,जंक डीएनए
ಬಾಲಕಿಯ ಹಂತ,किशोर टप्पा
ಸ ೦ ಗಂಗಲ,जकारांडा
ಜಕ್ಕೆ,फणस
ಜಾಮಿನ,जामुन
ಮಲ್ಲಿಗೆ,चमेली
ಜಟ್ಟಿ ಖಟ್ಟಿ,जट्टी खट्टी
ಜಾಟ್ರೋಫಾ,जॅट्रोफा
ದಣಿಸು,Jute
ಜಸ್ಸಿಡ್ಸ್,जॅसिड्स
ಕವಣೆ,काओलिन
ಕ್ವಾಲಿನೈಟ್,Kaolinite
ಕ್ವಾಲಿನೈಟ್,Kaolinite
ಕರಿಚೈಮಾ,कॅरीन्चीमा
ಕಸಪೋಕ್ತಿ,Karyodesma
ಕಟೋಗಮಿ,Karyogamy
ಕ್ಯಾರೋಗ್ರಾಮ್ (ಇಡಿಯೋಗ್ರಾಮ್),कॅरोग्राम (इडिओग्राम)
ಕರಿಯೊಕಿನಿಸ್,Karyokinesis
ಸ್ವಾರಸ್ಯ,कॅरोलॉजी
ಕಸಪಂಕ್ತಿ,कॅरोलिसिस
ಕರಿಯಾನ್,कॅरियन
ಬಾವ್ಯ,कॅरिओटाइप
ಕೆಲ್ಪ್ (ಪಾಚಿ),केल्प (एकपेशीय वनस्पती)
ಕೆಲ್ವಿನ್ ಚಕ್ರ,केल्विन सायकल
ಕಸ,केराटिन
ಪಟಲ,कर्नल
ಖೈರಾ ಕಾಯಿಲೆ,खैरा रोग
ಖಾರಿಫ್,खरीफ
ತಮಾಷೆ,विनोद
ಧನಸಹಾಯ,किनेटोचोर
ಅಡಿಗೆಮನೆ,किचन गार्डन
ಕ್ಲೈನ್‌ಫಿಲ್ಟರ್ ಸಿಂಡ್ರೋಮ್,क्लेनफिल्टर सिंड्रोम
ಕ್ಲೆನೋ ತುಣುಕು,क्लेनो फ्रॅगमेंट
ಗಲಾಟೆ,नॉचिंग
ಕೋಚ್ ಅವರ ಪೋಸ್ಟ್ಯುಲೇಟ್,कोचचे पोस्ट्युलेट
ಕೊಪ್ಪೆನ್ಸ್ ವರ್ಗೀಕರಣ (ಹವಾಮಾನ),कोप्पेनचे वर्गीकरण (हवामान)
ಕ್ರೆಬ್ಸ್ ಚಕ್ರ,क्रेब्स सायकल
ಕರ್ಟಿಸಿಸ್,कुर्टोसिस
ಕೆವಿಕೆ (ಕೃಷಿ ವ್ಯರ್ಥಾದ ಕೇಂದ್ರ),केव्हीके (कृषी विगीयन केंद्र)
ಕಾದಮ್,कडम
ಕಾಲ್ನಡಸು,काळे
ಕಾನ್ಸ್ ಹುಲ್ಲು,कॅन्स गवत
ಕರೋಂಡ,कारोंडा
"ಕಿಡ್ನಿ ಬೀನ್, ರಾಜ್ಮಾ","मूत्रपिंड बीन, राजमाह"
ಕಿವಿಫ್ರೂಟ್,किविफ्रीट
ನಾಲ್ ಖೋಲ್,नोल खोल
ಕಾದು,कोडाम्पुली
ಕಾದೋ ರಾಗಿ,कोडो बाजरी
ಕೊಕಾಮ್ ಬೆಣ್ಣೆ ಮರ (ಮ್ಯಾಂಗೋಸ್ಟೀನ್),कोकम बटर ट्री (मॅंगोस्टीन)
ಖಮ್ರ ಜೀರುಂಡೆ,खाप्रा बीटल
ಎಲ್.ಡಿ.50 (ಮಾರಕ ಡೋಸ್ 50),एल.डी. 50 (प्राणघातक डोस 50)
ಲ್ಯಾಂಡ್ ಟು ಲ್ಯಾಂಡ್,लॅब टू लँड
ಹದಗೆಟ್ಟ,लेबल
ದುಡಿಮೆ,श्रम
ಲ್ಯಾಕ್ ಒಪೆರಾನ್ ಮಾದರಿ,लाख ऑपेरॉन मॉडेल
ಪಾದಚಾರಿ,स्तनपान
ಲ್ಯಾಕ್ಟೋಜೆನಿಕ್ ಹಾರ್ಮೋನ್ (ಪ್ರೊಲ್ಯಾಕ್ಟಿನ್),दुग्धशर्करा
ಕ್ಷೀರ,दुग्धशर्करा
ಹಿಂದುಳಿಯುವ ಎಳ,लॅगिंग स्ट्रँड
ಲ್ಯಾಂಬ್ಡಾ ಕ್ಲೋನಿಂಗ್ ವೆಕ್ಟರ್,लॅम्बडा क्लोनिंग वेक्टर
ಲ್ಯಾಮಿನಾರ್ ಗಾಳಿಯ ಹರಿವು,लॅमिनेर एअर प्रवाह
ದೀಪದ ಕ್ರೋಮೋಸೋಮ್,दिवा ब्रश गुणसूत्र
ನೆಲ,जमीन
ಭೂ ಸಾಮರ್ಥ್ಯ ವರ್ಗೀಕರಣ,जमीन क्षमता वर्गीकरण
ಭೂ ಸಾಮರ್ಥ್ಯದ ನಕ್ಷೆ,जमीन क्षमता नकाशा
ಭೂ ಅವನತಿ,जमीन अधोगती
ಭೂ ಸಮಾನ ಅನುಪಾತ,जमीन समकक्ष प्रमाण
ಭೂ ಸ್ಥಾನ,जमीन समतल
ಭೂ ಸುಧಾರಣೆ,जमीन पुनर्प्राप्ती
ಭೂದೃಶ್ಯ,लँडस्केपींग
ಭೂ ಸೂಕ್ತತೆ,जमीन योग्यता
ಭೂ ಬಳಕೆಯ ಮಾದರಿ,जमीन वापर नमुना
ಲ್ಯಾಂಗರ್‌ಹ್ಯಾನ್ಸ್ ಕೋಶಗಳು,लॅन्जरहन्स पेशी
ಕಳೆದುಹೋಗುವ ದರ,लॅप्स रेट
ಲಾರ್ವಾಗಳು,अळ्या
ಸುಪ್ತತೆ,विलंब
ಸುಪ್ತ,सुप्त
ಸುಪ್ತ ಸೋಂಕು,सुप्त संक्रमण
ಪಾರ್ಶ್ವದ,बाजूकडील
ಲ್ಯಾಟೈಟ್ ಮಣ್ಣು,नंतरच्या माती
ಜರಡಿ,लेटेक्स
ತತ್ತ್ವ,लॅथिरिझम
ಲ್ಯಾಟಿನ್ ಸ್ಕ್ವೇರ್ ವಿನ್ಯಾಸ (ಎಲ್ಎಸ್ಡಿ),लॅटिन स्क्वेअर डिझाइन (एलएसडी)
ಚೂರುಪಟ್ಟು,जाळी
ಕನ್ವರ್ಸಿಟಿವ್ ಬೆನಿಫೇಜ್ ಕಾನೂನು,तडजोडीच्या फायद्याचा कायदा
ನಿರಂತರ ಆದಾಯದ ಕಾನೂನು,निरंतर परतावा कायदा
ರಿಟರ್ನ್ಸ್ ಕಡಿಮೆಯಾಗುವ ಕಾನೂನು,क्षीण परतावा कायदा
ಹೆಚ್ಚುತ್ತಿರುವ ಮರುಪರಿಶೀಲಿಸುವ ಕಾನೂನು,वाढत्या रीटन्सचा कायदा
ಅಂಶಗಳನ್ನು ಸೀಮಿತಗೊಳಿಸುವ ಕಾನೂನು,मर्यादित घटकांचा कायदा
ಕನಿಷ್ಠ ಕಾನೂನು,किमान कायदा
ಬದಲಿ ಕಾನೂನು,प्रतिस्थापनाचा कायदा
ವೇರಿಯಬಲ್ ಅನುಪಾತಗಳ ಕಾನೂನು,चल प्रमाणात कायदा
ಹರಿ,थर
ಲೆಔಟ್,लेआउट
ಚೂರು,लीचेट
ಸೋರಿಕೆ ದಕ್ಷತೆ,लीचिंग कार्यक्षमता
ಲೀಚಿಂಗ್ ಅವಶ್ಯಕತೆ,लीचिंग आवश्यकता
ಪ್ರಮುಖ ಎಳೆಯ,अग्रगण्य स्ट्रँड
ಎಲೆ ಪ್ರದೇಶದ ಅವಧಿ,पानांचे क्षेत्र कालावधी
ಎಲೆ ಪ್ರದೇಶದ ಸೂಚ್ಯಂಕ,लीफ एरिया इंडेक्स
ಎಲೆ ಪ್ರದೇಶ ಅನುಪಾತ,लीफ एरिया रेशो
ಎಲೆಗಾರ,लीफ खाण कामगार
ಪಟ ಪರೀಕ್ಷೆ,लीफ टेस्टिंग
ಎಲೆ,पान
ಕರಪತ್ರ,पत्रक
ಗುತ್ತಿಗೆ,लीज
ದ್ವಿಮತಿ,शेंगा
ಲೀಸಾ - (ಕಡಿಮೆ ಶಕ್ತಿಯ ಇನ್ಪುಟ್ ಸುಸ್ಥಿರ ಕೃಷಿ),लीसा - (कमी उर्जा इनपुट टिकाऊ शेती)
ಮೊಲಕಡೆ,लेन्टिसेल
ಲೆಂಟೊ ಕ್ಯಾಪಿಲ್ಲರಿ ಪಾಯಿಂಟ್,लेन्टो केशिका बिंदू
ಕುಣಿಕೆ,लेपटोनमा
ಕುಡಲುಬೀಜ,लेप्टोस्पायरोसिस
ಲೆಯೋ,लेरो-मॉर्फिक
ಉಂಗುರ,घाव
ಬೇಸರ,प्राणघातक उत्परिवर्तन
ಪಡಗ,ल्युकोप्लास्ट
ತೋಟ,स्तरीय टेरेस
ಲೆವೆಲರ್ (ಲೆವೆಲರ್),लेव्हलर (लेव्हलर)
ಲೆವೆಲಿಂಗ್ (ಭೂಮಿಯ),समतल (जमीन)
ಲೆಯ ಕೃಷಿ,ले शेती
ಕನಿಷ್ಠ ಲೈಬಿಗ್ ಕಾನೂನು,लिबिगचा किमान कायदा
ಬಂಧನ,बंधन
ಲಘು ಪರಿಹಾರ ಬಿಂದು,हलकी भरपाई बिंदू
ಬೆಳಕಿನ ಶುದ್ಧತ್ವ ತೀವ್ರತೆ,हलकी संपृक्तता तीव्रता
ಬೆಳಕಿನ ಪ್ರಸರಣ ಅನುಪಾತ,प्रकाश ट्रान्समिशन रेशो
ಲಘು ಬಲೆ,हलका सापळा
ಮಿತಿಗೊಳಿಸುವುದು,मर्यादा
ಮಿತಿಯ,मर्यादा
ಸೀಮಿತಗೊಳಿಸುವ ಅಂಶ,मर्यादित घटक
ಲಿಮೊನೈಟ್,लिमोनाइट
ರೇಖೆ,ओळ
ರೇಖೀಯ ಪ್ರತಿಕ್ರಿಯೆ,रेखीय प्रतिसाद
ಸಂಬಂಧ,दुवा
ಸಂಪರ್ಕದ ಗುಂಪು,दुवा गट
ಕೊಂಡಿ,लिंकर
ಲಿಂಟ್ ಸೂಚ್ಯಂಕ,लिंट इंडेक्स
ಕುರಿಮರಿ,लाइन्टर्स
ನಿಶರ,लिपिड
ಲಿಪೊಲಿಸಿಸ್,लिपोलिसिस
ದ್ರವೀಕರಣ,लिक्विडेशन
ಕವಣೆ,लिस्टर
ಕವಣೆ,लिस्टर
ಪಟ್ಟಿ,सूची
ಅಶ್ಮರೀಗೋಪಿ,लिथोस्फीयर
ಕಸ,कचरा
ಹಸಿಗೊಬ್ಬರಗಳು,लाइव्ह मल्च
ಲಿವರ್ ವರ್ಟ್,लिव्हरवॉर्ट
ಜಾನುವಾರು,पशुधन
ಸ್ಥಳೀಯ ನಿಯಂತ್ರಣ,स्थानिक नियंत्रण
ಸ್ಥಳ,लोकस
ಮಿಡತೆ,टोळ
ವಸತಿ (ಕ್ರಾಪ್ ಲಾಡ್ಜಿಂಗ್),लॉजिंग (पीक निवास)
ಕಸಾಯಿಖಾನೆ,Lodicule
ಸ ೦ ಗಂಗಲ,लोस
ಲಾಗಾರ್ಥಿಮಿಕ್ ರೂಪಾಂತರ,लॉगरथिमिक ट्रान्सफॉर्मेशन
ಲಾಂಗ್ - ಡೇ ಪ್ಲಾಂಟ್,लांब -दिवस वनस्पती
ಉದ್ದನೆಯ ತರಂಗ ವಿಕಿರಣ,लाँग वेव्ह रेडिएशन
ಕುಣಿಕೆ,लूप
ಕಳೆದುಹೋಗುವ,लोपिंग
ಚೂರು,लाकूड
ಲಡ್ಸ್,लक्स
ಐಷಾರಾಮಿ ಬಳಕೆ (ಪೋಷಕಾಂಶ),लक्झरी वापर (पोषक)
ಐಷಾರಾಮಿ ಜೀನ್‌ಗಳು,लक्झरी जीन्स
ಹಳ್ಳಿಗೋಳು,लाइकोपीन
ದುಗ್ಧರಸ,लिम्फ
ಲೈಸಿಮೀಟರ್,लायसिमीटर
ಜೀವಕೋಶದ ಲೈಸಿಸ್,सेलचे लिसिस
ಭಾಷೆಯ,लायझोनी
ಲೈಸೋಸೋಮ್,लायसोसोम
ಸಣ್ಣ,लायझोझाइम
ಉಕ್ಕಿನ,लाख वृक्ष
ಪಟ,लाख
"ಲೇಡಿ ಫಿಂಗರ್, ಓಕ್ರಾ","बाईची बोट, भेंडी"
ಲ್ಯಾಂಡ್ ಕ್ಯಾಲ್ಟ್ರಾಪ್ಸ್,लँड कॅलट्रॉप्स
ಲಾಂಧನ,लँटाना
ಚೂರುಪಾರು,लॅथिरस
ಕೀಲು,लीक
ನಿಂಬೆ ಹುಲ್ಲು,गवती चहा
ನಿಂಬೆ,लिंबू
ಮಸೂರ,मसूर
ಮರಳು,लेक्वोरिस
ಕೊಂಚು,कोशिंबिरीसाठी वापरण्यात येणारा एक पाला व त्याचे झाड
ಲಿಲ್ಲಿ,कमळ
ಸುಣ್ಣ,चुना
ಹಳ್ಳದ,अलसी
ಪಂಥದ,लिची
ಸ್ವಲ್ಪ ರಾಗಿ,लहान बाजरी
ಲಾಂಗ್ ಕಲ್ಲಂಗಡಿ,लांब खरबूज
ಉದ್ದನೆಯ ಮೆಣಸು,लांब मिरपूड
ಗಡಿನ,Loquat
ಕಮಲ,कमळ
ಕಣ್ಣುಹಾಯ,Lurcerne
ಲಾವಿನ ಕೀಟ,लाख कीटक
ಲೇಡಿ ಬರ್ಡ್ ಜೀರುಂಡೆ,लेडी बर्ड बीटल
ಎಲೆಗಾರ,लीफ खाण कामगार
ಎಲೆಯ ರೋಲರು,लीफ रोलर
ಎಲೆಗಳು,लीफ वेबर
ಮಿಡತೆ,टोळ
ಬೃಹತ್ ವಿಕಸನ,मॅक्रो इव्होल्यूशन
ಸಣ್ಣಕಾಯಿ,मॅक्रोक्लीमेट
ಸ್ಥೂಲಕಾಯ,मॅक्रोमोलिक्यूल
ಬೃಹತ್ ಪ್ರಮಾಣ,मॅक्रोमेशन
ಸಣ್ಣ,मॅक्रोन्यूट्रिएंट
ಸಣ್ಣ,मॅक्रोपोरेस
ಚಾಚು,मॅगगॉट
ಶಿಲಾಪವ,मॅग्मा
ಮೆಗ್ನೀಷರೆ,मॅग्नेशिया
ಮೆಗ್ನಾಲ,मॅग्नेशियम
ಕಾಂತೀಯ ಸ್ಟಿರರ್,चुंबकीय स्टिरर
ಪ್ರಮಾಣ,परिमाण
ಮಹುವಾ ಕೇಕ್,महुआ केक
ನಿರ್ವಹಣಕಾರ,देखभालकर्ता ओळ
ನಿರ್ವಹಣೆ,देखभाल
ಮೆಕ್ಕೆ ಜೋಳದ ಶೆಲ್ಲೆಗಾರ,मका शेलर
ಬರಡಾದ,नर निर्जंतुकीकरण
ವಿರೂಪತೆ,विकृती
ಕೆಡುಮಾಡುವಿಕೆ,विकृती
ಅಪೌಷ್ಟಿಕತೆ,कुपोषण
ದುರುಪಯೋಗ,गैरवर्तन
ಗದ್ದಲ,माल्टिंग
ಗಲ್ಲಿಗೇರಿಸು,व्यवस्थापक
ಮ್ಯಾಂಡ್ರೋವ್,खारफुटी
ಕುರಿಮರಿ,मॅनोमीटर
ಕುರಿಮರಿ,मॅनोमीटर
ಮಾಂಟಿಸ್ಸಾ (ಲಾಗರಿಥಮ್ನ),मॅन्टिसा (लॉगरिदमचा)
ಗೊಬ್ಬರ,खत
ಗೊಬ್ಬರ,खनिज
ಅಂಚಿನ,सीमान्त
ಸ್ವಲ್ಪ ವೆಚ್ಚ,सीमान्त खर्च
ಸಮಗ್ರ ಭೂಮಿ,सीमान्त जमीन
ಕನಿಷ್ಠ ಉತ್ಪನ್ನ,सीमान्त उत्पादन
ಅಂಚು,सीमान्त परतावा
ಸಮುದ್ರ,सागरी
ಗುರುತು (ಆನುವಂಶಿಕ),मार्कर (अनुवांशिक)
ಮಾರುಕಟ್ಟೆ,बाजार
ಮಾರಾಟವಾಗಬಲ್ಲ,विक्रेता
ಮಾರುಕಟ್ಟೆ ಮಾಡಬಹುದಾದ ಹೆಚ್ಚುವರಿ,विक्रेता अधिशेष
ಮಾರುಕಟ್ಟೆ ಹೆಚ್ಚುವರಿ,विपणन अधिशेष
ಮಾರಾಟ,विपणन
ಜವಳು,मार्श
ಸಾಮೂಹಿಕ ಹರಿ,मोठा प्रवाह
ಸಾಮೂಹಿಕ ಆಯ್ಕೆ,वस्तुमान निवड
ಸಾಮೂಹಿಕ ಮಾಪಕ,मास-स्पेक्ट्रोमीटर
ಮಾಸ್ಟಿ,मास्ट
ತಾಯಿಯ ಆನುವಂಶಿಕತೆ,मातृ वारसा
ಸಂಯಮ,वीण
ಮೆಟ್ರಿಕ್ ಸಾಮರ್ಥ್ಯ,मॅट्रिक क्षमता
ಪಕ್ವವಾಗುವಿಕೆ,परिपक्वता
ಪ್ರಬುದ್ಧತೆ (ಬೆಳೆ),परिपक्वता (पीक)
ಲಭ್ಯವಿರುವ ಗರಿಷ್ಠ ನೀರು,जास्तीत जास्त उपलब्ध पाणी
ಗರಿಷ್ಠ ಬೆಳೆ,जास्तीत जास्त पीक
ಗರಿಷ್ಠ ಶೇಷ ಮಿತಿ,जास्तीत जास्त अवशेष मर्यादा
ಗರಿಷ್ಠ ಸುಸ್ಥಿರ ಇಳುವರಿ,जास्तीत जास्त टिकाऊ उत्पन्न
ಗರಿಷ್ಠ ಥರ್ಮಮೀಟರ್,जास्तीत जास्त थर्मामीटर
ಗರಿಷ್ಠ ನೀರು ಹಿಡುವಳಿ ಸಾಮರ್ಥ್ಯ,जास्तीत जास्त पाणी धारण करण्याची क्षमता
ಹುಲ್ಲುಗಾವಲು,कुरण बाग
ಅಕ್ಕ,मीली
ಸರಾಸರಿ ವಿಚಲನ,म्हणजे विचलन
ಸರಾಸರಿ ಜೀವನ (ಪರಮಾಣು),म्हणजे जीवन (अणु)
ಸರಾಸರಿ ಸಮುದ್ರ ಮಟ್ಟ,म्हणजे समुद्राची पातळी
ಸರಾಸರಿ ಚದರ,सरासरी चौकोन
ಅಳತೆ,उपाय
ಅಳತೆ,मोजमाप
ಯಂತ್ರದ,यांत्रिक
ಯಾಂತ್ರಿಕ ವಿಶ್ಲೇಷಣೆ (ಮಣ್ಣು),यांत्रिक विश्लेषण (माती)
ಯಾಂತ್ರಿಕ ಪ್ರತಿರೋಧ,यांत्रिक प्रतिबिंब
ಯಾಂತ್ರಿಕೃತ ಕೃಷಿ,यांत्रिकी शेती
ಮಧ್ಯಮ,मध्यम
Plantಷಧಿ,औषधी वनस्पती
ಮೆಡಿಟರೇನಿಯನ್ ಹವಾಮಾನ,भूमध्य हवामान
ಮೆಗಾಗಮೆಟೋಜೆನೆಸಿಸ್,मेगागॅमेटोजेनेसिस
ಮೆಗಾಸ್ಪೊರಾಂಜಿಯ,मेगास्पोरंगिया
ಮೆಗಾಸ್ಪೋರ್ (ಮ್ಯಾಕ್ರೋಸ್ಪೋರ್),मेगासपोर (मॅक्रोस्पोर)
ಮಹಾಗಶೂಲೆ,मेगास्पोरोजेनेसिस
ಮೈಯಾಸೆ,मेयोसिस
ಕರಗಿದ ಮಣ್ಣು,मधुर माती
ಡಿಎನ್‌ಎ ಕರಗುವಿಕೆ,डीएनए वितळविणे
ಪೊರೆಯ ಫಿಲ್ಟರ್,पडदा फिल्टर
ಮೆಂಡೆಲಿಯನ್ ಆನುವಂಶಿಕತೆ,मेंडेलियन वारसा
ಮೆಂಡೆಲಲೀಕರಣ,मेंडेलिझम
ಮೆಂಡೆಲ್ ಅವರ ಆನುವಂಶಿಕ ನಿಯಮ,मेंडेलचा वारसा कायदा
ಸರಕು,व्यापारी
ಪಾದರಸ,बुध
ವರ್ಧನೋತಕ,मेरिस्टेम
ಮಣ್ಣು,मेसोक्लीमेट
ಮಾಸು,मेसोडर्म
ಹಠಾತ್ತ,मेसोफिल
ಮಸಿ,मेसोफाइट
ಕೊಳೆತ ರಂಧ್ರಗಳು,मेसो-पोर्स
ಪಥ,मेसोस्फीअर
ಮೆಸೆಂಜರ್ ಆರ್ಎನ್ಎ (ಎಂ-ಆರ್ಎನ್ಎ),मेसेंजर आरएनए (एम-आरएनए)
ಚಯಾಪಚಯ,चयापचय
ಚಯಾಪಚಯಿಗಳು,चयापचय
ಲೋಹದ ಅಣೆಕಟ್ಟು,धातू धरण
ರೂಪಾಂತರದ ಬಂಡೆಗಳು,मेटामॉर्फिक खडक
ರೂಪಾಂತರ,मेटामॉर्फोसिस
ರೂಪಕ,मेटाफेस
ಸಮನಗೈ,मेटास्ट्रस
ಮೆಟಾಕ್ಸೇನಿಯಾ,मेटाक्सेनिया
ಹವಾಮಾನಶಾಸ್ತ್ರ,हवामानशास्त्र
ಮೆಥೆಮೊಗ್ಲೋಬಿನೆಮಿಯಾ,मेथेमोग्लोबिनेमिया
ವಿಧಾನ ಪ್ರದರ್ಶನ,पद्धत प्रात्यक्षिक
ಮೈಕಾ,मीका
ಸೂಕ್ಷ್ಮ ಜಲಾನಯನ,मायक्रो बेसिन
ಮೈಕ್ರೋ ಪ್ರಾಣಿಗಳು,सूक्ष्म प्राणी
ಸೂಕ್ಷ್ಮಜೀವಿ,सूक्ष्मजंतू
ಸೂಕ್ಷ್ಮಜೀವಿಯ ಜೀವರಾಶಿ ಇಂಗಾಲ,मायक्रोबियल बायोमास कार्बन
ಸೂಕ್ಷ್ಮಜೀವಿಯ ಅವನತಿ,मायक्रोबियल डीग्रेडेशन
ಸೂಕ್ಷ್ಮಜೀವಿಯ ಕೀಟನಾಶಕ,सूक्ष्मजीव कीटकनाशक
ಸೂಕ್ಷ್ಮ ಜೀವವಿಜ್ಞಾನ,मायक्रोबायोलॉजी
ಸೂಕ್ಷ್ಮಜೀವಿ,मायक्रोबायोटिक
ಮೈಕ್ರೋ ಗಲಿimateೇದ,मायक्रोक्लीमेट
ಸೂಕ್ಷ್ಮ ಪರಿಸರ,मायक्रोइन्वायरनमेंट
ಮೈಕ್ರೋಫ್ಲೋರಾ,मायक्रोफ्लोरा
ಮೈಕ್ರೋಜೀಟಜನಿಸ್,मायक्रोगामेटोजेनेसिस
ಮೈಕ್ರೋ ಇರಿಗೇಷನ್,सूक्ष्मकरण
ಮೈಕ್ರೋಮೀಟ ವಿಜ್ಞಾನ,मायक्रोमेटोरोलॉजी
ಸೂಕ್ಷ್ಮ ಉಪಕಾರದ,मायक्रोन्यूट्रिएंट
ಮೈಕ್ರೋಪ್ಲಾಟ್,मायक्रोप्लॉट
ಸೂಕ್ಷ್ಮ,मायक्रोपोर
ಮೈಕ್ರೋ ಪಲಾಯನ,मायक्रोपाईल
ಸೂಕ್ಷ್ಮ ದಹೆ,मायक्रोस्कोपी
ಸೂಕ್ಷ್ಮ ಪ್ರಮಾಣದ,मायक्रोस्पोरॅंगियम
ಮೈಕ್ರೋಸ್ಪೋರ್ ಸಂಸ್ಕೃತಿ,मायक्रोस्पोर संस्कृती
ಮೈಕ್ರೋಸ್ಪೋರ್ ಮದರ್ ಸೆಲ್,मायक्रोस्पोर मदर सेल
ಸೂಕ್ಷ್ಮ ಪಾಲನ,मायक्रोस्पोर
ಮೈಕ್ರೋ ಚಿತ್ರ,मायक्रोटोम
ಸೂಕ್ಷ್ಮ ಸಂಯೋಜನೆ,मायक्रोटोपोग्राफी
ಮಧ್ಯ season ತುವಿನ ತಿದ್ದುಪಡಿ,मध्य-हंगाम दुरुस्ती
ವಲಸೆ,स्थलांतर
ಹಾಲಿನ ಧಾನ್ಯದ ಹಂತ,दूध धान्य स्टेज
ಹಣ್ಣಿನಲ್ಲಿ,मिलपीड
ರಾಗೆಗಳು,बाजरी
ಮಿಲ್ಲಿಂಗ್ ಚೇತರಿಕೆ,मिलिंग पुनर्प्राप्ती
ಗಿರಣಿ,मिलिंग
ಖನಿಜ ಪೋಷಣೆ,खनिज पोषण
ಖನಿಜ ಮಣ್ಣು,खनिज माती
ಖನಿಜೀಕರಣ,खनिजकरण
ಖನಿಜಗಳು,खनिज
ಕನಿಷ್ಠ ಥರ್ಮಮಮೀಟರ್,किमान थर्मामीटर
ಕನಿಷ್ಠ ಬೇಸಾಯ,किमान नांगरलेली जमीन
ಸಣ್ಣ ಬೆಳೆಗಳು,किरकोळ पिके
ಮಿಯೋಟಿಕ್ ಸೂಚಿಕೆ,मिओटिक इंडेक्स
ಮಿಸ್ಸನ್ಸ್ ರೂಪಾಂತರ,मिसन्स उत्परिवर्तन
ಮಂಜು ನೀರಾವರಿ,धुके सिंचन
ಮಂಜು,धुके
ಮೈಟೊಕಾಂಡ್ರಿಯ,माइटोकॉन्ड्रिया
ಮೈತ್ರಿ,माइटोसिस
ಮಿಟ್ಸ್ಕರ್ಲಿಚ್ ಕಾನೂನು,मित्स्चरलिचचा कायदा
ಮಿಶ್ರಿತ,मिश्रित पीक
ಮಿಶ್ರ ಕೃಷಿ,मिश्र शेती
ಮಿಶ್ರ ಗೊಬ್ಬರ,मिश्रित खत
ಮಿಶ್ರ ಮೇಯಿಸುವ,मिश्र चरणे
ಮಿಶ್ರ ಸ್ವಾರ್ಡ್,मिश्रित स्वार्ड
ಮಾದರಿ,मॉडेल
ರೂಪಾಂತರ,मॉडेलिंग
ಮಾರ್ಪಡಿಸಿದ ವಾತಾವರಣ ಪ್ಯಾಕೇಜಿಂಗ್,सुधारित वातावरण पॅकेजिंग
ತೇವಾಂಶ ಲಭ್ಯತೆ ಸೂಚ್ಯಂಕ,ओलावा उपलब्धता निर्देशांक
ತೇವಾಂಶದ ಕೊರತೆ ಸೂಚ್ಯಂಕ,ओलावा तूट निर्देशांक
ತೇವಾಂಶ ಸಮಾನ,ओलावा समतुल्य
ತೇವಾಂಶದ ಆಡಳಿತ,ओलावा शासन
ತೇವಾಂಶ,ओलावा रीलिझ वक्र
ತೇವಾಂಶ,ओलावा धारणा
ತೇವಾಂಶ,ओलावा ताण
ತೇವಾಂಶ,ओलावा तणाव
ತೇವಾಂಶ,ओलावा
ಮೊಲಾರ್ ಪರಿಹಾರ,मोलर सोल्यूशन
ಸಕಲಿಗಳು,गुळ
ಮೋಲ್ ಒಳಚರಂಡಿ,तीळ ड्रेनेज
ಅಣು ಜೀವಶಾಸ್ತ್ರ,आण्विक जीवशास्त्र
ಆಣ್ವಿಕ ಸಂತಾನೋತ್ಪತ್ತಿ,आण्विक प्रजनन
ಆಣ್ವಿಕ ಬೆರಗುಗೊಳಿಸುವಿಕೆ,आण्विक संकरीत
ಮೃದ್ವಂಗಿ,मोलस्किसाईड
ವಿತ್ತೀಯ ಪ್ರಯೋಜನ ಸೂಚ್ಯಂಕ (ಮಾಯ್),आर्थिक लाभ निर्देशांक (एमएआय)
ಮೊನೊಕ್ಲೋನಲ್ ಪ್ರತಿಕಾಯ,मोनोक्लोनल अँटीबॉडी
ಏಕಕಾಲ,मोनोकोटायलेडन्स
ಮೊನೊಕ್ರಾಪ್ (ಏಕಸಂಸ್ಕೃತ),मोनोक्रॉप (मोनोकल्चर)
ಏಕವ್ಯಕ್ತಿ,मोनोएसियस
ಏಕತೆ,मोनोजेनेसिस
ಏಕಮಾತ್ರ,मोनोहायब्रिड
ಏಕವ್ಯಕ್ತಿಗೆ ಸಂಬಂಧಿಸಿದ,मोनोझिगोटिक
ಮಾನ್ಸೂತಿ,मॉन्सून
ಮಂತ್ರವಾದ,मॉन्टमोरिलोनाइट
ಮೂರ್,मूर
ಮಾಮಿನ,मोर
ಮೊರ್ಗನೆ ಘಟಕ,मॉर्गन युनिट
ಕೈಚಳಕ,मॉर्फोजेनेसिस
ರೂಪವಿಜ್ಞಾನದ ರೂಪಾಂತರ,मॉर्फोलॉजिकल रुपांतर
ರೂಪನಶಾಸ್ತ್ರ,मॉर्फोलॉजी
ಅಡಮಾನ,गहाण
ಮಣ್ಣಾದ,मोटल
ಚಾಚಿಕೊಂಡಿರುವ,चिखल
ಅಚ್ಚು,मूस
ಗಡಿಬಿಟ್ಟ,Multing
