Assamese,Kannada
সংহত সমীকৰণ,ಸಮಗ್ರ ಸಮೀಕರಣ
অবিচ্ছেদ্য ফলন,ಅವಿಭಾಜ್ಯ ಕಾರ್ಯ
"integral, পূৰ্ণসংখ্যা","ಅವಿಭಾಜ್ಯ, ಪೂರ್ಣಾಂಕ"
অখণ্ড কেলকুলাছ অখণ্ড কেলকুলাছ,ಅವಿಭಾಜ್ಯ ಕಲನಶಾಸ್ತ್ರ ಸಮಗ್ರ ಕಲನಶಾಸ್ತ್ರ
অখণ্ড বক্ৰ,ಅವಿಭಾಜ್ಯ ಕರ್ವ್
পূৰ্ণসংখ্যা ডমেইন,ಪೂರ್ಣಾಂಕ ಡೊಮೇನ್
অখণ্ড সমীকৰণ,ಸಮಗ್ರ ಸಮೀಕರಣ
"পূৰ্ণ সংখ্যা, পূৰ্ণসংখ্যা","ಪೂರ್ಣ ಸಂಖ್ಯೆ, ಪೂರ್ಣಾಂಕ"
প্ৰথম ধৰণৰ অখণ্ড,ಮೊದಲ ರೀತಿಯ ಅವಿಭಾಜ್ಯ
অবিচ্ছেদ্য প্ৰতিনিধিত্ব,ಸಮಗ್ರ ಪ್ರಾತಿನಿಧ್ಯ
অবিচ্ছেদ্য চিহ্ন,ಅವಿಭಾಜ್ಯ ಚಿಹ್ನೆ
সংহত কৰক,ಸಂಯೋಜಿಸಲು
সংহত শোষণ সহগ,ಇಂಟಿಗ್ರೇಟೆಡ್ ಹೀರಿಕೊಳ್ಳುವ ಗುಣಾಂಕ
সংহতি কাৰক,ಏಕೀಕರಣ ಅಂಶ
সংহতি,ಏಕೀಕರಣ
ডিফাৰেন্সিয়েলৰ দ্বাৰা সংহতি,ಡಿಫರೆನ್ಷಿಯಲ್ ಮೂಲಕ ಏಕೀಕರಣ
ছেগমেণ্টেল সংহতি,ವಿಭಾಗೀಯ ಏಕೀಕರಣ
যুক্তিবাদৰ দ্বাৰা সংহতি,ತರ್ಕಬದ್ಧತೆಯಿಂದ ಏಕೀಕರಣ
প্ৰতিস্থাপনৰ দ্বাৰা সংহতি,ಪರ್ಯಾಯದ ಮೂಲಕ ಏಕೀಕರಣ
প্ৰগতিশীল সমতুল্যতাৰ দ্বাৰা সংহতি,ಪ್ರಗತಿಶೀಲ ಸಮಾನತೆಯಿಂದ ಏಕೀಕರಣ
স্তৰভিত্তিক সংহতি,ಕ್ರಮಾನುಗತ ಏಕೀಕರಣ
ভেক্টৰ সংহতি,ವೆಕ್ಟರ್ ಏಕೀಕರಣ
বন্ধ পৃষ্ঠাত সংহতি,ಮುಚ್ಚಿದ ಪುಟದಲ್ಲಿ ಏಕೀಕರಣ
ইন্টিগ্ৰেটৰ,ಸಂಯೋಜಕ
অবিচ্ছেদ্য উপাদান,ಅವಿಭಾಜ್ಯ ಘಟಕ
অখণ্ড-অভেদ সমীকৰণ,ಅವಿಭಾಜ್ಯ-ಭೇದಾತ್ಮಕ ಸಮೀಕರಣ
"ইন্টাৰচেপচন, ইন্টাৰচেপ্ট","ತಡೆಯು, ಅಡ್ಡಿಸು"
কমিউটেটিভ অপাৰেচন,ಪರಿವರ್ತಕ ಕಾರ್ಯಾಚರಣೆ
বিনিময়যোগ্য,ಪರಸ್ಪರ ಬದಲಾಯಿಸಬಹುದಾದ
আন্তঃশ্ৰেণী সম্পৰ্ক,ಅಂತರವರ್ಗದ ಪರಸ್ಪರ ಸಂಬಂಧ
আন্তঃসম্পৰ্ক,ಪರಸ್ಪರ ಸಂಬಂಧ
সম্পৰ্ক সহগ,ಪರಸ್ಪರ ಸಂಬಂಧ ಗುಣಾಂಕ
"আন্তঃনিৰ্ভৰশীলতা, আন্তঃনিৰ্ভৰশীলতা","ಪರಸ್ಪರ ಅವಲಂಬನೆ, ಪರಸ್ಪರ ಅವಲಂಬನೆ"
আন্তঃনিৰ্ভৰশীল,ಪರಸ್ಪರ ಅವಲಂಬಿತ
সুত,ಆಸಕ್ತಿ
আন্তঃপৃষ্ঠ পৃষ্ঠা,ಇಂಟರ್ಫೇಸ್ ಪುಟ
আন্তঃপৃষ্ঠ কোণ,ಇಂಟರ್ಫೇಸ್ ಕೋನ
অবিচ্ছেদ্য,ಅವಿಭಾಜ್ಯ
সংহত,ಸಂಯೋಜಿಸಲಾಗಿದೆ
"inner, inner, inner (adj.), ভিতৰৰ, ভিতৰৰ, ভিতৰৰ (v.)","ಒಳ, ಒಳ, ಒಳ (adj.), ಒಳ, ಒಳ, ಒಳ (ವಿ.)"
অভ্যন্তৰীণ কোণ,ಆಂತರಿಕ ಕೋನ
অভ্যন্তৰীণ অঞ্চল,ಆಂತರಿಕ ವಲಯ
আন্তঃপ্ৰদেশ,ಅಂತರ-ಪ್ರಾಂತ್ಯ
আভ্যন্তৰীণ উপাদানসমূহ,ಆಂತರಿಕ ಘಟಕಗಳು
চেটৰ ভিতৰৰ অংশ,ಸೆಟ್ನ ಒಳಭಾಗ
অভ্যন্তৰীণ কোণৰ সন্মুখীন হোৱা,ಎದುರಿಸುತ್ತಿರುವ ಆಂತರಿಕ ಕೋನ
ভিতৰত,ಒಳಗೆ
অভ্যন্তৰীণ বিন্দু,ಆಂತರಿಕ ಬಿಂದು
"মধ্যৱৰ্তী, গৌণ, মধ্যম, মধ্যম","ಮಧ್ಯಂತರ, ಮಾಧ್ಯಮಿಕ, ಮಧ್ಯಮ, ಮಧ್ಯಮ"
মধ্যৱৰ্তী বিন্দু,ಮಧ್ಯಂತರ ಬಿಂದು
মধ্যৱৰ্তী মূল্য উপপাদ্য,ಮಧ್ಯಂತರ ಮೌಲ್ಯ ಪ್ರಮೇಯ
আভ্যন্তৰীণ দ্বিখণ্ড,ಆಂತರಿಕ ದ್ವಿಭಾಜಕ
আন্তঃপ্ৰক্ষেপণ,ಇಂಟರ್ಪೋಲೇಷನ್
সন্নিৱিষ্ট কৰা সূত্ৰ,ಅಳವಡಿಕೆ ಸೂತ್ರ
ছেদ কৰা,ಛೇದಿಸುತ್ತಿದೆ
ছেদ কৰা বক্ৰ,ಛೇದಿಸುವ ವಕ್ರರೇಖೆ
ছেদ কৰা ৰেখা,ಛೇದಿಸುವ ಸಾಲುಗಳು
"ছেদ, ছেদ, ছেদ","ಛೇದಕ, ಛೇದನ, ಛೇದನ"
ছেদক বক্ৰ,ಛೇದನ ಕರ್ವ್
বক্ৰৰ ছেদ,ವಕ್ರಾಕೃತಿಗಳ ಛೇದಕ
গোটৰ ছেদ,ಸೆಟ್ಗಳ ಛೇದಕ
"ফাঁক, ফাঁক","ಅಂತರ, ಅಂತರ"
ব্যৱধান অনুমান,ಮಧ್ಯಂತರ ಅಂದಾಜು
ব্যৱধান অনুমান,ಮಧ್ಯಂತರ ಅಂದಾಜು
ব্যৱধানৰ মাজৰ বিন্দু,ಮಧ್ಯಂತರ ಮಧ್ಯ ಬಿಂದು
ইন্ট্ৰা-ছেকচনেল ইফেক্ট,ಒಳ-ವಿಭಾಗದ ಪರಿಣಾಮ
আন্তঃশ্ৰেণী সম্পৰ্ক,ಅಂತರವರ್ಗದ ಪರಸ್ಪರ ಸಂಬಂಧ
নিস্তব্ধতা,ನಿಶ್ಚಲತೆ
নিশ্চয়,ಖಚಿತವಾಗಿ
ফিক্সড চিষ্টেম,ಸ್ಥಿರ ವ್ಯವಸ್ಥೆ
মেজ,ಟೇಬಲ್
টেবুল নিযুক্তি,ಟೇಬಲ್ ನಿಯೋಜನೆ
টেবুল নিয়ন্ত্ৰণ,ಟೇಬಲ್ ನಿಯಂತ್ರಣ
টেবুল নিয়ন্ত্ৰণ মডেল,ಟೇಬಲ್ ನಿಯಂತ್ರಣ ಮಾದರಿ
টেবুল নিয়ন্ত্ৰণ ব্যৱস্থা,ಟೇಬಲ್ ನಿಯಂತ್ರಣ ವ್ಯವಸ್ಥೆ
টেবুল চক্ৰ,ಟೇಬಲ್ ಸೈಕಲ್
টেবুল ধৰি ৰখা খৰচ,ಟೇಬಲ್ ಹಿಡುವಳಿ ವೆಚ್ಚ
টেবুল পইণ্ট,ಟೇಬಲ್ ಪಾಯಿಂಟ್
টেবুল নীতি,ಟೇಬಲ್ ನೀತಿ
টেবুলৰ অৱস্থান,ಮೇಜಿನ ಸ್ಥಾನ
"বিপৰীত, বিপৰীত, বিপৰীত","ವಿಲೋಮ, ವಿಲೋಮ, ವಿರುದ್ಧ"
বিপৰীত সম্পৰ্ক,ವಿಲೋಮ ಪರಸ್ಪರ ಸಂಬಂಧ
বিপৰীত ফলন,ವಿಲೋಮ ಕಾರ್ಯ
হাইপাৰবলিক ফাংচন প্ৰতি ফেন,ಪ್ರತಿ ಫೋಮ್ಗೆ ಹೈಪರ್ಬೋಲಿಕ್ ಕಾರ್ಯ
বিপৰীতভাৱে সমানুপাতিক,ವಿಲೋಮ ಅನುಪಾತದಲ್ಲಿರುತ್ತದೆ
বিপৰীত মানচিত্ৰ,ವಿಲೋಮ ನಕ್ಷೆ
পাৰস্পৰিক সংখ্যা,ಪರಸ್ಪರ ಸಂಖ್ಯೆ
বিপৰীত মেট্ৰিক্স,ವಿಲೋಮ ಮ್ಯಾಟ್ರಿಕ್ಸ್
বিপৰীত ক্ৰমবিন্যাস,ವಿಲೋಮ ಕ್ರಮಪಲ್ಲಟನೆ
বিপৰীত অনুপাত,ವಿಲೋಮ ಅನುಪಾತ
বিপৰীত ত্ৰিকোণমিতিক ফলন,ವಿಲೋಮ ತ್ರಿಕೋನಮಿತಿಯ ಕಾರ್ಯ
বিপৰীত সূত্ৰ,ವಿಲೋಮ ಸೂತ್ರ
ক্ৰমৰ কপি,ಅನುಕ್ರಮದ ಪ್ರತಿ
বিপৰীত মেট্ৰিক্স,ವಿಲೋಮ ಮ್ಯಾಟ್ರಿಕ್ಸ್
বিপৰীত ৰূপান্তৰ,ವಿಲೋಮ ಪರಿವರ್ತನೆ
অযুক্তিকৰ,ಅಭಾಗಲಬ್ಧ
অযুক্তিকৰ সমীকৰণ,ಅಭಾಗಲಬ್ಧ ಸಮೀಕರಣ
অযুক্তিকৰ প্ৰকাশ,ಅಭಾಗಲಬ್ಧ ಅಭಿವ್ಯಕ್ತಿ
অযুক্তিকৰ সংখ্যা,ಅಭಾಗಲಬ್ಧ ಸಂಖ್ಯೆ
অযুক্তিকৰ মূল,ಅಭಾಗಲಬ್ಧ ಮೂಲ
"অপ্ৰত্যাহাৰযোগ্য, অকমাব নোৱাৰা, অতুলনীয়","ಬದಲಾಯಿಸಲಾಗದ, ಬದಲಾಯಿಸಲಾಗದ, ಸರಿಪಡಿಸಲಾಗದ"
ঘূৰ্ণনশীল ভেক্টৰ,ತಿರುಗುವ ವೆಕ್ಟರ್
ঘূৰ্ণনশীল ভেক্টৰ ফলন,ತಿರುಗುವ ವೆಕ್ಟರ್ ಕಾರ್ಯ
ঘূৰ্ণনৰ বেগ,ತಿರುಗುವಿಕೆಯ ವೇಗ
সমমিতি (v.) সোঁ ৰেখা (v.),ಸಮಮಾಪನ (ವಿ.) ಬಲ ರೇಖೆ (ವಿ.)
syncretism,ಸಿಂಕ್ರೆಟಿಸಮ್
বিচ্ছিন্ন আৱশ্যকীয় অদ্ভুততা,ಪ್ರತ್ಯೇಕವಾದ ಕಡ್ಡಾಯ ವಿಚಿತ್ರತೆ
বিচ্ছিন্ন বিন্দু,ಪ್ರತ್ಯೇಕ ಬಿಂದು
"সমমিতি, ট্ৰাইটেজ’ল, ঘন, সমমিতি","ಸಮಮಾಪನ, ಟ್ರೈಟೆಜೋಲ್, ಘನ, ಸಮಮಾಪನ"
isosceles বিন্যাস,ಸಮದ್ವಿಬಾಹು ಸಂರಚನೆ
পুনৰাবৃত্তিমূলক অখণ্ড,ಪುನರಾವರ್ತಿತ ಅವಿಭಾಜ್ಯ
পুনৰাবৃত্তিমূলক সন্নিৱিষ্ট,ಪುನರಾವರ್ತಿತ ಅಳವಡಿಕೆ
পুনৰাবৃত্তি,ಪುನರಾವರ್ತನೆ
পুনৰাবৃত্তি সূত্ৰ,ಪುನರಾವರ್ತನೆಯ ಸೂತ್ರ
পুনৰাবৃত্তিমূলক সংহতি সূত্ৰ,ಪುನರಾವರ್ತಿತ ಏಕೀಕರಣ ಸೂತ್ರ
পুনৰাবৃত্তিমূলক পদ্ধতি,ಪುನರಾವರ್ತಿತ ಕಾರ್ಯವಿಧಾನ
পুনৰাবৃত্তিমূলক পদ্ধতি,ಪುನರಾವರ್ತಿತ ವಿಧಾನ
jacobian,ಜಾಕೋಬಿಯನ್
জাকোবি সাৰনিক,ಜಾಕೋಬಿ ಸಾರ್ನಿಕ್
জেকবি মেট্ৰিক্স,ಜಾಕೋಬಿ ಮ್ಯಾಟ್ರಿಕ್ಸ್
গোটৰ সংমিশ্ৰণ,ಸೆಟ್ಗಳ ಸಂಯೋಜನೆ
"সংযোগ, সংযোগ (ed.) সংযোগ (v.)",ಜಂಟಿ (ವಿ.) ಜಂಟಿ (ವಿ.)
সংযোগ ঘনত্বৰ কাৰ্য্য,ಜಂಟಿ ಸಾಂದ್ರತೆಯ ಕಾರ್ಯ
সংযুক্ত কম্পাঙ্ক কাৰ্য্য,ಸಂಯೋಜಿತ ಆವರ್ತನ ಕಾರ್ಯ
যৌথ নিৰ্ভৰশীল চলক,ಜಂಟಿ ಅವಲಂಬಿತ ವೇರಿಯಬಲ್
যৌগিক সম্ভাৱনা,ಜಂಟಿ ಸಂಭವನೀಯತೆ
সন্নিৱিষ্ট কৰা,ಅಳವಡಿಕೆ
"কুঠাৰ, জাম্প, প্লুটি","ಸ್ಪೇಡ್, ಜಂಪ್, ಪ್ಲುಟಿ"
প্লুটি বিচ্ছিন্নতা,ಪ್ಲುಟಿ ಸ್ಥಗಿತಗೊಳಿಸುವಿಕೆ
"ন্যায়পৰায়ণতা, ন্যায্যতা","ನ್ಯಾಯ, ಸಮರ್ಥನೆ"
ন্যায্যতা দিয়া,ಸಮರ್ಥಿಸಿಕೊಳ್ಳಿ
carnafe মানচিত্ৰ,ಕಾರ್ನಾಫ್ ನಕ್ಷೆ
"গুটি, ছাই","ಕಾಳುಗಳು, ಬೂದಿ"
মেপিং পইণ্ট,ಮ್ಯಾಪಿಂಗ್ ಪಾಯಿಂಟ್
"বিশুদ্ধ গতিশীলতা, বিশুদ্ধ গতিশীলতা","ಶುದ್ಧ ಡೈನಾಮಿಕ್ಸ್, ಶುದ್ಧ ಡೈನಾಮಿಕ್ಸ್"
গতিশক্তি,ಚಲನ ಶಕ್ತಿ
"গতিবিদ্যা, গতিবিদ্যা","ಚಲನಶಾಸ್ತ್ರ, ಚಲನಶಾಸ್ತ್ರ"
কলমোগ’ৰফ-স্মিৰ্নভ পৰীক্ষা,ಕೊಲ್ಮೊಗೊರೊಫ್-ಸ್ಮಿರ್ನೋವ್ ಪರೀಕ್ಷೆ
ক্ৰ&#39;নেকাৰ বদ্বীপ,ಕ್ರೋನೆಕರ್ ಡೆಲ್ಟಾ
তিঁয়হ,ಸೌತೆಕಾಯಿ
লেগ্ৰেঞ্জ ফাংচন,ಲಾಗ್ರೇಂಜ್ ಕಾರ್ಯ
লেগ্ৰেঞ্জ বহুগুণক,ಲ್ಯಾಗ್ರೇಂಜ್ ಗುಣಕ
"তক্তা, বোৰ্ড","ಹಲಗೆ, ಹಲಗೆ"
লেপ্লেচ ৰূপান্তৰ,ಲ್ಯಾಪ್ಲೇಸ್ ರೂಪಾಂತರ
ডাঙৰ সংখ্যা,ದೊಡ್ಡ ಸಂಖ್ಯೆ
বৈশিষ্ট্যপূৰ্ণ উৎপত্তি,ವಿಶಿಷ್ಟ ಮೂಲ
কাষৰ পৃষ্ঠা,ಪಕ್ಕದ ಪುಟ
লেটিন বৰ্গক্ষেত্ৰ,ಲ್ಯಾಟಿನ್ ಚೌಕ
"নাভিৰ ৰচী, লেটাছ মলদ্বাৰ","ಹೊಕ್ಕುಳಬಳ್ಳಿ, ಲ್ಯಾಟಸ್ ಗುದನಾಳ"
"নিয়ম, নীতি","ನಿಯಮಗಳು, ತತ್ವಗಳು"
বেগ সংমিশ্ৰণ নিয়ম,ವೇಗ ಸಂಯೋಜನೆಯ ನಿಯಮ
সামঞ্জস্যতা নিয়ম,ಹೊಂದಾಣಿಕೆ ನಿಯಮ
হ্ৰাস পোৱা ৰিটাৰ্ণৰ নিয়ম,ರಿಟರ್ನ್ಸ್ ನಿಯಮವನ್ನು ಕಡಿಮೆಗೊಳಿಸುವುದು
মাধ্যাকৰ্ষণৰ নিয়ম,ಗುರುತ್ವಾಕರ್ಷಣೆಯ ನಿಯಮ
গোটৰ বাবে সমৰূপতা নিয়ম,ಗುಂಪಿಗೆ ಹೋಮೋಮಾರ್ಫಿಸಂ ನಿಯಮ
আঙঠিৰ বাবে সমৰূপতা নিয়ম,ಉಂಗುರಗಳಿಗೆ ಹೋಮೋಮಾರ್ಫಿಸಮ್ ನಿಯಮ
বৃদ্ধি পোৱা খৰচৰ আইন,ಹೆಚ್ಚುತ್ತಿರುವ ವೆಚ್ಚದ ಕಾನೂನು
ঘাতকৰণ নিয়ম,ಘಾತೀಯ ನಿಯಮ
জড়তা নিয়ম,ಜಡತ್ವ ಕಾನೂನು
বৃহৎ সংখ্যাৰ নিয়ম,ದೊಡ್ಡ ಸಂಖ್ಯೆಗಳ ಕಾನೂನು
সম্ভাৱনা নিয়ম,ಸಂಭವನೀಯತೆಯ ನಿಯಮ
"চাইন নিয়ম, চাইন নিয়ম","ಸೈನ್ ನಿಯಮ, ಸೈನ್ ನಿಯಮ"
সূচকৰ নিয়ম,ಘಾತಗಳ ಕಾನೂನು
গতিৰ নিয়ম,ವೇಗ ನಿಯಮಗಳು
"স্তৰ, স্তৰ","ಪದರ, ಮಟ್ಟ"
ফৰৱাৰ্ড সহগ,ಫಾರ್ವರ್ಡ್ ಗುಣಾಂಕ
সন্মুখৰ তিৰ্যক,ಮುಂಭಾಗದ ಕರ್ಣೀಯ
ফৰৱাৰ্ড উপ-মেট্ৰিক্স,ಮುಂದಕ್ಕೆ ಉಪ ಮ್ಯಾಟ್ರಿಕ್ಸ್
ফ্ৰন্ট পোষ্ট,ಮುಂಭಾಗದ ಪೋಸ್ಟ್
"নূন্যতম, নূন্যতম, নূন্যতম","ಕನಿಷ್ಠ, ಕನಿಷ್ಠ, ಕನಿಷ್ಠ"
কম সাধাৰণ সাধাৰণ (LCM),ಕಡಿಮೆ ಸಾಮಾನ್ಯ ಸಾಮಾನ್ಯ (LCM)
নূন্যতম উপাদানসমূহ,ಕನಿಷ್ಠ ಘಟಕಗಳು
সৰ্বনিম্ন শ্ৰেণী,ಅತ್ಯಂತ ಕಡಿಮೆ ವರ್ಗ
নূন্যতম ওভাৰহেড সীমা,ಕನಿಷ್ಠ ಓವರ್ಹೆಡ್ ಮಿತಿ
বাওঁফালে ছেট কৰা হৈছে,ಎಡ ಸೆಟ್
ঘড়ীৰ কাঁটাৰ বিপৰীত দিশত,ಅಪ್ರದಕ್ಷಿಣಾಕಾರವಾಗಿ
ঘড়ীৰ কাঁটাৰ বিপৰীত দিশত স্ক্ৰু,ಅಪ್ರದಕ್ಷಿಣಾಕಾರವಾಗಿ ತಿರುಪು
বাওঁফালৰ বিপৰীত,ಎಡ ವಿಲೋಮ
বাওঁফালৰ গুণন,ಎಡ ಗುಣಾಕಾರ
লাইবনিজৰ সূত্ৰ,ಲೈಬ್ನಿಜ್ ಸೂತ್ರ
দৈৰ্ঘ্য,ಉದ್ದ
টুংগাকুদি,ತುಂಗಕ್ಕುಡಿ
ট্ৰেগাছ বক্ৰ,ಟ್ರಾಗಸ್ ಕರ್ವ್
হাওঁফাওঁৰ মাছ,ಶ್ವಾಸಕೋಶದ ಮೀನು
স্তৰৰ বক্ৰ,ಮಟ್ಟದ ಕರ್ವ್
আত্মবিশ্বাসৰ স্তৰ,ಆತ್ಮವಿಶ್ವಾಸದ ಮಟ್ಟ
তাৎপৰ্য্যৰ স্তৰ,ಪ್ರಾಮುಖ್ಯತೆಯ ಮಟ್ಟ
কালক্ৰমিকভাৱে,ಕಾಲಾನುಕ್ರಮವಾಗಿ
অভিধানৰ ক্ৰম,ನಿಘಂಟು ಆದೇಶ
সম্ভাৱনা ফলন,ಸಂಭವನೀಯತೆ ಕಾರ್ಯ
সম্ভাৱনা অনুপাত পৰীক্ষা,ಸಂಭವನೀಯತೆ ಅನುಪಾತ ಪರೀಕ್ಷೆ
"সীমা, প্ৰান্তীয়","ಮಿತಿ, ಕನಿಷ್ಠ"
"প্ৰান্তীয়, চৰম","ಕನಿಷ್ಠ, ವಿಪರೀತ"
প্ৰান্তীয় মূল্য,ಕನಿಷ್ಠ ಮೌಲ್ಯ
প্ৰান্তীয় বেগ,ಕನಿಷ್ಠ ವೇಗ
গড়ত পৰিসৰ,ಸರಾಸರಿ ಶ್ರೇಣಿ
সংহতিৰ সীমা,ಏಕೀಕರಣದ ಮಿತಿ
ক্ৰমৰ সীমা,ಅನುಕ್ರಮ ಮಿತಿ
"ক্লাষ্টাৰ পইণ্ট, সীমা বিন্দু","ಕ್ಲಸ್ಟರ್ ಪಾಯಿಂಟ್, ಮಿತಿ ಬಿಂದು"
প্ৰান্তীয় বেগ,ಕನಿಷ್ಠ ವೇಗ
"ৰেখা, ৰেখা, উপবৃত্তাকাৰ","ರೇಖೆ, ರೇಖೆ, ದೀರ್ಘವೃತ್ತ"
"ৰৈখিক, ৰৈখিক, ৰৈখিক","ರೇಖೀಯ, ರೇಖೀಯ, ರೇಖೀಯ"
ৰৈখিক বিজাবল্লী,ರೇಖೀಯ ಬಿಜವಲ್ಲಿ
ৰৈখিক বীজগণিতীয় সমীকৰণ,ರೇಖೀಯ ಬೀಜಗಣಿತದ ಸಮೀಕರಣ
ৰৈখিক আনুমানিককৰণ,ರೇಖೀಯ ಅಂದಾಜು
ৰৈখিক এছিম্পট&#39;ট,ರೇಖೀಯ ಲಕ್ಷಣ
ৰৈখিক সহগ,ರೇಖೀಯ ಗುಣಾಂಕ
শ্বক সঞ্চয়,ಆಘಾತ ಶೇಖರಣೆ
শ্বক নিষেধাজ্ঞা,ಆಘಾತ ನಿರ್ಬಂಧ
ৰৈখিক নিৰ্ভৰশীলতা,ರೇಖೀಯ ಅವಲಂಬನೆ
ৰৈখিক অৱভেদ্য সমীকৰণ,ರೇಖೀಯ ಭೇದಾತ್ಮಕ ಸಮೀಕರಣ
"ৰৈখিক মাত্ৰা, ৰৈখিক জোখ, ৰৈখিক দৈৰ্ঘ্য-প্ৰস্থ","ರೇಖೀಯ ಆಯಾಮ, ಲೀನಿಯರ್ ಮಾಪನ, ರೇಖೀಯ ಉದ್ದ-ಅಗಲ"
"ৰৈখিক সমীকৰণ, দ্বিঘাত সমীকৰণ","ರೇಖೀಯ ಸಮೀಕರಣ, ಕ್ವಾಡ್ರಾಟಿಕ್ ಸಮೀಕರಣ"
ৰৈখিক সমতা,ರೇಖೀಯ ಏಕರೂಪತೆ
ৰৈখিক ভগ্নাংশ ৰূপান্তৰ,ರೇಖೀಯ ಭಾಗಶಃ ಪರಿವರ್ತನೆ
ৰৈখিক ফলন,ರೇಖೀಯ ಕಾರ್ಯ
ৰৈখিক ফলন,ರೇಖೀಯ ಕಾರ್ಯ
ৰৈখিক গোট,ರೇಖೀಯ ಗುಂಪು
ৰৈখিক স্বাধীনতা,ರೇಖೀಯ ಸ್ವಾತಂತ್ರ್ಯ
ৰৈখিক স্বাধীন সম্পৰ্ক,ರೇಖೀಯ ಸ್ವತಂತ್ರ ಸಂಬಂಧ
ৰৈখিক বৈষম্য,ರೇಖೀಯ ಅಸಮಾನತೆ
ৰৈখিক অসমজাতীয় অৱভেদ্য সমীকৰণ,ಲೀನಿಯರ್ ಅಲ್ಲದ ಏಕರೂಪದ ಡಿಫರೆನ್ಷಿಯಲ್ ಸಮೀಕರಣ
ৰৈখিক অখণ্ড সমীকৰণ,ರೇಖೀಯ ಸಮಗ್ರ ಸಮೀಕರಣ
ৰৈখিক আন্তঃপ্ৰক্ষেপণ,ರೇಖೀಯ ಪ್ರಕ್ಷೇಪಣ
ৰৈখিক নূন্যতম বৰ্গ ৰিগ্ৰেছন বিশ্লেষণ,ಲೀನಿಯರ್ ಲೀಸ್ಟ್ ಸ್ಕ್ವೇರ್ಸ್ ರಿಗ್ರೆಶನ್ ಅನಾಲಿಸಿಸ್
"এককভাৱে, ৰৈখিকভাৱে","ಏಕವಚನದಲ್ಲಿ, ರೇಖೀಯವಾಗಿ"
ৰৈখিকভাৱে নিৰ্ভৰশীল,ರೇಖಾತ್ಮಕವಾಗಿ ಅವಲಂಬಿತವಾಗಿದೆ
ৰৈখিকভাৱে স্বাধীন,ರೇಖೀಯವಾಗಿ ಸ್ವತಂತ್ರ
ৰৈখিক মেপিং,ರೇಖೀಯ ಮ್ಯಾಪಿಂಗ್
ৰৈখিক ক্ৰম,ರೇಖೀಯ ಕ್ರಮ
ৰৈখিক ক্ৰমিককৰণ,ರೇಖೀಯ ಧಾರಾವಾಹಿ
ৰৈখিক প্ৰগ্ৰেমিং,ರೇಖೀಯ ಪ್ರೋಗ್ರಾಮಿಂಗ್
ৰৈখিক প্ৰগ্ৰেমিং এলগৰিদম,ಲೀನಿಯರ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್ ಅಲ್ಗಾರಿದಮ್
ৰৈখিক প্ৰগ্ৰেমিং সমস্যা,ರೇಖೀಯ ಪ್ರೋಗ್ರಾಮಿಂಗ್ ಸಮಸ್ಯೆ
ৰৈখিক ৰিগ্ৰেছন,ರೇಖಾತ್ಮಕ ಹಿಂಜರಿತ
ৰৈখিক ৰিগ্ৰেছন সহগ,ರೇಖೀಯ ಹಿಂಜರಿತ ಗುಣಾಂಕ
"ৰৈখিক সম্পৰ্ক, ঘাতীয় সম্পৰ্ক","ರೇಖೀಯ ಸಂಬಂಧ, ಘಾತೀಯ ಸಂಬಂಧ"
ৰৈখিক জনসংখ্যা,ರೇಖೀಯ ಜನಸಂಖ್ಯೆ
ৰৈখিক উপস্থান,ರೇಖೀಯ ಉಪಸ್ಥಳ
ৰৈখিক ৰূপান্তৰ,ರೇಖೀಯ ರೂಪಾಂತರ
ৰৈখিক ৰিগ্ৰেছন,ರೇಖಾತ್ಮಕ ಹಿಂಜರಿತ
ৰৈখিক অৱভেদ্য অনুমান,ರೇಖೀಯ ಭೇದಾತ್ಮಕ ಅಂದಾಜು
ৰৈখিক বেগ,ರೇಖೀಯ ವೇಗ
ৰেখাৰ অবিচ্ছেদ্য,ಸಾಲಿನ ಅವಿಭಾಜ್ಯ
ছেদক ৰেখা,ಛೇದನದ ಸಾಲು
ৰিগ্ৰেছনৰ ৰেখা,ಹಿಂಜರಿತದ ಸಾಲು
স্থানীয় ভেক্টৰ,ಪ್ರಾದೇಶಿಕ ವೆಕ್ಟರ್
স্থানীয় অনুকূল,ಸ್ಥಳೀಯ ಆಪ್ಟಿಮಮ್
"locus, লোকাছ","ಲೋಕಸ್, ಲೋಕಸ್"
লগ লগ লগ,ಲಾಗ್ ಲಾಗ್ ಲಾಗ್
"লগাৰিদমিক, লগাৰিদমিক","ಲಾಗರಿಥಮಿಕ್, ಲಾಗರಿಥಮಿಕ್"
লগাৰিদমিক সঠিকতা,ಲಾಗರಿಥಮಿಕ್ ನಿಖರತೆ
লগাৰিদম গণনা,ಲಾಗರಿಥಮ್ ಲೆಕ್ಕಾಚಾರ
"লগাৰিদমিক বক্ৰ, লগাৰিদমিক বক্ৰ","ಲಾಗರಿಥಮಿಕ್ ಕರ್ವ್, ಲಾಗರಿಥಮಿಕ್ ಕರ್ವ್"
লগাৰিদমিক ডেৰাইভেটিভ,ಲಾಗರಿಥಮಿಕ್ ಉತ್ಪನ್ನ
