English,Marathi
Incoming signal,इनकमिंग सिग्नल
Indicator,सूचक
Indigenous,देशी
Inductance,प्रेरणा
Inductive-reactance,प्रेरक-प्रतिक्रिया
Inflammable material,ज्वलनशील सामग्री
Infor patch,इन्फॉर पॅच
Information,माहिती
Information architecture,माहिती आर्किटेक्चर
Information bit,माहिती बिट
Information digit,माहिती अंक
Information kiosk,माहिती कियोस्क
Information process,माहिती प्रक्रिया
Information technology,माहिती तंत्रज्ञान
Infotainment,इन्फोटेनमेंट
Infrared radiation,इन्फ्रारेड रेडिएशन
Infrastructure,पायाभूत सुविधा
Ingest,अंतर्ग्रहण
Ingredients,साहित्य
Initialization word (IW),आरंभिक शब्द (आयडब्ल्यू)
Inner codes,अंतर्गत कोड
Innovation,नवीनता
Input,इनपुट
Input line,इनपुट लाइन
Input unit,इनपुट युनिट
Input voltage,इनपुट व्होल्टेज
Input-output,इनपुट-आउटपुट
Insert,घाला
Insertion loss,अंतर्भूत तोटा
Installation,स्थापना
Instantaneous voltage,त्वरित व्होल्टेज
Instruction,सूचना
Insulating material,इन्सुलेट सामग्री
Insulation,इन्सुलेशन
Insulation resistance,इन्सुलेशन प्रतिकार
Insulator,इन्सुलेटर
Integrated circuit,एकात्मिक सर्किट
Integrating network,समाकलित नेटवर्क
Integrator,इंटिग्रेटर
Intelligence,बुद्धिमत्ता
Intensity,तीव्रता
Intensity of speech,बोलण्याची तीव्रता
Inter channel interference,इंटर चॅनेल हस्तक्षेप
Interleave,इंटरलीव्ह
Interaction,परस्परसंवाद
Interactivity,परस्परसंवादीता
Intercom,इंटरकॉम
Interconnectivity,इंटरकनेक्टिव्हिटी
Interface,इंटरफेस
Interface scanning,इंटरफेस स्कॅनिंग
Interference,हस्तक्षेप
Interference zone,हस्तक्षेप झोन
Interfering channel,हस्तक्षेप चॅनेल
Interfering frequency,हस्तक्षेप वारंवारता
Interfering radio frequency signal,हस्तक्षेप रेडिओ फ्रिक्वेन्सी सिग्नल
Interframe,इंटरफ्रेम
Interleave,इंटरलीव्ह
Interleaved,इंटरलीव्ह
Interleaved stream,अंतर्देशीय प्रवाह
Interleaver,इंटरलीव्हर
Interleaving,इंटरलीव्हिंग
Interleaving,इंटरलीव्हिंग
Interleaving period,इंटरलीव्हिंग कालावधी
Interlock circuit,इंटरलॉक सर्किट
Interlock switch,इंटरलॉक स्विच
Interlocking,इंटरलॉकिंग
Intermediate failure,दरम्यानचे अपयश
Intermediate frequency,दरम्यानचे वारंवारता
Intermediate frequency oscillator,इंटरमीडिएट फ्रिक्वेन्सी ऑसीलेटर
Intermittent,अधूनमधून
Intermittent current,अधूनमधून चालू
Intermodulation,इंटरमोड्युलेशन
Intermodulation distortion,इंटरमोड्युलेशन विकृती
Intermodulation emission,इंटरमोड्युलेशन उत्सर्जन
Intermodulation test,इंटरमोड्युलेशन चाचणी
Internet,इंटरनेट
Internet broadcasting,इंटरनेट प्रसारण
Internet chatting,इंटरनेट चॅटिंग
Internet protocol stack,इंटरनेट प्रोटोकॉल स्टॅक
Internet radio,इंटरनेट रेडिओ
Internet streaming,इंटरनेट प्रवाह
Internet video,इंटरनेट व्हिडिओ
Interoperability,इंटरऑपरेबिलिटी
Interpolation,इंटरपोलेशन
Interpreter,दुभाषे
Interrupt,व्यत्यय
Interruption,व्यत्यय
Interruptor,व्यत्यय आणणारा
Interval,मध्यांतर
Intracoding,इंट्राकोडिंग
Intraframe,इंट्राफ्रेम
Intranet,इंट्रानेट
Intrapicture,इंट्रॅपिक्चर
Intraweb,इंट्रावेब
Intrinsic semiconductor,आंतरिक सेमीकंडक्टर
Inverse current,व्यस्त करंट
Inverse spatial operate,व्यस्त स्थानिक ऑपरेट
Inverted,उलटा
Inverted L antenna,इनव्हर्टेड एल ten न्टीना
Inverted V antenna,इनव्हर्टेड व्ही अँटेना
Inverter,इनव्हर्टर
Irregular,अनियमित
Irrelevant element,असंबद्ध घटक
Isolation network,अलगाव नेटवर्क
Isolator,पृथक
Jammer,जैमर
Jamming,जामिंग
Jargon file,जर्गॉन फाइल
Java script,जावा स्क्रिप्ट
Jingle,जिंगल
Jitter,जिटर
Joiner,जॉइनर
Joint,संयुक्त
Jointed,जोडलेले
Jumper,जम्पर
Junk,कंन
Junk mail,निरुपयोगी पत्र
Kernel,कर्नल
Key,की
Keyboard,कीबोर्ड
Keyer,कीर
Keynote,कीनोट
Kilocycle,किलोसायकल
Kilovolt,किलोवॉल्ट
Kilowatt,किलोवॅट
Kinematics,किनेमॅटिक्स
Knee point voltage,गुडघा पॉईंट व्होल्टेज
Knob,नॉब
Knowledge base,पायाभूत माहिती
Knowledge representation,ज्ञान प्रतिनिधित्व
L network,एल नेटवर्क
L section filter,एल विभाग फिल्टर
Lag and lead,अंतर आणि आघाडी
Lagging current,चालू आहे
Lagging power factor,उर्जा घटक मागे पडत आहे
Laminated,लॅमिनेटेड
Lamp,दिवा
Laptop,लॅपटॉप
Laser frequency,लेसर वारंवारता
Latent error,सुप्त त्रुटी
Latent heat,सुप्त उष्णता
Latitude,अक्षांश
Layer,थर
Layout,लेआउट
Layout plan,लेआउट योजना
Lead,आघाडी
Leading phase,अग्रगण्य टप्पा
Leak proof,गळती पुरावा
Leakage,गळती
Leased circuit,लीज्ड सर्किट
Lens,लेन्स
Level indicator,स्तर निर्देशक
Light control,प्रकाश नियंत्रण
Light pen,हलकी पेन
Lightning arrester,लाइटनिंग एरेस्टर
Limiter,लिमिटर
Limiting amplifier,एम्पलीफायर मर्यादित करणे
Line loss,ओळ तोटा
Line noise,लाइन आवाज
Line of sight,दृष्टीक्षेप
Line phase,लाइन फेज
Line transmission,लाइन ट्रान्समिशन
Line unloaded,लाइन अनलोड केलेली
Linear quantiser,रेखीय क्वांटिझर
Linearity,रेषात्मकता
Line-coaxial,लाइन-कॉक्सियल
Line-equaliser,लाइन-इक्वलिझर
Line-frequency,लाइन-फ्रिक्वेन्सी
Line-impedance,लाइन-इम्पेडन्स
Line-quarter wavelength,लाइन-क्वार्टर तरंगलांबी
Link,दुवा
Linker,लिंकर
Lip-microphone,लिप-मायक्रोफोन
Live broadcast,थेट प्रसारण
Live circuit,थेट सर्किट
Live programme,थेट कार्यक्रम
Load,लोड
Load capacity,भार क्षमता
Load carrying capacity,भार वाहून नेण्याची क्षमता
Load characteristic,लोड वैशिष्ट्य
Load impedance,लोड प्रतिबाधा
Loaded,भारित
Loader,लोडर
Loading,लोड करीत आहे
Loading coil,लोडिंग कॉइल
Load-test,लोड-चाचणी
Lobe,लोब
Lobe antenna,लोब अँटेना
Local area network,स्थानिक नेटवर्क
Local battery,स्थानिक बॅटरी
Local oscillator,स्थानिक ऑसीलेटर
Log,लॉग
Log book,लॉग बुक
Log in (log on),लॉग इन (लॉग ऑन)
Log off (log out),लॉग ऑफ (लॉग आउट)
Log sheet,लॉग पत्रक
Logarithm,लॉगरिदम
Logarithmic amplifier,लॉगरिथमिक एम्पलीफायर
Logarithmic ratio,लॉगरिथमिक गुणोत्तर
Logarithmic response,लॉगरिथमिक प्रतिसाद
Logarithmic scale,लॉगरिथमिक स्केल
Logging,लॉगिंग
Logic,तर्कशास्त्र
Logic gate,लॉजिक गेट
Logic operation,तर्कशास्त्र ऑपरेशन
Logical,तार्किक
Logical frame,तार्किक फ्रेम
Logo inserter,लोगो घालणारा
Longitude,रेखांश
Loop,लूप
Loop antenna,लूप अँटेना
Loop gain,लूप गेन
Loop test,लूप चाचणी
Loose contact,सैल संपर्क
Loose coupling,सैल कपलिंग
Lossless antenna,लॉसलेस अँटेना
Lossless compression,लॉसलेस कॉम्प्रेशन
Lossy compression,लॉसि कॉम्प्रेशन
Loudness (sound),मोठा आवाज (आवाज)
Loudspeaker,लाऊडस्पीकर
Low frequency,कमी वारंवारता
Low level language,निम्न स्तरीय भाषा
Low loss feeder,कमी तोटा फीडर
Low loss flexible coaxial cable,कमी तोटा लवचिक कोएक्सियल केबल
Low noise receiver,कमी आवाज रिसीव्हर
Low orbitting satellite,कमी फिरणारी उपग्रह
Low pass filter,लो पास फिल्टर
Low reactance earthing,कमी प्रतिक्रिया मिळवणे
Low resistance path,कमी प्रतिकार मार्ग
Lug,Lug
Luminance,ल्युमिनेन्स
Lumped,गठ्ठा
Macro block,मॅक्रो ब्लॉक
Macro definition,मॅक्रो व्याख्या
Macro vision,मॅक्रो व्हिजन
Magic eye,जादू डोळा
Magnet,चुंबक
Magnetic field,चुंबकीय क्षेत्र
Magnetic flux,चुंबकीय प्रवाह
Magnetic pole,चुंबकीय खांब
Magnetic storm,चुंबकीय वादळ
Magnetic switch,चुंबकीय स्विच
Magnetic tape,चुंबकीय टेप
Magnetism,चुंबकत्व
Mail merge,मेल विलीनीकरण
Mailing list,पत्रव्यवहाराची यादी
Main carrier,मुख्य वाहक
Maintain,देखभाल
Maintenance,देखभाल
Maintenance team,देखभाल कार्यसंघ
Majority carrier,बहुसंख्य वाहक
Make contact relay,संपर्क रिले बनवा
Make-and-break switch,मेक-अँड ब्रेक स्विच
Male-connector,नर-कनेक्टर
Man made noise,माणसाने आवाज केला
Management information system (MIS),व्यवस्थापन माहिती प्रणाली (एमआयएस)
Manipulated,हाताळले
Manual control,मॅन्युअल नियंत्रण
Manual method,व्यक्तिचलित पद्धत
Manual of safety precaution,सुरक्षिततेची खबरदारी
Manually operated,व्यक्तिचलितपणे ऑपरेट केले
Manufacturer,निर्माता
Mask,मुखवटा
Maskee,मस्की
Masker,मास्कर
Masking,मास्किंग
Masking behaviour,मास्किंग वर्तन
Masking effect of audio,ऑडिओचा मास्किंग प्रभाव
Masking threshold,मास्किंग थ्रेशोल्ड
Masking tone,मास्किंग टोन
Mast,मास्ट
Mast radiator,मास्ट रेडिएटर
Master control,मास्टर कंट्रोल
Master oscillatror,मास्टर ऑसिलॅटरर
Match-impedance,सामना-प्रतिबिंब
Matching network,मॅचिंग नेटवर्क
Matching stub,मॅचिंग स्टब
Matching transformer,मॅचिंग ट्रान्सफॉर्मर
Material-procurement,साहित्य-प्रक्रिया
Matrix,मॅट्रिक्स
Maximization,जास्तीत जास्त
Maximum demand indicator,जास्तीत जास्त मागणी निर्देशक
Maximum power density,जास्तीत जास्त उर्जा घनता
Maximum sensitivity,जास्तीत जास्त संवेदनशीलता
Maximum temperature,जास्तीत जास्त तापमान
Maximum usable frequency,जास्तीत जास्त वापरण्यायोग्य वारंवारता
Maximum value,कमाल मूल्य
Mean time to failure,अयशस्वी होण्याचा अर्थ
Mean value,म्हणजे मूल्य
Measured signal,मोजलेले सिग्नल
Measurement,मोजमाप
Measuring device,डिव्हाइस मोजत आहे
Measuring equipment,मोजण्याचे उपकरणे
Measuring instrument,मोजण्याचे साधन
Measuring instrument of field strength,फील्ड सामर्थ्याचे मोजमाप
Measuring tape,मोजपट्टी
Mechanism,यंत्रणा
Media server,मीडिया सर्व्हर
Medium,मध्यम
Medium frequency,मध्यम वारंवारता
Medium frequency wave,मध्यम वारंवारता लाट
Medium wave (MW),मध्यम लाट (मेगावॅट)
Mega-ohm,मेगा-ओहम
Megger,मेगर
Memory,मेमरी
Mentoring,मार्गदर्शक
Menu bar,मेनू बार
Mercury switch,बुध स्विच
Merging,विलीनीकरण
Message,संदेश
Metadata,मेटाडेटा
Metal-oxide semiconductor diode,मेटल-ऑक्साईड सेमीकंडक्टर डायोड
Metal-sheathed cable,मेटल-शीथ केबल
Meter,मीटर
Metering panel,मीटरिंग पॅनेल
Mica,मीका
Mica-insulation,मीका-इन्सुलेशन
Micro-,सूक्ष्म-
Micro component,सूक्ष्म घटक
Micro computer,सूक्ष्म संगणक
Micro-controller,मायक्रो-कंट्रोलर
Micro-electronics,मायक्रो-इलेक्ट्रॉनिक्स
Microphone,मायक्रोफोन
Microphonics,मायक्रोफोनिक्स
Microprocessor,मायक्रोप्रोसेसर
Micro-volt (mV),मायक्रो-व्होल्ट (एमव्ही)
Microwave,मायक्रोवेव्ह
Microwave antenna,मायक्रोवेव्ह अँटेना
Microwave beam,मायक्रोवेव्ह बीम
Mid-band,मिड-बँड
Migration,स्थलांतर
Migration path,स्थलांतर मार्ग
Miniature,सूक्ष्म
Miniaturized,लघुलेखित
Minimum,किमान
Minimum temperature,किमान तापमान
Minimum usable field strength,किमान वापरण्यायोग्य फील्ड सामर्थ्य
Minority carrier,अल्पसंख्याक वाहक
Miscue,गैरसमज
Mix,मिसळा
Mixed blanking,मिश्रित ब्लँकिंग
Mixed sync,मिश्रित समक्रमण
Mixer,मिक्सर
Mixer tube,मिक्सर ट्यूब
Mixing,मिसळणे
Mixing circuit,मिक्सिंग सर्किट
Mnemonic,मेमोनिक
Mnemonics,मेमोनोनिक्स
Mobile,मोबाईल
Mobile multimedia application,मोबाइल मल्टीमीडिया अनुप्रयोग
Mobile TV,मोबाइल टीव्ही
Mode,मोड
Mode of failure,अपयशाची पद्धत
Mode of propagation,प्रसार मोड
Model,मॉडेल
Modem,मॉडेम
Modern FM transmitter,आधुनिक एफएम ट्रान्समीटर
Modern trends,आधुनिक ट्रेंड
Modes of configuration,कॉन्फिगरेशनचे मोड
Modify,सुधारित करा
Modulated continuous wave,मॉड्युलेटेड सतत लाट
Modulated signal,मॉड्युलेटेड सिग्नल
Modulated waveform,मॉड्युलेटेड वेव्हफॉर्म
Modulation,मॉड्यूलेशन
Modulation amplitude,मॉड्यूलेशन मोठेपणा
Modulation capability,मॉड्युलेशन क्षमता
Modulation frequency,मॉड्युलेशन वारंवारता
Modulation index,मॉड्युलेशन इंडेक्स
Modulation linearity,मॉड्यूलेशन रेषात्मकता
Modulation meter,मॉड्युलेशन मीटर
Modulation monitor,मॉड्युलेशन मॉनिटर
Modulation percentage,मॉड्युलेशन टक्केवारी
Modulator,मॉड्युलेटर
Module,मॉड्यूल
Moisture,ओलावा
Momentum,चालना
Monitor,मॉनिटर
Monitoring,देखरेख
Monitoring and analysis techniques,देखरेख आणि विश्लेषण तंत्र
Monitoring and control,देखरेख आणि नियंत्रण
Monitoring station,देखरेख स्टेशन
Monochrome,मोनोक्रोम
Monophonic transmission,मोनोफोनिक ट्रान्समिशन
Morph,मॉर्फ
Morphing,मॉर्फिंग
Morphism,मॉर्फिझम
Mosaic,मोज़ेक
Motherboard,मदरबोर्ड
Motion compensation,मोशन भरपाई
Motion estimation,गती अंदाज
Motion vector,मोशन वेक्टर
Motion video,मोशन व्हिडिओ
Motor,मोटर
Motor operator,मोटर ऑपरेटर
Motor starter,मोटर स्टार्टर
Mount,माउंट
Mouse,माउस
Mouse interface,माउस इंटरफेस
Movement,हालचाल
Multi channel extension,मल्टी चॅनेल विस्तार
Multicasting,मल्टीकास्टिंग
Multichannel signals,मल्टीचेनेल सिग्नल
Multidirectional microphone,मल्टीडायरेक्शनल मायक्रोफोन
Multilingual commentary,बहुभाषिक भाष्य
Multimedia,मल्टीमीडिया
Multimedia kiosk,मल्टीमीडिया कियोस्क
Multimeter,मल्टीमीटर
Multipath,मल्टीपाथ
Multipath reception,मल्टीपाथ रिसेप्शन
Multiphase,मल्टीफेस
Multiple,एकाधिक
Multiple access system,एकाधिक प्रवेश प्रणाली
Multiplex,मल्टीप्लेक्स
Multiplexer,मल्टीप्लेक्सर
Multiplexing,मल्टीप्लेक्सिंग
Multistage amplifier,मल्टीस्टेज एम्पलीफायर
Multitasking,मल्टीटास्किंग
Multivibrator,मल्टीव्हिब्रेटर
Mute,निःशब्द
Mutual conductance,परस्पर आवाहन
Mutual impedance,परस्पर प्रतिबाधा
Mutual inductance,परस्पर इंडक्टन्स
Mutual interference,परस्पर हस्तक्षेप
Nano-technology,नॅनो-टेक्नॉलॉजी
Narrowband,अरुंदबँड
Narrowcasting,अरुंदकास्टिंग
Natural draft,नैसर्गिक मसुदा
Navigator,नेव्हिगेटर
Negative,नकारात्मक
Negative bias,नकारात्मक पूर्वाग्रह
Negative charge,नकारात्मक शुल्क
Negative feedback,नकारात्मक अभिप्राय
Negative peak,नकारात्मक शिखर
Negative resistance,नकारात्मक प्रतिकार
Net gain,निव्वळ फायदा
Net loss,निव्वळ तोटा
Netiquette,नेटिक्वेट
Network,नेटवर्क
Network analyzer,नेटवर्क विश्लेषक
Network file system,नेटवर्क फाइल सिस्टम
Network planning,नेटवर्क नियोजन
Network termination,नेटवर्क टर्मिनेशन
Networking,नेटवर्किंग
Neutral,तटस्थ
Neutralising,तटस्थीकरण
News room automation,न्यूज रूम ऑटोमेशन
Nibble,Nebe
Niche,कोनाडा
No load test,लोड चाचणी नाही
Node,नोड
Noise,आवाज
Noise figure,आवाज आकृती
Noise filter,आवाज फिल्टर
Noise floor,आवाज मजला
Noise gate,आवाज गेट
Noise immunity,आवाज प्रतिकारशक्ती
Noise killer,आवाज किलर
Noise level,आवाजाची पातळी
Noise power,आवाज शक्ती
Noise shaping quantizer,ध्वनी आकाराचे क्वांटिझर
Noise source,आवाज स्रोत
Noise suppression circuit,आवाज दडपशाही सर्किट
Noise suppressor,आवाज सप्रेसर
Noise temperature,आवाज तापमान
Noise temperature,आवाज तापमान
Noise triangle,आवाज त्रिकोण
Noise voltage,आवाज व्होल्टेज
Noiseless,गोंगाट
Noiseless coding,गोंगाट नसलेले कोडिंग
Noisy reception,गोंगाट करणारा रिसेप्शन
Nominal usable field strength,नाममात्र वापरण्यायोग्य फील्ड सामर्थ्य
Non-direcitonal microphone,डायरेसिटोनल मायक्रोफोन
Non-inductive load,नॉन-इंडिक्वक्टिव्ह लोड
Non-inductive resistance,नॉन-इंडिक्टिव्ह प्रतिकार
Non-sinosoidal wave,नॉन-सिनोसॉइडल वेव्ह
Non-volatile memory,नॉन-अस्थिर मेमरी
NOR gate,किंवा गेट
Normal speed,सामान्य वेग
Normal supply,सामान्य पुरवठा
Notch,खाच
Notch filter,नॉच फिल्टर
Numerical,संख्यात्मक
Numerically controlled oscillator,संख्यात्मक नियंत्रित ऑसीलेटर
Nut-bolt,नट-बोल्ट
Nyquist-Shannon theorem,Nyquist-shannon प्रमेय
Object-oriented,ऑब्जेक्ट-देणारं
Octal,ऑक्टल
Octave of frequency,वारंवारतेचा अष्टक
Octet,ऑक्टेट
Off-line,ऑफ-लाइन
Offset,ऑफसेट
Ohm,ओहम
Ohm meter,ओम मीटर
Oil circuit breaker,तेल सर्किट ब्रेकर
Oil filter,तेलाची गाळणी
Oil immersed,तेल बुडले
Oil level gauge,तेल पातळी गेज
Omni-directional antenna,ओमनी-दिशात्मक ten न्टीना
Omni-directional microphone,ओमनी-दिशात्मक मायक्रोफोन
On demand,मागणीवर
On-demand streaming,ऑन-डिमांड स्ट्रीमिंग
On-line (online),ऑनलाईन (ऑनलाइन)
Online analytical processing,ऑनलाइन विश्लेषणात्मक प्रक्रिया
On-off,चालु बंद
On-off keying modulation,ऑन-ऑफ कीिंग मॉड्यूलेशन
Open circuit,ओपन सर्किट
Open source,मुक्त स्रोत
Open system,ओपन सिस्टम
Operating frequency,ऑपरेटिंग वारंवारता
Operating system,ऑपरेटिंग सिस्टम
Operation,ऑपरेशन
Operator,ऑपरेटर
Optical fibre,ऑप्टिकल फायबर
Optical frequency,ऑप्टिकल वारंवारता
Optical reduction,ऑप्टिकल कपात
Optical resolution,ऑप्टिकल रेझोल्यूशन
Optical track,ऑप्टिकल ट्रॅक
Optimum working frequency,इष्टतम कार्य वारंवारता
Optocoupler,ऑप्टोकॉप्लर
Optoelectronics,ऑप्टोइलेक्ट्रॉनिक्स
OR gate,किंवा गेट
Orbit,कक्षा
Oscillator,ऑसीलेटर
Oscillogram,ऑसिलोग्राम
Oscillograph,ऑसिलोग्राफ
Oscilloscope,ऑसिलोस्कोप
Outer interleaver,बाह्य इंटरलीव्हर
Outgoing feeder,आउटगोइंग फीडर
Output,आउटपुट
Output level,आउटपुट स्तर
Output meter,आउटपुट मीटर
Output transformer,आउटपुट ट्रान्सफॉर्मर
Output valve,आउटपुट वाल्व
Output waveform,आउटपुट वेव्हफॉर्म
Outside broadcast (OB),बाहेरील प्रसारण (ओबी)
Oven,ओव्हन
Over coupling,ओव्हर कपलिंग
Over modulation,ओव्हर मॉड्यूलेशन
Over voltage,ओव्हर व्होल्टेज
Overall attenuation,एकूणच लक्ष
Overall broadcast reliability,एकूणच प्रसारण विश्वसनीयता
Overall efficiency,एकूणच कार्यक्षमता
Overall reception reliability,एकूणच रिसेप्शन विश्वसनीयता
Overall response,एकूणच प्रतिसाद
Overall system,एकूणच प्रणाली
Overdubbing,ओव्हरडबिंग
Overhead line,ओव्हरहेड लाइन
Overhead wire,ओव्हरहेड वायर
Overload,ओव्हरलोड
Overload protection devices,ओव्हरलोड संरक्षण उपकरणे
Overload trip,ओव्हरलोड ट्रिप
Oversampling,ओव्हरस्पलिंग
Packed,पॅक
Packet switching,पॅकेट स्विचिंग
Packetization,पॅकेटायझेशन
Packetized,पॅकेटाइज्ड
Pad,पॅड
Paging,पेजिंग
Pan screen,पॅन स्क्रीन
Panel,पॅनेल
Panning,पॅनिंग
Panorama,पॅनोरामा
Parabolic microphone,पॅराबोलिक मायक्रोफोन
Paradigm shift,आमूलाग्र बदल
Paradox,विरोधाभास
Parallel port,समांतर बंदर
Parameter,पॅरामीटर
Parasitic loss,परजीवी तोटा
Parasitic oscillation,परजीवी दोलन
Parity bit,पॅरिटी बिट
Parity testing,पॅरिटी टेस्टिंग
Parsec,पार्सेक
Partial resolution,आंशिक ठराव
Passband,पासबँड
Passive,निष्क्रीय
Passive network,निष्क्रिय नेटवर्क
Password,संकेतशब्द
Patch,पॅच
Patch cord,पॅच कॉर्ड
Path loss,पथ नुकसान
Pattern,नमुना
Payload,पेलोड
Peak altitude,पीक उंची
Peak anode current,पीक एनोड करंट
Peak limiter,पीक लिमिटर
Peak load,पीक लोड
Peak value,पीक मूल्य
Peaking,पीकिंग
Peak-to-peak voltage,पीक-टू-पीक व्होल्टेज
Peer-to-peer,पीअर-टू-पीअर
Perceptional model,समजात्मक मॉडेल
Perceptual model,समजूतदार मॉडेल
Performance,कामगिरी
Perigee,पेरिगी
Periodic test,नियतकालिक चाचणी
Peripheral,परिघीय
Peripherals,परिघीय
Permeability,पारगम्यता
Permittivity,परवानगी
Phantom power supply,फॅंटम वीजपुरवठा
Phase,टप्पा
Phase alteration line,फेज बदल ओळ
Phase comparator,फेज तुलनकर्ता
Phase delay,टप्पा विलंब
Phase discriminator,फेज भेदभाव करणारा
Phase locked loop frequency synthesizer,फेज लॉक लूप फ्रिक्वेन्सी सिंथेसाइझर
Phase modulation,फेज मॉड्यूलेशन
Phase reversal,फेज उलट
Phase shift keying,फेज शिफ्ट की
Phone in console,कन्सोल मध्ये फोन
Phone in programme,प्रोग्राममध्ये फोन
Physical layer,शारीरिक थर
Pictorial,सचित्र
Piezoelectric,पायझोइलेक्ट्रिक
Pilot generator,पायलट जनरेटर
Pilot signal,पायलट सिग्नल
Pilot tone,पायलट टोन
Piracy,पायरेसी
Pitch,खेळपट्टी
Pixel,पिक्सेल
Pixelization,पिक्सेलायझेशन
Plant,वनस्पती
Plasma,प्लाझ्मा
Platform,प्लॅटफॉर्म
Play back,परत खेळा
Play back amplifier,परत एम्पलीफायर खेळा
Play back head,मागे डोके खेळा
Playlist,प्लेलिस्ट
Playout,बाहेर खेळा
Plotter,प्लॉटर
Plug,प्लग
Pneumatic control system,वायवीय नियंत्रण प्रणाली
Polarisation,ध्रुवीकरण
Polarity,ध्रुवपणा
Polygon,बहुभुज
Polynomial,बहुपदीय
Polyphase filter bank,पॉलीफेज फिल्टर बँक
Porch,पोर्च
Porous absorber,सच्छिद्र शोषक
Port,बंदर
Positive peak,सकारात्मक शिखर
Post synchronisation,पोस्ट सिंक्रोनाइझेशन
Potentiometer,पोटेंटीमीटर
Power,शक्ती
Power amplifier,पॉवर एम्पलीफायर
Power combining,शक्ती संयोजन
Power consumption,वीज वापर
Power control,उर्जा नियंत्रण
Power density,उर्जा घनता
Power distribution,वीज वितरण
Power failure,शक्ती अपयश
Power gain,पॉवर गेन
Power indicator,पॉवर इंडिकेटर
Power interface,पॉवर इंटरफेस
Power supply,वीजपुरवठा
Power supply- schematic,वीजपुरवठा- योजनाबद्ध
Power switch,उर्जा कळ
Power transformer,पॉवर ट्रान्सफॉर्मर
Precedence effect,प्राधान्य प्रभाव
Predictive coding,भविष्यवाणी कोडिंग
Pre-emphasis,प्री-जोर
Pre-mix,प्री-मिक्स
Pre-recorded,पूर्व-रेकॉर्ड केलेले
Preservation,संरक्षण
Press button,बटण दाबा
Pressure testing,दबाव चाचणी
Primary colour,प्राथमिक रंग
Primary coverage,प्राथमिक कव्हरेज
Primitive polynomial,आदिम बहुपद
Printed circuit board (PCB),मुद्रित सर्किट बोर्ड (पीसीबी)
Printer,प्रिंटर
Procedure,प्रक्रिया
Process,प्रक्रिया
Processing,प्रक्रिया
Processor,प्रोसेसर
Profile,प्रोफाइल
Program multiplexing,प्रोग्राम मल्टिप्लेक्सिंग
Programme (program),कार्यक्रम (कार्यक्रम)
Programmer,प्रोग्रामर
Project management,प्रकल्प व्यवस्थापन
Proliferation,प्रसार
Propagation,प्रसार
Propagation  of radio waves,रेडिओ लहरींचा प्रसार
Propagation curve,प्रसार वक्र
Property,मालमत्ता
Proportional,प्रमाणित
Protection ratio,संरक्षण प्रमाण
Protective relay,संरक्षणात्मक रिले
Protocol,प्रोटोकॉल
Prototype,प्रोटोटाइप
Proxy server,प्रॉक्सी सर्व्हर
Psychoacoustic coder,सायकोएकॉस्टिक कोडर
Psychoacoustic mode,सायकोएकॉस्टिक मोड
Psychoacoustic model,सायकोएकॉस्टिक मॉडेल
Psychoacoustic phenomenon,सायकोएकॉस्टिक इंद्रियगोचर
Psychoacoustics,सायकोएकॉस्टिक्स
Psychometric chart,सायकोमेट्रिक चार्ट
Public address amplifier,सार्वजनिक पत्ता एम्पलीफायर
Public broadcaster,सार्वजनिक प्रसारक
Pulse,नाडी
Pulse code modulation,नाडी कोड मॉड्यूलेशन
Pulse generator,नाडी जनरेटर
Pulse modulation,नाडी मॉड्यूलेशन
Pulse rise time,नाडी वाढीची वेळ
Pulse width,नाडी रुंदी
Punched card,पंच कार्ड
Puncturing,पंक्चरिंग
Push button,बटन दाब
Push pull power amplifier,पुल पॉवर पॉवर एम्पलीफायर पुल
Quadraphonic,चतुष्पाद
Quadrature,चतुष्पाद
Quality,गुणवत्ता
Quality control,गुणवत्ता नियंत्रण
Quality factor,गुणवत्ता घटक
Quantity,प्रमाण
Quantization,परिमाण
Quantization error,परिमाण त्रुटी
Quantizing,परिमाण
Quenching,विस्मयकारक
Radiated power,रेडिएटेड पॉवर
Radiation,रेडिएशन
Radiation efficiency,रेडिएशन कार्यक्षमता
Radio,रेडिओ
Radio activity hazards,रेडिओ क्रियाकलाप धोके
Radio astronomy,रेडिओ खगोलशास्त्र
Radio frequency,रेडिओ वारंवारता
Radio frequency (RF) drive,रेडिओ फ्रिक्वेन्सी (आरएफ) ड्राइव्ह
Radio frequency (RF) feeder,रेडिओ फ्रिक्वेन्सी (आरएफ) फीडर
Radio frequency (RF) oscillator,रेडिओ फ्रिक्वेन्सी (आरएफ) ऑसीलेटर
Radio frequency (RF) synthesizer,रेडिओ फ्रिक्वेन्सी (आरएफ) सिंथेसाइझर
Radio interference,रेडिओ हस्तक्षेप
Radio location,रेडिओ स्थान
Radio networking (RN) channel,रेडिओ नेटवर्किंग (आरएन) चॅनेल
Radio propagation medium,रेडिओ प्रसार माध्यम
Radio receiver,रेडिओ रिसीव्हर
Radio regulations,रेडिओ नियम
Radio signal,रेडिओ सिग्नल
Radio spectrum,रेडिओ स्पेक्ट्रम
Radio tracking,रेडिओ ट्रॅकिंग
Radio transmitter,रेडिओ ट्रान्समीटर
Radio wave,रेडिओ वेव्ह
Radius,त्रिज्या
Ramp,रॅम्प
Random,यादृच्छिक
