Marathi,Malayalam
अपूर्ण गामा कार्य,അപൂർണ്ണമായ ഗാമാ പ്രവർത്തനം
विसंगती,പൊരുത്തക്കേട്
"विसंगत, विरोधी","പൊരുത്തമില്ലാത്ത, വിരുദ്ധമായ"
विसंगत नमुने,പൊരുത്തമില്ലാത്ത സാമ്പിളുകൾ
विसंगत शरीर,പൊരുത്തമില്ലാത്ത ശരീരം
"अशुद्ध, चुकीचे","അശുദ്ധം, തെറ്റ്"
चुकीचा निर्णय,തെറ്റായ തീരുമാനം
वाढ,വളർച്ച
वाढते कार्य,വർദ്ധിച്ചുവരുന്ന പ്രവർത്തനം
वाढ,വളർച്ച
अनिश्चित,അനിശ്ചിതത്വം
अनिश्चित फॉर्म,അനിശ്ചിത രൂപം
अनिश्चित अविभाज्य,അനിശ്ചിത അവിഭാജ്യ
अनिश्चित मॅट्रिक्स,അനിശ്ചിത മാട്രിക്സ്
अनिश्चित द्विधातु एकसमानता,അനിശ്ചിത ബൈമെറ്റാലിക് ഹോമോജെനിറ്റി
स्वातंत्र्य,സ്വാതന്ത്ര്യം
स्वतंत्र घटना,സ്വതന്ത്ര സംഭവം
स्वतंत्र कार्य,സ്വതന്ത്ര പ്രവർത്തനം
स्वतंत्र यादृच्छिक चल,സ്വതന്ത്ര റാൻഡം വേരിയബിൾ
स्वतंत्र अव्यक्त,സ്വതന്ത്ര വേരിയബിൾ
मनमोकळा विचार करणारा,സ്വതന്ത്ര ചിന്തകൻ
अनिश्चितता,അനിശ്ചിതത്വം
"अनिश्चित, अनिश्चित, अनिश्चित, असीम","അനിശ്ചിതമായ, അനിശ്ചിതമായ, അനിശ്ചിതത്വമുള്ള, അനന്തമായ"
अनिश्चित समीकरण,അനിശ്ചിതമായ സമവാക്യം
"अनिर्धारित फॉर्म, अनिर्धारित फॉर्म","അനിശ്ചിതമായ രൂപം, അനിശ്ചിതമായ രൂപം"
"घातांक, सूचक, निर्देशांक, निर्देशक, सूचक (v.)","എക്‌സ്‌പോണന്റ്, പോയിന്റർ, ഇൻഡക്‌സ്, ഡയറക്‌ടർ, പോയിന്റർ (വി.)"
सेटद्वारे माहिती दिली,സെറ്റ് അറിയിച്ചു
माहिती कुटुंब,കുടുംബത്തെ അറിയിച്ചു
निर्देशांक,സൂചിക
उपसमूह निर्देशांक,ഉപഗ്രൂപ്പ് സൂചിക
पॉइंटर सेट,പോയിന്റർ സെറ്റ്
चिन्ह,ചിഹ്നം
घातांकीय समीकरण,എക്സ്പോണൻഷ്യൽ സമവാക്യം
उदासीनता वक्र,നിസ്സംഗത വളവുകൾ
अप्रत्यक्ष फरक,പരോക്ഷ വ്യത്യാസം
अप्रत्यक्ष पुरावा,പരോക്ഷ തെളിവ്
अविभाज्य,പ്രധാനം
"आगमन, प्रेरण, प्रेरण","വരവ്, ഇൻഡക്ഷൻ, ഇൻഡക്ഷൻ"
आगमनात्मक,ഇൻഡക്റ്റീവ്
प्रेरक प्रतिमा,ഇൻഡക്റ്റീവ് ഇമേജറി
प्रेरक व्याख्या,ഇൻഡക്റ്റീവ് നിർവ്വചനം
आगमनात्मक अंदाज,ഇൻഡക്റ്റീവ് എസ്റ്റിമേറ്റ്
"असमानता, असमानता","അസമത്വം, അസമത്വം"
असमानता निर्बंध,അസമത്വ നിയന്ത്രണം
असमानता,അസമത്വം
जडत्व,ജഡത്വത്തെ
जडत्व शक्ती,ജഡത്വ ശക്തി
जडत्व,ജഡത്വം
अचूक फरक,കൃത്യമായ വ്യത്യാസം
रूपांतरण बिंदू,പരിവർത്തന പോയിന്റ്
"सर्वात कमी, सर्वात मोठी खालची सीमा","ഏറ്റവും താഴ്ന്ന, ഏറ്റവും വലിയ താഴ്ന്ന പരിധി"
"अनंत, अनंत","അനന്തമായ, അനന്തമായ"
अमर्याद,അനന്തമായ
असीम वेक्टर जागा,അനന്തമായ വെക്റ്റർ സ്പേസ്
अनंत खेळ,അനന്തമായ ഗെയിം
अनंत गट,അനന്തമായ സംഘം
अनंत अविभाज्य,അനന്തമായ അവിഭാജ്യ
असीम लोकसंख्या,അനന്തമായ ജനസംഖ്യ
अनंत मालिका,അനന്തമായ പരമ്പര
अनंत संच,അനന്തമായ സെറ്റ്
"अमर्याद सूक्ष्म, अमर्याद","അനന്തമായ സൂക്ഷ്മമായ, അനന്തമായ"
मूलभूत घटक,മൂലക ഘടകങ്ങൾ
असीम लोकसंख्या,അനന്തമായ ജനസംഖ്യ
"अनंत, अनंत","അനന്തത, അനന്തതകൾ"
"अनंत, अनंत","അനന്തമായ, അനന്തമായ"
महागाई घटक,പണപ്പെരുപ്പ ഘടകം
परिवर्तनीय स्पर्शिका,വേരിയബിൾ ടാൻജെന്റ്
उलट फोकस,റിവേഴ്സ് ഫോക്കസ്
अर्थातच बदल,കോഴ്സ് മാറ്റം
फंक्शनचे व्युत्पन्न,ഫംഗ്ഷന്റെ ഡെറിവേറ്റീവ്
सिग्मा मॅट्रिक्स,സിഗ്മ മാട്രിക്സ്
माहिती संसाधने,വിവര ഉറവിടങ്ങൾ
माहिती विज्ञान,വിവര ശാസ്ത്രം
"विषम, विषम","വ്യത്യസ്തമായ, അനുപാതമില്ലാത്ത"
एकसंध नसलेले समीकरण,ഏകതാനമല്ലാത്ത സമവാക്യം
नॉन-ट्रॉमॅटिक शरीर,നോൺ-ട്രോമാറ്റിക് ശരീരം
"प्रारंभिक, प्रारंभिक, प्रारंभिक","പ്രാരംഭ, പ്രാരംഭ, പ്രാരംഭ"
"प्रारंभिक स्थिती, प्रारंभिक प्रतिबंध","പ്രാരംഭ അവസ്ഥ, പ്രാരംഭ നിയന്ത്രണം"
सुरुवातीची ओळ,ആരംഭ വരി
प्रारंभ बिंदू,ആരംഭ പോയിന്റ്
प्रारंभिक उपाय,പ്രാരംഭ പരിഹാരം
प्रारंभिक वेग,പ്രാരംഭ വേഗത
एकच नकाशा,ഒറ്റ ഭൂപടം
एकल मॅपिंग,ഒറ്റ മാപ്പിംഗ്
विभेदक गुणाकार,ഡിഫറൻഷ്യൽ ഗുണനം
आतील बिंदू,ഇന്റീരിയർ പോയിന്റ്
अंतर्गत उत्पादन,ആന്തരിക ഉൽപ്പന്നം
"इनपुट (n.), इनपुट (v.)","ഇൻപുട്ട് (എൻ.), ഇൻപുട്ട് (വി.)"
इनपुट डेटा,ഇൻപുട്ട് ഡാറ്റ
गुंतवणुकीचे प्रवेशद्वार,നിക്ഷേപ കവാടം
गुंतवणूक उत्पादन विश्लेषण,നിക്ഷേപ ഔട്ട്പുട്ട് വിശകലനം
इनपुट आउटपुट नियंत्रण प्रणाली,ഇൻപുട്ട് ഔട്ട്പുട്ട് നിയന്ത്രണ സംവിധാനം
इनपुट आउटपुट सिस्टम,ഇൻപുട്ട് ഔട്ട്പുട്ട് സിസ്റ്റം
गुंतवणूक खंड,നിക്ഷേപ അളവ്
"गुंतवणूक रजिस्टर, गुंतवणूक रजिस्टर","നിക്ഷേപ രജിസ്റ്റർ, നിക്ഷേപ രജിസ്റ്റർ"
इनपुट टर्मिनल,ഇൻപുട്ട് ടെർമിനൽ
"आत, खाली","അകത്ത്, താഴെ"
क्षण,നിമിഷം
"तात्काळ, तात्काळ","തൽക്ഷണം, തൽക്ഷണം"
तात्काळ प्रवेग,തൽക്ഷണ ത്വരണം
झटपट रोटेशन,തൽക്ഷണ ഭ്രമണം
त्वरित केंद्र,തൽക്ഷണ കേന്ദ്രം
तात्काळ वेग,തൽക്ഷണ വേഗത
तात्काळ खंड,തൽക്ഷണ വോളിയം
"पूर्ण संख्या, पूर्णांक","പൂർണ്ണസംഖ്യ, പൂർണ്ണസംഖ്യ"
पूर्णांक रेखीय प्रोग्रामिंग,പൂർണ്ണസംഖ്യ ലീനിയർ പ്രോഗ്രാമിംഗ്
अखंडता,സമഗ്രത
अविभाज्य,സംയോജിപ്പിക്കാവുന്ന
अविभाज्य विभेदक समीकरण,ഇന്റഗ്രബിൾ ഡിഫറൻഷ്യൽ സമവാക്യം
अविभाज्य समीकरण,സംയോജിത സമവാക്യം
अविभाज्य कार्य,അവിഭാജ്യ പ്രവർത്തനം
"अविभाज्य, पूर्णांक","അവിഭാജ്യ, പൂർണ്ണസംഖ്യ"
इंटिग्रल कॅल्क्युलस इंटिग्रल कॅल्क्युलस,ഇന്റഗ്രൽ കാൽക്കുലസ് ഇന്റഗ്രൽ കാൽക്കുലസ്
अविभाज्य वक्र,അവിഭാജ്യ വക്രം
पूर्णांक डोमेन,പൂർണ്ണസംഖ്യ ഡൊമെയ്ൻ
अविभाज्य समीकरण,സമഗ്ര സമവാക്യം
"पूर्ण संख्या, पूर्णांक","പൂർണ്ണസംഖ്യ, പൂർണ്ണസംഖ്യ"
प्रथम प्रकारचा अविभाज्य,ആദ്യ തരം അവിഭാജ്യ
अविभाज्य प्रतिनिधित्व,സമഗ്രമായ പ്രാതിനിധ്യം
अविभाज्य चिन्ह,അവിഭാജ്യ ചിഹ്നം
समाकलित करा,സംയോജിപ്പിക്കുക
एकात्मिक शोषण गुणांक,സംയോജിത ആഗിരണം ഗുണകം
एकीकरण घटक,സംയോജന ഘടകം
एकीकरण,സംയോജനം
भिन्नता द्वारे एकत्रीकरण,ഡിഫറൻഷ്യൽ വഴിയുള്ള സംയോജനം
विभागीय एकत्रीकरण,സെഗ്മെന്റൽ ഇന്റഗ്രേഷൻ
तर्कशुद्धीकरणाद्वारे एकत्रीकरण,യുക്തിസഹീകരണത്തിലൂടെയുള്ള സംയോജനം
प्रतिस्थापनाद्वारे एकत्रीकरण,പകരം വയ്ക്കൽ വഴിയുള്ള സംയോജനം
प्रोग्रेसिव्ह इक्विव्हलन्सद्वारे एकत्रीकरण,പുരോഗമന തുല്യത പ്രകാരമുള്ള സംയോജനം
श्रेणीबद्ध एकीकरण,ശ്രേണിപരമായ ഏകീകരണം
वेक्टर एकत्रीकरण,വെക്റ്റർ സംയോജനം
बंद पृष्ठावर एकत्रीकरण,അടച്ച പേജിലെ സംയോജനം
इंटिग्रेटर,ഇന്റഗ്രേറ്റർ
अविभाज्य घटक,അവിഭാജ്യ ഘടകം
अभिन्न-विभेद समीकरण,ഇന്റഗ്രൽ-ഡിഫറൻഷ്യൽ സമവാക്യം
व्यत्यय,തടസ്സപ്പെടുത്തൽ
बदली ऑपरेशन,കമ്മ്യൂട്ടേറ്റീവ് ഓപ്പറേഷൻ
अदलाबदल करण्यायोग्य,പരസ്പരം മാറ്റാവുന്നത്
आंतरवर्गीय सहसंबंध,ഇന്റർക്ലാസ് പരസ്പരബന്ധം
परस्पर संबंध,പരസ്പരബന്ധം
सहसंबंध गुणांक,പരസ്പരബന്ധം ഗുണകം
"परस्परावलंबन, परस्परावलंबन","പരസ്പരാശ്രിതത്വം, പരസ്പരാശ്രിതത്വം"
परस्परावलंबी,പരസ്പരാശ്രിതം
व्याज,താൽപ്പര്യം
इंटरफेस पृष्ठ,ഇന്റർഫേസ് പേജ്
इंटरफेस कोन,ഇന്റർഫേസ് ആംഗിൾ
अविभाज्य,സമഗ്രമായ
एकात्मिक,സംയോജിപ്പിച്ചത്
"आतील, आतील, आतील (सं.), आतील, आतील, आतील (वि.)","അകം, അകം, അകം (അദ്ദേഹം.), അകം, അകം, അകം (വി.)"
आतील कोन,ആന്തരിക കോൺ
अंतर्गत क्षेत्र,ആന്തരിക മേഖല
आंतर-प्रांत,അന്തർ പ്രവിശ്യ
अंतर्गत घटक,ആന്തരിക ഘടകങ്ങൾ
सेटचे आतील भाग,സെറ്റിന്റെ ഇന്റീരിയർ
आतील कोन समोर,അഭിമുഖീകരിക്കുന്ന ഇന്റീരിയർ ആംഗിൾ
आत,അകത്ത്
आतील बिंदू,ഇന്റീരിയർ പോയിന്റ്
"मध्यवर्ती, दुय्यम, मध्यम, मध्य","ഇടത്തരം, ദ്വിതീയ, ഇടത്തരം, ഇടത്തരം"
मध्यवर्ती बिंदू,ഇന്റർമീഡിയറ്റ് പോയിന്റ്
मध्यवर्ती मूल्य प्रमेय,ഇന്റർമീഡിയറ്റ് മൂല്യ സിദ്ധാന്തം
अंतर्गत दुभाजक,ആന്തരിക വിഭജനം
इंटरपोलेशन,ഇന്റർപോളേഷൻ
अंतर्भूत सूत्र,ഉൾപ്പെടുത്തൽ ഫോർമുല
छेदन करणारा,വിഭജിക്കുന്നു
छेदन करणारा वक्र,വിഭജിക്കുന്ന വക്രം
छेदणाऱ्या रेषा,വിഭജിക്കുന്ന വരികൾ
"छेदनबिंदू, छेदनबिंदू, छेदनबिंदू","കവല, കവല, കവല"
छेदनबिंदू वक्र,കവല വളവ്
वक्र छेदनबिंदू,വളവുകളുടെ കവല
संचांचे छेदनबिंदू,സെറ്റുകളുടെ കവല
"अंतर, अंतर","വിടവ്, വിടവ്"
मध्यांतर अंदाज,ഇടവേള കണക്കാക്കൽ
मध्यांतर अंदाज,ഇടവേള കണക്കാക്കൽ
मध्यांतर मध्य बिंदू,ഇടവേള മധ്യ പോയിന്റ്
"आंतर-विभागीय प्रभाव, आंतर-विभागीय प्रभाव","ഇൻട്രാ-സെക്ഷണൽ പ്രഭാവം, ഇന്റർ-സെക്ഷണൽ പ്രഭാവം"
आंतरवर्गीय सहसंबंध,ഇന്റർക്ലാസ് പരസ്പരബന്ധം
शांतता,നിശ്ചലത
खात्रीने,ഉറപ്പാണ്
निश्चित प्रणाली,നിശ്ചിത സംവിധാനം
टेबल,മേശ
टेबल असाइनमेंट,ടേബിൾ അസൈൻമെന്റ്
टेबल नियंत्रण,പട്ടിക നിയന്ത്രണം
टेबल नियंत्रण मॉडेल,പട്ടിക നിയന്ത്രണ മോഡൽ
टेबल नियंत्रण प्रणाली,പട്ടിക നിയന്ത്രണ സംവിധാനം
टेबल सायकल,ടേബിൾ സൈക്കിൾ
टेबल ठेवण्याची किंमत,ടേബിൾ ഹോൾഡിംഗ് ചെലവ്
टेबल पॉइंट,ടേബിൾ പോയിന്റ്
टेबल धोरण,പട്ടിക നയം
टेबल स्थिती,മേശ സ്ഥാനം
"व्यस्त, उलट, विरुद्ध","വിപരീതം, വിപരീതം, വിപരീതം"
व्यस्त सहसंबंध,വിപരീത പരസ്പരബന്ധം
व्यस्त कार्य,വിപരീത പ്രവർത്തനം
हायपरबोलिक फंक्शन प्रति फोम,ഓരോ നുരയ്ക്കും ഹൈപ്പർബോളിക് ഫംഗ്ഷൻ
व्यस्त प्रमाणात,വിപരീത അനുപാതം
व्यस्त नकाशा,വിപരീത ഭൂപടം
परस्पर संख्या,പരസ്പര സംഖ്യ
व्यस्त मॅट्रिक्स,വിപരീത മാട്രിക്സ്
व्यस्त क्रमपरिवर्तन,വിപരീത ക്രമപ്പെടുത്തൽ
व्यस्त गुणोत्तर,വിപരീത അനുപാതം
व्यस्त त्रिकोणमितीय कार्य,വിപരീത ത്രികോണമിതി പ്രവർത്തനം
व्यस्त सूत्र,വിപരീത സൂത്രവാക്യം
क्रमाची प्रत,ക്രമത്തിന്റെ പകർപ്പ്
व्यस्त मॅट्रिक्स,വിപരീത മാട്രിക്സ്
व्यस्त रूपांतरण,വിപരീത പരിവർത്തനം
तर्कहीन,യുക്തിരഹിതമായ
तर्कहीन समीकरण,യുക്തിരഹിതമായ സമവാക്യം
तर्कहीन अभिव्यक्ती,യുക്തിരഹിതമായ ആവിഷ്കാരം
अपरिमेय संख्या,യുക്തിരഹിതമായ സംഖ്യ
तर्कहीन मूळ,യുക്തിരഹിതമായ റൂട്ട്
"अपरिवर्तनीय, अपरिवर्तनीय, असमान","മാറ്റാനാകാത്ത, മാറ്റാനാവാത്ത, തുല്യതയില്ലാത്ത"
रोटेशनल वेक्टर,ഭ്രമണ വെക്റ്റർ
रोटेशनल वेक्टर फंक्शन,ഭ്രമണ വെക്റ്റർ പ്രവർത്തനം
रोटेशनल वेग,ഭ്രമണ പ്രവേഗം
सममितीय (v.) उजवी रेषा (v.),ഐസോമെട്രിക് (വി.) വലത് രേഖ (വി.)
समक्रमण,സമന്വയം
पृथक अनिवार्य विचित्रता,ഒറ്റപ്പെട്ട നിർബന്ധിത വിചിത്രത
अलग बिंदू,ഒറ്റപ്പെട്ട പോയിന്റ്
"isometric, tritezole, cubic, isometric","ഐസോമെട്രിക്, ട്രൈറ്റസോൾ, ക്യൂബിക്, ഐസോമെട്രിക്"
समद्विभुज कॉन्फिगरेशन,ഐസോസിലിസ് കോൺഫിഗറേഷൻ
पुनरावृत्ती अविभाज्य,ആവർത്തന സംയോജനം
पुनरावृत्ती समाविष्ट करणे,ആവർത്തന ഉൾപ്പെടുത്തൽ
पुनरावृत्ती,ആവർത്തനം
पुनरावृत्ती सूत्र,ആവർത്തന സൂത്രവാക്യം
आवर्ती एकीकरण सूत्र,ആവർത്തന സംയോജന ഫോർമുല
पुनरावृत्ती प्रक्रिया,ആവർത്തന നടപടിക്രമം
पुनरावृत्ती पद्धत,ആവർത്തന രീതി
जेकोबियन,യാക്കോബിയൻ
जेकोबी सारनिक,ജേക്കബ് സാർനിക്
जेकोबी मॅट्रिक्स,ജേക്കബ് മാട്രിക്സ്
संचांचे संयोजन,സെറ്റുകളുടെ സംയോജനം
संयुक्त (v.) संयुक्त (v.),"ജോയിന്റ്, ജോയിന്റ് (എഡി.) ജോയിന്റ് (വി.)"
संयुक्त घनता कार्य,സംയുക്ത സാന്ദ്രത പ്രവർത്തനം
एकत्रित वारंवारता कार्य,സംയോജിത ആവൃത്തി പ്രവർത്തനം
संयुक्त अवलंबून चल,സംയുക്ത ആശ്രിത വേരിയബിൾ
संयुक्त संभाव्यता,സംയുക്ത സംഭാവ്യത
अंतर्भूत,ഉൾപ്പെടുത്തൽ
"कुदळ, उडी, प्लुटी","പാര, ചാട്ടം, പ്ലൂട്ടി"
प्लुटी खंडितता,പ്ലൂട്ടി നിർത്തലാക്കൽ
"न्याय्यता, औचित्य","ന്യായം, ന്യായീകരണം"
समर्थन करणे,ന്യായീകരിക്കുക
carnafe नकाशा,carnafe മാപ്പ്
"कर्नल, राख","കേർണലുകൾ, ചാരം"
मॅपिंग पॉइंट,മാപ്പിംഗ് പോയിന്റ്
"पायरोडायनामिक्स, प्युरिन डायनॅमिक्स","ശുദ്ധമായ ചലനാത്മകത, ശുദ്ധമായ ചലനാത്മകത"
गतीज ऊर्जा,ഗതികോർജ്ജം
"गतीशास्त्र, गतीशास्त्र","ചലനാത്മകത, ചലനാത്മകത"
कोल्मोगोरोफ-स्मिरनोव्ह चाचणी,കോൾമോഗോറോഫ്-സ്മിർനോവ് ടെസ്റ്റ്
क्रोनेकर डेल्टा,ക്രോണേക്കർ ഡെൽറ്റ
काकडी,വെള്ളരിക്ക
Lagrange कार्य,ലഗ്രാഞ്ച് ഫംഗ്ഷൻ
Lagrange गुणक,ലഗ്രാഞ്ച് മൾട്ടിപ്ലയർ
"फळी, फळी","പലക, പലക"
Laplace परिवर्तन,ലാപ്ലേസ് രൂപാന്തരം
मोठी संख्या,വലിയ സംഖ്യ
वैशिष्ट्यपूर्ण मूळ,സ്വഭാവം ഉത്ഭവം
बाजूचे पान,സൈഡ് പേജ്
लॅटिन चौरस,ലാറ്റിൻ ചതുരം
"नाळ, लॅटस गुदाशय","പൊക്കിൾക്കൊടി, ലാറ്റസ് മലാശയം"
"नियम, तत्त्वे","നിയമങ്ങൾ, തത്വങ്ങൾ"
वेग संयोजन नियम,വേഗത സംയോജന നിയമം
सुसंगतता नियम,അനുയോജ്യത നിയമം
परतावा कमी करणारा नियम,റിട്ടേൺസ് റൂൾ കുറയുന്നു
गुरुत्वाकर्षणाचा नियम,ഗുരുത്വാകർഷണ നിയമം
गटासाठी होमोमॉर्फिज्म नियम,ഗ്രൂപ്പിനുള്ള ഹോമോമോർഫിസം നിയമം
रिंगांसाठी होमोमॉर्फिजम नियम,വളയങ്ങൾക്കുള്ള ഹോമോമോർഫിസം നിയമം
वाढत्या खर्चाचा कायदा,വർദ്ധിച്ചുവരുന്ന ചെലവ് നിയമം
घातांक नियम,എക്സ്പോണൻഷ്യേഷൻ നിയമം
जडत्व कायदा,ജഡത്വ നിയമം
मोठ्या संख्येचा कायदा,വലിയ സംഖ്യകളുടെ നിയമം
संभाव्यता नियम,പ്രോബബിലിറ്റി റൂൾ
"साइन नियम, साइन नियम","സൈൻ റൂൾ, സൈൻ റൂൾ"
घातांकांचा नियम,ഘാതകങ്ങളുടെ നിയമം
गती नियम,വേഗത നിയമങ്ങൾ
"स्तर, स्तर","പാളി, ലെവൽ"
फॉरवर्ड गुणांक,ഫോർവേഡ് കോഫിഫിഷ്യന്റ്
समोरचा कर्ण,ഫ്രണ്ട് ഡയഗണൽ
फॉरवर्ड सब-मॅट्रिक्स,ഫോർവേഡ് സബ്-മാട്രിക്സ്
समोर पोस्ट,മുൻ പോസ്റ്റ്
"किमान, किमान, किमान","മിനിമം, മിനിമം, മിനിമം"
सर्वात कमी सामान्य (LCM),ഏറ്റവും കുറഞ്ഞ സാധാരണ പൊതു (LCM)
किमान घटक,മിനിമം ഘടകങ്ങൾ
सर्वात खालचा वर्ग,ഏറ്റവും താഴ്ന്ന ക്ലാസ്
किमान ओव्हरहेड मर्यादा,ഏറ്റവും കുറഞ്ഞ ഓവർഹെഡ് പരിധി
डावा संच,ഇടത് സെറ്റ്
घड्याळाच्या उलट दिशेने,എതിർ ഘടികാരദിശയിൽ
घड्याळाच्या उलट दिशेने स्क्रू,എതിർ ഘടികാരദിശയിലുള്ള സ്ക്രൂ
डावीकडे उलट,ഇടത് വിപരീതം
बाकी गुणाकार,ഇടത് ഗുണനം
लीबनिझ सूत्र,ലെബ്നിസ് ഫോർമുല
लांबी,നീളം
तुंगाक्कुडी,തുംഗക്കുടി
ट्रॅगस वक्र,ട്രഗസ് കർവ്
फुफ्फुसाचा मासा,ശ്വാസകോശമത്സ്യം
पातळी वक्र,ലെവൽ കർവ്
आत्मविश्वास पातळी,അത്മവിശ്വാസത്തിന്റെ അളവ്
महत्त्व पातळी,പ്രാധാന്യത്തിന്റെ തലം
कालक्रमानुसार,കാലക്രമത്തിൽ
शब्दकोश क्रम,നിഘണ്ടു ക്രമം
संभाव्यता कार्य,പ്രോബബിലിറ്റി ഫംഗ്ഷൻ
संभाव्यता प्रमाण चाचणी,പ്രോബബിലിറ്റി റേഷ്യോ ടെസ്റ്റ്
"मर्यादा, किरकोळ","പരിധി, നാമമാത്ര"
"किरकोळ, अत्यंत","നാമമാത്രമായ, തീവ്രമായ"
किरकोळ मूल्य,നാമമാത്ര മൂല്യം
सीमांत वेग,നാമമാത്ര പ്രവേഗം
सरासरी श्रेणी,ശരാശരി പരിധി
एकत्रीकरणाची मर्यादा,സംയോജനത്തിന്റെ പരിധി
अनुक्रम मर्यादा,അനുക്രമ പരിധി
"क्लस्टर पॉइंट, लिमिट पॉइंट","ക്ലസ്റ്റർ പോയിന്റ്, പരിധി പോയിന്റ്"
सीमांत वेग,നാമമാത്ര പ്രവേഗം
"रेषा, रेषा, लंबवर्तुळ","രേഖ, രേഖ, ദീർഘവൃത്തം"
"रेखीय, रेखीय, रेखीय","രേഖീയ, രേഖീയ, രേഖീയ"
रेखीय बिजवल्ली,രേഖീയ ബീജവല്ലി
रेखीय बीजगणितीय समीकरण,രേഖീയ ബീജഗണിത സമവാക്യം
रेखीय अंदाजे,രേഖീയ ഏകദേശം
रेखीय लक्षण,രേഖീയ അസിംപ്റ്റോട്ട്
रेखीय गुणांक,രേഖീയ ഗുണകം
शॉक जमा,ഷോക്ക് ശേഖരണം
शॉक निर्बंध,ഷോക്ക് നിയന്ത്രണം
रेखीय अवलंबित्व,രേഖീയ ആശ്രിതത്വം
रेखीय भिन्न समीकरण,ലീനിയർ ഡിഫറൻഷ്യൽ സമവാക്യം
"रेखीय परिमाण, रेखीय मापन, रेखीय लांबी-रुंदी","ലീനിയർ ഡൈമൻഷൻ, ലീനിയർ മെഷർമെന്റ്, ലീനിയർ ദൈർഘ്യം-വീതി"
"रेखीय समीकरण, चतुर्भुज समीकरण","ലീനിയർ ഇക്വേഷൻ, ക്വാഡ്രാറ്റിക് ഇക്വേഷൻ"
रेखीय एकसंधता,രേഖീയ ഏകത
रेखीय अपूर्णांक रूपांतरण,ലീനിയർ ഫ്രാക്ഷണൽ കൺവേർഷൻ
रेखीय कार्य,രേഖീയ പ്രവർത്തനം
रेखीय कार्य,രേഖീയ പ്രവർത്തനം
रेखीय गट,രേഖീയ ഗ്രൂപ്പ്
रेखीय स्वातंत्र्य,രേഖീയ സ്വാതന്ത്ര്യം
रेखीय स्वतंत्र संबंध,രേഖീയ സ്വതന്ത്ര ബന്ധം
रेखीय असमानता,രേഖീയ അസമത്വം
रेखीय नॉन-एकसंध विभेदक समीकरण,ലീനിയർ നോൺ-ഹോമോജീനസ് ഡിഫറൻഷ്യൽ ഇക്വേഷൻ
रेखीय अविभाज्य समीकरण,ലീനിയർ ഇന്റഗ്രൽ സമവാക്യം
रेखीय प्रक्षेपण,ലീനിയർ ഇന്റർപോളേഷൻ
रेखीय किमान चौरस प्रतिगमन विश्लेषण,ലീനിയർ ലീസ്റ്റ് സ്ക്വയർ റിഗ്രഷൻ അനാലിസിസ്
"एकेरी, रेखीय","ഏകവചനമായി, രേഖീയമായി"
रेखीय अवलंबून,രേഖീയമായി ആശ്രയിക്കുന്നത്
रेखीय स्वतंत्र,രേഖീയമായി സ്വതന്ത്രമായ
रेखीय मॅपिंग,ലീനിയർ മാപ്പിംഗ്
रेखीय क्रम,രേഖീയ ക്രമം
रेखीय क्रमिकरण,ലീനിയർ സീരിയലൈസേഷൻ
रेखीय प्रोग्रामिंग,ലീനിയർ പ്രോഗ്രാമിംഗ്
रेखीय प्रोग्रामिंग अल्गोरिदम,ലീനിയർ പ്രോഗ്രാമിംഗ് അൽഗോരിതം
रेखीय प्रोग्रामिंग समस्या,ലീനിയർ പ്രോഗ്രാമിംഗ് പ്രശ്നം
रेखीय प्रतिगमन,ലീനിയർ റിഗ്രഷൻ
रेखीय प्रतिगमन गुणांक,ലീനിയർ റിഗ്രഷൻ കോഫിഫിഷ്യന്റ്
"रेखीय संबंध, घातांकीय संबंध","രേഖീയ ബന്ധം, എക്സ്പോണൻഷ്യൽ ബന്ധം"
रेखीय लोकसंख्या,രേഖീയ ജനസംഖ്യ
रेखीय उपस्थान,രേഖീയ ഉപസ്ഥലം
रेखीय परिवर्तन,രേഖീയ പരിവർത്തനം
रेखीय प्रतिगमन,ലീനിയർ റിഗ്രഷൻ
रेखीय विभेदक अंदाज,ലീനിയർ ഡിഫറൻഷ്യൽ എസ്റ്റിമേറ്റ്
रेखीय वेग,രേഖീയ പ്രവേഗം
ओळ अविभाज्य,ലൈൻ ഇന്റഗ്രൽ
छेदनबिंदूची ओळ,കവലയുടെ വരി
प्रतिगमन ओळ,റിഗ്രഷൻ ലൈൻ
अवकाशीय वेक्टर,സ്പേഷ്യൽ വെക്റ്റർ
स्थानिक इष्टतम,പ്രാദേശിക ഒപ്റ്റിമൽ
"locus, locus","ലോക്കസ്, ലോക്കസ്"
लॉग लॉग लॉग,ലോഗ് ലോഗ് ലോഗ്
"लॉगरिदमिक, लॉगरिदमिक","ലോഗരിഥമിക്, ലോഗരിഥമിക്"
लॉगरिदमिक अचूकता,ലോഗരിഥമിക് കൃത്യത
लॉगरिथम गणना,ലോഗരിതം കണക്കുകൂട്ടൽ
"लॉगरिदमिक वक्र, लॉगरिदमिक वक्र","ലോഗരിഥമിക് വക്രം, ലോഗരിഥമിക് വക്രം"
लॉगरिदमिक व्युत्पन्न,ലോഗരിഥമിക് ഡെറിവേറ്റീവ്
लॉगरिदमिक भिन्नता,ലോഗരിഥമിക് ഡിഫറൻഷ്യൽ
