Bengali,Malayalam
রৈখিক হস্তক্ষেপ,രേഖീയ ഇടപെടൽ
লিনিয়ার মডুলেশন পদ্ধতি,ലീനിയർ മോഡുലേഷൻ രീതി
লিনিয়ার আর্ট ফিল্টার,ലീനിയർ ആർട്ട് ഫിൽട്ടർ
রৈখিক মেরুকরণ,രേഖീയ ധ്രുവീകരണം
রৈখিক এলাকা,രേഖീയ പ്രദേശം
রৈখিক নিয়ামক,ലീനിയർ കൺട്രോളർ
রৈখিক গতি,രേഖീയ ചലനം
রৈখিক সুইচিং,ലീനിയർ സ്വിച്ചിംഗ്
রৈখিক প্রশস্ততা modulated সিস্টেম,ലീനിയർ ആംപ്ലിറ്റ്യൂഡ് മോഡുലേറ്റഡ് സിസ്റ്റം
"লিঙ্ক স্তর, চেইন স্তর","ലിങ്ക് പാളി, ചെയിൻ പാളി"
সিরিয়াল প্রোগ্রাম,സീരിയൽ പ്രോഗ്രാം
সংযোগকারী লিমিটার,ബന്ധിപ്പിക്കുന്ന ലിമിറ്റർ
ঠোঁটের মাইক্রোফোন,ലിപ് മൈക്രോഫോൺ
লিসাজু চিত্র,ലിസാജു രൂപം
লিসাজাস পদ্ধতি,ലിസാജസ് രീതി
শ্রোতা,പ്രേക്ഷകർ
দর্শকদের ক্লান্তি,പ്രേക്ഷകരുടെ ക്ഷീണം
হেডফোন শোনা,ഹെഡ്‌ഫോൺ കേൾക്കുന്നു
লিথিয়াম প্রাথমিক ব্যাটারি,ലിഥിയം പ്രാഥമിക ബാറ്ററി
লিথোগ্রাফি,ലിത്തോഗ്രാഫി
রক প্রিন্টিং,റോക്ക് പ്രിന്റിംഗ്
সরাসরি সংগীত,തൽസമയ സംഗീത
লয়েড ফিশার ম্যাগনেটিক স্কোয়ার,ലോയ്ഡ് ഫിഷർ മാഗ്നറ്റിക് സ്ക്വയർ
ভার,ലോഡ് ചെയ്യുക
লোড ফ্যাক্টর,ലോഡ് ഘടകം
লোড প্রতিবন্ধকতা,ലോഡ് പ്രതിരോധം
লিফট লাইন,ലിഫ്റ്റ് ലൈൻ
ভার,ലോഡ്
লোব বায়বীয়,ലോബ് ഏരിയൽ
স্থানিক নেটওয়ার্ক (LAN),സ്പേഷ്യൽ നെറ്റ്‌വർക്ക് (LAN)
স্থানীয় বাস,പ്രാദേശിക ബസ്
স্থানীয় বাস ভিডিও সিস্টেম,പ്രാദേശിക ബസ് വീഡിയോ സിസ്റ്റം
স্থানীয় ট্রান্সমিশন বাস,പ്രാദേശിക ട്രാൻസ്മിഷൻ ബസ്
স্থানীয় আলাপ,പ്രാദേശിക സംസാരം
অ্যাসাইনমেন্ট পরিবর্ধক,അസൈൻമെന്റ് ആംപ്ലിഫയർ
অভিভাবক,സംരക്ഷകൻ
সীমাবদ্ধতা লুপ,നിയന്ത്രണ ലൂപ്പ്
অধিবেশন শুরু,സെഷൻ ആരംഭം
লগারিদমিক ফ্রিকোয়েন্সি অ্যান্টেনা,ലോഗരിഥമിക് ഫ്രീക്വൻസി ആന്റിന
প্রচার লেখা,പബ്ലിസിറ്റി എഴുത്ത്
যুক্তি বিশ্লেষক,ലോജിക് അനലൈസർ
লজিক সেল অ্যারে,ലോജിക് സെൽ അറേ
লজিক সার্কিট,ലോജിക് സർക്യൂട്ട്
যুক্তি এন্ট্রি,വാദം പ്രവേശനം
যুক্তি মোট,വാദം ആകെ
লজিক ক্যালকুলাস,ലോജിക് കാൽക്കുലസ്
লজিক গেট,ലോജിക് ഗേറ്റ്
যুক্তি বিশ্লেষণ,യുക്തി വിശകലനം
জনগণ,ജനങ്ങൾ
লগারিদমিক পরিবর্ধক,ലോഗരിഥമിക് ആംപ്ലിഫയർ
লগারিদমিক পরিবর্ধক,ലോഗരിഥമിക് ആംപ്ലിഫയർ
লগারিদমিক আবহাওয়া,ലോഗരിഥമിക് കാലാവസ്ഥ
লগারিদমিক স্কেল,ലോഗരിഥമിക് സ്കെയിൽ
উপবৃত্তাকার জোড়া,ദീർഘവൃത്താകൃതിയിലുള്ള ജോഡി
বড় শব্দ,വലിയ വാക്ക്
"লাউডস্পিকার, পরিবর্ধক ডিভাইস","ഉച്ചഭാഷിണി, ആംപ്ലിഫൈയിംഗ് ഉപകരണം"
কম ফ্রিকোয়েন্সি ক্ষতিপূরণ,കുറഞ്ഞ ഫ്രീക്വൻസി നഷ്ടപരിഹാരം
কম ফ্রিকোয়েন্সি শব্দ,കുറഞ്ഞ ആവൃത്തിയിലുള്ള ശബ്ദം
কম ফ্রিকোয়েন্সি খাঁজ ফিল্টার,കുറഞ്ഞ ഫ്രീക്വൻസി ഗ്രോവ് ഫിൽട്ടർ
কম ফ্রিকোয়েন্সি সংক্রমণ,കുറഞ്ഞ ഫ്രീക്വൻസി ട്രാൻസ്മിഷൻ
কম ফ্রিকোয়েন্সি ট্রান্সফরমার,കുറഞ്ഞ ഫ്രീക്വൻസി ട്രാൻസ്ഫോർമർ
নিম্ন স্তরের এনালগ সংকেত,താഴ്ന്ന നില അനലോഗ് സിഗ്നൽ
নিচু শব্দ,കുറഞ്ഞ ശബ്ദം
কম শব্দ তারের,കുറഞ്ഞ ശബ്ദ കേബിൾ
কম পাস ফিল্টার,കുറഞ്ഞ പാസ് ഫിൽട്ടർ
কম পাস ফিল্টার,കുറഞ്ഞ പാസ് ഫിൽട്ടർ
কম শক্তি আরসি সার্কিট,കുറഞ്ഞ പവർ ആർസി സർക്യൂട്ട്
নিম্ন থ্রেশহোল্ড যুক্তি,ലോ ത്രെഷോൾഡ് ലോജിക്
কম ভোল্টেজ পাওয়ার উৎস,കുറഞ്ഞ വോൾട്ടേജ് വൈദ്യുതി ഉറവിടം
কম প্লেব্যাক ফ্রিকোয়েন্সি,കുറഞ്ഞ പ്ലേബാക്ക് ഫ്രീക്വൻസി
কম প্লেব্যাক ফ্রিকোয়েন্সি,കുറഞ്ഞ പ്ലേബാക്ക് ഫ്രീക്വൻസി
এলপি স্লট,എൽപി സ്ലോട്ട്
এলপি রেকর্ড,എൽപി റെക്കോർഡ്
LS ভোল্টেজ অফসেট সুরক্ষা,എൽഎസ് വോൾട്ടേജ് ഓഫ്സെറ്റ് സംരക്ഷണം
অন্তত অর্থপূর্ণ খেলা,ഏറ്റവും അർത്ഥവത്തായ ഗെയിം
অন্তত উল্লেখযোগ্য স্কোর,ഏറ്റവും കുറഞ്ഞ സ്കോർ
বিশাল একীকরণ,വൻതോതിലുള്ള ഏകീകരണം
কম সম্ভাবনা,കുറഞ്ഞ സാധ്യത
তাকান,നോക്കൂ
লুমেন,ല്യൂമൻ
লুমেন ঘন্টা,ല്യൂമൻ മണിക്കൂർ
উজ্জ্বলতা,തിളക്കം
আলোকসজ্জা চিহ্ন,പ്രകാശ ചിഹ്നം
শিখা প্রবাহ,ജ്വാല ഫ്ലക്സ്
লুমার-ব্রোধন ফটোমিটার,ലുമർ-ബ്രോധൻ ഫോട്ടോമീറ്റർ
স্থানীয় উপাদান মডেল,പ്രാദേശികവൽക്കരിച്ച ഘടക മാതൃക
লিনিয়ার ভোল্টেজ ডিফারেনশিয়াল ট্রান্সফরমার,ലീനിയർ വോൾട്ടേജ് ഡിഫറൻഷ്യൽ ട്രാൻസ്ഫോർമർ
মেশিন চক্র,മെഷീൻ സൈക്കിൾ
মেশিন ভাষা,യന്ത്രഭാഷ
ম্যাকিটোশ কম্পিউটার,macitosh കമ്പ്യൂട്ടർ
ম্যাজিক চা,മാന്ത്രിക ചായ
চুম্বক,കാന്തം
চৌম্বক পরিবর্ধক,കാന്തിക ആംപ്ലിഫയർ
চৌম্বকীয় বুদ্বুদ মেমরি,കാന്തിക ബബിൾ മെമ്മറി
চৌম্বক কোর,കാന്തിക കോർ
চৌম্বক যুগল,കാന്തിക കപ്ലിംഗ്
চৌম্বকীয় ডেটা স্টোরেজ,കാന്തിക ഡാറ്റ സംഭരണം
চৌম্বকীয় বিচ্যুতি,കാന്തിക വ്യതിയാനം
চৌম্বকীয় ডিস্ক,കാന്തിക ഡിസ്ക്
চৌম্বক ক্ষেত্র,കാന്തികക്ഷേത്രം
চৌম্বক প্রবাহ,കാന്തിക പ്രവാഹം
চৌম্বকীয় ফোকাস,കാന്തിക ഫോക്കസ്
চুম্বক সংশ্লেষণ,മാഗ്നെറ്റോസിന്തസിസ്
চৌম্বক বল লাইন,കാന്തിക ബലരേഖ
চৌম্বক সংগ্রাহক,കാന്തിക കളക്ടർ
চৌম্বক মেরুতা,കാന്തിക ധ്രുവീകരണം
চৌম্বক মেরুতা,കാന്തിക ധ്രുവത
চৌম্বকীয় স্যাচুরেশন,കാന്തിക സാച്ചുറേഷൻ
চৌম্বক রক্ষা,കാന്തിക ഷീൽഡിംഗ്
চৌম্বক বিক্ষিপ্ততা,കാന്തിക പ്രക്ഷുബ്ധത
চৌম্বকীয় টেপ,കാന്തിക ടേപ്പ്
ম্যাগনেটোমিটার,മാഗ്നെറ്റോമീറ്റർ
চৌম্বক চালিকা শক্তি (mmf),കാന്തിക ചാലക ശക്തി (എംഎംഎഫ്)
ম্যাগনেট্রন,മാഗ്നെട്രോൺ
বিবর্ধন,മാഗ്നിഫിക്കേഷൻ
আয়তন,വ്യാപ്തം
মাত্রার তুলনাকারী,മാഗ്നിറ്റ്യൂഡ് താരതമ്യപ്പെടുത്തൽ
পরিমাণ ফাংশন,അളവ് പ്രവർത്തനം
বড় কম্পিউটার,വലിയ കമ്പ്യൂട്ടർ
প্রধান লাইন স্ট্রীম,പ്രധാന ലൈൻ സ്ട്രീം
সংখ্যাগরিষ্ঠ বাহক,ഭൂരിപക്ഷ കാരിയർ
সংখ্যাগরিষ্ঠ বাহক বর্তমান,ഭൂരിഭാഗം കാരിയർ കറന്റ്
"পাম্প সমন্বয়কারী, রিকম্বিন্যান্ট","പമ്പ് കോർഡിനേറ്റർ, റീകോമ്പിനന്റ്"
ম্যান (মেট্রোপলিটন এরিয়া নেটওয়ার্ক),MAN (മെട്രോപൊളിറ്റൻ ഏരിയ നെറ്റ്‌വർക്ക്)
ম্যানচেস্টার কোডিং,മാഞ്ചസ്റ്റർ കോഡിംഗ്
মানুষের আওয়াজ,മനുഷ്യ ശബ്ദം
ম্যান্টিসা,മാന്റിസ്സ
ম্যাপিং,മാപ്പിംഗ്
মার্কোনি অ্যান্টেনা,മാർക്കോണി ആന്റിന
সাইন/সময় অনুপাত,അടയാളം/സമയ അനുപാതം
আবরণ,മൂടി
মাস্ক প্রোগ্রাম করা রম,മാസ്ക് പ്രോഗ്രാം ചെയ്ത rom
ভাল কাজ বাধা,നല്ല പ്രവർത്തന തടസ്സം
কভার রম,കവർ റോം
"আয়তন, ভর","വോള്യം, പിണ്ഡം"
মাস্টার ঘড়ি,മാസ്റ്റർ ക്ലോക്ക്
মাস্টার অসিলেটর,മാസ്റ്റർ ഓസിലേറ്റർ
মিলে যাওয়া ফিল্টার,പൊരുത്തപ്പെടുന്ന ഫിൽട്ടർ
মিলে যাওয়া লোড,പൊരുത്തപ്പെടുന്ന ലോഡ്
ম্যাচিং,പൊരുത്തപ്പെടുന്നു
ম্যাট্রিক্স সমীকরণ,മാട്രിക്സ് സമവാക്യം
হেড অ্যান্টেনা টিভি,ഹെഡ് ആന്റിന ടി.വി
সর্বোচ্চ এগিয়ে,പരമാവധി മുന്നോട്ട്
সর্বোচ্চ লাভ,പരമാവധി നേട്ടം
সর্বোচ্চ শক্তি স্থানান্তর উপপাদ্য,പരമാവധി പവർ ട്രാൻസ്ഫർ സിദ്ധാന്തം
সর্বোচ্চ স্কোর,പരമാവധി സ്കോർ
সর্বোচ্চ বিপরীত ভোল্টেজ,പരമാവധി റിവേഴ്സ് വോൾട്ടേജ്
সর্বাধিক ব্যবহারযোগ্য ফ্রিকোয়েন্সি (MUF),പരമാവധി ഉപയോഗിക്കാവുന്ന ആവൃത്തി (MUF)
সর্বোচ্চ,പരമാവധി
ম্যাক্সওয়েল সমীকরণ,മാക്സ്വെൽ സമവാക്യം
মাইক্রো চ্যানেল গঠন,മൈക്രോ ചാനൽ ഘടന
M-প্রাপ্ত ফিল্টার,എം-ഡിറൈവ്ഡ് ഫിൽട്ടർ
গড় মুক্ত পথ,സ്വതന്ത്ര പാത എന്നർത്ഥം
গড় মূল্য,ശരാശരി മൂല്യം
বর্গক্ষেত্রের গড় মান,ചതുരം ശരാശരി മൂല്യം
পরিমাপক যন্ত্রপাতি,അളക്കുന്ന ഉപകരണം
যান্ত্রিক ফিল্টার,മെക്കാനിക്കൽ ഫിൽട്ടർ
মেডিকেল ইলেকট্রনিক্স,മെഡിക്കൽ ഇലക്ട്രോണിക്സ്
মেগা ওহম,മെഗാ ഓം
মেগাবাইট,മെഗാബൈറ്റ്
মেগার,മെഗ്ഗർ
স্মারক,അനുസ്മരണം
মেমরি অ্যাক্সেস সময়,മെമ്മറി ആക്സസ് സമയം
মেমরি অ্যারে,മെമ്മറി അറേ
মেমরি বাফার রেজিস্টার,മെമ്മറി ബഫർ രജിസ്റ്റർ
মেমরি সেল,മെമ്മറി സെൽ
মেমরি সেল &#39;ঘোড়দৌড়&#39; মঞ্চ,മെമ്മറി സെൽ &#39;റേസ് എറൗണ്ട്&#39; സ്റ്റേജ്
মেমরি চিপ,മെമ്മറി ചിപ്പ്
মাইক্রো সার্কিট,മൈക്രോ സർക്യൂട്ട്
মেমরি চক্র,മെമ്മറി സൈക്കിൾ
মেমরি চক্র,മെമ്മറി സൈക്കിൾ
মেমরি মানচিত্র,മെമ്മറി മാപ്പ്
মেমরি ম্যাপ করা ইনপুট/আউটপুট,മെമ്മറി മാപ്പ് ചെയ്ത ഇൻപുട്ട്/ഔട്ട്പുട്ട്
স্মৃতি পড়া,മെമ്മറി വായന
স্মৃতি লেখা,മെമ്മറി എഴുത്ത്
"মেনু, ক্যাটালগ","മെനു, കാറ്റലോഗ്"
অক্ষীয় সমতল,അക്ഷീയ തലം
নেট,നെറ്റ്
জাল বিশ্লেষণ,മെഷ് വിശകലനം
জাল প্রবাহ,മെഷ് സ്ട്രീം
জাল সমীকরণ,മെഷ് സമവാക്യം
ধাতু,ലോഹം
ধাতু বক্স,മെറ്റൽ ബോക്സ്
ধাতব ফিল্ম প্রতিরোধক,മെറ്റൽ ഫിലിം റെസിസ്റ്റർ
ধাতবকরণ,ലോഹവൽക്കരണം
মিটার,മീറ്റർ
এমএফটিডি (একাধিক টোন ডায়ালিং),MFTD (മൾട്ടിപ്പിൾ ടോൺ ഡയലിംഗ്)
মো,മോ
MIC (মাইক্রোওয়েভ ইন্টিগ্রেটেড সার্কিট),എം.ഐ.സി (മൈക്രോവേവ് ഇന്റഗ്രേറ്റഡ് സർക്യൂട്ട്)
মাইকা ক্যাপাসিটর,മൈക്ക കപ്പാസിറ്റർ
MICR,MICR
সূক্ষ্ম চিহ্ন,സൂക്ഷ്മമായ അടയാളങ്ങൾ
মাইক্রোকম্পিউটার,മൈക്രോകമ്പ്യൂട്ടർ
মাইক্রো কন্ট্রোলার,മൈക്രോ കൺട്രോളർ
মাইক্রো ইলেকট্রনিক্স,മൈക്രോ ഇലക്ട്രോണിക്സ്
মাইক্রোফ্যারাড,മൈക്രോഫാരഡ്
মাইক্রোফিশ,മൈക്രോഫിഷ്
মাইক্রো নির্দেশ,സൂക്ഷ്മ നിർദ്ദേശം
মাইক্রোস্কোপিক অপারেটিং সিস্টেম,മൈക്രോസ്കോപ്പിക് ഓപ്പറേറ്റിംഗ് സിസ്റ്റം
সূক্ষ্ম যুক্তি,സൂക്ഷ്മമായ ന്യായവാദം
মাইক্রন,മൈക്രോൺ
মাইক্রোফোন,മൈക്രോഫോൺ
মাইক্রোটোনিক প্রভাব,മൈക്രോടോണിക് പ്രഭാവം
"মাইক্রোপ্রসেসর, মাইক্রোপ্রসেসর","മൈക്രോപ്രൊസസർ, മൈക്രോപ്രൊസസർ"
মাইক্রোপ্রসেসর কোড,മൈക്രോപ്രൊസസർ കോഡ്
মাইক্রো প্রোগ্রাম,മൈക്രോ പ്രോഗ്രാം
"মাইক্রো প্রোগ্রামিং, মাইক্রো প্রোগ্রামিং","മൈക്രോ പ്രോഗ്രാമിംഗ്, മൈക്രോ പ്രോഗ്രാമിംഗ്"
মাইক্রো সেকেন্ড,മൈക്രോ സെക്കന്റ്
মাইক্রো স্ট্রিপ অ্যান্টেনা,മൈക്രോ സ്ട്രിപ്പ് ആന്റിന
মাইক্রো স্ট্রিপ ট্রান্সমিশন লাইন,മൈക്രോ സ്ട്രിപ്പ് ട്രാൻസ്മിഷൻ ലൈൻ
"মাইক্রোওয়েভ, মাইক্রোওয়েভ","മൈക്രോവേവ്, മൈക്രോവേവ്"
মাইক্রোওয়েভ পরিবর্ধক,മൈക്രോവേവ് ആംപ്ലിഫയർ
মাইক্রোওয়েভ অ্যান্টেনা,മൈക്രോവേവ് ആന്റിന
মাইক্রো ওয়েভ লিঙ্ক,മൈക്രോ വേവ് ലിങ്ക്
মাইক্রোওয়েভ ট্রান্সমিশন উইন্ডো,മൈക്രോവേവ് ട്രാൻസ്മിഷൻ വിൻഡോ
মাইক্রোওয়েভ টিউব,മൈക്രോവേവ് ട്യൂബ്
মধ্য ব্যান্ড পরিসীমা,മിഡ് ബാൻഡ് ശ്രേണി
MIDI (ইন্সট্রুমেন্টাল ডিজিটাল ইন্টারফেস),മിഡി (ഇൻസ്ട്രുമെന്റൽ ഡിജിറ്റൽ ഇന്റർഫേസ്)
মিলার প্রভাব ক্যাপাসিট্যান্স,മില്ലർ ഇഫക്റ്റ് കപ്പാസിറ്റൻസ്
মিলার ইন্টিগ্রেটর,മില്ലർ ഇന്റഗ്രേറ്റർ
মিলার কল বেস,മില്ലർ കോൾ ബേസ്
মিলার উপপাদ্য,മില്ലർ സിദ്ധാന്തം
মিলিমিটার,മില്ലിമീറ്റർ
মিলি অ্যাম্পিয়ার,മില്ലി ആമ്പിയർ
মিলি হেনরি,മില്ലി ഹെൻറി
মিলম্যানের উপপাদ্য,മിൽമാന്റെ സിദ്ധാന്തം
সংক্ষিপ্তকরণ,ചുരുക്കുന്നു
সংখ্যালঘু বাহক,ന്യൂനപക്ഷ കാരിയർ
সংখ্যালঘু বাহক প্রবাহ,ന്യൂനപക്ഷ കാരിയർ സ്ട്രീം
মিনটার্ম,Minterm
বিয়োগ,കുറയ്ക്കൽ
এম.পি.এস.,എം.പി.എസ്.
মিসলাইনমেন্ট,തെറ്റായ ക്രമീകരണം
বিমোচন,അബ്ലേഷൻ
মিক্সার,മിക്സർ
এমএমইউ (মেমরি ম্যানেজমেন্ট ইউনিট),എം.എം.യു (മെമ്മറി മാനേജ്മെന്റ് യൂണിറ്റ്)
স্মৃতিসংক্রান্ত,ഓർമ്മപ്പെടുത്തൽ
চলমান ইলেকট্রন,ചലിക്കുന്ന ഇലക്ട്രോണുകൾ
গতিশীলতা,ചലനാത്മകത
মডেলের বিচ্যুতি,മോഡൽ വ്യതിചലനം
মোড,മോഡ്
মডেল,മാതൃക
মডেম,മോഡം
অপরিবর্তিত ফ্রিকোয়েন্সি মডুলেশন কোডিং,മാറ്റമില്ലാത്ത ഫ്രീക്വൻസി മോഡുലേഷൻ കോഡിംഗ്
মডুলার নকশা,മോഡുലാർ ഡിസൈൻ
modulated,മോഡുലേറ്റ് ചെയ്തു
মড্যুলেশন,മോഡുലേഷൻ
মডুলেশন গভীরতা,മോഡുലേഷൻ ഡെപ്ത്
মড্যুলেশন সূচক,മോഡുലേഷൻ സൂചിക
মড্যুলেশন শতাংশ,മോഡുലേഷൻ ശതമാനം
মডিউল,മൊഡ്യൂൾ
মডুলাস n গুণক,മോഡുലസ് n മൾട്ടിപ്ലയർ
ক্যালকুলেটর মডুলাস,കാൽക്കുലേറ്റർ മോഡുലസ്
অণু,തന്മാത്ര
আবেগ,പ്രേരണ
মনিটর,മോണിറ്റർ
একরঙা,മോണോക്രോമാറ്റിക്
একরঙা প্রদর্শন,മോണോക്രോമാറ്റിക് ഡിസ്പ്ലേ
মনোলিথিক (IC),മോണോലിത്തിക്ക് (IC)
একক পালস,ഒറ്റ പൾസ്
একীভূত মাল্টিভাইব্রেটর,മോണോസ്റ്റേഷണറി മൾട്ടിവൈബ്രേറ്റർ
অভিন্নতা,ഏകരൂപം
মুরের সূত্র,മൂറിന്റെ നിയമം
মোর্স কোড,മോഴ്സ് കോഡ്
mosfet,മോസ്ഫെറ്റ്
অর্থপূর্ণ চরিত্র,ഏറ്റവും അർത്ഥവത്തായ കഥാപാത്രം
মাদার বোর্ড,മദർ ബോർഡ്
মোটর,മോട്ടോർ
মোটর কর্ম,മോട്ടോർ പ്രവർത്തനം
অভিযুক্তি,കുറ്റപ്പെടുത്തൽ
মাউস,മൗസ്
চলমান কুন্ডলি লাউডস্পিকার,ചലിക്കുന്ന കുണ്ഡലി ഉച്ചഭാഷിണി
চলমান মিটার,റണ്ണിംഗ് മീറ്റർ
সামপেগ,സാംപെഗ്
এমপিইউ,എം.പി.യു
MSD (সর্বোচ্চ নম্বর),എം.എസ്.ഡി (ഏറ്റവും ഉയർന്ന സ്കോർ)
এমএস উইন্ডোজ,MS വിൻഡോസ്
M.T.B.F. (পার্থক্য ব্যর্থতার মধ্যমা),എം.ടി.ബി.എഫ്. (വ്യത്യാസം പരാജയ ശരാശരി)
মাল্টিকলাম ক্লিস্ট্রন,മൾട്ടി കോളം ക്ലൈസ്ട്രോൺ
পলিমার সংযোগকারী,പോളിമർ കണക്റ്റർ
মাল্টিমিডিয়া,മൾട്ടിമീഡിയ
মাল্টিমিটার,മൾട്ടിമീറ്റർ
একাধিক ইমিটার ট্রানজিস্টর,മൾട്ടിപ്പിൾ എമിറ്റർ ട്രാൻസിസ്റ്റർ
মাল্টিট্রেসিং,മൾട്ടിട്രേസിംഗ്
যোগ্যতা,യോഗ്യത
গুণক,ഗുണനം
বহু সম্পদ,മൾട്ടി റിസോഴ്സ്
মাল্টিপ্রোগ্রামিং,മൾട്ടിപ്രോഗ്രാമിംഗ്
একাধিক পরিসীমা,ഒന്നിലധികം ശ്രേണി
বহুপদী পরিবর্ধক,ബഹുപദ ആംപ്ലിഫയർ
multifunction,മൾട്ടിഫങ്ഷൻ
নিঃশব্দ,നിശബ്ദമാക്കുക
পারস্পরিক বৈশিষ্ট্য,പരസ്പര സവിശേഷതകൾ
পারস্পরিক পরিবাহিতা,പരസ്പര ചാലകത
পারস্পরিক সংযোগ,പരസ്പര ബന്ധനം
পারস্পরিক প্রেরণা,പരസ്പര പ്രചോദനം
পারস্পরিকতা,പരസ്പരബന്ധം
মাইলার পিসি। বপন,മൈലാർ പി.സി. വിതയ്ക്കുക
এন-ব্যাপার,N-കാര്യം
NAMPS,NAMPS
নন্দ-নন্দ সার্কিট,നന്ദ്-നന്ദ് സർക്യൂട്ട്
"ন্যানো সেকেন্ড (- থেকে, )","നാനോ സെക്കൻഡ് (- to, )"
নেপিয়ারের আইন,നേപ്പിയർ നിയമം
সংকীর্ণ ব্যান্ড,ഇടുങ്ങിയ ബാൻഡ്
সংকীর্ণ ব্যান্ড শব্দ,ഇടുങ്ങിയ ബാൻഡ് ശബ്ദം
সংকীর্ণ ব্যান্ড পার্ক গোলমাল,ഇടുങ്ങിയ ബാൻഡ് പാർക് ശബ്ദം
স্থানীয় দোভাষী,സ്വദേശി വ്യാഖ്യാതാവ്
প্রাকৃতিক গণনা,സ്വാഭാവിക കണക്കുകൂട്ടൽ
প্রাকৃতিক ফ্রিকোয়েন্সি,സ്വാഭാവിക ആവൃത്തി
প্রাকৃতিক লগারিদম,സ്വാഭാവിക ലോഗരിതം
কাছাকাছি কল,അടുത്ത വിളി
কম্পনের কাছাকাছি,വിറയലിനടുത്ത്
"নিডেল বেগ, ইনভেন্টরি বেগ","സൂചി വെലോസിറ്റി, ഇൻവെന്ററി വെലോസിറ്റി"
নিষেধাজ্ঞা,നിരോധനം
নিষেধাজ্ঞা বিজ্ঞপ্তি,നിരോധന അറിയിപ്പ്
নিষেধাজ্ঞার প্রতীক,നിരോധന ചിഹ്നം
নেতিবাচক গেট,നെഗറ്റീവ് ഗേറ്റ്
নেতিবাচক শেষ গেট,നെഗറ്റീവ് എൻഡ് ഗേറ്റ്
নেতিবাচক বন্ধন,നെഗറ്റീവ് ബോണ്ട്
নেতিবাচক শিয়ারিং,നെഗറ്റീവ് ഷേറിംഗ്
নেতিবাচক মূল,നെഗറ്റീവ് കോർ
নেতিবাচক ইমিটার ট্রেলিং,നെഗറ്റീവ് എമിറ്റർ ട്രെയിലിംഗ്
নেতিবাচক পুনর্বিনিয়োগ,നെഗറ്റീവ് പുനർനിക്ഷേപം
নেতিবাচক পুনর্বিনিয়োগ পরিবর্ধক,നെഗറ്റീവ് റീഇൻവെസ്റ്റ്മെന്റ് ആംപ്ലിഫയർ
নেতিবাচক যুক্তি,നെഗറ്റീവ് വാദം
ঋণাত্মক বা গেট,നെഗറ്റീവ് OR ഗേറ്റ്
নেতিবাচক মেরুতা,നെഗറ്റീവ് പോളാരിറ്റി
নেতিবাচক প্রতিরোধ,നെഗറ്റീവ് പ്രതിരോധം
নেতিবাচক প্রতিরোধের অঞ্চল,നെഗറ്റീവ് പ്രതിരോധ മേഖല
নেতিবাচক সরবরাহ,നെഗറ്റീവ് വിതരണം
নেতিবাচক তাপমাত্রা,നെഗറ്റീവ് താപനില
নেতিবাচক তাপমাত্রা সহগ,നെഗറ്റീവ് താപനില ഗുണകം
নেতিবাচক সংক্রমণ,നെഗറ്റീവ് ട്രാൻസ്മിഷൻ
নেতিবাচক গাছ,നെഗറ്റീവ് വൃക്ഷം
নেতিবাচক টানেল ডায়োড,നെഗറ്റീവ് ടണൽ ഡയോഡ്
নেতিবাচক মিথ্যা,നെഗറ്റീവ് തെറ്റ്
নেতিবাচক সত্য,നെഗറ്റീവ് സത്യം
নগণ্য,നിസ്സാരമായ
নেম্যাটিক তরল স্ফটিক,നെമാറ്റിക് ഫ്ലൂയിഡ് ക്രിസ്റ്റൽ
নেতিবাচক মোড,നെഗറ്റീവ് മോഡ്
নিয়ন বাতি,നിയോൺ വിളക്ക്
ন্যাপার,നാപ്പർ
নেস্টেড শাখা,കൂടുകൂട്ടിയ ശാഖ
নেস্টেড কাজের চিহ্ন,നെസ്റ്റഡ് വർക്ക് ഫ്ലാഗ്
বাসা বাঁধা,കൂടുകെട്ടൽ
পরম অপবিত্রতা ঘনত্ব,കേവല അശുദ്ധി ഏകാഗ്രത
নেট তালিকা,നെറ്റ് ലിസ്റ്റ്
"নেটওয়ার্ক, নেটওয়ার্ক","നെറ്റ്വർക്ക്, നെറ്റ്വർക്ക്"
নেটওয়ার্ক ড্রাইভ,നെറ്റ്വർക്ക് ഡ്രൈവ്
নেটওয়ার্ক অপারেটর,നെറ്റ്വർക്ക് ഓപ്പറേറ്റർ
নেটওয়ার্ক মডেল,നെറ്റ്വർക്ക് മോഡൽ
নেটওয়ার্ক অপারেটিং সিস্টেম,നെറ്റ്വർക്ക് ഓപ്പറേറ്റിംഗ് സിസ്റ്റം
নেটওয়ার্ক সার্ভার,നെറ്റ്വർക്ക് സെർവർ
নেটওয়ার্ক গঠন,നെറ്റ്വർക്ക് ഘടന
নেটওয়ার্ক তত্ত্ব,നെറ്റ്വർക്ക് സിദ്ധാന്തം
নেটওয়ার্ক টপোলজি,നെറ്റ്വർക്ക് ടോപ്പോളജി
মুডি,മൂഡി
নিরপেক্ষ লাইন,ന്യൂട്രൽ ലൈൻ
বিষণ্ণ অঞ্চল,വിഷാദ മേഖല
নিরপেক্ষকরণ সার্কিট,ന്യൂട്രലൈസേഷൻ സർക്യൂട്ട്
নিরপেক্ষকরণ,ന്യൂട്രലൈസേഷൻ
নিউট্রন,ന്യൂട്രോൺ
নেক্সট জেনারেশন সিপিইউ,അടുത്ത തലമുറ സിപിയു
