Malayalam,English
മാസ്റ്റർ ഫയൽ,Master file
ചടങ്ങുകളുടെ മാസ്റ്റർ,Master of ceremonies
മാസ്റ്റർ പ്ലാൻ,Master plan
പൊരുത്തപ്പെടുത്തൽ ഗ്രാന്റ്,Matching grant
അസംസ്കൃതപദാര്ഥം,Material
മാതൃതം,Maternity
പ്രസവാവധി,Maternity leave
മെട്രിക്കുലേറ്റ്,Matriculate
മാട്രിമോണിയൽ,Matrimonial
പകമായ,Mature
പൂർണതാ കാലാവധി,Maturity date
പരമാവധി,Maximum
അർത്ഥം,Means
അളക്കുക,Measure
അളവ്,Measurement
അളക്കുക,Measures
യന്തപ്പണിക്കാരന്,Mechanic
യന്തസംബന്ധമായ,Mechanical
യന്തനിര്മ്മാണം,Mechanism
മാദ്ധമം,Media
ഇടനില്ക്കുക,Mediate
വൈദസംബന്ധമായ,Medical
മെഡിക്കൽ ആനുകൂല്യം,Medical benefit
വൈദ്യ പരിശോധന,Medical examination
മെഡിസോ-നിയമപരമായ,Medico-legal
മധസ്ഥാനം,Medium
ക്യാമറയിൽ മീറ്റിംഗ്,Meeting in camera
അംഗം,Member
മെമ്മോ,Memo
സ്മാരകമായ,Memorial
മാനസിക കഴിവ്,Mental ability
മെനു,Menu
ലയനം,Merger
മതിപ്പ്,Merit
മെറിറ്റ് പട്ടിക,Merit list
കരുമായി,Meritorious
മോണിറ്റുകൾ,Merits
മെറിറ്റ് സ്കോളർഷിപ്പ്,Merit scholarship
ദൂത്,Message
സന്വദായം,Method
രീതിശാസ്തം,Methodology
മെട്രോപൊളിറ്റൻ പ്രദേശം,Metropolitan area
ഇടത്തരം വരുമാന ഗ്രൂപ്പ്,Middle income group
മിഡിൽമാൻ,Middleman
മിഡ്വിഫറി,Midwifery
കുടിയേറ്റക്കാരൻ,Migrant
മൈലേജ്,Mileage
മോണിറ്റൻസി,Militancy
മില്ലേനിയം,Millennium
ചെറുതാക്കുക,Miniature
ഏറ്റവും കുറഞ്ഞ,Minimum
ഖനനം,Mining
ശുശ്രക്ക,Ministerial
മന്തിസഭ,Ministry
പ്രായപൂർത്തിയാകാത്ത,Minor
ന്യൂനപക്ഷം,Minority
ചെറിയ കൃതികൾ,Minor works
മിനിറ്റ്,Minutes
ദുര്ബലമായ,Misappropriation
മോശം പെരുമാറ്റം,Misbehaviour
നീതിയുടെ ജസ്റ്റിസിന്റെ,Miscarriage of justice
കലര്പ്പായ,Miscellaneous
ദോഷത്തിന്റെ,Mischief
തെറ്റായ),Misclassification
ദുര്നയം,Misconduct
തെറ്റിദ്ധരിപ്പിക്കുക,Mislead
ദുരുപയോഗം,Mismanagement
തെറ്റായി പ്രതിധ്രാന്തനം,Misrepresentation
വസ്തുതകളുടെ തെറ്റായി,Misstatement of facts
തെറ്റിദ്ധാരണ,Misunderstanding
ദുര്വിനിയോഗം,Misuse
സമ്മിശ്ര സമ്പദ്വ്യവസ്ഥ,Mixed economy
ജനബ്,Mob
ഇളക്കാവുന്ന,Mobile
ചലനക്ഷമത,Mobility
മാതിരി,Mode
മാതൃക,Model
മോഡറേറ്റര്,Moderator
മാറ്റംവരുത്തല്,Modification
പ്രവർത്തനരീതി,Modus operandi
പണ ഗ്രാന്റ്,Monetary grant
പണം,Money
നിരന്തരം നിരീക്ഷിക്കുക,Monitor
മോണണാമി,Monogamy
മോണോഗ്രാം,Monogram
കുത്തക,Monopoly
മോണ്ടണി,Monotony
പ്രതിമാസ ടൂർ ഡയറി,Monthly tour diary
മാസം മുതൽ മാസം വരെ,Month to month
സദാചാരമായ,Moral
മോറേളി,Morale
ധാർമ്മിക പത്രിക,Moral turpitude
മൊറട്ടോറിയം,Moratorium
മരണനിരപ്പ്,Mortality
ജാമ്യം,Mortgage
ഏറ്റവും രഹസ്യാത്മകമാണ്,Most confidential
മാതൃ ഭാഷ,Mother tongue
ചലനം,Motion
ചലന പഠനം,Motion study
പേരണ,Motivation
പേരകം,Motive
മുദ്രാവാക്യം,Motto
മുഖപത്രം,Mouthpiece
ഇളക്കാവുന്ന,Movable
ചലിക്കുക,Move
ചലനം,Movement
ബഹുമതികൾ,Multifarious
മൾട്ടി പർപ്പസ്,Multipurpose
മുനിസിപ്പൽ ടാക്സ്,Municipal tax
കാഴ്ചബംഗ്ലാവ്,Museum
ശേഖരം റോൾ,Muster roll
മ്യൂട്ടേഷൻ,Mutation
മത്തറ്റിസ് മുത്തണ്ടിസ്,Mutatis mutandis
പരസ്പര ധാരണ,Mutual understanding
പേര് കാർഡ്,Name card
മയക്കുമരുന്ന്,Narcotic
വിവരണ മൂല്യനിർണ്ണയം,Narrative appraisal
ആഖ്യാതാവ്,Narrator
രാഷ്ടം,Nation
ദേശീയം,National
ദേശീയലസം,Nationalism
പൗരതം,Nationality
ദേശൈസായില്ലായ്മ,Nationalization
ദേശീയ ഭാഷ,National language
ദേശീയ സേവിംഗ്സ് സർട്ടിഫിക്കറ്റ്,National savings certificate
നാട്ടുകാരി,Native
സാഭാവികമായ,Natural
നാട്ടിഫൈസേഷന്,Naturalization
നാവിക സേന,Naval force
സങ്കു,Navigable
കപ്പല് ഓട്ടം,Navigation
നായിസ്,Nayes
ആവശ്യമായ പ്രവർത്തനം,Necessary action
ആവശമായ,Needful
നിഷേധിക്കുന്ന,Negative
അവഗണന,Neglect
അശദ്ധ,Negligence
നിസ്സാരമായി,Negligible
അംഗീകാരപരമായ,Negotiability
സാധനീയമായ ഉപകരണം,Negotiable instrument
കൂടിയാലോചന,Negotiation
ചലച്ചിത്രക്കാരൻ,Negotiator
നിപോട്ടിസം,Nepotism
വല,Net
മൊത്തം നിക്ഷേപം,Net investment
നിക്ഷ്പക്ഷമായ,Neutral
വാര്ത്ത,News
വാർത്താക്കുറിപ്പ്,Newsletter
വര്ത്തമാനപ്പതം,Newspaper
വാർത്താക്കുറിപ്പ്,News reader
അടുത്ത ബന്ധുക്കൾ,Next of kin
രാത്രി ഡ്യൂട്ടി,Night duty
താൽഫർട്ട് റിപ്പോർട്ട്,Nil report
പ്രവേശനമില്ല,No admission
ഡിമാൻഡ് സർട്ടിഫിക്കറ്റ് ഇല്ല (= കുടിശ്ശിക സർട്ടിഫിക്കറ്റ് ഇല്ല),No demand certificate(=no dues certificate)
നാമപദം,Nomenclature
നാമമാത്രമായ ചിലവ്,Nominal cost
നാമമാത്ര മൂല്യം (= മുഖത്തിന്റെ മൂല്യം),Nominal value(=face value)
നാമനിര്ദ്ദേശം ചെയ്യുക,Nominate
നാമനിര്ദേശം,Nomination
നോമിനി,Nominee
പ്രായം,Non-age
സംഭാഷണമല്ലാത്തത്,Non-contributory
അത്യാവശ്യമല്ലാത്തവ,Non-essential
നോൺ-ഗസറ്റ്,Non-gazetted
താൽപ്പര്യേതര പ്രസവത്കരണം,Non-interest bearing
ജുഡീഷ്യൽ ഇതര,Non-judicial
ശുശ്രൂഷ ഇതര,Non-ministerial
മാറ്റം വരുത്താന് പറ്റാത്ത,Non-negotiable
-ദ്യോഗിക ഇതര,Non-official
പേയ്മെന്റ് ഇതര,Non-payment
പേയ്മെന്റ് ഇതര സർട്ടിഫിക്കറ്റ്,Non-payment certificate
പരിശീലനമല്ലാത്ത അലവൻസ്,Non-practising allowance
ആവർത്തിക്കാത്ത ചെലവ്,Non-recurring expenditure
തുക മടക്കിനൽകാത്തത്,Non-refundable
നോൺ-സ്റ്റാറ്റ്യൂട്ടറി,Non-statutory
നികുതിയേതര വരുമാനം,Non-taxable income
സാങ്കേതികേതര പോസ്റ്റ്,Non-technical post
പാരമ്പര്യേതര,Non-traditional
-വാക്കേതര ആശയവിനിമയം,Non-verbal communication
ഒബ്ജക്ഷൻ സർട്ടിഫിക്കറ്റ് ഇല്ല,No objection certificate
ലാഭമോ നഷ്ടമോ ഇല്ല,"No profit, no loss"
നര്മ്മം,Norm
സാധാരണ,Normal
പുകവലിക്കരുത്,No smoking
ശദ്ധാര്ഹമായ,Notable
ബാധകമല്ല (n.a.),Not applicable (N.A.)
ലഭ്യമല്ല (n.a.),Not available (N.A.)
കുറിപ്പ്,Note
സൂചന,Notice
ശദ്ധാര്ഹമായ,Noticeable
അറിയിപ്പ്,Notification
അറിയിപ്പ് ഏരിയ,Notified area
ശ്രദ്ധിക്കുകയും കരെടുക്കുകയും ചെയ്യുന്നു,Noting and drafting
സാങ്കൽപ്പിക വേതനം,Notional pay
നെഗോഷ്യബിൾ അല്ല,Not negotiable
നെഗോഷ്യബിൾ ഉപകരണമല്ല,Not negotiable instrument
അണുകേന്ദ്രം,Nucleus
ശൂന്യം,Null
ശൂന്യവും ശൂന്യവും,Null and void
അക്കം,Number
സംഖ്യ,Numbering
സംഖ,Numeral
ചെയ്ത സത്യം,Oath
വിശ്വസ്തതയുടെ സത്യപ്രതിജ്ഞ,Oath of allegiance
സത്യപ്രതിജ്ഞ,Oath of office
അനുസരണം,Obedience
മരണവൃത്താന്തം,Obituary
വസ്തു,Object
തടസ്സം,Objection
വസ്തുനിഷ്ഠമായ,Objective
വസ്തുക്കളും കാരണങ്ങളും,Objects and reasons
നിർബന്ധിത,Obligatory
അസഭമായ,Obscene
അശ്ലീല ആംഗ്യം,Obscene gesture
നിരീക്ഷര്,Observer
പഴകിയ,Obsolete
തടയല്,Obstruction
സ്പഷ്ടമായ,Obvious
ഇടയ്ക്കിടെ,Occasional
തൊഴില്,Occupancy
തൊഴില് കൂടാതെ,Occupant
തൊഴില്,Occupation
കൈവശപ്പെടുത്തുക,Occupy
OCROOI ഡ്യൂട്ടി,Octroi duty
അവധി ദിവസം,Off day
ജോലി ഇല്ലാത്ത,Off duty
കുറ്റകരമായ,Offensive
വാഗ്ദാനം,Offer
നിയമന ഓഫർ,Offer of appointment
കാരാലയം,Office
ലാഭത്തിന്റെ ഓഫീസ്,Office of profit
ഉദോഗസ്ഥന്,Official
Abl ദ്യോഗിക,Officialdom
Official ദ്യോഗിക കടമ,Official duty
ഉദോഗസ്,Officialese
ഔദ്യോഗിക ഭാഷ,Official language
Ownicy- ൽ,Officially
റിപ്പോർട്ട് റിപ്പോർട്ട്,Official report
Device ദ്യോഗിക പതിപ്പ്,Official version
അചഞ്ചലമായത്,Officiating
അനൗദ്യോഗികമായ,Off the record
ശരി (O.k.),Okay (O.K.)
ഓംബുഡ്സ്മാൻ,Ombudsman
അക്കൗണ്ട് ഗ്രാന്റിൽ,On account grant
ആവശ്യപ്പെടുന്നതനുസരിച്ച്,On demand
ഡ്യൂട്ടിയിൽ,On duty
ഏകപക്ഷീയമായ,One sided
വരിയിൽ,On line
ഓൺ-സ്പെഷ്യൽ ഡ്യൂട്ടി,On-special duty
തൊഴിൽ പരിശീലനത്തിൽ,On the job training
ഓതസ്,Onus
തുറന്ന ദിവസം,Open day
തുറന്ന സിസ്റ്റം,Open system
ഉദ്ഘാടനം,Opening
തുടക്ക സംഖ്യ,Opening balance
തുറക്കുന്ന സമയം,Opening hours
തുറന്ന പഠനം,Open learning
തുറന്ന കത്ത്,Open letter
ഓപ്പൺ യൂണിവേഴ്സിറ്റി,Open university
നടത്തിപ്പ് ചിലവ്,Operating cost
ഓപ്പറേറ്റിംഗ് സ്റ്റാഫ്,Operating staff
ശസ്തകിയ,Operation
ഓപ്പറേറ്റീവ്,Operative
അഭിപായം,Opinion
എതിര്ക്കല്,Opposition
ഇഷ്ടം,Option
വാചികമായ,Oral
ആജ്ഞകൊടുക്കുക,Order
ഓർഡർ ചെക്ക്,Order cheque
റിസർവേഷൻ ഓർഡർ,Order of reservation
ഓർഡിനൻസ്,Ordinance
സംഘടന,Organization
സംഘടന ചാർട്ട്,Organization chart
സംഘടന,Organizer
ഓറിയന്റഡ്,Oriented
മൗലികതമുള്ള,Original
യഥാർത്ഥ വകുപ്പ്,Original department
യഥാർത്ഥ വിൽപ്പന ഡീഡ്,Original sale deed
തുറന്ന ഉടമ,Ostensible owner
വ്യാപനം,Outbreak
വസ്ത്രങ്ങൾ,Outfit allowance
Out ട്ട്ഗോയിംഗ് അംഗം,Outgoing member
Out ട്ട്ഗോയിംഗ് ഫയൽ,Outgoing file
അടങ്കൽ,Outlay
ല്ലെറ്റ്,Outlet
രൂപരേഖ,Outline
വീക്ഷണഗതി,Outlook
കോടതിയിൽ നിന്ന്,Out of court
കാലഹരണപ്പെട്ട തീയതി,Out of date
പ്രവർത്തനരഹിതം,Out of order
അച്ചടിയിൽ നിന്ന്,Out of print
തിരിഞ്ഞ്,Out of turn
ടേൺ അലോട്ട്മെന്റിന് പുറത്ത്,Out of turn allotment
P ട്ട്പോസ്റ്റ്,Outpost
ഉല്പ്പന്നം,Output
പ്രത്യക്ഷമായ വാങ്ങൽ,Outright purchase
പുറം കരാർ,Outsource
കുടിശ്ശിഖയായ,Outstanding
പ്രായത്തിലധികം,Over age
മൊത്തത്തില്,Overall
മൊത്തത്തിലുള്ള കമ്മി,Overall deficit
ബില്ലിംഗ്,Over billing
അതിരുക,Overcharge
അവധികഴിഞ്ഞ,Overdue
അമിതമായി,Overestimate
ഓവർഹെഡ് നിരക്ക്,Overhead charge
ഓവർലാപ്പ്,Overlapping
മുൻഗണന അസാധുവാക്കുന്നു,Overriding priority
അമിതഭരണം,Over-rule
മേൽനോട്ടം,Oversight
ഓവർടൈം വേതനം,Overtime pay
അമിത വിലയിരുത്തൽ,Overvaluation
ഉടമസ്ഥാവകാശം,Ownership
കെട്ട്,Package
പാക്കേജിന്റെ ഇടപാട്,Package deal
പാക്കിംഗും അടയാളപ്പെടുത്തലും,Packing and marking
പായ്ക്കിംഗ് ലിസ്റ്റ്,Packing list
ഉടന്വടി,Pact
അടച്ച,Paid
പണമടച്ചുള്ള മൂലധനം,Paid up capital
ലഘുലേഖ,Pamphlet
പാനം,Panel
കടലാസ്,Paper
പാര,Para
പരമമായ,Paramount
രക്ഷാകർതൃത്വം,Parent
രക്ഷാകർതൃത്വം,Parental
രക്ഷാകർതൃ സ്ഥാനം,Parent office
പാർ മികവ്,Par excellence
പാരിയൂ,Pari passu
പാരിറ്റി,Parity
ജനപതിനിധിസഭ,Parliament
ഭാഗം,Part
ഭാഗം ഫയൽ,Part file
അപൂര്ണ്ണമായ,Partial
പങ്കെടുക്കുക,Participate
പ്രത്യേക,Particular
വിശദാംശങ്ങൾ,Particulars
വിഭജനം,Partition
പങ്കാളി,Partner
പങ്കാളിത്ത കരാർ,Partnership deed
പാർട്ട് പേയ്മെന്റ്,Part payment
ഭാഗിക സമയം,Part-time
കക്ഷി,Party
Par മൂല്യം,Par value
കടക്കുക,Pass
പവേശനമാര്ഗ്ഗം,Passage
Password,Password
പേറ്റന്റ്,Patent
രക്ഷാകന്മേ,Patron
നല്കുക,Pay
ബിൽ അടയ്ക്കുക,Pay bill
ശമ്പള സർട്ടിഫിക്കറ്റ്,Pay certificate
ശമ്പള ദിനം,Pay day
പയ്യ്,Payee
പണമടയ്ക്കുന്നയാൾ,Payer
പേയ്മെന്റ്,Payment
പേ ഓഫ്,Pay off
ശമ്പള ക്രമം,Pay order
ശമ്പളപട്ടിക,Pay roll
ശമ്പള സ്കെയിൽ,Pay scale
ഞേക്നിരിയറി,Pecuniary
ശിക്ഷ,Penal
ശിക്ഷാ നിയമം,Penal code
ശിക്ഷ പലിശ,Penal interest
ശിക്ഷാര്ഹമാക്കുക,Penalize
ശിക്ഷ,Penalty
അതിനിടയില്,Pending
പെൻ ഡ down ൺ സ്ട്രൈക്ക്,Pen down strike
വാര്ദ്ധകകാലവേതനം,Pension
കള്ളങ്കക്ഷമമായ,Pensionable
പെൻഷനുകന്,Pensioner
പെൻഷൻ സ്കീം,Pension scheme
പ്രതിവർഷം,Per annum
ഓരോ ബെയറർ,Per bearer
ആളോഹരി (= ഓരോ തല),Per capita (=per head)
ശതമാനം,Percent
വറ്റാത്ത,Perennial
മുൻഗണന വാങ്ങൽ,Preferential purchase
അനുഷ്ഠിക്കുക,Perform
നിര്വ്വഹനം,Performance
കാലഘട്ടം,Period
ആനുകാലികം,Periodical
അവലോകന കാലയളവ്,Period under review
കള്ളസാക്ഷം,Perjury
ആനുകൂല്യങ്ങൾ,Perks
സ്ഥിരമായ,Permanent
ഓരോ മെൻസെമിനും,Per mensem
അനുവദിക്കാവുന്ന,Permissible
അനുമതി,Permission
അനുമതിനല്കുക,Permit
അനുവദനീയമാണ്,Permitted
പരമുഖം,Perpetual
ശാപകരമായ,Perpetuity
പെർക്വിസൈറ്റുകൾ (= ആനുകൂല്യങ്ങൾ),Perquisites (=perks)
വക്തിപരമായ,Personal
സ്വകാര്യ ആസ്തികൾ,Personal assets
സ്വകാര്യ ബോണ്ട്,Personal bond
വക്തിതം,Personality
വ്യക്തിഗത നോൺ ഗ്രാറ്റ,Persona non grata
ഉദോഗസ്ഥസഞ്ചയം,Personnel
പേഴ്സണൽ നയം,Personnel policy
ദര്ശനം,Perspective
പേരണ,Persuasion
പ്രധാനം,Pertinent
അപവാദം,Perusal
നിവേദനം,Petition
ഏകാഗതതപ്പല്,Petitioner
ഘട്ടം,Phase
ഫോട്ടോഗാഫ്,Photograph
ഫോട്ടോസ്റ്റാറ്റ്,Photostat
ശാരീരിക പരിശോധന,Physical checking
ശാരീരിക വൈകല്യം,Physical defect
ഫിസിക്കൽ എഡ്യൂക്കേഷൻ,Physical education
ശാരീരികമായി വികലാംഗർ,Physically handicapped
ശാരീരിക പരിശോധന,Physical verification
പീസ്മീൽ,Piecemeal
പീസ് നിരക്ക്,Piece rate
തീര്ത്ഥാടകന്,Pilgrim
പൈലറ്റ് പ്രോഗ്രാം,Pilot programme
മൊട്ടുസൂചി,PIN
പ്ലേസ്മെന്റ് സേവനം,Placement service
ജനനസ്ഥലം,Place of birth
ജോലി സ്ഥലം,Place of work
അനായക്കാരി,Plaintiff
പദ്ധതി,Plan
ആസൂതണം,Planning
നടുക,Plant
കളിക്കാരി,Player
ഹർജി,Plea
അപേക്ഷിക്കുന്ന,Pleader
പോളിസെറ്റ്,Plebiscite
പണയം,Pledge
പ്ലീനറി സമ്മേളനം,Plenary session
പ്ലെനിപ്പോട്ടാനിറിയറി,Plenipotentiary
സ്തംഭിച്ചു,Plinth area
നയം,Policy
രാഷ്ട്രീയ പ്രവർത്തനം,Political activity
തിരഞ്ഞെടുപ്പ്,Poll
അശുദ്ധമാക്കല്,Pollution
രാഷ്ടീയമായ,Political
നീന്തല്കുളം,Pool
പോർട്ട്ഫോളിയോ,Portfolio
സ്ഥാനം,Position
നിശ്ചിതമായ,Positive
കുറ്റി,Post
പോസ്റ്റ്-ഡേറ്റ് ചെയ്തു,Post-dated
പോസ്റ്റ്-ഫാക്ടറോ അനുമതി,Post-facto sanction
ബിരുദധാരി,Postgraduate
മരണാനഹാസമായ,Posthumous
പോസ്റ്റിംഗ്,Posting
പോസ്റ്റ്മോർട്ടം പരീക്ഷ,Post mortem examination
മാറ്റിവെയ്ക്കുക,Postpone
പോസ്റ്റ്സ്ക്രിപ്റ്റ് (പി.എസ്.),Postscript (P.S.)
ശക്തി,Power
പവർ ഓഫ് അറ്റോർണി,Power of attorney
പ്രായോഗികമായ,Practicable
പരിശീലിക്കുക,Practice
പ്രീ-ഓഡിറ്റ് ചെയ്യുക,Pre-audit
മുന്കരുതല്,Precaution
കീഴ്വഴക്കം,Precedent
കീസിസി,Precis
കൃതമായ,Precise
തടയുക,Preclude
മുന്കൂറിയ,Preconception
മുന്ഗാമി,Predecessor
മേലധികാരമുള്ള,Predominant
ആമുഖം,Preface
മുന്ഗണനകൊടുക്കുക,Prefer
മുന്വിധി,Prejudice
പാഥമികമായ,Preliminary
അപകമായ,Premature
പീഠിക,Premises
പ്രീമിയം,Premium
മുന്കൂര് നല്കുക,Prepaid
പ്രീപെയ്ഡ് കാർഡ്,Prepaid card
മുൻകൂട്ടി ആസൂത്രണം ചെയ്തു,Pre-planned
മുൻകൂട്ട്,Prepone
മുൻകൂട്ടി തിരഞ്ഞെടുത്ത ബിൽ,Pre-receipted bill
പതക്ഷമായ,Prerogative
നിര്ദേശിക്കുക,Prescribe
നിർദ്ദേശിച്ചു,Prescribed
നിർദ്ദേശിച്ച ഫോം,Prescribed form
സമ്മാനിക്കല്,Presentation
അദ്ധഘവൃക്ഷം,Preside
അദ്ധക്ഷന്,President
അച്ചടിശാല,Press
പകർപ്പ് അമർത്തുക,Press copy
ഗാലറി അമർത്തുക,Press gallery
അനുമാനിച്ചു,Presumed
പ്രിസംപ്റ്റീവ് വേ,Presumptive pay
പ്രകമ്പള്,Presupposed
പറയുന്നത്,Pretext
സാധീനിക്കുക,Prevail
തടയാൻ,Prevent
തടസ്സം,Prevention
തടുക്കുന്ന,Preventive
വിലയിൽ ഏറ്റക്കുറച്ചിലുകൾ (= വില ചലനങ്ങൾ),Price fluctuation (=price movements)
വിലനിർണ്ണയം,Pricing
പ്രൈമ ഫെസി,Prima facie
പാഥമികമായി,Primarily
ആദത്തേതായ,Primary
പ്രാഥമിക രസീത്,Primary receipt
മുഖമായ,Principal
പ്രധാന കടക്കാരൻ,Principal debtor
പ്രിന്റർ,Printer
അച്ചടി,Printing
മുൻ സൂചന,Prior indication
മുൻഗണന ഗ്രേഡിംഗ്,Priority grading
കാരാഗൃഹം,Prison
തടവുകാരി,Prisoner
ഏകാന്തവാസം,Privacy
സ്വകാര്യവും രഹസ്യാത്മകവും,Private and confidential
പതേക ആനുകൂലം,Privilege
പ്രിവിലേജ് കമ്മിറ്റി,Privilege committee
സമ്മാനം,Prize
സംഭാവത,Probability
പതികൂലിക്കുക,Probate
പരീക്ഷണകാലഘട്ടം,Probation
വസ്തുസറി,Probationary
പ്രൊബേഷണര്,Probationer
അന്വേഷണം,Probe
നടപടിക്രമ നിയമങ്ങൾ,Procedural rules
ഗതി,Procedure
കാരം,Proceedings
പതേകനടപടികള്,Process
നടപടി,Processing
പ്രദക്ഷിണം,Procession
പഖാപിക്കുക,Proclaim
കര്ത്തുക,Proclamation
സംഭരണം,Procurement
ഉത്പന്നം,Product
നിര്മ്മാണം,Production
തൊഴില്,Profession
പ്രൊഫഷണൽ നേട്ടം,Professional achievement
പ്രാവീണ്യം സർട്ടിഫിക്കറ്റ്,Proficiency certificate
പ്രൊഫൈൽ,Profile
ലാഭം,Profit
കാരപരിപാടി,Programme
പ്രോഗ്രാം ഷെഡ്യൂൾ,Programme schedule
പ്രോഗ്രാമിംഗ്,Programming
പുരോഗതി,Progress
മുന്നേറുന്ന,Progressive
നിരോധിച്ചിരിക്കുന്നു,Prohibited
നിരോധിച്ചിരിക്കുന്നു,Prohibited area
നിരോധനം,Prohibition
നിരോധന ഓർഡർ,Prohibitory order
പദ്ധതി,Project
ആസൂതണം,Projection
തെളിഞ്ഞുനില്ക്കുന്ന,Prominent
വാഗ്ദാനം,Promise
വാഗ്ദാന പത്രം,Promissory note
കയറ്റം കൊടുക്കുക,Promote
പ്രോത്സാറർ,Promoter
വര്ദ്ധിപ്പിക്കുക,Promotion
പ്രോംപ്യം,Promt
അംഗീകാരം ചെയ്യുക,Promulgate
ഉച്ചരിക്കുക,Pronounce
പ്രഖ്യാപനം,Pronouncement
തെളിവ്,Proof
അയച്ച തെളിവ്,Proof of despatch
തെളിവ് വായന,Proof reading
പ്രചരിപ്പിക്കുക,Propagate
പ്രചരണം,Propagation
ശരിയായ,Proper
സവിശേഷത,Property
നിര്ദ്ദേശം,Proposal
നിര്ദ്ദേശിക്കുക,Propose
പറഞ്ഞത്തുക,Propound
ഉടമസ്ഥാവകാരി,Proprietary
ഉടമസ്ഥത,Propriety
അനുയായി,Pro-rata
അനു-റാറ്റ ക്വാട്ട,Pro-rata quota
ശീലം,Prorogue
ഗുണദോഷങ്ങളും ബാക്കും,Pros and cons
വായ്പാ,Proscribe
അനായഭാഗം,Prosecution
കടന്നല്,Prospectus
പ്രോട്ടംപോർ അപ്പോയിന്റ്മെന്റ്,Protempore appointment
പ്രോട്ടോക്കോൾ,Protocol
തെളിയിക്കുക,Prove
നൽകിയിട്ടുള്ള,Provided
പ്രൊവിഡന്റ് ഫണ്ട്,Provident fund
വ്യവസ്ഥ,Provision
താല്ക്കാലികമായ,Provisional
താൽക്കാലിക പട്ടിക,Provisional list
തെളിവിക്കുന്ന,Proviso
ചേര്ച്ച,Proximity
പ്രോക്സി,Proxy
പരസമായ,Public
പ്രസിദ്ധീകരണം,Publication
പൊതു ഡ്യൂട്ടി,Public duty
പൊതുതാൽപര്യ വ്യവഹാരം,Public interest litigation
പസിദ്ധി,Publicity
പസിദ്ധീകരിക്കുക,Publish
സമയനിഷ്ഠയുള്ള,Punctual
ശിക്ഷ,Punishment
വാങ്ങൽ,Purchase
പൂർണ്ണമായും താൽക്കാലിക,Purely temporary
കാരം,Purpose
പിന്തുടരുക,Pursue
പിന്തുടരല്,Pursuit
പ്യൂരി പ്യൂസ്വ്യൂ,Purview
പ്രദർശിപ്പിക്കുക,Put up
പുട്ട്-അപ്പ് സ്ലിപ്പ്,Put-up slip
യോഗത,Qualification
യോഗ്യതയുള്ള സ്ഥാനാർത്ഥി,Qualified candidate
യോഗമാക്കുക,Qualify
യോഗ്യതാ പരീക്ഷ,Qualifying examination
യോഗ്യതാ പരിശോധന,Qualifying test
ഗുണപരമായ സാങ്കേതികതകൾ,Qualitative techniques
ഗുണമേന്മയുള്ള,Quality
ഗുണനിലവാര നിയന്ത്രണം,Quality control
അളവ്,Quantity
കപ്പല്വിലക്ക് വിടുക,Quarantine leave
ത്രൈമാസ,Quarterly
കായ്ക്കുക,Quash
ക്വാസി,Quasi
ക്വാസി-സ്ഥിരത,Quasi-permanency
ചോദ ചിഹ്നമിടുക,Query
ചോദം,Question
ചോദംചെയ്യത്തക്ക,Questionable
ചോദ്യ സമയം,Question hour
പശ്നാവലി,Questionnaire
ഉപേക്ഷിക്കുക,Quit
കോറം,Quorum
പങ്ക്,Quota
ഉദ്ധരണി,Quotation
ഉദ്ധരിക്കുക,Quote
ജീവിതഗതി,Race
വംശീയ വിവേചനം,Racial discrimination
തോട്ടെ,Rack
മിന്നല് പരിശോധന,Raid
റെയിൽവേ,Railway
ഉയര്ത്തുക,Raise
വികലമായ,Random
ക്രമരഹിതമായ സാമ്പിൾ,Random sampling
ശേഖരം,Range
പദവി,Rank
റാങ്കും ഫയലും,Rank and file
റാങ്കിങ്,Ranking
ദ്രുത ആക്ഷൻ ഫോഴ്സ്,Rapid action force
അപൂര്വ്വമായ,Rare
ചൊറിഞ്ഞുപൊട്ടല്,Rash
അംഗീകരിക്കാവുന്ന മൂല്യം,Ratable value
വില,Rate
നിരക്ക് ചുരുക്കുക,Rate contract
റേറ്റ് പട്ടിക,Rate list
അംഗീകരണം,Ratification
റേറ്റിംഗ്,Rating
അനുപാതം,Ratio
ക്ലിപ്തപ്പെടുത്തുക,Ration
യുക്തിയുക്തമായ,Rational
യുക്തിസഹമായ,Rationalization
റേഷൻ അലവൻസ്,Ration allowance
അസംസ്കൃത വസ്തു,Raw material
അസംസ്കൃത ഉൽപ്പന്നം,Raw product
പതിപവര്ത്തനം,Reaction
വായന,Reading
പുനകമീകരിക്കുക,Readjust
റെഡിമെയ്ഡ് പ്ലാൻ,Ready-made plan
തയ്യാറായ കണക്കുകൂട്ടൽ,Ready reckoner
സതമായ,Real
യഥാർത്ഥ വരുമാനം,Real earning
റിയൽ എസ്റ്റേറ്റ്,Real estate
യാഥാര്ഥം,Reality
സാക്ഷപ്പെടുത്തല്,Realization
പതക്ഷീകരിക്കുക,Realize
കൊയ്പ്പ്,Reappointment
വീണ്ടുംപിരിനമായ,Reappropriation
കാരണം,Reason
പുനർനിർണയം,Reassessment
കിഴിവുതുക,Rebate
ഓര്മ്മിപ്പിക്കുക,Recall
പിന്വാങ്ങുക,Recede
രസീത്,Receipt
രസീത് പുസ്തകം,Receipt book
