Assamese,Punjabi
কাৰ্য্যৰ অগ্ৰাধিকাৰ,ਕੰਮ ਦੀ ਤਰਜੀਹ
চাকৰিৰ সময়সূচী,ਨੌਕਰੀ ਦੀ ਸਮਾਂ-ਸਾਰਣੀ
কাৰ্য্য ক্ৰমবিন্যাস,ਕਾਰਜ ਕ੍ਰਮ
কৰ্মসূচী,ਕੰਮ ਦਾ ਕਾਰਜਕ੍ਰਮ
সন্নিৱিষ্ট কৰা,ਸੰਮਿਲਨ
যৌথ ফটোগ্ৰাফী গোট (JPG),ਜੁਆਇੰਟ ਫੋਟੋਗ੍ਰਾਫੀ ਗਰੁੱਪ (JPG)
আলোচনী,ਮੈਗਜ਼ੀਨ
জয় লাঠি,ਖੁਸ਼ੀ ਦੀ ਸੋਟੀ
"১.মূল্যায়ন কৰা, ২.সিদ্ধান্ত লোৱা","1. ਮੁਲਾਂਕਣ, 2. ਫੈਸਲਾ"
জাপ মৰা,ਛਾਲ
জাম্প নিৰ্দেশনা,ਛਾਲ ਮਾਰਨ ਦੀ ਹਦਾਇਤ
জাম্পাৰ,ਜੰਪਰ
"১/ সংগম, ২. সন্ধি, ৩. যৌথ","1. ਸੰਗਮ, 2. ਸੰਧੀ, 3. ਸੰਯੁਕਤ"
আৱৰ্জনা,ਰੱਦੀ
ন্যায্যতা প্ৰদান কৰা,ਜਾਇਜ਼
কিলো বাইট,ਕਿਲੋ ਬਾਈਟ
কাৰ্নফ মানচিত্ৰ,Karnoff ਨਕਸ਼ਾ
karnoff ছবি,karnoff ਤਸਵੀਰ
KB (কিলোগ্ৰাম বাইট),KB (ਕਿਲੋਗ੍ਰਾਮ ਬਾਈਟ)
"১.অষ্টি, ২.কেৰ্ণেল, ৩.কৰ্ণেল","1. ਅਸ਼ਟਿ, 2. ਕਰਨਲ, 3. ਕਰਨਲ"
আঠটা মোড,ਅੱਠ ਮੋਡ
অভ্যস্ততা,ਅਨੁਕੂਲਤਾ
চাবি,ਕੁੰਜੀ
কিবৰ্ড,ਕੀਬੋਰਡ
"1.কী বাউন্স, 2.কী প্ৰত্যাখ্যান","1.ਕੁੰਜੀ ਉਛਾਲ, 2.ਕੁੰਜੀ ਅਸਵੀਕਾਰ"
কি ক্লিক কৰক,ਕੁੰਜੀ ਕਲਿੱਕ
কি সংকোচন,ਕੁੰਜੀ ਕੰਪਰੈਸ਼ਨ
"1.কী ডিস্ক, 2.কী ডিস্ক","1.ਕੁੰਜੀ ਡਿਸਕ, 2.ਕੀ ਡਿਸਕ"
কী এনকোডিং,ਕੁੰਜੀ ਇੰਕੋਡਿੰਗ
মূল অঞ্চল,ਮੁੱਖ ਖੇਤਰ
"1.key ফাইল, 2.key ফাইল","1.ਕੁੰਜੀ ਫਾਈਲ, 2.ਕੁੰਜੀ ਫਾਈਲ"
মূল গঠন,ਮੁੱਖ ਬਣਤਰ
কী ব্যৱস্থাপনা,ਕੁੰਜੀ ਪ੍ਰਬੰਧਨ
কী পেড,ਕੁੰਜੀ ਪੈਡ
কী পেড,ਕੁੰਜੀ ਪੈਡ
মূল বাক্যাংশ,ਮੁੱਖ ਵਾਕਾਂਸ਼
কী পালছ,ਕੁੰਜੀ ਨਬਜ਼
কী পাঞ্চাৰ,ਕੁੰਜੀ puncher
key সজাই পৰাই তোলা,ਕੁੰਜੀ ਲੜੀਬੱਧ
"1.কী ষ্ট্ৰ&#39;ক, 2.কী ষ্ট্ৰ&#39;ক, 3.কী চাপ","1.ਕੁੰਜੀ ਸਟ੍ਰੋਕ, 2.ਕੀ ਸਟ੍ਰੋਕ, 3.ਕੀ ਦਬਾਅ"
ঠিকনা স্থানান্তৰ কি&#39;,ਪਤਾ ਟ੍ਰਾਂਸਫਰ ਕੁੰਜੀ
"1. ডিস্ক কি&#39;, 2. ডিস্ক কি&#39;","1. ਡਿਸਕ ਕੁੰਜੀ, 2. ਡਿਸਕ ਕੁੰਜੀ"
ফ্লপি কি&#39;,ਫਲਾਪੀ ਕੁੰਜੀ
টেপ কি&#39;,ਟੇਪ ਕੁੰਜੀ
মূল শব্দ,ਮੁੱਖ ਸ਼ਬਦ
"১.কিক, ২.থাম্প","1.ਲੱਤੀ, 2.ਥੰਪ"
কুটি,ਝੌਂਪੜੀ
কিলো বিট,ਕਿਲੋ ਬਿੱਟ
গাঁঠি,ਗੰਢ
জ্ঞান ভিত্তিক তথ্য সেৱা,ਗਿਆਨ ਅਧਾਰਤ ਜਾਣਕਾਰੀ ਸੇਵਾਵਾਂ
জ্ঞান অভিযান,ਗਿਆਨ ਦੀ ਖੋਜ
জ্ঞান অনুসন্ধান ডাটাবেছ,ਗਿਆਨ ਖੋਜ ਡੇਟਾਬੇਸ
জ্ঞান অভিযান্ত্ৰিকী,ਗਿਆਨ ਇੰਜੀਨੀਅਰਿੰਗ
জ্ঞান ব্যৱস্থাপনা,ਗਿਆਨ ਪ੍ਰਬੰਧਨ
জ্ঞান কৰ্মী,ਗਿਆਨ ਕਰਮਚਾਰੀ
lan এডাপ্টাৰ,ਲੈਨ ਅਡਾਪਟਰ
"1.LAN চাৰ্ভাৰ, 2.LAN চাৰ্ভাৰ","1.LAN ਸਰਵਰ, 2.LAN ਸਰਵਰ"
LAN কৰ্মস্থলী,LAN ਕੰਮ ਵਾਲੀ ਥਾਂ
অনুভূমিক ছবি,ਖਿਤਿਜੀ ਤਸਵੀਰ
"1.অনুভূমিক ছবি, 2.লেণ্ডস্কেপ","1. ਹਰੀਜੱਟਲ ਚਿੱਤਰ, 2. ਲੈਂਡਸਕੇਪ"
ভাষা,ਭਾਸ਼ਾ
ভাষা প্ৰশিক্ষক,ਭਾਸ਼ਾ ਸਿੱਖਿਅਕ
ভাষা প্ৰচেছৰ,ਭਾਸ਼ਾ ਪ੍ਰੋਸੈਸਰ
"1.ভাষা Transferr, 2.ভাষা অনুবাদক","1.Language Transferr, 2.Language Translator"
লেপটপ,ਲੈਪਟਾਪ
ব্যাপক সংহতি (LSI),ਵਿਆਪਕ ਏਕੀਕਰਣ (LSI)
গণ সংহতি (LSI),ਪੁੰਜ ਏਕੀਕਰਣ (LSI)
লেজাৰ,ਲੇਜ਼ਰ
লেজাৰ প্ৰিন্টাৰ,ਲੇਜ਼ਰ ਪ੍ਰਿੰਟਰ
শেষৰ ইনপুট প্ৰথম সংখ্যা (LIFO),ਆਖਰੀ ਇਨਪੁਟ ਪਹਿਲਾ ਅੰਕ (LIFO)
কোট,ਪਰਤ
"ব্লুপ্ৰিণ্ট, বিন্যাস","ਖਾਕਾ, ਖਾਕਾ"
"১.পাত, ২.পাত, ৩. চিঠি","1. ਪੱਤੇ, 2. ਪੱਤੇ, 3. ਪੱਤਰ"
পাতৰ ন&#39;ড,ਪੱਤਾ ਨੋਡ
পাতৰ দাগ,ਪੱਤਾ ਸਪਾਟ
লীজ,ਲੀਜ਼
"1.লিজ চেনেল, 2.লিজ ব্যৱস্থা","1.ਲੀਜ਼ ਚੈਨਲ, 2.ਲੀਜ਼ ਸਿਸਟਮ"
"১.লাইন,২.লিছ লাইন","1.ਲਾਈਨ, 2.ਲੀਸ਼ ਲਾਈਨ"
নূন্যতম অৰ্থপূৰ্ণ বিট shell.sb),ਘੱਟੋ-ਘੱਟ ਅਰਥਪੂਰਨ ਬਿੱਟ shell.sb)
কম উল্লেখযোগ্য নম্বৰ,ਘੱਟੋ-ਘੱਟ ਮਹੱਤਵਪੂਰਨ ਸਕੋਰ
"1. উত্তৰাধিকাৰী ব্যৱস্থা, 2. উত্তৰাধিকাৰী ব্যৱস্থা","1. ਵਿਰਾਸਤੀ ਪ੍ਰਣਾਲੀ, 2. ਵਿਰਾਸਤੀ ਪ੍ਰਣਾਲੀ"
"১.লেমা, ২.উপাপাদ্য","1. ਲੇਮਾ, 2. ਪ੍ਰਮੇਯ"
চিঠিৰ মানদণ্ড (LQ),ਅੱਖਰ ਗੁਣਵੱਤਾ (LQ)
শব্দাংশ,ਸ਼ਬਦਾਵਲੀ
অভিধানবিজ্ঞান,ਕੋਸ਼ ਵਿਗਿਆਨ
"১.আৰ্কাইভ,২.লাইব্ৰেৰী","1.ਆਰਕਾਈਵ, 2.ਲਾਇਬ੍ਰੇਰੀ"
"১.লাইব্ৰেৰী প্ৰগ্ৰেম, ২.আৰ্কাইভ প্ৰগ্ৰেমিং","1.ਲਾਇਬ੍ਰੇਰੀ ਪ੍ਰੋਗਰਾਮ, 2.ਆਰਕਾਈਵ ਪ੍ਰੋਗਰਾਮਿੰਗ"
লাইব্ৰেৰী ডাইৰেকটৰী,ਲਾਇਬ੍ਰੇਰੀ ਡਾਇਰੈਕਟਰੀ
"১/ অনুজ্ঞাপত্ৰ চুক্তি, ২/ অনুজ্ঞাপত্ৰ চুক্তি","1. ਲਾਇਸੈਂਸ ਇਕਰਾਰਨਾਮਾ, 2. ਲਾਇਸੈਂਸ ਇਕਰਾਰਨਾਮਾ"
লাইট ইমিটিং ডাইঅ&#39;ড (LEDs),ਲਾਈਟ ਐਮੀਟਿੰਗ ਡਾਇਡਸ (LEDs)
লাইট বন্দুক,ਹਲਕਾ ਬੰਦੂਕ
লাইট পেন,ਹਲਕਾ ਕਲਮ
ৰৈখিক এডাপ্টাৰ,ਰੇਖਿਕ ਅਡਾਪਟਰ
শাৰী সম্পাদনা,ਲਾਈਨ ਸੰਪਾਦਨ
"1.লাইন প্ৰিন্টাৰ, 2.লাইন প্ৰিন্টাৰ","1.ਲਾਈਨ ਪ੍ਰਿੰਟਰ, 2.ਲਾਈਨ ਪ੍ਰਿੰਟਰ"
"১.ৰৈখিক, ২.ৰৈখিক","1.ਰੇਖਿਕ, 2.ਰੇਖਿਕ"
প্ৰতি মিনিটত লাইন (LPM),ਲਾਈਨਾਂ ਪ੍ਰਤੀ ਮਿੰਟ (LPM)
"1. লিংক, লিংক, 2. শৃংখল ,3. বান্ধোন","1. ਲਿੰਕ, ਲਿੰਕ, 2. ਚੇਨ, 3. ਬਾਂਡ"
শৃংখলাবদ্ধ তালিকা,ਜੰਜੀਰੀ ਸੂਚੀ
লিনাক্স,ਲੀਨਕਸ
"1.লিকুইড স্ফটিক প্ৰদৰ্শন, 2.তৰল স্ফটিক প্ৰদৰ্শন (এলচিডি)","1.ਤਰਲ ਕ੍ਰਿਸਟਲ ਡਿਸਪਲੇ, 2.ਲਿਕਵਿਡ ਕ੍ਰਿਸਟਲ ਡਿਸਪਲੇ (LCD)"
তালিকা প্ৰক্ৰিয়াকৰণ,ਸੂਚੀ ਦੀ ਕਾਰਵਾਈ
"১.চিঠি, ২.আক্ষৰিক","1. ਅੱਖਰ, 2. ਸ਼ਾਬਦਿਕ"
"1. সক্ৰিয়, 2. জীৱিত, 3. বৈদ্যুতিক, 4. গতিশীল","1. ਕਿਰਿਆਸ਼ੀਲ, 2. ਜੀਵਤ, 3. ਬਿਜਲੀ, 4. ਚਲਦਾ"
জীৱন্ত গাঁঠি,ਲਾਈਵ ਗੰਢ
"1.লোড, 2.লোড","1. ਲੋਡ, 2. ਲੋਡ"
"1.লোড মডিউল, 2.লোড মডুলেটৰ","1.ਲੋਡ ਮੋਡਿਊਲ, 2.ਲੋਡ ਮੋਡਿਊਲੇਟਰ"
"১.স্থানীয়, ২.স্থানীয়","1.ਸਥਾਨਕ, 2.ਸਥਾਨਕ"
স্থানীয় প্ৰৱেশ,ਸਥਾਨਕ ਪਹੁੰਚ
স্থানীয় এলেকা নেটৱাৰ্ক (LAN),ਲੋਕਲ ਏਰੀਆ ਨੈੱਟਵਰਕ (LAN)
স্থানীয় স্পষ্টতা,ਸਥਾਨਕ ਸਪੱਸ਼ਟਤਾ
"1. স্থানীয় নেটৱৰ্ক, 2. স্থানীয় কেন্দ্ৰ 3. স্থানীয় বিনিময়","1. ਸਥਾਨਕ ਨੈੱਟਵਰਕ, 2. ਸਥਾਨਕ ਕੇਂਦਰ 3. ਸਥਾਨਕ ਮੁਦਰਾ"
স্থানীয় স্মৃতিশক্তি,ਸਥਾਨਕ ਮੈਮੋਰੀ
স্থানীয় ধৰণ,ਸਥਾਨਕ ਮੋਡ
স্থানীয় চলক,ਸਥਾਨਕ ਵੇਰੀਏਬਲ
"লুপ, লক","ਲੂਪ, ਲਾਕ"
লুপ ফাইল,ਲੂਪ ਫਾਈਲ
অধিবেশন আৰম্ভ,ਸੈਸ਼ਨ ਸ਼ੁਰੂ
term end,ਮਿਆਦ ਦੇ ਅੰਤ
লেখক,ਲੇਖਕ
যুক্তি বিশ্লেষক,ਤਰਕ ਵਿਸ਼ਲੇਸ਼ਕ
লজিক বোমা,ਤਰਕ ਬੰਬ
লজিক কাৰ্ড,ਤਰਕ ਕਾਰਡ
লজিক চাৰ্ট (ফ্ল&#39;চাৰ্ট),ਤਰਕ ਚਾਰਟ (ਫਲੋਚਾਰਟ)
লজিক বৰ্তনী,ਤਰਕ ਸਰਕਟ
লজিক ডিজাইন,ਤਰਕ ਡਿਜ਼ਾਈਨ
লজিক ডায়েগ্ৰাম,ਤਰਕ ਚਿੱਤਰ
লজিকেল ফ্ল&#39;চাৰ্ট,ਲਾਜ਼ੀਕਲ ਫਲੋਚਾਰਟ
লজিক ফাংচন,ਤਰਕ ਫੰਕਸ਼ਨ
লজিক গেট,ਤਰਕ ਗੇਟ
"1. লজিক প্ৰগ্ৰেমিং, 2. লজিক প্ৰগ্ৰেমিং","1. ਤਰਕ ਪ੍ਰੋਗਰਾਮਿੰਗ, 2. ਤਰਕ ਪ੍ਰੋਗਰਾਮਿੰਗ"
লজিক বিচ্যুতি,ਤਰਕ ਵਿਸਥਾਪਨ
লজিক অৱস্থা,ਤਰਕ ਸਥਿਤੀ
লজিক চুইচ,ਤਰਕ ਸਵਿੱਚ
লজিক ইউনিট,ਤਰਕ ਇਕਾਈ
যুক্তিসংগত,ਲਾਜ਼ੀਕਲ
যুক্তিসংগত সংযোগ,ਲਾਜ਼ੀਕਲ ਜੋੜ
লজিকেল ডাটা গঠন,ਲਾਜ਼ੀਕਲ ਡਾਟਾ ਬਣਤਰ
লজিকেল ডায়েগ্ৰাম,ਲਾਜ਼ੀਕਲ ਚਿੱਤਰ
লজিকেল এক্সপ্ৰেচন,ਲਾਜ਼ੀਕਲ ਸਮੀਕਰਨ
লজিকেল ফ্ল&#39;চাৰ্ট,ਲਾਜ਼ੀਕਲ ਫਲੋਚਾਰਟ
লজিকেল IF (লজিকেল যদি),ਲਾਜ਼ੀਕਲ IF (ਲਾਜ਼ੀਕਲ ਜੇ)
যুক্তিসংগত কাৰ্য্য,ਤਰਕਸੰਗਤ ਕਾਰਵਾਈ
যুক্তিসংগত অপাৰেটৰ,ਤਰਕਸ਼ੀਲ ਆਪਰੇਟਰ
যুক্তিসংগত সংযোগ,ਤਰਕਸ਼ੀਲ ਕੁਨੈਕਸ਼ਨ
যুক্তিসংগত পৰিকল্পনা,ਲਾਜ਼ੀਕਲ ਯੋਜਨਾ
"1. যুক্তিবাদী চৰিত্ৰ, 2. যুক্তিসংগত চৰিত্ৰ","1. ਤਰਕਸ਼ੀਲ ਅੱਖਰ, 2. ਤਰਕਸ਼ੀਲ ਅੱਖਰ"
যুক্তিসংগত আৰ্হি,ਲਾਜ਼ੀਕਲ ਪੈਟਰਨ
লজিকেল মান,ਲਾਜ਼ੀਕਲ ਮੁੱਲ
লজিকেল ভেৰিয়েবল,ਲਾਜ਼ੀਕਲ ਵੇਰੀਏਬਲ
অভাৰভিউ লাভ কৰা হৈছে,ਸੰਖੇਪ ਜਾਣਕਾਰੀ ਪ੍ਰਾਪਤ ਕੀਤੀ
পূৰ্বদৰ্শন ছেট,ਝਲਕ ਸੈੱਟ
পৰ্যবেক্ষণ,ਨਿਰੀਖਣ
"১.লুপ, ২.লুপ","1.ਲੂਪ, 2.ਲੂਪ"
লুপ নিয়ন্ত্ৰণ,ਲੂਪ ਕੰਟਰੋਲ
লুপ আৰম্ভণি,ਲੂਪ ਸ਼ੁਰੂਆਤ
লুপৰ তাৰতম্য,ਲੂਪ ਪਰਿਵਰਤਨ
"1.লুপ নেটৱৰ্ক, 2.লুপ নেটৱৰ্ক","1. ਲੂਪ ਨੈੱਟਵਰਕ, 2. ਲੂਪ ਨੈੱਟਵਰਕ"
লুপ আৰম্ভণি,ਲੂਪ ਸ਼ੁਰੂਆਤ
লুপ-এণ্ডিং,ਲੂਪ-ਐਂਡ
কাউণ্টাৰ-লুপ পৰীক্ষা,ਵਿਰੋਧੀ-ਲੂਪ ਟੈਸਟ
শিথিলভাৱে সংযুক্ত,ਢਿੱਲੀ ਜੋੜੀ
ক্ষতিহীন সংকোচন,ਨੁਕਸਾਨ ਰਹਿਤ ਸੰਕੁਚਨ
হাছে কম্প্ৰেছন,ਹੈਸ ਕੰਪਰੈਸ਼ਨ
কম বাইট,ਘੱਟ ਬਾਈਟ
নিম্নস্তৰৰ ভাষা,ਹੇਠਲੇ ਪੱਧਰ ਦੀ ਭਾਸ਼ਾ
লো পাছ ফিল্টাৰ,ਘੱਟ ਪਾਸ ਫਿਲਟਰ
"1.নিম্ন কণ্ডিচনেড, 2. তলত বান্ধি থোৱা আছে","1. ਘੱਟ ਕੰਡੀਸ਼ਨਡ, 2. ਹੇਠਾਂ ਬੰਨ੍ਹਿਆ ਹੋਇਆ ਹੈ"
"1.MAC প্ৰটোকল, 2.MAC নৈতিকতা (মধ্যমীয়া প্ৰৱেশ নিয়ন্ত্ৰণ)","1.MAC ਪ੍ਰੋਟੋਕੋਲ, 2.MAC ਨੈਤਿਕਤਾ (ਮਿਡਲ ਐਕਸੈਸ ਕੰਟਰੋਲ)"
"১.যন্ত্ৰ, ২.যন্ত্ৰ","1. ਮਸ਼ੀਨ, 2. ਮਸ਼ੀਨ"
মেচিনৰ ঠিকনা,ਮਸ਼ੀਨ ਦਾ ਪਤਾ
"১.মেচিন ক’ড, ২.মেচিন ক’ড","1. ਮਸ਼ੀਨ ਕੋਡ, 2. ਮਸ਼ੀਨ ਕੋਡ"
মেচিনৰ চকা,ਮਸ਼ੀਨ ਦਾ ਚੱਕਰ
যান্ত্ৰিক ভাষা,ਮਸ਼ੀਨੀ ਭਾਸ਼ਾ
যান্ত্ৰিক চফ্টৱেৰ,ਮਕੈਨੀਕਲ ਸਾਫਟਵੇਅਰ
ডিভাইচৰ ভুল,ਜੰਤਰ ਗਲਤੀ
মেচিনৰ অচল সময়,ਮਸ਼ੀਨ ਦਾ ਵਿਹਲਾ ਸਮਾਂ
মেচিন ভাষা,ਮਸ਼ੀਨ ਭਾਸ਼ਾ
হাতপুথি,ਮੈਨੁਅਲ
মেচিন চেন্স,ਮਸ਼ੀਨ ਦੀ ਭਾਵਨਾ
"১.মেচিন লেংগুৱেজ, ২.মেচিন লেংগুৱেজ","1.ਮਸ਼ੀਨ ਭਾਸ਼ਾ, 2.ਮਸ਼ੀਨ ਭਾਸ਼ਾ"
মেচিন লাৰ্নিং,ਮਸ਼ੀਨ ਸਿਖਲਾਈ
মেচিন অপাৰেচন,ਮਸ਼ੀਨ ਦੀ ਕਾਰਵਾਈ
মেচিন ভাষা,ਮਸ਼ੀਨ ਭਾਸ਼ਾ
মেচিনৰ পৰিৱেশন,ਮਸ਼ੀਨ ਦੀ ਕਾਰਗੁਜ਼ਾਰੀ
মেচিন চিমুলেচন,ਮਸ਼ੀਨ ਸਿਮੂਲੇਸ਼ਨ
মেচিন হাইজেকিং সময়,ਮਸ਼ੀਨ ਅਗਵਾ ਕਰਨ ਦਾ ਸਮਾਂ
মেচিন অনুবাদ,ਮਸ਼ੀਨ ਅਨੁਵਾਦ
মেচিন শব্দ,ਮਸ਼ੀਨ ਸ਼ਬਦ
মেক্ৰ&#39; নিৰ্দেশনা,ਮੈਕਰੋ ਹਦਾਇਤ
মেক্ৰ&#39; স্কেল,ਮੈਕਰੋ ਸਕੇਲ
গণ সমাবেশ কাৰ্যসূচী,ਮਾਸ ਅਸੈਂਬਲਿੰਗ ਪ੍ਰੋਗਰਾਮ
স্থূল কল,ਕੁੱਲ ਕਾਲ
"১.মেক্ৰ’ ক’ড, ২.মেক্ৰ’ ক’ড","1.ਮੈਕਰੋ ਕੋਡ, 2.ਮੈਕਰੋ ਕੋਡ"
মেক্ৰ&#39; কমাণ্ড,ਮੈਕਰੋ ਕਮਾਂਡ
মেক্ৰ&#39; ঘোষণা,ਮੈਕਰੋ ਘੋਸ਼ਣਾ
মেক্ৰ&#39; সংজ্ঞা,ਮੈਕਰੋ ਪਰਿਭਾਸ਼ਾ
মেক্ৰ&#39; ফ্ল&#39; চাৰ্ট,ਮੈਕਰੋ ਫਲੋ ਚਾਰਟ
মেক্ৰ&#39; জেনেৰেটৰ,ਮੈਕਰੋ ਜਨਰੇਟਰ
মেক্ৰ&#39; নিৰ্দেশনা,ਮੈਕਰੋ ਹਦਾਇਤ
স্থূল ভাষা,ਕੁੱਲ ਭਾਸ਼ਾ
মেক্ৰ&#39; লাইব্ৰেৰী,ਮੈਕਰੋ ਲਾਇਬ੍ਰੇਰੀ
মেক্ৰ&#39; প্ৰাচল,ਮੈਕਰੋ ਪੈਰਾਮੀਟਰ
মেক্ৰ&#39; প্ৰচেছিং,ਮੈਕਰੋ ਪ੍ਰੋਸੈਸਿੰਗ
"1.মেক্ৰ&#39; প্ৰচেছৰ, 2. মেক্ৰ&#39;প্ৰচেছৰ","1.ਮੈਕਰੋ ਪ੍ਰੋਸੈਸਰ, 2. ਮੈਕਰੋਪ੍ਰੋਸੈਸਰ"
মেক্ৰ&#39; প্ৰগ্ৰেমিং,ਮੈਕਰੋ ਪ੍ਰੋਗਰਾਮਿੰਗ
স্থূল প্ৰট&#39;টাইপ,ਕੁੱਲ ਪ੍ਰੋਟੋਟਾਈਪ
"1.মেক্ৰ&#39; এনকোডিং, 2.মেক্ৰ&#39; ক&#39;ডিং","1.ਮੈਕਰੋ ਏਨਕੋਡਿੰਗ, 2.ਮੈਕਰੋ ਕੋਡਿੰਗ"
মেগাবাইট (MB),ਮੈਗਾਬਾਈਟ (MB)
যাদুৰ চিহ্ন,ਜਾਦੂ ਦਾ ਪ੍ਰਤੀਕ
যাদু সংখ্যা,ਮੈਜਿਕ ਨੰਬਰ
চুম্বকীয় বুদবুদ স্মৃতিশক্তি,ਚੁੰਬਕੀ ਬੁਲਬੁਲਾ ਮੈਮੋਰੀ
চুম্বকীয় কাৰ্ড,ਚੁੰਬਕੀ ਕਾਰਡ
"১.চুম্বকীয় কোষ, ২.চুম্বকীয় কোষ","1.ਮੈਗਨੈਟਿਕ ਸੈੱਲ, 2.ਮੈਗਨੈਟਿਕ ਸੈੱਲ"
চুম্বকীয় চিহ্ন,ਚੁੰਬਕੀ ਪ੍ਰਤੀਕ
চুম্বকীয় কোৰ সংৰক্ষণ,ਚੁੰਬਕੀ ਕੋਰ ਸਟੋਰੇਜ਼
"1.চুম্বকীয় ডিস্ক, 2. চুম্বকীয় ডিস্ক","1.ਮੈਗਨੈਟਿਕ ਡਿਸਕ, 2. ਚੁੰਬਕੀ ਡਿਸਕ"
চুম্বকীয় ডিষ্কৰ ঠিকনা,ਚੁੰਬਕੀ ਡਿਸਕ ਪਤਾ
চুম্বকীয় ডিস্ক মেমৰি,ਚੁੰਬਕੀ ਡਿਸਕ ਮੈਮੋਰੀ
চুম্বকীয় ড্ৰাম,ਚੁੰਬਕੀ ਡਰੱਮ
"1.চুম্বকীয় এনকোডিং, 2.চুম্বকীয় ক&#39;ডিং, 3.চুম্বকীয় ক&#39;ডিং","1.ਮੈਗਨੈਟਿਕ ਏਨਕੋਡਿੰਗ, 2.ਮੈਗਨੈਟਿਕ ਕੋਡਿੰਗ, 3.ਮੈਗਨੈਟਿਕ ਕੋਡਿੰਗ"
চুম্বকীয় শীৰ্ষ,ਚੁੰਬਕੀ ਸਿਖਰ
চুম্বকীয় চিয়াঁহী,ਚੁੰਬਕੀ ਸਿਆਹੀ
চুম্বকীয় চিয়াঁহী আখৰ চিনাক্তকৰণ (MICR),ਚੁੰਬਕੀ ਸਿਆਹੀ ਅੱਖਰ ਪਛਾਣ (MICR)
চুম্বকীয় মাধ্যম,ਚੁੰਬਕੀ ਮਾਧਿਅਮ
চুম্বকীয় পঢ়া,ਚੁੰਬਕੀ ਰੀਡਿੰਗ
চুম্বকীয় ৰেকৰ্ডিং,ਚੁੰਬਕੀ ਰਿਕਾਰਡਿੰਗ
চুম্বকীয় সংৰক্ষণ,ਚੁੰਬਕੀ ਸਟੋਰੇਜ਼
চুম্বকীয় ৰেখা,ਚੁੰਬਕੀ ਪੱਟੀ
চুম্বকীয় টেপ,ਚੁੰਬਕੀ ਟੇਪ
চুম্বকীয় টেপ কাৰ্টিজ,ਚੁੰਬਕੀ ਟੇਪ ਕਾਰਤੂਸ
চুম্বকীয় টেপ ড্ৰাইভ,ਚੁੰਬਕੀ ਟੇਪ ਡਰਾਈਵ
চুম্বকীয় টেপ পূৰ্বসূৰী,ਚੁੰਬਕੀ ਟੇਪ ਪੂਰਵਗਾਮੀ
চুম্বকীয় টেপ লাইব্ৰেৰিয়ান,ਚੁੰਬਕੀ ਟੇਪ ਲਾਇਬ੍ਰੇਰੀਅਨ
চুম্বকীয় টেপ প্ৰৱেশ,ਚੁੰਬਕੀ ਟੇਪ ਪਹੁੰਚ
চুম্বকীয় টেপ ইউনিট,ਚੁੰਬਕੀ ਟੇਪ ਯੂਨਿਟ
"1.চুম্বকীয় পাতল স্তৰ, 2.চুম্বকীয় পাতল ফিল্ম","1.ਮੈਗਨੈਟਿਕ ਪਤਲੀ ਪਰਤ, 2.ਮੈਗਨੈਟਿਕ ਪਤਲੀ ਫਿਲਮ"
চুম্বকীয় পথ,ਚੁੰਬਕੀ ਮਾਰਗ
চুম্বকীয় আলোকীয় সংৰক্ষণ,ਚੁੰਬਕੀ ਆਪਟੀਕਲ ਸਟੋਰੇਜ਼
"1.চুম্বক প্ৰিন্টাৰ, 2.চুম্বক প্ৰিন্টাৰ","1.ਮੈਗਨੇਟ ਪ੍ਰਿੰਟਰ, 2.ਮੈਗਨੇਟ ਪ੍ਰਿੰਟਰ"
চুম্বকীয় বিকৃতি,ਚੁੰਬਕੀ ਵਿਗਾੜ
চুম্বকীয়ভাৱে বিকৃত কৰিব পৰা টেবলেট,ਚੁੰਬਕੀ ਤੌਰ &#39;ਤੇ ਖਰਾਬ ਹੋਣ ਵਾਲੀ ਟੈਬਲੇਟ
"১.মেইল বক্স, ২.মেইল বক্স","1. ਮੇਲ ਬਾਕਸ, 2. ਮੇਲ ਬਾਕਸ"
মেইল মাৰ্জ কৰক,ਮੇਲ ਅਭੇਦ
"১.মুখ্য নিয়ন্ত্ৰণ একক, ২.মুখ্য নিয়ন্ত্ৰণ একক","1. ਚੀਫ਼ ਕੰਟਰੋਲ ਯੂਨਿਟ, 2. ਚੀਫ਼ ਕੰਟਰੋਲ ਯੂਨਿਟ"
মূল ফ্ৰেম,ਮੁੱਖ ਫਰੇਮ
"1.মূল ফ্ৰেম ব্যৱস্থা, 2.মূল ফ্ৰেম ব্যৱস্থা","1. ਮੁੱਖ ਫਰੇਮ ਸਿਸਟਮ, 2. ਮੁੱਖ ਫਰੇਮ ਵਿਧੀ"
"১.মূল স্মৃতি, ২.মূল স্মৃতি","1. ਮੁੱਖ ਮੈਮੋਰੀ, 2. ਮੁੱਖ ਮੈਮੋਰੀ"
"১.মূল কাৰ্যসূচী, ২.মূল কাৰ্যসূচী","1.ਮੁੱਖ ਪ੍ਰੋਗਰਾਮ, 2.ਮੁੱਖ ਪ੍ਰੋਗਰਾਮ"
মূল সংৰক্ষণ,ਮੁੱਖ ਸਟੋਰੇਜ਼
"১.মেইন চুইচ, ২.মেইন চুইচ","1. ਮੁੱਖ ਸਵਿੱਚ, 2. ਮੁੱਖ ਸਵਿੱਚ"
