English,Tamil
Jumbo group,ஜம்போ குழு
Jumper,ஜம்பர்
Jumper selectable,ஜம்பர் தேர்ந்தெடுக்கக்கூடியது
Jump instruction,ஜம்ப் வழிமுறை
Junctor,கான்ட்டர்
Junk,குப்பை
Justification,நியாயப்படுத்துதல்
Justification range,நியாயப்படுத்தும் வரம்பு
Justified margin,நியாயமான விளிம்பு
Karnaugh map,கர்நாக் வரைபடம்
Katakna,கட்டக்னா
Kerning,கெர்னிங்
Keyboard,விசைப்பலகை
Keyboard  Computer,விசைப்பலகை  கணினி
Keyboard entry,விசைப்பலகை நுழைவு
Keyboard inquiry,விசைப்பலகை விசாரணை
Keyboard lockout,விசைப்பலகை கதவடைப்பு
Keyboard  Perforator,விசைப்பலகை  துளையிடுபவர்
Keyboard punch,விசைப்பலகை பஞ்ச்
Keyboard  Send/receive,விசைப்பலகை  அனுப்பு/பெறுங்கள்
Key click,விசை கிளிக்
Key-click filter,விசை-கிளிக் வடிகட்டி
Key-driven,விசை உந்துதல்
Keyed direct  Access,விசை நேரடி  அணுகல்
Key-encrypting key,விசை-குறியாக்க விசை
Key entry,விசை நுழைவு
Key folding =  Hashing,முக்கிய மடிப்பு =  ஹேஷிங்
Keying chirp,கீயிங் சிர்ப்
Keying wave,கீயிங் அலை
Key mat,விசை பாய்
Key pad,விசை திண்டு
Key phase,முக்கிய கட்டம்
Key pulse,விசை துடிப்பு
Key-pulsing signal,விசை துடிப்பு சமிக்ஞை
Key punch,விசை பஞ்ச்
Key sorting,விசை வரிசையாக்கம்
Key stroke,விசை பக்கவாதம்
Key-stroke  Verification,விசை-ஸ்ட்ரோக்  சரிபார்ப்பு
Key tape,விசை நாடா
Key telephone set,முக்கிய தொலைபேசி தொகுப்பு
Key telephone  System,முக்கிய தொலைபேசி  அமைப்பு
Key-to-disk,விசை-வட்டு
Key to floppy,நெகிழ் விசை
Key to tape,டேப்பிற்கு விசை
Key transformation,முக்கிய மாற்றம்
Key word in  Context,முக்கிய சொல் சூழல்
Key-word  Parameter,விசை சொல்  அளவுரு
Kilobaud,கிலோபாட்
Kilobyte,கிலோபைட்
Kilomega,கிலோமேகா
Kips (kiloinstructions-persecond),கிப்ஸ் (கிலோயின்ஸ்ட்ரக்ஷன்ஸ்-பெர்செகண்ட்)
Label constant,லேபிள் மாறிலி
Labelled common,பொதுவானது என்று பெயரிடப்பட்டது
Labelling,லேபிளிங்
Label list,லேபிள் பட்டியல்
Label record,லேபிள் பதிவு
Label variable,லேபிள் மாறி
Laced card,அட்டை
Land-line facility,நில வரி வசதி
Language (cobol),மொழி (கோபோல்)
Language  Converter,மொழி  மாற்றி
Language  Interpreter,மொழி  மொழிபெயர்ப்பாளர்
Language  Processor,மொழி  செயலி
Language  Statement,மொழி  அறிக்கை
Language subset,மொழி துணைக்குழு
Language  Translation  Feature,மொழி  மொழிபெயர்ப்பு  அம்சம்
Language  Translator,மொழி  மொழிபெயர்ப்பாளர்
Large scale  Integration,பெரிய அளவிலான  ஒருங்கிணைப்பு
Laser  Communication,லேசர்  தொடர்பு
Laser emulsion  Storage,லேசர் குழம்பு  சேமிப்பு
Laser jet printer,லேசர் ஜெட் அச்சுப்பொறி
Latch,தாழ்ப்பாளை
Latching,லாட்சிங்
Latency (time),தாமதம் (நேரம்)
Lateral redundancy  Check,பக்கவாட்டு பணிநீக்கம்  காசோலை
Lateral reversal,பக்கவாட்டு தலைகீழ்
Leader,தலைவர்
Leader record,தலைவர் பதிவு
Leading control,முன்னணி கட்டுப்பாடு
Leading decision,முன்னணி முடிவு
Leading end,முன்னணி முடிவு
Leading graphics,முன்னணி கிராபிக்ஸ்
Leading zero,முன்னணி பூஜ்ஜியம்
Leapfrog test,லீப்ஃப்ராக் சோதனை
Leased channel,குத்தகைக்கு வந்த சேனல்
Leased circuit  Data-transmission  Service,குத்தகைக்கு விடப்பட்ட சுற்று  தரவு பரிமாற்றம்  சேவை
Leased line,குத்தகைக்கு வந்த வரி
Leasing,குத்தகை
Least frequently  Used memory,குறைந்தது அடிக்கடி  பயன்படுத்தப்பட்ட நினைவகம்
Least recently used  Memory,குறைந்தது சமீபத்தில் பயன்படுத்தப்பட்டது  நினைவு
Least significant,குறைந்தது குறிப்பிடத்தக்க
Least significant  Character,குறைந்தது குறிப்பிடத்தக்க  எழுத்து
Least significant  Digit,குறைந்தது குறிப்பிடத்தக்க  இலக்கு
Left-hand margin  Indent,இடது கை விளிம்பு  இன்டென்ட்
Left justification,இடது நியாயப்படுத்துதல்
Leg,கால்
Length,நீளம்
Length  Specification,நீளம்  விவரக்குறிப்பு
Letter,கடிதம்
Letter code,கடிதம் குறியீடு
Letter out,கடிதம்
Letter quality,கடிதம் தரம்
Letter shift,கடிதம் மாற்றம்
Level,நிலை
Level compensator,நிலை ஈடுசெய்யும்
Level indicator,நிலை காட்டி
Level number,நிலை எண்
Level of access,அணுகல் நிலை
Level of addressing,முகவரி நிலை
Level-one variable,நிலை-ஒரு மாறி
Level order,நிலை வரிசை
Level overload,நிலை சுமை
Level source  Language,நிலை மூல  மொழி
Level states  Register,நிலை நிலைகள்  பதிவு
Lexeme,லெக்ஸீம்
Lexicon,அகராதி
Librarian,நூலகர்
Librarian program,நூலக திட்டம்
Library,நூலகம்
Library directory,நூலக அடைவு
Library facility,நூலக வசதி
Library file editor,நூலக கோப்பு ஆசிரியர்
Library program,நூலக திட்டம்
Library routine,நூலக வழக்கமான
Library subroutine,நூலக சப்ரூட்டீன்
Library tape,நூலக நாடா
Library track,நூலக பாதை
Licensed  Documentation,உரிமம்  ஆவணம்
Licensed   Publication,உரிமம்  வெளியீடு
Light button,ஒளி பொத்தான்
Light conduit,ஒளி வழித்தடம்
Light-emitting  Diode,ஒளி உமிழும்  டையோடு
Light-emitting  Diode display,ஒளி உமிழும்  டையோடு காட்சி
Light guide,ஒளி வழிகாட்டி
Light gun,ஒளி துப்பாக்கி
Light pen,ஒளி பேனா
Light pen attention,ஒளி பேனா கவனம்
Light pen detection,ஒளி பேனா கண்டறிதல்
Light pen hit,லைட் பேனா வெற்றி
Light pen strike,லைட் பேனா வேலைநிறுத்தம்
Light pen tracking,ஒளி பேனா கண்காணிப்பு
Light stability,ஒளி நிலைத்தன்மை
Limit check,வரம்பு காசோலை
Limited distance  Adapter,வரையறுக்கப்பட்ட தூரம்  பின்னல்
Limiter,லிமிட்டர்
Limiter circuit,லிமிட்டர் சர்க்யூட்
Line,வரி
Line adapter,வரி தாட்டர்
Line adapter unit,வரி அடாப்டர் அலகு
Linear bounded  Automata,நேரியல் வரம்புக்குட்பட்டது  தன்னியக்க
Linear combiner,நேரியல் காம்பினர்
Linear distortion,நேரியல் விலகல்
Linear integrated  Circuit,நேரியல் ஒருங்கிணைந்த  சுற்று
Linearity,நேரியல்
Linear language,நேரியல் மொழி
Linear list,நேரியல் பட்டியல்
Linear optimization,நேரியல் தேர்வுமுறை
Linear  Programming,நேரியல்  நிரலாக்க
Linear regulator,நேரியல் சீராக்கி
Linear  Representation,நேரியல்  பிரதிநிதித்துவம்
Linear search,நேரியல் தேடல்
Linear selection,நேரியல் தேர்வு
Linear unit,நேரியல் அலகு
Line-at-a-time  Printer (= line  Printer),வரி-ஒரு முறை  அச்சுப்பொறி (= வரி  அச்சுப்பொறி)
Line character,வரி எழுத்து
Line code,வரி குறியீடு
Line concentration,வரி செறிவு
Line control,வரி கட்டுப்பாடு
Line control block,வரி கட்டுப்பாட்டு தொகுதி
Line control  Discipline (= line  Protocol),வரி கட்டுப்பாடு  ஒழுக்கம் (= வரி  நெறிமுறை)
Line counter,வரி கவுண்டர்
Line data set,வரி தொகுப்பு தொகுப்பு
Line delete symbol,வரி நீக்கு சின்னம்
Line deletion  Character,வரி நீக்குதல்  எழுத்து
Line discipline  (= Line protocol),வரி ஒழுக்கம்  (= வரி நெறிமுறை)
Line drawing  Display,வரி வரைதல்  காட்சி
Line driver,வரி இயக்கி
Line editing,வரி எடிட்டிங்
Line-end  Adjustment,வரி இறுதி  சரிசெய்தல்
Line-end control  Key,வரி-இறுதி கட்டுப்பாடு  விசை
Line-ending zone,வரி முடிவடையும் மண்டலம்
Line-end zone,வரி-இறுதி மண்டலம்
Line equipment,வரி உபகரணங்கள்
Line feed,வரி ஊட்டம்
Line feed character,வரி தீவன எழுத்து
Line filter balance,வரி வடிகட்டி சமநிலை
Line finder,வரி கண்டுபிடிப்பாளர்
Line generator,வரி ஜெனரேட்டர்
Line group,வரி குழு
Line hit,வரி வெற்றி
Line impedance,வரி மின்மறுப்பு
Line index,வரி அட்டவணை
Line interface base,வரி இடைமுக அடிப்படை
Line key,வரி விசை
Line level,வரி நிலை
Line link pulsing,வரி இணைப்பு துடிப்பு
Line load,வரி சுமை
Line loop,வரி வளையம்
Line loop  Resistance,வரி வளையம்  எதிர்ப்பு
Line  Misregistration,வரி  தவறான பதிவு
"Line mode ,Switching","வரி முறை, மாறுதல்"
Line noise,வரி சத்தம்
Line number,வரி எண்
Line number  Editing,வரி எண்  எடிட்டிங்
Line printer,வரி அச்சுப்பொறி
Line printing,வரி அச்சிடுதல்
Line protocol,வரி நெறிமுறை
Line relay,வரி ரிலே
Line response  Mode,வரி பதில்  பயன்முறை
Line skew,வரி வளைவு
Line speed,வரி வேகம்
Lines-per-inch,ஒரு அங்குல கோடுகள்
Line status,வரி நிலை
Line stretcher,வரி ஸ்ட்ரெச்சர்
Line surge,வரி எழுச்சி
Line switching,வரி மாறுதல்
Line traffic,வரி போக்குவரத்து
Link,இணைப்பு
Linkage,இணைப்பு
Linkage editor,இணைப்பு ஆசிரியர்
Linkage section,இணைப்பு பிரிவு
Link-attached,இணைப்பு-இணைக்கப்பட்டுள்ளது
Link-attached  Station,இணைப்பு-இணைக்கப்பட்டுள்ளது  நிலையம்
Link-attached  Terminal,இணைப்பு-இணைக்கப்பட்டுள்ளது  முனையத்தில்
Link bit,இணைப்பு பிட்
Link-by-link  Signaling,இணைப்பு மூலம்-இணைப்பு  சிக்னல்
Link connection,இணைப்பு இணைப்பு
Link control,இணைப்பு கட்டுப்பாடு
Link control  Procedure,இணைப்பு கட்டுப்பாடு  செயல்முறை
Link edit,இணைப்பு திருத்து
Linked sequential  File,இணைக்கப்பட்ட தொடர்ச்சியானது  கோப்பு
Linked subroutine,இணைக்கப்பட்ட சப்ரூட்டீன்
Linker,இணைப்பான்
Link group,இணைப்பு குழு
Linking loader,ஏற்றி இணைத்தல்
Linking loader  Executive,ஏற்றி இணைத்தல்  நிர்வாகி
Link protocol,இணைப்பு நெறிமுறை
LISP (list  Processing),LISP (பட்டியல்  செயலாக்கம்)
List-directed  Transmission,பட்டியல் இயக்கிய  பரவும் முறை
Listening mode,கேட்கும் முறை
List handling  Statement,பட்டியல் கையாளுதல்  அறிக்கை
Listing,பட்டியல்
List processing,பட்டியல் செயலாக்கம்
List processing language,செயலாக்க மொழி பட்டியல்
List processing  Program,பட்டியல் செயலாக்கம்  திட்டம்
List structure,பட்டியல் அமைப்பு
Literal,நேரடி
Literal operand,நேரடி செயல்பாடு
Literal pool,நேரடி குளம்
Literal search,நேரடி தேடல்
Literature search,இலக்கிய தேடல்
Live keyboard,நேரடி விசைப்பலகை
Load,சுமை
Load balancing,சுமை சமநிலை
Load card,அட்டை சுமை
Load coil,சுமை சுருள்
Loaded line,ஏற்றப்பட்ட வரி
Loaded origin,ஏற்றப்பட்ட தோற்றம்
Loader,ஏற்றி
Loader program (= Loader),ஏற்றி நிரல் (= ஏற்றி)
Loader type,ஏற்றி வகை
Load facility,சுமை வசதி
Load image,படத்தை ஏற்றவும்
Loading,ஏற்றுகிறது
Loading coil,ஏற்றுதல் சுருள்
Loading error,பிழை ஏற்றுகிறது
Loading procedure,ஏற்றுதல் செயல்முறை
Loading routine,வழக்கத்தை ஏற்றுகிறது
Load leveling,சுமை சமநிலை
Load map,வரைபடத்தை ஏற்றவும்
Load mode,சுமை பயன்முறை
Load module,தொகுதி சுமை
Load module  Library,தொகுதி சுமை  நூலகம்
Load-on-call,சுமை-அழைப்பு
Load point,சுமை புள்ளி
Load program  (=Loader),சுமை நிரல்  (= ஏற்றி)
Load sharing,சுமை பகிர்வு
Lobe,லோப்
Local,உள்ளூர்
Local access,உள்ளூர் அணுகல்
Local area network,உள்ளூர் பகுதி நெட்வொர்க்
Local battery,உள்ளூர் பேட்டரி
Local central office,உள்ளூர் மத்திய அலுவலகம்
Local channel,உள்ளூர் சேனல்
Local code,உள்ளூர் குறியீடு
Local exchange,உள்ளூர் பரிமாற்றம்
Local format  Storage,உள்ளூர் வடிவம்  சேமிப்பு
Local forms control,உள்ளூர் வடிவங்கள் கட்டுப்பாடு
Local line,உள்ளூர் வரி
Local lock,உள்ளூர் பூட்டு
Local loop,உள்ளூர் வளையம்
Locally attached,உள்ளூரில் இணைக்கப்பட்டுள்ளது
Locally-attached  Station,உள்ளூரில் இணைக்கப்பட்டுள்ளது  நிலையம்
Local mode,உள்ளூர் பயன்முறை
Local order wire,உள்ளூர் ஆர்டர் கம்பி
Local oscillator,உள்ளூர் ஆஸிலேட்டர்
Local service area,உள்ளூர் சேவை பகுதி
Local side,உள்ளூர் பக்கம்
Local station,உள்ளூர் நிலையம்
Local switching  Facility,உள்ளூர் மாறுதல்  வசதி
Local variable,உள்ளூர் மாறி
Local variable  Symbol,உள்ளூர் மாறி  சின்னம்
Locate,கண்டுபிடி
Locate mode,பயன்முறையைக் கண்டுபிடி
Location,இடம்
Location counter  (= Location  Register),இருப்பிட கவுண்டர்  (= இடம்  பதிவு)
Location life,இருப்பிட வாழ்க்கை
Locator device,லொக்கேட்டர் சாதனம்
Locator  Qualification,லொக்கேட்டர்  தகுதி
Locator variable,லொக்கேட்டர் மாறி
Lock,பூட்டு
Locked name,பூட்டப்பட்ட பெயர்
Locked page,பூட்டப்பட்ட பக்கம்
Locked record,பூட்டப்பட்ட பதிவு
Locking,பூட்டுதல்
Lock out,பூட்டவும்
Lockout module,கதவுட் தொகுதி
Lock-up table,பூட்டுதல் அட்டவணை
Log,பதிவு
Logger,லாகர்
Logging,பதிவு
Logical access level,தருக்க அணுகல் நிலை
Logical ADD,தர்க்கரீதியான சேர்
Logical analysis,தருக்க பகுப்பாய்வு
Logical chart  (= Flow chart),தருக்க விளக்கப்படம்  (= ஓட்ட விளக்கப்படம்)
Logical child  Segment,தர்க்கரீதியான குழந்தை  பிரிவு
Logical comparison,தர்க்கரீதியான ஒப்பீடு
Logical conjunction,தருக்க இணைப்பு
Logical constant,தர்க்கரீதியான மாறிலி
Logical data  Structure,தருக்க தரவு  கட்டமைப்பு
Logical decision,தர்க்கரீதியான முடிவு
Logical design,தருக்க வடிவமைப்பு
Logical device  Address,தருக்க சாதனம்  முகவரி
Logical diagram,தருக்க வரைபடம்
Logical difference,தருக்க வேறுபாடு
Logical disjunction,தருக்க வேறுபாடு
Logical element,தருக்க உறுப்பு
Logical expression,தர்க்கரீதியான வெளிப்பாடு
Logical file,தருக்க கோப்பு
Logical flow chart  ( Flow chart),தருக்க ஓட்ட விளக்கப்படம்  (ஓட்ட விளக்கப்படம்)
Logical group  Instruction,தருக்கக் குழு  வழிமுறைகள்
Logical IF,தர்க்கரீதியான என்றால்
Logical instruction,தருக்க அறிவுறுத்தல்
Logical level,தருக்க நிலை
Logical line group,தருக்க வரி குழு
Logical multiply,தருக்க பெருக்கல்
Logical number,தருக்க எண்
Logical operation,தர்க்கரீதியான செயல்பாடு
Logical operator,தருக்க ஆபரேட்டர்
Logical page  Identifier,தருக்க பக்கம்  அடையாளங்காட்டி
Logical page  Number,தருக்க பக்கம்  எண்
Logical parent  Segment,தர்க்கரீதியான பெற்றோர்  பிரிவு
Logical primary,தருக்க முதன்மை
Logical product,தருக்க தயாரிப்பு
Logical record,தருக்க பதிவு
Logical record  Block,தருக்க பதிவு  தொகுதி
Logical relation,தர்க்கரீதியான உறவு
Logical shift,தர்க்கரீதியான மாற்றம்
Logical structure,தருக்க அமைப்பு
Logical sum,தர்க்கரீதியான தொகை
Logical switch,தருக்க சுவிட்ச்
Logical symbol,தருக்க சின்னம்
Logical term,தர்க்கரீதியான சொல்
Logical timer,தருக்க டைமர்
Logical tracing,தர்க்கரீதியான தடமறிதல்
Logical track,தருக்க பாதை
Logical unit,தருக்க அலகு
Logical variable,தர்க்கரீதியான மாறி
Logical volume,தருக்க தொகுதி
Logical analyzer,தருக்க அனலைசர்
Logic card,லாஜிக் கார்டு
Logic chart (= flow   Chart),தர்க்க விளக்கப்படம் (= ஓட்டம்  விளக்கப்படம்)
Logic decoder,லாஜிக் டிகோடர்
Logic design,தர்க்க வடிவமைப்பு
Logic device,தர்க்க சாதனம்
Logic diagram,தர்க்க வரைபடம்
Logic element,தர்க்க உறுப்பு
Logic expression,தர்க்க வெளிப்பாடு
Logic family,தர்க்க குடும்பம்
Logic flow chart  (= Flow chart),தர்க்க ஓட்ட விளக்கப்படம்  (= ஓட்ட விளக்கப்படம்)
Logic function,தர்க்க செயல்பாடு
Logic instruction,தர்க்க அறிவுறுத்தல்
Logic light,தர்க்க ஒளி
Logic operation,தர்க்க செயல்பாடு
Logic probe,தர்க்க ஆய்வு
Logic product,தர்க்க தயாரிப்பு
Logic shift,தர்க்க மாற்றம்
Logic short fault,தர்க்க குறுகிய தவறு
Logic signal,தர்க்க சமிக்ஞை
Logic state,தர்க்க நிலை
Logic symbol,தர்க்க சின்னம்
Logic unit,தர்க்க அலகு
Log in (= log on),உள்நுழைக (= உள்நுழைக)
Log off (= log out),உள்நுழைக (= வெளியேறு)
Log on,உள் நுழை
Log out,வெளியேறு
Log periodic  Antenna,பதிவு அவ்வப்போது  ஆண்டெனா
Longitudinal  Balance,நீளமான  இருப்பு
Longitudinal check,நீளமான காசோலை
Longitudinal circuit,நீளமான சுற்று
Longitudinal   Induction noise,நீளமான  தூண்டல் சத்தம்
Longitudinal-mode  Delay line,நீளமான முறை  தாமதக் கோடு
Longitudinal parity  Check,நீளமான சமநிலை  காசோலை
Longitudinal  Redundancy  Check,நீளமான  பணிநீக்கம்  காசோலை
Longitudinal  Transmission  Check,நீளமான  பரவும் முறை  காசோலை
Look ahead,முன்னோக்கிப் பாருங்கள்
Look ahead carry,எடுத்துச் செல்லுங்கள்
Look ahead unit,முன்னோக்கி அலகு பாருங்கள்
Look up,பாருங்கள்
Look-up-table,தேடல் அட்டவணை
Loop,லூப்
Loop-back test,லூப்-பேக் சோதனை
Loop body,லூப் உடல்
Loop box,லூப் பாக்ஸ்
Loop check,லூப் சோதனை
Loop completion,லூப் நிறைவு
Loop computing,லூப் கம்ப்யூட்டிங்
Loop control,லூப் கட்டுப்பாடு
Loop control  Statement,லூப் கட்டுப்பாடு  அறிக்கை
Loop-control  Variable,லூப்-கட்டுப்பாடு  மாறக்கூடிய
Loop counter,லூப் கவுண்டர்
Loop feedback  Signal,லூப் கருத்து  சிக்னல்
Looping,லூப்பிங்
Looping execution,மரணதண்டனை
Loop initialization,லூப் துவக்கம்
Loop input signal,லூப் உள்ளீட்டு சமிக்ஞை
Loop jack  Switchboard,லூப் ஜாக்  சுவிட்ச்போர்டு
Loop modification,லூப் மாற்றம்
Loop network,லூப் நெட்வொர்க்
Loop resistance,லூப் எதிர்ப்பு
Loop reverse  Battery,லூப் தலைகீழ்  மின்கலம்
Loop self checking,லூப் சுய சோதனை
Loop signalling,லூப் சிக்னலிங்
Loop start,லூப் தொடக்க
Loop termination,லூப் முடித்தல்
Loop testing,லூப் சோதனை
Loop transfer  Function,லூப் பரிமாற்றம்  செயல்பாடு
Loop transmission,லூப் டிரான்ஸ்மிஷன்
Loop transmission frame,லூப் டிரான்ஸ்மிஷன் சட்டகம்
Loop update,லூப் புதுப்பிப்பு
Loosely coupled,தளர்வாக இணைக்கப்பட்டுள்ளது
Loss,இழப்பு
Loss of significance,முக்கியத்துவ இழப்பு
Loudness loss,உரித்தல் இழப்பு
Low activity data  Processing,குறைந்த செயல்பாட்டு தரவு  செயலாக்கம்
Low byte,குறைந்த பைட்
Low-end MPU,குறைந்த-இறுதி MPU
Lower bound,கீழ் எல்லை
Lower curtate,குறைந்த கர்டேட்
Low-level language,குறைந்த அளவிலான மொழி
Low-noise  Amplifier,குறைந்த இரைச்சல்  பெருக்கி
Low order,குறைந்த வரிசை
Low order digit,குறைந்த வரிசை இலக்க
Low-order position,குறைந்த வரிசை நிலை
Low pass filter,குறைந்த பாஸ் வடிகட்டி
Low-performance  Equipment,குறைந்த செயல்திறன்  உபகரணங்கள்
Low speed,குறைவான வேகம்
Low speed storage,குறைந்த வேக சேமிப்பு
Low tape,குறைந்த நாடா
Lukasiewicz  Notation,லூகாசிவிச்  குறியீடு
Lumped loading,மொத்த ஏற்றுதல்
Machine address,இயந்திர முகவரி
Machine available  Time,இயந்திரம் கிடைக்கிறது  நேரம்
Machine check,இயந்திர சோதனை
Machine check  Handler,இயந்திர சோதனை  கையாளுபவர்
Machine check  Indicator,இயந்திர சோதனை  காட்டி
Machine check  Interruption,இயந்திர சோதனை  குறுக்கீடு
Machine code,இயந்திர குறியீடு
Machine cognition,இயந்திர அறிவாற்றல்
Machine cycle,இயந்திர சுழற்சி
Machine  Dependent,இயந்திரம்  சார்ந்தது
Machine  Dependent  Language,இயந்திரம்  சார்ந்தது  மொழி
Machine   Dependent  Software,இயந்திரம்  சார்ந்தது  மென்பொருள்
Machine equation,இயந்திர சமன்பாடு
Machine  Equivalence,இயந்திரம்  சித்திரம்
Machine error,இயந்திர பிழை
Machine idle time,இயந்திர செயலற்ற நேரம்
Machine  Independent,இயந்திரம்  சுயாதீனமான
Machine  Independent  Language,இயந்திரம்  சுயாதீனமான  மொழி
Machine  Independent  Software,இயந்திரம்  சுயாதீனமான  மென்பொருள்
Machine  Independent  Solution,இயந்திரம்  சுயாதீனமான  தீர்வு
Machine  Instruction,இயந்திரம்  வழிமுறைகள்
Machine   Instruction code,இயந்திரம்  ஆணையக் குறியீடு
Machine  Instruction  Statement,இயந்திரம்  வழிமுறைகள்  அறிக்கை
Machine  Intelligence,இயந்திரம்  நுண்ணறிவு
Machine intemate,இயந்திர உள்
Machine language  Code,இயந்திர மொழி  குறியீடு
Machine learning,இயந்திர வழி கற்றல்
Machine logic,இயந்திர தர்க்கம்
Machine operation,இயந்திர செயல்பாடு
Machine oriented  Language,இயந்திரம் சார்ந்த  மொழி
Machine readable,இயந்திரம் படிக்கக்கூடியது
Machine readable  Medium,இயந்திரம் படிக்கக்கூடியது  நடுத்தர
Machine run,இயந்திர ஓட்டம்
Machine sensible  Information,இயந்திரம் விவேகமான  தகவல்
Machine  Simulation,இயந்திரம்  உருவகப்படுத்துதல்
Machine spoiled  Time,இயந்திர கெட்டுப்போன  நேரம்
Machine tool  Control,இயந்திர கருவி  கட்டுப்பாடு
Machine  Translation,இயந்திரம்  மொழிபெயர்ப்பு
Machine usage  Time,இயந்திர பயன்பாடு  நேரம்
Macroargument,மேக்ரோஅர்குமென்ட்
Macroassembler,மேக்ரோஅஸ்ம்ப்ளர்
Macroassembly  Program,Marchassemble  திட்டம்
Macrocall,மாக்ரோகால்
Macrocode,மெக்ரோகோட்
Macrocoding,மேக்ரோகோடிங்
Macrocommand,மேக்ரோகாமண்ட்
Macrodeclaration,மேக்ரோடெக்லேஷன்
Macrodefinition,மேக்ரோட்ஃபைனிஷன்
Macrodefinition  Library,மேக்ரோட்ஃபைனிஷன்  நூலகம்
Macroelement,காந்த
Macroexerciser,மேக்ரோ பயிற்சி
Macroexpansion,மேக்ரோ எக்ஸ்பானியன்
Macroflowchart,மேக்ரோஃப்ளோவ்சார்ட்
Macrogenerating  Program,மேக்ரோஜெனரேட்டிங்  திட்டம்
Macrogeneration,கிராக்ரோஜெனரேஷன்
Macrogenerator,மேக்ரோஜெனரேட்டர்
Macroinstruction,மேக்ரோஇன்ஸ்ட்ரக்ஷன்
Macrolanguage  (MACROL),மேக்ரோலாங்குவேஜ்  (மேக்ரோல்)
Macrolibrary,மேக்ரோலிபிரரி
Macro (= macro  Instruction),மேக்ரோ (= மேக்ரோ  உத்தரவாதம்)
Macroparameter,மேக்ரோபராமீட்டர்
Macroprocessing  Instruction,மேக்ரோபிராசெசிங்  வழிமுறைகள்
Macroprogramming,மேக்ரோபிரோகிராமிங்
Macroprototype,மேக்ரோபிரோடோடைப்
Macroprototype  Statement,மேக்ரோபிரோடோடைப்  அறிக்கை
Macrostatement  Number,மெக்ரோஸ்டாடமென்ட்  எண்
Macrosystem,மேக்ரோசிஸ்டம்
Macrotrace,மெக்ரோட்ரஸ்
MACSYMA,மேக்ஸிமா
MADCAP,மேட்காப்
MAG,மாக்
Magnetic bubble  Memory,காந்த குமிழி  நினைவு
Magnetic card,காந்த அட்டை
Magnetic card  Reader,காந்த அட்டை  வாசகர்
Magnetic card  Storage,காந்த அட்டை  சேமிப்பு
Magnetic cell,காந்த செல்
Magnetic  Character,காந்த  எழுத்து
Magnetic core,காந்த கோர்
Magnetic core  Storage,காந்த கோர்  சேமிப்பு
Magnetic delay  Time,காந்த தாமதம்  நேரம்
Magnetic disk,காந்த வட்டு
Magnetic disk  Address,காந்த வட்டு  முகவரி
Magnetic disk  Memory,காந்த வட்டு  நினைவு
Magnetic disk  Storage,காந்த வட்டு  சேமிப்பு
Magnetic disk  Store,காந்த வட்டு  கடை
Magnetic disk unit,காந்த வட்டு அலகு
Magnetic drum  Storage,காந்த டிரம்  சேமிப்பு
Magnetic drum  Unit,காந்த டிரம்  அலகு
Magnetic encoding,காந்த குறியாக்கம்
Magnetic hand  Scanner,காந்த கை  ஸ்கேனர்
Magnetic  Hysteresis loop,காந்த  ஹிஸ்டெரெஸிஸ் லூப்
Magnetic ink,காந்த மை
Magnetic ink  Character sorter,காந்த மை  எழுத்து சார்ட்டர்
Magnetic ink  Scanner,காந்த மை  ஸ்கேனர்
Magnetic memory,காந்த நினைவகம்
Magnetic reading,காந்த வாசிப்பு
Magnetic  Recording,காந்த  பதிவு
Magnetic slot  Reader,காந்த ஸ்லாட்  வாசகர்
Magnetic storage,காந்த சேமிப்பு
Magnetic strip,காந்த துண்டு
Magnetic strip  Accounting  Machine,காந்த துண்டு  கணக்கியல்  இயந்திரம்
Magnetic strip  Reader,காந்த துண்டு  வாசகர்
Magnetic tape cartridge,காந்த நாடா கார்ட்ரிட்ஜ்
Magnetic tape  Cassette,காந்த நாடா  கேசட்
Magnetic tape  Deck (= magnetic  Tape drive),காந்த நாடா  டெக் (= காந்த  டேப் டிரைவ்)
Magnetic tape  Drive,காந்த நாடா  இயக்கி
Magnetic tape file,காந்த நாடா கோப்பு
Magnetic tape  Label,காந்த நாடா  லேபிள்
Magnetic tape  Leader,காந்த நாடா  தலைவர்
Magnetic tape  Librarian,காந்த நாடா  நூலகர்
Magnetic tape  Station,காந்த நாடா  நிலையம்
Magnetic tape storage,காந்த நாடா சேமிப்பு
Magnetic tape  Subsystem,காந்த நாடா  துணை அமைப்பு
Magnetic tape  Terminal,காந்த நாடா  முனையத்தில்
Magnetic tape  Trailer,காந்த நாடா  டிரெய்லர்
Magnetic tape  Transport  (Magnetic tape  Drive),காந்த நாடா  போக்குவரத்து  (காந்த நாடா  இயக்கி)
Magnetic tape unit,காந்த நாடா அலகு
Magnetic thin film,காந்த மெல்லிய படம்
Magnetic thin film  Storage,காந்த மெல்லிய படம்  சேமிப்பு
Magnetic track,காந்த பாதை
Magnetic wire  Storage,காந்த கம்பி  சேமிப்பு
Magnetographic  Printer,காந்தவியல்  அச்சுப்பொறி
Magneto-optic  Disk storage,காந்த-ஆப்டிக்  வட்டு சேமிப்பு
Magnetostriction,காந்த கட்டமைப்பு
Mag tape,மாக் டேப்
Mail box,அஞ்சல் பெட்டி
