Marathi,Assamese
मध्यवर्ती कार्य,মধ্যৱৰ্তী কাৰ্য্য
मध्यवर्ती गॅलेक्टिक अक्षांश,মধ্যৱৰ্তী তাৰকাৰাজ্যিক অক্ষাংশ
मध्यम वायू टप्पा,মধ্যম গেছ পৰ্যায়
इंटरस्टेलर क्षितीज,আন্তঃনক্ষত্ৰীয় দিগন্ত
मध्यवर्ती आयन,মধ্যৱৰ্তী আয়ন
मध्यवर्ती लोब,মধ্যৱৰ্তী লোব
विभाजित प्रतिमा,বিভক্ত ছবি
दुय्यम न्यूट्रॉन,গৌণ নিউট্ৰন
माध्यमिक ग्रेड,মাধ্যমিক শ্ৰেণী
दुय्यम टप्पा,মাধ্যমিক পৰ্যায়
मध्यवर्ती बिंदू,মধ্যৱৰ্তী বিন্দু
दुय्यम प्रसारण,মাধ্যমিক সংক্ৰমণ
दुय्यम अणुभट्टी,গৌণ ৰিয়েক্টৰ
इंटरमीडिएट स्पेक्ट्रोग्राफर,মধ্যৱৰ্তী বৰ্ণালীবিজ্ঞানী
मध्य-स्टेज मॉडेल,মধ্যম পৰ্যায়ৰ মডেল
"मधले स्टेशन, मधले स्टेशन","মধ্যম ষ্টেচন, মধ্যম ষ্টেচন"
मध्यवर्ती शक्ती,মধ্যৱৰ্তী শক্তি
दुय्यम शरीर,গৌণ শৰীৰ
दुय्यम हीटिंग,গৌণ উত্তাপ
intermetallic,আন্তঃধাতুৰ
"मधूनमधून, मधूनमधून","intermittent, মাজে মাজে"
मधूनमधून प्रवाह,মাজে মাজে কাৰেণ্ট
अधूनमधून वापर मर्यादा,মাজে মাজে ব্যৱহাৰৰ সীমা
अधूनमधून प्रदीपन,মাজে মাজে আলোকসজ্জা
"मधूनमधून बदल, मधूनमधून झेप","মাজে মাজে পৰিৱৰ্তন, মাজে মাজে জাঁপ"
मधूनमधून हालचाल,মাজে মাজে গতি
मधूनमधून रिसेप्शन,মাজে মাজে গ্ৰহণ কৰা
इंटरमॉड्युलेशन उत्पादन,আন্তঃমডুলেচন উৎপাদন
इंटरमॉलिक्युलर,আন্তঃআণৱিক
इंटरमॉलिक्युलर टक्कर,আন্তঃআণৱিক সংঘৰ্ষ
आंतरआण्विक शक्ती,আন্তঃআণৱিক বল
intermolecular रजा,আন্তঃআণৱিক পাত
"आंतर-गरम भट्टी, आंतर-गरम भट्टी","আন্তঃ উত্তাপিত চুলা, আন্তঃ উত্তাপিত চুলা"
अंतर्गत क्षमता,আভ্যন্তৰীণ ক্ষমতা
अंतर्गत वैशिष्ट्ये,অন্তৰ্নিহিত বৈশিষ্ট্য
आतील वर्तुळ,ভিতৰৰ বৃত্ত
अंतर्गत सर्किट,আভ্যন্তৰীণ বৰ্তনী
"अंतर्गत ज्वलन, अंतर्गत ज्वलन","আভ্যন্তৰীণ দহন, আভ্যন্তৰীণ দহন"
अंतर्गत ज्वलन इंजिन अंतर्गत दहन इंजिन,আভ্যন্তৰীণ দহন ইঞ্জিন আভ্যন্তৰীণ দহন ইঞ্জিন
अंतर्गत संवाद,আভ্যন্তৰীণ যোগাযোগ
अंतर्गत प्रतिसाद,আভ্যন্তৰীণ সঁহাৰি
अंतर्गत शंकू कातरणे,অভ্যন্তৰীণ শঙ্কু ছিয়াৰ
अंतर्गत रूपांतरण,আভ্যন্তৰীণ ৰূপান্তৰ
अंतर्गत रूपांतरण गुणांक,আভ্যন্তৰীণ ৰূপান্তৰ সহগ
अंतर्गत इलेक्ट्रॉनिक विस्थापन,আভ্যন্তৰীণ ইলেক্ট্ৰনিক বিচ্যুতি
अंतर्गत ऊर्जा,আভ্যন্তৰীণ শক্তি
इंटर-एंट्रोपी,আন্তঃএন্ট্ৰপি
अंतर्गत स्फोट,আভ্যন্তৰীণ বিস্ফোৰণ
अंतर्गत शक्ती,আভ্যন্তৰীণ শক্তিসমূহ
अंतर्गत घर्षण,আভ্যন্তৰীণ ঘৰ্ষণ
अंतर्गत सूचक,অভ্যন্তৰীণ পইণ্টাৰ
अंतर्गत प्रणाली,আভ্যন্তৰীণ ব্যৱস্থা
अंतर्गत उपकरणे,আভ্যন্তৰীণ যন্ত্ৰপাতি
अंतर्गत जोडप्याचे उत्पादन,আভ্যন্তৰীণ দম্পতী উৎপাদন
अंतर्गत कलाकृती,আভ্যন্তৰীণ শিল্পকৰ্ম
अंतर्गत दबाव,আভ্যন্তৰীণ চাপ
अंतर्गत क्वांटम स्थिती,আভ্যন্তৰীণ কোৱাণ্টাম অৱস্থা
अंतर्गत त्रिज्या दाब,আভ্যন্তৰীণ ব্যাসাৰ্ধৰ চাপ
रेडिएशन संकट,ৰেডিয়চন সংকট
अंतर्गत प्रतिबिंब,আভ্যন্তৰীণ প্ৰতিফলন
अंतर्गत प्रतिकार,আভ্যন্তৰীণ প্ৰতিৰোধ ক্ষমতা
अंतर्गत वर्गीकरण,অভ্যন্তৰীণ সজাই পৰাই তোলা
अंतर्गत मानक,আভ্যন্তৰীণ মানদণ্ড
अमूर्त स्टोरेज,অস্পষ্ট সংৰক্ষণ
अंतर्गत ताण,আভ্যন্তৰীণ চাপ
अंतर्गत रचना,আভ্যন্তৰীণ গঠন
अंतर्गत लहरी कार्य,আভ্যন্তৰীণ তৰংগ কাৰ্য্য
अंतर्गत काम,আভ্যন্তৰীণ কাম
आतील तीव्र प्रभाव,ভিতৰৰ ষ্টাৰক ইফেক্ট
अंतर्गत लहर,আভ্যন্তৰীণ তৰংগ
आंतरराष्ट्रीय,আন্তৰ্জাতিক
आंतरराष्ट्रीय अँपिअर,আন্তৰ্জাতিক এম্পিয়াৰ
आंतरराष्ट्रीय अणु वस्तुमान,আন্তৰ্জাতিক পাৰমাণৱিক ভৰ
आंतरराष्ट्रीय मेणबत्ती,আন্তৰ্জাতিক মমবাতি
आंतरराष्ट्रीय om,আন্তৰ্জাতিক om
आंतरराष्ट्रीय रेडिओ शांतता,আন্তৰ্জাতিক ৰেডিঅ&#39; মৌনতা
आंतरराष्ट्रीय मानक,আন্তৰ্জাতিক মানদণ্ড
युनिट्सची आंतरराष्ट्रीय प्रणाली,আন্তৰ্জাতিক ইউনিটৰ ব্যৱস্থা
आंतरराष्ट्रीय तापमान,আন্তঃৰাষ্ট্ৰীয় উষ্ণতা
आंतरराष्ट्रीय युनिट,আন্তঃৰাষ্ট্ৰীয় ইউনিট
इंटरस्टेलर सुट्टी,আন্তঃনক্ষত্ৰীয় ছুটী
इंटरन्यूक्लियर अक्ष,আন্তঃপাৰমাণৱিক অক্ষ
"intermolecular अंतर, intermolecular अंतर","আন্তঃআণৱিক দূৰত্ব, আন্তঃআণৱিক দূৰত্ব"
इंटरमॉलिक्युलर कंपन,আন্তঃআণৱিক কম্পন
इंटरन्यूक्लिओन क्षमता,আন্তঃনিউক্লিয়ন বিভৱ
इंटरस्टिशियल अणुभट्टी,ইন্টাৰষ্টিচিয়েল ৰিয়েক্টৰ
टेलिफोन,টেলিফোন
इंटरस्टिशियल,অন্তৰ্স্থলী
मध्यांतर मध्यांतर,ব্যৱধানৰ ব্যৱধান
आंतरग्रहीय,আন্তঃগ্ৰহীয়
आंतरग्रहीय विद्युत क्षेत्र,আন্তঃগ্ৰহীয় বৈদ্যুতিক ক্ষেত্ৰ
इंटरप्लॅनेटरी हायड्रोजन,আন্তঃগ্ৰহীয় হাইড্ৰজেন
आंतरग्रहीय चुंबकीय क्षेत्र,আন্তঃগ্ৰহীয় চুম্বকীয় ক্ষেত্ৰ
इंटरप्लॅनेटरी प्लाझ्मा,আন্তঃগ্ৰহীয় প্লাজমা
इंटरप्लॅनेटरी अन्वेषक,আন্তঃগ্ৰহ অনুসন্ধানকাৰী
इंटरप्लॅनेटरी स्पेस,আন্তঃগ্ৰহীয় মহাকাশ
आंतरग्रहीय प्रवास,আন্তঃগ্ৰহ যাত্ৰা
समाविष्ट करण्याचे कार्य,সন্নিৱিষ্ট কাৰ্য্য
इंटरपोलेशन,আন্তঃপ্ৰক্ষেপণ
अंतर्भूत गुणांक,সন্নিৱিষ্ট সহগ
प्रवेश सूत्र,সন্নিৱিষ্ট কৰা সূত্ৰ
ऑपरेटर घाला,অপাৰেটৰ সন্নিৱিষ্ট কৰক
इनपुट ग्रिड,ইনপুট গ্ৰীড
अर्थपूर्णता,অৰ্থপূৰ্ণতা
"निर्वाचक, दुभाषी","নিৰ্বাচক, দোভাষী"
व्याख्या कोड,ব্যাখ্যা ক&#39;ড
स्पष्टीकरणात्मक कार्यक्रम,ব্যাখ্যামূলক কাৰ্যসূচী
"व्याख्यात्मक प्रोग्रामिंग, व्याख्यात्मक प्रोग्रामिंग","ব্যাখ্যামূলক প্ৰগ্ৰেমিং, ব্যাখ্যামূলক প্ৰগ্ৰেমিং"
"स्पष्टीकरणात्मक दिनचर्या, स्पष्टीकरणात्मक दिनचर्या","ব্যাখ্যামূলক ৰুটিন, ব্যাখ্যামূলক ৰুটিন"
"संवाद संवाद, प्रश्न संवाद","কথা কোৱা যোগাযোগ, প্ৰশ্ন যোগাযোগ"
चौकशी नाडी,প্ৰশ্নবোধক নাড়ী
प्रश्नकर्ता,প্ৰশ্নকাৰী
प्रश्नकर्ता प्रतिसादक,প্ৰশ্নকাৰী উত্তৰদাতা
व्यत्यय आणण्याची क्षमता,বাধা দিয়াৰ ক্ষমতা
"मधूनमधून, मधूनमधून","intermittent, মাজে মাজে"
अखंड सतत लहर,বিচ্ছিন্ন অবিৰত তৰংগ
व्यत्यय प्रवाह,বাধাপ্ৰাপ্ত কাৰেণ্ট
व्यत्यय आणणारा,interrupter
व्यत्यय व्हायब्रेटर,ইন্টাৰপ্ৰট ভাইব্ৰেটৰ
छेदन करणारा,ছেদ কৰা
छेदन करणारा वक्र,ছেদ কৰা বক্ৰ
छेदणाऱ्या रेषा,ছেদ কৰা ৰেখা
"छेदनबिंदू, छेदनबिंदू, छेदनबिंदू","ছেদ, ছেদ, ছেদ"
छेदनबिंदू वक्र,ছেদক বক্ৰ
वक्रांचे छेदनबिंदू,বক্ৰৰ ছেদ
मध्यांतर,ব্যৱধান
एकमेकांना जोडलेले,interspersed কৰা হৈছে
छेदनबिंदू,ছেদ বিন্দু
इंटरमॉलिक्युलर कपलिंग,আন্তঃআণৱিক সংযোজন
इंटर आउटपुट ट्रान्सफॉर्मर,আন্তঃ আউটপুট ট্ৰেন্সফৰ্মাৰ
इंटरस्टेलर,আন্তঃনক্ষত্ৰীয়
इंटरस्टेलर शोषण,আন্তঃনক্ষত্ৰীয় শোষণ
इंटरस्टेलर प्लेट,আন্তঃনক্ষত্ৰীয় প্লেট
आंतरतारकीय विलोपन,আন্তঃনক্ষত্ৰীয় বিলুপ্তি
आंतरतारकीय आकाशगंगा विकिरण,আন্তঃনক্ষত্ৰীয় তাৰকাৰাজ্যৰ বিকিৰণ
आंतरतारकीय कण,আন্তঃনক্ষত্ৰীয় কণা
इंटरस्टेलर चुंबकीय क्षेत्र,আন্তঃনক্ষত্ৰীয় চুম্বকীয় ক্ষেত্ৰ
आंतरतारकीय पदार्थ,আন্তঃনক্ষত্ৰীয় পদাৰ্থ
इंटरस्टेलर रक्तस्त्राव,আন্তঃনক্ষত্ৰীয় ৰক্তক্ষৰণ
आंतरतारकीय आकाश,আন্তঃনক্ষত্ৰীয় আকাশ
इंटरस्टेलर स्पेक्ट्रल रेषा,আন্তঃনক্ষত্ৰীয় বৰ্ণালী ৰেখা
"अंतर, जागा","ফাঁক, স্থান"
इंटरस्टिशियल,অন্তৰ্স্থলী
इंटरस्टिशियल अणू,অন্তৰ্স্থলীৰ পৰমাণু
इंटरस्टिशियल अशुद्धता,অন্তৰ্স্থলীৰ অশুদ্ধি
मध्य स्वर,মধ্য স্বৰবৰ্ণ
इंट्रा-ट्यूब्यूल अंतर,ইন্ট্ৰা-টিউব্যুল গেপ
"अंतर, अंतर","ফাঁক, ফাঁক"
मध्यांतर अंदाज,ব্যৱধান অনুমান
मध्यांतर घटक,ব্যৱধানৰ কাৰক
मध्यांतर मध्य बिंदू,ব্যৱধানৰ মাজৰ বিন্দু
इंटरपोलेशन मध्यांतर,ইন্টাৰপলেচন ব্যৱধান
मध्यांतर नियम,ব্যৱধানৰ নিয়ম
मध्यांतर कालावधी,ব্যৱধানৰ সময়সীমা
इंटरस्टिशियल,অন্তৰ্স্থলী
जिव्हाळ्याचा संपर्क,অন্তৰংগ যোগাযোগ
इंटरमॉलिक्युलर,আন্তঃআণৱিক
इंटरमॉलिक्युलर प्रभाव,আন্তঃআণৱিক প্ৰভাৱ
आंतरग्रहीय आकाश,আন্তঃগ্ৰহৰ আকাশ
इंट्राक्रिस्टलाइन विघटन,আন্তঃস্ফটিকীয় দ্ৰৱণ
अंतरगॅलेक्टिक,আন্তঃনক্ষত্ৰীয়
इनब्रीडिंग सर्प,inbreeding সাপ
"intermolecular, intermolecular","আন্তঃআণৱিক, আন্তঃআণৱিক"
इंटरमॉलिक्युलर प्रदेश,আন্তঃআণৱিক অঞ্চল
इंटरमॉलिक्युलर यंत्रणा,আন্তঃআণৱিক ব্যৱস্থা
इंट्रामोलेक्युलर गोंधळ,আন্তঃআণৱিক বিক্ষিপ্ততা
इंटरमॉलिक्युलर इलेक्ट्रॉन,আন্তঃআণৱিক ইলেক্ট্ৰন
"नाझ (उपजत), अंतर (अंतर्गत)","নাজ (অন্তৰ্নিহিত), অন্তৰ (আভ্যন্তৰীণ)"
naz (शुद्ध) अर्धसंवाहक,naz (বিশুদ্ধ) অৰ্ধপৰিবাহী
नैसर्गिक वास्तव,প্ৰাকৃতিক বাস্তৱতা
नाझ तटबंदी ट्रान्झिस्टर,naz rampart ট্ৰেঞ্জিষ্টৰ
अरुंद रुंदी,সংকীৰ্ণ প্ৰস্থ
चांगले वक्तृत्व,ভাল বাকপটুতা
आत्मभान,আত্মচেতনা
आंतरिक चालकता,অন্তৰ্নিহিত পৰিবাহীতা
वैयक्तिक रचना,ব্যক্তিগত গঠন
आंतरिक ऊर्जा,অন্তৰ্নিহিত শক্তি
भोळे समीकरण,নেইভ সমীকৰণ
आंतरिक समतोल स्थिरांक,অন্তৰ্নিহিত ভাৰসাম্য ধ্ৰুৱক
"आंतरिक घटक, आंतरिक घटक","অন্তৰ্নিহিত কাৰক, অন্তৰ্নিহিত কাৰক"
खाजगी क्षेत्र,ব্যক্তিগত এলেকা
आंतरिक प्रतिबाधा,অন্তৰ্নিহিত প্ৰতিৰোধ
सहज प्रेरणा,প্ৰবৃত্তিগত প্ৰেৰণা
नाझ जंक्शन ट्रान्झिस्टर,naz জংচন ট্ৰেঞ্জিষ্টৰ
नायज ज्योती,নাইজ জ্যোতি
चुंबकीय द्विध्रुव,চুম্বকীয় ডাইপোল
चांगले नातं,ভাল সম্পৰ্ক
सहज गतिशीलता,প্ৰবৃত্তিগত গতিশীলতা
न्याय्य इक्विटी,ন্যায্য ইকুইটি
ललित कला,চাৰুকলা
चांगली ऑप्टिकल चालकता,ভাল আলোকীয় পৰিবাহীতা
नाझ लाइट इलेक्ट्रॉन उत्सर्जन,নাজ লাইট ইলেক্ট্ৰন নিৰ্গমন
निव्वळ संभाव्य फरक,নেট বিভৱৰ পাৰ্থক্য
अंतर्गत दबाव,অন্তৰ্নিহিত চাপ
अंतर्गत मालमत्ता,অন্তৰ্নিহিত বৈশিষ্ট্য
नज पारस,নাজ পৰাস
रक्त गोठणे,তেজ জমা হোৱা
नज प्रदेश,নাজ অঞ্চল
मंद अर्धसंवाहक,লেহেমীয়া অৰ্ধপৰিবাহী
मनाची स्थिती,মনৰ অৱস্থা
स्मार्ट रचना,স্মাৰ্ট গঠন
नायझ थर्मल कॉम्प्लेक्स,নাইজ থাৰ্মেল কমপ্লেক্স
मालमत्ता परवानाधारक,সম্পত্তিৰ অনুজ্ঞাপত্ৰদাতা
naiz maan,নাইজ মান
नाईज चरकंती तारा,নাইজ চৰকান্তি তাৰা
बारीक चिकटपणा,মিহি আঠালতীয়াতা
वाजवी वजन,উচিত ওজন
शांतता,নিস্তব্ধতা
प्रकाश टप्प्याची स्थिरता,পোহৰৰ পৰ্যায়ৰ স্থিৰতা
खात्रीने,নিশ্চয়
निश्चित चुंबकीय क्षण,স্থিৰ চুম্বকীয় ক্ষমতা
निश्चित प्रणाली,ফিক্সড চিষ্টেম
"शोध, शोध","উদ্ভাৱন, উদ্ভাৱন"
"शोधक, शोधक","উদ্ভাৱক, উদ্ভাৱক"
टेबल,মেজ
टेबल असाइनमेंट,টেবুল নিযুক্তি
टेबल नियंत्रण,টেবুল নিয়ন্ত্ৰণ
टेबल नियंत्रण मॉडेल,টেবুল নিয়ন্ত্ৰণ মডেল
टेबल नियंत्रण प्रणाली,টেবুল নিয়ন্ত্ৰণ ব্যৱস্থা
टेबल सायकल,টেবুল চক্ৰ
टेबल खर्च,টেবুল খৰচ
टेबल पातळी,টেবুল স্তৰ
टेबल मॉडेल,টেবুল মডেল
टेबल नेटवर्क,টেবুল নেটৱৰ্ক
"उलट, उलट, विरुद्ध","বিপৰীত, বিপৰীত, বিপৰীত"
व्यस्त बीटा क्षय,বিপৰীত বিটা ক্ষয়
व्यस्त सामान्य आधार,বিপৰীত সাধাৰণ ভিত্তি
व्यस्त सामान्य संग्राहक,বিপৰীত সাধাৰণ সংগ্ৰাহক
व्यस्त सामान्य उत्सर्जक,বিপৰীত সাধাৰণ নিৰ্গমনকাৰী
व्यस्त सहसंबंध,বিপৰীত সম্পৰ্ক
व्यस्त घन,বিপৰীত ঘনক
उलट प्रवाह,ৰিভাৰ্ছ কাৰেণ্ট
व्यस्त वक्र,বিপৰীত বক্ৰ
व्यस्त परिणाम,বিপৰীত প্ৰভাৱ
व्यस्त घटक,বিপৰীত মৌল
प्रतिलोमा समागम,প্ৰতিলোমা সমাগম
रिव्हर्स रिचार्ज,ৰিভাৰ্ছ ৰিচাৰ্জ
व्यस्त रिचार्ज लूप,ইনভাৰ্ছ ৰিচাৰ্জ লুপ
इन्व्हर्स फोरियर ट्रान्सफॉर्म,বিপৰীত ফোৰিয়াৰ ৰূপান্তৰ
व्यस्त कार्य,বিপৰীত ফলন
व्यस्त प्रतिमा,বিপৰীত ছবি
व्यस्त अंतर्भूत करणे,বিপৰীত সন্নিৱিষ্ট কৰা
व्यस्त उडी वारंवारता,বিপৰীত জাম্প কম্পাঙ্ক
व्यस्त सीमा विश्लेषण,বিপৰীত সীমা বিশ্লেষণ
व्यस्त मर्यादा,বিপৰীত সীমা
रिव्हर्स लिमिटर,ৰিভাৰ্ছ লিমিটাৰ
विरूपण चुंबकीकरण प्रभाव,বিকৃতি চুম্বকীয়কৰণ প্ৰভাৱ
व्यस्त जाळी,বিপৰীত জালি
परस्पर संख्या,পাৰস্পৰিক সংখ্যা
व्यस्त ऑपरेटर,ইনভাৰ্ছ অপাৰেটৰ
व्यस्त क्रम,বিপৰীত ক্ৰম
व्यस्त शिखर व्होल्टेज,বিপৰীত শীৰ্ষ ভল্টেজ
व्यस्त इलेक्ट्रोस्टॅटिक प्रभाव,বিপৰীত ইলেক্ট্ৰষ্টেটিক প্ৰভাৱ
व्यस्त बिंदू,বিপৰীত বিন্দু
व्यस्त शक्ती मालिका,বিপৰীত শক্তি শৃংখলা
उलट नियोजन,বিপৰীত পৰিকল্পনা
व्यस्त गुणोत्तर,বিপৰীত অনুপাত
व्यस्त गुणोत्तर,বিপৰীত অনুপাত
व्यस्त टेलिमीटर,বিপৰীত টেলিমিটাৰ
व्यस्त रोटेशन,বিপৰীত ঘূৰণ
व्यस्त वर्ग कायदा,বিপৰীত বৰ্গ নিয়ম
व्यस्त रूपांतरण,বিপৰীত ৰূপান্তৰ
उलट व्होल्टेज,ৰিভাৰ্ছ ভল্টেজ
व्यस्त समांतर कनेक्शन,বিপৰীত সমান্তৰাল সংযোগ
व्यस्त प्रमाणात,বিপৰীতভাৱে সমানুপাতিক
"उलटा, उलटा","inversion, ওলোটা"
सममितीचे केंद्र,প্ৰতিসমতাৰ কেন্দ্ৰ
व्यस्त वक्र,বিপৰীত বক্ৰ
उलथापालथ घटक,ওলোটা উপাদান
व्यस्त सूत्र,বিপৰীত সূত্ৰ
"प्रतिमा उलथापालथ, ऑब्जेक्ट उलटा","ছবি ওলোটা, বস্তু ওলোটা"
अनुक्रमाचा उलटा,ক্ৰমৰ ওলোটা
उष्णता उलटणे,তাপ ওলোটা
उलट ऑपरेशन,ৰিভাৰ্ছল অপাৰেচন
परस्पर निर्देशांक,পাৰস্পৰিক সূচকাংক
व्यस्त क्रम,বিপৰীত ক্ৰম
व्यस्त स्पेक्ट्रम,বিপৰীত বৰ্ণালী
व्यस्त सममिती,বিপৰীত প্ৰতিসমতা
व्यस्त उष्णता,বিপৰীত তাপ
प्रतिनिधित्व करणे,প্ৰতিনিধিত্ব কৰা
"उलटा, उलटा","inverse, inverse"
व्यस्त फ्रेम नाडी,বিপৰীত ফ্ৰেম পালছ
उलट मायक्रोस्ट्रक्चर,ওলোটা অণুগাঁথনি
"उलटी प्रतिमा, अनुलंब प्रतिमा","ওলোটা ছবি, উলম্ব ছবি"
उलट एल अँटेना,ৰিভাৰ্ছ এল এন্টেনা
व्यस्त घट,বিপৰীত অৱনতি
उलटा मॅग्नेट्रॉन,ওলোটা মেগনেট্ৰন
"उलट पदार्थ, प्रतिपदार्थ","বিপৰীত পদাৰ্থ, প্ৰতিপদাৰ্থ"
उलटा सूक्ष्मदर्शक,ওলোটা মাইক্ৰস্কোপ
"उलट एकाधिक, उलट एकाधिक","উলটি বহুগুণ, ওলোটা বহুগুণ"
व्यस्त ध्रुवता,বিপৰীত মেৰুত্ব
टेलिस्कोपिक उलटी स्थिती,টেলিস্কোপিক ওলোটা অৱস্থান
अस्पष्ट भाषण,slurred বাক্য
विरुद्ध स्थिती,বিপৰীত অৱস্থান
उलट वि. अँटेना,ওলোটা v. এন্টেনা
"व्यस्त प्रिझम, व्यस्त प्रिझम","বিপৰীত প্ৰিজম, বিপৰীত প্ৰিজম"
उलटी दुर्बीण,ওলোটা টেলিস্কোপ
आंधळा,অন্ধ
अपारदर्शक प्रवाह,অস্বচ্ছ প্ৰবাহ
राख द्रव,ছাইযুক্ত তৰল
अस्पष्टता तत्त्व,অস্পষ্টতা নীতি
अदृश्यता,অদৃশ্যতা
अदृश्य,অদৃশ্য
अदृश्य प्रकाश,অদৃশ্য পোহৰ
अदृश्य बिंदू,অদৃশ্য বিন্দু
अदृश्य सूर्य-अस्पष्ट,অদৃশ্য সূৰ্য্য-অস্পষ্টতা
आतील भिंत,ভিতৰৰ বেৰ
साखळी घाला,শৃংখল সন্নিৱিষ্ট কৰক
अंतर्मुख ओळ,অন্তৰ্মুখী ৰেখা
अंतर्मुख विकिरण,অন্তৰ্মুখী বিকিৰণ
विभक्त प्राथमिक घटक,বিচ্ছিন্ন প্ৰাথমিক উপাদান
आयन,আয়ন
आयन जमा करणे,আয়ন সঞ্চয়
आयन प्रवेगक,আয়ন ত্বৰক
आयनिक वर्तुळ,আয়নিক বৃত্ত
आयन बॅकस्कॅटरिंग,আয়ন বেকস্কেটাৰিং
आयन चालकता,আয়ন পৰিবাহীতা
आयन कॅल्क्युलेटर,আয়ন কেলকুলেটৰ
आयन सायक्लोट्रॉन वारंवारता,আয়ন চাইক্লট্ৰন কম্পাঙ্ক
आयन घनता,আয়ন ঘনত্ব
आयन द्विध्रुवीय बंध,আয়ন ডাইপোল বন্ধন
आयन द्विध्रुवीय बल,আয়ন ডাইপোল বল
आयन इंजिन,আয়ন ইঞ্জিন
आयन एक्सचेंज,আয়ন বিনিময়
आयन एक्सचेंजर,আয়ন বিনিময়কাৰী
आयन अपवर्जन,আয়ন বৰ্জন
आयन प्रोजेक्टर,আয়ন প্ৰজেক্টৰ
आयन विकिरण,আয়ন বিকিৰণ
आयन प्रवेश,আয়ন প্ৰৱেশ
आयन जोडपे,আয়ন দম্পতী
आयन जोडप्याचा फायदा,আয়ন দম্পতী লাভ
आयन नियमन,আয়ন নিয়ন্ত্ৰণ
आयन रिपेलर,আয়ন বিকৃতকাৰী
आयन स्कॅटरिंग स्पेक्ट्रोस्कोपी,আয়ন বিকিৰণ বৰ্ণালীবিজ্ঞান
आयन मालिका,আয়ন শৃংখলা
आयन कॉर्पस,আয়ন কৰ্পাছ
"आयन पॉइंट, बर्निंग पॉइंट","আয়ন বিন্দু, জ্বলন বিন্দু"
आयन चळवळ,আয়ন গতি
आयन पांजर,আয়ন পাঞ্জাৰ
आयन ध्वनिक लहरी,আয়ন ধ্বনি তৰংগ
आयन-क्लस्टर युक्तिवाद,আয়ন-থুপ যুক্তি
"आयन-द्विध्रुव परस्परसंवाद, आयन द्विध्रुवीय परस्परसंवाद","আয়ন-ডাইপোল পাৰস্পৰিক ক্ৰিয়া, আয়ন ডাইপোল পাৰস্পৰিক ক্ৰিয়া"
आयन-इलेक्ट्रॉन पद्धत,আয়ন-ইলেক্ট্ৰন পদ্ধতি
"आयन सॉल्व्हेंट, परस्परसंवाद","আয়ন দ্রাৱক, পাৰস্পৰিক ক্ৰিয়া"
"ionic, ionic","আয়নিক, আয়নিক"
आयनिक शोषण,আয়নিক শোষণ
आयनिक वर्तुळ,আয়নিক বৃত্ত
आयनिक बंध,আয়নিক বন্ধন
ionic भडिमार,আয়নিক বোমাবৰ্ষণ
आयनिक बंध,আয়নিক বন্ধন
आयनिक चार्ज,আয়নিক আধান
ionic घड,আয়নিক গোট
आयन चालकता,আয়ন পৰিবাহীতা
"आयनिक क्रिस्टल, आयनिक गेट","আয়নিক স্ফটিক, আয়নিক গেট"
आयनिक वक्र,আয়নিক বক্ৰ
आयनिक प्रसार,আয়নিক প্ৰসাৰণ
आयनिक दुहेरी,আয়নিক দ্বৈত
आयन फोकस,আয়ন ফোকাচ
आयन बल,আয়ন বল
आयनिक आत्मीयता,আয়নিক আত্মীয়তা
आयनिक वस्तुमान,আয়নিক ভৰ
आयनिक प्रवेश,আয়নিক প্ৰৱেশ
आयनिक गतिशीलता,আয়নিক গতিশীলতা
आयनिक रेणू,আয়নিক অণু
आयनिक क्षमता,আয়নিক বিভৱ
आयनिक उत्पादन,আয়নিক উৎপাদন
आयन पंप,আয়ন পাম্প
आयनिक त्रिज्या,আয়নিক ব্যাসাৰ্ধ
आयनिक प्रतिक्रिया,আয়নিক বিক্ৰিয়া
आयनिक नियमन,আয়নিক নিয়ন্ত্ৰণ
आयनिक सेमीकंडक्टर,আয়নিক অৰ্ধপৰিবাহী
आयनिक अवस्था,আয়নিক অৱস্থা
आयन शक्ती,আয়ন শক্তি
आयनिक रचना,আয়নিক গঠন
आयनिक प्रणाली,আয়নিক ব্যৱস্থা
आयनिक संज्ञा,আয়নিক শব্দ
"ionism, ionic सिद्धांत","আয়নবাদ, আয়নিক তত্ত্ব"
आयनिक गतिशीलता,আয়নিক গতিশীলতা
आयनिक वेग,আয়নিক বেগ
ionic लाभ,আয়নিক লাভ
ionically बद्ध,আয়নিকভাৱে বান্ধ খাই থকা
"Ionicity, Ionicity","আয়নিকতা, আয়নিকতা"
ionicity,আয়নিকতা
ionizable,আয়নীয়কৰণযোগ্য
आयनीकरण,আয়নীয়কৰণ
आयनीकरण कक्ष,আয়নীয়কৰণ কক্ষ
आयनीकरण गुणांक,আয়নীয়কৰণ সহগ
आयनीकरण स्थिर,আয়নীয়কৰণ ধ্ৰুৱক
आयनीकरण काउंटर,আয়নীয়কৰণ কাউণ্টাৰ
आयनीकरण प्रवाह,আয়নীয়কৰণ কাৰেণ্ট
आयनीकरण नुकसान,আয়নীয়কৰণৰ ক্ষতি
आयनीकरण घनता,আয়নীয়কৰণ ঘনত্ব
आयनीकरण ऊर्जा,আয়নীয়কৰণ শক্তি
आयनीकरण समीकरण,আয়নীয়কৰণ সমীকৰণ
ionization गेज,আয়নীয়কৰণ গেজ
