Kannada,Tamil
ಮೇಲ್ ವಿಲೀನ,அஞ்சல் இணைப்பு
"1. ಮುಖ್ಯ ನಿಯಂತ್ರಣ ಘಟಕ, 2. ಮುಖ್ಯ ನಿಯಂತ್ರಣ ಘಟಕ","1. தலைமைக் கட்டுப்பாட்டுப் பிரிவு, 2. தலைமைக் கட்டுப்பாட்டுப் பிரிவு"
ಮುಖ್ಯ ಚೌಕಟ್ಟು,முக்கிய சட்டகம்
"1.ಮುಖ್ಯ ಚೌಕಟ್ಟಿನ ವ್ಯವಸ್ಥೆ, 2.ಮುಖ್ಯ ಚೌಕಟ್ಟಿನ ಯಾಂತ್ರಿಕ ವ್ಯವಸ್ಥೆ","1.முதன்மை சட்ட அமைப்பு, 2.முதன்மை சட்ட அமைப்பு"
"1.ಮುಖ್ಯ ಸ್ಮರಣೆ, 2.ಮುಖ್ಯ ಸ್ಮರಣೆ","1.முதன்மை நினைவகம், 2.முதன்மை நினைவகம்"
"1.ಮುಖ್ಯ ಕಾರ್ಯಕ್ರಮ, 2.ಮುಖ್ಯ ಕಾರ್ಯಕ್ರಮ","1.முதன்மை திட்டம், 2.முதன்மை திட்டம்"
ಮುಖ್ಯ ಸಂಗ್ರಹಣೆ,முக்கிய சேமிப்பு
"1.ಮುಖ್ಯ ಸ್ವಿಚ್, 2.ಮುಖ್ಯ ಸ್ವಿಚ್","1.மெயின் ஸ்விட்ச், 2.மெயின் ஸ்விட்ச்"
"1.ನಿರ್ವಹಣೆ, 2.ನಿರ್ವಹಣೆ","1.பராமரிப்பு, 2.பராமரிப்பு"
ನಿರ್ವಹಣೆ ಫಲಕ,பராமரிப்பு குழு
ನಿರ್ವಹಣೆ ಸಮಯ,பராமரிப்பு நேரம்
ದೊಡ್ಡ ವೃತ್ತ,பெரிய வட்டம்
ಪ್ರಮುಖ ಸಾಧನ,முக்கிய சாதனம்
ಮುಖ್ಯ ಕೀ,முக்கிய விசை
ಮುಖ್ಯ ಹಂತ,முக்கியமான கட்டம்
ಮುಖ್ಯ ರಚನೆ,முக்கிய கட்டமைப்பு
ಮುಖ್ಯ ಕೆಲಸ,முக்கிய வேலை
ಬಹುಪಾಲು ಘಟಕ,பெரும்பான்மை கூறு
ಬಹುಪಾಲು ಗೇಟ್,பெரும்பான்மை வாயில்
ಬಹುಪಾಲು ಕಾರ್ಯಾಚರಣೆ,பெரும்பான்மை செயல்பாடு
ಮರುಪಾವತಿ ಅವಧಿ,திருப்பிச் செலுத்தும் காலம்
ತಪ್ಪಾದ ಕಾರ್ಯಾಚರಣೆಯ ದಿನಚರಿ,தவறான நடைமுறை
ನಿರ್ವಹಣೆ ಅಭಿವೃದ್ಧಿ,மேலாண்மை வளர்ச்சி
ನಿರ್ವಹಣಾ ಮಾಹಿತಿ ವ್ಯವಸ್ಥೆ (MIS),மேலாண்மை தகவல் அமைப்பு (எம்ஐஎஸ்)
ನಿರ್ವಹಣಾ ವಿಜ್ಞಾನ,மேலாண்மை அறிவியல்
ಮ್ಯಾಂಚೆಸ್ಟರ್ ಎನ್ಕೋಡಿಂಗ್,மான்செஸ்டர் குறியாக்கம்
ಗುಣಾಕಾರ,பெருக்கல்
ಅಂದಾಜು ವೇರಿಯಬಲ್,மதிப்பிடப்பட்ட மாறி
ಊಹೆಯ ಸೂಚ್ಯಂಕ,மதிப்பிடப்பட்ட குறியீடு
ಮಾನವ ಯಂತ್ರ ಸಿಮ್ಯುಲೇಶನ್,மனித இயந்திர உருவகப்படுத்துதல்
ಹಸ್ತಚಾಲಿತ ವಿಳಾಸ ಸ್ವಿಚ್,கையேடு முகவரி சுவிட்ச்
ಹಸ್ತಚಾಲಿತ ವಿಶ್ಲೇಷಣೆ,கையேடு பகுப்பாய்வு
ಹಸ್ತಚಾಲಿತ ಕರೆ,கைமுறை அழைப்பு
ಹಸ್ತಚಾಲಿತ ಪ್ರವೇಶ,கைமுறை நுழைவு
"1.ಹಸ್ತಚಾಲಿತ ಕೇಂದ್ರ, 2.ಹಸ್ತಚಾಲಿತ ಕೇಂದ್ರ","1. கையேடு மையம், 2. கையேடு மையம்"
"1. ಹಸ್ತಚಾಲಿತ ಇನ್ಪುಟ್, 2. ಹಸ್ತಚಾಲಿತ ಇನ್ಪುಟ್","1. கைமுறை உள்ளீடு, 2. கைமுறை உள்ளீடு"
ಹಸ್ತಚಾಲಿತ ಕಾರ್ಯಾಚರಣೆ,கைமுறை செயல்பாடு
ಹಲವು-ಹಲವು ಸಂಬಂಧ,பல-பல உறவு
ಬಹು-ಡಿಕೋಡರ್,பல குறிவிலக்கி
ನಕ್ಷೆ ವಿಧಾನ,வரைபட முறை
ಮ್ಯಾಪಿಂಗ್,விவரணையாக்கம்
ಅಂಚು,விளிம்பு
ಕನಿಷ್ಠ ದೋಷ,விளிம்பு பிழை
ಕನಿಷ್ಠ ವಿಚಾರಣೆ,விளிம்பு விசாரணை
ಕನಿಷ್ಠ ಪರೀಕ್ಷೆ,விளிம்பு சோதனை
ಚಿಹ್ನೆ ಪತ್ತೆ,சின்னம் கண்டறிதல்
ಸೈನ್ ಓದುವಿಕೆ,கையெழுத்து வாசிப்பு
ಚಿಹ್ನೆ ಸ್ಕ್ಯಾನಿಂಗ್,சின்னம் ஸ்கேனிங்
ಸಂಕೇತ ಅರ್ಥ,அடையாள உணர்வு
ಮಾರ್ಕರ್,குறிப்பான்
ಗುರುತು ಹಾಕುವುದು,குறிக்கும்
ಮಾರ್ಕರ್ ತರಂಗ,மார்க்கர் அலை
ಮಾರ್ಕೊವ್ ಸರಣಿ,மார்க்கோவ் சங்கிலி
ಮಾರ್ಕೊವ್ ಮೂಲ,மார்க்கோவ் ஆதாரம்
ಮಾರ್ಕ್ಅಪ್ ಭಾಷೆ,மார்க்அப் மொழி
ಮೇಸರ್,மேசர்
ಮೇಸರ್,மேசர்
"1.ಮುಖವಾಡ, 2.ಮುಸುಕು, 3.ಮುಸುಕು","1.முகமூடி, 2.முக்காடு, 3.முக்காடு"
"1. ಕವರ್ ಬಿಟ್, 2. ಕವರ್ ಬಿಟ್, 3. ಮುಖವಾಡ ಎರಡು ಅಂಕೆಗಳು","1. கவர் பிட், 2. கவர் பிட், 3. முகமூடி இரட்டை இலக்கங்கள்"
ಮಾಸ್ಕ್ ಪ್ರೊಗ್ರಾಮೆಬಲ್ ಸಾಧನ,முகமூடி நிரல்படுத்தக்கூடிய சாதனம்
ಕವರ್ ರಿಜಿಸ್ಟರ್,கவர் பதிவு
"1. ಕವರ್ ರಾಮ್, 2. ಕವರ್ ರಾಮ್","1. கவர் ரோம், 2. கவர் ரோம்"
ಕವರ್,கவர்
ಬೃಹತ್ ಡೇಟಾ,பெரிய புள்ளிவிவரங்கள்
"1.ಮಾಸ್ ಮೆಮೊರಿ, 2.ಮಾಸ್ ಮೆಮೊರಿ","1. நிறை நினைவகம், 2. நிறை நினைவகம்"
ಬೃಹತ್ ಸಮಾನಾಂತರ,பெருமளவில் இணையாக
ಮುಖ್ಯಸ್ಥ,தலைவன்
ಮಾಸ್ಟರ್ ಕಾರ್ಡ್,முதன்மை அட்டை
"1.ಹೆಡ್ ವಾಚ್, 2. ಕಂಟ್ರೋಲರ್ ವಾಚ್","1.ஹெட் வாட்ச், 2.கண்ட்ரோல் வாட்ச்"
ಮುಖ್ಯ ಕನ್ಸೋಲ್,முக்கிய பணியகம்
ಪ್ರಧಾನ ಡೇಟಾ,முதன்மை தரவு
ಮಾಸ್ಟರ್ ರೇಖಾಚಿತ್ರ,முதன்மை வரைபடம்
ಮಾಸ್ಟರ್ ಫೈಲ್,முதன்மை கோப்பு
ಪ್ರಮುಖ ಗುಂಪು,முதன்மை குழு
ಮುಖ್ಯ ಕೀ,முதன்மை விசை
ಮುಖ್ಯ ಗ್ರಂಥಾಲಯದ ಟೇಪ್‌ಗಳು,முக்கிய நூலக நாடாக்கள்
ಪ್ರಧಾನ ಪ್ರೊಸೆಸರ್,முதன்மை செயலி
ಪ್ರಮುಖ ಕಾರ್ಯಕ್ರಮ,முதன்மை திட்டம்
ಮುಖ್ಯ ಕೇಂದ್ರ,முக்கிய மையம்
"1.ಮಾಸ್ಟರ್ ಟೇಪ್, 2.ಮಾಸ್ಟರ್ ಟೇಪ್","1.மாஸ்டர் டேப், 2.மாஸ்டர் டேப்"
"1.ಪ್ರಧಾನ ಟರ್ಮಿನಲ್, 2.ಮುಖ್ಯ ಟರ್ಮಿನಲ್","1.முதன்மை முனையம், 2.முதன்மை முனையம்"
ಪ್ರಧಾನ ಅಧೀನ ಸಾಧನ,முதன்மை துணை சாதனம்
ಪ್ರಧಾನ ಅಧೀನ ವ್ಯವಸ್ಥೆ,முதன்மை துணை அமைப்பு
"1. ಪಂದ್ಯ, 2. ಪಂದ್ಯ, 3. ಭೇಟಿ","1. போட்டி, 2. போட்டி, 3. சந்திப்பு"
ಹೊಂದಾಣಿಕೆ,பொருத்துக
ಗಣಿತ ಪ್ರೋಗ್ರಾಮಿಂಗ್,கணித நிரலாக்க
ಗಣಿತದ ಸಿಮ್ಯುಲೇಶನ್,கணித உருவகப்படுத்துதல்
"1.ಮಾತೃಕೆ, 2.ಮಾತೃಕೆ","1.அணி, 2.அணி"
"1.ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಪ್ರಿಂಟರ್, 2.ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಪ್ರಿಂಟರ್","1.மேட்ரிக்ஸ் பிரிண்டர், 2.மேட்ரிக்ஸ் பிரிண்டர்"
ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಸ್ವಿಚ್,அணி சுவிட்ச்
ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಟೇಬಲ್,அணி அட்டவணை
ಮ್ಯಾಕ್ಸಿ ಕಂಪ್ಯೂಟರ್,அதிகபட்ச கணினி
ಮ್ಯಾಕ್ಸಿ ಕಂಪ್ಯೂಟರ್,அதிகபட்ச கணினி
ಗರಿಷ್ಠ ಅಂಶ,உச்ச உறுப்பு
ಯೋಗಪ್ಯಾಡ್,யோகாபேட்
ಮ್ಯಾಕ್ಸ್ವೆಲ್ ಡ್ಯಾಮನ್,மேக்ஸ்வெல் டாமன்
"1.ಅರ್ಥ, 2.ಅರ್ಥ","1.அர்த்தம், 2.அர்த்தம்"
ಅಂದರೆ ಚೇತರಿಕೆಯ ಸಮಯ,மீட்பு நேரம் என்று பொருள்
ವೈಫಲ್ಯ ಎಂದರೆ ಸಮಯ,தோல்வி நேரம் என்று அர்த்தம்
ವೈಫಲ್ಯ ಸರಾಸರಿ ಸಮಯ (m t b f),தோல்வி சராசரி நேரம் (m t b f)
ವೈಫಲ್ಯದ ಸಮಯ ಎಂದರ್ಥ,தோல்விக்கான நேரம் என்று அர்த்தம்
ದುರಸ್ತಿ ಸರಾಸರಿ ಸಮಯ,பழுது சராசரி நேரம்
ತಿದ್ದುಪಡಿ ಸರಾಸರಿ ಸಮಯ (MTTR),சரிசெய்தல் சராசரி நேரம் (MTTR)
ಮಧ್ಯಮ ಪ್ರಮಾಣದ ಏಕೀಕರಣ (MSI),நடுத்தர அளவிலான ஒருங்கிணைப்பு (MSI)
ಮಧ್ಯಮ ಏಕೀಕರಣ (MSI),நடுத்தர ஒருங்கிணைப்பு (MSI)
ಸರಾಸರಿ ಪದ ಸಂಗ್ರಹ ಸಾಧನ,சராசரி சேமிப்பு சாதனம்
ಮೆಗಾ ಬಿಟ್ ಪ್ರತಿ ಸೆಕೆಂಡಿಗೆ (Mbps),ஒரு நொடிக்கு மெகா பிட் (Mbps)
ಘಟಕ ವಸ್ತು,கூறு பொருள்
ಘಟಕ ದಾಖಲೆ,கூறு பதிவு
"1.ನೆನಪು, 2.ನೆನಪು","1.நினைவு, 2.நினைவு"
"1.ಮೆಮೊರಿ ಅರೇ, 2.ಮೆಮೊರಿ ಅರೇ","1.நினைவக வரிசை, 2.நினைவக வரிசை"
"1. ಮೆಮೊರಿ ಫಂಡ್, 2. ಮೆಮೊರಿ ಬ್ಯಾಂಕ್","1.மெமரி ஃபண்ட், 2.மெமரி பேங்க்"
"1.ಮೆಮೊರಿ ಬಫರ್ ರಿಜಿಸ್ಟರ್, 2.ಮೆಮೊರಿ ಬಫರ್ ರಿಜಿಸ್ಟರ್","1.memory buffer Register, 2.memory buffer Register"
"1.ಮೆಮೊರಿ ಬಸ್, 2. ಮೆಮೊರಿ ಬಸ್","1.மெமரி பஸ், 2. நினைவக பேருந்து"
ಮೆಮೊರಿ ಕಾರ್ಡ್,மெமரி கார்டு
ಮೆಮೊರಿ ಕೋಶ,நினைவக செல்
ಮರೆವು,நினைவாற்றல் இழப்பு
"1.ಮೆಮೊರಿ ಕೋರ್, 2.ಮೆಮೊರಿ ಕೋರ್","1.மெமரி கோர், 2.மெமரி கோர்"
ಮೆಮೊರಿ ಚಕ್ರ,நினைவக சுழற்சி
"1.ಮೆಮೊರಿ ಡೇಟಾ ರಿಜಿಸ್ಟರ್, 2.ಮೆಮೊರಿ ಡೇಟಾ ರಿಜಿಸ್ಟರ್","1.நினைவக தரவுப் பதிவு, 2.நினைவக தரவுப் பதிவு"
"1.ಮೆಮೊರಿ ಡಂಪ್,2.ಮೆಮೊರಿ ಡಂಪ್","1.நினைவக திணிப்பு, 2.நினைவக திணிப்பு"
"1.ಮೆಮೊರಿ ಎಕ್ಸ್ಚೇಂಜ್, 2.ಮೆಮೊರಿ ಎಕ್ಸ್ಚೇಂಜ್","1.நினைவகப் பரிமாற்றம், 2.நினைவகப் பரிமாற்றம்"
"1.ಸ್ಮೃತಿ ಕ್ರಮಾನುಗತ, 2.ಮೆಮೊರಿ ಶ್ರೇಣಿ","1.நினைவகப் படிநிலை, 2.நினைவகப் படிநிலை"
ಮೆಮೊರಿ ಸೂಚನೆ,நினைவக அறிவுறுத்தல்
"1.ಮೆಮೊರಿ ಮ್ಯಾನೇಜ್ಮೆಂಟ್, 2.ಮೆಮೊರಿ ಮ್ಯಾನೇಜ್ಮೆಂಟ್","1.நினைவக மேலாண்மை, 2.நினைவக மேலாண்மை"
"1.ಮೆಮೊರಿ ಮ್ಯಾಪ್, 2.ಮೆಮೊರಿ ಮ್ಯಾಪ್","1.நினைவக வரைபடம், 2.நினைவக வரைபடம்"
"1. ಮೆಮೊರಿ ಮ್ಯಾಪ್ ಮಾಡಿದ ಔಟ್‌ಪುಟ್, 2. ಇನ್‌ಪುಟ್, 3. ಮೆಮೊರಿ ಮ್ಯಾಪ್ ಮಾಡಿದ I/O","1. நினைவக மேப் செய்யப்பட்ட வெளியீடு, 2. உள்ளீடு, 3. நினைவகம் மேப் செய்யப்பட்ட I/O"
"1.ಮೆಮೊರಿ ಮಾಡೆಲ್, 2.ಮೆಮೊರಿ ಮಾಡೆಲ್, 3.ಮೆಮೊರಿ ಮಾಡೆಲ್","1.மெமரி மாடல், 2.மெமரி மாடல், 3.மெமரி மாடல்"
"1.ಮೆಮೊರಿ ಮಾಡ್ಯೂಲ್, 2.ಮೆಮೊರಿ ಮಾಡ್ಯೂಲ್","1.நினைவக தொகுதி, 2.நினைவக தொகுதி"
"1.ಮೆಮೊರಿ ಇಂಡೆಕ್ಸ್ ರಿಜಿಸ್ಟರ್, 2.ಮೆಮೊರಿ ಇಂಡೆಕ್ಸ್ ರಿಜಿಸ್ಟರ್","1.மெமரி இன்டெக்ஸ் பதிவு, 2.மெமரி இன்டெக்ஸ் பதிவு"
ನೆನಪಿನ ಶಕ್ತಿ,ஞாபக சக்தி
ಮೆಮೊರಿ ರಕ್ಷಣೆ,நினைவக பாதுகாப்பு
"1.ಮೆಮೊರಿ ರೆಫರೆನ್ಸ್ ಸೂಚನೆ, 2.ಮೆಮೊರಿ ರೆಫರೆನ್ಸ್ ಸೂಚನೆ","1.நினைவக குறிப்பு அறிவுறுத்தல், 2.நினைவக குறிப்பு அறிவுறுத்தல்"
"1.ಮೆಮೊರಿ ಪ್ರೋಗ್ರಾಂ, 2.ಮೆಮೊರಿ ಪ್ರೋಗ್ರಾಂ","1.நினைவக திட்டம், 2.நினைவக திட்டம்"
"1.ಮೆಮೊರಿ ಯೂನಿಟ್, 2.ಮೆಮೊರಿ ಯೂನಿಟ್","1.நினைவக அலகு, 2.நினைவக அலகு"
ಮೆನು,பட்டியல்
ಮೆನು ಬಾರ್,மெனு பார்
ಮೆನು ಚಾಲಿತ,மெனு இயக்கப்படுகிறது
ಮೆನು ಆಯ್ಕೆ,மெனு தேர்வு
ಮುಖ್ಯ ಚಾಲಿತ ಕಾರ್ಯಕ್ರಮ,முக்கிய உந்துதல் திட்டம்
"1.ಅಂತರ್ಗತ, 2.ವಿಲೀನ","1. உள்ளார்ந்த, 2. ஒன்றிணைக்கப்பட்ட"
ವಿಲೀನ ವಿನಿಮಯ ವಿಂಗಡಣೆ,இணைப்பு பரிமாற்ற வரிசையாக்கம்
"1. ವಿಲೀನವನ್ನು ವಿಂಗಡಿಸುವುದು, 2. ಕ್ಯಾಟಲಾಗ್ ಆಯ್ಕೆ","1. வரிசைப்படுத்தல் இணைப்பு, 2. பட்டியல் தேர்வு"
"1. ವಿಲೀನ, 2. ವಿಲೀನ","1. இணைத்தல், 2. இணைத்தல்"
ಜಾಲರಿ ಜಾಲ,லட்டு நெட்வொர்க்
ಸಂದೇಶ ಕಳುಹಿಸುವಿಕೆ,செய்தி அனுப்புதல்
ಸಂದೇಶ,செய்தி
ಸಂದೇಶ ದೃಢೀಕರಣ,செய்தி அங்கீகாரம்
ಸಂದೇಶ ಕೋಶ,செய்தி செல்
ಸಂದೇಶ ಸರ್ಕ್ಯೂಟ್,செய்தி சுற்று
ಸಂದೇಶ ಸ್ವರೂಪ,செய்தி வடிவம்
ಸಂದೇಶದ ಹೆಡರ್,செய்தி தலைப்பு
ಸಂದೇಶ ಮೋಡ್,செய்தி முறை
ಸಂದೇಶ ಕಳುಹಿಸುವಿಕೆ,செய்தி அனுப்புதல்
"1.ಸಂದೇಶ ವಿಂಗಡಣೆ, 2.ಸಂದೇಶ ವಿಂಗಡಣೆ","1.செய்தி வரிசைப்படுத்தல், 2.செய்தி வரிசைப்படுத்துதல்"
ಸಂದೇಶ ಸಾಲು,செய்தி வரி
ಸಂದೇಶ ಸ್ವಿಚ್,செய்தி சுவிட்ச்
ಸಂದೇಶ ಪಠ್ಯ,செய்தி உரை
ಸಂದೇಶ ವರ್ಗಾವಣೆ ಏಜೆಂಟ್,செய்தி பரிமாற்ற முகவர்
ಸೂಪರ್ ಅಸೆಂಬ್ಲರ್,சூப்பர் அசெம்பிளர்
ಮೆಟಾಕ್ಲಾಸ್,மெட்டாகிளாஸ்
"1. ಹೆಚ್ಚು ಸಂಕಲನ, 2. ಹೆಚ್ಚು ವ್ಯಾಖ್ಯಾನ","1. அதிக தொகுப்பு, 2. அதிக விளக்கம்"
"1. ಹೆಚ್ಚು ವ್ಯಾಖ್ಯಾನಕಾರರು, 2. ಹೆಚ್ಚು ಸಂಕಲನಕಾರರು","1. அதிக மொழிபெயர்ப்பாளர்கள், 2. மேலும் தொகுப்பாளர்கள்"
ಉಪಭಾಷೆ,பேச்சுவழக்கு
"1.ಮೆಟಾ ನೆಟ್‌ವರ್ಕ್, 2.ಮೆಟಾ ನೆಟ್‌ವರ್ಕ್","1.மெட்டா நெட்வொர்க், 2.மெட்டா நெட்வொர்க்"
ಸರ್ವಾಧಿಕಾರ,சர்வாதிகாரம்
ಪ್ರಕ್ರಿಯೆ,செயல்முறை
ಮೆಟ್ರೋಪಾಲಿಟನ್ ಏರಿಯಾ ನೆಟ್‌ವರ್ಕ್ (MAN),பெருநகரப் பகுதி நெட்வொர்க் (MAN)
ಸೂಕ್ಷ್ಮ,மைக்ரோ
"1.ಮೈಕ್ರೋಕೋಡ್, 2.ಮೈಕ್ರೋಕೋಡ್","1.மைக்ரோகோட், 2.மைக்ரோகோட்"
ಮೈಕ್ರೋಕಂಪ್ಯೂಟರ್,நுண்கணினி
ಸೂಕ್ಷ್ಮ ನಿಯಂತ್ರಕ,நுண் கட்டுப்படுத்தி
ಸೂಕ್ಷ್ಮ ಚಕ್ರ,நுண் சுழற்சி
ಮೈಕ್ರೋಎಲೆಕ್ಟ್ರಾನಿಕ್ ಮೆಕ್ಯಾನಿಕಲ್ ಮೆಕ್ಯಾನಿಸಮ್ಸ್ (MEMS),மைக்ரோ எலக்ட்ரானிக் மெக்கானிக்கல் மெக்கானிசம்ஸ் (MEMS)
ಸೂಕ್ಷ್ಮ ಎಲೆಕ್ಟ್ರಾನಿಕ್ಸ್,மைக்ரோ எலக்ட்ரானிக்ஸ்
ಸೂಕ್ಷ್ಮ ಮಿನಿಯೇಟರೈಸೇಶನ್,மைக்ரோ மினியேட்டரைசேஷன்
ಸೂಕ್ಷ್ಮ ಆದೇಶ,மைக்ரோ ஆர்டர்
"1.ಮೈಕ್ರೋ, 2.ಮೇನ್‌ಫ್ರೇಮ್ ಲಿಂಕ್","1.மைக்ரோ, 2.மெயின்பிரேம் இணைப்பு"
ಮೈಕ್ರೋ ಚಿಪ್,மைக்ரோ சிப்
ಸೂಕ್ಷ್ಮ ಕೋಬೋಲ್,மைக்ரோ கோபால்
ಮೈಕ್ರೋ ಕೋಡ್,மைக்ரோ குறியீடு
"1.ಮೈಕ್ರೋಫೈಲ್, 2.ಮೈಕ್ರೋಫಿಶ್, 3.ಮೈಕ್ರೋಫೈಲ್","1.மைக்ரோஃபைல், 2.மைக்ரோஃபிஷ், 3.மைக்ரோஃபைல்"
ಮೈಕ್ರೋ ಫ್ಲಾಪಿ,மைக்ரோ நெகிழ்
ಮೈಕ್ರೋಫಾರ್ಮ್ ಓದುವ ಸಾಧನ,மைக்ரோஃபார்ம் வாசிப்பு சாதனம்
ಸೂಕ್ಷ್ಮ ಚೌಕಟ್ಟು,நுண் சட்டகம்
ಮೈಕ್ರೋಗ್ರಾಫಿಕ್ಸ್,மைக்ரோகிராபிக்ஸ்
ಮೈಕ್ರೊಫೋನ್,ஒலிவாங்கி
ಮೈಕ್ರೋಫೋಟೋಗ್ರಾಫ್,மைக்ரோஃபோட்டோகிராஃப்
"1.ಮೈಕ್ರೊಪ್ರೊಸೆಸಿಂಗ್ ಘಟಕ, 2.ಮೈಕ್ರೊಪ್ರೊಸೆಸಿಂಗ್ ಘಟಕ","1.மைக்ரோ பிராசசிங் யூனிட், 2.மைக்ரோ பிராசசிங் யூனிட்"
ಮೈಕ್ರೊಪ್ರೊಸೆಸರ್,நுண்செயலி
ಮೈಕ್ರೊಪ್ರೊಸೆಸರ್ ಚಿಪ್,நுண்செயலி சிப்
ಮೈಕ್ರೊಪ್ರೊಸೆಸರ್ ಇಂಟರ್ಪ್ರಿಟರ್,நுண்செயலி மொழிபெயர்ப்பாளர்
ಮೈಕ್ರೋ ಪ್ರೊಸೆಸರ್ ಯೂನಿಟ್ (MPU),மைக்ரோ ப்ராசசர் யூனிட் (MPU)
"1. ಮೈಕ್ರೋಪ್ರೋಗ್ರಾಂ, 2. ಮೈಕ್ರೋ ಪ್ರೋಗ್ರಾಂ","1. மைக்ரோ புரோகிராம், 2. மைக்ரோ புரோகிராம்"
ಸೂಕ್ಷ್ಮ ಅನುಕ್ರಮ,மைக்ரோ வரிசை
ಮೈಕ್ರೋಸಾಫ್ಟ್,மைக்ரோசாப்ட்
ಮೈಕ್ರೋಸಾಫ್ಟ್ ವಿಂಡೋಸ್,மைக்ரோசாப்ட் விண்டோஸ்
ಮೈಕ್ರೋವೇವ್,மைக்ரோ அலை
ಮೈಕ್ರೋ ವೇವ್ ಲಿಂಕ್,மைக்ரோ அலை இணைப்பு
ಮೈಕ್ರೋವೇವ್ ಟ್ರಾನ್ಸ್ಮಿಷನ್,நுண்ணலை ஒலிபரப்பு
ಮಧ್ಯಮ ನಿರ್ವಹಣೆ,நடுத்தர மேலாண்மை
"1.ಮಿಡಲ್‌ವೇರ್, 2. ಮಧ್ಯಮ ಸಾಮಾನು","1. மிடில்வேர், 2. நடுத்தர பொருட்கள்"
ಮಿಡಿ ಕಂಪ್ಯೂಟರ್,மிடி கணினி
ಕೇಂದ್ರ ಬಿಂದು,மைய புள்ளி
ಮಧ್ಯಮ,சராசரி
ವಲಸೆ ಮಾರ್ಗ,இடம்பெயர்வு பாதை
ಪ್ರತಿ ಸೆಕೆಂಡಿಗೆ ಮಿಲಿಯನ್ ಸೂಚನೆಗಳು (MIPS),வினாடிக்கு மில்லியன் வழிமுறைகள் (MIPS)
ಮಿನಿ ಕಂಪ್ಯೂಟರ್,மினி கணினி
ಸಣ್ಣ ಡಿಸ್ಕೆಟ್,சிறிய வட்டு
"1.ಸಣ್ಣ ಕೊಲೊನ್, 2.ಲಿಟಲ್ ಅಷ್ಟ್","1.சிறிய பெருங்குடல், 2.சிறிய ஆஷ்ட்"
ಕನಿಷ್ಠ ಉತ್ಪನ್ನ,குறைந்தபட்ச தயாரிப்பு
ವಿರಳ ಮರ,அரிதான மரம்
"1.ಮಿನಿಮ್ಯಾಕ್ಸ್ ಅಲ್ಗಾರಿದಮ್, 2.ಅಲ್ಗಾರಿದಮ್","1.மினிமேக்ஸ் அல்காரிதம், 2.அல்காரிதம்"
ಮಿನಿಯೇಟರೈಸೇಶನ್ ಪ್ರಕ್ರಿಯೆ,மினியேட்டரைசேஷன் செயல்முறை
ಕಡಿಮೆ ವೆಚ್ಚದ ವಿಸ್ತರಣೆ ಮರ,குறைந்த விலை நீட்டிப்பு மரம்
"1.ಕಡಿಮೆ ಲೇಟೆನ್ಸಿ ಎನ್‌ಕೋಡಿಂಗ್, 2.ಕಡಿಮೆ ಲೇಟೆನ್ಸಿ ಕೋಡಿಂಗ್","1.குறைந்த தாமதக் குறியாக்கம், 2.குறைந்த தாமதக் குறியீட்டு முறை"
ಸಣ್ಣ ಸಾಧನ,குறுகிய சாதனம்
"1. ಗುಣಾಕಾರ, 2. ಗುಣಾಕಾರ, 3. ಗುಣಾಕಾರ ಪದ","1. பெருக்கல், 2. பெருக்கல், 3. பெருக்கல் கால"
ಕ್ರೆಡಿಟ್ ಕಾರ್ಡ್,கடன் அட்டை
ಕ್ರೆಡಿಟ್ ಕಾರ್ಡ್,கடன் அட்டை
ಕ್ರೆಡಿಟ್ ಪ್ರದೇಶ,கடன் பகுதி
ಪ್ರತಿಬಿಂಬಿತ ಡಿಸ್ಕ್,பிரதிபலித்த வட்டு
"1. ಮಿರರ್ ಸ್ಪಾಟ್, 2. ಫೋಟೋಕಾಪಿ, 3. ಮಿರರ್ ಕಾಪಿ","1. கண்ணாடிப் புள்ளி, 2. நகல், 3. கண்ணாடி நகல்"
ಮಿಶ್ರ ರಾಡಿಕ್ಸ್ ಸಂಕೇತ,கலப்பு ரேடிக்ஸ் குறியீடு
ಮಿಕ್ಸರ್,கலவை
ಸ್ಮರಣಾರ್ಥ,நினைவாற்றல்
ಜ್ಞಾಪಕ ವಿಳಾಸ,நினைவு முகவரி
ಸ್ಮರಣೀಯ,மறக்கமுடியாது
"1.ಮೊಬೈಲ್, 2.ಚಲಿಸಬಲ್ಲ","1.மொபைல், 2. அசையும்"
"1. ಮೊಬೈಲ್ ಕಂಪ್ಯೂಟಿಂಗ್, 2. ಮೊಬೈಲ್ ಕಂಪ್ಯೂಟಿಂಗ್","1. மொபைல் கம்ப்யூட்டிங், 2. மொபைல் கம்ப்யூட்டிங்"
"1.ಮಾದರಿ, 2.ಮಾದರಿ","1.மாதிரி, 2.மாதிரி"
ಮಾದರಿಯಿಲ್ಲದ ಸಂಪಾದಕ,முறையற்ற ஆசிரியர்
"1. ಮಾಡೆಲಿಂಗ್, 2. ಮಾಡೆಲಿಂಗ್","1. மாடலிங், 2. மாடலிங்"
ಮೋಡೆಮ್,மோடம்
