Bengali,Malayalam
"ভেড়ার ফ্ল্যাট, সুপার ফ্ল্যাট","ഫ്ലിസ് ഫ്ലാറ്റ്, സൂപ്പർ ഫ്ലാറ്റ്"
অসিলেটর,ഓസിലേറ്റർ
"ওভারপেজ, ওভারভিউ পৃষ্ঠা","ഓവർപേജ്, അവലോകന പേജ്"
কান,ചെവി
অনুমান,അനുമാനം
আদর্শ ভিত্তি,അനുയോജ്യമായ അടിത്തറ
আদর্শ তরল,അനുയോജ്യമായ ദ്രാവകം
আদর্শ গ্যাস,അനുയോജ്യമായ വാതകം
অবিচ্ছেদ্য eigen মান,സമഗ്രമായ ഈജൻ മൂല്യം
একেবারে অভিন্ন,തികച്ചും സമാനമാണ്
"অভিন্ন, অভিন্ন, সাদৃশ্য, ব্যক্তিত্ব","സമാനം, സമാനം, സമാനം, വ്യക്തിത്വം"
সংশ্লিষ্ট উপাদান,അനുബന്ധ ഘടകം
পরিচয় ফাংশন,ഐഡന്റിറ്റി ഫംഗ്ഷൻ
অভিন্ন হোমোমর্ফিজম,സമാനമായ ഹോമോമോർഫിസം
অভিন্ন মানচিত্র,സമാനമായ ഭൂപടം
অভিন্ন ম্যাপিং,സമാനമായ മാപ്പിംഗ്
অভিন্ন ম্যাট্রিক্স,സമാന മാട്രിക്സ്
গ্রুপ এনালগ,ഗ്രൂപ്പ് അനലോഗ്
রিং এর এনালগ,മോതിരത്തിന്റെ അനലോഗ്
অভিন্ন অপারেটর,സമാന ഓപ്പറേറ്റർ
পরিচয়ের সময়কাল,തിരിച്ചറിയൽ കാലയളവ്
পরিচয় পরিবর্তন,ഐഡന്റിറ്റി ക്രമപ്പെടുത്തൽ
অনুরূপ সম্পর্ক,സമാനമായ ബന്ധം
অভিন্ন রূপান্তর,സമാന പരിവർത്തനങ്ങൾ
যদি এবং কেবল যদি,എങ്കിൽ മാത്രമേ
&#39;যদি-তাহলে&#39; কম্পাইলার,&#39;if-പിന്നെ&#39; കംപൈലർ
অসৎ আচরণ,ദുരാചാരങ്ങൾ
বিকৃত সমীকরণ,തെറ്റായ സമവാക്യം
ভুল সীমাবদ্ধ ম্যাট্রিক্স,തെറ്റായി നിയന്ത്രിത മാട്രിക്സ്
maladaptive বহুপদ,തെറ്റായ ബഹുപദം
খারাপ শরীর,തെറ്റായ ശരീരം
অযৌক্তিক,യുക്തിരഹിതമായ
উদাহরণ দেওয়া,ഉദാഹരിക്കുക
"উদাহরণ, চিত্র, ছবি, চিত্র","ഉദാഹരണം, ചിത്രീകരണം, ചിത്രം, ചിത്രീകരണം"
সেটের প্রতিফলন,സെറ്റിന്റെ പ്രതിഫലനം
উপসেটের প্রতিফলন,ഉപഗണത്തിന്റെ പ്രതിഫലനം
বিন্দু প্রতিফলন,പോയിന്റ് പ്രതിഫലനം
ইমেজ সেট,ഇമേജ് സെറ്റ്
"imagined, imaginary, imagined","സാങ്കൽപ്പികം, സാങ്കൽപ്പികം, സാങ്കൽപ്പികം"
অনুমান কোণ,അനുമാനിച്ച ആംഗിൾ
কল্পিত বৃত্ত,സാങ്കൽപ്പിക വൃത്തം
অনুমানমূলক বৃত্তাকার বিন্দু,സാങ്കൽപ്പിക വൃത്താകൃതിയിലുള്ള പോയിന്റ്
ধারণাগত সহগ,സാങ്കൽപ്പിക ഗുണകം
অনুমান স্থানাঙ্ক,കോർഡിനേറ്റുകൾ അനുമാനിച്ചു
অনুমানকৃত অবস্থান,അനുമാനിക്കപ്പെട്ട സ്ഥാനം
অনুমান ছেদ,അനുമാനിച്ച കവല
কাল্পনিক লাইন,സാങ്കൽപ്പിക രേഖ
বিজোড় সংখ্যা,ഒറ്റ സംഖ്യ
অনুমানমূলক বিন্দু,സാങ്കൽപ്പിക പോയിന്റ്
অনুমান মূল,ഉത്ഭവം അനുമാനിച്ചു
অনুমান ঘূর্ণন,ഭ്രമണം അനുമാനിച്ചു
মনোনীত ইউনিট,നിയുക്ത യൂണിറ്റുകൾ
"এমবেডিং, এমবেডিং","ഉൾച്ചേർക്കൽ, ഉൾച്ചേർക്കൽ"
প্রতিবন্ধকতা ম্যাট্রিক্স,ഇംപെഡൻസ് മാട്രിക്സ്
অস্পষ্ট,അവ്യക്തമായ
অস্পষ্ট ফাংশন,അവ്യക്തമായ പ്രവർത്തനം
অস্পষ্ট একীকরণ সূত্র,അവ്യക്തമായ ഏകീകരണ ഫോർമുല
অস্বাভাবিক,അസാധാരണമായ
"অদ্ভুত, অনুপযুক্ত","വിചിത്രമായ, അനുചിതമായ"
অনুপযুক্ত বিভাজন,അനുചിതമായ വിഭജനം
অসীম দ্বৈত অবিচ্ছেদ্য,അനന്തമായ ഇരട്ട അവിഭാജ്യ
অদ্ভুত ফ্যাক্টর,വിചിത്ര ഘടകം
বিজোড় ভগ্নাংশ,ഒറ്റ അംശം
অযৌক্তিক সর্বোচ্চ,യുക്തിരഹിതമായ ഏറ്റവും ഉയർന്നത്
অযৌক্তিক সর্বনিম্ন,യുക്തിരഹിതമായ ഏറ്റവും താഴ്ന്നത്
যৌগিক ঘূর্ণন,സംയുക്ത ഭ്രമണം
সংশোধন ম্যাট্রিক্স,തിരുത്തൽ മാട്രിക്സ്
আবেগ,പ്രേരണ
আবেগপ্রবণ শক্তি,ആവേശകരമായ ശക്തി
আবেগপ্রবণ চাপ,ആവേശകരമായ സമ്മർദ്ദം
আবেগপ্রবণ চাপ,ആവേശകരമായ സമ്മർദ്ദം
আবেগপ্রবণ রেঞ্চ,ആവേശകരമായ റെഞ്ച്
চার্জ করা খরচ,ഈടാക്കിയ ചെലവ്
অপর্যাপ্ততা,അപര്യാപ്തത
ঘটনার তরঙ্গ,സംഭവം തരംഗം
ভেক্টর গ্রেডিয়েন্ট,വെക്റ്റർ ഗ്രേഡിയന്റ്
শ্রেণীর তাপমাত্রা,ക്ലാസ് താപനില
"আতি, নটি","ആടി, നാറ്റി"
"inclined, inclined, bent","ചെരിഞ്ഞ, ചെരിഞ്ഞ, വളഞ്ഞ"
আনত তল,ചരിഞ്ഞ പ്രതലം
"অধীনে, অন্তর্ভুক্ত","കീഴിൽ, അടങ്ങിയിരിക്കുന്നു"
"অন্তর্ভুক্ত, অন্তর্ভুক্ত, অন্তর্ভুক্ত, অন্তর্ভুক্ত, অন্তর্ভুক্ত","ഉൾപ്പെടുത്തുക, ഉൾപ്പെടുത്തുക, ഉൾപ്പെടുത്തുക, ഉൾപ്പെടുത്തുക, ഉൾപ്പെടുത്തുക"
অসম্পূর্ণ গামা ফাংশন,അപൂർണ്ണമായ ഗാമാ പ്രവർത്തനം
অসঙ্গতি,പൊരുത്തക്കേട്
"অসঙ্গতিপূর্ণ, বিরোধী","പൊരുത്തമില്ലാത്ത, വിരുദ്ധമായ"
অসামঞ্জস্যপূর্ণ নমুনা,പൊരുത്തമില്ലാത്ത സാമ്പിളുകൾ
অসামঞ্জস্যপূর্ণ শরীর,പൊരുത്തമില്ലാത്ത ശരീരം
"অপবিত্র, ভুল","അശുദ്ധം, തെറ്റ്"
ভুল সিদ্ধান্ত,തെറ്റായ തീരുമാനം
বৃদ্ধি,വളർച്ച
ক্রমবর্ধমান ফাংশন,വർദ്ധിച്ചുവരുന്ന പ്രവർത്തനം
বৃদ্ধি,വളർച്ച
অনিশ্চিত,അനിശ്ചിതത്വം
অনির্ধারিত ফর্ম,അനിശ്ചിത രൂപം
অনির্দিষ্ট অবিচ্ছেদ্য,അനിശ്ചിത അവിഭാജ്യ
অনির্দিষ্ট ম্যাট্রিক্স,അനിശ്ചിത മാട്രിക്സ്
অনির্দিষ্ট দ্বিধাতুর একজাতীয়তা,അനിശ്ചിത ബൈമെറ്റാലിക് ഹോമോജെനിറ്റി
স্বাধীনতা,സ്വാതന്ത്ര്യം
স্বাধীন ঘটনা,സ്വതന്ത്ര സംഭവം
স্বাধীন ফাংশন,സ്വതന്ത്ര പ്രവർത്തനം
স্বাধীন এলোমেলো পরিবর্তনশীল,സ്വതന്ത്ര റാൻഡം വേരിയബിൾ
স্বাধীন চলক,സ്വതന്ത്ര വേരിയബിൾ
মুক্ত চিন্তাবিদ,സ്വതന്ത്ര ചിന്തകൻ
অনিশ্চয়তা,അനിശ്ചിതത്വം
"অনির্ধারিত, অনির্ধারিত, অনিশ্চিত, অসীম","അനിശ്ചിതമായ, അനിശ്ചിതമായ, അനിശ്ചിതത്വമുള്ള, അനന്തമായ"
অনির্ধারিত সমীকরণ,അനിശ്ചിതമായ സമവാക്യം
"undetermined form, undetermined form","അനിശ്ചിതമായ രൂപം, അനിശ്ചിതമായ രൂപം"
"সূচক, নির্দেশক, সূচক, পরিচালক, নির্দেশক (v.)","എക്‌സ്‌പോണന്റ്, പോയിന്റർ, ഇൻഡക്‌സ്, ഡയറക്‌ടർ, പോയിന്റർ (വി.)"
সেট দ্বারা অবহিত,സെറ്റ് അറിയിച്ചു
অবহিত পরিবার,കുടുംബത്തെ അറിയിച്ചു
সূচক,സൂചിക
উপগোষ্ঠী সূচক,ഉപഗ്രൂപ്പ് സൂചിക
পয়েন্টার সেট,പോയിന്റർ സെറ്റ്
প্রতীক,ചിഹ്നം
সূচকীয় সমীকরণ,എക്സ്പോണൻഷ്യൽ സമവാക്യം
উদাসীনতা বক্ররেখা,നിസ്സംഗത വളവുകൾ
পরোক্ষ পার্থক্য,പരോക്ഷ വ്യത്യാസം
পরোক্ষ প্রমাণ,പരോക്ഷ തെളിവ്
প্রধান,പ്രധാനം
"আগমন, আনয়ন, আবেশ","വരവ്, ഇൻഡക്ഷൻ, ഇൻഡക്ഷൻ"
প্রবর্তক,ഇൻഡക്റ്റീവ്
প্রবর্তক চিত্র,ഇൻഡക്റ്റീവ് ഇമേജറി
প্রবর্তক সংজ্ঞা,ഇൻഡക്റ്റീവ് നിർവ്വചനം
প্রবর্তক অনুমান,ഇൻഡക്റ്റീവ് എസ്റ്റിമേറ്റ്
"অসমতা, অসমতা","അസമത്വം, അസമത്വം"
অসমতা সীমাবদ্ধতা,അസമത്വ നിയന്ത്രണം
অসমতা,അസമത്വം
জড়তা,ജഡത്വത്തെ
জড়তা বল,ജഡത്വ ശക്തി
জড়,ജഡത്വം
অযৌক্তিক পার্থক্য,കൃത്യമായ വ്യത്യാസം
রূপান্তর বিন্দু,പരിവർത്തന പോയിന്റ്
"সর্বনিম্ন, সর্বশ্রেষ্ঠ নিম্ন সীমা","ഏറ്റവും താഴ്ന്ന, ഏറ്റവും വലിയ താഴ്ന്ന പരിധി"
"অসীম, অসীম","അനന്തമായ, അനന്തമായ"
অসীম,അനന്തമായ
অসীম ভেক্টর স্থান,അനന്തമായ വെക്റ്റർ സ്പേസ്
অসীম খেলা,അനന്തമായ ഗെയിം
অসীম দল,അനന്തമായ സംഘം
অসীম অবিচ্ছেদ্য,അനന്തമായ അവിഭാജ്യ
অসীম জনসংখ্যা,അനന്തമായ ജനസംഖ്യ
অসীম সিরিজ,അനന്തമായ പരമ്പര
অসীম সেট,അനന്തമായ സെറ്റ്
"infinite subtle, infinitesimal","അനന്തമായ സൂക്ഷ്മമായ, അനന്തമായ"
মৌলিক উপাদান,മൂലക ഘടകങ്ങൾ
অসীম জনসংখ্যা,അനന്തമായ ജനസംഖ്യ
"অসীম, অসীম","അനന്തത, അനന്തതകൾ"
"অসীম, অসীম","അനന്തമായ, അനന്തമായ"
মুদ্রাস্ফীতি ফ্যাক্টর,പണപ്പെരുപ്പ ഘടകം
পরিবর্তনশীল স্পর্শক,വേരിയബിൾ ടാൻജെന്റ്
বিপরীত ফোকাস,റിവേഴ്സ് ഫോക്കസ്
অবশ্যই পরিবর্তন,കോഴ്സ് മാറ്റം
ফাংশনের ডেরিভেটিভ,ഫംഗ്ഷന്റെ ഡെറിവേറ്റീവ്
সিগমা ম্যাট্রিক্স,സിഗ്മ മാട്രിക്സ്
তথ্য সম্পদ,വിവര ഉറവിടങ്ങൾ
তথ্য বিজ্ঞান,വിവര ശാസ്ത്രം
"disparate, disproportionate","വ്യത്യസ്തമായ, അനുപാതമില്ലാത്ത"
অ-সমজাতীয় সমীকরণ,ഏകതാനമല്ലാത്ത സമവാക്യം
অ আঘাতমূলক শরীর,നോൺ-ട്രോമാറ്റിക് ശരീരം
"প্রাথমিক, প্রাথমিক, প্রাথমিক","പ്രാരംഭ, പ്രാരംഭ, പ്രാരംഭ"
"প্রাথমিক অবস্থা, প্রাথমিক সীমাবদ্ধতা","പ്രാരംഭ അവസ്ഥ, പ്രാരംഭ നിയന്ത്രണം"
শুরুর রেখা,ആരംഭ വരി
প্রারম্ভিক বিন্দু,ആരംഭ പോയിന്റ്
প্রাথমিক সমাধান,പ്രാരംഭ പരിഹാരം
প্রাথমিক বেগ,പ്രാരംഭ വേഗത
একক মানচিত্র,ഒറ്റ ഭൂപടം
একক ম্যাপিং,ഒറ്റ മാപ്പിംഗ്
ডিফারেনশিয়াল গুণন,ഡിഫറൻഷ്യൽ ഗുണനം
অভ্যন্তরীণ পয়েন্ট,ഇന്റീരിയർ പോയിന്റ്
অভ্যন্তরীণ পণ্য,ആന്തരിക ഉൽപ്പന്നം
"ইনপুট (n.), ইনপুট (v.)","ഇൻപുട്ട് (എൻ.), ഇൻപുട്ട് (വി.)"
তথ্য অন্তর্ভুক্তী,ഇൻപുട്ട് ഡാറ്റ
বিনিয়োগ গেটওয়ে,നിക്ഷേപ കവാടം
বিনিয়োগ আউটপুট বিশ্লেষণ,നിക്ഷേപ ഔട്ട്പുട്ട് വിശകലനം
ইনপুট আউটপুট নিয়ন্ত্রণ সিস্টেম,ഇൻപുട്ട് ഔട്ട്പുട്ട് നിയന്ത്രണ സംവിധാനം
ইনপুট আউটপুট সিস্টেম,ഇൻപുട്ട് ഔട്ട്പുട്ട് സിസ്റ്റം
বিনিয়োগের পরিমাণ,നിക്ഷേപ അളവ്
"ইনভেস্টমেন্ট রেজিস্টার, ইনভেস্টমেন্ট রেজিস্টার","നിക്ഷേപ രജിസ്റ്റർ, നിക്ഷേപ രജിസ്റ്റർ"
ইনপুট টার্মিনাল,ഇൻപുട്ട് ടെർമിനൽ
"ভিতরে, নীচে","അകത്ത്, താഴെ"
মুহূর্ত,നിമിഷം
"তাৎক্ষণিক, তাৎক্ষণিক","തൽക്ഷണം, തൽക്ഷണം"
তাত্ক্ষণিক ত্বরণ,തൽക്ഷണ ത്വരണം
তাত্ক্ষণিক ঘূর্ণন,തൽക്ഷണ ഭ്രമണം
তাত্ক্ষণিক কেন্দ্র,തൽക്ഷണ കേന്ദ്രം
ক্ষণিক বেগ,തൽക്ഷണ വേഗത
তাত্ক্ষণিক ভলিউম,തൽക്ഷണ വോളിയം
"পূর্ণ সংখ্যা, পূর্ণসংখ্যা","പൂർണ്ണസംഖ്യ, പൂർണ്ണസംഖ്യ"
পূর্ণসংখ্যা লিনিয়ার প্রোগ্রামিং,പൂർണ്ണസംഖ്യ ലീനിയർ പ്രോഗ്രാമിംഗ്
অখণ্ডতা,സമഗ്രത
সংহত,സംയോജിപ്പിക്കാവുന്ന
ইন্টিগ্রেবল ডিফারেনশিয়াল সমীকরণ,ഇന്റഗ്രബിൾ ഡിഫറൻഷ്യൽ സമവാക്യം
সংহত সমীকরণ,സംയോജിത സമവാക്യം
অবিচ্ছেদ্য ফাংশন,അവിഭാജ്യ പ്രവർത്തനം
"integral, integer","അവിഭാജ്യ, പൂർണ്ണസംഖ്യ"
ইন্টিগ্রাল ক্যালকুলাস ইন্টিগ্রাল ক্যালকুলাস,ഇന്റഗ്രൽ കാൽക്കുലസ് ഇന്റഗ്രൽ കാൽക്കുലസ്
অবিচ্ছেদ্য বক্ররেখা,അവിഭാജ്യ വക്രം
পূর্ণসংখ্যা ডোমেইন,പൂർണ്ണസംഖ്യ ഡൊമെയ്ൻ
অবিচ্ছেদ্য সমীকরণ,സമഗ്ര സമവാക്യം
"পূর্ণ সংখ্যা, পূর্ণসংখ্যা","പൂർണ്ണസംഖ്യ, പൂർണ്ണസംഖ്യ"
প্রথম ধরনের অবিচ্ছেদ্য,ആദ്യ തരം അവിഭാജ്യ
অবিচ্ছেদ্য প্রতিনিধিত্ব,സമഗ്രമായ പ്രാതിനിധ്യം
অবিচ্ছেদ্য চিহ্ন,അവിഭാജ്യ ചിഹ്നം
সংহত করা,സംയോജിപ്പിക്കുക
সমন্বিত শোষণ সহগ,സംയോജിത ആഗിരണം ഗുണകം
ইন্টিগ্রেশন ফ্যাক্টর,സംയോജന ഘടകം
মিশ্রণ,സംയോജനം
ডিফারেনশিয়াল দ্বারা একীকরণ,ഡിഫറൻഷ്യൽ വഴിയുള്ള സംയോജനം
সেগমেন্টাল ইন্টিগ্রেশন,സെഗ്മെന്റൽ ഇന്റഗ്രേഷൻ
যৌক্তিকতা দ্বারা একীকরণ,യുക്തിസഹീകരണത്തിലൂടെയുള്ള സംയോജനം
প্রতিস্থাপন দ্বারা একীকরণ,പകരം വയ്ക്കൽ വഴിയുള്ള സംയോജനം
প্রগতিশীল সমতা দ্বারা ইন্টিগ্রেশন,പുരോഗമന തുല്യത പ്രകാരമുള്ള സംയോജനം
অনুক্রমিক একীকরণ,ശ്രേണിപരമായ ഏകീകരണം
ভেক্টর ইন্টিগ্রেশন,വെക്റ്റർ സംയോജനം
বন্ধ পৃষ্ঠায় ইন্টিগ্রেশন,അടച്ച പേജിലെ സംയോജനം
ইন্টিগ্রেটর,ഇന്റഗ്രേറ്റർ
অবিচ্ছেদ্য উপাদান,അവിഭാജ്യ ഘടകം
অখণ্ড-পার্থক্য সমীকরণ,ഇന്റഗ്രൽ-ഡിഫറൻഷ്യൽ സമവാക്യം
আটক,തടസ്സപ്പെടുത്തൽ
পরিবর্তনমূলক অপারেশন,കമ്മ്യൂട്ടേറ്റീവ് ഓപ്പറേഷൻ
বিনিময়যোগ্য,പരസ്പരം മാറ്റാവുന്നത്
আন্তঃশ্রেণী পারস্পরিক সম্পর্ক,ഇന്റർക്ലാസ് പരസ്പരബന്ധം
পারস্পরিক সম্পর্ক,പരസ്പരബന്ധം
পারস্পরিক সম্পর্ক সহগ,പരസ്പരബന്ധം ഗുണകം
"পরস্পর নির্ভরতা, পরস্পর নির্ভরতা","പരസ്പരാശ്രിതത്വം, പരസ്പരാശ്രിതത്വം"
পরস্পর নির্ভরশীল,പരസ്പരാശ്രിതം
স্বার্থ,താൽപ്പര്യം
ইন্টারফেস পৃষ্ঠা,ഇന്റർഫേസ് പേജ്
ইন্টারফেস কোণ,ഇന്റർഫേസ് ആംഗിൾ
অবিচ্ছেদ্য,സമഗ്രമായ
সমন্বিত,സംയോജിപ്പിച്ചത്
"অভ্যন্তরীণ, অভ্যন্তরীণ, অভ্যন্তরীণ (বিশেষণ), অভ্যন্তরীণ, অভ্যন্তরীণ, অভ্যন্তরীণ (v.)","അകം, അകം, അകം (അദ്ദേഹം.), അകം, അകം, അകം (വി.)"
অভ্যন্তরীণ কোণ,ആന്തരിക കോൺ
অভ্যন্তরীণ অঞ্চল,ആന്തരിക മേഖല
আন্তঃপ্রদেশ,അന്തർ പ്രവിശ്യ
অভ্যন্তরীণ উপাদান,ആന്തരിക ഘടകങ്ങൾ
সেটের অভ্যন্তর,സെറ്റിന്റെ ഇന്റീരിയർ
অভ্যন্তর কোণ সম্মুখীন,അഭിമുഖീകരിക്കുന്ന ഇന്റീരിയർ ആംഗിൾ
ভিতরে,അകത്ത്
অভ্যন্তরীণ পয়েন্ট,ഇന്റീരിയർ പോയിന്റ്
"মধ্যবর্তী, মাধ্যমিক, মধ্যম, মধ্যম","ഇടത്തരം, ദ്വിതീയ, ഇടത്തരം, ഇടത്തരം"
মধ্যবর্তী বিন্দু,ഇന്റർമീഡിയറ്റ് പോയിന്റ്
মধ্যবর্তী মান উপপাদ্য,ഇന്റർമീഡിയറ്റ് മൂല്യ സിദ്ധാന്തം
অভ্যন্তরীণ দ্বিখণ্ডক,ആന്തരിക വിഭജനം
ইন্টারপোলেশন,ഇന്റർപോളേഷൻ
সন্নিবেশ সূত্র,ഉൾപ്പെടുത്തൽ ഫോർമുല
ছেদ করা,വിഭജിക്കുന്നു
ছেদকারী বক্ররেখা,വിഭജിക്കുന്ന വക്രം
ছেদকারী লাইন,വിഭജിക്കുന്ന വരികൾ
"ছেদ, ছেদ, ছেদ","കവല, കവല, കവല"
ছেদ বক্ররেখা,കവല വളവ്
বক্ররেখার ছেদ,വളവുകളുടെ കവല
সেটের ছেদ,സെറ്റുകളുടെ കവല
"ফাঁক, ফাঁক","വിടവ്, വിടവ്"
ব্যবধান অনুমান,ഇടവേള കണക്കാക്കൽ
ব্যবধান অনুমান,ഇടവേള കണക്കാക്കൽ
ব্যবধান মধ্য বিন্দু,ഇടവേള മധ്യ പോയിന്റ്
"আন্তঃবিভাগীয় প্রভাব, আন্তঃবিভাগীয় প্রভাব","ഇൻട്രാ-സെക്ഷണൽ പ്രഭാവം, ഇന്റർ-സെക്ഷണൽ പ്രഭാവം"
আন্তঃশ্রেণী পারস্পরিক সম্পর্ক,ഇന്റർക്ലാസ് പരസ്പരബന്ധം
নিস্তব্ধতা,നിശ്ചലത
নিশ্চিত,ഉറപ്പാണ്
স্থির ব্যবস্থা,നിശ്ചിത സംവിധാനം
টেবিল,മേശ
টেবিল অ্যাসাইনমেন্ট,ടേബിൾ അസൈൻമെന്റ്
টেবিল নিয়ন্ত্রণ,പട്ടിക നിയന്ത്രണം
টেবিল নিয়ন্ত্রণ মডেল,പട്ടിക നിയന്ത്രണ മോഡൽ
টেবিল নিয়ন্ত্রণ ব্যবস্থা,പട്ടിക നിയന്ത്രണ സംവിധാനം
টেবিল চক্র,ടേബിൾ സൈക്കിൾ
টেবিল রাখা খরচ,ടേബിൾ ഹോൾഡിംഗ് ചെലവ്
টেবিল পয়েন্ট,ടേബിൾ പോയിന്റ്
টেবিল নীতি,പട്ടിക നയം
টেবিল অবস্থান,മേശ സ്ഥാനം
"বিপরীত, বিপরীত, বিপরীত","വിപരീതം, വിപരീതം, വിപരീതം"
বিপরীত পারস্পরিক সম্পর্ক,വിപരീത പരസ്പരബന്ധം
বিপরীত ফাংশন,വിപരീത പ്രവർത്തനം
ফেনা প্রতি হাইপারবোলিক ফাংশন,ഓരോ നുരയ്ക്കും ഹൈപ്പർബോളിക് ഫംഗ്ഷൻ
ব্যস্তানুপাতিক,വിപരീത അനുപാതം
বিপরীত মানচিত্র,വിപരീത ഭൂപടം
পারস্পরিক সংখ্যা,പരസ്പര സംഖ്യ
বিপরীত ম্যাট্রিক্স,വിപരീത മാട്രിക്സ്
বিপরীত ক্রমাগত,വിപരീത ക്രമപ്പെടുത്തൽ
বিপরীত অনুপাত,വിപരീത അനുപാതം
বিপরীত ত্রিকোণমিতিক ফাংশন,വിപരീത ത്രികോണമിതി പ്രവർത്തനം
বিপরীত সূত্র,വിപരീത സൂത്രവാക്യം
অনুক্রমের অনুলিপি,ക്രമത്തിന്റെ പകർപ്പ്
বিপরীত ম্যাট্রিক্স,വിപരീത മാട്രിക്സ്
বিপরীত রূপান্তর,വിപരീത പരിവർത്തനം
অযৌক্তিক,യുക്തിരഹിതമായ
অযৌক্তিক সমীকরণ,യുക്തിരഹിതമായ സമവാക്യം
অযৌক্তিক অভিব্যক্তি,യുക്തിരഹിതമായ ആവിഷ്കാരം
অমূলদ সংখ্যা,യുക്തിരഹിതമായ സംഖ്യ
অযৌক্তিক মূল,യുക്തിരഹിതമായ റൂട്ട്
"irrevocable, irreducible, unequaled","മാറ്റാനാകാത്ത, മാറ്റാനാവാത്ത, തുല്യതയില്ലാത്ത"
ঘূর্ণনশীল ভেক্টর,ഭ്രമണ വെക്റ്റർ
ঘূর্ণনশীল ভেক্টর ফাংশন,ഭ്രമണ വെക്റ്റർ പ്രവർത്തനം
ঘূর্ণন বেগ,ഭ്രമണ പ്രവേഗം
আইসোমেট্রিক (v.) ডান লাইন (v.),ഐസോമെട്രിക് (വി.) വലത് രേഖ (വി.)
সমন্বয়বাদ,സമന്വയം
বিচ্ছিন্ন অপরিহার্য অদ্ভুততা,ഒറ്റപ്പെട്ട നിർബന്ധിത വിചിത്രത
বিচ্ছিন্ন বিন্দু,ഒറ്റപ്പെട്ട പോയിന്റ്
"আইসোমেট্রিক, ট্রাইটজোল, কিউবিক, আইসোমেট্রিক","ഐസോമെട്രിക്, ട്രൈറ്റസോൾ, ക്യൂബിക്, ഐസോമെട്രിക്"
সমদ্বিবাহু কনফিগারেশন,ഐസോസിലിസ് കോൺഫിഗറേഷൻ
পুনরাবৃত্তিমূলক অবিচ্ছেদ্য,ആവർത്തന സംയോജനം
পুনরাবৃত্তিমূলক সন্নিবেশ,ആവർത്തന ഉൾപ്പെടുത്തൽ
পুনরাবৃত্তি,ആവർത്തനം
পুনরাবৃত্তি সূত্র,ആവർത്തന സൂത്രവാക്യം
পুনরাবৃত্ত একীকরণ সূত্র,ആവർത്തന സംയോജന ഫോർമുല
পুনরাবৃত্ত পদ্ধতি,ആവർത്തന നടപടിക്രമം
পুনরাবৃত্ত পদ্ধতি,ആവർത്തന രീതി
জ্যাকোবিয়ান,യാക്കോബിയൻ
জ্যাকবি সারনিক,ജേക്കബ് സാർനിക്
জ্যাকোবি ম্যাট্রিক্স,ജേക്കബ് മാട്രിക്സ്
সেটের সংমিশ্রণ,സെറ്റുകളുടെ സംയോജനം
"যৌথ, যৌথ (সম্পাদনা) যুগ্ম (v.)","ജോയിന്റ്, ജോയിന്റ് (എഡി.) ജോയിന്റ് (വി.)"
যৌথ ঘনত্ব ফাংশন,സംയുക്ത സാന്ദ്രത പ്രവർത്തനം
সম্মিলিত ফ্রিকোয়েন্সি ফাংশন,സംയോജിത ആവൃത്തി പ്രവർത്തനം
যৌথ নির্ভরশীল পরিবর্তনশীল,സംയുക്ത ആശ്രിത വേരിയബിൾ
যৌথ সম্ভাবনা,സംയുക്ത സംഭാവ്യത
সন্নিবেশ,ഉൾപ്പെടുത്തൽ
"কোদাল, লাফ, প্লুটি","പാര, ചാട്ടം, പ്ലൂട്ടി"
প্লুটি বিচ্ছিন্নতা,പ്ലൂട്ടി നിർത്തലാക്കൽ
"ন্যায়পরায়ণতা, ন্যায্যতা","ന്യായം, ന്യായീകരണം"
ন্যায্যতা,ന്യായീകരിക്കുക
carnafe মানচিত্র,carnafe മാപ്പ്
"কার্নেল, ছাই","കേർണലുകൾ, ചാരം"
ম্যাপিং পয়েন্ট,മാപ്പിംഗ് പോയിന്റ്
"বিশুদ্ধ গতিবিদ্যা, বিশুদ্ধ গতিবিদ্যা","ശുദ്ധമായ ചലനാത്മകത, ശുദ്ധമായ ചലനാത്മകത"
গতিসম্পর্কিত শক্তি,ഗതികോർജ്ജം
"গতিবিদ্যা, গতিবিদ্যা","ചലനാത്മകത, ചലനാത്മകത"
কলমোগোরফ-স্মিরনভ পরীক্ষা,കോൾമോഗോറോഫ്-സ്മിർനോവ് ടെസ്റ്റ്
ক্রোনেকার ব-দ্বীপ,ക്രോണേക്കർ ഡെൽറ്റ
শসা,വെള്ളരിക്ക
ল্যাগ্রেঞ্জ ফাংশন,ലഗ്രാഞ്ച് ഫംഗ്ഷൻ
Lagrange গুণক,ലഗ്രാഞ്ച് മൾട്ടിപ്ലയർ
"তক্তা, বোর্ড","പലക, പലക"
ল্যাপ্লেস রূপান্তর,ലാപ്ലേസ് രൂപാന്തരം
বড় সংখ্যা,വലിയ സംഖ്യ
চরিত্রগত উৎপত্তি,സ്വഭാവം ഉത്ഭവം
পাশের পৃষ্ঠা,സൈഡ് പേജ്
ল্যাটিন বর্গক্ষেত্র,ലാറ്റിൻ ചതുരം
"আম্বিলিক্যাল কর্ড, ল্যাটাস রেকটাম","പൊക്കിൾക്കൊടി, ലാറ്റസ് മലാശയം"
"নিয়ম, নীতি","നിയമങ്ങൾ, തത്വങ്ങൾ"
