Marathi,Assamese
विसंगत नमुने,অসামঞ্জস্যপূৰ্ণ নমুনা
विसंगत शरीर,অসামঞ্জস্যপূৰ্ণ শৰীৰ
"अशुद्ध, चुकीचे","অশুদ্ধ, ভুল"
चुकीचा निर्णय,ভুল সিদ্ধান্ত
वाढ,বৃদ্ধি
वाढते कार्य,বৃদ্ধি কৰা কাৰ্য্য
वाढ,বৃদ্ধি
अनिश्चित,অনিশ্চয়
अनिश्चित फॉर्म,অনিৰ্দিষ্ট ৰূপ
अनिश्चित अविभाज्य,অনিৰ্দিষ্ট অবিচ্ছেদ্য
अनिश्चित मॅट्रिक्स,অনিৰ্দিষ্ট মেট্ৰিক্স
अनिश्चित द्विधातु एकसमानता,অনিৰ্দিষ্ট দ্বিধাতুৰ সমতা
स्वातंत्र्य,স্বাধীনতা
स्वतंत्र घटना,স্বাধীন অনুষ্ঠান
स्वतंत्र कार्य,স্বাধীন কাৰ্য্য
स्वतंत्र यादृच्छिक चल,স্বাধীন যাদৃচ্ছিক চলক
स्वतंत्र अव्यक्त,স্বাধীন চলক
मनमोकळा विचार करणारा,মুক্ত চিন্তাবিদ
अनिश्चितता,অনিৰ্দিষ্টতা
"अनिश्चित, अनिश्चित, अनिश्चित, असीम","অনিৰ্দিষ্ট, অনিৰ্দিষ্ট, অনিশ্চিত, অসীম"
अनिश्चित समीकरण,অনিৰ্দিষ্ট সমীকৰণ
"अनिर्धारित फॉर्म, अनिर्धारित फॉर्म","অনিৰ্দিষ্ট ৰূপ, অনিৰ্দিষ্ট ৰূপ"
"घातांक, सूचक, निर्देशांक, निर्देशक, सूचक (v.)","ঘাত, পইণ্টাৰ, সূচী, পৰিচালক, পইণ্টাৰ (v.)"
सेटद्वारे माहिती दिली,চেটৰ দ্বাৰা অৱগত কৰা হয়
माहिती कुटुंब,অৱগত পৰিয়াল
निर्देशांक,সূচী
उपसमूह निर्देशांक,উপগোট সূচী
पॉइंटर सेट,পইণ্টাৰ ছেট
चिन्ह,চিহ্ন
घातांकीय समीकरण,ঘাতীয় সমীকৰণ
उदासीनता वक्र,উদাসীনতা বক্ৰতা
अप्रत्यक्ष फरक,পৰোক্ষ পাৰ্থক্য
अप्रत्यक्ष पुरावा,পৰোক্ষ প্ৰমাণ
अविभाज्य,মুখ্য
"आगमन, प्रेरण, प्रेरण","আগমন, প্ৰৰোচনা, প্ৰৰোচনা"
आगमनात्मक,ইনডাক্টিভ
प्रेरक प्रतिमा,ইনডাক্টিভ ইমেজৰী
प्रेरक व्याख्या,ইনডাক্টিভ সংজ্ঞা
आगमनात्मक अंदाज,আনুভূতিক অনুমান
"असमानता, असमानता","অসমতা, অসমতা"
असमानता निर्बंध,অসমতা নিষেধাজ্ঞা
असमानता,অসমতা
जडत्व,জড়তা
जडत्व शक्ती,জড়তা বল
जडत्व,জড়তা
अचूक फरक,অশুদ্ধ পাৰ্থক্য
रूपांतरण बिंदू,ৰূপান্তৰ বিন্দু
"सर्वात कमी, सर्वात मोठी खालची सीमा","সৰ্বনিম্ন, সৰ্ববৃহৎ নিম্ন সীমা"
"अनंत, अनंत","অসীম, অসীম"
अमर्याद,অসীম
असीम वेक्टर जागा,অসীম ভেক্টৰ স্থান
अनंत खेळ,অসীম খেলা
अनंत गट,অসীম গোট
अनंत अविभाज्य,অসীম অখণ্ড
असीम लोकसंख्या,অসীম জনসংখ্যা
अनंत मालिका,অসীম শৃংখলা
अनंत संच,অসীম গোট
"अमर्याद सूक्ष्म, अमर्याद","অসীম সূক্ষ্ম, অসীম"
मूलभूत घटक,মৌলিক উপাদানসমূহ
असीम लोकसंख्या,অসীম জনসংখ্যা
"अनंत, अनंत","অসীম, অসীম"
"अनंत, अनंत","অসীম, অসীম"
महागाई घटक,মুদ্ৰাস্ফীতিৰ কাৰক
परिवर्तनीय स्पर्शिका,ভেৰিয়েবল স্পৰ্শক
उलट फोकस,ৰিভাৰ্ছ ফ&#39;কাচ
अर्थातच बदल,গতিপথ সলনি কৰা
फंक्शनचे व्युत्पन्न,ফলনৰ ব্যুৎপত্তি
सिग्मा मॅट्रिक्स,চিগমা মেট্ৰিক্স
माहिती संसाधने,তথ্য সম্পদ
माहिती विज्ञान,information বিজ্ঞান
"विषम, विषम","disparate, অসমতাপূৰ্ণ"
एकसंध नसलेले समीकरण,অসমজাতীয় সমীকৰণ
नॉन-ट्रॉमॅटिक शरीर,অ-আঘাতজনক শৰীৰ
"प्रारंभिक, प्रारंभिक, प्रारंभिक","আৰম্ভণি, আৰম্ভণি, আৰম্ভণি"
"प्रारंभिक स्थिती, प्रारंभिक प्रतिबंध","প্ৰাৰম্ভিক অৱস্থা, প্ৰাৰম্ভিক বাধা"
सुरुवातीची ओळ,আৰম্ভণি ৰেখা
प्रारंभ बिंदू,আৰম্ভণিৰ বিন্দুটো
प्रारंभिक उपाय,প্ৰাৰম্ভিক সমাধান
प्रारंभिक वेग,প্ৰাৰম্ভিক বেগ
एकच नकाशा,একক মানচিত্ৰ
एकल मॅपिंग,একক মেপিং
विभेदक गुणाकार,অৱভেদ্য গুণন
आतील बिंदू,অভ্যন্তৰীণ বিন্দু
अंतर्गत उत्पादन,আভ্যন্তৰীণ উৎপাদন
"इनपुट (n.), इनपुट (v.)","ইনপুট (n.), ইনপুট (v.)"
इनपुट डेटा,ইনপুট ডাটা
गुंतवणुकीचे प्रवेशद्वार,বিনিয়োগৰ গেটৱে
गुंतवणूक उत्पादन विश्लेषण,বিনিয়োগৰ উৎপাদন বিশ্লেষণ
इनपुट आउटपुट नियंत्रण प्रणाली,ইনপুট আউটপুট নিয়ন্ত্ৰণ ব্যৱস্থা
इनपुट आउटपुट सिस्टम,ইনপুট আউটপুট ব্যৱস্থা
गुंतवणूक खंड,বিনিয়োগৰ পৰিমাণ
"गुंतवणूक रजिस्टर, गुंतवणूक रजिस्टर","বিনিয়োগ পঞ্জীয়ন, বিনিয়োগ পঞ্জীয়ন"
इनपुट टर्मिनल,ইনপুট টাৰ্মিনেল
"आत, खाली","ভিতৰত, তলত"
क्षण,মুহূৰ্ত
"तात्काळ, तात्काळ","তৎক্ষণাত, তৎক্ষণাত"
तात्काळ प्रवेग,তৎক্ষণাত ত্বৰণ
झटपट रोटेशन,তৎক্ষণাত ঘূৰণ
त्वरित केंद्र,তৎক্ষণাত কেন্দ্ৰ
तात्काळ वेग,তৎক্ষণাত বেগ
तात्काळ खंड,তৎক্ষণাত আয়তন
"पूर्ण संख्या, पूर्णांक","পূৰ্ণ সংখ্যা, পূৰ্ণসংখ্যা"
पूर्णांक रेखीय प्रोग्रामिंग,পূৰ্ণসংখ্যা ৰৈখিক প্ৰগ্ৰেমিং
अखंडता,সংহতিযোগ্যতা
अविभाज्य,সংহতযোগ্য
अविभाज्य विभेदक समीकरण,সংহত অৱভেদ্য সমীকৰণ
अविभाज्य समीकरण,সংহত সমীকৰণ
अविभाज्य कार्य,অবিচ্ছেদ্য ফলন
"अविभाज्य, पूर्णांक","integral, পূৰ্ণসংখ্যা"
इंटिग्रल कॅल्क्युलस इंटिग्रल कॅल्क्युलस,অখণ্ড কেলকুলাছ অখণ্ড কেলকুলাছ
अविभाज्य वक्र,অখণ্ড বক্ৰ
पूर्णांक डोमेन,পূৰ্ণসংখ্যা ডমেইন
अविभाज्य समीकरण,অখণ্ড সমীকৰণ
"पूर्ण संख्या, पूर्णांक","পূৰ্ণ সংখ্যা, পূৰ্ণসংখ্যা"
प्रथम प्रकारचा अविभाज्य,প্ৰথম ধৰণৰ অখণ্ড
अविभाज्य प्रतिनिधित्व,অবিচ্ছেদ্য প্ৰতিনিধিত্ব
अविभाज्य चिन्ह,অবিচ্ছেদ্য চিহ্ন
समाकलित करा,সংহত কৰক
एकात्मिक शोषण गुणांक,সংহত শোষণ সহগ
एकीकरण घटक,সংহতি কাৰক
एकीकरण,সংহতি
भिन्नता द्वारे एकत्रीकरण,ডিফাৰেন্সিয়েলৰ দ্বাৰা সংহতি
विभागीय एकत्रीकरण,ছেগমেণ্টেল সংহতি
तर्कशुद्धीकरणाद्वारे एकत्रीकरण,যুক্তিবাদৰ দ্বাৰা সংহতি
प्रतिस्थापनाद्वारे एकत्रीकरण,প্ৰতিস্থাপনৰ দ্বাৰা সংহতি
प्रोग्रेसिव्ह इक्विव्हलन्सद्वारे एकत्रीकरण,প্ৰগতিশীল সমতুল্যতাৰ দ্বাৰা সংহতি
श्रेणीबद्ध एकीकरण,স্তৰভিত্তিক সংহতি
वेक्टर एकत्रीकरण,ভেক্টৰ সংহতি
बंद पृष्ठावर एकत्रीकरण,বন্ধ পৃষ্ঠাত সংহতি
इंटिग्रेटर,ইন্টিগ্ৰেটৰ
अविभाज्य घटक,অবিচ্ছেদ্য উপাদান
अभिन्न-विभेद समीकरण,অখণ্ড-অভেদ সমীকৰণ
व्यत्यय,"ইন্টাৰচেপচন, ইন্টাৰচেপ্ট"
बदली ऑपरेशन,কমিউটেটিভ অপাৰেচন
अदलाबदल करण्यायोग्य,বিনিময়যোগ্য
आंतरवर्गीय सहसंबंध,আন্তঃশ্ৰেণী সম্পৰ্ক
परस्पर संबंध,আন্তঃসম্পৰ্ক
सहसंबंध गुणांक,সম্পৰ্ক সহগ
"परस्परावलंबन, परस्परावलंबन","আন্তঃনিৰ্ভৰশীলতা, আন্তঃনিৰ্ভৰশীলতা"
परस्परावलंबी,আন্তঃনিৰ্ভৰশীল
व्याज,সুত
इंटरफेस पृष्ठ,আন্তঃপৃষ্ঠ পৃষ্ঠা
इंटरफेस कोन,আন্তঃপৃষ্ঠ কোণ
अविभाज्य,অবিচ্ছেদ্য
एकात्मिक,সংহত
"आतील, आतील, आतील (सं.), आतील, आतील, आतील (वि.)","inner, inner, inner (adj.), ভিতৰৰ, ভিতৰৰ, ভিতৰৰ (v.)"
आतील कोन,অভ্যন্তৰীণ কোণ
अंतर्गत क्षेत्र,অভ্যন্তৰীণ অঞ্চল
आंतर-प्रांत,আন্তঃপ্ৰদেশ
अंतर्गत घटक,আভ্যন্তৰীণ উপাদানসমূহ
सेटचे आतील भाग,চেটৰ ভিতৰৰ অংশ
आतील कोन समोर,অভ্যন্তৰীণ কোণৰ সন্মুখীন হোৱা
आत,ভিতৰত
आतील बिंदू,অভ্যন্তৰীণ বিন্দু
"मध्यवर्ती, दुय्यम, मध्यम, मध्य","মধ্যৱৰ্তী, গৌণ, মধ্যম, মধ্যম"
मध्यवर्ती बिंदू,মধ্যৱৰ্তী বিন্দু
मध्यवर्ती मूल्य प्रमेय,মধ্যৱৰ্তী মূল্য উপপাদ্য
अंतर्गत दुभाजक,আভ্যন্তৰীণ দ্বিখণ্ড
इंटरपोलेशन,আন্তঃপ্ৰক্ষেপণ
अंतर्भूत सूत्र,সন্নিৱিষ্ট কৰা সূত্ৰ
छेदन करणारा,ছেদ কৰা
छेदन करणारा वक्र,ছেদ কৰা বক্ৰ
छेदणाऱ्या रेषा,ছেদ কৰা ৰেখা
"छेदनबिंदू, छेदनबिंदू, छेदनबिंदू","ছেদ, ছেদ, ছেদ"
छेदनबिंदू वक्र,ছেদক বক্ৰ
वक्र छेदनबिंदू,বক্ৰৰ ছেদ
संचांचे छेदनबिंदू,গোটৰ ছেদ
"अंतर, अंतर","ফাঁক, ফাঁক"
मध्यांतर अंदाज,ব্যৱধান অনুমান
मध्यांतर अंदाज,ব্যৱধান অনুমান
मध्यांतर मध्य बिंदू,ব্যৱধানৰ মাজৰ বিন্দু
"आंतर-विभागीय प्रभाव, आंतर-विभागीय प्रभाव",ইন্ট্ৰা-ছেকচনেল ইফেক্ট
आंतरवर्गीय सहसंबंध,আন্তঃশ্ৰেণী সম্পৰ্ক
शांतता,নিস্তব্ধতা
खात्रीने,নিশ্চয়
निश्चित प्रणाली,ফিক্সড চিষ্টেম
टेबल,মেজ
टेबल असाइनमेंट,টেবুল নিযুক্তি
टेबल नियंत्रण,টেবুল নিয়ন্ত্ৰণ
टेबल नियंत्रण मॉडेल,টেবুল নিয়ন্ত্ৰণ মডেল
टेबल नियंत्रण प्रणाली,টেবুল নিয়ন্ত্ৰণ ব্যৱস্থা
टेबल सायकल,টেবুল চক্ৰ
टेबल ठेवण्याची किंमत,টেবুল ধৰি ৰখা খৰচ
टेबल पॉइंट,টেবুল পইণ্ট
टेबल धोरण,টেবুল নীতি
टेबल स्थिती,টেবুলৰ অৱস্থান
"व्यस्त, उलट, विरुद्ध","বিপৰীত, বিপৰীত, বিপৰীত"
व्यस्त सहसंबंध,বিপৰীত সম্পৰ্ক
व्यस्त कार्य,বিপৰীত ফলন
हायपरबोलिक फंक्शन प्रति फोम,হাইপাৰবলিক ফাংচন প্ৰতি ফেন
व्यस्त प्रमाणात,বিপৰীতভাৱে সমানুপাতিক
व्यस्त नकाशा,বিপৰীত মানচিত্ৰ
परस्पर संख्या,পাৰস্পৰিক সংখ্যা
व्यस्त मॅट्रिक्स,বিপৰীত মেট্ৰিক্স
व्यस्त क्रमपरिवर्तन,বিপৰীত ক্ৰমবিন্যাস
व्यस्त गुणोत्तर,বিপৰীত অনুপাত
व्यस्त त्रिकोणमितीय कार्य,বিপৰীত ত্ৰিকোণমিতিক ফলন
व्यस्त सूत्र,বিপৰীত সূত্ৰ
क्रमाची प्रत,ক্ৰমৰ কপি
व्यस्त मॅट्रिक्स,বিপৰীত মেট্ৰিক্স
व्यस्त रूपांतरण,বিপৰীত ৰূপান্তৰ
तर्कहीन,অযুক্তিকৰ
तर्कहीन समीकरण,অযুক্তিকৰ সমীকৰণ
तर्कहीन अभिव्यक्ती,অযুক্তিকৰ প্ৰকাশ
अपरिमेय संख्या,অযুক্তিকৰ সংখ্যা
तर्कहीन मूळ,অযুক্তিকৰ মূল
"अपरिवर्तनीय, अपरिवर्तनीय, असमान","অপ্ৰত্যাহাৰযোগ্য, অকমাব নোৱাৰা, অতুলনীয়"
रोटेशनल वेक्टर,ঘূৰ্ণনশীল ভেক্টৰ
रोटेशनल वेक्टर फंक्शन,ঘূৰ্ণনশীল ভেক্টৰ ফলন
रोटेशनल वेग,ঘূৰ্ণনৰ বেগ
सममितीय (v.) उजवी रेषा (v.),সমমিতি (v.) সোঁ ৰেখা (v.)
समक्रमण,syncretism
पृथक अनिवार्य विचित्रता,বিচ্ছিন্ন আৱশ্যকীয় অদ্ভুততা
अलग बिंदू,বিচ্ছিন্ন বিন্দু
"isometric, tritezole, cubic, isometric","সমমিতি, ট্ৰাইটেজ’ল, ঘন, সমমিতি"
समद्विभुज कॉन्फिगरेशन,isosceles বিন্যাস
पुनरावृत्ती अविभाज्य,পুনৰাবৃত্তিমূলক অখণ্ড
पुनरावृत्ती समाविष्ट करणे,পুনৰাবৃত্তিমূলক সন্নিৱিষ্ট
पुनरावृत्ती,পুনৰাবৃত্তি
पुनरावृत्ती सूत्र,পুনৰাবৃত্তি সূত্ৰ
आवर्ती एकीकरण सूत्र,পুনৰাবৃত্তিমূলক সংহতি সূত্ৰ
पुनरावृत्ती प्रक्रिया,পুনৰাবৃত্তিমূলক পদ্ধতি
पुनरावृत्ती पद्धत,পুনৰাবৃত্তিমূলক পদ্ধতি
जेकोबियन,jacobian
जेकोबी सारनिक,জাকোবি সাৰনিক
जेकोबी मॅट्रिक्स,জেকবি মেট্ৰিক্স
संचांचे संयोजन,গোটৰ সংমিশ্ৰণ
संयुक्त (v.) संयुक्त (v.),"সংযোগ, সংযোগ (ed.) সংযোগ (v.)"
संयुक्त घनता कार्य,সংযোগ ঘনত্বৰ কাৰ্য্য
एकत्रित वारंवारता कार्य,সংযুক্ত কম্পাঙ্ক কাৰ্য্য
संयुक्त अवलंबून चल,যৌথ নিৰ্ভৰশীল চলক
संयुक्त संभाव्यता,যৌগিক সম্ভাৱনা
अंतर्भूत,সন্নিৱিষ্ট কৰা
"कुदळ, उडी, प्लुटी","কুঠাৰ, জাম্প, প্লুটি"
प्लुटी खंडितता,প্লুটি বিচ্ছিন্নতা
"न्याय्यता, औचित्य","ন্যায়পৰায়ণতা, ন্যায্যতা"
समर्थन करणे,ন্যায্যতা দিয়া
carnafe नकाशा,carnafe মানচিত্ৰ
"कर्नल, राख","গুটি, ছাই"
मॅपिंग पॉइंट,মেপিং পইণ্ট
"पायरोडायनामिक्स, प्युरिन डायनॅमिक्स","বিশুদ্ধ গতিশীলতা, বিশুদ্ধ গতিশীলতা"
गतीज ऊर्जा,গতিশক্তি
"गतीशास्त्र, गतीशास्त्र","গতিবিদ্যা, গতিবিদ্যা"
कोल्मोगोरोफ-स्मिरनोव्ह चाचणी,কলমোগ’ৰফ-স্মিৰ্নভ পৰীক্ষা
क्रोनेकर डेल्टा,ক্ৰ&#39;নেকাৰ বদ্বীপ
काकडी,তিঁয়হ
Lagrange कार्य,লেগ্ৰেঞ্জ ফাংচন
Lagrange गुणक,লেগ্ৰেঞ্জ বহুগুণক
"फळी, फळी","তক্তা, বোৰ্ড"
Laplace परिवर्तन,লেপ্লেচ ৰূপান্তৰ
मोठी संख्या,ডাঙৰ সংখ্যা
वैशिष्ट्यपूर्ण मूळ,বৈশিষ্ট্যপূৰ্ণ উৎপত্তি
बाजूचे पान,কাষৰ পৃষ্ঠা
लॅटिन चौरस,লেটিন বৰ্গক্ষেত্ৰ
"नाळ, लॅटस गुदाशय","নাভিৰ ৰচী, লেটাছ মলদ্বাৰ"
"नियम, तत्त्वे","নিয়ম, নীতি"
वेग संयोजन नियम,বেগ সংমিশ্ৰণ নিয়ম
सुसंगतता नियम,সামঞ্জস্যতা নিয়ম
परतावा कमी करणारा नियम,হ্ৰাস পোৱা ৰিটাৰ্ণৰ নিয়ম
गुरुत्वाकर्षणाचा नियम,মাধ্যাকৰ্ষণৰ নিয়ম
गटासाठी होमोमॉर्फिज्म नियम,গোটৰ বাবে সমৰূপতা নিয়ম
रिंगांसाठी होमोमॉर्फिजम नियम,আঙঠিৰ বাবে সমৰূপতা নিয়ম
वाढत्या खर्चाचा कायदा,বৃদ্ধি পোৱা খৰচৰ আইন
घातांक नियम,ঘাতকৰণ নিয়ম
जडत्व कायदा,জড়তা নিয়ম
मोठ्या संख्येचा कायदा,বৃহৎ সংখ্যাৰ নিয়ম
संभाव्यता नियम,সম্ভাৱনা নিয়ম
"साइन नियम, साइन नियम","চাইন নিয়ম, চাইন নিয়ম"
घातांकांचा नियम,সূচকৰ নিয়ম
गती नियम,গতিৰ নিয়ম
"स्तर, स्तर","স্তৰ, স্তৰ"
फॉरवर्ड गुणांक,ফৰৱাৰ্ড সহগ
समोरचा कर्ण,সন্মুখৰ তিৰ্যক
फॉरवर्ड सब-मॅट्रिक्स,ফৰৱাৰ্ড উপ-মেট্ৰিক্স
समोर पोस्ट,ফ্ৰন্ট পোষ্ট
"किमान, किमान, किमान","নূন্যতম, নূন্যতম, নূন্যতম"
सर्वात कमी सामान्य (LCM),কম সাধাৰণ সাধাৰণ (LCM)
किमान घटक,নূন্যতম উপাদানসমূহ
सर्वात खालचा वर्ग,সৰ্বনিম্ন শ্ৰেণী
किमान ओव्हरहेड मर्यादा,নূন্যতম ওভাৰহেড সীমা
डावा संच,বাওঁফালে ছেট কৰা হৈছে
घड्याळाच्या उलट दिशेने,ঘড়ীৰ কাঁটাৰ বিপৰীত দিশত
घड्याळाच्या उलट दिशेने स्क्रू,ঘড়ীৰ কাঁটাৰ বিপৰীত দিশত স্ক্ৰু
डावीकडे उलट,বাওঁফালৰ বিপৰীত
बाकी गुणाकार,বাওঁফালৰ গুণন
लीबनिझ सूत्र,লাইবনিজৰ সূত্ৰ
लांबी,দৈৰ্ঘ্য
तुंगाक्कुडी,টুংগাকুদি
ट्रॅगस वक्र,ট্ৰেগাছ বক্ৰ
फुफ्फुसाचा मासा,হাওঁফাওঁৰ মাছ
पातळी वक्र,স্তৰৰ বক্ৰ
आत्मविश्वास पातळी,আত্মবিশ্বাসৰ স্তৰ
महत्त्व पातळी,তাৎপৰ্য্যৰ স্তৰ
कालक्रमानुसार,কালক্ৰমিকভাৱে
शब्दकोश क्रम,অভিধানৰ ক্ৰম
संभाव्यता कार्य,সম্ভাৱনা ফলন
संभाव्यता प्रमाण चाचणी,সম্ভাৱনা অনুপাত পৰীক্ষা
"मर्यादा, किरकोळ","সীমা, প্ৰান্তীয়"
"किरकोळ, अत्यंत","প্ৰান্তীয়, চৰম"
किरकोळ मूल्य,প্ৰান্তীয় মূল্য
सीमांत वेग,প্ৰান্তীয় বেগ
सरासरी श्रेणी,গড়ত পৰিসৰ
एकत्रीकरणाची मर्यादा,সংহতিৰ সীমা
अनुक्रम मर्यादा,ক্ৰমৰ সীমা
"क्लस्टर पॉइंट, लिमिट पॉइंट","ক্লাষ্টাৰ পইণ্ট, সীমা বিন্দু"
सीमांत वेग,প্ৰান্তীয় বেগ
"रेषा, रेषा, लंबवर्तुळ","ৰেখা, ৰেখা, উপবৃত্তাকাৰ"
"रेखीय, रेखीय, रेखीय","ৰৈখিক, ৰৈখিক, ৰৈখিক"
रेखीय बिजवल्ली,ৰৈখিক বিজাবল্লী
रेखीय बीजगणितीय समीकरण,ৰৈখিক বীজগণিতীয় সমীকৰণ
रेखीय अंदाजे,ৰৈখিক আনুমানিককৰণ
रेखीय लक्षण,ৰৈখিক এছিম্পট&#39;ট
रेखीय गुणांक,ৰৈখিক সহগ
शॉक जमा,শ্বক সঞ্চয়
शॉक निर्बंध,শ্বক নিষেধাজ্ঞা
रेखीय अवलंबित्व,ৰৈখিক নিৰ্ভৰশীলতা
रेखीय भिन्न समीकरण,ৰৈখিক অৱভেদ্য সমীকৰণ
"रेखीय परिमाण, रेखीय मापन, रेखीय लांबी-रुंदी","ৰৈখিক মাত্ৰা, ৰৈখিক জোখ, ৰৈখিক দৈৰ্ঘ্য-প্ৰস্থ"
"रेखीय समीकरण, चतुर्भुज समीकरण","ৰৈখিক সমীকৰণ, দ্বিঘাত সমীকৰণ"
रेखीय एकसंधता,ৰৈখিক সমতা
रेखीय अपूर्णांक रूपांतरण,ৰৈখিক ভগ্নাংশ ৰূপান্তৰ
रेखीय कार्य,ৰৈখিক ফলন
रेखीय कार्य,ৰৈখিক ফলন
रेखीय गट,ৰৈখিক গোট
रेखीय स्वातंत्र्य,ৰৈখিক স্বাধীনতা
रेखीय स्वतंत्र संबंध,ৰৈখিক স্বাধীন সম্পৰ্ক
रेखीय असमानता,ৰৈখিক বৈষম্য
रेखीय नॉन-एकसंध विभेदक समीकरण,ৰৈখিক অসমজাতীয় অৱভেদ্য সমীকৰণ
रेखीय अविभाज्य समीकरण,ৰৈখিক অখণ্ড সমীকৰণ
रेखीय प्रक्षेपण,ৰৈখিক আন্তঃপ্ৰক্ষেপণ
रेखीय किमान चौरस प्रतिगमन विश्लेषण,ৰৈখিক নূন্যতম বৰ্গ ৰিগ্ৰেছন বিশ্লেষণ
"एकेरी, रेखीय","এককভাৱে, ৰৈখিকভাৱে"
रेखीय अवलंबून,ৰৈখিকভাৱে নিৰ্ভৰশীল
रेखीय स्वतंत्र,ৰৈখিকভাৱে স্বাধীন
रेखीय मॅपिंग,ৰৈখিক মেপিং
रेखीय क्रम,ৰৈখিক ক্ৰম
रेखीय क्रमिकरण,ৰৈখিক ক্ৰমিককৰণ
रेखीय प्रोग्रामिंग,ৰৈখিক প্ৰগ্ৰেমিং
रेखीय प्रोग्रामिंग अल्गोरिदम,ৰৈখিক প্ৰগ্ৰেমিং এলগৰিদম
रेखीय प्रोग्रामिंग समस्या,ৰৈখিক প্ৰগ্ৰেমিং সমস্যা
रेखीय प्रतिगमन,ৰৈখিক ৰিগ্ৰেছন
रेखीय प्रतिगमन गुणांक,ৰৈখিক ৰিগ্ৰেছন সহগ
"रेखीय संबंध, घातांकीय संबंध","ৰৈখিক সম্পৰ্ক, ঘাতীয় সম্পৰ্ক"
रेखीय लोकसंख्या,ৰৈখিক জনসংখ্যা
रेखीय उपस्थान,ৰৈখিক উপস্থান
रेखीय परिवर्तन,ৰৈখিক ৰূপান্তৰ
रेखीय प्रतिगमन,ৰৈখিক ৰিগ্ৰেছন
रेखीय विभेदक अंदाज,ৰৈখিক অৱভেদ্য অনুমান
रेखीय वेग,ৰৈখিক বেগ
ओळ अविभाज्य,ৰেখাৰ অবিচ্ছেদ্য
छेदनबिंदूची ओळ,ছেদক ৰেখা
प्रतिगमन ओळ,ৰিগ্ৰেছনৰ ৰেখা
अवकाशीय वेक्टर,স্থানীয় ভেক্টৰ
स्थानिक इष्टतम,স্থানীয় অনুকূল
"locus, locus","locus, লোকাছ"
लॉग लॉग लॉग,লগ লগ লগ
"लॉगरिदमिक, लॉगरिदमिक","লগাৰিদমিক, লগাৰিদমিক"
लॉगरिदमिक अचूकता,লগাৰিদমিক সঠিকতা
लॉगरिथम गणना,লগাৰিদম গণনা
"लॉगरिदमिक वक्र, लॉगरिदमिक वक्र","লগাৰিদমিক বক্ৰ, লগাৰিদমিক বক্ৰ"
लॉगरिदमिक व्युत्पन्न,লগাৰিদমিক ডেৰাইভেটিভ
लॉगरिदमिक भिन्नता,লগাৰিদমিক ডিফাৰেন্সিয়েল
"लॉगरिदमिक फंक्शन, लॉगरिदमिक फंक्शन","লগাৰিদমিক ফলন, লগাৰিদমিক ফলন"
"लॉगरिदमिक मीन, भौमितिक मीन","লগাৰিদমিক গড়, জ্যামিতিক গড়"
लॉगरिदमिक सामान्य वितरण,লগাৰিদমিক স্বাভাৱিক বিতৰণ
लॉगरिदमिक संबंध,লগাৰিদমিক সম্পৰ্ক
लॉगरिदमिक स्केल,লগাৰিদমিক স্কেল
"लॉगरिदम मालिका, लॉगरिदमिक मालिका","লগাৰিদম শৃংখলা, লগাৰিদম শৃংখলা"
"लॉगरिदमिक सर्पिल, लॉगरिदमिक सर्पिल","লগাৰিদমিক সৰ্পিল, লগাৰিদমিক সৰ্পিল"
"लॉगरिदम सारणी, लॉगरिदमिक सारणी","লগাৰিদম টেবুল, লগাৰিদমিক টেবুল"
"लॉगरिदम, लॉगरिदम","লগাৰিদম, লগাৰিদম"
तर्कशास्त्र,তর্ক শাস্ত্র
तार्किकदृष्ट्या समतुल्य,যুক্তিগতভাৱে সমতুল্য
"वाढ वक्र, पर्ल-रीड वक्र","বৃদ্ধিৰ বক্ৰ, পাৰ্ল-ৰিড বক্ৰ"
"लॉग सामान्य वितरण, लॉग सामान्य वितरण","log স্বাভাৱিক বিতৰণ, log স্বাভাৱিক বিতৰণ"
"रेखांश, रेखांश","দ্ৰাঘিমাংশ, দ্ৰাঘিমাংশ"
"लूप, लूप, फंदा (न.), पळवाट (व्हेर.), प्रसन्ना","লুপ, লুপ, ফাঁচ (নং.), লুপ (ver.), প্ৰস্পন্দ"
"निवडणूक प्रचार, लॉटरी","নিৰ্বাচনী প্ৰচাৰ, লটাৰী"
अधोरेखित,আণ্ডাৰলাইন কৰক
कमी बंधन,নিম্ন সীমা
कमी Riemann-Integral,লো ৰিমেন-ইন্টিগ্ৰেল
कमी रक्कम,কম ৰাশি
खालील त्रिकोणी मॅट्रिक्स,ত্ৰিকোণীয় মেট্ৰিক্স অনুসৰণ কৰা
mclarin पसरला,mclarin বিয়পি পৰে
"माया क्रमांक, जादूचा क्रमांक, टिकाऊपणा क्रमांक","মায়া নম্বৰ, মেজিক নম্বৰ, টেকসইতা নম্বৰ"
जादूचा चौरस,যাদু বৰ্গক্ষেত্ৰ
तेजस्वी मर्यादा,ৰেডিয়েন্ট সীমা
मेलिंग प्रश्नावली,মেইলিং প্ৰশ্নাৱলী
मेलद्वारे सर्वेक्षण,ডাকযোগে জৰীপ কৰা
ओव्हरहेड मर्यादा,ওভাৰহেড সীমা
लांब चाप,দীঘল চাপ
बद्ध सेट,বাউণ্ড ছেট
बहुमूल्य कार्य,বহুমূলীয়া ফলন
