Gujarati,Tamil
વાટાઘાટો નથી,பேச்சுவார்த்தைக்குட்பட்டது அல்ல
વાટાઘાટો કરી શકાય તેવા સાધન નથી,பேச்சுவார்த்தைக்குட்பட்ட கருவி அல்ல
બીજક,கரு
નિરર્થક,ஏதுமில்லை
રદબાતલ,பூஜ்ய மற்றும் வெற்றிட
નંબર,எண்
ક્રમાંક,எண்
સંખ્યા,எண்
શપથ,சத்தியம்
નિષ્ઠા,உறுதிமொழி
પદના શપથ,அலுவலக சத்தியம்
આજ્edાપાલન,கீழ்ப்படிதல்
નિખાલસ,இரங்கல்
ઉદ્દેશ,பொருள்
વાંધો,ஆட்சேபனை
ઉદ્દેશ,குறிக்கோள்
પદાર્થો અને કારણો,பொருள்கள் மற்றும் காரணங்கள்
ફરજિયાત,கடமை
અશ્લીલ,ஆபாசமான
અશ્રદ્ધાળુ હાવભાવ,ஆபாச சைகை
નિરીક્ષક,பார்வையாளர்
અપ્રચલિત,வழக்கற்றுப் போய்விட்டது
અવરોધ,தடை
સ્પષ્ટ,வெளிப்படையானது
પ્રાસંગિક,அவ்வப்போது
ભોગવટો,ஆக்கிரமிப்பு
કબજેદાર,குடியிருப்பாளர்
વ્યવસાય,தொழில்
વસવાટ કરવો,ஆக்கிரமிக்க
ઓક્ટ્રોની ફરજ,ஆக்ட்ரோய் கடமை
બંધ દિવસે,விடுமுறை நாள்
ફરજિયાત,கடமை
વાંધાજનક,தாக்குதல்
અર્પણ કરવું,சலுகை
નિમણૂકની ઓફર,நியமனம் வழங்குதல்
કચેરી,அலுவலகம்
નફા,லாப அலுவலகம்
અધિકારી,அதிகாரி
સરકારી પદ,அதிகாரப்பூர்வ
સત્તાવાર ફરજ,அதிகாரப்பூர்வ கடமை
સરકારી,அதிகாரப்பூர்வமானது
સત્તાવાર ભાષા,உத்தியோகபூர்வ மொழி
સત્તાવાર રીતે,அதிகாரப்பூர்வமாக
સરકારી અહેવાલ,அதிகாரப்பூர்வ அறிக்கை
સત્તાવાર પરિશ્રમ,அதிகாரப்பூர்வ பதிப்பு
કાર્યકારી,அலுவலர்
રેકોર્ડ બંધ,பதிவிலிருந்து
ઠીક છે (ઓ.કે.),சரி (ஓ.கே.)
લોકપ્રિય,ஒம்புட்ஸ்மேன்
હિસાબ અનુદાન,கணக்கு மானியம்
માંગને લઈને,தேவைக்கேற்ப
ફરજ પર,கடமையில்
એક તરફ,ஒரு பக்க
રેખા પર,நிகழ்நிலை
વિશેષજ્ dutyનિર્દિર,சிறப்பு கடமை
નોકરીની તાલીમ પર,வேலை பயிற்சியில்
જવાબદારી,பொறுப்பு
ચાલુ દિવસ,திறந்த நாள்
ખુલ્લી પદ્ધતિ,திறந்த அமைப்பு
ઉદઘાટન,திறப்பு
પ્રારંભિક સિલક,ஆரம்ப இருப்பு
ખુલવાનો સમય,தொடக்க நேரம்
ખુલ્લું શિક્ષણ,திறந்த கற்றல்
ખુલ્લો પત્ર,திறந்த கடிதம்
ખુલ્લી યુનિવર્સિટી,திறந்த பல்கலைக்கழகம்
કાર્યરત ખર્ચ,இயக்க செலவு
કામકાજક કર્મચારી,இயக்க ஊழியர்கள்
સંચાલન,செயல்பாடு
ક્રિયાશીલ,செயல்படும்
મંતવ્ય,கருத்து
વિરોધ,எதிர்ப்பு
વિકલ્પ,விருப்பம்
મૌખિક,வாய்வழி
હુકમ,ஒழுங்கு
ઓર્ડર ચેક,ஆர்டர் காசோலை
અનામત હુકમ,முன்பதிவு வரிசை
વટહુકમ,கட்டளை
સંગઠન,அமைப்பு
સંગઠન -ચાર્ટ,ஸ்தாபன வரைபடம்
સંગઠક,அமைப்பாளர்
લક્ષી,நோக்குநிலை
મૂળ,அசல்
મૂળ વિભાગ,அசல் துறை
મૂળ વેચાણ ખત,அசல் விற்பனை பத்திரம்
દેખીતી માલિક,வெளிப்படையான உரிமையாளர்
મહામારીનું એકદમથી ફાટી નીકળવું,தீவிர நோய்ப் பரவல்
સરંજામ ભથ્થું,ஆடை கொடுப்பனவு
વિદાય લેતા સભ્ય,வெளிச்செல்லும் உறுப்பினர்
વિદાય કરતી ફાઈલ,வெளிச்செல்லும் கோப்பு
ખર્ચ,செலவு
બહારનો ભાગ,கடையின்
રૂપરેખા,அவுட்லைன்
શણગારવું,அவுட்லுக்
કોર્ટની બહાર,நீதிமன்றத்திற்கு வெளியே
જુનું પુરાણું,கடந்த காலத்திற்கு வெளியே
હુકમ બહાર,ஒழுங்கற்ற
છાપ ની બહાર,அச்சிடப்படாதது
બદનામી,திருப்பத்திற்கு வெளியே
વળાંક ફાળવણી,திருப்பமான ஒதுக்கீட்டிற்கு வெளியே
ચોકી,புறக்காவல்
ઉત્પાદન,வெளியீடு
સીધી ખરીદી,வெளிப்படையான கொள்முதல்
આઉટસોર્સ,அவுட்சோர்ஸ்
ઉત્કૃષ્ટ,நிலுவையில் உள்ளது
વર્ષ કરતાં વધુ,வயதுக்கு மேற்பட்டவர்கள்
સમગ્ર,ஒட்டுமொத்த
સમગ્ર ખોટ,ஒட்டுமொத்த பற்றாக்குறை
વધારે પડતું કમાણી,பில்லிங் மீது
વધારે પડતી વસિયતનામું,அதிக கட்டணம்
મુદતી,தாமதமானது
વધારે પડતો અંદાજ,மிகைப்படுத்திய
વધુ પડતો ખર્ચ,மேல்நிலை கட்டணம்
અતિશય,ஒன்றுடன் ஒன்று
અતિ -અગ્રતા અગ્રતા,முன்னுரிமையை மீறுகிறது
અસ્વીકાર કરવો,ஓவர்-ரூல்
દેખરેખ,மேற்பார்வை
અતિ સમય પગાર,கூடுதல் நேர ஊதியம்
અતિ -મૂલ્યાંકન,அதிக மதிப்பீட்டு
માલિકી,உரிமை
પ packageકિંગ,தொகுப்பு
પેકેજ સોદો,தொகுப்பு ஒப்பந்தம்
પેકિંગ અને ચિહ્નિત,பொதி மற்றும் குறித்தல்
પેકિંગ યાદી,பொதி பட்டியல்
સંધિ,ஒப்பந்தம்
પગાર,பணம்
ભરપાઈ થયેલી મૂડી,மூலதனம் செலுத்தப்பட்டது
પત્રિકા,துண்டுப்பிரசுரம்
પેનલ,பேனல்
કાગળ,காகிதம்
પેરી,பாரா
પેરામાઉન્ટ,பாரமவுண்ட்
પિતૃ,பெற்றோர்
પેરેંટ,பெற்றோர்
પિતૃ કચેરી,பெற்றோர் அலுவலகம்
શ્રેષ્ઠતા,சமமான சிறப்பானது
પાસુ,பரி பாசு
સમાનતા,சமநிலை
લોકસભા,பாராளுமன்றம்
ભાગ,பகுதி
ખંડ ફાઇલ,பகுதி கோப்பு
આંશિક,பகுதி
સહભાગી,பங்கேற்க
ચોક્કસ,குறிப்பாக
વિગત,விவரங்கள்
વિભાજન,பகிர்வு
ભાગીદાર,கூட்டாளர்
ભાગીદારી -ખત,கூட்டாண்மை பத்திரம்
આંશિક ચુકવણી,பகுதி கட்டணம்
ભાગ સમય,பகுதி நேரம்
પક્ષ,கட்சி
સમાન મૂલ્ય,சம மதிப்பு
પસાર,பாஸ்
માર્ગ,பத்தியில்
પાસશ,கடவுச்சொல்
પેટન્ટ,காப்புரிமை
આશ્રયદાતા,புரவலர்
ચૂકવું,செலுத்துங்கள்
બિલ ચુકવો,பணம் செலுத்து
પગાર પ્રમાણપત્ર,ஊதிய சான்றிதழ்
પગાર -દિવસ,காவலன்
ચૂકવનાર,பணம் செலுத்துபவர்
ચુકવણીકાર,பணம் செலுத்துபவர்
ચુકવણી,கட்டணம்
ચૂકતે કરવું,செலுத்துங்கள்
પગાર -હુકમ,ஊதிய ஆர்டர்
પગારપત્રક,கட்டண ரோல்
પગાર -ધોરણ,சம்பள விகிதம்
નાણાકીય,பண
શિક્ષાપાત્ર,தண்டனை
દંડ,தண்டனை குறியீடு
શિક્ષાત્મક વ્યાજ,தண்டனை வட்டி
શિક્ષા કરવી,அபராதம் விதிக்கவும்
દંડ,தண்டம்
બાકી,நிலுவையில் உள்ளது
કલમ ડાઉન હડતાલ,வேலைநிறுத்தம்
પેન્શન,ஓய்வூதியம்
પેન્શનપાત્ર,ஓய்வூதியம்
પેન્શનર,ஓய்வூதியதாரர்
પેન્શન યોજના,ஓய்வூதிய திட்டம்
વાર્ષિક,ஓராண்டுக்கு
વ્યક્તિ મુજબ,ஒரு தாங்கி
માથાદીઠ (= માથા દીઠ),தனிநபர் (= ஒரு தலைக்கு)
ટકા,சதவீதம்
બારમાસી,வற்றாத
અગ્રાધિકાર ખરીદી,முன்னுரிமை கொள்முதல்
કામગીરી,நிகழ்த்துங்கள்
કામગીરી,செயல்திறன்
સમયગાળો,காலம்
સામયિક,குறிப்பிட்ட கால
સમીક્ષા હેઠળનો સમયગાળો,மதிப்பாய்வு செய்யப்பட்ட காலம்
જુબાની,தவறான
ખસી,சலுகைகளை
કાયમી,நிரந்தர
દરને દીઠ,ஒரு மாதத்திற்கு
સ્વીકાર્ય,அனுமதிக்கப்படுகிறது
પરવાનગી,அனுமதி
પરમિટ,அனுமதி
મંજૂરી આપવી,அனுமதிக்கப்பட்டது
શાશ્વત,நிரந்தர
શાશ્વતતા,நிரந்தரம்
પર્કીઝિટ્સ (= પર્ક્સ),தேவைகள் (= சலுகைகள்)
અંગત,தனிப்பட்ட
વ્યક્તિગત સંપત્તિ,தனிப்பட்ட சொத்துக்கள்
અંગત ખત,தனிப்பட்ட பிணைப்பு
વ્યક્તિત્વ,ஆளுமை
છૂપી વ્યક્તિ,ஆளுமை அல்லாத கிராட்டா
કર્મચારી,பணியாளர்கள்
કર્મચારી નીતિ,பணியாளர் கொள்கை
પરિપ્રેક્ષ્ય,முன்னோக்கு
સમજાવટ,தூண்டுதல்
પ્રસંગોચિત,பொருத்தமானது
વાંધો ઉઠાવવો,பரிசோதனை
દાદ,மனு
અરજદાર,மனுதாரர்
તબક્કો,கட்டம்
ફોટોગ્રાફ,புகைப்படம்
ફોટોસ્ટેટ,ஃபோட்டோஸ்டாட்
પ્રત્યક્ષ તપાસ,உடல் சோதனை
ભૌતિક ખામી,உடல் குறைபாடு
ભૌતિક શિક્ષણ,உடற்கல்வி
શારીરિક રીતે વિકલાંગ,உடல் ஊனமுற்றோர்
ભૌતિક ખરાઈ,உடல் சரிபார்ப்பு
ટુકડો,துண்டு துண்டாக
Pieceઘડ દર,துண்டு விகிதம்
યાત્રાળુ,யாத்ரீகர்
પ્રાયોગિક કાર્યક્રમ,பைலட் திட்டம்
પિન,முள்
પ્લેસમેન્ટ સેવા,வேலை வாய்ப்பு சேவை
જન્મ સ્થળ,பிறந்த இடம்
કામનું સ્થાન,வேலை செய்யும் இடம்
વાદી,வாதி
યોજના,திட்டம்
આયોજન,திட்டமிடல்
છોડ,ஆலை
ખેલાડી,ஆட்டக்காரர்
અરજી,மனு
વકીલ,வாதி
વિનોદ,பொது வாக்கெடுப்பு
આશય,உறுதிமொழி
પૂર્ણ સત્ર,முழுமையான அமர்வு
સુસ્પષ્ટ,பிளெனிபோடென்டரி
કથિત વિસ્તાર,அஸ்திவார பகுதி
નીતિ,கொள்கை
રાજકીય પ્રવૃત્તિ,அரசியல் செயல்பாடு
મતદાન,கருத்து கணிப்பு
પ્રદૂષણ,மாசுபாடு
રાજકીય,அரசியல்
આયોજન,குளம்
પારફોલિ,போர்ட்ஃபோலியோ
પદ,நிலை
હકારાત્મક,நேர்மறை
પદ,அஞ்சல்
મુદ્યા પછીનું,பின் தேதியிட்ட
હકીકત પછીની મંજૂરી,பிந்தைய காரணி அனுமதி
અનુગ્રાહી,முதுகலை
મરણોત્તર,மரணத்திற்குப் பிந்தைய
પોસ્ટિંગ,இடுகை
પોસ્ટ મોર્ટમ પરીક્ષા,பிரேத பரிசோதனை
મોકૂફ રાખવું,ஒத்திவைக்கவும்
પોસ્ટસ્ક્રિપ્ટ (પી.એસ.),போஸ்ட்ஸ்கிரிப்ட் (பி.எஸ்.)
શક્તિ,சக்தி
મુખત્યારનામું,அங்கீகாரம் பெற்ற நபர்
વ્યવહારુ,நடைமுறையில்
વ્યવહાર,பயிற்சி
પૂર્વ -સદ,முன் தணிக்கை
સાવચેતી,முன்னெச்சரிக்கை
પૂર્વવર્તી,முன்னோடி
સંકલ્પ,துல்லியமானது
વિશિષ્ટ,துல்லியமான
અટકાવવું,தடை
પૂર્વધારણા,முன்நிபந்தனை
પુરોગામી,முன்னோடி
મુખ્ય,முதன்மையானதாக
પૂર્વનિર્દી,முன்னுரை
પ્રાધાન્ય આપવું,விரும்புங்கள்
પૂર્વગ્રહ,பாரபட்சம்
પ્રારંભિક,பூர்வாங்க
અકાળ,முன்கூட்டியே
હદ,வளாகம்
પ્રીમિયમ,பிரீமியம்
અનુપૃષ્ટ,ப்ரீபெய்ட்
પૂર્વસંધલ કાર્ડ,ப்ரீபெய்ட் கார்டு
પૂર્વ-આયોજિત,முன் திட்டமிடப்பட்ட
Prepતરવું,ப்ரீபோன்
પુનરાવર્તિત બિલ,முன் பெறப்பட்ட மசோதா
પરમાધિકાર,தனிச்சிறப்பு
વર્ણવવું,பரிந்துரைக்கவும்
નિયત,பரிந்துரைக்கப்பட்டது
નિયત સ્વરૂપ,பரிந்துரைக்கப்பட்ட வடிவம்
રજૂઆત,விளக்கக்காட்சி
અધ્યક્ષરણ કરવું,தலைமை
રાષ્ટ્રપતિ,ஜனாதிபதி
પ્રેસ,அச்சகம்
અખબારી પ્રત,நகலை அழுத்தவும்
પત્રકાર ગેલેરી,கேலரியை அழுத்தவும்
માનવામાં આવેલું,கருதப்பட்டது
સંભાવી પગાર,ஊக ஊதியம்
ધારણા હોય તેવું,முன்மொழியப்பட்டது
બહાનું,சாக்குப்போக்கு
પ્રવર્તવું,மேம்படு
અટકાવવું,தடுக்கவும்
નિવારણ,தடுப்பு
નિવારક,தடுப்பு
ભાવ વધઘટ (= ભાવની ગતિવિધિઓ),விலை ஏற்ற இறக்கங்கள் (= விலை இயக்கங்கள்)
કિંમત નિર્ધારણ,விலை
પ્રથમ,ப்ரிமா ஃபேஸி
મુખ્યત્વે,முதன்மையாக
પ્રાથમિક,முதன்மை
મૂળ પાવતી,முதன்மை ரசீது
આચાર્યશ્રી,முதன்மை
મુખ્ય દેવાદાર,முதன்மை கடனாளி
મુદ્રક,அச்சுப்பொறி
મુદ્રણ,அச்சிடுதல்
અગાઉનો સંકેત,முன் அறிகுறி
અગ્રતા -ધોરણ,முன்னுரிமை தரம்
જેલ,சிறையில்
કેદી,கைதி
ગુપ્તતા,தனியுரிமை
ખાનગી અને ગુપ્ત,தனியார் மற்றும் ரகசியமானது
વિશેષાધિકાર,தனியுரிமை
વિશેષાધિકાર સમિતિ,சலுகைக் குழு
ઇનામ,பரிசு
સંભાવના,நிகழ்தகவு
પ્રોબેટ,ஆய்வு
અજમાયશ,தகுதிகாண்
અજમાયશ,தகுதிகாண்
અજમાયશ,தகுதிகாண்
તપાસ,விசாரணை
કાર્યપદ્ધતિવિષયક નિયમો,நடைமுறை விதிகள்
પદ્ધતિ,செயல்முறை
કાર્યપ્રણાલી,நடவடிக்கைகள்
પ્રક્રિયા,செயல்முறை
પ્રક્રિયા,செயலாக்கம்
શોભાયાત્રા,ஊர்வலம்
ઘોષણા કરવી,அறிவிக்கவும்
ઘોષણા,பிரகடனம்
પ્રાપ્તિ,கொள்முதல்
ઉત્પાદન,தயாரிப்பு
ઉત્પાદન,உற்பத்தி
વ્યવસાય,தொழில்
વ્યાવસાયિક સિદ્ધિ,தொழில்முறை சாதனை
નિપુણતા,தேர்ச்சி சான்றிதழ்
રૂપરેખા,சுயவிவரம்
નફો,லாபம்
કાર્યક્રમ,திட்டம்
કાર્યક્રમનું અનુસૂચિ,நிரல் அட்டவணை
કાર્યક્રમ,நிரலாக்க
પ્રગતિ,முன்னேற்றம்
પ્રગતિશીલ,முற்போக்கான
નિષિદ્ધ,தடைசெய்யப்பட்டது
નિષિદ્ધ વિસ્તાર,தடைசெய்யப்பட்ட பகுதி
નિષેધ,தடை
નિષેધાત્મક હુકમ,தடை உத்தரவு
પરિયોજના,திட்டம்
પ્રક્ષેપણ,திட்டம்
મુખ્ય,முக்கியமானது
વચન,வாக்குறுதி
વચન નોંધ,உறுதிமொழி
પ્રચાર કરવો,ஊக்குவிக்க
પ્રચારક,விளம்பரதாரர்
બ promotionતી,பதவி உயர்வு
કોતરવું,Promt
જાહેર કરવું,அறிவிக்கவும்
ઉચ્ચારવું,உச்சரிக்கவும்
ઘોષણા,அறிவிப்பு
સાબિતી,ஆதாரம்
રવાનગીનો પુરાવો,அனுப்பியதற்கான ஆதாரம்
સાબિતી વાચન,ஆதாரம் வாசிப்பு
પ્રચાર કરવો,பிரச்சாரம்
પ્રસાર,பரப்புதல்
યોગ્ય,முறையானது
મિલકત,சொத்து
દરખાસ્ત,முன்மொழிவு
દરખાસ્ત કરવી,முன்மொழிவு
પ્રતિપાદન કરવું,முன்மொழிவு
માલિકીનું,தனியுரிம
Propષધ,தனியுரிமை
ભાગે પડતું,சார்பு-ரேட்டா
ભાગે પડતી ક્વોટા,சார்பு விகித ஒதுக்கீடு
ઉપાય,Prorock
ગુણદોષ,நன்மை தீமைகள்
બંધ કરવું,புரோசக்
ફરિયાદ,வழக்கு
ભાવિ,ப்ரஸ்பெக்டஸ்
કેદ -નિમણૂક,புரோட்டெம்போர் நியமனம்
પ્રોટોકોલ,நெறிமுறை
સાબિત કરવું,நிரூபிக்க
પૂરું,வழங்கப்பட்டது
પ્રોવિડન્ટ ફંડ,வருங்கால வைப்பு நிதி
જોગવાઈ,வழங்கல்
કામચલાઉ,தற்காலிக
કામચલાઉ યાદી,தற்காலிக பட்டியல்
જોમ,விதிமுறை
નિકટતા,அருகாமையில்
પ્રોક્સી,ப்ராக்ஸி
જાહેર,பொது
પ્રકાશન,வெளியீடு
જાહેર કામગીરી,பொது கடமை
જાહેર હિતની દાવા,பொது நலன் வழக்கு
પ્રચાર,விளம்பரம்
પ્રકાશિત કરવું,வெளியிடுங்கள்
નિયમિત,சரியான நேரத்தில்
શિક્ષા,தண்டனை
ખરીદ,வாங்க
સંપૂર્ણ રીતે હંગામી,முற்றிலும் தற்காலிகமானது
હેતુ,நோக்கம்
અનુસરણ કરવું,தொடரவும்
ધંધો,நோக்கத்தில்
કાર્યક્ષેત્ર,முழு
મુકદ્દમો આપવો,போடு
પુટિંગ-કાપલી,புட்-அப் சீட்டு
લાયકાત,தகுதி
લાયક ઉમેદવાર,தகுதிவாய்ந்த வேட்பாளர்
લાયક બનાવવું,தகுதி
લાયકાત પરીક્ષા,தகுதி தேர்வு
પાત્રતા પરીક્ષણ,தகுதி சோதனை
ગુણાત્મક તકનીક,தரமான நுட்பங்கள்
ગુણવત્તા,தரம்
ગુણવત્તા નિયંત્રણ,தர கட்டுப்பாடு
જથ્થો,அளவு
કોરેન્ટાઈન રજા,தனிமைப்படுத்தப்பட்ட விடுப்பு
ત્રિમાસિક,காலாண்டு
મુકાબલો કરવો,ரத்து
ઉપરની બાજુ,அரை
કાયમી,அரை-நிரப்பு
પ્રશંસાપૂર્વક,வினவல்
પ્રશ્ન,கேள்வி
શક્તિશાળી,கணிசமான
પ્રશ્ન -કલાક,கேள்வி நேரம்
પ્રશ્નાવલિ,வினாத்தாள்
છોડી દેવું,விட்டுவிட
કોરમ,கோரம்
હિસ્સો,ஒதுக்கீடு
અવતરણ,மேற்கோள்
ભાવ,மேற்கோள்
જાતિ,இனம்
જાતિના ભેદભાવ,இன பாகுபாடு
દાદર,ரேக்
દરો,சோதனை
રેલવે,ரயில்வே
Raiseભું કરવું,உயர்த்தவும்
અવ્યવસ્થિત,சீரற்ற
રેન્ડમ નમૂના,சீரற்ற மாதிரி
શ્રેણી,சரகம்
ક્રમ,தரவரிசை
દરો,நிலையும் மற்றும் கோப்பு
યથાયોગ્ય,தரவரிசை
ઝડપી ક્રિયા દળ,விரைவான செயல் படை
દુર્લભ,அரிய
ફોલ્લીઓ,சொறி
પરિવર્તનીય મૂલ્ય,விகித மதிப்பு
દર,விகிதம்
દર કરાર,வீத ஒப்பந்தம்
દર -યાદી,வீத பட்டியல்
બહાલી,ஒப்புதல்
દરખાસ્ત,மதிப்பீடு
ગુણોત્તર,விகிதம்
રેશન,ரேஷன்
તર્કસંગત,பகுத்தறிவு
સમજૂતી,பகுத்தறிவு
રેશન ભથ્થું,ரேஷன் கொடுப்பனவு
કાચો માલ,மூலப்பொருள்
કાચી ઉત્પાદન,மூல தயாரிப்பு
પ્રતિક્રિયા,எதிர்வினை
પ્રયોગ,படித்தல்
ફરીથી ગોઠવવું,மீண்டும் சரிசெய்யவும்
તૈયાર યોજના,ஆயத்த திட்டம்
તૈયાર છે,தயார் கணக்காளர்
વાસ્તવિક,உண்மையான
વાસ્તવિક કમાણી,உண்மையான சம்பாதித்தல்
સ્થાવર સંપદા,மனை
વાસ્તવિકતા,உண்மை
સમજણ,உணர்தல்
સાચવો,உணருங்கள்
પુનર્જીવન,மீண்டும் நியமனம்
પુનર્વિચારણા,மறுசீரமைப்பு
કારણ,காரணம்
ફરીથી મૂલ્યાંકન,மறு மதிப்பீடு
છૂટ,தள்ளுபடி
યાદ કરવું,நினைவுகூருங்கள்
પાછા હટવું,பின்வாங்குதல்
આવક,ரசீது
પહોંચ,ரசீது புத்தகம்
આવક અને વિતરણ,ரசீதுகள் மற்றும் தள்ளுபடிகள்
પ્રાપ્ત કરવું,பெறுங்கள்
પ્રાપ્તકર્તા,பெறுநர்
તાજેતરનું,சமீப
સ્વાગત,வரவேற்பு
ગ્રહણશીલ,வரவேற்பு
વારસા,இடைவெளி
લેનાર,பெறுநர்
પારસ્પરિક,பரஸ்பர
પારસ્પરિક માંગ,பரஸ்பர தேவை
પરસ્પર પરસ્પર કરવું,பரஸ்பரம்
પારસ્પરિકતા,பரஸ்பர
બેદરકાર,பொறுப்பற்றது
ગણવું,கணக்கீடு
ગણન -સેવા,கணக்கிடக்கூடிய சேவை
નવપ્રાપ્તિ,மீட்பு
માન્યતા,அங்கீகாரம்
ઓળખી શકાય એવું,அங்கீகரிக்கப்பட்டது
યાદ કરવું,நினைவுபடுத்துதல்
ભલામણ કરવી,பரிந்துரை
ભલામણ,பரிந்துரை
ભલામણ કરનાર પત્ર,பரிந்துரை கடிதம்
સમાધાન કરવું,சமரசம்
સમાધાન,நல்லிணக்கம்
પુનર્વિચારણા,மறுபரிசீலனை
પુનર્રચના,மறுசீரமைப்பு
પુનર્નિર્માણ,புனரமைப்பு
ફાઇલનું પુનર્નિર્માણ,கோப்பின் புனரமைப்பு
રેકર્ડ,பதிவு
રેકરબુક,பதிவு புத்தகம்
નોકરીની વિગતો,சேவையின் பதிவு
આશ્રય,உதவி
પુનરાવર્તન,மீட்க
પુન: પ્રાપ્તિ,மீட்பு
મનોરંજન,பொழுதுபோக்கு
ભરતી,ஆட்சேர்ப்பு
પ્રવેશ -સત્તા,ஆட்சேர்ப்பு அதிகாரம்
ભરતી,ஆட்சேர்ப்பு
ભરતી નિયમો,ஆட்சேர்ப்பு விதிகள்
સુધારો,திருத்தம்
આવર્તક,மீண்டும் மீண்டும்
Redતરવું,மீட்டெடுக்கவும்
છૂટ,மீட்பு
પુનરાવર્તિત,திருப்பி விடப்பட்டது
નિવારણ,தீர்வு
નિવારણ,நிவாரணம்
લાલ ટેજ કરનાર,சிவப்பு-டேபிசம்
ઘટાડો,குறைப்பு
નકામું,தேவைக்கதிகமான
ફરી નોકરીમાં મૂકવું તે,மறு வேலைவாய்ப்பு
ફરી પ્રવેશ,மறு நுழைவு
સંદર્ભ આપવો,குறிப்பு
સંદર્ભ,குறிப்பு
સંદર્ભ,பரிந்துரை
પગારની ફેરબદલ,ஊதியத்தின் மறுசீரமைப்பு
સુધારા,சீர்திருத்தம்
અવલંબન કરવું,இருந்து விலகி
તાજું,புத்துணர்ச்சி
પરત કરેલી રકમ,பணத்தைத் திரும்பப் பெறுதல்
પરતવાપાત્ર,திருப்பிச் செலுத்தக்கூடியது
ઇનકાર,மறுப்பு
નામંજૂર કરવું,மறு
નકારવું,விடுப்பு மறுக்கப்பட்டது
ખંડન,மறுப்பு
સંદર્ભ,தொடர்பாக
પ્રદેશ,பகுதி
પ્રાદેશિક,பிராந்திய
નોંધણી કરવી,பதிவு
રજીસ્ટર,பதிவுசெய்யப்பட்டது
રજિસ્ટર્ડ ઓફિસ,பதிவுசெய்யப்பட்ட அலுவலகம்
નોંધણી અધિકારી,பதிவுசெய்யும் அதிகாரம்
નોંધણી ફી,பதிவு கட்டணம்
નોંધણી પત્રક,பதிவு படிவம்
નોંધણી,பதிவு
દિલગીરી,வருத்தம்
પુનર્વિચારણા,மீண்டும் ஒருங்கிணைத்தல்
નિયમિત,வழக்கமான
નિયમિત કેડર,வழக்கமான கேடர்
નિયમિત,ஒழுங்குமுறை
નિયમિત સેવા,வழக்கமான சேவை
નિયમો,ஒழுங்குமுறைகள்
પુનhabપ્રતિષણ,புனர்வாழ்வு
રિહર્સલ,ஒத்திகை
ભરપાઈ,திருப்பிச் செலுத்துங்கள்
ફરી સ્થાપિત કરવું,மீண்டும் நிலைநிறுத்தவும்
પુનરાવર્તન કરવું,மீண்டும் வலியுறுத்தவும்
અસ્વીકાર કરવો,நிராகரிக்கவும்
અસ્વીકાર,நிராகரிப்பு
પુનર્વિચારણા,மகிழ்ச்சி
સંબંધ,உறவு
સંબંધી,உறவினர்
સંબંધી મૂલ્યાંકન,உறவினர் மதிப்பீடு
છૂટછાટ,தளர்வு
નિયમોની છૂટછાટ,விதிகளின் தளர்வு
મુલતવી,வெளியீடு
પ્રકાશનની તારીખ,வெளிவரும் தேதி
સંબંધિત,தொடர்புடைய
સંબંધિત કાગળો,தொடர்புடைய ஆவணங்கள்
વિશ્વાસપાત્ર,நம்பகமான
રાહત,துயர் நீக்கம்
રાહત અને પુનર્વસન,நிவாரணம் மற்றும் மறுவாழ்வு
રાહત યાદી,நிவாரண பட்டியல்
રાહત,நிவாரண பணிகள்
છૂટ આપવી,நிவாரணம்
અવેજી,நிவாரணி
છોડી દેવું,கைவிடுதல்
હવાલો છોડી દેવું તે,பொறுப்பைக் கைவிடுதல்
ફેરબદલ,இடமாற்றம்
ખામી,தயக்கம்
ટીકા,கருத்து
ટીકા -સ્તંભ,குறிப்புகள் நெடுவரிசை
ઉપાયની કાર્યવાહી,மாற்று நடவடிக்கை
ઉપાયના પગલાં,தீர்வு நடவடிக்கைகள்
ઉપચાર -તબદીલી,தீர்வு பரிமாற்றம்
સ્મૃતિપત્ર,நினைவூட்டல்
છૂટ,நிவாரணம்
માફ,அனுப்புதல்
મનાઈ,ரெபைட்
ભરણ,பணம் அனுப்புதல்
દૂરવુભારી,தொலைநிலை
દૂરસ્થ નિયંત્રણ,தொலையியக்கி
દૂર કરવું તે,அகற்றுதல்
મહેનતાણું,ஊதியம்
રજૂ કરવું,வழங்கவும்
નવીકરણ,புதுப்பித்தல்
માંગ -નવીકરણ,தேவை புதுப்பித்தல்
ત્યાગ કરવો,கைவிடவும்
નવીનીકરણ,புதுப்பித்தல்
ભાડું,வாடகை
ભાડે આપેલી જગ્યા,வாடகை இடம்
ફરીથી ખોલવું,மீண்டும் திறத்தல்
પુનર્રચના,மறுசீரமைப்பு
પુનર્જીવન,மறுசீரமைப்பு
સમારકામપાત્ર,சரிசெய்யக்கூடியது
સ્વદેશ પાછો ફરું છું,தாயகத்திற்கு திருப்பி அனுப்புதல்
સેવાઓ પરત,சேவைகளை திருப்பி அனுப்புதல்
ચુકવણી,திருப்பிச் செலுத்துங்கள்
પરત ચૂકવવાપાત્ર,திருப்பிச் செலுத்துதல்
રદ કરવું,ரத்து செய்யுங்கள்
પુનરાવર્તન હુકમ,மீண்டும் கட்டளை இடு
પુનરાવર્તિત કાર્ય,மீண்டும் மீண்டும் வேலை
બદલવું,மாற்றவும்
