Kannada,Telugu
ರಾಷ್ಟ್ರೀಯ ಉದ್ಯಾನವನ,జాతీయ ఉద్యానవనం
ರಾಷ್ಟ್ರೀಯ ಬೀಜ ನಿಗಮ (ಎನ್‌ಎಸ್‌ಸಿ),నేషనల్ విత్తన సంస్థ
ಸ್ಥಳೀಯ ಪ್ರತಿಜನಕ,స్థానిక యాంటిజెన్
ಸ್ಥಳೀಯ ರಾಕ್,స్థానిక రాక్
ಸ್ಥಳೀಯ ಪ್ರಭೇದಗಳು,స్థానిక జాతులు
ಸ್ವಾಭಾವಿಕ ಸಂಬಂಧ,సహజ అనుబంధం
ಸ್ವಾಭಾವಿಕ ವಯಸ್ಸಾದ,సహజ వృద్ధాప్యం
ಸ್ವಾಭಾವಿಕ ಅಳಿವಿನ,సహజ విలుప్తత
ಸ್ವಾಭಾವಿಕ ಹೆಚ್ಚಳ,సహజ పెరుగుదల
ನೈಸರ್ಗಿಕ ಕೊಲೆಗಾರ ಕೋಶ,సహజ కిల్లర్ సెల్
ನೈಸರ್ಗಿಕ ಪೇಸ್‌ಮೇಕರ್,సహజ పేస్‌మేకర్
ನೈಸರ್ಗಿಕ ಕೀಟ ನಿಯಂತ್ರಣ,సహజ తెగులు నియంత్రణ
ನೈಸರ್ಗಿಕ ವಿಜ್ಞಾನ,సహజ శాస్త్రం
ನೈಸರ್ಗಿಕ ಆಯ್ಕೆ,సహజమైన ఎన్నిక
ನೈಸರ್ಗಿಕ ಜಗತ್ತು,సహజమైన ప్రపంచం
ಸಹಜ ವಲಯ,సహజ జోన్
ಸ್ವಾಭಾವಿಕತಾವಾದಿ,ప్రకృతి శాస్త్రవేత్త
ವಾಕರಿಕೆ,వికారం
ಕುತ್ತಿಗೆ,మెడ
ಕುತ್ತಿಗೆ,మెడ
Necrತಕ,నెక్రోసిస్
ಮಕರಂದ ಹೀರುವ,తేనె పీల్చటం
ಮಕರಂದೆಯ,నెక్టరీఫారస్
ಮಧು,నెక్టరీ
ಮಧು,నెక్టరీ
ಮಧುರ,నెక్టరస్
ನಕಾರಾತ್ಮಕ (ಪ್ರತಿಬಂಧ) ಪರಸ್ಪರ ಕ್ರಿಯೆ,ప్రతికూల (నిరోధం) పరస్పర చర్య
ನಕಾರಾತ್ಮಕ ಫೀಡ್ ಬ್ಯಾಕ್,వ్యతిరేకమైన ఫీడ్ బ్యాక్
ನಕಾರಾತ್ಮಕವಾಗಿ ಶುಲ್ಕ ವಿಧಿಸಲಾಗಿದೆ,ప్రతికూలంగా ఛార్జ్ చేయబడింది
ಸಣ್ಣ,నెమథాలెమింత్స్
ನದಿಮೋಡಿ,నెమటోడ్
ನವಪ್ಲ ತರತೆ,నియోప్లాజమ్
ನವಪ್ಲ ತರತೆ,నియోప్లాజమ్
ನೇತ್ರ,నేపెంటాసి
ನೇಪಟ್ಟು,నేపెంటెస్
ನೇತ್ರೋಡ,నెఫ్రిడియా
ನೆಫ್ರಿಡಿಯಲ್ ಕಾಲುವೆ,నెఫ్రెడియల్ కెనాల్
ನೇತೃತ್ವ,నెఫ్రోడియోపోర్
ನೆಹರು,నెఫ్రాన్
ಕಂಟಿಮಿಲೀಲಿ,నెఫ్రోస్టోమ్
ನೆಪ್ಚೂನ್ಸ್ ಕಪ್,నెప్ట్యూన్ కప్
ನಿರಿಯುವರ,నెరియం
ನರ ಕೋಶ,నాడీ కణాలు
ನರ ಪ್ರಚೋದನೆ,నరాల ప్రేరణ
ನರ ಉಂಗುರ,నరాల ఉంగరం
ನರಮಂಡಲದ,నాడీ వ్యవస్థ
ನಾಚಿಕಲೆ,నెసోడెర్మ్
ನೆಸ್ಸೆರಿಯಾ ಗೊನೊರಿಯಾ,నెస్సేరియా గోనేరియా
ನಿವ್ವಳ,నికర ఛార్జ్
ನಿವ್ವಳ ಪ್ರಾಥಮಿಕ ಉತ್ಪಾದಕತೆ,నికర ప్రాధమిక ఉత్పాదకత
ನಿವ್ವಳ ಉತ್ಪಾದನಾ ದಕ್ಷತೆ,నికర ఉత్పత్తి సామర్థ్యం
ನೆಟ್ವರ್ಕ್ ಪ್ರಭೇದಗಳು,నెట్‌వర్క్ జాతులు
ನರ ತಟ್ಟೆ,న్యూరల్ ప్లేట్
ನರಶಕ್ತಿನ,న్యూరాస్తెనియా
ನರಶಂಡಾ,న్యూరిలెమ్మ
ನರ ಹೈಪೋಫಿಸಿಸ್,న్యూరో హైపోఫిసిస్
ನರವೈಮತ ವ್ಯವಸ್ಥೆಯ,న్యూరోఎండోక్రిన్ వ్యవస్థ
ನರಪತಿ,న్యూరోపీథీలియం
ನರಗಳ ಕೋಶ,న్యూరోగ్లియా సెల్
ನರಹತ್ಯಾಕರ್ಷಣೆ,న్యూరోహైపోఫిసిస్
ನರಸ್ನೂಣಕ ಕಾರ್ಯ,న్యూరోమస్కులర్ ఫంక్షన్
ನರಕೋಶ,న్యూరాన్
ನ್ಯೂರೋಫಿಸಿನ್-ಪ್ರೋಟೀನ್ ಬಂಡಿ,న్యూరోఫిసిన్-ప్రోటీన్ బాండ్
ನರರೋಗ,న్యూరోస్పోరా
ನರಶವಸ್ತ್ರ,న్యూరో సర్జన్
ನರರೋಗದ ಆತಂಕ,న్యూరోటిక్ ఆందోళన
ನರ -ವ್ಯಕ್ತಿ,న్యూరోటిక్ వ్యక్తి
ನರಪ್ರೇಕ್ಷಕ,న్యూరోట్రాన్స్మిటర్
ನರವ್ಯನ,నాడీ
ತಟಸ್ಥಗೊಳಿಸುವಿಕೆ,తటస్థీకరణ
ನ್ಯೂಟ್ರೋಚ್,న్యూట్రోఫిల్
ಹೊಸ ಸಿಸ್ಟಮ್ಯಾಟಿಕ್ಸ್,కొత్త సిస్టమాటిక్స్
ಕುತ್ತಿಗೆಯ,నియాసిన్
ಸ್ಥಾಪಿತ,సముచిత స్పెషలైజేషన్
ಗೂಡು,సముచితం
ನಿಕೊಟಿನಮೈಡ್ ಅಡೆನೈನ್,నికోటినామైడ్ అడెనిన్
ನುಗ್ಗು,నికోటిన్
ನಿಕೊಟಿನಿಕ್ ಆಮ್ಲ,నికోటినిక్ ఆమ్లం
ಮೆಂಬರೇನ್,నిక్టిటేటింగ్ పొర
ನಾರುಬಟ್ಟೆ,నిగెల్లా
ರಾತ್ರಿ ಹೂವು,రాత్రి పువ్వు
ನೈಲ್ ಪರ್ಚ,నైలు పెర్చ్
ನಿಸ್ಲ್ ದೇಹ,నిస్ల్ బాడీ
ನಿಸ್ಲ್ನ ಗ್ರ್ಯಾನ್ಯೂಲ್,నిస్ల్ యొక్క కణిక
ನೈಟ್ರಿಕ್ ಆಕ್ಸೈಡ್,నైట్రిక్ ఆక్సైడ్
ನೈಟ್ರೇಟೀಕರಣ,నైట్రిఫికేషన్
ನೈಟ್ರೈಫೈಯಿಂಗ್ ಬ್ಯಾಕ್ಟೀರಿಯಂ,నైట్రిఫైయింగ్ బాక్టీరియం
ನೈಟ್ರೊಸೆಲ್ಯುಲೋಸ್,నైట్రోసెల్యులోజ్
ನೈಟ್ರೋಬಾಕ್ಟರ,నైట్రోబాక్టర్
ನೈಟ್ರೊಕೋಕಸ್,నైట్రోకాకస్
ಸಾರಜನಕ ಸಂಯೋಜನೆ,నత్రజని సమీకరణ
ಸಾರಜನಕ ಫಿಕ್ಸಿಂಗ್ ಆಕ್ಟಿನೊಮೈಸೆಟ್ಸ್,నత్రజని ఫిక్సింగ్ ఆక్టినోమైసెట్స్
ಸಾರಜನಕ ಕಡಿತ,నత్రజని తగ్గింపు
ಸಾರಜನಕ,నత్రజని
ಸಾರಜನಕ ತ್ಯಾಜ್ಯ,నత్రజని వ్యర్థాలు
ನೈಟ್ರೊಸೊಮೊನಸ್,నైట్రోసోమోనాస్
ಗಂಡುಮಕ್ಕ,నోకార్డియా
ನೊಕ್ಟಿಲುಕಾ,నోక్టిలుకా
ನೋಡ್ ಜೀನ್,నోడ్ జీన్
ತಪಾಸಣೆ,నోడ్
ಗಂಟು,నాడ్యూల్
ಶಬ್ದ ತಡೆಗೋಡೆ,శబ్దం అవరోధం
ಶಬ್ದ ಮಾಲಿನ್ಯ,శబ్ద కాలుష్యం
ನಾಮಕರಣ,నామకరణం
ಅಲೈಲಿಕ್ ಅಲ್ಲದ ಮಟ್ಟ,అల్లర్లు కాని స్థాయి
ಜಲೇತರ ಹಂತ,నాన్-సజల దశ
ಜೈವಿಕ ವಿಘಟನೀಯ,నాన్-బయోడిగ్రేడబుల్
ಸ್ವರಮೇಳದ ಮತ್ತು ಸ್ವರಮೇಳ,నాన్-కార్డేట్ మరియు కార్డేట్
ಸ್ಪರ್ಧಾತ್ಮಕವಲ್ಲದ ಪ್ರತಿಬಂಧ,పోటీ లేని నిరోధం
ಆಕ್ಲಿಕ್ ಅಲ್ಲದ ಫೋಟೊಫಾಸ್ಫೊರಿಲೇಷನ್,నాన్-సైక్లిక్ ఫోటోఫాస్ఫోరైలేషన్
ಸಿಟೋಪ್ಲಾಸ್ಮಿಕ್ ಅಲ್ಲದ ಪ್ರದೇಶ,నాన్-సైటోప్లాస్మిక్ ప్రాంతం
ಭಂಗಗೊಳಿಸದಿರುವುದು,నాన్-డిస్జక్షన్
ತಳಮಳವಿಲ್ಲದ,నాన్‌ఎండోస్పెర్మిక్
ಕಿಣ್ವವಲ್ಲದ ಗ್ಲೈಕೋಸೈಲೇಷನ್ (ಗ್ಲೈಕೇಶನ್),నాన్-ఎంజైమాటిక్ గ్లైకోసైలేషన్
ಉರಿಯಲಾಗದ,ఆగ్ని వ్యాప్తి చేయని
ಹೂಬಿಡದ ಸಸ್ಯ,పుష్పించే మొక్క
ಕಾರ್ಯಕಾರಿಯಲ್ಲದ,నాన్-ఫంక్షనల్
ಹಸಿರುಲ್ಲದ,గ్రీన్ కానిది
ಹಿಸ್ಟೋನ್-ಕ್ರೋಮೋಸೋಮಲ್ ಪ್ರೋಟೀನ್,నాన్-హిస్టోన్ క్రోమోజోమల్ ప్రోటీన్
ಹಿಸ್ಟೋನ್ ಅಲ್ಲದ ಪ್ರೋಟೀನ್,నాన్-హిస్టోన్ ప్రోటీన్
ಇಣುಕು-ಸಸ್ಯರಹಿತ ಸಸ್ಯ,నాన్-లెగమినస్ ప్లాంట్
ಸುಗಮಗೊಳಿಸದ,లిగ్నిఫైడ్
ಸೀಮಿತಗೊಳಿಸದ ಬೆಳಕು,పరిమితం కాని కాంతి
ಜೀವಮಾನವಲ್ಲದ ಸಂಪನ್ಮೂಲಗಳು,జీవించని వనరులు
ಕರಗಿಸದ,Wored హించనిది
ಚಲನೆಯಿಲ್ಲದ ರೂಪ,మోటైల్ కాని రూపం
ಚಲನೆಯಿಲ್ಲದ ಬೀಜಕ,మోటైల్ కాని బీజాంశం
ಮೈಯೆಲಿನಲ್ ಮಾಡದ,నాన్-మైలినేటెడ్
ಸ್ಥಳೀಯರಲ್ಲದ ಪ್ರಭೇದಗಳು,స్థానికేతర జాతులు
ಉದ್ದವಲ್ಲದ,నాన్-ఆక్సిజెనిక్
ಫೋಟೊಸಿಂಥೆಟಿಕ್ ಶಿಲೀಂಧ್ರಗಳು,నాన్-ఫోటోసింథటిక్ శిలీంధ్రాలు
ಬಿಂದು ಮೂಲ,నాన్-పాయింట్ మూలం
ಧ್ರುವೀಯವಲ್ಲದ ಬಾಲ,ధ్రువ రహిత తోక
ಪರಿಮಾಣಾತ್ಮಕವಲ್ಲದ ಅವಲೋಕನ,క్వాంటిటేటివ్ పరిశీలన
ರೆಸಿಪ್ರೊಕಲ್ ಅಲ್ಲದ ಸ್ಥಳಾಂತರ,నాన్-రెసిప్రోకల్ ట్రాన్స్‌లోకేషన్
ಕಡಿಮೆಯಾಗದ ಸಕ್ಕರೆ,తగ్గించని చక్కెర
ಜಾಣಿಸದ ಆರ್ಎನ್ಎ,నాన్-సెన్స్ RNA
ವಿಷಕಾರಿಯಲ್ಲದ,నాన్ టాక్సిక్
ಘಾತೀಯವಲ್ಲದ,విషం లేని
ಅಲ್ಲದ ಸ್ವರಮೇಳದ,నాన్-టైబ్రేట్ కార్డేట్
ಮರದ ಅರಣ್ಯ ಉತ್ಪನ್ನ,కలప కాని అటవీ ఉత్పత్తి
ನೊರೆಡ್ರೆನಾಲಿನ್,నోరాడ్రినలిన్
ನಾರ್ಡ್ರಿನಾಲಿನರ್ಜಿನ್,నోరాడ్రెనలినెర్జిక్
ಮೂಗಿನ ತುಂಡು,ముక్కు ముక్క
ನಾಸ್ಟಾಕ್,నోస్టాక్
ಗಡಿ,నోటోకార్డ్
ಪೋಷಣೆ,పోషణ
ಪೂರ್ವದ,న్యూసెల్లస్
ಪರಮಾಣು ಹೊದಿಕೆ,అణు ధార్మిక కవచం
ಪರಮಾಣು ಕಾಂತೀಯ ಅನುರಣನ,అణు అయస్కాంత ప్రతిధ్వని
ಬೈಜಿಕ ಪೊರೆಯು,అణు పొర
ಪರಮಾಣು ಘಟಕ,అణు కర్మాగారం
ನ್ಯೂಕ್ಲಿಯಿಕ್ ಪಾವತಿಸಿದ,న్యూక్లియిక్ చెల్లించారు
ನ್ಯೂಕ್ಲಿಯಾಯ್ಡ್,న్యూక్లియోయిడ్
ನ್ಯೂಕ್ಲಿಯೋಲಾರ್ ಸಂಘಟಿಸುವವನು,న్యూక్లియోలార్ ఆర్గనైజర్
ನ್ಯೂಕ್ಲಿಯೊಲಸ್,న్యూక్లియోలస్
ನ್ಯೂಕ್ಲಿಯೋಪ್ಲಾಸಂ,న్యూక్లియోప్లాజమ్
ನ್ಯೂಕ್ಲಿಯೊಪಾಲಿಹೆಡ್ರೊವೈರಸ್,న్యూక్లియోపోలైహెడ్రోవైరస్
ನ್ಯೂಕ್ಲಿಯೊಸೈಡ್,న్యూక్లియోసైడ్
ನ್ಯೂಕ್ಲಿಯೋಸೋಮ್,న్యూక్లియోజోమ్
ನ್ಯೂಕ್ಲಿಯೊಟೈಡ್,న్యూక్లియోటైడ్
ನ್ಯೂಕ್ಲಿಯಸ್,న్యూక్లియస్
ಗಂಡುಬೀರಿ,నుడిఫ్లోరా
ರದ್ದುಗೊಳಿಸಲಾಗುವುದು,రద్దు చేయడం
ಬಹಿಷ್ಕಾರದ,నల్లిసోమిక్
ನಿಶ್ಚೇಷ್ಟಿತ (ಆಂಟೀಟರ್),నంబిక
ಕೈಕಾಲುಗಳ ಮರಗಟ್ಟುವಿಕೆ,అవయవాల తిమ్మిరి
ಸಂಖ್ಯಾತ್ಮಕ ದ್ಯುತಿರಂಧ್ರ (ನಾ),ప్రసారం
ಸಂಖ್ಯಾತ್ಮಕ ಜೀವಿವರ್ಗ,సంఖ్యా వర్గీకరణ
ಸ್ಪೆಕ್ಟರು,వివాహ ప్యాడ్
ಅಡಿಕೆ ತಿರುಳಿರುವ,గింజ కండరాలు
ಕಾಯಿ,గింజ
ಪೌಷ್ಟಿಕ,పోషకం
ಪೌಷ್ಟಿಕ ಸೈಕ್ಲಿಂಗ್,పోషక సైక్లింగ్
ಪೌಷ್ಟಿಕ ನಿಶ್ಚಲತೆ,పోషక స్థిరీకరణ
ಪೌಷ್ಠಿಕಾಂಶ ಬಡ,పోషక పేదలు
ಪೌಷ್ಟಿಕಾಂಶ,పోషక ద్రావణం
ಪೋಷಣೆ,పోషణ
ಪೌಷ್ಠಿಕಾಂಶದ ಗುಣಮಟ್ಟ,పోషక నాణ్యత
ಪೌಷ್ಠಿಕಾಂಶದ,పోషకమైనది
ಪೌಷ್ಟಿಕ ಅಂಗಾಂಶ,పోషక కణజాలం
ಪೌಷ್ಠಿಕಾಂಶ ಮೌಲ್ಯ,పోషక విలువ
ನಕ್ಸ್ ವೊಮಿಕ,నక్స్ వోమికా
ನೈಕ್ಟಾಸ್ಟಿ,నైక్టినాస్టీ
ಅಪ್ಸರೆ,వనదేవత
ಅಪ್ಸರೆ,నిమ్ఫేయా
ಓಕ್,ఓక్
ಹಬ್ಬ,ఒబెలియా
ಉದ್ದೇಶಪೂರ್ವಕ,లక్ష్యం
ವಸ್ತುನಿಷ್ಠ ಮಸೂರ,ఆబ్జెక్టివ్ లెన్స్
ಪರಾವಲಂಬಿ,పరాన్నజీవిని తొలగించండి
ಬೆಳಕಿನ ಓರೆಯಾದ ಕಿರಣ,కాంతి యొక్క వాలుగా ఉన్న పుంజం
ಉದ್ದ,దీర్ఘచతురస్రాకార
ವೀಕ್ಷಣೆ,పరిశీలన
ವೀಕ್ಷಣಾಲಯ,అబ్జర్వేటరీ
ಜಟಿಲವಾದ,అబ్స్యూస్
ಸ್ರಾವಾದ ಕಾಂಡೈಲ್,ఆక్సిపిటల్ కండైల్
ಆಕ್ಸಿಟಲ್ ಹಾಲೆ,ఆక్సిపిటల్ లోబ్
ಸಾಗರ ಪ್ರಾಣಿ,సముద్ర జంతువు
ಸಾಗರ ಸಸ್ಯ,ఓషన్ ప్లాంట్
ಸಾಗರ ವ್ಯವಸ್ಥೆ,ఓషియానిక్ సిస్టమ్
ಉಸಿರು,ఓసిమమ్ గర్భగుడి
ಅಷ್ಟಮ,ఆక్టోపస్
ನೇತ್ರದ,ఓక్యులర్
ಲೋಕದ ಮಸೂರ,ఓక్యులర్ లెన్స్
ವಾಸನೆಯಿಲ್ಲದ,వాసన లేనిది
ಓನೊಥೆರಾ ಲಾಮಾರ್ಕಿಯಾನ,ఓనోథెరా లామార్కియానా
ಓಸೊಫೇಜಿಲ್ ಸ್ಪಿಂಕ್ಟರ್,ఓసోఫాగియల్ స్పింక్టర్
ಓಟದ,ఓసోఫాగస్
ಈಸ್ಟ್ರಸ್ ಚಕ್ರ,ఈస్ట్రస్ చక్రం
ಸರಿದೂಗಿಸು,ఆఫ్‌సెట్
ಸಂತತಿ,సంతానం
ಎಣ್ಣೆ ಗ್ರಂಥಿ,చమురు గ్రంథి
ತೈಲ ಮುಳುಗಿಸುವ ಉದ್ದೇಶ,ఆయిల్ ఇమ్మర్షన్ ఆబ్జెక్టివ్
ತೈಲ ಸೋರಿಕೆ,ఆయిల్ స్పిల్
ಒಕಜಾಕಿ ತುಣುಕು,ఒకాజాకి భాగం
ಘ್ರಾಣ ಬಲ್ಬ್,ఘ్రాణ బల్బ్
ಘ್ರಾಣ ಕಾರ್ಟೆಕ್ಸ್,ఘ్రాణ కార్టెక్స్
ಘ್ರಾಣ ಹಾಲೆ,ఘ్రాణ లోబ్
ಘ್ರಾಣ ಗ್ರಾಹಕ,ఘ్రాణ గ్రాహక
ಆಲಿಗೋಸೀನ್ ಗಳು,ఒలిగోసిన్
ಆಲಿಗಾಸಾಕರೈಡ್,ఒలిగోసాకరైడ్
ಆಲಿಗೊಸ್ಕರೈಡ್ ಸರಪಳಿ,ఒలిగోస్కారిడ్ గొలుసు
ಆಲಿಗೋಟ್ರೋಫಿಕ್ ಮಣ್ಣು,ఓటియోట్రోఫిక్ నేల
ತೆಳು,ఒలోకల్స్
ನೊಮಾಟೀಡಿಯಂ,ఓమాటిడియం
ಸರ್ವಭಕ್ಷಕ,సర్వశక్తులు
ಸರ್ವಭಕ್ಷಕ,సర్వశక్తులు
ಬಾಗುವುದು,ఆంకోజీన్
ಲವಂಗು,ఆంకోజెనిసిస్
ಆಂಟ್ರೋಜೆನಿಕ್ ರೂಪಾಂತರ,ఆంకోజెనిక్ పరివర్తన
ಒಂದು ಸಿಸ್ಟ್ರಾನ್ ಒಂದು ಪಾಲಿಪೆಪ್ಟೈಡ್,ఒక సిస్ట్రాన్ వన్ పాలీపెప్టైడ్
ಒಂದು ಜೀನ್ ಒಂದು ಕಿಣ್ವ ಕಲ್ಪನೆ,ఒక జన్యువు వన్ ఎంజైమ్ పరికల్పన
ಒಂದು ಜೀನ್ ಒಂದು ಪಾಲಿಪೆಪ್ಟೈಡ್,ఒక జన్యువు వన్ పాలీపెప్టైడ్
ಪೆರಿಯಾಂತ್‌ನ ಒಂದು ಸುರುಳಿ,పెరియంత్ యొక్క ఒక వోర్ల్
ಗೋಜಲು,ఒంటొజెని
ಒಸೈಟ್,ఓసైట్
ಒಗಾಮಿನ,ఒగాగామస్
ಓಗಮಿ,ఒగాగాడీ
ಒಜನನ,ఓజెనిసిస్
ಆಸ್ಪೋರ್,ఓస్పోర్
ಅಪಾರದರ್ಶಕ,అపారదర్శక
ಒಪರಿನ್ ಹಾಲ್ಡೇನ್ ಕಲ್ಪನೆ,ఒపారిన్ హల్దానే పరికల్పన
ತೆರೆದ ವ್ಯವಸ್ಥೆಯ,ఓపెన్ సిస్టమ్
ಒಳಸಂಚು,ఓపెర్క్యులమ్
ಒಂದು ಬಗೆಯ operಷಧ,ఒపెరాన్
ನಾಗರ,ఓఫియురా
ರಫರಿಕೆ,ఓఫ్రిస్
ನೇತ್ರ ಶಸ್ತ್ರಚಿಕಿತ್ಸೆ,ఆప్తాల్మిక్ సర్జరీ
ಓಪಿಯೇಟ್ ಮಾದಕವಸ್ತು,ఓపియేట్ నార్కోటిక్
ಅವಕಾಶವಾದಿ ಸೋಂಕು,అవకాశవాద సంక్రమణ
ವಿರುದ್ದ,ఎదురుగా
ಕಣ್ಣುಹಾಯ,ఆప్సిన్
ಆಪತ್ತೀಕರಣ,ఆప్సోనైజేషన్
ದೃಷ್ಟಿಮಾಡದ,ఆప్టిక్
ದೃಷ್ಟಿಮಾಡದ,ఆప్టిక్
ದ್ಯಶ್ಯುಗ್ದ ಹಾಲೆ,ఆప్టిక్ లోబ్
ಆಪ್ಟಿಕ್ ನರ,ఆప్టిక్ నరాల
ದೃಗ್ವೈಜ್ಞಾನಿಕವಾಗಿ ಪಾರದರ್ಶಕ ಕುವೆಟ್,ఆప్టికల్‌గా పారదర్శక క్యూట్
ಗರಿಷ್ಠ ತಾಪಮಾನ,వాంఛనీయ ఉష్ణోగ్రత
ಒಪುಂಟಿಯಾ,ఓపుంటియా
ಮೌಖಿಕ ಆಡಳಿತ,ఓరల్ అడ్మినిస్ట్రేషన్
ಮೌಖಿಕ ಪೊರೆಯ,నోటి పొర
ಒರಾಂಗ್ ಉತನ್,ఒరాంగ్ ఉటాన్
ಗದ್ದಲದ,కక్ష్య
ಹಣ್ಣಿಗೆ,పండ్ల తోట
ಸ ೦ ಗಡಿ,ఆర్చిడ్
ಸ ೦ ಗಡಿ,ఆర్కిడేసి
ಆಜ್ಞ,ఆర్డర్
ಆಜ್ಞ,ఆర్డర్
ಒಡ್ಡೊವಿಸಿಯನ್ ಅವಧಿ,ఆర్డోవిషియన్ కాలం
ಅದಿರು,ధాతువు స్మెల్టర్
ಕಾರ್ಟಿಯ ಅಂಗ,కోర్టి యొక్క అవయవం
ಆರ್ಗನ್ ಸಿಸ್ಟಂ,అవయవ వ్యవస్థ
ಅಂಗ ಕಸಿ,అవయవ మార్పిడి
ಜೀವಕೋಶ ಜೀವಿ,ఆర్గానెల్లె
ಸಾವಯವ ಸಂಯುಕ್ತ,సేంద్రీయ సమ్మేళనం
ಸಾವಯವ ವಿಷಯ,సేంద్రీయ పదార్థం
ಸಾವಯವ ವಿಷಯ,సేంద్రీయ పదార్థం
ಸಾವಯವ ವಿಕಸನ,సేంద్రీయ పరిణామం
ಸಾವಯವ ಉಳಿದಿದೆ,సేంద్రీయ మిగిలి ఉంది
ಜೀವಿ ಮಟ್ಟ,ఆర్ధిక స్థాయి
ಅಂಗವಾಸನ,ఆర్గానోజెనిసిస్
ದೃಷ್ಟಿಕೋನ,ఓరియంటేషన్
ಭೂಮಿಯ ಮೂಲ,భూమి యొక్క మూలం
ಪುನರಾವರ್ತನೆಯ ಮೂಲ,ప్రతిరూపణ యొక్క మూలం
ಜಾತಿಗಳ ಮೂಲ,జాతుల మూలం
ಮೂಲ ಜನಸಂಖ್ಯೆ,అసలు జనాభా
ಅಲಂಕಾರಿಕ ಸಸ್ಯ,అలంకార మొక్క
ಅಸಾಧಾರಣವಾಗಿ,ఆర్నిథోఫిలీ
ಮರ್ಯಾದೆಗೆ,ఆర్నిథైన్
ಅಸೂಯೆಕಲ,ఆర్నిథోర్హైంచస్
ಒರಟು,ఒరోబాంచీయా
ಒರೊಹಪ್ಪಸ್,ఒరోహిప్పస్
ಓರೊ-ಫಾರಿಂಕ್ಸ್,ఓరో-ఫారింక్స్
ಸಂಪ್ರದಾಯಪಕ್ಷದ ರಾಜ್ಯ,ఆర్థడాక్స్ స్టేట్
ಸಂತ್ರಸ್ತ,ఆర్థోఫాస్ఫేట్
ಒರಿಜಾ ಸಟಿವಾ,ఓరిజా సాటివా
ಆಸಾಲ್ಲೆ ಪರದಾ ಪರದೆ,ఓసిల్లోస్కోప్ స్క్రీన్
ಆಂದೋಲನ,ఓస్క్యులం
ಆಸ್ಮೋಕಾನ್ಫಾರ್ಮ್,ఓస్మోకాన్‌ఫార్మర్
ಆಸ್ಮೋಲಾರಿತ್ವ,ఓస్మోలారిటీ
ಮೆಡುಲ್ಲಾದ ಆಸ್ಮೋಲರಿಟಿ,మెడుల్లా యొక్క ఓస్మోలారిటీ
ಆಸ್ಮೋಲೈಟ್,ఓస్మోలైట్
ಅಸಾಮಾನ್ಯ,ఓస్మోరెసెప్టర్
ಆಸಾಮಿ,ఓస్మోరేగ్యులేషన్
ಆಸ್ಮೋರ್ಗ್ಯುಲೇಷನ್ - ಆಸ್ಮೋರ್ಗ್ಯುಲೇಟರ್,ఓస్మోర్గ్యులేషన్ - ఓస్మోరెగ్యులేటర్
ಆಸ್ಮೋಟಿಕ್ ಸಾಂದ್ರತೆಯು,ఓస్మోటిక్ గా ration త
ಆಸ್ಮೋಟಿಕ್ ಸ್ಥಿತಿ,ఓస్మోటిక్ పరిస్థితి
ಆಸ್ಮೋಟಿಕ್ ಪರಿಣಾಮ,ఓస్మోటిక్ ప్రభావం
ಆಸ್ಮೋಟಿಕ್ ಹರಿವು,ఓస్మోటిక్ ప్రవాహం
ಆಸ್ಮೋಟಿಕ್ ಚಲನೆ,ఓస్మోటిక్ కదలిక
ಆಸ್ಮೋಟಿಕ್ ಸಾಮರ್ಥ್ಯ,ఓస్మోటిక్ సంభావ్యత
ಆಸ್ಮೋಟಿಕ್ ಆಘಾತ,ఓస్మోటిక్ షాక్
ಆಸ್ಮೋಟಿಕ್ ಸಕ್ರಿಯ,ఓస్మోటికల్ యాక్టివ్
ಆಸ್ಪೆನಿಸ್,ఓస్పెనిస్
ಉಗುಳು,ఒస్సేన్
ಗಡಗಾಟು,ఒస్సికల్
ತನಕ,ఒస్సిఫైడ్
ಆಸ್ಟಿಯೆಚ್ಥೈಸ್,ఆస్టిచతిస్
ಆಸ್ಟೈಟಿಸ್ ಫೈಬ್ರೊಸಾ ಸಿಸ್ಟಿಕಾ,ఆస్టిటిస్ ఫైబ్రోసా సిస్టికా
ಅಸ್ಥಿ ಸಂಧಿವಾತ,ఆస్టియో ఆర్థరైటిస్
ಅಸ್ಥಿತ್ವ,ఆస్టియోసైట్
ಅಸ್ಥಿಭಿದುರತೆ,బోలు ఎముకల వ్యాధి
ಆಸ್ತಿಯಂಥ,ఓస్టియం
ಆಸ್ಟ್ರಿಚ್,ఉష్ట్రపక్షి
ಒತ್ತು,ఓటోకోనియం
ಗದ್ದಲ,ఓటోలిత్ ఆర్గాన్
ತಿಕ್ಕಲು,ఓటోలిథ్
ಚೌಚ್-ಚಚ್ ಕಾಯಿಲೆ,Uch చ్-కోచ్ వ్యాధి
ಸಂತಾನೋತ್ಪತ್ತಿ,వస్త్రధారణ
ಸಂತಾನೋತ್ಪತ್ತಿ ಮಾಡುವ ಸಾಧನ,అవుట్‌బ్రీడింగ్ పరికరం
ಭಾವನೆಯ ಪ್ರಕೋಪ,భావోద్వేగం యొక్క ప్రకోప
ಮೀರುವುದು,అవుట్ క్రాస్
ಮಜಲು,అవుట్లెట్
ಪೌಷ್ಟಿಕಾಂಶದ output ಟ್‌ಪುಟ್,పోషక ఉత్పత్తి
