Assamese,English
ঘাতকৰণ নিয়ম,law of indices
জড়তা নিয়ম,law of inertia
বৃহৎ সংখ্যাৰ নিয়ম,law of large numbers
সম্ভাৱনা নিয়ম,law of probability
"চাইন নিয়ম, চাইন নিয়ম",law of sines
সূচকৰ নিয়ম,laws of exponents
গতিৰ নিয়ম,laws of motion
"স্তৰ, স্তৰ",layer
ফৰৱাৰ্ড সহগ,leading coefficient
সন্মুখৰ তিৰ্যক,leading diagonal
ফৰৱাৰ্ড উপ-মেট্ৰিক্স,leading submatrix
ফ্ৰন্ট পোষ্ট,leading term
"নূন্যতম, নূন্যতম, নূন্যতম",least
কম সাধাৰণ সাধাৰণ (LCM),least common multiple (LCM)
নূন্যতম উপাদানসমূহ,least element
সৰ্বনিম্ন শ্ৰেণী,least square
নূন্যতম ওভাৰহেড সীমা,least upper bound
বাওঁফালে ছেট কৰা হৈছে,left coset
ঘড়ীৰ কাঁটাৰ বিপৰীত দিশত,left handed
ঘড়ীৰ কাঁটাৰ বিপৰীত দিশত স্ক্ৰু,left handed screw
বাওঁফালৰ বিপৰীত,left inverse
বাওঁফালৰ গুণন,left multiplication
লাইবনিজৰ সূত্ৰ,Leibnitz formula
দৈৰ্ঘ্য,length
টুংগাকুদি,leptokurtic
ট্ৰেগাছ বক্ৰ,leptokurtic curve
হাওঁফাওঁৰ মাছ,leptokurtosis
স্তৰৰ বক্ৰ,level curve
আত্মবিশ্বাসৰ স্তৰ,level of confidence
তাৎপৰ্য্যৰ স্তৰ,level of significance
কালক্ৰমিকভাৱে,lexicographically
অভিধানৰ ক্ৰম,lexicographical order
সম্ভাৱনা ফলন,likelihood function
সম্ভাৱনা অনুপাত পৰীক্ষা,likelihood ratio test
"সীমা, প্ৰান্তীয়",limit
"প্ৰান্তীয়, চৰম",limiting
প্ৰান্তীয় মূল্য,limiting value
প্ৰান্তীয় বেগ,limiting velocity
গড়ত পৰিসৰ,limit in mean
সংহতিৰ সীমা,limit of integration
ক্ৰমৰ সীমা,limit of sequence
"ক্লাষ্টাৰ পইণ্ট, সীমা বিন্দু",limit point (=cluster point)
প্ৰান্তীয় বেগ,limit velocity
"ৰেখা, ৰেখা, উপবৃত্তাকাৰ",line
"ৰৈখিক, ৰৈখিক, ৰৈখিক",linear
ৰৈখিক বিজাবল্লী,linear algebraic
ৰৈখিক বীজগণিতীয় সমীকৰণ,linear algebraic equation
ৰৈখিক আনুমানিককৰণ,linear approximation
ৰৈখিক এছিম্পট&#39;ট,linear asymptote
ৰৈখিক সহগ,linear coefficient
শ্বক সঞ্চয়,linear combination
শ্বক নিষেধাজ্ঞা,linear constraints
ৰৈখিক নিৰ্ভৰশীলতা,linear dependence
ৰৈখিক অৱভেদ্য সমীকৰণ,linear differential equation
"ৰৈখিক মাত্ৰা, ৰৈখিক জোখ, ৰৈখিক দৈৰ্ঘ্য-প্ৰস্থ",linear dimension
"ৰৈখিক সমীকৰণ, দ্বিঘাত সমীকৰণ",linear equation
ৰৈখিক সমতা,linear form
ৰৈখিক ভগ্নাংশ ৰূপান্তৰ,linear fractional transformation
ৰৈখিক ফলন,linear function
ৰৈখিক ফলন,linear functional
ৰৈখিক গোট,linear group
ৰৈখিক স্বাধীনতা,linear independence
ৰৈখিক স্বাধীন সম্পৰ্ক,linear independent relation
ৰৈখিক বৈষম্য,linear inequality
ৰৈখিক অসমজাতীয় অৱভেদ্য সমীকৰণ,linear inhomogeneous differential equation
ৰৈখিক অখণ্ড সমীকৰণ,linear integral equation
ৰৈখিক আন্তঃপ্ৰক্ষেপণ,linear interpolation
ৰৈখিক নূন্যতম বৰ্গ ৰিগ্ৰেছন বিশ্লেষণ,linear least square regression analysis
"এককভাৱে, ৰৈখিকভাৱে",linearity
ৰৈখিকভাৱে নিৰ্ভৰশীল,linearly dependent
ৰৈখিকভাৱে স্বাধীন,linearly independent
ৰৈখিক মেপিং,linear mapping
ৰৈখিক ক্ৰম,linear order
ৰৈখিক ক্ৰমিককৰণ,linear ordering
ৰৈখিক প্ৰগ্ৰেমিং,linear programming
ৰৈখিক প্ৰগ্ৰেমিং এলগৰিদম,linear programming algorithm
ৰৈখিক প্ৰগ্ৰেমিং সমস্যা,linear programming problem
ৰৈখিক ৰিগ্ৰেছন,linear regression
ৰৈখিক ৰিগ্ৰেছন সহগ,linear regression coefficient
"ৰৈখিক সম্পৰ্ক, ঘাতীয় সম্পৰ্ক",linear relation
ৰৈখিক জনসংখ্যা,linear space (=vector space)
ৰৈখিক উপস্থান,linear subspace
ৰৈখিক ৰূপান্তৰ,linear transformation
ৰৈখিক ৰিগ্ৰেছন,linear trend
ৰৈখিক অৱভেদ্য অনুমান,linear unbiased estimate
ৰৈখিক বেগ,linear velocity
ৰেখাৰ অবিচ্ছেদ্য,line integral
ছেদক ৰেখা,line of intersection
ৰিগ্ৰেছনৰ ৰেখা,line of regression
স্থানীয় ভেক্টৰ,localised vector
স্থানীয় অনুকূল,local optimum
"locus, লোকাছ",locus
লগ লগ লগ,log
"লগাৰিদমিক, লগাৰিদমিক",logarithmic
লগাৰিদমিক সঠিকতা,logarithmic accuracy
লগাৰিদম গণনা,logarithmic calculation
"লগাৰিদমিক বক্ৰ, লগাৰিদমিক বক্ৰ",logarithmic curve
লগাৰিদমিক ডেৰাইভেটিভ,logarithmic derivative
লগাৰিদমিক ডিফাৰেন্সিয়েল,logarithmic differentiation
"লগাৰিদমিক ফলন, লগাৰিদমিক ফলন",logarithmic function
"লগাৰিদমিক গড়, জ্যামিতিক গড়",logarithmic mean (=geometric mean)
লগাৰিদমিক স্বাভাৱিক বিতৰণ,logarithmic normal distribution
লগাৰিদমিক সম্পৰ্ক,logarithmic relationship
লগাৰিদমিক স্কেল,logarithmic scale
"লগাৰিদম শৃংখলা, লগাৰিদম শৃংখলা",logarithmic series
"লগাৰিদমিক সৰ্পিল, লগাৰিদমিক সৰ্পিল",logarithmic spiral (equiangular spiral)
"লগাৰিদম টেবুল, লগাৰিদমিক টেবুল",logarithmic table (=log table)
"লগাৰিদম, লগাৰিদম",logarithm (log)
তর্ক শাস্ত্র,logic
যুক্তিগতভাৱে সমতুল্য,logically equivalent
"বৃদ্ধিৰ বক্ৰ, পাৰ্ল-ৰিড বক্ৰ",logistic curve
"log স্বাভাৱিক বিতৰণ, log স্বাভাৱিক বিতৰণ",lognormal distribution
"দ্ৰাঘিমাংশ, দ্ৰাঘিমাংশ",longitude
"লুপ, লুপ, ফাঁচ (নং.), লুপ (ver.), প্ৰস্পন্দ",loop
"নিৰ্বাচনী প্ৰচাৰ, লটাৰী",lottery
আণ্ডাৰলাইন কৰক,lower bar
নিম্ন সীমা,lower bound
লো ৰিমেন-ইন্টিগ্ৰেল,lower Riemann integral
কম ৰাশি,lower sum
ত্ৰিকোণীয় মেট্ৰিক্স অনুসৰণ কৰা,lower triangular matrix
mclarin বিয়পি পৰে,Maclaurin's expansion
"মায়া নম্বৰ, মেজিক নম্বৰ, টেকসইতা নম্বৰ",magic number
যাদু বৰ্গক্ষেত্ৰ,magic square
ৰেডিয়েন্ট সীমা,magnitude limit (=limiting magnitude)
মেইলিং প্ৰশ্নাৱলী,mailed questionnaire
ডাকযোগে জৰীপ কৰা,mail survey
ওভাৰহেড সীমা,majorant (upper bound)
দীঘল চাপ,major arc
বাউণ্ড ছেট,majorised set
বহুমূলীয়া ফলন,many valued function
"মানচিত্ৰ, মানচিত্ৰ, মানচিত্ৰ",map
গোটত মেপিং কৰা,map into the set
গোটসমূহৰ মেপিং,mapping of a set
প্ৰান্তীয় সম্ভাৱনা,marginal probability
গাণিতিক বিশ্লেষণ,mathematical analysis
গাণিতিক যুক্তি,mathematical argument
গাণিতিক কেন্দ্ৰ,mathematical centre
গাণিতিক জটিলতা,mathematical complexity
গাণিতিক অৰ্থনীতি,mathematical economics
গাণিতিক প্ৰত্যাশা,mathematical expectation
গাণিতিক ৰূপ,mathematical form
"গাণিতিক বিন্যাস, গাণিতিক বিন্যাস",mathematical formulation
গাণিতিক পৰিচয়সমূহ,mathematical identity
"গাণিতিক যুক্তি, গাণিতিক যুক্তি",mathematical logic
গাণিতিক আৰ্হি,mathematical model
গাণিতিক উদ্দেশ্য,mathematical notion
মেট্ৰিক্স তিৰ্যকীকৰণ,matrix digonalisation
মেট্ৰিক্স বিপৰীত,matrix inverse
মেট্ৰিক্স ওলোটা,matrix inversion
মেট্ৰিক্স পুনৰাবৃত্তিমূলক পদ্ধতি,matrix iterative method
মেট্ৰিক্স পদ্ধতি,matrix method
মেট্ৰিক্স গুণন,matrix multiplication
ধ্ৰুৱকসমূহৰ মেট্ৰিক্স,matrix of constants
প্ৰধান মেট্ৰিক্স,matrix of effectiveness
মেট্ৰিক্স অপাৰেটৰ,matrix operator
মেট্ৰিক্স বহুপদ,matrix polynomial
মেট্ৰিক্স প্ৰিন্টিং,matrix printing
মেট্ৰিক্স উৎপাদন,matrix product
সৰ্বাধিক কৰা হৈছে,maximized
"সৰ্বোচ্চ, সৰ্বোচ্চ, সৰ্বোচ্চ",maximum
সৰ্বোচ্চ নিৰপেক্ষ মান,maximum absolute value
সৰ্বোচ্চ F-অনুপাত,maximum F-ratio
সৰ্বোচ্চ সম্ভাৱনা,maximum likelihood
মহলপিষ্ঠা,maxmin
মহান সিদ্ধান্ত,maxmin criterian
ফাংচনৰ সৰ্বোচ্চ,max of a function
মেক্সৱেল-বল্টছমেন পৰিসংখ্যা,Maxwell-Boltzmann statistics
গড় বিচ্যুতি,mean deviation
বিচ্যুতি বৰ্গ গড়,mean square deviation
বৰ্গ গড় ভুল,mean square error
"গড়, গড় মূল্য",mean value
গড় উপপাদ্য,mean value theorem
বুদবুদযুক্ত জোখ,measure of kurtosis
"মধ্যম, মধ্যম, মধ্যম, মধ্যম",median
মধ্যম কেন্দ্ৰ,median centre
মধ্যম বক্ৰ,mesokurtic curve
মেছ&#39;থেলিঅ&#39;মা,mesokurtosis
বাৰ্তা,message
"কাষ্টম, পদ্ধতি",method
ডিলিচন পদ্ধতি,method of elimination
ওলোটা পদ্ধতি,method of inversion
পুনৰাবৃত্তি পদ্ধতি,method of iteration
নূন্যতম বৰ্গক্ষেত্ৰ,method of least squares
টৰ্ক পদ্ধতি,method of moments
একেধৰণৰ ত্ৰিভুজ পদ্ধতি,method of similar triangles
ঢাল অৱনমিত পদ্ধতি,method of steepest descent
সংকলন পদ্ধতি,method of summation
অনিৰ্দিষ্ট সহগ পদ্ধতি,method of undetermined coefficient
দূৰত্বৰ জনসংখ্যা,metric space
মেট্ৰিক ব্যৱস্থা,metric system
মেট্ৰিক একক,metric unit
মাইক্ৰ’ তত্ত্ব,micro theory
মাজ,middle
মধ্যমীয়া,middle term
কেন্দ্ৰীয় বিন্দু,mid point
মধ্যবিন্দুৰ সূত্ৰ,mid point formula
নূন্যতম বহুপদ,minimal polynomial
ন্যূনতম তত্ত্ব,minimax principle
"নূন্যতম, সৰ্বনিম্ন, সৰ্বনিম্ন",minimum
নিম্ন বিন্দু,minimum point (of curve)
নূন্যতম বহুপদ,minimum polynomial
কাৰ্য্যৰ নূন্যতম,min of a function
চুটি চাপ,minor arc
চুটি চিঠি,minor axis
সীমাবদ্ধ উপগোট,minorised subset
"বিয়োগ, ঋণ",minus
বিয়োগ চিহ্ন,minus sign
মিশ্ৰিত ভগ্নাংশ,mixed fraction
বিকল্প যন্ত্ৰ,mixed strategy
"ধৰণ, ধৰণ, পদ্ধতি, পদ্ধতি, ব্যৱস্থাপ্ৰণালী, ধৰণ",mode
"মডুলাছ, মডুলাছ",modulus
জটিল সংখ্যাৰ মডুলাছ,modulus of a complex number
মুহূৰ্ত,moment
টৰ্ক ফাংচন,moment generating function
বলৰ মুহূৰ্ত,moment of a force
কম্পাঙ্ক-বিতৰণ ক্ষমতা,moment of frequency distribution
জড়তাৰ মুহূৰ্ত,moment of inertia
গতিশীলতা মুহূৰ্ত,moment of momentum
ইম্পলছ,momentum
এটা পোষ্ট,monomial
একক সংহতি,monomorphic
"সমতা, একৰূপতা",monomorphism
এককক্ষী,monotone
একদিশীয় আৰোহী ক্ৰম,monotone increasing sequence
আউটৰাইট,monotonically
একদিশে অৰ্ধচন্দ্ৰ জাল,monotonically increasing net
এককভাৱে বৃদ্ধি কৰা ক্ৰম,monotonically increasing sequence
একচলকীয় ফলন,monotonic function
মন্টে-কাৰ্লো গণনা,Monte Carlo calculation
মণ্টে-কাৰ্লো পদ্ধতি,Monte Carlo method
মোৰা (ক্রীড়া),morra (game)
মৃত্যুৰ পৰিসংখ্যা,mortality statistics
যতদূৰসম্ভৱ,most probable
গতি,motion
চলন্ত গড়,moving average
এম-জনসংখ্যা,M-space
অখণ্ডৰ M-পৰীক্ষা,M-test for integral
একাধিক সিদ্ধান্ত-সমস্যা,multidecision problem
বহুপদ স্বাভাৱিক বিতৰণ,multidimensional normal distribution
বহুপদ যাদৃচ্ছিক চলক,multidimensional random variable
মাল্টিপ্লেক্স পৰিবহণৰ সমস্যা,multi-index transportation problem
বহুপদ,multinomial
বহুপদ বিতৰণ,multinomial distribution
"বহু, বহু, বহু, বহু (v.), বহু, বিবৰ্তন (n.)",multiple
বহু পছন্দৰ সমস্যা,multiple choice problem
কনফেডাৰেট প্ৰদেশসমূহ,multiple connected domain
একাধিক সম্পৰ্ক,multiple correlation
একাধিক কম্পাঙ্ক টেবুল,multiple frequency table
একাধিক অখণ্ড,multiple integral
একাধিক সংহতি,multiple integration
বহুবিধ ৰিগ্ৰেছন,multiple regression
বহুবিধ ৰিগ্ৰেছন বিশ্লেষণ,multiple regression analysis
বহুবিধ ৰিগ্ৰেছন সহগ,multiple regression coefficient
বহুবিধ ৰিগ্ৰেছন সমীকৰণ,multiple regression equation
বহু মূল,multiple root
গুণন,multiplication
(নিৰ্ধাৰণকাৰীৰ) স্তম্ভৰ গুণন,multiplication by columns (of determinant)
(নিৰ্ধাৰণকাৰীৰ) ৰৈখিক গুণন,multiplication by rows (of determinant)
গুণন গুণক,multiplication factor
গুণনীয়ক ফলন,multiplicative function
গুণগত গোট,multiplicative group
বহুগুণী বিপৰীতমুখী,multiplicative inverse
বহুত্ব,multiplicity
বহুত্ব,multiplicity of roots
শূন্যৰ বহুগুণতা,multiplicity of zero
বহুগুণক,multiplier
"গুণ কৰা, গুণ কৰা",multiply
একাধিক বিতৰণ,multivariate distribution
বহুচলকীয় স্বাভাৱিক বিতৰণ,multivariate normal distribution
বহুবিকল্পিত জনসংখ্যা,multivariate population
"পাৰস্পৰিক, পাৰস্পৰিক",mutual
নবলা,nabla
নাপিৰীয়া,Napierian
"নেপিয়াৰ লগাৰিদম, নেপিয়াৰ লগাৰিদম",Napierian logarithm
"প্ৰাকৃতিক লগাৰিদম, প্ৰাকৃতিক লগাৰিদম",natural logarithm
"ধনাত্মক পূৰ্ণসংখ্যা, ধনাত্মক পূৰ্ণসংখ্যা",natural number
নটিকেল মাইল,nautical mile
ন-ভিম,n-dimensional
n-vim ভেক্টৰ-স্পেচ,n-dimensional vector space
প্ৰয়োজনীয় আৰু পৰ্যাপ্ত নিষেধাজ্ঞা,necessary and sufficient condition
প্ৰয়োজনীয় নিষেধাজ্ঞা,necessary condition
নিষেধাজ্ঞা,negation
"ঋণাত্মক, ঋণাত্মক, ঋণাত্মক",negative
ক্ৰেডিট বক্ৰতা,negative curvature
ঋণাত্মক নিৰ্দিষ্ট একাকাৰীতা,negative definite form
ঋণাত্মক স্থিৰ মেট্ৰিক্স,negative definite matrix
ঋণাত্মক অৰ্ধনিৰ্দিষ্ট সমতা,negative semi-definite form
"চুবুৰী, সান্নিধ্য",neighbourhood
"একাধিক নমুনা সংগ্ৰহ, অন্তৰ্ভুক্ত নমুনা সংগ্ৰহ",nested sampling
নেট জন্মৰ হাৰ,net reproduction rate
নিউটানি মেকানিক্স,Newtonian mechanics
নিউটনৰ বিভক্ত পাৰ্থক্য সূত্ৰ,Newton's divided difference formula
নিউটনৰ গতিৰ নিয়ম,Newton's laws of motion
নাম নিযুক্তি,Neyman allocation
নেইমান-পিয়ৰচন-প্ৰিন্সিপল,Neyman Pearson theory
শূন্য বিভৱ মৌল,nilpotent element
শূন্য বিভৱ মেট্ৰিক্স,nilpotent matrix
"ন&#39;ড, ন&#39;ড, পাত, নিব, ফিল্টাৰ",node
আন-আবেলি গ্ৰুপ,non-Abelian group
আপেক্ষিকতাবাদী অভিসৰণ,non-absolute convergence
অতিক্ৰমণীয়,non-algebraic
অক্ষুণ্ণ,non-degenerate
অক্ষুণ্ণ ভিত্তি সামঞ্জস্যপূৰ্ণ সমাধান,non-degenerate basic feasible solution
আঘন,non-dense
ঘন সমষ্টি,non-dense set
বিন্দুৰ অগণন অসীমতা,non-denumerable infinity of points
অগণ্য ছেট,non-denumerable set
অতুলনীয়,non-differentiable
অ-উপগোট,non empty subset
ইউক্লিডিয়ান জ্যামিতি,non-Euclidean geometry
"অসমতাপূৰ্ণ, অসমতাপূৰ্ণ",non-homogeneous
অ-ছেদক,non-intersecting
অৰৈখিক বীজগণিতীয় সমীকৰণ,non-linear algebraic equation
অৰৈখিক অৱভেদ্য সমীকৰণ,non-linear differential equation
অৰৈখিক সমীকৰণ,non-linear equation
অৰৈখিক প্ৰগ্ৰেমিং,non-linear programming
অৰৈখিক ৰিগ্ৰেছন,non-linear regression
অৰৈখিক সম্পৰ্ক,non-linear relationship
অঋণাত্মক পূৰ্ণসংখ্যা নন ঋণাত্মক পূৰ্ণসংখ্যা,non-negative integer
অঋণাত্মক চলক,non-negative variable
নন-পেৰামেট্ৰিক পৰীক্ষা,non-parametric test
অ-সম্ভাৱ্যতাবাদী পদ্ধতি,non-probabilistic approach
বিপৰীত মেট্ৰিক্স,non-singular matrix
অসমতাপূৰ্ণ মেট্ৰিক্স,non-symmetric matrix
গুৰুত্বহীন,non-trivial
অ-শূন্য নিৰ্ণায়ক,non-vanishing determinant
খালী,non-void
অ-উপগোট,non-void subset
অ-শূন্য নিৰ্ণায়ক,non-zero determinant
বা পৰিপূৰক গেট,NOR gate
"স্বাভাৱিক, স্বাভাৱিক, মানক, স্বাভাৱিক, স্বাভাৱিক, স্বাভাৱিক, স্বাভাৱিক",normal
স্বাভাৱিক ত্বৰণ,normal acceleration
স্বাভাৱিক কোণ,normal angle
স্বাভাৱিক বক্ৰ,normal curve
স্বাভাৱিক ঘনত্বৰ কাৰ্য্য,normal density function
স্বাভাৱিক বিতৰণ,normal distribution
স্বাভাৱিক বিতৰণ ফলন,normal distribution function
মেট্ৰিক্সৰ স্বাভাৱিক ৰূপ,normal form for the matrix
স্বাভাৱিক কম্পাঙ্ক,normal frequency
স্বাভাৱিক বক্ৰ,normalized curve
স্বাভাৱিককৃত ভাসমান বিন্দু সংখ্যা,normalized floating point number
নৰ্মেলাইজাৰ,normalizer
স্বাভাৱিক মেট্ৰিক্স,normal matrix
সাধাৰণ সম্ভাৱনা বক্ৰ,normal probability curve
স্বাভাৱিক সম্ভাৱনা বিতৰণ,normal probability distribution
"সাধাৰণ উপগোট, নিৰ্দিষ্ট উপগোট",normal subgroup (=distinguished subgroup)
প্ৰামাণিককৃত ৰৈখিক স্থান,normed linear space
ভেক্টৰ মানদণ্ড,norm of a vector
"GATE নহয়, GATE নহয়",NOT gate
নিশাৰ ঘন সমষ্টি,nowhere dense set
শূন্য অনুমান,null hypothesis
শূন্য মেট্ৰিক্স,null matrix
খালী ছেট,null set
শূন্য ভেক্টৰ,null vector
সংখ্যা,number
সংখ্যা অক্ষ,number axis
সংখ্যা ব্যৱস্থা,number system
"সংখ্যাগত (নং), সংখ্যাগত (V.)",numeral
"সংখ্যা কৰা, সংখ্যা কৰা",numeration
অংশ,numerator
সংখ্যাগত সহগ,numerical coefficient
সংখ্যাগত গণনা,numerical computation
সংখ্যাগত পাৰ্থক্য,numerical differentiation
সংখ্যাগত পদ্ধতি,numerical method
"n-ভেক্টৰ, n-ভেক্টৰ",n-vector
n-ভেক্টৰ স্থান,n-vector space
"বস্তু, শৰীৰ, বস্তু",object
বস্তুনিষ্ঠ কাৰ্য্য,objective function
"তিৰ্যক, তিৰ্যক",oblique
তিৰ্যক asymptote,oblique asymptote
তিৰ্যক অক্ষ,oblique axis
"ক্ৰছ ছেকচন, ক্ৰছ ছেকচন",oblique section
পৰ্যবেক্ষণ,observation
পৰ্যবেক্ষণ কৰা কম্পাঙ্ক,observed frequency
অস্পষ্ট কোণ,obtuse angle
অষ্টভুজ,octagon
অষ্টভুজ,octahedron
অক্টল ব্যৱস্থা,octal system
অক্টেন্ট,octant
অস্বাভাৱিক,odd
অসমতাপূৰ্ণ বক্ৰ,odd curve
অদ্ভুত সংখ্যা,odd number
অদ্ভুত ক্ৰমবিন্যাস,odd permutation
অদ্ভুত বহুপদ,odd polynomial
"ogive, পাইলন",ogive
একাকী সংগঠন,one to one correspondence
এক-এটা কাৰ্য্য,one to one function
একক মানচিত্ৰ,one to one map
একমুখী শ্ৰেণীবিভাজন,one-way classification
ওভাৰলেপ মানচিত্ৰ,onto map
"খোলা, খোলা (v.)",open
মুকলি গোলক,open ball
মুকলি ব্যৱধান,open interval
মুকলি অৰ্ধৰেখা,open ray
খোলা ছেট,open set
অপাৰেটিং,operation
অপাৰেচন বিজ্ঞান,operational research
অপাৰেচন বিজ্ঞান,operations research
"অপাৰেটৰ, অপাৰেটৰ, অপাৰেটৰ",operator
বিপৰীত কোণ,opposite angle
বিপৰীত পৰিঘটনা,opposite event
অনুকূল ভিত্তি সামঞ্জস্যপূৰ্ণ সমাধান,optimal basic feasible solution
অনুকূল অৱস্থা,optimal condition
অনুকূল আউটপুট আকাৰ,optimal lot size
অনুকূল মূল্য,optimal value
"অনুকূল, অনুকূল",optimum
শ্ৰেণী,orbit
"ক্ৰম, ক্ৰম, শক্তি, মূলক, গোট সংখ্যা",order
অৰ্ডাৰ দিয়া জোৰা,ordered pair
"সজাই থোৱা ছেট, সজাই থোৱা ছেট",ordered set
"সজাই পৰাই তোলা, সজাই পৰাই তোলা",ordering
"নিৰ্ণায়কৰ ক্ৰম, নিৰ্ণায়কৰ ক্ৰম",order of a determinant
গ্ৰুপ গ্ৰেড,order of a group
মেট্ৰিক্সৰ ক্ৰম,order of a matrix
মৌলৰ গোট,order of an element in a group
অৱভেদ্য সমীকৰণৰ ক্ৰম,order of differential equation
অপাৰেচন ক্ৰম,order of operation
শূন্য ক্ৰম,order of zero
সাধাৰণ সংখ্যা,ordinal number
সৰল অৱভেদ্য সমীকৰণ,ordinary differential equation
শ্ৰেণী,ordinate
অভিযোজন ক্ষমতা,oreintability
অভিবিন্যাস,orientation
পৃষ্ঠা অভিমুখীতা,orientation of surface
"উৎপত্তি, উৎপত্তি, উৎপত্তি",origin
উৎপত্তিৰ বিন্দু,origin of coordinates
মেৰ পোৱালিৰ কেন্দ্ৰ,orthocentre
"উলম্ব কৌণিক, লম্ব",orthogonal
অৰ্থগনেল অক্ষ,orthogonal axes
লেম্বিক পৰিয়াল,orthogonal family
"লুম্বিক গ্ৰুপ, লুম্বিক গ্ৰুপ",orthogonal group
অৰ্থগনেলিটি অৱস্থা,orthogonality condition
সংগঠন,orthogonalization
অৰ্থগনেল মেট্ৰিক্স,orthogonal matrix
"অৰ্থনৰ্মেল, স্বাভাৱিক অৰ্থনৰ্মেল",orthonormal
সাধাৰণ উলম্ব ভিত্তি,orthonormal basis
দোলন,oscillation
কাৰ্য্যৰ দোলন,oscillation of a function
দোলনীয় কাৰ্য্য,oscillatory function
আসলেশি,osculating
বাহ্যিক উৎপাদন,outer product
"আউটপুট, আউটপুট, আউটপুট, আউটফ্ল&#39;",output
অতি নিৰ্ধাৰিত সত্তা,overdetermined system
যোৰযুক্ত তুলনা,paired comparision
সংযুক্ত বিচ্ছিন্ন,pairwise disjoint
দম্পতী স্বাধীন,pairwise independent
সমান্তৰাল বল,parallel forces
সমান্তৰাল চতুৰ্ভুজ,parallelogram
বল সমান্তৰাল চতুৰ্ভুজ,parallelogram of forces
বেগ সমান্তৰাল,parallelogram of velocities
সমান্তৰাল চতুৰ্ভুজ,parallelopiped
"প্ৰাচল, আন্তঃবিচ্ছেদ অনুপাত, প্ৰাচল",parameter
অমান্য,parameter free (=nonparametric)
বিতৰণ প্ৰাচল,parameter of distribution
প্ৰাচল,parametric
প্ৰাচল স্থানাংক,parametric coordinate
পেৰামেট্ৰিক বক্ৰ,parametric curve
পেৰামেট্ৰিক সমীকৰণ,parametric equation
পেৰামেট্ৰিক ৰৈখিক প্ৰগ্ৰেমিং,parametric linear programming
প্ৰাচল পদ্ধতি,parametric method
পেৰামেট্ৰিক উদ্দেশ্যমূলক ফলন,parametric objective function
প্ৰাচল প্ৰগ্ৰেমিং,parametric programming
প্ৰাচল উপস্থাপন,parametric representation
পেৰামিটাৰাইজেচন,parametrization
"বন্ধনী, বান্ধনি",parenthesis
বন্ধনী,parenthesis notation
অভিভাৱক জনসংখ্যা,parent population
pareto-বক্ৰ,Pareto curve
সমতা পৰীক্ষা,parity check
আংশিক সংকৰকৰণ,partial confounding
আংশিক সম্পৰ্ক,partial correlation
আংশিক ডেৰাইভেটিভ,partial derivative
আংশিক অৱভেদ্য সমীকৰণ,partial differential equation
আংশিক পাৰ্থক্য,partial differentiation
ভগ্নাংশ ভগ্নাংশ,partial fraction
আংশিক সংহতি,partial integration
আংশিকভাৱে সজাই থোৱা হৈছে,partially ordered
আংশিকভাৱে অৰ্ডাৰ কৰা ছেট,partially ordered set
আংশিক ক্ৰম,partial order
আংশিক ৰিগ্ৰেছন সহগ,partial regression coefficient
আংশিক যোগফল,partial sum
কণা,particle
নিৰ্দিষ্ট পৰিস্থিতি,particular case
বিশেষ অখণ্ড,particular integral
বিশেষ নাঙল,particular solution
"বিভাজন, বিতৰণ",partition
মেট্ৰিক্সৰ বিভাজন,partitioning of matrices
বিভাগীয় মূল্য,partition value
পাস্কেল ত্ৰিভুজ,Pascal triangle
"চিত্ৰ, প্ৰতি মূল্য, প্ৰতি প্ৰপত্ৰ, আৰ্হি",pattern
কাউণ্টাৰ ফাংচন,pattern function
কপি সমস্যা,pattern problem
পেলোডৰ বেগ,payload velocity
পেমেন্ট ফাংচন,payoff function
পেমেন্ট মেট্ৰিক্স,payoff matrix
p-বেছ,p-basis
p-আখৰ,p-chart
পিয়ানো-বক্ৰ,Peano curve
পিয়ানো সমষ্টি,Peano space
পদ সমীকৰণ,pedal equation
শতাংশ,percent
শতাংশ,percentage
শতাংশ ভুল,percentage error
শতাংশ কম্পাঙ্ক,percentage frequency
শতাংশ বৃদ্ধি,percentage increase
সঠিকতা শতাংশ,percentage of error
শতাংশ মূল্য হ্ৰাস,percent decrease
শতাংশ,percentile
নিখুঁত ঘনক,perfect cube
আদৰ্শ গেছ,perfect gas
নিখুঁত সংখ্যা,perfect number
নিখুঁত চেট,perfect set
নিখুঁত বৰ্গক্ষেত্ৰ,perfect square
নিখুঁত বৰ্গ অভিব্যক্তি,perfect square expression
পৰিধি,perimeter
"সময়, সময়, সময়কাল, সময়কাল সূচকাংক (ত্ৰিকোণমিতি), সময়কাল, সময়কাল",period
সময়কালীন বক্ৰ,periodic curve
পুনৰাবৃত্তিমূলক বিঘিনি,periodic disturbances
সময়কালীন ফলন,periodic function
পুনৰাবৃত্তিমূলক গতি,periodic motion
ঘূৰ্ণনৰ সময়,period of revolution
ঘূৰ্ণনৰ সময়,period of rotation
কম্পাঙ্ক বক্ৰ,periodogram
"পেৰিফেৰেল, পেৰিফেৰেল, পেৰিফেৰেল",peripheral
"অনুমোদিত, অনুমোদিত",permissible
অশুদ্ধিৰ অনুমোদিত সীমা,permissible limit of error
ক্ৰমবিন্যাস,permutation
ক্ৰমবিন্যাস গোট,permutation group
ক্ৰমবিন্যাস মেট্ৰিক্স,permutation matrix
