Kannada,Assamese
ಗ್ರಿಡ್ ಹಮ್,গ্ৰীড হুম
"ಗ್ರಿಡ್ ಸವೆತ, ಗ್ರಿಡ್ ಕ್ಷಾರ","গ্ৰীড খহনীয়া, গ্ৰীড ক্ষাৰক"
ಗ್ರಿಡ್ ಸವೆತ ತಿದ್ದುಪಡಿ,গ্ৰীড খহনীয়া সংশোধন
ಗ್ರಿಡ್ ಪತ್ರ,গ্ৰীড চিঠি
ಗ್ರಿಡ್ ಸೀಮ್,গ্ৰীড ছিম
ಗ್ರಿಡ್ ನಿಯೋಜನೆ,গ্ৰীড নিযুক্তি
ಗ್ರಿಡ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್,গ্ৰীড মেট্ৰিক্স
ಗ್ರಿಡ್ ಮಾಡ್ಯುಲೇಟೆಡ್ - ಸ್ಕ್ವೇರ್ ಆಂಪ್ಲಿಫೈಯರ್,গ্ৰীড মডুলেটেড - স্কোৱাৰ এম্প্লিফায়াৰ
ಗ್ರಿಡ್ ಮಾಡ್ಯುಲೇಶನ್,গ্ৰীড মডুলেচন
ಗ್ರಿಡ್ ಶಬ್ದ ಪ್ರತಿರೋಧ,গ্ৰীডৰ শব্দ প্ৰতিৰোধ ক্ষমতা
ಗ್ರಿಡ್ ಕುಂಡಲಿನಿ ಮಧ್ಯಂತರ,গ্ৰীড কুণ্ডলিনি ব্যৱধান
ಗ್ರಿಡ್ ಸಂಭಾವ್ಯ ಪರಿವರ್ತಕ,গ্ৰীড পটেনচিয়েল কনভাৰ্টাৰ
ಗ್ರಿಡ್ ಡೆಮೋಮೀಟರ್,গ্ৰীড ডেমোমিটাৰ
ಗ್ರಿಡ್ ರಿಟರ್ನ್,গ্ৰীড ৰিটাৰ্ণ
ಗ್ರಿಡ್ ಸ್ಪೆಕ್ಟ್ರೋಮೀಟರ್,গ্ৰীড বৰ্ণালীমাপক
ಗ್ರಿಡ್ ವಿಸ್ತರಣೆ,গ্ৰীড সম্প্ৰসাৰণ
ಗ್ರಿಡ್ ವ್ಯವಸ್ಥೆ,গ্ৰীড ব্যৱস্থা
ಗ್ರಿಡ್ ಟ್ರಾನ್ಸ್ಫಾರ್ಮರ್,গ্ৰীড ট্ৰেন্সফৰ্মাৰ
ಗ್ರಿಡ್ ವೋಲ್ಟೇಜ್,গ্ৰীড ভল্টেজ
ಗ್ರಿಡ್ ಸುರುಳಿ,গ্ৰীড কইল
ಗ್ರಿಡ್ ಪ್ಲೇಟ್ ವಾಹಕತೆ,গ্ৰীড প্লেটৰ পৰিবাহীতা
ಗ್ರಿಡ್ ಕಾಯಿಲ್ ನಳಿಕೆ,গ্ৰীড কইল নজেল
ಗ್ರಿಡ್ ಮಾಡಲಾಗಿದೆ,gridded কৰা হৈছে
ಗ್ರಿಡಿಸ್ಟರ್,গ্ৰীডিষ্টাৰ
ಗ್ರೀಬ್-ಶೀಬೆ ವಿಧಾನ,গ্ৰেব-শ্বীবে পদ্ধতি
ಗ್ರಿಫಿತ್ ನಿಚೆ,গ্ৰীফিথ নিচ
ಗ್ರಿಫಿತ್ ವಿಧಾನ,গ্ৰীফিথ পদ্ধতি
ಕಾಂತೀಯ ಕ್ಷೇತ್ರ,চুম্বকীয় ক্ষেত্ৰ
"ತಿಂದರು, ತಿಂದರು","খাইছিল, খাইছিল"
ಗುಂಪು ವಿಶ್ರಾಂತಿ,গ্ৰুপ জিৰণি
ಒಟ್ಟು ಕ್ಯಾಲೋರಿಫಿಕ್ ಮೌಲ್ಯ,স্থূল কেলৰিৰ মূল্য
ಒಟ್ಟು ಗುಣಲಕ್ಷಣಗಳು,স্থূল বৈশিষ্ট্য
ಸ್ಥೂಲವಾದ ಪರಸ್ಪರ ಸಂಬಂಧ,স্থূল সম্পৰ্ক
ಒಟ್ಟು ಶಕ್ತಿಯ ಸೇವನೆ,স্থূল শক্তি গ্ৰহণ
ಗಂಭೀರ ದೋಷ,গুৰুতৰ ভুল
ಮ್ಯಾಕ್ರೋ ರಚನೆ,মেক্ৰ&#39; গঠন
ಒಟ್ಟು ಟನ್,স্থূল টন
ನೆಲದ ಆಂಟೆನಾ,মাটিত লগা এন্টেনা
ಏರ್ ಗನ್ ನೆಲದ ನಿಯಂತ್ರಣ,এয়াৰ গান মাটি নিয়ন্ত্ৰণ
ನೆಲ ಆಧಾರಿತ ವಿಮಾನ ಟ್ರ್ಯಾಕಿಂಗ್ ರಾಡಾರ್,স্থলভিত্তিক বিমান ট্ৰেকিং ৰাডাৰ
ನೆಲದ ಮೋಡದ ಮುಳುಗುವಿಕೆ,মাটিত ডাৱৰ বিসৰ্জন
ಭೂದೃಶ್ಯ ನಕ್ಷೆ,লেণ্ডস্কেপ মানচিত্ৰ
ನೆಲದ ನಿಯಂತ್ರಣ,গ্ৰাউণ্ড কন্ট্ৰল
ನೆಲದ ಮಟ್ಟದ ನಿಯಂತ್ರಣ ಬಿಂದು,মাটিৰ স্তৰৰ নিয়ন্ত্ৰণ বিন্দু
ನೆಲಮಟ್ಟದ ನಿಯಂತ್ರಿತ ಆಗಮನ ವ್ಯವಸ್ಥೆ,ভূমি পৰ্যায়ৰ নিয়ন্ত্ৰিত আগমন ব্যৱস্থা
ಭೂಮಿಯ ಹರಿವು,ভূমিৰ প্ৰবাহ
ಭೂಮಿಯ ದೃಷ್ಟಿಕೋನ,পৃথিৱীৰ অভিমুখীতা
ಮುಳುಗುವಿಕೆ,ডুব যোৱা
ನೆಲದ ಅಂತರ,মাটিৰ দূৰত্ব
ಗ್ರೌಂಡ್ ಡಿಸ್ಟ್ರಿಬ್ಯೂಟರ್ ಕುಂಡ್ಲಿ,গ্ৰাউণ্ড ডিষ্ট্ৰিবিউটৰ কুণ্ডলী
ಸ್ಟ್ರೀಮ್ ವಿತರಕ ಚಾಲಕ,ষ্ট্ৰিম বিতৰক চালক
ಭೂಮಿ ಬೀಳುವ ರೇಖಾಚಿತ್ರ,মাটিৰ ঢালৰ ডায়েগ্ৰাম
ಭೂಮಿಯ ದೋಷ,মাটিৰ দোষ
"ಸವೆದ ಗಾಜು, ಸವೆದ ಗಾಜು","খহনীয়া কৰা কাঁচ, ঘৰ্ষিত কাঁচ"
ನೆಲದ ದ್ರವ್ಯರಾಶಿ,মাটিৰ ভৰ
ನೆಲದ ಫೋಟೋಗ್ರಾಮೆಟ್ರಿ,গ্ৰাউণ্ড ফটোগ্ৰামেট্ৰি
ನೆಲದ ಆಂಟೆನಾ,মাটিৰ এন্টেনা
ನೆಲದ ಸ್ಥಾನ ಸೂಚಕ,মাটিৰ অৱস্থান সূচক
ಭೂಮಿಯ ಸಂಭಾವ್ಯ,পৃথিৱীৰ সম্ভাৱনা
ನೆಲ ಮಹಡಿಯಲ್ಲಿ,তলৰ মহলা
ನೆಲದ ಪ್ರತಿಫಲಿತ ಅಲೆ,ভূমি প্ৰতিফলিত তৰংগ
ನೆಲದ ಪ್ರತಿಬಿಂಬ,মাটিৰ প্ৰতিফলন
"ಪ್ರತಿಧ್ವನಿ, ಹಿಂತೆಗೆದುಕೊಳ್ಳುವಿಕೆ, ಜಿಯೋಮಾರ್ಫಿಕ್","প্ৰতিধ্বনি, প্ৰত্যাহাৰ, ভূ-ৰূপী"
ನೆಲದ ರಾಡ್,মাটিৰ ৰড
ನೆಲದ ಪ್ರಸರಣ,গ্ৰাউণ্ড ট্ৰেন্সমিছন
ಸಾಪೇಕ್ಷ ವೇಗ,আপেক্ষিক গতি
ನೆಲದ ಉಡಾವಣೆ,স্থলপথত উৎক্ষেপণ কৰা
ನೆಲದ ಆರಂಭಿಕ ವ್ಯವಸ್ಥೆ,মাটিত আৰম্ভ কৰা ব্যৱস্থা
"ಕಡಿಮೆ ಹಂತ, ಪ್ರಾಚೀನ ಹಂತ","নিম্নতম পৰ্যায়, আদিম পৰ্যায়"
ಭೂಮಿಯ ವ್ಯವಸ್ಥೆ,পৃথিৱী ব্যৱস্থা
"ಕಡಿಮೆ ಅವಧಿ, ಮೂಲ ಶ್ರೇಣಿ","সৰ্বনিম্ন টাৰ্ম, প্ৰ&#39;ট&#39; ৰেংক"
ನೆಲದ ಅಲೆ,মাটিৰ তৰংগ
ತಳಹದಿ,গ্ৰাউণ্ড কৰা
ಗ್ರೌಂಡೆಡ್ ಆನೋಡ್ ಆಂಪ್ಲಿಫಯರ್,মাটিত লগা এনোড এম্প্লিফায়াৰ
ನೆಲದ ಕ್ಯಾಥೋಡ್ ಆಂಪ್ಲಿಫಯರ್,গ্ৰাউণ্ডেড কেথ&#39;ড এম্প্লিফায়াৰ
ತಳಹದಿಯ ಸಂಗ್ರಾಹಕ ಸಂಪರ್ಕ,মাটিত লগা সংগ্ৰাহক সংযোগ
ಭೂಮಿಯ ಹೊರಸೂಸುವ ಸಂಪರ್ಕ,আৰ্থেড এমিটাৰ সংযোগ
ಭೂಗತ ಗ್ರಿಡ್ ಆಂಪ್ಲಿಫಯರ್,মাটিত লগা গ্ৰীড এম্প্লিফায়াৰ
ಭೂಗತ ಗ್ರಿಡ್ ಟ್ರೈಡ್,earthed গ্ৰীড ট্ৰাইঅ&#39;ড
ಮಣ್ಣಿನ ಪ್ಲೇಟ್ ಆಂಪ್ಲಿಫಯರ್,মাটিত লগা প্লেট এম্প্লিফায়াৰ
ಸಂಪರ್ಕವಿಲ್ಲದ ಬೇಸ್ ಸಂಪರ್ಕ,অসংযুক্ত ভিত্তি সংযোগ
ಅರ್ಥಿಂಗ್,মাটিত লগা
ಭೂಕಂಪದ ಫಲಕ,ভূমিকম্পৰ ফলক
"ವರ್ಗ, ಗುಂಪು, ಸಂಘ","শ্ৰেণী, গোট, সংঘ"
ಗುಂಪು ಪ್ರಸರಣ ವಿಧಾನ,গোট প্ৰসাৰণ পদ্ধতি
ಗುಂಪು ಆವರ್ತನ,গোটৰ কম্পাঙ্ক
ಗುಂಪು ಮಾಡ್ಯುಲೇಶನ್,গ্ৰুপ মডুলেচন
ಹೋಲೋನಮಿ ಗುಂಪು,holonomy গ্ৰুপ
ನಕ್ಷತ್ರಗಳ ಗುಂಪು,তৰাৰ গোট
ತರಂಗ ಗುಂಪು,তৰংগ গোট
ಗುಂಪು ಆಪರೇಟರ್,গ্ৰুপ অপাৰেটৰ
ಗುಂಪು ಆಸ್ತಿ,গোটৰ বৈশিষ্ট্য
ಗುಂಪು ಧ್ಯಾನ,গোট ধ্যান
ಗುಂಪು ಪ್ರಸರಣ,গ্ৰুপ ট্ৰেন্সমিছন
ಗುಂಪು ವೇಗ,গোটৰ বেগ
ಗುಂಪು ವೇಗ ವೆಕ್ಟರ್,গোট বেগ ভেক্টৰ
ಗರ್ಭಕಂಠದ ಕೋಶ,ছাৰ্ভাইকেল চেল
ಆರೋಹಣ ಕ್ರೆಸೆಂಟ್ ರಾಂಪಾರ್ಟ್ ಮಾದರಿ,আৰোহী অৰ্ধচন্দ্ৰ প্ৰাচীৰ মডেল
ಸ್ಫಟಿಕ ಬೆಳವಣಿಗೆ,স্ফটিক বৃদ্ধি
"ಬೆಳೆಗಾರ, ಬೆಳೆಗಾರ","গ্ৰ&#39;লাৰ, গ্ৰ&#39;লাৰ"
ವರ್ಧಿತ ಡಿಫ್ಯೂಸ್ಡ್ ಟ್ರಾನ್ಸಿಸ್ಟರ್,উন্নত বিক্ষিপ্ত ট্ৰেঞ্জিষ্টৰ
ಸಂಚಯ ಒಪ್ಪಂದ,এক্ৰুৱেল চুক্তি
ಆಗ್ಮೆಂಟೆಡ್ ಟ್ರೀಟಿ ಫೋಟೋಸೆಲ್,বৰ্ধিত চুক্তি ফটোচেল
ಬೂಸ್ಟ್ ಜಂಕ್ಷನ್ ಟ್ರಾನ್ಸಿಸ್ಟರ್,বুষ্ট জংচন ট্ৰেঞ্জিষ্টৰ
ಬೆಳವಣಿಗೆ,বৃদ্ধি
ಬೆಳವಣಿಗೆಯ ಗುಣಾಂಕ,বৃদ্ধি সহগ
ಬೆಳವಣಿಗೆಯ ರೇಖೆ,বৃদ্ধিৰ বক্ৰ
"ಬೆಳವಣಿಗೆಯ ಅಂಶ, ಬೆಳವಣಿಗೆಯ ಅಂಶ","বৃদ্ধিৰ কাৰক, বৃদ্ধিৰ কাৰক"
"ಬೆಳವಣಿಗೆಯ ಪದರ, ಬೆಳವಣಿಗೆಯ ಪದರ","বৃদ্ধিৰ স্তৰ, বৃদ্ধিৰ স্তৰ"
ಗುಣಾಕಾರ,গুণন
ಬೆಳವಣಿಗೆಯ ಹಂತ,বৃদ্ধিৰ পৰ্যায়
ಕ್ಲೈಂಬಿಂಗ್ ಸುರುಳಿ,বগাই যোৱা সৰ্পিল
ಪ್ರರೋಹನ್ ಯಮಲ್,প্ৰৰোহন য়ামল
ಏರುವ ಏಣಿ,বগাই যোৱা জখলা
ಗ್ರುನೈಜೆನ್ ಸ್ಥಿರ,গ্ৰুনাইগেন ধ্ৰুৱক
ಗ್ರುನೈಜೆನ್ ರಾಜ್ಯ ಸಮೀಕರಣ,গ্ৰুনাইগেন অৱস্থা সমীকৰণ
ಗ್ರುನೈಗೆನ್ ಗಾಮಾ,গ্ৰুনাইগেন গামা
ಗ್ರುನೈಜೆನ್ ಸಂಬಂಧಗಳು,গ্ৰুনাইগেন সম্পৰ্ক
ಗ್ರುಂಗೆನ್ ಮೊದಲ ನಿಯಮ,Grüngen প্ৰথম নিয়ম
ಗ್ರುನೈಗೆನ್ನ ಎರಡನೇ ನಿಯಮ,গ্ৰুনাইগেনৰ দ্বিতীয়টো নিয়ম
ಗುರುತ್ವಾಕರ್ಷಣೆಯ ಸ್ಥಳಾಂತರ,মহাকৰ্ষণীয় বিচ্যুতি
"ಗುರಾಣಿ, ರಕ್ಷಕ","ঢাল, ৰক্ষক"
ರಕ್ಷಕ ಬ್ಯಾಂಡ್,ৰক্ষক বেণ্ড
ಸುರಕ್ಷತಾ ಸರ್ಕ್ಯೂಟ್,সুৰক্ষা বৰ্তনী
ರಕ್ಷಕ ರಿಂಗ್ ಕೆಪಾಸಿಟರ್,প্ৰটেক্টৰ ৰিং কেপাচিটৰ
"ರಕ್ಷಿಸು, ರಕ್ಷಿಸು","ৰক্ষা কৰা, ৰক্ষা কৰা"
ಗುಡ್ಡೆನ್ ಪೋಲ್ ಪರಿಣಾಮ,গুডেন মেৰু প্ৰভাৱ
ಗಜನ್ ಪಿನ್,গজন পিন
ನಿರ್ದೇಶನ,পৰিচালনা কৰা
ನಿರ್ದೇಶನ ಕೌಶಲ್ಯಗಳು,পৰিচালনাৰ দক্ষতা
ಮಾರ್ಗದರ್ಶನ ವ್ಯವಸ್ಥೆ,গাইডেন্স ব্যৱস্থা
ನಿರ್ದೇಶಕ ಬ್ಲೇಡ್,ডাইৰেক্টৰ ব্লেড
ನಿರ್ದೇಶಕ ಸ್ಲಾಟ್,ডাইৰেক্টৰ স্লট
ನಿರ್ದೇಶಕ ನಕಲು,ডাইৰেক্টৰ কপি
ನಿರ್ದೇಶಕ ಕೀ,ডাইৰেক্টৰ কি&#39;
ನಿರ್ದೇಶನ ಸಾಲು,ডাইৰেক্টিং লাইন
ತರಂಗಾಂತರವನ್ನು ನಿರ್ದೇಶಿಸುತ್ತದೆ,তৰংগদৈৰ্ঘ্যৰ নিৰ্দেশনা দিয়া
ಮಾರ್ಗದರ್ಶಿ ಆಯುಧ,গাইডেড অস্ত্ৰ
ಮಾರ್ಗದರ್ಶಿ ಶಸ್ತ್ರಾಸ್ತ್ರ ಪ್ರತಿಕ್ರಮಗಳು,নিৰ্দেশিত অস্ত্ৰৰ প্ৰতিকাৰ
ಮಾರ್ಗದರ್ಶಿ ಪ್ರಸರಣ,গাইডেড ট্ৰেন্সমিছন
ನಿರ್ದೇಶಿಸಿದ ತರಂಗ ವೇಗವರ್ಧಕ,নিৰ্দেশিত তৰংগ ত্বৰক
ನಿರ್ದೇಶಕ ಕೇಂದ್ರ,পৰিচালক কেন্দ্ৰ
ನಿರ್ದೇಶಕ ಕೇಂದ್ರ ವೇಗ,পৰিচালক কেন্দ্ৰৰ বেগ
ನಿರ್ದೇಶಕ ಕಾಲರ್,পৰিচালক কল কৰা
ನಿರ್ದೇಶನ ವಕ್ರರೇಖೆ,নিৰ্দেশক বক্ৰ
ನಿರ್ದೇಶನ ಸಾಲು,ডাইৰেক্টিং লাইন
ಮಾರ್ಗದರ್ಶಿ ದುರ್ಬೀನುಗಳು,গাইডিং বাইনোকুলাৰ
ಗಿಲ್ಲೆಮಿನ್ ಪರಿಣಾಮ,গুইলেমিন প্ৰভাৱ
ಗಿಲ್ಲೆಮಿನ್ ಲೈನ್,গুইলেমিন লাইন
ಗ್ವಿನಿಯರ್ ಅಭಿವ್ಯಕ್ತಿ,gwinier অভিব্যক্তি
ಗುಖ್ಮಾನ್ ಸಂಖ್ಯೆ,গুখমান নম্বৰ
ಪಾತ್ರ ಕೊಲೆಗಾರ,চৰিত্ৰ হত্যাকাৰী
ಗನ್ ರಾಡಾರ್,বন্দুকৰ ৰাডাৰ
ಫಿರಂಗಿ ನಿಯಂತ್ರಕ ರಾಡಾರ್,কামান নিয়ন্ত্ৰক ৰাডাৰ
ಗನ್ ಆಂಪ್ಲಿಫಯರ್,বন্দুক এম্প্লিফায়াৰ
ಗನ್ ಡಯೋಡ್,gunn ডাইঅ&#39;ড
ಗನ್ ಆಂದೋಲಕ,বন্দুক দোলক
ರಕ್ಷಕ ವಿದ್ಯುದ್ವಾರ,প্ৰটেক্টৰ ইলেক্ট্ৰ&#39;ড
ಸಿಬ್ಬಂದಿ ಮೆದುಗೊಳವೆ,গাৰ্ড নলী
ಗುರೆವಿಚ್ ಪರಿಣಾಮ,গুৰেভিচ প্ৰভাৱ
ಪರಿಣಾಮ ಸುರಂಗ,ইমপেক্ট টানেল
ಸ್ಟ್ರಿಂಗ್ ತಂತಿಗಳು,ষ্ট্ৰিং ষ্ট্ৰিং
ತಂತಿ ಎಳೆದ ಆಂಟೆನಾ ಮಾಸ್ಟ್,তাঁৰেৰে টানি অনা এন্টেনা মাষ্ট
ಬೂದು (ಘಟಕ),ধূসৰ (ইউনিট)
ಸಮುದ್ರಯಾನ,ক্ৰুজ
ಕ್ರೂಸ್ ಲೈನ್,ক্ৰুজ লাইন
ಕ್ರೂಸ್ ವೆಕ್ಟರ್,ক্ৰুজ ভেক্টৰ
"ಗೈರೇಟರ್, ಕ್ರೂಸರ್","gyrator, ক্ৰুজাৰ"
ಸುತ್ತುವ ಫಿಲ್ಟರ್,পাৰস্পৰিক ফিল্টাৰ
"ಗೈರೊ, ಗೈರೊಸ್ಕೋಪ್ ಆವರ್ತಕ","জাইৰো, জাইৰস্কোপ ৰোটেটৰ"
ಗೈರೊ ಡೆಕ್ಮನ್,gyro decman
"ಗೈರೋ ಸಿಗ್ನಲ್ ಜನರೇಟರ್, ಗೈರೋ ಸಿಗ್ನಲ್","gyro সংকেত উৎপাদক, gyro সংকেত"
ತಿರುಗುವ ಪಾಯಿಂಟರ್,ঘূৰ্ণনশীল পইণ্টাৰ
ಕ್ರೂಸಿಂಗ್ ಡೈನಾಮಿಕ್ಸ್,ক্ৰুজিং গতিশীলতা
ಗೈರೋಫ್ಲಕ್ಸ್ ಗೇಟ್,gyroflux গেট
ಕ್ರೂಸ್ ಆವರ್ತನ,ক্ৰুজ ফ্ৰিকুৱেন্সি
ಗೈರೋ ಹಾರಿಜಾನ್,gyro দিগন্ত
ತಿರುಗುವ ಕಾಂತೀಯ ಗುಣಾಂಕ,ঘূৰ্ণনশীল চুম্বকীয় সহগ
ವಿದ್ಯುತ್ಕಾಂತೀಯ ಸಂಯೋಜಕ,ইলেক্ট্ৰ&#39;মেগনেটিক কাপলাৰ
ವಿದ್ಯುತ್ಕಾಂತೀಯ ಪರಿಣಾಮ,বিদ্যুৎচুম্বকীয় প্ৰভাৱ
ವಿದ್ಯುತ್ಕಾಂತೀಯ ವಿದ್ಯಮಾನ,বিদ্যুৎচুম্বকীয় পৰিঘটনা
ತಿರುಗುವ ತ್ರಿಜ್ಯ,ঘূৰ্ণন ব্যাসাৰ্ধ
ತಿರುಗುವಿಕೆಯ ಅನುಪಾತ,ঘূৰ্ণন অনুপাত
ತಿರುಗುವ ಮ್ಯಾಗ್ನೆಟಾಲಜಿ,ঘূৰ্ণনশীল চুম্বকবিজ্ঞান
ಕಾಂತೀಯತೆ,চুম্বকত্ব
ಗೈರೋಪೈಲಟ್,জাইৰ&#39;পাইলট
ತಿರುಗುವ ಸ್ಥಿರಕಾರಿ,ঘূৰ্ণনশীল স্থিতিশীলতা
ತಿರುಗುವ ಪಾಯಿಂಟರ್,ঘূৰ্ণনশীল পইণ্টাৰ
ತಿರುಗುವಿಕೆಯ ನಿಯಂತ್ರಣ,ঘূৰ্ণনশীল নিয়ন্ত্ৰণ
ತಿರುಗುವಿಕೆಯ ಪರಿಣಾಮ,ঘূৰ্ণনশীল প্ৰভাৱ
ತಿರುಗುವ ಕ್ಷಣ,ঘূৰ্ণনশীল ক্ষমতা
ತಿರುಗುವಿಕೆಯ ಸ್ಥಿರೀಕರಣ,ঘূৰ্ণনশীল স্থিতিশীলতা
ತಿರುಗುವ ದೃಗ್ವಿಜ್ಞಾನ,ঘূৰ্ণনশীল অপটিক্স
"ಗೈರೊಸ್ಕೋಪಿ ಮುಂಚಾಚಿರುವಿಕೆ, ತಿರುಗುವಿಕೆಯ ಮುಂಚಾಚಿರುವಿಕೆ","জাইৰস্কপি প্ৰট্ৰুচন, ঘূৰ্ণনশীল প্ৰট্ৰুচন"
ಪ್ಲಾಂಕ್ ಸ್ಥಿರ,planck ধ্ৰুৱক
"ಹೆನ್ರಿ, ಹೈಡ್ರೋಜನ್","হেনৰী, হাইড্ৰজেন"
HD ಕರ್ವ್,এইচডি কাৰ্ভ
ಷಡ್ಭುಜೀಯ ಕಾಂಪ್ಯಾಕ್ಟ್ ರಚನೆ,ষড়ভুজ কম্পেক্ট গঠন
"ಹೆಡ್, ಹೈ ಎನರ್ಜಿ ಎಲೆಕ್ಟ್ರಾನ್ ಡಿಫ್ರಾಕ್ಷನ್","HEAD, উচ্চ শক্তি ইলেক্ট্ৰন বিবৰ্তন"
ಎಚ್ ಮೋಡ್,H মোড
ಸಮತಲ ತೀವ್ರತೆಯ ವೇರಿಯೊಮೀಟರ್,অনুভূমিক তীব্ৰতা ভেৰিঅ’মিটাৰ
ಮ್ಯಾಗ್ನೆಟ್ ಫೀಲ್ಡ್ ವೆಕ್ಟರ್,চুম্বক ক্ষেত্ৰ ভেক্টৰ
ಅಡ್ಡ ವಿದ್ಯುತ್ ತರಂಗ,অনুপ্ৰস্থ বৈদ্যুতিক তৰংগ
ಎಚ್-ಆಂಟೆನಾ,এইচ-এন্টেনা
ಎಚ್-ಬಾಂಬ್,এইচ-বোমা
ಎಚ್-ಪ್ರದರ್ಶನ,এইচ-এক্সহিবিট
h ಸಾಲು,h লাইন
h-ವೃತ್ತ,h-বৃত্ত
ಎಚ್ ವಿಮಾನ,H সমতল
ಎಚ್ ಮಹಡಿ ಟಿ ಜಂಕ್ಷನ್,H মজিয়াৰ T সংযোগস্থল
ಎಚ್-ರಾಡಾರ್ ವ್ಯವಸ್ಥೆ,এইচ-ৰাডাৰ ব্যৱস্থা
"H-ಡಿಸ್ಪ್ಲೇ, H-ವೀಕ್ಷಕ","H-প্ৰদৰ্শন, H-দৰ্শক"
ಎಚ್-ಮಾಸ್,এইচ-মাছ
h-ಪ್ರಮೇಯ,h-উপাপাদ্য
"ಹೆ, ಆರ್ದ್ರ ಬೇಸಾಯ","হা, ভিজা-খেতি কৰা"
ವಿಶಿಷ್ಟ ಮಹಡಿ,বৈশিষ্ট্যপূৰ্ণ মজিয়া
ಹ್ಯಾಡ್ರೊನಿಕ್ ಪರಮಾಣು,হেড্ৰনিক পৰমাণু
ಹಾಫ್ನಿಯಮ್,হাফনিয়াম
ಹ್ಯಾಗನ್-ಪಜೋಯ್ ನಿಯಮ,হাগেন-পাজোই নিয়ম
ಹ್ಯಾಗನ್-ರೂಬೆನ್ಸ್ ಸಂಬಂಧ,হেগেন-ৰুবেন্সৰ সম্পৰ্ক
ಹ್ಯಾನ್ ತಂತ್ರ,হান কৌশল
ಹೈಡಿಂಗರ್ ಫ್ರಿಂಜ್,হাইডিংগাৰ ফ্ৰিঞ্জ
ಹೀಡಿಂಗರ್ ಬುರುಷ್,হেডিংগাৰ বুৰুছ
ಕೂದಲು ಹೈಗ್ರೋಮೀಟರ್,চুলিৰ হাইগ্ৰ&#39;মিটাৰ
ಕೂದಲು ಸಾಲು,চুলিৰ ৰেখা
"ಬಾಲ್ಕನಿ ವಿಭಜಕ, ಹೇರ್ ಸ್ಪ್ರಿಂಗ್ ವಿಭಜಕ","বেলকনি বিভাজক, চুলিৰ বসন্ত বিভাজক"
"ವೀಕ್ಷಣೆ, ಗ್ರಹಿಕೆ","পৰ্যবেক্ষণ, উপলব্ধি"
"ಅರ್ಧ ಅಗಲ, ಅರ್ಧ ಅಗಲ","আধা প্ৰস্থ, আধা প্ৰস্থ"
ಅರ್ಧ ಸೇತುವೆ,আধা দলং
ಅರ್ಧ ಕೋಶ,আধা কোষ
ಅರ್ಧ ಕೋಶದ ಎಲೆಕ್ಟ್ರೋಕೆಮಿಕಲ್ ಸಂಭಾವ್ಯತೆ,অৰ্ধকোষীয় বিদ্যুৎ ৰাসায়নিক বিভৱ
ಅರ್ಧ ಕೋಶ ಪ್ರತಿಕ್ರಿಯೆ,আধা কোষৰ বিক্ৰিয়া
ಅರ್ಧ ವೃತ್ತದ ಪ್ರಸರಣ,হাফ চাৰ্কল ট্ৰেন্সমিছন
ಅರ್ಧಗೋಳದ ಕೋನ,গোলাৰ্ধীয় কোণ
ಅರ್ಧ ಪರಿಪೂರ್ಣತೆ,আধা নিখুঁততা
ಅರ್ಧ ತೀವ್ರತೆಯ ಅಗಲ,আধা তীব্ৰতা প্ৰস্থ
"ಅರ್ಧ ಜೋಗುಳ, ಅರ್ಧ ಕೊಳಲು","আধা জগ, আধা বাঁহী"
ಅರ್ಧ ವಯಸ್ಸು,আধা বয়স
ಅರ್ಧ ಸಾಲು,আধা ৰেখা
ಅರ್ಧಚಂದ್ರ,অৰ্ধচন্দ্ৰ
ಅರ್ಧ ಚಕ್ರದ ಸಮಯ,আধা চক্ৰৰ সময়
ಅರ್ಧ ಚಕ್ರ,আধা চক্ৰ
ಅರ್ಧ ಅವಧಿಯ ಬದಲಾವಣೆ,হাফ পিৰিয়ড পৰিৱৰ্তন
ಅರ್ಧ ವೃತ್ತದ ವಲಯ,হাফ চাৰ্কল জ&#39;ন
ಅರ್ಧ ಸಾಮರ್ಥ್ಯ,আধা বিভৱ
ಅರ್ಧ ಪವರ್ ಬ್ಯಾಂಡ್ ವಿಸ್ತರಣೆ,হাফ পাৱাৰ বেণ্ড এক্সটেনচন
ಅರ್ಧ ವಿದ್ಯುತ್ ಆವರ್ತನ,আধা শক্তি কম্পাঙ্ক
ಅರ್ಧ ಪವರ್ ಪಾಯಿಂಟ್,হাফ পাৱাৰ পইণ্ট
ಅರ್ಧ ರೋಂಬಸ್ ಆಂಟೆನಾ,হাফ ৰম্বছ এন্টেনা
ಅರ್ಧ ಸೆಲೆಕ್ಟರ್,হাফ নিৰ্বাচক
ಅರೆ ಕವರ್ ಪ್ಲೇಟ್,ছেমি কভাৰ প্লেট
ಅರೆ ಶಿಫ್ಟ್ ರಿಜಿಸ್ಟರ್,ছেমি শ্বিফ্ট ৰেজিষ্টাৰ
ಅರೆ ಬೆಳ್ಳಿ,অৰ্ধ ৰূপালী
ಅರೆ ಬೆಳ್ಳಿಯ ಪುಟ,অৰ্ধ ৰূপালী পৃষ্ঠা
ಅರ್ಧ ಬೆಳ್ಳಿ,আধা ৰূপালী
