Telugu,English
లైన్‌లో కొట్టండి,Hit on the line
హిట్ నిష్పత్తి,Hit ratio
సౌకర్యాన్ని పట్టుకోండి,Hold facility
పుంజం పట్టుకోవడం,Holding beam
సమయం పట్టుకోవడం,Holding time
సూచనలను పట్టుకోండి,Hold instruction
నమూనాను పట్టుకోండి,Hold pattern
హోలెరిత్ కార్డ్,Hollerith card
హోలెరిత్ కోడ్,Hollerith code
హోలోగ్రామ్,Hologram
హోలోగ్రాఫిక్ ఆధారిత  వ్యవస్థ,Holographic based  System
ఇంటి చిరునామ,Home address
హోమ్ కీ,Home key
హోమ్ లూప్,Home loop
హోమ్ నంబరింగ్  ప్రణాళిక ప్రాంతం,Home numbering  Plan area
హోమియోటిస్,Homeostatis
ఇంటి స్థానం,Home position
హోమ్ రికార్డ్,Home record
సజాతీయ  నెట్‌వర్క్,Homogeneous  Network
హాప్పర్,Hopper
క్షితిజ సమాంతర ఫీడ్,Horizontal feed
క్షితిజ సమాంతర రాస్టర్  కౌంట్,Horizontal raster  Count
క్షితిజ సమాంతర వ్యవస్థ,Horizontal system
క్షితిజ సమాంతర పట్టిక,Horizontal table
క్షితిజ సమాంతర  పట్టిక  పాత్ర,Horizontal  Tabulation  Character
క్షితిజ సమాంతర  ర్యాపారౌండ్,Horizontal  Wraparound
హోస్ట్,Host
హోస్ట్ అప్లికేషన్  ప్రోగ్రామ్,Host application  Program
హోస్ట్ కంప్యూటర్,Host computer
హోస్ట్ ఇంటర్ఫేస్,Host interface
హోస్ట్ నోడ్,Host node
హోస్ట్ స్విచ్,Host switch
హోస్ట్ సిస్టమ్,Host system
వేడి చట్రం,Hot chassis
హాట్ స్టాండింగ్,Hot standing
హాట్ జోన్,Hot zone
హౌస్ కీపింగ్,House keeping
హౌస్ కీపింగ్  ఆపరేషన్,House keeping  Operation
హబ్,Hub
హబ్ లేఅవుట్,Hub layout
మానవ సహాయంతో  యంత్రం  అనువాదం,Human aided  Machine  Translation
మానవ ఆధారిత  భాష,Human oriented  Language
వేటాడు,Hunting
హైబ్రిడ్ కాయిల్,Hybrid coil
హైబ్రిడ్ కంప్యూటర్,Hybrid computer
హైబ్రిడ్ ఇంటిగ్రేటెడ్  సర్క్యూట్,Hybrid integrated  Circuit
హైబ్రిడ్ ఇంటర్ఫేస్,Hybrid interface
హైబ్రిడ్  ప్రోగ్రామింగ్,Hybrid  Programming
హైబ్రిడ్ సెట్,Hybrid set
హైబ్రిడ్ వ్యవస్థ,Hybrid system
హైఫెన్ డ్రాప్,Hyphen drop
గుర్తింపు  విభజన,Identification  Division
ఐడెంటిఫైయర్,Identifier
ఐడెంటిఫైయర్ పదం,Identifier word
గుర్తింపు,Identity
గుర్తింపు మూలకం,Identity element
గుర్తింపు గేట్,Identity gate
గుర్తింపు ఆపరేషన్,Identity operation
గుర్తింపు యూనిట్,Identity unit
పనిలేకుండా అక్షరం,Idle character
ఐడిల్ లైన్,Idle line
ఐడిల్ లైన్  ముగింపు,Idle line  Termination
ఐడిల్ లింక్,Idle link
ఉంటే మరియు మాత్రమే-  మూలకం ఉంటే,IF-AND-ONLY-  IF Element
ఉంటే మరియు మాత్రమే-  గేట్ ఉంటే,IF-AND-ONLY-  IF Gate
ఉంటే మరియు మాత్రమే-  ఆపరేషన్ ఉంటే,IF-AND-ONLY-  IF Operation
రిపీటర్ ఉంటే,IF repeater
స్టేట్మెంట్ ఉంటే,IF statement
If-theen మూలకం,IF-THEN element
If-then-else,IF-THEN-ELSE
If-theen గేట్,IF-THEN gate
If-then  ఆపరేషన్,IF-THEN   Operation
పట్టించుకోకుండా,Ignore
పాత్రను విస్మరించండి,Ignore character
అక్రమ పాత్ర,Illegal character
అక్రమ ఆపరేషన్,Illegal operation
చిత్రం,Image
చిత్ర యాంటెన్నా,Image antenna
చిత్ర ప్రాంతం,Image area
ఇమేజ్ డిసెక్టర్,Image dissector
చిత్ర గ్రాఫిక్స్,Image graphics
చిత్ర ప్రింటర్,Image printer
బొమ్మ లేదా చిత్రం సరి చేయడం,Image processing
చిత్ర సెన్సార్,Image sensor
చిత్ర స్థలం,Image space
తక్షణ ప్రాప్యత,Immediate access
తక్షణ ప్రాప్యత  నిల్వ,Immediate access  Storage
తక్షణ చిరునామా,Immediate address
వెంటనే  చిరునామా,Immediate  Addressing
తక్షణ డేటా,Immediate data
వెంటనే  సూచన,Immediate  Instruction
వెంటనే  ప్రాసెసింగ్,Immediate  Processing
తక్షణ పని,Immediate task
ఇంపాక్ట్ పేపర్,Impact paper
ఇంపాక్ట్ ప్రింటర్,Impact printer
అత్యవసరం  మాక్రోఇన్స్ట్రక్షన్,Imperative  Macroinstruction
అత్యవసరమైన ఆపరేషన్,Imperative operation
అత్యవసరం  ప్రకటన,Imperative   Statement
చిక్కు,Implication
అవ్యక్త చిరునామా,Implicit address
అవ్యక్త  ప్రకటన,Implicit  Declaration
చిరునామా సూచించింది,Implied addressing
INTINTER,Imprinter
ముద్రణ,Imprinting
ముద్రణ స్థానం,Imprint position
మెరుగైన మొబైల్  టెలిఫోన్ సేవ,Improved mobile  Telephone service
ప్రేరణ,Impulse
ప్రేరణ శబ్దం,Impulse noise
నిష్క్రియాత్మక లింక్,Inactive link
నిష్క్రియాత్మక నోడ్,Inactive node
నిష్క్రియాత్మక స్టేషన్,Inactive station
ఇన్బ్యాండ్ సిగ్నలింగ్,Inband signalling
సంఘటన సమయం,Incidential time
ప్రారంభ వైఫల్యం,Incipient failure
ఇన్-సర్క్యూట్  ఎమ్యులేషన్,In-circuit  Emulation
చేర్చడం,Inclusion
కలుపుకొని లేదు  ఆపరేషన్,Inclusive-NOR  Operation
కలుపుకొని లేదా మూలకం,Inclusive-OR Element
కలుపుకొని లేదా గేట్,Inclusive-OR gate
కలుపుకొని లేదా  ఆపరేషన్,Inclusive-OR  Operation
కలుపుకొని సూచన,Inclusive reference
కలుపుకొని ఉన్న విభాగం,Inclusive segment
ఇన్‌కమింగ్ సందేశం,Incoming message
ఇన్కమింగ్ ట్రంక్,Incoming trunk
అసంబద్ధమైన,Inconnector
ఇంక్రిమెంట్,Increment
పెరుగుతున్న  కంపైలర్,Incremental  Compiler
పెరుగుతున్న  కంప్యూటర్,Incremental  Computer
పెరుగుతున్న  అమలు,Incremental  Execution
పెరుగుతున్న  ఇంటిగ్రేటర్,Incremental  Integrator
పెరుగుతున్న  ప్రాతినిథ్యం,Incremental  Representation
పెరుగుతున్న వెక్టర్,Incremental vector
ఇంక్రిమెంటర్,Incrementer
ఇంక్రిమెంట్ పరిమాణం,Increment size
ఇండిగ్రీ,Indegree
ఇండెంట్,Indent
ఇండెంట్ టాబ్  పాత్ర,Indent tab  Character
అనిశ్చిత  వ్యవస్థ,Indeterminate  System
అనిశ్చిత (x)  రాష్ట్రం,Indeterminate (X)  State
సూచిక నిర్మాణం,Index build
సూచిక అక్షరం,Index character
సూచిక డేటా అంశం,Index data item
ఇండెక్స్డ్ చిరునామా,Indexed address
ఇండెక్స్డ్ డేటా పేరు,Indexed data name
ఇండెక్స్డ్ డేటా సెట్,Indexed data set
ఇండెక్స్డ్ ఫైల్,Indexed file
ఇండెక్స్డ్ సీక్వెన్షియల్  యాక్సెస్ పద్ధతి,Indexed sequential  Access method
ఇండెక్స్డ్ సీక్వెన్షియల్  డేటా సెట్,Indexed sequential  Data set
ఇండెక్స్డ్ సీక్వెన్షియల్  సంస్థ,Indexed sequential  Organization
సూచిక ప్రవేశం,Index entry
సూచిక ఫైల్,Index file
సూచిక రంధ్రం,Index hole
ఇండెక్సింగ్,Indexing
ఇండెక్సింగ్ మరియు  సంగ్రహించడం,Indexing and  Abstracting
సూచిక పేరు,Index name
సూచిక ప్రణాళిక,Index plan
సూచిక రిజిస్టర్,Index register
సూచిక తిరిగి  పాత్ర,Index return  Character
సూచిక సీక్వెన్షియల్  ఫైల్,Index sequential  File
సూచిక సీక్వెన్షియల్  విధానం,Index sequential  Method
సూచిక స్లాట్,Index slot
సూచిక పదం,Index term
సూచిక పదం,Index word
సూచిక,Indicator
పరోక్ష ప్రాప్యత,Indirect access
పరోక్ష చిరునామా,Indirect address
పరోక్ష చిరునామా,Indirect addressing
పరోక్ష సూచన,Indirect instruction
వ్యక్తిగత లైన్  సేవ,Individual line  Service
అనుమితి ఇంజిన్,Inference engine
నాసిరకం (= సబ్‌స్క్రిప్ట్),Inferior (= Subscript)
అనంతమైన ప్యాడ్ పద్ధతి,Infinite pad method
ఇన్ఫిక్స్ సంజ్ఞామానం,Infix notation
ఇన్ఫిక్స్ ఆపరేషన్,Infix operation
ఇన్ఫర్మేటిక్స్,Informatics
సమాచారం,Information
సమాచారం-  బేరర్ ఛానల్,Information-  Bearer channel
సమాచార బిట్,Information bit
సమాచారం  ఛానెల్,Information  Channel
సమాచారం  విషయము,Information  Content
సమాచారం  కంటెంట్ బైనరీ  యూనిట్,Information  Content binary  Unit
సమాచారం  కంటెంట్ దశాంశం  యూనిట్,Information  Content decimal  Unit
సమాచారం  సహజమైన కంటెంట్  యూనిట్,Information  Content natural  Unit
సమాచార ఖర్చు,Information cost
సమాచారం  అభిప్రాయ వ్యవస్థ,Information  Feedback system
సమాచార ప్రవాహం  విశ్లేషణ,Information flow  Analysis
సమాచారం  ఫంక్షన్,Information  Function
సమాచారం  ఇంటర్‌చేంజ్,Information  Interchange
సమాచారం  కొలత,Information  Measure
సమాచారం  ప్రాసెసింగ్,Information  Processing
సమాచార రేటు,Information rate
సమాచారం  తిరిగి పొందడం,Information  Retrieval
సమాచారం  తిరిగి పొందే వ్యవస్థ,Information  Retrieval system
సమాచారం  సెపరేటర్,Information  Separator
ఇన్ఫర్మేషన్ సింక్,Information sink
సమాచారం  మూలం,Information  Source
సమాచారం  సాంకేతికం,Information  Technology
సమాచార సిద్ధాంతం,Information theory
సమాచారం  బదిలీ మాడ్యూల్,Information  Transfer module
సమాచార పదం,Information word
స్వాభావిక  పారదర్శకత,Inherent  Transparency
వారసత్వ లోపం,Inherited error
నిరోధిత ఇన్పుట్,Inhibited input
నిరోధిత రాష్ట్రం,Inhibited state
నిరోధించే సిగ్నల్,Inhibiting signal
పల్స్ నిరోధించండి,Inhibit pulse
అంతర్గత రేఖ,In-house line
అంతర్గత వ్యవస్థ,In-house system
ప్రారంభ చిరునామా,Initial address
ప్రారంభ పరిస్థితి  మోడ్,Initial condition  Mode
ప్రారంభ సూచన,Initial instruction
ప్రారంభించడం,Initialization
ప్రారంభించండి,Initialize
ప్రారంభ దినచర్య,Initializer routine
ప్రారంభ క్రమం,Initial order
ప్రారంభ విధానం,Initial procedure
ప్రారంభ ప్రోగ్రామ్  లోడ్,Initial program  Load
ప్రారంభ ప్రోగ్రామ్  లోడర్,Initial program  Loader
ఇనిషియేటర్ విధానం,Initiator procedure
ఇనిషియేటర్ టాస్క్,Initiator task
ఇనిషియేటర్/టెర్మి-  నాటర్,Initiator/termi-  Nator
ఇంకింగ్,Inking
ఇంక్ జెట్ ప్రింటర్,Ink jet printer
సిరా ఏకరూపత,Ink uniformity
ఇన్-లైన్ కోడ్,In-line code
ఇన్-లైన్ విధానం,In-line procedure
ఇన్-లైన్ ప్రాసెసింగ్,In-line processing
ఇన్-లైన్ రికవరీ,In-line recovery
ఇన్-లైన్ సబ్యుటిన్,In-line subrutine
లోపలి కోడ్,Inner code
లోపలి  మాక్రోఇన్స్ట్రక్షన్,Inner  Macroinstruction
పనిచేయలేని సమయం,Inoperable time
మొక్కల వ్యవస్థ  (= ఇన్హౌస్  వ్యవస్థ),In-plant system  (= Inhouse  System)
ఇన్పుట్ ప్రాంతం,Input area
ఇన్పుట్ బ్లాక్,Input block
ఇన్పుట్ నిరోధించడం కారకం,Input blocking Factor
ఇన్పుట్ బఫర్  రిజిస్టర్,Input buffer  Register
ఇన్పుట్ ఛానెల్,Input channel
ఇన్పుట్ డేటా  ధ్రువీకరణ,Input data  Validation
ఇన్పుట్ ఫీల్డ్,Input field
ఇన్పుట్ సూచన  కోడ్,Input instruction  Code
ఇన్పుట్ జాబ్ స్ట్రీమ్,Input job stream
ఇన్పుట్ లిమిటెడ్  ప్రోగ్రామ్,Input limited  Program
ఇన్పుట్ లోడింగ్,Input loading
ఇన్పుట్ అవుట్పుట్ బోర్డ్,Input output board
ఇన్పుట్ అవుట్పుట్  బఫర్,Input output  Buffer
ఇన్పుట్ అవుట్పుట్  నియంత్రిక,Input output  Controller
ఇన్పుట్ అవుట్పుట్  నియంత్రణ వ్యవస్థ,Input output  Control system
ఇన్పుట్ అవుట్పుట్ చక్రం,Input output cycle
ఇన్పుట్ అవుట్పుట్  పరికరం,Input output  Device
ఇన్పుట్ అవుట్పుట్  అంతరాయం,Input output  Interruption
ఇన్పుట్-అవుట్పుట్ (I/O),Input-output (I/O)
ఇన్పుట్ అవుట్పుట్  గ్రంధాలయం,Input output  Library
ఇన్పుట్ అవుట్పుట్  పరిమిత ఆపరేషన్,Input output  Limited operation
ఇన్పుట్ అవుట్పుట్  ప్రాసెసర్,Input output  Processor
ఇన్పుట్ అవుట్పుట్  ప్రస్తావించడం,Input output  Referencing
ఇన్పుట్ అవుట్పుట్  రిజిస్టర్,Input output  Register
ఇన్పుట్ అవుట్పుట్  దినచర్య,Input output  Routine
ఇన్పుట్ అవుట్పుట్  విభాగం,Input output  Section
ఇన్పుట్ అవుట్పుట్  ప్రకటన,Input output  Statement
ఇన్పుట్ అవుట్పుట్  మారడం,Input output  Switching
ఇన్పుట్ అవుట్పుట్ యూనిట్,Input output unit
ఇన్పుట్ ప్రక్రియ,Input process
ఇన్పుట్ ప్రోగ్రామ్,Input program
ఇన్పుట్ రీడర్,Input reader
ఇన్పుట్ రిఫరెన్స్,Input referance
ఇన్పుట్ రొటీన్,Input routine
ఇన్పుట్ విభాగం,Input section
ఇన్పుట్ స్థితి,Input state
ఇన్పుట్ స్టేషన్,Input station
ఇన్పుట్ నిల్వ,Input storage
ఇన్పుట్ స్ట్రీమ్,Input stream
ఇన్పుట్ అనువాదకుడు,Input translator
ఇన్పుట్ యూనిట్,Input unit
ఇన్పుట్ ధ్రువీకరణ,Input validation
విచారణ మరియు  లావాదేవీ  ప్రాసెసింగ్,Inquiry and   Transaction  Processing
విచారణ పాత్ర,Inquiry character
విచారణ ప్రదర్శన  టెర్మినల్,Inquiry display  Terminal
విచారణ/ప్రత్యుత్తరం,Inquiry/reply
విచారణ/ప్రతిస్పందన  ఆపరేషన్,Inquiry/response  Operation
విచారణ స్టేషన్,Inquiry station
విచారణ లావాదేవీ,Inquiry transaction
విచారణ యూనిట్,Inquiry unit
లిఖితం,Inscribe
చొప్పించండి,Insert
చొప్పించే చిత్రం  పాత్ర,Insertion picture  Character
చొప్పించడం క్రమబద్ధీకరణ,Insertion sort
మొక్క లోపల,Inside plant
స్పూల్ ప్రాంతంలో,In spool area
సంస్థాపనా ఛార్జ్,Installation charge
సంస్థాపనా ప్రాసెసింగ్ నియంత్రణ,Installation processing control
సంస్థాపనా టేప్  సంఖ్య,Installation tape  Number
సంస్థాపనా సమయం,Installation time
ఇన్-స్ట్రీమ్ విధానం,In-stream procedure
సూచన,Instruction
సూచన చిరునామా,Instruction address
సూచన చిరునామా  రిజిస్టర్,Instruction address  Register
సూచన చిరునామా  ఆపు,Instruction address  Stop
బోధనా ప్రాంతం,Instruction area
ఇన్స్ట్రక్షన్ కోడ్,Instruction code
సూచన  స్థిరాంకం,Instruction  Constant
సూచన నియంత్రణ  యూనిట్,Instruction control  Unit
ఇన్స్ట్రక్షన్ కౌంటర్,Instruction counter
ఇన్స్ట్రక్షన్ డెక్ ఇన్స్ట్రక్షన్ డీకోడర్,Instruction deck instruction decoder
ఇన్స్ట్రక్షన్ ఫార్మాట్,Instruction format
ఇన్స్ట్రక్షన్ మిక్స్,Instruction mix
సూచన  మాడిఫైయర్,Instruction   Modifier
ఇన్స్ట్రక్షన్ ప్యాక్,Instruction pack
ఇన్స్ట్రక్షన్ రిజిస్టర్,Instruction register
సూచన  కచేరీలు,Instruction   Repertoire
ఇన్స్ట్రక్షన్ సెట్,Instruction set
సూచన  ప్రకటన,Instruction   Statement
సూచనల నిల్వ,Instruction storage
సూచన పదం,Instruction word
పూర్ణాంక స్థిరాంకం,Integer constant
పూర్ణ సంఖ్య  ప్రోగ్రామింగ్,Integer  Programming
పూర్ణాంక వేరియబుల్,Integer variable
సమగ్ర సరిహద్దు,Integral boundary
ఇంటిగ్రేటెడ్ అడాప్టర్,Integrated adapter
ఇంటిగ్రేటెడ్  అటాచ్మెంట్,Integrated  Attachment
ఇంటిగ్రేటెడ్  కమ్యూనికేషన్  అడాప్టర్,Integrated  Communication  Adapter
ఇంటిగ్రేటెడ్ డేటా  బేస్,Integrated data  Base
ఇంటిగ్రేటెడ్ డేటా  ప్రాసెసింగ్,Integrated data  Processing
ఇంటిగ్రేటెడ్ డిజిటల్  నెట్‌వర్క్,Integrated digital  Network
ఇంటిగ్రేటెడ్ డిస్క్,Integrated disk
ఇంటిగ్రేటెడ్  ఎమ్యులేటర్,Integrated  Emulator
ఇంటిగ్రేటెడ్ ఫైల్  అడాప్టర్,Integrated file  Adapter
ఇంటిగ్రేటెడ్ మోడెమ్,Integrated modem
ఇంటిగ్రేటెడ్  సాఫ్ట్‌వేర్,Integrated  Software
ఇంటిగ్రేటెడ్ పదం  ప్రాసెసింగ్,Integrated word  Processing
ఇంటిగ్రేటెడ్ పదం  ప్రాసెసింగ్  పరికరాలు,Integrated word  Processing  Equipment
మోటారును సమగ్రపరచడం,Integrating motor
తెలివైన  నియంత్రిక,Intelligent  Controller
ఇంటెలిజెంట్ కాపీయర్,Intelligent copier
తెలివైన  టెర్మినల్,Intelligent  Terminal
అర్థమయ్యే క్రాస్  చర్చ,Intelligible cross  Talk
పరస్పర చర్య,Interaction
పరస్పర  గ్రాఫిక్స్,Interactive  Graphics
పరస్పర  కీబోర్డ్ ప్రింటర్,Interactive  Keyboard printer
ఇంటరాక్టివ్ రొటీన్,Interactive routine
ఇంటరాక్టివ్ సిస్టమ్,Interactive system
ఇంటర్‌బ్లాక్ గ్యాప్,Interblock gap
అడ్డగించబడింది  టెర్మినల్,Intercepted  Terminal
ట్రంక్ అడ్డగించడం,Intercepting trunk
ఇంటర్‌సెప్ట్ ఆపరేటర్,Intercept operator
సేవ సేవ,Intercept service
ఇంటర్‌కమ్యూనికేషన్ సిస్టమ్,Intercommunication system
ఇంటర్‌కామ్ సేవ,Intercom service
ఇంటర్‌కనెక్టింగ్  యూనిట్,Interconnecting  Unit
ఇంటర్ సైకిల్,Intercycle
ఇంటర్‌ఎక్స్‌చేంజ్  ఛానెల్,Interexchange  Channel
ఇంటర్ఫేస్,Interface
ఇంటర్ఫేస్  ప్రాసెసర్,Interface   Processor
ఇంటర్ఫేస్ రొటీన్,Interface routine
ఇంటర్ఫేస్  స్పెసిఫికేషన్,Interface  Specification
ఇంటర్‌ఫిక్స్,Interfix
ఇంటీరియర్ లేబుల్,Interior label
ఇంటర్లాంగేజ్,Interlanguage
ఇంటర్‌లీవ్,Interleave
ఇంటర్‌లీవ్డ్ శ్రేణి,Interleaved array
ఇంటర్‌లీవ్డ్  సబ్‌స్క్రిప్ట్,Interleaved  Subscript
ఇంటర్‌లీవింగ్,Interleaving
అంతరాయ,Interlude
ఇంటర్మీడియట్  బఫర్,Intermediate  Buffer
ఇంటర్మీడియట్  పంపిణీ  ఫ్రేమ్,Intermediate  Distributing  Frame
ఇంటర్మీడియట్  పరికరాలు,Intermediate  Equipment
ఇంటర్మీడియట్ నోడ్,Intermediate node
ఇంటర్మీడియట్ పాస్  (సార్టింగ్),Intermediate pass  (Sorting)
ఇంటర్మీడియట్ మొత్తం,Intermediate total
ఇంటర్మీడియట్ ఆలస్యం,Intermediate delay
అడపాదడపా లోపం,Intermittent error
ఇంటర్‌మిక్స్ టేప్,Intermix tape
అంతర్గత బ్లాక్,Internal block
అంతర్గత ఆకృతి,Internal format
అంతర్గత  ఫ్రాగ్మెంటేషన్,Internal  Fragmentation
అంతర్గత అంతరాయం,Internal interrupt
అంతర్గత లేబుల్,Internal label
అంతర్గత జ్ఞాపక శక్తి,Internal memory
అంతర్గత మోడల్,Internal model
అంతర్గత పేరు,Internal name
అంతర్గత విధానం,Internal procedure
అంతర్గత రీడర్,Internal reader
అంతర్గత స్కీమా,Internal schema
అంతర్గత విధమైన,Internal sort
అంతర్గత నిల్వ,Internal storage
అంతర్గత వచనం,Internal text
అంతర్గత టైమర్,Internal timer
అంతర్గత రచయిత,Internal writer
అంతర్జాతీయ  బీజగణితం  భాష,International  Algebraic  Language
అంతర్జాతీయ  దిశ దూరం  డయలింగ్,International  Direction distance  Dialing
అంతర్జాతీయ  సంస్థ కోసం  ప్రామాణీకరణ  (ISO),International  Organization for  Standardization  (ISO)
అంతర్జాతీయ  రికార్డ్ క్యారియర్,International  Record carrier
ఇంటర్‌ఆఫీస్ ట్రంక్,Interoffice trunk
ఇంటర్‌పోజిషన్,Interpositioning
ఇంటర్‌పోజిషన్ ట్రంక్,Interposition trunk
వ్యాఖ్యాత,Interpreter
ఇంటర్ప్రెటర్ కోడ్,Interpreter code
ఇంటర్‌ప్రెటివ్ కోడ్,Interpretive code
వ్యాఖ్యాన  అమలు,Interpretive  Execution
వ్యాఖ్యాన  ప్రోగ్రామ్,Interpretive  Program
వ్యాఖ్యాన  దినచర్య,Interpretive  Routine
ఇంటర్‌ప్రెటివ్ ట్రేస్  ప్రోగ్రామ్,Interpretive trace  Program
ఇంటర్‌కార్డ్ గ్యాప్,Interrecord gap
ఇంటర్‌రోబాంగ్,Interrobang
ప్రశ్నించడం,Interrogating
విచారణ,Interrogation
ప్రశ్నించేది,Interrogator
ఇంటర్‌ఆర్ట్‌పుట్ అభ్యర్థన  సిగ్నల్,Interrput request  Signal
అంతరాయం డ్రైవర్,Interrupt driver
అంతరాయ హ్యాండ్లర్,Interrupt handler
అంతరాయం  దినచర్య,Interruptible  Routine
అంతరాయం వ్యవస్థ,Interruptible System
అంతరాయం  నెట్‌వర్క్,Interruption  Network
అంతరాయం జాప్యం,Interrupt latency
అంతరాయం అనుసంధానం,Interrupt linkage
అంతరాయ ముసుగు,Interrupt mask
అంతరాయం ప్రాధాన్యత,Interrupt priority
అంతరాయ స్టాకింగ్,Interrupt stacking
అంతరాయ ఉచ్చు,Interrupt trap
అంతరాయ ట్రిగ్గర్  సిగ్నల్,Interrupt trigger  Signal
అంతరాయం వెక్టర్,Interrupt vector
ఇంటర్‌సాటెలైట్ లింక్,Intersatellite link
అంతరాష్ట్రం  గుద్దడం,Interstage  Punching
ఇంటర్‌సింబోల్  జోక్యం,Intersymbol  Interference
విరామ సేవ  విలువ,Interval service  Value
విరామ టైమర్,Interval timer
ఇంటర్‌వర్కింగ్,Interworking
సన్నిహిత,Intimate
ఇంట్రాస్టేట్ టోల్,Intrastate toll
చొరబాటు స్వరం,Intrusion tone
చెల్లని పాత్ర,Invalid character
చెల్లని ఎక్స్‌క్లూజివ్  సూచన,Invalid exclusive  Reference
చెల్లని కీ  కండిషన్,Invalid key  Condition
ఇన్వెంటరీ మాస్టర్  ఫైల్,Inventory master  File
విలోమం,Invert
విలోమ ఫైల్,Inverted file
ఇన్వర్టర్,Inverter
ఆహ్వాన జాబితా,Invitation list
ఆహ్వానం,Invocation
సహాయం కోరు,Invoke
ఇన్వోక్డ్ విధానం,Invoked procedure
ఇన్వోకింగ్ బ్లాక్,Invoking block
అయాంటరెంట్ సిగ్నల్,Ionterrupt signal
తిరిగి పొందలేనిది  లోపం,Irrecoverable  Error
అసంబద్ధత,Irrelevance
కోలుకోలేని  అయస్కాంత ప్రక్రియ,Irreversible   Magnetic process
వివిక్త స్థానం,Isolated location
ISO పరిమాణం,ISO size
ISO ప్రమాణం,ISO standard
అంశం అడ్వాన్స్,Item advance
అంశం గణన,Item count
అంశం పరిమాణం,Item size
మళ్ళి,Iterate
మరల,Iteration
పునరావృత కారకం,Iteration factor
పునరావృత దినచర్య,Iteration routine
పునరుక్తి డూ-గ్రూప్,Iterative do-group
పునరుక్తి ఆపరేషన్,Iterative operation
IVERSION సంజ్ఞామానం,Iversion notation
జిట్టర్,Jitter
జాబ్ బ్యాచ్,Job batch
జాబ్ క్లాస్,Job class
ఉద్యోగ నియంత్రణ,Job control
ఉద్యోగ నియంత్రణ  భాష,Job control  Language
ఉద్యోగ నియంత్రణ  ప్రకటన,Job control  Statement
ఉద్యోగ నిర్వచనం,Job definition
జాబ్-ఫ్లో కంట్రోల్,Job-flow control
ఉద్యోగ ఇన్పుట్ పరికరం,Job input device
జాబ్ ఇన్పుట్ ఫైల్,Job input file
ఉద్యోగ ఇన్పుట్ స్ట్రీమ్,Job input stream
జాబ్ లైబ్రరీ,Job library
ఉద్యోగ నిర్వహణ,Job management
ఉద్యోగ పేరు,Job name
ఉద్యోగ-ఆధారిత  భాష,Job-oriented  Language
ఉద్యోగ-ఆధారిత  టెర్మినల్,Job-oriented  Terminal
ఉద్యోగ అవుట్పుట్ పరికరం,Job output device
ఉద్యోగ అవుట్పుట్ ఫైల్,Job output file
ఉద్యోగ అవుట్పుట్ స్ట్రీమ్,Job output stream
జాబ్ ప్యాక్ ప్రాంతం,Job pack area
ఉద్యోగ ప్రాధాన్యత,Job priority
ఉద్యోగ ప్రాసెసింగ్,Job processing
జాబ్ ప్రోగ్రామ్ మోడ్,Job program mode
ఉద్యోగ-రికవరీ  నియంత్రణ ఫైల్,Job-recovery  Control file
జాబ్ సెపరేటర్ పేజీ,Job separator page
ఉద్యోగ ప్రకటన,Job statement
ఉద్యోగ దశ,Job step
ఉద్యోగ దశ దీక్ష,Job step initiation
ఉద్యోగ దశ పున art ప్రారంభం,Job step restart
జాబ్ స్టిక్,Job stick
ఉద్యోగ ప్రవాహం,Job stream
ఉద్యోగ మద్దతు పని,Job support task
కామాంగు,Joggle
చేరండి,Join
ఉమ్మడి ప్రాప్యత ఖర్చు,Joint access cost
ఉమ్మడి సమాచార కంటెంట్,Joint information content
జోసెఫ్సన్ జంక్షన్,Josephson junction
జర్నల్,Journal
జర్నలింగ్,Journaling
జర్నల్ రిపోర్ట్,Journal report
జర్నల్ టేప్,Journal tape
జంబో గ్రూప్,Jumbo group
జంపర్,Jumper
జంపర్ ఎంచుకోదగినది,Jumper selectable
జంప్ ఇన్స్ట్రక్షన్,Jump instruction
జంక్టర్,Junctor
జంక్,Junk
సమర్థన,Justification
సమర్థన పరిధి,Justification range
జస్టిఫైడ్ మార్జిన్,Justified margin
కర్నాగ్ మ్యాప్,Karnaugh map
కటక్నా,Katakna
కెర్నింగ్,Kerning
కీబోర్డ్,Keyboard
కీబోర్డ్  కంప్యూటర్,Keyboard  Computer
కీబోర్డ్ ఎంట్రీ,Keyboard entry
కీబోర్డ్ విచారణ,Keyboard inquiry
కీబోర్డ్ లాకౌట్,Keyboard lockout
కీబోర్డ్  పెర్ఫొరేటర్,Keyboard  Perforator
కీబోర్డ్ పంచ్,Keyboard punch
కీబోర్డ్  పంపండి/స్వీకరించండి,Keyboard  Send/receive
కీ క్లిక్,Key click
కీ-క్లిక్ ఫిల్టర్,Key-click filter
కీ-నడిచే,Key-driven
కీడ్ డైరెక్ట్  యాక్సెస్,Keyed direct  Access
కీ-గుప్తీకరించే కీ,Key-encrypting key
కీ ఎంట్రీ,Key entry
కీ మడత =  హాషింగ్,Key folding =  Hashing
కీయింగ్ చిర్ప్,Keying chirp
కీయింగ్ వేవ్,Keying wave
కీ మత్,Key mat
కీ ప్యాడ్,Key pad
కీ దశ,Key phase
కీ పల్స్,Key pulse
కీ-పల్సింగ్ సిగ్నల్,Key-pulsing signal
కీ పంచ్,Key punch
కీ సార్టింగ్,Key sorting
కీ స్ట్రోక్,Key stroke
