Hindi,English
ग्रिड,Grid
"ग्रिड बायस,  ग्रिड अभिनति",Grid bias
"ग्रिड चालक षक्ति, ग्रिड उत्तेजक षक्ति",Grid driving power
ग्रिड उत्सर्जन,Grid emission
ग्रिड मॉडुलित C वगबय प्रवर्धक,Grid modulated class C amplifier
"ग्रिड, जाली, झंझरी",Grill
"अपघर्षण, पेषण",Grinding
खांचा,Groove
भूमि चालकता,Ground conductivity
भू-वापसी परिपथ,Ground return circuit
भू-छड़,Ground rod (earth rod)
भू-प्रकीर्ण संचरण,Ground scatter propagation
भूखंड,Ground segment
भू-तरंग,Ground wave
भू-तरंग संचरण,Ground wave propagation
भू-तरंग संकेत,Ground wave signal
भू-संपर्कित,Grounded
समूह विलम्ब,Group delay
जालक्रम एवं व्याप्तिक्षेत्र विकास,Growth of network & coverage
रक्षक बैंड,Guard band
रक्षक अंतराल,Guard interval
गन डायोड,Gunn diode
"गाई, तान",Guy
तान तार,Guy wire
तनित ऐन्टेना मस्तूल,Guyed aerial mast (guyed antenna mast)
"हैक, विच्छेदन",Hack
"हैकर, विच्छेदक",Hacker
अर्ध योजक,Half adder
अर्ध द्वैध,Half duplex
"अर्ध षक्ति बैंड-चौड़ाई, अर्ध षक्ति बैंडविड्थ",Half power bandwidth
अर्ध तरंग द्विधुव,Half wave dipole
अर्ध तरंग दिष्टकरण,Half wave rectification
" हाफटोन, अर्धछवि,",Halftone
हैमिंग दूरी,Hamming distance
हार्डडिस्क ध्वंस,Hard disc crash
हार्ड डिस्क आधारित श्रव्य प्रदायी तंत्र,Hard disk based audio delivery system
हार्ड डिस्क आधारित अभिलेखन,Hard disk based recording
"हार्डवेयर, यंत्र सामग्री",Hardware
हार्डवेयर पता,Hardware address
"संनादी, हार्मोनिक",Harmonic
"संनादी विकृति, संनादी विरूपण",Harmonic distortion
संनादी उत्सर्जन,Harmonic emission
संनादी निस्यंदक इकाई,Harmonic filter unit
संनादी जनित्र,Harmonic generator
संनादी निरोधक,Harmonic suppressor
"हार्मोनिक्स, गुणवृत्ति",Harmonics
"संकट, जोखिम",Hazard
"हेडफोन, शीर्षफोन",Head phone
"हेडरूम, कर्णांतर",Head room
शीर्षान्त,Headend
"शीर्षणी, हेडर, प्रवेशिका",Header
श्रवण-क्रियाविधि,Hearing mechanism
ऊष्मा अवशोषी,Heat absorber
" ऊष्मा-संतुलन , शेष ऊष्मा",Heat balance
ऊष्मा रोधिका,Heat barrier
ऊष्मा चालक,Heat conductor
"ऊष्मा अभिगम, हीट सिंक",Heat sink
हर्ट्ज,Hertz (Hz)
"संकरण, हेटरोडाइन",Heterodyne
संकरण अभिग्राही,Heterodyne receiver
"हेटरोडाइन सीटी, संकरण सीटी",Heterodyne whistle (heterodyne interference)
स्वानुभविक,Heuristic
"हेक्साडेसिमल, षोडशाधारी",Hexadecimal
पदानुक्रमिक मॉडुलन,Hierarchical modulation
हाई-फाई (उच्च तद्रूपता),Hi-Fi (high fidelity)
उच्च आवृत्ति वर्धन,High boost
"उच्चावृत्त, उच्च आवृत्ति",High frequency
उच्च आवृत्ति दोलन,High frequency oscillation
उच्च आवृत्ति अनुक्रिया,High frequency response
उच्च स्तरीय प्रोग्राम भाषा,High level programme language
उच्च आवृत्ति पारक फिल्टर,High pass filter
उच्च षक्ति प्रेषित्र,High power transmitter
उच्च गुणता अभिग्रहण,High quality reception
उच्च गति संयोजकता,High speed connectivity
उच्च गति आंकड़ा प्रणाली,High speed data system
"आयत-चित्र, हिस्टोग्राम",Histogram
आमुख पृष्ठ,Home page
हुक,Hook
"पाश-तार, हुक-अप तार",Hook up wire
क्षैतिज लोपन काल,Horizontal blackout period
क्षैतिज लोपन,Horizontal blanking
क्षैतिज स्पष्टता (क्षैतिज विभेदन),Horizontal definition (horizontal resolution)
क्षैतिज विक्षेप-दोलन,Horizontal deflection oscillation
क्षैतिज रेखा,Horizontal line
"क्षैतिज परिच्छेद, क्षैतिज काट",Horizontal section
क्षैतिज प्रसर्प परिपथ,Horizontal sweep circuit
"तूर्य लाउडस्पीकर, हॉर्न लाउडस्पीकर",Horn loudspeaker
पोषी,Host
तप्त स्थल,Hot spot
गृह व्यवस्था,House keeping
"हब, केंद्र बिन्दु",Hub
"रंग, वर्ण",Hue
हफमैन कोडन,Huffman coding
गुंजन,Hum
मानव श्रव्य बोधन,Human audio perception
मानव श्रव्य प्रणाली,Human audio system
मानव श्रवण क्रियाविधि,Human hearing mechanism
मानव वीडियो बोधन,Human video perception
"नमी, आर्द्रता",Humidity
संकर,Hybrid
संकर परिपथ,Hybrid circuit
संकर एकीकृत परिपथ,Hybrid intergrated circuit
"उत्प्लव घनत्वमापी, हाइड्रोमीटर",Hydrometer
अति,Hyper
अति उच्च माध्यम,Hyper media
"अति उच्च पाठ्य सामग्री, हाइपर टेक्स्ट",Hyper text
हाइपरलिंक,Hyperlink
"आइकन, प्रतिबिंब",Icon
"पहचान, अभिनिर्धारण",Identification
परिज्ञापक,Identifier
प्रज्वलन; प्रज्वलित करना,Ignite
प्रज्वलन,Ignition
प्रदीप्ति घनत्व,Illuminance
प्रदीप्ति,Illumination
प्रतिबिंब,Image
प्रतिबिंब ऐन्टेना,Image antenna
प्रतिबिंब प्रग्रहण,Image capture
प्रतिबिंब आइकोनोस्कोप,Image iconoscope
प्रतिबिंब चित्र,Image map
प्रतिबिंब ऑथबकोन,Image orthicon
"प्रतिबिंब प्रक्रमण,  प्रतिबिंब संसाधन",Image processing
चित्र समायोजक,Image setter
"कल्पित, काल्पनिक, अधिकल्पित",Imaginary
प्रतिबाधा,Impedance
प्रतिबाधा सुमेलन,Impedance matching
प्रतिबाधा सुमेलन परिपथ,Impedance matching circuit
प्रतिबाधा कुमेल,Impedance mismatch
मुक्त आकाश प्रतिबाधा,Impedance of free space
प्रतिबाधा रूपांतरण,Impedance transformation
आयात,Import
संसेचित,Impregnated
आरोपित वोल्टता,Impress voltage
आवेग,Impulse
आवेग अनुक्रिया,Impulse response
अपद्रव्य चालकता,Impurity conductivity
अपद्रव्य अर्धचालन,Impurity semiconduction
निष्क्रिय,Inactive
निष्क्रिय विंडो,Inactive window
अश्रव्य,Inaudible
ताप-दीप्ति,Incandescence
आपतित किरण,Incident ray
अंतर्वेशन,Inclusion
आगामी संकेत,Incoming signal
सूचक,Indicator
देशज,Indigenous
प्रेरकत्व,Inductance
प्रेरणिक-प्रतिघात,Inductive-reactance
ज्वलनशील सामग्री,Inflammable material
सूचना पैच,Infor patch
सूचना,Information
सूचना-संरचना,Information architecture
"सूचना बिट, सूचना द्वयंक",Information bit
सूचनांक,Information digit
"सूचना लघु केन्द्र,",Information kiosk
सूचना प्रक्रम,Information process
सूचना प्रौद्योगिकी,Information technology
सूचना मनोरंजन,Infotainment
अवरक्त विकिरण,Infrared radiation
"आधारित संरचना, अवसंरचना",Infrastructure
अंतग्रर्हण करना,Ingest
"संघटक अंग, अवयव",Ingredients
प्रारंभन शब्द,Initialization word (IW)
"आंतरिक कोड, आंतरिक कूट",Inner codes
"नवीकरण, नवाचार",Innovation
निवेश,Input
निवेश लाइन,Input line
"निवेश एकक, निवेश इकाई",Input unit
निवेश वोल्टता,Input voltage
निवेश-निर्गत,Input-output
अंतर्वेशन,Insert
"अंतर्वेशन हानि, निवेशन हानि",Insertion loss
"अधिष्ठापन, संस्थापन",Installation
ताक्षणिक वोल्टता,Instantaneous voltage
अनुदेश,Instruction
" विद्युत् रोधी पदार्थ          , ऊष्मारोधी पदार्थ",Insulating material
" रोधन, रोध  , विद्युत्-्रोधन  , ऊष्मा-रोधन",Insulation
" विद्युतरोधन  प्रतिरोध        , ऊष्मारोधन प्रतिरोध",Insulation resistance
" विद्युत-रोधी ,ऊष्मारोधी",Insulator
एकीकृत परिपथ,Integrated circuit
समाकलनी जालक्रम,Integrating network
समाकलक,Integrator
" आसूचना , बुद्धि",Intelligence
तीव्रता,Intensity
वाक्-तीव्रता,Intensity of speech
अंतर चैनल व्यतिकरण,Inter channel interference
" अंतरावकाश ,अंतरापत्र",Interleave
"अन्योन्यक्रिया, अंतः क्रिया",Interaction
अन्योन्यक्रियता,Interactivity
"अंतःसंचार, इंटरकॉम",Intercom
अंतःयोजनीयता,Interconnectivity
"इंटरफेस, अंतरापृष्ठ",Interface
अंतरापृष्ठ क्रमवीक्षण,Interface scanning
व्यतिकरण,Interference
"व्यतिकारी अंचल, व्यतिकारी जोन, क्षेत्र",Interference zone
व्यतिकारी चैनल,Interfering channel
व्यतिकारी आवृत्ति,Interfering frequency
व्यतिकारी रेडियो आवृत्ति संकेत,Interfering radio frequency signal
अंतराफ्रेम,Interframe
" अंतरापत्र , अंतरावकाश",Interleave
अंतरापत्रित,Interleaved
अंतरापत्रित प्रवाह,Interleaved stream
अंतः पत्रक,Interleaver
अंतरावकाशी अवधि,Interleaving
अंतरापत्रण,Interleaving
अंतरावकाश अवधि,Interleaving period
अंतःपाश परिपथ,Interlock circuit
अंतःपाश स्विच,Interlock switch
अंतःपाशन,Interlocking
मध्यवतब विफलता,Intermediate failure
मध्य आवृत्ति,Intermediate frequency
मध्य आवृत्ति दोलित्र,Intermediate frequency oscillator
आंतरायिक,Intermittent
आंतरायिक धारा,Intermittent current
अंतरामॉडुलन,Intermodulation
अंतरामॉडुलन विरूपण,Intermodulation distortion
अंतरामॉडुलन उत्सर्जन,Intermodulation emission
अंतरामॉडुलन परीक्षण,Intermodulation test
"इंटरनेट, अंतर्जाल",Internet
इंटरनेट प्रसारण,Internet broadcasting
इंटरनेट गपशप,Internet chatting
इंटरनेट प्रोटोकॉल स्टैक,Internet protocol stack
इंटरनेट रेडियो,Internet radio
इंटरनेट प्रवाहन,Internet streaming
"इंटरनेट वीडियो, इंटरनेट –ष्य",Internet video
अंतरप्रचालनीयता,Interoperability
अंतर्वेशन,Interpolation
" अनुदेशांतरक  , निर्वचक",Interpreter
"अंतरायक, बाधा",Interrupt
"अंतरायन, रूकावट, व्यवधान",Interruption
"अंतरायक, बाधक",Interruptor
अंतराल,Interval
अंतराकोडन,Intracoding
अंतराफ्रेम,Intraframe
"इंट्रानेट, अंतराजाल, अंतः जाल",Intranet
अंतराचित्र,Intrapicture
"अंतरावेब, अंतराजाल",Intraweb
नैज अर्धचालक,Intrinsic semiconductor
विपरीत धारा,Inverse current
व्युत्क्रम स्थानिक प्रचालन,Inverse spatial operate
"प्रतिलोमित, व्युत्क्रमित",Inverted
प्रतिलोमित L ऐन्टेना,Inverted L antenna
प्रतिलोमित V ऐन्टेना,Inverted V antenna
"प्रतीपक, अंतर्वर्तक, इनवर्टर",Inverter
अनियमित,Irregular
"असंगत तत्व, असंबंधित तत्व",Irrelevant element
पृथक्करण जालक्रम,Isolation network
"विलगक, पृथक्कारक",Isolator
"संबाधक, जामक",Jammer
"संबाधन, जाम होना",Jamming
विशेष कूट संचिका,Jargon file
जावा लिपि,Java script
झंकार (विज्ञापन) गीत,Jingle
"जिटर, प्रकंपन",Jitter
"जोड़ने वाला, मिलाने वाला, योजक",Joiner
"जोड़, संधि",Joint
संधित,Jointed
"झंपक, जम्पर",Jumper
"कबाड़, जंक",Junk
"अवांछित डाक, अवांछित मेल",Junk mail
"vिाष्ट, कर्नेल",Kernel
कुंजी,Key
कुंजी पटल,Keyboard
कुंजीयक,Keyer
"मूल स्वर, मूल टिप्पणी, आरंभिक स्वर",Keynote
किलोसाइकिल,Kilocycle
किलोवोल्ट,Kilovolt
किलोवाट,Kilowatt
शुद्धगतिकी,Kinematics
जानु बिंदु वोल्टता,Knee point voltage
"घुंडी, नॉब",Knob
ज्ञानाधार,Knowledge base
ज्ञान निरूपण,Knowledge representation
L' जालक्रम,L network
L' परिच्छेद फिल्टर,L section filter
पष्चता और अग्रता,Lag and lead
पष्चगामी धारा,Lagging current
पष्चगामी षक्ति गुणक,Lagging power factor
"स्तरित, पटलित",Laminated
"लैम्प, दीप",Lamp
लैपटॉप,Laptop
लेसर आवृत्ति,Laser frequency
गुप्त त्रुटि,Latent error
गुप्त ऊष्मा,Latent heat
अक्षांश,Latitude
"परत, स्तर",Layer
"अभिन्यास, नक्शा, खाका",Layout
"अभिन्यास योजना,  अनुविक्षेप योजना",Layout plan
" अग्रता , तार, लीड",Lead
"अग्रगामी कला, अग्रगामी फेज",Leading phase
क्षरणरोधी,Leak proof
क्षरण,Leakage
पट्टा परिपथ,Leased circuit
लेन्स,Lens
तल सूचक,Level indicator
प्रकाश नियंत्रण,Light control
"प्रकाश पेन, प्रकाश लेखनी",Light pen
तडित् निरोधक,Lightning arrester
सीमक,Limiter
"सीमक प्रवर्धक, सीमाकारी प्रवर्धक",Limiting amplifier
"लाइन क्षय, लाइन हानि",Line loss
लाइन रव,Line noise
–ष्टि-रेखा,Line of sight
लाइन प्रावस्था,Line phase
लाइन संचरण,Line transmission
भाररहित लाइन,Line unloaded
रैखिक क्वांटमकारी,Linear quantiser
रैखिकता,Linearity
समाक्ष लाइन,Line-coaxial
लाइन समकारी,Line-equaliser
लाइन आवृत्ति,Line-frequency
लाइन प्रतिबाधा,Line-impedance
चतुर्थांश तरंगदैर्घ्य लाइन,Line-quarter wavelength
"कड़ी, शृंखला, लिंक",Link
संयोजक शृंखलक,Linker
ओष्ठ माइक्रोफोन,Lip-microphone
सजीव प्रसारण,Live broadcast
सक्रिय परिपथ,Live circuit
जीवंत कार्यक्रम,Live programme
भार,Load
भार धारिता,Load capacity
भार वहन क्षमता,Load carrying capacity
लोड अभिलक्षण,Load characteristic
लोड प्रतिबाधा,Load impedance
"भारित, लोडित",Loaded
भारक,Loader
"भारण, लोडन",Loading
"भारण कुंडली, लोडन कुंडली",Loading coil
"भार परीक्षण, लोड परीक्षण",Load-test
पालि,Lobe
पालि ऐन्टेना,Lobe antenna
"स्थानीय क्षेत्र जालक्रम, स्थानीय क्षेत्र नेटवर्क",Local area network
स्थानीय बैटरी,Local battery
स्थानीय दोलित्र,Local oscillator
"लॉग, अभिलेख",Log
लॉग बुक,Log book
सत्रारंभ,Log in (log on)
सत्रांत,Log off (log out)
"लॉगशीट, लॉग प्रपत्र",Log sheet
"लघुगणक, लॉगेरिथ्म",Logarithm
"लघुगणकीय प्रवर्धक, लॉगेरिथ्मीय प्रवर्धक",Logarithmic amplifier
"लघुगणकीय अनुपात, लॉगेरिथ्मीय अनुपात",Logarithmic ratio
लघुगणकीय अनुक्रिया,Logarithmic response
"लघुगणकीय मापक्रम, लघुगणकीय स्केल",Logarithmic scale
"संलेखन, प्रचालेखन",Logging
तर्क,Logic
"तर्क द्वार, तर्क गेट",Logic gate
तर्क संक्रिया,Logic operation
तार्किक,Logical
तार्किक फ्रेम,Logical frame
"लोगो अंतर्वेशक, प्रतीक अंतर्वेशक",Logo inserter
देशांतर,Longitude
"लूप, पाश",Loop
पाश ऐन्टेना,Loop antenna
पाश लब्धि,Loop gain
लूप परीक्षण,Loop test
शिथिल संपर्क,Loose contact
"अल्प युग्मन, शिथिल युग्मन",Loose coupling
हासहीन ऐन्टेना,Lossless antenna
हासहीन संपीडन,Lossless compression
हासी संपीडन,Lossy compression
प्रबलता (ध्वनि),Loudness (sound)
"ध्वनि विस्तारक, लाउडस्पीकर",Loudspeaker
निम्न आवृत्ति,Low frequency
निम्न स्तर भाषा,Low level language
निम्न हानि प्रभरक,Low loss feeder
निम्न हानि नम्य समाक्ष केबल,Low loss flexible coaxial cable
निम्न रव अभिग्राही,Low noise receiver
निम्न कक्षायमान उपग्रह,Low orbitting satellite
निम्न पारक फिल्टर,Low pass filter
निम्न प्रतिघात भूसंपर्कन,Low reactance earthing
अल्प प्रतिरोधी पथ,Low resistance path
"लग, कर्णक",Lug
ज्योतिर्मयता,Luminance
पिंडित,Lumped
बृहत् खंड,Macro block
"बृहत् परिभाषा, बृहत् स्पष्टता",Macro definition
"बृहत् –ष्य, बृहत् –ष्टि,",Macro vision
"मायाक्षि, मैजिक आई",Magic eye
चुंबक,Magnet
चुंबकीय क्षेत्र,Magnetic field
चुंबकीय फ्लक्स,Magnetic flux
चुंबकीय धुव,Magnetic pole
चुंबकीय विक्षोभ,Magnetic storm
चुंबकीय स्विच,Magnetic switch
"चुंबकीय टेप, चुंबकीय फीता",Magnetic tape
चुंबकत्व,Magnetism
"डाक संविलयन, मेल संविलयन",Mail merge
डाक सूची,Mailing list
मुख्य वाहक,Main carrier
अनुरक्षण करना,Maintain
अनुरक्षण; रख-रखाव,Maintenance
अनुरक्षण दल,Maintenance team
बहुसंख्यक वाहक,Majority carrier
संबंध संपर्क रिले,Make contact relay
संपर्क और विच्छेद स्विच,Make-and-break switch
पुं-संबंधक,Male-connector
मानव निर्मित रव,Man made noise
प्रबंधन सूचना तंत्र (एम आई एस),Management information system (MIS)
"जोड़-तोड़, जुगाड़, युक्तियोजित",Manipulated
हस्त नियंत्रण,Manual control
हस्तविधि,Manual method
सुरक्षा पूर्वोपाय नियम-पुस्तिका,Manual of safety precaution
हस्त प्रचालित,Manually operated
विनिर्माता,Manufacturer
प्रच्छादक,Mask
प्रच्छादिती,Maskee
"प्रच्छादी, प्रच्छादक",Masker
प्रच्छादन,Masking
प्रच्छादन व्यवहार,Masking behaviour
श्रव्य प्रच्छादन प्रभाव,Masking effect of audio
प्रच्छादन देहली,Masking threshold
प्रच्छादन स्वर,Masking tone
मास्ट,Mast
मास्ट विकिरक,Mast radiator
प्रधान नियंत्रण,Master control
प्रधान दोलित्र,Master oscillatror
"प्रतितुलन प्रतिबाधा, सुमेलन प्रतिबाधा",Match-impedance
"प्रतितुलन जालक्रम, सुमेलन जालक्रम",Matching network
"सुमेलन स्टब, प्रतितुलन स्टब",Matching stub
"सुमेलन ट्रांसफार्मर, प्रतितुलन ट्रांसफार्मर",Matching transformer
सामग्री प्रापण,Material-procurement
"आव्यूह, मैट्रिक्स",Matrix
अधिकतमीकरण,Maximization
अधिकतम मांग सूचक,Maximum demand indicator
अधिकतम षक्ति घनत्व,Maximum power density
अधिकतम सुग्राहिता,Maximum sensitivity
अधिकतम ताप,Maximum temperature
अधिकतम उपयोज्य आवृत्ति,Maximum usable frequency
अधिकतम मान,Maximum value
विफलता-माध्य समय,Mean time to failure
"माध्य मूल्य, माध्य मान",Mean value
मापित संकेत,Measured signal
मापन,Measurement
मापन युक्ति,Measuring device
माप उपस्कर,Measuring equipment
माप यंत्र,Measuring instrument
क्षेत्र सामर्थ्य माप यंत्र,Measuring instrument of field strength
मापन फीता,Measuring tape
"यंत्रावली, क्रियाविधि",Mechanism
"मीडिया सर्वर, माध्यम परिसेवक",Media server
" मध्य , माध्यम  ,मध्यम",Medium
मध्यम आवृत्ति,Medium frequency
मध्यम आवृत्ति तरंग,Medium frequency wave
मध्यम तरंग,Medium wave (MW)
मेगा ओम,Mega-ohm
मेगर,Megger
स्मृति,Memory
मेंटरन,Mentoring
मेनू-बार,Menu bar
पारद स्विच,Mercury switch
संविलय,Merging
संदेश,Message
"अधिआंकड़ा, मेटाडाटा",Metadata
धातु ऑक्साइड अर्धचालक डायोड,Metal-oxide semiconductor diode
धातु-कोषित केबल,Metal-sheathed cable
"मीटर, मापक",Meter
मापयंत्र पैनल,Metering panel
अभ्रक,Mica
अभ्रक विद्युत् रोधन,Mica-insulation
"सूक्ष्म-, माइक्रो-",Micro-
सूक्ष्म घटक,Micro component
"सूक्ष्म कंप्यूटर, सूक्ष्म अभिकलित्र",Micro computer
सूक्ष्म नियंत्रक,Micro-controller
सूक्ष्म इलेक्ट्रॉनिकी,Micro-electronics
माइक्रोफोन,Microphone
माइक्रोफोनिक्स,Microphonics
"सूक्ष्मप्रक्रमक, माइक्रोप्रोसेसर",Microprocessor
माइक्रो वोल्ट,Micro-volt (mV)
सूक्ष्म तरंग,Microwave
सूक्ष्म तरंग ऐन्टेना,Microwave antenna
सूक्ष्म तरंग किरणपुंज,Microwave beam
मध्य-बैंड,Mid-band
"प्रवास, प्रवजन, अभिगमन, स्थानांतरण",Migration
प्रवास पथ,Migration path
"लघुरूप, लघु",Miniature
लघुरूपीकृत,Miniaturized
न्यूनतम,Minimum
न्यूनतम ताप,Minimum temperature
न्यूनतम उपयोज्य क्षेत्र सामर्थ्य,Minimum usable field strength
"अल्पांश वाहक, अल्पसंख्यक वाहक",Minority carrier
कुइंगित,Miscue
मिश्रित करना (क्रि.),Mix
मिश्रित लोपन,Mixed blanking
"मिश्रित सिंक, मिश्रित तुल्यकालन",Mixed sync
मिश्रक,Mixer
"मिश्रण ट्यूब, मिश्रण नलिका",Mixer tube
"मिश्रण करना, मिलाना",Mixing
मिश्रक परिपथ,Mixing circuit
स्मरक,Mnemonic
स्मृति विज्ञान,Mnemonics
"चल, मोबाइल",Mobile
चल बहुमाध्यम अनुप्रयोग,Mobile multimedia application
"चल दूरदर्शित्र, चल टीवी, चल TV",Mobile TV
विधा,Mode
भंग-विधा,Mode of failure
संचरण-विधा,Mode of propagation
"निदर्श, मॉडल",Model
मॉडेम,Modem
आधुनिक एफ एम प्रेषित्र,Modern FM transmitter
"आधुनिक प्रचलन, आधुनिक प्रवृत्तियाँ",Modern trends
"विन्यास विधा, संरूपण विधा",Modes of configuration
"आशोधन करना, आपरिवर्तन करना (क्रि.)",Modify
मॉडुलित सतत तरंग,Modulated continuous wave
मॉडुलित संकेत,Modulated signal
मॉडुलित तरंगरूप,Modulated waveform
मॉडुलन,Modulation
मॉडुलन आयाम,Modulation amplitude
"मॉडुलन क्षमता, मॉडुलन सामर्थ्य",Modulation capability
मॉडुलन आवृत्ति,Modulation frequency
मॉडुलन सूचकांक,Modulation index
मॉडुलन रैखिकता,Modulation linearity
"मॉडुलेशन मीटर, मॉडुलनमापी",Modulation meter
मॉडुलन मॉनीटर,Modulation monitor
मॉडुलन प्रतिशत,Modulation percentage
मॉडुलक,Modulator
"मॉड्यूल, अनुखंड",Module
"नमी, आर्द्रता",Moisture
संवेग,Momentum
"मॉनीटर, अनुवीक्षण",Monitor
"मॉनीटरन, अनुवीक्षण",Monitoring
अनुवीक्षण और विष्लेषण तकनीक,Monitoring and analysis techniques
अनुवीक्षण और नियंत्रण,Monitoring and control
"मॉनीटरन केंद्र, अनुवीक्षण केंद्र",Monitoring station
एकल वर्ण,Monochrome
एकपथ ध्वनिक संचरण,Monophonic transmission
रूप,Morph
"रूपण, आकृतीकरण",Morphing
आकारिता,Morphism
मोजैक,Mosaic
"मदर बोर्ड, उश्म पटल",Motherboard
गति प्रतिकरण,Motion compensation
गति आकलन,Motion estimation
गति सदिश,Motion vector
"गतिक वीडियो, चल–श्य",Motion video
मोटर,Motor
मोटर प्रचालक,Motor operator
मोटर प्रवर्तक,Motor starter
आरोह,Mount
"मूषक, माउस",Mouse
"माउस इंटरफेस, माउस अंतरापृष्ठ",Mouse interface
गति,Movement
बहु चैनल विस्तार,Multi channel extension
बहुप्रसारण,Multicasting
बहु चैनल संकेत,Multichannel signals
बहुदिश माइक्रोफोन,Multidirectional microphone
"बहुभाषी वृत्तविवरण, बहुभाषी कमेंट्री",Multilingual commentary
"बहुमाध्यम, मल्टीमीडिया",Multimedia
"बहुमाध्यम लघुकेंद्र, मल्टीमीडिया कीऑस्क",Multimedia kiosk
"बहुमापी, मल्टीमीटर",Multimeter
बहुपथ,Multipath
बहुपथ अभिग्रहण,Multipath reception
"बहुप्रावस्था, बहुकला",Multiphase
बहु,Multiple
बहुअभिगम तंत्र,Multiple access system
बहुसंकेत,Multiplex
बहुसंकेतक,Multiplexer
बहुसंकेतन,Multiplexing
बहुपद प्रवर्धक,Multistage amplifier
बहुकार्यन,Multitasking
बहुकंपित्र,Multivibrator
"मूक, निःस्वर",Mute
अन्योन्य चालकता,Mutual conductance
अन्योन्य प्रतिबाधा,Mutual impedance
अन्योन्य प्रेरकत्व,Mutual inductance
अन्योन्य व्यतिकरण,Mutual interference
नैनो प्रौद्योगिकी,Nano-technology
संकीर्ण बैंड,Narrowband
सीमित प्रसारण,Narrowcasting
स्वाभाविक प्रवात,Natural draft
" नौसंचालक  , संचालक",Navigator
ऋणात्मक,Negative
ऋणात्मक अभिनति,Negative bias
"ऋणात्मक आवेश, ऋण आवेश",Negative charge
"ऋणात्मक पुनर्निवेश, ऋणात्मक पुनर्भरण",Negative feedback
ऋणात्मक शिखर,Negative peak
ऋणात्मक प्रतिरोध,Negative resistance
शुद्ध लाभ,Net gain
शुद्ध हानि,Net loss
नेट-शिष्टाचार,Netiquette
"नेटवर्क, जालक्रम",Network
"जालक्रम, विश्लेषित्र",Network analyzer
"नेटवर्क संचिका तंत्र, जालक्रम संचिका तंत्र",Network file system
"जालक्रम योजना, नेटवर्क योजना",Network planning
जालक्रम समापन,Network termination
"जालक्रम संचालन, नेटवर्क संचालन",Networking
"उदासीन, तटस्थ, न्यूट्रल",Neutral
"निष्प्रभावन, उदासीकरण",Neutralising
समाचार कक्ष स्वचालन,News room automation
"चतुःबिट, चतुःद्वयंक, निबल",Nibble
"ताखा, आला",Niche
शून्य भार परीक्षण,No load test
"नोड, निस्पंद, आसंधि",Node
"रव, शोर",Noise
रवांक,Noise figure
रव फिल्टर,Noise filter
"रव स्तर, रव फ्लोर",Noise floor
रव गेट,Noise gate
रव अवरोधक,Noise immunity
रव शामक,Noise killer
"शोर स्तर, रव तल",Noise level
रव षक्ति,Noise power
रव संरूपण क्वांटमकारी,Noise shaping quantizer
"रव उद्गम, रव स्रोत",Noise source
रव निरोध परिपथ,Noise suppression circuit
रव निरोधक,Noise suppressor
रव तापमान,Noise temperature
रव तापमान,Noise temperature
रव त्रिभुज,Noise triangle
रव वोल्टता,Noise voltage
"रव रहित, रवहीन",Noiseless
रवहीन कोडन,Noiseless coding
रवीय अभिग्रहण,Noisy reception
नामीय उपयोज्य क्षेत्र सामर्थ्य,Nominal usable field strength
अदिशात्मक माइक्रोफोन,Non-direcitonal microphone
अप्रेरणिक भार,Non-inductive load
अप्रेरिणक प्रतिरोध,Non-inductive resistance
ज्यावक्रेतर तरंग,Non-sinosoidal wave
अहासी स्मृति,Non-volatile memory
"NOR, द्वार नॉर गेट",NOR gate
सामान्य चाल,Normal speed
सामान्य प्रदाय,Normal supply
"खांच, नॉच",Notch
नॉच फिल्टर,Notch filter
"आंकिक, संख्यात्मक",Numerical
संख्यातः नियंत्रित दोलित्र,Numerically controlled oscillator
नट-बोल्ट,Nut-bolt
नाइक्विस्ट-शैनन प्रमेय,Nyquist-Shannon theorem
लक्ष्योन्मुखी,Object-oriented
"अष्टाधारी, ऑक्टल",Octal
आवृत्ति अष्टक,Octave of frequency
"अष्टक, अष्टपदी",Octet
ऑफ लाइन,Off-line
ऑफसेट,Offset
ओम,Ohm
"ओम मीटर, ओममापी",Ohm meter
तेल परिपथ वियोजक,Oil circuit breaker
"तेल निस्यंदक, तेल फिल्टर",Oil filter
"तेल निमज्जित, तेल निमग्न",Oil immersed
तेल तल प्रमापी,Oil level gauge
सर्वदिश ऐन्टेना,Omni-directional antenna
सर्वदिश माइक्रोफोन,Omni-directional microphone
मांग सापेक्ष,On demand
मांग सापेक्ष प्रवाह,On-demand streaming
ऑन लाइन,On-line (online)
ऑनलाइन वैश्लेषिक प्रक्रमण,Online analytical processing
"संपर्क-विच्छेद, चालू-बंद, ऑन-ऑफ",On-off
संपर्क-विच्छेद कुंजीयन मॉडुलन,On-off keying modulation
खुला परिपथ,Open circuit
खुला स्रोत,Open source
"अनावृत तंत्र, खुला तंत्र",Open system
प्रचालन आवृत्ति,Operating frequency
प्रचालन तंत्र,Operating system
" प्रचालन , संक्रिया",Operation
" प्रचालक , संकारक",Operator
प्रकाशिक तंतु,Optical fibre
प्रकाशिक आवृत्ति,Optical frequency
प्रकाशिक लघुकरण,Optical reduction
प्रकाशिक विभेदन,Optical resolution
प्रकाशिक पथ,Optical track
इष्टतम कार्यचालन आवृत्ति,Optimum working frequency
