English,Hindi
External gear,बाह्य गियर
External load,बाह्य भार
External screw thread,बाहरी पेंच चूड़ी
Externaliy applied moment,बाह्य प्रयुक्त आघूर्ण
Extra high frequency,अति उच्च आवृत्ति
Extra high voltage,अति उच्च वोल्टता
Extraction pump,निष्कर्ष पंप
Extrados,चाप बहिस्तर/डाट की उपरी सतह
Extrasensation,परासंवेदी
Extreme,चरम
Extrinsic conduction,अनैज चालन
Extrinsic energy,अनैज ऊर्जा
Extruded shape,बहिर्वेधित आकार
Extrusion,बहिर्वेधन
Extrusion process,बहिर्वेधन प्रक्रम
Eye bolt,"अक्षि काबला, अक्षि बोल्ट"
Eye lid,अक्षिका
Fabrication department,संविरचना विभाग
Face board,सांचा पटल
Face centred,पृष्ठ केंद्रित
Face cutter,फलक-भ्रमिकर्तक
Face mill,फलक भ्रमिकर्तन
Face of web,पेटा फलक
Face plate,फलक प्लेट/फलक पट्टिका
Face width (gear),फलक चौड़ाई
Facial clearance,पार्श अवकाश
Facing sand,मोहरा बालू
Facing,फलकन
Factor,"गुणक, खंड, गुणन"
Factory,"कारखाना, फैक्टरी"
Factory act,फैक्टरी अधिनियम
Fade,क्षीणन
Fade down,अवतीव्रण
Fade in,क्रमिक अंतर्वेशन
Fade out,क्रमिक बहिर्वेशन
Fade out,2. म्लानन
Fail-safe operation,विफलता -संरक्षा संक्रिया
Failure mechanism,भंग यंत्र-विधि
Fair drawing,निखर आरेख
Fan bolt,दंतुर काबला
Fan draught,पंखा प्रवात
Fan in,अंतर्गमांक
Fan out,बहिर्गमांक
Fast and loose pulley,बद्ध-अबद्ध पुली
Fast coupling,दृढ़ युग्मक
Fast helix,अधिकुंडलिनी
Fast needle,दृद्ध सूची
Fast pulley,बद्ध पुली
Fast spiral,अधिसंर्पिल
Fasten,बद्ध
Fastner,बंधक
Fastening,बंधन
Fastening,2. बंधक
Fatigue,श्रांति
Fatigue crack,श्रांति-तरेड़
Fault,दोष
Fault test,दोष परीक्षण
Feather,"पंख, पक्ष"
Feather edge file,तन्वांत रेती
Feather key,पक्ष चाबी
Feed,प्रभरण
Feedback,"पुनर्निवेश, पुनर्भरण"
Feed box,प्रभरण पेटी
Feed check value,प्रभरण निरोध वाल्व
Feed finger,प्रभरण पंजा
Feed heather,प्रभरण तापक
Feed mechanism,प्रभरण यंत्रावली
Feed pump,प्रभरण पंप
Feed rod,प्रभरण दंड
Feed shaft,प्रभरण शैफ्ट
Feed time,प्रभरण काल
Feed water,प्रभरण जल
Felt jacket,नमदा जैकेट
Female component,अंपु अवयव
Ferrous scrap foundary,"रद्दी लोहा ढलाई शाला, लोह-स्फ्रेप ढलाईशाला"
Field weld,स्थलीय वेल्ड
File,रेती
File,2. रेतना
File,"3. मिसिल, फाइल"
Filing machine,रेतन मशीन
Fillet,फिलेट
Fillet curve,फिलेट वक्र
Fillet radius,फिलेट त्रिज्या
Fillet weld,फिलेट वेल्ड
Film cooling,फिल्म शीतन
Film lubricant,फिल्म र्नहन
Filter,"फिल्टर, निस्यदंक"
Fin efficiency,फिन दक्षता
Fin superheater,"फिन सुपरहीटर,फिन अतितापक"
Fin,"फिन, पंख"
Fine finish,सुपरिष्कृति
Fine sand,बारीक रेत
Fine screw thread,महीन पेंच चूड़ी
Fine solder,मध्यम टांका
Finger clamp,अंगुली-संपूर्ति
Finish cast,परिष्कृत ढलाई
Finish rolling,परिष्करण वेल्लन
Finishing tool,परिष्करण औजार
Finite combustion rate,निश्चित दहन दर
Fire alarm,अग्निभय सचेतक
Fire door,भट्टी कपाट
Fire hazard,अग्नि आपदा
Fire proof,"अग्निसह, अदाह्य"
Fire tube boiler,अग्निनलिका बॉयलर
Firmer chisel,रूखनी
Fish bolt,"जोड़ काबला, फिश बोल्ट"
Fish eye,मीनाक्षि
Fit,"अन्वायोजन, फिट"
Fitting allowance,फिटिंग छूट
Fitting shop,फिटिंगशाला
Fittings,"अन्वायुक्तियां, फिटिंग्स"
Five canted file,पंच नत रेती
Fixed blade,स्थिर ब्लेड
Fixed nozzle,स्थिर नॉजल
Fixed vane,स्थिर वेन
Fixture,अन्वायुक्ति
Fixture,"2. स्थायिक, फिक्सचर"
Flake,"पपड़ी, शल्क"
Flame,ज्वाला
Flame annealing,ज्वाला अनीलन
Flame front,ज्वालाग्र
Flame hardening,ज्लाला कठोरीकरण
Flame hardening blow pipe,ज्वाला कठोरीकरण फुंकनी
Flame ignition,ज्वाला प्रज्वलन
Flame normalising,ज्वाला तापानुशीतन
Flame plating,ज्वाला स्तरण
Flame priming,ज्वाला मंदन
Flame welding,ज्वाला वेल्डिंग
Flange coupling,"फ्लैंज युग्मक, स्फार-युग्मक"
Flanged joint,"फ्लैंजदार जोड़, स्फारी संधि"
"Flank, clearing",अवकाश पार्श्व
Flash,"आशु, क्षण, स्फुर"
Flash,2. दमक
Flash boiler,आशु बॉयलर
Flash gas,स्फुर गैस
Flash welding,दमक वेल्डिंग
Flat chisel,चपटी छैनी
Flat drill,चपटा बरमा
Flexibility,"नम्यता, लचीलापन"
Flexible coupling,नम्य युग्मक
Float value,प्लव वाल्व
Flow,प्रवाह
Flow curve,प्रवाह वक्र
Flow diagram,प्रवाह आरेख
Flow energy,प्रवाह  ऊर्जा
Fluctuation,"उच्चावचन, घट-बढ़"
Fluid,तरल
Fluid clutch,द्रव चलित क्लच
Fluid coupling,तरल युग्मक
Fluid drive,तरल चालन
Fluid mechanics,तरल यांत्रिकी
Flume,"अवनालिका, फ्लूम"
Flush,सपाट
Flush weld,सपाट वेल्ड
Flux,अभिवाह
Flux,2. फ्लक्स
Flux,3. गालक
Flux oil,गालक तेल
Flywheel,"गतिपालक चक्र, फ्लाईव्हील दिक्स्थिति"
Flywheel,2. बेयरिंग
Follower,अनुगामी
Foot brake,"पदारोध, फुट ब्रेक"
Foot valve,तल वाल्व
Force,बल
Force diagram,बल आरेख
Forced convection boiling,प्रणोदित संवहन क्वथन
Forced draft,प्रणोदित प्रवात
Forced vortex,प्रणोदित भ्रमिल
Forced-air cooled,प्रणोदित -वायु शीतित
Forced pump,"प्रेरक पंप, बल पंप"
Forehand welding,अनुलोम वेल्डिंग
Foreman,"अधिकर्मी, फोरमेन"
Forge,फोर्ज
Forge,2. फोर्ज करना
Forge,3. भट्टी
Forge welding,फोर्ज-वेल्डन
Forge crank,फोर्जित-क्रैंक
Forging,"फोर्ज करना, फोर्जन"
Forging machine,फोर्जन यंत्र
Forging machine die,"फोर्जन यंत्र ढप्पा, गढांई यंत्र"
Forging press,फोर्जन दाबित्र
Forging temperature,फोर्जन तापमान
Form cutter,प्ररूप भ्रमिकर्तक
Form dye,"प्ररूप डाई, प्ररूप ठप्पा"
Form factor,आकृति गुणक
Forming,प्ररूपण
Form tool,प्ररूप औजार
Form-turning,प्ररूप खरादन
Forward axle,अग्र धुरी
Foundation bolt,"नींव काबला, नींव बोल्ट"
Foundary,"ढलाईघर, ढलाईशाला"
Foundary work,"ढलाई का काम, ढलाई कार्य"
Four bar chain,चतुर्दड चेन
Four cylinder petrol engine,चतुः सिलिंडर पेट्रोल इंजन
Four jaw chuck,चार जबड़ा चक
Four stroke cycle engine,चतुः स्ट्रोक चक्र इंजन
Four stroke engine,चतुः स्ट्रोक इंजन
Four wheel drive,चतुः पहिया चालन
Frame,"चौखट, फ्रेम"
Frame,2. ढांचा
Free expansion,मुक्त प्रसार
Free fit,मुक्त फिट
Free piston engine,मुक्त पिस्टन इंजन
Free wheel,"मुक्त चक्र, फ्री व्हील"
Freezing,"जमन, हिमन"
Freight Locomotive,माल-रेल इंजन
French curve,स्वेच्छ वक्र
Frequency converter,आवृत्ति- परिवर्तक
Frequency of vibration,कंपन- आवृत्ति
Frequency response curve,आवृत्ति-अनुक्रिया वक्र
Friction clutch,घर्षण क्लच/घर्षण ग्राभ
Friction coupling,घर्षण-युग्मक
Friction drive,घर्षण चालन
Friction force,घर्षण बल
Friction head,घर्षण दाबोच्चता
Friction horse power,घर्षण अश्व शक्ति
Friction loss,घर्षण हानि
Friction wheel,घर्षण पहिया
Frictional contect,घर्षण-संपर्क
Frictional damper,घर्षणी अवमंदक
Frictional drag,घर्षणी विकर्ष
Front drive axle,अग्र चालक धुरी
Front suspension,अग्र निलंबन
Fuel air ratio,ईधन-वायु अनुपात
Fuel injection,ईधन-अन्तः क्षेपण
Fuel injection equipment,ईधन अन्तः क्षेपण उपस्कर
Fuel injection system,ईधन अंतः क्षेपक तंत्र
Fuel pump,ईधन पंप
Fulcrum,"फलक्रम, आलंब"
Full depth tooth,पूर्ण गहराई दंत
Fuller,"फुलर, खांचा छैनी"
Furance,"भट्टी, फर्नेस"
Furance slag,भट्टी धातु मल
Fuselage,विमानकबंध
Fusible alloy,संगलनीय मिश्रातु
Fusion,संगलन
Fusion,2. संलयन
Fusion point,संगलनांक
Gadget,"यंत्रिका, गैजेट"
Galvanise,जस्ता चढ़ाना
Galvanised sheet,जस्तीदार चादर
Galvanising,जस्ता चढ़ाना
Gang milling,"समूह भ्रमिकर्तन, गैंग मिलिंग"
Gantry crane,गैन्ट्री क्रेन
Gas burner,गैस ज्वालक
Gas chromatography analyser,गैस वर्णलेख विश्वेषक
Gas engine,गैस इंजन
Gas turbine,गैस टरबाइन
Gas welding,गैस वेल्डिंग
Gasket,गैस्केट
Gasoline,गैसोलीन
Gauge,"प्रमाणी, गेज"
Gauge,"2. प्रमाप, गेज"
Gauge pressure,"प्रमापी दाब, गेज दाब"
Gear,"गियर, गरारी"
Gear,2. यंत्रावली
Gear blank,गियर ब्लैंक
Gear box,गियर बॉक्स
Gear case,गियर केस/गीयर कोष्ठ
Gear cutter,गियर कर्तक
Gear cutting,गियर कर्तन
Gear hob,गियर हॉब
Geared lathe,"गियरचालित खराद, गियरित खराद"
Gear oil,गियर तेल
Gear pump,गियर पंप
Gear ratio,गियर अनुपात
Gear teeth,गियर दांते
Gear train,गियर माला
Gear wheel,"गियर चक्र, गियर पहिया"
Geras in mesh,अन्तर्योजित गियर
Gib,गिब
Gib and cotter joint,गिब- कॉटर जोड़
Gib headed key,गिब शीर्षी चाबी
Gibb's free energy,गिब मुक्त ऊर्जा
Girder,गर्डर
Girder bridge,गर्डर पुल
Gland,ग्लैंड
Gland bush,"ग्लैंड व्यास्तर, ग्लैंड बुश"
Glass wool,रेशेदार कांच
Glaze,"चमक, ग्लैज, लुक"
Glaze,2. कांच लगाना
Gooseneck clamp,हंस-ग्रीवा-क्लैम्प
Gooseneck punch,हंस-ग्रीवा पंच
Gordon-Rankine formula,गॉरडन-रेन्किन सूत्र
Gouging,प्रकर्तन
Government of turbine,टरबाइन-अधिनियंत्रण
Governor,"गवर्नर, अधिनियंत्रक"
Governor ball,"अधिनियंत्रक कंदुक, गवर्नर बॉल"
Governor effort,गवर्नर आयास
Governor hunting,अधिनियंत्रक विचलन
Governor power,"गवर्नर क्षमता, आधिनियंत्रक क्षमता"
Grade,"वर्ग, दर्जा"
Grade,"2. ढाल, प्रवणता"
Grade,3. क्रम
Grade of wheel,पहिया-श्रेणी
Gradual expansion,क्रमिक प्रसार
Graduated drum,अंशांकित बेलन
Grain,कण
Grain size,कण-आमाप
Grand total heat,समग्र ऊष्मा
Graph,"ग्राफ, आलेख, लेखाचित्र"
Grate bar,झंझरी दंड
Gravimetric analyser,भारात्मक विश्लेषक
Gravity control,गुरूत्व-नियंत्रण
Gravity mould casting,गुरूत्व-सांचा ढलाई
Grease,ग्रीज
Grease cup,"ग्रीज कप, ग्रीज चषक"
Grease gun,"ग्रीजगन, ग्रीज पिचकारी"
Grease nipple,ग्रीज निपिल
Grease retainer,ग्रीज प्रतिधारक
Greasing,"ग्रीजीकरण, ग्रीज लगना"
Green core,आर्द्र क्रोड
Green sand,आर्द्र बालू
Green sand mould,आर्द्र बालू सांचा
Grey cast iron,धूसर ढलवॉ लोहा
Grinder,"सान, अपघर्षक, ग्राइंडर"
Grinding coolant,ग्राइंडर शीतक द्रव्य
Grinding machine,"घिसाई यंत्र, अपघर्षण यंत्र"
Grinding wheel,घिसाई पहिया
Groove,खांचा
Grooved pulley,"खंचेदार पुली, खांचेदार घिरनी"
Gross head,सकल दाबोच्चता
Gross horsepower,"सकल अश्वशक्ति, कुल हार्सपावर"
Gross strength,सकल सामर्थ्य
Group techonology,समूह प्रौधोगिकी
Grub screw,"अशीर्षी पेंच, ग्रभ पेंच"
Guide bar,निर्देशक दंड
Guide blade,निर्देशक ब्लेड
Guide pin,"गाइड पिन, निर्देशक कीलक"
Guide plate,"निर्देशक पट्टिका, गाइड प्लेट"
Guide pulley,"निर्देशक घिरनी, निर्देशक पुली"
Guide wheel,निर्देशक पहिया
Gun metal,"प्रकांस्य, गन मेटल"
Gun metal bush,प्रकांस्य व्यास्तर
Gun powder,बारूद
Gun,प्रक्षेपी
Gun,2. गन/तोप
Guy worm drive,गाई-वर्म चालन
H. Section,H- परिच्छेद
Hack saw,लोहा काट आरी
Hacksaw blade,लोहाकाट आरी फलक
Hair crack,"महीन दरार, सूक्ष्म विदर"
Hair line crack,केशिल दरार
Half lap joint,अर्ध चढ़ाव जोड़
Half  round chisel,अर्धगोल छैनी
Half round file,अर्धगोल रेती
Half section,"अर्ध परिच्छेद, अर्ध काट"
Hand brake,हस्तब्रेक
Hand chipping,"दस्ती छिलाई, हस्त छिलाई"
Hand drill,"दस्ती बरमा, हस्त बरमा"
Hand feeding,हस्त प्रभरण
Hand file,"दस्ती रेती, हस्त रेती"
Hand hammer,हथौड़ी
Hand mill,हस्त भ्रमिकर्तित्र
Hand operated device,हस्त प्रचलित युक्ति
Hand press,हस्त चालित दाबित्र
Hand saw,"दस्ती आरी , हस्त आरी"
Hand welding,हस्त वेल्डन
Hand wheel,हस्त पहिया
Handling,प्रहस्तन
Hanger,"महाच्छद, हैंगर"
Hanger bolt,"आलाम्ब काबला, आलम्ब बोल्ट"
Hard drawn,कठोर कर्षित
Hard solder,उत्ताप टांका
Hardenability,कठोरणीयता
Hardened steel,कठोरीकृत इस्पात
Hardening,"कठोरीकरण, कठोरन"
Hardware,"यंत्रोपादान, हार्डवेयर, यंत्रसामग्री"
Harmonic analyser,हार्मोनिक-विश्लेषक
Harmonic analysis,हार्मोनिक-विश्लेषण
Harmonic distortion,हार्मोनिक-विकृति
Hartnell governor,हार्टनेल अधिनियंत्रक
Haulage divice,ढुलाई युक्ति
Hauling equipment,ढुलाई उपस्कर
Head,"शीर्ष, मुख"
Head,2. दाबोच्चता
Head race,"अभिधार, हैड रेस"
Head stock,"अभिधार, हैड स्टॉक"
Heading die,शीर्षक ठप्पा
Hearth,"अंगीठी, भट्टी-तल"
Heat,ऊष्म
Heat accumulator,ऊष्मा संचायित्र
Heat balance,ऊष्मा तुलन लेखा
Heat balance sheet,ऊष्मा तुलन पत्र
Heat bath,ताप-कुण्ड
Heat content,निहित ऊष्मा
Heat control,ऊष्मा नियंत्रण
Heat convection,ऊष्मा संवहन
Heat dissipation,ऊष्म विसरण
Heat dissipation,2. ऊष्म क्षय
Heat drop,ऊष्म पात
Heat engine,ऊष्म इंजन
Heat equivalent,ऊष्मा-तुल्यांक
Heat exchanger,ऊष्मा-विनिमयित्र
Heat flux,ऊष्मा-फ्लक्स
Heat gain,ऊष्मा-लब्धि
Heating flame,तापक ज्वाला
Heat loss,ऊष्मा हानि
Heat of combustion,दहन ऊष्मा
Heat of dilution,तनुकरण ऊष्मा
Heat of evaporation,वाष्पन ऊष्मा
Heat of fusion,संगलन ऊष्मा
Heat proof,ऊष्मा सह
Heat pump,ऊष्मा पंप
Heat rejection,ऊष्मा परित्याग
Heat reservoir,ऊष्मा कोष
Heat sink,ऊष्मा आभिगम
Heat source,"ऊष्मा उद्गम, ऊष्मा स्त्रोत"
Heat transfer coefficient,ऊष्मा-अंतरण गुणांक
Heat treatment,ऊष्मा उपचार
Heavey duty drilling machine,गुरू कार्य बरमा
Heavy duty machine,गुरूकार्य यंत्र
Heavy duty oil,गुरूकार्य तेल
Heavy metal,"गुरू धातु, भारी धातु"
Heel,"एड़ी, पार्ष्णि"
Helical cutter,कुंडलिनी-कर्तक
Helical gear,कुंडलिनी गीयर
Helieal spring,कुंडलिनी कमानी
Helix,कुंडलिनी
Helper spring,सहायक कमानी
Hexagon nut,"छकोनी ढिबरी, षट्कोण ढिबरी"
High compression,उच्चा संपीडन
High explosive,तीव्र विस्फोटक
High finish,उच्च परिष्कृति
High pressure chamber,उच्च दाब कक्ष
High pressure cylinder,उच्चदाब सिलिंडर
High speed engine,उच्च चाल इस्पात
High tensile steel,उच्चतन्य इस्पात
High vacuum jet condenser,उच्च निर्वात-प्रधार द्रवणित्र
Higher pair,"उच्चतर युगल, जटिल युगल"
Hinge,"कब्जा, हिन्ज"
Hob,हॉब
Hobbing machine,हाबकर्तन मशीन
Hobbing,हॉब कर्तन
Hoist,"उच्चालक, हॉइस्ट"
Hoisting drum,उच्चालक बेलन
Hoistion motor,उच्चालक मोटर
Hoist line,उच्चालक रेखा
Holding down bolt,स्थाप काबला
Hole,छिद्र
Hole,2. रिक्ति
Hollow piston,खोखला पिस्टन
Hollow piston rod,खोखला पिस्टन दंड
Hollow shaft,"खोखला शैफ्ट, पोला शैफ्ट"
Homogeneous yielding,समंगी पराभव
Hone,होन
Honing,होन घर्षण
Honing machine,होन मशीन
Hook bolt,"हुक काबला, हुक बोल्ट"
Hook gauge,हुक प्रमापी
Hooke's law,हुक-नियम
Hook's joint,हुक जोड़
Hoop stress,परिधीय प्रतिबल
Hopper,हॉपर
Horizontal boring machine,क्षैतिज प्रवेधन यंत्र
Horizontal drive,क्षैतिज चालन
Horizontal pull,क्षैतिज खिंचाव
Horn,श्रंग
Horse power,"अश्व-शक्ति, हार्सपावर"
Hot air engine,तप्त वायु इंजन
Hot bed,तप्त मंच
Hot chisel,तप्त छैनी
Hot cutting,तप्त कर्तन
Hot die steel,तप्त डाई इस्पात
Hot drawing,तप्त कर्षण
Hot forging,तप्त फोर्जन
Hot forming,तप्त प्ररूपण
Hot junction,तप्त संधि
Hot machining,तप्त मशीनन
Hot plate,तप्त पट्टिका
Hot quenching,"तप्त मज्जशीतन, उष्ण मज्जशीतन"
Hot rolled,तप्त वेल्लित
Hot rolling,तप्त वेल्लन
Hot spot,तप्त बिन्दु
Hot tool hardness,तप्त औजार कठोरता
Hot working process,तप्त रूपण प्रक्रम
Humidity,आर्द्रता
Hunting,"चाल दोलन, चाल प्रेंखण"
Hunting of governor,अधिनियंत्रक चालदोलन
Hydraulic accumulator,द्रवीय संचायित्र
Hydraulic brake,"द्रवचालित आरोध, द्रवचालित ब्रेक"
Hydraulic clutch,द्रवचालित ग्राभ
Hydraulic coupling,द्रवचालित युग्मक
Hydraulic crane,द्रवचालित क्रेन
Hydraulic cylinder,जलीय सिलिंडर
Hydraulic drive,द्रवीय चालन
Hydraulic horse power,जलीय हॉर्स पावर
Hydraulic machine,"द्रवचालित यंत्र, द्रवीय यंत्र"
Hydraulic motor,द्रवचालित मोटर
Hydraulic pressure,द्रव दाब
Hydraulic shaper,द्रवचालित संरूपित्र
Hydrodynamic brake,द्रवगतिक ब्रेक
Hydrodynamic lubrication,द्रवगतिक स्नेहन
Hydrodynamics,"द्रवगतिकी, द्रवगति-विज्ञान"
Hydrofuel,हाइड्रो ईंधन
Hydromechanical brake,द्रव-यांत्रिक आरोध
Hydropress,"द्रवचालित दाबित्र, हाड्रोप्रेस"
Hyperbolic expansion,अतिपरिवलयिक प्रसार
Hypocycloid,"अन्तश्चक्रज, हाइपोसाइक्लॉइड"
Hypoid bevel gear,हाइप्वायड बेवल गियर
Hypothetical cycle,परिकल्पित चक्र
Hysteresis coefficient,हिस्टेरिसिस गुणांक
Hysteresis damping,हिस्टेरिसिस अवमंदन
I. C. engine,अन्तर्दहन इंजन
I-beam,I-धरन
Ideal air capacity,आदर्श वायु धारिता
Ideal air cycle,आदर्श वायु चक्र
Ideal cycle,आदर्श चक्र
Ideal diagram,आदर्श आरेख
Ideal gas,आदर्श गैस
Ideal regenerative cycle,आदर्श पुनर्योजी चक्र
Ideal reversible cycle,आदर्श प्रतिक्रम्य चक्र
Idle cycle,निष्कर्म चक्र
Idle equipment,निष्कर्म उपस्कर
Idle time,निष्कार्य काल
Idler gear,निष्कार्य गियर
Idler pulley,निष्कर्मक पुली
Idling,"निष्कर्मण, निष्कर्मक, निष्कार्य"
Ignition advance,प्रज्वलन अग्रता
Ignition gear,प्रज्वलन यंत्रावली
Ignition lag,प्रज्वलन पश्चता
Ignition lead,प्रज्वलन अग्रता
Ignition,"प्रज्वलन, प्रज्वालन"
Immersible apparatus,निमज्जनीय उपकरण
Impact,"संघट्ट, टक्कर"
Impact bending,संघट्ट बंकन
Impact extrusion,संघट्ट बहि्र्वधन
Impact loss,संघट्ट हानि
Impact noise,"संघट्ट-रव, संघट्ट-शोर"
Impact strength,संघट्ट-सार्मथ्य
Impact test,संघट्ट परीक्षण
Impact testing machine,संघट्ट परीक्षण यंत्र
Impeller,प्रणोदक
Impeller eye,प्रणोदक अक्षि
Impulse,आवेग
Impulse,2. स्पंद
Impulse blade,आवेग ब्लेड
Impulse reaction turbine,आवेग प्रतिक्रिया टरबाइन
Impulse wheel,आवेग पहिया
Incipient combustion,आरंभिक दहन
Inclined shaft,"नत शैफ्ट, आनत शैफ्ट"
Incomplete thread,अपूर्ण चूड़ी
Incompressible,असंपीड्य
Incumbustibility,अदाह्यता
Indentation,दंतुरण
Indentation hardness,दंतुरण-कठोरता
Index attachment,अनुभाजक संलग्नी
Index die,"अनुभाजक ठप्पा, अनुभाजक डाई"
Indexing head,अनुभाजक शीर्ष
Indexing plate,अनुभाजक पट्टिका
Indexing,सूचीकरण
Indexing,2. अनुभाजन
Indicated horse power,सूचित अश्वशक्ति
Indicated mean effective pressure,सूचित माध्य प्रभावी दाब
Indicated thermal efficiency,सूचित ऊष्मीय दक्षता
Indicator diagram,सूचक आरेख
Indirect extrusion,अप्रत्यक्ष बहिर्वेधन
Indirect induction heating,अप्रत्यक्ष प्रेरण-तापन
Individual drive,यंत्रगत चालन
Induced draft,प्रेरित प्रवात
Induced hardness,प्रेरित कठोरता
Induced stress,प्रेरित प्रतिबल
Induced swirl,प्रेरित सुभंवर
Induction furnace,प्रेरित भट्टी
Induction hardening,प्रेरण कठोरीकरण
Induction motor,प्रेरण मशीन
Induction work,अंतर्ग्रहण कार्य
Industrial,औद्योगिक
Industrial engineering,औद्योगिक इंजीनियरी
Industrial enterprise,औद्योगिक उद्यम
Industrial management,औद्योगिक प्रबंधन
Industrial organisation,औद्योगिक संगठन
Inelastic stress,अप्रत्यास्थ प्रतिबल
Inert gas carbon,अक्रिय गैस कार्बन
Inert gas metal,अक्रिय गैस धातु
Inert gas tungsten,अक्रिय गैस टंगस्टन
Inertia,जड़त्व
Inertia force,जड़त्व बल
Inertia type governor,जड़त्व-अधिनित्रंक
Inertial damper,जड़त्व अवमंदक
Inflammable,ज्वलनशील
Influence coefficient,प्रभाव गुणांक
Ingot,"सिल, सिल्ली, इनगट"
Ingot iron,"इनगट लोहा, सिल्ली लोहा"
Ingot mould,"सिल्ली सांचा, इनगट सांचा"
Initial tension,"प्रारंभिक तनाव, प्रारंभिक तनन"
Injection,अंतः क्षेपण
Injection timing,अंतः क्षेपण काल
Injector,"अंतः क्षेपक, अंतःक्षेपित्र"
Injector needle,अंतः क्षेपित्र सुई
Injector nozzle,अंतः क्षेपित्र तुंड
Input,"निविष्ट, निवेश"
Input energy,निविष्ट ऊर्जा
Inside cylinder (Iocomotive),अंतर्वती सिलिंडर
Inside lap,"भीतरी चढ़ाव, आंतरिक चढ़ाव"
Insothermal efficiency,समतापी दक्षता
Instrumental error,मापयंत्रीय त्रुटि
Intake,अंतर्ग्रहण
Integrate automation,एकीकृत स्वचालन
Intermediate pressure cylinder,मध्यम दाब सिलिंडर
Intensifier,"तीव्रकारक, तीव्रकारित्र"
Intensity,तीव्रता
Intensity of stress,प्रतिबल-तीव्रता
Interalloying,अंतरा धातु मिश्रण
Intercooler,"मध्य शीतक, अंतराशीतक"
Interference fit,व्यतिकरण फिट
Interlock,अंतःपाश
Interlock,2. अंतःपाशन
Intermetallic compound,अंतर्धातुक योगज
Intermittent arc,आंतरायिक आर्क
Intermittent operation,आंतरायिक प्रचालन
Intermittent welding,आंतरायिक वेल्डन
Internal combustion locomotive,अंतर्दहन रेलइंडन
Internal couple,आंतरिक बलयुग्म
Internal efficiency,आंतरिक दक्षता
Internal energy,आंतरिक ऊर्जा
Internal grinder,आंतरिक अपघर्षित्र
Internal latent heat,आंतरिक गुप्त ऊष्मा
Internal spline,आंतरिक स्प्लाइन
Internal spur gear,अंतर्दन्ती स्पर गियर
Internal stress,आंतरिक प्रतिबल
Internal thread,आंतरिक चूड़ी
Internally fired boiler,आंतरिक ज्वालित बॉयलर
Intrinsic energy,नैज ऊर्जा
Involute spline,प्रतिकेन्द्रज स्प्लाइन
Iron,"लोहा, लौह"
Iron foundry,लोहा ढलाईशाला
Iron ore,लौह अयस्क
Irreversibility,अप्रतिक्रम्यता
Irreversible adiabatic,अप्रतिक्रम्य ऐडियाबैटिक
Irreversible adiabatic compression,अप्रतिक्राम्य रुद्धोष्म संपीडन
I-section,I-परिच्छेद
Isentropy,समएन्ट्रापी
Isobar,समदाब रेखा
Isobaric layer,समदाब-स्तर
Isobaric,"समदाब, समदाबी"
Isothermal curve,समतापी वक्र
Isothermal diffusion,समतापीय विसरण
Isothermal expansion,समतापी प्रसार
Isothermal flow,समतापी प्रवाह
Izod impact test,आइजॉड संघट्ट परीक्षण
Jacket,"जैकेट, आवरणी"
Jag bolt,दंतुरित काबला
Jamming,अवरोध
Jamming,2. संकेत अवरोधन
Jaw,जबड़ा
Jaw clutch,जबड़ा ग्राभ
Jet,"प्रधार, जेट"
Jet engine,प्रधार इंजन
Jib crane,जिब क्रेन
Jig,जिग
Jig and fixture,जिग और स्थायिक
Jig boring machine,जिग प्रवेधन मशीन
Jigging machine,जिग मशीन
Job,"कृत्यक, जॉब"
Job card,"कृत्यक पत्रक, जॉब कार्ड"
Job shop,"जॉब शॉप, कृत्यक शाला"
Jockey pulley,"जॉकी पुली, जॉकी घिरनी"
Join,"संधि, जोड़"
Joint bar,जोड़-छड़
Joule,जूल
Joule's equivalent,जूल-तुल्यांक
Journal,"जर्नल, निभ्रमि"
Journal bearing,"जर्नल-बेयरिंग, निभ्रमि-बेयरिंग"
Journal box,"जर्नल बॉक्स, निभ्रमि बॉक्स"
Jump weld,झंप वेल्ड
Kelvin degree,केल्विन डिग्री
Key board,कुंजी पटल
Key,"चाबी, कुंजी"
Keyed joint,चाबीदार जोड़
Killed steel,हत इस्पात
Kinematic chain,शुद्धगतिक श्रृंखला
Kinematic pair,शुद्धगतिक युगल
Kinetic energy,गतिज ऊर्जा
Kinetic friction,गतिज घर्षण
King bolt,मध्य काबला
Knee joint,"जानु-टेक, जानु जोड़"
Knife edge,क्षुर-धार
Knife edge follower,क्षुर-धार अनुगामी
Knife file,छुरी रेती
Knife tool,छुरी औजार
Kinamatics,"शुध्दगतिविज्ञान, शुध्दगतिकी"
Knocking,"अपस्फोटन, स्फोटध्वनि"
Knuckle,नकल
Knuckle joint,नकल जोड़
Knurling tool,नर्लन औजार
Labyrinth packing,लैबिरिंथ संकुलन
Lag,पश्चता
Lagging,"वेष्ठन, लपेटन"
Lagging,2. पट्टी
Lagging,3. पश्चगामी
Lag screw,"लाग पेंच, काबलावत् पेंच"
Laminar flow,स्तरीय प्रवाह
Laminated core,पटलित क्रोड
Laminated spring,पत्तीदारकमानी
Lamination,पटलन
Lap joint,"चढ़ाव-जोड़, चढ़ाव संधि"
Lap weld,चढ़ाव वेल्ड
Lapping,"प्रमार्जन, लेपकरण"
Lapse rate,तापहास दर
