English,Hindi,Gujarati,Marathi,Punjabi,Bengali,Konkani,Kannada,Malayalam,Tamil,Telugu,Urdu,Assamese,Odiya,Nepali
Largo,अतिविलंबित,અતિવિલંબિત,अतिविलंबित,ਅਤਿਵਿਲਂਬਿਤ,অতিবিলংবিত,अतिविलंबित,ಅತಿವಿಲಂಬಿತ,അതിവിലംബിത,அதிவிலங்பித,అతివిలంబిత,اتولمبت,অতিিলংবিত,ଅତିବିଲଂବିତ,अतिविलंबित
Leading note,सप्तम स्वर,સપ્તમ સ્વર,सप्तम स्वर,ਸਪ੍ਤਮ ਸ੍ਵਰ,সপ্তম স্বর,सप्तम स्वर,ಸಪ್ತಮ ಸ್ವರ,സപ്തമ സ്വര,ஸப்தம ஸ்வர,సప్తమ స్వర,سپتم سور,সপ্তম স্র,ସପ୍ତମ ସ୍ବର,सप्तम स्वर
Legato,सहबद्ध (चिह्र),સહબદ્ધ (ચિહ્ર),सहबद्ध (चिह्र),ਸਹਬਦ੍ਧ (ਚਿਹ੍ਰ),সহবদ্ধ (চিহ্র),सहबद्ध (चिह्र),ಸಹಬದ್ಧ (ಚಿಹ್ರ),സഹബദ്ധ (ചിഹ്ര),ஸஹபத்த (சிஹ்ர),సహబద్ధ (చిహ్ర),سہبدھ (چہر),সহবদ্ধ (চিহ্র),ସହବଦ୍ଧ (ଚିହ୍ର),सहबद्ध (चिह्र)
Legerlines,अतिरिक्त रेखाएँ,અતિરિક્ત રેખાએઁ,अतिरिक्त रेखाएँ,ਅਤਿਰਿਕ੍ਤ ਰੇਖਾਏੰ,অতিরিক্ত রেখাএঁ,अतिरिक्त रेखाएँ,ಅತಿರಿಕ್ತ ರೇಖಾಏಂ,അതിരിക്ത രേഖാഏം,அதிரிக்த ரேகாஏங்,అతిరిక్త రేఖాఏం,اترکت ریکھائیں,অতিরিক্ত রখাঁ,ଅତିରିକ୍ତ ରେଖାଏଁ,अतिरिक्त रेखाएँ
Libretto,गीत गुटका,ગીત ગુટકા,गीत गुटका,ਗੀਤ ਗੁਟਕਾ,গীত গুটকা,गीत गुटका,ಗೀತ ಗುಟಕಾ,ഗീത ഗുടകാ,கீத குடகா,గీత గుటకా,گیت گٹکا,গীত গুটকা,ଗୀତ ଗୁଟକା,गीत गुटका
Lute,ल्यूट,લ્યૂટ,ल्यूट,ਸਿਤਾਰ,ল্যূট,ल्यूट,ಲ್ಯೂಟ,ല്യൂട,ல்யூட,ల్యూట,لیوٹ,ল্যূট,ଲ୍ଯୂଟ,ल्यूट
Lyre,लायर,લાયર,लायर,"ਸਿਤਾਰ , ਵੀਣਾ",লাযর,लायर,ಲಾಯರ,ലായര,லாயர,లాయర,بربط / چنگ / وینا / لائر,লাযর,ଲାଯର,लायर
Madrigal,मैड्रिगल,મૈડ્રિગલ,मैड्रिगल,ਮੈਡ੍ਰਿਗਲ,মৈড্রিগল,मैड्रिगल,ಮೈಡ್ರಿಗಲ,മൈഡ്രിഗല,மைட்ரிகல,మైడ్రిగల,میڈرگل,মৈড্রিগল,ମୈଡ୍ରିଗଲ,मैड्रिगल
Maestoso,भव्य,ભવ્ય,भव्य,ਭਵ੍ਯ,ভব্য,भव्य,ಭವ್ಯ,ഭവ്യ,பவ்ய,భవ్య,بھویہ,ভ্য,ଭବ୍ଯ,भव्य
Maestosamente,भव्यतया (निर्देश),ભવ્યતયા (નિર્દેશ),भव्यतया (निर्देश),ਭਵ੍ਯਤਯਾ (ਨਿਰ੍ਦੇਸ਼),ভব্যতযা (নির্দেশ),भव्यतया (निर्देश),ಭವ್ಯತಯಾ (ನಿರ್ದೇಶ),ഭവ്യതയാ (നിര്ദേശ),பவ்யதயா (நிர்தேச),భవ్యతయా (నిర్దేశ),بھویتیا (نردیش),ভ্যতযা (নির্দশ),ଭବ୍ଯତଯା (ନିର୍ଦେଶ),भव्यतया (निर्देश)
Major chord,गुरु संघात,ગુરુ સંઘાત,गुरु संघात,ਗੁਰੁ ਸਂਘਾਤ,গুরু সংঘাত,गुरु संघात,ಗುರು ಸಂಘಾತ,ഗുരു സംഘാത,குரு ஸங்காத,గురు సంఘాత,گرو سنگھات,গুরু সংঘাত,ଗୁରୁ ସଂଘାତ,गुरु संघात
Major scale,गुरुमेल,ગુરુમેલ,गुरुमेल,ਗੁਰੁਮੇਲ,গুরুমেল,गुरुमेल,ಗುರುಮೇಲ,ഗുരുമേല,குருமேல,గురుమేల,گرمیل,গুরুমল,ଗୁରୁମେଲ,गुरुमेल
Mandolin,मैंडोलिन,મૈંડોલિન,मैंडोलिन,ਮੈਂਡੋਲਿਨ,মৈংডোলিন,मैंडोलिन,ಮೈಂಡೋಲಿನ,മൈംഡോലിന,மைங்டோலிந,మైండోలిన,مینڈولن,মৈংডলিন,ମୈଂଡୋଲିନ,मैंडोलिन
Manual board,कर-पटल,કર-પટલ,कर-पटल,ਕਰ-ਪਟਲ,কর-পটল,कर-पटल,ಕರ-ಪಟಲ,കര-പടല,கர-படல,కర-పటల,کر-پٹل,কর-পটল,କର-ପଟଲ,कर-पटल
Maracas,मराकस,મરાકસ,मराकस,ਮਰਾਕਸ,মরাকস,मराकस,ಮರಾಕಸ,മരാകസ,மராகஸ,మరాకస,مراکس,মরাকস,ମରାକସ,मराकस
Marcato,"निर्दिष्ट, मारकाटो","નિર્દિષ્ટ, મારકાટો","निर्दिष्ट, मारकाटो","ਨਿਰ੍ਦਿ਷੍ਟ, ਮਾਰਕਾਟੋ","নির্দিষ্ট, মারকাট","निर्दिष्ट, मारकाटो","ನಿರ್ದಿಷ್ಟ, ಮಾರಕಾಟೋ","നിര്ദിഷ്ട, മാരകാടോ","நிர்திஷ்ட, மாரகாடோ","నిర్దిష్ట, మారకాటో",نردشٹ، مارکاٹو,"নির্দিষ্ট, মারকাট","ନିର୍ଦିଷ୍ଟ, ମାରକାଟୋ","निर्दिष्ट, मारकाटो"
March,"प्रयाण संगीत, मार्च","પ્રયાણ સંગીત, માર્ચ","प्रयाण संगीत, मार्च","ਮਾਰਚ ਦਾ ਮਹੀਨਾ , ਨਿਸ਼ਚਿਤ ਚਾਲ","প্রযাণ সংগীত, মার্চ","प्रयाण संगीत, मार्च","ಪ್ರಯಾಣ ಸಂಗೀತ, ಮಾರ್ಚ",മാര്‍ച്ച്,"ப்ரயாண ஸங்கீத, மார்ச","ప్రయాణ సంగీత, మార్చ",سرحد,"প্রযাণ সংগীত, মার্চ","ପ୍ରଯାଣ ସଂଗୀତ, ମାର୍ଚ","प्रयाण संगीत, मार्च"
Martele,सबल,સબલ,सबल,ਸਬਲ,সবল,सबल,ಸಬಲ,സബല,ஸபல,సబల,سبل,সবল,ସବଲ,सबल
Me,"ग, गांधार","ગ, ગાંધાર","ग, गांधार",ਮੈਨੂੰ,"গ, গাংধার","ग, गांधार","ಗ, ಗಾಂಧಾರ","ഗ, ഗാംധാര","க, காங்தார","గ, గాంధార",گ، گاندھار,"গ, গাংধার","ଗ, ଗାଂଧାର","ग, गांधार"
Measure,कालमान,"માપ, પગલાં,કાર્યવાહી","माप,मोजने, अंदाज करणे,","ਨਾਪ, ਨਾਪਨਾ","পরিমাপ,মাপা,",उपाय,"ಪ್ರಮಾಣ, ಪರಿಮಾಣ, ಅಳತೆ, ಮಾಪ, ಮಾನ",അളവ്,1. நடவடிக்கை 2. அளவு,"1. కొలత 2. ఉపాయం,చర్య",ناپ,জোখ2.জোখল,"ମାପ, ଉପାୟ, କାର୍ଯ୍ୟପନ୍ଥା, ପରିମାଣ, ମାପକ, ମାପିବା",1. नाप 2. परिमाण 3. उपाय
Mediant,तृतीयक स्वर,તૃતીયક સ્વર,तृतीयक स्वर,ਤ੃ਤੀਯਕ ਸ੍ਵਰ,তৃতীযক স্বর,तृतीयक स्वर,ತೃತೀಯಕ ಸ್ವರ,തൃതീയക സ്വര,த்ருதீயக ஸ்வர,తృతీయక స్వర,ترتیک سور,তৃতীযক স্র,ତୃତୀଯକ ସ୍ବର,तृतीयक स्वर
Melodic scale,देo minor scale,દેo minor scale,देo minor scale,ਦੇo minor scale,দo minor scale,देo minor scale,ದೇo minor scale,ദേo minor scale,தேo minor scale,దేo minor scale,دیکھو minor scale,দo minor scale,ଦେo minor scale,देo minor scale
Melody,धुन,ધુન,धुन,ਸ਼ਬਦਾਂ ਦਾ ਸੰਗੀਤਮਈ ਕ੍ਰਮ,ধুন,धुन,ಧುನ,ധുന,துந,ధున,لے,ধুন,ଧୁନ,धुन
Meno,न्यून,ન્યૂન,न्यून,ਨ੍ਯੂਨ,ন্যূন,न्यून,ನ್ಯೂನ,ന്യൂന,ந்யூந,న్యూన,نیون,ন্যূন,ନ୍ଯୂନ,न्यून
Metronome,"गतिमापी, मेट्रोनोम","ગતિમાપી, મેટ્રોનોમ","गतिमापी, मेट्रोनोम","ਗਤਿਮਾਪੀ, ਮੇਟ੍ਰੋਨੋਮ","গতিমাপী, মেট্রোনোম","गतिमापी, मेट्रोनोम","ಗತಿಮಾಪೀ, ಮೇಟ್ರೋನೋಮ","ഗതിമാപീ, മേട്രോനോമ","கதிமாபீ, மேட்ரோநோம","గతిమాపీ, మేట్రోనోమ",گتیماپی، میٹرونوم,"গতিমাপী, মট্রনম","ଗତିମାପୀ, ମେଟ୍ରୋନୋମ","गतिमापी, मेट्रोनोम"
Mezzo,अर्ध,અર્ધ,अर्ध,ਅਰ੍ਧ,অর্ধ,अर्ध,ಅರ್ಧ,അര്ധ,அர்த,అర్ధ,اردھ,অর্ধ,ଅର୍ଧ,अर्ध
Microtones,श्रुति,શ્રુતિ,श्रुति,ਸ਼੍ਰੁਤਿ,শ্রুতি,श्रुति,ಶ್ರುತಿ,ശ്രുതി,ச்ருதி,శ్రుతి,شروتی,শ্রুতি,ଶ୍ରୁତି,श्रुति
Minim,अर्धांशमात्रिक,અર્ધાંશમાત્રિક,अर्धांशमात्रिक,ਇੱਕ ਬੂੰਦ,অর্ধাংশমাত্রিক,अर्धांशमात्रिक,ಅರ್ಧಾಂಶಮಾತ್ರಿಕ,അര്ധാംശമാത്രിക,அர்தாங்சமாத்ரிக,అర్ధాంశమాత్రిక,اردھانشماترک,অর্ধাংশমাত্রিক,ଅର୍ଧାଂଶମାତ୍ରିକ,अर्धांशमात्रिक
Minor chord,लघुसंघात,લઘુસંઘાત,लघुसंघात,ਲਘੁਸਂਘਾਤ,লঘুসংঘাত,लघुसंघात,ಲಘುಸಂಘಾತ,ലഘുസംഘാത,லகுஸங்காத,లఘుసంఘాత,لگھسنگھات,লঘুসংঘাত,ଲଘୁସଂଘାତ,लघुसंघात
Minor scale,लघुमेल,લઘુમેલ,लघुमेल,ਲਘੁਮੇਲ,লঘুমেল,लघुमेल,ಲಘುಮೇಲ,ലഘുമേല,லகுமேல,లఘుమేల,لگھمیل,লঘুমল,ଲଘୁମେଲ,लघुमेल
Minuet,मिन्युएट,મિન્યુએટ,मिन्युएट,ਮਿਨ੍ਯੁਏਟ,মিন্যুএট,मिन्युएट,ಮಿನ್ಯುಏಟ,മിന്യുഏട,மிந்யுஏட,మిన్యుఏట,منیویٹ,মিন্যুট,ମିନ୍ଯୁଏଟ,मिन्युएट
Mixed cadence,देo cadence,દેo cadence,देo cadence,ਦੇo cadence,দo cadence,देo cadence,ದೇo cadence,ദേo cadence,தேo cadence,దేo cadence,دیکھو cadence,দo cadence,ଦେo cadence,देo cadence
Mixed voices,मिश्रित आवाजें,મિશ્રિત આવાજેં,मिश्रित आवाजें,ਮਿਸ਼੍ਰਿਤ ਆਵਾਜੇਂ,মিশ্রিত আবাজেং,मिश्रित आवाजें,ಮಿಶ್ರಿತ ಆವಾಜೇಂ,മിശ്രിത ആവാജേം,மிச்ரித ஆவாஜேங்,మిశ్రిత ఆవాజేం,مشرت آواجیں,মিশ্রিত আাজং,ମିଶ୍ରିତ ଆବାଜେଂ,मिश्रित आवाजें
Mode,मेल,"ઢંગ, રીતિ","प्रकार,पद्धत,मार्ग","ਢੰਗ ਪ੍ਰਕਾਰ, ਰੀਤੀ, ਵਿਧਾ ਤਰੀਕਾ","প্রক্রিয়া,প্রকার,রীতি","प्रकार,रीत","ರೂಢಿ, ಕ್ರಮ, ಮಾರ್ಗ",രീതി,"முறை, செய்முறை","ప్రకారం,పద్ధతి,రీతి",موڈ / طرز,"ধাৰা,ধৰণ, ৰীতি,প্রথা",ଭୂଇଷ୍ଠକ,"ढङ्ग, प्रकार, रीति, विधी, तरीका, पद्धति"
Moderato,मध्य लय,મધ્ય લય,मध्य लय,ਮਧ੍ਯ ਲਯ,মধ্য লয,मध्य लय,ಮಧ್ಯ ಲಯ,മധ്യ ലയ,மத்ய லய,మధ్య లయ,مدھیہ لے,মধ্য লয,ମଧ୍ଯ ଲଯ,मध्य लय
Modulation,मूर्च्छना विधान,મૂર્ચ્છના વિધાન,मूर्च्छना विधान,ਮੂਰ੍ਚ੍ਛਨਾ ਵਿਧਾਨ,মূর্চ্ছনা বিধান,मूर्च्छना विधान,"ತಿರುವರ್ತನ, ಮಾಡ್ಯೂಲು",മൂര്ച്ഛനാ വിധാന,மூர்ச்சநா விதாந,మూర్చ్ఛనా విధాన,تلحسین,মূর্চ্ছনা িধান,ମୂର୍ଚ୍ଛନା ବିଧାନ,मूर्च्छना विधान
Molto,"अधिक, अति","અધિક, અતિ","अधिक, अति","ਅਧਿਕ, ਅਤਿ","অধিক, অতি","अधिक, अति","ಅಧಿಕ, ಅತಿ","അധിക, അതി","அதிக, அதி","అధిక, అతి",ادھک، اتی,"অধিক, অতি","ଅଧିକ, ଅତି","अधिक, अति"
Monochord,"एकतंत्री, मोनोकॉर्ड","એકતંત્રી, મોનોકૉર્ડ","एकतंत्री, मोनोकॉर्ड","ਏਕਤਂਤ੍ਰੀ, ਮੋਨੋਕ੉ਰ੍ਡ","একতংত্রী, মোনোকৌর্ড","एकतंत्री, मोनोकॉर्ड","ಏಕತಂತ್ರೀ, ಮೋನೋಕೌರ್ಡ","ഏകതംത്രീ, മോനോകൌര്ഡ","ஏகதங்த்ரீ, மோநோகௌர்ட","ఏకతంత్రీ, మోనోకౌర్డ",اِکنارہ,"কতংত্রী, মনকর্ড","ଏକତଂତ୍ରୀ, ମୋନୋକୌର୍ଡ","एकतंत्री, मोनोकॉर्ड"
Mordent,सकण स्वर (चिह्र),સકણ સ્વર (ચિહ્ર),सकण स्वर (चिह्र),ਸਕਣ ਸ੍ਵਰ (ਚਿਹ੍ਰ),সকণ স্বর (চিহ্র),सकण स्वर (चिह्र),ಸಕಣ ಸ್ವರ (ಚಿಹ್ರ),സകണ സ്വര (ചിഹ്ര),ஸகண ஸ்வர (சிஹ்ர),సకణ స్వర (చిహ్ర),سکن سور (چہر),সকণ স্র (চিহ্র),ସକଣ ସ୍ବର (ଚିହ୍ର),सकण स्वर (चिह्र)
Morendo,क्रमिक उपशमन,ક્રમિક ઉપશમન,क्रमिक उपशमन,ਕ੍ਰਮਿਕ ਉਪਸ਼ਮਨ,ক্রমিক উপশমন,क्रमिक उपशमन,ಕ್ರಮಿಕ ಉಪಶಮನ,ക്രമിക ഉപശമന,க்ரமிக உபசமந,క్రమిక ఉపశమన,کرمک اپشمن,ক্রমিক উপশমন,କ୍ରମିକ ଉପଶମନ,क्रमिक उपशमन
Mosso,लयांतर (निर्देश),લયાંતર (નિર્દેશ),लयांतर (निर्देश),ਲਯਾਂਤਰ (ਨਿਰ੍ਦੇਸ਼),লযাংতর (নির্দেশ),लयांतर (निर्देश),ಲಯಾಂತರ (ನಿರ್ದೇಶ),ലയാംതര (നിര്ദേശ),லயாங்தர (நிர்தேச),లయాంతర (నిర్దేశ),لیانتر (نردیش),লযাংতর (নির্দশ),ଲଯାଂତର (ନିର୍ଦେଶ),लयांतर (निर्देश)
Motet,मोटेट,મોટેટ,मोटेट,ਮੋਟੇਟ,মোটেট,मोटेट,ಮೋಟೇಟ,മോടേട,மோடேட,మోటేట,موٹیٹ,মটট,ମୋଟେଟ,मोटेट
Motif/motive,अभिप्राय,અભિપ્રાય,अभिप्राय,ਅਭਿਪ੍ਰਾਯ,অভিপ্রায,अभिप्राय,ಅಭಿಪ್ರಾಯ,അഭിപ്രായ,அபிப்ராய,అభిప్రాయ,ابھپرائے,অভিপ্রায,ଅଭିପ୍ରାଯ,अभिप्राय
Motion,स्वर संचार,"પ્રસ્તાવ, ગતિ","1. प्रस्ताव 2. गती3. समावेदन 4. ठराव, हालचाल",ਪ੍ਰਸਤਾਵ,"প্রস্তাব,গতি",प्रस्ताव,ಚಲನೆ,ഗതി,"தீர்மானம், கோரிக்கை","1. గతి/గమనం 2. ప్రతాదన:దరఖాస్తు,అభ్యర్థన",حرکت,প্রস্তাৱ,"ପ୍ରସ୍ତାବ, ଗତି, ସମାବେଦନ, ମଳତ୍ୟାଗ","1. प्रस्ताव 2. गति, चाल 3. इशारा"
Mouthpiece,मुखिका,"પ્રવક્તા (પક્ષ), મુખપત્ર","च्या वतीने बोलणारा, प्रवक्ता","ਮੁਖਪੱਤਰ, ਪਖਵਕਤਾ","মুখপাত্র,কথাবলারযন্ত্র",1. मुख्यपत्र 2. प्रवक्‍तो,ಮುಖನಾಣಿ,"മുഖ പത്രം, പക്ഷവക്താവ്","தூம்புகுழல், சார்புக்குரல்","1. ముఖనాళిక 2. బూరా,బాకా",کسی کا نمائندہ، کسی کی طرف سے بولنے والا،ترجمان,মুখপাত্র,"ମୁଖପାତ୍ର, ପ୍ରବକ୍ତା, ମୁଖନଳ, ଲଗାମ, ଫୋନ୍ ରିସିଭର",मुखपत्र
Movement,संभाग,"આંદોલન, સંચાલન, ગતિવિધિ","1. हालचाल,स्थलांतर,ये-जा, स्पंदन,2. चळवळ","ਅੰਦੋਲਨ, ਸੰਚਾਲਨ, ਗਤੀ, ਚਾਲ","আন্দোলন,গতিবিধি,চলাচল",1. आंदोलन 2. संचलन 3. हालचाल,ಚಲನವಲನ (ಸಂಚಾಲನ).,ചലനം,"இயக்கம், நடமாட்டம்","1. రవాణా 2. గమనం,కదలిక 3. ఉద్యమం 4. సంచరణ",جنبش,"1.সঞ্চালন2.আন্দোলন,আলোড়ন3.কার্য্যতৎপৰতা4.ধাৰা,শৈলী",ଚଳନ,1. आन्दोलन 2. परिचालन 3. हलचल
Musica figureta,अलंकृत संगीत,અલંકૃત સંગીત,अलंकृत संगीत,ਅਲਂਕ੃ਤ ਸਂਗੀਤ,অলংকৃত সংগীত,अलंकृत संगीत,ಅಲಂಕೃತ ಸಂಗೀತ,അലംകൃത സംഗീത,அலங்க்ருத ஸங்கீத,అలంకృత సంగీత,النکرت سنگیت,অলংকৃত সংগীত,ଅଲଂକୃତ ସଂଗୀତ,अलंकृत संगीत
Musica mensurata,मित संगीत,મિત સંગીત,मित संगीत,ਮਿਤ ਸਂਗੀਤ,মিত সংগীত,मित संगीत,ಮಿತ ಸಂಗೀತ,മിത സംഗീത,மித ஸங்கீத,మిత సంగీత,مت سنگیت,মিত সংগীত,ମିତ ସଂଗୀତ,मित संगीत
Musicology,संगीतविज्ञान,સંગીતવિજ્ઞાન,संगीतविज्ञान,ਸਂਗੀਤਵਿਜ੍ਞਾਨ,সংগীতবিজ্ঞান,संगीतविज्ञान,ಸಂಗೀತವಿಜ್ಞಾನ,സംഗീതവിജ്ഞാന,ஸங்கீதவிஜ்ஞாந,సంగీతవిజ్ఞాన,سنگیتوگیان,সংগীতিজ্ঞান,ସଂଗୀତବିଜ୍ଞାନ,संगीतविज्ञान
Mute=sordino,मंदीकारक,મંદીકારક,मंदीकारक,ਮਂਦੀਕਾਰਕ,মংদীকারক,मंदीकारक,ಮಂದೀಕಾರಕ,മംദീകാരക,மங்தீகாரக,మందీకారక,مندیکارک,মংদীকারক,ମଂଦୀକାରକ,मंदीकारक
Natural,() शुद्ध : वह स्वर जो विकृत न हो।,"નૈસર્ગિક, પ્રાકૃતિક","नैसर्गिक, स्वाभाविक, अकृत्रिम","ਪ੍ਰਾਕਿਰਤਨ, ਸੁਭਾਵਿਕ","প্রাকৃতিক,স্বাভাবিক","1. प्राकृतीक 2. सभावीक,नैसर्गीक,सैमीक","ನ್ಯಾಚುರಲ್, ಸಹಜ",നൈസര്‍ഗ്ഗിക,"இயல்பான, இயற்கையான","నైసర్గిక,ప్రకృతిసిద్ధ,సహజ,స్వాభావిక",قدرتی۔ فطری,"1.প্রাকৃতিক,নৈসর্গিক2.স্বাভাৱিক","ପ୍ରାକୃତିକ, ସ୍ଵାଭାବିକ","1. प्राकृतिक, नैसर्गिक 2. स्वाभाविक"
Neo-modal,नव-मेल युक्ति,નવ-મેલ યુક્તિ,नव-मेल युक्ति,ਨਵ-ਮੇਲ ਯੁਕ੍ਤਿ,নব-মেল যুক্তি,नव-मेल युक्ति,ನವ-ಮೇಲ ಯುಕ್ತಿ,നവ-മേല യുക്തി,நவ-மேல யுக்தி,నవ-మేల యుక్తి,نو-میل یکتی,ন-মল যুক্তি,ନବ-ମେଲ ଯୁକ୍ତି,नव-मेल युक्ति
Neumes,न्यूमस स्वरांकन पद्धति,ન્યૂમસ સ્વરાંકન પદ્ધતિ,न्यूमस स्वरांकन पद्धति,ਨ੍ਯੂਮਸ ਸ੍ਵਰਾਂਕਨ ਪਦ੍ਧਤਿ,ন্যূমস স্বরাংকন পদ্ধতি,न्यूमस स्वरांकन पद्धति,ನ್ಯೂಮಸ ಸ್ವರಾಂಕನ ಪದ್ಧತಿ,ന്യൂമസ സ്വരാംകന പദ്ധതി,ந்யூமஸ ஸ்வராங்கந பத்ததி,న్యూమస స్వరాంకన పద్ధతి,نیومس سورانکن پدھتی,ন্যূমস স্রাংকন পদ্ধতি,ନ୍ଯୂମସ ସ୍ବରାଂକନ ପଦ୍ଧତି,न्यूमस स्वरांकन पद्धति
Nobile (noble),निखरा,નિખરા,निखरा,ਨਿਖਰਾ,নিখরা,निखरा,ನಿಖರಾ,നിഖരാ,நிகரா,నిఖరా,نکھرا,নিখরা,ନିଖରା,निखरा
Node,निस्पंद,નિસ્પંદ,निस्पंद,"ਗੰਢ,ਗਿਲਟੀ,ਰੁੱਖ ਦੀ ਗੰਢ",নিস্পংদ,निस्पंद,ಜಾಲದಲ್ಲಿನ ಘಟಕ,നിസ്പംദ,நிஸ்பங்த,నిస్పంద,نوڈ,নিস্পংদ,ଗଣ୍ଠି,निस्पंद
Nonet,नवक (प्रबंध),નવક (પ્રબંધ),नवक (प्रबंध),ਨਵਕ (ਪ੍ਰਬਂਧ),নবক (প্রবংধ),नवक (प्रबंध),ನವಕ (ಪ್ರಬಂಧ),നവക (പ്രബംധ),நவக (ப்ரபங்த),నవక (ప్రబంధ),نوک (پربندھ),নক (প্রবংধ),ନବକ (ପ୍ରବଂଧ),नवक (प्रबंध)
Non troppo,अनतिशय (संकेत),અનતિશય (સંકેત),अनतिशय (संकेत),ਅਨਤਿਸ਼ਯ (ਸਂਕੇਤ),অনতিশয (সংকেত),अनतिशय (संकेत),ಅನತಿಶಯ (ಸಂಕೇತ),അനതിശയ (സംകേത),அநதிசய (ஸங்கேத),అనతిశయ (సంకేత),انتشیہ (سنکیت),অনতিশয (সংকত),ଅନତିଶଯ (ସଂକେତ),अनतिशय (संकेत)
Nota cambiata,उल्लंघी स्वरावली,ઉલ્લંઘી સ્વરાવલી,उल्लंघी स्वरावली,ਉਲ੍ਲਂਘੀ ਸ੍ਵਰਾਵਲੀ,উল্লংঘী স্বরাবলী,उल्लंघी स्वरावली,ಉಲ್ಲಂಘೀ ಸ್ವರಾವಲೀ,ഉല്ലംഘീ സ്വരാവലീ,உல்லங்கீ ஸ்வராவலீ,ఉల్లంఘీ స్వరావలీ,النگھی سوراولی,উল্লংঘী স্রালী,ଉଲ୍ଲଂଘୀ ସ୍ବରାବଲୀ,उल्लंघी स्वरावली
Notation,() स्वरांकन--संगीत को लिपिबद्ध करने की पद्धति या प्रक्रिया।,() સ્વરાંકન--સંગીત કો લિપિબદ્ધ કરને કી પદ્ધતિ યા પ્રક્રિયા.,() स्वरांकन--संगीत को लिपिबद्ध करने की पद्धति या प्रक्रिया.,"ਨੰਬਰ,ਮਾਤਰਾ ਆਦਿ ਦਾ ਸੰਕੇਤ",() স্বরাংকন--সংগীত কো লিপিবদ্ধ করনে কী পদ্ধতি যা প্রক্রিযা.,() स्वरांकन--संगीत को लिपिबद्ध करने की पद्धति या प्रक्रिया.,"ಸಂಕೇತ, ಸಂಕೇತಪದ್ಧತಿ, ಸಂಕೇತನ",() സ്വരാംകന--സംഗീത കോ ലിപിബദ്ധ കരനേ കീ പദ്ധതി യാ പ്രക്രിയാ.,() ஸ்வராங்கந--ஸங்கீத கோ லிபிபத்த கரநே கீ பத்ததி யா ப்ரக்ரியா.,() స్వరాంకన--సంగీత కో లిపిబద్ధ కరనే కీ పద్ధతి యా ప్రక్రియా.,محدودی رقص,() স্রাংকন--সংগীত ক লিপিবদ্ধ করন কী পদ্ধতি যা প্রক্রিযা.,ସଙ୍କେତ,() स्वरांकन--संगीत को लिपिबद्ध करने की पद्धति या प्रक्रिया.
Note,स्वर,"ટિપ્પણી,નોંધ","टीप, नोट, टिप्पणी","ਟਿਪੱਣੀ, ਨੋਟ",মন্তব্য,टिपण,ಟಿಪ್ಪಣಿ,കുറിക്ക്,"1. குறிப்பு, 2. கவனி, குறி 3. பணத்தாள்","నోటు,గుర్తు,చిహ్నం",نوٹ۔ سر,"টোকা,টিপ্পনী,নোট","ଟିପ୍ପଣୀ, ନୋଟ୍, ପତ୍ର, ଟିବିବା, ଟିପ୍ପଣୀ ଲେଖିବା, ଦୃଷ୍ଟିଦେବା","टिप्‍पणी, टिपोट, नोट"
Nut,तारदान,તારદાન,तारदान,"ਗਿਰੀਦਾਰ ਫ਼ਲ,fਢਬਰੀ",তারদান,तारदान,"ಕರಟಕಾಯಿ, ಮೆತು ಚಿಪ್ಪಿನ ತಿರುಳ್ಗಾಯಿ",താരദാന,தாரதாந,తారదాన,تاردان,তারদান,ତାରଦାନ,तारदान
Nut (of a bow),नट,નટ,नट,ਨਟ,নট,नट,ನಟ,നട,நட,నట,نٹ,নট,ନଟ,नट
Obbligato,अनिवार्यक,અનિવાર્યક,अनिवार्यक,ਅਨਿਵਾਰ੍ਯਕ,অনিবার্যক,अनिवार्यक,ಅನಿವಾರ್ಯಕ,അനിവാര്യക,அநிவார்யக,అనివార్యక,انواریک,অনিার্যক,ଅନିବାର୍ଯକ,अनिवार्यक
Oblique motion,तिर्यक संचार,તિર્યક સંચાર,तिर्यक संचार,ਤਿਰ੍ਯਕ ਸਂਚਾਰ,তির্যক সংচার,तिर्यक संचार,ತಿರ್ಯಕ ಸಂಚಾರ,തിര്യക സംചാര,திர்யக ஸங்சார,తిర్యక సంచార,تریک سنچار,তির্যক সংচার,ତିର୍ଯକ ସଂଚାର,तिर्यक संचार
Oboe,ओबो,ઓબો,ओबो,ਓਬੋ,ওব,ओबो,ಓಬೋ,ഓബോ,ஓபோ,ఓబో,اوبو,ব,ଓବୋ,ओबो
Obstinate bass,देo basso ostinato,દેo basso ostinato,देo basso ostinato,ਦੇo basso ostinato,দo basso ostinato,देo basso ostinato,ದೇo basso ostinato,ദേo basso ostinato,தேo basso ostinato,దేo basso ostinato,دیکھو basso ostinato,দo basso ostinato,ଦେo basso ostinato,देo basso ostinato
