English,Hindi
Isopiestic,समदाबी
Isopleth (geochem),सममान रेखा
Isoporic line,आइसोपोरिक रेखा
Isopycnic,समघनत्वी
Isorad map,आइसोरैड मानचित्र
Isorad mapping,आइसोरैड मानचित्रण
Isosinal map,समढाल मानचित्र
Isostasy,समस्थिति
Isostatic anomaly,सस्थितिक असंगति
Isostatic balance,समस्थितिक संतुलन
Isostatic compensation,समस्थितिक प्रतिकार
Isostatic correction,समस्थितिक संशोधन
Isostatic correction line map,समस्थितिक संशोधन रेखा मानचित्र
Isostatic equilibrium,समस्थितिक साम्यावस्था
Isostatic mass compensation,समस्थितिक द्रव्यमान प्रतिकार
Isostatic pressure compensation,समस्थितिक दाब प्रतिकार
Isostatic readjustment,समस्थितिक पुनःसमंजन
Isostatic reduction,समस्थितिक संशोधन
Isostatic response,समस्थितिक प्रतिक्रिया
Isostatic settling,समस्थितिक स्थिरण
Isostrongyle,आइसोस्ट्रोंगॉइल
Isotherm,समताप रेखा
Isotime curve,समकाल वक्र
Isotope dilution,समस्थानिक तनुता
Isotope pattern,समस्थानिक पैटर्न
Isotope ratio,समस्थानिक अनुपात
Isotope ratio measurement,समस्थानिक अनुपात माप
Isotopical,समकाल समक्षेत्री
Isotopic clocks,समस्थानिक घड़ी
Isotopic composition,समस्थानिक संघटन
Isotopic concentration,समस्थानिक सांद्रण
Isotopic fractionation,समस्थानिक प्रभाजन
Isotropic,"समानुवर्ति, समदैशिक"
Isotropic species,समस्थानिक जाति
Isovol,"समवाष्पघटकी, आइसोवॉल"
Isthmus,"स्थल-संयोजक, भूसंधि, जल-डमरूमध्य, इस्थमस, संकीर्णपथ  (संकीर्र्ण संयोजक), तनुयोजी"
Iterative evolution,पुनरावृत्त विकास
IUGS classification,आईयूजीएस वर्गीकरण
Jacinth (hyacinth),जैसिन्थ
Jack hammer,जैक हैमर
Jacob staff,"जैकॉब स्टाफ, जैकॉब दंड"
Jakosky method,जैकोस्की विधि
Jama,"यामा, जामा"
Jamb,जैम्ब
James jig,जैम्स जिग
Japanese furnace,"जापानी भट्टी, जापानी भ्राष्ट्र"
Jargoon,जारगून
Jaw component,हनु घटक
Jaw crusher,हनु संदलित्र
Jelly fish ice,जेलीफिश बर्फ
Jeso,जेसो
Jet collector,जेट संग्राहित्र
Jet dredge (hydraulic dredge),"द्रवचालित ड्रेज, द्रवचालित निकर्षित्र"
Jet impactor,जेट संघट्टक
Jet pulverizer,जेट चूर्णित्र
Jet scrubbing,जेट मार्जन
Joggle,खाँच
Jointable,संधेय
Joint filling,संधि पूरण
Jointly,संधियुक्त
Joint plane sponge work,शंधितल छिद्र जालक
Jugum,"युज्ञ, युगल"
Julus,जूलस
Jumble,"शिराप्रतिच्छेदन स्थल, जंबुल"
Jump,"कुदान, झंप, प्लुति"
Jump correlation,झंप सहसंबंध
Junction,"संगम (stream ); समागम, समागम बिंदु (surv.)"
Juvenile (geomoph),किशोर
Juxta-epigenesis,सानुजनन
Juxtaposition,"सन्निधि, सान्निध्य"
Kame,केम
Kame-and-kettle topography,केम  और केटल भूआकृति
Kame complex,केम सम्मिश्र
Kame delta,केम डेल्टा
Kame field,केम क्षेत्र
Kame moraine,केम हिमोढ़
Kame plain,केम मैदान
Kame terrace,केम वेदिका
Kamptomorph,नमितरूप
Kapak,कैपक
Karn,कैर्न
Karst,कार्स्ट
Karst cycle,कार्स्ट चक्र
Karst depression,कार्स्ट गर्त
Karst forming,कार्स्ट रूपरचना
Karst funnel,कार्स्ट फनेल
Karstification,कार्स्टीभवन
Karst lake,कार्स्ट झील
Karst landscape,कार्स्ट दृश्य भूमि
Karst phenomenon,कार्स्ट परिघटना
Karst topography,कार्स्ट-स्थलाकृति
Karst window,कार्स्ट गवाक्ष
Katabatic wind,"कैटाबेटिक पवन, अवरोही पवन"
Kataglacial,सहहिमनद
Katogene,निम्नजन
Katogenic,निम्नजनित
Kegel karst,"केगेलकार्स्ट, स्थूणकार्स्ट"
Kelly,केली
Kettle (glac geol),"केतली, केटल"
Kettle bottom,केतली बॉटम
Kettled,"हिमगर्तित, केतलित"
Kettle drift,"हिमगर्तित अपोढ़, केतली अपोढ़"
Kettle hole,हिमगर्तिका
Kettle lake,केतली झील
Kettle moraine,"केतली मोरेन, हिमगर्तित हिमोढ़"
Khadar,खादर
Khal,खाल
Kinematically,शुद्धगतिकतः
Kinematic trajectory method,शुद्धगतिक प्रक्षेपपथ विधि
Kinematic viscosity,शुद्धगतिक श्यानता
Kipuka,किपुका
Klint,क्लिन्ट
Klintar,क्लिन्टार
Klippe,क्लिपे
Knap,शिखर
Knick,"निक, परिवर्त"
Knick point,"निक स्थल, परिवर्त स्थल"
Knick punkte,दृश्यभंग स्थल
Knits,अयस्क कण
Knob,"घुंडी, टीला, आद्रिका"
Knob and basin,आद्रिका-द्रोणिका
Knob and kettle,आद्रिका-द्रोणिका
Knobby,घुंडीदार
Knoll,टेकरी
Knoll reef,"टेकरी भित्ति, टेकरी रीफ"
Knot,पर्वतसंधि
Knox hole,नॉक्स छिद्र
Kopje (koppie),कोपी
Kratogen,क्रैटोजेन
Kraton (craton),क्रेटॉन
Krystic,हिमीय
Laccate,चमकीला
Lag mound,अवशिष्ट टीला
Lagoon,लैगून
Lagoon cliff,लैगून भृगु
Lagoon deposit,लैगून निक्षेप
Lagoon floor,लैगून-सतह
Lagoon phase,लैगून प्रावस्था
Lagoon shoal,लैगून शोल
Lagoon slope,लैगून ढाल
Lagoon vegetation,लैगून वनस्पति
Laguna,लैगूना
Lagunal deposits,लैगूना निक्षेप
Lahar,लाहार
Lahar deposit,"पंकप्रवाह निक्षेप, लाहार निक्षेप"
Laired,पंकरूद्ध
Lake,"झील, सरोवर"
Lake basin,"झील-द्रोणी, झील बेसिन"
Lake delta,झील डेल्टा
Lake deposit,सरोवरी निक्षेप
Lake floor,झील सतह
Lake floor plain,झील सतह मैदान
Lake-level,झील तल
Lake rim,झील रोधनेमि
Lakescape,झीलाकृति
Lake shore,झील तट
Lamellar field,अकर्ल क्षेत्र
Laminar movement,स्तरीय गति
Land,"थल, भूमि, स्थल, प्रदेश"
Land compass,"भूमि-कम्पास, भूमि दिक्सूचक"
Land ending glacier,स्थलांती हिमानी
Land flood,भूमि बाढ़
Land form,"भूमि-आकृति, स्थल रूप"
Land ice,"स्थल बर्फ, स्थलहिम"
Land renewal,"भूमि नवीभवन, मृदा नवीकरण"
Landscape,दृश्यभूमि
Landslide,भूस्खलन
Landslide lake,भूस्खलन-झील
Landslide scar,भूस्खलन चिह्न
Landslide topography,भूस्खलन स्थलाकृति
Landslide track,भूस्खलन पथ
Landslip,भू-सर्पण
Landward,"अभिस्थल, स्थलोन्मुख"
Laramide revolution,लैरामाइड-भूक्रांति
Large scale map,वृहत् पैमाना मानचित्र
Latent,गुप्त
Lateral,"पार्श्व, पार्श्विक, पार्श्वीय"
Lateral canyon,पार्श्व केनियन
Lateral corrasion,पार्श्विक अपघर्षण
Lateral channel,पार्श्विक प्रणाल
Lateral crater,"पार्श्व ज्वालामुखी विवर, पार्श्व क्रेटर"
Lateral difference,पार्श्विक अन्तर
Lateral dune,पार्श्विक टिब्बा
Lateral extent,पार्श्विय प्रसर
Lateral lake,पार्श्विक झील
Lateral levee lake,पार्श्विक तटबंध झील
Lateral moraine,"पार्श्विक मोरेन, पार्श्विक हिमोढ़"
Lateral planation,पार्श्व समतलन
Lateral saddle,पार्श्विक पल्याण
Lateral stream,पार्श्विक सरिता
Lateral valley,पार्श्विक घाटी
Lateral variation,पार्श्व विभिन्नता
Lath-shaped,लैथ-रूपी
Latitude,"अक्षांश, लैटीट्यूड"
Latitude correction,अक्षांश-संशोधन
Latitude difference,अक्षांश अंतर
Lattice bar,जालक स्तंभ
Lattice drainage pattern,जालक अपवाह प्रतिरूप
Lauoho-o-pele,लौहोपेले
Laurasia,लॉरेशिया
Lava,लावा
Lava cascade,लावा सोपानी पात
Lava cauldron,लावा ज्वालामुखी-कुंड
Lava cavern,लावा कंदरा
Lava colonnade,महास्तंभी लावा
Lava column,लावा स्तंभ
Lava cone,लावा शंकु
Lava-dam (=med) lake,लावारूद्ध झील
Lava eruption,लावा उद्गार
Lava flood,लावा पूर
Lava flow plateau,लावास्तर पठार
Lava flows,लावास्तर
Lava fountain,लावा फब्वारा
Lava levee,लावा बंध
Lava pit,लावा गर्त
Lava plug,लावा प्लग
Lava rag,लावा आतंच
Lava scarp,लावा कगार
Lava scratches,लावा खरोंच
Lava sheath,लावा आच्छद
Lava sink,लावा गर्त
Lava spine,लावा शूक
Lava stalactite,लावा स्टैलेक्टाइट
Lava stalagmite,लावा स्टैलैग्माइट
Lava streak,लावा शिरा
Lava stream,लावा सरिता
Lavatic,लावायुक्त
Lavatoe,लावाटो
Lava tower,लावा मीनार
Lava tree mold,लावा वृक्ष सांचा
Lavic,"लावारूप, लावायुक्त"
Law,"नियम, सिद्धांत, लॉ (गिरि)"
Law of basin areas,द्रोणी क्षेत्र नियम
Law of equal declinities,समढाल नियम
Law of equal volume,समआयतन नियम
Law of rational indices,परिमेय घातांक नियम
Law of stream gradients,सरिताप्रवणता नियम
Law of stream length,सरित लम्बाई नियम
Layer,"परत, स्तर"
Layered,स्तरित
Layering,"दाब लगाना, परतन"
Lead,"सीसा, लेड, शिरानिक्षेप, लोड, लेड, अग्रता, प्रणायक, अग्र होना"
Lead ratio,सीसा अनुपात
Lead uranium age,सीसा यूरेनियम आयु
Leat,"लीट, कुल्या"
Leath,लीथ
Lee,प्रतिपवन
Lee conifiguration,प्रतिपवन विन्यास
Lee dune,प्रतिपवन टिब्बा
Lee seite,प्रतिपवन दिशा
Lee shore,प्रतिपवन तट
Lee side,प्रतिपवन पार्श्व
Leg,"टाँग, पाद, पादस्तंभ"
Legal geology,विधि भूविज्ञान
Legend,निर्देशिका
Lengthening,दीर्घीकरण
Length mean,लंबाई माध्य
Lengthwise section,अनुदैर्ध्य काट
Lens,लेन्स
Lens shaped,"मसूराकार, लेन्सरूपी"
Lesser himalayas,"निम्न हिमालय, मध्य हिमालय"
Leucolitic fumarole,ल्यूकोलाइटी वाष्पमुख
Levee ridge,तटबंध कटक
Level,"समतल सुरंग, लेवेल"
Levelling,"समतलन, तल-मापन"
Levelling rod,समतलन दंड
Level surface,"क्षैतिज पृष्ठ, समतल पृष्ठ, समविभव पृष्ठ"
Level-vial,समतलन नलिका
Lichen,लाइकेन
Lichenometry,लाइकेनमिति
Lick,लेहभूमि
Light,"लघु, हल्का, मंद, अल्प, लघुक, प्रकाश"
Light coloured soil,अल्पवर्ण मृदा
Liman,लीमेन
Limbate,स्थूलोपांत
Limestone sink,चूनाश्म गर्त
Limnic,गाध सरोवरी
Limnobios,"सरजीवलोक, सरोजीवविज्ञान"
Limnogeology,सरोवर भूविज्ञान
Line,"रेखा, लाइन, दीर्घतंतु"
Lineament,"स्थालानुरेख, विशिष्ट आकृति"
Linear dune,रेखीय मरू-टिब्बा
Linear parallelism,रैखिक समांतरता
Linears,सरेख
Lineation,"सरेखता, सरेखण"
Line of bearing,दिक्मान-रेखा
Line of flow,प्रवाह-रेखा
Line of outcrop,दृश्यांश-रेखा
Line of section,परिच्छेद-रेखा
Liner,"आस्तर, अस्तर, परिच्छादी"
Liquefaction slide,द्रवण सर्पण
Liquid,द्रव
Liquid-junction,द्रव-संधि
Lithography,"अश्ममुद्रण, लिथोमुद्रण"
Lithotherm,शैलहर्म
Lithologic map,आश्मिक मानचित्र
Lithosol (skeletal soil),"लिथोसॉल, अधकचरी मिट्टी"
Lithosphere,स्थलमंडल
Littoral,बेलांचली
Littoral biochore,बेलांचली जीवसीमा
Littoral cone,बेलांचली शंकु
Littoral current,बेलांचली धारा
Littoral drift,बेलांचली वाह
Littoral dune,बेलांचली टिब्बा
Littoral explosion,बेलांचली विस्फोट
Littoral shelf,बेलांचली उपतट
Littoral zone,बेलांचल (क्षेत्र)
Living reef,"विकासी भित्ति, विकासी रीफ"
Load of river,"नद भार, नदोढक"
Local,स्थानीय
Local baselevel,स्थानीय निम्नतमस्तर
Local magnitude,स्थानीय परिमाण
Local origin,स्थानीय उद्गम
Local sorting,स्थानीय प्रवरण
Local terrace,स्थानीय वेदिका
Locus of attack,अपरदन केन्द्र
Lodge moraine,संश्रित हिमोढ़
Loess,लोएस
Loess doll,लोएस डॉल
Loess flow,लोएस प्रवाह
Loess kindchen,लोएस अणुग्रंथिका
Loess nodule,लोएस ग्रंथिका
Log,"लॉग, लट्ठा, संलेख"
Log jam,लॉग बाँध
Longitude,देशांतर
Longitude correction,देशांतर संशोधन
Longitude difference,देशांतर अंतर
Longitudinal,"अनुदैर्ध्य, देशांतरीय"
Longitudinal crevasse,अनुदैर्ध्य हिमविदर
Longitudinal dune,अनुदैर्ध्य टिब्बा
Longitudinal moraine,अनुदैर्ध्य हिमोढ़
Longitudinal profile,अनुदैर्ध्य प्रोफाइल
Longitudinal valley,अनुदैर्ध्य घाटी
Longitudinal valley profile,अनुदैर्ध्य घाटी परिच्छेदिका
Longshore bar,वेलांचली रोधिका
Longshore transport,वेलांचली परिवहन
Long sights,दूर संरेखण
Loop cut,पाश-काट
Loop method,पाश पद्धति
Loose,"शिथिल, श्लथ, अबद्ध, अदृढ़"
Loose block,श्लथ खंड
Loosening,"श्लथन, शिथिलन"
Loose snow arvalanche,अदृढ़ हिमघाव
Loss of qualification,योग्यता हानि
Lost mountain,परिवृत पर्वत
Lost stream,लुप्त सरिता
Low-energy environment,निम्न ऊर्जा पर्यावरण
Lower,"निम्नतर, निम्न, अधः, अधर"
Lower mantle,निम्न प्रावार
Lowland,निम्न भूमि
Lows (of beach ridges),गर्त (पुलिन कटक)
Low tide,निम्न ज्वार
Low tide delta,निम्न ज्वार डेल्टा
Low-tide platform,"निम्न ज्वार प्लेटफार्म, निम्न ज्वार वेदी"
Low tide terrace,निम्न ज्वार वेदिका
Lozenge-shaped,लोजेन्जरूपी
Lucid attrite,पारदर्शी-ऐट्राइट
Luminescence,संदीप्ति
Lunar crater,चंद्र क्रेटर
Lunar regolith,चंद्र रेगोलिथ
Lunate mark,चंन्द्राकार चिह्न
Lunitidal interval,चंद्रज्वारीय अंतराल
Lute,"गारा, गारा लेपन"
Lynchet,"लिंचैट, वेदिका कगार"
Lysimeter,लाइसीमीटर
Maar,"भ्रूण-ज्वालामुखी, मार"
Mabuga,मूबूगा (दलदल)
Macaluba,मैकेलुबा
Macro,"स्थूल, महा, दीर्घ, गुरू"
Macromere,बृहत्खंड
Macroscopic character,स्थूल लक्षण
Magmatic water (=juvenile water),मैग्मज जल
Magnetic compass,"चुंबकीय दिक्सूचक, चुंबकी-कुतुबनुमा"
Magnetic pulley separator,चुंबकीय घिरनी पृथक्कर
Magnetic storm,चुंबकीय प्रक्षोभ
Magnetism,चुंबकत्व
Magnification,आवर्धन
Magnification arrangement,आवर्धन प्रयुक्ति
Main trend,मुख्य प्रवृत्ति
Major factor,"मुख्य उपादान, मुख्य कारक"
Major intrusion,दीर्घ अंतर्वेधन
Mangrove,"मैंग्रोव, गरान (बंगाली)"
Mangrove marsh,"गरान कच्छ, मैंग्रोव कच्छ"
Man-made shoreline,कृत्रिम तटरेखा
Mantle,"प्रावार, मैंटेल"
Mantle of scoria,स्कोरिया-प्रावार
Manual curve,हस्तरेखित वक्र
Map,"मानचित्र, नक्शा, प्रतिचित्र"
Map pattern,मानचित्र पैटर्न
Mapping,"भूमापन, प्रतिचित्रण, मानचित्रण"
Map study,मानचित्र अध्ययन
Mareograph,"समुद्रलेखी, मैरियोग्राफ"
Marginal,"सीमांत, उपांतस्थ, उपांत"
Marginal crevasse,उपांत हिमविदर
Marginal deposit,उपांत निक्षेप
Marginal fissure,उपांत विदर
Marginal frill,सीमांत झालर
Marginal geosyncline,लघु भूअभिनति
Marginalia,"मार्जीनेलिया, उपांतिका"
Marginal plain,उपांत मैदान
Marginal plate,सीमांत पट्टिका
Marginal region,उपांत प्रदेश
Marginal rim,सीमांत नेमि
Marginal sea,उपांत समुद्र
Marigraph,"मैरीग्राफ, समुद्रलेखी, ज्वार-भाटालेखी"
Marine,"समुद्री, सागरी"
Marine aerosol,समुद्री ऐरोसॉल
Marine band,समुद्री जीवपट्टी
Marine bench,समुद्री बेंच. सागरी बेंच
Marine built platform,समुद्र निर्मित वेदी
Marine chronometer,समुद्री कालमापी
Marine clay,समुद्री मृत्तिका
Marine cycle,सागरीय चक्र
Marine denudation,समुद्री अनाच्छादन
Marine deposit,समुद्री निक्षेप
Marine erosion (erosion by sea),समुद्री अपरदन
Marine ecology,समुद्री पारिस्थितिकी
Marine erosion coast,समुद्री अपरदन तट
Marine erratic,समुद्री विस्थापित
Marine formation,समुद्री शैल समूह
Marine geology,सागरीय भूविज्ञान
Marine lapie,समुद्री लैपी
Marine marsh,समुद्री कच्छ
Marine playa,सागरी प्लाया
Marine saline,सागरी लवणकच्छ
Marine sand,समुद्री बालू
Marine sediment,"समुद्री तलछट, समुद्री अवसाद"
Marine stack,समुद्री स्टैक
Marine toner,समुद्री छविकर
Marine transgression,समुद्री अतिक्रमण
Marine type chronometer,समुद्री कालमापी
Marker,चिह्नक
Marlekor,मार्लेकॉर
Marmarization,संगमरमरीभवन
Marmarosis,संगमरमरीभवन
Marsh,कच्छ
Marsh basin,कच्छ बेसिन
Marsh lake,कच्छ झील
Martial aethiops,मार्शल एथिओप्स
Martial vitriol,"कासीस, कसीस"
Martinite,मार्टिनाइट
Mass budget,हिमसंहति बजट
Mass concentration,"संहति सांद्रण, संहति बाहुल्य, द्रव्यमान सांद्रण, द्रव्यमान बाहुल्य"
Mass erosion,बृहतमान अपरदन
Massif,"गिरिपिंड, मैसिफ"
Massive,"संस्थूल, संपुंजित, स्थूल"
Massive character,संपुंज लक्षण
Massive eruption,बृह्त् उद्गार
Massive (scale of fissility),अतिस्थूलविदली
Mass movement,बृह्त संचलन
Mass wasting,बृह्त् क्षरण
Master cave,"प्रधान गुहा, महागुहा"
Master lode,प्रधान शिरानिक्षेप
Master stream,प्रधान सरिता
Mastication,चर्वण
Match,सुमेल
Material,"पदार्थ, सामग्री, वस्तु, द्रव्य (सं0),
 भौतिक, द्रव्यात्मक (वि0)"
Material balance,पदार्थ संतुलन
Mathematical analysis,गणितीय विश्लेषण
Mathematical pendulum,गणितीय लोलक
Matter,"द्रव्य, पदार्थ"
Mature,"परिपक्व, प्रौढ़"
Mature decomposition,पक्व अपघटन
Mature land,प्रौढ़ भूमि
Mature river,प्रौढ़ नदी
Mature stream,प्रौढ़ सरिता
Maximal load,अधिकतम भार
Maximal slope,अधिकतम ढाल
Meagre (in x),"(एक्स में) क्षुद्र,"
Mean advection,माध्य अभिवहन
Meander belt,विसर्प पट्टी
Meander channel,विसर्प वाहिका
Meandering,"विसर्पण, विसर्पी"
Meander lobe,विसर्प पाशवक्र
Meander loop,विसर्प लूप
Meander neck,विसर्प ग्रीवा
Meander scar terrace,विसर्प चिह्न वेदिका
Meander spur terrace,विसर्प स्कंध वेदिका
Mean deviation,माध्य विचलन
Mean diameter,माध्य व्यास
Mean earth ellipsoid,माध्य भूदीर्धवृत्तज
Mean high water,माध्य उच्चतम ज्वार
Mean ice edge,माध्य बर्फ कोर
Mean low water,माध्य निम्नतम ज्वार
Mean range,माध्य परिसर
Mean sea level,माध्य समुद्रतल
Mean tide level,माध्य ज्वार तल
Mechanical erosion,बलकृत अपरदन
Mechanical  fractionation,बलकृत प्रभाजन
Mechanical  weathering,बलकृत अपक्षय
Mechanism of eruption,उद्भेदन-क्रियाविधि
Medial,"मध्यस्थ, मध्यवर्ती, मध्य"
Medial moraine,"मध्यस्थ हिमोढ़, मध्यस्थ मोरेन"
Medial pseudomoraine,मध्यस्थ कूटमोरेन
Median,"माध्यिका, मीडियन, मध्य,मध्यस्थ"
Median diameter,माध्य व्यास
Medical geology,चिकित्सीय भूविज्ञान
Medicinal spring,औषधीय झरना
Mediterranean climate,भूमध्यसागरी जलवायु
Mediterranean delta,भूमध्यसागरी डेल्टा
Medium,"मध्यम (वि0), माध्यम (सं0)"
Meerschaum,मीरशौम
Mega,"स्थूल, गुरू, महा, स्पष्ट, नियुत (दशलक्ष)"
Megaberchan,दीर्घ बरकान
Megalospheric,दीर्घगोलक
Megaseismic region,महाभूकंपी प्रदेश
Meizoseismal area,तीव्रतम भूकंपी क्षेत्र
Mellor's mean,मेलर माध्य
Melt,"गलित (सं0), पिघलना, गलना (क्रि0)"
Melting point,गलनांक
Melt water,"पिघला जल, हिम-जल"
Meltwater structure,हिमजल संरचना
Mephitic,"विषैला, दुर्गंधयुक्त"
Mere (mear),"मीयर, सीमारेखा"
Merestone,सीमा पत्थर
Meridian,"याम्योत्तर, ध्रुववृत्त"
Meridional,"याम्योत्तरीय, रेखांशिक"
Meridional circulation,"उत्तर दक्षिणी परिसंचरण
रेखांशिक परिसंचरण"
Meridional plane,रेखांशिक तल
Meromictic lake,"अंशमिश्रित झील, मेरोमिक्टीय झील"
Mesa,मेसा
Mesh,"जालाक्षि, जाली"
Mesh-structure,जाल संरचना
Mesial,मध्य
Mesoclimate,लघुक्षेत्री जलवायु
Mesogeosyncline,मध्यस्थ भूअभिनति
Mesolithic,मध्यपाषाणी
Mesosiderite,मेसोसिडेराइट
Mesosphere,मध्यमंडल
Mesotherm,मध्यतापी
Mesotrophic lake,मध्यपोषी झील
Mesozone,मध्यमंडल
Metal,"धातु, मौलिक द्रव्य"
Metalimnion (thermocline),मध्यसर
Metallic meteorite,धात्विक उल्कापिंड
Metamorphic water,कायांतरी जल
Meta-ripple,मेटा-ऊर्मिका
Metatype,अनुप्ररूप
Meteor,उल्का
Meteor crater,"उल्का गर्त, उल्का क्रेटर"
Meteoric debris,उल्का मलबा
Meteoric iron,उल्का लोह
Meteoric water,आकाशी जल
Meteorite,उल्कापिंड
Meteorite bomb,उल्कापिंड बम
Meteorite crater,उल्कापिंड क्रेटर
Meteorite detector,उल्कापिंड अभिज्ञापक
Meteorite impact,उल्कापिंड संघट्ट
Meteoritic artifacts,उल्कापिंडीय अश्मोपकरण
Meteoritic detonation,उल्कापिंडीय विस्फोटन
Meteoritic dust,उल्का धूलि
Meteoritic energy,उल्का ऊर्जा
Meteoriticist,उल्कापिंड विज्ञानी
Meteoritic orbit,उल्का कक्षा
Meteoritic tectites,उल्कापिंडी टेक्टाइट्स
Meteoroid,उल्काभ
Meteorological elements,मौसमवैज्ञानिक अवयव
Meteorologic tide,मौसमी ज्वार
Meteorology,मौसमविज्ञान
Meteor shower,उल्का वृष्टि
Meteor spectra,उल्का स्पेक्ट्रम
Meteor stream,उल्का धारा
Meteor trail,उल्का पथ
Meteor train,उल्का पथदीप्ति
Method of progression (stadia traversing),श्रेढ़ी-विधि
Method of radiation,विकिरण विधि
Method of resection,रिसेक्शन विधि
Micro,"सूक्ष्म, लघु"
Micro-analytical method,सूक्ष्म विश्लेषिक विधि
Microclimate,सूक्ष्म क्षेत्री जलवायु
Microevolution,सूक्ष्म विकास
Microfilm,माइक्रोफिल्म
Microfilming,"माइक्रोफिल्मन, सूक्ष्मफिल्मीकरण"
Microfilm record,माइक्रोफिल्म अभिलेख
Micrograph,"सूक्ष्मलेखी, सूक्ष्मलेख, सूक्ष्मआलेखी"
Micrographic,सूक्ष्म-आलेखी
Micrographic intergrowth,सूक्ष्म-आलेखी अंतर्वृद्धि
Micrometeor,सूक्ष्म उल्का
Micrometeorite,सूक्ष्म उल्का पिंड
Micrometeorological,सूक्ष्ममौसमवैज्ञानिक
Microphone,माइक्रोफोन
Microphotography,"सूक्ष्मफोटोचित्रण, सूक्ष्मदर्शी फोटोग्राफी"
Microphysical problem,सूक्ष्मभौतिक समस्या
Microphysiography,शैलवर्णना
Microrelief,सूक्ष्मउच्चावच
Microscope,"सूक्ष्मदर्शी, माइक्रोस्कोप"
Microscopic,"सूक्ष्म, सूक्ष्मदर्शीय, सूक्ष्मदर्शनी"
Microseism,सूक्ष्मभूकंप
Microseismic movement,सूक्ष्मभूकंपी संचलन
Microseismic region,सूक्ष्मभूकंपी प्रदेश
Microstructure,सूक्ष्मसंरचना
Middle,मध्य
Middle himalayas (=lesser himalayas),"मध्य हिमालय, लघु हिमालय"
Mid-oceanic ridge,मध्य महासागरी कटक
Midstream,मध्य धारा
Migrating divide,प्रवासनी विभाजक
Migrating dune,गतिमान टिब्बा
Migrating fluid,गतिशील द्रव
Migratory cycle,प्रवासी चक्र
Milankovitch curve,मिलैन्कोविच वक्र
Milankovitch theory,मिलैन्कोविच सिद्धांत
Mine crater,"खनि, विवर, खनि क्रेटर"
Mineral disintegration,खनिज विघटन
Mineralogist,"खनिज वैज्ञानिक, खनिजज्ञ"
Mineral spring,खनिज झरना
Mineral survey,खनिज सर्वेक्षण
Mineral water,खनिज जल
Miniature atoll,"लघु प्रवालद्वीप वलय, लघु अडल"
Miniaturization,लघुरूपण
Minor,"उपसारणिक, उपडिटर्मिनेन्ट, लघु, गौण"
Minor cone,गौण शंकु
Minor control,लघु नियंत्रण
Minor factor,"गौण कारक, गौण घटक"
Minor flow system,लघु प्रवाही तंत्र
Minor geosyncline,लघुभूअभिनति
Miogeosyncline,उपांतभूअभिनति
Misfit stream,"अनुपपन्न सरिता, बेमेल सरिता"
Mix,"मिश्रघान (सं0), मिश्र (वि0)"
Mixed avalanche,मिश्र अवघाव
Mixed (volcanic) eruption,मिश्रित (ज्वालामुखीय) उद्गार
Mobile,"गतिशील, चलिष्णु, चल"
Mobile belt,गतिशील पट्टी
Model atmosphere,"मॉडल वायुमण्डल, निदर्श वायुमंडल"
Mode of occurrence,उपस्थिति की अवस्था
Modification,"रूपांतरण, रूपांतर, आपरिवर्तन"
Mofette,मोफेटि
Mog,मॉग
Mohorovicic crust,मोहरोविसिक पर्पटी
Mohorovicic discontinuity,मोहरोविसिक असांतत्य
Moil sample,मॉइल प्रतिदर्श
Moisture,नमी
Moisture content,"नमी की मात्रा, नमी का अंश"
Moisture equivalent,आर्द्रता तुल्यांक
Moisture factor,आर्द्रता गुणांक
Moisture sampling,आर्द्रता प्रतिचयन
Molasse,मोलासे
Molding sand,सांचा बालू
Monadnock,मोनैड्नॉक
Monoclinal coast,एकनतिक तट
Monoclinal fold scarp,एकनतिक वलन कगार
Monoclinal mountain,एकनतिक पर्वत
Monoclinal scarp,एकनतिक कगार
Monoclinic block,मोनोक्लिनिक ब्लॉक
Monodynamism,एकगतिवाद
Monogeosyncline,सरल भूअभिनति
Monticle,अद्रिका
Monticulate,अद्रिकामय
Monticule,अद्रिका
Montiform,अद्रिकारूप
Monton wax,मोन्ता मोम
Moor,मूर
Moorband pan,"मूरबैन्ड पैन, मूर पर्पटी"
Moorpan,"मूरपैन, मूरपर्पटी"
Moorpeat,मूरपीट
Moor whin,मूर ह्विन
Morainal apron,हिमोढ़ एप्रॉन
Morainal gravel,"हिमोढ़ बजरी, हिमोढ़ ग्रैवेल"
Morainal lake,"हिमोढ़ सरोवर, हिमोढ़ झील"
Morainal topography,हिमोढ़ स्थलाकृति
Moraine,"मोरेन, हिमोढ़"
Moraine amphitheatre,हिमोढ़ ऐम्फिथियेटर
Moraine deposit,हिमोढ़ निक्षेप
Moraine rampart,हिमोढ़ प्राचीर
Moraine topography,हिमोढ़ स्थलाकृति
Morainic belt topography,हिमोढ़पट्टी स्थलाकृति
Morainic loop,"हिमोढ़ लूप, हिमोढ़ पाश"
Morphic equivalents,समरूपी विषमप्रभव
Morphic prefiguration,आकृतिक पूर्वलक्षण
Morphic representation,आकृतिक निरूपण
Morphogenesis,"आकृतिजनन, संरचनाविकास"
Morphogenetic,आकृतिजनिक
Morphogenetic change,संरचनाविकास परिवर्तन
Morphogenetic line,संरचनाविकासी रेखा
Morphogenetic survey,संरचनाविकासी सर्वेक्षण
