Bengali,Telugu
উপদ্বীপের প্রচারণা,పెనిన్సులర్ ప్రచారం
উপদ্বীপ যুদ্ধ,ద్వీపకల్ప యుద్ధం
পেনান্ট,పెన్నెంట్
জনগণের সনদ (=জাতীয় সনদ),పీపుల్స్ చార్టర్ (=నేషనల్ చార్టర్)
পিপলস ফ্রন্ট (=জনপ্রিয় ফ্রন্ট),పీపుల్స్ ఫ్రంట్ (=పాపులర్ ఫ్రంట్)
বেপরোয়া,అపవిత్రత
সময়কাল,కాలం
সময়কাল,కాలం
পরিধি,పెరిఫెరీ
স্থায়ী বন্দোবস্ত,శాశ్వత పరిష్కారం
চিরন্তন জাঁকজমক,శాశ్వత ఫైఫ్
ফ্যালানক্স,ఫాలాంక్స్
ফ্যালানক্স,ఫాలాంక్స్
ফেরাউন,ఫారో
পিকটোগ্রাম,పిక్టోగ్రామ్
পিকটোগ্রাফ,పిక్టోగ్రాఫ్
পিকটোগ্রাফ,పిక్టోగ్రాఫ్
তীর্থযাত্রী,యాత్రికుడు
তীর্থযাত্রী পিতারা,యాత్రికుల తండ్రులు
পিলেজ,దోపిడీ
পিলেজ,దోపిడీ
স্তম্ভ,పిల్లర్
পিলার এডিক্টস (অশোকের),స్తంభ శాసనాలు (అశోకుని)
পিলার এডিক্টস (অশোকের),స్తంభ శాసనాలు (అశోకుని)
পিলার এডিক্টস (অশোকের),స్తంభ శాసనాలు (అశోకుని)
জলদস্যু,పైరేట్
জলদস্যু,పైరేట్
পিচড যুদ্ধ,పిచ్ యుద్ధం
পটভূমি,ప్లాట్లు
পলিস,పోలిస్
পলিস,పోలిస్
পলিটার্ক,రాజనీతిజ్ఞుడు
পলিটিক্যাল এজেন্ট,రాజకీయ ఏజెంట్
রাজনৈতিক আশ্রয়,రాజకీయ ఆశ్రయం
রাজনৈতিক বাসিন্দা,రాజకీయ నివాసి
রাজনৈতিক সন্ত্রাস,రాజకీయ ఉగ్రవాదం
মাথট,ఎన్నికల పన్ను
পন্টুন,పాంటూన్
প্রিমিয়ার,ప్రీమియర్
প্রিমিয়ার,ప్రీమియర్
প্রিমিয়ারশিপ,ప్రీమియర్‌షిప్
প্রেসিডেন্সি,ప్రెసిడెన్సీ
প্রেসিডেন্সি,ప్రెసిడెన్సీ
রাষ্ট্রপতি,అధ్యక్షుడు
রাষ্ট্রপতি,అధ్యక్షుడు
প্রেসিডিয়াম,ప్రెసిడియం
প্রধানমন্ত্রী,ప్రధాన మంత్రి
প্রিমোজেনিচার,ప్రిమోజెనిచర్
রাজপুত্র,యువరాజు
রাজপুত্র,యువరాజు
প্রিন্স বিশপ,ప్రిన్స్ బిషప్
প্রিন্স কনসোর্ট,ప్రిన్స్ కన్సార్ట్
প্রিন্স রিজেন্ট,ప్రిన్స్ రీజెంట్
পিন্স regnant,పిన్స్ రెగ్నెంట్
রাজকুমারী রিজেন্ট,ప్రిన్సెస్ రీజెంట్
রাজকুমারী,ప్రిన్సెస్ రాయల్
প্রিন্সিপ্যালিটি,ప్రిన్సిపాలిటీ
প্রিন্সিপ্যালিটি,ప్రిన్సిపాలిటీ
প্রিন্সিপ্যালিটি,ప్రిన్సిపాలిటీ
পুরস্কার,బహుమతి
পুরস্কার,బహుమతి
উপহার স্বরূপ,నగదు బహుమతి
পেশাদার সৈনিক,వృత్తిపరమైన సైనికుడు
প্রতিশ্রুতি,ప్రామిస్
প্রমোনটরি ফোর্ট,ప్రమోన్టరీ కోట
প্রটেক্টরেট,రక్షించు
প্রটেক্টরেট,రక్షించు
প্রটেক্টরেট,రక్షించు
প্রোটেগ,ఆశ్రితుడు
উদ্ভব,మూలాధారం
উদ্ভব,మూలాధారం
প্রোভেনেন্স সিস্টেম,మూలాధార వ్యవస్థ
ইহুদিবাদী,ప్రో-జియోనిస్ట్
জনশত্রু,ప్రజా శత్రువు
জনশত্রু,ప్రజా శత్రువు
বিরাম,పంక్టేషన్స్
পুনিক যুদ্ধ,ప్యూనిక్ యుద్ధాలు
পিউরিটান,ప్యూరిటన్
Putsch,పుట్చ్
কোয়াড্রিগা,చతుర్భుజం
চতুর্মুখী জোট,చతుర్భుజ కూటమి
কোয়েকার,క్వేకర్
রাণী,రాణి
রানী সহধর্মিণী,రాణి భార్య
কুইন দোহার,క్వీన్ వరుడు
কুইনডম,క్వీన్డమ్
কুইনডম,క్వీన్డమ్
রানী মা,రాణి తల్లి
রাজকুমারী,రాణి రాణి
কুইসলিং,క్విస్లింగ్
কুইসলিং,క్విస్లింగ్
ভাড়া ছাড়ুন,అద్దె మానేయండి
কাঁপুনি,వణుకు
ওয়ারেন্টো,వారెంటో
জাতি,జాతి
জাতিগত আধিপত্য,జాతి ఆధిపత్యం
তাক,ర్యాక్
তাক,ర్యాక్
অভিযান,రైడ్
অভিযান,రైడ్
রামপার্ট,ప్రాకారము
রামপার্ট,ప్రాకారము
লুণ্ঠন,దోపిడీ
মুক্তিপণ,విమోచన క్రయధనం
মুক্তিপণ,విమోచన క్రయధనం
ধ্বংসযজ্ঞ,విధ్వంసం
ধ্বংসযজ্ঞ,విధ్వంసం
রাজত্ব,రాజ్యం
রিয়ার গার্ড,వెనుక గార్డు
রিয়ার গার্ড অ্যাকশন,వెనుక రక్షణ చర్య
বিদ্রোহী,తిరుగుబాటుదారుడు
বিদ্রোহ,తిరుగుబాటు
বিদ্রোহের স্বীকৃতি,తిరుగుబాటుకు గుర్తింపు
পুনঃসঞ্চালন,రీకండక్షన్
রিকনেসান্স,నిఘా
পুনর্গঠন,పునర్నిర్మాణం
রেকর্ড,రికార్డ్ చేయండి
রেকর্ড অফিস,రికార్డు కార్యాలయం
রেকর্ড অবসর,రికార్డ్ రిటైర్మెంట్
লাল শার্ট,ఎర్ర చొక్కాలు
সংস্কার,సంస్కరణ
উদ্বাস্তু,శరణార్థ
রেগালিয়া,రెగాలియా
রেগালিয়া,రెగాలియా
রেগালিয়া,రెగాలియా
রিজেন্সি,రీజెన్సీ
রিজেন্ট,రీజెంట్
রাজকীয় রানী,రీజెంట్ రాణి
রেজিসাইড,రెజిసైడ్
রেজিসাইডস,రెజిసైడ్లు
শাসন,పాలన
শাসন,పాలన
অঞ্চল,ప్రాంతం
রাজকীয় বছর,రెగ్నల్ సంవత్సరం
রেগন্যান্ট,రెగ్నెంట్
রেগনাম,రెగ్నమ్
রাইখ,రీచ్
রাজত্ব,పాలన
রাজত্ব,పాలన
রাজত্ব করা পরিবার,పాలించే కుటుంబం
সন্ত্রাসের রাজত্ব,భయానక పాలన
সন্ত্রাসের রাজত্ব,భయానక పాలన
শক্তিশালী করা,బలపరచు
শক্তিবৃদ্ধি,అదనపుబల o
পুনঃস্থাপন,పునఃస్థాపన
পুনরায় বিনিয়োগ করুন,తిరిగి పెట్టుబడి పెట్టండి
রিলে পোস্ট,రిలే పోస్ట్
রিলে রুট,రిలే మార్గం
রিলে সিস্টেম,రిలే వ్యవస్థ
মুক্তি,విడుదల
মুক্তি,విడుదల
ত্যাগ,త్యజించుట
ত্যাগ,త్యజించుట
রেপার্টরি (=ইনভেন্টরি),రెపర్టరీ (=ఇన్వెంటరీ)
ভান্ডার,రిపోజిటరీ
ভান্ডার,రిపోజిటరీ
প্রজাতন্ত্র,రిపబ్లిక్
প্রজাতন্ত্র দিবস,గణతంత్ర దినోత్సవం
রিস্ক্রিপ্ট,రిస్క్రిప్ట్
রিস্ক্রিপ্ট,రిస్క్రిప్ట్
বাসিন্দা,నివాసి
পুন: প্রতিষ্ঠা,పునరుద్ధరణ
পুনরুত্থান,పునరుత్థానం
পুনরুত্থান,పునరుత్థానం
পশ্চাদপসরণ,తిరోగమనం
বিপরীত (একটি মুদ্রার),రివర్స్ (నాణెం)
বিদ্রোহ,తిరుగుబాటు
বিপ্লব,విప్లవం
"বিপ্লব, ফরাসি","విప్లవం, ఫ్రెంచ్"
বিপ্লব গৌরবময়,విప్లవం గ్లోరియస్
"বিপ্লব, শিল্প","విప్లవం, పారిశ్రామిక"
উদীয়মান,రైజింగ్
পচা-বরো,రాటెన్-బరో
রাফ রাইডার,రఫ్ రైడర్స్
গোলাকার মাথা,గుండ్రని తలలు
রাউট,రూట్
রাজকীয় দর্শক,రాయల్ ప్రేక్షకులు
রাজকীয় সনদ,రాయల్ చార్టర్
রাজকীয় ক্রেস্ট,రాయల్ క్రెస్ట్
রাজকীয় ক্রেস্ট,రాయల్ క్రెస్ట్
রাজকীয় ফরমান,రాయల్ డిక్రీ
রুব্রিক,రూబ్రిక్
ধ্বংসাবশেষ,శిథిలాలు
রানার,రన్నర్
নাশকতা,విధ్వంసం
সাবের,సాబెర్
সাবার্স,సాబర్స్
বলিদান,త్యాగం
বলিদান,త్యాగం
বলিদান,త్యాగం
নিরাপদ আচরণ,సురక్షితమైన ప్రవర్తన
নিরাপত্তা বেষ্টনী,రక్షణ
নিরাপত্তা বেষ্টনী,రక్షణ
নিরাপত্তার দায়িত্ব,రక్షణ విధులు
স্যালি,సాలీ
স্যালি-বন্দর,సాలీ-పోర్ట్
রাজদণ্ড,రాజదండం
Scimitar,స్కిమిటార్
দ্বিতীয় এস্টেট,రెండవ ఎస్టేట్
সম্প্রদায়,శాఖ
সম্প্রদায়,శాఖ
খিঁচুনি,నిర్భందించటం
খিঁচুনি,నిర్భందించటం
সেনেট,సెనేట్
সেনেট,సెనేట్
সেনেট,సెనేట్
সেনেট,సెనేట్
দাস (= বর্ডার বা ভিলিন),సెర్ఫ్ (=బోర్డార్ లేదా విల్లెన్)
দাস (= বর্ডার বা ভিলিন),సెర్ఫ్ (=బోర్డార్ లేదా విల్లెన్)
দাসত্ব (সার্ফহুড বা সারফেজ),సెర్ఫోడమ్ (సెర్ఫ్‌హుడ్ లేదా సెర్ఫేజ్)
দাসত্ব (সার্ফহুড বা সারফেজ),సెర్ఫోడమ్ (సెర్ఫ్‌హుడ్ లేదా సెర్ఫేజ్)
ছায়া রাজা,నీడ రాజు
শিপ মানি,షిప్ మనీ
শক সৈন্য (= ঝড় সৈন্য),షాక్ దళాలు (=తుఫాను దళాలు)
সংক্ষিপ্ত সংসদ,పొట్టి పార్లమెంట్
ঝগড়া,వాగ్వివాదం
দাস,బానిస
দাসত্ব,బానిసత్వం
দাসত্ব,బానిసత్వం
সৈনিক রাষ্ট্রনায়ক,సైనిక రాజనీతిజ్ఞుడు
বর্শা,ఈటె
বর্শা-মাথা,ఈటె-తల
গোলক,గోళము
স্ফ্রাজিস্টিকস,స్ఫ్రాగిస్టిక్స్
সিস্টেম নষ্ট করে,వ్యవస్థను పాడు చేస్తుంది
স্কয়ার,స్క్వైర్
স্কয়ার,స్క్వైర్
স্কয়ারআর্কি,Squirearchy
স্কয়ারআর্কি,Squirearchy
স্ট্যান্ডার্ড,ప్రామాణికం
মান-ধারক,స్టాండర్డ్ బేరర్
স্থায়ী সেনাবাহিনী,స్టాండింగ్ ఆర్మీ
স্থায়ী আদেশ,స్టాండింగ్ ఆర్డర్లు
স্থায়ী আদেশ,స్టాండింగ్ ఆర్డర్లు
স্টেটসম্যান,రాజనీతిజ్ఞుడు
পাথরের শিলালিপি,రాతి శాసనం
ঝড় সৈন্য,తుఫాను దళాలు
কৌশল,వ్యూహం
কৌশল,వ్యూహం
কৌশল,వ్యూహం
কৌশল,వ్యూహం
স্ট্র্যাটোক্র্যাসি,స్ట్రాటోక్రసీ
কলহ,కలహాలు
কলহ,కలహాలు
শক্ত হোল্ড,బలమైన పట్టు
শক্ত হোল্ড,బలమైన పట్టు
সাবসিডিয়ারি ট্যালাইন্স,అనుబంధ టాలయన్స్
উত্তরাধিকার,వారసత్వం
উত্তরাধিকারী,వారసుడు
ভোটাধিকার,ఓటు హక్కు
ভোটাধিকারী,ఓటు హక్కుదారుడు
সালতানাত,సుల్తానేట్
সুলতানি আমল,సుల్తానేట్ కాలం
আত্মসমর্পণ,లొంగిపో
সুজারেন,సుజెరైన్
সুজারেন রাজ্য,సుజరైన్ రాష్ట్రం
তলোয়ারধারী,ఖడ్గవీరుడు
তামানি সোসাইটি,తమ్మనీ సొసైటీ
টেম্পারড তলোয়ার,కోపముగల కత్తి
প্রজা,అద్దెదారు
প্রজা,అద్దెదారు
এলাকা,భూభాగం
এলাকা,భూభాగం
অঞ্চল সরকার,భూభాగం ప్రభుత్వం
সন্ত্রাস,తీవ్రవాదం
তৃতীয় এস্টেট,థర్డ్ ఎస్టేట్
তিনটি এস্টেট,మూడు ఎస్టేట్లు
টোল,టోల్
টোল বাড়ি,టోల్ హౌస్
সমাধি,సమాధి
টোরি,టోరీ
টোটেম,టోటెమ్
টাওয়ার,టవర్
টাওয়ার,టవర్
বিজয়ের টাওয়ার,విజయ టవర్
বিশ্বাসঘাতক,దేశద్రోహి
বিশ্বাসঘাতকতা,ద్రోహం
বিশ্বাসঘাতকতা,రాజద్రోహం
সন্ধি,సంధి
যুদ্ধের মাধ্যমে বিচার (=যুদ্ধের মাধ্যমে ট্রায়াল),యుద్ధం ద్వారా విచారణ (=యుద్ధం ద్వారా కాలిబాట)
শ্রদ্ধাঞ্জলি,నివాళి
শ্রদ্ধাঞ্জলি,నివాళి
শ্রদ্ধা ভূমি,నివాళి భూమి
তিন জোট,ట్రిపుల్ కూటమి
ট্রিপল entente,ట్రిపుల్ entente
বিজয়,విజయం
বিজয়,విజయం
অশান্তি,అలజడి
অত্যাচারী হত্যা,నిరంకుశ హత్య
অত্যাচারী হত্যা,నిరంకుశ హత్య
অত্যাচার,దౌర్జన్యం
অত্যাচার,దౌర్జన్యం
অত্যাচারী,నిరంకుశుడు
উহলান,ఉహ్లాన్
উকাসে,ఉకాసే
উকাসে,ఉకాసే
ওলামা,ఉలేమా
আল্টিমেটাম,అల్టిమేటం
আল্টিমেটাম,అల్టిమేటం
চাচা স্যাম,సామ్ మామయ్య
অধীনস্থ রাজা,అండర్-కింగ్
ইউনাইটেড আইরিশম্যান,యునైటెడ్ ఐరిష్ మెన్
জাতিসংঘ,ఐక్యరాజ్యసమితి
ইউনাইটেড প্রদেশ,యునైటెడ్ ప్రావిన్స్
ইউনাইটেড প্রদেশ,యునైటెడ్ ప్రావిన్స్
অপ্রত্যাশিত দুর্গ,అసమానమైన కోట
সর্বজনীন রাজা,సార్వత్రిక చక్రవర్తి
সার্বজনীন ভোটাধিকার,సార్వత్రిక ఓటు హక్కు
বিদ্রোহ,తిరుగుబాటు
দখল,దోపిడీ
দখলকারী,దోపిడీదారుడు
ইউটোপিয়া,ఆదర్శధామం
ভাঙচুর,విధ్వంసం
ধ্বংসাত্মক,విధ్వంసం
ভ্যানগার্ড,వాన్గార్డ్
ভ্যানগার্ড,వాన్గార్డ్
ভ্যানগার্ড,వాన్గార్డ్
ভারাঙ্গিয়ান,వరంజియన్
ভারাঙ্গিয়ান প্রহরী,వరంజియన్ గార్డు
ভাসাল,వాసల్
ভাসাল,వాసల్
ভাসাল রাষ্ট্র,వాసల్ రాష్ట్రం
ভ্যাটিকান কাউন্সিল,వాటికన్ కౌన్సిల్
ভেসেল,ఓడ
ভেসেল,ఓడ
ভেসেল,ఓడ
উপরাজ,ఉపరాజు
ভাইসরয়,వైస్రాయ్
ভাইসরয়্যালিটি = ভাইসরয়শিপ,వైస్రాయిల్టీ=వైస్రాయ్‌షిప్
ভিক্টর,విక్టర్
বিজয়,విజయం
ভিলেইন,విలన్
সমুদ্রযাত্রা,సముద్రయానం
অরক্ষিত দুর্গ,దుర్బలమైన కోట
অম্লান চিত্র,వాల్ పెయింటింగ్
অম্লান চিত্র,వాల్ పెయింటింగ్
যুদ্ধ,యుద్ధం
যুদ্ধ-প্রভু,యుద్ధ ప్రభువు
যোদ্ধা,యోధుడు
যোদ্ধা,యోధుడు
যোদ্ধা,యోధుడు
যুদ্ধজাহাজ,యుద్ధనౌక
ওয়াচ-শব্দ,వాచ్-వర్డ్
কল্যাণ রাষ্ট্র,సంక్షేమ రాజ్యం
কল্যাণমূলক কাজ,సంక్షేమ పనులు
হুইগ,విగ్
সাদা পতাকা,తెల్ల జెండా
হোয়াইটম্যানের বোঝা,తెల్లవారి భారం
বিশ্ব সাম্রাজ্য,ప్రపంచ సామ్రాజ్యం
বিশ্ব আন্দোলন,ప్రపంచ ఉద్యమం
বিশ্ব রাজনীতি,ప్రపంచ రాజకీయాలు
বিশ্ব শক্তি,ప్రపంచ శక్తి
বিশ্বযুদ্ধ,ప్రపంచ యుద్ధం
Wreeker,వ్రేకర్
ধ্বংসকারী সংশোধনী,ధ్వంసమైన సవరణ
জেনেলাসিস,జెనెలాసిస్
জেনোফোবিয়া,జెనోఫోబియా
ইয়াঙ্কি,యాంకీ
হলুদ জ্যাকেট,పసుపు రంగు గల చొక్కా
হলুদ মানুষ,పసుపు మనిషి
হলুদ বিপদ,పసుపు ప్రమాదం
হলুদ প্রেস,పసుపు ప్రెస్
তরুণ তুর্কিদের,యంగ్ టర్క్స్
জিউস,జ్యూస్
জায়নবাদ,జియోనిజం
জরথুষ্ট্রবাদ,జొరాస్ట్రియనిజం
