Marathi,English
जंक्शन ट्रान्झिस्टर,Junction transistor
carnow नकाशा,Karmaugh map
कॉर्नरो रेखाचित्र,Karnaugh map
केल गुणांक,Kell factor
केल्विन दुहेरी पूल,Kelvin double bridge
केल्विन वॉर्स व्होल्टेज विभाजक,Kelvin varley voltage divider
केर सेल,Kerr cell
की बोर्ड,Key board
की बोर्ड,Key pad
की स्टोरेज रजिस्टर,Key storage register
कीबोर्ड,Keyboard
कीबोर्ड,Keyboard
keyed AGC,Keyed AGC
काउंटर इजा,Kickback
किलो हर्ट्झ,Kilohertz
किर्चॉफचा विभाग कायदा,Kirchoff's current law
kirchhoff व्होल्टेज कायदा,Kirchoff's voltage law
व्होल्टेज जाणून घ्या,Knee voltage
KVK Rater,KVA rating
प्रयोगशाळा वीज पुरवठा,Laboratory power supply
प्रयोगशाळा मानके,Laboratory standards
लॅव्हिरिंथ घाला,Labyrinth enclosure
प्रलक्ष प्रक्रिया,Labquer process
उन्नत D/A कनवर्टर,Ladder type D/A converter
पश्चात्ताप,Lag
परत भरपाई पुनर्गुंतवणूक वर्धक,Lag compensated feedback amplifier
लॅम्बर्टचा कोसाइन नियम,Lambert's cosine law
दिवा रिचार्ज,Lamp feedback
स्थानिक नेटवर्क व्यवस्थापक,LAN manager
कव्हर क्षेत्र,Landing zone
लँडस्केप मोड,Landscape mode
लँडस्केप मॉनिटर,Landscape monitor
भाषा एकत्र करणे,Language assembly
भाषा प्रोसेसर,Language processor
भाषा अनुनाद प्रोग्रामिंग,Language translation programme
सामान्य,LAPB (link access procedurebalancedmodem)laplace equation
Laplace समीकरण,Laplace equation
Laplace परिवर्तन,Laplace transformation
LAPM,LAPM (link access procedure for modem)
मांडीवर ठेवुन काम करता येण्या सारखा संगणक,Laptop computer
LARAM,LARAM (line addressable random access memory)
मोठी फ्रेम,Large frame
मोठ्या त्रिज्या लेबलिंग,Large radius bending
"LSI LSI, प्रचंड एकत्रीकरण",Large scale integration
मास इंटिग्रेशन (LSI),Large scale integration (LSI)
लांब सिग्नल अॅम्प्लिफायर,Large signal amplifier
larmore प्युरिफायर,Larmour precession
लेसर,Laser
लेसर डायोड,Laser diode
लेसर इंजिन,Laser engine
लेसर प्रिंटर,Laser printer
लेसर स्टोरेज,Laser storage
लेसर खिडकीच्या चौकटीचा खालचा आडवा,Laser threshold
अंतिम प्रवेश निर्गमन,Last in first-out (LIFO)
कुंडी,Latch
कुंडी बंद,Latch up
लेथ कातरणे,Latche cutting
सुप्तता,Latency time
साइड कतरन प्रणाली,Lateral cutting system
बाजूकडील प्रसार,Lateral diffusion
पार्श्व PNP ट्रान्झिस्टर,Lateral PNP transistor
साइड ट्रान्झिस्टर,Lateral transistor
मी कमी करत आहे,L-attenuator
करार नियम,Law of junction
थर,Layer
थर इंटरफेस,Layer interface
आयनोस्फेरिक थर,Layer ionospheric
थर,Layering
बाह्यरेखा,Layout
टेम्पलेट टेम्पलेट,Layout prototype board
अर्ज मूल्यांकन,Lazy evaluation
LC,LC
LCALL सूचना,LCALL instruction
ld,LD
"आघाडी, आघाडी",Lead
प्रायॉरिटी कॉम्पेन्सेटेड रिचार्ज अॅम्प्लीफायर,Lead compensated feedback amplifier
फ्रंट कोर,Leading edge
गंज अॅनालॉग स्विचिंग,Leakage analog switch
इरोशन फ्लक्स,Leakage flux
इरोशन मोड,Leaky mode
पॅडॉक बासरी अॅम्प्लीफायर,Leap frog amplifier
पॅडॉक प्लूटी चाचणी,Leap frog test
शिकण्याची वक्र,Learning curve
लीज्ड लाइन मॉडेम,Leased line modem
भाडेपट्टीची वेळ,Leased time
किमान अर्थपूर्ण खेळ,Least significant bit
लेकलांचें कोरडे कोश,Le-clanche dry cell
प्रकाश उत्सर्जित करणारा डायोड,LED
एलईडी सूचक,LED indicator
घड्याळाच्या उलट दिशेने ध्रुवीकरण,Left handed polarisation
बाकी औचित्य,Left justification
आख्यायिका,Legend
lange चा कायदा,Lenz's law
लिओ प्रिंटर,LEO printer
अक्षर गुणवत्ता,Letter quality
पातळी सक्रिय गुंतवणूक,Level activated input
स्तर कोडिंग,Level encoding
लेव्हल शिफ्टर,Level shifter
स्तर हस्तांतरण,Level translator
स्तरीकरण,Leveling
स्तर संवेदनशील अंतरायम्,Level-sensitive interupt
शाब्दिक शहान,Lexico graphic sort
शब्दकोश,Lexicon
लीडेन जार,Leyden jar
दुभाषी संग्रह,Library compiler
वाहक वय,Lift time of carriers
प्रकाश,Light
प्रकाश वक्र,Light curve
प्रकाश उत्सर्जक डायोड (एलईडी),Light emitting diode
हलका फायदा,Light gain
फोटोमीटर,Light meter
हलकी लेखणी,Light pen
प्रकाश ट्यूब,Light pipe
मर्यादा,Limiter
सीमांत विकिरण,Limiting radiation
लिंडेमन इलेक्ट्रोमीटर,Lindemann electrometer
लाइन कोड,Line codes
ओळ प्रतिबंध,Line conditioning
लाइन ड्रायव्हर,Line driven
लाइन हँडलर,Line handler
लाइन इंटरफेस,Line interface
लाइन आउटपुट ट्रान्सफॉर्मर,Line output transformer
रेखा स्पेक्ट्रम,Line spectra
लाइन सिंक SMPS,Line synchronized SMPS
ओळ लहर फॉर्म,Line wave form
रेखीय अॅम्प्लीफायर,Linear amplifier
रेखीय अॅरे,Linear arrays
रेखीय सहसंबंध गुणांक,Linear correlation coefficient
रेखीय विकृती,Linear distortion
रेखीय उतार जंक्शन,Linear graded junction
रेखीय हस्तक्षेप,Linear interpolation
लिनियर मॉड्युलेशन पद्धत,Linear modulation method
रेखीय कला फिल्टर,Linear phase filter
रेखीय ध्रुवीकरण,Linear polarisation
रेखीय क्षेत्र,Linear region
रेखीय नियंत्रक,Linear regulator
रेखीय गती,Linear speed
रेखीय स्विचिंग,Linear switching
रेखीय मोठेपणा मॉड्यूलेटेड प्रणाली,Linearity AM system
"दुवा स्तर, साखळी स्तर",Link layer
मालिका कार्यक्रम,Linker program
कनेक्टिंग लिमिटर,Linking limiter
ओठ मायक्रोफोन,Lip microphone
लिसाजू आकृती,Lissajous figure
लिसाजस पद्धत,Lissjous method
प्रेक्षक,Listener
प्रेक्षक थकवा,Listener fatigue
हेडफोन ऐकणे,Listening headphone
लिथियम प्राथमिक बॅटरी,Lithium primary battery
लिथोप्रिंटिंग,Lithography
रॉक प्रिंटिंग,Lithography
थेट संगीत,Live music
लॉयड फिशर मॅग्नेटिक स्क्वेअर,Liyod-Fisher magnetic square
लोड,Load
लोड फॅक्टर,Load factor
लोड प्रतिबाधा,Load impedance
लिफ्ट लाइन,Load line
भार,Loading
लोब एरियल,Lobe aerial
अवकाशीय नेटवर्क (LAN),Local area network (LAN)
स्थानिक बस,Local bus
स्थानिक बस व्हिडिओ प्रणाली,Local bus video system
स्थानिक ट्रान्समिशन बस,Local expansion bus
स्थानिक चर्चा,Local talk
असाइनमेंट अॅम्प्लिफायर,Lock in amplifier
संरक्षक,Lock up
प्रतिबंध लूप,Locked loop
सत्र सुरू,Log on
लॉगरिदमिक वारंवारता अँटेना,Log periodic antenna
प्रसिद्धी लेखन,Logging
तर्क विश्लेषक,Logic analyser
लॉजिक सेल अॅरे,Logic cell array
लॉजिक सर्किट,Logic circuit
युक्तिवाद नोंद,Logic entry
एकूण तर्क,Logic family
तर्कशास्त्र कॅल्क्युलस,Logic function
लॉजिक गेट,Logic gate
तर्कशास्त्र विश्लेषण,Logical analysis
लोक,Logo
लॉगरिदमिक अॅम्प्लिफायर,Logarithmic amplifier
लॉगरिदमिक अॅम्प्लिफायर,Logarithmic amplifier
लॉगरिदमिक हवामान,Logarithmic decrement
लॉगरिदमिक स्केल,Logarithmic scales
लंबवर्तुळाकार जोडी,Long tailed pair
मोठा शब्द,Long word
"लाउडस्पीकर, प्रवर्धक उपकरण",Loudspeaker
कमी वारंवारता भरपाई,Low frequency compensation
कमी वारंवारता आवाज,Low frequency noise
कमी वारंवारता ग्रूव्ह फिल्टर,Low frequency notch filter
कमी वारंवारता प्रेषण,Low frequency propagation
कमी वारंवारता ट्रान्सफॉर्मर,Low frequencytransformer
निम्न पातळी अॅनालॉग सिग्नल,Low level analog signal
कमी आवाज,Low noise
कमी आवाज केबल,Low noise cable
कमी पास फिल्टर,Low pass filter
कमी पास फिल्टर,Low pass filter
कमी पॉवर आरसी सर्किट,Low pass RC circuit
कमी थ्रेशोल्ड तर्क,Low threshold logic
कमी व्होल्टेज उर्जा स्त्रोत,Low voltage power supply
कमी प्लेबॅक वारंवारता,Lower side frequency
कमी प्लेबॅक वारंवारता,Lower side frequency
एलपी स्लॉट,LP groove
एलपी रेकॉर्ड,LP record
एलएस व्होल्टेज ऑफसेट संरक्षण,LS voltage offset protection
किमान अर्थपूर्ण खेळ,LSB
किमान लक्षणीय स्कोअर,LSD
प्रचंड एकीकरण,LSI
कमी क्षमता,LT (low tension)
दिसत,Lug
लुमेन,Lumen
लुमेन तास,Lumen hour
प्रकाशमानता,Luminance
प्रदीपन चिन्ह,Luminance signal
ज्वाला प्रवाह,Luminous flux
लुमर-ब्रोधन फोटोमीटर,Lummer-Brodhun photometer
स्थानिकीकृत घटक मॉडेल,Lumped components mode
रेखीय व्होल्टेज विभेदक ट्रान्सफॉर्मर,LVDT
मशीन सायकल,Machine cycle
मशीन भाषा,Machine language
मॅकिटोश संगणक,Macintosh computer
जादूचा चहा,Magic tee
चुंबक,Magnet
चुंबकीय वर्धक,Magnetic amplifier
चुंबकीय बबल मेमरी,Magnetic bubble memory (MBM)
चुंबकीय कोर,Magnetic core
चुंबकीय जोडणी,Magnetic coupling
चुंबकीय डेटा स्टोरेज,Magnetic data storage
चुंबकीय विक्षेपण,Magnetic deflection
चुंबकीय डिस्क,Magnetic disk
चुंबकीय क्षेत्र,Magnetic field
चुंबकीय प्रवाह,Magnetic flux
चुंबकीय फोकस,Magnetic focusing
चुंबक संश्लेषण,Magnetic hysteresis
चुंबकीय शक्ती रेखा,Magnetic lines of force
चुंबकीय संग्राहक,Magnetic pick up
चुंबकीय ध्रुवीयता,Magnetic polarity
चुंबकीय ध्रुवीयता,Magnetic polarity
चुंबकीय संपृक्तता,Magnetic saturation
चुंबकीय संरक्षण,Magnetic shielding
चुंबकीय गोंधळ,Magnetic storm
चुंबकीय टेप,Magnetic tape
मॅग्नेटोमीटर,Magnetometer
चुंबकीय प्रेरक शक्ती (mmf),Magneto motive force (mmf)
मॅग्नेट्रॉन,Magnetron
मोठेीकरण,Magnification
खंड,Magnitude
परिमाण तुलनाकर्ता,Magnitude comparator
प्रमाण कार्य,Magnitude function
मोठा संगणक,Main frame computer
मुख्य ओळ प्रवाह,Main line current
बहुसंख्य वाहक,Majority carrier
बहुसंख्य वाहक वर्तमान,Majority carrier current
"पंप समन्वयक, रीकॉम्बिनंट",Male connector
MAN (मेट्रोपॉलिटन एरिया नेटवर्क),MAN (metropolitan area network)
मँचेस्टर कोडिंग,Manchester coding
मानवी आवाज,Man-made noise
मंटिसा,Mantissa
मॅपिंग,Mapping
मार्कोनी अँटेना,Marconi antenna
चिन्ह/वेळ प्रमाण,Mark/Space ratio
कव्हर,Mask
मास्क प्रोग्राम केलेला रोम,Mask programmed ROM
चांगले काम व्यत्यय,Maskable interrupt
कव्हर रोम,Masked ROM
"व्हॉल्यूम, वस्तुमान",Mass
मास्टर घड्याळ,Master clock
मास्टर ऑसिलेटर,Master oscillator
जुळलेले फिल्टर,Matched filter
जुळलेले लोड,Matched load
जुळणारे,Matching
मॅट्रिक्स समीकरण,Matrix equation
हेड अँटेना टीव्ही,MATV (master antenna T.V.)
जास्तीत जास्त पुढे,Maximum forward current
जास्तीत जास्त फायदा,Maximumgain
कमाल पॉवर ट्रान्सफर प्रमेय,Maximum power transfer theorem
कमाल स्कोअर,Maximum rating
कमाल रिव्हर्स व्होल्टेज,Maximum reverse voltage
कमाल वापरण्यायोग्य वारंवारता (MUF),Maximum usable frequency (MUF)
कमाल,Maxterm
मॅक्सवेल समीकरण,Maxwell's equation
सूक्ष्म चॅनेल संरचना,MCA (micro channel architecture)
एम-व्युत्पन्न फिल्टर,M-derived filter
म्हणजे मुक्त मार्ग,Mean free path
सरासरी मूल्य,Mean value
चौरस सरासरी मूल्य,Mean-square value
मोजण्याचे साधन,Measuring instrument
यांत्रिक फिल्टर,Mechanical filter
वैद्यकीय इलेक्ट्रॉनिक्स,Medical Electronics
मेगा ओम,Mega Ohm
मेगाबाइट,Megabyte
megger,Megger
स्मारक,Memory
मेमरी प्रवेश वेळ,Memory access time
मेमरी अॅरे,Memory array
मेमरी बफर रजिस्टर,Memory buffer register
मेमरी सेल,Memory cell
मेमरी सेल &#39;रेस भोवती&#39; स्टेज,Memory cell race around condition
मेमरी चिप,Memory chip
सूक्ष्म सर्किट,Memory circuit
स्मृती चक्र,Memory cycle
स्मृती चक्र,Memory cycle time
मेमरी नकाशा,Memory map
मेमरी मॅप केलेले इनपुट/आउटपुट,Memory mapped I/o
स्मृती वाचन,MEMR (memory read)
स्मृती लेखन,MEMW (memory writer)
"मेनू, कॅटलॉग",Menu
अक्षीय विमान,Meridian plane
नेट,Mesh
जाळी विश्लेषण,Mesh analysis
जाळीदार प्रवाह,Mash current
जाळी समीकरण,Mesh equation
धातू,Metal
धातूचा बॉक्स,Metal can (box)
मेटल फिल्म प्रतिरोधक,Metal film resistor
मेटलायझेशन,Metallization
मीटर,Meter
MFTD (एकाधिक टोन डायलिंग),MFTD (multifrequency tone dialing)
मो,Mho
MIC (मायक्रोवेव्ह इंटिग्रेटेड सर्किट),MIC (microwave integrated circuit)
अभ्रक कॅपेसिटर,Mica capacitor
MICR,MICR (magnetic ink character recognition)
सूक्ष्म खुणा,Micro bending
सूक्ष्म संगणक,Microcomputer
सूक्ष्म नियंत्रक,Microcontroller
सूक्ष्म इलेक्ट्रॉनिक्स,Microelectronics
microfarad,Microfarad
मायक्रोफिश,Microfiche
सूक्ष्म सूचना,Micro-instruction
मायक्रोस्कोपिक ऑपरेटिंग सिस्टम,Microkernel based operating system
सूक्ष्म तर्क,Micro logic
मायक्रॉन,Micron (10-6)
मायक्रोफोन,Microphone
मायक्रोटोनिक प्रभाव,Microphonic effect
"मायक्रोप्रोसेसर, मायक्रोप्रोसेसर",Microprocessor
मायक्रोप्रोसेसर कोड,Microprocessor code
सूक्ष्म कार्यक्रम,Micro program
"मायक्रो प्रोग्रामिंग, मायक्रो प्रोग्रामिंग",Microprogramming
सूक्ष्म सेकंद,Microsecond
सूक्ष्म पट्टी अँटेना,Micro strip antenna
सूक्ष्म पट्टी ट्रान्समिशन लाइन,Micro strip transmission line
"मायक्रोवेव्ह, मायक्रोवेव्ह",Microwave
मायक्रोवेव्ह अॅम्प्लीफायर,Microwave amplifier
मायक्रोवेव्ह अँटेना,Microwave antenna
मायक्रो वेव्ह लिंक,Microwave link
मायक्रोवेव्ह ट्रान्समिशन विंडो,Microwave propagation window
मायक्रोवेव्ह ट्यूब,Microwave tube
मध्य बँड श्रेणी,Mid band range
MIDI (इंस्ट्रुमेंटल डिजिटल इंटरफेस),MIDI (musical instrument digital interface)
मिलर इफेक्ट कॅपेसिटन्स,Miller effect capacitance
मिलर इंटिग्रेटर,Miller integrator
मिलर कॉल बेस,Miller time base
मिलर प्रमेय,Miller's theorem
मिलिमीटर,Milliammeter
मिली अँपिअर,Milliampere
मिली हेन्री,Millihenry
मिलमनचे प्रमेय,Milliman's theorem
लहान करणे,Miniaturization
अल्पसंख्याक वाहक,Minority carrier
अल्पसंख्याक वाहक प्रवाह,Minority carrier current
Minterm,Minterm
वजाबाकी,Minuend
M.P.S.,MIPS (million instruction per second)
चुकीचे संरेखन,Misalignment
पृथक्करण,Mistuning
मिक्सर,Mixer
MMU (मेमरी व्यवस्थापन युनिट),MMU (memory management unit)
स्मृतीविषयक,Mnemonics
हलणारे इलेक्ट्रॉन,Mobile electron
गतिशीलता,Mobility
मॉडेल विक्षेपण,Modal dispersion
मोड,Mode
मॉडेल,Model
मोडेम,Modem
अपरिवर्तित वारंवारता मॉड्यूलेशन कोडिंग,Modified frequency modulation encoding)
मॉड्यूलर डिझाइन,Modular design
modulated,Modulated
मॉड्यूलेशन,Modulation
मॉड्यूलेशन खोली,Modulation depth
मॉड्यूलेशन निर्देशांक,Modulation index
मॉड्यूलेशन टक्केवारी,Modulation percentage
मॉड्यूल,Module
मॉड्यूलस n गुणक,Modulo-N counter
कॅल्क्युलेटर मापांक,Modulus of counter
रेणू,Molecule
आवेग,Momentum
मॉनिटर,Monitor
मोनोक्रोमॅटिक,Monochrome
मोनोक्रोमॅटिक डिस्प्ले,Monochrome display
मोनोलिथिक (IC),Monolithic IC
एकच नाडी,Monopulse
मोनोस्टेशनरी मल्टीव्हायब्रेटर,Monostable multivibrator
एकसमानता,Monotoxicity
मूरचा कायदा,Moor's law
मोर्स कोड,Morse code
mosfet,MOSFET
अर्थपूर्ण वर्ण,Most significant character
मदर बोर्ड,Motherboard
मोटार,Motor
मोटर क्रिया,Motor action
आरोप,Mount
उंदीर,Mouse
जंगम कुंडली लाउडस्पीकर,Moving coil loudspeaker
चालणारे मीटर,Moving coil meter
संपेग,MPEG (motion picture experts group)
MPU,MPU (microprocessor unit)
एमएसडी (सर्वोच्च स्कोअर),MSD (most significant digit)
एमएस विंडोज,MS-windows
M.T.B.F. (फरक अपयश मध्यक),MTBF (mean time between failures)
मल्टीकॉलम क्लिस्ट्रॉन,Multicavity klystron
पॉलिमर कनेक्टर,Multiconductor connector
मल्टीमीडिया,Multimedia
मल्टीमीटर,Multimeter
एकाधिक एमिटर ट्रान्झिस्टर,Multiple emitter transistor
मल्टीट्रेसिंग,Multiple trace
योग्यता,Multiplicand
गुणक,Multiplier
बहु संसाधन,Multiprocessing
मल्टीप्रोग्रामिंग,Multiprogramming
एकाधिक श्रेणी,Multirange
बहुपदी वर्धक,Multistage amplifier
मल्टीफंक्शन,Multitasking
नि:शब्द करा,Mute
परस्पर वैशिष्ट्ये,Mutual characteristics
परस्पर चालकता,Mutual conductance
परस्पर जोडणी,Mutual coupling
परस्पर प्रेरणा,Mutual inductance
परस्पर,Mutual reactance
Mylar PC. पेरणे,Mylar-PC board
N- पदार्थ,N material
NAMPS,NAMPS (narrow band analog mobile phone services)
नंद-नंद सर्किट,NAND-NAND circuit
"नॅनो सेकंद (- ते, )",Nano-second (10-9 sec)
नेपियरचा कायदा,Napier's rule
अरुंद बँड,Narrow band
अरुंद बँड आवाज,Narrow band noise
अरुंद बँड पार्क आवाज,Narrow band pass filter
मूळ दुभाषी,Native-compiler
नैसर्गिक गणना,Natural count
नैसर्गिक वारंवारता,Natural frequency
नैसर्गिक लॉगरिथम,Natural logarithm
जवळ कॉल,Near call
हादरा जवळ,Near jump
"सुई वेग, इन्व्हेंटरी वेग",Needle velocity
मनाई,Negation
मनाई सूचना,Negation indicator
प्रतिबंध चिन्ह,Negation symbol
नकारात्मक गेट,Negative gate
नकारात्मक शेवटचे गेट,Negative AND gate
नकारात्मक बंधन,Negative clamper
नकारात्मक कातरणे,Negative clipper
नकारात्मक कोर,Negative edge
नकारात्मक उत्सर्जक अनुगामी,Negative emitter follower
नकारात्मक पुनर्गुंतवणूक,Negative feedback
नकारात्मक पुनर्गुंतवणूक अॅम्प्लिफायर,Negative feedback amplifier
नकारात्मक युक्तिवाद,Negative logic
ऋण किंवा गेट,Negative OR gate
नकारात्मक ध्रुवता,Negative polarity
नकारात्मक प्रतिकार,Negative resistance
नकारात्मक प्रतिकार क्षेत्र,Negative resistance region
नकारात्मक पुरवठा,Negative supply
नकारात्मक तापमान,Negative temperature
नकारात्मक तापमान गुणांक,Negative temperature coefficient
नकारात्मक प्रसार,Negative transmission
नकारात्मक झाड,Negative tree
नकारात्मक बोगदा डायोड,Negative tunnel diode
नकारात्मक खोटे,Negative-false
नकारात्मक सत्य,Negative-true
उपेक्षणीय,Negligible
नेमॅटिक फ्लुइड क्रिस्टल,Nematic liquid crystal
नकारात्मक मोड,Nemative mode
निऑन दिवा,Neon lamp
नॅपर,Neper
नेस्टेड शाखा,Nested branching
नेस्टेड कामाचे चिन्ह,Nested task flag
घरटे,Nesting
पूर्ण अशुद्धता एकाग्रता,Net impurity concentration
निव्वळ यादी,Net list
"नेटवर्क, नेटवर्क",Network
नेटवर्क ड्राइव्ह,Network drive
नेटवर्क ऑपरेटर,Network driver
नेटवर्क मॉडेल,Network model
नेटवर्क ऑपरेटिंग सिस्टम,Network operating system
नेटवर्क सर्व्हर,Network server
नेटवर्क संरचना,Network structure
नेटवर्क सिद्धांत,Network theory
नेटवर्क टोपोलॉजी,Network topology
मूडी,Neutral
तटस्थ रेषा,Neutral line
उदासीन क्षेत्र,Neutral region
तटस्थीकरण सर्किट,Neutralising circuit
तटस्थीकरण,Neutralization
न्यूट्रॉन,Neutron
नेक्स्ट जनरेशन CPU,New generation CP
नवीन ओळ वर्ण,New line character
न्यूझीलंड व्हायरस,New-Zealand virus
पुढील टप्पा,Next state
पुढील टप्पा समीकरण,Next state equation
पुढील स्टेज टेबल,Next state table
कुरतडणे,Nibble
निबल मेमरी चिप,Nibble memory chip
निबल मल्टीप्लेक्सर,Nibble multiplexer
निकोलस चार्ट,Nicholas chart
रात्रीचा प्रभाव,Night effect
नऊ पथ टेप,Nine track tape
नऊचे पूरक,Nine's complement
en moss,NMOS
मॉस उलटा,NMOS inverter
सामूहिक प्रक्रिया,NMOS process
मॉस रचना,NMOS structure
मॉस ट्रान्झिस्टर,NMOS transistor
शून्य भार प्रवाह,No load current
crimped केबल,No twist cable
नोड्युलर,Nodal
"नोड, नोड",Node
नोड खराब होणे,Node minimization
आवाज,Noise
आवाज हिमस्खलन,Noise avalanche
आवाज बँड विस्तार,Noise band-width
आवाज फुटणे,Noise burst
आवाज रद्द करणारा मायक्रोफोन,Noise cancelling microphone
आवाज गुणक,Noise factor
नॉइज रिइन्व्हेस्टमेंट अॅम्प्लीफायर,Noise feedback amplifier
रावणक,Noise figure
आवाज अप्रभावित,Noise immunity
गोंगाट करणारा आवेग,Noise impulse
आवाज मर्यादित करणारा,Noise limiter
आवाज मार्जिन,Noise margin
आवाज मोजमाप,Noise measurement
आवाज विभागणी,Noise partition
आवाज परिमाणीकरण,Noise quantization
"आवाज कमी करणे, आवाज कमी करणे",Noise reduction
आवाज प्रतिकार,Noise resistance
आवाज प्रतिनिधित्व,Noise shaping
आवाज स्पाइक,Noise spike
आवाज तापमान,Noise temperature
फ्लॉपी डिस्क ड्राइव्ह,Noisy floppy disk drive
नाममात्र प्रतिबाधा,Nominal impedance
फोकल मूल्य,Nominal value
नॉन-रेखीय विकृती,Nonlinear distortion
अपरिवर्तनीय,Non radiating
अनुनाद,Non resonance
नॉन-रेझोनंट अँटेना,Non resonant antenna
भरपाई न केलेले ऑपरेशनल अॅम्प्लिफायर,Non-compensated Op-amp
गैर-पूरक,Non-complementary
डायलेक्ट्रिक,Non-conductor
संलग्न डेटा संरचना,Non-contiguous data structure
आक्रमक धाव,Non-critical race
वळव मोड,Non-degenerate mode
अविनाशी वाचन,Non-destructive readont
dosless विभाजन संदेश,Non-DOS partition message
अस्पष्ट विधान,Non-executable statement
खराब कामगिरी,Non-ideal performance
assanghat mutrak,Non-impact printer
आगमनात्मक कुंडली,Non-inductive winding
नॉन-रिटर्न एम्पलीफायर,Non-inverting amplifier
इनव्हर्स मीन एम्पलीफायर,Non-inverting averaging amplifier
व्यस्त बफर,Non-inverting buffer
व्यस्त तुलनाकर्ते,Non-invertingcomparator
व्यस्त कॉन्फिगरेशन,Non-inverting configuration
व्यस्त कंपाइलर अॅम्प्लिफायर,Non-inverting summing amplifier
व्यस्त व्होल्टेज,Non-inverting voltage
नॉन-रेखीय,Non-linear
नॉन-लाइनर कॅपेसिटर,Nonlinear capacitance
नॉन-लिनियर सर्किट विश्लेषण,Non-linear circuit analysis
नॉन-रेखीय घटक,Nonlinear component
नॉन-लिनियर लोड लाइन,Non-linear load line
नॉन-लिनियर मॉड्युलेशन,Non-linear modulation
नॉन-रेखीय प्रतिकार,Non-linear resistance
नॉन-लिनियर सिस्टम,Non-linear system
नॉन-लाइनरिटी,Non-linearity
नॉन-लाइनरिटी त्रुटी,Non-linearity error
सामान्यीकृत वारंवारता,Normalized frequency
आवर्ती नाही,Non-periodic
प्रतिसाद न देणारी भाषा,Non-procedural language
पुनरावृत्ती प्रणाली,Non-recursive system
सिस्टमलेस डिस्क,Non-system disk
अनुक्रमांक,Non-systematic code
पृष्ठभाग नसलेला,Non-trivial
अस्थिर संचयन,Non-volatile storage
नॉर,NOR
knorr कार्य,NOR function
ना गेट,NOR gate
knorr कुंडी,NOR latch
knorr ऑपरेशन,NOR operation
सामान्य घनता कार्य,Normal density function
फडफड आवाज,Normal process
सामान्य नमुना,Normal sampling
सामान्यीकृत प्रवेश,Normalized admittance
साधारणपणे बंद mosfet,Normally off MOSFET
ना-ना नेटवर्क,NOR-NOR network
नॉर्टन मॉडेल्स,Norton model
उत्तर चुंबकीय ध्रुव,North magnetic pole
नॉर्टन प्रा.,Norton a.c.
नॉर्टन अॅम्प्लीफायर,Norton amplifier
नॉर्टन सर्किट,Norton circuit
नॉर्टन डी.डी.,Norton d.c.
नॉर्टन समतुल्य सर्किट,Norton equivalent circuit
नॉर्टन व्यस्त आणि व्यस्त,Norton inverting and non-inverting
नॉर्टन ऑपरेशनल एम्पलीफायर,Norton Op-amp
नॉर्टन युटिलिटी,Norton utility
नाही,NOT
कार्य नाही,NOT function
गेट नाही,NOT gate
ऑपरेशन नाही,NOT operation
नोटेशन पद्धत,Notation
खोबणी अँटेना,Notch antenna
खोबणी फिल्टर,Notch filter
एनपीएन ट्रान्झिस्टर,NPN transistor
NTSC इंटरफेस,NTSC interface
n-प्रकारची अशुद्धता,N-type impurity
n-प्रकारची बाब,N-type material
केंद्रक,Nucleus
शून्य,Null
रिक्त जागा,Null cycle
शून्य ऑफसेट व्होल्टेज,Null offset voltage
रिक्तता सूचक,Null pointer
संख्या आधार,Number base
संख्या आधारित रूपांतरण,Number base conversion
गुणांचे नुकसान,Number damage
नंबर लूप की,Number lock key
संख्या प्रणाली,Number system
संख्यात्मक सह-प्रोसेसर,Numeric coprocessor
अंकीय की पॅड,Numeric keypad
संख्यात्मक छिद्र,Numerical aperture
संख्यात्मक अंतर,Numerical distance
nuvicon,Nuwvicon
nyquist,Nyquist
nyquist बँड विस्तार,Nyquist bandwidth
nyquist निकष,Nyquist criterian
nyquist मध्यांतर,Nyquist interval
nyquist नाडी,Nyquist pulse
nyquist दर,Nyquist rate
nyquist टिकाऊपणा निकष,Nyquist stability criterion
nyquist प्रमेय,Nyquist theorem
वस्तुनिष्ठ मॉड्यूल,Object module
वस्तुनिष्ठ कार्यक्रम,Object program
वस्तुनिष्ठ लेन्स,Objective lens
ऑब्जेक्ट ओरिएंटेड प्रोग्रामिंग,Object-oriented programming
अष्टक,Octal
ऐंशी बस रिसिव्हर-पाठवल्या,Octal bus transceiver
ऑक्टल संख्या प्रणाली,Octal number system
अष्टक,Octave
विषम कार्य,Odd function
"विषम समता, विषम समानता",Odd parity
"ओडोमीटर, पॅथोमीटर",Odometer
ऑफ लाइन,Off line
गैर-मौखिक प्रतिसाद,Off-axis response
"विसंगती, ऑफसेट",Offset
ऑफसेट कोन,Offset angle
ऑफसेट प्रवाह,Offset current
ऑफसेट त्रुटी,Offset error
ऑफसेट ऑप्टिमायझेशन,Offset trimming
ऑफसेट व्होल्टेज,Offset voltage
ओम,Ohm
ओमिक संपर्क,Ohmic contact
ओमिक फील्ड,Ohmic region
"ohmmeter, ohmmeter",Ohmmeter
ओमचा कायदा,Ohm's law
ohms प्रति व्होल्ट,Ohm's per volt
तेल सर्किट ब्रेकर,Oil circuit breaker
सर्व दिशात्मक,Omni directional
सर्वव्यापीता,Omni mode
