Telugu,Bengali
అంతర్గత జుగులర్ సిర,অভ্যন্তরীণ জাগুলার শিরা
అంతర్గత పదనిర్మాణ శాస్త్రం,অভ্যন্তরীণ রূপচর্চা
అంతర్గత పోషక సైక్లింగ్,অভ্যন্তরীণ পুষ্টিকর সাইক্লিং
అంతర్గత లయ,অভ্যন্তরীণ ছন্দ
అంతర్జాతీయ కోడ్,আন্তর্জাতিক কোড
ఇంటర్నేషనల్ హ్యూమన్ జీనోమ్ ప్రాజెక్ట్,আন্তর্জাতিক মানব জিনোম প্রকল্প
ఇంటర్నోడ్,ইন্টারনোড
ఇంటర్‌ప్లానెటరీ,ইন্টারপ্ল্যানেটারি
అంతరాయం కలిగించిన జన్యువు,বাধা জিন
ఇంటర్‌సెక్స్,ইন্টারসেক্স
ఇంటర్‌స్పెసిఫిక్ హైబ్రిడైజేషన్,আন্তঃসংযোগ সংকরকরণ
ఇంటర్‌స్టీషియల్ సెల్ స్టిమ్యులేటింగ్ హార్మోన్,আন্তঃস্থায়ী সেল উদ্দীপক হরমোন
ఇంటర్‌స్టీషియల్ సెల్,আন্তঃস্থায়ী সেল
ఇంటర్‌స్టీషియల్ తొలగింపు,আন্তঃস্থায়ী মুছে ফেলা
ఇంటర్‌స్టీషియల్ ఫ్లియుడ్,আন্তঃস্থায়ী ফ্লিউড
ఇంటర్వారిటల్ హైబ్రిడైజేషన్,আন্তঃরিজ হাইব্রিডাইজেশন
జోక్యం చేసుకునే క్రమం,হস্তক্ষেপ ক্রম
పేగు కేకా,অন্ত্রের কেকা
పేగు రసం,অন্ত্রের রস
పేగు,অন্ত্র
కణాంతర జీర్ణక్రియ,অন্তঃকোষীয় হজম
వెన్నుపాము),ইন্ট্র্যাসিটোপ্লাজমিক শুক্রাণু ইনজেকশন (আইসিএসআই)
ఇంట్రాఫాసిక్యులర్ కాంబియం,ইন্ট্রাফাসিকুলার ক্যাম্বিয়াম
ఇంట్రామెడల్లరీ నెఫ్రాన్,অন্তঃসত্ত্বা নেফ্রন
ఇంట్రాస్పెసిఫిక్ పోటీ,অন্তঃসত্ত্বা প্রতিযোগিতা
ఇంట్రాస్పెసిఫిక్ అననుకూలత,অন্তঃসত্ত্বা অসঙ্গতি
ఇంట్రాస్పెసిఫిక్ అననుకూలత,অন্তঃসত্ত্বা অসঙ্গতি
కళ్ళజోడు,অন্তঃসত্ত্বা যৌনাঙ্গে জেডুক্ট সিস্টেম
ముసందస్సుకు సంబంధించిన,অন্তঃসত্ত্বা গর্ভধারণ (আইইউআই)
మెదడులో ఉన్మాదించు బదిలీ,অন্তঃসত্ত্বা স্থানান্তর (আইইউটি)
ఇంట్రెనిసిక్ ప్రోటీన్,ইন্ট্রিনিসিক প্রোটিন
అంతర్గత అవరోధం,অভ্যন্তরীণ বাধা
పరిచయం,পরিচয়
ఇంట్రాన్,ইন্ট্রন
ఆసక్తి,ইন্ট্রোজ
విలోమం,বিপর্যয়
ఇన్వర్టేస్,ইনভার্টেজ
అకశేరుకాలు,Invertebrates
పరిశోధకుడు,তদন্তকারী
Insucre,জড়িত
అసంకల్పిత మరియు చారలు లేని కండరము,অনৈচ্ছিক এবং অ-স্ট্রিটেড পেশী
విగ్రహమే,আইডোডিন
అయోడోథైరోనిన్,আয়োডোথাইরোনাইন
అయాన్,আয়ন
అయాన్ ఛానల్,আয়ন চ্যানেল
అయాన్ ఎక్స్ఛేంజ్ క్రోమాటోగ్రఫీ,আয়ন এক্সচেঞ্জ ক্রোমাটোগ্রাফি
అయానిక్ బాండ్,আয়নিক বন্ড
అయానిక్ ఇంటరాక్షన్,আয়নিক মিথস্ক্রিয়া
అయానోసైట్,আয়নোসাইট
ఇంటిగ్రేటెడ్ పెస్ట్ మేనేజ్‌మెంట్ (ఐపిఎం),ইন্টিগ্রেটেড কীটপতঙ্গ পরিচালনা (আইপিএম)
ఇపోమోయా,আইপোমিয়া
ఇరిడేసి,আইরিডেসি
ఐరిస్,আইরিস
ఐరన్ ఫోర్టిఫైడ్ రైస్,আয়রন দুর্গ চাল
ఐరన్ పోర్ఫిరిన్,আয়রন পোরফায়ারিন
ఐరన్ స్క్రాప్,আয়রন স্ক্র্যাপ
రేడియేటెడ్ సెల్,বিকৃত সেল
వికిరణం,ইরেডিয়েশন
సక్రమంగా,অনিয়মিত
సక్రమంగా లేని పువ్వు,অনিয়মিত ফুল
కోలుకోలేని దూరం,অপরিবর্তনীয় বিচ্ছিন্নতা
ఇంటర్నేషనల్ రైస్ రీసెర్చ్ ఇన్స్టిట్యూట్,আন্তর্জাতিক চাল গবেষণা ইনস্টিটিউট
చికాకు,বিরক্তিকর
ఇస్చియం,ইস্কিয়াম
ఇస్చియం,ইস্কিয়াম
లాంగర్‌హాన్స్ ద్వీపాలు,ল্যাঞ্জারহান্স এর ইসলেট
ఐసోగ్గ్లుటినిన్,আইসোগগ্লুটিনিন
ఐసోబిలేటరల్ ఆకు,আইসোবায়ারাল পাতা
ఐసోగామి,আইসোগামি
ఐసోగ్రాఫ్ట్,আইসোগ্রাফ্ট
వివిక్త,ভিন্ন
వివిక్త క్లోరోప్లాస్ట్,বিচ্ছিন্ন ক্লোরোপ্লাস্ট
వివిక్త కణజాలం,বিচ্ছিন্ন টিস্যু
విడిగా ఉంచడం,আলাদা করা
ఐసోమెరోస్,আইসোমাস
ఐసోపీక్నిక్ సెంట్రిఫ్యూగేషన్,আইসোপাইকনিক সেন্ট্রিফিউগেশন
ఐసోటోనిక్,আইসোটোনিক
ఐసోటోప్,আইসোটোপ
ఐసోట్రోపిక్,আইসোট্রপিক
ఐసోట్రోపిక్,আইসোট্রপিক
ఐసోట్రోపిక్ బ్యాండ్,আইসোট্রপিক ব্যান্ড
ఇస్త్ముస్,ইস্টমাস
ఇటాయ్-ఇటై వ్యాధి,ইটাই-ইটাই রোগ
Iuds (మందులు),আইইউডিএস (ওষুধযুক্ত)
Udపిరితిత్తులు లేని),আইইউডিএস (অ-ওষুধযুক্ত)
జాసిద్,জ্যাসিড
జట్రోఫా,জাটারোফা
కామెర్లు,জন্ডিস
దవడ,চোয়াল
దవడ లేని సకశేరుకం,চোয়ালেস ভার্টেব্রেট
జెజునమ్,জিজুনুম
జెల్లీ ఫిష్,জেলিফিশ
H ుమ్ సాగు,ঝুম চাষ
ఉమ్మడి అటవీ నిర్వహణ,যৌথ বন ব্যবস্থাপনা
జాయింటెడ్ ఎక్సోస్కెలిటన్,সংযুক্ত এক্সোস্কেলটন
గండికసిర,ঘাড়ের শিরা
జంక్ DNA,জাঙ্ক ডিএনএ
జురాసిక్ కాలం,জুরাসিক পিরিয়ড
జనపనార సాంకేతికత,পাট প্রযুক্তি
బాల్య హార్మోన్,কিশোর হরমোন
బాల్య దశ,কিশোর পর্ব
Juxtaglomeralural ఉపకరణం,জাস্টাগ্লোমেরুলার যন্ত্রপাতি
కల్బాసు,কালবাসু
కాలే,কালে
కల్మెగ్,কালমেঘ
కనమైసిన్,কানামাইসিন
కార్యోగామి,ক্যারিওগামি
కార్యోటైప్,ক্যারিওটাইপ
కార్యోటైపింగ్,ক্যারিওটাইপিং
కౌటియా,কৌতয়া
కీల్,কিল
కీల్,কিল
కెరాటినైజ్డ్ స్కిన్ సెల్,কেরাটিনাইজড স্কিন সেল
కెటోగ్లుటారిక్ ఆమ్లం,কেটোগ্লুটারিক অ্যাসিড
కీటోన్,কেটোন
కీటోన్ గ్రూప్,কেটোন গ্রুপ
కెటోనురియా,কেটোনুরিয়া
కీ,চাবি
కీస్టోన్ జాతులు,Keystone প্রজাতি
ఖైర్,খাইর
ఖేసరి,Khesari
కిడ్నీ డయాలసిస్,বৃক্ক পরিশোধন
గతి శక్తి,গতিসম্পর্কিত শক্তি
కైనెటిన్,কিনেটিন
కైనెటోచోర్,কিনেটোচোর
కింగ్ పీత,রাজা কাঁকড়া
రాజ్యం,কিংডম
లకుముకిపిట్ట,কিংফিশার
గినోప్లాజమ్,কিনোপ্লাজম
వంటగది వ్యర్థాలు,রান্নাঘর বর্জ্য
క్లైన్ఫెల్టర్స్ సిండ్రోమ్,ক্লিনফেল্টারের সিনড্রোম
మోకాలి,হাঁটু
క్రాంజ్ అనాటమీ,ক্রানজ অ্যানাটমি
క్రెబ్ యొక్క చక్రం,ক্রেবস চক্র
లాబియా మజోరా,লাবিয়া মাজেলা
లాబియా మినోరా,ল্যাবিয়া মিনোরা
లేబియల్ పాల్ప్,ল্যাবিয়াল প্যাল্প
లేబుల్,লেবেল
లాబియం,ল্যাবিয়াম
లాబ్లాబ్,লাবলব
లాబ్రమ్,ল্যাব্রাম
చిక్కైన,গোলকধাঁধা
లక్ష,লক্ষ
లాక్ ఒపెరాన్,ল্যাক অপেরন
లాసిఫెర్,ল্যাকিফার
చనుబాలివ్వడం,স্তন্যদান
చనుబాలివ్వడం అమెనోరియా,ল্যাকটিশনাল অ্যামেনোরিয়া
లాక్టాట్రోఫ్,ল্যাকট্যাট্রোফ
లాక్టోబాసిల్లస్,ল্যাকটোব্যাকিলাস
లాక్టోస్ జీవక్రియ ఎంజైమ్,ল্যাকটোজ বিপাকীয় এনজাইম
లాక్టోస్,ল্যাকটোজ
లాక్టూకా సాటివా,ল্যাক্টুকা স্যাটিভা
లాకునా,লাকুনা
ప్రకృతి నిచ్చెన,প্রকৃতির সিঁড়ি
లాగింగ్ స్ట్రాండ్,পিছিয়ে থাকা স্ট্র্যান্ড
లామెల్లా,ল্যামেলা
లామెల్లిడెన్స్,লেমেলিডেনস
లామియాసి,লামিয়াসি
లామియల్స్,লামিয়েলস
లామినా ప్రొప్రియా,ফলক নিজস্ব
లామినా,লামিনা
లామినారియా,লামিনারিয়া
దీపం బ్రష్ క్రోమోజోమ్,ল্যাম্প ব্রাশ ক্রোমোজোম
లాన్సోలేట్,ল্যানসোলেট
ల్యాండ్ ప్లాంట్,ভূমি উদ্ভিদ
ల్యాండ్స్ నత్త,ল্যান্ডস শামুক
లాంటానా కమారా,ল্যান্টানা কামারা
లాపరోస్కోప్,ল্যাপারোস্কোপ
లాపార్టియా,ল্যাপার্টিয়া
లోపం రేటు,ভ্রষ্টতা হার
లార్క్స్పూర్,লার্কসপুর
లార్వా మరణాలు,লার্ভা মৃত্যুহার
లారింగోఫారింక్స్,Laryngopharynx
లేజర్ మైక్రో సర్జరీ,লেজার মাইক্রোসার্জারি
లాసియురస్,লাসিউরাস
లేట్ బ్లైట్,দেরী ব্লাইট
లేట్ డెవలపర్,দেরী বিকাশকারী
చివరి జాతులు,দেরীতে সূচক প্রজাতি
లేట్ కలప,দেরী কাঠ
గుప్త వేడి,সুপ্ত তাপ
పార్శ్వ అనుబంధం,পার্শ্বীয় সংযোজন
పార్శ్వ మొగ్గ,পার্শ্বীয় কুঁড়ি
పార్శ్వ బూడిద కొమ్ము,পার্শ্বীয় ধূসর শিং
పార్శ్వ జఠరిక,পার্শ্বীয় ভেন্ট্রিকল
రబ్బరు పాలు,ল্যাটেক্স
లాథైరస్ సాటివస్,ল্যাথিরাস স্যাটিভাস
లాటిస్,জাল
జాలక నిర్మాణం,জাল কাঠামো
లౌరినే,লরিনিয়া
స్వతంత్ర వర్గీకరణ చట్టం,স্বাধীন ভাণ্ডার আইন
కారకాలు పరిమితం చేసే చట్టం,সীমাবদ্ধ কারণগুলির আইন
వారసత్వ చట్టం,উত্তরাধিকারের আইন
విభజన చట్టం,পৃথকীকরণের আইন
థర్మోడైనమిక్స్ చట్టాలు,থার্মোডাইনামিক্সের আইন
లేయరింగ్,লেয়ারিং
లేయరింగ్,লেয়ারিং
ఖనిజ పదార్థాల లీచింగ్,খনিজ পদার্থের ফাঁস
సీసం,নেতৃত্ব
ప్రముఖ స్ట్రాండ్,শীর্ষস্থানীয় স্ট্র্যান্ড
ఆకు వయస్సు,পাতার বয়স
ఆకు మరియు స్ట్రిప్ రస్ట్,পাতা এবং স্ট্রিপ মরিচা
ఆకు బ్లేడ్,পাতার ফলক
ఆకు కర్ల్,পাতার কার্ল
ఆకు ధోరణి,পাতা ওরিয়েন্টেশন
ఆకు వెనిషన్,পাতা ভেনেশন
ఆకు,পাতা
ఆకు-బ్లేడ్,পাতার ফলক
ఆకులేనిది,পাতাগুলি
దూకి,লাফানো
తోలు ఆకు,চামড়া পাতা
బృహద్ధమని వంపు,বাম অর্টিক খিলান
ఎడమ గుండె ధమని,বাম কার্ডিয়াক ধমনী
లెగ్యుమినస్ ప్లాంట్,লেগুমিনাস উদ্ভিদ
చిక్కుళ్ళు,শিম
నిమ్మ గడ్డి,লেবু ঘাস
లెమూర్,লেমুর
లెన్స్ సెల్,লেন্স সেল
లెన్స్,লেন্স
కాయధాన్యం,মসুর ডাল
చిరుతపులి,চিতা
లెపాస్,লেপাস
వెండి చేప,লেপিসমা (সিলভার ফিশ)
కుష్టు వ్యాధి,কুষ্ঠরোগ
లెప్టోకోరిసా,লেপটোকোরিসা
లెప్టోనెమా,লেপটোনেমা
లెప్టోటిన్,লেপটোটিন
ప్రాణాంతక,প্রাণঘাতী
ప్రాణాంతక మ్యుటేషన్,মারাত্মক রূপান্তর
ల్యూకోసైట్,লিউকোসাইট
ల్యూకోడెర్మా,লিউকোডার্মা
ల్యూకోప్లాస్ట్,লিউকোপ্লাস্ট
లుకేమియా,লিউকেমিয়া
లివర్,লিভার
లేడిగ్ సెల్,লেডিগের সেল
లియానా,লিয়ানা
లియానస్,Lianous
పేను,উকুন
లైకెన్,লিচেন
జీవిత చక్రం,জীবনচক্র
ఆయుర్దాయం,আয়ু
లైఫ్ జన్యువు,জীবন জিন
జీవిత చరిత్ర,জীবনী
జీవిత సహాయక సామర్థ్యం,জীবন সহায়ক ক্ষমতা
జీవిత సహాయక వ్యవస్థ,জীবন সমর্থন ব্যবস্থা
ప్రాణములేనిది,প্রাণহীন
లిగమెంట్,লিগামেন্ট
లిగేస్,লিগেস
లిగేషన్,লিগেশন
లిగర్,লিগার
తేలికపాటి గాయం,হালকা আঘাত
లైట్ మైక్రోస్కోప్,হালকা মাইক্রোস্কোপ
మెరుపు,হালকা করা
లిగ్నిన్,লিগিনিন
లిగ్యులేట్,Ligulate
లిగుల్,লিগুল
లిలియాసీ,লিলিয়াসি
లిలియం,লিলিয়াম
లిగ్గు,লিলাম (লিলাস)
లిల్లీ కుటుంబం,লিলি পরিবার
అవయవం,অঙ্গ
అవయవం,অঙ্গ
అవయవం,অঙ্গ
లింబ్ ఎముక,অঙ্গ হাড়
లింబిక్ లోబ్,লিম্বিক লোব
లింబిక్ సిస్టమ్,লিম্বিক সিস্টেম
లింబ్లెస్ ఉభయచర,লিম্লেস উভচর
లింబ్లెస్ బల్లి,লিম্লেস টিকটিকি
లింబస్,লিম্বাস
లిమ్నెటిక్ జోన్,লিমনেটিক জোন
లిమ్నెటిక్,লিমনেটিক
లిమ్లస్,লিমুলাস
లైన్,লাইন
లైన్,লাইন
వంశం,বংশ
సరళ క్రమం,লিনিয়ার সিকোয়েন্স
సరళ,লিনিয়ার
LineRasized ప్లాస్మిడ్,লাইনারাইজড প্লাজমিড
లింక్ జాతులు,লিঙ্ক প্রজাতি
అనుసంధానం,লিঙ্কেজ
లిపేస్,লিপেজ
లిపిడ్,লিপিড
లిపిడ్ బిలేయర్,লিপিড বাইলেয়ার
లిపిడ్ తోక,লিপিড লেজ
లిపోపాలిసాకరైడ్,লাইপোপলিস্যাকারাইড
లిపోప్రొటీనేసియస్ పొర,লাইপোপ্রোটিনেসিয়াস ঝিল্লি
ద్రవ బిందువు,তরল ফোঁটা
మద్యం ఫోలిక్యులి,মদ ফলিকুলি
లిథోఫైట్,লিথোফাইট
లిథోస్పియర్,লিথোস্ফিয়ার
లిట్టర్,লিটার
లిట్టర్ పతనం,লিটার পড়ে
చిన్న సెరెబ్రమ్,ছোট্ট সেরিব্রাম
లిటోరల్ జోన్,লিটারাল জোন
కాలేయం,লিভার
కాలేయ ఫ్లూక్,লিভার ফ্লুক
కాలేయ ఆకారంలో,লিভার আকৃতির
కాలేయ వోర్ట్,লিভার ওয়ার্ট
బ్రతికున్న జీవి,জীবন্ত উদ্ভিজ্জ
జీవన జనాభా,জীবিত জনসংখ্যা
జీవన వనరులు,জীবিত সংস্থান
జీవన ప్రపంచం,জীব জগৎ
ఎల్‌ఎన్‌జి - 20,Lng - 20
లోమ్ (సిల్ట్),দোআঁশ (পলি)
ఎండ్రకాయలు,গলদা চিংড়ি
లోబులారియా,লোবুলারিয়া
లోకోమోషన్,লোকোমোশন
మిడుత,পঙ্গপাল
లోడిక్యూల్,লডিকুল
లోగరిథెమిక్ స్వభావం,লোগারিথেমিক প্রকৃতি
లాజిస్టిక్ పెరుగుదల,লজিস্টিক বৃদ্ধি
లోలిగో,লোলিগো
లాగ్ డే ప్లాంట్,লগ ডে প্ল্যান্ট
రేఖాంశ అక్షం,অনুদৈর্ঘ্য অক্ষ
రేఖాంశ బైనరీ విచ్ఛిత్తి,অনুদৈর্ঘ্য বাইনারি বিচ্ছেদ
రేఖాంశ పగుళ్లు,অনুদৈর্ঘ্য ফিশার
లూప్,লুপ
లూప్,লুপ
లూప్ ట్రాప్,লুপ ফাঁদ
లోఫియం,লোফিয়াম
లోరంతేసి,লোরান্থেসি
లోరాంథస్,লোরান্থাস
దిగువ చేయి,নিম্ন বাহু
దిగువ దవడ,নিচের চোয়াল
లుఫా,লুফা
కటి వెన్నుపూస,কটিদেশীয় কশেরুকা
కలప,কাঠ
లుంబికస్,লামব্রিকাস
ల్యూమన్,লুমেন
లంపర్,লাম্পার
ఊపిరితిత్తుల,ফুসফুস
లుపిన్,লুপিন
లుపినస్ ఆర్కిటికస్,লুপিনাস আর্টিকাস
లూటినైజింగ్ హార్మోన్ (LH),লুটেইনাইজিং হরমোন (এলএইচ)
లైజ్,লিজ
లైకోపోడియం,লাইকোপোডিয়াম
లైకాప్సిడా,লাইকোপিডা
లింప్ నౌక,লিম্প জাহাজ
శోషరస గ్రంథి,লিম্ফ গ্রন্থি
శోషరస నోడ్,লিম্ফ নোড
లింఫోసైట్,লিম্ফোসাইট
లింఫోయిడ్ అవయవం,লিম্ফয়েড অঙ্গ
లింఫోయిడ్ కణజాలం,লিম্ফয়েড টিস্যু
లింఫోమా,লিম্ফোমা
లైరేట్,লিরেট
లైసెర్జిక్ యాసిడ్ డైత్లామైడ్ (L.S.D.),লিজার্জিক অ্যাসিড ডায়েথলামাইড (এল.এস.ডি.)
లైసిన్,লাইসাইন
లైసోజోమ్,লাইসোসোম
లైసోజైమ్,লাইসোজাইম
మకాకా,ম্যাকাকা
మాక్రోబ్రాచియం,ম্যাক্রোব্রাচিয়াম
స్థూల పరిణామం,ম্যাক্রোভোলিউশন
మాక్రోజెనిసిస్,ম্যাক্রোজেনেসিস
స్థూల కణాల కొల్లాయిడ్,ম্যাক্রোমোলিকুলার কলয়েড
స్థూల కణాలు,ম্যাক্রোমোলিকুল
మాక్రోన్యూక్లియస్,ম্যাক্রোনুক্লিয়াস
మాక్రోన్యూట్రియంట్,ম্যাক্রোনিউট্রিয়েন্ট
పెద్దగా తినేది,ম্যাক্রোফেজ (বড় ইটার)
మాక్రోఫాగిసైట్,ম্যাক্রোফাগোসাইট
మాక్రోఫాగస్,ম্যাক্রোফাগাস
మాక్రోఫాగి,ম্যাক্রোফ্যাগি
మాక్రోఫైట్,ম্যাক্রোফাইট
మాక్రోపస్,ম্যাক্রোপাস
మాక్యులా,ম্যাকুলা
మాకులా లూటియా,ম্যাকুলা লুটিয়া
మెగ్నీషియం,ম্যাগনেসিয়াম
అయస్కాంత తరంగాల చిత్రిక,চৌম্বকীয় অনুরণন ইমেজিং
మాగ్నిఫికేషన్,ম্যাগনিফিকেশন
మాగ్నిఫైడ్ ఇమేజ్,ম্যাগনিফাইড ইমেজ
భూతద్దం,বিবর্ধক কাচ
భూతద్దం,ম্যাগনিফাইং পাওয়ার
మాగ్నోలియా,ম্যাগনোলিয়া
మాగ్నోలియాసి,ম্যাগনোলিয়াসি
మాగూర్,মাগুর
తొలి జుట్టు ఫెర్న్ (అడియాంటం),মেইডেন হেয়ার ফার্ন (অ্যাডিয়ান্টাম)
మేజర్ గాడి,মেজর খাঁজ
ప్రధాన హిస్టోకాంపాబిలిటీ కాంప్లెక్స్,প্রধান হিস্টোকম্প্যাটিবিলিটি জটিল
ప్రధాన ఓస్మోలైట్,মেজর অসমোলাইট
ప్రధాన శిఖరం,প্রধান শিখর
పురుషుడు,পুরুষ
మగ కోన్,পুরুষ শঙ্কু
మగ గేమ్‌టోఫైట్,পুরুষ গেমটোফাইট
మగ జననేంద్రియ ఎపర్చరు,পুরুষ যৌনাঙ্গে অ্যাপারচার
మగ ప్రోన్యూక్లియస్,পুরুষ সর্বক্লিয়াস
హానికరమైన ఆకు,ত্রুটিযুক্ত পাতা
మాలిక్ ఆమ్లం,Malic অ্যাসিড
ప్రాణాంతక కణం,ম্যালিগন্যান্ট সেল
ప్రాణాంతక కణితి,ম্যালিগন্যান্ট টিউমার
మల్లార్డ్,ম্যালার্ড
మల్లెయస్,ম্যালিয়াস
మాల్పిగియన్ కార్పస్కిల్,মালপিঘিয়ান কর্পসকেল
మాల్పిగియన్ గొట్టం,মালপিঘিয়ান টিউবুল
మాల్టోస్,মাল্টোজ
మాల్వాల్స్,মালওয়ালেস
క్షీరదం,স্তন্যপায়ী
క్షీరదం,স্তন্যপায়ী
క్షీర పిండం,স্তন্যপায়ী ভ্রূণ
పాలని ఉత్పతి చేయు స్త్రీ గ్రంది,উরজ
క్షమాపణ,ম্যামিফর্ম
మాండబుల్,ম্যান্ডিবল
మాండిబ్యులర్ గ్రంథి,ম্যান্ডিবুলার গ্রন্থি
మాంగనీస్,ম্যাঙ্গানিজ
మాంగిఫెరా ఇండికా,ম্যাঙ্গিফেরা ইন্ডিকা
మడ అడవులు,ম্যানগ্রোভ
మానవ నిర్మిత వ్యవసాయ పర్యావరణ వ్యవస్థ,মনুষ্যনির্মিত কৃষি বাস্তুতন্ত্র
మానవ నిర్మిత తృణధాన్యాలు,মনুষ্যনির্মিত সিরিয়াল
మన్నన్,মান্নান
మాంటిల్,ম্যান্টেল
మనుస్,মানুস
మాపుల్,ম্যাপেল
మార్చాంటియా,মার্চ্যান্টিয়া
ఉపాంత,প্রান্তিক
గంజాయి,মারিজুয়ানা
మెరైన్ బయాలజీ,সামুদ্রিক জীববিদ্যা
మెరైన్ బర్డ్,সামুদ্রিক পাখি
సముద్ర సంఘం,সামুদ্রিক সম্প্রদায়
మెరైన్ అకశేరుకాలు,সামুদ্রিক ইনভার্টেব্রেটস
మారినో రామ్,মেরিনো রাম
మార్కర్,চিহ্নিতকারী
మార్కెట్ వ్యర్థాలు,বাজার বর্জ্য
మజ్జ కుహరం,মজ্জা গহ্বর
మార్ష్,মার্শ
మార్ష్-మీడో స్టేజ్,মার্শ-মিডো স্টেজ
వృక్షసంపద లేకుండా మార్ష్,গাছপালা ছাড়াই মার্শ
మార్సుపియల్ మోల్,মার্সুপিয়াল তিল
మార్సుపియల్ రేడియేషన్,মার্সুপিয়াল রেডিয়েশন
మార్సుపియల్ ఎలుక,মার্সুপিয়াল ইঁদুর
మార్సుపియం,মার্সুপিয়াম
సామూహిక విలుప్తత,ভর বিলুপ্তির
ద్రవ్యరాశి ప్రవాహం,ভর প্রবাহ
సామూహిక ప్రవాహ పరికల్పన,ভর প্রবাহ অনুমান
మాస్ట్ సెల్,মাস্ট সেল
మాస్టర్ అగర్ ప్లేట్,মাস্টার আগর প্লেট
మాస్టర్ ప్లేట్,মাস্টার প্লেট
తల్లి మరణాల రేటు,মাতৃ মৃত্যুর হার
సంభోగం,সঙ্গম
మాతృక,ম্যাট্রিক্স
పరిపక్వ నాడ్యూల్,পরিপক্ক নোডুল
మావ్ కలర్,মাউভ রঙ
మాక్సిల్లా,ম্যাক্সিলা
మాక్సిలరీ పాల్ప్,ম্যাক্সিলারি প্যাল্প
గరిష్ట మోసే సామర్థ్యం,সর্বাধিক বহন ক্ষমতা
మెన్డ్రినా,মেনড্রিনা
వైద్య శాస్త్రం,চিকিৎসা বিজ্ঞান
గర్భం యొక్క వైద్య రద్దు (MTP),গর্ভাবস্থার চিকিত্সা সমাপ্তি (এমটিপি)
వైద్య లిప్యంతరీకరణ,মেডিকেল ট্রান্সক্রিপশন
వైద్యపరంగా సహాయక డెలివరీ,মেডিক্যালি সহায়তা ডেলিভারি
ఔషధం,ওষুধ
ఔషధం,ওষুধ
ఔషధం,ওষুধ
మెడుల్లా,মেডুল্লা
మెడుల్లా ఆబ్లోంగటా,মেডুল্লা ওব্লোঙ্গাটা
మెడుల్లరీ పిరమిడ్,মেডুলারি পিরামিড
మెడుటెడ్,মেডুলেটেড
మెడుసా,মেডুসা
మెగా కార్యోసైట్,মেগা ক্যারিয়োসাইট
మెగాప్లాస్మిడ్,মেগাপ্লাজমিড
మెగాస్పోరంగియం,মেগাস্পোরাঙ্গিয়াম
మెగాస్పోరోఫిల్,মেগাস্পোরোফিল
మీబోమియన్ గ్రంథి,মাইবোমিয়ান গ্রন্থি
మీయోసైట్,মিয়োসাইট
మియోసిస్,মায়োসিস
మెటాజెనిసిస్,মেটাজেনেসিস
మెలానిక్ చిమ్మట,মেলানিক মথ
మెలనోసైట్,মেলানোসাইট
మెలనోసైట్ స్టిమ్యులేటింగ్ హార్మోన్ (MSH),মেলানোসাইট স্টিমুলেটিং হরমোন (এমএসএইচ)
మెలనోసైట్ స్టిమ్యులేటింగ్ విడుదల హార్మోన్ (MSRH),মেলানোসাইট উদ্দীপক রিলিজিং হরমোন (এমএসআরএইচ)
మెలనోమా,মেলানোমা
మెలోయిడోజైన్ అజ్ఞాత,মেলয়েডোগাইন ছদ্মবেশ
పొర కట్టుబడి,ঝিল্লি আবদ্ধ
మెంబ్రేన్ లిపిడ్,ঝিল্লি লিপিড
పొర పారగమ్యత,ঝিল্লি ব্যাপ্তিযোগ্যতা
పొర సంభావ్యత,ঝিল্লি সম্ভাব্য
పొర చిక్కైన,ঝিল্লি গোলকধাঁধা
పొర షీట్,ঝিল্লি শীট
మెమరీ సెల్,মেমরি সেল
మెండెల్ యొక్క చట్టం,মেন্ডেলের আইন
మెండెలియన్ రుగ్మత,মেন্ডেলিয়ান ডিসঅর্ডার
మెనింగే,মেনিঞ্জ
మెనింజైటిస్,মেনিনজাইটিস
ఋతు చక్రం,মাসিক চক্র
మానసిక ప్రియమైన,মানসিক প্রিয়তম
మానసిక మాంద్యము,মানসিক প্রতিবন্ধকতা
మెర్క్యురీ పాయిజనింగ్,বুধের বিষ
మెరిస్టెమ్,মেরিস্টেম
మెరిస్టెమాటిక్ సెల్,মেরিস্টেমেটিক সেল
మెరిస్టెమాటిక్ ప్రాంతం,মেরিস্টেমেটিক অঞ্চল
మెరిస్టెమాటిక్ పెరుగుదల,মেরিস্টেম্যাটিক বৃদ্ধি
మెరోక్రిన్ గ్రంథి,মেরোক্রাইন গ্রন্থি
మెరోమియోసిన్,মেরোমায়োসিন
మెరిచిప్పస్,মেরিচিপাস
మెస్మార్చియం,মেসার্কিয়াম
మెసెన్సెఫలాన్,মেসেন্সফালন
మెసెన్చైమల్ కణజాలం,মেসেনচাইমাল টিস্যু
మెసెంటెరాన్,মেসেনটারন
మెసెంటరీ,মেসেন্টারি
మెసిక్ కండిషన్,মেসিক অবস্থা
మీసోకార్ప్,মেসোকার্প
మీసోడెర్మ్,মেসোডার্ম
మెసోగ్లోయా,মেসোগ্লোইয়া
మెసోహెప్పస్,মেসোহেপাস
మెసోఫిల్ సెల్,মেসোফিল সেল
మీసోసోమ్,মেসোসোম
మెసోథొరాసిక్,মেসোথোরাকিক
మెసోథొరాక్స్,মেসোথোরাক্স
మెసోవరియం,মেসোভারিয়াম
మెసోజోయిక్ శకం,মেসোজাইক যুগ
