Kannada,Malayalam
ಮುಖ್ಯ ಬ್ಯಾಟರಿ  ಚಾಲಿತ ಯಂತ್ರ,പ്രധാന ബാറ്ററി  പവർഡ് മെഷീൻ
ಮುಖ್ಯ ನಿಯಂತ್ರಣ ಘಟಕ,പ്രധാന നിയന്ത്രണ യൂണിറ്റ്
ಮುಖ್ಯ ವಿತರಣೆ  ಚೌಕಟ್ಟು,പ്രധാന വിതരണം  അസ്ഥികൂട്
ಗಡಿ,മെയിൻഫ്രെയിം
ಗಡಿ ಕಂಪ್ಯೂಟರ್,മെയിൻഫ്രെയിം കന്വൂട്ടര്
ಮೇನ್‌ಫ್ರೇಮ್ ವ್ಯವಸ್ಥೆ  (= ಮೇನ್‌ಫ್ರೇಮ್  ಕಂಪ್ಯೂಟರ್),മെയിൻഫ്രെയിം സിസ്റ്റം  (= മെയിൻഫ്രെയിം  കമ്പ്യൂട്ടർ)
ಮುಖ್ಯ ಹಾಲೆ,പ്രധാന ലോബ്
ಮುಖ್ಯ ನೆನಪು,പ്രധാന മെമ്മറി
ಮುಖ್ಯ ನೆನಪು  ಚಿರತೆ,പ്രധാന മെമ്മറി  മാപ്പിംഗ്
ಮುಖ್ಯ ಕಾರ್ಯಾಚರಣೆ,പ്രധാന പ്രവർത്തനം
ಮುಖ್ಯ ಮಾರ್ಗ,പ്രധാന പാത
ಮುಖ್ಯ ಚಾಲಿತ  ಯಂತ್ರ,പ്രധാന പവർ  യന്തം
ಮುಖ್ಯ ಕಾರ್ಯಕ್ರಮ,പ്രധാന പ്രോഗ്രാം
ಮುಖ್ಯ ನಿಲ್ದಾಣ,പ്രധാന സ്റ്റേഷൻ
ಮುಖ್ಯ ಸಂಗ್ರಹಣೆ,പ്രധാന സംഭരണം
ಮುಖ್ಯ ಶೇಖರಣಾ ಘಟಕ,പ്രധാന സംഭരണ ​​യൂണിറ്റ്
ಮುಖ್ಯ ಸ್ವಿಚ್,പ്രധാന സ്വിച്ച്
ನಿರ್ವಹಣೆ ಫಲಕ,പരിപാലന പാനൽ
ನಿರ್ವಹಣೆ  ಕಾರ್ಯಕ್ರಮದ ಸರಪಳಿ,പരിപാലനം  പ്രോഗ്രാം ശൃംഖല
ನಿರ್ವಹಣೆ  ನಿಲುವು,പരിപാലനം  സ്റ്റാൻഡ്ബൈ സമയം
ನಿರ್ವಹಣೆ ಸಮಯ,അറ്റകുറ്റപ്പണി സമയം
ನಿರ್ವಹಿಸು  (ನಿರ್ವಹಣೆ),പരിപാലനം  (മെയിന്റനൻസ്)
ಪ್ರಮುಖ ನಿಯಂತ್ರಣ ಕ್ಷೇತ್ರ,പ്രധാന നിയന്ത്രണ ഫീൽഡ്
ಪ್ರಮುಖ ಚಕ್ರ,പ്രധാന ചക്രം
ಬಹುಮತ,ഭൂരിപക്ഷം
ಬಹುಪಾಲು,ഭൂരിപക്ഷ ഘടകങ്ങൾ
ಬಹುಮತದ ದ್ವಾರ  (= ಬಹುಮತ  ಅಂಶ),ഭൂരിപക്ഷം ഗേറ്റ്  (= ഭൂരിപക്ഷം  ഘടകം)
ಬಹುಮತ ಕಾರ್ಯಾಚರಣೆ,ഭൂരിപക്ഷ പ്രവർത്തനം
ಪ್ರಮುಖ,പ്രധാന കീ
ಪ್ರಮುಖ ಹಾಲೆ,പ്രധാന ലോബ്
ಪ್ರಮುಖ ರಾಜ್ಯ,പ്രധാന സംസ്ഥാനം
ಪ್ರಮುಖ ರಚನೆ,പ്രധാന ഘടന
ಪ್ರಮುಖ ಕಾರ್ಯ,പ്രധാന ചുമതല
ಪ್ರಮುಖವಾದ ಒಟ್ಟು,മൊത്തം ആകെ
ವಿರಾಮ ಮಾಡಿ  ಕಾರ್ಯಾಚರಣೆ,ഇടവേളയാക്കുക  ശസ്തകിയ
ಕಾರ್ಯನಿರತವಾಗಿದೆ,തിരക്കിലാക്കുക
ಮೇಕಪ್ ಸಮಯ,മേക്കപ്പ് സമയം
ಅಸಮರ್ಪಕ ಕಾರ್ಯ  ವಾಡಿಕೆಯ,ശരിയായി പ്രവർത്തിക്കാതിരിക്കൽ  ദിനചര്യ
ನಿರ್ವಹಣೆ,നിര്വഹണം
ನಿರ್ವಹಣೆ  ಮಾಹಿತಿ  ವ್ಯವಸ್ಥೆ,നിര്വഹണം  വിവരം  ഏര്പ്പാട്
ನಿರ್ವಹಣೆ  ವಿಜ್ಞಾನ,നിര്വഹണം  ശാസ്തം
ಒಂದು ಬಗೆಯ ರಾಶಿ  ಕೋಡಿಂಗ್,മാഞ്ചസ്റ്റർ  കോഡിംഗ്
ಕಡ್ಡಾಯ  ಕ್ರಿಪ್ಟಿನ  ಅಧಿವೇಶನ,കല്പ്പനകൊടുക്കുന്ന  ക്രിപ്റ്റോഗ്രാഫിക്  സമ്മേളനം
ಪ್ರಾಸುಹ,മാനിഫോൾഡിംഗ്
ಕೈಗತ್ತಿದ  ವೇರಿಯಬಲ್,കൃത്രിമം  വേരിയബിൾ
ಕುಶಲಕರ್ಮಿಗಳ  ಸ ೦ ಗೀತ,കൃതുസഹമായ  സൂചിക
ಮಾನವರ ಯಂತ್ರ  ವೇಷಭೂಷಣ,മാൻ-മെഷീൻ  സിമുലേഷൻ
ಕೈಪಿಡಿ ವಿಳಾಸ  ತಿರುಗಿಸು,സ്വമേധയാലുള്ള വിലാസം  മാറുക
ಕೈಪಿಡಿ ವಿಶ್ಲೇಷಣೆ,സ്വമേധയാലുള്ള വിശകലനം
ಹಸ್ತಚಾಲಿತ ಉತ್ತರ,മാനുവൽ ഉത്തരം നൽകുന്നു
ಕೈಪಿಡಿ ಕರೆ,മാനുവൽ കോളിംഗ്
ಕೈಪಿಡಿ ನಿಯಂತ್ರಣ,സ്വമേധയാലുള്ള നിയന്ത്രണം
ಕೈಪಿಡಿ ಪ್ರವೇಶ,മാനുവൽ എൻട്രി
ಕೈಪಿಡಿ ವಿನಿಮಯ,സ്വമേധയാലുള്ള കൈമാറ്റം
ಕೈಪಿಡಿ ಕಾರ್ಯ,മാനുവൽ പ്രവർത്തനം
ಕೈಪಿಡಿ ಇನ್ಪುಟ್,സ്വമേധയാലുള്ള ഇൻപുട്ട്
ಕೈಪಿಡಿ,സ്വമേധയാലുള്ള പ്രവർത്തനം
ಕೈಪಿಡಿದ ಪದ  ಉತ್ಪಾದಕ,മാനുവൽ പദം  വൈദുതോല്പാദനയന്തം
ಅನೇಕರು  ಭಾಷೆ,ധാരാളം-ഒന്ന്  ഭാഷ
ಅನೇಕದಿಂದ ಒಂದಕ್ಕೆ  ಡಿಕೋಡರ್,പലതും ഒന്ന്  അചഞ്ചര്
ನಕ್ಷೆ ವಿಧಾನ,മാപ്പ് രീതി
ಮ್ಯಾಪ್ಡ್ ಬಫರ್,മാപ്പ് ചെയ്ത ബഫർ
ಮ್ಯಾಪಿಂಗ್ ದೋಷ,മാപ്പിംഗ് പിശക്
ಅಂಚು,അരികി
ಅಂಚು-ಹೊಂದಾಣಿಕೆ  ಕ್ರಮ,മാർജിൻ-ക്രമീകരണം  മാതിരി
ಅಂಚಿನ ಪರಿಶೀಲನೆ,നാമമാത്ര പരിശോധന
ಸ್ವಲ್ಪ ದೋಷ,നാമമാത്രമായ പിശക്
ಸಮಗ್ರ ಪರೀಕ್ಷೆ,നാമമാത്ര പരിശോധന
ಅಂಚು ನಿಯಂತ್ರಣ,മാർജിൻ നിയന്ത്രണം
ಅಂಚು ಪಂಚ್  ಚೀಟಿ,മാർജിൻ പഞ്ച് ചെയ്തു  ചീട്ട്
ಗುರುತು,അടയാളപ്പെടത്തുക
ಗುರುತು ಪತ್ತೆಹಚ್ಚುವುದು,മാർക്ക് കണ്ടെത്തൽ
ಗುರುತು,മാർക്കർ
ಗುರುತು ಹೋಲ್ಡ್,മാർക്ക് പിടിക്കുക
ಗುರುತು,അടയാളപ്പെടുത്തൽ
ಪಕ್ಷಪಾತವನ್ನು ಗುರುತಿಸುವುದು,അടയാളപ്പെടുത്തുന്ന പക്ഷപാതം
ಅಂತ್ಯ  ಅಸ್ಪಷ್ಟತೆ,അടയാളപ്പെടുത്തൽ  വളച്ചൊടിക്കൽ
ಗುರುತಿಸುವ ತರಂಗ,തരംഗം അടയാളപ്പെടുത്തുന്നു
ಹೊಂದಾಣಿಕೆ,മാർക്ക് പൊരുത്തപ്പെടുത്തൽ
ಮಂಕಾದ ಸರಪಳಿ,മാർക്കോവ് ചങ്ങല
ಮಾರ್ಕೊವ್ ಮೂಲ,മാർക്കോവ് ഉറവിടം
ಮಾರ್ಕ್ ಓದುವಿಕೆ,മാർക്ക് വായന
ಅಂಕದ ಸ್ಕ್ಯಾನಿಂಗ್,മാർക്ക് സ്കാനിംഗ്
ಗುರುತು,മാർക്ക് ബോധം
ಗುರುತು ಸಂವೇದನೆ  ಕಾಲಮ್,മാർക്ക് ഇന്റലിംഗ്  കോളം
ಸೆನ್ಸಿಂಗ್ ಸಾಲನ್ನು ಗುರುತಿಸಿ,അടയാളപ്പെടുത്തൽ വരി
ಮುಸುಕು  ಪಾತ್ರ,മാർക്ക്-ഇടം  കഥാപാതം
ಬಾಹ್ಯಾಕಾಶಕ್ಕೆ ಗುರುತಿಸಿ  ಗುಣಕ,ബഹിരാകാശത്തേക്ക് അടയാളപ്പെടുത്തുക  ഗുണിതം
ಬಾಹ್ಯಾಕಾಶಕ್ಕೆ ಗುರುತಿಸಿ  ಅನುಪಾತ,ബഹിരാകാശത്തേക്ക് അടയാളപ്പെടുത്തുക  അനുപാതം
ಬಾಹ್ಯಾಕಾಶಕ್ಕೆ ಗುರುತಿಸಿ  ಪರಿವರ್ತನೆ,ബഹിരാകാശത്തേക്ക് അടയാളപ്പെടുത്തുക  സംരിത വധു
ಕಸಕ,മേസർ
ಮುಖವಾಡ,പൊയ്മുഖം
ಮರೆಮಾಚುವ,മാസ്യാബിൾ ഇന്ററപ്റ്റ്
ಮುಖವಾಡ ಬಿಟ್,മാസ്ക് ബിറ്റ്
ಮುಖವಾಡದ ರಾಮ್,മാസ്ക്ഡ് റോം
ಮುಖವಾಡ ಹೊಂದಾಣಿಕೆ,മാസ്ക് പൊരുത്തപ്പെടുത്തൽ
ಮುಖವಾಡ  ಪ್ರೊಕ್ಯಾಮಲ್ ಮಾಡಬಹುದಾದ  ಸಾಧನ,പൊയ്മുഖം  പ്രോഗ്രാം ചെയ്യാവുന്ന  ഉപായം
ಮುಖವಾಡ ನೋಂದಣಿ,മാസ്ക് രജിസ്റ്റർ
ಪಳಗಿಸುವ,മസാജക്ട്
ರಾಶಿ ದತ್ತ,മാസ് ഡാറ്റ
ರಾಶಿ ಸ್ಮರಣೆ,മാസ് മെമ്മറി
ಸಾಮೂಹಿಕ ಸಂಗ್ರಹ,വലിയ ശേഖരം
ಸಾಮೂಹಿಕ ಸಂಗ್ರಹ  ಸಾಧನ,വലിയ ശേഖരം  ഉപായം
ಸಾಮೂಹಿಕ ಸಂಗ್ರಹ ಫೈಲ್  ಭಾಗ,മാസ് സ്റ്റോറേജ് ഫയൽ  അംശം
ಸಾಮೂಹಿಕ ಸಂಗ್ರಹಣೆ  ರೇಖೆ,മാസ് സ്റ്റോറേജ് ഓണാണ്  നിര
ಯಜಮಾನ,യജമാനന്
ಯಜಮಾನ,മാസ്റ്റർ കാർഡ്
ಮಾಸ್ಟರ್ ಗಡಿಯಾರ,മാസ്റ്റർ ക്ലോക്ക്
ಮಾಸ್ಟರ್ ಗಡಿಯಾರ  ಆವರ್ತನ,മാസ്റ്റർ ക്ലോക്ക്  ആവര്ത്തനം
ಮಾಸ್ಟರ್ ಕನ್ಸೋಲ್,മാസ്റ്റർ കൺസോൾ
ಮಾಸ್ಟರ್ -ನಿಯಂತ್ರಣ  ಅಡಚಣೆ,മാസ്റ്റർ നിയന്ത്രണം  തടസ്സപ്പെടുത്തുക
ಕರಕುಶಲ ದತ್ತಾಂಶ,മാസ്റ്റർ ഡാറ്റ
ಮಾಸ್ಟರ್ ಫೈಲ್,മാസ്റ്റർ ഫയൽ
ಮಾಸ್ಟರ್ ಫೈಲ್  ದಾಸ್ತಾನು,മാസ്റ്റർ ഫയൽ  സാധനങ്ങൾ
ಮಾಸ್ಟರ್ ಫೈಲ್ ನವೀಕರಣ,മാസ്റ്റർ ഫയൽ അപ്ഡേറ്റ്
ಮಾಸ್ಟರ್ ಆವರ್ತನ ಜನರೇಟರ್,മാസ്റ്റർ ഫ്രീക്വൻസി ജനറേറ്റർ
ಒಬ್ಬ ಮಾಪಕ,മാസ്റ്റർ ഗ്രൂപ്പ്
ಮಾಸ್ಟರ್ ಸೂಚನೆ  ಟೇಪೆ,മാസ്റ്റർ നിർദ്ദേശം  ടേപ്പ്
ಮಾಸ್ಟರ್ ಲೈಬ್ರರಿ ಟೇಪ್,മാസ്റ്റർ ലൈബ്രറി ടേപ്പ്
ಮಾಸ್ಟರ್ ವಿಧಾನ,മാസ്റ്റർ മോഡ്
ಸ್ನಾತಕೋತ್ತರ ಸಂಸ್ಕಾರಕ,മാസ്റ്റർ പ്രോസസർ
ಮಾಸ್ಟರ್ ಪ್ರೋಗ್ರಾಂ,മാസ്റ്റർ പ്രോഗ്രാം
ಮಾಸ್ಟರ್ ಕಾರ್ಯಕ್ರಮ  ಕಲೆ,മാസ്റ്റർ പ്രോഗ്രാം  ഫയല്
ಮಾಸ್ಟರ್ಸ್,മാസ്റ്റർ റെക്കോർഡ്
ಸ್ನಾತಕೋತ್ತರ,മാസ്റ്റർ ഷെഡ്യൂളർ
ಮಾಸ್ಟರ್/ಗುಲಾಮ  ಸಾಧನ,മാസ്റ്റർ / അടിമ  ഉപായം
ಮಾಸ್ಟರ್/ಗುಲಾಮ  ಫ್ಲಿಪ್ ಫ್ಲಾಪ್,മാസ്റ്റർ / അടിമ  ഫ്ലിപ്പ് ഫ്ലോപ്പ്
ಮಾಸ್ಟರ್/ಗುಲಾಮ  ಬೃಹತ್‌ಗ್ರಾಮಿಂಗ್,മാസ്റ്റർ / അടിമ  മൾട്ടിപ്രോഗ്രാമിംഗ്
ಮಾಸ್ಟರ್/ಗುಲಾಮ  ವ್ಯವಸ್ಥೆ,മാസ്റ്റർ / അടിമ  ഏര്പ്പാട്
ಯಜಮಾನ -ನಿಲ್ದಾಣ,മാസ്റ്റർ സ്റ്റേഷൻ
ಮಾಸ್ಟರ್ ಟೇಪ್,മാസ്റ്റർ ടേപ്പ്
ಮಾಸ್ಟರ್ ಟರ್ಮಿನಲ್,മാസ്റ്റർ ടെർമിനൽ
ಪಂದ್ಯ,സമാനവസ്തു
ಗಣಿತದ  ಪರಿಶೀಲನೆ,ഗഭാചികമായ  ചെക്ക്
ಗಣಿತದ  ಕಾರ್ಯ,ഗഭാചികമായ  പവര്ത്തിക്കുക
ಗಣಿತದ  ಪ್ರವೇಶ,ഗഭാചികമായ  ഇൻഡക്ഷൻ
ಗಣಿತದ ತರ್ಕ,ഗണിതശാസ്ത്ര യുക്തി
ಗಣಿತದ  ಮಾದರಿ,ഗഭാചികമായ  മാതൃക
ಗಣಿತದ  ವೇಷಭೂಷಣ,ഗഭാചികമായ  സിമുലേഷൻ
ಕುಶಲತೆ,മാട്രിക്സ്
ಮ್ಯಾಟ್ರಿಕ್ಸ್ ರೂನ್,മാട്രിക്സ് മാനദണ്ഡം
ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಮುದ್ರಕ,മാട്രിക്സ് പ്രിന്റർ
ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಸಂಗ್ರಹ,മാട്രിക്സ് സംഭരണം
ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಮೇಜಿನ,മാട്രിക്സ് ടേബിൾ
ಮ್ಯಾಟ್ರಿಕ್ಸ್ ನವೀಕರಣ  ವಿಧಾನ,മാട്രിക്സ് അപ്ഡേറ്റ്  സന്വദായം
ಗರಿಷ್ಠ ಕಂಪ್ಯೂಟರ್,മാക്സി കമ്പ്യൂട്ടർ
ಗರಿಷ್ಠ ಉದ್ದ  ಅನುಕ್ರಮ,പരമാവധി ദൈർഘ്യം  അനുകമം
ಗರಿಷ್ಠ  ನಿರ್ವಹಣೆ  ಆವರ್ತನ,പരമാവധി  ഓപ്പറേറ്റിംഗ്  ആവര്ത്തനം
ಗರಿಷ್ಠ  (= ಪ್ರಮಾಣಿತ ಮೊತ್ತ  ಅವಧಿ),മാക്സ്  (= സ്റ്റാൻഡേർഡ് തുക  കാലാവധി)
ಸರಾಸರಿ ಎಂಟ್ರೊಪಿ,എൻട്രക്ട്രൂപം
ಸರಾಸರಿ ಮಾಹಿತಿ  ಕಲೆ,ശരാശരി വിവരങ്ങൾ  സന്തുഷ്ടമായ
ಸರಾಸರಿ ದುರಸ್ತಿ ಸಮಯ,ശരാശരി റിപ്പയർ സമയം
ಅಂದರೆ/ಕೊನೆಗೊಳ್ಳುತ್ತದೆ  ವಿಶ್ಲೇಷಣೆ,അർത്ഥമാക്കുന്നത് / അവസാനിക്കുന്നു  വിശകലനം
ಅದೇ ಸಮಯದಲ್ಲಿ  ವೈಫಲ್ಯಗಳ ನಡುವೆ,ശരാശരി സമയം  പരാജയങ്ങൾക്കിടയിൽ
ಗೆ ಸರಾಸರಿ ಸಮಯ  ವಿಫಲತೆ,ശരാശരി സമയം  പരാജയം
ಗೆ ಸರಾಸರಿ ಸಮಯ  ಸರಿ,ശരാശരി സമയം  കേടുപോക്കല്
ಅಳತೆ ಸೇವೆಗಳು,അളന്ന സേവനങ്ങൾ
ಅಳತೆ  ಮಾಹಿತಿ,അളവ്  വിവരം
ಅಳತೆ  ಸ್ಥಳ,അളവ്  സ്ഥാപിക്കല്
ನ ಕ್ರಮಗಳು  ಬದಲಾವಣೆ,നടപടികൾ  വതാസം
ಯಂತ್ರದ  ಕ್ಯಾಲ್ಕುಲೇಟರ್,യന്തസംബന്ധമായ  കണക്കുകൂട്ടല് യന്തം
ಯಂತ್ರದ  ನಿಘಂಟು,യന്തസംബന്ധമായ  നിഘണ്ടു
ಯಂತ್ರದ  ಭಾಷಾಂತರ,യന്തസംബന്ധമായ  വിവർത്തനം
ಯಂತ್ರದ  ಪರಿಶೀಲನಕಾರ,യന്തസംബന്ധമായ  വെരിഫിയർ
ಮಾಧ್ಯಮ ಚಾಲನೆ ಆರಾಧಕ,മീഡിയ ഡ്രൈവ് സെലക്ടർ
ಮಾಧ್ಯಮ ನಿವಾಸಿ  ಸಾಫ್ಟ್ವೇರ್,മീഡിയ നിവാസി  സോഫ്റ്റ്വെയർ
ಮಧ್ಯಮ -ಪ್ರಮಾಣ  ಏಕೀಕರಣ,ഇടത്തരം സ്കെയിൽ  സംയോജനം
ಮಧ್ಯಮ ವೇಗ,ഇടത്തരം വേഗത
ಮಧ್ಯಮ ಅವಧ  ಸಂಗ್ರಹಣೆ ಸಾಧನ,ഇടത്തരം  സംഭരണ ​​ഉപകരണം
ಆಪರೇಟರ್ ಅನ್ನು ಭೇಟಿ ಮಾಡಿ,ഓപ്പറേറ്റർ സന്ദർശിക്കുക
ಬಗತನದ,മെഗാബൈറ്റ്
ಮೆಗಾಸೈಕಲ್,മെഗാസിക്കിൾ
ಪೊರೆ  ಕೀಲಿ ಹಲಗೆ  (= ಟಚ್ ಕೀ  ಬೋರ್ಡ್),കുഴപ്പമുന്ന  കീബോര്ഡ്  (= ടച്ച് കീ  ബോർഡ്)
ಮೆಮೋ ಪೋಸ್ಟ್,മെമ്മോ പോസ്റ്റിംഗ്
ನೆನಪು,സ്മരണം
ಮೆಮೊರಿ ವಿಳಾಸ  ನೋಂದಣಿ,മെമ്മറി വിലാസം  പട്ടികയുണ്ടാക്കുക
ಸ್ಮರಣೆ ಹಂಚಿಕೆ,മെമ്മറി അനുവദിക്കൽ
ಮೆಮೊರಿ ಅನೆಕ್ಸ್,മെമ്മറി അനെക്സ്
ಸ್ಮರಣೆ ರಚನೆ,മെമ്മറി അറേ
ಸ್ಮರಣೆಯ ದಂಡ,മെമ്മറി ബാങ്കു
ಮೆಮೊರಿ ಬಫರ್  ನೋಂದಣಿ,മെമ്മറി ബഫർ  പട്ടികയുണ്ടാക്കുക
ಸ್ಮರಣಾ ಬಸ್,മെമ്മറി ബസ്
ಸ್ಮರಣೆಯ ಸಾಮರ್ಥ್ಯ,മെമ്മറി ശേഷി
ಸ್ಮರಣ ಕೋಶ,മെമ്മറി സെൽ
ಸ್ಮರಣ ಪಾತ್ರ  ಸ್ವರೂಪ,മെമ്മറി പ്രതീകം  രൂപകല്പന
ನೆನಪು  ಸಂಕುಚಿತಗೊಳಿಸುವಿಕೆ,സ്മരണം  തൊഴില്മുതൽ
ಮೆಮೊರಿ ಕೋರ್,മെമ്മറി കാര്
ಮೆಮೊರಿ ಸೈಕಲ್ ಸಮಯ,മെമ്മറി സൈക്കിൾ സമയം
ನೆನಪು ಡೇಟಾ  ನೋಂದಣಿ,മെമ്മറി ഡാറ്റ  പട്ടികയുണ്ടാക്കുക
ಮೆಮೊರಿ ನಿಷ್ಕ್ರಿಯಗೊಳಿಸಿ  ಸಂಕೇತ,മെമ്മറി അപ്രാപ്തമാക്കുക  അടയാളം
ಮೆಮೊರಿ ಸಕ್ರಿಯಗೊಳಿಸಿ  ಸಂಕೇತ,മെമ്മറി പ്രാപ്തമാക്കുക  അടയാളം
ಸ್ಮರಣೆ ವಿನಿಮಯ,മെമ്മറി എക്സ്ചേഞ്ച്
ಮೆಮೊರಿ ಭರ್ತಿ,മെമ്മറി പൂരിപ്പിക്കൽ
ಸ್ಮರಣೆಯ ಸಿಬ್ಬಂದಿ,മെമ്മറി ഗാർഡിനെ
ಸ್ಮರಣಾ ಶ್ರೇಣಿ,മെമ്മറി ശ്രേണി
ನೆನಪು  ನಿರ್ವಹಣೆ,സ്മരണം  നിര്വഹണം
ಸ್ಮರಣೆ ನಕ್ಷೆ,മെമ്മറി മാപ്പ്
ಮೆಮೊರಿ ಮ್ಯಾಪ್ ಮಾಡಲಾಗಿದೆ  I/o,മെമ്മറി മാപ്പുചെയ്തു  I / o
ಮೆಮೊರಿ ಮ್ಯಾಪ್ ಮಾಡಲಾಗಿದೆ  ವೀಡಿಯೊ,മെമ്മറി മാപ്പുചെയ്തു  വീഡിയോ
ಮೆಮೊರಿ ಮ್ಯಾಪಿಂಗ್,മെമ്മറി മാപ്പിംഗ്
ಮೆಮೊರಿ ಮಾಡ್ಯೂಲ್ ಮೆಮೊರಿ ಮಾಡ್ಯೂಲ್,മെമ്മറി മൊഡ്യൂൾ
ನ ಸ್ಮರಣೆ  ನೆನಪು  ಸೂಚನಾ,മെമ്മറി  സ്മരണം  നിര്ദ്ദേശം
ಸ್ಮರಣ ಪುಟ,മെമ്മറി പേജ്
ಮೆಮೊರಿ ಸಮಾನತೆ,മെമ്മറി പാരിറ്റി
ಮೆಮೊರಿ ಪಾಯಿಂಟರ್  ನೋಂದಣಿ,മെമ്മറി പോയിന്റർ  പട്ടികയുണ്ടാക്കുക
ಸ್ಮರಣ ಶಕ್ತಿ,മെമ്മറി പവർ
ಮೆಮೊರಿ ಪ್ರಿಂಟ್ out ಟ್  (= ಮೆಮೊರಿ  ಡಂಪ್),മെമ്മറി പ്രിന്റൗട്ട്  (= മെമ്മറി  ഡംപ്)
ನೆನಪು  ರಕ್ಷಣೆ,സ്മരണം  സംരക്ഷണം
ಮೆಮೊರಿ ಉಲ್ಲೇಖ  ಸೂಚನಾ,മെമ്മറി റഫറൻസ്  നിര്ദ്ദേശം
ಮೆಮೊರಿ ನೋಂದಣಿ,മെമ്മറി രജിസ്റ്റർ
ನೆನಪು ಘಟಕ,മെമ്മറി യൂണിറ്റ്
ನೆನಪು  ಕಾರ್ಯಕ್ಷೇತ್ರ,സ്മരണം  വർക്ക്സ്പെയ്സ്
ಮೆಳ್ಳಿ,മെനു
ಮೆನು ಆಯ್ಕೆ,മെനു തിരഞ്ഞെടുപ്പ്
ಪಾದರಸ ವಿಳಂಬ ರೇಖೆ,മെർക്കുറി കാലതാമസം
ಪಾದರಸ ತೇವಗೊಳಿಸಲಾಗಿದೆ  ಪದಚ್ಯುತ,മെർക്കുറി വെട്ടു  റിലേ ചെയ്യുക
ಮರ್ತ್‌,മാർവ്
ವಿಲೀನಗೊಳಿಸಬಹುದಾದ ರಾಶಿ,ലയിപ്പിക്കാവുന്ന കൂമ്പാരം
ವಿಲೀನಗೊಂಡ ಟ್ರಾನ್ಸಿಸ್ಟರ್  ತರ್ಕ,ലയിപ്പിച്ച ട്രാൻസിസ്റ്റർ  തര്ക്കശാസ്തം
ವಿಲೀನ ವಿನಿಮಯ  ವಿಂಗಡಿಸು,ലയിപ്പിക്കുക  ഇനം
ವಿಲೀನ ಆದೇಶ,ഓർഡറിനെ ലയിപ്പിക്കുക
ವಿಲೀನ ವಿಲೀನ,അടുക്കുക
ವಿಲೀನ,ലയിക്കുന്നു
ಜಾಲರಿ,മെഷ് നെറ്റ്വർക്ക്
ಸಂದೇಶ  ದೃ hentic ೀಕರಣಕಾರ,ദൂത്  ആ ഉപ്ലേറ്റർ
ಸಂದೇಶ ನಿರ್ಬಂಧಿಸು,സന്ദേശ ബ്ലോക്ക്
ಸಂದೇಶ ಬಫರಿಂಗ್,സന്ദേശ ബഫറിംഗ്
ಸಂದೇಶ ಪರಿಷತ್ತು,സന്ദേശ സർക്യൂട്ട്
ಸಂದೇಶ ಪರಿಷತ್ತು  ಶಬ್ದ,സന്ദേശ സർക്യൂട്ട്  ശബ്ദം
ಸಂದೇಶ ನಿಯಂತ್ರಣ  ಧ್ವಜ,സന്ദേശ നിയന്ത്രണം  കൊടി
ಸಂದೇಶ ಡೇಟಾ ಸೆಟ್,സന്ദേശ ഡാറ്റ സെറ്റ്
ಸಂದೇಶ ಪ್ರದರ್ಶನ  ಗಡಿ,സന്ദേശ പ്രദർശനം  കൺസോൾ
ಸಂದೇಶ ದೋಷ  ದಾಖಲೆ,സന്ദേശ പിശക്  രേഖ
ಸಂದೇಶ ವಿನಿಮಯ,സന്ദേശ കൈമാറ്റം
ಸಂದೇಶ ಕ್ಷೇತ್ರ,സന്ദേശ ഫീൽഡ്
ಸಂದೇಶ ಸ್ವರೂಪ,സന്ദേശ ഫോർമാറ്റ്
ಸಂದೇಶ ಹೆಡರ್,സന്ദേശ ശീർഷകം
ಸಂದೇಶ ಕ್ರಮ,സന്ദേശ മോഡ്
ಸಂದೇಶ ನಿಶ್ಚೇಷ್ಟಿತ,സന്ദേശ പട്ട്
ಸಂದೇಶ ಮತದಾನ,സന്ദേശ പോളിംഗ്
ಸಂದೇಶ  ಸಂಸ್ಕರಣೆ  ಕಾರ್ಯಕ್ರಮ,ദൂത്  നടപടി  കാരപരിപാടി
ಸಂದೇಶ ಕ್ಯೂ ಕ್ಯೂ,സന്ദേശ ക്യൂ
ಸಂದೇಶ ರೂಟಿಂಗ್,സന്ദേശം റൂട്ടിംഗ്
ಸಂದೇಶ ಸಿಂಕ್  (= ಸಂದೇಶ  ರಿಸೀವರ್),സന്ദേശ സിങ്ക്  (= സന്ദേശം  റിസീവർ)
ಸಂದೇಶ ಮೂಲ,സന്ദേശ ഉറവിടം
ಸಂದೇಶ ಬದಲಾಯಿಸು,സന്ദേശ സ്വിച്ച്
ಸಂದೇಶ ಬದಲಾಯಿಸುವುದು,സന്ദേശ സ്വിച്ചിംഗ്
ಸಂದೇಶ ಬದಲಾಯಿಸುವುದು  ಕೇಂದ್ರ,സന്ദേശ സ്വിച്ചിംഗ്  കേന്ദ്രം
ಸಂದೇಶ ಬದಲಾಯಿಸುವುದು  ಜಾಲ,സന്ദേശ സ്വിച്ചിംഗ്  നെറ്റ്വർക്ക്
ಸಂದೇಶ ದೂರಸಂಪರ್ಕ,സന്ദേശ ടെലികമ്മ്യൂണിക്കേഷൻ
