English,Tamil
LP groove,எல்பி ஸ்லாட்
LP record,எல்பி பதிவு
LS voltage offset protection,எல்எஸ் மின்னழுத்த ஆஃப்செட் பாதுகாப்பு
LSB,குறைந்த அர்த்தமுள்ள விளையாட்டு
LSD,குறைந்த குறிப்பிடத்தக்க மதிப்பெண்
LSI,பாரிய ஒருங்கிணைப்பு
LT (low tension),குறைந்த திறன்
Lug,பார்
Lumen,லுமன்
Lumen hour,lumen மணி நேரம்
Luminance,ஒளிர்வு
Luminance signal,வெளிச்சம் அடையாளம்
Luminous flux,சுடர் ஓட்டம்
Lummer-Brodhun photometer,லுமர்-பிரோதன் போட்டோமீட்டர்
Lumped components mode,உள்ளூர்மயமாக்கப்பட்ட கூறு மாதிரி
LVDT,லீனியர் வோல்டேஜ் டிஃபெரன்ஷியல் டிரான்ஸ்ஃபார்மர்
Machine cycle,இயந்திர சுழற்சி
Machine language,இயந்திர மொழி
Macintosh computer,macitosh கணினி
Magic tee,மந்திர தேநீர்
Magnet,காந்தம்
Magnetic amplifier,காந்த பெருக்கி
Magnetic bubble memory (MBM),காந்த குமிழி நினைவகம்
Magnetic core,காந்த கோர்
Magnetic coupling,காந்த இணைப்பு
Magnetic data storage,காந்த தரவு சேமிப்பு
Magnetic deflection,காந்த விலகல்
Magnetic disk,காந்த வட்டு
Magnetic field,காந்த புலம்
Magnetic flux,காந்தப் பாய்வு
Magnetic focusing,காந்த கவனம்
Magnetic hysteresis,காந்தத்தொகுப்பு
Magnetic lines of force,காந்த விசைக் கோடு
Magnetic pick up,காந்த சேகரிப்பான்
Magnetic polarity,காந்த துருவமுனைப்பு
Magnetic polarity,காந்த துருவமுனைப்பு
Magnetic saturation,காந்த செறிவு
Magnetic shielding,காந்த கவசம்
Magnetic storm,காந்த அலைச்சல்
Magnetic tape,காந்த நாடா
Magnetometer,காந்தமானி
Magneto motive force (mmf),காந்த உந்து சக்தி (mmf)
Magnetron,மேக்னட்ரான்
Magnification,உருப்பெருக்கம்
Magnitude,தொகுதி
Magnitude comparator,அளவு ஒப்பீட்டாளர்
Magnitude function,அளவு செயல்பாடு
Main frame computer,பெரிய கணினி
Main line current,முக்கிய வரி ஸ்ட்ரீம்
Majority carrier,பெரும்பான்மை கேரியர்
Majority carrier current,பெரும்பான்மை கேரியர் மின்னோட்டம்
Male connector,"பம்ப் ஒருங்கிணைப்பாளர், மறுசீரமைப்பு"
MAN (metropolitan area network),MAN (மெட்ரோபாலிட்டன் ஏரியா நெட்வொர்க்)
Manchester coding,மான்செஸ்டர் குறியீட்டு முறை
Man-made noise,மனித சத்தம்
Mantissa,மாண்டிசா
Mapping,விவரணையாக்கம்
Marconi antenna,மார்கோனி ஆண்டெனா
Mark/Space ratio,அடையாளம் / நேர விகிதம்
Mask,கவர்
Mask programmed ROM,முகமூடி திட்டமிடப்பட்ட rom
Maskable interrupt,நல்ல வேலை இடையூறு
Masked ROM,கவர் ரோம்
Mass,"தொகுதி, நிறை"
Master clock,முதன்மை கடிகாரம்
Master oscillator,முதன்மை ஆஸிலேட்டர்
Matched filter,பொருந்திய வடிகட்டி
Matched load,பொருந்திய சுமை
Matching,பொருந்துகிறது
Matrix equation,அணி சமன்பாடு
MATV (master antenna T.V.),ஹெட் ஆண்டெனா டி.வி
Maximum forward current,அதிகபட்ச முன்னோக்கி
Maximumgain,அதிகபட்ச ஆதாயம்
Maximum power transfer theorem,அதிகபட்ச சக்தி பரிமாற்ற தேற்றம்
Maximum rating,அதிகபட்ச மதிப்பெண்
Maximum reverse voltage,அதிகபட்ச தலைகீழ் மின்னழுத்தம்
Maximum usable frequency (MUF),அதிகபட்ச பயன்படுத்தக்கூடிய அதிர்வெண் (MUF)
Maxterm,அதிகபட்சம்
Maxwell's equation,மேக்ஸ்வெல் சமன்பாடு
MCA (micro channel architecture),மைக்ரோ சேனல் அமைப்பு
M-derived filter,எம்-பெறப்பட்ட வடிகட்டி
Mean free path,இலவச பாதை என்று பொருள்
Mean value,சராசரி மதிப்பு
Mean-square value,சதுர சராசரி மதிப்பு
Measuring instrument,அளவீட்டு கருவி
Mechanical filter,இயந்திர வடிகட்டி
Medical Electronics,மருத்துவ மின்னணுவியல்
Mega Ohm,மெகா ஓம்
Megabyte,மெகாபைட்
Megger,மெகர்
Memory,நினைவேந்தல்
Memory access time,நினைவக அணுகல் நேரம்
Memory array,நினைவக வரிசை
Memory buffer register,நினைவக இடையக பதிவு
Memory cell,நினைவக செல்
Memory cell race around condition,நினைவக செல் &#39;ரேஸ் சுற்றி&#39; நிலை
Memory chip,நினைவக சிப்
Memory circuit,மைக்ரோ சர்க்யூட்
Memory cycle,நினைவக சுழற்சி
Memory cycle time,நினைவக சுழற்சி
Memory map,நினைவக வரைபடம்
Memory mapped I/o,நினைவக வரைபட உள்ளீடு/வெளியீடு
MEMR (memory read),நினைவக வாசிப்பு
MEMW (memory writer),நினைவக எழுத்து
Menu,"பட்டி, பட்டியல்"
Meridian plane,அச்சு விமானம்
Mesh,நிகர
Mesh analysis,கண்ணி பகுப்பாய்வு
Mash current,கண்ணி நீரோடை
Mesh equation,கண்ணி சமன்பாடு
Metal,உலோகம்
Metal can (box),உலோக பெட்டி
Metal film resistor,உலோக பட மின்தடை
Metallization,உலோகமயமாக்கல்
Meter,மீட்டர்
MFTD (multifrequency tone dialing),MFTD (பல தொனி டயல்)
Mho,மோ
MIC (microwave integrated circuit),MIC (நுண்ணலை ஒருங்கிணைந்த சுற்று)
Mica capacitor,மைக்கா மின்தேக்கி
MICR (magnetic ink character recognition),MICR
Micro bending,நுட்பமான அடையாளங்கள்
Microcomputer,நுண்கணினி
Microcontroller,மைக்ரோ கட்டுப்படுத்தி
Microelectronics,மைக்ரோ எலக்ட்ரானிக்ஸ்
Microfarad,மைக்ரோஃபாரட்
Microfiche,நுண்மீன்
Micro-instruction,மைக்ரோ அறிவுறுத்தல்
Microkernel based operating system,நுண்ணிய இயக்க முறைமை
Micro logic,நுட்பமான பகுத்தறிவு
Micron (10-6),மைக்ரான்
Microphone,ஒலிவாங்கி
Microphonic effect,மைக்ரோடோனிக் விளைவு
Microprocessor,"நுண்செயலி, நுண்செயலி"
Microprocessor code,நுண்செயலி குறியீடு
Micro program,மைக்ரோ நிரல்
Microprogramming,"நுண் நிரலாக்கம், நுண் நிரலாக்கம்"
Microsecond,மைக்ரோ வினாடி
Micro strip antenna,மைக்ரோ ஸ்ட்ரிப் ஆண்டெனா
Micro strip transmission line,மைக்ரோ ஸ்ட்ரிப் டிரான்ஸ்மிஷன் லைன்
Microwave,"நுண்ணலை, நுண்ணலை"
Microwave amplifier,நுண்ணலை பெருக்கி
Microwave antenna,மைக்ரோவேவ் ஆண்டெனா
Microwave link,மைக்ரோ அலை இணைப்பு
Microwave propagation window,மைக்ரோவேவ் டிரான்ஸ்மிஷன் சாளரம்
Microwave tube,நுண்ணலை குழாய்
Mid band range,இடைப்பட்ட இசைக்குழு வரம்பு
MIDI (musical instrument digital interface),MIDI (கருவி டிஜிட்டல் இடைமுகம்)
Miller effect capacitance,மில்லர் விளைவு கொள்ளளவு
Miller integrator,மில்லர் ஒருங்கிணைப்பாளர்
Miller time base,மில்லர் அழைப்பு அடிப்படை
Miller's theorem,மில்லர் தேற்றம்
Milliammeter,மில்லிமீட்டர்
Milliampere,மில்லி ஆம்பியர்
Millihenry,மில்லி ஹென்றி
Milliman's theorem,மில்மேன் தேற்றம்
Miniaturization,சுருக்குதல்
Minority carrier,சிறுபான்மை கேரியர்
Minority carrier current,சிறுபான்மை கேரியர் ஸ்ட்ரீம்
Minterm,Minterm
Minuend,கழித்தல்
MIPS (million instruction per second),எம்.பி.எஸ்.
Misalignment,தவறான சீரமைப்பு
Mistuning,நீக்குதல்
Mixer,கலவை
MMU (memory management unit),MMU (நினைவக மேலாண்மை அலகு)
Mnemonics,நினைவாற்றல்
Mobile electron,நகரும் எலக்ட்ரான்கள்
Mobility,இயக்கம்
Modal dispersion,மாதிரி விலகல்
Mode,முறை
Model,மாதிரி
Modem,மோடம்
Modified frequency modulation encoding),மாறாத அதிர்வெண் மாடுலேஷன் கோடிங்
Modular design,மட்டு வடிவமைப்பு
Modulated,பண்பேற்றப்பட்டது
Modulation,பண்பேற்றம்
Modulation depth,பண்பேற்றம் ஆழம்
Modulation index,பண்பேற்றம் குறியீடு
Modulation percentage,பண்பேற்றம் சதவீதம்
Module,தொகுதி
Modulo-N counter,மாடுலஸ் n பெருக்கி
Modulus of counter,கால்குலேட்டர் மாடுலஸ்
Molecule,மூலக்கூறு
Momentum,உந்துவிசை
Monitor,கண்காணிக்கவும்
Monochrome,ஒரே வண்ணமுடைய
Monochrome display,ஒரே வண்ணமுடைய காட்சி
Monolithic IC,ஒற்றைக்கல் (IC)
Monopulse,ஒற்றை துடிப்பு
Monostable multivibrator,மோனோஸ்டேஷனரி மல்டிவைப்ரேட்டர்
Monotoxicity,சீரான தன்மை
Moor's law,மூரின் சட்டம்
Morse code,மோர்ஸ் குறியீடு
MOSFET,mosfet
Most significant character,மிகவும் அர்த்தமுள்ள பாத்திரம்
Motherboard,தாய் பலகை
Motor,மோட்டார்
Motor action,மோட்டார் நடவடிக்கை
Mount,குற்றச்சாட்டு
Mouse,சுட்டி
Moving coil loudspeaker,நகரக்கூடிய குண்ட்லி ஒலிபெருக்கி
Moving coil meter,இயங்கும் மீட்டர்
MPEG (motion picture experts group),சம்பெக்
MPU (microprocessor unit),MPU
MSD (most significant digit),எம்.எஸ்.டி (அதிக மதிப்பெண்)
MS-windows,MS விண்டோஸ்
MTBF (mean time between failures),எம்.டி.பி.எஃப். (வேறுபாடு தோல்வி இடைநிலை)
Multicavity klystron,பல நெடுவரிசை கிளைஸ்ட்ரான்
Multiconductor connector,பாலிமர் இணைப்பு
Multimedia,மல்டிமீடியா
Multimeter,மல்டிமீட்டர்
Multiple emitter transistor,பல உமிழ்ப்பான் டிரான்சிஸ்டர்
Multiple trace,மல்டிட்ரேசிங்
Multiplicand,தகுதி
Multiplier,பெருக்கி
Multiprocessing,பல வளங்கள்
Multiprogramming,பல நிரலாக்கம்
Multirange,பல வரம்பு
Multistage amplifier,பல்லுறுப்புக்கோவை பெருக்கி
Multitasking,பல செயல்பாடு
Mute,முடக்கு
Mutual characteristics,பரஸ்பர பண்புகள்
Mutual conductance,பரஸ்பர கடத்துத்திறன்
Mutual coupling,பரஸ்பர இணைப்பு
Mutual inductance,பரஸ்பர உந்துதல்
Mutual reactance,பரஸ்பரம்
Mylar-PC board,மைலார் பிசி. விதைக்க
N material,N-மேட்டர்
NAMPS (narrow band analog mobile phone services),NAMPS
NAND-NAND circuit,nand-nand சுற்று
Nano-second (10-9 sec),"நானோ வினாடி (- to, )"
Napier's rule,நேப்பியர் சட்டம்
Narrow band,குறுகிய இசைக்குழு
Narrow band noise,குறுகிய இசைக்குழு சத்தம்
Narrow band pass filter,குறுகிய பேண்ட் பார்க் சத்தம்
Native-compiler,சொந்த மொழிபெயர்ப்பாளர்
Natural count,இயற்கை கணக்கீடு
Natural frequency,இயற்கை அதிர்வெண்
Natural logarithm,இயற்கை மடக்கை
Near call,அருகில் அழைப்பு
Near jump,நடுக்கம் அருகில்
Needle velocity,"ஊசி வேகம், சரக்கு வேகம்"
Negation,தடை
Negation indicator,தடை அறிவிப்பு
Negation symbol,தடை சின்னம்
Negative gate,எதிர்மறை வாயில்
Negative AND gate,எதிர்மறை இறுதி வாயில்
Negative clamper,எதிர்மறை பிணைப்பு
Negative clipper,எதிர்மறை வெட்டுதல்
Negative edge,எதிர்மறை கோர்
Negative emitter follower,எதிர்மறை உமிழ்ப்பான் பின்தொடர்தல்
Negative feedback,எதிர்மறை மறு முதலீடு
Negative feedback amplifier,எதிர்மறை மறு முதலீட்டு பெருக்கி
Negative logic,எதிர்மறை வாதம்
Negative OR gate,எதிர்மறை அல்லது வாயில்
Negative polarity,எதிர்மறை துருவமுனைப்பு
Negative resistance,எதிர்மறை எதிர்ப்பு
Negative resistance region,எதிர்மறை எதிர்ப்பு மண்டலம்
Negative supply,எதிர்மறை வழங்கல்
Negative temperature,எதிர்மறை வெப்பநிலை
Negative temperature coefficient,எதிர்மறை வெப்பநிலை குணகம்
Negative transmission,எதிர்மறை பரிமாற்றம்
Negative tree,எதிர்மறை மரம்
Negative tunnel diode,எதிர்மறை டன்னல் டையோடு
Negative-false,எதிர்மறை தவறான
Negative-true,எதிர்மறை உண்மை
Negligible,புறக்கணிக்கத்தக்கது
Nematic liquid crystal,நெமாடிக் திரவ படிகம்
Nemative mode,எதிர்மறை முறை
Neon lamp,நியான் விளக்கு
Neper,நாப்பர்
Nested branching,உள்ளமை கிளை
Nested task flag,உள்ளமை வேலை அடையாளம்
Nesting,கூடு கட்டுதல்
Net impurity concentration,முழுமையான தூய்மையற்ற செறிவு
Net list,நிகர பட்டியல்
Network,"பிணையம், பிணையம்"
Network drive,பிணைய இயக்கி
Network driver,நெட்வொர்க் ஆபரேட்டர்
Network model,பிணைய மாதிரி
Network operating system,பிணைய இயக்க முறைமை
Network server,பிணைய சேவையகம்
Network structure,பிணைய அமைப்பு
Network theory,பிணைய கோட்பாடு
Network topology,பிணைய நிலப்பரப்பு
Neutral,மனநிலை
Neutral line,நடுநிலை கோடு
Neutral region,தாழ்வு மண்டலம்
Neutralising circuit,நடுநிலைப்படுத்தல் சுற்று
Neutralization,நடுநிலைப்படுத்தல்
Neutron,நியூட்ரான்
New generation CP,அடுத்த தலைமுறை CPU
New line character,புதிய வரி எழுத்து
New-Zealand virus,நியூசிலாந்து வைரஸ்
Next state,அடுத்த நிலை
Next state equation,அடுத்த கட்ட சமன்பாடு
Next state table,அடுத்த கட்ட அட்டவணை
Nibble,மெல்ல மெல்ல
Nibble memory chip,nibble memory chip
Nibble multiplexer,nibble மல்டிபிளெக்சர்
Nicholas chart,நிக்கோலஸ் விளக்கப்படம்
Night effect,இரவு விளைவு
Nine track tape,ஒன்பது பாதை நாடா
Nine's complement,ஒன்பது நிரப்பு
NMOS,en பாசி
NMOS inverter,en பாசி தலைகீழ்
NMOS process,ஒரு வெகுஜன செயல்முறை
NMOS structure,en பாசி அமைப்பு
NMOS transistor,en பாசி டிரான்சிஸ்டர்
No load current,பூஜ்ஜிய சுமை மின்னோட்டம்
No twist cable,crimped கேபிள்
Nodal,முடிச்சு
Node,"முனை, முனை"
Node minimization,முனை சிதைவு
Noise,சத்தம்
Noise avalanche,சத்தம் பனிச்சரிவு
Noise band-width,இரைச்சல் இசைக்குழு நீட்டிப்பு
Noise burst,சத்தம் வெடித்தது
Noise cancelling microphone,ஒலியை நீக்கும் மைக்ரோஃபோன்
Noise factor,சத்தம் பெருக்கி
Noise feedback amplifier,இரைச்சல் மறு முதலீட்டு பெருக்கி
Noise figure,ravank
Noise immunity,சத்தம் பாதிக்கப்படவில்லை
Noise impulse,சத்தமான உந்துவிசை
Noise limiter,சத்தம் கட்டுப்படுத்தி
Noise margin,சத்தம் விளிம்பு
Noise measurement,சத்தம் அளவீடு
Noise partition,சத்தம் பிரிவு
Noise quantization,இரைச்சல் அளவீடு
Noise reduction,"சத்தம் குறைப்பு, சத்தம் குறைப்பு"
Noise resistance,சத்தம் எதிர்ப்பு
Noise shaping,சத்தம் பிரதிநிதித்துவம்
Noise spike,சத்தம் ஸ்பைக்
Noise temperature,இரைச்சல் வெப்பநிலை
Noisy floppy disk drive,நெகிழ் வட்டு இயக்கி
Nominal impedance,பெயரளவு மின்மறுப்பு
Nominal value,குவிய மதிப்பு
Nonlinear distortion,நேரியல் அல்லாத விலகல்
Non radiating,மாறாத
Non resonance,எதிரொலிக்காத
Non resonant antenna,எதிரொலிக்காத ஆண்டெனா
Non-compensated Op-amp,ஈடுசெய்யப்படாத செயல்பாட்டு பெருக்கி
Non-complementary,நிரப்பு அல்லாத
Non-conductor,மின்கடத்தா
Non-contiguous data structure,இணைக்கப்பட்ட தரவு அமைப்பு
Non-critical race,ஆக்ரோஷமான ஓட்டம்
Non-degenerate mode,திசைதிருப்பல் முறை
Non-destructive readont,அழியாத வாசிப்பு
Non-DOS partition message,dosless பகிர்வு செய்தி
Non-executable statement,துல்லியமற்ற அறிக்கை
Non-ideal performance,மோசமான செயல்திறன்
Non-impact printer,அஸங்கத் முத்ராக்
Non-inductive winding,தூண்டல் இல்லாத ஜாதகம்
Non-inverting amplifier,திரும்பப் பெறாத பெருக்கி
Non-inverting averaging amplifier,தலைகீழ் சராசரி பெருக்கி
Non-inverting buffer,தலைகீழ் தாங்கல்
Non-invertingcomparator,தலைகீழ் ஒப்பீட்டாளர்கள்
Non-inverting configuration,தலைகீழ் கட்டமைப்பு
Non-inverting summing amplifier,தலைகீழ் கம்பைலர் பெருக்கி
Non-inverting voltage,தலைகீழ் மின்னழுத்தம்
Non-linear,நேரியல் அல்லாத
Nonlinear capacitance,நேரியல் அல்லாத மின்தேக்கி
Non-linear circuit analysis,நேரியல் அல்லாத சுற்று பகுப்பாய்வு
Nonlinear component,நேரியல் அல்லாத கூறு
Non-linear load line,நேரியல் அல்லாத சுமை வரி
Non-linear modulation,நேரியல் அல்லாத பண்பேற்றம்
Non-linear resistance,நேரியல் அல்லாத எதிர்ப்பு
Non-linear system,நேரியல் அல்லாத அமைப்பு
Non-linearity,நேரியல் அல்லாத
Non-linearity error,நேரியல் அல்லாத பிழை
Normalized frequency,இயல்பாக்கப்பட்ட அதிர்வெண்
Non-periodic,மீண்டும் நிகழாதது
Non-procedural language,பதிலளிக்காத மொழி
Non-recursive system,மறுமுறை அமைப்பு
Non-system disk,அமைப்பு இல்லாத வட்டு
Non-systematic code,தொடர் குறியீடு
Non-trivial,அல்லாத மேற்பரப்பு
Non-volatile storage,நிலையற்ற சேமிப்பு
NOR,நார்
NOR function,நார் செயல்பாடு
NOR gate,அல்லது வாயில்
NOR latch,நார் தாழ்ப்பாளை
NOR operation,நோர் அறுவை சிகிச்சை
Normal density function,சாதாரண அடர்த்தி செயல்பாடு
Normal process,படபடப்பு சத்தம்
Normal sampling,சாதாரண மாதிரி
Normalized admittance,இயல்பாக்கப்பட்ட ஊடுருவல்
Normally off MOSFET,பொதுவாக மூடப்படும் mosfet
NOR-NOR network,அல்லது நெட்வொர்க் அல்ல
Norton model,நார்டன் மாடல்
North magnetic pole,வடக்கு காந்த துருவம்
Norton a.c.,நார்டன் பிரைவேட்.
Norton amplifier,நார்டன் பெருக்கி
Norton circuit,நார்டன் சுற்று
Norton d.c.,நார்டன் டி.டி.
Norton equivalent circuit,நார்டன் சமமான சுற்று
Norton inverting and non-inverting,நார்டன் தலைகீழ் மற்றும் தலைகீழ்
Norton Op-amp,நார்டன் செயல்பாட்டு பெருக்கி
Norton utility,நார்டன் பயன்பாடு
NOT,இல்லை
NOT function,செயல்படவில்லை
NOT gate,வாயில் அல்ல
NOT operation,செயல்பாடு அல்ல
Notation,குறிப்பு முறை
Notch antenna,பள்ளம் ஆண்டெனா
Notch filter,பள்ளம் வடிகட்டி
NPN transistor,npn டிரான்சிஸ்டர்
NTSC interface,என்.டி.எஸ்.சி இடைமுகம்
N-type impurity,n-வகை அசுத்தங்கள்
N-type material,n-வகை பொருள்
Nucleus,கரு
Null,பூஜ்யம்
Null cycle,காலியிட வட்டம்
Null offset voltage,பூஜ்ஜிய ஆஃப்செட் மின்னழுத்தம்
Null pointer,காலியிட காட்டி
Number base,எண் அடிப்படை
Number base conversion,எண் அடிப்படையிலான மாற்றம்
Number damage,புள்ளிகள் சேதம்
Number lock key,எண் வளைய விசை
Number system,எண் அமைப்பு
Numeric coprocessor,எண் இணை செயலி
Numeric keypad,எண் விசைப்பலகை
Numerical aperture,எண் துளை
Numerical distance,எண் தூரம்
Nuwvicon,நுவிகான்
Nyquist,நிக்விஸ்ட்
Nyquist bandwidth,nyquist இசைக்குழு நீட்டிப்பு
Nyquist criterian,nyquist அளவுகோல்கள்
Nyquist interval,நிக்விஸ்ட் இடைவெளி
Nyquist pulse,nyquist துடிப்பு
Nyquist rate,nyquist விகிதம்
Nyquist stability criterion,nyquist ஆயுள் அளவுகோல்கள்
Nyquist theorem,நிக்விஸ்ட் தேற்றம்
Object module,புறநிலை தொகுதி
Object program,புறநிலை திட்டம்
Objective lens,புறநிலை லென்ஸ்
Object-oriented programming,பொருள் சார்ந்த நிரலாக்கம்
Octal,எண்கோணம்
Octal bus transceiver,எண்பது பஸ் ரிசீவர்-அனுப்பப்பட்டது
Octal number system,எண்ம எண் அமைப்பு
Octave,எண்கோணம்
Odd function,ஒற்றைப்படை செயல்பாடு
Odd parity,"ஒற்றைப்படை சமநிலை, ஒற்றைப்படை ஒப்புமை"
Odometer,"ஓடோமீட்டர், பாத்தோமீட்டர்"
Off line,ஆஃப் லைன்
Off-axis response,வாய்மொழி அல்லாத பதில்
Offset,"ஒழுங்கின்மை, ஈடு"
Offset angle,ஆஃப்செட் கோணம்
Offset current,ஆஃப்செட் ஸ்ட்ரீம்
Offset error,ஆஃப்செட் பிழை
Offset trimming,ஆஃப்செட் தேர்வுமுறை
Offset voltage,ஆஃப்செட் மின்னழுத்தம்
Ohm,ஓம்
Ohmic contact,ஓமிக் தொடர்பு
Ohmic region,ஓமிக் புலம்
Ohmmeter,"ஓம்மீட்டர், ஓம்மீட்டர்"
Ohm's law,ஓம் விதி
Ohm's per volt,வோல்ட்டுக்கு ஓம்ஸ்
Oil circuit breaker,எண்ணெய் சர்க்யூட் பிரேக்கர்
Omni directional,சர்வ திசை
Omni mode,எங்கும் நிறைந்தது
OMR (optical masked reading),ஓஎம்ஆர் (ஆப்டிகல் கவர் வாசிப்பு)
ON resistance,"ஆன் ரெசிஸ்டன்ஸ், ஆன் ரெசிஸ்டன்ஸ்"
ON state,மாநிலத்தில்
On-chip decoding,சிப் மறைமுக குறிவிலக்கி
One shot (monostable multivibrator),ஒன் ஷட் ஸ்டேடிக் மல்டிவைபிரேட்டர்
One-ass assembler,ஒரு-பாஸ் அசெம்பிளர்
One's complement,தற்போதைய எதிர்ப்பு
One-way register control,ஒரு பயணி பதிவு
On-line system,ஆன்லைன் அமைப்பு
ON-OFF controller,"ஆன்-ஆஃப் கன்ட்ரோலர், ஆன்-ஆஃப் கன்ட்ரோலர்"
ON-OFF keying,ஆன்-ஆஃப் கீயிங்
OPAMP,செயல்பாட்டு பெருக்கி
Op-amp average amplifier,இயக்க சராசரி பெருக்கி
Op-amp comparators,செயல்பாட்டு ஒப்பீட்டாளர்
OP-Amp multiplier,செயல்பாட்டு பெருக்கி பெருக்கி
Op-amp scaling amplifier,செயல்பாட்டு சோபோனி பெருக்கி
Open collector,திறந்த சேகரிப்பான்
Open input,திறந்த முதலீடு
Open loop,open loop open loop
Open wire line,திறந்த கம்பி வரி
Open circuit parameters,திறந்த சுற்று அளவுரு
Open-circuited impedance,திறந்த சுற்று மின்மறுப்பு
Open-loop gain,திறந்த வளைய ஆதாயம்
Operand,செயல்பாடு
Operating angle,இயக்க கோணம்
Operating mode,செயல்படுத்தும் முறை
Operating point,இயக்க புள்ளி
Operating system,தளவாடங்கள்
Operating frequency,இயக்க அதிர்வெண்
Operation,"செயல்பாடு, செயல்பாடு"
Operation code,செயல்பாட்டு குறியீடு
Operational amplifier,செயல்பாட்டு பெருக்கி
Operator,இயக்குபவர்
Optic ray,ஒளிக்கற்றை
Optical communication,ஒளியியல் தொடர்பு
Optical disk,ஒளியியல் வட்டு
Optical encoder,ஆப்டிகல் கோடெக்
Optical fiber,ஆப்டிகல் ஃபைபர்
Optical injection,ஆப்டிகல் ஊசி
Optical pyrometer,"ஆப்டிகல் தெர்மோமீட்டர், பைரோமீட்டர்"
Optical recorder,ஆப்டிகல் ரெக்கார்டர்
Optical recording,ஒளியியல் பதிவு
Optical scanning,ஆப்டிகல் ஸ்கேனிங்
Optical spectrum,ஒளியியல் சதுரம்
Optical storage device,ஒளியியல் சேமிப்பு சாதனம்
Optically coupled isolator,ஆப்டிகல் இணைந்த தனிமைப்படுத்தி
Optimum bias,"உகந்த சார்பு, உகந்த சார்பு"
Optimum filter,உகந்த வடிகட்டி
Optimum system,உகந்த அமைப்பு
Optimum working frequency,உகந்த வேலை அதிர்வெண்
Opto-coupler,ஆப்டிகல் கப்ளர்
Optoelectronic device,ஒளி மின்னணு சாதனம்
Opto-electronics,ஒளியியல் மின்னணுவியல்
OR gate,அல்லது வாயில்
Orbit,வர்க்கம்
Order of a filter,வடிகட்டி வரிசை
Order of equation,சமன்பாட்டின் வரிசை
Ordinary ray,எளிய கற்றை
Orthicon,பொருளாதார
Orthodynamic,செங்குத்து மாறும்
Orthogonal code,ஆர்த்தோகனல் குறியீடு
Orthogonality principle,தாமதக் கொள்கை
Oscillating electric dipole,ஊசலாட்ட இருமுனை
Oscillator,ஆஸிலேட்டர்
Oscillator tuning ratio,ஆஸிலேட்டர்
Oscillograph,"அலைக்கற்றை, அலைக்காட்டி"
Oscilloscope camera,அலைக்காட்டி கேமரா
Oscilloscope probe,அலைக்காட்டி
Out of band signaling,ஆஃப்-பேண்ட் சமிக்ஞை
Output,பிரச்சினை
Output admittance,வெளியீடு ஊடுருவல்
Output buffer,வெளியீடு தாங்கல்
Output characteristics,வெளியீட்டு பண்புகள்
Output conductance,வெளியீடு கடத்துத்திறன்
Output device,வெளியீடு சாதனம்
Output offset voltage,வெளியீடு ஆஃப்செட் மின்னழுத்தம்
Output power,சக்தி வெளியீடு
Output resistance,வெளியீடு எதிர்ப்பு
Output stage,"வெளியேறும் நிலை, வெளியேறும் நிலை"
Output swing,வெளியீடு வரியில்
Output transformer,வெளியீடு மின்மாற்றி
Over compounding,கலவை
Over coupled,மிகவும் இணைந்தது
Over coupling,மிகை இணைப்பு
Over current relay,ஓவர் கரண்ட் ரிலே
Over damped,அதிக மனச்சோர்வு
Over drive factor,செயல்படும் பெருக்கி
Over excitation,மிகை தூண்டுதல்
Over flow,நிரம்பி வழிகிறது
Over lapping group,ஒன்றுடன் ஒன்று குழு
Over modulation,மிகைப்படுத்தல்
Over reach,கற்றல் அணுகல்
Over sampling,மேல் மாதிரி
Over voltage crowbar,துணை மின்னழுத்தம்
Over voltage detector,ஓவர்வோல்டேஜ் டிடெக்டர்
Overcharging,உத்வேகம்
Overdriver amplifier,இயங்கும் பெருக்கி
Over-driving,"overrunning, overoperative"
Overload,அதிக சுமை
Overload protection,அதிக சுமை பாதுகாப்பு
Overload recovering time,சுமை மீட்பு நேரம்
Overshoot,அத்துமீறல்
Overtone,மேலோட்டம்
Owen bridge,ஓவன் ப்ரீஸ்
Oxidation,ஆக்சிஜனேற்றம்
Oxide breakdown,ஆக்சைடு முறிவு
Oxide isolation,ஆக்சைடு விலகல்
P-channel FET,பி-சேனல் விதி
Packaging,பேக்கேஜிங்
Packing density,சுருக்க அடர்த்தி
Padder,திணிப்பு
Padder capacitor,திண்டு மின்தேக்கி
Paddle,மிதி
Paddle switch,மிதி சுவிட்ச்
Page,பக்கம்
Page down key,வழிசெலுத்தல் விசை
Page up key,தோற்ற விசை
Paging,பேஜினேஷன்
Pair,ஜோடி
Paper capacitor,காகித மின்தேக்கி
Parabolic reflector,பரவளைய பிரதிபலிப்பான்
Parallel counter,இணை கவுண்டர்
Parallel data input,இணையான தரவு உள்ளீடு
Parallel interface,இணையான இடைமுகம்
Parallel port,இணையான துளை
Parallel processing,இணை வளம்
Parallel resonance,இணையான அதிர்வு
Parallel shift,இணை இடப்பெயர்ச்சி
Parallel tuned circuit,இணையான டியூன் சுற்று
PIPO parallel-in parallel-out,"இணை-உள்ளீடு, இணை-வெளியீடு"
PISO parallel-in series-out,"இணை-உள்ளீடு, கிரேடு-அவுட்"
Parametric equalizer,அளவுரு சமநிலைப்படுத்தி
Paraphase amplifier,பரவளைய பெருக்கி
Parasitic director,ஒட்டுண்ணி திசை
