Malayalam,Assamese
ആന്തരിക വിഭജനം,আভ্যন্তৰীণ দ্বিখণ্ড
ഇന്റർപോളേഷൻ,আন্তঃপ্ৰক্ষেপণ
ഉൾപ്പെടുത്തൽ ഫോർമുല,সন্নিৱিষ্ট কৰা সূত্ৰ
വിഭജിക്കുന്നു,ছেদ কৰা
വിഭജിക്കുന്ന വക്രം,ছেদ কৰা বক্ৰ
വിഭജിക്കുന്ന വരികൾ,ছেদ কৰা ৰেখা
"കവല, കവല, കവല","ছেদ, ছেদ, ছেদ"
കവല വളവ്,ছেদক বক্ৰ
വളവുകളുടെ കവല,বক্ৰৰ ছেদ
സെറ്റുകളുടെ കവല,গোটৰ ছেদ
"വിടവ്, വിടവ്","ফাঁক, ফাঁক"
ഇടവേള കണക്കാക്കൽ,ব্যৱধান অনুমান
ഇടവേള കണക്കാക്കൽ,ব্যৱধান অনুমান
ഇടവേള മധ്യ പോയിന്റ്,ব্যৱধানৰ মাজৰ বিন্দু
"ഇൻട്രാ-സെക്ഷണൽ പ്രഭാവം, ഇന്റർ-സെക്ഷണൽ പ്രഭാവം",ইন্ট্ৰা-ছেকচনেল ইফেক্ট
ഇന്റർക്ലാസ് പരസ്പരബന്ധം,আন্তঃশ্ৰেণী সম্পৰ্ক
നിശ്ചലത,নিস্তব্ধতা
ഉറപ്പാണ്,নিশ্চয়
നിശ്ചിത സംവിധാനം,ফিক্সড চিষ্টেম
മേശ,মেজ
ടേബിൾ അസൈൻമെന്റ്,টেবুল নিযুক্তি
പട്ടിക നിയന്ത്രണം,টেবুল নিয়ন্ত্ৰণ
പട്ടിക നിയന്ത്രണ മോഡൽ,টেবুল নিয়ন্ত্ৰণ মডেল
പട്ടിക നിയന്ത്രണ സംവിധാനം,টেবুল নিয়ন্ত্ৰণ ব্যৱস্থা
ടേബിൾ സൈക്കിൾ,টেবুল চক্ৰ
ടേബിൾ ഹോൾഡിംഗ് ചെലവ്,টেবুল ধৰি ৰখা খৰচ
ടേബിൾ പോയിന്റ്,টেবুল পইণ্ট
പട്ടിക നയം,টেবুল নীতি
മേശ സ്ഥാനം,টেবুলৰ অৱস্থান
"വിപരീതം, വിപരീതം, വിപരീതം","বিপৰীত, বিপৰীত, বিপৰীত"
വിപരീത പരസ്പരബന്ധം,বিপৰীত সম্পৰ্ক
വിപരീത പ്രവർത്തനം,বিপৰীত ফলন
ഓരോ നുരയ്ക്കും ഹൈപ്പർബോളിക് ഫംഗ്ഷൻ,হাইপাৰবলিক ফাংচন প্ৰতি ফেন
വിപരീത അനുപാതം,বিপৰীতভাৱে সমানুপাতিক
വിപരീത ഭൂപടം,বিপৰীত মানচিত্ৰ
പരസ്പര സംഖ്യ,পাৰস্পৰিক সংখ্যা
വിപരീത മാട്രിക്സ്,বিপৰীত মেট্ৰিক্স
വിപരീത ക്രമപ്പെടുത്തൽ,বিপৰীত ক্ৰমবিন্যাস
വിപരീത അനുപാതം,বিপৰীত অনুপাত
വിപരീത ത്രികോണമിതി പ്രവർത്തനം,বিপৰীত ত্ৰিকোণমিতিক ফলন
വിപരീത സൂത്രവാക്യം,বিপৰীত সূত্ৰ
ക്രമത്തിന്റെ പകർപ്പ്,ক্ৰমৰ কপি
വിപരീത മാട്രിക്സ്,বিপৰীত মেট্ৰিক্স
വിപരീത പരിവർത്തനം,বিপৰীত ৰূপান্তৰ
യുക്തിരഹിതമായ,অযুক্তিকৰ
യുക്തിരഹിതമായ സമവാക്യം,অযুক্তিকৰ সমীকৰণ
യുക്തിരഹിതമായ ആവിഷ്കാരം,অযুক্তিকৰ প্ৰকাশ
യുക്തിരഹിതമായ സംഖ്യ,অযুক্তিকৰ সংখ্যা
യുക്തിരഹിതമായ റൂട്ട്,অযুক্তিকৰ মূল
"മാറ്റാനാകാത്ത, മാറ്റാനാവാത്ത, തുല്യതയില്ലാത്ത","অপ্ৰত্যাহাৰযোগ্য, অকমাব নোৱাৰা, অতুলনীয়"
ഭ്രമണ വെക്റ്റർ,ঘূৰ্ণনশীল ভেক্টৰ
ഭ്രമണ വെക്റ്റർ പ്രവർത്തനം,ঘূৰ্ণনশীল ভেক্টৰ ফলন
ഭ്രമണ പ്രവേഗം,ঘূৰ্ণনৰ বেগ
ഐസോമെട്രിക് (വി.) വലത് രേഖ (വി.),সমমিতি (v.) সোঁ ৰেখা (v.)
സമന്വയം,syncretism
ഒറ്റപ്പെട്ട നിർബന്ധിത വിചിത്രത,বিচ্ছিন্ন আৱশ্যকীয় অদ্ভুততা
ഒറ്റപ്പെട്ട പോയിന്റ്,বিচ্ছিন্ন বিন্দু
"ഐസോമെട്രിക്, ട്രൈറ്റസോൾ, ക്യൂബിക്, ഐസോമെട്രിക്","সমমিতি, ট্ৰাইটেজ’ল, ঘন, সমমিতি"
ഐസോസിലിസ് കോൺഫിഗറേഷൻ,isosceles বিন্যাস
ആവർത്തന സംയോജനം,পুনৰাবৃত্তিমূলক অখণ্ড
ആവർത്തന ഉൾപ്പെടുത്തൽ,পুনৰাবৃত্তিমূলক সন্নিৱিষ্ট
ആവർത്തനം,পুনৰাবৃত্তি
ആവർത്തന സൂത്രവാക്യം,পুনৰাবৃত্তি সূত্ৰ
ആവർത്തന സംയോജന ഫോർമുല,পুনৰাবৃত্তিমূলক সংহতি সূত্ৰ
ആവർത്തന നടപടിക്രമം,পুনৰাবৃত্তিমূলক পদ্ধতি
ആവർത്തന രീതി,পুনৰাবৃত্তিমূলক পদ্ধতি
യാക്കോബിയൻ,jacobian
ജേക്കബ് സാർനിക്,জাকোবি সাৰনিক
ജേക്കബ് മാട്രിക്സ്,জেকবি মেট্ৰিক্স
സെറ്റുകളുടെ സംയോജനം,গোটৰ সংমিশ্ৰণ
"ജോയിന്റ്, ജോയിന്റ് (എഡി.) ജോയിന്റ് (വി.)","সংযোগ, সংযোগ (ed.) সংযোগ (v.)"
സംയുക്ത സാന്ദ്രത പ്രവർത്തനം,সংযোগ ঘনত্বৰ কাৰ্য্য
സംയോജിത ആവൃത്തി പ്രവർത്തനം,সংযুক্ত কম্পাঙ্ক কাৰ্য্য
സംയുക്ത ആശ്രിത വേരിയബിൾ,যৌথ নিৰ্ভৰশীল চলক
സംയുക്ത സംഭാവ്യത,যৌগিক সম্ভাৱনা
ഉൾപ്പെടുത്തൽ,সন্নিৱিষ্ট কৰা
"പാര, ചാട്ടം, പ്ലൂട്ടി","কুঠাৰ, জাম্প, প্লুটি"
പ്ലൂട്ടി നിർത്തലാക്കൽ,প্লুটি বিচ্ছিন্নতা
"ന്യായം, ന്യായീകരണം","ন্যায়পৰায়ণতা, ন্যায্যতা"
ന്യായീകരിക്കുക,ন্যায্যতা দিয়া
carnafe മാപ്പ്,carnafe মানচিত্ৰ
"കേർണലുകൾ, ചാരം","গুটি, ছাই"
മാപ്പിംഗ് പോയിന്റ്,মেপিং পইণ্ট
"ശുദ്ധമായ ചലനാത്മകത, ശുദ്ധമായ ചലനാത്മകത","বিশুদ্ধ গতিশীলতা, বিশুদ্ধ গতিশীলতা"
ഗതികോർജ്ജം,গতিশক্তি
"ചലനാത്മകത, ചലനാത്മകത","গতিবিদ্যা, গতিবিদ্যা"
കോൾമോഗോറോഫ്-സ്മിർനോവ് ടെസ്റ്റ്,কলমোগ’ৰফ-স্মিৰ্নভ পৰীক্ষা
ക്രോണേക്കർ ഡെൽറ്റ,ক্ৰ&#39;নেকাৰ বদ্বীপ
വെള്ളരിക്ക,তিঁয়হ
ലഗ്രാഞ്ച് ഫംഗ്ഷൻ,লেগ্ৰেঞ্জ ফাংচন
ലഗ്രാഞ്ച് മൾട്ടിപ്ലയർ,লেগ্ৰেঞ্জ বহুগুণক
"പലക, പലക","তক্তা, বোৰ্ড"
ലാപ്ലേസ് രൂപാന്തരം,লেপ্লেচ ৰূপান্তৰ
വലിയ സംഖ്യ,ডাঙৰ সংখ্যা
സ്വഭാവം ഉത്ഭവം,বৈশিষ্ট্যপূৰ্ণ উৎপত্তি
സൈഡ് പേജ്,কাষৰ পৃষ্ঠা
ലാറ്റിൻ ചതുരം,লেটিন বৰ্গক্ষেত্ৰ
"പൊക്കിൾക്കൊടി, ലാറ്റസ് മലാശയം","নাভিৰ ৰচী, লেটাছ মলদ্বাৰ"
"നിയമങ്ങൾ, തത്വങ്ങൾ","নিয়ম, নীতি"
വേഗത സംയോജന നിയമം,বেগ সংমিশ্ৰণ নিয়ম
അനുയോജ്യത നിയമം,সামঞ্জস্যতা নিয়ম
റിട്ടേൺസ് റൂൾ കുറയുന്നു,হ্ৰাস পোৱা ৰিটাৰ্ণৰ নিয়ম
ഗുരുത്വാകർഷണ നിയമം,মাধ্যাকৰ্ষণৰ নিয়ম
ഗ്രൂപ്പിനുള്ള ഹോമോമോർഫിസം നിയമം,গোটৰ বাবে সমৰূপতা নিয়ম
വളയങ്ങൾക്കുള്ള ഹോമോമോർഫിസം നിയമം,আঙঠিৰ বাবে সমৰূপতা নিয়ম
വർദ്ധിച്ചുവരുന്ന ചെലവ് നിയമം,বৃদ্ধি পোৱা খৰচৰ আইন
എക്സ്പോണൻഷ്യേഷൻ നിയമം,ঘাতকৰণ নিয়ম
ജഡത്വ നിയമം,জড়তা নিয়ম
വലിയ സംഖ്യകളുടെ നിയമം,বৃহৎ সংখ্যাৰ নিয়ম
പ്രോബബിലിറ്റി റൂൾ,সম্ভাৱনা নিয়ম
"സൈൻ റൂൾ, സൈൻ റൂൾ","চাইন নিয়ম, চাইন নিয়ম"
ഘാതകങ്ങളുടെ നിയമം,সূচকৰ নিয়ম
വേഗത നിയമങ്ങൾ,গতিৰ নিয়ম
"പാളി, ലെവൽ","স্তৰ, স্তৰ"
ഫോർവേഡ് കോഫിഫിഷ്യന്റ്,ফৰৱাৰ্ড সহগ
ഫ്രണ്ട് ഡയഗണൽ,সন্মুখৰ তিৰ্যক
ഫോർവേഡ് സബ്-മാട്രിക്സ്,ফৰৱাৰ্ড উপ-মেট্ৰিক্স
മുൻ പോസ്റ്റ്,ফ্ৰন্ট পোষ্ট
"മിനിമം, മിനിമം, മിനിമം","নূন্যতম, নূন্যতম, নূন্যতম"
ഏറ്റവും കുറഞ്ഞ സാധാരണ പൊതു (LCM),কম সাধাৰণ সাধাৰণ (LCM)
മിനിമം ഘടകങ്ങൾ,নূন্যতম উপাদানসমূহ
ഏറ്റവും താഴ്ന്ന ക്ലാസ്,সৰ্বনিম্ন শ্ৰেণী
ഏറ്റവും കുറഞ്ഞ ഓവർഹെഡ് പരിധി,নূন্যতম ওভাৰহেড সীমা
ഇടത് സെറ്റ്,বাওঁফালে ছেট কৰা হৈছে
എതിർ ഘടികാരദിശയിൽ,ঘড়ীৰ কাঁটাৰ বিপৰীত দিশত
എതിർ ഘടികാരദിശയിലുള്ള സ്ക്രൂ,ঘড়ীৰ কাঁটাৰ বিপৰীত দিশত স্ক্ৰু
ഇടത് വിപരീതം,বাওঁফালৰ বিপৰীত
ഇടത് ഗുണനം,বাওঁফালৰ গুণন
ലെബ്നിസ് ഫോർമുല,লাইবনিজৰ সূত্ৰ
നീളം,দৈৰ্ঘ্য
തുംഗക്കുടി,টুংগাকুদি
ട്രഗസ് കർവ്,ট্ৰেগাছ বক্ৰ
ശ്വാസകോശമത്സ്യം,হাওঁফাওঁৰ মাছ
ലെവൽ കർവ്,স্তৰৰ বক্ৰ
അത്മവിശ്വാസത്തിന്റെ അളവ്,আত্মবিশ্বাসৰ স্তৰ
പ്രാധാന്യത്തിന്റെ തലം,তাৎপৰ্য্যৰ স্তৰ
കാലക്രമത്തിൽ,কালক্ৰমিকভাৱে
നിഘണ്ടു ക്രമം,অভিধানৰ ক্ৰম
പ്രോബബിലിറ്റി ഫംഗ്ഷൻ,সম্ভাৱনা ফলন
പ്രോബബിലിറ്റി റേഷ്യോ ടെസ്റ്റ്,সম্ভাৱনা অনুপাত পৰীক্ষা
"പരിധി, നാമമാത്ര","সীমা, প্ৰান্তীয়"
"നാമമാത്രമായ, തീവ്രമായ","প্ৰান্তীয়, চৰম"
നാമമാത്ര മൂല്യം,প্ৰান্তীয় মূল্য
നാമമാത്ര പ്രവേഗം,প্ৰান্তীয় বেগ
ശരാശരി പരിധി,গড়ত পৰিসৰ
സംയോജനത്തിന്റെ പരിധി,সংহতিৰ সীমা
അനുക്രമ പരിധി,ক্ৰমৰ সীমা
"ക്ലസ്റ്റർ പോയിന്റ്, പരിധി പോയിന്റ്","ক্লাষ্টাৰ পইণ্ট, সীমা বিন্দু"
നാമമാത്ര പ്രവേഗം,প্ৰান্তীয় বেগ
"രേഖ, രേഖ, ദീർഘവൃത്തം","ৰেখা, ৰেখা, উপবৃত্তাকাৰ"
"രേഖീയ, രേഖീയ, രേഖീയ","ৰৈখিক, ৰৈখিক, ৰৈখিক"
രേഖീയ ബീജവല്ലി,ৰৈখিক বিজাবল্লী
രേഖീയ ബീജഗണിത സമവാക്യം,ৰৈখিক বীজগণিতীয় সমীকৰণ
രേഖീയ ഏകദേശം,ৰৈখিক আনুমানিককৰণ
രേഖീയ അസിംപ്റ്റോട്ട്,ৰৈখিক এছিম্পট&#39;ট
രേഖീയ ഗുണകം,ৰৈখিক সহগ
ഷോക്ക് ശേഖരണം,শ্বক সঞ্চয়
ഷോക്ക് നിയന്ത്രണം,শ্বক নিষেধাজ্ঞা
രേഖീയ ആശ്രിതത്വം,ৰৈখিক নিৰ্ভৰশীলতা
ലീനിയർ ഡിഫറൻഷ്യൽ സമവാക്യം,ৰৈখিক অৱভেদ্য সমীকৰণ
"ലീനിയർ ഡൈമൻഷൻ, ലീനിയർ മെഷർമെന്റ്, ലീനിയർ ദൈർഘ്യം-വീതി","ৰৈখিক মাত্ৰা, ৰৈখিক জোখ, ৰৈখিক দৈৰ্ঘ্য-প্ৰস্থ"
"ലീനിയർ ഇക്വേഷൻ, ക്വാഡ്രാറ്റിക് ഇക്വേഷൻ","ৰৈখিক সমীকৰণ, দ্বিঘাত সমীকৰণ"
രേഖീയ ഏകത,ৰৈখিক সমতা
ലീനിയർ ഫ്രാക്ഷണൽ കൺവേർഷൻ,ৰৈখিক ভগ্নাংশ ৰূপান্তৰ
രേഖീയ പ്രവർത്തനം,ৰৈখিক ফলন
രേഖീയ പ്രവർത്തനം,ৰৈখিক ফলন
രേഖീയ ഗ്രൂപ്പ്,ৰৈখিক গোট
രേഖീയ സ്വാതന്ത്ര്യം,ৰৈখিক স্বাধীনতা
രേഖീയ സ്വതന്ത്ര ബന്ധം,ৰৈখিক স্বাধীন সম্পৰ্ক
രേഖീയ അസമത്വം,ৰৈখিক বৈষম্য
ലീനിയർ നോൺ-ഹോമോജീനസ് ഡിഫറൻഷ്യൽ ഇക്വേഷൻ,ৰৈখিক অসমজাতীয় অৱভেদ্য সমীকৰণ
ലീനിയർ ഇന്റഗ്രൽ സമവാക്യം,ৰৈখিক অখণ্ড সমীকৰণ
ലീനിയർ ഇന്റർപോളേഷൻ,ৰৈখিক আন্তঃপ্ৰক্ষেপণ
ലീനിയർ ലീസ്റ്റ് സ്ക്വയർ റിഗ്രഷൻ അനാലിസിസ്,ৰৈখিক নূন্যতম বৰ্গ ৰিগ্ৰেছন বিশ্লেষণ
"ഏകവചനമായി, രേഖീയമായി","এককভাৱে, ৰৈখিকভাৱে"
രേഖീയമായി ആശ്രയിക്കുന്നത്,ৰৈখিকভাৱে নিৰ্ভৰশীল
രേഖീയമായി സ്വതന്ത്രമായ,ৰৈখিকভাৱে স্বাধীন
ലീനിയർ മാപ്പിംഗ്,ৰৈখিক মেপিং
രേഖീയ ക്രമം,ৰৈখিক ক্ৰম
ലീനിയർ സീരിയലൈസേഷൻ,ৰৈখিক ক্ৰমিককৰণ
ലീനിയർ പ്രോഗ്രാമിംഗ്,ৰৈখিক প্ৰগ্ৰেমিং
ലീനിയർ പ്രോഗ്രാമിംഗ് അൽഗോരിതം,ৰৈখিক প্ৰগ্ৰেমিং এলগৰিদম
ലീനിയർ പ്രോഗ്രാമിംഗ് പ്രശ്നം,ৰৈখিক প্ৰগ্ৰেমিং সমস্যা
ലീനിയർ റിഗ്രഷൻ,ৰৈখিক ৰিগ্ৰেছন
ലീനിയർ റിഗ്രഷൻ കോഫിഫിഷ്യന്റ്,ৰৈখিক ৰিগ্ৰেছন সহগ
"രേഖീയ ബന്ധം, എക്സ്പോണൻഷ്യൽ ബന്ധം","ৰৈখিক সম্পৰ্ক, ঘাতীয় সম্পৰ্ক"
രേഖീയ ജനസംഖ്യ,ৰৈখিক জনসংখ্যা
രേഖീയ ഉപസ്ഥലം,ৰৈখিক উপস্থান
രേഖീയ പരിവർത്തനം,ৰৈখিক ৰূপান্তৰ
ലീനിയർ റിഗ്രഷൻ,ৰৈখিক ৰিগ্ৰেছন
ലീനിയർ ഡിഫറൻഷ്യൽ എസ്റ്റിമേറ്റ്,ৰৈখিক অৱভেদ্য অনুমান
രേഖീയ പ്രവേഗം,ৰৈখিক বেগ
ലൈൻ ഇന്റഗ്രൽ,ৰেখাৰ অবিচ্ছেদ্য
കവലയുടെ വരി,ছেদক ৰেখা
റിഗ്രഷൻ ലൈൻ,ৰিগ্ৰেছনৰ ৰেখা
സ്പേഷ്യൽ വെക്റ്റർ,স্থানীয় ভেক্টৰ
പ്രാദേശിക ഒപ്റ്റിമൽ,স্থানীয় অনুকূল
"ലോക്കസ്, ലോക്കസ്","locus, লোকাছ"
ലോഗ് ലോഗ് ലോഗ്,লগ লগ লগ
"ലോഗരിഥമിക്, ലോഗരിഥമിക്","লগাৰিদমিক, লগাৰিদমিক"
ലോഗരിഥമിക് കൃത്യത,লগাৰিদমিক সঠিকতা
ലോഗരിതം കണക്കുകൂട്ടൽ,লগাৰিদম গণনা
"ലോഗരിഥമിക് വക്രം, ലോഗരിഥമിക് വക്രം","লগাৰিদমিক বক্ৰ, লগাৰিদমিক বক্ৰ"
ലോഗരിഥമിക് ഡെറിവേറ്റീവ്,লগাৰিদমিক ডেৰাইভেটিভ
ലോഗരിഥമിക് ഡിഫറൻഷ്യൽ,লগাৰিদমিক ডিফাৰেন্সিয়েল
"ലോഗരിഥമിക് ഫംഗ്ഷൻ, ലോഗരിഥമിക് ഫംഗ്ഷൻ","লগাৰিদমিক ফলন, লগাৰিদমিক ফলন"
"ലോഗരിഥമിക് ശരാശരി, ജ്യാമിതീയ ശരാശരി","লগাৰিদমিক গড়, জ্যামিতিক গড়"
ലോഗരിഥമിക് സാധാരണ വിതരണം,লগাৰিদমিক স্বাভাৱিক বিতৰণ
ലോഗരിഥമിക് ബന്ധം,লগাৰিদমিক সম্পৰ্ক
ലോഗരിഥമിക് സ്കെയിൽ,লগাৰিদমিক স্কেল
"ലോഗരിതം സീരീസ്, ലോഗരിതം സീരീസ്","লগাৰিদম শৃংখলা, লগাৰিদম শৃংখলা"
"ലോഗരിഥമിക് സർപ്പിളം, ലോഗരിഥമിക് സർപ്പിളം","লগাৰিদমিক সৰ্পিল, লগাৰিদমিক সৰ্পিল"
"ലോഗരിതം പട്ടിക, ലോഗരിതം പട്ടിക","লগাৰিদম টেবুল, লগাৰিদমিক টেবুল"
"ലോഗരിതം, ലോഗരിതം","লগাৰিদম, লগাৰিদম"
യുക്തി,তর্ক শাস্ত্র
യുക്തിപരമായി തുല്യമാണ്,যুক্তিগতভাৱে সমতুল্য
"ഗ്രോത്ത് കർവ്, പേൾ-റീഡ് കർവ്","বৃদ্ধিৰ বক্ৰ, পাৰ্ল-ৰিড বক্ৰ"
"ലോഗ് നോർമൽ ഡിസ്ട്രിബ്യൂഷൻ, ലോഗ് നോർമൽ ഡിസ്ട്രിബ്യൂഷൻ","log স্বাভাৱিক বিতৰণ, log স্বাভাৱিক বিতৰণ"
"രേഖാംശം, രേഖാംശം","দ্ৰাঘিমাংশ, দ্ৰাঘিমাংশ"
"ലൂപ്പ്, ലൂപ്പ്, നൂസ് (നമ്പർ), ലൂപ്പ് (വെർ.), പ്രസ്പന്ദ","লুপ, লুপ, ফাঁচ (নং.), লুপ (ver.), প্ৰস্পন্দ"
"തിരഞ്ഞെടുപ്പ് പ്രചാരണം, ലോട്ടറി","নিৰ্বাচনী প্ৰচাৰ, লটাৰী"
അടിവരയിടുക,আণ্ডাৰলাইন কৰক
താഴ്ന്ന പരിധി,নিম্ন সীমা
ലോ റീമാൻ-ഇന്റഗ്രൽ,লো ৰিমেন-ইন্টিগ্ৰেল
കുറഞ്ഞ തുക,কম ৰাশি
ത്രികോണ മാട്രിക്സ് പിന്തുടരുന്നു,ত্ৰিকোণীয় মেট্ৰিক্স অনুসৰণ কৰা
മക്ലാരിൻ സ്പ്രെഡ്,mclarin বিয়পি পৰে
"മായ നമ്പർ, മാജിക് നമ്പർ, ഡ്യൂറബിലിറ്റി നമ്പർ","মায়া নম্বৰ, মেজিক নম্বৰ, টেকসইতা নম্বৰ"
മാന്ത്രിക ചതുരം,যাদু বৰ্গক্ষেত্ৰ
റേഡിയന്റ് പരിധി,ৰেডিয়েন্ট সীমা
മെയിലിംഗ് ചോദ്യാവലി,মেইলিং প্ৰশ্নাৱলী
മെയിൽ വഴിയുള്ള സർവേ,ডাকযোগে জৰীপ কৰা
ഓവർഹെഡ് പരിധി,ওভাৰহেড সীমা
നീണ്ട ആർക്ക്,দীঘল চাপ
ബന്ധിത സെറ്റ്,বাউণ্ড ছেট
മൾട്ടിവാല്യൂഡ് ഫംഗ്ഷൻ,বহুমূলীয়া ফলন
"ഭൂപടം, ഭൂപടം, ഭൂപടം","মানচিত্ৰ, মানচিত্ৰ, মানচিত্ৰ"
സെറ്റുകളിലേക്ക് മാപ്പിംഗ്,গোটত মেপিং কৰা
സെറ്റുകളുടെ മാപ്പിംഗ്,গোটসমূহৰ মেপিং
നാമമാത്ര സംഭാവ്യത,প্ৰান্তীয় সম্ভাৱনা
ഗണിത വിശകലനം,গাণিতিক বিশ্লেষণ
ഗണിത യുക്തി,গাণিতিক যুক্তি
ഗണിതശാസ്ത്ര കേന്ദ്രം,গাণিতিক কেন্দ্ৰ
ഗണിതശാസ്ത്ര സങ്കീർണ്ണത,গাণিতিক জটিলতা
ഗണിതശാസ്ത്ര സാമ്പത്തികശാസ്ത്രം,গাণিতিক অৰ্থনীতি
ഗണിതശാസ്ത്ര പ്രതീക്ഷ,গাণিতিক প্ৰত্যাশা
ഗണിത രൂപം,গাণিতিক ৰূপ
"ഗണിത ഫോർമാറ്റ്, ഗണിത ഫോർമാറ്റ്","গাণিতিক বিন্যাস, গাণিতিক বিন্যাস"
ഗണിത ഐഡന്റിറ്റികൾ,গাণিতিক পৰিচয়সমূহ
"ഗണിതശാസ്ത്ര യുക്തി, ഗണിതശാസ്ത്ര യുക്തി","গাণিতিক যুক্তি, গাণিতিক যুক্তি"
ഗണിത മാതൃക,গাণিতিক আৰ্হি
ഗണിതപരമായ ഉദ്ദേശം,গাণিতিক উদ্দেশ্য
മാട്രിക്സ് ഡയഗണലൈസേഷൻ,মেট্ৰিক্স তিৰ্যকীকৰণ
മാട്രിക്സ് വിപരീതം,মেট্ৰিক্স বিপৰীত
മാട്രിക്സ് വിപരീതം,মেট্ৰিক্স ওলোটা
മാട്രിക്സ് ആവർത്തന രീതി,মেট্ৰিক্স পুনৰাবৃত্তিমূলক পদ্ধতি
മാട്രിക്സ് രീതി,মেট্ৰিক্স পদ্ধতি
മാട്രിക്സ് ഗുണനം,মেট্ৰিক্স গুণন
സ്ഥിരാങ്കങ്ങളുടെ മാട്രിക്സ്,ধ্ৰুৱকসমূহৰ মেট্ৰিক্স
പ്രബലമായ മാട്രിക്സ്,প্ৰধান মেট্ৰিক্স
മാട്രിക്സ് ഓപ്പറേറ്റർ,মেট্ৰিক্স অপাৰেটৰ
മാട്രിക്സ് ബഹുപദം,মেট্ৰিক্স বহুপদ
മാട്രിക്സ് പ്രിന്റിംഗ്,মেট্ৰিক্স প্ৰিন্টিং
മാട്രിക്സ് ഉൽപ്പന്നം,মেট্ৰিক্স উৎপাদন
പരമാവധി,সৰ্বাধিক কৰা হৈছে
"പരമാവധി, പരമാവധി, ഉയർന്നത്","সৰ্বোচ্চ, সৰ্বোচ্চ, সৰ্বোচ্চ"
പരമാവധി കേവല മൂല്യം,সৰ্বোচ্চ নিৰপেক্ষ মান
പരമാവധി എഫ്-അനുപാതം,সৰ্বোচ্চ F-অনুপাত
പരമാവധി സാധ്യത,সৰ্বোচ্চ সম্ভাৱনা
മഹൽപിഷ്ഠ,মহলপিষ্ঠা
മഹത്തായ നിഗമനം,মহান সিদ্ধান্ত
പ്രവർത്തനത്തിന്റെ പരമാവധി,ফাংচনৰ সৰ্বোচ্চ
മാക്സ്വെൽ-ബോൾട്ട്സ്മാൻ സ്ഥിതിവിവരക്കണക്കുകൾ,মেক্সৱেল-বল্টছমেন পৰিসংখ্যা
അർത്ഥം വ്യതിയാനം,গড় বিচ্যুতি
ഡീവിയേഷൻ സ്ക്വയർ ശരാശരി,বিচ্যুতি বৰ্গ গড়
ചതുരം അർത്ഥം പിശക്,বৰ্গ গড় ভুল
"അർത്ഥം, ശരാശരി മൂല്യം","গড়, গড় মূল্য"
അർത്ഥം സിദ്ധാന്തം,গড় উপপাদ্য
ബബ്ലി അളവ്,বুদবুদযুক্ত জোখ
"ഇടത്തരം, ഇടത്തരം, ഇടത്തരം, ഇടത്തരം","মধ্যম, মধ্যম, মধ্যম, মধ্যম"
മീഡിയൻ സെന്റർ,মধ্যম কেন্দ্ৰ
മീഡിയൻ കർവ്,মধ্যম বক্ৰ
മെസോതെലിയോമ,মেছ&#39;থেলিঅ&#39;মা
സന്ദേശം,বাৰ্তা
"ആചാരം, രീതി","কাষ্টম, পদ্ধতি"
ഇല്ലാതാക്കൽ രീതി,ডিলিচন পদ্ধতি
വിപരീത രീതി,ওলোটা পদ্ধতি
ആവർത്തന രീതി,পুনৰাবৃত্তি পদ্ধতি
ഏറ്റവും കുറഞ്ഞ ചതുരം,নূন্যতম বৰ্গক্ষেত্ৰ
ടോർക്ക് രീതി,টৰ্ক পদ্ধতি
സമാനമായ ത്രികോണ രീതി,একেধৰণৰ ত্ৰিভুজ পদ্ধতি
ചരിവ് ഇറക്കം രീതി,ঢাল অৱনমিত পদ্ধতি
സമാഹാര രീതി,সংকলন পদ্ধতি
നിർണ്ണയിക്കാത്ത ഗുണക രീതി,অনিৰ্দিষ্ট সহগ পদ্ধতি
ദൂരം ജനസംഖ്യ,দূৰত্বৰ জনসংখ্যা
മെട്രിക് സിസ്റ്റം,মেট্ৰিক ব্যৱস্থা
മെട്രിക് യൂണിറ്റ്,মেট্ৰিক একক
സൂക്ഷ്മ സിദ്ധാന്തം,মাইক্ৰ’ তত্ত্ব
മധ്യഭാഗം,মাজ
ഇടത്തരം,মধ্যমীয়া
കേന്ദ്ര പോയിന്റ്,কেন্দ্ৰীয় বিন্দু
മിഡ്‌പോയിന്റ് ഫോർമുല,মধ্যবিন্দুৰ সূত্ৰ
കുറഞ്ഞ ബഹുപദം,নূন্যতম বহুপদ
മിനിമ സിദ്ധാന്തം,ন্যূনতম তত্ত্ব
"ഏറ്റവും കുറഞ്ഞ, ഏറ്റവും താഴ്ന്ന, ഏറ്റവും താഴ്ന്ന","নূন্যতম, সৰ্বনিম্ন, সৰ্বনিম্ন"
താഴ്ന്ന പോയിന്റ്,নিম্ন বিন্দু
ഏറ്റവും കുറഞ്ഞത് ബഹുപദം,নূন্যতম বহুপদ
പ്രവർത്തനത്തിന്റെ ഏറ്റവും കുറഞ്ഞത്,কাৰ্য্যৰ নূন্যতম
ചെറിയ ആർക്ക്,চুটি চাপ
ചെറിയ കത്ത്,চুটি চিঠি
പരിമിതമായ ഉപവിഭാഗം,সীমাবদ্ধ উপগোট
"മൈനസ്, കടം","বিয়োগ, ঋণ"
മൈനസ് ചിഹ്നം,বিয়োগ চিহ্ন
