Assamese,English
সাধাৰণ শ্ৰেণীৰ নাম,generic name
gigo,gigo
"১.ইউনিভাৰ্চেল, ২.গ্লোবেল",global
ইউনিভাৰ্চেল কোড,global code
ইউনিভাৰ্চেল লক,global lock
"1. ইউনিভাৰ্চেল নেটৱৰ্ক, 2. ইউনিভাৰ্চেল নেটৱৰ্ক",global network
ইউনিভাৰ্চেল নেটৱৰ্ক,global network
"1. বিশ্ব ব্যৱহাৰকাৰী, 2. ৰাজহুৱা ব্যৱহাৰকাৰী, 3. সাৰ্বজনীন ব্যৱহাৰকাৰী",global user
গোলকীয় চলকসমূহ,global variable
"১.গোলকীকৰণ, ২.গোলকীকৰণ",globalisation
Gopher (এটা নেটৱাৰ্কত এটা প্ৰটোকল),gopher
gopher ৰিচেপ্টৰ,gopher client
"1. gopher চাৰ্ভাৰ, 2. gopher চাৰ্ভাৰ",gopher server
gopher চাইট,gopher site
gopher স্থান,gopher space
আকৰ্ষণীয় অৱক্ষয়,graceful degradation
ব্যাকৰণ পৰিৱৰ্তক,grammar checker
ব্যাকৰণ hottie বহিৰ্মুখীতা,grammar graceful exit
"1.মুঠ মুঠ, 2.মহান মুঠ, 3.মুঠ মুঠ",grand total
"১.গ্ৰাফ, ২.গ্ৰাফ",graph
"১.গ্ৰাফ সংকেত, ২.গ্ৰাফ সংকেত",graph plotting
"১.গ্ৰাফিক আখৰ, ২.গ্ৰাফিক আখৰ",graphic character
"১.গ্ৰাফিক নিয়ন্ত্ৰক, ২.গ্ৰাফিক নিয়ন্ত্ৰক",graphic controller
"1. চিত্ৰাঙ্কিত তথ্যৰ গঠন, 2. চিত্ৰাংকিত তথ্যৰ গঠন",graphic data structure
"1. গ্ৰাফিক প্ৰদৰ্শন প্ৰগ্ৰেম, 2. গ্ৰাফিক প্ৰদৰ্শন প্ৰগ্ৰেম",graphic display program
"1.গ্ৰাফিক প্ৰদৰ্শন ৰিজ&#39;লিউচন, 2.গ্ৰাফিক প্ৰদৰ্শন",graphic display resolution
"১.গ্ৰাফিক ভাষা, ২.গ্ৰাফিক ভাষা",graphic language
"১.গ্ৰাফিক ভাষা, ২.গ্ৰাফিক ভাষা",graphic language
"১.গ্ৰাফিক প্লেট, ২.গ্ৰাফিক প্লেট",graphic panel
"1.গ্ৰাফিক এনিমেচন, 2.গ্ৰাফিক এনিমেচন",graphical animation
গ্ৰাফিক স্থানান্তৰ বিন্যাস (GIF),graphical interface format (GIF)
"1.গ্ৰাফিক ব্যৱহাৰকাৰী আন্তঃপৃষ্ঠ (GUI), 2.গ্ৰাফিক ব্যৱহাৰকাৰী আন্তঃপৃষ্ঠ",graphical user interface (GUI)
"১.গ্ৰাফিক্স, ২.গ্ৰাফিক্স",graphics
"১.গ্ৰাফিক্স প্ৰয়োগ, ২.গ্ৰাফিক প্ৰয়োগ",graphics application
"1.গ্ৰাফিক্স কাৰ্চাৰ, 2.গ্ৰাফিক কাৰ্চাৰ",graphics cursor
"1.গ্ৰাফিক্স মোড, 2.গ্ৰাফিক মোড",graphics mode
"1.গ্ৰাফিক্স পেকেজ, 2.গ্ৰাফিক্স পেকেজ",graphics package
"1.গ্ৰাফিক্স চফ্টৱেৰ, 2.গ্ৰাফিক্স চফ্টৱেৰ",graphics software
"1.গ্ৰাফিক্স চফ্টৱেৰ, 2.গ্ৰাফিক্স চফ্টৱেৰ",graphics software
"1.গ্ৰাফিক্স চফ্টৱেৰ পেকেজ, 2.গ্ৰাফিক চফ্টৱেৰ পেকেজ",graphics software package
ধূসৰ স্কেল,gray scale
"১/ লোভী পদ্ধতি, ২/ লোভী পদ্ধতি",greedy method
আঙুৰ,grep
গ্ৰিড,grid
গ্ৰীড চাৰ্ট,grid chart
গ্ৰীড গণনা,grid computing
গ্ৰীড মডুলেচন,grid modulation
মাটিৰ তৰংগ,ground wave
গোট,group
গোটৰ ঠিকনা,group address
গ্ৰুপ ক&#39;ড,group code
গোটৰ যোগাযোগ,group communication
গোটৰ যোগাযোগ,group communication
"১.গোট পৰিচয়, ২.গোট পৰিচয়",group identification
গোটৰ নাম,group name
গ্ৰুপৱেৰ,groupware
বৃদ্ধি,growth
"১.ৰক্ষক, ২.ৰক্ষক",guard
নিৰ্দেশিত মাধ্যম,guided media
গুনজিপ,gunzip
ডিকোড কৰক,hack
ডিকোডাৰ,hacker
ডিকোডাৰ অভিধান,hacker's dictionary
হাফ এডাৰ,half adder
আধা দলং,half bridge
হাফ ডুপ্লেক্স,half duplex
হাফ ডুপ্লেক্স লাইন,half duplex line
হাফ ডুপ্লেক্স মোড,half duplex mode
আধা তীব্ৰতা,half intensity
ছেমি ৰাউটাৰ,half router
অৰ্ধ-বিভাগীয়,half subtracter
হাফ ইমেজ,half toning
আধা শব্দ,half word
হেমিল্টনিয়ান চক্ৰ,hamiltonious cycle
হামিং কোড,hamming code
হাত,hand
ছপা কপি,hand copy
হেণ্ডলিং,handle
হেণ্ডলিং,handling
নিলম্বন,hang
সুখদায়ক ফান্দ,happy net
হাৰ্ড কপি ডিভাইচ,hard copy device
"1.হাৰ্ড ডিস্ক, 2.অনমনীয় ডিস্ক",hard disk
অনমনীয় ডিস্কৰ পতন,hard disk crash
কঠিন ভুল,hard error
হাৰ্ডৱেৰ প্ৰবাহ নিয়ন্ত্ৰণ,hardware flow control
"১.হাৰমনিক, ২.হাৰমনিক",harmonic
"1.হাৰমনিক গড়, 2. হাৰমনিক গড়",harmonic mean
হেকিং,hash
হেকিং ডায়াগ্ৰাম,hash diagram
চিমিং টেবুল,hash table
হেকিং কৌশল,hashing technique
"1.হেডাৰ, 2.প্ৰৱেশ",header
"1.ষ্টেক , 2.ষ্টেক",heap
গণ সজাই পৰাই তোলা,heap sort
সাহায্য,help
সহায় পৰ্দা,help screen
"1.সহায় নেটৱাৰ্ক, 2.সহায় নেটৱাৰ্ক",helpnet
হাৰ্টজ (কম্পাঙ্ক/কম্পাঙ্কৰ একক),hertz
স্বতস্ফূৰ্ত,heuristic
অভিজ্ঞতাভিত্তিক পদ্ধতি,heuristic method
ষড়দশমিক সংখ্যা,hexadecimal numbers
পৰোক্ষ ৰেখা,hidden line
স্তৰভিত্তিক তথ্য সংৰক্ষণ,hierarchical data base
স্তৰভিত্তিক ফাইল ব্যৱসায়,hierarchical file system
স্তৰভিত্তিক ৰূপৰেখা,hierarchical topography
উচ্চ পৰ্যায়ৰ ভাষা,high level language
উচ্চ স্মৃতিশক্তি এলেকা,high memory area
উচ্চ পৰিৱেশন,high performance
"১.অধিগ্ৰহণ, ২.হিট, ৩.চান্স",hit
হিট হাৰ,hit rate
হিট ৰেচিঅ&#39;,hit ratio
"১. ফুটা, ব্যৱধান ২. ফুটা",hole
হোম ডাইৰেকটৰী,home directory
হোম পেজ,home page
সমজাতীয় স্থানাংক,homogeneous coordinate
জঁপিওৱা,hop
হপ কাউন্ট (নেট ৱৰ্কৰ ক্ষেত্ৰত),hop count
শিঙ,horn
ফিডাৰ কম্পিউটাৰ,host computer
ফিডাৰ কম্পিউটাৰ,host computer
ফিডাৰ ভাষা,host language
"1.এক্টিভ কী, 2.হট কী",hot key
হাইপাৰ টেক্সট মাৰ্কড লেংগুৱেজ (HTML),hyper text markup language (HTML)
অনুমান,hypothesis
i pod,I pod
ইনপুট/আউটপুট বাফাৰ,I/O buffer
"1.ইনপুট/আউটপুট গেটৱে, 2.I/O গেটৱে",I/O port
ইনপুট/আউটপুট ইউনিট,I/O unit
বক্তা,identifier
"1. পৰিচয়, 2. পৰিচয়, 3. ব্যক্তিত্ব, 4. পৰিচয়",identity
প্ৰতিফলন,image
প্ৰতিফলন সেন্সৰ,image sensor
ইমপেক্ট প্ৰিন্টাৰ,impact printer
ইম্পিডেন্স,impedence
নিৰ্দেশনামূলক প্ৰগ্ৰেম ভাষা,imperative programme language
কমাণ্ড ষ্টেটমেন্ট,imperative statement
অস্পষ্ট ঠিকনা,implicit address
অসম্ভৱ পৰিঘটনা,impossible event
নিষ্ক্ৰিয় ন&#39;ড,inactive node
অসামঞ্জস্যতা,inconsistency
বৃদ্ধি,increment
পইণ্টাৰ,index
সূচক তথ্য বস্তু,index data item
সূচী নথিপত্ৰ,index file
সূচী পঞ্জীয়ন,index register
পইণ্টাৰ ক্ৰমিক,index sequential
সূচীভুক্ত ঠিকনা,indexed addressing
সূচীভুক্ত ভাষা,indexed language
সূচীভুক্ত ক্ৰম নথিপত্ৰ,indexed sequence file
সূচীভুক্ত ক্ৰমিক অভিগম পদ্ধতি (ISAM),indexed sequential sccess method (ISAM)
পৰোক্ষ সম্বোধন,indirect addressing
information বিজ্ঞান,Informatics
জাননী,Information
তথ্য বিট,information bit
তথ্য ব্যৱস্থাপনা,information management
তথ্য ব্যৱস্থাপনা ব্যৱস্থা (IMS),information management system (IMS)
তথ্য উদ্ধাৰ কৰা,information retrieval
তথ্য ব্যৱস্থা,information system
তথ্য প্ৰযুক্তি (আই টি),information technology (IT)
আন্তঃগাঁথনি ব্যৱস্থাপনা,infrastructure management
উত্তৰাধিকাৰ,Inheritance
অন্তৰ্নিহিত ভুল,inherited error
প্ৰাথমিক,Initial
আৰম্ভণি ঠিকনা,initial address
প্ৰাৰম্ভিক পৰ্যায়,initial state
আৰম্ভণি,Initialization
ইংক জেট প্ৰিন্টাৰ,ink jet printer
অসংখ্য,Innumerable
শেষ ন&#39;ড টেবুল,i-node table
অকাৰ্য্যকৰী সময়,inoperable time
বিনিয়োগ বাফাৰ ৰেজিষ্টাৰ,input buffer register
ইনপুট আউটপুট প্ৰচেছৰ (I/O প্ৰচেছৰ),input output processor (I/O processor)
বিনিয়োগ ইছ্যু পঞ্জীয়ন (I/O পঞ্জীয়ন),input output register (I/O register)
বিনিয়োগৰ উৎপাদন বিবৃতি (I/O বিবৃতি),input output statement (I/O statement)
বিনিয়োগ / ইছ্যু (I/O),input/output (I/O)
ইনপুট/আউটপুট বাফাৰ (I/O বাফাৰ),input/output buffer (I/O buffer)
ইনপুট/আউটপুট ডিভাইচ (I/O ডিভাইচ),input/output device (I/O device)
বিনিয়োগ,Insert
ইন্টাৰপলেচন সজাই পৰাই তোলা,insertion sort
সংস্থাপনৰ সময়,installation time
চিত্ৰণ,Instance
নিৰ্দেশনা,Instruction
নিৰ্দেশনা কাউণ্টাৰ,instruction counter
নিৰ্দেশনা চক্ৰ,instruction cycle
নিৰ্দেশনা ছেট,instruction set
পূৰ্ণসংখ্যা প্ৰগ্ৰেমিং,integer programming
পূৰ্ণসংখ্যা চলক,integer variable
সংহত মডেম,integrated modem
সংহত সেৱাসমূহ ডিজিটেল নেটৱৰ্ক (ISDN),integrated services digital network (ISDN)
একতা,Integrity
acumen নিয়ন্ত্ৰক,intelligent controller
চোকা টাৰ্মিনেল,intelligent terminal
শেষ ব্লক,inter block
আন্তঃ খণ্ডৰ ব্যৱধান,inter block gap
যোগাযোগ ব্যৱস্থা,inter communication system
ভাৱ-বিনিময়,Interaction
পাৰস্পৰিক ক্ৰিয়াৰ গ্ৰাফ,interactive graphics
"1.মিউচুৱেল কিবৰ্ড প্ৰিন্টাৰ,2.মিউচুৱেল কিবৰ্ড প্ৰিন্টাৰ",interactive keyboard printer
পাৰস্পৰিক যোগাযোগ সেৱা,intercom service
"1.আন্তঃপৃষ্ঠ, 2.আন্তঃপৃষ্ঠ",Interface
"১/ ব্যাখ্যা, ২. ব্যাখ্যা",Interleaving
মধ্যৱৰ্তী বাফাৰ,intermediate buffer
অভ্যন্তৰীণ অংশ,internal block
আভ্যন্তৰীণ যোগাযোগ,internal communication
আভ্যন্তৰীণ খণ্ডন,internal fragmentation
আভ্যন্তৰীণ স্মৃতিশক্তি,internal memory
অভ্যন্তৰীণ সজাই পৰাই তোলা,internal sort
অভ্যন্তৰীণ ঘড়ী,internal timer
আন্তৰ্জাতিক প্ৰামাণিককৰণ সংস্থা (ISO),international organization for standardization (ISO)
আন্তঃৰাষ্ট্ৰীয় কাৰিকৰী সহায়ক প্ৰতিষ্ঠান,international technical support organization
ইণ্টাৰনেট,Internet
ইণ্টাৰনেট ইঞ্জিনিয়াৰিং ৱৰ্কিং গ্ৰুপ (IETF),internet engineering task force (IETF)
ইন্টাৰনেট এক্সপ্ল&#39;ৰাৰ,internet explorer
ইণ্টাৰনেট অন্বেষণ,internet hunt
ইণ্টাৰনেটৰ মাহেকীয়া প্ৰতিবেদন,internet monthly report
ইণ্টাৰনেট পেকেট বিনিময়,internet packet exchange
ইণ্টাৰনেট প্ৰট&#39;কল (IP),internet protocol (IP)
"1.ইণ্টাৰনেট মেনুৱেল, 2.ইণ্টাৰনেট প্ৰট&#39;কল",internet protocol remove (IP)
ইণ্টাৰনেট সম্প্ৰচাৰ সংলাপ (IRC),internet relay chat (IRC)
ইণ্টাৰনেট সেৱা প্ৰদানকাৰী,internet service provider
ইণ্টাৰনেট সেৱাৰ তালিকা,internet services list
ইণ্টাৰনেট সমাজ,internet society
"1. ইণ্টাৰনেট ডিভাইচ, 2. ডিভাইচ",internet tools
ইণ্টাৰনেট পৰিচালনা,internet working
ইণ্টাৰনেট পৰিচালনা,internet working
আন্তঃপ্ৰক্ষেপণ,Interpolation
ব্যাখ্যা,Interpret
"1. দোভাষী, 2. বৈষম্যকাৰী, 3. স্মৃতিশক্তিৰ স্থানান্তৰকাৰী",Interpreter
আন্তঃপ্ৰক্ৰিয়া যোগাযোগ,interprocess communication
অন্তৰায়ক,Interrupt
বাধা নিয়ন্ত্ৰক,interrupt handler
interrupt কভাৰ,interrupt mask
বাধা সংকেত,interrupt signal
interrupt ভেক্টৰ,interrupt vector
মাজতে বাধা দিয়া,Interruption
ছেক্সন,Intersect
"১.ইণ্টাৰনেট, ২.ইণ্টাৰনেট",Intranet
অপৰিৱৰ্তনীয়,Invariant
তথ্যৰ মূল ফাইল,inventory master file
ইনভাৰ্ছ মাল্টিপ্লেক্সাৰ,inverse multiplexer
বিপৰীত স্কেনিং,inverse scanning
ওলোটা ফাইল,inverted file
ওলোটা তালিকা নথিপত্ৰ,inverted list file
বিপৰীত পৃষ্ঠা টেবুল,inverted page table
"১.বিনিময়কাৰী, ২.প্ৰতীক",Inverter
ইণ্টাৰনেট পৰিচালনা,internet working
আন্তঃপ্ৰক্ষেপণ,Interpolation
ব্যাখ্যা,Interpret
"১. দোভাষী, ২. বৈষম্যকাৰী, ৩. স্মৃতিশক্তিৰ স্থানান্তৰকাৰী",Interpreter
আন্তঃপ্ৰক্ৰিয়া যোগাযোগ,interprocess communication
অন্তৰায়ক,Interrupt
বাধা নিয়ন্ত্ৰক,interrupt handler
interrupt কভাৰ,interrupt mask
বাধা সংকেত,interrupt signal
interrupt ভেক্টৰ,interrupt vector
মাজতে বাধা দিয়া,Interruption
ছেক্সন,Intersect
"১.ইণ্টাৰনেট, ২.ইণ্টাৰনেট",Intranet
অপৰিৱৰ্তনীয়,Invariant
তথ্যৰ মূল ফাইল,inventory master file
ইনভাৰ্ছ মাল্টিপ্লেক্সাৰ,inverse multiplexer
বিপৰীত স্কেনিং,inverse scanning
ওলোটা ফাইল,inverted file
ওলোটা তালিকা নথিপত্ৰ,inverted list file
বিপৰীত পৃষ্ঠা টেবুল,inverted page table
"১.বিনিময়কাৰী, ২.প্ৰতীক",Inverter
কাৰ্য্য ব্যৱস্থাপনা,job management
কাৰ্য্যমুখী ভাষা,job oriented language
কাৰ্য্যৰ অগ্ৰাধিকাৰ,job priority
চাকৰিৰ সময়সূচী,job scheduling
কাৰ্য্য ক্ৰমবিন্যাস,job sequencing
কৰ্মসূচী,job table
সন্নিৱিষ্ট কৰা,join (JOIN)
যৌথ ফটোগ্ৰাফী গোট (JPG),joint photographic group (jpg)
আলোচনী,Journal
জয় লাঠি,joy stick
"১.মূল্যায়ন কৰা, ২.সিদ্ধান্ত লোৱা",Judgement
জাপ মৰা,Jump
জাম্প নিৰ্দেশনা,jump instruction
জাম্পাৰ,Jumper
"১/ সংগম, ২. সন্ধি, ৩. যৌথ",Junction
আৱৰ্জনা,Junk
ন্যায্যতা প্ৰদান কৰা,Justification
কিলো বাইট,k bytes
কাৰ্নফ মানচিত্ৰ,karnaugh map
karnoff ছবি,karnaugh map
KB (কিলোগ্ৰাম বাইট),KB (Kilo Byte)
"১.অষ্টি, ২.কেৰ্ণেল, ৩.কৰ্ণেল",Kernel
আঠটা মোড,kernel mode
অভ্যস্ততা,Kerning
চাবি,Key
কিবৰ্ড,key board
"1.কী বাউন্স, 2.কী প্ৰত্যাখ্যান",key bounce
কি ক্লিক কৰক,key click
কি সংকোচন,key compression
"1.কী ডিস্ক, 2.কী ডিস্ক",key disk
কী এনকোডিং,key encryption
মূল অঞ্চল,key field
"1.key ফাইল, 2.key ফাইল",key file
মূল গঠন,key frame
কী ব্যৱস্থাপনা,key management
কী পেড,key pad
কী পেড,key pad
মূল বাক্যাংশ,key phrase
কী পালছ,key pulse
কী পাঞ্চাৰ,key punch
key সজাই পৰাই তোলা,key sorting
"1.কী ষ্ট্ৰ&#39;ক, 2.কী ষ্ট্ৰ&#39;ক, 3.কী চাপ",key stroke
ঠিকনা স্থানান্তৰ কি&#39;,key to address transformation
"1. ডিস্ক কি&#39;, 2. ডিস্ক কি&#39;",key to disk
ফ্লপি কি&#39;,key to floppy
টেপ কি&#39;,key to tape
মূল শব্দ,key word
"১.কিক, ২.থাম্প",Kick
কুটি,Kill
কিলো বিট,Kilobit
গাঁঠি,Knots
জ্ঞান ভিত্তিক তথ্য সেৱা,knowledge based information services
জ্ঞান অভিযান,knowledge discovery
জ্ঞান অনুসন্ধান ডাটাবেছ,knowledge discovery database (KDD)
জ্ঞান অভিযান্ত্ৰিকী,knowledge engineering
জ্ঞান ব্যৱস্থাপনা,knowledge management
জ্ঞান কৰ্মী,knowledge worker
lan এডাপ্টাৰ,Lan adapter
"1.LAN চাৰ্ভাৰ, 2.LAN চাৰ্ভাৰ",Lan server
LAN কৰ্মস্থলী,LAN workplace
অনুভূমিক ছবি,Landscape
"1.অনুভূমিক ছবি, 2.লেণ্ডস্কেপ",Landscape
ভাষা,Language
ভাষা প্ৰশিক্ষক,language interpreter
ভাষা প্ৰচেছৰ,language processor
"1.ভাষা Transferr, 2.ভাষা অনুবাদক",language translator
লেপটপ,Laptop
ব্যাপক সংহতি (LSI),large scale integration (lsi)
গণ সংহতি (LSI),large scale integration (LSI)
লেজাৰ,Laser
লেজাৰ প্ৰিন্টাৰ,laser printer
শেষৰ ইনপুট প্ৰথম সংখ্যা (LIFO),last in first out (LIFO)
কোট,Layer
"ব্লুপ্ৰিণ্ট, বিন্যাস",Layout
"১.পাত, ২.পাত, ৩. চিঠি",Leaf
পাতৰ ন&#39;ড,leaf node
পাতৰ দাগ,leaf site
লীজ,Lease
"1.লিজ চেনেল, 2.লিজ ব্যৱস্থা",leased channel
"১.লাইন,২.লিছ লাইন",leased line
নূন্যতম অৰ্থপূৰ্ণ বিট shell.sb),least significant bit (lsb)
কম উল্লেখযোগ্য নম্বৰ,least significant digit
"1. উত্তৰাধিকাৰী ব্যৱস্থা, 2. উত্তৰাধিকাৰী ব্যৱস্থা",legacy system
"১.লেমা, ২.উপাপাদ্য",Lemma
চিঠিৰ মানদণ্ড (LQ),letter quality (LQ)
শব্দাংশ,Lexeme
অভিধানবিজ্ঞান,Lexicography
"১.আৰ্কাইভ,২.লাইব্ৰেৰী",Library
"১.লাইব্ৰেৰী প্ৰগ্ৰেম, ২.আৰ্কাইভ প্ৰগ্ৰেমিং",library program
লাইব্ৰেৰী ডাইৰেকটৰী,library sub-routine
"১/ অনুজ্ঞাপত্ৰ চুক্তি, ২/ অনুজ্ঞাপত্ৰ চুক্তি",licence agrement
লাইট ইমিটিং ডাইঅ&#39;ড (LEDs),light emitter diode (LED)
লাইট বন্দুক,light gun
লাইট পেন,light pen
ৰৈখিক এডাপ্টাৰ,line adapter
শাৰী সম্পাদনা,line editing
"1.লাইন প্ৰিন্টাৰ, 2.লাইন প্ৰিন্টাৰ",line printer
"১.ৰৈখিক, ২.ৰৈখিক",Linear
প্ৰতি মিনিটত লাইন (LPM),lines per minute (LPM)
"1. লিংক, লিংক, 2. শৃংখল ,3. বান্ধোন",Link
শৃংখলাবদ্ধ তালিকা,linked list
লিনাক্স,LINUX
"1.লিকুইড স্ফটিক প্ৰদৰ্শন, 2.তৰল স্ফটিক প্ৰদৰ্শন (এলচিডি)",liquid crystal display (LCD)
তালিকা প্ৰক্ৰিয়াকৰণ,list processing
"১.চিঠি, ২.আক্ষৰিক",Literal
"1. সক্ৰিয়, 2. জীৱিত, 3. বৈদ্যুতিক, 4. গতিশীল",Live
জীৱন্ত গাঁঠি,live node
"1.লোড, 2.লোড",Load
"1.লোড মডিউল, 2.লোড মডুলেটৰ",load module
"১.স্থানীয়, ২.স্থানীয়",Local
স্থানীয় প্ৰৱেশ,local access
স্থানীয় এলেকা নেটৱাৰ্ক (LAN),local area network (Lan)
স্থানীয় স্পষ্টতা,local definition
"1. স্থানীয় নেটৱৰ্ক, 2. স্থানীয় কেন্দ্ৰ 3. স্থানীয় বিনিময়",local exchange
স্থানীয় স্মৃতিশক্তি,local memory
স্থানীয় ধৰণ,local mode
স্থানীয় চলক,local variable
"লুপ, লক",Lock
লুপ ফাইল,locked file
অধিবেশন আৰম্ভ,log in=log on
term end,log off-log out
লেখক,Logging
যুক্তি বিশ্লেষক,logic analyser
লজিক বোমা,logic bomb
লজিক কাৰ্ড,logic card
লজিক চাৰ্ট (ফ্ল&#39;চাৰ্ট),logic chart (flow chart)
লজিক বৰ্তনী,logic circuit
লজিক ডিজাইন,logic design
লজিক ডায়েগ্ৰাম,logic diagram
লজিকেল ফ্ল&#39;চাৰ্ট,logic flow chart
লজিক ফাংচন,logic function
লজিক গেট,logic gate
"1. লজিক প্ৰগ্ৰেমিং, 2. লজিক প্ৰগ্ৰেমিং",logic programming
লজিক বিচ্যুতি,logic shift
লজিক অৱস্থা,logic state
লজিক চুইচ,logic switch
লজিক ইউনিট,logic unit
যুক্তিসংগত,Logical
যুক্তিসংগত সংযোগ,logical connection
লজিকেল ডাটা গঠন,logical data structure
লজিকেল ডায়েগ্ৰাম,logical diagram
লজিকেল এক্সপ্ৰেচন,logical expression
লজিকেল ফ্ল&#39;চাৰ্ট,logical flow chart (flow chart)
লজিকেল IF (লজিকেল যদি),logical IF
যুক্তিসংগত কাৰ্য্য,logical operation
যুক্তিসংগত অপাৰেটৰ,logical operator
যুক্তিসংগত সংযোগ,logical relation
যুক্তিসংগত পৰিকল্পনা,logical scheme
"1. যুক্তিবাদী চৰিত্ৰ, 2. যুক্তিসংগত চৰিত্ৰ",logical symbol
যুক্তিসংগত আৰ্হি,logical type
লজিকেল মান,logical value
লজিকেল ভেৰিয়েবল,logical variable
অভাৰভিউ লাভ কৰা হৈছে,look ahead carry
পূৰ্বদৰ্শন ছেট,look ahead set
পৰ্যবেক্ষণ,Look-up
"১.লুপ, ২.লুপ",Loop
লুপ নিয়ন্ত্ৰণ,loop control
লুপ আৰম্ভণি,loop initialization
লুপৰ তাৰতম্য,loop modification
"1.লুপ নেটৱৰ্ক, 2.লুপ নেটৱৰ্ক",loop network
লুপ আৰম্ভণি,loop start
লুপ-এণ্ডিং,loop termination
কাউণ্টাৰ-লুপ পৰীক্ষা,loop-back test
শিথিলভাৱে সংযুক্ত,loosely coupled
ক্ষতিহীন সংকোচন,lossless compression
হাছে কম্প্ৰেছন,lossy compression
কম বাইট,low byte
নিম্নস্তৰৰ ভাষা,low level language
লো পাছ ফিল্টাৰ,low pass filter
"1.নিম্ন কণ্ডিচনেড, 2. তলত বান্ধি থোৱা আছে",lower bound
"1.MAC প্ৰটোকল, 2.MAC নৈতিকতা (মধ্যমীয়া প্ৰৱেশ নিয়ন্ত্ৰণ)",mac protocol (medium access control)
"১.যন্ত্ৰ, ২.যন্ত্ৰ",Machine
মেচিনৰ ঠিকনা,machine address
"১.মেচিন ক’ড, ২.মেচিন ক’ড",machine code
মেচিনৰ চকা,machine cycle
যান্ত্ৰিক ভাষা,machine dependent language
যান্ত্ৰিক চফ্টৱেৰ,machine dependent software
ডিভাইচৰ ভুল,machine error
মেচিনৰ অচল সময়,machine idle time
মেচিন ভাষা,machine independent language
হাতপুথি,machine instruction
মেচিন চেন্স,machine intelligence
"১.মেচিন লেংগুৱেজ, ২.মেচিন লেংগুৱেজ",machine language
মেচিন লাৰ্নিং,machine learning
মেচিন অপাৰেচন,machine operation
মেচিন ভাষা,machine oriented language
মেচিনৰ পৰিৱেশন,machine run
মেচিন চিমুলেচন,machine simulation
মেচিন হাইজেকিং সময়,machine spoiled time
মেচিন অনুবাদ,machine translation
মেচিন শব্দ,machine word
মেক্ৰ&#39; নিৰ্দেশনা,macro (=macro instruction)
মেক্ৰ&#39; স্কেল,macro argument
গণ সমাবেশ কাৰ্যসূচী,macro assembly program
স্থূল কল,macro call
"১.মেক্ৰ’ ক’ড, ২.মেক্ৰ’ ক’ড",macro code
মেক্ৰ&#39; কমাণ্ড,macro command
মেক্ৰ&#39; ঘোষণা,macro declaration
মেক্ৰ&#39; সংজ্ঞা,macro definition
মেক্ৰ&#39; ফ্ল&#39; চাৰ্ট,macro flow chart
মেক্ৰ&#39; জেনেৰেটৰ,macro generator
মেক্ৰ&#39; নিৰ্দেশনা,macro instruction
স্থূল ভাষা,macro language
মেক্ৰ&#39; লাইব্ৰেৰী,macro library
মেক্ৰ&#39; প্ৰাচল,macro parameter
মেক্ৰ&#39; প্ৰচেছিং,macro processing
"1.মেক্ৰ&#39; প্ৰচেছৰ, 2. মেক্ৰ&#39;প্ৰচেছৰ",macro processor
মেক্ৰ&#39; প্ৰগ্ৰেমিং,macro programming
স্থূল প্ৰট&#39;টাইপ,macro prototype
"1.মেক্ৰ&#39; এনকোডিং, 2.মেক্ৰ&#39; ক&#39;ডিং",Macro-coding
মেগাবাইট (MB),magabyte (MB)
যাদুৰ চিহ্ন,magic character
যাদু সংখ্যা,magic number
চুম্বকীয় বুদবুদ স্মৃতিশক্তি,magnetic bubble memory
চুম্বকীয় কাৰ্ড,magnetic card
"১.চুম্বকীয় কোষ, ২.চুম্বকীয় কোষ",magnetic cell
চুম্বকীয় চিহ্ন,magnetic character
চুম্বকীয় কোৰ সংৰক্ষণ,magnetic core storage
"1.চুম্বকীয় ডিস্ক, 2. চুম্বকীয় ডিস্ক",magnetic disk
চুম্বকীয় ডিষ্কৰ ঠিকনা,magnetic disk address
চুম্বকীয় ডিস্ক মেমৰি,magnetic disk memory
চুম্বকীয় ড্ৰাম,magnetic drum
"1.চুম্বকীয় এনকোডিং, 2.চুম্বকীয় ক&#39;ডিং, 3.চুম্বকীয় ক&#39;ডিং",magnetic encoding
চুম্বকীয় শীৰ্ষ,magnetic head
চুম্বকীয় চিয়াঁহী,magnetic ink
চুম্বকীয় চিয়াঁহী আখৰ চিনাক্তকৰণ (MICR),magnetic ink character recognition (MICR)
চুম্বকীয় মাধ্যম,magnetic media
চুম্বকীয় পঢ়া,magnetic reading
চুম্বকীয় ৰেকৰ্ডিং,magnetic recording
চুম্বকীয় সংৰক্ষণ,magnetic storage
চুম্বকীয় ৰেখা,magnetic strip
চুম্বকীয় টেপ,magnetic tape
চুম্বকীয় টেপ কাৰ্টিজ,magnetic tape cartridge
চুম্বকীয় টেপ ড্ৰাইভ,magnetic tape drive
চুম্বকীয় টেপ পূৰ্বসূৰী,magnetic tape header
চুম্বকীয় টেপ লাইব্ৰেৰিয়ান,magnetic tape librarian
চুম্বকীয় টেপ প্ৰৱেশ,magnetic tape transport
চুম্বকীয় টেপ ইউনিট,magnetic tape unit
"1.চুম্বকীয় পাতল স্তৰ, 2.চুম্বকীয় পাতল ফিল্ম",magnetic thin film
চুম্বকীয় পথ,magnetic track
