Marathi,Malayalam
जादूचे प्रतीक,മാന്ത്രിക ചിഹ്നം
जादूची संख्या,മാന്ത്രിക സംഖ്യ
चुंबकीय बबल मेमरी,കാന്തിക ബബിൾ മെമ്മറി
चुंबकीय कार्ड,കാന്തിക കാർഡ്
"1.मॅग्नेटिक सेल, 2.चुंबकीय सेल","1.കാന്തിക കോശം, 2.കാന്തിക കോശം"
चुंबकीय चिन्ह,കാന്തിക ചിഹ്നം
चुंबकीय कोर स्टोरेज,കാന്തിക കോർ സംഭരണം
"1.चुंबकीय डिस्क, 2. चुंबकीय डिस्क","1.കാന്തിക ഡിസ്ക്, 2. കാന്തിക ഡിസ്ക്"
चुंबकीय डिस्क पत्ता,കാന്തിക ഡിസ്ക് വിലാസം
चुंबकीय डिस्क मेमरी,കാന്തിക ഡിസ്ക് മെമ്മറി
चुंबकीय ड्रम,കാന്തിക ഡ്രം
"1.मॅग्नेटिक एन्कोडिंग, 2.मॅग्नेटिक कोडिंग, 3.मॅग्नेटिक कोडिंग","1.കാന്തിക എൻകോഡിംഗ്, 2.കാന്തിക കോഡിംഗ്, 3.കാന്തിക കോഡിംഗ്"
चुंबकीय शीर्ष,കാന്തിക ടോപ്പ്
चुंबकीय शाई,കാന്തിക മഷി
मॅग्नेटिक इंक कॅरेक्टर रेकग्निशन (MICR),മാഗ്നറ്റിക് ഇങ്ക് ക്യാരക്ടർ റെക്കഗ്നിഷൻ (MICR)
चुंबकीय माध्यम,കാന്തിക മാധ്യമം
चुंबकीय वाचन,കാന്തിക വായന
चुंबकीय रेकॉर्डिंग,കാന്തിക റെക്കോർഡിംഗ്
चुंबकीय संचयन,കാന്തിക സംഭരണം
चुंबकीय पट्टी,കാന്തിക വര
चुंबकीय टेप,കാന്തിക ടേപ്പ്
चुंबकीय टेप काडतूस,കാന്തിക ടേപ്പ് കാട്രിഡ്ജ്
चुंबकीय टेप ड्राइव्ह,കാന്തിക ടേപ്പ് ഡ്രൈവ്
चुंबकीय टेप अग्रदूत,കാന്തിക ടേപ്പ് മുൻഗാമി
चुंबकीय टेप ग्रंथपाल,മാഗ്നറ്റിക് ടേപ്പ് ലൈബ്രേറിയൻ
चुंबकीय टेप प्रवेश,കാന്തിക ടേപ്പ് ആക്സസ്
चुंबकीय टेप युनिट,കാന്തിക ടേപ്പ് യൂണിറ്റ്
"1.चुंबकीय पातळ थर, 2.चुंबकीय पातळ फिल्म","1.കാന്തിക നേർത്ത പാളി, 2. കാന്തിക നേർത്ത ഫിലിം"
चुंबकीय मार्ग,കാന്തിക പാത
चुंबकीय ऑप्टिकल स्टोरेज,കാന്തിക ഒപ്റ്റിക്കൽ സംഭരണം
"1.चुंबक प्रिंटर, 2.मॅग्नेट प्रिंटर","1.മാഗ്നറ്റ് പ്രിന്റർ, 2.മാഗ്നറ്റ് പ്രിന്റർ"
चुंबकीय विकृती,കാന്തിക വികലത
चुंबकीय विकृत टॅबलेट,കാന്തിക വൈകല്യമുള്ള ടാബ്‌ലെറ്റ്
"1. मेल बॉक्स, 2. मेल बॉक्स","1. മെയിൽ ബോക്സ്, 2. മെയിൽ ബോക്സ്"
मेल विलीनीकरण,മെയിൽ ലയനം
"1. मुख्य नियंत्रण एकक, 2. मुख्य नियंत्रण एकक","1. ചീഫ് കൺട്രോൾ യൂണിറ്റ്, 2. ചീഫ് കൺട്രോൾ യൂണിറ്റ്"
मुख्य चौकट,പ്രധാന ഫ്രെയിം
"1.मुख्य फ्रेम प्रणाली, 2.मुख्य फ्रेम यंत्रणा","1.മെയിൻ ഫ്രെയിം സിസ്റ്റം, 2.മെയിൻ ഫ്രെയിം മെക്കാനിസം"
"1.मुख्य मेमरी, 2.मुख्य मेमरी","1.മെയിൻ മെമ്മറി, 2.മെയിൻ മെമ്മറി"
"1.मुख्य कार्यक्रम, 2.मुख्य कार्यक्रम","1. പ്രധാന പ്രോഗ്രാം, 2. പ്രധാന പ്രോഗ്രാം"
मुख्य स्टोरेज,പ്രധാന സംഭരണം
"1.मुख्य स्विच, 2.मुख्य स्विच","1.മെയിൻ സ്വിച്ച്, 2.മെയിൻ സ്വിച്ച്"
"1. देखभाल, 2. देखभाल","1.പരിപാലനം, 2.പരിപാലനം"
देखभाल पॅनेल,മെയിന്റനൻസ് പാനൽ
देखभाल वेळ,അറ്റകുറ്റപ്പണി സമയം
मोठे वर्तुळ,വലിയ വൃത്തം
की डिव्हाइस,പ്രധാന ഉപകരണം
मुख्य की,പ്രധാന കീ
प्रमुख मंच,പ്രധാന വേദി
मुख्य रचना,പ്രധാന ഘടന
मुख्य काम,പ്രധാന ജോലി
बहुसंख्य घटक,ഭൂരിപക്ഷ ഘടകം
बहुसंख्य गेट,ഭൂരിപക്ഷ ഗേറ്റ്
बहुसंख्य ऑपरेशन,ഭൂരിപക്ഷ പ്രവർത്തനം
परतफेड कालावधी,റീഇംബേഴ്സ്മെന്റ് കാലയളവ്
चुकीचे ऑपरेशन नित्यक्रम,തെറ്റായ പ്രവർത്തന രീതി
व्यवस्थापन विकास,മാനേജ്മെന്റ് വികസനം
व्यवस्थापन माहिती प्रणाली (MIS),മാനേജ്മെന്റ് ഇൻഫർമേഷൻ സിസ്റ്റം (എംഐഎസ്)
व्यवस्थापन विज्ञान,മാനേജ്മെന്റ് സയൻസ്
मँचेस्टर एन्कोडिंग,മാഞ്ചസ്റ്റർ എൻകോഡിംഗ്
गुणाकार,ഗുണനം
अंदाजे चल,കണക്കാക്കിയ വേരിയബിൾ
अनुमानित निर्देशांक,അനുമാന സൂചിക
मानवी मशीन सिम्युलेशन,മനുഷ്യ യന്ത്രം അനുകരണം
मॅन्युअल पत्ता स्विच,സ്വമേധയാലുള്ള വിലാസ സ്വിച്ച്
मॅन्युअल विश्लेषण,മാനുവൽ വിശകലനം
मॅन्युअल कॉल,മാനുവൽ കോൾ
मॅन्युअल एंट्री,മാനുവൽ എൻട്രി
"1.मॅन्युअल सेंटर, 2.मॅन्युअल सेंटर","1.മാനുവൽ സെന്റർ, 2.മാനുവൽ സെന്റർ"
"1. मॅन्युअल इनपुट, 2. मॅन्युअल इनपुट","1. മാനുവൽ ഇൻപുട്ട്, 2. മാനുവൽ ഇൻപുട്ട്"
मॅन्युअल ऑपरेशन,മാനുവൽ പ്രവർത്തനം
अनेक ते अनेक संबंध,പലതും പലതും തമ്മിലുള്ള ബന്ധം
मल्टी-डिकोडर,മൾട്ടി-ഡീകോഡർ
नकाशा पद्धत,മാപ്പ് രീതി
मॅपिंग,മാപ്പിംഗ്
समास,മാർജിൻ
किरकोळ त्रुटी,നാമമാത്ര പിശക്
किरकोळ चौकशी,നാമമാത്ര അന്വേഷണം
किरकोळ चाचणी,മാർജിനൽ ടെസ്റ്റ്
चिन्ह ओळख,ചിഹ്നം കണ്ടെത്തൽ
साइन वाचन,സൈൻ വായന
चिन्ह स्कॅनिंग,ചിഹ്ന സ്കാനിംഗ്
चिन्ह अर्थ,അടയാളബോധം
मार्कर,മാർക്കർ
चिन्हांकित करणे,അടയാളപ്പെടുത്തൽ
मार्कर लाट,മാർക്കർ തരംഗം
मार्कोव्ह साखळी,മാർക്കോവ് ചെയിൻ
मार्कोव्ह स्त्रोत,മാർക്കോവ് ഉറവിടം
मार्कअप भाषा,അടയാളപ്പെടുത്തൽ ഭാഷ
maser,മേസർ
maser,മേസർ
"1. मुखवटा, 2. बुरखा, 3. बुरखा","1. മുഖംമൂടി, 2. മൂടുപടം, 3. മൂടുപടം"
"1. कव्हर बिट, 2. कव्हर बिट, 3. मास्क दुहेरी अंक","1. കവർ ബിറ്റ്, 2. കവർ ബിറ്റ്, 3. മാസ്ക് ഇരട്ട അക്കങ്ങൾ"
मास्क प्रोग्राम करण्यायोग्य डिव्हाइस,മാസ്ക് പ്രോഗ്രാമബിൾ ഉപകരണം
कव्हर रजिस्टर,കവർ രജിസ്റ്റർ
"1. कव्हर रॉम, 2. कव्हर रॉम","1. കവർ റോം, 2. കവർ റോം"
कव्हर,മൂടുക
प्रचंड डेटा,വലിയ ഡാറ്റ
"1.मास मेमरी, 2.मास मेमरी","1. മാസ്സ് മെമ്മറി, 2. മാസ്സ് മെമ്മറി"
मोठ्या प्रमाणात समांतर,വൻതോതിൽ സമാന്തരമായി
सरदार,തലവൻ
मास्टर कार्ड,മാസ്റ്റർ കാർഡ്
"1.हेड घड्याळ, 2.नियंत्रित घड्याळ","1.ഹെഡ് വാച്ച്, 2.കൺട്രോൾ വാച്ച്"
मुख्य कन्सोल,പ്രധാന കൺസോൾ
प्राइम डेटा,പ്രധാന ഡാറ്റ
मुख्य आकृती,മാസ്റ്റർ ഡയഗ്രം
मास्टर फाइल,മാസ്റ്റർ ഫയൽ
प्रमुख गट,പ്രധാന ഗ്രൂപ്പ്
गुरुकिल्ली,മാസ്റ്റർ കീ
मुख्य लायब्ररी टेप्स,പ്രധാന ലൈബ്രറി ടേപ്പുകൾ
प्राइम प्रोसेसर,പ്രധാന പ്രോസസ്സർ
प्रमुख कार्यक्रम,മുൻനിര പരിപാടി
मुख्य केंद्र,പ്രധാന കേന്ദ്രം
"1.मास्टर टेप, 2.मास्टर टेप","1.മാസ്റ്റർ ടേപ്പ്, 2.മാസ്റ്റർ ടേപ്പ്"
"1.प्रिन्सिपल टर्मिनल, 2.मुख्य टर्मिनल","1.പ്രിൻസിപ്പൽ ടെർമിനൽ, 2.മെയിൻ ടെർമിനൽ"
मुख्य अधीनस्थ उपकरण,പ്രധാന സബോർഡിനേറ്റ് ഉപകരണം
मुख्य अधीनस्थ प्रणाली,പ്രധാന സബോർഡിനേറ്റ് സിസ്റ്റം
"1. जुळणी, 2. जुळणी, 3. भेट","1. പൊരുത്തം, 2. മത്സരം, 3. കണ്ടുമുട്ടുക"
जुळणे,പൊരുത്തം
गणितीय प्रोग्रामिंग,ഗണിതശാസ്ത്ര പ്രോഗ്രാമിംഗ്
गणितीय अनुकरण,ഗണിത അനുകരണം
"1.मॅट्रिक्स, 2.मॅट्रिक्स","1.മാട്രിക്സ്, 2.മാട്രിക്സ്"
"1.मॅट्रिक्स प्रिंटर, 2.मॅट्रिक्स प्रिंटर","1.മാട്രിക്സ് പ്രിന്റർ, 2.മാട്രിക്സ് പ്രിന്റർ"
मॅट्रिक्स स्विच,മാട്രിക്സ് സ്വിച്ച്
मॅट्रिक्स सारणी,മാട്രിക്സ് പട്ടിക
मॅक्सी संगणक,പരമാവധി കമ്പ്യൂട്ടർ
मॅक्सी संगणक,പരമാവധി കമ്പ്യൂട്ടർ
शिखर घटक,പീക്ക് ഘടകം
योगपॅड,യോഗപാഡ്
मॅक्सवेल डेमन,മാക്സ്വെൽ ഡാമൺ
"1.मीन, 2.मीन","1.അർത്ഥം, 2.അർത്ഥം"
म्हणजे पुनर्प्राप्ती वेळ,വീണ്ടെടുക്കൽ സമയം എന്നാണ് അർത്ഥമാക്കുന്നത്
अपयश म्हणजे वेळ,പരാജയം അർത്ഥമാക്കുന്നത് സമയം
अयशस्वी सरासरी वेळ (m t b f),പരാജയ ശരാശരി സമയം (m t b f)
म्हणजे अपयशाची वेळ,പരാജയത്തിന്റെ സമയം എന്നാണ് അർത്ഥമാക്കുന്നത്
दुरुस्ती सरासरी वेळ,റിപ്പയർ ശരാശരി സമയം
सुधारणा सरासरी वेळ (MTTR),തിരുത്തൽ ശരാശരി സമയം (MTTR)
मीडियम स्केल इंटिग्रेशन (MSI),മീഡിയം സ്കെയിൽ ഇന്റഗ്രേഷൻ (എംഎസ്ഐ)
मध्यम एकत्रीकरण (MSI),മീഡിയം ഇന്റഗ്രേഷൻ (MSI)
मीन टर्म स्टोरेज डिव्हाइस,ശരാശരി ടേം സ്റ്റോറേജ് ഉപകരണം
मेगा बिट प्रति सेकंद (Mbps),മെഗാ ബിറ്റ് പെർ സെക്കൻഡ് (Mbps)
घटक ऑब्जेक्ट,ഘടക വസ്തു
घटक रेकॉर्ड,ഘടകം റെക്കോർഡ്
"1.मेमरी, 2.मेमरी","1.ഓർമ്മ, 2.ഓർമ്മ"
"1.मेमरी अॅरे, 2.मेमरी अॅरे","1.മെമ്മറി അറേ, 2.മെമ്മറി അറേ"
"1. मेमरी फंड, 2. मेमरी बँक","1.മെമ്മറി ഫണ്ട്, 2.മെമ്മറി ബാങ്ക്"
"1.मेमरी बफर रजिस्टर, 2.मेमरी बफर रजिस्टर","1.മെമ്മറി ബഫർ രജിസ്റ്റർ, 2.മെമ്മറി ബഫർ രജിസ്റ്റർ"
"1.मेमरी बस, 2. मेमरी बस","1.മെമ്മറി ബസ്, 2. മെമ്മറി ബസ്"
मेमरी कार्ड,മെമ്മറി കാര്ഡ്
मेमरी सेल,മെമ്മറി സെൽ
स्मृती भ्रंश,ഓര്മ്മ നഷ്ടം
"1.मेमरी कोर, 2.मेमरी कोर","1.മെമ്മറി കോർ, 2.മെമ്മറി കോർ"
स्मृती चक्र,മെമ്മറി സൈക്കിൾ
"1.मेमरी डेटा रजिस्टर, 2.मेमरी डेटा रजिस्टर","1.മെമ്മറി ഡാറ്റ രജിസ്റ്റർ, 2.മെമ്മറി ഡാറ്റ രജിസ്റ്റർ"
"1.मेमरी डंप,2.मेमरी डंप","1.മെമ്മറി ഡംപ്, 2.മെമ്മറി ഡംപ്"
"1.मेमरी एक्सचेंज, 2.मेमरी एक्सचेंज","1.മെമ്മറി എക്സ്ചേഞ്ച്, 2.മെമ്മറി എക്സ്ചേഞ്ച്"
"1.मेमरी पदानुक्रम, 2.मेमरी पदानुक्रम","1.മെമ്മറി ശ്രേണി, 2.മെമ്മറി ശ്രേണി"
मेमरी सूचना,മെമ്മറി നിർദ്ദേശം
"1.मेमरी व्यवस्थापन, 2.मेमरी व्यवस्थापन","1.മെമ്മറി മാനേജ്മെന്റ്, 2.മെമ്മറി മാനേജ്മെന്റ്"
"1.मेमरी नकाशा, 2.मेमरी नकाशा","1.മെമ്മറി മാപ്പ്, 2.മെമ്മറി മാപ്പ്"
"1. मेमरी मॅप केलेले आउटपुट, 2. इनपुट, 3. मेमरी मॅप केलेले I/O","1. മെമ്മറി മാപ്പ് ചെയ്ത ഔട്ട്പുട്ട്, 2. ഇൻപുട്ട്, 3. മെമ്മറി മാപ്പ് ചെയ്ത I/O"
"1.मेमरी मॉडेल, 2.मेमरी मॉडेल, 3.मेमरी मॉडेल","1.മെമ്മറി മോഡൽ, 2.മെമ്മറി മോഡൽ, 3.മെമ്മറി മോഡൽ"
"1.मेमरी मॉड्यूल, 2.मेमरी मॉड्यूल","1.മെമ്മറി മൊഡ്യൂൾ, 2.മെമ്മറി മൊഡ്യൂൾ"
"1.मेमरी इंडेक्स रजिस्टर, 2.मेमरी इंडेक्स रजिस्टर","1.മെമ്മറി ഇൻഡക്സ് രജിസ്റ്റർ, 2.മെമ്മറി ഇൻഡക്സ് രജിസ്റ്റർ"
स्मृती शक्ती,ഓർമ്മ ശക്തി
मेमरी संरक्षण,മെമ്മറി സംരക്ഷണം
"1.मेमरी संदर्भ सूचना, 2.मेमरी संदर्भ सूचना","1.മെമ്മറി റഫറൻസ് നിർദ്ദേശം, 2.മെമ്മറി റഫറൻസ് നിർദ്ദേശം"
"1.मेमरी प्रोग्राम, 2.मेमरी प्रोग्राम","1.മെമ്മറി പ്രോഗ്രാം, 2.മെമ്മറി പ്രോഗ്രാം"
"1.मेमरी युनिट, 2.मेमरी युनिट","1.മെമ്മറി യൂണിറ്റ്, 2.മെമ്മറി യൂണിറ്റ്"
मेनू,മെനു
मेनू बार,മെനു ബാർ
मेनू चालवलेला,മെനു ഓടിച്ചു
मेनू निवड,മെനു തിരഞ്ഞെടുക്കൽ
मुख्य-चालित कार्यक्रम,പ്രധാനമായി നയിക്കുന്ന പ്രോഗ്രാം
"1.निहित, 2.विलीन","1. അന്തർലീനമായ, 2. ലയിപ്പിച്ച"
विलीनीकरण एक्सचेंज क्रमवारी,ലയന എക്സ്ചേഞ്ച് സോർട്ടിംഗ്
"1. वर्गीकरण विलीनीकरण, 2. कॅटलॉग निवड","1. സോർട്ടിംഗ് ലയനം, 2. കാറ്റലോഗ് തിരഞ്ഞെടുക്കൽ"
"1. विलीनीकरण, 2. विलीनीकरण","1. ലയനം, 2. ലയനം"
जाळीचे जाळे,ലാറ്റിസ് നെറ്റ്വർക്ക്
संदेशवहन,സന്ദേശമയയ്ക്കൽ
संदेश,സന്ദേശം
संदेश प्रमाणीकरण,സന്ദേശ പ്രാമാണീകരണം
संदेश सेल,സന്ദേശ സെൽ
संदेश सर्किट,സന്ദേശ സർക്യൂട്ട്
संदेश स्वरूप,സന്ദേശ ഫോർമാറ്റ്
संदेश शीर्षलेख,സന്ദേശ തലക്കെട്ട്
संदेश मोड,സന്ദേശ മോഡ്
संदेशवहन,സന്ദേശമയയ്ക്കൽ
"1.संदेश वर्गीकरण, 2.संदेश वर्गीकरण","1.മെസേജ് സോർട്ടിംഗ്, 2.മെസേജ് സോർട്ടിംഗ്"
संदेश ओळ,സന്ദേശ വരി
संदेश स्विच,സന്ദേശ സ്വിച്ച്
संदेश मजकूर,സന്ദേശ വാചകം
संदेश हस्तांतरण एजंट,സന്ദേശ കൈമാറ്റ ഏജന്റ്
सुपर असेंबलर,സൂപ്പർ അസംബ്ലർ
मेटाक्लास,മെറ്റാക്ലാസ്
"1. अधिक संकलन, 2. अधिक व्याख्या","1. കൂടുതൽ സമാഹാരം, 2. കൂടുതൽ വ്യാഖ്യാനം"
"1. अधिक दुभाषी, 2. अधिक संकलक","1. കൂടുതൽ വ്യാഖ്യാതാക്കൾ, 2. കൂടുതൽ കമ്പൈലർമാർ"
बोली,ഭാഷാഭേദം
"1.मेटा नेटवर्क, 2.मेटा नेटवर्क","1.മെറ്റാ നെറ്റ്‌വർക്ക്, 2.മെറ്റാ നെറ്റ്‌വർക്ക്"
हुकूमशाही,ഏകാധിപത്യം
प्रक्रिया,പ്രക്രിയ
मेट्रोपॉलिटन एरिया नेटवर्क (MAN),മെട്രോപൊളിറ്റൻ ഏരിയ നെറ്റ്‌വർക്ക് (MAN)
सूक्ष्म,മൈക്രോ
"1.मायक्रोकोड,2.मायक्रोकोड","1.മൈക്രോകോഡ്, 2.മൈക്രോകോഡ്"
मायक्रो कॉम्प्युटर,മൈക്രോകമ്പ്യൂട്ടർ
सूक्ष्म नियंत्रक,മൈക്രോ കൺട്രോളർ
सूक्ष्म सायकल,മൈക്രോ സൈക്കിൾ
मायक्रोइलेक्ट्रॉनिक मेकॅनिकल मेकॅनिझम (MEMS),മൈക്രോഇലക്‌ട്രോണിക് മെക്കാനിക്കൽ മെക്കാനിസങ്ങൾ (MEMS)
सूक्ष्म इलेक्ट्रॉनिक्स,മൈക്രോ ഇലക്ട്രോണിക്സ്
सूक्ष्म सूक्ष्मीकरण,മൈക്രോ മിനിയേച്ചറൈസേഷൻ
सूक्ष्म ऑर्डर,മൈക്രോ ഓർഡർ
"1.मायक्रो, 2.मेनफ्रेम लिंक","1.മൈക്രോ, 2.മെയിൻഫ്രെയിം ലിങ്ക്"
मायक्रो चिप,മൈക്രോ ചിപ്പ്
सूक्ष्म कोबोल,മൈക്രോ കോബോൾ
सूक्ष्म कोड,മൈക്രോ കോഡ്
"1.मायक्रोफाइल, 2.मायक्रोफिश, 3.मायक्रोफाइल","1.മൈക്രോഫിൽ, 2.മൈക്രോഫിഷ്, 3.മൈക്രോഫിൽ"
मायक्रो फ्लॉपी,മൈക്രോ ഫ്ലോപ്പി
मायक्रोफॉर्म वाचन यंत्र,മൈക്രോഫോം വായന ഉപകരണം
सूक्ष्म फ्रेम,മൈക്രോ ഫ്രെയിം
मायक्रोग्राफिक्स,മൈക്രോഗ്രാഫിക്സ്
मायक्रोफोन,മൈക്രോഫോൺ
मायक्रोफोटोग्राफ,മൈക്രോഫോട്ടോഗ്രാഫ്
"1.मायक्रोप्रोसेसिंग युनिट, 2.मायक्रोप्रोसेसिंग युनिट","1.മൈക്രോപ്രോസസിംഗ് യൂണിറ്റ്, 2.മൈക്രോപ്രോസസിംഗ് യൂണിറ്റ്"
मायक्रोप्रोसेसर,മൈക്രോപ്രൊസസർ
मायक्रोप्रोसेसर चिप,മൈക്രോപ്രൊസസർ ചിപ്പ്
मायक्रोप्रोसेसर दुभाषी,മൈക്രോപ്രൊസസർ ഇന്റർപ്രെറ്റർ
मायक्रो प्रोसेसर युनिट (MPU),മൈക്രോ പ്രോസസർ യൂണിറ്റ് (എംപിയു)
"1. मायक्रोप्रोग्राम, 2. मायक्रो प्रोग्राम","1. മൈക്രോ പ്രോഗ്രാം, 2. മൈക്രോ പ്രോഗ്രാം"
सूक्ष्म क्रम,മൈക്രോ സീക്വൻസ്
मायक्रोसॉफ्ट,മൈക്രോസോഫ്റ്റ്
मायक्रोसॉफ्ट विंडोज,മൈക്രോസോഫ്റ്റ് വിൻഡോസ്
सूक्ष्म लहर,മൈക്രോ വേവ്
मायक्रो वेव्ह लिंक,മൈക്രോ വേവ് ലിങ്ക്
मायक्रोवेव्ह ट्रान्समिशन,മൈക്രോവേവ് ട്രാൻസ്മിഷൻ
मध्यम व्यवस्थापन,മധ്യ മാനേജ്മെന്റ്
"1.मिडलवेअर, 2. मधली भांडी","1.മിഡിൽവെയർ, 2. മിഡിൽ വെയർ"
मिडी संगणक,മിഡി കമ്പ്യൂട്ടർ
मध्यवर्ती बिंदू,കേന്ദ്ര പോയിന്റ്
मध्यक,ഇടത്തരം
स्थलांतर मार्ग,മൈഗ്രേഷൻ റൂട്ട്
प्रति सेकंद दशलक्ष सूचना (MIPS),സെക്കൻഡിൽ ദശലക്ഷം നിർദ്ദേശങ്ങൾ (MIPS)
मिनी संगणक,മിനി കമ്പ്യൂട്ടർ
लहान डिस्केट,ചെറിയ ഡിസ്കെറ്റ്
"1.लहान कोलन, 2.लिटल ऍश","1.ചെറിയ കോളൻ, 2.ലിറ്റിൽ ആഷ്"
किमान उत्पादन,കുറഞ്ഞ ഉൽപ്പന്നം
विरळ झाड,വിരളമായ വൃക്ഷം
"1.मिनिमॅक्स अल्गोरिदम, 2.अल्गोरिदम","1.മിനിമാക്സ് അൽഗോരിതം, 2. അൽഗോരിതം"
सूक्ष्मीकरण प्रक्रिया,മിനിയേച്ചറൈസേഷൻ പ്രക്രിയ
सर्वात कमी किमतीचे विस्तार झाड,ഏറ്റവും ചെലവു കുറഞ്ഞ വിപുലീകരണ മരം
"1.कमी लेटन्सी एन्कोडिंग, 2.कमी लेटन्सी कोडिंग","1.ലോ ലേറ്റൻസി എൻകോഡിംഗ്, 2. ലോ ലേറ്റൻസി കോഡിംഗ്"
लहान साधन,ചെറിയ ഉപകരണം
"1. गुणाकार, 2. गुणाकार, 3. गुणाकार पद","1. ഗുണനം, 2. ഗുണനം, 3. ഗുണന പദം"
क्रेडीट कार्ड,ക്രെഡിറ്റ് കാർഡ്
क्रेडीट कार्ड,ക്രെഡിറ്റ് കാർഡ്
क्रेडिट क्षेत्र,ക്രെഡിറ്റ് ഏരിയ
मिरर केलेली डिस्क,മിറർ ചെയ്ത ഡിസ്ക്
"1. मिरर स्पॉट, 2. फोटोकॉपी, 3. मिरर कॉपी","1. മിറർ സ്പോട്ട്, 2. ഫോട്ടോകോപ്പി, 3. മിറർ കോപ്പി"
मिश्र मूलांक नोटेशन,മിക്സഡ് റാഡിക്സ് നൊട്ടേഷൻ
मिक्सर,മിക്സർ
स्मृतीविषयक,ഓർമ്മപ്പെടുത്തൽ
मेमोनिक पत्ता,സ്മരണിക വിലാസം
संस्मरणीय,അവിസ്മരണീയമായ
"1.मोबाइल, 2.जंगम","1.മൊബൈൽ, 2.ചലിക്കുന്ന"
"1. मोबाईल संगणन, 2. मोबाईल संगणन","1. മൊബൈൽ കമ്പ്യൂട്ടിംഗ്, 2. മൊബൈൽ കമ്പ്യൂട്ടിംഗ്"
"1.मॉडेल, 2.मॉडेल","1.മാതൃക, 2.മാതൃക"
मोडलेस संपादक,മാതൃകയില്ലാത്ത എഡിറ്റർ
"1. मॉडेलिंग, 2. मॉडेलिंग","1. മോഡലിംഗ്, 2. മോഡലിംഗ്"
मोडेम,മോഡം
"1.साधारण, 2.सामान्य, 3.सामान्य","1.ലളിതമായ ശരാശരി, 2.സാധാരണ, 3.അർത്ഥം"
विमानमंडन,വിമന്ദൻ
नियंत्रक,മോഡറേറ്റർ
सुधारित सूचना,പരിഷ്കരിച്ച നിർദ്ദേശം
सुधारक,മോഡിഫയർ
सुधारक बिट,മോഡിഫയർ ബിറ്റ്
सुधारणा,പരിഷ്ക്കരണം
मॉड्यूलर,മോഡുലാർ
"1. मॉड्यूलरिटी, 2. मॉड्यूलरिटी","1. മോഡുലാരിറ്റി, 2. മോഡുലാരിറ്റി"
मॉड्यूलेशन,മോഡുലേഷൻ
मॉड्यूल,മൊഡ്യൂൾ
मॉड्यूलर रचना,മോഡുലാർ ഘടന
मॉनिटर,മോണിറ്റർ
"1.मॉनिटर प्रोग्राम, 2.मॉनिटर प्रोग्राम","1. മോണിറ്റർ പ്രോഗ്രാം, 2. മോണിറ്റർ പ്രോഗ്രാം"
मोनोक्रोमॅटिक डिस्प्ले,മോണോക്രോമാറ്റിക് ഡിസ്പ്ലേ
मोनोलिथिक इंटिग्रेटेड सर्किट,മോണോലിത്തിക്ക് ഇന്റഗ്രേറ്റഡ് സർക്യൂട്ട്
मोनोलिथिक तंत्रज्ञान,മോണോലിത്തിക്ക് സാങ്കേതികവിദ്യ
सिंगल स्पेस फॉन्ट,ഒറ്റ സ്പേസ് ഫോണ്ട്
एक स्थितीय,ഒരു സ്ഥാനം
नीरसपणा,ഏകതാനത
"1. आकार, 2. फॉर्म","1. ആകൃതി, 2. രൂപം"
फॉर्म,രൂപം
आकार,ആകൃതി
"1. गहाण, 2. गहाण, गहाण","1. മോർട്ട്ഗേജ്, 2. മോർട്ട്ഗേജ്, മോർട്ട്ഗേജ്"
MOSFET (MOSFET),MOSFET (MOSFET)
"1. सर्वोच्च दोन अंक, 2. सर्वोच्च बिट","1. ഏറ്റവും ഉയർന്ന രണ്ട് അക്കങ്ങൾ, 2. ഏറ്റവും ഉയർന്ന ബിറ്റ്"
मदर बोर्ड,മദർ ബോർഡ്
आई नोंदणी,അമ്മ രജിസ്റ്റർ
चित्रपट,സിനിമകൾ
चित्रपट तज्ञ गट (MPEG),ഫിലിം എക്സ്പെർട്ട് ഗ്രൂപ്പ് (എംപിഇജി)
माउंट,മൗണ്ട്
"1.माऊस, 2.माऊस","1.എലി, 2.എലി"
"1.जंगम, 2.विस्थापन","1.ചലിക്കുന്ന, 2. സ്ഥാനചലനം"
हलणारे चिन्ह,ചലിക്കുന്ന ചിഹ്നം
एमएस-डॉस,MS-DOS
एमएस-विंडोज,MS-Windows
एकाधिक अभिमुखता,ഒന്നിലധികം ഓറിയന്റേഷൻ
मल्टी प्रोसेसर,മൾട്ടി പ്രൊസസർ
"1.मल्टीप्रोग्रामिंग, 2.मल्टीप्रोग्रामिंग","1.മൾട്ടിപ്രോഗ്രാമിംഗ്, 2.മൾട്ടിപ്രോഗ്രാമിംഗ്"
मल्टीटास्किंग,മൾട്ടിടാസ്കിംഗ്
बाहुबस,ബഹുബസ്
प्रसारण,പ്രക്ഷേപണം
बहुरूपी पत्ता,ബഹുരൂപ വിലാസം
प्रसारण,പ്രക്ഷേപണം
मल्टीचिप,മൾട്ടിചിപ്പ്
multix,മൾട്ടിക്സ്
मल्टीटास्किंग ऑपरेशन,മൾട്ടിടാസ്കിംഗ് ഓപ്പറേഷൻ
"1.मल्टीलेव्हल मेमरी, 2. बहुस्तरीय मेमरी","1. മൾട്ടിലെവൽ മെമ്മറി, 2. മൾട്ടി ലെവൽ മെമ്മറി"
