Kannada,Assamese
"1.ಲೈನ್ ಪ್ರಿಂಟರ್, 2.ಲೈನ್ ಪ್ರಿಂಟರ್","1.লাইন প্ৰিন্টাৰ, 2.লাইন প্ৰিন্টাৰ"
"1.ರೇಖೀಯ, 2.ರೇಖೀಯ","১.ৰৈখিক, ২.ৰৈখিক"
ಪ್ರತಿ ನಿಮಿಷಕ್ಕೆ ಸಾಲುಗಳು (LPM),প্ৰতি মিনিটত লাইন (LPM)
"1. ಲಿಂಕ್, ಲಿಂಕ್, 2. ಚೈನ್, 3. ಕರಾರುಪತ್ರ","1. লিংক, লিংক, 2. শৃংখল, 3. বান্ধোন"
ಚೈನ್ಡ್ ಪಟ್ಟಿ,শৃংখলাবদ্ধ তালিকা
ಲಿನಕ್ಸ್,লিনাক্স
"1.ಲಿಕ್ವಿಡ್ ಕ್ರಿಸ್ಟಲ್ ಡಿಸ್ಪ್ಲೇ, 2.ಲಿಕ್ವಿಡ್ ಕ್ರಿಸ್ಟಲ್ ಡಿಸ್ಪ್ಲೇ (LCD)","1.লিকুইড স্ফটিক প্ৰদৰ্শন, 2.তৰল স্ফটিক প্ৰদৰ্শন (এলচিডি)"
ಪಟ್ಟಿ ಪ್ರಕ್ರಿಯೆ,তালিকা প্ৰক্ৰিয়াকৰণ
"1.ಅಕ್ಷರ, 2.ಅಕ್ಷರ","১.চিঠি, ২.আক্ষৰিক"
"1. ಸಕ್ರಿಯ, 2. ದೇಶ, 3. ವಿದ್ಯುತ್, 4. ಚಲಿಸುವ","1. সক্ৰিয়, 2. জীৱিত, 3. বৈদ্যুতিক, 4. গতিশীল"
ಲೈವ್ ಗಂಟು,জীৱন্ত গাঁঠি
"1.ಲೋಡ್, 2.ಲೋಡ್","1.লোড, 2.লোড"
"1.ಲೋಡ್ ಮಾಡ್ಯೂಲ್, 2.ಲೋಡ್ ಮಾಡ್ಯುಲೇಟರ್","1.লোড মডিউল, 2.লোড মডুলেটৰ"
"1.ಸ್ಥಳೀಯ, 2.ಸ್ಥಳೀಯ","১.স্থানীয়, ২.স্থানীয়"
ಸ್ಥಳೀಯ ಪ್ರವೇಶ,স্থানীয় প্ৰৱেশ
ಲೋಕಲ್ ಏರಿಯಾ ನೆಟ್‌ವರ್ಕ್ (LAN),স্থানীয় এলেকা নেটৱাৰ্ক (LAN)
ಸ್ಥಳೀಯ ಸ್ಪಷ್ಟತೆ,স্থানীয় স্পষ্টতা
"1. ಸ್ಥಳೀಯ ನೆಟ್‌ವರ್ಕ್, 2. ಸ್ಥಳೀಯ ಕೇಂದ್ರ 3. ಸ್ಥಳೀಯ ವಿನಿಮಯ","1. স্থানীয় নেটৱৰ্ক, 2. স্থানীয় কেন্দ্ৰ 3. স্থানীয় বিনিময়"
ಸ್ಥಳೀಯ ಸ್ಮರಣೆ,স্থানীয় স্মৃতিশক্তি
ಸ್ಥಳೀಯ ಮೋಡ್,স্থানীয় ধৰণ
ಸ್ಥಳೀಯ ವೇರಿಯಬಲ್,স্থানীয় চলক
"ಲೂಪ್, ಲಾಕ್","লুপ, লক"
ಲೂಪ್ ಫೈಲ್,লুপ ফাইল
ಅಧಿವೇಶನ ಆರಂಭ,অধিবেশন আৰম্ভ
ಅವಧಿಯ ಅಂತ್ಯ,term end
ಲೇಖಕರು,লেখক
ತರ್ಕ ವಿಶ್ಲೇಷಕ,যুক্তি বিশ্লেষক
ತರ್ಕ ಬಾಂಬ್,লজিক বোমা
ಲಾಜಿಕ್ ಕಾರ್ಡ್,লজিক কাৰ্ড
ಲಾಜಿಕ್ ಚಾರ್ಟ್ (ಫ್ಲೋಚಾರ್ಟ್),লজিক চাৰ্ট (ফ্ল&#39;চাৰ্ট)
ಲಾಜಿಕ್ ಸರ್ಕ್ಯೂಟ್,লজিক বৰ্তনী
ತರ್ಕ ವಿನ್ಯಾಸ,লজিক ডিজাইন
ತರ್ಕ ರೇಖಾಚಿತ್ರ,লজিক ডায়েগ্ৰাম
ತಾರ್ಕಿಕ ಫ್ಲೋಚಾರ್ಟ್,লজিকেল ফ্ল&#39;চাৰ্ট
ತರ್ಕ ಕಾರ್ಯ,লজিক ফাংচন
ಲಾಜಿಕ್ ಗೇಟ್,লজিক গেট
"1. ಲಾಜಿಕ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್, 2. ಲಾಜಿಕ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್","1. লজিক প্ৰগ্ৰেমিং, 2. লজিক প্ৰগ্ৰেমিং"
ತರ್ಕ ಸ್ಥಳಾಂತರ,লজিক বিচ্যুতি
ತರ್ಕ ಸ್ಥಿತಿ,লজিক অৱস্থা
ತರ್ಕ ಸ್ವಿಚ್,লজিক চুইচ
ತರ್ಕ ಘಟಕ,লজিক ইউনিট
ತಾರ್ಕಿಕ,যুক্তিসংগত
ತಾರ್ಕಿಕ ಸಂಯೋಗ,যুক্তিসংগত সংযোগ
ತಾರ್ಕಿಕ ಡೇಟಾ ರಚನೆ,লজিকেল ডাটা গঠন
ತಾರ್ಕಿಕ ರೇಖಾಚಿತ್ರ,লজিকেল ডায়েগ্ৰাম
ತಾರ್ಕಿಕ ಅಭಿವ್ಯಕ್ತಿ,লজিকেল এক্সপ্ৰেচন
ತಾರ್ಕಿಕ ಫ್ಲೋಚಾರ್ಟ್,লজিকেল ফ্ল&#39;চাৰ্ট
ತಾರ್ಕಿಕ IF (ತಾರ್ಕಿಕ ವೇಳೆ),লজিকেল IF (লজিকেল যদি)
ತರ್ಕಬದ್ಧ ಕಾರ್ಯಾಚರಣೆ,যুক্তিসংগত কাৰ্য্য
ತರ್ಕಬದ್ಧ ಆಪರೇಟರ್,যুক্তিসংগত অপাৰেটৰ
ತರ್ಕಬದ್ಧ ಸಂಪರ್ಕ,যুক্তিসংগত সংযোগ
ತಾರ್ಕಿಕ ಯೋಜನೆ,যুক্তিসংগত পৰিকল্পনা
"1. ತರ್ಕಬದ್ಧ ಪಾತ್ರ, 2. ತಾರ್ಕಿಕ ಪಾತ್ರ","1. যুক্তিবাদী চৰিত্ৰ, 2. যুক্তিসংগত চৰিত্ৰ"
ತಾರ್ಕಿಕ ಮಾದರಿ,যুক্তিসংগত আৰ্হি
ತಾರ್ಕಿಕ ಮೌಲ್ಯ,লজিকেল মান
ತಾರ್ಕಿಕ ವೇರಿಯಬಲ್,লজিকেল ভেৰিয়েবল
ಸಾಧಿಸಿದ ಅವಲೋಕನ,অভাৰভিউ লাভ কৰা হৈছে
ಪೂರ್ವವೀಕ್ಷಣೆ ಸೆಟ್,পূৰ্বদৰ্শন ছেট
ವೀಕ್ಷಣೆ,পৰ্যবেক্ষণ
"1.ಲೂಪ್, 2.ಲೂಪ್","১.লুপ, ২.লুপ"
ಲೂಪ್ ನಿಯಂತ್ರಣ,লুপ নিয়ন্ত্ৰণ
ಲೂಪ್ ಆರಂಭಿಸುವಿಕೆ,লুপ আৰম্ভণি
ಲೂಪ್ ಬದಲಾವಣೆ,লুপৰ তাৰতম্য
"1.ಲೂಪ್ ನೆಟ್ವರ್ಕ್, 2.ಲೂಪ್ ನೆಟ್ವರ್ಕ್","1.লুপ নেটৱৰ্ক, 2.লুপ নেটৱৰ্ক"
ಲೂಪ್ ಆರಂಭಿಸುವಿಕೆ,লুপ আৰম্ভণি
ಲೂಪ್-ಎಂಡಿಂಗ್,লুপ-এণ্ডিং
ಕೌಂಟರ್-ಲೂಪ್ ಪರೀಕ್ಷೆ,কাউণ্টাৰ-লুপ পৰীক্ষা
ಸಡಿಲವಾಗಿ ಜೋಡಿಸಲಾಗಿದೆ,শিথিলভাৱে সংযুক্ত
ನಷ್ಟವಿಲ್ಲದ ಸಂಕೋಚನ,ক্ষতিহীন সংকোচন
ಹ್ಯಾಸ್ಸೆ ಕಂಪ್ರೆಷನ್,হাছে কম্প্ৰেছন
ಕಡಿಮೆ ಬೈಟ್,কম বাইট
ಕಡಿಮೆ ಮಟ್ಟದ ಭಾಷೆ,নিম্নস্তৰৰ ভাষা
ಕಡಿಮೆ ಪಾಸ್ ಫಿಲ್ಟರ್,লো পাছ ফিল্টাৰ
"1.ಕಡಿಮೆ ಸ್ಥಿತಿ, 2. ಕೆಳಗೆ ಬಂಧಿಸಲಾಗಿದೆ","1.নিম্ন কণ্ডিচনেড, 2. তলত বান্ধি থোৱা আছে"
"1.MAC ಪ್ರೋಟೋಕಾಲ್, 2.MAC ಎಥಿಕ್ಸ್ (ಮಧ್ಯಮ ಪ್ರವೇಶ ನಿಯಂತ್ರಣ)","1.MAC প্ৰটোকল, 2.MAC নৈতিকতা (মধ্যমীয়া প্ৰৱেশ নিয়ন্ত্ৰণ)"
"1. ಯಂತ್ರ, 2. ಯಂತ್ರ","১.যন্ত্ৰ, ২.যন্ত্ৰ"
ಯಂತ್ರದ ವಿಳಾಸ,মেচিনৰ ঠিকনা
"1. ಮೆಷಿನ್ ಕೋಡ್, 2. ಮೆಷಿನ್ ಕೋಡ್","১.মেচিন ক’ড, ২.মেচিন ক’ড"
ಯಂತ್ರ ಚಕ್ರ,মেচিনৰ চকা
ಯಾಂತ್ರಿಕೃತ ಭಾಷೆ,যান্ত্ৰিক ভাষা
ಯಾಂತ್ರಿಕ ತಂತ್ರಾಂಶ,যান্ত্ৰিক চফ্টৱেৰ
ಸಾಧನ ದೋಷ,ডিভাইচৰ ভুল
ಯಂತ್ರ ನಿಷ್ಕ್ರಿಯ ಸಮಯ,মেচিনৰ অচল সময়
ಯಂತ್ರ ಭಾಷೆ,মেচিন ভাষা
ಕೈಪಿಡಿ,হাতপুথি
ಯಂತ್ರ ಅರ್ಥ,মেচিন চেন্স
"1.ಯಂತ್ರ ಭಾಷೆ, 2.ಯಂತ್ರ ಭಾಷೆ","১.মেচিন লেংগুৱেজ, ২.মেচিন লেংগুৱেজ"
ಯಂತ್ರ ಕಲಿಕೆ,মেচিন লাৰ্নিং
ಯಂತ್ರ ಕಾರ್ಯಾಚರಣೆ,মেচিন অপাৰেচন
ಯಂತ್ರ ಭಾಷೆ,মেচিন ভাষা
ಯಂತ್ರ ಕಾರ್ಯಕ್ಷಮತೆ,মেচিনৰ পৰিৱেশন
ಯಂತ್ರ ಸಿಮ್ಯುಲೇಶನ್,মেচিন চিমুলেচন
ಯಂತ್ರ ಅಪಹರಣ ಸಮಯ,মেচিন হাইজেকিং সময়
ಯಂತ್ರ ಅನುವಾದ,মেচিন অনুবাদ
ಯಂತ್ರ ಪದಗಳು,মেচিন শব্দ
ಮ್ಯಾಕ್ರೋ ಸೂಚನೆ,মেক্ৰ&#39; নিৰ্দেশনা
ಮ್ಯಾಕ್ರೋ ಸ್ಕೇಲ್,মেক্ৰ&#39; স্কেল
ಸಾಮೂಹಿಕ ಜೋಡಣೆ ಕಾರ್ಯಕ್ರಮ,গণ সমাবেশ কাৰ্যসূচী
ಒಟ್ಟು ಕರೆ,স্থূল কল
"1.ಮ್ಯಾಕ್ರೋ ಕೋಡ್, 2.ಮ್ಯಾಕ್ರೋ ಕೋಡ್","১.মেক্ৰ’ ক’ড, ২.মেক্ৰ’ ক’ড"
ಮ್ಯಾಕ್ರೋ ಆಜ್ಞೆ,মেক্ৰ&#39; কমাণ্ড
ಮ್ಯಾಕ್ರೋ ಘೋಷಣೆ,মেক্ৰ&#39; ঘোষণা
ಮ್ಯಾಕ್ರೋ ವ್ಯಾಖ್ಯಾನ,মেক্ৰ&#39; সংজ্ঞা
ಮ್ಯಾಕ್ರೋ ಫ್ಲೋ ಚಾರ್ಟ್,মেক্ৰ&#39; ফ্ল&#39; চাৰ্ট
ಮ್ಯಾಕ್ರೋ ಜನರೇಟರ್,মেক্ৰ&#39; জেনেৰেটৰ
ಮ್ಯಾಕ್ರೋ ಸೂಚನೆ,মেক্ৰ&#39; নিৰ্দেশনা
ಸ್ಥೂಲ ಭಾಷೆ,স্থূল ভাষা
ಮ್ಯಾಕ್ರೋ ಲೈಬ್ರರಿ,মেক্ৰ&#39; লাইব্ৰেৰী
ಮ್ಯಾಕ್ರೋ ಪ್ಯಾರಾಮೀಟರ್,মেক্ৰ&#39; প্ৰাচল
ಮ್ಯಾಕ್ರೋ ಸಂಸ್ಕರಣೆ,মেক্ৰ&#39; প্ৰচেছিং
"1.ಮ್ಯಾಕ್ರೋ ಪ್ರೊಸೆಸರ್, 2. ಮ್ಯಾಕ್ರೋಪ್ರೊಸೆಸರ್","1.মেক্ৰ&#39; প্ৰচেছৰ, 2. মেক্ৰ&#39;প্ৰচেছৰ"
ಮ್ಯಾಕ್ರೋ ಪ್ರೋಗ್ರಾಮಿಂಗ್,মেক্ৰ&#39; প্ৰগ্ৰেমিং
ಒಟ್ಟು ಮೂಲಮಾದರಿ,স্থূল প্ৰট&#39;টাইপ
"1.ಮ್ಯಾಕ್ರೋ ಎನ್ಕೋಡಿಂಗ್, 2.ಮ್ಯಾಕ್ರೋ ಕೋಡಿಂಗ್","1.মেক্ৰ&#39; এনকোডিং, 2.মেক্ৰ&#39; ক&#39;ডিং"
ಮೆಗಾಬೈಟ್ (MB),মেগাবাইট (MB)
ಮ್ಯಾಜಿಕ್ ಚಿಹ್ನೆ,যাদুৰ চিহ্ন
ಮ್ಯಾಜಿಕ್ ಸಂಖ್ಯೆ,যাদু সংখ্যা
ಮ್ಯಾಗ್ನೆಟಿಕ್ ಬಬಲ್ ಮೆಮೊರಿ,চুম্বকীয় বুদবুদ স্মৃতিশক্তি
ಮ್ಯಾಗ್ನೆಟಿಕ್ ಕಾರ್ಡ್,চুম্বকীয় কাৰ্ড
"1.ಮ್ಯಾಗ್ನೆಟಿಕ್ ಸೆಲ್, 2.ಮ್ಯಾಗ್ನೆಟಿಕ್ ಸೆಲ್","১.চুম্বকীয় কোষ, ২.চুম্বকীয় কোষ"
ಕಾಂತೀಯ ಚಿಹ್ನೆ,চুম্বকীয় চিহ্ন
ಮ್ಯಾಗ್ನೆಟಿಕ್ ಕೋರ್ ಸಂಗ್ರಹಣೆ,চুম্বকীয় কোৰ সংৰক্ষণ
"1.ಮ್ಯಾಗ್ನೆಟಿಕ್ ಡಿಸ್ಕ್, 2. ಮ್ಯಾಗ್ನೆಟಿಕ್ ಡಿಸ್ಕ್","1.চুম্বকীয় ডিস্ক, 2. চুম্বকীয় ডিস্ক"
ಮ್ಯಾಗ್ನೆಟಿಕ್ ಡಿಸ್ಕ್ ವಿಳಾಸ,চুম্বকীয় ডিষ্কৰ ঠিকনা
ಮ್ಯಾಗ್ನೆಟಿಕ್ ಡಿಸ್ಕ್ ಮೆಮೊರಿ,চুম্বকীয় ডিস্ক মেমৰি
ಕಾಂತೀಯ ಡ್ರಮ್,চুম্বকীয় ড্ৰাম
"1.ಮ್ಯಾಗ್ನೆಟಿಕ್ ಎನ್ಕೋಡಿಂಗ್, 2.ಮ್ಯಾಗ್ನೆಟಿಕ್ ಕೋಡಿಂಗ್, 3.ಮ್ಯಾಗ್ನೆಟಿಕ್ ಕೋಡಿಂಗ್","1.চুম্বকীয় এনকোডিং, 2.চুম্বকীয় ক&#39;ডিং, 3.চুম্বকীয় ক&#39;ডিং"
ಮ್ಯಾಗ್ನೆಟಿಕ್ ಟಾಪ್,চুম্বকীয় শীৰ্ষ
ಕಾಂತೀಯ ಶಾಯಿ,চুম্বকীয় চিয়াঁহী
ಮ್ಯಾಗ್ನೆಟಿಕ್ ಇಂಕ್ ಕ್ಯಾರೆಕ್ಟರ್ ರೆಕಗ್ನಿಷನ್ (MICR),চুম্বকীয় চিয়াঁহী আখৰ চিনাক্তকৰণ (MICR)
ಕಾಂತೀಯ ಮಾಧ್ಯಮ,চুম্বকীয় মাধ্যম
ಕಾಂತೀಯ ಓದುವಿಕೆ,চুম্বকীয় পঢ়া
ಮ್ಯಾಗ್ನೆಟಿಕ್ ರೆಕಾರ್ಡಿಂಗ್,চুম্বকীয় ৰেকৰ্ডিং
ಕಾಂತೀಯ ಸಂಗ್ರಹ,চুম্বকীয় সংৰক্ষণ
ಕಾಂತೀಯ ಪಟ್ಟಿ,চুম্বকীয় ৰেখা
ಮ್ಯಾಗ್ನೆಟಿಕ್ ಟೇಪ್,চুম্বকীয় টেপ
ಮ್ಯಾಗ್ನೆಟಿಕ್ ಟೇಪ್ ಕಾರ್ಟ್ರಿಡ್ಜ್,চুম্বকীয় টেপ কাৰ্টিজ
ಮ್ಯಾಗ್ನೆಟಿಕ್ ಟೇಪ್ ಡ್ರೈವ್,চুম্বকীয় টেপ ড্ৰাইভ
ಮ್ಯಾಗ್ನೆಟಿಕ್ ಟೇಪ್ ಪೂರ್ವಗಾಮಿ,চুম্বকীয় টেপ পূৰ্বসূৰী
ಮ್ಯಾಗ್ನೆಟಿಕ್ ಟೇಪ್ ಲೈಬ್ರರಿಯನ್,চুম্বকীয় টেপ লাইব্ৰেৰিয়ান
ಮ್ಯಾಗ್ನೆಟಿಕ್ ಟೇಪ್ ಪ್ರವೇಶ,চুম্বকীয় টেপ প্ৰৱেশ
ಮ್ಯಾಗ್ನೆಟಿಕ್ ಟೇಪ್ ಘಟಕ,চুম্বকীয় টেপ ইউনিট
"1.ಮ್ಯಾಗ್ನೆಟಿಕ್ ಥಿನ್ ಲೇಯರ್, 2.ಮ್ಯಾಗ್ನೆಟಿಕ್ ಥಿನ್ ಫಿಲ್ಮ್","1.চুম্বকীয় পাতল স্তৰ, 2.চুম্বকীয় পাতল ফিল্ম"
ಕಾಂತೀಯ ಮಾರ್ಗ,চুম্বকীয় পথ
ಕಾಂತೀಯ ಆಪ್ಟಿಕಲ್ ಸಂಗ್ರಹಣೆ,চুম্বকীয় আলোকীয় সংৰক্ষণ
"1.ಮ್ಯಾಗ್ನೆಟ್ ಪ್ರಿಂಟರ್, 2.ಮ್ಯಾಗ್ನೆಟ್ ಪ್ರಿಂಟರ್","1.চুম্বক প্ৰিন্টাৰ, 2.চুম্বক প্ৰিন্টাৰ"
ಕಾಂತೀಯ ಅಸ್ಪಷ್ಟತೆ,চুম্বকীয় বিকৃতি
ಕಾಂತೀಯವಾಗಿ ವಿರೂಪಗೊಳಿಸಬಹುದಾದ ಟ್ಯಾಬ್ಲೆಟ್,চুম্বকীয়ভাৱে বিকৃত কৰিব পৰা টেবলেট
"1. ಮೇಲ್ ಬಾಕ್ಸ್, 2. ಮೇಲ್ ಬಾಕ್ಸ್","১.মেইল বক্স, ২.মেইল বক্স"
ಮೇಲ್ ವಿಲೀನ,মেইল মাৰ্জ কৰক
"1. ಮುಖ್ಯ ನಿಯಂತ್ರಣ ಘಟಕ, 2. ಮುಖ್ಯ ನಿಯಂತ್ರಣ ಘಟಕ","১.মুখ্য নিয়ন্ত্ৰণ একক, ২.মুখ্য নিয়ন্ত্ৰণ একক"
ಮುಖ್ಯ ಚೌಕಟ್ಟು,মূল ফ্ৰেম
"1.ಮುಖ್ಯ ಚೌಕಟ್ಟಿನ ವ್ಯವಸ್ಥೆ, 2.ಮುಖ್ಯ ಚೌಕಟ್ಟಿನ ಯಾಂತ್ರಿಕ ವ್ಯವಸ್ಥೆ","1.মূল ফ্ৰেম ব্যৱস্থা, 2.মূল ফ্ৰেম ব্যৱস্থা"
"1.ಮುಖ್ಯ ಸ್ಮರಣೆ, 2.ಮುಖ್ಯ ಸ್ಮರಣೆ","১.মূল স্মৃতি, ২.মূল স্মৃতি"
"1.ಮುಖ್ಯ ಕಾರ್ಯಕ್ರಮ, 2.ಮುಖ್ಯ ಕಾರ್ಯಕ್ರಮ","১.মূল কাৰ্যসূচী, ২.মূল কাৰ্যসূচী"
ಮುಖ್ಯ ಸಂಗ್ರಹಣೆ,মূল সংৰক্ষণ
"1.ಮುಖ್ಯ ಸ್ವಿಚ್, 2.ಮುಖ್ಯ ಸ್ವಿಚ್","১.মেইন চুইচ, ২.মেইন চুইচ"
"1.ನಿರ್ವಹಣೆ, 2.ನಿರ್ವಹಣೆ","1.ৰক্ষণাবেক্ষণ, 2.ৰক্ষণাবেক্ষণ"
ನಿರ್ವಹಣೆ ಫಲಕ,ৰক্ষণাবেক্ষণ পেনেল
ನಿರ್ವಹಣೆ ಸಮಯ,ৰক্ষণাবেক্ষণৰ সময়
ದೊಡ್ಡ ವೃತ್ತ,ডাঙৰ বৃত্ত
ಪ್ರಮುಖ ಸಾಧನ,কী ডিভাইচ
ಮುಖ್ಯ ಕೀ,মূল চাবি
ಮುಖ್ಯ ಹಂತ,মূল মঞ্চ
ಮುಖ್ಯ ರಚನೆ,মূল গঠন
ಮುಖ್ಯ ಕೆಲಸ,মূল কাম
ಬಹುಪಾಲು ಘಟಕ,সংখ্যাগৰিষ্ঠ উপাদান
ಬಹುಪಾಲು ಗೇಟ್,সংখ্যাগৰিষ্ঠতা গেট
ಬಹುಪಾಲು ಕಾರ್ಯಾಚರಣೆ,সংখ্যাগৰিষ্ঠতা অপাৰেচন
ಮರುಪಾವತಿ ಅವಧಿ,ৰিইম্বৰ্চেমেণ্টৰ সময়সীমা
ತಪ್ಪಾದ ಕಾರ್ಯಾಚರಣೆಯ ದಿನಚರಿ,মিছঅপাৰেচন ৰুটিন
ನಿರ್ವಹಣೆ ಅಭಿವೃದ್ಧಿ,ব্যৱস্থাপনা বিকাশ
ನಿರ್ವಹಣಾ ಮಾಹಿತಿ ವ್ಯವಸ್ಥೆ (MIS),ব্যৱস্থাপনা তথ্য ব্যৱস্থা (MIS)
ನಿರ್ವಹಣಾ ವಿಜ್ಞಾನ,ব্যৱস্থাপনা বিজ্ঞান
ಮ್ಯಾಂಚೆಸ್ಟರ್ ಎನ್ಕೋಡಿಂಗ್,মানচেষ্টাৰ এনকোডিং
ಗುಣಾಕಾರ,গুণন
ಅಂದಾಜು ವೇರಿಯಬಲ್,অনুমান কৰা চলক
ಊಹೆಯ ಸೂಚ್ಯಂಕ,আনুমানিক সূচকাংক
ಮಾನವ ಯಂತ್ರ ಸಿಮ್ಯುಲೇಶನ್,মানৱ যন্ত্ৰৰ অনুকৰণ
ಹಸ್ತಚಾಲಿತ ವಿಳಾಸ ಸ್ವಿಚ್,মেনুৱেল ঠিকনা চুইচ
ಹಸ್ತಚಾಲಿತ ವಿಶ್ಲೇಷಣೆ,হাতৰ দ্বাৰা বিশ্লেষণ কৰা
ಹಸ್ತಚಾಲಿತ ಕರೆ,মেনুৱেল কল
ಹಸ್ತಚಾಲಿತ ಪ್ರವೇಶ,হাতৰ দ্বাৰা প্ৰৱেশ কৰা
"1.ಹಸ್ತಚಾಲಿತ ಕೇಂದ್ರ, 2.ಹಸ್ತಚಾಲಿತ ಕೇಂದ್ರ","১.মেনুৱেল চেণ্টাৰ, ২.মেনুৱেল চেণ্টাৰ"
"1. ಹಸ್ತಚಾಲಿತ ಇನ್ಪುಟ್, 2. ಹಸ್ತಚಾಲಿತ ಇನ್ಪುಟ್","1. মেনুৱেল ইনপুট, 2. মেনুৱেল ইনপুট"
ಹಸ್ತಚಾಲಿತ ಕಾರ್ಯಾಚರಣೆ,মেনুৱেল অপাৰেচন
ಹಲವು-ಹಲವು ಸಂಬಂಧ,বহুতৰ লগত বহুতৰ সম্পৰ্ক
ಬಹು-ಡಿಕೋಡರ್,মাল্টি-ডিকোডাৰ
ನಕ್ಷೆ ವಿಧಾನ,মানচিত্ৰ পদ্ধতি
ಮ್ಯಾಪಿಂಗ್,মেপিং
ಅಂಚು,প্ৰান্ত
ಕನಿಷ್ಠ ದೋಷ,প্ৰান্তীয় ভুল
ಕನಿಷ್ಠ ವಿಚಾರಣೆ,প্ৰান্তীয় অনুসন্ধান
ಕನಿಷ್ಠ ಪರೀಕ್ಷೆ,প্ৰান্তীয় পৰীক্ষা
ಚಿಹ್ನೆ ಪತ್ತೆ,চিহ্ন ধৰা পেলোৱা
ಸೈನ್ ಓದುವಿಕೆ,চিন পঢ়া
ಚಿಹ್ನೆ ಸ್ಕ್ಯಾನಿಂಗ್,চিহ্ন স্কেনিং
ಸಂಕೇತ ಅರ್ಥ,sign sense
ಮಾರ್ಕರ್,মাৰ্কাৰ
ಗುರುತು ಹಾಕುವುದು,চিহ্নিত কৰা
ಮಾರ್ಕರ್ ತರಂಗ,মাৰ্কাৰ তৰংগ
ಮಾರ್ಕೊವ್ ಸರಣಿ,মাৰ্কভ শৃংখল
ಮಾರ್ಕೊವ್ ಮೂಲ,মাৰ্কভ উৎস
ಮಾರ್ಕ್ಅಪ್ ಭಾಷೆ,markup ভাষা
ಮೇಸರ್,maser
ಮೇಸರ್,maser
"1.ಮುಖವಾಡ, 2.ಮುಸುಕು, 3.ಮುಸುಕು","১.মাস্ক, ২.অভাৰ, ৩.অভাৰ"
"1. ಕವರ್ ಬಿಟ್, 2. ಕವರ್ ಬಿಟ್, 3. ಮುಖವಾಡ ಎರಡು ಅಂಕೆಗಳು","1. কভাৰ বিট, 2. কভাৰ বিট, 3. মাস্ক দুটা অংক"
ಮಾಸ್ಕ್ ಪ್ರೊಗ್ರಾಮೆಬಲ್ ಸಾಧನ,মাস্ক প্ৰগ্ৰেমেবল ডিভাইচ
ಕವರ್ ರಿಜಿಸ್ಟರ್,কভাৰ ৰেজিষ্টাৰ
"1. ಕವರ್ ರಾಮ್, 2. ಕವರ್ ರಾಮ್","1. কভাৰ ৰম, 2. কভাৰ ৰম"
ಕವರ್,আৱৰণ
ಬೃಹತ್ ಡೇಟಾ,বিশাল পৰিসংখ্যা
"1.ಮಾಸ್ ಮೆಮೊರಿ, 2.ಮಾಸ್ ಮೆಮೊರಿ","1.মাছ মেমৰি, 2.মাছ মেমৰি"
ಬೃಹತ್ ಸಮಾನಾಂತರ,বৃহৎ পৰিমাণে সমান্তৰাল
ಮುಖ್ಯಸ್ಥ,মুখীয়াল
ಮಾಸ್ಟರ್ ಕಾರ್ಡ್,মাষ্টাৰ কাৰ্ড
"1.ಹೆಡ್ ವಾಚ್, 2. ಕಂಟ್ರೋಲರ್ ವಾಚ್","1.হেড ঘড়ী, 2.নিয়ন্ত্ৰক ঘড়ী"
ಮುಖ್ಯ ಕನ್ಸೋಲ್,মূল ক&#39;ন্সোল
ಪ್ರಧಾನ ಡೇಟಾ,প্ৰাইম ডাটা
ಮಾಸ್ಟರ್ ರೇಖಾಚಿತ್ರ,মাষ্টাৰ ডায়েগ্ৰাম
ಮಾಸ್ಟರ್ ಫೈಲ್,মাষ্টাৰ ফাইল
ಪ್ರಮುಖ ಗುಂಪು,প্ৰধান গোট
ಮುಖ್ಯ ಕೀ,মাষ্টাৰ কি&#39;
ಮುಖ್ಯ ಗ್ರಂಥಾಲಯದ ಟೇಪ್‌ಗಳು,মূল লাইব্ৰেৰীৰ টেপসমূহ
ಪ್ರಧಾನ ಪ್ರೊಸೆಸರ್,প্ৰাইম প্ৰচেছৰ
ಪ್ರಮುಖ ಕಾರ್ಯಕ್ರಮ,ফ্লেগশ্বিপ প্ৰগ্ৰেম
ಮುಖ್ಯ ಕೇಂದ್ರ,হেড চেণ্টাৰ
"1.ಮಾಸ್ಟರ್ ಟೇಪ್, 2.ಮಾಸ್ಟರ್ ಟೇಪ್","১.মাষ্টাৰ টেপ, ২.মাষ্টাৰ টেপ"
"1.ಪ್ರಧಾನ ಟರ್ಮಿನಲ್, 2.ಮುಖ್ಯ ಟರ್ಮಿನಲ್","১.প্ৰিন্সিপাল টাৰ্মিনেল, ২.মেইন টাৰ্মিনেল"
ಪ್ರಧಾನ ಅಧೀನ ಸಾಧನ,প্ৰধান অধীনস্থ যন্ত্ৰ
ಪ್ರಧಾನ ಅಧೀನ ವ್ಯವಸ್ಥೆ,প্ৰধান অধীনস্থ ব্যৱস্থা
"1. ಪಂದ್ಯ, 2. ಪಂದ್ಯ, 3. ಭೇಟಿ","১.মেচ, ২.মেচ, ৩.মিল"
ಹೊಂದಾಣಿಕೆ,মিল থকা
