Marathi,Bengali
वाटाघाटी,আলোচনার
वाटाघाटी करण्यायोग्य साधन,আলোচনা সাপেক্ষে উপকরণ
वाटाघाटी,আলাপ - আলোচনা
वाटाघाटी करणारा,আলোচক
नेपोटिझम,নেপোটিজম
नेट,নেট
निव्वळ गुंतवणूक,নিট বিনিয়োগ
तटस्थ,নিরপেক্ষ
बातम्या,খবর
वृत्तपत्र,নিউজলেটার
वृत्तपत्र,সংবাদপত্র
बातमीवाचक,নিউজ রিডার
निकटवर्तीयांना,নিকটতম আত্মীয়
रात्रीचे कर्तव्य,রাতে দায়িত্ব
शून्य अहवाल,নিল রিপোর্ট
प्रवेश नाही,কোন ভর্তি
मागणी प्रमाणपत्र नाही (= थकबाकी प्रमाणपत्र नाही),কোনও চাহিদা শংসাপত্র নেই (= কোনও বকেয়া শংসাপত্র নেই)
नामांकन,নামকরণ
नाममात्र किंमत,নামমাত্র ব্যয়
नाममात्र मूल्य (= चेहरा मूल्य),নামমাত্র মান (= মুখের মান)
नामांकन,মনোনীত
नामनिर्देशन,মনোনয়ন
नॉमिनी,মনোনীত
नॉन-एज,অ-বয়স
गैर-विरोधाभासी,অ-অবদান
अनावश्यक,অপ্রয়োজনীয়
नॉन-गॅझेटेड,অ-গেজেটেড
व्याज नसलेले बेअरिंग,অ-সুদযুক্ত ভারবহন
न्यायालयीन,অ-বিচারিক
गैर-मंत्री,অ-মন্ত্রমুগ্ধ
वाटाघाटी न करता,অ-আলোচনাযোগ্য
गैर-अधिकृत,অ - দাপ্তরিক
पेमेंट,অ-অর্থ প্রদান
पेमेंट नसलेले प्रमाणपत्र,অর্থ প্রদান শংসাপত্র
नॉन-प्रॅक्टिसिंग भत्ता,অনুশীলন ভাতা
नॉन-रिकरिंग खर्च,পুনরাবৃত্তি ব্যয়
परत न करण्यायोग्य,অফেরতযোগ্য
नॉन-स्टॅट्यूटरी,অবিচ্ছিন্ন
करपात्र उत्पन्न,ট্যাক্সেবল আয়
गैर-तांत्रिक पोस्ट,অ-প্রযুক্তিগত পোস্ট
अपारंपरिक,অপ্রচলিত
गैर-शाब्दिक संप्रेषण,লিখিত যোগাযোগ
हरकत प्रमाणपत्र नाही,কোনও আপত্তি শংসাপত্র
"नफा नाही, तोटा नाही","কোন লাভ, কোনও ক্ষতি নেই"
नियम,আদর্শ
सामान्य,সাধারণ
धुम्रपान निषिद्ध,ধূমপান নিষেধ
उल्लेखनीय,উল্লেখযোগ্য
लागू नाही (एन.ए.),প্রযোজ্য নয় (এন.এ.)
उपलब्ध नाही (एन.ए.),উপলভ্য নয় (এন.এ.)
टीप,বিঃদ্রঃ
सूचना,বিজ্ঞপ্তি
लक्षात घेण्यासारखे,লক্ষণীয়
सूचना,বিজ্ঞপ্তি
अधिसूचित क्षेत्र,বিজ্ঞপ্তি অঞ্চল
नोटिंग आणि मसुदा,লক্ষ্য এবং খসড়া
कल्पित वेतन,ধারণাগত বেতন
बोलण्यायोग्य नाही,আলোচনা সাপেক্ষে না
बोलण्यायोग्य साधन नाही,আলোচনা সাপেক্ষে নয়
न्यूक्लियस,নিউক্লিয়াস
निरर्थक,শূন্য
शून्य आणि शून्य,অকার্যকর
क्रमांक,সংখ্যা
क्रमांकन,সংখ্যা
अंक,সংখ্যা
शपथ,শপথ
निष्ठा शपथ,আনুগত্যের শপথ
कार्यालयाची शपथ,অফিসের শপথ
आज्ञाधारक,আনুগত্য
शब्द,শ্রুতিমধুর
ऑब्जेक्ट,অবজেক্ট
आक्षेप,আপত্তি
उद्दीष्ट,উদ্দেশ্য
वस्तू आणि कारणे,বস্তু এবং কারণ
अनिवार्य,বাধ্যতামূলক
अश्लील,অশ্লীল
अश्लील हावभाव,অশ্লীল অঙ্গভঙ্গি
निरीक्षक,পর্যবেক্ষক
अप्रचलित,অপ্রচলিত
अडथळा,বাধা
स्पष्ट,সুস্পষ্ট
अधूनमधून,মাঝে মাঝে
भोगवटा,দখল
व्यापक,দখলকারী
व्यवसाय,পেশা
व्यापू,দখল করা
ऑक्ट्रोई कर्तव्य,Octroi শুল্ক
सुट्टीचा दिवस,ছুটির দিন
कामावर नसणे,দায়িত্ব বন্ধ
आक्षेपार्ह,আপত্তিজনক
ऑफर,অফার
भेटीची ऑफर,অ্যাপয়েন্টমেন্ট অফার
कार्यालय,দপ্তর
नफा कार्यालय,লাভ অফিস
अधिकृत,দাপ্তরিক
अधिकृतम,অফিসিয়ালডম
अधिकृत कर्तव्य,অফিসিয়াল ডিউটি
अधिकृत,অফিসিয়াল
अधिकृत भाषा,সরকারী ভাষা
अधिकृतपणे,আনুষ্ঠানিকভাবে
अधिकृत अहवाल,অফিসিয়াল রিপোর্ট
अधिकृत आवृत्ती,অফিসিয়াল সংস্করণ
अधिकृत,অফিসিয়াল
रेकॉर्ड बंद,রেকর্ড বন্ধ
ठीक आहे (ओ.के.),ঠিক আছে (ও.কে.)
लोकपाल,ওম্বডসম্যান
खाते अनुदान वर,অ্যাকাউন্টে অনুদান
मागणीवर,চাহিদা সাপেক্ষে
कर्तव्य,কাজে আছি
एक बाजू,একতরফা
लाइन वर,লাইনে
विशिष्ट कर्तव्य,অন-বিশেষ শুল্ক
नोकरीच्या प्रशिक्षणात,চাকরির প্রশিক্ষণ - এর ওপরে
ओनस,Ownus
मुक्त दिवस,কার্য দিবস
ओपन सिस्टम,মুক্ত ব্যবস্থা
उघडत आहे,খোলার
प्रारंभिक शिल्लक,খোলার ভারসাম্য
उघडण्याची वेळ,খোলার সময়
मुक्त शिक्षण,খোলা শেখা
खुले पत्र,খোলা চিঠি
मुक्त विद्यापीठ,উন্মুক্ত বিশ্ববিদ্যালয়
ऑपरेटिंग किंमत,পরিচালনা খরচ
ऑपरेटिंग स्टाफ,অপারেটিং স্টাফ
ऑपरेशन,অপারেশন
ऑपरेटिव्ह,অপারেটিভ
मत,মতামত
विरोधी,বিরোধী দল
पर्याय,বিকল্প
तोंडी,মৌখিক
ऑर्डर,অর্ডার
ऑर्डर तपासणी,অর্ডার চেক
आरक्षणाचा आदेश,রিজার্ভেশন অর্ডার
अध्यादेश,অধ্যাদেশ
संस्था,সংগঠন
संघटनेचा आलेख,সংস্থার চার্ট
आयोजक,সংগঠক
देणारं,ভিত্তিক
मूळ,আসল
मूळ विभाग,মূল বিভাগ
मूळ विक्री डीड,মূল বিক্রয় দলিল
ओस्टेंसिबल मालक,অদম্য মালিক
उद्रेक,প্রাদুর্ভাব
पोशाख भत्ता,সাজসজ্জা ভাতা
आउटगोइंग मेंबर,বহির্গামী সদস্য
आउटगोइंग फाईल,বহির্গামী ফাইল
खर्च,ব্যয়
आउटलेट,আউটলেট
बाह्यरेखा,রূপরেখা
आउटलुक,দৃষ্টিভঙ্গি
कोर्टाबाहेर,আদালতের বাইরে
कालबाह्य,তারিখের বাইরে
नियमबाह्य,আদেশের বাইরে
मुद्रण बाहेर,ছাপার বাইরে
वळण बाहेर,পালার বাহিরে
टर्न वाटपाच्या बाहेर,পালা বরাদ্দের বাইরে
चौकी,ফাঁড়ি
आउटपुट,আউটপুট
पूर्णपणे खरेदी,সরাসরি ক্রয়
आउटसोर्स,আউটসোর্স
थकबाकी,অসামান্য
वय जास्त,বয়সেরও বেশি
एकंदरीत,সামগ্রিকভাবে
एकूणच तूट,সামগ্রিক ঘাটতি
ओव्हर बिलिंग,বিলিং ওভার
ओव्हरचार्ज,ওভারচার্জ
थकीत,অতিরিক্ত
अत्यल्प मूल्य,অত্যধিক
ओव्हरहेड चार्ज,ওভারহেড চার্জ
आच्छादित,ওভারল্যাপিং
अधिलिखित प्राधान्य,অগ্রাধিকার অগ্রাধিকার
अति-नियम,ওভার-বিধি
देखरेख,তদারকি
ओव्हरटाइम वेतन,অতিরিক্ত কাজের বেতন
ओव्हरल्यूएशन,অতিরিক্ত মূল্যায়ন
मालकी,মালিকানা
पॅकेज,প্যাকেজ
पॅकेज डील,প্যাকেজ চুক্তি
पॅकिंग आणि चिन्हांकित करणे,প্যাকিং এবং চিহ্নিত
पॅकिंग यादी,প্যাকিং তালিকা
करार,চুক্তি
देय,প্রদত্ত
देय भांडवल,পরিশোধিত মূলধন
पत्रक,পামফলেট
पॅनेल,প্যানেল
कागद,কাগজ
पॅरा,প্যারা
मुख्यमंत्र,প্যারামাউন্ট
पालक,পিতামাতা
पालक,পিতামাতার
मूळ कार्यालय,অভিভাবক অফিস
उत्कृष्टतेच्या पलीकडे,সমাবস্থা শ্রেষ্ঠত্ব
पॅरी पासू,যুগপত্
समानता,সমতা
संसद,সংসদ
भाग,অংশ
भाग फाइल,অংশ ফাইল
आंशिक,আংশিক
सहभागी व्हा,অংশগ্রহণ
विशेष,বিশেষ
तपशील,বিশদ বিবরণ
विभाजन,পার্টিশন
भागीदार,অংশীদার
भागीदारी डीड,অংশীদারিত্ব দলিল
भाग देय,অংশ পেমেন্ট
अर्ध - वेळ,খন্ডকালীন
पार्टी,পার্টি
भाषेचा मुल्य,সমান মান
पास,পাস
रस्ता,উত্তরণ
संकेतशब्द,পাসওয়ার্ড
पेटंट,পেটেন্ট
संरक्षक,পৃষ্ঠপোষক
वेतन,পে
वेतनपत्र,বিল পরিশোধ করুন
वेतन प्रमाणपत्र,বেতন শংসাপত্র
वेतन दिवस,দিন দিন
देयक,পে
देयक,প্রদানকারী
देय,অর্থ প্রদান
पैसे द्या,পরিশোধ
वेतन ऑर्डर,বেতন আদেশ
वेतन रोल,পে রোল
वेतन स्केल,বেতন কাঠামো
विचित्र,অদ্ভুত
दंड,দণ্ড
दंडविधान,দন্ড বিধি
दंडात्मक व्याज,শাস্তিমূলক সুদ
दंड द्या,শাস্তি
दंड,জরিমানা
प्रलंबित,বিচারাধীন
पेन डाउन स्ट्राइक,কলম স্ট্রাইক
पेन्शन,পেনশন
पेन्शन करण्यायोग्य,পেনশনযোগ্য
पेन्शनर,পেনশনার
पेन्शन योजना,পেনশন স্কীম
वार्षिक,প্রতি বছর
प्रति वाहक,বাহক প্রতি
दरडोई (= प्रत्येक डोके),মাথাপিছু (= প্রতি মাথা)
टक्केवारी,শতাংশ
बारमाही,বহুবর্ষজীবী
प्राधान्य खरेदी,অগ্রাধিকার ক্রয়
सादर करा,পারফর্ম
कामगिरी,কর্মক্ষমতা
कालावधी,পিরিয়ড
नियतकालिक,সাময়িকী
पुनरावलोकन अंतर्गत कालावधी,পর্যালোচনা অধীনে সময়কাল
खोटे बोलणे,মিথ্যা
भत्ता देणाऱ्या,পার্কস
कायम,স্থায়ী
प्रति मेन्सेम,প্রতি মেনসেম
परवानगीयोग्य,অনুমোদনযোগ্য
परवानगी,অনুমতি
परवानगी,অনুমতি
परवानगी,অনুমোদিত
चिरस्थायी,চিরস্থায়ী
चिरस्थायी,চিরস্থায়ী
परवानग्या (= पर्क्स),Perquisites (= perks)
वैयक्तिक,ব্যক্তিগত
वैयक्तिक मालमत्ता,ব্যাক্তিগত সম্পদ
वैयक्तिक बंध,ব্যক্তিগত বন্ড
व्यक्तिमत्व,ব্যক্তিত্ব
व्यक्तिमत्त्व नॉन ग्रेटा,একজন অগ্রহণযোগ্য ব্যক্তি
कर्मचारी,কর্মী
कर्मचारी धोरण,কর্মী নীতি
दृष्टीकोन,দৃষ্টিভঙ্গি
मनापासून,প্ররোচনা
समर्पक,প্রাসঙ্গিক
पेरूसल,পড়ন
याचिका,পিটিশন
याचिकाकर्ता,পিটিশনার
टप्पा,পর্যায়
फोटो,আলোকচিত্র
फोटोस्टॅट,ফটোস্ট্যাট
शारीरिक तपासणी,শারীরিক চেকিং
शारीरिक दोष,শারীরিক ত্রুটি
शारीरिक शिक्षण,শারীরিক শিক্ষা
शारीरिकदृष्ट्या अपंग,শারীরিক প্রতিবন্ধী
शारीरिक सत्यापन,শারীরিক যাচাইকরণ
पीसमेल,পিসিমিয়াল
तुकडा दर,টুকরা হার
तीर्थयात्रा,তীর্থযাত্রী
पायलट प्रोग्राम,পাইলট প্রোগ্রাম
पिन,পিন
प्लेसमेंट सेवा,প্লেসমেন্ট পরিষেবা
जन्मस्थान,জন্মস্থান
कामाचे ठिकाण,কাজের জায়গা
फिर्यादी,বাদী
योजना,পরিকল্পনা
नियोजन,পরিকল্পনা
वनस्पती,উদ্ভিদ
प्लेअर,খেলোয়াড়
विनंती,আবেদন
विनवणीकर्ता,আবেদনকারী
Combiscite,প্লেবিসাইট
तारण,প্রতিশ্রুতি
पूर्ण सत्र,পূর্ণাঙ্গ অধিবেশনে
प्लेनिपोटेन्टरी,প্লেনিপোটেনটিরি
प्लिंथ क्षेत्र,প্লিন্থ অঞ্চল
धोरण,নীতি
राजकीय क्रियाकलाप,রাজনৈতিক ক্রিয়াকলাপ
मतदान,পোল
प्रदूषण,দূষণ
राजकीय,রাজনৈতিক
तलाव,পুল
पोर्टफोलिओ,পোর্টফোলিও
स्थिती,অবস্থান
सकारात्मक,ইতিবাচক
पोस्ट,পোস্ট
पोस्ट दिनांकित,পোস্ট তারিখ
फॅक्टो नंतर मंजुरी,পোস্ট-ফ্যাক্টো অনুমোদন
पदव्युत्तर,স্নাতকোত্তর
मरणोत्तर,মরণোত্তর
पोस्टिंग,পোস্টিং
मॉर्टम नंतरची परीक्षा,পোস্ট মর্টেম পরীক্ষা
पुढे ढकलणे,স্থগিত করা
पोस्टस्क्रिप्ट (पी.एस.),পোস্টস্ক্রিপ্ট (পি.এস.)
शक्ती,শক্তি
पॉवर ऑफ अटर्नी,মোক্তারনামা
व्यावहारिक,অনুশীলনযোগ্য
सराव,অনুশীলন করা
प्री-ऑडिट,প্রাক-নিরীক্ষা
खबरदारी,সতর্কতা
उदाहरण,নজির
PRECSIS,প্রিসিস
तंतोतंत,সুনির্দিষ্ট
अटकाव करणे,বিরত
पूर्वसूचना,পূর্ব ধারণা
पूर्ववर्ती,পূর্বসূরী
प्रबळ,প্রাধান্য
प्रस्तावना,মুখবন্ধ
प्राधान्य,পছন্দ
गाठ,কুসংস্কার
प्राथमिक,প্রাথমিক
अकाली,অকাল
आवारात,প্রাঙ্গণ
प्रीमियम,প্রিমিয়াম
प्रीपेड,প্রিপেইড
प्रीपेड कार्ड,প্রিপেইড কার্ড
पूर्व नियोजित,প্রাক-পরিকল্পিত
प्रीपोन,প্রিপেন
प्री-रीसिप्ट बिल,প্রাক-গ্রহণযোগ্য বিল
प्रीरोजेटिव्ह,প্রিগ্রেটিভ
लिहून द्या,প্রেসক্রিপশন
लिहून दिले,নির্ধারিত
विहित फॉर्म,নির্ধারিত ফর্ম
सादरीकरण,উপস্থাপনা
अध्यक्ष,সভাপতিত্ব
अध्यक्ष,রাষ্ট্রপতি
दाबा,প্রেস
कॉपी दाबा,কপি টিপুন
गॅलरी दाबा,গ্যালারী প্রেস
गृहीत धरले,অনুমান করা হয়েছে
संभाव्य वेतन,অনুমানমূলক বেতন
गृहीत धरले,অনুমান করা
सबब,অজুহাত
प्रचलित,বিরাজ করা
प्रतिबंध करा,প্রতিরোধ
प्रतिबंध,প্রতিরোধ
प्रतिबंधात्मक,প্রতিরোধমূলক
किंमत चढउतार (= किंमत हालचाली),দামের ওঠানামা (= মূল্য চলাচল)
किंमत,মূল্য নির্ধারণ
प्राइम फीसी,প্রাইমা ফেসি
प्रामुख्याने,প্রাথমিকভাবে
प्राथमिक,প্রাথমিক
प्राथमिक पावती,প্রাথমিক প্রাপ্তি
प्राचार्य,অধ্যক্ষ
मुख्य कर्जदार,অধ্যক্ষ deb ণগ্রহীতা
प्रिंटर,প্রিন্টার
मुद्रण,মুদ্রণ
पूर्वीचे संकेत,পূর্বের ইঙ্গিত
प्राधान्य ग्रेडिंग,অগ্রাধিকার গ্রেডিং
कारागृह,কারাগার
कैदी,বন্দী
गोपनीयता,গোপনীয়তা
खाजगी आणि गोपनीय,ব্যক্তিগত ও গোপনীয়
विशेषाधिकार,অধিকার
विशेषाधिकार समिती,সুবিধা কমিটি
बक्षीस,পুরস্কার
संभाव्यता,সম্ভাবনা
प्रोबेट,প্রবেট
प्रोबेशन,প্রবেশন
प्रोबेशनरी,প্রবেশনারি
प्रोबेशनर,প্রবেশনার
चौकशी,ক্ষত পরীক্ষা করা
प्रक्रियात्मक नियम,পদ্ধতিগত নিয়ম
प्रक्रिया,পদ্ধতি
कार्यवाही,কার্যক্রম
प्रक्रिया,প্রক্রিয়া
प्रक्रिया,প্রক্রিয়াজাতকরণ
मिरवणूक,মিছিল
घोषणा,ঘোষণা
घोषणा,ঘোষণা
खरेदी,সংগ্রহ
उत्पादन,পণ্য
उत्पादन,উত্পাদন
व्यवसाय,পেশা
व्यावसायिक कामगिरी,পেশাদার অর্জন
प्रवीणता प्रमाणपत्र,দক্ষতা শংসাপত্র
प्रोफाइल,প্রোফাইল
नफा,লাভ
कार्यक्रम,কার্যক্রম
कार्यक्रमाचे वेळापत्रक,প্রোগ্রামের সময়সূচী
प्रोग्रामिंग,প্রোগ্রামিং
प्रगती,অগ্রগতি
पुरोगामी,প্রগতিশীল
प्रतिबंधीत,নিষিদ্ধ
प्रतिबंधित क्षेत्र,নিষিদ্ধ অঞ্চল
मनाई,নিষেধাজ্ঞা
निषिद्ध ऑर्डर,নিষিদ্ধ আদেশ
प्रकल्प,প্রকল্প
प्रोजेक्शन,অভিক্ষেপ
प्रमुख,বিশিষ্ট
वचन,প্রতিশ্রুতি
शपथपत्र,কর্জপত্র
प्रचार,প্রচার
प्रवर्तक,প্রবর্তক
जाहिरात,পদোন্নতি
प्रोमेट,প্রচার
प्रचार,প্রচার
उच्चार,উচ্চারণ
घोषणा,ঘোষণা
पुरावा,প্রমাণ
पाठवण्याचा पुरावा,প্রেরণের প্রমাণ
पुरावा वाचन,প্রুফ রিডিং
प्रसार,প্রচার
प्रसार,প্রচার
योग्य,সঠিক
मालमत्ता,সম্পত্তি
प्रस्ताव,প্রস্তাব
प्रस्ताव,প্রস্তাব
प्रोपॉन्ड,প্রোপাউন্ড
मालकी,মালিকানা
औपचारिकता,স্বীকৃতি
प्रो-रता,প্রো-রেটা
प्रो-रता कोटा,প্রো-রাতা কোটা
प्रोरोग,প্রোরোগ
साधक आणि बाधक,সুবিধা - অসুবিধা
CORCIBLE,মতামত
खटला,প্রসিকিউশন
प्रॉस्पेक्टस,প্রসপেক্টাস
प्रोटेम्पोर अपॉईंटमेंट,প্রোটেমপোর অ্যাপয়েন্টমেন্ট
प्रोटोकॉल,প্রোটোকল
सिद्ध करा,প্রমাণ করুন
प्रदान केलेले,সরবরাহ করা
भविष्य निर्वाह निधी,তহবিল
तरतूद,বিধান
तात्पुरते,অস্থায়ী
तात्पुरती यादी,অস্থায়ী তালিকা
प्रोव्हिसो,প্রোভিসো
निकटता,নৈকট্য
प्रॉक्सी,প্রক্সি
सार्वजनिक,জনসাধারণ
प्रकाशन,প্রকাশনা
सार्वजनिक कर्तव्य,পাবলিক ডিউটি
जनहित खटला,জনস্বার্থ মামলা
प्रसिद्धी,প্রচার
प्रकाशित,প্রকাশ
वक्तृत्व,সময়োপযোগী
शिक्षा,শাস্তি
खरेदी,ক্রয়
पूर्णपणे तात्पुरते,খাঁটি অস্থায়ী
हेतू,উদ্দেশ্য
पाठपुरावा,অন্বেষণ করা
उद्योगधंदा,সাধনা
कार्यक्षेत्र,পরিদর্শন
वर ठेवले,আপ
पुट-अप स्लिप,পুট আপ স্লিপ
पात्रता,যোগ্যতা
पात्र उमेदवार,যোগ্য প্রার্থী
पात्र,যোগ্যতা
पात्रता परीक्षा,যোগ্যতা পরীক্ষা
पात्रता चाचणी,যোগ্যতা পরীক্ষা
गुणात्मक तंत्रे,গুণগত কৌশল
गुणवत्ता,গুণ
गुणवत्ता नियंत्रण,মান নিয়ন্ত্রণ
प्रमाण,পরিমাণ
अलग ठेवणे रजा,পৃথকীকরণ ছুটি
तिमाही,ত্রৈমাসিক
खंडणी,কোয়াশ
अर्ध,কোয়াশি
अर्ध-परिमाण,অর্ধ-স্থায়ী
क्वेरी,প্রশ্ন
प्रश्न,প্রশ্ন
शंकास्पद,প্রশ্নবিদ্ধ
प्रश्न तास,প্রশ্ন ঘন্টা
प्रश्नावली,প্রশ্নাবলী
सोडा,প্রস্থান
कोरम,কোরাম
कोटा,কোটা
कोटेशन,উদ্ধৃতি
कोट,উদ্ধৃতি
शर्यत,রেস
वांशिक भेदभाव,জাতিগত বৈষম্য
रॅक,র্যাক
छापा,অভিযান
रेल्वे,রেলপথ
वाढवा,উত্থাপন
यादृच्छिक,এলোমেলো
यादृच्छिक नमुना,এলোমেলো নমুনা
श्रेणी,পরিসীমা
श्रेणी,র‌্যাঙ্ক
रँक आणि फाईल,র‌্যাঙ্ক এবং ফাইল
रँकिंग,র‌্যাঙ্কিং
वेगवान कृती शक्ती,র‌্যাপিড অ্যাকশন ফোর্স
दुर्मिळ,বিরল
पुरळ,ফুসকুড়ি
रेट करण्यायोग्य मूल्य,ইঁদুরযোগ্য মান
दर,রেট
दर करार,রেট চুক্তি
दर यादी,রেট তালিকা
मंजुरी,অনুমোদন
रेटिंग,রেটিং
गुणोत्तर,অনুপাত
रेशन,রেশন
तर्कसंगत,যুক্তিসঙ্গত
तर्कसंगतता,যৌক্তিকতা
रेशन भत्ता,রেশন ভাতা
कच्चा माल,কাঁচামাল
कच्चे उत्पादन,কাঁচা পণ্য
प्रतिक्रिया,প্রতিক্রিয়া
वाचन,পড়া
समायोजित करा,রিডজাস্ট
तयार योजना,প্রস্তুত পরিকল্পনা
रेडी रीकॉनर,প্রস্তুত রেকনার
वास्तविक,বাস্তব
वास्तविक कमाई,বাস্তব উপার্জন
रिअल इस्टेट,আবাসন
वास्तविकता,বাস্তবতা
प्राप्ती,উপলব্ধি
लक्षात घ्या,উপলব্ধি করুন
पुनर्बांधणी,পুনরায় নিয়োগ
पुनर्बांधणी,পুনরায় আবেদন
कारण,কারণ
पुनर्मूल्यांकन,পুনর্নির্মাণ
सूट,ছাড়
आठवते,স্মরণ করুন
कमी करा,পুনরায়
पावती,প্রাপ্তি
पावती पुस्तक,রসিদ বই
पावती आणि वितरण,প্রাপ্তি এবং বিতরণ
प्राप्त करा,গ্রহণ
प्राप्तकर्ता,রিসিভার
अलीकडील,সাম্প্রতিক
रिसेप्शन,অভ্যর্থনা
ग्रहणक्षम,গ্রহণযোগ্য
सुट्टी,অবকাশ
प्राप्तकर्ता,প্রাপক
परस्पर,পারস্পরিক
परस्पर मागणी,পারস্পরিক চাহিদা
परतावा,প্রতিদান
परस्परसंवाद,পারস্পরিক ক্রিয়াকলাপ
बेपर्वा,বেপরোয়া
गणना,বোধ করা
नोंदणीयोग्य सेवा,গণনাযোগ্য পরিষেবা
पुनर्प्राप्ती,পুনরুদ্ধার
ओळख,স্বীকৃতি
ओळखले,স্বীকৃত
आठवते,স্মরণ করা
शिफारस करा,সুপারিশ
शिफारस,সুপারিশ
शिफारस पत्र,প্রস্তাবিত চিঠি
समेट,পুনর্মিলন
सलोखा,পুনর্মিলন
पुनर्विचार,পুনর্বিবেচনা
पुनर्रचना,পুনর্গঠন
पुनर्रचना,পুনর্গঠন
फाईलची पुनर्रचना,ফাইল পুনর্গঠন
विक्रम,রেকর্ড
रेकॉर्ड बुक,রেকর্ড বই
सेवेची नोंद,পরিষেবা রেকর্ড
सहकार्य,আশ্রয়
पुनर्प्राप्त,পুনরুদ্ধার
पुनर्प्राप्ती,পুনরুদ্ধার
करमणूक,বিনোদন
भरती,নিয়োগ
भरती प्राधिकरण,নিয়োগ কর্তৃপক্ষ
भरती,নিয়োগ
भरती नियम,নিয়োগ বিধি
दुरुस्ती,সংশোধন
आवर्ती,পুনরাবৃত্তি
सोडवा,খালাস
विमोचन,মুক্তি
पुनर्निर्देशित,পুনঃনির্দেশিত
निराकरण करा,প্রতিকার
निवारण,প্রতিকার
लाल-टॅपिझम,লাল-ট্যাপিজম
कपात,হ্রাস
निरर्थक,অপ্রয়োজনীয়
पुन्हा रोजगार,পুনরায় কর্মসংস্থান
पुन्हा प्रवेश,পুনরায় প্রবেশ
संदर्भ,উল্লেখ করুন
संदर्भ,রেফারেন্স
रेफरल,সুপারিশ
वेतन पुनर्स्थापना,বেতন পুনর্নবীকরণ
सुधारणा,সংশোধন
पासून टाळा,থেকে বিরত থাকুন
रीफ्रेशमेंट,রিফ্রেশমেন্ট
परतावा,ফেরত
परत करण्यायोग्य,ফেরতযোগ্য
नकार,অস্বীকার
नकार द्या,প্রত্যাখ্যান
रजा नाकारली,ছুটি অস্বীকার
खंडन,খণ্ডন
संदर्भ,বিবেচনা করুন
प्रदेश,অঞ্চল
प्रादेशिक,আঞ্চলিক
नोंदणी करा,নিবন্ধন
नोंदणीकृत,নিবন্ধিত
नोंदणीकृत कार्यालय,নিবন্ধিত দপ্তর
नोंदणी प्राधिकरण,নিবন্ধকরণ কর্তৃপক্ষ
नोंदणी शुल्क,নিবন্ধন ফি
नोंदणी पत्रक,নিবন্ধন ফর্ম
नोंदणी,রেজিস্ট্রি
खंत,আফসোস
पुन्हा एकत्र येत आहे,পুনরায় গ্রুপিং
नियमित,নিয়মিত
नियमित केडर,নিয়মিত ক্যাডার
नियमित करणे,নিয়মিতকরণ
नियमित सेवा,নিয়মিত পরিষেবা
नियम,আইন
पुनर्वसन,পুনর্বাসন
तालीम,মহড়া
परतफेड,পরিশোধ
पुन्हा स्थापित करा,পুনঃস্থাপন
पुनरुच्चार करा,পুনরাবৃত্তি
नाकारणे,প্রত্যাখ্যান
नकार,প্রত্যাখ্যান
पुन्हा जॉइंडर,পুনর্গঠিত
संबंध,সম্পর্ক
नातेवाईक,আত্মীয়
सापेक्ष मूल्यांकन,আপেক্ষিক মূল্যায়ন
विश्रांती,শিথিলকরণ
नियम विश्रांती,নিয়মের শিথিলকরণ
सोडणे,মুক্তি
प्रकाशन तारीख,মুক্তির তারিখ
संबंधित,প্রাসঙ্গিক
संबंधित कागदपत्रे,প্রাসঙ্গিক কাগজপত্র
विश्वसनीय,নির্ভরযোগ্য
मदत,স্বস্তি
मदत आणि पुनर्वसन,ত্রাণ এবং পুনর্বাসন
मदत यादी,ত্রাণ তালিকা
मदत कामे,ত্রাণ কাজ
आराम करा,উপশম
रिलीव्हर,রিলিভার
सोडणे,ত্যাগ
शुल्क सोडणे,চার্জ ত্যাগ
स्थानांतरण,স্থানান্তর
अनिच्छा,অনীহা
टिप्पणी,মন্তব্য
टीका स्तंभ,মন্তব্য কলাম
उपाययोजना,প্রতিকারমূলক ক্রিয়া
उपचारात्मक उपाय,প্রতিকারমূলক ব্যবস্থা
उपचारात्मक हस्तांतरण,প্রতিকার স্থানান্তর
स्मरणपत्र,অনুস্মারক
माफी,ক্ষমা
पाठवा,লাঘব করা
पैसे,রেমিটি
पाठिंबा,রেমিট্যান্স
दूरस्थ,দূরবর্তী
रिमोट कंट्रोल,দূরবর্তী নিয়ন্ত্রণ
काढणे,অপসারণ
मानधन,পারিশ্রমিক
प्रस्तुत करा,রেন্ডার
नूतनीकरण,পুনর্নবীকরণ
मागणीचे नूतनीकरण,চাহিদা পুনর্নবীকরণ
निर्विवाद,ত্যাগ করুন
नूतनीकरण,সংস্কার
भाडे,ভাড়া
भाड्याने जागा,ভাড়া স্থান
पुन्हा उघडणे,পুনরায় খোলা
पुनर्रचना,পুনর্গঠন
पुनर्रचना,পুনর্নির্মাণ
दुरुस्त करण्यायोग्य,মেরামতযোগ্য
स्वदेशी परत पाठविणे,নিজের দেশে ফিরিয়ে দেওয়া
सेवांची परतीसाठी,পরিষেবা প্রত্যাবাসন
परतफेड,শোধ করুন
परतफेड करण्यायोग्य,পরিশোধযোগ্য
रद्द करा,বাতিল
ऑर्डर पुन्हा करा,পুনরাবৃত্তি যাতে
पुनरावृत्ती काम,পুনরাবৃত্তি কাজ
पुनर्स्थित करा,প্রতিস্থাপন
बदली,প্রতিস্থাপন
