Marathi,Telugu
रॅक,ర్యాక్
छापा टाकला,రైడ్
छापा टाकला,రైడ్
तटबंदी,ప్రాకారము
तटबंदी,ప్రాకారము
लूटमार,దోపిడీ
खंडणी,విమోచన క్రయధనం
खंडणी,విమోచన క్రయధనం
नासाडी,విధ్వంసం
नासाडी,విధ్వంసం
क्षेत्र,రాజ్యం
मागील गार्ड,వెనుక గార్డు
मागील गार्ड क्रिया,వెనుక రక్షణ చర్య
बंडखोर,తిరుగుబాటుదారుడు
बंडखोरी,తిరుగుబాటు
बंडखोरीची ओळख,తిరుగుబాటుకు గుర్తింపు
रिकंडक्शन,రీకండక్షన్
टोपण,నిఘా
पुनर्रचना,పునర్నిర్మాణం
विक्रम,రికార్డ్ చేయండి
रेकॉर्ड ऑफिस,రికార్డు కార్యాలయం
विक्रमी निवृत्ती,రికార్డ్ రిటైర్మెంట్
लाल शर्ट,ఎర్ర చొక్కాలు
सुधारणा,సంస్కరణ
निर्वासित,శరణార్థ
रेगलिया,రెగాలియా
रेगलिया,రెగాలియా
रेगलिया,రెగాలియా
रीजन्सी,రీజెన్సీ
रीजेंट,రీజెంట్
रीजेंट राणी,రీజెంట్ రాణి
रेजिसाइड,రెజిసైడ్
रेजिसाइड्स,రెజిసైడ్లు
राजवट,పాలన
राजवट,పాలన
प्रदेश,ప్రాంతం
Regnal वर्ष,రెగ్నల్ సంవత్సరం
रेग्नंट,రెగ్నెంట్
रेग्नम,రెగ్నమ్
रेच,రీచ్
राजवट,పాలన
राजवट,పాలన
राज्य करणारे कुटुंब,పాలించే కుటుంబం
दहशतीचे राज्य,భయానక పాలన
दहशतीचे राज्य,భయానక పాలన
मजबुत करा,బలపరచు
मजबुतीकरण,అదనపుబల o
पुनर्स्थापना,పునఃస్థాపన
पुन्हा गुंतवणूक करा,తిరిగి పెట్టుబడి పెట్టండి
रिले पोस्ट,రిలే పోస్ట్
रिले मार्ग,రిలే మార్గం
रिले प्रणाली,రిలే వ్యవస్థ
सोडा,విడుదల
सोडा,విడుదల
त्याग,త్యజించుట
त्याग,త్యజించుట
रेपर्टरी (=इन्व्हेंटरी),రెపర్టరీ (=ఇన్వెంటరీ)
भांडार,రిపోజిటరీ
भांडार,రిపోజిటరీ
प्रजासत्ताक,రిపబ్లిక్
प्रजासत्ताक दिवस,గణతంత్ర దినోత్సవం
रिस्क्रिप्ट,రిస్క్రిప్ట్
रिस्क्रिप्ट,రిస్క్రిప్ట్
रहिवासी,నివాసి
जीर्णोद्धार,పునరుద్ధరణ
पुनरुत्थान,పునరుత్థానం
पुनरुत्थान,పునరుత్థానం
माघार,తిరోగమనం
उलटे (नाण्याचे),రివర్స్ (నాణెం)
बंड,తిరుగుబాటు
क्रांती,విప్లవం
"क्रांती, फ्रेंच","విప్లవం, ఫ్రెంచ్"
क्रांती गौरवशाली,విప్లవం గ్లోరియస్
"क्रांती, औद्योगिक","విప్లవం, పారిశ్రామిక"
उगवतो,రైజింగ్
रॉटन-बरो,రాటెన్-బరో
रफ रायडर्स,రఫ్ రైడర్స్
गोलाकार डोके,గుండ్రని తలలు
राउट,రూట్
रॉयल प्रेक्षक,రాయల్ ప్రేక్షకులు
रॉयल चार्टर,రాయల్ చార్టర్
रॉयल क्रेस्ट,రాయల్ క్రెస్ట్
रॉयल क्रेस्ट,రాయల్ క్రెస్ట్
शाही हुकूम,రాయల్ డిక్రీ
रुब्रिक,రూబ్రిక్
अवशेष,శిథిలాలు
धावपटू,రన్నర్
तोडफोड,విధ్వంసం
साबर,సాబెర్
सेबर्स,సాబర్స్
त्याग,త్యాగం
त्याग,త్యాగం
त्याग,త్యాగం
सुरक्षित आचरण,సురక్షితమైన ప్రవర్తన
सेफगार्ड,రక్షణ
सेफगार्ड,రక్షణ
कर्तव्यांचे रक्षण करणे,రక్షణ విధులు
सायली,సాలీ
सॅली-बंदर,సాలీ-పోర్ట్
राजदंड,రాజదండం
स्किमिटर,స్కిమిటార్
दुसरी इस्टेट,రెండవ ఎస్టేట్
पंथ,శాఖ
पंथ,శాఖ
जप्ती,నిర్భందించటం
जप्ती,నిర్భందించటం
सिनेट,సెనేట్
सिनेट,సెనేట్
सिनेट,సెనేట్
सिनेट,సెనేట్
सेवक (= सीमा किंवा विलेन),సెర్ఫ్ (=బోర్డార్ లేదా విల్లెన్)
सेवक (= सीमा किंवा विलेन),సెర్ఫ్ (=బోర్డార్ లేదా విల్లెన్)
दासत्व (सरफहुड किंवा सर्फेज),సెర్ఫోడమ్ (సెర్ఫ్‌హుడ్ లేదా సెర్ఫేజ్)
दासत्व (सरफहुड किंवा सर्फेज),సెర్ఫోడమ్ (సెర్ఫ్‌హుడ్ లేదా సెర్ఫేజ్)
सावलीचा राजा,నీడ రాజు
शिप मनी,షిప్ మనీ
शॉक सैन्य (= वादळ सैन्य),షాక్ దళాలు (=తుఫాను దళాలు)
लहान संसद,పొట్టి పార్లమెంట్
चकमक,వాగ్వివాదం
गुलाम,బానిస
गुलामगिरी,బానిసత్వం
गुलामगिरी,బానిసత్వం
सैनिक राजकारणी,సైనిక రాజనీతిజ్ఞుడు
भाला,ఈటె
भाला-डोके,ఈటె-తల
गोलाकार,గోళము
स्फ्रागिस्टिक्स,స్ఫ్రాగిస్టిక్స్
व्यवस्था खराब करते,వ్యవస్థను పాడు చేస్తుంది
स्क्वायर,స్క్వైర్
स्क्वायर,స్క్వైర్
स्क्वायरार्की,Squirearchy
स्क्वायरार्की,Squirearchy
मानक,ప్రామాణికం
मानक-वाहक,స్టాండర్డ్ బేరర్
उभे सैन्य,స్టాండింగ్ ఆర్మీ
स्थायी आदेश,స్టాండింగ్ ఆర్డర్లు
स्थायी आदेश,స్టాండింగ్ ఆర్డర్లు
स्टेटसमन,రాజనీతిజ్ఞుడు
दगडी शिलालेख,రాతి శాసనం
तुफान सैन्य,తుఫాను దళాలు
डावपेच,వ్యూహం
रणनीती,వ్యూహం
रणनीती,వ్యూహం
रणनीती,వ్యూహం
स्ट्रॅटोक्रसी,స్ట్రాటోక్రసీ
कलह,కలహాలు
कलह,కలహాలు
मजबूत पकड,బలమైన పట్టు
मजबूत पकड,బలమైన పట్టు
उपकंपनी टॅलायन्स,అనుబంధ టాలయన్స్
उत्तराधिकारी,వారసత్వం
उत्तराधिकारी,వారసుడు
मताधिकार,ఓటు హక్కు
मताधिकारवादी,ఓటు హక్కుదారుడు
सल्तनत,సుల్తానేట్
सुलतानी काळ,సుల్తానేట్ కాలం
शरणागती,లొంగిపో
सुझरेन,సుజెరైన్
सुझरेन राज्य,సుజరైన్ రాష్ట్రం
तलवारबाज,ఖడ్గవీరుడు
तमनी सोसायटी,తమ్మనీ సొసైటీ
टेम्पर्ड तलवार,కోపముగల కత్తి
भाडेकरू,అద్దెదారు
भाडेकरू,అద్దెదారు
प्रदेश,భూభాగం
प्रदेश,భూభాగం
प्रदेश सरकार,భూభాగం ప్రభుత్వం
दहशतवाद,తీవ్రవాదం
तिसरी इस्टेट,థర్డ్ ఎస్టేట్
तीन इस्टेट्स,మూడు ఎస్టేట్లు
टोल,టోల్
टोल घर,టోల్ హౌస్
थडगे,సమాధి
टोरी,టోరీ
टोटेम,టోటెమ్
टॉवर,టవర్
टॉवर,టవర్
विजयाचा टॉवर,విజయ టవర్
देशद्रोही,దేశద్రోహి
विश्वासघात,ద్రోహం
देशद्रोह,రాజద్రోహం
करार,సంధి
युद्धाद्वारे चाचणी (= लढाईद्वारे माग),యుద్ధం ద్వారా విచారణ (=యుద్ధం ద్వారా కాలిబాట)
श्रद्धांजली,నివాళి
श्रद्धांजली,నివాళి
श्रद्धांजली भूमी,నివాళి భూమి
तिहेरी युती,ట్రిపుల్ కూటమి
तिहेरी entente,ట్రిపుల్ entente
विजय,విజయం
विजय,విజయం
गडबड,అలజడి
अत्याचारी,నిరంకుశ హత్య
अत्याचारी,నిరంకుశ హత్య
जुलमी,దౌర్జన్యం
जुलमी,దౌర్జన్యం
जुलमी,నిరంకుశుడు
उल्हान,ఉహ్లాన్
उकासे,ఉకాసే
उकासे,ఉకాసే
उलेमा,ఉలేమా
अल्टिमेटम,అల్టిమేటం
अल्टिमेटम,అల్టిమేటం
सॅम काका,సామ్ మామయ్య
अंडर-राजा,అండర్-కింగ్
युनायटेड आयरिशमन,యునైటెడ్ ఐరిష్ మెన్
संयुक्त राष्ट्र,ఐక్యరాజ్యసమితి
संयुक्त प्रांत,యునైటెడ్ ప్రావిన్స్
संयुक्त प्रांत,యునైటెడ్ ప్రావిన్స్
अतुलनीय किल्ला,అసమానమైన కోట
सार्वत्रिक सम्राट,సార్వత్రిక చక్రవర్తి
सार्वत्रिक मताधिकार,సార్వత్రిక ఓటు హక్కు
उठाव,తిరుగుబాటు
उपभोग,దోపిడీ
हडप करणारा,దోపిడీదారుడు
युटोपिया,ఆదర్శధామం
तोडफोड,విధ్వంసం
तोडफोड,విధ్వంసం
मोहरा,వాన్గార్డ్
मोहरा,వాన్గార్డ్
मोहरा,వాన్గార్డ్
वरांगीयन,వరంజియన్
वरांजीयन गार्ड,వరంజియన్ గార్డు
वासल,వాసల్
वासल,వాసల్
वासल राज्य,వాసల్ రాష్ట్రం
व्हॅटिकन कौन्सिल,వాటికన్ కౌన్సిల్
भांडे,ఓడ
भांडे,ఓడ
भांडे,ఓడ
उपराजा,ఉపరాజు
व्हाईसरॉय,వైస్రాయ్
व्हाईसरॉयल्टी = व्हाईसरॉयशिप,వైస్రాయిల్టీ=వైస్రాయ్‌షిప్
व्हिक्टर,విక్టర్
विजय,విజయం
विलेन,విలన్
जलप्रवास,సముద్రయానం
असुरक्षित किल्ला,దుర్బలమైన కోట
वॉल पेंटिंग,వాల్ పెయింటింగ్
भिंत पेंटिंग,వాల్ పెయింటింగ్
युद्ध,యుద్ధం
युद्धाचा अधिपती,యుద్ధ ప్రభువు
योद्धा,యోధుడు
योद्धा,యోధుడు
योद्धा,యోధుడు
युद्धनौका,యుద్ధనౌక
पहा-शब्द,వాచ్-వర్డ్
कल्याणकारी राज्य,సంక్షేమ రాజ్యం
कल्याणकारी कार्य,సంక్షేమ పనులు
विग,విగ్
पांढरा झेंडा,తెల్ల జెండా
व्हाईटमेनचे ओझे,తెల్లవారి భారం
जागतिक साम्राज्य,ప్రపంచ సామ్రాజ్యం
जागतिक चळवळ,ప్రపంచ ఉద్యమం
जागतिक राजकारण,ప్రపంచ రాజకీయాలు
जागतिक शक्ती,ప్రపంచ శక్తి
विश्वयुद्ध,ప్రపంచ యుద్ధం
कामगार,వ్రేకర్
मोडतोड दुरुस्ती,ధ్వంసమైన సవరణ
झेनेलासिस,జెనెలాసిస్
झेनोफोबिया,జెనోఫోబియా
यँकी,యాంకీ
पिवळे जाकीट,పసుపు రంగు గల చొక్కా
पिवळा माणूस,పసుపు మనిషి
पिवळा धोका,పసుపు ప్రమాదం
पिवळा प्रेस,పసుపు ప్రెస్
तरुण तुर्क,యంగ్ టర్క్స్
झ्यूस,జ్యూస్
झिओनिझम,జియోనిజం
झोरास्ट्रियन धर्म,జొరాస్ట్రియనిజం
