Malayalam,Assamese
"1. യുക്തിസഹമായ സ്വഭാവം, 2. യുക്തിപരമായ സ്വഭാവം","1. যুক্তিবাদী চৰিত্ৰ, 2. যুক্তিসংগত চৰিত্ৰ"
ലോജിക്കൽ പാറ്റേൺ,যুক্তিসংগত আৰ্হি
ലോജിക്കൽ മൂല്യം,লজিকেল মান
ലോജിക്കൽ വേരിയബിൾ,লজিকেল ভেৰিয়েবল
നേടിയ അവലോകനം,অভাৰভিউ লাভ কৰা হৈছে
പ്രിവ്യൂ സെറ്റ്,পূৰ্বদৰ্শন ছেট
നിരീക്ഷണം,পৰ্যবেক্ষণ
"1.ലൂപ്പ്, 2.ലൂപ്പ്","১.লুপ, ২.লুপ"
ലൂപ്പ് നിയന്ത്രണം,লুপ নিয়ন্ত্ৰণ
ലൂപ്പ് സമാരംഭം,লুপ আৰম্ভণি
ലൂപ്പ് വ്യത്യാസം,লুপৰ তাৰতম্য
"1.ലൂപ്പ് നെറ്റ്‌വർക്ക്, 2.ലൂപ്പ് നെറ്റ്‌വർക്ക്","1.লুপ নেটৱৰ্ক, 2.লুপ নেটৱৰ্ক"
ലൂപ്പ് സമാരംഭം,লুপ আৰম্ভণি
ലൂപ്പ്-കാലാവധി,লুপ-এণ্ডিং
കൌണ്ടർ-ലൂപ്പ് ടെസ്റ്റ്,কাউণ্টাৰ-লুপ পৰীক্ষা
അയഞ്ഞ കപ്പിൾഡ്,শিথিলভাৱে সংযুক্ত
നഷ്ടമില്ലാത്ത കംപ്രഷൻ,ক্ষতিহীন সংকোচন
ഹസ്സെ കംപ്രഷൻ,হাছে কম্প্ৰেছন
കുറഞ്ഞ ബൈറ്റ്,কম বাইট
താഴ്ന്ന നിലയിലുള്ള ഭാഷ,নিম্নস্তৰৰ ভাষা
കുറഞ്ഞ പാസ് ഫിൽട്ടർ,লো পাছ ফিল্টাৰ
"1. താഴ്ന്ന അവസ്ഥ, 2. താഴെ ബന്ധിപ്പിച്ചിരിക്കുന്നു","1.নিম্ন কণ্ডিচনেড, 2. তলত বান্ধি থোৱা আছে"
"1.MAC പ്രോട്ടോക്കോൾ, 2.MAC എത്തിക്സ് (മിഡിൽ ആക്സസ് കൺട്രോൾ)","1.MAC প্ৰটোকল, 2.MAC নৈতিকতা (মধ্যমীয়া প্ৰৱেশ নিয়ন্ত্ৰণ)"
"1. യന്ത്രം, 2. യന്ത്രം","১.যন্ত্ৰ, ২.যন্ত্ৰ"
മെഷീൻ വിലാസം,মেচিনৰ ঠিকনা
"1. മെഷീൻ കോഡ്, 2. മെഷീൻ കോഡ്","১.মেচিন ক’ড, ২.মেচিন ক’ড"
യന്ത്രചക്രം,মেচিনৰ চকা
യന്ത്രവത്കൃത ഭാഷ,যান্ত্ৰিক ভাষা
മെക്കാനിക്കൽ സോഫ്റ്റ്വെയർ,যান্ত্ৰিক চফ্টৱেৰ
ഉപകരണ പിശക്,ডিভাইচৰ ভুল
മെഷീൻ നിഷ്ക്രിയ സമയം,মেচিনৰ অচল সময়
യന്ത്രഭാഷ,মেচিন ভাষা
മാനുവൽ,হাতপুথি
യന്ത്രബോധം,মেচিন চেন্স
"1.യന്ത്രഭാഷ, 2.യന്ത്രഭാഷ","১.মেচিন লেংগুৱেজ, ২.মেচিন লেংগুৱেজ"
യന്ത്ര പഠനം,মেচিন লাৰ্নিং
യന്ത്ര പ്രവർത്തനം,মেচিন অপাৰেচন
യന്ത്രഭാഷ,মেচিন ভাষা
മെഷീൻ പ്രകടനം,মেচিনৰ পৰিৱেশন
മെഷീൻ സിമുലേഷൻ,মেচিন চিমুলেচন
മെഷീൻ ഹൈജാക്കിംഗ് സമയം,মেচিন হাইজেকিং সময়
യന്ത്ര വിവർത്തനം,মেচিন অনুবাদ
യന്ത്ര വാക്കുകൾ,মেচিন শব্দ
മാക്രോ നിർദ്ദേശം,মেক্ৰ&#39; নিৰ্দেশনা
മാക്രോ സ്കെയിൽ,মেক্ৰ&#39; স্কেল
മാസ് അസംബ്ലിംഗ് പ്രോഗ്രാം,গণ সমাবেশ কাৰ্যসূচী
മൊത്തത്തിലുള്ള വിളി,স্থূল কল
"1. മാക്രോ കോഡ്, 2. മാക്രോ കോഡ്","১.মেক্ৰ’ ক’ড, ২.মেক্ৰ’ ক’ড"
മാക്രോ കമാൻഡ്,মেক্ৰ&#39; কমাণ্ড
മാക്രോ പ്രഖ്യാപനം,মেক্ৰ&#39; ঘোষণা
മാക്രോ നിർവചനം,মেক্ৰ&#39; সংজ্ঞা
മാക്രോ ഫ്ലോ ചാർട്ട്,মেক্ৰ&#39; ফ্ল&#39; চাৰ্ট
മാക്രോ ജനറേറ്റർ,মেক্ৰ&#39; জেনেৰেটৰ
മാക്രോ നിർദ്ദേശം,মেক্ৰ&#39; নিৰ্দেশনা
സ്ഥൂല ഭാഷ,স্থূল ভাষা
മാക്രോ ലൈബ്രറി,মেক্ৰ&#39; লাইব্ৰেৰী
മാക്രോ പാരാമീറ്റർ,মেক্ৰ&#39; প্ৰাচল
മാക്രോ പ്രോസസ്സിംഗ്,মেক্ৰ&#39; প্ৰচেছিং
"1.മാക്രോ പ്രോസസർ, 2. മാക്രോപ്രോസസർ","1.মেক্ৰ&#39; প্ৰচেছৰ, 2. মেক্ৰ&#39;প্ৰচেছৰ"
മാക്രോ പ്രോഗ്രാമിംഗ്,মেক্ৰ&#39; প্ৰগ্ৰেমিং
ഗ്രോസ് പ്രോട്ടോടൈപ്പ്,স্থূল প্ৰট&#39;টাইপ
"1.മാക്രോ എൻകോഡിംഗ്, 2.മാക്രോ കോഡിംഗ്","1.মেক্ৰ&#39; এনকোডিং, 2.মেক্ৰ&#39; ক&#39;ডিং"
മെഗാബൈറ്റ് (MB),মেগাবাইট (MB)
മാന്ത്രിക ചിഹ്നം,যাদুৰ চিহ্ন
മാന്ത്രിക സംഖ്യ,যাদু সংখ্যা
കാന്തിക ബബിൾ മെമ്മറി,চুম্বকীয় বুদবুদ স্মৃতিশক্তি
കാന്തിക കാർഡ്,চুম্বকীয় কাৰ্ড
"1.കാന്തിക കോശം, 2.കാന്തിക കോശം","১.চুম্বকীয় কোষ, ২.চুম্বকীয় কোষ"
കാന്തിക ചിഹ്നം,চুম্বকীয় চিহ্ন
കാന്തിക കോർ സംഭരണം,চুম্বকীয় কোৰ সংৰক্ষণ
"1.കാന്തിക ഡിസ്ക്, 2. കാന്തിക ഡിസ്ക്","1.চুম্বকীয় ডিস্ক, 2. চুম্বকীয় ডিস্ক"
കാന്തിക ഡിസ്ക് വിലാസം,চুম্বকীয় ডিষ্কৰ ঠিকনা
കാന്തിക ഡിസ്ക് മെമ്മറി,চুম্বকীয় ডিস্ক মেমৰি
കാന്തിക ഡ്രം,চুম্বকীয় ড্ৰাম
"1.കാന്തിക എൻകോഡിംഗ്, 2.കാന്തിക കോഡിംഗ്, 3.കാന്തിക കോഡിംഗ്","1.চুম্বকীয় এনকোডিং, 2.চুম্বকীয় ক&#39;ডিং, 3.চুম্বকীয় ক&#39;ডিং"
കാന്തിക ടോപ്പ്,চুম্বকীয় শীৰ্ষ
കാന്തിക മഷി,চুম্বকীয় চিয়াঁহী
മാഗ്നറ്റിക് ഇങ്ക് ക്യാരക്ടർ റെക്കഗ്നിഷൻ (MICR),চুম্বকীয় চিয়াঁহী আখৰ চিনাক্তকৰণ (MICR)
കാന്തിക മാധ്യമം,চুম্বকীয় মাধ্যম
കാന്തിക വായന,চুম্বকীয় পঢ়া
കാന്തിക റെക്കോർഡിംഗ്,চুম্বকীয় ৰেকৰ্ডিং
കാന്തിക സംഭരണം,চুম্বকীয় সংৰক্ষণ
കാന്തിക വര,চুম্বকীয় ৰেখা
കാന്തിക ടേപ്പ്,চুম্বকীয় টেপ
കാന്തിക ടേപ്പ് കാട്രിഡ്ജ്,চুম্বকীয় টেপ কাৰ্টিজ
കാന്തിക ടേപ്പ് ഡ്രൈവ്,চুম্বকীয় টেপ ড্ৰাইভ
കാന്തിക ടേപ്പ് മുൻഗാമി,চুম্বকীয় টেপ পূৰ্বসূৰী
മാഗ്നറ്റിക് ടേപ്പ് ലൈബ്രേറിയൻ,চুম্বকীয় টেপ লাইব্ৰেৰিয়ান
കാന്തിക ടേപ്പ് ആക്സസ്,চুম্বকীয় টেপ প্ৰৱেশ
കാന്തിക ടേപ്പ് യൂണിറ്റ്,চুম্বকীয় টেপ ইউনিট
"1.കാന്തിക നേർത്ത പാളി, 2. കാന്തിക നേർത്ത ഫിലിം","1.চুম্বকীয় পাতল স্তৰ, 2.চুম্বকীয় পাতল ফিল্ম"
കാന്തിക പാത,চুম্বকীয় পথ
കാന്തിക ഒപ്റ്റിക്കൽ സംഭരണം,চুম্বকীয় আলোকীয় সংৰক্ষণ
"1.മാഗ്നറ്റ് പ്രിന്റർ, 2.മാഗ്നറ്റ് പ്രിന്റർ","1.চুম্বক প্ৰিন্টাৰ, 2.চুম্বক প্ৰিন্টাৰ"
കാന്തിക വികലത,চুম্বকীয় বিকৃতি
കാന്തിക വൈകല്യമുള്ള ടാബ്‌ലെറ്റ്,চুম্বকীয়ভাৱে বিকৃত কৰিব পৰা টেবলেট
"1. മെയിൽ ബോക്സ്, 2. മെയിൽ ബോക്സ്","১.মেইল বক্স, ২.মেইল বক্স"
മെയിൽ ലയനം,মেইল মাৰ্জ কৰক
"1. ചീഫ് കൺട്രോൾ യൂണിറ്റ്, 2. ചീഫ് കൺട്രോൾ യൂണിറ്റ്","১.মুখ্য নিয়ন্ত্ৰণ একক, ২.মুখ্য নিয়ন্ত্ৰণ একক"
പ്രധാന ഫ്രെയിം,মূল ফ্ৰেম
"1.മെയിൻ ഫ്രെയിം സിസ്റ്റം, 2.മെയിൻ ഫ്രെയിം മെക്കാനിസം","1.মূল ফ্ৰেম ব্যৱস্থা, 2.মূল ফ্ৰেম ব্যৱস্থা"
"1.മെയിൻ മെമ്മറി, 2.മെയിൻ മെമ്മറി","১.মূল স্মৃতি, ২.মূল স্মৃতি"
"1. പ്രധാന പ്രോഗ്രാം, 2. പ്രധാന പ്രോഗ്രാം","১.মূল কাৰ্যসূচী, ২.মূল কাৰ্যসূচী"
പ്രധാന സംഭരണം,মূল সংৰক্ষণ
"1.മെയിൻ സ്വിച്ച്, 2.മെയിൻ സ്വിച്ച്","১.মেইন চুইচ, ২.মেইন চুইচ"
"1.പരിപാലനം, 2.പരിപാലനം","1.ৰক্ষণাবেক্ষণ, 2.ৰক্ষণাবেক্ষণ"
മെയിന്റനൻസ് പാനൽ,ৰক্ষণাবেক্ষণ পেনেল
അറ്റകുറ്റപ്പണി സമയം,ৰক্ষণাবেক্ষণৰ সময়
വലിയ വൃത്തം,ডাঙৰ বৃত্ত
പ്രധാന ഉപകരണം,কী ডিভাইচ
പ്രധാന കീ,মূল চাবি
പ്രധാന വേദി,মূল মঞ্চ
പ്രധാന ഘടന,মূল গঠন
പ്രധാന ജോലി,মূল কাম
ഭൂരിപക്ഷ ഘടകം,সংখ্যাগৰিষ্ঠ উপাদান
ഭൂരിപക്ഷ ഗേറ്റ്,সংখ্যাগৰিষ্ঠতা গেট
ഭൂരിപക്ഷ പ്രവർത്തനം,সংখ্যাগৰিষ্ঠতা অপাৰেচন
റീഇംബേഴ്സ്മെന്റ് കാലയളവ്,ৰিইম্বৰ্চেমেণ্টৰ সময়সীমা
തെറ്റായ പ്രവർത്തന രീതി,মিছঅপাৰেচন ৰুটিন
മാനേജ്മെന്റ് വികസനം,ব্যৱস্থাপনা বিকাশ
മാനേജ്മെന്റ് ഇൻഫർമേഷൻ സിസ്റ്റം (എംഐഎസ്),ব্যৱস্থাপনা তথ্য ব্যৱস্থা (MIS)
മാനേജ്മെന്റ് സയൻസ്,ব্যৱস্থাপনা বিজ্ঞান
മാഞ്ചസ്റ്റർ എൻകോഡിംഗ്,মানচেষ্টাৰ এনকোডিং
ഗുണനം,গুণন
കണക്കാക്കിയ വേരിയബിൾ,অনুমান কৰা চলক
അനുമാന സൂചിക,আনুমানিক সূচকাংক
മനുഷ്യ യന്ത്രം അനുകരണം,মানৱ যন্ত্ৰৰ অনুকৰণ
സ്വമേധയാലുള്ള വിലാസ സ്വിച്ച്,মেনুৱেল ঠিকনা চুইচ
മാനുവൽ വിശകലനം,হাতৰ দ্বাৰা বিশ্লেষণ কৰা
മാനുവൽ കോൾ,মেনুৱেল কল
മാനുവൽ എൻട്രി,হাতৰ দ্বাৰা প্ৰৱেশ কৰা
"1.മാനുവൽ സെന്റർ, 2.മാനുവൽ സെന്റർ","১.মেনুৱেল চেণ্টাৰ, ২.মেনুৱেল চেণ্টাৰ"
"1. മാനുവൽ ഇൻപുട്ട്, 2. മാനുവൽ ഇൻപുട്ട്","1. মেনুৱেল ইনপুট, 2. মেনুৱেল ইনপুট"
മാനുവൽ പ്രവർത്തനം,মেনুৱেল অপাৰেচন
പലതും പലതും തമ്മിലുള്ള ബന്ധം,বহুতৰ লগত বহুতৰ সম্পৰ্ক
മൾട്ടി-ഡീകോഡർ,মাল্টি-ডিকোডাৰ
മാപ്പ് രീതി,মানচিত্ৰ পদ্ধতি
മാപ്പിംഗ്,মেপিং
മാർജിൻ,প্ৰান্ত
നാമമാത്ര പിശക്,প্ৰান্তীয় ভুল
നാമമാത്ര അന്വേഷണം,প্ৰান্তীয় অনুসন্ধান
മാർജിനൽ ടെസ്റ്റ്,প্ৰান্তীয় পৰীক্ষা
ചിഹ്നം കണ്ടെത്തൽ,চিহ্ন ধৰা পেলোৱা
സൈൻ വായന,চিন পঢ়া
ചിഹ്ന സ്കാനിംഗ്,চিহ্ন স্কেনিং
അടയാളബോധം,sign sense
മാർക്കർ,মাৰ্কাৰ
അടയാളപ്പെടുത്തൽ,চিহ্নিত কৰা
മാർക്കർ തരംഗം,মাৰ্কাৰ তৰংগ
മാർക്കോവ് ചെയിൻ,মাৰ্কভ শৃংখল
മാർക്കോവ് ഉറവിടം,মাৰ্কভ উৎস
അടയാളപ്പെടുത്തൽ ഭാഷ,markup ভাষা
മേസർ,maser
മേസർ,maser
"1. മുഖംമൂടി, 2. മൂടുപടം, 3. മൂടുപടം","১.মাস্ক, ২.অভাৰ, ৩.অভাৰ"
"1. കവർ ബിറ്റ്, 2. കവർ ബിറ്റ്, 3. മാസ്ക് ഇരട്ട അക്കങ്ങൾ","1. কভাৰ বিট, 2. কভাৰ বিট, 3. মাস্ক দুটা অংক"
മാസ്ക് പ്രോഗ്രാമബിൾ ഉപകരണം,মাস্ক প্ৰগ্ৰেমেবল ডিভাইচ
കവർ രജിസ്റ്റർ,কভাৰ ৰেজিষ্টাৰ
"1. കവർ റോം, 2. കവർ റോം","1. কভাৰ ৰম, 2. কভাৰ ৰম"
മൂടുക,আৱৰণ
വലിയ ഡാറ്റ,বিশাল পৰিসংখ্যা
"1. മാസ്സ് മെമ്മറി, 2. മാസ്സ് മെമ്മറി","1.মাছ মেমৰি, 2.মাছ মেমৰি"
വൻതോതിൽ സമാന്തരമായി,বৃহৎ পৰিমাণে সমান্তৰাল
തലവൻ,মুখীয়াল
മാസ്റ്റർ കാർഡ്,মাষ্টাৰ কাৰ্ড
"1.ഹെഡ് വാച്ച്, 2.കൺട്രോൾ വാച്ച്","1.হেড ঘড়ী, 2.নিয়ন্ত্ৰক ঘড়ী"
പ്രധാന കൺസോൾ,মূল ক&#39;ন্সোল
പ്രധാന ഡാറ്റ,প্ৰাইম ডাটা
മാസ്റ്റർ ഡയഗ്രം,মাষ্টাৰ ডায়েগ্ৰাম
മാസ്റ്റർ ഫയൽ,মাষ্টাৰ ফাইল
പ്രധാന ഗ്രൂപ്പ്,প্ৰধান গোট
മാസ്റ്റർ കീ,মাষ্টাৰ কি&#39;
പ്രധാന ലൈബ്രറി ടേപ്പുകൾ,মূল লাইব্ৰেৰীৰ টেপসমূহ
പ്രധാന പ്രോസസ്സർ,প্ৰাইম প্ৰচেছৰ
മുൻനിര പരിപാടി,ফ্লেগশ্বিপ প্ৰগ্ৰেম
പ്രധാന കേന്ദ്രം,হেড চেণ্টাৰ
"1.മാസ്റ്റർ ടേപ്പ്, 2.മാസ്റ്റർ ടേപ്പ്","১.মাষ্টাৰ টেপ, ২.মাষ্টাৰ টেপ"
"1.പ്രിൻസിപ്പൽ ടെർമിനൽ, 2.മെയിൻ ടെർമിനൽ","১.প্ৰিন্সিপাল টাৰ্মিনেল, ২.মেইন টাৰ্মিনেল"
പ്രധാന സബോർഡിനേറ്റ് ഉപകരണം,প্ৰধান অধীনস্থ যন্ত্ৰ
പ്രധാന സബോർഡിനേറ്റ് സിസ്റ്റം,প্ৰধান অধীনস্থ ব্যৱস্থা
"1. പൊരുത്തം, 2. മത്സരം, 3. കണ്ടുമുട്ടുക","১.মেচ, ২.মেচ, ৩.মিল"
പൊരുത്തം,মিল থকা
ഗണിതശാസ്ത്ര പ്രോഗ്രാമിംഗ്,গাণিতিক প্ৰগ্ৰেমিং
ഗണിത അനുകരണം,গাণিতিক অনুকৰণ
"1.മാട്രിക്സ്, 2.മാട്രിക്സ്","১.মেট্ৰিক্স, ২.মেট্ৰিক্স"
"1.മാട്രിക്സ് പ്രിന്റർ, 2.മാട്രിക്സ് പ്രിന്റർ","1.মেট্ৰিক্স প্ৰিন্টাৰ, 2.মেট্ৰিক্স প্ৰিন্টাৰ"
മാട്രിക്സ് സ്വിച്ച്,মেট্ৰিক্স চুইচ
മാട്രിക്സ് പട്ടിക,মেট্ৰিক্স টেবুল
പരമാവധി കമ്പ്യൂട്ടർ,maxi কম্পিউটাৰ
പരമാവധി കമ്പ്യൂട്ടർ,maxi কম্পিউটাৰ
പീക്ക് ഘടകം,শিখৰ মৌল
യോഗപാഡ്,যোগপদ
മാക്സ്വെൽ ഡാമൺ,মেক্সৱেল ডেমন
"1.അർത്ഥം, 2.അർത്ഥം","১.গড়, ২.গড়"
വീണ്ടെടുക്കൽ സമയം എന്നാണ് അർത്ഥമാക്കുന്നത്,গড় আৰোগ্যৰ সময়
പരാജയം അർത്ഥമാക്കുന്നത് സമയം,বিফলতাৰ অৰ্থ সময়
പരാജയ ശരാശരി സമയം (m t b f),বিফলতাৰ মধ্যম সময় (m t b f)
പരാജയത്തിന്റെ സമയം എന്നാണ് അർത്ഥമാക്കുന്നത്,বিফলতাৰ সময় বুজাইছে
റിപ്പയർ ശരാശരി സമയം,মেৰামতিৰ অৰ্থ সময়
തിരുത്തൽ ശരാശരി സമയം (MTTR),সংশোধনৰ গড় সময় (MTTR)
മീഡിയം സ്കെയിൽ ഇന്റഗ്രേഷൻ (എംഎസ്ഐ),মধ্যমীয়া স্কেল সংহতি (MSI)
മീഡിയം ഇന്റഗ്രേഷൻ (MSI),মধ্যম সংহতি (MSI)
ശരാശരി ടേം സ്റ്റോറേജ് ഉപകരണം,গড় টাৰ্ম সংৰক্ষণ ডিভাইচ
മെഗാ ബിറ്റ് പെർ സെക്കൻഡ് (Mbps),প্ৰতি ছেকেণ্ডত মেগা বিট (Mbps)
ഘടക വസ്തു,উপাদান বস্তু
ഘടകം റെക്കോർഡ്,উপাদান ৰেকৰ্ড
"1.ഓർമ്മ, 2.ഓർമ്മ","১.স্মৃতি, ২.স্মৃতি"
"1.മെമ്മറി അറേ, 2.മെമ്മറി അറേ","1.মেমৰি এৰে, 2.মেমৰি এৰে"
"1.മെമ്മറി ഫണ്ട്, 2.മെമ്മറി ബാങ്ക്","১/ মেমৰি ফাণ্ড, ২/ মেমৰি বেংক"
"1.മെമ്മറി ബഫർ രജിസ്റ്റർ, 2.മെമ്മറി ബഫർ രജിസ്റ്റർ","1.মেমৰি বাফাৰ ৰেজিষ্টাৰ, 2.মেমৰি বাফাৰ ৰেজিষ্টাৰ"
"1.മെമ്മറി ബസ്, 2. മെമ്മറി ബസ്","১.মেমৰি বাছ, ২. মেমৰি বাছ"
മെമ്മറി കാര്ഡ്,মেমৰি কাৰ্ড
മെമ്മറി സെൽ,স্মৃতিশক্তি কোষ
ഓര്മ്മ നഷ്ടം,স্মৃতিশক্তি হেৰুৱা
"1.മെമ്മറി കോർ, 2.മെമ്മറി കോർ","1.মেমৰি কোৰ, 2.মেমৰি কোৰ"
മെമ്മറി സൈക്കിൾ,স্মৃতি চক্ৰ
"1.മെമ്മറി ഡാറ്റ രജിസ്റ്റർ, 2.മെമ്മറി ഡാറ്റ രജിസ്റ്റർ","1.মেমৰি ডাটা ৰেজিষ্টাৰ, 2.মেমৰি ডাটা ৰেজিষ্টাৰ"
"1.മെമ്മറി ഡംപ്,2.മെമ്മറി ഡംപ്","1.মেমৰি ডাম্প, 2.মেমৰি ডাম্প"
"1.മെമ്മറി എക്സ്ചേഞ്ച്, 2.മെമ്മറി എക്സ്ചേഞ്ച്","1.মেমৰি এক্সচেঞ্জ, 2.মেমৰি এক্সচেঞ্জ"
"1.മെമ്മറി ശ്രേണി, 2.മെമ്മറി ശ്രേണി","1.স্মৃতিৰ স্তৰ, 2.স্মৃতিৰ স্তৰ"
മെമ്മറി നിർദ്ദേശം,স্মৃতিশক্তিৰ নিৰ্দেশনা
"1.മെമ്മറി മാനേജ്മെന്റ്, 2.മെമ്മറി മാനേജ്മെന്റ്","১.স্মৃতি ব্যৱস্থাপনা, ২.স্মৃতি ব্যৱস্থাপনা"
"1.മെമ്മറി മാപ്പ്, 2.മെമ്മറി മാപ്പ്","1.মেমৰি মেপ, 2.মেমৰি মেপ"
"1. മെമ്മറി മാപ്പ് ചെയ്ത ഔട്ട്പുട്ട്, 2. ഇൻപുട്ട്, 3. മെമ്മറി മാപ്പ് ചെയ്ത I/O","1. মেমৰি মেপ কৰা আউটপুট, 2. ইনপুট, 3. মেমৰি মেপ কৰা I/O"
"1.മെമ്മറി മോഡൽ, 2.മെമ്മറി മോഡൽ, 3.മെമ്മറി മോഡൽ","1.মেমৰি মডেল, 2.মেমৰি মডেল, 3.মেমৰি মডেল"
"1.മെമ്മറി മൊഡ്യൂൾ, 2.മെമ്മറി മൊഡ്യൂൾ","1.মেমৰি মডিউল, 2.মেমৰি মডিউল"
"1.മെമ്മറി ഇൻഡക്സ് രജിസ്റ്റർ, 2.മെമ്മറി ഇൻഡക്സ് രജിസ്റ്റർ","1.মেমৰি সূচী ৰেজিষ্টাৰ, 2.মেমৰি সূচী ৰেজিষ্টাৰ"
ഓർമ്മ ശക്തി,মেমৰি শক্তি
മെമ്മറി സംരക്ഷണം,স্মৃতিশক্তি সুৰক্ষা
"1.മെമ്മറി റഫറൻസ് നിർദ്ദേശം, 2.മെമ്മറി റഫറൻസ് നിർദ്ദേശം","1.মেমৰি ৰেফাৰেন্স নিৰ্দেশনা, 2.মেমৰি ৰেফাৰেন্স নিৰ্দেশনা"
"1.മെമ്മറി പ്രോഗ്രാം, 2.മെമ്മറി പ്രോഗ്രാം","১.মেমৰি প্ৰগ্ৰেম, ২.মেমৰি প্ৰগ্ৰেম"
"1.മെമ്മറി യൂണിറ്റ്, 2.മെമ്മറി യൂണിറ്റ്","1.মেমৰি ইউনিট, 2.মেমৰি ইউনিট"
മെനു,মেনু
മെനു ബാർ,মেনু বাৰ
മെനു ഓടിച്ചു,মেনু চালিত
മെനു തിരഞ്ഞെടുക്കൽ,মেনু নিৰ্বাচন
പ്രധാനമായി നയിക്കുന്ന പ്രോഗ്രാം,মূল-চালিত কাৰ্যসূচী
"1. അന്തർലീനമായ, 2. ലയിപ്പിച്ച","১.অন্তৰ্নিহিত, ২.এত্ৰিত"
ലയന എക്സ്ചേഞ്ച് സോർട്ടിംഗ്,মাৰ্জাৰ এক্সচেঞ্জ সজাই পৰাই তোলা
"1. സോർട്ടിംഗ് ലയനം, 2. കാറ്റലോഗ് തിരഞ്ഞെടുക്കൽ","1. একত্ৰীকৰণ সজাই পৰাই তোলা, 2. কেটেলগ নিৰ্বাচন"
"1. ലയനം, 2. ലയനം","১/ একত্ৰীকৰণ, ২. একত্ৰীকৰণ"
ലാറ്റിസ് നെറ്റ്വർക്ക്,জালি নেটৱাৰ্ক
സന്ദേശമയയ്ക്കൽ,বাৰ্তা প্ৰেৰণ
സന്ദേശം,বাৰ্তা
സന്ദേശ പ്രാമാണീകരണം,বাৰ্তা প্ৰমাণীকৰণ
സന്ദേശ സെൽ,বাৰ্তা কোষ
സന്ദേശ സർക്യൂട്ട്,বাৰ্তা বৰ্তনী
സന്ദേശ ഫോർമാറ്റ്,বাৰ্তা বিন্যাস
സന്ദേശ തലക്കെട്ട്,বাৰ্তা পৰ্টে
സന്ദേശ മോഡ്,বাৰ্তা ধৰণ
സന്ദേശമയയ്ക്കൽ,বাৰ্তা প্ৰেৰণ
"1.മെസേജ് സോർട്ടിംഗ്, 2.മെസേജ് സോർട്ടിംഗ്","1.বাৰ্তা সজাই পৰাই তোলা, 2.বাৰ্তা সজাই পৰাই তোলা"
സന്ദേശ വരി,বাৰ্তা লাইন
സന്ദേശ സ്വിച്ച്,বাৰ্তা চুইচ
സന്ദേശ വാചകം,বাৰ্তাৰ লিখনী
സന്ദേശ കൈമാറ്റ ഏജന്റ്,বাৰ্তা স্থানান্তৰ এজেন্ট
സൂപ്പർ അസംബ്ലർ,চুপাৰ এছেম্বলাৰ
മെറ്റാക്ലാസ്,মেটাক্লাছ
"1. കൂടുതൽ സമാഹാരം, 2. കൂടുതൽ വ്യാഖ്യാനം","1. অধিক সংকলন, 2. অধিক ব্যাখ্যা"
"1. കൂടുതൽ വ്യാഖ്യാതാക്കൾ, 2. കൂടുതൽ കമ്പൈലർമാർ","1. অধিক দোভাষী, 2. অধিক কম্পাইলাৰ"
ഭാഷാഭേദം,উপভাষা
"1.മെറ്റാ നെറ്റ്‌വർക്ക്, 2.മെറ്റാ നെറ്റ്‌വർക്ക്","1.মেটা নেটৱৰ্ক, 2.মেটা নেটৱৰ্ক"
ഏകാധിപത്യം,একনায়কত্ববাদ
പ്രക്രിയ,প্ৰক্ৰিয়া
മെട്രോപൊളിറ്റൻ ഏരിയ നെറ്റ്‌വർക്ക് (MAN),মেট্ৰ&#39;পলিটান এৰিয়া নেটৱৰ্ক (MAN)
മൈക്രോ,মাইক্ৰ&#39;
"1.മൈക്രോകോഡ്,2.മൈക്രോകോഡ്","১.মাইক্ৰ’ক’ড, ২.মাইক্ৰ’ক’ড"
മൈക്രോകമ്പ്യൂട്ടർ,মাইক্ৰ&#39;কম্পিউটাৰ
മൈക്രോ കൺട്രോളർ,মাইক্ৰ&#39; নিয়ন্ত্ৰক
മൈക്രോ സൈക്കിൾ,মাইক্ৰ&#39; চক্ৰ
മൈക്രോഇലക്‌ട്രോണിക് മെക്കാനിക്കൽ മെക്കാനിസങ്ങൾ (MEMS),মাইক্ৰ&#39;ইলেক্ট্ৰনিক যান্ত্ৰিক ব্যৱস্থা (MEMS)
മൈക്രോ ഇലക്ട്രോണിക്സ്,মাইক্ৰ&#39; ইলেক্ট্ৰনিক্স
മൈക്രോ മിനിയേച്ചറൈസേഷൻ,মাইক্ৰ&#39; ক্ষুদ্ৰকৰণ
മൈക്രോ ഓർഡർ,মাইক্ৰ&#39; অৰ্ডাৰ
"1.മൈക്രോ, 2.മെയിൻഫ്രെയിം ലിങ്ക്","১.মাইক্ৰ’, ২.মেইনফ্ৰেম লিংক"
മൈക്രോ ചിപ്പ്,মাইক্ৰ&#39; চিপ
മൈക്രോ കോബോൾ,মাইক্ৰ&#39; ক&#39;বল
മൈക്രോ കോഡ്,মাইক্ৰ&#39; ক&#39;ড
"1.മൈക്രോഫിൽ, 2.മൈക്രോഫിഷ്, 3.മൈക്രോഫിൽ","১.মাইক্ৰ’ফাইল, ২.মাইক্ৰ’ফিছ, ৩.মাইক্ৰ’ফাইল"
മൈക്രോ ഫ്ലോപ്പി,মাইক্ৰ&#39; ফ্লপি
