Odiya,Assamese
ଉପର ଛେଦନ,শীৰ্ষ ছাঁটনি
ବାଡ଼,বেৰা
ହେପାଜତ,জিম্মাত ৰখা
କୁଣ୍ଡାଲିନି |,কুণ্ডলিনী
ହେମାଟାଇଟ୍ |,হেমাটাইট
1. b ଷଧ 2. b ଷଧ |,১.বনৌষধি ২.বনৌষধি
1. ବଟାନିକାଲ୍ କଲେକ୍ସନ୍ 2. ବଟାନିକାଲ୍ ସଂଗ୍ରହାଳୟ |,১.উদ্ভিদ সংগ্ৰহ ২.উদ্ভিদ সংগ্ৰহালয়
b ଷଧୀୟ,ঘাঁহনিনাশক
ବଂଶାନୁକ୍ରମିକ,বংশগততা
ବଂଶାନୁକ୍ରମିକ,বংশগততা
ସମଲିଙ୍ଗୀ,উভলিংগী
ହେଟେରୋକ୍ରୋମାଟିକ୍ |,হেটেৰ&#39;ক্ৰ&#39;মেটিক
ହେଟେରୋଫର୍ଟିଲାଇଜେସନ୍ |,হেটেৰ&#39;ফাৰ্টিলাইজেচন
1. ହାଇବ୍ରିଡୋଜ 2. ହେଟେରୋସିସ୍ |,১.হাইব্ৰিড’জ ২.হেটেৰ’ছিছ
ସେକ୍ସକ୍ରୋମୋଜୋମ୍ |,লিংগক্ৰম&#39;জম
ପୋଷଣ,লালন-পালন কৰা
ଷୋଡେସିମାଲ୍ |,হেক্সাডেচিমেল
ଶୀତଳତା,ঠাণ্ডা নিদ্ৰা
ଉଚ୍ଚ ସାନ୍ଦ୍ରତା ବୃକ୍ଷ ରୋପଣ |,উচ্চ ঘনত্বৰ ৰোপণ কৰা
1. ପିଣ୍ଡଲକ୍ 2. ପାହାଡ (ଧାନ),১.পিণ্ডলক ২.পাহাৰ (ধান)
ହିଷ୍ଟୋଗ୍ରାମ୍ |,হিষ্টোগ্ৰাম
ଉଚ୍ଚ ବ tech ଷୟିକ ଉଦ୍ୟାନ କୃଷି |,হাই টেক উদ্যান শস্য
1.curd 2. hive,১.দৈ ২.মৌচাক
1. ତୃଣକ 2. ତୃଣକ,1. অপতৃণ কাটিব পৰা 2. অপতৃণ কাটিব পৰা
ଧରିବା,ধৰি ৰখা
ଘରୋଇ ଚାଷ,ব্যক্তিগত পাম
ହୋମିଓଷ୍ଟାସିସ୍ |,হোমিঅ&#39;ষ্টেছিছ
ମାତୃଭୂମି,গৃহভূমি
ଏକତା,সমতা
1. ସମଲିଙ୍ଗୀ 2. ସମଲିଙ୍ଗୀ |,1. সমজাতীয় 2. সমজাতীয়
ସହାନୁଭୂତି,সহানুভূতিশীল
ସମଲିଙ୍ଗୀ,সমযোজী
1. ଖୁରଲିକା 2. ଖାଦ୍ୟ ପାତ୍ର 3. ହାପର୍ |,১.খুৰিকা ২.খাদ্যৰ পাত্ৰ ৩.হাপাৰ
1. ସ୍ତର 2. ରାଶି,১.স্তৰ ২.দিগন্ত
ଉଦ୍ୟାନ କୃଷି ଫସଲ |,উদ্যান শস্য
1. ଉଦ୍ୟାନ କୃଷି 2. ଉଦ୍ୟାନ କୃଷି 3. ଉଦ୍ୟାନ କୃଷି 4. ଉଦ୍ୟାନ କୃଷି,১/ উদ্যান শস্য ২. উদ্যান শস্য ৩. উদ্যান শস্য ৪. উদ্যান শস্য
