English,Telugu
Wreeker,వ్రేకర్
Wrecking amendment,ధ్వంసమైన సవరణ
Xenelasis,జెనెలాసిస్
Xenophobia,జెనోఫోబియా
Yankee,యాంకీ
Yellow jacket,పసుపు రంగు గల చొక్కా
Yellow man,పసుపు మనిషి
Yellow peril,పసుపు ప్రమాదం
Yellow press,పసుపు ప్రెస్
Young Turks,యంగ్ టర్క్స్
Zeus,జ్యూస్
Zionism,జియోనిజం
Zoroastrianism,జొరాస్ట్రియనిజం
