Assamese,Bengali
স্বাভাৱিক কম্পাঙ্ক,স্বাভাবিক ফ্রিকোয়েন্সি
non recurring,অ পুনরাবৃত্ত
অসন্তুষ্ট ভাষা,প্রতিক্রিয়াহীন ভাষা
পুনৰাবৃত্তিমূলক ব্যৱস্থা,পুনরাবৃত্তিমূলক সিস্টেম
চিস্টেমবিহীন ডিষ্ক,সিস্টেমহীন ডিস্ক
ছিৰিয়েল ক&#39;ড,সিরিয়াল কোড
অ-পৃষ্ঠীয়,অ-পৃষ্ঠ
অস্বাভাৱিক সংৰক্ষণ,অ-উদ্বায়ী স্টোরেজ
ন&#39;ৰ,নর
knorr ফাংচন,knorr ফাংশন
নতুবা গেট,না গেট
knorr লেচ,নর ল্যাচ
knorr অপাৰেচন,নর অপারেশন
স্বাভাৱিক ঘনত্বৰ কাৰ্য্য,স্বাভাবিক ঘনত্ব ফাংশন
flutter শব্দ,ফ্লটার আওয়াজ
সাধাৰণ নমুনা সংগ্ৰহ কৰা,স্বাভাবিক নমুনা
স্বাভাৱিক অনুপ্ৰৱেশ,স্বাভাবিক অনুপ্রবেশ
সাধাৰণতে বন্ধ mosfet,সাধারণত বন্ধ mosfet
ন&#39;ৰ-ন&#39;ৰ নেটৱৰ্ক,না-না নেটওয়ার্ক
নৰ্টন মডেল,নর্টন মডেল
উত্তৰ চুম্বকীয় মেৰু,উত্তর চৌম্বক মেরু
নৰ্টন প্ৰাইভেট লিমিটেড।,নর্টন প্রা.
নৰ্টন এম্প্লিফায়াৰ,নর্টন পরিবর্ধক
নৰ্টন বৰ্তনী,নর্টন সার্কিট
নৰ্টন ডি.ডি.,নর্টন ডি.ডি.
নৰ্টন সমতুল্য বৰ্তনী,নর্টন সমতুল্য সার্কিট
নৰ্টন বিপৰীত আৰু বিপৰীত,নর্টন বিপরীত এবং বিপরীত
নৰ্টন অপাৰেচনেল এম্প্লিফায়াৰ,নর্টন অপারেশনাল পরিবর্ধক
নৰ্টন ইউটিলিটি,নর্টন ইউটিলিটি
নহয়,না
কাৰ্য্য নহয়,ফাংশন না
গেট নহয়,গেট না
অপাৰেচন নহয়,অপারেশন না
সংকেত পদ্ধতি,স্বরলিপি পদ্ধতি
খাঁজ এন্টেনা,খাঁজ অ্যান্টেনা
খাঁজ ফিল্টাৰ,খাঁজ ফিল্টার
npn ট্ৰেঞ্জিষ্টৰ,এনপিএন ট্রানজিস্টর
এনটিএছচি আন্তঃপৃষ্ঠ,এনটিএসসি ইন্টারফেস
n-ধৰণৰ অশুদ্ধি,n- ধরনের অমেধ্য
n-ধৰণৰ পদাৰ্থ,n-টাইপ ব্যাপার
নিউক্লিয়াছ,নিউক্লিয়াস
শূন্য,শূন্য
খালী পদৰ বৃত্ত,খালি বৃত্ত
শূন্য অফছেট ভল্টেজ,শূন্য অফসেট ভোল্টেজ
খালী পদৰ সূচক,শূন্যতা সূচক
সংখ্যাৰ ভিত্তি,সংখ্যা ভিত্তি
সংখ্যা ভিত্তিক ৰূপান্তৰ,সংখ্যা ভিত্তিক রূপান্তর
পইণ্ট ক্ষতি,পয়েন্ট ক্ষতি
নম্বৰ লুপ কি&#39;,নম্বর লুপ কী
সংখ্যা ব্যৱস্থা,সংখ্যা সিস্টেম
সংখ্যাগত সহ-প্ৰচেছৰ,সংখ্যাসূচক সহ-প্রসেসর
সংখ্যাগত কি পেড,সাংখ্যিক কীপ্যাড
সংখ্যাগত এপাৰচাৰ,সংখ্যাসূচক অ্যাপারচার
সংখ্যাগত দূৰত্ব,সংখ্যাগত দূরত্ব
nuvicon,nuvicon
nyquist,nyquist
nyquist বেণ্ড সম্প্ৰসাৰণ,nyquist ব্যান্ড এক্সটেনশন
nyquist মাপকাঠী,nyquist মানদণ্ড
nyquist ব্যৱধান,nyquist ব্যবধান
nyquist নাড়ী,nyquist পালস
nyquist হাৰ,nyquist হার
nyquist স্থায়িত্বৰ মাপকাঠী,nyquist স্থায়িত্ব মানদণ্ড
nyquist উপপাদ্য,nyquist উপপাদ্য
উদ্দেশ্যমূলক মডিউল,উদ্দেশ্য মডিউল
বস্তুনিষ্ঠ কাৰ্যসূচী,উদ্দেশ্যমূলক প্রোগ্রাম
বস্তুনিষ্ঠ লেন্স,উদ্দেশ্য লেন্স
বস্তুমুখী প্ৰগ্ৰেমিং,অবজেক্ট ওরিয়েন্টেড প্রোগ্রামিং
অষ্টক,অষ্টক
আশী বাছ ৰিচিভাৰ-প্ৰেৰণ কৰা,আশি বাস রিসিভার-প্রেরিত
অষ্টক সংখ্যা ব্যৱস্থা,অক্টাল সংখ্যা পদ্ধতি
অষ্টক,অষ্টক
অদ্ভুত ফাংচন,অদ্ভুত ফাংশন
"অদ্ভুত সমতা, অদ্ভুত উপমা","অদ্ভুত সমতা, অদ্ভুত সাদৃশ্য"
"অড&#39;মিটাৰ, পেথ&#39;মিটাৰ","ওডোমিটার, প্যাথোমিটার"
অফ লাইন,অফ লাইন
অ-মৌখিক সঁহাৰি,অ-মৌখিক প্রতিক্রিয়া
"বিজুতি, অফছেট","অসঙ্গতি, অফসেট"
অফছেট কোণ,অফসেট কোণ
অফছেট ষ্ট্ৰিম,অফসেট স্ট্রীম
অফছেট ভুল,অফসেট ত্রুটি
অফছেট অপ্টিমাইজেচন,অফসেট অপ্টিমাইজেশান
অফছেট ভল্টেজ,অফসেট ভোল্টেজ
ওম,ওম
ওমিক সংস্পৰ্শ,ওমিক যোগাযোগ
ওমিক ফিল্ড,ওমিক ক্ষেত্র
"ওমমিটাৰ, ওমমিটাৰ","ohmmeter, ohmmeter"
ওমৰ নিয়ম,ওম এর আইন
প্ৰতি ভল্টত ওম,ওহম প্রতি ভোল্ট
তেলৰ চাৰ্কিট ব্ৰেকাৰ,তেল সার্কিট ব্রেকার
সৰ্বদিশীয়,সর্বমুখী
সৰ্বব্যাপী,সর্বব্যাপীতা
OMR (অপ্টিকেল কভাৰ ৰিডিং),ওএমআর (অপটিক্যাল কভার রিডিং)
"অন ৰেজিষ্টেন্স, অন ৰেজিষ্টেন্স","প্রতিরোধের উপর, প্রতিরোধের উপর"
ৰাজ্যৰ ওপৰত,রাষ্ট্রের উপর
চিপ ইম্প্লিচিট ডিকোডাৰ,চিপ অন্তর্নিহিত ডিকোডার
ৱান শ্বট ষ্টেটিক মাল্টিভাইব্ৰেটৰ,ওয়ান শাট স্ট্যাটিক মাল্টিভাইব্রেটর
ৱান-পাছ এছেম্বলাৰ,এক-পাস অ্যাসেম্বলার
কাৰেণ্ট ৰেজিষ্টেন্স,বর্তমান প্রতিরোধ
এটা ভ্ৰমণকাৰী পঞ্জীয়ন,একটি ভ্রমণকারী রেজিস্টার
অনলাইন ব্যৱস্থা,অনলাইন সিস্টেম
"অন-অফ নিয়ন্ত্ৰক, অন-অফ নিয়ন্ত্ৰক","অন-অফ কন্ট্রোলার, অন-অফ কন্ট্রোলার"
অন-অফ কী কৰা,অন-অফ কীিং
কাৰ্য্যকৰী পৰিবৰ্ধক,কর্মক্ষম পরিবর্ধক
অপাৰেটিং মিন এম্প্লিফায়াৰ,অপারেটিং মানে পরিবর্ধক
কাৰ্য্যকৰী তুলনাকাৰী,অপারেশনাল তুলনাকারী
কাৰ্য্যকৰী পৰিবৰ্ধক বহুগুণক,কর্মক্ষম পরিবর্ধক গুণক
কাৰ্য্যকৰী ছফনি এম্প্লিফায়াৰ,অপারেশনাল sophony পরিবর্ধক
মুকলি সংগ্ৰাহক,খোলা সংগ্রাহক
মুক্ত বিনিয়োগ,খোলা বিনিয়োগ
open loop খোলা লুপ,খোলা লুপ খোলা লুপ
খোলা তাঁৰৰ লাইন,খোলা তারের লাইন
মুক্ত বৰ্তনীৰ প্ৰাচল,ওপেন সার্কিট প্যারামিটার
মুক্ত বৰ্তনীৰ ইম্পিডেন্স,ওপেন সার্কিট প্রতিবন্ধকতা
মুক্ত লুপ লাভ,খোলা লুপ লাভ
অপাৰেণ্ড,অপারেন্ড
অপাৰেটিং এংগেল,অপারেটিং কোণ
সক্ৰিয়কৰণ ধৰণ,সক্রিয়করণ মোড
অপাৰেটিং পইণ্ট,অপারেটিং পয়েন্ট
লজিষ্টিকছ,রসদ
অপাৰেটিং ফ্ৰিকুৱেন্সি,অপারেটিং ফ্রিকোয়েন্সি
"অপাৰেচন, অপাৰেচন","অপারেশন, অপারেশন"
অপাৰেচন ক&#39;ড,অপারেশন কোড
কাৰ্য্যকৰী পৰিবৰ্ধক,কর্মক্ষম পরিবর্ধক
অপাৰেটৰজনক,চালক
অপটিকেল বিম,অপটিক্যাল রশ্মি
অপটিকেল যোগাযোগ,অপটিক্যাল যোগাযোগ
অপটিকেল ডিস্ক,অপটিক্যাল ডিস্ক
অপটিকেল ক&#39;ডেক,অপটিক্যাল কোডেক
অপটিকেল ফাইবাৰ,অপটিক্যাল ফাইবার
অপটিকেল ইনজেকচন,অপটিক্যাল ইনজেকশন
"অপটিকেল থাৰ্মোমিটাৰ, পাইৰ’মিটাৰ","অপটিক্যাল থার্মোমিটার, পাইরোমিটার"
অপটিকেল ৰেকৰ্ডাৰ,অপটিক্যাল রেকর্ডার
অপটিকেল ৰেকৰ্ডিং,অপটিক্যাল রেকর্ডিং
অপটিকেল স্কেনিং,অপটিক্যাল স্ক্যানিং
অপটিকেল স্কোৱাৰ,অপটিক্যাল বর্গক্ষেত্র
অপটিকেল সংৰক্ষণ ডিভাইচ,অপটিক্যাল স্টোরেজ ডিভাইস
অপটিকেল কাপল্ড আইছ&#39;লেটৰ,অপটিক্যাল মিলিত বিচ্ছিন্নকারী
"অনুকূল পক্ষপাতিত্ব, অনুকূল পক্ষপাতিত্ব","সর্বোত্তম পক্ষপাত, সর্বোত্তম পক্ষপাত"
অনুকূল ফিল্টাৰ,সর্বোত্তম ফিল্টার
অনুকূল ব্যৱস্থা,সর্বোত্তম সিস্টেম
অনুকূল কামৰ কম্পাঙ্ক,সর্বোত্তম কাজের ফ্রিকোয়েন্সি
অপটিকেল কাপলাৰ,অপটিক্যাল কাপলার
পোহৰৰ ইলেক্ট্ৰনিকছ ডিভাইচ,হালকা ইলেকট্রনিক্স ডিভাইস
অপটিকেল ইলেক্ট্ৰনিক্স,অপটিক্যাল ইলেকট্রনিক্স
বা গেট,বা গেট
শ্ৰেণী,ক্লাস
ফিল্টাৰ ক্ৰম,ফিল্টার ক্রম
সমীকৰণৰ ক্ৰম,সমীকরণের ক্রম
সহজ ৰশ্মি,সহজ মরীচি
অৰ্থনৈতিক,অর্থনৈতিক
উলম্ব গতিশীলতা,উল্লম্ব গতিশীল
অৰ্থগনেল ক&#39;ড,অর্থোগোনাল কোড
লেটেন্সি নীতি,বিলম্ব নীতি
দোলনীয় ডাইপোল,অসিলেটরি ডাইপোল
দোলক,অসিলেটর
দোলক,অসিলেটর
"অচিলোগ্ৰাফ, অচিলোগ্ৰাফ","অসিলোগ্রাফ, অসিলোগ্রাফ"
অচিলোস্কোপ কেমেৰা,অসিলোস্কোপ ক্যামেরা
অচিলোস্কোপ,অসিলোস্কোপ
অফ-বেণ্ড সংকেত প্ৰদান,অফ-ব্যান্ড সিগন্যালিং
সমস্যা,সমস্যা
আউটপুট অনুপ্ৰৱেশ,আউটপুট অনুপ্রবেশ
আউটপুট বাফাৰ,আউটপুট বাফার
আউটপুট বৈশিষ্ট্যসমূহ,আউটপুট বৈশিষ্ট্য
আউটপুট পৰিবাহীতা,আউটপুট পরিবাহিতা
আউটপুট ডিভাইচ,আউটপুট ডিভাইস
আউটপুট অফছেট ভল্টেজ,আউটপুট অফসেট ভোল্টেজ
শক্তি উৎপাদন,পাওয়ার আউটপুট
আউটপুট ৰেজিষ্টেন্স,আউটপুট প্রতিরোধের
"প্ৰস্থান পৰ্যায়, প্ৰস্থান পৰ্যায়","প্রস্থান পর্যায়, প্রস্থান পর্যায়"
আউটপুট প্ৰমপ্ট,আউটপুট প্রম্পট
আউটপুট ট্ৰেন্সফৰ্মাৰ,আউটপুট ট্রান্সফরমার
মিশ্ৰণ,মিশ্রণ
অতি সংযুক্ত,অত্যন্ত সংযুক্ত
হাইপাৰকাপলিং,হাইপারকপলিং
অতিবিদ্যুৎ প্ৰবাহ ৰিলে,ওভারকারেন্ট রিলে
অতি-হতাশগ্ৰস্ত,over-depressed
অপাৰেটিং মাল্টিপ্লাইয়াৰ,অপারেটিং গুণক
হাইপাৰষ্টিমুলেচন,hyperstimulation
overflow,উপচে পড়া
ওভাৰলেপ গ্ৰুপ,ওভারল্যাপ গ্রুপ
অভাৰমডুলেচন,overmodulation
শিক্ষণৰ প্ৰৱেশ,শেখার অ্যাক্সেস
নমুনা সংগ্ৰহৰ ওপৰত,উপর নমুনা
অভাৰভোল্টেজ subable,overvoltage subable
অভাৰভোল্টেজ ডিটেক্টৰ,ওভারভোল্টেজ ডিটেক্টর
প্ৰেৰণা,ভরবেগ
শক্তিশালী এম্প্লিফায়াৰ,চালিত পরিবর্ধক
"overrunning, অভাৰ অপাৰেটিং","overrunning, over operating"
অভাৰলোড,ওভারলোড
অভাৰলোড সুৰক্ষা,অতিরিক্ত ধারন রোধ
অভাৰলোড পুনৰুদ্ধাৰৰ সময়,ওভারলোড পুনরুদ্ধারের সময়
বেদখল,সীমালঙ্ঘন
অভাৰটোন,overtone
অভেন বতাহ,ওভেন ব্রীজ
অক্সিডেচন,জারণ
অক্সাইড ভাঙন,অক্সাইড ফ্র্যাকচার
অক্সাইড বিচ্ছিন্নতা,অক্সাইড বিচ্ছিন্নতা
পি-চেনেল ভাগ্য,পি-চ্যানেল ভাগ্য
পেকেজিং,প্যাকেজিং
সংকোচন ঘনত্ব,সংকোচনের ঘনত্ব
পেডাৰ,প্যাডার
পেড কেপাচিটৰ,প্যাড ক্যাপাসিটর
পেডেল,প্যাডেল
পেডেল চুইচ,প্যাডেল সুইচ
পৃষ্ঠা,পাতা
নেভিগেচন কি&#39;,নেভিগেশন কী
প্ৰজন্মৰ চাবি,প্রজন্ম কী
পৃষ্ঠাকৰণ,পৃষ্ঠা সংখ্যা
দম্পতি,দম্পতি
কাগজৰ কেপাচিটৰ,কাগজ ক্যাপাসিটর
পেৰাবলিক প্ৰতিফলক,প্যারাবোলিক প্রতিফলক
সমান্তৰাল কাউণ্টাৰ,সমান্তরাল কাউন্টার
সমান্তৰাল তথ্য ইনপুট,সমান্তরাল তথ্য ইনপুট
সমান্তৰাল আন্তঃপৃষ্ঠ,সমান্তরাল ইন্টারফেস
সমান্তৰাল এপাৰচাৰ,সমান্তরাল অ্যাপারচার
সমান্তৰাল সম্পদ,সমান্তরাল সম্পদ
সমান্তৰাল অনুনাদ,সমান্তরাল অনুরণন
সমান্তৰাল বিচ্যুতি,সমান্তরাল স্থানচ্যুতি
সমান্তৰাল টিউন কৰা বৰ্তনী,সমান্তরাল টিউনড সার্কিট
"সমান্তৰাল-ইনপুট, সমান্তৰাল-আউটপুট","সমান্তরাল-ইনপুট, সমান্তরাল-আউটপুট"
"সমান্তৰাল-ইনপুট, গ্ৰেড-আউট","সমান্তরাল-ইনপুট, গ্রেড-আউট"
প্ৰাচল সমতাকাৰী,প্যারামিটার ইকুয়ালাইজার
পেৰাবলিক এম্প্লিফায়াৰ,প্যারাবোলিক পরিবর্ধক
পৰজীৱী দিশ,পরজীবী দিক
পৰজীৱী মৌল,পরজীবী উপাদান
পৰজীৱী উদ্দীপক,পরজীবী উদ্দীপনা
অবাঞ্চিত দোলন,অবাঞ্ছিত দোলনা
পৰজীৱী প্ৰতিফলক,পরজীবী প্রতিফলক
সমতা,সমতা
সমতা খেলা,সমতা খেলা
সমতা পৰীক্ষক,সমতা পরীক্ষক
parity কোডাক,প্যারিটি কোডাক
পেৰিটি জেনেৰেটৰ,সমতা জেনারেটর
বিভাজন,বিভাগ
"পৰক বেণ্ড, পৰক পট্টি","পরক ব্যান্ড, পরক বন্দি"
নিষ্ক্ৰিয় ৰিন্সিং পেড,নিষ্ক্রিয় rinsing প্যাড
নিষ্ক্ৰিয় বৰ্তনী,প্যাসিভ সার্কিট
"নিষ্ক্ৰিয় উপাদানসমূহ, নিষ্ক্ৰিয় উপাদানসমূহ","নিষ্ক্রিয় উপাদান, নিষ্ক্রিয় উপাদান"
নিষ্ক্ৰিয় শক্তি নেটৱৰ্ক,প্যাসিভ পাওয়ার নেটওয়ার্ক
নিষ্ক্ৰিয় ফিল্টাৰ,প্যাসিভ ফিল্টার
অচল বোজা,নিষ্ক্রিয় লোড
নিষ্ক্ৰিয় স্খলন,নিষ্ক্রিয় বীর্যপাত
"সংযোগকাৰী কৰ্ড, কৰ্ড","সংযোগকারী কর্ড, কর্ড"
জৰাজীৰ্ণ হোৱা,জীর্ণতা
মডেল জেনেৰেটৰ,মডেল জেনারেটর
নমুনা,মডেল
প্ৰিণ্টেড চাৰ্কিট বৰ্ড (PCB),প্রিন্টেড সার্কিট বোর্ড (PCB)
p-চেনেল,পি-চ্যানেল
শিখৰ ডিটেক্টৰ,শিখর আবিষ্কারক
শিখৰ-শিখৰ,পিক-পিক
শিখৰ-শিখৰ মাত্ৰা,পিক-পিক মাত্রা
শিখৰ বগা স্তৰ,সর্বোচ্চ সাদা স্তর
শিখৰ ডিটেক্টৰ,পিক ডিটেক্টর
শিখৰ ট্ৰেইলিং,পিক ট্রেলিং
শিখৰণ কুণ্ডলী,শিখরন কুন্ডলি
সমনীয়া বাৰ্তা প্ৰেৰণ,পিয়ার মেসেজিং
পেডেষ্টেল উচ্চতা,পেডেস্টাল উচ্চতা
পেন্টিয়াম,পেন্টিয়াম
"সমস্তৰ, সমনীয়া","সমস্তার, পীর"
শতাংশ নিয়ন্ত্ৰণ,শতাংশ নিয়ন্ত্রণ
শতাংশ শক্তি,শতাংশ শক্তি
নিকটতম বিন্দু,নিকটতম বিন্দু
টাৰ্ণঅভাৰৰ সময়,টার্নওভার সময়
সময়ে সময়ে জোখ-মাখ কৰা,পর্যায়ক্রমিক পরিমাপ
পুনৰাবৃত্তিমূলক তৰংগ ৰূপ,পুনরাবৃত্ত তরঙ্গ ফর্ম
প্ৰান্তীয় টিপছ,প্রান্তিক টিপস
স্থায়ী চুম্বক,স্থায়ী চুম্বক
পাৰ্যমান্যতা,ব্যাপ্তিযোগ্যতা
ডাইলেক্ট্ৰিক পইণ্ট,অস্তরক সূচক
ভেকুৱাম ডাইলেক্ট্ৰিক,ভ্যাকুয়াম অস্তরক
পেৰাপ্লেক্স গ্লাছ,প্যারাপ্লেক্স গ্লাস
দৃষ্টিশক্তিৰ নিষেধাজ্ঞা,চাক্ষুষ সীমাবদ্ধতা
বেকলাইট পৰ্দা,ব্যাকলাইট পর্দা
পি-গ্লাছ,পি-গ্লাস
শিল্প অস্পষ্টতা,শিল্প অস্বচ্ছতা
শিল্প কোণ,শিল্প কোণ
শিল্প পৰিৱৰ্তন ৰেকৰ্ডিং,শিল্প পরিবর্তন রেকর্ডিং
শিল্প তুলনাকাৰী,শিল্প তুলনাকারী
শিল্প পৰিৱৰ্তক,শিল্প সংশোধক
ফেজ কাৰেণ্ট,ফেজ বর্তমান
আৰ্ট ডিটেক্টৰ,শিল্প আবিষ্কারক
ফেজ বিচ্যুতি ধ্ৰুৱক,ফেজ বিচ্যুতি ধ্রুবক
শিল্প বৈচিত্ৰ্য পদ্ধতি,শিল্প বৈচিত্র্য পদ্ধতি
শিল্প বিকৃতি,শিল্প বিকৃতি
শিল্প এনকোডিং,শিল্প এনকোডিং
শিল্প সমতাকাৰী,শিল্প সমানকারী
বিপৰীত বৰ্তনী,বিপরীত সার্কিট
শিল্প অতীত,শিল্প অতীত
শিল্পৰ প্ৰান্ত,শিল্প মার্জিন
শিল্পৰ প্ৰান্ত,শিল্প মার্জিন
শিল্প জোখ-মাখ,শিল্প পরিমাপ
শিল্প মডুলেচন,শিল্প মড্যুলেশন
শিল্প প্ৰবন্ধ,শিল্প নিবন্ধ
পৰ্যায় বিচ্যুতি সহগ,ফেজ স্থানচ্যুতি সহগ
শিল্প বিচ্যুতি দোলক,শিল্প স্থানচ্যুতি অসিলেটর
শিল্প বিভাজনকাৰী,শিল্প বিভাজনকারী
শিল্প লেমিনেচন বৰ্তনী,শিল্প স্তরায়ণ সার্কিট
মাটি-পৃষ্ঠৰ সংযোজন,স্থল-পৃষ্ঠের সংযোগ
আৰ্ট-টু-আৰ্ট কাপলিং,শিল্প-টু-আর্ট কাপলিং
শিল্প বেগ,শিল্পের বেগ
শিল্প সমন্বয়,শিল্প সমন্বয়
ফেজাৰ,ফেজার
ফেজাৰ ডায়েগ্ৰাম,ফাসার ডায়াগ্রাম
ফোন সমন্বয়ক,ফোন সমন্বয়কারী
ফ&#39;ন&#39;গ্ৰাফ,ফোনোগ্রাফ
ফ&#39;নন,ফোনন
ফছফৰ,ফসফর
চিন্টিলেচন,স্কালরিটি
আলোকিত কেথ&#39;ড,আলোকিত ক্যাথোড
ফটো ডাইঅ&#39;ড,ফটো ডায়োড
ফটোডাইঅ&#39;ড ডিটেক্টৰ,ফটোডিওড ডিটেক্টর
পোহৰ নিৰ্গত কৰা চেন্সৰ,আলো নির্গত সেন্সর
আলোকীয় উদ্দীপনা,অপটিক্যাল উদ্দীপনা
পোহৰৰ বাধা,হালকা বাধা
ফটো SCR,ছবি SCR
ফটোভল্টিক প্ৰভাৱ,ফটোভোলটাইক প্রভাব
আলোকপৰিবাহী কোষ,ফটোকন্ডাক্টিং সেল
অপটিকেল ড্ৰাইভাৰ,অপটিক্যাল ড্রাইভার
লাইট কাপলাৰ,হালকা কাপলার
ফটোডাইঅ&#39;ড,ফটোডিওড
ফটোডু ডাইঅ&#39;ড,photodue ডায়োড
আলোকবিদ্যুৎ প্ৰভাৱ,আলোক বৈদ্যুতিক প্রভাব
ফটোইলেক্ট্ৰিক সামগ্ৰী,আলোক বৈদ্যুতিক পণ্য
আলোকীয় উদ্দীপনা,অপটিক্যাল উদ্দীপনা
ফটোগ্ৰাফিক মাস্ক গঠন,ফটোগ্রাফিক মাস্ক রচনা
ফটোগ্ৰাফিক ৰেকৰ্ড,ফটোগ্রাফিক রেকর্ড
প্ৰকাশিত আয়নীয়কৰণ,প্রকাশিত ionization
"ফটোলিথ&#39;গ্ৰাফী, ফটোলিথ&#39;গ্ৰাফী","ফটোলিথোগ্রাফি, ফটোলিথোগ্রাফি"
পোহৰৰ গ্লো,হালকা আভা
ফটোইলেক্ট্ৰন এম্প্লিফায়াৰ,ফটোইলেক্ট্রন পরিবর্ধক
ফ&#39;টন,ফোটন
ভৌতিক ঠিকনা,শারীরিক ঠিকানা
ভৌতিক ধ্ৰুৱক টেবুল,শারীরিক ধ্রুবক টেবিল
পদাৰ্থ বিজ্ঞান স্মৃতিশক্তি,পদার্থবিদ্যা মেমরি
পাই-এটেনুৱেটৰ,py- attenuator
পিকো ফাৰাড (-),পিকো ফ্যারাড (-)
"ছবিৰ উপাদান, ছবিৰ উপাদান (পিক্সেল)","ছবির উপাদান, ছবির উপাদান (পিক্সেল)"
ছবিৰ তথ্য,ছবির তথ্য
ছবি সংকেত,ছবির চিহ্ন
ছবি টিউব,ছবির টিউব
ছেগমেণ্টেড ৰৈখিক মডেল,সেগমেন্টেড লিনিয়ার মডেল
বিভাজন ৰৈখিক আনুমানিক,বিভাজন রৈখিক অনুমান
ছেগমেণ্টেড ৰৈখিক বৰ্তনী,সেগমেন্টেড লিনিয়ার সার্কিট
স্ফটিক দোলক বিন্ধিব,পিয়ার্স ক্রিস্টাল অসিলেটর
ইলেক্ট্ৰষ্টেটিক প্ৰভাৱ,ইলেক্ট্রোস্ট্যাটিক প্রভাব
"এণ্ডাৰছমেণ্ট কাৰ্ড, পিগি বেক কাৰ্ড","অনুমোদন কার্ড, পিগি ব্যাক কার্ড"
পাইলট কেৰিয়াৰ,পাইলট ক্যারিয়ার
পিন,পিন
পিন কুশ্বন বিকৃতি,পিন কুশন বিকৃতি
পিন ডাইঅ&#39;ড,পিন ডায়োড
পিন ভৰোৱা,পিন পূরণ
পিন-ডায়াগ্ৰাম,পিন-ডায়াগ্রাম
পিন-ফটোডাইঅ&#39;ড,পিন-ফটোডিওড
সংকোচন ভল্টেজ,সংকোচন ভোল্টেজ
সংকোচন ৰোলাৰ,সংকোচন রোলার
সংকোচন ভল্টেজ,সংকোচন ভোল্টেজ
পিং-পং বাফাৰ,পিং-পং বাফার
গোলাপী ৰঙৰ ৰং,গোলাপী আভা
পি-নাজ-এন-ডাইঅ’ড,p-naz-n-diode
কোম্পানী,প্রতিষ্ঠান
কণ্ঠৰ পিচ,কণ্ঠস্বরের পিচ
পিচ বহুগুণক,পিচ গুণক
পিক্সেল,পিক্সেল
কোপ্লেনাৰ ডাইঅ&#39;ড,কপ্ল্যানার ডায়োড
কোপ্লেনাৰ প্ৰযুক্তি,কপ্ল্যানার প্রযুক্তি
প্লেনাৰ ট্ৰেঞ্জিষ্টৰ,প্ল্যানার ট্রানজিস্টর
সমতল প্ৰতিফলক এৰে,সমতল প্রতিফলক অ্যারে
সমতল ত্ৰিভুজ,সমতল ত্রিভুজ
planck&#39;s ধ্ৰুৱক,প্ল্যাঙ্ক ধ্রুবক
ৰোপণ কৰা,রোপণ
প্লাজমা,প্লাজমা
প্লাজমা খুৱাই নিক্ষেপ কৰা,প্লাজমা খাওয়ানো জমা
প্লাজমা কালচাৰ কৰা চিভিডি,প্লাজমা কালচারড সিভিডি
প্লাজমা প্ৰদৰ্শন,প্লাজমা প্রদর্শন
প্লেট মডুলেচন,প্লেট মড্যুলেশন
শুনা ইকুৱেলাইজাৰ,শোনার সমানকারী
প্লটাৰ,চক্রান্তকারী
প্লাগ বৰ্ড,প্লাগ বোর্ড
পি-মছ,p-মস
pn চুক্তি,pn চুক্তি
pnpn গঠন,pnpn গঠন
পিএনপি ট্ৰেঞ্জিষ্টৰ,পিএনপি ট্রানজিস্টর
ফাটি যোৱা শব্দ,বিস্ফোরিত শব্দ
পইণ্ট কন্টাক্ট ডাইঅ&#39;ড,পয়েন্ট যোগাযোগ ডায়োড
একক যোগাযোগ,একক যোগাযোগ
পোৱাচন সমীকৰণ,বিষ সমীকরণ
গোপনীয়তা,পুনরুদ্ধার
মেৰু আধান,মেরু চার্জ
মেৰু উপগ্ৰহ,মেরু উপগ্রহ
মেৰু উপগ্ৰহ,মেরু উপগ্রহ
মেৰুকৰণ,মেরুকরণ
মেৰুকৰণ মাৰ্জিন মাল্টিপ্লেক্সিং,মেরুকরণ মার্জিন মাল্টিপ্লেক্সিং
মেৰুকৃত প্লাগ,পোলারাইজড প্লাগ
মেৰুত্ব,পোলারিটি
মেৰুত্ব সূচক,পোলারিটি সূচক
মেৰুকৰণ,মেরুকরণ
মেৰুকৰণ,মেরুকরণ পার্থক্য
মেৰুকৰণ,মেরুকরণ
মেৰুকৰণ ক্ষতি,মেরুকরণ ক্ষতি
মেৰু-শূন্য প্ৰতিকাৰ,মেরু-শূন্য পাল্টা ব্যবস্থা
"ভোটদান সংকেত, নিৰ্বাচন সংকেত","পোলিং সংকেত, নির্বাচন সংকেত"
বহুস্তৰীয় দোলক,মাল্টিস্টেজ অসিলেটর
পলিচিলিচাইড,পলিসিলিসাইড
পলিচিলিকন,পলিসিলিকন
পলিচিলিকন নিক্ষেপ,পলিসিলিকন জমা
পলিচিলিকন মিশ্ৰণকাৰী,পলিসিলিকন ভেজাল
পলিচিলিকন গেট,পলিসিলিকন গেট
পলিচিলিকন প্ৰতিৰোধক,পলিসিলিকন ইনহিবিটার
পলিয়েষ্টাৰ কেপাচিটৰ,পলিয়েস্টার ক্যাপাসিটর
সংখ্যা ওলোটা কৰা,সংখ্যা বিপরীত
বন্দৰ চিনাক্তকৰণ নম্বৰ,পোর্ট শনাক্তকরণ নম্বর
পৰ্টেবল কেমেৰা,পোর্টেবল ক্যামেরা
