Gujarati,Tamil
લોજિકલ ફ્લોચાર્ટ,தருக்க பாய்வு விளக்கப்படம்
લોજિકલ IF (લોજિકલ જો),தருக்க IF (லாஜிக்கல் என்றால்)
તર્કસંગત કામગીરી,பகுத்தறிவு செயல்பாடு
તર્કસંગત ઓપરેટર,பகுத்தறிவு இயக்குபவர்
તર્કસંગત જોડાણ,பகுத்தறிவு இணைப்பு
તાર્કિક યોજના,தர்க்கரீதியான திட்டம்
"1. તર્કસંગત પાત્ર, 2. તાર્કિક પાત્ર","1. பகுத்தறிவு தன்மை, 2. தருக்க தன்மை"
લોજિકલ પેટર્ન,தருக்க முறை
તાર્કિક મૂલ્ય,தருக்க மதிப்பு
લોજિકલ ચલ,தருக்க மாறி
પ્રાપ્ત વિહંગાવલોકન,கண்ணோட்டத்தை அடைந்தது
પૂર્વાવલોકન સેટ,முன்னோட்ட தொகுப்பு
અવલોકન,கவனிப்பு
"1.લૂપ, 2.લૂપ","1.லூப், 2.லூப்"
લૂપ નિયંત્રણ,வளைய கட்டுப்பாடு
લૂપ આરંભ,வளைய துவக்கம்
લૂપ વિવિધતા,வளைய மாறுபாடு
"1.લૂપ નેટવર્ક, 2.લૂપ નેટવર્ક","1.லூப் நெட்வொர்க், 2.லூப் நெட்வொர்க்"
લૂપ આરંભ,வளைய துவக்கம்
લૂપ-સમાપ્તિ,வளைய-முடிவு
કાઉન્ટર-લૂપ ટેસ્ટ,எதிர்-லூப் சோதனை
ઢીલી રીતે જોડાયેલી,தளர்வாக இணைக்கப்பட்டது
લોસલેસ કમ્પ્રેશન,இழப்பற்ற சுருக்கம்
હાસે કમ્પ્રેશન,ஹஸ்ஸே சுருக்கம்
ઓછી બાઈટ,குறைந்த பைட்
નિમ્ન સ્તરની ભાષા,குறைந்த அளவிலான மொழி
નીચા પાસ ફિલ્ટર,குறைந்த பாஸ் வடிகட்டி
"1.ઓછી કન્ડિશન્ડ, 2. નીચે બંધાયેલ","1.குறைந்த நிலை, 2. கீழே பிணைக்கப்பட்டுள்ளது"
"1.MAC પ્રોટોકોલ, 2.MAC એથિક્સ (મિડલ એક્સેસ કંટ્રોલ)","1.MAC நெறிமுறை, 2.MAC நெறிமுறைகள் (நடுத்தர அணுகல் கட்டுப்பாடு)"
"1. મશીન, 2. મશીન","1. இயந்திரம், 2. இயந்திரம்"
મશીન સરનામું,இயந்திர முகவரி
"1. મશીન કોડ, 2. મશીન કોડ","1. இயந்திரக் குறியீடு, 2. இயந்திரக் குறியீடு"
મશીન વ્હીલ,இயந்திர சக்கரம்
યાંત્રિક ભાષા,இயந்திரமயமாக்கப்பட்ட மொழி
યાંત્રિક સોફ્ટવેર,இயந்திர மென்பொருள்
ઉપકરણ ભૂલ,சாதன பிழை
મશીન નિષ્ક્રિય સમય,இயந்திரம் செயலற்ற நேரம்
મશીન ભાષા,இயந்திர மொழி
મેન્યુઅલ,கையேடு
મશીન સેન્સ,இயந்திர உணர்வு
"1.મશીન લેંગ્વેજ, 2.મશીન લેંગ્વેજ","1.இயந்திர மொழி, 2.இயந்திர மொழி"
મશીન લર્નિંગ,இயந்திர வழி கற்றல்
મશીન કામગીરી,இயந்திர செயல்பாடு
મશીન ભાષા,இயந்திர மொழி
મશીન કામગીરી,இயந்திர செயல்திறன்
મશીન સિમ્યુલેશન,இயந்திர உருவகப்படுத்துதல்
મશીન હાઇજેક કરવાનો સમય,இயந்திர கடத்தல் நேரம்
મશીન અનુવાદ,இயந்திர மொழிபெயர்ப்பு
મશીન શબ્દો,இயந்திர வார்த்தைகள்
મેક્રો સૂચના,மேக்ரோ அறிவுறுத்தல்
મેક્રો સ્કેલ,மேக்ரோ அளவுகோல்
માસ એસેમ્બલીંગ પ્રોગ્રામ,வெகுஜன அசெம்பிளிங் திட்டம்
કુલ કૉલ,மொத்த அழைப்பு
"1.મેક્રો કોડ, 2.મેક્રો કોડ","1.மேக்ரோ குறியீடு, 2.மேக்ரோ குறியீடு"
મેક્રો આદેશ,மேக்ரோ கட்டளை
મેક્રો ઘોષણા,மேக்ரோ பிரகடனம்
મેક્રો વ્યાખ્યા,மேக்ரோ வரையறை
મેક્રો ફ્લો ચાર્ટ,மேக்ரோ ஓட்ட விளக்கப்படம்
મેક્રો જનરેટર,மேக்ரோ ஜெனரேட்டர்
મેક્રો સૂચના,மேக்ரோ அறிவுறுத்தல்
સ્થૂળ ભાષા,மொத்த மொழி
મેક્રો લાઇબ્રેરી,மேக்ரோ நூலகம்
મેક્રો પરિમાણ,மேக்ரோ அளவுரு
મેક્રો પ્રોસેસિંગ,மேக்ரோ செயலாக்கம்
"1.મેક્રો પ્રોસેસર, 2. મેક્રોપ્રોસેસર","1.மேக்ரோ செயலி, 2. மேக்ரோப்ராசசர்"
મેક્રો પ્રોગ્રામિંગ,மேக்ரோ நிரலாக்க
કુલ પ્રોટોટાઇપ,மொத்த முன்மாதிரி
"1.મેક્રો એન્કોડિંગ, 2.મેક્રો કોડિંગ","1.மேக்ரோ என்கோடிங், 2.மேக்ரோ கோடிங்"
મેગાબાઈટ (MB),மெகாபைட் (MB)
જાદુઈ પ્રતીક,மந்திர சின்னம்
જાદુઈ સંખ્યા,மந்திர எண்
ચુંબકીય બબલ મેમરી,காந்த குமிழி நினைவகம்
ચુંબકીય કાર્ડ,காந்த அட்டை
"1.મેગ્નેટિક સેલ, 2.મેગ્નેટિક સેલ","1.காந்த செல், 2.காந்த செல்"
ચુંબકીય પ્રતીક,காந்த சின்னம்
ચુંબકીય કોર સંગ્રહ,காந்த மைய சேமிப்பு
"1.મેગ્નેટિક ડિસ્ક, 2. ચુંબકીય ડિસ્ક","1.காந்த வட்டு, 2. காந்த வட்டு"
ચુંબકીય ડિસ્ક સરનામું,காந்த வட்டு முகவரி
ચુંબકીય ડિસ્ક મેમરી,காந்த வட்டு நினைவகம்
ચુંબકીય ડ્રમ,காந்த டிரம்
"1.મેગ્નેટિક એન્કોડિંગ, 2.મેગ્નેટિક કોડિંગ, 3.મેગ્નેટિક કોડિંગ","1.காந்த குறியாக்கம், 2.காந்தக் குறியீட்டு முறை, 3.காந்தக் குறியீட்டு முறை"
ચુંબકીય ટોચ,காந்த மேல்
ચુંબકીય શાહી,காந்த மை
મેગ્નેટિક ઇંક કેરેક્ટર રેકગ્નિશન (MICR),காந்த மை எழுத்து அங்கீகாரம் (MICR)
ચુંબકીય માધ્યમ,காந்த ஊடகம்
ચુંબકીય વાંચન,காந்த வாசிப்பு
ચુંબકીય રેકોર્ડિંગ,காந்த பதிவு
ચુંબકીય સંગ્રહ,காந்த சேமிப்பு
ચુંબકીય પટ્ટી,காந்தப் பட்டை
ચુંબકીય ટેપ,காந்த நாடா
ચુંબકીય ટેપ કારતૂસ,காந்த நாடா கெட்டி
ચુંબકીય ટેપ ડ્રાઇવ,காந்த நாடா இயக்கி
ચુંબકીય ટેપ પુરોગામી,காந்த நாடா முன்னோடி
ચુંબકીય ટેપ ગ્રંથપાલ,காந்த நாடா நூலகர்
ચુંબકીય ટેપ ઍક્સેસ,காந்த நாடா அணுகல்
ચુંબકીય ટેપ એકમ,காந்த நாடா அலகு
"1.મેગ્નેટિક થિન લેયર, 2.મેગ્નેટિક થિન ફિલ્મ","1.காந்த மெல்லிய அடுக்கு, 2.காந்த மெல்லிய படலம்"
ચુંબકીય માર્ગ,காந்த பாதை
ચુંબકીય ઓપ્ટિકલ સંગ્રહ,காந்த ஒளியியல் சேமிப்பு
"1.મેગ્નેટ પ્રિન્ટર, 2.મેગ્નેટ પ્રિન્ટર","1.காந்த அச்சுப்பொறி, 2.காந்த அச்சுப்பொறி"
ચુંબકીય વિકૃતિ,காந்த விலகல்
ચુંબકીય રીતે વિકૃત ટેબ્લેટ,காந்தமாக சிதைக்கக்கூடிய மாத்திரை
"1. મેઈલ બોક્સ, 2. મેઈલ બોક્સ","1. அஞ்சல் பெட்டி, 2. அஞ்சல் பெட்டி"
મેલ મર્જ,அஞ்சல் இணைப்பு
"1. મુખ્ય નિયંત્રણ એકમ, 2. મુખ્ય નિયંત્રણ એકમ","1. தலைமைக் கட்டுப்பாட்டுப் பிரிவு, 2. தலைமைக் கட்டுப்பாட்டுப் பிரிவு"
મુખ્ય ફ્રેમ,முக்கிய சட்டகம்
"1.મુખ્ય ફ્રેમ સિસ્ટમ, 2.મુખ્ય ફ્રેમ મિકેનિઝમ","1.முதன்மை சட்ட அமைப்பு, 2.முதன்மை சட்ட அமைப்பு"
"1. મુખ્ય મેમરી, 2. મુખ્ય મેમરી","1.முதன்மை நினைவகம், 2.முதன்மை நினைவகம்"
"1.મુખ્ય કાર્યક્રમ, 2.મુખ્ય કાર્યક્રમ","1.முதன்மை திட்டம், 2.முதன்மை திட்டம்"
મુખ્ય સંગ્રહ,முக்கிய சேமிப்பு
"1.મુખ્ય સ્વિચ, 2.મુખ્ય સ્વિચ","1.மெயின் ஸ்விட்ச், 2.மெயின் ஸ்விட்ச்"
"1. જાળવણી, 2. જાળવણી","1.பராமரிப்பு, 2.பராமரிப்பு"
જાળવણી પેનલ,பராமரிப்பு குழு
જાળવણી સમય,பராமரிப்பு நேரம்
મોટું વર્તુળ,பெரிய வட்டம்
કી ઉપકરણ,முக்கிய சாதனம்
મુખ્ય ચાવી,முக்கிய விசை
મુખ્ય સ્ટેજ,முக்கியமான கட்டம்
મુખ્ય માળખું,முக்கிய கட்டமைப்பு
મુખ્ય કાર્ય,முக்கிய வேலை
બહુમતી ઘટક,பெரும்பான்மை கூறு
બહુમતી દરવાજો,பெரும்பான்மை வாயில்
બહુમતી કામગીરી,பெரும்பான்மை செயல்பாடு
વળતર સમયગાળો,திருப்பிச் செலுத்தும் காலம்
ખોટી કામગીરી નિયમિત,தவறான நடைமுறை
સંચાલન વિકાસ,மேலாண்மை வளர்ச்சி
મેનેજમેન્ટ ઇન્ફોર્મેશન સિસ્ટમ (MIS),மேலாண்மை தகவல் அமைப்பு (எம்ஐஎஸ்)
મેનેજમેન્ટ વિજ્ઞાન,மேலாண்மை அறிவியல்
માન્ચેસ્ટર એન્કોડિંગ,மான்செஸ்டர் குறியாக்கம்
ગુણાકાર,பெருக்கல்
અંદાજિત ચલ,மதிப்பிடப்பட்ட மாறி
અનુમાનિત અનુક્રમણિકા,மதிப்பிடப்பட்ட குறியீடு
માનવ મશીન સિમ્યુલેશન,மனித இயந்திர உருவகப்படுத்துதல்
મેન્યુઅલ એડ્રેસ સ્વીચ,கையேடு முகவரி சுவிட்ச்
મેન્યુઅલ વિશ્લેષણ,கையேடு பகுப்பாய்வு
મેન્યુઅલ કૉલ,கைமுறை அழைப்பு
મેન્યુઅલ એન્ટ્રી,கைமுறை நுழைவு
"1.મેન્યુઅલ સેન્ટર, 2.મેન્યુઅલ સેન્ટર","1. கையேடு மையம், 2. கையேடு மையம்"
"1. મેન્યુઅલ ઇનપુટ, 2. મેન્યુઅલ ઇનપુટ","1. கைமுறை உள்ளீடு, 2. கைமுறை உள்ளீடு"
મેન્યુઅલ કામગીરી,கைமுறை செயல்பாடு
ઘણા થી ઘણા સંબંધ,பல-பல உறவு
મલ્ટી ડીકોડર,பல குறிவிலக்கி
નકશા પદ્ધતિ,வரைபட முறை
મેપિંગ,விவரணையாக்கம்
માર્જિન,விளிம்பு
સીમાંત ભૂલ,விளிம்பு பிழை
સીમાંત પૂછપરછ,விளிம்பு விசாரணை
સીમાંત કસોટી,விளிம்பு சோதனை
પ્રતીક શોધ,சின்னம் கண்டறிதல்
સાઇન રીડિંગ,கையெழுத்து வாசிப்பு
પ્રતીક સ્કેનિંગ,சின்னம் ஸ்கேனிங்
સાઇન સેન્સ,அடையாள உணர்வு
માર્કર,குறிப்பான்
માર્કિંગ,குறிக்கும்
માર્કર તરંગ,மார்க்கர் அலை
માર્કોવ સાંકળ,மார்க்கோவ் சங்கிலி
માર્કોવ સ્ત્રોત,மார்க்கோவ் ஆதாரம்
માર્કઅપ ભાષા,மார்க்அப் மொழி
મેસર,மேசர்
મેસર,மேசர்
"1.માસ્ક, 2. પડદો, 3. પડદો","1.முகமூடி, 2.முக்காடு, 3.முக்காடு"
"1. કવર બીટ, 2. કવર બીટ, 3. માસ્ક ડબલ અંકો","1. கவர் பிட், 2. கவர் பிட், 3. முகமூடி இரட்டை இலக்கங்கள்"
માસ્ક પ્રોગ્રામેબલ ઉપકરણ,முகமூடி நிரல்படுத்தக்கூடிய சாதனம்
કવર રજીસ્ટર,கவர் பதிவு
"1. કવર રોમ, 2. કવર રોમ","1. கவர் ரோம், 2. கவர் ரோம்"
આવરણ,கவர்
વિશાળ આંકડા,பெரிய புள்ளிவிவரங்கள்
"1.માસ મેમરી, 2.માસ મેમરી","1. நிறை நினைவகம், 2. நிறை நினைவகம்"
મોટા પાયે સમાંતર,பெருமளவில் இணையாக
સરદાર,தலைவன்
માસ્ટર કાર્ડ,முதன்மை அட்டை
"1.હેડ વોચ, 2.કંટ્રોલ વોચ","1.ஹெட் வாட்ச், 2.கண்ட்ரோல் வாட்ச்"
મુખ્ય કન્સોલ,முக்கிய பணியகம்
પ્રાઇમ ડેટા,முதன்மை தரவு
મુખ્ય રેખાકૃતિ,முதன்மை வரைபடம்
માસ્ટર ફાઇલ,முதன்மை கோப்பு
મુખ્ય જૂથ,முதன்மை குழு
મુખ્ય કી,முதன்மை விசை
મુખ્ય પુસ્તકાલય ટેપ,முக்கிய நூலக நாடாக்கள்
પ્રાઇમ પ્રોસેસર,முதன்மை செயலி
મુખ્ય કાર્યક્રમ,முதன்மை திட்டம்
મુખ્ય કેન્દ્ર,முக்கிய மையம்
"1.માસ્ટર ટેપ, 2.માસ્ટર ટેપ","1.மாஸ்டர் டேப், 2.மாஸ்டர் டேப்"
"1.પ્રિન્સિપલ ટર્મિનલ, 2.મુખ્ય ટર્મિનલ","1.முதன்மை முனையம், 2.முதன்மை முனையம்"
મુખ્ય ગૌણ ઉપકરણ,முதன்மை துணை சாதனம்
મુખ્ય ગૌણ સિસ્ટમ,முதன்மை துணை அமைப்பு
"1. મેચ, 2. મેચ, 3. મળો","1. போட்டி, 2. போட்டி, 3. சந்திப்பு"
મેળ,பொருத்துக
ગાણિતિક પ્રોગ્રામિંગ,கணித நிரலாக்க
ગાણિતિક સિમ્યુલેશન,கணித உருவகப்படுத்துதல்
"1.મેટ્રિક્સ, 2.મેટ્રિક્સ","1.அணி, 2.அணி"
"1.મેટ્રિક્સ પ્રિન્ટર, 2.મેટ્રિક્સ પ્રિન્ટર","1.மேட்ரிக்ஸ் பிரிண்டர், 2.மேட்ரிக்ஸ் பிரிண்டர்"
મેટ્રિક્સ સ્વીચ,அணி சுவிட்ச்
મેટ્રિક્સ ટેબલ,அணி அட்டவணை
મેક્સી કમ્પ્યુટર,அதிகபட்ச கணினி
મેક્સી કમ્પ્યુટર,அதிகபட்ச கணினி
ટોચનું તત્વ,உச்ச உறுப்பு
યોગપદ,யோகாபேட்
મેક્સવેલ ડેમન,மேக்ஸ்வெல் டாமன்
"1.મીન, 2.મીન","1.அர்த்தம், 2.அர்த்தம்"
અર્થ પુનઃપ્રાપ્તિ સમય,மீட்பு நேரம் என்று பொருள்
નિષ્ફળતાનો અર્થ સમય,தோல்வி நேரம் என்று அர்த்தம்
નિષ્ફળતાનો મધ્ય સમય (m t b f),தோல்வி சராசரி நேரம் (m t b f)
નિષ્ફળતાનો સમય,தோல்விக்கான நேரம் என்று அர்த்தம்
સમારકામ સરેરાશ સમય,பழுது சராசரி நேரம்
કરેક્શન મીન ટાઇમ (MTTR),சரிசெய்தல் சராசரி நேரம் (MTTR)
મધ્યમ સ્કેલ એકીકરણ (MSI),நடுத்தர அளவிலான ஒருங்கிணைப்பு (MSI)
મધ્યમ એકીકરણ (MSI),நடுத்தர ஒருங்கிணைப்பு (MSI)
અર્થ શબ્દ સંગ્રહ ઉપકરણ,சராசரி சேமிப்பு சாதனம்
મેગા બિટ્સ પ્રતિ સેકન્ડ (Mbps),ஒரு நொடிக்கு மெகா பிட் (Mbps)
ઘટક પદાર્થ,கூறு பொருள்
ઘટક રેકોર્ડ,கூறு பதிவு
"1.મેમરી, 2.મેમરી","1.நினைவு, 2.நினைவு"
"1.મેમરી એરે, 2.મેમરી એરે","1.நினைவக வரிசை, 2.நினைவக வரிசை"
"1.મેમરી ફંડ, 2.મેમરી બેંક","1.மெமரி ஃபண்ட், 2.மெமரி பேங்க்"
"1.મેમરી બફર રજિસ્ટર, 2.મેમરી બફર રજિસ્ટર","1.memory buffer Register, 2.memory buffer Register"
"1.મેમરી બસ, 2. મેમરી બસ","1.மெமரி பஸ், 2. நினைவக பேருந்து"
મેમરી કાર્ડ,மெமரி கார்டு
મેમરી સેલ,நினைவக செல்
સ્મરણ શકિત નુકશાન,நினைவாற்றல் இழப்பு
"1.મેમરી કોર, 2.મેમરી કોર","1.மெமரி கோர், 2.மெமரி கோர்"
મેમરી ચક્ર,நினைவக சுழற்சி
"1.મેમરી ડેટા રજીસ્ટર, 2.મેમરી ડેટા રજીસ્ટર","1.நினைவக தரவுப் பதிவு, 2.நினைவக தரவுப் பதிவு"
"1.મેમરી ડમ્પ,2.મેમરી ડમ્પ","1.நினைவக திணிப்பு, 2.நினைவக திணிப்பு"
"1.મેમરી એક્સચેન્જ, 2.મેમરી એક્સચેન્જ","1.நினைவகப் பரிமாற்றம், 2.நினைவகப் பரிமாற்றம்"
"1.મેમરી હાયરાર્કી, 2.મેમરી વંશવેલો","1.நினைவகப் படிநிலை, 2.நினைவகப் படிநிலை"
મેમરી સૂચના,நினைவக அறிவுறுத்தல்
"1.મેમરી મેનેજમેન્ટ, 2.મેમરી મેનેજમેન્ટ","1.நினைவக மேலாண்மை, 2.நினைவக மேலாண்மை"
"1.મેમરી મેપ, 2.મેમરી મેપ","1.நினைவக வரைபடம், 2.நினைவக வரைபடம்"
"1. મેમરી મેપ કરેલ આઉટપુટ, 2. ઇનપુટ, 3. મેમરી મેપ કરેલ I/O","1. நினைவக மேப் செய்யப்பட்ட வெளியீடு, 2. உள்ளீடு, 3. நினைவகம் மேப் செய்யப்பட்ட I/O"
"1.મેમરી મોડલ, 2.મેમરી મોડલ, 3.મેમરી મોડલ","1.மெமரி மாடல், 2.மெமரி மாடல், 3.மெமரி மாடல்"
"1.મેમરી મોડ્યુલ, 2.મેમરી મોડ્યુલ","1.நினைவக தொகுதி, 2.நினைவக தொகுதி"
"1.મેમરી ઇન્ડેક્સ રજિસ્ટર, 2.મેમરી ઇન્ડેક્સ રજિસ્ટર","1.மெமரி இன்டெக்ஸ் பதிவு, 2.மெமரி இன்டெக்ஸ் பதிவு"
મેમરી પાવર,ஞாபக சக்தி
મેમરી રક્ષણ,நினைவக பாதுகாப்பு
"1.મેમરી સંદર્ભ સૂચના, 2.મેમરી સંદર્ભ સૂચના","1.நினைவக குறிப்பு அறிவுறுத்தல், 2.நினைவக குறிப்பு அறிவுறுத்தல்"
"1.મેમરી પ્રોગ્રામ, 2.મેમરી પ્રોગ્રામ","1.நினைவக திட்டம், 2.நினைவக திட்டம்"
"1.મેમરી યુનિટ, 2.મેમરી યુનિટ","1.நினைவக அலகு, 2.நினைவக அலகு"
મેનુ,பட்டியல்
મેનુ બાર,மெனு பார்
મેનુ સંચાલિત,மெனு இயக்கப்படுகிறது
મેનુ પસંદગી,மெனு தேர்வு
મુખ્ય સંચાલિત કાર્યક્રમ,முக்கிய உந்துதல் திட்டம்
"1.સહજ, 2.મર્જ્ડ","1. உள்ளார்ந்த, 2. ஒன்றிணைக்கப்பட்ட"
મર્જર એક્સચેન્જ સૉર્ટિંગ,இணைப்பு பரிமாற்ற வரிசையாக்கம்
"1. સૉર્ટિંગ મર્જર, 2. કેટલોગ પસંદગી","1. வரிசைப்படுத்தல் இணைப்பு, 2. பட்டியல் தேர்வு"
"1. મર્જર, 2. મર્જર","1. இணைத்தல், 2. இணைத்தல்"
જાળી નેટવર્ક,லட்டு நெட்வொர்க்
મેસેજિંગ,செய்தி அனுப்புதல்
સંદેશ,செய்தி
સંદેશ પ્રમાણીકરણ,செய்தி அங்கீகாரம்
સંદેશ સેલ,செய்தி செல்
સંદેશ સર્કિટ,செய்தி சுற்று
સંદેશ ફોર્મેટ,செய்தி வடிவம்
સંદેશ પોર્ટ,செய்தி தலைப்பு
સંદેશ મોડ,செய்தி முறை
મેસેજિંગ,செய்தி அனுப்புதல்
"1.સંદેશ સૉર્ટિંગ, 2.મેસેજ સૉર્ટિંગ","1.செய்தி வரிசைப்படுத்தல், 2.செய்தி வரிசைப்படுத்துதல்"
સંદેશ લાઇન,செய்தி வரி
સંદેશ સ્વીચ,செய்தி சுவிட்ச்
સંદેશ ટેક્સ્ટ,செய்தி உரை
સંદેશ ટ્રાન્સફર એજન્ટ,செய்தி பரிமாற்ற முகவர்
સુપર એસેમ્બલર,சூப்பர் அசெம்பிளர்
મેટાક્લાસ,மெட்டாகிளாஸ்
"1. વધુ સંકલન, 2. વધુ અર્થઘટન","1. அதிக தொகுப்பு, 2. அதிக விளக்கம்"
"1. વધુ દુભાષિયા, 2. વધુ કમ્પાઇલર્સ","1. அதிக மொழிபெயர்ப்பாளர்கள், 2. மேலும் தொகுப்பாளர்கள்"
બોલી,பேச்சுவழக்கு
"1.મેટા નેટવર્ક, 2.મેટા નેટવર્ક","1.மெட்டா நெட்வொர்க், 2.மெட்டா நெட்வொர்க்"
સરમુખત્યારશાહી,சர்வாதிகாரம்
પ્રક્રિયા,செயல்முறை
મેટ્રોપોલિટન એરિયા નેટવર્ક (MAN),பெருநகரப் பகுதி நெட்வொர்க் (MAN)
સૂક્ષ્મ,மைக்ரோ
"1.માઈક્રોકોડ,2.માઈક્રોકોડ","1.மைக்ரோகோட், 2.மைக்ரோகோட்"
માઇક્રો કોમ્પ્યુટર,நுண்கணினி
માઇક્રો કંટ્રોલર,நுண் கட்டுப்படுத்தி
સૂક્ષ્મ ચક્ર,நுண் சுழற்சி
માઇક્રોઇલેક્ટ્રોનિક મિકેનિકલ મિકેનિઝમ્સ (MEMS),மைக்ரோ எலக்ட்ரானிக் மெக்கானிக்கல் மெக்கானிசம்ஸ் (MEMS)
માઇક્રો ઇલેક્ટ્રોનિક્સ,மைக்ரோ எலக்ட்ரானிக்ஸ்
માઇક્રો મિનિએચરાઇઝેશન,மைக்ரோ மினியேட்டரைசேஷன்
માઇક્રો ઓર્ડર,மைக்ரோ ஆர்டர்
"1.માઇક્રો, 2.મેઇનફ્રેમ લિંક","1.மைக்ரோ, 2.மெயின்பிரேம் இணைப்பு"
માઇક્રો ચિપ,மைக்ரோ சிப்
માઇક્રો કોબોલ,மைக்ரோ கோபால்
માઇક્રો કોડ,மைக்ரோ குறியீடு
"1.માઈક્રોફાઈલ, 2.માઈક્રોફિશ, 3.માઈક્રોફાઈલ","1.மைக்ரோஃபைல், 2.மைக்ரோஃபிஷ், 3.மைக்ரோஃபைல்"
માઇક્રો ફ્લોપી,மைக்ரோ நெகிழ்
માઇક્રોફોર્મ વાંચન ઉપકરણ,மைக்ரோஃபார்ம் வாசிப்பு சாதனம்
માઇક્રો ફ્રેમ,நுண் சட்டகம்
માઇક્રોગ્રાફિક્સ,மைக்ரோகிராபிக்ஸ்
માઇક્રોફોન,ஒலிவாங்கி
માઇક્રોફોટોગ્રાફ,மைக்ரோஃபோட்டோகிராஃப்
"1.માઈક્રોપ્રોસેસિંગ યુનિટ, 2.માઈક્રોપ્રોસેસિંગ યુનિટ","1.மைக்ரோ பிராசசிங் யூனிட், 2.மைக்ரோ பிராசசிங் யூனிட்"
માઇક્રોપ્રોસેસર,நுண்செயலி
માઇક્રોપ્રોસેસર ચિપ,நுண்செயலி சிப்
માઇક્રોપ્રોસેસર દુભાષિયા,நுண்செயலி மொழிபெயர்ப்பாளர்
માઇક્રો પ્રોસેસર યુનિટ (MPU),மைக்ரோ ப்ராசசர் யூனிட் (MPU)
"1. માઇક્રોપ્રોગ્રામ, 2. માઇક્રો પ્રોગ્રામ","1. மைக்ரோ புரோகிராம், 2. மைக்ரோ புரோகிராம்"
સૂક્ષ્મ ક્રમ,மைக்ரோ வரிசை
માઈક્રોસોફ્ટ,மைக்ரோசாப்ட்
માઇક્રોસોફ્ટ વિન્ડોઝ,மைக்ரோசாப்ட் விண்டோஸ்
સૂક્ષ્મ તરંગ,மைக்ரோ அலை
માઇક્રો વેવ લિંક,மைக்ரோ அலை இணைப்பு
માઇક્રોવેવ ટ્રાન્સમિશન,நுண்ணலை ஒலிபரப்பு
મધ્યમ સંચાલન,நடுத்தர மேலாண்மை
"1.મિડલવેર, 2. મધ્યમ વેર","1. மிடில்வேர், 2. நடுத்தர பொருட்கள்"
મીડી કોમ્પ્યુટર,மிடி கணினி
કેન્દ્રીય બિંદુ,மைய புள்ளி
મધ્યક,சராசரி
સ્થળાંતર માર્ગ,இடம்பெயர்வு பாதை
મિલિયન સૂચનાઓ પ્રતિ સેકન્ડ (MIPS),வினாடிக்கு மில்லியன் வழிமுறைகள் (MIPS)
મીની કોમ્પ્યુટર,மினி கணினி
નાની ડિસ્કેટ,சிறிய வட்டு
"1.નાનો કોલોન, 2.લિટલ એસ્ટ","1.சிறிய பெருங்குடல், 2.சிறிய ஆஷ்ட்"
ન્યૂનતમ ઉત્પાદન,குறைந்தபட்ச தயாரிப்பு
છૂટાછવાયા વૃક્ષ,அரிதான மரம்
"1.મિનિમેક્સ અલ્ગોરિધમ, 2.એલ્ગોરિધમ","1.மினிமேக்ஸ் அல்காரிதம், 2.அல்காரிதம்"
લઘુચિત્રીકરણ પ્રક્રિયા,மினியேட்டரைசேஷன் செயல்முறை
સૌથી ઓછી કિંમતનું વિસ્તરણ વૃક્ષ,குறைந்த விலை நீட்டிப்பு மரம்
"1.ઓછી લેટન્સી એન્કોડિંગ, 2.ઓછી લેટન્સી કોડિંગ","1.குறைந்த தாமதக் குறியாக்கம், 2.குறைந்த தாமதக் குறியீட்டு முறை"
ટૂંકા ઉપકરણ,குறுகிய சாதனம்
"1. ગુણાકાર, 2. ગુણાકાર, 3. ગુણાકાર પદ","1. பெருக்கல், 2. பெருக்கல், 3. பெருக்கல் கால"
ક્રેડીટ કાર્ડ,கடன் அட்டை
ક્રેડીટ કાર્ડ,கடன் அட்டை
ક્રેડિટ વિસ્તાર,கடன் பகுதி
પ્રતિબિંબિત ડિસ્ક,பிரதிபலித்த வட்டு
"1. મિરર સ્પોટ, 2. ફોટોકોપી, 3. મિરર કોપી","1. கண்ணாடிப் புள்ளி, 2. நகல், 3. கண்ணாடி நகல்"
મિશ્ર રેડિક્સ નોટેશન,கலப்பு ரேடிக்ஸ் குறியீடு
મિક્સર,கலவை
નેમોનિક,நினைவாற்றல்
નેમોનિક સરનામું,நினைவு முகவரி
યાદગાર,மறக்கமுடியாது
"1.મોબાઇલ, 2.મૂવેબલ","1.மொபைல், 2. அசையும்"
"1. મોબાઈલ કોમ્પ્યુટીંગ, 2. મોબાઈલ કોમ્પ્યુટીંગ","1. மொபைல் கம்ப்யூட்டிங், 2. மொபைல் கம்ப்யூட்டிங்"
"1.મોડેલ, 2.મોડલ","1.மாதிரி, 2.மாதிரி"
મોડલેસ એડિટર,முறையற்ற ஆசிரியர்
"1. મોડેલિંગ, 2. મોડેલિંગ","1. மாடலிங், 2. மாடலிங்"
મોડેમ,மோடம்
"1.સરળ સરેરાશ, 2.સામાન્ય, 3.સરળ","1.எளிய சராசரி, 2.இயல்பு, 3.சராசரி"
વિમંડન,விமந்தன்
મધ્યસ્થી,மதிப்பீட்டாளர்
સંશોધિત સૂચના,மாற்றியமைக்கப்பட்ட அறிவுறுத்தல்
સુધારક,மாற்றியமைப்பவர்
મોડિફાયર બીટ,மாற்றி பிட்
ફેરફાર,மாற்றம்
મોડ્યુલર,மட்டு
